datetime,D21Z,D22Z,V23Z,V24Z,D50Z,D51Z,D52Z,V53Z,V54Z,D81Z,D82Z,V83Z,V84Z,V85Z,D110Z,D111Z,D112Z,V113Z,V114Z,V115Z,Total
2024-03-01 01:00:00,6,9,0,0,1,1,0,1,0,136,1,10,0,0,0,6,2,7,2,1,183
2024-03-01 01:10:00,9,4,2,0,0,2,5,2,0,57,1,9,1,2,0,5,6,7,0,1,113
2024-03-01 01:20:00,3,1,0,0,0,3,1,3,1,415,0,4,0,0,0,5,0,3,0,0,439
2024-03-01 01:30:00,5,4,0,0,0,1,0,2,0,458,4,6,2,5,0,3,2,4,1,1,498
2024-03-01 01:40:00,6,8,2,0,0,3,1,3,0,634,2,5,1,0,0,1,1,2,1,2,672
2024-03-01 01:50:00,1,6,0,0,0,1,0,1,0,1714,0,3,0,0,0,1,0,2,0,0,1729
2024-03-01 02:00:00,3,6,0,0,1,1,0,1,0,841,1,5,0,0,0,3,0,7,0,0,869
2024-03-01 02:10:00,3,3,0,0,0,1,0,1,0,822,0,4,0,0,0,2,0,2,0,0,838
2024-03-01 02:20:00,4,3,1,0,0,0,1,0,0,178,1,5,0,0,0,0,0,0,0,0,193
2024-03-01 02:30:00,1,2,0,0,0,0,1,0,1,749,1,1,0,0,0,3,0,5,0,0,764
2024-03-01 02:40:00,2,0,0,0,0,0,2,0,1,134,1,3,1,1,0,0,0,0,0,0,145
2024-03-01 02:50:00,5,4,1,0,0,1,0,1,0,152,1,3,1,1,0,1,2,3,2,3,181
2024-03-01 03:00:00,4,1,1,0,0,1,2,4,0,346,0,4,0,0,0,2,0,3,0,0,368
2024-03-01 03:10:00,0,2,0,0,0,1,1,1,0,68,1,0,1,1,0,1,0,1,0,0,78
2024-03-01 03:20:00,0,3,0,0,1,1,0,1,0,306,0,2,0,0,0,6,0,7,0,0,327
2024-03-01 03:30:00,4,0,0,0,0,4,1,4,1,53,1,3,0,1,0,1,0,1,0,0,74
2024-03-01 03:40:00,3,1,0,0,0,1,2,1,0,320,1,2,1,1,0,4,2,4,2,3,348
2024-03-01 03:50:00,4,3,0,0,0,1,0,1,0,45,1,6,0,1,0,2,1,4,0,0,69
2024-03-01 04:00:00,4,3,0,0,0,0,0,0,0,382,0,3,0,0,0,2,1,3,1,1,400
2024-03-01 04:10:00,10,4,1,0,1,2,1,2,0,194,2,9,1,2,0,5,0,4,0,0,238
2024-03-01 04:20:00,5,7,1,0,2,4,2,3,2,730,0,2,0,0,0,3,0,5,0,0,766
2024-03-01 04:30:00,2,8,0,0,0,4,0,4,0,725,0,2,0,0,0,2,0,1,0,0,748
2024-03-01 04:40:00,3,7,1,0,0,2,1,2,0,637,3,5,1,3,0,2,5,2,3,2,679
2024-03-01 04:50:00,7,7,0,0,1,4,0,4,0,866,3,8,4,2,0,3,1,4,1,2,917
2024-03-01 05:00:00,9,12,1,0,3,2,2,2,0,233,2,11,2,2,0,2,2,3,1,1,290
2024-03-01 05:10:00,9,7,1,0,0,0,3,0,0,489,2,11,0,0,0,8,3,6,4,3,546
2024-03-01 05:20:00,8,24,0,0,6,3,2,3,0,81,3,16,1,1,0,5,10,7,5,4,179
2024-03-01 05:30:00,16,20,0,1,4,10,5,10,4,1046,3,27,4,4,0,5,3,7,1,3,1173
2024-03-01 05:40:00,10,25,1,0,1,7,2,6,1,363,5,25,1,6,0,9,6,7,2,3,480
2024-03-01 05:50:00,15,29,2,1,2,11,6,11,2,152,4,24,2,3,0,7,3,11,1,1,287
2024-03-01 06:00:00,17,21,0,0,2,11,2,14,1,739,5,27,7,7,0,5,4,8,3,3,876
2024-03-01 06:10:00,24,24,2,0,4,18,3,11,2,399,6,31,4,8,0,9,5,8,3,2,563
2024-03-01 06:20:00,21,33,4,0,14,14,2,14,3,264,7,25,3,4,0,9,7,14,6,5,449
2024-03-01 06:30:00,15,27,3,2,16,14,5,12,6,151,6,31,7,7,0,16,6,19,4,2,349
2024-03-01 06:40:00,26,26,1,1,5,27,9,17,9,406,10,37,7,13,0,13,10,6,15,6,644
2024-03-01 06:50:00,23,23,3,0,11,30,12,17,12,256,6,35,5,9,0,18,9,15,13,7,504
2024-03-01 07:00:00,26,18,2,0,6,23,3,15,8,126,12,33,8,12,0,12,12,10,8,7,341
2024-03-01 07:10:00,20,14,3,0,8,37,4,11,3,223,11,29,7,10,0,25,7,13,5,8,438
2024-03-01 07:20:00,23,20,3,0,10,38,8,14,5,219,12,21,9,10,0,24,19,12,14,11,472
2024-03-01 07:30:00,33,12,4,4,20,47,12,17,10,144,9,11,4,8,0,37,16,21,19,9,437
2024-03-01 07:40:00,29,28,9,2,17,46,7,14,6,145,11,14,8,10,0,43,9,16,7,6,427
2024-03-01 07:50:00,31,20,8,2,18,31,14,17,8,126,12,14,9,11,0,32,18,13,12,10,406
2024-03-01 08:00:00,32,25,9,1,13,31,10,15,8,93,10,22,8,10,0,34,19,15,10,8,373
2024-03-01 08:10:00,25,21,3,3,15,44,8,15,7,99,12,18,11,12,0,41,19,16,15,14,398
2024-03-01 08:20:00,26,27,7,1,28,31,12,15,19,113,7,22,8,7,0,39,22,14,15,12,425
2024-03-01 08:30:00,20,18,6,3,12,38,9,15,10,93,12,20,4,10,0,44,14,18,50,6,402
2024-03-01 08:40:00,28,15,6,3,12,37,8,16,5,102,13,8,10,12,0,36,16,18,11,11,367
2024-03-01 08:50:00,19,11,4,4,14,36,8,13,7,107,11,10,11,11,0,35,17,20,10,13,361
2024-03-01 09:00:00,12,23,6,2,8,31,7,18,6,102,12,27,9,11,0,22,19,14,14,10,353
2024-03-01 09:10:00,30,17,3,1,6,28,12,12,12,95,12,29,10,11,0,45,18,14,7,11,373
2024-03-01 09:20:00,37,21,6,2,11,27,6,13,7,91,6,25,5,5,0,40,21,15,13,13,364
2024-03-01 09:30:00,22,25,10,1,11,18,11,15,4,104,5,25,6,7,0,35,14,12,10,12,347
2024-03-01 09:40:00,31,23,7,3,5,22,10,21,7,275,14,7,11,9,0,35,19,28,14,22,563
2024-03-01 09:50:00,29,26,9,3,7,31,16,24,15,113,15,6,12,16,0,32,12,24,13,17,420
2024-03-01 10:00:00,37,24,5,0,13,28,8,15,10,109,9,21,6,5,0,31,12,24,10,11,378
2024-03-01 10:10:00,29,17,3,2,15,33,10,14,6,104,15,14,12,14,0,31,12,21,9,18,379
2024-03-01 10:20:00,36,20,2,4,4,23,10,11,9,105,13,19,11,12,0,30,25,20,20,22,396
2024-03-01 10:30:00,16,20,5,4,10,28,11,20,10,14,7,20,5,5,0,34,18,19,14,11,271
2024-03-01 10:40:00,35,18,2,1,5,21,6,16,7,0,14,13,10,14,0,28,21,18,15,14,258
2024-03-01 10:50:00,24,19,5,4,4,17,13,12,10,2,15,17,12,14,0,38,20,17,13,15,271
2024-03-01 11:00:00,34,26,2,1,14,23,13,17,12,185,10,15,8,10,0,45,27,25,25,16,508
2024-03-01 11:10:00,23,15,4,4,14,21,19,18,9,270,16,14,12,13,0,46,23,17,14,16,568
2024-03-01 11:20:00,16,23,4,4,7,13,7,14,6,97,12,15,7,9,0,55,20,29,16,17,371
2024-03-01 11:30:00,21,18,5,4,5,18,10,14,6,113,15,9,12,13,0,36,14,25,12,11,361
2024-03-01 11:40:00,22,19,26,4,8,17,14,14,13,166,7,17,6,5,0,50,19,19,16,15,457
2024-03-01 11:50:00,26,19,4,3,7,14,18,12,12,252,9,16,7,8,0,40,21,24,19,18,529
2024-03-01 12:00:00,39,14,2,5,10,30,11,23,9,286,19,11,13,14,0,56,23,18,13,17,613
2024-03-01 12:10:00,21,20,3,2,13,21,20,22,14,182,8,4,6,6,0,69,17,27,15,13,483
2024-03-01 12:20:00,18,5,4,6,13,28,12,21,13,498,11,7,7,10,0,72,21,20,13,12,791
2024-03-01 12:30:00,21,19,5,6,5,24,16,17,24,283,11,17,5,8,0,57,24,21,19,16,598
2024-03-01 12:40:00,33,22,6,3,12,27,16,19,16,180,16,9,10,10,0,67,24,27,20,18,535
2024-03-01 12:50:00,14,27,10,4,9,22,16,13,12,347,30,9,10,15,0,55,26,19,18,16,672
2024-03-01 13:00:00,17,15,4,4,13,24,9,21,10,295,7,10,10,7,0,74,24,20,15,17,596
2024-03-01 13:10:00,34,20,8,4,10,17,9,13,12,146,17,5,9,20,0,70,24,16,18,13,465
2024-03-01 13:20:00,21,15,6,5,6,15,11,13,9,113,18,10,11,13,0,65,18,19,16,15,399
2024-03-01 13:30:00,22,13,5,7,8,22,10,15,7,294,16,11,11,12,0,58,36,20,22,27,616
2024-03-01 13:40:00,26,15,5,1,8,20,11,22,9,502,16,16,11,16,0,50,26,24,18,21,817
2024-03-01 13:50:00,29,20,6,3,3,13,12,8,10,588,9,13,7,12,0,61,25,24,16,16,875
2024-03-01 14:00:00,35,22,5,3,5,19,10,9,8,540,15,9,10,12,0,61,25,35,19,21,863
2024-03-01 14:10:00,17,21,7,4,15,25,17,18,11,341,12,8,13,12,0,56,19,16,9,14,635
2024-03-01 14:20:00,26,15,7,5,6,20,9,14,8,365,12,20,11,11,0,70,23,10,13,14,659
2024-03-01 14:30:00,22,25,9,4,8,25,5,18,5,144,9,9,7,8,0,67,25,26,14,11,441
2024-03-01 14:40:00,18,30,8,3,12,28,13,15,8,192,9,23,12,8,0,55,17,18,15,12,496
2024-03-01 14:50:00,16,15,10,5,8,22,13,21,8,417,20,15,11,14,0,65,22,21,20,24,747
2024-03-01 15:00:00,20,17,5,5,10,18,14,13,9,418,13,21,7,7,0,61,29,20,15,17,719
2024-03-01 15:10:00,28,25,5,4,7,16,12,16,11,366,15,14,9,11,0,60,26,23,15,18,681
2024-03-01 15:20:00,8,19,6,6,14,27,9,15,11,200,14,25,9,12,0,68,18,18,15,13,507
2024-03-01 15:30:00,23,15,6,6,6,22,15,17,9,222,12,20,5,7,0,62,26,20,16,19,528
2024-03-01 15:40:00,35,24,2,4,4,18,6,15,7,161,8,13,5,8,0,57,20,13,14,11,425
2024-03-01 15:50:00,36,28,4,3,10,29,12,19,11,133,15,4,8,11,0,62,25,21,20,20,471
2024-03-01 16:00:00,13,19,3,3,6,20,11,14,11,119,10,8,10,7,0,74,22,25,16,21,412
2024-03-01 16:10:00,20,22,11,4,7,22,101,15,5,137,16,10,10,11,0,62,15,18,16,11,513
2024-03-01 16:20:00,25,20,3,3,12,25,16,16,7,127,15,15,12,11,0,58,20,23,16,17,441
2024-03-01 16:30:00,13,25,5,4,9,24,11,13,8,341,15,12,11,12,0,66,22,20,16,20,647
2024-03-01 16:40:00,18,28,3,1,36,18,11,18,7,398,11,17,9,11,0,49,25,16,24,22,722
2024-03-01 16:50:00,29,24,3,5,17,26,11,18,10,354,10,23,7,9,0,53,24,20,13,9,665
2024-03-01 17:00:00,22,30,6,7,6,21,19,12,15,114,9,18,9,9,0,66,27,12,23,18,443
2024-03-01 17:10:00,27,37,5,4,5,21,15,18,13,135,9,16,8,9,0,50,19,27,15,15,448
2024-03-01 17:20:00,20,14,2,5,13,20,10,18,8,128,13,8,11,12,0,66,24,14,16,15,417
2024-03-01 17:30:00,15,22,6,5,7,19,13,13,10,376,15,9,11,12,0,52,17,17,15,16,650
2024-03-01 17:40:00,26,23,7,5,7,19,12,18,11,131,11,19,6,7,0,47,11,15,13,9,397
2024-03-01 17:50:00,33,21,4,4,11,22,10,17,10,114,8,6,6,10,0,63,21,22,18,13,413
2024-03-01 18:00:00,19,22,7,4,7,30,11,22,10,112,8,17,6,5,0,59,20,13,15,17,404
2024-03-01 18:10:00,47,29,8,3,10,25,13,19,14,112,8,13,7,8,0,59,12,25,12,12,436
2024-03-01 18:20:00,30,33,6,4,9,19,15,19,27,139,14,15,9,13,0,46,19,18,20,19,474
2024-03-01 18:30:00,26,43,8,2,19,36,13,23,9,122,13,34,9,11,0,48,13,19,16,13,477
2024-03-01 18:40:00,39,35,4,2,8,32,10,23,6,188,9,3,7,10,0,56,23,27,31,14,527
2024-03-01 18:50:00,34,38,8,3,7,24,12,21,16,237,6,19,6,10,0,59,16,22,21,12,571
2024-03-01 19:00:00,60,35,3,3,9,19,9,17,11,110,15,42,7,11,0,49,21,17,16,15,469
2024-03-01 19:10:00,39,48,6,2,7,20,12,16,10,93,12,26,10,11,0,52,19,24,19,11,437
2024-03-01 19:20:00,27,33,10,1,9,26,14,22,12,93,13,36,6,9,0,60,18,15,14,14,432
2024-03-01 19:30:00,28,27,4,3,11,17,12,16,7,96,11,31,8,13,0,37,15,17,13,10,376
2024-03-01 19:40:00,26,43,2,0,14,10,10,20,9,81,18,31,10,15,0,36,14,20,11,12,382
2024-03-01 19:50:00,23,36,4,0,1,9,7,12,4,61,11,40,5,7,0,51,14,28,14,11,338
2024-03-01 20:00:00,26,19,3,1,3,9,8,10,2,82,8,34,6,10,0,30,12,25,9,8,305
2024-03-01 20:10:00,20,21,0,2,4,12,15,12,5,56,11,39,5,7,0,28,19,22,15,14,307
2024-03-01 20:20:00,27,35,3,0,5,22,8,19,5,57,2,43,1,4,0,34,2,29,3,2,301
2024-03-01 20:30:00,25,33,2,1,2,11,10,14,4,65,4,50,5,5,0,36,15,25,11,7,325
2024-03-01 20:40:00,28,23,4,1,21,14,11,16,3,65,9,34,7,8,0,33,12,25,11,8,333
2024-03-01 20:50:00,23,34,0,1,0,10,12,18,7,66,5,38,3,3,0,21,9,23,9,10,292
2024-03-01 21:00:00,16,31,3,0,2,17,8,20,0,720,6,32,7,8,0,22,9,22,10,8,941
2024-03-01 21:10:00,19,21,3,1,1,4,12,6,6,438,4,39,5,5,0,20,8,23,3,3,621
2024-03-01 21:20:00,17,37,2,0,3,12,7,13,3,897,7,34,4,7,0,18,5,21,6,3,1096
2024-03-01 21:30:00,17,35,4,1,2,7,3,8,1,44,7,30,7,9,0,24,6,14,5,5,229
2024-03-01 21:40:00,12,34,3,1,1,13,5,14,0,46,8,34,5,4,0,31,10,22,7,7,257
2024-03-01 21:50:00,17,18,3,0,3,10,8,13,3,40,0,28,0,0,0,16,12,17,10,8,206
2024-03-01 22:00:00,17,25,3,0,5,11,9,15,5,44,4,31,3,3,0,23,7,25,5,5,240
2024-03-01 22:10:00,21,38,3,2,2,10,8,12,4,50,7,21,2,5,0,22,10,26,8,6,257
2024-03-01 22:20:00,24,25,2,1,0,8,6,8,4,312,7,29,7,4,0,34,6,16,4,3,500
2024-03-01 22:30:00,20,25,2,0,2,6,1,2,0,768,5,37,2,5,0,18,9,17,9,6,934
2024-03-01 22:40:00,16,19,1,0,7,8,7,7,4,119,2,33,3,3,0,28,10,20,4,9,300
2024-03-01 22:50:00,19,16,2,0,1,8,5,8,0,32,3,32,1,1,0,27,8,26,5,4,198
2024-03-01 23:00:00,15,22,0,1,3,10,4,10,2,83,3,30,3,1,0,20,4,12,4,5,232
2024-03-01 23:10:00,15,19,2,0,1,8,5,8,3,23,5,20,3,5,0,18,9,16,6,5,171
2024-03-01 23:20:00,9,26,2,0,0,4,0,4,0,17,2,15,2,3,0,15,7,17,6,7,136
2024-03-01 23:30:00,14,18,1,0,0,4,4,2,1,26,5,20,0,2,0,13,8,45,5,9,177
2024-03-01 23:40:00,11,10,0,0,0,3,6,3,0,14,4,14,2,2,0,25,6,17,5,7,129
2024-03-01 23:50:00,15,13,2,0,0,4,4,5,0,19,1,24,0,0,0,13,5,8,2,4,119
2024-03-02 00:00:00,17,13,5,0,0,3,2,6,1,23,3,23,3,4,0,7,4,9,2,4,129
2024-03-02 00:10:00,8,14,2,0,0,4,2,4,0,20,4,26,1,2,0,18,3,21,2,2,133
2024-03-02 00:20:00,8,18,1,0,0,1,7,1,1,20,3,15,2,0,0,15,12,17,13,7,141
2024-03-02 00:30:00,6,17,1,0,2,8,4,8,3,16,3,15,2,2,0,12,3,15,1,2,120
2024-03-02 00:40:00,7,18,0,0,0,2,3,1,2,17,1,25,1,2,0,10,1,14,1,1,106
2024-03-02 00:50:00,6,9,1,0,2,1,5,1,3,10,1,12,1,2,0,8,5,12,4,3,86
2024-03-02 01:00:00,10,12,0,0,0,2,5,2,1,10,4,12,2,2,0,14,4,8,5,5,98
2024-03-02 01:10:00,7,6,0,0,0,1,3,1,1,12,1,12,0,0,0,5,3,8,2,2,64
2024-03-02 01:20:00,6,9,2,0,0,0,3,0,0,7,2,10,0,0,0,12,6,11,4,2,74
2024-03-02 01:30:00,6,4,0,0,0,4,4,4,1,55,2,8,2,2,0,10,1,10,1,1,115
2024-03-02 01:40:00,6,7,1,0,0,2,2,4,0,9,5,9,2,3,0,6,4,5,4,6,75
2024-03-02 01:50:00,6,9,1,0,0,1,2,1,1,6,1,7,0,0,0,4,6,6,4,4,59
2024-03-02 02:00:00,10,6,0,0,0,2,1,2,1,14,3,16,2,1,0,5,4,7,2,2,78
2024-03-02 02:10:00,11,6,1,0,1,0,1,0,0,10,1,11,0,0,0,4,4,3,5,5,63
2024-03-02 02:20:00,5,9,0,0,0,0,3,0,2,6,1,7,1,0,0,4,3,3,2,2,48
2024-03-02 02:30:00,4,3,0,0,0,0,1,0,0,6,0,5,0,0,0,6,0,6,0,0,31
2024-03-02 02:40:00,4,4,0,0,1,0,1,0,1,4,1,4,1,1,0,3,0,2,0,0,27
2024-03-02 02:50:00,9,7,1,0,0,0,1,1,1,7,1,7,1,1,0,5,2,8,3,2,57
2024-03-02 03:00:00,5,2,0,0,0,2,0,2,0,9,2,9,1,1,0,5,1,3,1,2,45
2024-03-02 03:10:00,5,1,1,0,0,1,0,1,0,6,4,7,0,0,0,4,0,3,0,0,33
2024-03-02 03:20:00,7,2,1,0,0,0,1,0,0,6,1,6,0,0,0,0,0,0,0,0,24
2024-03-02 03:30:00,1,3,0,0,0,1,1,2,0,4,0,6,0,0,0,3,1,5,1,1,29
2024-03-02 03:40:00,3,6,0,0,0,3,5,3,1,151,2,3,0,3,0,0,1,0,2,1,184
2024-03-02 03:50:00,8,3,2,0,0,3,4,3,2,1208,2,9,0,0,0,4,1,5,1,1,1256
2024-03-02 04:00:00,6,2,0,0,0,2,1,3,0,659,0,7,0,0,0,3,0,3,0,0,686
2024-03-02 04:10:00,5,6,1,0,2,2,1,4,0,295,4,3,2,4,0,5,4,7,2,3,350
2024-03-02 04:20:00,2,1,0,0,0,2,1,2,1,1,0,1,0,0,0,4,2,6,4,2,29
2024-03-02 04:30:00,2,2,0,0,0,1,1,1,0,5,1,5,0,0,0,4,0,5,0,0,27
2024-03-02 04:40:00,5,5,1,0,0,2,2,3,0,5,2,5,1,3,0,2,1,3,2,0,42
2024-03-02 04:50:00,4,8,0,0,2,12,1,8,0,4,1,4,1,1,0,3,4,3,2,3,61
2024-03-02 05:00:00,2,9,1,0,0,2,0,1,0,3,2,6,1,3,0,4,5,4,1,0,44
2024-03-02 05:10:00,5,9,0,0,0,1,1,1,0,38,1,10,1,1,0,3,2,3,1,1,78
2024-03-02 05:20:00,5,7,0,0,0,0,0,0,0,85,1,9,0,2,0,2,0,2,0,0,113
2024-03-02 05:30:00,5,16,1,0,0,4,2,4,1,98,2,9,2,2,0,4,2,7,0,0,159
2024-03-02 05:40:00,10,15,0,0,1,7,0,7,0,556,2,13,0,1,0,4,0,5,0,0,621
2024-03-02 05:50:00,15,20,1,0,0,1,3,2,1,206,3,13,0,0,0,6,7,5,6,4,293
2024-03-02 06:00:00,6,9,0,0,0,3,1,4,1,125,4,11,4,7,0,5,1,5,0,1,187
2024-03-02 06:10:00,6,12,0,0,0,2,2,1,1,359,3,11,2,3,0,3,5,4,1,1,416
2024-03-02 06:20:00,11,13,2,0,1,5,3,5,1,667,3,10,0,0,0,5,2,8,1,1,738
2024-03-02 06:30:00,9,14,0,0,4,6,1,6,0,777,2,13,1,3,0,9,3,10,0,0,858
2024-03-02 06:40:00,12,13,2,0,2,7,3,10,3,568,2,19,2,2,0,3,2,4,4,2,660
2024-03-02 06:50:00,12,10,0,0,0,7,2,8,0,12,4,16,1,2,0,10,6,13,4,3,110
2024-03-02 07:00:00,6,7,0,0,0,5,5,6,3,13,3,14,1,2,0,9,6,10,4,3,97
2024-03-02 07:10:00,15,6,2,0,1,3,3,3,2,22,4,16,2,2,0,5,1,6,1,2,96
2024-03-02 07:20:00,16,13,0,0,2,8,1,9,0,26,3,20,2,3,0,9,3,11,1,1,128
2024-03-02 07:30:00,18,9,1,0,0,3,4,2,3,20,4,18,3,2,0,9,7,7,5,5,120
2024-03-02 07:40:00,12,8,1,0,4,7,4,7,1,29,1,27,1,1,0,13,8,8,6,6,144
2024-03-02 07:50:00,24,18,4,0,1,8,5,8,4,31,1,15,1,1,0,17,8,10,6,7,169
2024-03-02 08:00:00,67,16,0,0,0,12,8,9,6,26,6,21,3,4,0,11,8,9,7,9,222
2024-03-02 08:10:00,24,13,0,0,8,15,9,10,6,34,2,26,2,2,0,17,2,17,1,0,188
2024-03-02 08:20:00,17,17,2,0,3,10,7,11,8,40,2,20,0,0,0,19,8,16,7,5,192
2024-03-02 08:30:00,18,24,2,2,3,15,7,13,5,42,6,29,4,5,0,18,10,13,6,7,229
2024-03-02 08:40:00,28,22,2,1,2,9,7,10,5,62,4,35,4,4,0,17,11,16,12,15,266
2024-03-02 08:50:00,27,16,3,0,3,20,10,18,9,73,5,27,3,7,0,16,6,14,19,8,284
2024-03-02 09:00:00,21,19,4,2,2,18,11,13,5,52,7,28,2,4,0,17,10,13,8,10,246
2024-03-02 09:10:00,28,23,2,0,4,15,9,15,8,67,6,24,5,5,0,29,14,17,10,15,296
2024-03-02 09:20:00,25,23,6,0,7,24,10,18,10,63,9,24,6,6,0,31,10,23,10,6,311
2024-03-02 09:30:00,17,25,1,0,6,20,12,18,8,78,6,22,4,5,0,23,11,18,14,11,299
2024-03-02 09:40:00,22,25,3,2,8,34,6,16,7,87,8,21,7,9,0,24,15,11,8,12,325
2024-03-02 09:50:00,27,19,5,1,9,22,9,16,9,108,6,4,6,6,0,29,13,17,12,10,328
2024-03-02 10:00:00,28,24,5,0,8,22,11,23,7,84,3,30,4,3,0,36,14,16,11,13,342
2024-03-02 10:10:00,24,19,1,3,6,18,10,11,9,84,6,15,5,6,0,41,16,18,11,12,315
2024-03-02 10:20:00,19,31,2,2,3,17,10,17,8,86,18,24,12,13,0,37,8,22,8,13,350
2024-03-02 10:30:00,24,21,3,1,7,15,16,12,15,91,9,15,8,8,0,46,14,21,14,14,354
2024-03-02 10:40:00,23,22,2,3,6,29,7,20,8,112,10,10,6,9,0,35,16,27,13,15,373
2024-03-02 10:50:00,14,19,0,2,10,36,10,17,11,98,5,10,5,5,0,33,13,18,8,8,322
2024-03-02 11:00:00,17,25,3,2,8,21,14,20,9,101,14,14,8,10,0,31,19,17,18,18,369
2024-03-02 11:10:00,22,21,6,0,5,25,11,15,9,102,10,7,9,10,0,43,13,20,11,13,352
2024-03-02 11:20:00,30,25,5,2,8,21,16,20,12,185,10,20,7,6,0,38,11,21,10,11,458
2024-03-02 11:30:00,35,24,4,1,10,20,15,20,16,167,12,16,7,13,0,43,12,22,12,12,461
2024-03-02 11:40:00,32,25,9,1,7,16,15,14,8,89,16,17,12,12,0,31,19,12,22,18,375
2024-03-02 11:50:00,28,24,4,3,6,28,11,21,11,129,16,16,7,7,0,42,11,24,8,14,410
2024-03-02 12:00:00,21,21,4,4,9,23,10,15,9,451,9,11,8,11,0,49,15,22,12,23,727
2024-03-02 12:10:00,26,18,11,4,12,28,8,16,6,336,16,18,11,13,0,54,21,19,13,18,648
2024-03-02 12:20:00,35,17,5,3,13,20,14,16,11,110,11,15,7,8,0,50,22,24,20,21,422
2024-03-02 12:30:00,34,18,1,3,7,19,9,17,8,134,11,22,8,10,0,54,13,24,14,13,419
2024-03-02 12:40:00,27,16,3,3,6,16,10,16,10,70,13,6,11,12,0,49,20,21,13,14,336
2024-03-02 12:50:00,35,28,4,2,7,22,13,20,12,125,13,4,11,12,0,52,22,31,20,19,452
2024-03-02 13:00:00,28,31,7,1,6,17,14,16,9,115,10,11,9,11,0,35,16,14,15,16,381
2024-03-02 13:10:00,36,24,0,3,3,18,6,12,4,101,12,12,6,8,0,48,19,24,15,16,367
2024-03-02 13:20:00,25,21,4,2,7,18,13,18,10,103,14,14,9,9,0,51,17,19,25,16,395
2024-03-02 13:30:00,29,20,6,2,5,21,9,10,10,104,10,11,10,10,0,51,25,26,17,23,399
2024-03-02 13:40:00,32,32,4,1,3,20,13,16,12,107,7,11,7,10,0,48,18,28,22,23,414
2024-03-02 13:50:00,33,31,5,1,5,26,12,20,10,117,11,10,7,7,0,38,29,21,31,18,432
2024-03-02 14:00:00,31,23,3,4,8,16,13,13,12,103,12,14,8,8,0,51,35,23,29,30,436
2024-03-02 14:10:00,18,31,6,2,6,24,10,15,3,110,11,1,9,12,0,63,20,30,21,17,409
2024-03-02 14:20:00,33,27,3,2,6,23,17,19,13,97,12,2,7,7,0,57,24,19,17,22,407
2024-03-02 14:30:00,29,24,11,3,4,17,14,14,9,113,13,2,9,9,0,41,24,25,19,19,399
2024-03-02 14:40:00,29,21,12,6,8,25,11,17,7,99,11,5,8,9,0,65,27,23,20,23,426
2024-03-02 14:50:00,24,31,3,4,5,22,16,20,3,115,15,4,14,12,0,47,137,24,27,23,546
2024-03-02 15:00:00,33,30,3,4,8,17,12,12,10,113,18,3,10,12,0,44,29,24,18,21,421
2024-03-02 15:10:00,24,19,9,5,4,16,23,13,12,107,17,7,13,10,0,40,24,19,20,23,405
2024-03-02 15:20:00,34,20,2,1,6,19,15,18,9,112,16,10,12,14,0,39,19,18,23,14,401
2024-03-02 15:30:00,17,24,7,3,7,24,16,13,10,104,9,12,8,9,0,45,16,17,13,15,369
2024-03-02 15:40:00,31,27,2,6,1,9,11,8,9,101,4,19,4,4,0,39,10,23,7,8,323
2024-03-02 15:50:00,20,23,3,2,5,11,8,8,7,78,15,27,9,11,0,44,14,24,12,16,337
2024-03-02 16:00:00,23,20,4,2,4,17,10,14,9,73,12,14,9,10,0,47,9,23,10,8,318
2024-03-02 16:10:00,20,27,3,1,5,16,8,15,6,97,14,19,9,11,0,35,17,23,12,17,355
2024-03-02 16:20:00,31,21,4,1,6,17,6,12,6,78,12,22,11,9,0,32,12,16,12,11,319
2024-03-02 16:30:00,27,25,2,4,5,14,9,15,7,88,12,20,9,10,0,43,12,18,8,8,336
2024-03-02 16:40:00,16,19,3,2,5,25,13,13,11,104,4,22,4,3,0,34,9,21,6,8,322
2024-03-02 16:50:00,23,27,8,0,6,12,15,11,14,86,12,21,10,12,0,49,13,20,12,11,362
2024-03-02 17:00:00,25,29,6,3,6,17,16,17,14,95,7,12,6,7,0,33,14,20,13,15,355
2024-03-02 17:10:00,19,24,5,3,61,20,7,11,6,164,19,13,13,13,0,57,25,31,20,17,528
2024-03-02 17:20:00,26,27,6,3,7,20,11,13,10,132,10,19,7,7,0,37,12,16,13,14,390
2024-03-02 17:30:00,18,25,7,4,11,28,8,14,6,108,13,18,8,8,0,53,23,18,21,20,411
2024-03-02 17:40:00,19,17,6,4,11,29,18,22,12,217,11,0,8,9,0,36,11,17,9,9,465
2024-03-02 17:50:00,17,26,7,4,8,30,12,23,9,116,11,9,9,9,0,40,14,20,11,13,388
2024-03-02 18:00:00,17,21,3,5,11,38,15,21,11,77,11,24,7,10,0,35,19,23,13,13,374
2024-03-02 18:10:00,27,28,6,3,4,19,11,16,7,85,9,14,5,6,0,42,17,22,15,18,354
2024-03-02 18:20:00,19,27,10,4,7,16,9,12,9,95,6,21,6,5,0,44,22,18,14,19,363
2024-03-02 18:30:00,29,34,4,4,7,19,18,16,12,134,8,26,7,9,0,44,24,36,16,26,473
2024-03-02 18:40:00,27,23,3,4,3,21,10,21,6,103,10,17,5,9,0,38,20,24,10,11,365
2024-03-02 18:50:00,37,37,6,3,4,15,9,11,4,102,13,24,6,14,0,40,9,22,10,8,374
