datetime,D21Z,D22Z,V23Z,V24Z,D50Z,D51Z,D52Z,V53Z,V54Z,D81Z,D82Z,V83Z,V84Z,V85Z,D110Z,D111Z,D112Z,V113Z,V114Z,V115Z,Total
2024-03-05 16:10:00,16,4,3,6,4,23,9,12,6,103,23,3,10,16,0,86,43,18,25,34,444
2024-03-05 16:20:00,11,17,4,2,7,11,10,11,7,109,18,14,12,16,0,65,40,17,24,29,424
2024-03-05 16:30:00,24,9,8,7,8,19,10,13,7,127,27,2,10,18,0,75,50,21,24,29,488
2024-03-05 16:40:00,23,11,9,5,10,22,13,15,10,158,13,8,7,12,0,78,38,11,26,23,492
2024-03-05 16:50:00,22,12,7,5,8,26,19,15,14,118,19,6,12,14,0,83,36,7,20,20,463
2024-03-05 17:00:00,20,11,5,5,13,34,14,17,12,111,15,6,10,11,0,71,42,9,34,30,470
2024-03-05 17:10:00,14,16,7,8,22,25,10,17,5,161,23,6,15,17,0,69,31,13,19,18,496
2024-03-05 17:20:00,21,1,6,7,8,13,7,10,5,120,16,0,10,14,0,75,41,12,34,30,430
2024-03-05 17:30:00,12,12,3,4,11,23,14,13,10,131,15,2,12,13,0,77,35,14,27,25,453
2024-03-05 17:40:00,17,13,5,5,4,28,11,19,6,120,20,8,12,16,0,56,26,20,19,24,429
2024-03-05 17:50:00,18,21,6,5,11,21,8,16,6,119,12,7,6,12,0,73,28,16,25,19,429
2024-03-05 18:00:00,13,20,5,4,5,14,13,15,8,122,11,12,7,10,0,63,40,18,29,27,436
2024-03-05 18:10:00,17,20,11,4,7,18,11,14,11,125,9,6,8,5,0,66,38,21,22,23,436
2024-03-05 18:20:00,18,27,7,4,1,18,7,17,7,162,12,6,19,16,0,62,16,17,16,14,446
2024-03-05 18:30:00,16,38,2,2,11,20,10,22,4,146,10,22,8,8,0,63,17,20,18,14,451
2024-03-05 18:40:00,18,36,9,1,0,14,10,11,6,217,13,19,6,12,0,48,22,24,23,17,506
2024-03-05 18:50:00,18,33,15,2,5,22,11,18,4,127,9,25,5,10,0,51,25,17,13,22,432
2024-03-05 19:00:00,12,6,7,6,10,25,6,16,6,129,9,20,8,11,0,43,22,23,19,16,394
2024-03-05 19:10:00,28,35,8,2,3,15,9,18,5,144,10,7,9,14,0,44,18,28,17,14,428
2024-03-05 19:20:00,27,37,6,0,7,18,7,19,5,316,8,39,4,8,0,44,16,15,17,12,605
2024-03-05 19:30:00,21,42,1,1,5,17,7,17,3,176,10,38,7,7,0,36,9,21,12,10,440
2024-03-05 19:40:00,29,27,3,0,6,10,11,13,9,127,11,42,6,10,0,39,10,25,11,9,398
2024-03-05 19:50:00,20,27,7,0,3,11,10,10,3,142,13,35,11,15,0,21,11,8,8,7,362
2024-03-05 20:00:00,16,33,2,1,3,15,3,18,0,114,5,34,4,5,0,37,13,22,8,8,341
2024-03-05 20:10:00,27,34,2,1,8,7,5,7,1,148,8,24,3,6,0,39,15,24,14,9,382
2024-03-05 20:20:00,36,29,4,0,1,7,5,12,1,103,4,30,3,5,0,32,18,23,14,16,343
2024-03-05 20:30:00,28,38,3,1,2,11,14,11,6,126,4,35,5,4,0,30,13,20,13,14,378
2024-03-05 20:40:00,28,25,1,0,1,8,5,9,5,97,5,28,4,3,0,22,11,23,12,9,296
2024-03-05 20:50:00,22,34,0,0,3,4,5,4,0,115,6,29,5,5,0,25,7,15,3,2,284
2024-03-05 21:00:00,22,23,2,0,3,7,3,8,1,66,5,32,3,2,0,20,8,22,9,9,245
2024-03-05 21:10:00,30,25,0,0,4,10,7,12,2,78,6,29,2,3,0,19,13,15,6,6,267
2024-03-05 21:20:00,15,31,1,0,3,6,10,7,7,236,4,29,1,3,0,23,11,21,10,8,426
2024-03-05 21:30:00,20,23,2,0,7,8,4,11,3,148,6,23,4,6,0,25,7,17,9,6,329
2024-03-05 21:40:00,17,33,1,0,4,9,3,18,2,187,5,26,3,2,0,12,8,12,7,5,354
2024-03-05 21:50:00,24,31,2,0,2,6,7,6,3,130,6,31,3,5,0,19,8,14,6,4,307
2024-03-05 22:00:00,31,16,4,0,1,9,4,9,1,117,5,30,4,3,0,23,11,12,10,7,297
2024-03-05 22:10:00,27,25,1,0,1,5,7,4,1,179,4,35,4,4,0,20,14,18,10,12,371
2024-03-05 22:20:00,24,22,3,0,0,5,3,5,0,201,4,32,3,4,0,18,6,15,6,4,355
2024-03-05 22:30:00,13,15,5,0,0,4,5,4,0,295,3,15,5,2,0,19,10,15,12,9,431
2024-03-05 22:40:00,15,20,0,0,0,5,4,5,1,167,5,24,2,5,0,26,8,20,5,5,317
2024-03-05 22:50:00,16,23,0,0,2,5,3,6,2,212,4,26,3,3,0,14,10,18,8,12,367
2024-03-05 23:00:00,8,23,3,0,5,6,3,8,1,117,6,13,2,5,0,12,9,14,7,5,247
2024-03-05 23:10:00,10,16,0,0,0,1,5,1,1,218,4,23,1,3,0,16,7,12,1,3,322
2024-03-05 23:20:00,17,10,0,0,2,3,2,4,1,265,1,22,3,1,0,10,8,12,7,6,374
2024-03-05 23:30:00,15,17,2,0,0,1,1,1,0,73,1,11,1,1,0,6,1,6,1,2,140
2024-03-05 23:40:00,10,13,2,0,0,0,2,0,0,278,1,6,0,0,0,12,3,7,4,3,341
2024-03-05 23:50:00,10,3,1,0,0,2,4,1,3,96,3,10,2,4,0,6,4,6,3,2,160
2024-03-06 00:00:00,6,7,1,0,0,3,2,6,1,80,7,5,1,1,0,5,3,7,3,5,143
2024-03-06 00:10:00,5,6,1,0,0,3,1,5,2,19,1,8,0,0,0,5,0,7,0,0,63
2024-03-06 00:20:00,8,8,0,0,0,1,2,0,1,199,2,16,0,0,0,4,5,5,3,2,256
2024-03-06 00:30:00,8,1,0,0,0,2,3,3,1,41,3,5,4,4,0,4,4,3,7,5,98
2024-03-06 00:40:00,1,4,0,0,1,3,0,4,0,35,0,4,0,0,0,0,0,0,0,0,52
2024-03-06 00:50:00,6,2,0,0,0,1,1,1,0,100,0,7,0,0,0,4,2,4,2,2,132
2024-03-06 01:00:00,2,6,0,0,1,0,1,0,0,20,1,0,0,0,0,6,2,7,2,2,50
2024-03-06 01:10:00,3,6,0,0,0,1,2,1,0,142,1,2,1,2,0,4,1,5,1,1,173
2024-03-06 01:20:00,2,1,0,0,0,0,1,0,0,203,2,4,3,3,0,1,0,2,0,0,222
2024-03-06 01:30:00,2,3,1,0,0,1,2,1,0,170,0,3,0,0,0,2,1,2,1,2,191
2024-03-06 01:40:00,3,4,0,0,0,0,2,0,0,90,1,6,1,2,0,2,1,2,0,0,114
2024-03-06 01:50:00,3,7,0,0,0,3,0,4,0,296,0,8,0,0,0,0,0,0,0,0,321
2024-03-06 02:00:00,6,7,0,0,0,0,2,0,0,167,0,7,0,0,0,0,0,0,0,0,189
2024-03-06 02:10:00,1,6,0,0,0,1,0,1,0,44,1,0,0,0,0,4,1,5,1,2,67
2024-03-06 02:20:00,2,7,0,0,0,0,1,0,1,82,0,2,0,0,0,1,0,1,0,0,97
2024-03-06 02:30:00,4,2,0,0,0,0,1,0,1,32,1,3,0,0,0,1,1,1,1,2,50
2024-03-06 02:40:00,3,4,0,0,0,0,0,0,0,18,1,2,0,0,0,2,0,2,0,0,32
2024-03-06 02:50:00,0,3,0,0,0,0,2,0,1,41,0,1,0,0,0,1,0,1,0,0,50
2024-03-06 03:00:00,1,3,0,0,0,3,2,2,1,103,1,7,0,0,0,3,0,2,0,0,128
2024-03-06 03:10:00,2,4,0,0,0,2,0,2,0,112,1,1,0,0,0,3,1,5,1,1,135
2024-03-06 03:20:00,4,4,1,0,0,2,1,2,0,23,0,2,0,0,0,1,1,2,1,1,45
2024-03-06 03:30:00,0,3,0,0,0,1,1,2,0,18,0,0,0,0,0,1,0,2,0,0,28
2024-03-06 03:40:00,6,0,1,0,0,0,1,0,0,92,3,3,2,3,0,2,1,2,3,2,121
2024-03-06 03:50:00,1,0,0,0,0,1,0,1,0,206,0,2,0,0,0,0,0,0,0,0,211
2024-03-06 04:00:00,4,4,1,0,0,1,0,1,0,186,0,6,0,0,0,0,0,0,0,0,203
2024-03-06 04:10:00,1,6,0,0,0,1,0,1,0,162,0,1,0,0,0,3,0,3,0,0,178
2024-03-06 04:20:00,1,2,0,0,0,4,1,3,2,64,0,1,0,0,0,1,0,3,0,0,82
2024-03-06 04:30:00,3,5,0,0,2,3,0,3,0,128,1,4,0,0,0,3,0,3,0,0,155
2024-03-06 04:40:00,4,3,0,0,0,4,0,3,0,35,4,6,3,4,0,4,3,4,5,3,85
2024-03-06 04:50:00,5,6,0,0,1,3,0,3,0,32,4,9,2,5,0,3,1,7,0,0,81
2024-03-06 05:00:00,16,10,0,0,2,2,1,2,0,103,2,11,3,2,0,2,3,3,17,2,181
2024-03-06 05:10:00,10,11,1,0,3,5,4,7,2,68,4,12,3,4,0,9,6,8,3,2,162
2024-03-06 05:20:00,11,24,0,0,2,2,1,2,1,215,4,13,0,1,0,3,3,4,5,3,294
2024-03-06 05:30:00,23,28,0,0,1,7,1,11,0,70,1,21,1,2,0,6,2,4,1,1,180
2024-03-06 05:40:00,23,26,1,1,1,10,1,13,1,86,4,28,7,6,0,6,3,7,1,1,226
2024-03-06 05:50:00,22,30,1,0,1,4,3,4,2,58,7,25,5,4,0,9,2,15,2,2,196
2024-03-06 06:00:00,24,32,1,0,1,12,3,14,1,60,3,37,3,4,0,5,5,7,5,6,223
2024-03-06 06:10:00,31,25,6,1,11,21,6,15,3,139,5,27,6,6,0,13,5,8,4,3,335
2024-03-06 06:20:00,34,23,0,3,5,12,6,10,2,168,9,26,5,6,0,17,7,14,3,6,356
2024-03-06 06:30:00,27,40,4,1,2,15,6,18,6,92,7,31,3,7,0,13,6,14,3,7,302
2024-03-06 06:40:00,29,36,5,0,13,37,10,23,11,120,8,20,6,10,0,16,11,15,8,7,385
2024-03-06 06:50:00,34,23,0,0,6,26,9,12,6,82,10,17,8,8,0,14,8,11,3,4,281
2024-03-06 07:00:00,25,25,7,1,12,33,6,17,7,183,14,14,8,10,0,17,14,20,9,8,430
2024-03-06 07:10:00,43,17,8,3,9,31,7,17,7,92,6,9,6,5,0,24,14,13,11,9,331
2024-03-06 07:20:00,18,20,4,4,17,46,9,21,8,138,10,7,12,14,0,28,17,15,13,16,417
2024-03-06 07:30:00,26,21,6,2,13,50,13,19,12,146,12,6,14,16,0,37,15,17,19,8,452
2024-03-06 07:40:00,21,23,5,4,15,54,17,20,13,130,16,9,9,12,0,44,24,19,27,13,475
2024-03-06 07:50:00,23,6,11,5,19,58,16,18,12,111,18,4,14,16,0,34,27,15,17,16,440
2024-03-06 08:00:00,24,24,13,3,22,57,19,15,16,59,18,19,10,14,0,35,15,12,16,12,403
2024-03-06 08:10:00,32,26,5,2,30,47,15,15,7,95,15,13,13,12,0,51,31,27,19,21,476
2024-03-06 08:20:00,23,24,12,4,26,45,15,16,11,109,7,11,6,8,0,31,20,15,15,13,411
2024-03-06 08:30:00,24,16,11,4,24,44,11,16,10,99,17,8,11,13,0,36,26,20,17,14,421
2024-03-06 08:40:00,30,26,4,4,20,51,12,21,10,109,13,12,7,12,0,42,14,15,8,11,421
2024-03-06 08:50:00,16,24,5,2,21,67,12,18,9,86,18,17,13,18,0,35,23,22,15,13,434
2024-03-06 09:00:00,22,24,5,3,54,24,15,16,12,91,20,26,14,16,0,34,10,12,9,17,424
2024-03-06 09:10:00,39,26,8,2,8,17,6,43,3,54,15,14,14,18,0,35,17,19,14,19,371
2024-03-06 09:20:00,25,30,8,0,16,37,16,15,10,103,10,21,7,11,0,29,18,15,19,16,406
2024-03-06 09:30:00,47,23,6,2,10,17,11,15,11,96,15,18,14,12,0,26,16,17,16,18,390
2024-03-06 09:40:00,17,13,7,3,11,33,9,19,7,97,12,11,9,10,0,27,16,20,13,14,348
2024-03-06 09:50:00,40,21,4,2,5,25,12,24,7,92,19,15,15,14,0,34,14,23,11,19,396
2024-03-06 10:00:00,38,31,3,1,5,23,15,18,9,88,18,19,8,12,0,20,41,16,14,13,392
2024-03-06 10:10:00,36,29,6,1,7,21,14,18,11,72,15,30,9,10,0,33,53,14,22,18,419
2024-03-06 10:20:00,25,16,6,4,10,23,9,15,9,81,16,20,9,13,0,28,18,19,19,16,356
2024-03-06 10:30:00,30,27,8,1,7,16,7,11,5,77,9,16,11,11,0,29,20,21,16,14,336
2024-03-06 10:40:00,47,23,6,0,6,17,10,16,10,100,12,12,11,11,0,25,20,22,23,20,391
2024-03-06 10:50:00,37,28,2,1,6,22,11,20,13,98,10,9,9,10,0,41,21,27,19,14,398
2024-03-06 11:00:00,28,16,6,4,9,19,9,15,12,94,14,15,11,11,0,30,23,23,14,11,364
2024-03-06 11:10:00,30,24,2,2,7,23,7,17,5,91,12,20,7,9,0,38,10,17,9,11,341
2024-03-06 11:20:00,21,23,10,4,5,17,10,15,5,92,11,18,7,8,0,37,12,22,7,9,333
2024-03-06 11:30:00,31,29,3,3,6,25,15,20,12,77,10,17,6,6,0,38,24,19,17,20,378
2024-03-06 11:40:00,24,26,3,2,7,18,8,14,10,91,10,14,10,9,0,47,15,23,16,17,364
2024-03-06 11:50:00,23,30,6,2,3,29,6,16,5,89,13,13,9,12,0,26,17,20,13,12,344
2024-03-06 12:00:00,18,25,6,2,16,37,15,17,12,63,11,23,6,7,0,49,19,14,19,14,373
2024-03-06 12:10:00,30,26,3,1,3,19,11,17,10,46,15,11,9,12,0,47,28,24,17,18,347
2024-03-06 12:20:00,23,30,7,1,11,19,6,16,6,197,13,6,11,13,0,36,20,17,23,12,467
2024-03-06 12:30:00,23,21,5,4,6,18,10,17,7,80,9,13,8,8,0,49,23,28,18,18,365
2024-03-06 12:40:00,27,27,7,2,8,21,11,15,11,103,11,19,8,13,0,38,14,24,14,13,386
2024-03-06 12:50:00,20,28,3,5,10,26,12,17,9,90,12,10,8,7,0,47,24,28,23,17,396
2024-03-06 13:00:00,22,24,5,3,7,19,13,19,7,98,8,10,8,8,0,45,14,23,11,13,357
2024-03-06 13:10:00,36,17,4,3,7,25,7,22,4,96,13,17,10,12,0,51,17,22,14,19,396
2024-03-06 13:20:00,24,19,6,4,7,17,7,15,8,60,16,14,13,12,0,46,13,15,15,16,327
2024-03-06 13:30:00,17,19,6,5,12,23,11,18,8,96,14,5,11,12,0,58,17,16,15,13,376
2024-03-06 13:40:00,26,23,11,2,9,20,7,16,7,92,3,13,3,3,0,62,18,22,13,16,366
2024-03-06 13:50:00,29,20,3,4,4,18,7,12,6,115,7,3,5,6,0,52,28,22,15,20,376
2024-03-06 14:00:00,15,26,6,2,11,14,9,11,8,95,9,14,9,10,0,43,18,33,15,14,362
2024-03-06 14:10:00,24,21,1,2,2,19,8,14,10,107,16,8,15,18,0,33,17,18,17,13,363
2024-03-06 14:20:00,21,22,9,3,6,19,6,15,7,103,8,12,7,8,0,37,23,21,17,17,361
2024-03-06 14:30:00,24,21,4,3,4,25,14,24,9,104,11,7,9,10,0,65,21,29,19,15,418
2024-03-06 14:40:00,25,17,6,6,11,25,20,13,12,100,12,2,10,24,0,61,15,22,13,10,404
2024-03-06 14:50:00,31,20,8,3,7,12,8,11,10,103,11,9,11,10,0,58,22,20,17,17,388
2024-03-06 15:00:00,14,27,2,4,7,15,7,12,5,108,13,16,7,9,0,67,16,20,12,9,370
2024-03-06 15:10:00,12,25,4,4,2,15,10,11,9,114,12,12,7,9,0,60,51,14,18,17,406
2024-03-06 15:20:00,34,23,4,4,5,27,7,18,3,107,21,9,9,16,0,75,27,15,16,21,441
2024-03-06 15:30:00,20,12,4,5,8,21,10,17,7,107,14,7,7,7,0,76,31,11,14,25,403
2024-03-06 15:40:00,22,19,6,5,18,25,14,14,15,118,15,3,9,11,0,67,27,21,18,22,449
2024-03-06 15:50:00,18,12,5,5,7,25,12,24,8,113,13,13,11,9,0,63,18,15,17,17,405
2024-03-06 16:00:00,20,21,7,5,10,23,8,18,8,100,16,5,10,12,0,82,33,13,24,18,433
2024-03-06 16:10:00,15,19,9,3,3,20,8,12,6,123,10,10,9,8,0,61,31,16,21,21,405
2024-03-06 16:20:00,11,13,5,6,17,25,10,22,11,101,21,2,11,22,0,83,28,12,24,21,445
2024-03-06 16:30:00,20,19,4,5,5,28,10,17,11,114,17,0,11,9,0,83,39,25,18,23,458
2024-03-06 16:40:00,191,22,13,4,7,24,11,14,9,122,17,3,11,13,0,59,33,15,19,32,619
2024-03-06 16:50:00,13,7,4,6,6,18,12,13,4,110,16,4,11,11,0,68,34,19,26,25,407
2024-03-06 17:00:00,23,28,3,5,10,38,12,16,7,114,11,9,6,9,0,77,43,26,31,29,497
2024-03-06 17:10:00,15,20,6,5,11,23,17,15,6,125,14,9,10,12,0,67,30,22,18,20,445
2024-03-06 17:20:00,23,14,7,3,14,23,12,12,12,123,12,14,9,12,0,86,35,27,29,28,495
2024-03-06 17:30:00,14,28,8,4,15,16,10,13,10,119,20,12,10,11,0,83,30,21,19,21,464
2024-03-06 17:40:00,14,23,3,1,14,23,10,16,3,82,15,8,6,14,0,50,31,9,16,14,352
2024-03-06 17:50:00,12,29,4,2,7,15,18,11,5,85,9,8,6,7,0,79,27,11,17,19,371
2024-03-06 18:00:00,13,25,6,3,6,16,9,14,8,124,12,18,5,5,0,72,26,18,22,21,423
2024-03-06 18:10:00,15,30,3,6,6,30,10,17,10,126,9,17,6,7,0,54,29,14,22,25,436
2024-03-06 18:20:00,17,12,14,3,14,24,13,16,14,128,13,4,7,7,0,89,23,16,28,22,464
2024-03-06 18:30:00,21,20,4,2,6,25,12,20,5,138,10,4,6,13,0,64,20,19,12,15,416
2024-03-06 18:40:00,17,36,3,3,5,15,14,13,6,194,12,11,11,12,0,43,26,16,22,25,484
2024-03-06 18:50:00,18,34,7,2,12,20,8,27,4,55,11,21,13,12,0,63,16,16,17,9,365
2024-03-06 19:00:00,23,26,4,2,6,19,11,19,5,110,11,23,9,13,0,50,28,14,18,16,407
2024-03-06 19:10:00,24,27,3,0,2,13,6,10,10,132,8,38,10,9,0,49,19,18,17,16,411
2024-03-06 19:20:00,25,51,3,1,4,15,6,16,7,347,7,9,10,7,0,41,15,16,14,10,604
2024-03-06 19:30:00,13,38,4,1,4,28,12,19,6,219,6,28,9,6,0,38,14,27,18,11,501
2024-03-06 19:40:00,19,22,7,1,3,16,9,17,3,106,5,47,5,5,0,41,14,25,11,13,369
2024-03-06 19:50:00,20,35,2,0,10,12,8,12,8,150,6,32,4,7,0,31,8,21,8,7,381
2024-03-06 20:00:00,22,17,5,2,1,10,10,11,2,98,8,35,8,11,0,55,17,23,14,15,364
2024-03-06 20:10:00,18,39,3,1,2,12,11,12,3,316,5,32,5,6,0,47,18,17,11,13,571
2024-03-06 20:20:00,21,17,0,0,0,9,7,12,5,257,6,29,5,5,0,53,24,21,18,17,506
2024-03-06 20:30:00,15,34,2,2,0,8,12,8,4,213,8,29,4,8,0,33,13,24,8,11,436
2024-03-06 20:40:00,16,31,1,1,2,9,10,7,4,126,10,34,2,7,0,35,15,20,17,11,358
2024-03-06 20:50:00,15,24,1,0,2,11,8,16,6,327,4,25,3,4,0,20,8,25,8,9,516
2024-03-06 21:00:00,9,32,4,1,2,13,7,14,5,78,6,29,5,4,0,29,8,20,7,6,279
2024-03-06 21:10:00,9,32,2,1,0,16,8,15,7,73,6,19,4,5,0,23,10,22,5,4,261
2024-03-06 21:20:00,8,41,4,0,2,12,5,14,2,155,6,25,30,10,0,19,10,12,9,8,372
2024-03-06 21:30:00,8,28,1,0,1,9,6,11,3,143,5,19,4,9,0,23,10,13,7,9,309
2024-03-06 21:40:00,7,33,0,0,2,8,8,7,4,269,4,32,2,4,0,20,5,17,6,5,433
2024-03-06 21:50:00,13,39,2,0,7,11,7,14,1,96,6,24,1,1,0,30,8,16,7,6,289
2024-03-06 22:00:00,14,24,3,0,1,9,4,10,0,146,7,27,5,9,0,27,8,17,9,6,326
2024-03-06 22:10:00,18,26,1,0,0,5,1,6,0,127,11,33,8,17,0,21,12,19,8,6,319
2024-03-06 22:20:00,15,19,0,0,0,7,4,8,5,183,4,25,1,4,0,14,9,19,7,7,331
2024-03-06 22:30:00,14,23,2,0,5,5,5,8,0,327,3,18,4,4,0,16,4,14,5,4,461
2024-03-06 22:40:00,15,21,2,0,1,5,2,4,1,225,4,23,1,4,0,15,3,15,1,1,343
2024-03-06 22:50:00,14,20,1,0,0,5,1,6,0,21,2,26,3,3,0,18,9,13,4,4,150
2024-03-06 23:00:00,24,25,3,0,0,9,2,11,1,33,3,24,3,4,0,8,3,9,3,3,168
2024-03-06 23:10:00,15,19,1,0,1,4,3,5,1,30,3,15,0,2,0,12,7,14,7,5,144
2024-03-06 23:20:00,18,18,2,0,0,3,2,6,0,37,3,19,1,1,0,7,4,9,3,3,136
2024-03-06 23:30:00,8,9,0,0,0,4,2,4,1,313,4,11,1,4,0,5,5,6,3,2,382
2024-03-06 23:40:00,7,11,1,0,2,1,2,1,1,325,2,11,0,2,0,11,3,11,1,1,393
2024-03-06 23:50:00,7,9,0,0,1,5,3,7,2,76,1,9,0,0,0,4,3,7,3,2,139
2024-03-07 00:00:00,16,1,0,0,0,4,2,7,1,266,7,14,3,5,0,6,10,8,6,7,363
2024-03-07 00:10:00,11,7,1,0,0,2,2,2,0,78,2,5,1,1,0,11,5,9,6,6,149
2024-03-07 00:20:00,6,2,0,0,0,2,3,2,2,118,5,10,0,1,0,3,3,4,2,1,164
2024-03-07 00:30:00,4,6,0,0,0,1,0,2,0,64,1,4,2,1,0,2,3,4,4,4,102
2024-03-07 00:40:00,4,11,1,0,0,2,0,2,0,78,0,3,0,0,0,5,4,5,5,6,126
2024-03-07 00:50:00,5,9,0,0,0,1,0,1,0,36,2,3,0,0,0,6,0,8,0,0,71
2024-03-07 01:00:00,27,1,0,0,1,1,1,2,0,30,2,8,0,0,0,3,1,3,1,2,83
2024-03-07 01:10:00,24,4,0,0,0,3,0,5,0,229,2,8,1,1,0,4,0,5,0,1,287
2024-03-07 01:20:00,2,1,0,0,1,2,1,3,1,33,0,1,0,0,0,3,0,2,0,0,50
2024-03-07 01:30:00,12,5,0,0,0,0,1,0,0,68,1,4,0,0,0,3,1,2,1,1,99
2024-03-07 01:40:00,7,3,0,0,0,0,3,0,1,42,3,8,1,1,0,2,1,3,0,0,75
2024-03-07 01:50:00,6,0,0,0,1,1,0,1,0,70,1,6,1,0,0,2,0,2,0,0,91
2024-03-07 02:00:00,27,7,0,0,0,0,1,0,0,33,2,3,0,0,0,2,1,4,1,1,82
2024-03-07 02:10:00,4,4,0,0,0,0,0,0,0,34,0,4,0,0,0,0,0,0,0,0,46
2024-03-07 02:20:00,4,1,0,0,0,0,0,0,0,28,0,5,0,0,0,3,0,4,0,0,45
2024-03-07 02:30:00,2,0,0,0,0,0,2,0,1,38,0,2,0,0,0,4,0,5,0,0,54
2024-03-07 02:40:00,0,2,0,0,2,1,0,1,0,156,1,0,0,0,0,2,0,2,0,0,167
2024-03-07 02:50:00,4,3,1,0,1,1,2,0,1,45,2,5,0,0,0,3,1,6,1,1,77
2024-03-07 03:00:00,2,0,0,0,0,3,1,3,1,43,2,1,0,1,0,3,0,4,0,0,64
2024-03-07 03:10:00,1,3,0,0,1,0,0,0,0,49,0,2,0,0,0,1,1,1,1,0,60
2024-03-07 03:20:00,5,4,1,0,1,1,1,0,0,60,0,2,0,0,0,2,0,2,0,1,80
2024-03-07 03:30:00,0,3,0,0,0,0,0,0,0,61,0,0,0,0,0,2,0,3,0,0,69
2024-03-07 03:40:00,4,3,0,0,0,3,0,6,0,46,0,4,0,0,0,1,12,1,1,2,83
2024-03-07 03:50:00,4,2,0,0,0,0,0,0,0,201,1,4,1,2,0,0,0,0,0,0,215
2024-03-07 04:00:00,4,2,0,0,1,0,1,0,0,394,1,6,1,1,0,2,2,1,1,0,417
2024-03-07 04:10:00,1,5,0,0,0,0,1,0,2,145,0,0,0,0,0,42,0,2,0,0,198
2024-03-07 04:20:00,4,2,0,0,1,5,0,4,0,140,1,6,1,1,0,1,0,2,0,0,168
2024-03-07 04:30:00,3,4,0,0,0,2,1,3,1,48,2,5,0,0,0,6,0,4,0,0,79
2024-03-07 04:40:00,7,5,1,0,3,3,0,5,0,197,2,6,1,2,0,4,2,2,0,0,240
2024-03-07 04:50:00,10,5,0,0,1,4,0,4,0,233,4,14,2,3,0,5,1,9,0,0,295
2024-03-07 05:00:00,14,14,0,0,4,6,1,6,0,129,2,19,1,2,0,2,8,2,4,2,216
2024-03-07 05:10:00,15,10,0,0,3,6,1,8,1,90,2,8,2,2,0,10,5,9,4,4,180
2024-03-07 05:20:00,39,18,0,0,1,3,0,4,0,140,4,10,0,0,0,6,4,5,3,3,240
2024-03-07 05:30:00,20,23,5,0,3,7,2,5,0,501,4,21,4,4,0,2,6,4,2,1,614
2024-03-07 05:40:00,23,21,1,0,4,10,6,10,5,260,5,34,4,6,0,10,4,13,2,3,421
2024-03-07 05:50:00,23,30,1,0,0,7,3,7,2,113,5,32,3,4,0,9,7,13,2,4,265
2024-03-07 06:00:00,20,20,1,0,4,9,0,11,0,222,4,20,4,4,0,2,4,4,2,2,333
2024-03-07 06:10:00,30,25,3,2,11,14,2,17,1,272,6,31,5,8,0,11,8,8,5,6,465
2024-03-07 06:20:00,25,26,0,2,3,23,6,17,2,147,5,25,3,7,0,12,11,9,5,4,332
2024-03-07 06:30:00,24,38,1,2,6,20,7,20,18,43,11,23,8,9,0,17,9,17,6,7,286
2024-03-07 06:40:00,25,32,2,0,3,30,8,19,6,83,18,28,8,8,0,12,10,11,6,5,314
2024-03-07 06:50:00,19,21,1,0,6,36,8,14,8,92,37,28,13,14,0,17,12,10,10,9,355
2024-03-07 07:00:00,29,19,3,2,6,29,8,13,7,222,27,28,15,13,0,21,12,13,15,8,490
2024-03-07 07:10:00,17,26,4,1,7,39,6,17,5,409,11,9,9,10,0,14,11,12,10,5,622
2024-03-07 07:20:00,27,20,9,5,17,57,13,19,6,216,15,18,9,8,0,31,22,15,8,13,528
2024-03-07 07:30:00,16,19,4,4,18,40,10,14,7,108,17,20,15,16,0,40,22,17,13,10,410
2024-03-07 07:40:00,35,22,6,2,18,51,12,16,11,119,13,10,13,11,0,38,24,22,21,21,465
2024-03-07 07:50:00,20,18,8,3,28,61,10,21,8,113,22,9,8,14,0,50,20,17,14,17,461
2024-03-07 08:00:00,30,20,6,3,15,37,179,17,8,102,22,9,12,15,0,32,14,18,10,10,559
2024-03-07 08:10:00,26,17,6,3,25,62,19,17,15,108,16,4,11,13,0,28,23,15,13,18,439
2024-03-07 08:20:00,31,9,3,6,24,45,9,19,9,119,16,12,11,13,0,39,24,13,11,12,425
2024-03-07 08:30:00,33,18,5,2,26,51,11,19,7,104,17,8,10,13,0,46,20,9,8,9,416
2024-03-07 08:40:00,17,18,6,7,19,40,21,12,17,113,17,9,14,14,0,27,26,12,21,18,428
2024-03-07 08:50:00,28,18,4,4,18,45,17,18,13,105,16,9,8,13,0,34,22,18,15,12,417
2024-03-07 09:00:00,36,30,6,3,10,30,12,23,10,102,17,21,13,14,0,37,19,24,16,17,440
2024-03-07 09:10:00,9,26,7,2,10,29,18,11,11,102,16,24,13,17,0,39,15,16,11,15,391
2024-03-07 09:20:00,20,26,6,2,12,29,9,18,8,100,12,14,10,10,0,33,26,14,14,18,381
2024-03-07 09:30:00,95,27,3,3,8,20,13,17,12,113,9,13,13,10,0,47,19,19,17,17,475
2024-03-07 09:40:00,24,9,4,4,5,20,13,13,11,92,15,22,10,12,0,31,15,18,13,23,354
2024-03-07 09:50:00,41,25,3,2,12,29,6,18,5,167,19,4,16,14,0,30,22,23,12,16,464
2024-03-07 10:00:00,47,29,4,1,6,25,11,19,8,98,15,19,9,15,0,28,16,19,11,12,392
