datetime,V51Z,V111Z,Total
2024-03-06 03:10:00,1,2,3
2024-03-06 03:20:00,2,2,4
2024-03-06 03:30:00,3,0,3
2024-03-06 03:40:00,1,1,2
2024-03-06 03:50:00,5,2,7
2024-03-06 04:00:00,1,3,4
2024-03-06 04:10:00,1,2,3
2024-03-06 04:20:00,1,1,2
2024-03-06 04:30:00,2,6,8
2024-03-06 04:40:00,1,4,5
2024-03-06 04:50:00,2,1,3
2024-03-06 05:00:00,2,6,8
2024-03-06 05:10:00,5,9,14
2024-03-06 05:20:00,7,12,19
2024-03-06 05:30:00,2,17,19
2024-03-06 05:40:00,11,10,21
2024-03-06 05:50:00,5,12,17
2024-03-06 06:00:00,5,17,22
2024-03-06 06:10:00,11,17,28
2024-03-06 06:20:00,19,19,38
2024-03-06 06:30:00,11,27,38
2024-03-06 06:40:00,17,25,42
2024-03-06 06:50:00,18,24,42
2024-03-06 07:00:00,21,29,50
2024-03-06 07:10:00,21,27,48
2024-03-06 07:20:00,21,26,47
2024-03-06 07:30:00,25,30,55
2024-03-06 07:40:00,30,30,60
2024-03-06 07:50:00,32,31,63
2024-03-06 08:00:00,35,25,60
2024-03-06 08:10:00,22,25,47
2024-03-06 08:20:00,32,36,68
2024-03-06 08:30:00,29,31,60
2024-03-06 08:40:00,31,35,66
2024-03-06 08:50:00,23,34,57
2024-03-06 09:00:00,23,30,53
2024-03-06 09:10:00,27,31,58
2024-03-06 09:20:00,20,22,42
2024-03-06 09:30:00,32,29,61
2024-03-06 09:40:00,27,25,52
2024-03-06 09:50:00,31,30,61
2024-03-06 10:00:00,45,35,80
2024-03-06 10:10:00,26,24,50
2024-03-06 10:20:00,22,30,52
2024-03-06 10:30:00,27,26,53
2024-03-06 10:40:00,21,30,51
2024-03-06 10:50:00,24,29,53
2024-03-06 11:00:00,29,24,53
2024-03-06 11:10:00,26,29,55
2024-03-06 11:20:00,21,29,50
2024-03-06 11:30:00,29,32,61
2024-03-06 11:40:00,31,27,58
2024-03-06 11:50:00,28,20,48
2024-03-06 12:00:00,29,34,63
2024-03-06 12:10:00,23,27,50
2024-03-06 12:20:00,30,36,66
2024-03-06 12:30:00,23,28,51
2024-03-06 12:40:00,28,25,53
2024-03-06 12:50:00,22,23,45
2024-03-06 13:00:00,27,28,55
2024-03-06 13:10:00,27,27,54
2024-03-06 13:20:00,24,20,44
2024-03-06 13:30:00,26,28,54
2024-03-06 13:40:00,18,23,41
2024-03-06 13:50:00,21,27,48
2024-03-06 14:00:00,23,28,51
2024-03-06 14:10:00,27,25,52
2024-03-06 14:20:00,32,26,58
2024-03-06 14:30:00,29,30,59
2024-03-06 14:40:00,36,24,60
2024-03-06 14:50:00,37,28,65
2024-03-06 15:00:00,32,26,58
2024-03-06 15:10:00,32,26,58
2024-03-06 15:20:00,29,27,56
2024-03-06 15:30:00,30,26,56
2024-03-06 15:40:00,30,26,56
2024-03-06 15:50:00,31,29,60
2024-03-06 16:00:00,34,27,61
2024-03-06 16:10:00,33,34,67
2024-03-06 16:20:00,24,32,56
2024-03-06 16:30:00,30,38,68
2024-03-06 16:40:00,25,22,47
2024-03-06 16:50:00,34,28,62
2024-03-06 17:00:00,31,25,56
2024-03-06 17:10:00,47,28,75
2024-03-06 17:20:00,27,26,53
2024-03-06 17:30:00,35,31,66
2024-03-06 17:40:00,24,31,55
2024-03-06 17:50:00,33,24,57
2024-03-06 18:00:00,34,30,64
2024-03-06 18:10:00,24,21,45
2024-03-06 18:20:00,30,23,53
2024-03-06 18:30:00,25,24,49
2024-03-06 18:40:00,34,29,63
2024-03-06 18:50:00,30,22,52
2024-03-06 19:00:00,28,23,51
2024-03-06 19:10:00,28,20,48
2024-03-06 19:20:00,28,19,47
2024-03-06 19:30:00,35,24,59
2024-03-06 19:40:00,25,20,45
2024-03-06 19:50:00,22,18,40
2024-03-06 20:00:00,27,17,44
2024-03-06 20:10:00,19,16,35
2024-03-06 20:20:00,23,12,35
2024-03-06 20:30:00,21,16,37
2024-03-06 20:40:00,19,13,32
2024-03-06 20:50:00,19,12,31
2024-03-06 21:00:00,21,14,35
2024-03-06 21:10:00,12,15,27
2024-03-06 21:20:00,15,12,27
2024-03-06 21:30:00,15,26,41
2024-03-06 21:40:00,19,12,31
2024-03-06 21:50:00,11,9,20
2024-03-06 22:00:00,12,8,20
2024-03-06 22:10:00,22,19,41
2024-03-06 22:20:00,21,15,36
2024-03-06 22:30:00,9,14,23
2024-03-06 22:40:00,16,9,25
2024-03-06 22:50:00,15,6,21
2024-03-06 23:00:00,5,6,11
2024-03-06 23:10:00,8,2,10
2024-03-06 23:20:00,4,9,13
2024-03-06 23:30:00,5,2,7
2024-03-06 23:40:00,6,4,10
2024-03-06 23:50:00,2,5,7
2024-03-07 00:00:00,5,4,9
2024-03-07 00:10:00,1,0,1
2024-03-07 00:20:00,8,2,10
2024-03-07 00:30:00,4,0,4
2024-03-07 00:40:00,0,1,1
2024-03-07 00:50:00,1,1,2
2024-03-07 01:00:00,4,4,8
2024-03-07 01:10:00,2,0,2
2024-03-07 01:20:00,0,1,1
2024-03-07 01:30:00,3,2,5
2024-03-07 01:40:00,3,0,3
2024-03-07 01:50:00,0,0,0
2024-03-07 02:00:00,2,1,3
2024-03-07 02:10:00,3,0,3
2024-03-07 02:20:00,3,4,7
2024-03-07 02:30:00,0,2,2
2024-03-07 02:40:00,2,2,4
2024-03-07 02:50:00,1,0,1
2024-03-07 03:00:00,3,3,6
2024-03-07 03:10:00,2,4,6
2024-03-07 03:20:00,1,0,1
2024-03-07 03:30:00,5,0,5
2024-03-07 03:40:00,1,0,1
2024-03-07 03:50:00,1,1,2
2024-03-07 04:00:00,4,2,6
2024-03-07 04:10:00,1,1,2
2024-03-07 04:20:00,2,2,4
2024-03-07 04:30:00,2,3,5
2024-03-07 04:40:00,2,3,5
2024-03-07 04:50:00,7,2,9
2024-03-07 05:00:00,4,2,6
2024-03-07 05:10:00,5,14,19
2024-03-07 05:20:00,8,7,15
2024-03-07 05:30:00,6,16,22
2024-03-07 05:40:00,12,19,31
2024-03-07 05:50:00,9,9,18
2024-03-07 06:00:00,6,13,19
2024-03-07 06:10:00,15,21,36
2024-03-07 06:20:00,12,27,39
2024-03-07 06:30:00,13,33,46
2024-03-07 06:40:00,19,18,37
2024-03-07 06:50:00,26,31,57
2024-03-07 07:00:00,17,31,48
2024-03-07 07:10:00,14,19,33
2024-03-07 07:20:00,30,27,57
2024-03-07 07:30:00,31,28,59
2024-03-07 07:40:00,37,32,69
2024-03-07 07:50:00,44,26,70
2024-03-07 08:00:00,30,28,58
2024-03-07 08:10:00,30,43,73
2024-03-07 08:20:00,30,30,60
2024-03-07 08:30:00,21,29,50
2024-03-07 08:40:00,21,28,49
2024-03-07 08:50:00,22,29,51
2024-03-07 09:00:00,26,34,60
2024-03-07 09:10:00,39,26,65
2024-03-07 09:20:00,26,24,50
2024-03-07 09:30:00,42,23,65
2024-03-07 09:40:00,31,27,58
2024-03-07 09:50:00,37,24,61
2024-03-07 10:00:00,31,36,67
2024-03-07 10:10:00,27,25,52
2024-03-07 10:20:00,22,27,49
2024-03-07 10:30:00,34,26,60
2024-03-07 10:40:00,38,29,67
2024-03-07 10:50:00,31,28,59
2024-03-07 11:00:00,31,32,63
2024-03-07 11:10:00,28,26,54
2024-03-07 11:20:00,36,27,63
2024-03-07 11:30:00,32,38,70
2024-03-07 11:40:00,25,29,54
2024-03-07 11:50:00,22,29,51
2024-03-07 12:00:00,22,30,52
2024-03-07 12:10:00,23,40,63
2024-03-07 12:20:00,34,28,62
2024-03-07 12:30:00,25,27,52
2024-03-07 12:40:00,24,21,45
2024-03-07 12:50:00,31,24,55
2024-03-07 13:00:00,54,31,85
2024-03-07 13:10:00,26,30,56
2024-03-07 13:20:00,35,34,69
2024-03-07 13:30:00,34,30,64
2024-03-07 13:40:00,25,27,52
2024-03-07 13:50:00,30,23,53
2024-03-07 14:00:00,32,34,66
2024-03-07 14:10:00,24,29,53
2024-03-07 14:20:00,32,33,65
2024-03-07 14:30:00,29,26,55
2024-03-07 14:40:00,34,34,68
2024-03-07 14:50:00,28,34,62
2024-03-07 15:00:00,31,19,50
2024-03-07 15:10:00,33,20,53
2024-03-07 15:20:00,34,26,60
2024-03-07 15:30:00,27,37,64
2024-03-07 15:40:00,34,25,59
2024-03-07 15:50:00,29,29,58
2024-03-07 16:00:00,31,30,61
2024-03-07 16:10:00,26,34,60
2024-03-07 16:20:00,36,33,69
2024-03-07 16:30:00,24,26,50
2024-03-07 16:40:00,36,24,60
2024-03-07 16:50:00,24,37,61
2024-03-07 17:00:00,33,35,68
2024-03-07 17:10:00,22,38,60
2024-03-07 17:20:00,25,31,56
2024-03-07 17:30:00,32,29,61
2024-03-07 17:40:00,31,26,57
2024-03-07 17:50:00,30,36,66
2024-03-07 18:00:00,34,34,68
2024-03-07 18:10:00,31,24,55
2024-03-07 18:20:00,26,21,47
2024-03-07 18:30:00,28,26,54
2024-03-07 18:40:00,28,26,54
2024-03-07 18:50:00,35,14,49
2024-03-07 19:00:00,31,29,60
2024-03-07 19:10:00,24,14,38
2024-03-07 19:20:00,23,19,42
2024-03-07 19:30:00,31,19,50
2024-03-07 19:40:00,28,21,49
2024-03-07 19:50:00,21,22,43
2024-03-07 20:00:00,19,18,37
2024-03-07 20:10:00,25,14,39
2024-03-07 20:20:00,16,14,30
2024-03-07 20:30:00,16,16,32
2024-03-07 20:40:00,23,17,40
2024-03-07 20:50:00,17,21,38
2024-03-07 21:00:00,14,7,21
2024-03-07 21:10:00,16,15,31
2024-03-07 21:20:00,16,15,31
2024-03-07 21:30:00,13,11,24
2024-03-07 21:40:00,12,14,26
2024-03-07 21:50:00,7,10,17
2024-03-07 22:00:00,10,21,31
2024-03-07 22:10:00,20,11,31
2024-03-07 22:20:00,18,13,31
2024-03-07 22:30:00,12,10,22
2024-03-07 22:40:00,11,18,29
2024-03-07 22:50:00,14,4,18
2024-03-07 23:00:00,5,12,17
2024-03-07 23:10:00,10,7,17
2024-03-07 23:20:00,3,4,7
2024-03-07 23:30:00,3,5,8
2024-03-07 23:40:00,6,4,10
2024-03-07 23:50:00,7,2,9
2024-03-08 00:00:00,4,3,7
2024-03-08 00:10:00,1,2,3
2024-03-08 00:20:00,1,1,2
2024-03-08 00:30:00,1,5,6
2024-03-08 00:40:00,0,1,1
2024-03-08 00:50:00,3,5,8
2024-03-08 01:00:00,3,1,4
2024-03-08 01:10:00,5,3,8
2024-03-08 01:20:00,0,1,1
2024-03-08 01:30:00,1,0,1
2024-03-08 01:40:00,2,4,6
2024-03-08 01:50:00,1,0,1
2024-03-08 02:00:00,5,1,6
2024-03-08 02:10:00,5,1,6
2024-03-08 02:20:00,1,2,3
2024-03-08 02:30:00,0,2,2
2024-03-08 02:40:00,2,0,2
2024-03-08 02:50:00,0,0,0
2024-03-08 03:00:00,1,0,1
2024-03-08 03:10:00,0,1,1
2024-03-08 03:20:00,1,0,1
2024-03-08 03:30:00,3,0,3
2024-03-08 03:40:00,1,0,1
2024-03-08 03:50:00,1,4,5
2024-03-08 04:00:00,1,7,8
2024-03-08 04:10:00,1,4,5
2024-03-08 04:20:00,7,4,11
2024-03-08 04:30:00,1,5,6
2024-03-08 04:40:00,5,6,11
2024-03-08 04:50:00,3,5,8
2024-03-08 05:00:00,3,2,5
2024-03-08 05:10:00,5,11,16
2024-03-08 05:20:00,5,17,22
2024-03-08 05:30:00,4,15,19
2024-03-08 05:40:00,10,17,27
2024-03-08 05:50:00,5,7,12
2024-03-08 06:00:00,9,12,21
2024-03-08 06:10:00,8,18,26
2024-03-08 06:20:00,7,16,23
2024-03-08 06:30:00,11,25,36
2024-03-08 06:40:00,16,26,42
2024-03-08 06:50:00,17,29,46
2024-03-08 07:00:00,14,30,44
2024-03-08 07:10:00,15,27,42
2024-03-08 07:20:00,21,30,51
2024-03-08 07:30:00,29,40,69
2024-03-08 07:40:00,34,34,68
2024-03-08 07:50:00,44,33,77
2024-03-08 08:00:00,20,29,49
2024-03-08 08:10:00,38,36,74
2024-03-08 08:20:00,27,29,56
2024-03-08 08:30:00,24,34,58
2024-03-08 08:40:00,27,38,65
2024-03-08 08:50:00,32,35,67
2024-03-08 09:00:00,34,31,65
2024-03-08 09:10:00,30,28,58
2024-03-08 09:20:00,25,22,47
2024-03-08 09:30:00,34,32,66
2024-03-08 09:40:00,39,29,68
2024-03-08 09:50:00,46,31,77
2024-03-08 10:00:00,33,41,74
2024-03-08 10:10:00,31,22,53
2024-03-08 10:20:00,30,25,55
2024-03-08 10:30:00,29,34,63
2024-03-08 10:40:00,33,33,66
2024-03-08 10:50:00,31,34,65
2024-03-08 11:00:00,31,34,65
2024-03-08 11:10:00,36,37,73
2024-03-08 11:20:00,27,46,73
2024-03-08 11:30:00,36,37,73
2024-03-08 11:40:00,34,39,73
2024-03-08 11:50:00,27,45,72
2024-03-08 12:00:00,31,40,71
2024-03-08 12:10:00,34,41,75
2024-03-08 12:20:00,34,35,69
2024-03-08 12:30:00,34,41,75
2024-03-08 12:40:00,37,41,78
2024-03-08 12:50:00,43,27,70
2024-03-08 13:00:00,40,43,83
2024-03-08 13:10:00,18,38,56
2024-03-08 13:20:00,22,27,49
2024-03-08 13:30:00,31,27,58
2024-03-08 13:40:00,24,32,56
2024-03-08 13:50:00,35,39,74
2024-03-08 14:00:00,32,33,65
2024-03-08 14:10:00,37,33,70
2024-03-08 14:20:00,33,35,68
2024-03-08 14:30:00,34,36,70
2024-03-08 14:40:00,42,40,82
2024-03-08 14:50:00,34,21,55
2024-03-08 15:00:00,43,36,79
2024-03-08 15:10:00,33,29,62
2024-03-08 15:20:00,36,36,72
2024-03-08 15:30:00,38,35,73
2024-03-08 15:40:00,32,34,66
2024-03-08 15:50:00,35,33,68
2024-03-08 16:00:00,31,29,60
2024-03-08 16:10:00,38,34,72
2024-03-08 16:20:00,33,29,62
2024-03-08 16:30:00,39,33,72
2024-03-08 16:40:00,37,33,70
2024-03-08 16:50:00,40,26,66
2024-03-08 17:00:00,55,28,83
2024-03-08 17:10:00,42,44,86
2024-03-08 17:20:00,24,28,52
2024-03-08 17:30:00,33,34,67
2024-03-08 17:40:00,30,30,60
2024-03-08 17:50:00,28,33,61
2024-03-08 18:00:00,33,30,63
2024-03-08 18:10:00,29,28,57
2024-03-08 18:20:00,35,24,59
2024-03-08 18:30:00,20,19,39
2024-03-08 18:40:00,22,22,44
2024-03-08 18:50:00,31,24,55
2024-03-08 19:00:00,25,26,51
2024-03-08 19:10:00,34,26,60
2024-03-08 19:20:00,34,19,53
2024-03-08 19:30:00,21,24,45
2024-03-08 19:40:00,21,18,39
2024-03-08 19:50:00,33,19,52
2024-03-08 20:00:00,21,16,37
2024-03-08 20:10:00,24,24,48
2024-03-08 20:20:00,28,14,42
2024-03-08 20:30:00,25,19,44
2024-03-08 20:40:00,28,19,47
2024-03-08 20:50:00,20,18,38
2024-03-08 21:00:00,10,15,25
2024-03-08 21:10:00,16,24,40
2024-03-08 21:20:00,10,13,23
2024-03-08 21:30:00,12,8,20
2024-03-08 21:40:00,17,10,27
2024-03-08 21:50:00,9,13,22
2024-03-08 22:00:00,11,17,28
2024-03-08 22:10:00,29,11,40
2024-03-08 22:20:00,16,14,30
2024-03-08 22:30:00,13,16,29
2024-03-08 22:40:00,13,12,25
2024-03-08 22:50:00,14,9,23
2024-03-08 23:00:00,14,8,22
2024-03-08 23:10:00,7,13,20
2024-03-08 23:20:00,14,6,20
2024-03-08 23:30:00,8,5,13
2024-03-08 23:40:00,10,5,15
2024-03-08 23:50:00,7,2,9
2024-03-09 00:00:00,6,5,11
2024-03-09 00:10:00,7,10,17
2024-03-09 00:20:00,8,9,17
2024-03-09 00:30:00,7,8,15
2024-03-09 00:40:00,7,4,11
2024-03-09 00:50:00,8,3,11
2024-03-09 01:00:00,6,3,9
2024-03-09 01:10:00,1,6,7
2024-03-09 01:20:00,2,1,3
2024-03-09 01:30:00,8,3,11
2024-03-09 01:40:00,2,8,10
2024-03-09 01:50:00,4,1,5
2024-03-09 02:00:00,4,3,7
2024-03-09 02:10:00,0,1,1
2024-03-09 02:20:00,3,1,4
2024-03-09 02:30:00,1,1,2
2024-03-09 02:40:00,0,2,2
2024-03-09 02:50:00,3,3,6
2024-03-09 03:00:00,2,1,3
2024-03-09 03:10:00,1,6,7
2024-03-09 03:20:00,1,3,4
2024-03-09 03:30:00,2,1,3
2024-03-09 03:40:00,2,1,3
2024-03-09 03:50:00,3,2,5
2024-03-09 04:00:00,1,1,2
2024-03-09 04:10:00,1,3,4
2024-03-09 04:20:00,3,1,4
2024-03-09 04:30:00,1,0,1
2024-03-09 04:40:00,5,3,8
2024-03-09 04:50:00,1,3,4
2024-03-09 05:00:00,0,6,6
2024-03-09 05:10:00,4,2,6
2024-03-09 05:20:00,5,3,8
2024-03-09 05:30:00,3,4,7
2024-03-09 05:40:00,11,6,17
2024-03-09 05:50:00,4,2,6
2024-03-09 06:00:00,5,5,10
2024-03-09 06:10:00,1,5,6
2024-03-09 06:20:00,4,9,13
2024-03-09 06:30:00,7,9,16
2024-03-09 06:40:00,12,7,19
2024-03-09 06:50:00,7,6,13
2024-03-09 07:00:00,10,20,30
2024-03-09 07:10:00,11,11,22
2024-03-09 07:20:00,9,12,21
2024-03-09 07:30:00,10,18,28
2024-03-09 07:40:00,12,19,31
2024-03-09 07:50:00,10,18,28
2024-03-09 08:00:00,16,16,32
2024-03-09 08:10:00,23,19,42
2024-03-09 08:20:00,15,18,33
2024-03-09 08:30:00,16,15,31
2024-03-09 08:40:00,22,23,45
2024-03-09 08:50:00,24,26,50
2024-03-09 09:00:00,27,18,45
2024-03-09 09:10:00,26,25,51
2024-03-09 09:20:00,25,24,49
2024-03-09 09:30:00,29,37,66
2024-03-09 09:40:00,32,34,66
2024-03-09 09:50:00,33,30,63
2024-03-09 10:00:00,34,33,67
2024-03-09 10:10:00,32,29,61
2024-03-09 10:20:00,41,37,78
2024-03-09 10:30:00,26,31,57
2024-03-09 10:40:00,33,29,62
2024-03-09 10:50:00,26,31,57
2024-03-09 11:00:00,33,28,61
2024-03-09 11:10:00,28,29,57
2024-03-09 11:20:00,32,43,75
2024-03-09 11:30:00,22,39,61
2024-03-09 11:40:00,26,33,59
2024-03-09 11:50:00,34,43,77
2024-03-09 12:00:00,27,44,71
2024-03-09 12:10:00,28,29,57
2024-03-09 12:20:00,30,37,67
2024-03-09 12:30:00,32,38,70
2024-03-09 12:40:00,32,29,61
2024-03-09 12:50:00,32,35,67
2024-03-09 13:00:00,36,23,59
2024-03-09 13:10:00,35,27,62
2024-03-09 13:20:00,27,36,63
2024-03-09 13:30:00,36,34,70
2024-03-09 13:40:00,26,48,74
2024-03-09 13:50:00,29,32,61
2024-03-09 14:00:00,26,46,72
2024-03-09 14:10:00,28,40,68
2024-03-09 14:20:00,24,36,60
2024-03-09 14:30:00,32,38,70
2024-03-09 14:40:00,20,32,52
2024-03-09 14:50:00,32,27,59
2024-03-09 15:00:00,26,30,56
2024-03-09 15:10:00,29,38,67
2024-03-09 15:20:00,33,19,52
2024-03-09 15:30:00,18,22,40
2024-03-09 15:40:00,26,31,57
2024-03-09 15:50:00,31,25,56
2024-03-09 16:00:00,36,28,64
2024-03-09 16:10:00,19,23,42
2024-03-09 16:20:00,26,25,51
2024-03-09 16:30:00,28,22,50
2024-03-09 16:40:00,21,30,51
2024-03-09 16:50:00,21,22,43
2024-03-09 17:00:00,31,26,57
2024-03-09 17:10:00,25,24,49
2024-03-09 17:20:00,22,30,52
2024-03-09 17:30:00,26,26,52
2024-03-09 17:40:00,30,23,53
2024-03-09 17:50:00,28,27,55
2024-03-09 18:00:00,24,21,45
2024-03-09 18:10:00,24,31,55
2024-03-09 18:20:00,24,22,46
2024-03-09 18:30:00,32,23,55
2024-03-09 18:40:00,30,22,52
2024-03-09 18:50:00,25,23,48
2024-03-09 19:00:00,21,16,37
2024-03-09 19:10:00,16,29,45
2024-03-09 19:20:00,23,22,45
2024-03-09 19:30:00,25,21,46
2024-03-09 19:40:00,28,20,48
2024-03-09 19:50:00,25,16,41
2024-03-09 20:00:00,22,16,38
2024-03-09 20:10:00,18,16,34
2024-03-09 20:20:00,8,21,29
2024-03-09 20:30:00,11,18,29
2024-03-09 20:40:00,22,22,44
2024-03-09 20:50:00,16,10,26
2024-03-09 21:00:00,20,11,31
2024-03-09 21:10:00,21,7,28
2024-03-09 21:20:00,11,10,21
2024-03-09 21:30:00,9,11,20
2024-03-09 21:40:00,18,8,26
2024-03-09 21:50:00,10,13,23
2024-03-09 22:00:00,21,16,37
2024-03-09 22:10:00,8,13,21
2024-03-09 22:20:00,8,12,20
2024-03-09 22:30:00,10,14,24
2024-03-09 22:40:00,13,17,30
2024-03-09 22:50:00,15,7,22
2024-03-09 23:00:00,9,10,19
2024-03-09 23:10:00,8,9,17
2024-03-09 23:20:00,24,11,35
2024-03-09 23:30:00,7,12,19
2024-03-09 23:40:00,12,9,21
2024-03-09 23:50:00,5,8,13
2024-03-10 00:00:00,9,10,19
2024-03-10 00:10:00,14,5,19
2024-03-10 00:20:00,2,14,16
2024-03-10 00:30:00,4,11,15
2024-03-10 00:40:00,8,8,16
2024-03-10 00:50:00,11,2,13
2024-03-10 01:00:00,5,10,15
2024-03-10 01:10:00,6,5,11
2024-03-10 01:20:00,6,6,12
2024-03-10 01:30:00,5,7,12
2024-03-10 01:40:00,9,2,11
2024-03-10 01:50:00,5,9,14
2024-03-10 02:00:00,5,4,9
2024-03-10 02:10:00,3,4,7
2024-03-10 02:20:00,2,2,4
2024-03-10 02:30:00,6,4,10
2024-03-10 02:40:00,2,1,3
2024-03-10 02:50:00,7,1,8
2024-03-10 03:00:00,0,3,3
2024-03-10 03:10:00,4,4,8
2024-03-10 03:20:00,2,2,4
2024-03-10 03:30:00,0,0,0
2024-03-10 03:40:00,1,6,7
2024-03-10 03:50:00,4,0,4
2024-03-10 04:00:00,1,1,2
2024-03-10 04:10:00,2,1,3
2024-03-10 04:20:00,1,0,1
2024-03-10 04:30:00,0,0,0
2024-03-10 04:40:00,2,4,6
2024-03-10 04:50:00,0,2,2
2024-03-10 05:00:00,1,2,3
2024-03-10 05:10:00,1,2,3
2024-03-10 05:20:00,2,7,9
2024-03-10 05:30:00,1,1,2
2024-03-10 05:40:00,1,4,5
2024-03-10 05:50:00,2,1,3
2024-03-10 06:00:00,0,3,3
2024-03-10 06:10:00,3,6,9
2024-03-10 06:20:00,2,6,8
2024-03-10 06:30:00,7,5,12
2024-03-10 06:40:00,7,4,11
2024-03-10 06:50:00,3,3,6
2024-03-10 07:00:00,2,3,5
2024-03-10 07:10:00,4,3,7
2024-03-10 07:20:00,4,4,8
2024-03-10 07:30:00,3,8,11
2024-03-10 07:40:00,5,6,11
2024-03-10 07:50:00,2,13,15
2024-03-10 08:00:00,4,8,12
2024-03-10 08:10:00,11,13,24
2024-03-10 08:20:00,10,13,23
2024-03-10 08:30:00,12,9,21
2024-03-10 08:40:00,12,14,26
2024-03-10 08:50:00,10,14,24
2024-03-10 09:00:00,16,21,37
2024-03-10 09:10:00,11,22,33
2024-03-10 09:20:00,8,14,22
2024-03-10 09:30:00,21,14,35
2024-03-10 09:40:00,19,18,37
2024-03-10 09:50:00,17,20,37
2024-03-10 10:00:00,17,27,44
2024-03-10 10:10:00,12,23,35
2024-03-10 10:20:00,14,22,36
2024-03-10 10:30:00,15,18,33
2024-03-10 10:40:00,21,16,37
2024-03-10 10:50:00,20,20,40
2024-03-10 11:00:00,19,22,41
2024-03-10 11:10:00,17,26,43
2024-03-10 11:20:00,20,20,40
2024-03-10 11:30:00,19,25,44
2024-03-10 11:40:00,26,26,52
2024-03-10 11:50:00,26,26,52
2024-03-10 12:00:00,27,22,49
2024-03-10 12:10:00,20,22,42
2024-03-10 12:20:00,21,18,39
2024-03-10 12:30:00,29,26,55
2024-03-10 12:40:00,20,30,50
2024-03-10 12:50:00,25,22,47
2024-03-10 13:00:00,15,24,39
2024-03-10 13:10:00,22,20,42
2024-03-10 13:20:00,23,20,43
2024-03-10 13:30:00,24,22,46
2024-03-10 13:40:00,20,25,45
2024-03-10 13:50:00,20,19,39
2024-03-10 14:00:00,25,17,42
2024-03-10 14:10:00,23,29,52
2024-03-10 14:20:00,25,25,50
2024-03-10 14:30:00,23,27,50
2024-03-10 14:40:00,18,22,40
2024-03-10 14:50:00,17,21,38
2024-03-10 15:00:00,27,25,52
2024-03-10 15:10:00,26,25,51
2024-03-10 15:20:00,23,25,48
2024-03-10 15:30:00,22,17,39
2024-03-10 15:40:00,28,30,58
2024-03-10 15:50:00,18,18,36
2024-03-10 16:00:00,26,25,51
2024-03-10 16:10:00,23,26,49
2024-03-10 16:20:00,21,18,39
2024-03-10 16:30:00,26,25,51
2024-03-10 16:40:00,25,25,50
2024-03-10 16:50:00,28,30,58
2024-03-10 17:00:00,24,27,51
2024-03-10 17:10:00,26,25,51
2024-03-10 17:20:00,24,25,49
2024-03-10 17:30:00,21,26,47
2024-03-10 17:40:00,25,26,51
2024-03-10 17:50:00,19,22,41
2024-03-10 18:00:00,24,25,49
2024-03-10 18:10:00,21,20,41
2024-03-10 18:20:00,25,22,47
2024-03-10 18:30:00,23,17,40
2024-03-10 18:40:00,23,21,44
2024-03-10 18:50:00,23,22,45
2024-03-10 19:00:00,21,27,48
2024-03-10 19:10:00,28,21,49
2024-03-10 19:20:00,25,26,51
2024-03-10 19:30:00,21,17,38
2024-03-10 19:40:00,15,17,32
2024-03-10 19:50:00,23,13,36
2024-03-10 20:00:00,24,9,33
2024-03-10 20:10:00,19,9,28
2024-03-10 20:20:00,18,12,30
2024-03-10 20:30:00,19,10,29
2024-03-10 20:40:00,14,12,26
2024-03-10 20:50:00,16,9,25
2024-03-10 21:00:00,14,7,21
2024-03-10 21:10:00,14,9,23
2024-03-10 21:20:00,15,4,19
2024-03-10 21:30:00,16,5,21
2024-03-10 21:40:00,12,10,22
2024-03-10 21:50:00,9,7,16
2024-03-10 22:00:00,8,18,26
2024-03-10 22:10:00,9,5,14
2024-03-10 22:20:00,6,5,11
2024-03-10 22:30:00,9,4,13
2024-03-10 22:40:00,8,6,14
2024-03-10 22:50:00,4,5,9
2024-03-10 23:00:00,4,4,8
2024-03-10 23:10:00,6,5,11
2024-03-10 23:20:00,5,1,6
2024-03-10 23:30:00,5,2,7
2024-03-10 23:40:00,5,2,7
2024-03-10 23:50:00,5,1,6
2024-03-11 00:00:00,4,8,12
2024-03-11 00:10:00,2,5,7
2024-03-11 00:20:00,1,6,7
2024-03-11 00:30:00,3,0,3
2024-03-11 00:40:00,1,1,2
2024-03-11 00:50:00,2,2,4
2024-03-11 01:00:00,1,2,3
2024-03-11 01:10:00,2,2,4
2024-03-11 01:20:00,0,0,0
2024-03-11 01:30:00,0,0,0
2024-03-11 01:40:00,1,0,1
2024-03-11 01:50:00,1,2,3
2024-03-11 02:00:00,1,1,2
2024-03-11 02:10:00,2,0,2
2024-03-11 02:20:00,1,1,2
2024-03-11 02:30:00,1,2,3
2024-03-11 02:40:00,1,0,1
2024-03-11 02:50:00,0,1,1
2024-03-11 03:00:00,0,0,0
2024-03-11 03:10:00,1,0,1
2024-03-11 03:20:00,0,0,0
2024-03-11 03:30:00,4,1,5
2024-03-11 03:40:00,2,2,4
2024-03-11 03:50:00,3,5,8
2024-03-11 04:00:00,1,1,2
2024-03-11 04:10:00,2,3,5
2024-03-11 04:20:00,1,5,6
2024-03-11 04:30:00,1,5,6
2024-03-11 04:40:00,0,4,4
2024-03-11 04:50:00,1,13,14
2024-03-11 05:00:00,5,6,11
2024-03-11 05:10:00,8,20,28
2024-03-11 05:20:00,2,11,13
2024-03-11 05:30:00,7,18,25
