datetime,D51Z,V51Z,D52Z,D111Z,V111Z,D112Z,Total
2024-03-05 00:40:00,0,0,0,0,1,1,0.0
2024-03-05 00:50:00,0,0,0,0,0,0,0.0
2024-03-05 01:00:00,0,1,0,0,0,0,0.0
2024-03-05 01:10:00,0,1,0,0,0,0,0.0
2024-03-05 01:20:00,0,1,0,0,2,2,0.0
2024-03-05 01:30:00,0,0,0,0,0,0,0.0
2024-03-05 01:40:00,0,0,0,0,0,0,0.0
2024-03-05 01:50:00,0,0,0,0,0,0,0.0
2024-03-05 02:00:00,0,0,0,0,0,0,0.0
2024-03-05 02:10:00,0,2,0,0,0,0,0.0
2024-03-05 02:20:00,0,0,0,0,1,1,0.0
2024-03-05 02:30:00,0,0,0,0,0,0,0.0
2024-03-05 02:40:00,0,0,0,0,0,0,0.0
2024-03-05 02:50:00,0,0,0,0,0,0,0.0
2024-03-05 03:00:00,0,2,0,0,0,0,0.0
2024-03-05 03:10:00,0,0,0,0,0,0,0.0
2024-03-05 03:20:00,0,0,0,0,0,0,0.0
2024-03-05 03:30:00,0,2,0,0,2,2,0.0
2024-03-05 03:40:00,0,1,0,0,1,1,0.0
2024-03-05 03:50:00,0,1,0,0,0,0,0.0
2024-03-05 04:00:00,0,1,0,0,4,4,0.0
2024-03-05 04:10:00,0,0,0,0,0,0,0.0
2024-03-05 04:20:00,0,1,0,0,0,0,0.0
2024-03-05 04:30:00,0,0,0,0,2,2,0.0
2024-03-05 04:40:00,0,1,0,0,2,2,0.0
2024-03-05 04:50:00,0,3,0,0,3,3,0.0
2024-03-05 05:00:00,0,1,0,0,5,5,0.0
2024-03-05 05:10:00,0,8,0,0,8,8,0.0
2024-03-05 05:20:00,0,3,0,0,0,0,0.0
2024-03-05 05:30:00,0,14,0,0,4,4,0.0
2024-03-05 05:40:00,0,16,0,0,4,6,0.0
2024-03-05 05:50:00,0,10,0,0,7,9,0.0
2024-03-05 06:00:00,0,23,0,0,3,3,0.0
2024-03-05 06:10:00,0,26,0,0,11,13,0.0
2024-03-05 06:20:00,0,24,0,0,9,6,0.0
2024-03-05 06:30:00,0,32,0,0,12,15,0.0
2024-03-05 06:40:00,0,23,0,0,2,13,0.0
2024-03-05 06:50:00,0,0,0,0,7,11,0.0
2024-03-05 07:00:00,0,8,0,0,10,19,0.0
2024-03-05 07:10:00,0,44,0,0,19,22,0.0
2024-03-05 07:20:00,0,35,0,0,7,18,0.0
2024-03-05 07:30:00,0,16,0,0,0,7,0.0
2024-03-05 07:40:00,0,0,0,0,0,12,0.0
2024-03-05 07:50:00,0,0,0,0,0,14,0.0
2024-03-05 08:00:00,0,0,0,0,0,21,0.0
2024-03-05 08:10:00,0,0,0,0,0,15,0.0
2024-03-05 08:20:00,0,0,0,0,0,25,0.0
2024-03-05 08:30:00,0,0,0,0,0,18,0.0
2024-03-05 08:40:00,0,0,0,0,0,18,0.0
2024-03-05 08:50:00,0,0,0,0,2,11,0.0
2024-03-05 09:00:00,0,5,0,0,12,16,0.0
2024-03-05 09:10:00,0,29,0,0,18,18,0.0
2024-03-05 09:20:00,0,16,0,0,13,15,0.0
2024-03-05 09:30:00,0,20,0,0,16,18,0.0
2024-03-05 09:40:00,0,19,0,0,10,15,0.0
2024-03-05 09:50:00,0,24,0,0,11,10,0.0
2024-03-05 10:00:00,0,13,0,0,15,16,0.0
2024-03-05 10:10:00,0,17,0,0,11,14,0.0
2024-03-05 10:20:00,0,17,0,0,14,12,0.0
2024-03-05 10:30:00,0,13,0,0,15,16,0.0
2024-03-05 10:40:00,0,16,0,0,14,15,0.0
2024-03-05 10:50:00,0,14,0,0,12,16,0.0
2024-03-05 11:00:00,0,14,0,0,15,18,0.0
2024-03-05 11:10:00,0,13,0,0,13,14,0.0
2024-03-05 11:20:00,0,21,0,0,14,17,0.0
2024-03-05 11:30:00,0,13,0,0,16,18,0.0
2024-03-05 11:40:00,0,16,0,0,12,12,0.0
2024-03-05 11:50:00,0,19,0,0,18,21,0.0
2024-03-05 12:00:00,0,18,0,0,22,25,0.0
2024-03-05 12:10:00,0,11,0,0,17,20,0.0
2024-03-05 12:20:00,0,22,0,0,22,26,0.0
2024-03-05 12:30:00,0,13,0,0,13,19,0.0
2024-03-05 12:40:00,0,15,0,0,11,12,0.0
2024-03-05 12:50:00,0,13,0,0,15,17,0.0
2024-03-05 13:00:00,0,13,0,0,12,14,0.0
2024-03-05 13:10:00,0,15,0,0,24,28,0.0
2024-03-05 13:20:00,0,17,0,0,16,26,0.0
2024-03-05 13:30:00,0,14,0,0,16,17,0.0
2024-03-05 13:40:00,0,16,0,0,19,22,0.0
2024-03-05 13:50:00,0,8,0,0,16,18,0.0
2024-03-05 14:00:00,0,13,0,0,21,31,0.0
2024-03-05 14:10:00,0,14,0,0,21,30,0.0
2024-03-05 14:20:00,0,7,0,0,19,22,0.0
2024-03-05 14:30:00,0,16,0,0,19,21,0.0
2024-03-05 14:40:00,0,15,0,0,24,30,0.0
2024-03-05 14:50:00,0,9,0,0,18,23,0.0
2024-03-05 15:00:00,0,18,0,0,25,31,0.0
2024-03-05 15:10:00,0,14,0,0,31,42,0.0
2024-03-05 15:20:00,0,17,0,0,26,40,0.0
2024-03-05 15:30:00,0,15,0,0,29,44,0.0
2024-03-05 15:40:00,0,18,0,0,35,53,0.0
2024-03-05 15:50:00,0,16,0,0,28,45,0.0
2024-03-05 16:00:00,0,23,0,0,32,45,0.0
2024-03-05 16:10:00,0,23,0,0,33,39,0.0
2024-03-05 16:20:00,0,24,0,0,31,47,0.0
2024-03-05 16:30:00,0,21,0,0,37,51,0.0
2024-03-05 16:40:00,0,13,0,0,25,44,0.0
2024-03-05 16:50:00,0,17,0,0,27,57,0.0
2024-03-05 17:00:00,0,8,0,0,39,51,0.0
2024-03-05 17:10:00,0,19,0,0,29,50,0.0
2024-03-05 17:20:00,0,14,0,0,31,43,0.0
2024-03-05 17:30:00,0,19,0,0,32,42,0.0
2024-03-05 17:40:00,0,6,0,0,18,28,0.0
2024-03-05 17:50:00,0,21,0,0,22,42,0.0
2024-03-05 18:00:00,0,15,0,0,25,38,0.0
2024-03-05 18:10:00,0,16,0,0,22,29,0.0
2024-03-05 18:20:00,0,14,0,0,18,25,0.0
2024-03-05 18:30:00,0,14,0,0,28,35,0.0
2024-03-05 18:40:00,0,15,0,0,20,22,0.0
2024-03-05 18:50:00,0,9,0,0,12,20,0.0
2024-03-05 19:00:00,0,12,0,0,14,18,0.0
2024-03-05 19:10:00,0,15,0,0,12,15,0.0
2024-03-05 19:20:00,0,6,0,0,18,20,0.0
2024-03-05 19:30:00,0,11,0,0,15,12,0.0
2024-03-05 19:40:00,0,8,0,0,6,7,0.0
2024-03-05 19:50:00,0,13,0,0,12,12,0.0
2024-03-05 20:00:00,0,9,0,0,10,11,0.0
2024-03-05 20:10:00,0,5,0,0,9,9,0.0
2024-03-05 20:20:00,0,8,0,0,9,13,0.0
2024-03-05 20:30:00,0,6,0,0,8,11,0.0
2024-03-05 20:40:00,0,4,0,0,10,10,0.0
2024-03-05 20:50:00,0,7,0,0,11,12,0.0
2024-03-05 21:00:00,0,2,0,0,6,6,0.0
2024-03-05 21:10:00,0,3,0,0,3,3,0.0
2024-03-05 21:20:00,0,4,0,0,2,2,0.0
2024-03-05 21:30:00,0,4,0,0,2,2,0.0
2024-03-05 21:40:00,0,8,0,0,4,4,0.0
2024-03-05 21:50:00,0,4,0,0,9,6,0.0
2024-03-05 22:00:00,0,6,0,0,3,3,0.0
2024-03-05 22:10:00,0,1,0,0,8,8,0.0
2024-03-05 22:20:00,0,7,0,0,5,5,0.0
2024-03-05 22:30:00,0,6,0,0,5,5,0.0
2024-03-05 22:40:00,0,2,0,0,5,7,0.0
2024-03-05 22:50:00,0,1,0,0,2,3,0.0
2024-03-05 23:00:00,0,3,0,0,2,1,0.0
2024-03-05 23:10:00,0,2,0,0,2,2,0.0
2024-03-05 23:20:00,0,1,0,0,2,2,0.0
2024-03-05 23:30:00,0,3,0,0,1,3,0.0
2024-03-05 23:40:00,0,1,0,0,2,2,0.0
2024-03-05 23:50:00,0,0,0,0,1,1,0.0
2024-03-06 00:00:00,0,1,0,0,0,0,0.0
2024-03-06 00:10:00,0,2,0,0,1,1,0.0
2024-03-06 00:20:00,0,2,0,0,1,1,0.0
2024-03-06 00:30:00,0,0,0,0,0,0,0.0
2024-03-06 00:40:00,0,0,0,0,1,1,0.0
2024-03-06 00:50:00,0,0,0,0,0,0,0.0
2024-03-06 01:00:00,0,1,0,0,0,0,0.0
2024-03-06 01:10:00,0,0,0,0,1,1,0.0
2024-03-06 01:20:00,0,1,0,0,0,0,0.0
2024-03-06 01:30:00,0,1,0,0,0,0,0.0
2024-03-06 01:40:00,0,0,0,0,0,0,0.0
2024-03-06 01:50:00,0,0,0,0,0,0,0.0
2024-03-06 02:00:00,0,0,0,0,0,0,0.0
2024-03-06 02:10:00,0,1,0,0,0,1,0.0
2024-03-06 02:20:00,0,0,0,0,0,0,0.0
2024-03-06 02:30:00,0,0,0,0,0,0,0.0
2024-03-06 02:40:00,0,0,0,0,0,0,0.0
2024-03-06 02:50:00,0,0,0,0,0,0,0.0
2024-03-06 03:00:00,0,1,0,0,0,0,0.0
2024-03-06 03:10:00,0,0,0,0,0,0,0.0
2024-03-06 03:20:00,0,0,0,0,0,0,0.0
2024-03-06 03:30:00,0,0,0,0,1,1,0.0
2024-03-06 03:40:00,0,0,0,0,0,0,0.0
2024-03-06 03:50:00,0,2,0,0,1,1,0.0
2024-03-06 04:00:00,0,1,0,0,1,1,0.0
2024-03-06 04:10:00,0,0,0,0,1,1,0.0
2024-03-06 04:20:00,0,0,0,0,4,4,0.0
2024-03-06 04:30:00,0,0,0,0,0,0,0.0
2024-03-06 04:40:00,0,3,0,0,2,2,0.0
2024-03-06 04:50:00,0,1,0,0,2,3,0.0
2024-03-06 05:00:00,0,3,0,0,4,3,0.0
2024-03-06 05:10:00,0,10,0,0,6,5,0.0
2024-03-06 05:20:00,0,6,0,0,4,5,0.0
2024-03-06 05:30:00,0,10,0,0,2,2,0.0
2024-03-06 05:40:00,0,17,0,0,6,7,0.0
2024-03-06 05:50:00,0,21,0,0,5,4,0.0
2024-03-06 06:00:00,0,22,0,0,6,6,0.0
2024-03-06 06:10:00,0,24,0,0,3,5,0.0
2024-03-06 06:20:00,0,18,0,0,7,7,0.0
2024-03-06 06:30:00,0,31,0,0,10,10,0.0
2024-03-06 06:40:00,0,34,0,0,12,12,0.0
2024-03-06 06:50:00,0,30,0,0,14,15,0.0
2024-03-06 07:00:00,0,30,0,0,12,12,0.0
2024-03-06 07:10:00,0,36,0,0,16,23,0.0
2024-03-06 07:20:00,0,41,0,0,10,11,0.0
2024-03-06 07:30:00,0,57,0,0,14,15,0.0
2024-03-06 07:40:00,0,46,0,0,9,9,0.0
2024-03-06 07:50:00,0,35,0,0,15,14,0.0
2024-03-06 08:00:00,0,45,0,0,16,19,0.0
2024-03-06 08:10:00,0,40,0,0,15,17,0.0
2024-03-06 08:20:00,0,37,0,0,11,14,0.0
2024-03-06 08:30:00,0,26,0,0,14,17,0.0
2024-03-06 08:40:00,0,21,0,0,19,21,0.0
2024-03-06 08:50:00,0,28,0,0,11,10,0.0
2024-03-06 09:00:00,0,23,0,0,16,19,0.0
2024-03-06 09:10:00,0,22,0,0,11,11,0.0
2024-03-06 09:20:00,0,23,0,0,11,16,0.0
2024-03-06 09:30:00,0,24,0,0,17,20,0.0
2024-03-06 09:40:00,0,22,0,0,18,23,0.0
2024-03-06 09:50:00,0,17,0,0,13,16,0.0
2024-03-06 10:00:00,0,13,0,0,12,12,0.0
2024-03-06 10:10:00,0,18,0,0,9,9,0.0
2024-03-06 10:20:00,0,27,0,0,21,30,0.0
2024-03-06 10:30:00,0,14,0,0,22,22,0.0
2024-03-06 10:40:00,0,16,0,0,11,12,0.0
2024-03-06 10:50:00,0,16,0,0,17,17,0.0
2024-03-06 11:00:00,0,13,0,0,22,28,0.0
2024-03-06 11:10:00,0,8,0,0,13,14,0.0
2024-03-06 11:20:00,0,21,0,0,12,15,0.0
2024-03-06 11:30:00,0,17,0,0,14,22,0.0
2024-03-06 11:40:00,0,22,0,0,15,15,0.0
2024-03-06 11:50:00,0,19,0,0,22,28,0.0
2024-03-06 12:00:00,0,22,0,0,17,22,0.0
2024-03-06 12:10:00,0,16,0,0,21,26,0.0
2024-03-06 12:20:00,0,15,0,0,14,16,0.0
2024-03-06 12:30:00,0,15,0,0,21,29,0.0
2024-03-06 12:40:00,0,11,0,0,13,15,0.0
2024-03-06 12:50:00,0,15,0,0,16,17,0.0
2024-03-06 13:00:00,0,17,0,0,18,22,0.0
2024-03-06 13:10:00,0,12,0,0,13,15,0.0
2024-03-06 13:20:00,0,14,0,0,22,31,0.0
2024-03-06 13:30:00,0,20,0,0,18,22,0.0
2024-03-06 13:40:00,0,17,0,0,21,27,0.0
2024-03-06 13:50:00,0,11,0,0,13,16,0.0
2024-03-06 14:00:00,0,26,0,0,24,28,0.0
2024-03-06 14:10:00,0,14,0,0,28,32,0.0
2024-03-06 14:20:00,0,16,0,0,25,33,0.0
2024-03-06 14:30:00,0,15,0,0,23,37,0.0
2024-03-06 14:40:00,0,15,0,0,27,30,0.0
2024-03-06 14:50:00,0,12,0,0,23,28,0.0
2024-03-06 15:00:00,0,14,0,0,21,27,0.0
2024-03-06 15:10:00,0,16,0,0,29,41,0.0
2024-03-06 15:20:00,0,21,0,0,31,50,0.0
2024-03-06 15:30:00,0,9,0,0,33,52,0.0
2024-03-06 15:40:00,0,15,0,0,34,54,0.0
2024-03-06 15:50:00,0,12,0,0,27,42,0.0
2024-03-06 16:00:00,0,16,0,0,36,47,0.0
2024-03-06 16:10:00,0,28,0,0,24,38,0.0
2024-03-06 16:20:00,0,17,0,0,42,61,0.0
2024-03-06 16:30:00,0,21,0,0,31,52,0.0
2024-03-06 16:40:00,0,25,0,0,30,45,0.0
2024-03-06 16:50:00,0,13,0,0,19,40,0.0
2024-03-06 17:00:00,0,20,0,0,32,57,0.0
2024-03-06 17:10:00,0,18,0,0,31,47,0.0
2024-03-06 17:20:00,0,17,0,0,23,35,0.0
2024-03-06 17:30:00,0,22,0,0,25,38,0.0
2024-03-06 17:40:00,0,21,0,0,28,37,0.0
2024-03-06 17:50:00,0,13,0,0,28,32,0.0
2024-03-06 18:00:00,0,16,0,0,18,36,0.0
2024-03-06 18:10:00,0,21,0,0,26,39,0.0
2024-03-06 18:20:00,0,20,0,0,29,34,0.0
2024-03-06 18:30:00,0,14,0,0,24,35,0.0
2024-03-06 18:40:00,0,16,0,0,17,25,0.0
2024-03-06 18:50:00,0,11,0,0,21,30,0.0
2024-03-06 19:00:00,0,9,0,0,17,20,0.0
2024-03-06 19:10:00,0,15,0,0,13,13,0.0
2024-03-06 19:20:00,0,10,0,0,15,20,0.0
2024-03-06 19:30:00,0,7,0,0,17,23,0.0
2024-03-06 19:40:00,0,12,0,0,9,9,0.0
2024-03-06 19:50:00,0,10,0,0,8,8,0.0
2024-03-06 20:00:00,0,2,0,0,11,12,0.0
2024-03-06 20:10:00,0,6,0,0,9,10,0.0
2024-03-06 20:20:00,0,6,0,0,8,7,0.0
2024-03-06 20:30:00,0,3,0,0,9,7,0.0
2024-03-06 20:40:00,0,6,0,0,5,5,0.0
2024-03-06 20:50:00,0,5,0,0,6,7,0.0
2024-03-06 21:00:00,0,4,0,0,4,4,0.0
2024-03-06 21:10:00,0,3,0,0,6,7,0.0
2024-03-06 21:20:00,0,3,0,0,11,9,0.0
2024-03-06 21:30:00,0,3,0,0,6,6,0.0
2024-03-06 21:40:00,0,7,0,0,4,4,0.0
2024-03-06 21:50:00,0,2,0,0,6,7,0.0
2024-03-06 22:00:00,0,4,0,0,5,4,0.0
2024-03-06 22:10:00,0,4,0,0,7,8,0.0
2024-03-06 22:20:00,0,4,0,0,8,8,0.0
2024-03-06 22:30:00,0,2,0,0,3,4,0.0
2024-03-06 22:40:00,0,4,0,0,4,4,0.0
2024-03-06 22:50:00,0,5,0,0,7,7,0.0
2024-03-06 23:00:00,0,1,0,0,2,2,0.0
2024-03-06 23:10:00,0,2,0,0,3,4,0.0
2024-03-06 23:20:00,0,2,0,0,4,4,0.0
2024-03-06 23:30:00,0,2,0,0,2,3,0.0
2024-03-06 23:40:00,0,1,0,0,1,1,0.0
2024-03-06 23:50:00,0,2,0,0,3,3,0.0
2024-03-07 00:00:00,0,2,0,0,0,0,0.0
2024-03-07 00:10:00,0,1,0,0,1,1,0.0
2024-03-07 00:20:00,0,3,0,0,2,1,0.0
2024-03-07 00:30:00,0,1,0,0,0,0,0.0
2024-03-07 00:40:00,0,0,0,0,1,1,0.0
2024-03-07 00:50:00,0,0,0,0,2,2,0.0
2024-03-07 01:00:00,0,2,0,0,0,0,0.0
2024-03-07 01:10:00,0,1,0,0,1,1,0.0
2024-03-07 01:20:00,0,1,0,0,0,0,0.0
2024-03-07 01:30:00,0,0,0,0,1,1,0.0
2024-03-07 01:40:00,0,2,0,0,0,1,0.0
2024-03-07 01:50:00,0,0,0,0,1,1,0.0
2024-03-07 02:00:00,0,0,0,0,0,0,0.0
2024-03-07 02:10:00,0,1,0,0,0,0,0.0
2024-03-07 02:20:00,0,0,0,0,0,0,0.0
2024-03-07 02:30:00,0,0,0,0,0,0,0.0
2024-03-07 02:40:00,0,0,0,0,1,1,0.0
2024-03-07 02:50:00,0,0,0,0,0,0,0.0
2024-03-07 03:00:00,0,1,0,0,0,0,0.0
2024-03-07 03:10:00,0,0,0,0,0,0,0.0
2024-03-07 03:20:00,0,0,0,0,0,0,0.0
2024-03-07 03:30:00,0,0,0,0,0,0,0.0
2024-03-07 03:40:00,0,1,0,0,2,2,0.0
2024-03-07 03:50:00,0,0,0,0,1,1,0.0
2024-03-07 04:00:00,0,0,0,0,1,1,0.0
2024-03-07 04:10:00,0,0,0,0,2,2,0.0
2024-03-07 04:20:00,0,0,0,0,1,1,0.0
2024-03-07 04:30:00,0,5,0,0,1,1,0.0
2024-03-07 04:40:00,0,0,0,0,1,1,0.0
2024-03-07 04:50:00,0,1,0,0,2,2,0.0
2024-03-07 05:00:00,0,2,0,0,2,2,0.0
2024-03-07 05:10:00,0,5,0,0,5,4,0.0
2024-03-07 05:20:00,0,7,0,0,3,3,0.0
2024-03-07 05:30:00,0,16,0,0,3,3,0.0
2024-03-07 05:40:00,0,20,0,0,9,9,0.0
2024-03-07 05:50:00,0,17,0,0,6,7,0.0
2024-03-07 06:00:00,0,19,0,0,4,4,0.0
2024-03-07 06:10:00,0,20,0,0,5,5,0.0
2024-03-07 06:20:00,0,21,0,0,7,7,0.0
2024-03-07 06:30:00,0,25,0,0,6,8,0.0
2024-03-07 06:40:00,0,38,0,0,8,9,0.0
2024-03-07 06:50:00,0,27,0,0,10,13,0.0
2024-03-07 07:00:00,0,38,0,0,12,11,0.0
2024-03-07 07:10:00,0,29,0,0,11,13,0.0
2024-03-07 07:20:00,0,37,0,0,15,17,0.0
2024-03-07 07:30:00,0,49,0,0,15,15,0.0
2024-03-07 07:40:00,0,37,0,0,13,14,0.0
2024-03-07 07:50:00,0,36,0,0,18,18,0.0
2024-03-07 08:00:00,0,42,0,0,18,22,0.0
2024-03-07 08:10:00,0,27,0,0,17,21,0.0
2024-03-07 08:20:00,0,39,0,0,10,18,0.0
2024-03-07 08:30:00,0,30,0,0,14,22,0.0
2024-03-07 08:40:00,0,32,0,0,16,21,0.0
2024-03-07 08:50:00,0,22,0,0,20,25,0.0
2024-03-07 09:00:00,0,15,0,0,10,12,0.0
2024-03-07 09:10:00,0,29,0,0,19,22,0.0
2024-03-07 09:20:00,0,26,0,0,21,21,0.0
2024-03-07 09:30:00,0,20,0,0,15,20,0.0
2024-03-07 09:40:00,0,25,0,0,22,24,0.0
2024-03-07 09:50:00,0,15,0,0,23,21,0.0
2024-03-07 10:00:00,0,20,0,0,9,10,0.0
2024-03-07 10:10:00,0,17,0,0,17,17,0.0
2024-03-07 10:20:00,0,21,0,0,20,23,0.0
2024-03-07 10:30:00,0,18,0,0,19,24,0.0
2024-03-07 10:40:00,0,18,0,0,12,15,0.0
2024-03-07 10:50:00,0,15,0,0,10,13,0.0
2024-03-07 11:00:00,0,16,0,0,17,20,0.0
2024-03-07 11:10:00,0,15,0,0,16,18,0.0
2024-03-07 11:20:00,0,16,0,0,20,20,0.0
2024-03-07 11:30:00,0,16,0,0,12,15,0.0
2024-03-07 11:40:00,0,14,0,0,20,22,0.0
2024-03-07 11:50:00,0,15,0,0,13,14,0.0
2024-03-07 12:00:00,0,15,0,0,18,19,0.0
2024-03-07 12:10:00,0,12,0,0,23,23,0.0
2024-03-07 12:20:00,0,15,0,0,23,31,0.0
2024-03-07 12:30:00,0,12,0,0,19,15,0.0
2024-03-07 12:40:00,0,24,0,0,15,15,0.0
2024-03-07 12:50:00,0,13,0,0,17,16,0.0
2024-03-07 13:00:00,0,16,0,0,16,20,0.0
2024-03-07 13:10:00,0,6,0,0,25,26,0.0
2024-03-07 13:20:00,0,19,0,0,28,29,0.0
2024-03-07 13:30:00,0,14,0,0,17,22,0.0
2024-03-07 13:40:00,0,17,0,0,20,22,0.0
2024-03-07 13:50:00,0,18,0,0,26,31,0.0
2024-03-07 14:00:00,0,20,0,0,24,26,0.0
2024-03-07 14:10:00,0,21,0,0,29,28,0.0
2024-03-07 14:20:00,0,20,0,0,24,28,0.0
2024-03-07 14:30:00,0,14,0,0,19,22,0.0
2024-03-07 14:40:00,0,22,0,0,22,30,0.0
2024-03-07 14:50:00,0,13,0,0,25,30,0.0
2024-03-07 15:00:00,0,20,0,0,39,47,0.0
2024-03-07 15:10:00,0,16,0,0,33,38,0.0
2024-03-07 15:20:00,0,17,0,0,26,35,0.0
2024-03-07 15:30:00,0,18,0,0,36,46,0.0
2024-03-07 15:40:00,0,14,0,0,33,36,0.0
2024-03-07 15:50:00,0,16,0,0,31,55,0.0
2024-03-07 16:00:00,0,16,0,0,27,39,0.0
2024-03-07 16:10:00,0,16,0,0,36,57,0.0
2024-03-07 16:20:00,0,19,0,0,41,57,0.0
2024-03-07 16:30:00,0,19,0,0,29,53,0.0
2024-03-07 16:40:00,0,17,0,0,38,46,0.0
2024-03-07 16:50:00,0,16,0,0,33,44,0.0
2024-03-07 17:00:00,0,19,0,0,42,52,0.0
2024-03-07 17:10:00,0,20,0,0,31,54,0.0
2024-03-07 17:20:00,0,11,0,0,39,54,0.0
2024-03-07 17:30:00,0,13,0,0,36,58,0.0
2024-03-07 17:40:00,0,22,0,0,30,31,0.0
2024-03-07 17:50:00,0,16,0,0,28,34,0.0
2024-03-07 18:00:00,0,17,0,0,30,39,0.0
2024-03-07 18:10:00,0,18,0,0,29,39,0.0
2024-03-07 18:20:00,0,11,0,0,15,26,0.0
2024-03-07 18:30:00,0,20,0,0,27,32,0.0
2024-03-07 18:40:00,0,17,0,0,16,20,0.0
2024-03-07 18:50:00,0,19,0,0,20,28,0.0
2024-03-07 19:00:00,0,8,0,0,17,18,0.0
2024-03-07 19:10:00,0,10,0,0,11,13,0.0
2024-03-07 19:20:00,0,7,0,0,13,19,0.0
2024-03-07 19:30:00,0,3,0,0,15,13,0.0
2024-03-07 19:40:00,0,9,0,0,10,11,0.0
2024-03-07 19:50:00,0,11,0,0,10,12,0.0
2024-03-07 20:00:00,0,7,0,0,11,13,0.0
2024-03-07 20:10:00,0,13,0,0,7,7,0.0
2024-03-07 20:20:00,0,5,0,0,8,11,0.0
2024-03-07 20:30:00,0,4,0,0,11,13,0.0
2024-03-07 20:40:00,0,7,0,0,6,7,0.0
2024-03-07 20:50:00,0,7,0,0,10,10,0.0
2024-03-07 21:00:00,0,2,0,0,7,7,0.0
2024-03-07 21:10:00,0,6,0,0,7,7,0.0
2024-03-07 21:20:00,0,0,0,0,4,4,0.0
2024-03-07 21:30:00,0,9,0,0,5,5,0.0
2024-03-07 21:40:00,0,2,0,0,4,4,0.0
2024-03-07 21:50:00,0,3,0,0,9,9,0.0
2024-03-07 22:00:00,0,3,0,0,7,7,0.0
2024-03-07 22:10:00,0,3,0,0,8,9,0.0
2024-03-07 22:20:00,0,5,0,0,3,4,0.0
2024-03-07 22:30:00,0,3,0,0,10,13,0.0
2024-03-07 22:40:00,0,4,0,0,4,4,0.0
2024-03-07 22:50:00,0,2,0,0,4,4,0.0
2024-03-07 23:00:00,0,3,0,0,4,7,0.0
2024-03-07 23:10:00,0,2,0,0,3,3,0.0
2024-03-07 23:20:00,0,4,0,0,5,6,0.0
2024-03-07 23:30:00,0,3,0,0,5,5,0.0
2024-03-07 23:40:00,0,0,0,0,1,1,0.0
2024-03-07 23:50:00,0,2,0,0,5,6,0.0
2024-03-08 00:00:00,0,5,0,0,1,2,0.0
2024-03-08 00:10:00,0,2,0,0,2,2,0.0
2024-03-08 00:20:00,0,3,0,0,3,3,0.0
2024-03-08 00:30:00,0,1,0,0,1,1,0.0
2024-03-08 00:40:00,0,0,0,0,0,0,0.0
2024-03-08 00:50:00,0,0,0,0,3,3,0.0
2024-03-08 01:00:00,0,1,0,0,0,2,0.0
2024-03-08 01:10:00,0,2,0,0,0,0,0.0
2024-03-08 01:20:00,0,2,0,0,0,0,0.0
2024-03-08 01:30:00,0,1,0,0,2,2,0.0
2024-03-08 01:40:00,0,0,0,0,0,0,0.0
2024-03-08 01:50:00,0,0,0,0,2,2,0.0
2024-03-08 02:00:00,0,0,0,0,0,0,0.0
2024-03-08 02:10:00,0,0,0,0,0,0,0.0
2024-03-08 02:20:00,0,0,0,0,0,0,0.0
2024-03-08 02:30:00,0,0,0,0,0,0,0.0
2024-03-08 02:40:00,0,2,0,0,0,0,0.0
2024-03-08 02:50:00,0,0,0,0,0,0,0.0
2024-03-08 03:00:00,0,1,0,0,1,1,0.0
2024-03-08 03:10:00,0,0,0,0,0,0,0.0
2024-03-08 03:20:00,0,0,0,0,1,1,0.0
2024-03-08 03:30:00,0,0,0,0,1,1,0.0
2024-03-08 03:40:00,0,1,0,0,0,0,0.0
2024-03-08 03:50:00,0,0,0,0,0,0,0.0
2024-03-08 04:00:00,0,0,0,0,0,0,0.0
2024-03-08 04:10:00,0,0,0,0,1,1,0.0
2024-03-08 04:20:00,0,0,0,0,2,2,0.0
2024-03-08 04:30:00,0,2,0,0,2,2,0.0
2024-03-08 04:40:00,0,2,0,0,1,1,0.0
2024-03-08 04:50:00,0,1,0,0,2,2,0.0
2024-03-08 05:00:00,0,2,0,0,0,0,0.0
2024-03-08 05:10:00,0,7,0,0,5,6,0.0
2024-03-08 05:20:00,0,0,0,0,0,0,0.0
2024-03-08 05:30:00,0,0,0,0,0,0,0.0
2024-03-08 05:40:00,0,0,0,0,0,0,0.0
2024-03-08 05:50:00,0,0,0,0,0,0,0.0
2024-03-08 06:00:00,0,0,0,0,0,0,0.0
2024-03-08 06:10:00,0,0,0,0,0,0,0.0
2024-03-08 06:20:00,0,0,0,0,0,0,0.0
2024-03-08 06:30:00,0,0,0,0,0,0,0.0
2024-03-08 06:40:00,0,0,0,0,0,0,0.0
2024-03-08 06:50:00,0,0,0,0,0,0,0.0
2024-03-08 07:00:00,0,0,0,0,0,0,0.0
2024-03-08 07:10:00,0,0,0,0,0,0,0.0
2024-03-08 07:20:00,0,0,0,0,0,0,0.0
2024-03-08 07:30:00,0,0,0,0,0,0,0.0
2024-03-08 07:40:00,0,0,0,0,0,0,0.0
2024-03-08 07:50:00,0,0,0,0,0,0,0.0
2024-03-08 08:00:00,0,0,0,0,0,0,0.0
2024-03-08 08:10:00,0,0,0,0,0,0,0.0
2024-03-08 08:20:00,0,0,0,0,0,0,0.0
2024-03-08 08:30:00,0,0,0,0,0,0,0.0
2024-03-08 08:40:00,0,0,0,0,0,0,0.0
