datetime,D11Z,D21Z,V22Z,D31Z,V32Z,V33Z,D41Z,V42Z,D51Z,D52Z,V53Z,V54Z,D81Z,D82Z,V83Z,V84Z,D111Z,D112Z,V113Z,V114Z,D121Z,D122Z,V123Z,V124Z,V221Z,V222Z,Total
2024-03-06 00:40:00,18,2,5,5,5,4,3,2,4,2,6,2,2,2,1,1,0,2,0,3,4,2,5,3,0,0,83
2024-03-06 00:50:00,1417,3,4,3,4,3,2,1,3,0,5,0,1,7,3,0,1,7,1,12,4,2,5,2,0,0,1490
2024-03-06 01:00:00,2,0,2,4,8,5,3,3,3,1,6,0,4,8,3,1,0,4,0,7,3,1,5,1,0,0,74
2024-03-06 01:10:00,1,0,1,2,3,4,2,2,2,3,5,3,1,1,1,0,0,5,0,12,3,0,4,0,0,0,55
2024-03-06 01:20:00,1,0,0,3,4,3,4,6,3,0,6,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,36
2024-03-06 01:30:00,4,2,4,7,6,5,0,0,2,1,2,1,0,1,0,1,0,2,0,4,2,0,2,0,0,0,46
2024-03-06 01:40:00,0,0,0,3,3,3,0,0,2,2,2,2,0,0,0,0,0,1,0,2,1,0,1,0,0,0,22
2024-03-06 01:50:00,1,0,1,4,4,3,2,2,0,1,2,0,0,0,0,0,0,0,0,1,3,0,5,0,0,0,29
2024-03-06 02:00:00,1,1,1,3,1,1,5,6,3,0,8,0,0,2,0,2,1,7,2,10,0,0,0,0,0,0,54
2024-03-06 02:10:00,3,0,3,4,6,5,3,3,2,1,4,1,2,2,3,0,0,0,0,1,2,0,3,0,0,0,48
2024-03-06 02:20:00,2,0,2,1,3,1,2,3,0,1,2,1,0,1,0,0,0,3,0,4,0,0,0,0,0,0,26
2024-03-06 02:30:00,0,0,0,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,13
2024-03-06 02:40:00,1,1,1,5,4,3,2,2,1,0,2,0,2,2,3,1,0,2,0,4,6,1,9,1,0,0,53
2024-03-06 02:50:00,1,1,1,2,4,2,3,2,2,0,5,0,0,0,0,0,0,1,0,1,2,2,2,3,0,0,34
2024-03-06 03:00:00,1,0,1,4,5,5,2,2,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,26
2024-03-06 03:10:00,1,1,1,3,4,3,3,3,4,0,9,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,35
2024-03-06 03:20:00,103,0,0,1,1,1,3,4,6,1,10,1,1,0,2,0,0,3,0,6,1,1,1,1,0,0,147
2024-03-06 03:30:00,1297,1,3,0,2,0,1,1,2,0,3,0,0,7,0,1,1,4,0,5,0,1,0,1,0,0,1330
2024-03-06 03:40:00,1,0,1,1,1,1,6,6,2,1,8,1,0,0,0,0,0,2,0,3,3,0,3,0,0,0,40
2024-03-06 03:50:00,1430,2,3,4,6,5,1,1,3,2,8,2,0,3,0,0,0,2,0,3,0,0,0,0,0,0,1475
2024-03-06 04:00:00,506,2,3,1,3,0,2,2,2,1,4,0,1,6,0,1,1,8,0,15,2,0,2,0,0,0,562
2024-03-06 04:10:00,1,0,1,107,4,5,9,11,3,0,10,0,0,0,0,0,1,7,0,11,1,0,1,0,0,0,172
2024-03-06 04:20:00,5,3,5,3,6,3,6,8,3,0,8,2,1,1,1,0,0,2,0,4,1,0,1,0,0,0,63
2024-03-06 04:30:00,8,2,8,3,4,3,11,11,6,1,19,1,5,8,6,1,0,5,0,8,1,1,4,1,0,0,117
2024-03-06 04:40:00,1,1,2,3,4,3,19,15,6,3,20,2,5,5,6,0,0,4,0,7,2,2,3,3,0,0,116
2024-03-06 04:50:00,7,1,5,3,7,3,18,12,9,1,20,1,3,9,3,2,2,5,0,10,4,1,3,1,0,0,130
2024-03-06 05:00:00,25,4,10,5,14,4,36,17,8,2,14,2,2,8,2,3,1,4,0,9,14,4,18,8,0,0,214
2024-03-06 05:10:00,11,6,12,4,10,3,34,20,16,2,24,3,3,8,4,2,1,3,0,3,11,2,19,2,0,0,203
2024-03-06 05:20:00,44,6,19,14,21,19,49,19,18,6,22,6,2,6,2,5,3,7,0,8,7,4,10,3,0,0,300
2024-03-06 05:30:00,19,7,15,15,20,18,59,17,24,4,17,4,8,14,6,1,2,9,0,15,18,7,14,10,0,0,323
2024-03-06 05:40:00,31,5,27,18,27,21,77,16,23,11,18,13,6,7,10,5,0,8,0,10,15,6,32,11,0,0,397
2024-03-06 05:50:00,23,8,13,28,24,17,67,8,30,10,19,10,3,12,1,2,5,10,0,16,23,9,24,6,0,0,368
2024-03-06 06:00:00,21,5,16,18,22,15,65,17,39,16,25,10,6,18,8,5,9,20,1,31,14,10,10,10,0,0,411
2024-03-06 06:10:00,36,10,21,39,19,11,77,17,26,8,21,9,4,11,9,3,1,15,1,11,17,9,15,11,0,0,401
2024-03-06 06:20:00,29,12,20,25,17,10,69,11,35,18,18,15,8,17,7,6,5,15,2,13,17,12,19,14,0,0,414
2024-03-06 06:30:00,222,12,24,40,23,13,78,14,36,17,25,17,12,19,14,11,7,20,3,29,25,15,24,7,0,0,707
2024-03-06 06:40:00,1075,15,31,37,16,7,58,22,31,20,8,15,15,30,10,11,4,25,2,21,18,8,26,10,0,0,1515
2024-03-06 06:50:00,45,16,26,48,12,9,103,2,43,26,3,11,9,19,8,7,7,27,4,10,27,17,18,9,0,0,506
2024-03-06 07:00:00,365,24,27,30,21,12,66,15,36,22,13,15,14,14,18,8,7,34,2,14,23,17,12,11,0,0,820
2024-03-06 07:10:00,922,19,22,35,17,16,74,15,41,19,16,14,10,43,16,12,7,30,3,14,25,26,14,16,0,0,1426
2024-03-06 07:20:00,90,32,24,33,13,11,76,16,36,26,10,10,10,18,10,11,14,54,4,18,32,24,12,16,0,0,600
2024-03-06 07:30:00,206,50,33,41,11,3,57,12,25,25,4,11,17,29,21,12,9,45,5,19,29,20,15,15,0,0,714
2024-03-06 07:40:00,160,39,25,33,9,3,60,9,35,24,9,13,14,34,14,8,18,56,8,24,44,38,11,16,0,0,704
2024-03-06 07:50:00,100,28,20,40,12,10,56,15,34,28,13,14,21,24,19,11,17,46,5,21,45,34,11,13,0,0,637
2024-03-06 08:00:00,99,21,24,18,23,11,57,21,41,18,17,14,21,50,16,12,16,61,7,16,44,45,17,18,0,0,687
2024-03-06 08:10:00,136,29,23,43,8,23,79,10,38,28,11,11,18,21,13,13,10,36,6,20,36,33,20,31,0,0,696
2024-03-06 08:20:00,75,22,23,28,13,9,81,26,25,24,12,10,16,29,6,10,20,47,9,26,32,29,19,21,0,0,612
2024-03-06 08:30:00,247,39,21,42,12,11,73,15,41,29,12,13,18,24,16,12,15,42,12,16,28,32,17,25,0,0,812
2024-03-06 08:40:00,148,30,25,24,14,14,77,20,34,30,8,17,24,37,12,8,16,50,8,18,36,42,23,23,0,0,738
2024-03-06 08:50:00,1067,29,26,35,16,13,68,29,37,30,15,19,14,24,7,8,8,36,3,21,28,23,10,19,0,0,1585
2024-03-06 09:00:00,87,35,37,30,10,11,53,15,32,30,5,12,11,23,8,8,10,40,6,18,24,15,24,13,0,0,557
2024-03-06 09:10:00,391,35,28,49,10,8,47,22,33,28,11,17,8,16,7,8,8,42,6,18,69,15,19,17,0,0,912
2024-03-06 09:20:00,793,22,33,31,7,3,40,12,33,30,5,11,13,46,16,19,9,31,7,17,20,11,16,11,0,0,1236
2024-03-06 09:30:00,87,29,24,29,15,10,41,14,26,17,15,13,11,27,5,14,12,41,6,24,25,19,16,13,0,0,533
2024-03-06 09:40:00,103,31,41,48,13,12,46,15,24,20,5,9,12,12,28,9,19,55,4,20,26,20,12,13,0,0,597
2024-03-06 09:50:00,87,37,42,44,19,6,61,11,29,28,6,6,10,25,8,11,8,36,6,15,21,12,14,11,0,0,553
2024-03-06 10:00:00,331,32,20,28,15,12,37,22,31,21,12,11,14,17,9,10,5,35,1,19,23,19,14,15,0,0,753
2024-03-06 10:10:00,110,35,38,35,8,7,45,12,25,16,6,11,12,40,5,17,9,29,3,18,22,15,13,15,0,0,546
2024-03-06 10:20:00,69,33,31,46,22,12,38,21,40,11,10,9,17,29,6,10,12,37,4,22,18,14,14,10,0,0,535
2024-03-06 10:30:00,88,30,36,43,15,13,32,20,24,14,11,9,17,22,8,9,5,44,1,18,20,16,16,15,0,0,526
2024-03-06 10:40:00,124,29,34,33,14,13,55,19,28,19,18,10,20,21,11,11,5,41,1,16,18,15,10,13,0,0,578
2024-03-06 10:50:00,879,36,21,41,16,12,37,16,26,17,4,13,22,42,10,13,11,50,3,16,34,20,16,14,0,0,1369
2024-03-06 11:00:00,65,35,33,35,24,19,47,19,34,19,14,13,17,21,15,7,7,30,3,19,19,10,19,11,0,0,535
2024-03-06 11:10:00,615,27,40,20,9,5,42,7,16,16,9,9,15,22,11,16,8,31,6,14,15,13,16,13,0,0,995
2024-03-06 11:20:00,670,34,40,42,16,11,51,11,39,31,7,11,13,19,11,6,13,53,8,24,31,25,12,12,0,0,1190
2024-03-06 11:30:00,194,29,37,52,18,18,50,20,26,12,11,9,16,28,12,11,8,36,2,18,20,15,15,10,0,0,667
2024-03-06 11:40:00,129,22,29,34,13,7,42,11,34,27,9,12,11,34,11,11,7,36,4,17,19,12,16,13,0,0,560
2024-03-06 11:50:00,97,21,34,58,21,16,66,17,36,21,8,7,13,21,10,3,9,49,6,16,21,9,13,7,0,0,579
2024-03-06 12:00:00,276,29,43,41,22,12,51,19,27,26,7,13,20,23,9,9,7,36,4,15,23,21,14,15,0,0,762
2024-03-06 12:10:00,68,33,30,33,15,10,39,16,24,21,9,11,19,25,14,7,8,43,6,19,31,17,11,12,0,0,521
2024-03-06 12:20:00,88,34,40,44,10,10,55,12,31,15,9,10,17,20,9,10,7,49,2,17,31,13,11,9,0,0,553
2024-03-06 12:30:00,81,28,42,41,19,15,68,13,32,24,7,14,20,33,9,10,10,51,5,26,27,23,13,15,0,0,626
2024-03-06 12:40:00,80,31,37,32,9,9,34,8,26,28,5,9,19,38,18,14,6,48,3,14,26,26,13,15,0,0,548
2024-03-06 12:50:00,732,21,32,40,17,14,55,10,36,26,14,11,16,19,10,8,12,53,7,23,50,40,14,9,0,0,1269
2024-03-06 13:00:00,119,25,31,46,19,16,44,19,29,25,7,15,24,32,16,16,10,48,4,25,27,7,13,8,0,0,625
2024-03-06 13:10:00,278,33,40,45,23,11,50,14,39,41,5,9,21,42,17,14,10,35,4,17,22,21,6,12,0,0,809
2024-03-06 13:20:00,632,14,25,44,14,10,53,13,39,35,4,7,15,34,15,9,10,52,3,18,36,28,9,12,0,0,1131
2024-03-06 13:30:00,133,28,40,45,25,13,39,14,27,20,10,11,9,25,7,11,15,48,9,20,29,20,13,12,0,0,623
2024-03-06 13:40:00,279,34,41,37,5,4,46,21,23,20,5,11,16,33,11,9,7,49,4,14,28,18,12,12,0,0,739
2024-03-06 13:50:00,90,30,33,43,17,10,41,20,36,28,10,11,15,32,13,10,17,64,8,24,22,16,15,7,0,0,612
2024-03-06 14:00:00,83,25,36,54,15,15,55,18,32,22,6,14,16,27,9,9,7,51,2,14,23,13,13,14,0,0,573
2024-03-06 14:10:00,162,33,44,45,8,3,39,16,31,27,6,11,18,35,11,12,5,55,1,10,26,109,10,14,0,0,731
2024-03-06 14:20:00,96,31,25,45,11,10,49,15,34,28,7,11,26,33,11,6,18,65,5,26,36,21,22,9,0,0,640
2024-03-06 14:30:00,179,39,32,75,23,17,36,16,28,22,12,11,14,28,13,9,8,50,5,21,32,22,13,9,0,0,714
2024-03-06 14:40:00,157,35,33,52,20,10,57,23,40,21,13,13,20,23,10,9,14,68,7,13,28,26,12,18,0,0,722
2024-03-06 14:50:00,407,41,34,58,16,10,41,15,32,27,11,14,11,27,12,9,14,51,9,16,25,19,16,12,0,0,927
2024-03-06 15:00:00,776,38,41,48,19,12,47,22,33,21,14,12,16,17,11,6,11,62,5,18,26,17,9,13,0,0,1294
2024-03-06 15:10:00,107,48,41,32,11,6,51,17,33,25,10,9,14,34,18,8,17,56,6,8,30,30,11,11,0,0,633
2024-03-06 15:20:00,389,49,40,50,12,5,57,23,35,25,6,8,15,26,12,11,13,54,5,8,26,22,13,11,0,0,915
2024-03-06 15:30:00,585,42,29,76,13,9,49,14,33,29,12,12,16,29,9,9,15,58,8,16,30,23,15,20,0,0,1151
2024-03-06 15:40:00,113,42,26,50,24,13,27,20,28,20,8,13,16,20,16,13,11,61,4,23,38,24,15,17,0,0,642
2024-03-06 15:50:00,135,39,26,50,20,9,44,12,36,23,14,13,16,39,12,7,19,65,10,29,37,25,18,17,0,0,715
2024-03-06 16:00:00,93,45,28,48,11,16,33,16,35,23,9,12,16,24,13,9,15,55,5,21,34,24,17,17,0,0,619
2024-03-06 16:10:00,175,48,38,38,15,10,46,12,32,38,1,9,20,48,18,16,17,64,8,20,30,30,14,21,0,0,768
2024-03-06 16:20:00,143,47,28,56,16,6,62,20,38,27,10,11,20,27,10,13,12,62,7,32,33,23,12,10,0,0,725
2024-03-06 16:30:00,123,44,33,53,18,13,44,18,38,29,12,15,15,20,7,9,11,65,7,17,38,25,11,10,0,0,675
2024-03-06 16:40:00,127,32,38,55,21,17,40,19,34,33,1,7,19,20,12,11,11,60,6,15,41,28,13,16,0,0,676
2024-03-06 16:50:00,136,40,28,45,19,17,40,15,39,31,4,15,16,39,14,9,17,55,11,17,38,22,18,10,0,0,695
2024-03-06 17:00:00,426,33,30,58,20,8,40,14,32,35,10,7,18,27,13,13,6,47,2,13,34,22,15,21,0,0,944
2024-03-06 17:10:00,652,54,27,45,11,6,42,13,29,34,13,11,20,29,14,17,12,63,7,19,40,30,11,15,0,0,1214
2024-03-06 17:20:00,108,37,37,55,12,19,38,14,33,35,7,19,21,38,10,13,15,65,5,16,37,30,17,16,0,0,697
2024-03-06 17:30:00,471,32,30,53,15,1,39,13,33,26,13,13,23,31,12,11,14,57,7,5,39,30,12,14,0,0,994
2024-03-06 17:40:00,469,41,30,49,10,0,38,16,30,24,11,14,15,25,10,8,8,51,6,4,35,23,12,15,0,0,944
2024-03-06 17:50:00,105,50,28,53,4,0,47,13,31,17,14,13,16,51,18,11,12,61,9,1,41,31,13,22,0,0,661
2024-03-06 18:00:00,106,43,28,51,13,6,41,17,27,30,10,11,12,24,12,10,13,58,10,13,33,22,18,18,0,0,626
2024-03-06 18:10:00,102,38,31,47,14,8,62,14,26,19,12,17,20,28,18,10,18,57,14,22,56,30,19,19,0,0,701
2024-03-06 18:20:00,87,37,29,56,6,8,37,19,36,25,16,18,19,29,15,12,14,67,9,25,29,22,17,13,0,0,645
2024-03-06 18:30:00,78,25,33,68,12,6,42,12,21,14,18,9,17,30,15,10,10,55,10,18,20,17,19,13,0,0,572
2024-03-06 18:40:00,84,41,30,50,12,2,53,19,29,18,18,20,13,19,15,13,10,74,4,48,20,19,19,13,0,0,643
2024-03-06 18:50:00,92,37,43,57,23,4,78,15,30,16,16,22,14,25,13,9,14,55,13,43,24,14,20,21,0,0,698
2024-03-06 19:00:00,60,28,33,50,14,13,31,14,23,15,21,22,14,20,9,13,5,63,1,34,28,17,23,19,0,0,570
2024-03-06 19:10:00,322,18,31,48,19,14,33,23,28,25,12,26,14,19,11,9,10,38,6,44,23,19,23,22,0,0,837
2024-03-06 19:20:00,1196,23,38,61,16,14,27,22,23,16,20,19,21,25,12,9,6,63,6,26,25,19,26,17,0,0,1730
2024-03-06 19:30:00,62,15,29,44,21,12,31,17,31,14,20,18,11,20,11,10,3,49,1,38,25,16,28,17,0,0,543
2024-03-06 19:40:00,589,25,37,47,15,12,23,19,23,21,11,21,8,28,10,11,6,44,2,33,19,19,21,23,0,0,1067
2024-03-06 19:50:00,559,25,25,47,20,15,35,18,16,10,20,10,18,25,15,8,9,40,4,30,27,15,18,14,0,0,1023
2024-03-06 20:00:00,144,20,42,61,31,25,16,16,13,9,17,8,19,20,19,8,7,33,1,31,16,10,23,15,0,0,604
2024-03-06 20:10:00,50,8,22,29,22,19,13,10,15,4,19,5,18,26,18,17,6,48,2,50,16,9,16,5,0,0,447
2024-03-06 20:20:00,55,14,27,36,13,9,23,18,18,10,36,13,14,30,13,11,4,42,2,31,16,12,15,10,0,0,472
2024-03-06 20:30:00,47,8,18,29,25,21,29,23,13,8,16,7,14,20,19,8,3,25,4,21,14,7,22,6,0,0,407
2024-03-06 20:40:00,42,17,24,16,29,14,27,8,21,8,16,12,15,12,11,7,7,22,4,29,23,13,24,13,0,0,414
2024-03-06 20:50:00,37,9,18,26,24,20,26,11,15,6,23,6,11,11,9,3,5,26,4,36,21,15,24,14,0,0,400
2024-03-06 21:00:00,945,9,18,29,19,10,24,15,17,13,23,12,15,20,18,12,5,31,2,32,19,17,19,15,0,0,1339
2024-03-06 21:10:00,455,13,26,31,24,22,23,15,18,13,24,13,10,13,11,7,5,35,1,40,15,10,21,12,0,0,857
2024-03-06 21:20:00,38,9,27,31,36,18,21,10,13,11,18,15,6,12,6,5,3,24,2,30,17,7,21,8,0,0,388
2024-03-06 21:30:00,723,9,15,20,17,15,18,11,15,10,19,17,9,19,7,7,2,28,0,22,16,10,22,12,0,0,1043
2024-03-06 21:40:00,443,16,23,31,31,16,23,14,22,8,18,6,11,15,13,8,1,24,0,25,12,4,14,5,0,0,783
2024-03-06 21:50:00,26,5,21,16,21,14,18,16,16,9,19,18,9,10,11,5,7,23,2,22,24,5,19,6,0,0,342
2024-03-06 22:00:00,50,5,16,24,22,15,18,16,19,8,19,8,4,17,5,2,5,24,3,36,16,10,23,13,0,0,378
2024-03-06 22:10:00,27,7,16,27,23,14,17,9,12,5,22,7,7,10,9,8,3,25,1,21,17,5,21,8,0,0,321
2024-03-06 22:20:00,26,7,18,33,30,23,10,8,11,5,12,8,4,6,4,4,2,30,2,31,26,6,18,8,0,0,332
2024-03-06 22:30:00,28,3,16,30,31,20,15,11,12,3,18,4,11,35,10,7,4,23,0,29,14,7,17,8,0,0,356
2024-03-06 22:40:00,25,6,14,29,32,23,16,11,5,0,8,0,3,11,3,4,1,18,0,31,17,5,16,5,0,0,283
2024-03-06 22:50:00,11,5,13,23,18,15,17,10,7,5,18,5,7,7,4,1,5,25,1,45,16,11,13,14,0,0,296
2024-03-06 23:00:00,8,6,10,20,15,14,12,10,7,2,17,5,3,8,3,4,1,17,2,23,16,6,19,7,0,0,235
2024-03-06 23:10:00,14,5,14,11,17,16,5,8,6,3,12,6,7,7,9,4,2,23,0,34,13,9,14,10,0,0,249
2024-03-06 23:20:00,1278,5,10,21,22,19,11,10,6,2,11,2,3,4,4,5,2,5,2,15,8,2,10,2,0,0,1459
2024-03-06 23:30:00,12,6,10,11,16,8,8,9,9,3,14,4,5,8,5,5,0,9,0,11,9,2,11,3,0,0,178
2024-03-06 23:40:00,6,4,6,9,14,10,4,3,6,3,11,3,5,7,5,6,1,4,0,7,9,2,10,3,0,0,138
2024-03-06 23:50:00,6,3,5,7,13,7,7,6,7,2,11,2,3,12,4,0,3,7,0,14,7,1,11,1,0,0,139
2024-03-07 00:00:00,892,1,3,12,13,10,3,4,4,3,8,3,4,2,4,0,0,7,0,15,8,3,8,3,0,0,1010
2024-03-07 00:10:00,350,1,7,12,13,8,1,1,5,0,9,2,2,1,3,0,1,3,0,3,4,0,4,0,0,0,430
2024-03-07 00:20:00,11,0,3,3,6,3,5,5,3,5,9,3,2,10,2,0,1,3,2,5,4,1,9,1,0,0,96
2024-03-07 00:30:00,16,2,6,9,11,6,4,4,5,0,5,0,1,5,2,0,0,2,0,5,4,1,4,1,0,0,93
2024-03-07 00:40:00,3,1,3,7,6,6,4,5,4,0,8,0,2,2,1,3,1,3,0,5,6,4,8,7,0,0,89
2024-03-07 00:50:00,15,2,5,8,8,4,0,0,2,1,3,1,1,0,1,0,0,4,0,6,10,2,3,2,0,0,78
2024-03-07 01:00:00,4,0,2,2,4,4,3,3,3,1,5,1,3,12,4,0,0,2,0,8,5,0,6,0,0,0,72
2024-03-07 01:10:00,2,2,2,7,10,9,1,0,3,1,5,0,1,2,2,3,0,4,0,8,3,0,7,1,0,0,73
2024-03-07 01:20:00,43,0,1,3,5,3,1,1,2,1,3,0,2,2,2,1,1,3,0,3,2,1,3,1,0,0,84
2024-03-07 01:30:00,5,1,4,5,9,7,4,4,1,0,6,0,1,1,1,1,0,4,0,6,1,1,2,1,0,0,65
2024-03-07 01:40:00,2,1,2,5,6,4,4,5,3,1,7,2,0,0,0,0,1,2,0,2,3,2,5,2,0,0,59
2024-03-07 01:50:00,4,3,6,3,3,1,3,3,1,0,4,0,3,3,4,0,0,1,0,1,4,0,5,0,0,0,52
2024-03-07 02:00:00,2,2,2,6,8,6,1,2,2,0,4,0,2,2,2,1,0,0,0,0,2,0,2,0,0,0,46
2024-03-07 02:10:00,1,1,1,2,3,1,0,0,1,0,1,0,0,0,1,1,1,3,0,9,1,0,2,0,0,0,29
2024-03-07 02:20:00,1,0,1,0,0,0,3,3,0,0,3,0,0,1,0,2,0,1,0,1,2,1,1,1,0,0,21
2024-03-07 02:30:00,2,1,2,3,3,3,3,3,2,0,5,0,2,2,1,1,0,3,0,7,2,0,2,0,0,0,47
2024-03-07 02:40:00,5,3,5,1,5,0,4,3,2,0,6,0,0,1,0,1,0,2,0,3,0,1,2,1,0,0,45
2024-03-07 02:50:00,1,0,1,1,2,1,1,1,2,0,6,0,1,2,0,2,0,2,0,4,0,0,0,0,0,0,27
2024-03-07 03:00:00,1,1,1,2,3,2,1,1,1,0,1,0,1,0,0,0,0,4,0,7,2,0,2,0,0,0,30
2024-03-07 03:10:00,1,1,1,4,3,3,1,1,0,0,1,0,0,0,0,0,1,3,0,5,0,0,1,0,0,0,26
2024-03-07 03:20:00,0,0,0,1,1,1,1,1,1,0,2,0,0,0,0,0,1,2,2,5,2,0,2,0,0,0,22
2024-03-07 03:30:00,4,1,4,2,3,2,1,1,0,0,2,0,0,6,0,0,0,3,0,4,1,0,1,0,0,0,35
2024-03-07 03:40:00,1,1,2,2,2,1,4,4,2,0,7,1,0,0,0,0,0,1,0,3,1,0,1,0,0,0,33
2024-03-07 03:50:00,0,0,0,5,5,6,4,4,1,0,3,0,0,6,0,0,0,3,0,5,1,0,3,0,0,0,46
2024-03-07 04:00:00,12,2,1,4,5,4,2,2,5,1,8,2,1,1,1,0,2,4,0,6,1,0,1,0,0,0,65
2024-03-07 04:10:00,1,1,1,3,3,1,8,6,1,0,6,0,3,2,4,0,0,6,0,8,1,0,5,0,0,0,60
2024-03-07 04:20:00,5,0,2,5,6,7,7,8,5,0,11,0,0,6,1,2,0,4,0,6,2,0,3,1,0,0,81
2024-03-07 04:30:00,11,14,7,4,3,1,11,12,1,0,12,0,5,13,7,1,0,2,0,2,1,0,1,0,0,0,108
2024-03-07 04:40:00,5,3,7,19,4,6,18,10,4,1,15,1,3,4,3,1,2,3,0,3,5,2,6,2,0,0,127
2024-03-07 04:50:00,6,0,3,4,7,4,17,14,7,2,17,3,3,4,3,0,3,4,0,6,7,2,8,3,0,0,127
2024-03-07 05:00:00,58,4,12,7,12,7,33,15,9,3,17,3,4,23,4,1,0,2,0,4,8,2,10,1,0,0,239
2024-03-07 05:10:00,18,5,9,10,13,12,36,16,15,3,19,3,1,5,1,1,2,10,2,16,12,5,19,7,0,0,240
2024-03-07 05:20:00,19,3,15,7,12,9,50,16,15,1,22,1,5,8,3,5,2,5,0,9,8,6,9,8,0,0,238
2024-03-07 05:30:00,28,2,17,14,19,11,50,10,15,7,16,8,9,3,7,2,6,10,0,15,17,2,15,2,0,0,285
2024-03-07 05:40:00,55,8,12,12,19,12,85,15,38,8,24,8,10,5,9,3,2,5,1,9,21,8,23,10,0,0,402
2024-03-07 05:50:00,26,10,21,18,28,15,71,7,29,7,26,12,4,10,3,4,2,9,0,19,15,4,20,5,0,0,365
2024-03-07 06:00:00,47,5,20,25,26,13,71,16,35,12,46,18,5,10,7,4,5,11,0,11,16,8,7,5,0,0,423
2024-03-07 06:10:00,431,7,21,37,16,14,71,20,32,9,16,12,8,16,8,6,4,17,2,23,22,15,17,20,0,0,844
2024-03-07 06:20:00,639,4,16,17,21,16,84,16,28,14,17,13,7,13,8,10,6,17,4,21,17,14,9,16,0,0,1027
2024-03-07 06:30:00,88,15,30,44,14,9,83,15,40,20,11,16,10,19,9,3,3,16,2,20,15,12,20,13,0,0,527
2024-03-07 06:40:00,419,15,22,40,13,12,64,26,38,27,12,16,16,18,17,21,5,28,3,13,30,27,13,18,0,0,913
2024-03-07 06:50:00,756,13,18,33,11,7,73,18,37,20,14,16,7,13,10,8,7,23,5,17,33,21,20,18,0,0,1198
2024-03-07 07:00:00,62,13,25,31,20,14,71,24,28,22,17,16,7,12,6,7,7,22,5,19,21,13,10,17,0,0,489
2024-03-07 07:10:00,119,14,32,37,12,14,69,28,36,22,8,12,12,16,9,7,8,40,4,27,23,20,14,12,0,0,595
2024-03-07 07:20:00,70,19,29,40,14,16,79,15,37,30,7,14,17,18,12,10,10,49,3,13,34,27,11,15,0,0,589
2024-03-07 07:30:00,100,39,22,35,19,9,59,17,29,21,6,4,8,23,8,10,6,45,1,16,29,20,17,14,0,0,557
2024-03-07 07:40:00,125,31,23,39,18,7,70,10,38,32,8,10,19,27,14,16,19,70,8,21,46,38,11,20,0,0,720
2024-03-07 07:50:00,90,38,19,34,18,10,58,16,43,31,5,13,16,30,16,16,17,67,5,27,55,45,19,19,0,0,707
2024-03-07 08:00:00,146,32,22,31,12,7,74,17,35,27,8,15,14,37,11,7,9,45,4,19,42,28,21,19,0,0,682
2024-03-07 08:10:00,151,34,37,31,10,4,57,12,36,34,7,9,16,19,17,12,9,52,4,19,39,38,14,15,0,0,676
2024-03-07 08:20:00,262,35,27,39,12,23,82,16,44,32,16,15,15,16,8,7,17,52,9,25,43,39,14,15,0,0,863
2024-03-07 08:30:00,626,37,25,45,15,16,67,18,32,29,12,13,16,25,14,15,14,44,4,18,32,28,18,17,0,0,1180
2024-03-07 08:40:00,119,40,29,21,14,9,58,8,33,39,6,8,22,20,11,13,6,45,2,13,39,29,18,12,0,0,614
2024-03-07 08:50:00,471,37,27,50,19,11,54,20,28,31,6,17,16,27,14,8,5,40,1,17,22,21,14,13,0,0,969
2024-03-07 09:00:00,367,36,30,57,22,17,49,10,28,18,12,14,19,42,14,11,13,46,4,25,24,42,16,15,0,0,931
2024-03-07 09:10:00,115,36,39,27,10,10,41,17,25,24,7,11,19,21,10,11,5,33,5,10,20,16,15,35,0,0,562
2024-03-07 09:20:00,163,35,24,154,10,9,72,17,48,35,12,19,8,11,6,6,6,35,3,18,15,13,23,7,0,0,749
2024-03-07 09:30:00,101,31,31,40,7,2,45,21,28,16,14,11,12,12,11,6,12,42,5,23,20,16,16,14,0,0,536
2024-03-07 09:40:00,131,42,36,48,16,9,56,21,34,20,12,12,6,19,7,11,8,38,6,18,21,13,10,12,0,0,606
2024-03-07 09:50:00,106,31,37,32,12,8,42,15,27,25,9,5,18,23,13,15,9,34,5,22,24,20,11,11,0,0,554
2024-03-07 10:00:00,107,31,26,51,18,11,53,23,38,26,12,10,16,15,10,7,6,38,1,15,24,8,16,8,0,0,570
2024-03-07 10:10:00,90,26,28,31,20,15,49,10,27,24,6,14,12,25,11,9,11,36,4,18,17,37,11,9,0,0,540
2024-03-07 10:20:00,181,30,32,46,29,20,43,12,36,28,11,15,17,22,8,9,8,38,4,17,23,14,15,13,0,0,671
2024-03-07 10:30:00,1104,18,27,32,18,13,49,10,23,22,6,11,17,26,13,7,8,38,5,24,21,26,17,14,0,0,1549
2024-03-07 10:40:00,112,27,34,36,16,13,50,15,31,31,9,9,14,29,4,11,6,31,1,18,19,6,18,22,0,0,562
2024-03-07 10:50:00,296,35,34,34,13,8,44,9,34,18,8,13,23,24,16,8,15,47,3,17,24,15,13,13,0,0,764
