datetime,D1Z,D2Z,D3Z,D4Z,D5Z,D6Z,V21Z,V22Z,V51Z,V52Z,V81Z,V82Z,V211Z,V212Z,V811Z,V812Z,V1111Z,V1112Z,Total
2024-03-08 18:40:00,27,27,44,45,0,18,21,28,28,36,33,37,24,29,17,13,0,0,427
2024-03-08 18:50:00,26,18,37,33,0,27,23,21,35,36,41,27,20,30,18,20,0,0,412
2024-03-08 19:00:00,20,19,28,33,0,18,22,24,36,50,29,20,23,27,48,19,2,0,418
2024-03-08 19:10:00,20,12,30,26,2,24,32,26,41,50,26,10,28,27,17,14,1,0,386
2024-03-08 19:20:00,24,22,30,23,2,20,16,27,28,33,35,18,19,24,12,19,0,0,352
2024-03-08 19:30:00,16,21,25,24,1,14,23,20,37,52,23,13,28,33,8,14,0,0,352
2024-03-08 19:40:00,22,26,30,32,0,13,16,22,21,23,46,30,18,16,10,15,0,0,340
2024-03-08 19:50:00,18,21,29,29,0,19,22,21,22,30,28,15,24,20,13,17,0,0,328
2024-03-08 20:00:00,21,21,30,29,0,20,19,18,23,30,29,22,16,20,23,22,0,0,343
2024-03-08 20:10:00,17,23,29,25,1,25,19,20,24,35,27,24,20,25,14,26,0,0,354
2024-03-08 20:20:00,22,19,28,17,1,26,23,19,25,46,30,15,25,28,18,18,5,0,365
2024-03-08 20:30:00,27,23,35,27,0,15,14,14,19,21,25,13,14,13,22,20,0,0,302
2024-03-08 20:40:00,21,18,33,29,0,20,17,13,19,20,28,20,13,15,19,15,1,0,301
2024-03-08 20:50:00,14,16,20,17,2,11,11,16,14,17,21,12,11,17,4,19,0,0,222
2024-03-08 21:00:00,10,10,17,9,1,18,14,16,17,23,27,8,15,18,10,14,2,0,229
2024-03-08 21:10:00,21,19,27,19,0,12,11,14,20,15,25,16,11,13,9,9,0,0,241
2024-03-08 21:20:00,11,14,14,15,0,20,9,14,9,21,8,11,10,17,16,8,0,0,197
2024-03-08 21:30:00,10,10,15,13,1,16,10,19,13,19,21,10,12,16,9,8,1,0,203
2024-03-08 21:40:00,11,8,11,9,1,10,7,14,13,14,11,9,10,12,8,9,0,0,157
2024-03-08 21:50:00,15,12,24,18,1,16,14,15,17,17,20,8,14,11,15,20,0,0,237
2024-03-08 22:00:00,12,17,24,17,1,17,12,13,16,18,17,10,9,17,19,28,0,0,247
2024-03-08 22:10:00,7,10,14,13,0,23,10,20,11,21,18,6,11,18,10,8,0,0,200
2024-03-08 22:20:00,14,16,20,14,1,24,10,11,14,9,13,13,9,9,19,17,2,0,215
2024-03-08 22:30:00,11,12,15,9,0,39,11,12,9,16,21,8,8,13,14,16,4,0,218
2024-03-08 22:40:00,16,12,22,13,0,12,9,11,7,14,15,8,9,8,14,11,2,0,183
2024-03-08 22:50:00,18,19,33,19,0,11,12,13,14,17,15,12,13,16,31,20,0,0,263
2024-03-08 23:00:00,8,9,9,9,0,11,13,12,10,13,11,9,11,14,4,6,1,0,150
2024-03-08 23:10:00,10,12,14,10,0,12,12,20,14,26,10,10,9,17,13,12,0,0,201
2024-03-08 23:20:00,8,9,9,12,0,15,9,15,10,13,8,10,9,9,12,9,0,0,157
2024-03-08 23:30:00,5,7,8,7,1,7,9,8,14,7,5,7,10,9,3,1,0,0,108
2024-03-08 23:40:00,18,18,32,25,0,8,5,6,6,5,17,9,5,4,24,22,1,0,205
2024-03-08 23:50:00,4,5,6,4,0,13,8,13,8,9,9,2,5,8,5,8,0,0,107
2024-03-09 00:00:00,6,9,6,8,1,6,5,4,4,6,10,4,5,8,7,8,0,0,97
2024-03-09 00:10:00,6,11,12,12,1,9,3,8,3,8,8,7,3,9,13,13,0,0,126
2024-03-09 00:20:00,3,2,5,2,0,9,4,6,4,6,6,0,3,5,2,11,0,0,68
2024-03-09 00:30:00,8,7,10,7,0,6,5,10,4,7,7,3,6,6,16,7,0,0,109
2024-03-09 00:40:00,0,5,2,4,0,9,2,6,4,5,3,5,4,4,6,11,0,0,70
2024-03-09 00:50:00,3,3,4,5,1,5,7,8,6,10,6,2,5,9,2,10,0,0,86
2024-03-09 01:00:00,5,5,10,5,1,8,7,10,7,6,6,2,8,8,7,18,0,0,113
2024-03-09 01:10:00,0,6,1,5,0,5,3,5,3,5,6,5,3,6,1,1,0,0,55
2024-03-09 01:20:00,11,2,9,0,0,3,3,5,3,4,7,0,3,4,7,17,0,0,78
2024-03-09 01:30:00,6,7,8,8,0,8,2,4,4,3,4,5,5,3,7,6,1,0,81
2024-03-09 01:40:00,4,6,6,8,0,2,1,10,2,7,7,6,2,4,3,5,0,0,73
2024-03-09 01:50:00,3,3,4,4,0,3,3,6,2,6,1,4,2,5,3,6,0,0,55
2024-03-09 02:00:00,2,2,3,1,0,0,5,3,4,3,2,0,4,3,7,5,0,0,44
2024-03-09 02:10:00,0,2,1,3,0,2,5,3,4,6,1,3,4,5,1,1,0,0,41
2024-03-09 02:20:00,2,4,2,3,0,1,0,4,0,3,3,2,0,3,0,0,0,0,27
2024-03-09 02:30:00,2,2,2,2,0,1,2,6,1,3,4,2,2,2,2,3,0,0,36
2024-03-09 02:40:00,3,8,4,6,0,5,9,1,5,2,1,8,4,1,5,4,0,0,66
2024-03-09 02:50:00,0,0,0,0,0,2,3,3,3,3,2,0,3,2,0,0,0,0,21
2024-03-09 03:00:00,3,2,3,3,0,4,0,1,1,1,3,2,0,1,0,0,0,0,24
2024-03-09 03:10:00,4,4,4,8,0,1,3,1,2,1,4,6,2,1,1,0,0,0,42
2024-03-09 03:20:00,4,3,5,2,0,1,1,1,1,1,7,2,1,1,1,2,0,0,33
2024-03-09 03:30:00,1,1,2,1,0,1,3,4,3,4,2,0,3,3,2,1,0,0,31
2024-03-09 03:40:00,0,3,0,2,0,3,1,5,2,4,3,2,1,1,1,5,0,0,33
2024-03-09 03:50:00,3,4,5,3,0,1,4,3,2,4,1,1,3,5,4,1,0,0,44
2024-03-09 04:00:00,2,1,2,2,0,5,1,4,1,3,4,1,1,3,0,0,0,0,30
2024-03-09 04:10:00,1,3,2,3,0,3,1,7,1,6,1,2,0,6,5,4,0,0,45
2024-03-09 04:20:00,2,2,3,1,0,2,2,1,1,1,4,0,2,1,2,2,0,0,26
2024-03-09 04:30:00,1,1,1,1,0,1,2,1,3,1,3,1,2,1,0,0,0,0,19
2024-03-09 04:40:00,2,3,3,3,0,1,6,3,6,2,1,1,6,2,3,2,0,0,44
2024-03-09 04:50:00,1,2,1,2,0,0,4,10,4,6,8,4,4,6,0,2,0,0,54
2024-03-09 05:00:00,1,2,2,2,0,1,4,2,4,1,2,3,3,1,4,1,1,0,34
2024-03-09 05:10:00,3,1,1,1,0,1,2,6,2,5,1,1,2,6,1,5,0,0,38
2024-03-09 05:20:00,3,3,2,3,0,2,2,9,2,8,8,3,2,9,0,1,0,0,57
2024-03-09 05:30:00,2,4,2,7,0,2,12,5,10,4,5,7,8,3,0,0,1,0,72
2024-03-09 05:40:00,5,0,4,2,0,2,11,5,8,5,5,0,7,5,2,0,0,0,61
2024-03-09 05:50:00,9,4,9,6,0,2,3,3,3,3,6,6,3,4,4,6,0,0,71
2024-03-09 06:00:00,3,5,3,8,0,1,3,4,2,4,8,4,2,3,3,9,0,0,62
2024-03-09 06:10:00,6,5,8,3,0,4,7,12,4,10,8,2,4,9,6,4,0,0,92
2024-03-09 06:20:00,4,4,6,4,0,3,4,9,5,13,13,7,5,8,3,2,0,0,90
2024-03-09 06:30:00,3,6,4,6,0,4,9,7,7,7,7,5,6,7,3,3,0,0,84
2024-03-09 06:40:00,6,5,6,5,0,6,9,9,10,14,4,3,9,10,2,2,0,0,100
2024-03-09 06:50:00,7,7,8,7,0,9,6,9,5,9,5,7,5,10,3,4,0,0,101
2024-03-09 07:00:00,4,6,5,6,0,8,8,10,11,12,4,8,10,7,3,4,0,0,106
2024-03-09 07:10:00,3,7,3,7,0,6,7,9,8,9,12,6,10,8,0,0,0,0,95
2024-03-09 07:20:00,4,7,6,5,1,6,11,11,12,13,5,3,9,13,3,5,0,0,114
2024-03-09 07:30:00,9,5,11,5,0,8,7,8,7,9,8,3,8,9,2,3,0,0,102
2024-03-09 07:40:00,10,6,13,9,1,12,9,10,14,9,7,5,11,8,3,3,0,0,130
2024-03-09 07:50:00,12,6,16,9,0,7,9,15,15,17,12,7,10,13,2,3,0,0,153
2024-03-09 08:00:00,12,7,12,7,0,9,5,12,4,14,12,6,5,8,3,1,0,0,117
2024-03-09 08:10:00,8,7,9,8,1,6,7,16,11,22,8,6,7,20,3,7,0,0,146
2024-03-09 08:20:00,9,6,10,5,0,7,13,10,16,17,12,6,13,9,5,4,0,0,142
2024-03-09 08:30:00,6,5,5,5,1,7,12,16,15,17,6,5,13,16,3,0,0,0,132
2024-03-09 08:40:00,10,11,11,14,2,17,11,14,16,18,13,9,14,16,4,5,0,0,185
2024-03-09 08:50:00,10,15,13,17,1,10,14,12,22,22,13,13,11,17,6,9,2,0,207
2024-03-09 09:00:00,13,11,14,15,8,11,14,20,24,28,12,11,16,22,4,5,2,0,230
2024-03-09 09:10:00,11,10,12,10,3,11,17,19,38,30,16,8,22,26,2,5,0,0,240
2024-03-09 09:20:00,11,11,14,14,8,14,22,27,30,40,24,12,20,35,3,3,0,0,288
2024-03-09 09:30:00,12,15,14,17,3,14,17,26,28,39,18,10,18,24,6,7,1,0,269
2024-03-09 09:40:00,17,19,20,19,12,14,18,17,42,27,43,16,26,25,6,8,2,0,331
2024-03-09 09:50:00,15,15,17,21,12,11,17,29,35,54,21,14,26,38,6,10,0,0,341
2024-03-09 10:00:00,11,16,16,18,7,14,19,21,30,34,15,11,21,21,7,8,3,0,272
2024-03-09 10:10:00,20,31,24,31,12,10,21,26,31,46,20,24,21,31,9,11,1,0,369
2024-03-09 10:20:00,15,21,18,23,12,18,22,24,32,48,15,19,22,30,8,10,0,0,337
2024-03-09 10:30:00,17,23,19,25,7,12,18,27,36,54,21,20,27,31,4,16,0,0,357
2024-03-09 10:40:00,19,16,22,25,3,13,23,20,31,37,19,16,21,24,5,8,1,0,303
2024-03-09 10:50:00,17,12,18,18,1,13,24,27,32,50,26,10,28,34,4,3,0,0,317
2024-03-09 11:00:00,22,23,29,29,5,14,18,21,41,47,20,21,22,27,8,8,1,0,356
2024-03-09 11:10:00,22,18,26,25,16,20,24,27,35,45,23,26,24,29,4,4,0,0,368
2024-03-09 11:20:00,19,23,21,27,7,18,26,26,43,55,23,23,29,28,8,7,0,0,383
2024-03-09 11:30:00,18,23,23,23,6,15,20,20,44,46,26,17,21,29,9,12,0,0,352
2024-03-09 11:40:00,25,33,32,39,12,20,24,27,40,50,19,23,26,32,9,11,1,0,423
2024-03-09 11:50:00,14,21,20,23,16,17,35,29,50,55,17,12,28,36,10,11,1,0,395
2024-03-09 12:00:00,25,23,35,29,16,22,21,21,31,43,27,22,20,30,14,12,0,0,391
2024-03-09 12:10:00,23,27,25,26,19,30,24,23,43,58,21,17,25,35,9,12,0,0,417
2024-03-09 12:20:00,30,30,37,32,22,26,24,23,44,54,24,21,24,34,9,12,0,0,446
2024-03-09 12:30:00,19,28,25,32,12,16,30,30,41,50,18,22,25,28,14,15,0,0,405
2024-03-09 12:40:00,20,27,29,27,6,24,27,19,44,62,25,19,26,34,9,14,1,0,413
2024-03-09 12:50:00,28,27,40,30,11,18,24,27,41,57,32,20,27,36,6,13,0,0,437
2024-03-09 13:00:00,25,37,39,49,12,22,20,19,40,43,19,24,21,25,11,10,1,0,417
2024-03-09 13:10:00,28,33,34,38,10,20,18,18,37,31,35,35,20,24,8,12,1,0,402
2024-03-09 13:20:00,19,29,24,33,12,20,21,23,35,56,24,23,23,36,13,11,1,0,403
2024-03-09 13:30:00,19,21,26,28,9,20,22,23,33,45,18,18,28,24,7,10,1,0,352
2024-03-09 13:40:00,25,34,36,39,2,22,26,23,43,49,29,32,29,24,8,12,2,0,435
2024-03-09 13:50:00,28,26,32,28,10,22,26,23,46,47,28,14,24,24,4,19,2,0,403
2024-03-09 14:00:00,25,29,29,31,2,18,21,17,40,57,26,21,25,37,6,16,0,0,400
2024-03-09 14:10:00,20,25,29,26,6,26,25,29,44,45,17,18,29,33,12,12,1,0,397
2024-03-09 14:20:00,29,29,36,29,9,28,21,17,33,29,18,19,23,25,10,7,2,0,364
2024-03-09 14:30:00,23,31,35,38,8,24,29,22,45,53,19,23,36,30,8,7,3,0,434
2024-03-09 14:40:00,28,27,34,28,2,24,26,30,41,43,25,20,24,31,9,7,1,0,400
2024-03-09 14:50:00,23,22,29,31,7,16,21,30,39,41,19,17,26,31,9,8,1,0,370
2024-03-09 15:00:00,32,25,40,40,6,31,22,20,30,39,25,14,18,23,11,6,2,0,384
2024-03-09 15:10:00,25,32,34,36,2,32,22,24,34,50,27,24,24,32,17,9,2,0,426
2024-03-09 15:20:00,24,25,32,30,0,31,29,28,35,41,19,18,27,23,10,11,1,0,384
2024-03-09 15:30:00,21,22,25,20,4,20,21,22,27,35,22,16,23,29,9,9,2,0,327
2024-03-09 15:40:00,22,23,28,29,5,28,22,26,29,38,24,19,18,29,5,9,1,0,355
2024-03-09 15:50:00,17,24,24,26,2,27,20,23,31,38,16,17,20,24,12,12,0,0,333
2024-03-09 16:00:00,18,20,26,24,3,20,20,25,27,48,16,14,20,30,12,12,1,0,336
2024-03-09 16:10:00,25,23,33,25,1,13,18,25,32,41,23,19,23,25,12,12,0,0,350
2024-03-09 16:20:00,22,26,29,33,1,18,18,23,27,31,20,18,24,26,6,10,0,0,332
2024-03-09 16:30:00,26,22,39,29,3,20,19,18,27,34,18,16,19,25,13,13,0,0,341
2024-03-09 16:40:00,20,16,28,20,5,19,28,23,31,31,26,11,25,22,6,16,0,0,327
2024-03-09 16:50:00,11,23,16,27,6,16,19,25,30,37,17,16,21,29,8,13,1,0,315
2024-03-09 17:00:00,22,22,25,25,5,18,20,17,32,38,22,17,20,24,9,14,0,0,330
2024-03-09 17:10:00,13,20,19,22,1,20,24,17,39,35,23,14,24,25,9,11,1,0,317
2024-03-09 17:20:00,19,25,22,32,4,34,22,22,29,34,16,25,19,23,4,10,0,0,340
2024-03-09 17:30:00,18,36,29,43,1,19,21,20,31,34,20,27,24,27,6,12,4,0,372
2024-03-09 17:40:00,12,17,15,15,6,32,23,28,32,40,15,10,22,27,6,8,1,0,309
2024-03-09 17:50:00,21,23,26,25,3,18,17,22,26,42,23,19,16,28,9,13,4,0,335
2024-03-09 18:00:00,19,27,20,29,2,21,22,25,46,38,24,22,32,20,7,12,0,0,366
2024-03-09 18:10:00,19,19,23,20,1,14,11,26,26,43,18,15,16,31,4,9,0,0,295
2024-03-09 18:20:00,19,18,24,21,1,22,16,22,26,32,86,14,17,20,8,9,2,0,357
2024-03-09 18:30:00,15,19,24,22,2,28,15,19,32,40,20,16,22,24,14,16,0,0,328
2024-03-09 18:40:00,23,18,31,25,2,18,20,20,31,40,40,17,19,30,14,8,2,0,358
2024-03-09 18:50:00,15,16,23,18,0,17,20,13,30,23,33,13,23,15,10,13,0,0,282
2024-03-09 19:00:00,22,22,34,25,0,26,16,21,26,39,28,19,17,29,16,13,0,0,353
2024-03-09 19:10:00,12,18,16,20,0,21,14,16,30,34,28,20,15,25,13,11,0,0,293
2024-03-09 19:20:00,18,21,24,22,0,21,15,16,24,32,27,16,14,24,16,18,1,0,309
2024-03-09 19:30:00,20,18,31,27,0,8,11,14,21,20,28,18,17,15,19,21,2,0,290
2024-03-09 19:40:00,19,16,35,22,0,13,15,15,23,28,37,11,17,17,33,17,0,0,318
2024-03-09 19:50:00,16,14,21,14,0,17,13,14,18,21,28,11,17,22,11,16,0,0,253
2024-03-09 20:00:00,16,22,30,19,1,10,15,15,23,25,30,14,18,18,15,13,0,0,284
2024-03-09 20:10:00,15,15,23,25,0,17,11,17,18,26,24,16,15,21,13,11,0,0,267
2024-03-09 20:20:00,13,18,20,20,0,14,14,14,16,14,20,13,11,12,17,11,0,0,227
2024-03-09 20:30:00,12,17,22,18,0,17,21,12,18,17,18,12,14,13,13,15,0,0,239
2024-03-09 20:40:00,15,15,19,15,1,13,15,14,21,25,13,14,15,18,17,12,1,0,243
2024-03-09 20:50:00,14,22,25,16,0,22,10,17,21,16,12,11,15,14,69,15,0,0,299
2024-03-09 21:00:00,11,15,17,16,0,11,12,11,18,19,27,11,11,15,10,23,1,0,228
2024-03-09 21:10:00,11,14,21,14,1,13,14,16,12,22,19,13,12,18,14,17,1,0,232
2024-03-09 21:20:00,11,12,14,15,1,10,6,12,9,12,15,9,9,12,12,10,0,0,169
2024-03-09 21:30:00,6,12,9,18,0,14,10,16,9,16,15,11,8,12,5,11,0,0,172
2024-03-09 21:40:00,18,10,21,12,0,9,8,12,11,13,23,14,7,10,13,19,0,0,200
2024-03-09 21:50:00,14,14,24,17,0,9,8,14,13,13,12,10,9,10,12,18,0,0,197
2024-03-09 22:00:00,10,12,13,16,0,13,9,11,11,9,9,14,11,9,9,10,0,0,166
2024-03-09 22:10:00,9,9,10,14,0,12,10,13,11,24,9,8,10,20,5,8,0,0,172
2024-03-09 22:20:00,20,16,26,20,0,9,11,15,15,20,19,10,12,17,19,14,0,0,243
2024-03-09 22:30:00,18,11,21,13,1,5,15,14,12,17,16,12,12,14,21,22,0,0,224
2024-03-09 22:40:00,23,19,31,20,1,12,7,18,11,14,18,10,9,13,21,22,2,0,251
2024-03-09 22:50:00,15,12,23,12,0,6,16,14,16,25,13,5,13,20,20,18,0,0,228
2024-03-09 23:00:00,9,5,10,9,1,15,5,9,7,13,6,5,10,10,11,26,1,0,152
2024-03-09 23:10:00,12,14,16,16,0,27,7,11,5,11,13,9,4,8,14,9,0,0,176
2024-03-09 23:20:00,6,11,11,13,0,7,13,8,12,12,8,12,11,10,3,11,0,0,148
2024-03-09 23:30:00,6,2,6,5,0,6,10,10,9,13,9,2,10,11,3,11,0,0,113
2024-03-09 23:40:00,17,21,27,14,0,10,12,15,12,18,7,6,15,12,23,19,1,0,229
2024-03-09 23:50:00,7,9,11,9,1,10,8,11,8,10,4,6,7,11,13,14,3,0,142
2024-03-10 00:00:00,12,8,13,9,0,5,5,6,5,5,12,13,5,6,12,12,1,0,129
2024-03-10 00:10:00,8,4,12,3,1,3,7,12,6,10,6,3,6,6,12,10,0,0,109
2024-03-10 00:20:00,6,6,7,7,0,7,3,10,3,9,7,8,5,13,9,17,0,0,117
2024-03-10 00:30:00,3,4,3,4,0,8,7,6,8,7,2,3,5,6,9,5,0,0,80
2024-03-10 00:40:00,7,5,8,2,0,8,8,8,8,10,8,3,7,7,30,8,0,0,127
2024-03-10 00:50:00,6,5,5,6,1,5,10,13,10,14,7,4,8,13,3,6,0,0,116
2024-03-10 01:00:00,3,8,6,7,0,3,10,9,8,6,3,5,7,5,8,19,0,0,107
2024-03-10 01:10:00,3,5,4,7,0,3,5,6,4,5,4,7,5,5,3,7,1,0,74
2024-03-10 01:20:00,2,7,3,6,0,5,3,9,3,7,4,6,3,7,0,9,0,0,74
2024-03-10 01:30:00,5,5,7,4,0,1,4,6,4,6,8,2,4,2,5,4,0,0,67
2024-03-10 01:40:00,9,8,14,6,0,0,3,6,2,7,7,2,3,5,14,8,0,0,94
2024-03-10 01:50:00,2,4,3,3,0,2,3,7,3,5,2,3,3,5,1,3,0,0,49
2024-03-10 02:00:00,3,3,3,3,0,6,3,2,4,3,3,2,5,2,4,5,0,0,51
2024-03-10 02:10:00,2,3,3,3,0,0,6,4,4,4,5,2,4,3,2,4,0,0,49
2024-03-10 02:20:00,3,0,3,0,0,4,2,4,4,4,3,0,4,3,2,6,0,0,42
2024-03-10 02:30:00,3,7,6,8,0,1,0,7,2,5,4,4,1,4,5,5,0,0,62
2024-03-10 02:40:00,2,3,3,1,0,3,1,1,1,1,5,1,1,1,2,0,0,0,26
2024-03-10 02:50:00,0,4,0,3,0,0,0,1,0,1,0,2,0,1,1,5,0,0,18
2024-03-10 03:00:00,4,2,4,2,0,1,2,1,2,1,4,0,3,1,4,5,0,0,36
2024-03-10 03:10:00,1,2,1,1,0,0,0,7,1,6,0,1,0,6,2,1,0,0,29
2024-03-10 03:20:00,2,1,2,1,0,0,0,2,0,2,3,0,0,1,0,0,0,0,14
2024-03-10 03:30:00,0,0,0,0,0,2,3,0,2,0,0,0,3,1,0,3,0,0,14
2024-03-10 03:40:00,0,2,1,1,0,3,3,3,3,2,0,1,3,3,1,2,0,0,28
2024-03-10 03:50:00,2,1,3,1,0,2,2,1,2,2,1,0,2,2,2,6,0,0,29
2024-03-10 04:00:00,0,3,0,3,0,0,2,4,3,4,7,5,2,3,0,2,0,0,38
2024-03-10 04:10:00,5,3,5,2,0,1,2,2,2,3,3,0,2,2,10,10,0,0,52
2024-03-10 04:20:00,1,2,2,2,0,2,1,5,1,4,1,2,1,5,2,3,0,0,34
2024-03-10 04:30:00,1,1,1,0,0,4,1,0,1,1,0,0,1,0,2,2,0,0,15
2024-03-10 04:40:00,0,3,0,2,0,1,3,1,3,1,3,2,3,1,0,0,0,0,23
2024-03-10 04:50:00,2,1,3,1,0,1,6,2,3,4,3,1,3,2,0,3,0,0,35
2024-03-10 05:00:00,0,0,0,0,0,1,0,1,0,1,3,0,0,1,0,0,0,0,7
2024-03-10 05:10:00,1,1,1,3,0,2,7,5,5,4,1,2,5,4,0,0,0,0,41
2024-03-10 05:20:00,1,7,3,5,0,1,7,7,4,6,14,3,5,2,4,8,0,0,77
2024-03-10 05:30:00,4,5,7,4,0,2,3,4,4,4,5,2,4,3,5,10,0,0,66
2024-03-10 05:40:00,1,3,1,4,0,3,7,2,8,2,2,2,6,3,2,0,1,0,47
2024-03-10 05:50:00,2,6,4,9,0,2,4,0,5,1,7,6,5,0,5,6,0,0,62
2024-03-10 06:00:00,1,5,2,3,0,0,2,4,3,3,4,3,3,3,0,5,0,0,41
2024-03-10 06:10:00,5,3,6,3,0,0,2,3,2,2,5,1,2,2,8,6,0,0,50
2024-03-10 06:20:00,1,2,2,2,0,3,3,4,3,4,3,1,1,4,3,2,0,0,38
2024-03-10 06:30:00,6,3,6,4,0,1,4,6,3,6,5,3,4,4,9,5,0,0,69
2024-03-10 06:40:00,4,1,4,3,0,5,2,2,2,2,3,0,2,2,1,0,0,0,33
2024-03-10 06:50:00,3,4,3,4,0,4,4,2,3,2,4,4,4,2,1,4,0,0,48
2024-03-10 07:00:00,4,2,5,3,0,3,2,3,2,3,2,3,2,2,4,2,0,0,42
2024-03-10 07:10:00,3,3,4,3,0,1,6,6,6,7,4,4,7,5,2,1,0,0,62
2024-03-10 07:20:00,1,1,2,1,2,2,1,8,1,7,2,0,2,5,3,2,0,0,40
2024-03-10 07:30:00,3,4,3,4,0,6,1,3,1,4,5,4,0,4,1,3,0,0,46
2024-03-10 07:40:00,4,1,5,1,0,3,4,8,4,8,3,0,5,8,1,1,0,0,56
2024-03-10 07:50:00,1,3,1,2,2,2,6,5,5,6,2,5,6,5,0,1,0,0,52
2024-03-10 08:00:00,2,2,2,3,0,2,4,5,5,5,3,2,3,5,2,3,0,0,48
2024-03-10 08:10:00,4,6,4,7,0,2,5,3,6,3,2,6,6,2,2,2,0,0,60
2024-03-10 08:20:00,2,0,2,1,0,4,6,7,7,7,3,0,5,6,0,0,0,0,50
2024-03-10 08:30:00,6,4,5,2,2,4,2,5,3,4,7,3,4,5,4,3,0,0,63
2024-03-10 08:40:00,4,5,4,4,0,5,8,12,8,10,4,3,7,8,1,0,0,0,83
2024-03-10 08:50:00,6,5,7,5,0,9,10,7,12,6,7,4,11,7,1,0,0,0,97
2024-03-10 09:00:00,7,3,8,3,0,5,8,6,8,6,9,3,9,5,1,3,0,0,84
2024-03-10 09:10:00,6,4,7,5,0,10,14,12,11,11,6,4,7,8,3,4,0,0,112
2024-03-10 09:20:00,7,5,6,6,2,6,12,11,15,19,4,4,16,13,3,2,0,0,131
2024-03-10 09:30:00,6,9,7,9,0,4,11,11,17,16,9,7,14,9,2,3,0,0,134
2024-03-10 09:40:00,6,6,6,8,1,4,9,12,15,17,7,7,14,14,2,1,0,0,129
2024-03-10 09:50:00,8,10,9,11,1,12,11,11,17,16,7,8,12,11,4,2,0,0,150
2024-03-10 10:00:00,6,8,8,8,1,12,20,13,22,16,10,6,18,16,4,2,1,0,171
2024-03-10 10:10:00,7,10,9,12,2,9,11,8,16,13,7,9,14,10,2,3,1,0,143
2024-03-10 10:20:00,11,10,14,11,1,14,14,13,18,18,7,4,14,13,6,4,4,0,176
2024-03-10 10:30:00,4,10,5,10,3,6,11,16,14,18,8,8,12,15,1,4,0,0,145
2024-03-10 10:40:00,14,9,15,14,1,11,8,13,9,18,14,7,7,12,4,2,0,0,158
2024-03-10 10:50:00,7,7,10,9,1,11,11,17,21,25,10,7,15,17,3,2,0,0,173
2024-03-10 11:00:00,5,8,8,7,1,12,22,14,15,19,3,5,11,14,8,4,0,0,156
2024-03-10 11:10:00,7,12,11,14,1,6,11,7,13,16,8,11,13,10,5,5,0,0,150
2024-03-10 11:20:00,11,10,13,8,2,12,12,17,21,25,12,8,13,22,5,3,0,0,194
2024-03-10 11:30:00,14,12,15,15,4,19,13,13,17,18,16,13,15,13,5,3,2,0,207
2024-03-10 11:40:00,12,13,17,13,0,14,11,13,21,20,15,8,15,14,10,3,0,0,199
2024-03-10 11:50:00,16,12,19,12,0,9,16,15,24,21,14,7,17,19,6,4,2,0,213
2024-03-10 12:00:00,20,10,24,13,0,13,16,15,23,27,16,10,17,19,13,4,0,0,240
2024-03-10 12:10:00,26,21,28,21,1,15,14,14,17,31,22,19,14,23,10,6,4,0,286
2024-03-10 12:20:00,14,18,17,23,1,21,19,22,23,36,20,17,17,17,7,7,0,0,279
2024-03-10 12:30:00,9,17,8,20,4,14,17,15,32,39,12,13,21,18,7,5,2,0,253
2024-03-10 12:40:00,13,13,16,15,2,16,14,16,19,21,13,10,14,18,10,7,1,0,218
2024-03-10 12:50:00,12,12,12,13,0,17,21,16,22,26,11,9,20,20,3,7,0,0,221
2024-03-10 13:00:00,13,12,15,14,2,14,18,21,25,29,18,12,18,21,7,12,1,0,252
2024-03-10 13:10:00,14,20,19,23,1,17,14,13,19,23,16,29,15,15,6,6,0,0,250
2024-03-10 13:20:00,15,19,25,17,2,12,17,20,29,30,14,11,22,21,10,13,0,0,277
2024-03-10 13:30:00,10,16,16,17,3,20,18,18,21,28,11,11,19,14,11,9,3,0,245
2024-03-10 13:40:00,20,18,26,23,5,22,14,11,21,24,18,9,15,16,10,14,1,0,267
2024-03-10 13:50:00,23,20,36,27,1,14,13,17,19,24,18,16,18,16,11,14,1,0,288
2024-03-10 14:00:00,23,15,29,19,3,24,14,15,23,20,15,7,21,12,6,9,0,0,255
2024-03-10 14:10:00,21,18,24,19,0,19,20,21,22,26,19,16,14,20,7,9,1,0,276
2024-03-10 14:20:00,20,24,26,24,0,28,10,14,19,17,16,16,12,18,9,13,5,0,271
2024-03-10 14:30:00,22,19,26,23,1,16,22,25,34,36,15,13,25,32,13,13,0,0,335
2024-03-10 14:40:00,19,20,32,28,1,23,20,12,26,21,19,10,22,17,12,10,0,0,292
2024-03-10 14:50:00,18,14,23,14,3,19,16,22,37,36,16,10,17,26,8,6,2,0,287
2024-03-10 15:00:00,16,20,21,21,3,23,23,19,28,23,11,13,20,17,8,15,0,0,281
2024-03-10 15:10:00,12,13,16,16,1,22,13,14,21,29,12,10,12,24,6,9,0,0,230
2024-03-10 15:20:00,21,26,30,24,0,10,24,23,32,38,16,13,24,22,13,13,3,0,332
2024-03-10 15:30:00,16,15,24,16,1,18,24,19,26,26,24,13,18,20,8,11,1,0,280
2024-03-10 15:40:00,15,22,28,23,3,16,18,12,20,28,16,15,15,21,12,12,1,0,277
2024-03-10 15:50:00,15,17,31,22,4,20,14,18,24,29,9,7,20,21,16,13,1,0,281
