datetime,D1Z,D2Z,D3Z,D4Z,D5Z,D6Z,V21Z,V22Z,V51Z,V52Z,V81Z,V82Z,V211Z,V212Z,V811Z,V812Z,V1111Z,V1112Z,Total
2024-03-17 09:50:00,14,16,17,16,2,10,14,14,20,21,11,17,13,12,4,3,0,0,204
2024-03-17 10:00:00,8,12,11,12,0,16,11,14,18,22,11,8,15,18,3,4,0,0,183
2024-03-17 10:10:00,5,3,6,2,3,15,13,13,20,19,9,3,17,14,4,1,0,0,147
2024-03-17 10:20:00,10,12,14,11,7,15,12,10,18,23,8,5,14,15,6,8,1,0,189
2024-03-17 10:30:00,13,7,15,5,0,10,8,16,11,25,9,4,9,18,7,6,1,0,164
2024-03-17 10:40:00,5,10,6,10,4,8,10,13,14,30,7,9,10,16,3,3,1,0,159
2024-03-17 10:50:00,13,8,12,10,4,10,11,17,24,25,16,11,17,23,2,0,1,0,204
2024-03-17 11:00:00,8,18,9,15,1,11,12,15,17,19,11,11,11,14,6,7,0,0,185
2024-03-17 11:10:00,8,11,10,11,0,18,10,13,20,28,11,7,12,21,5,4,0,0,189
2024-03-17 11:20:00,9,20,12,20,3,16,14,15,16,28,13,13,14,18,7,4,0,0,222
2024-03-17 11:30:00,20,13,26,14,2,17,11,12,20,15,24,18,15,11,10,10,0,0,238
2024-03-17 11:40:00,17,18,24,17,1,19,11,10,11,23,9,14,13,17,11,11,0,0,226
2024-03-17 11:50:00,20,18,26,17,0,13,18,15,25,33,16,14,15,14,10,9,0,0,263
2024-03-17 12:00:00,18,24,24,29,0,13,13,15,16,23,19,18,13,20,13,7,1,0,266
2024-03-17 12:10:00,27,20,36,23,1,15,12,15,21,34,22,13,17,23,9,13,0,0,301
2024-03-17 12:20:00,17,14,22,11,7,26,12,19,20,30,16,11,11,22,8,7,0,0,253
2024-03-17 12:30:00,29,20,25,19,1,18,18,16,22,27,21,11,19,20,9,10,2,0,287
2024-03-17 12:40:00,19,18,22,22,2,16,18,21,28,29,13,13,22,21,8,7,2,0,281
2024-03-17 12:50:00,13,8,18,13,4,15,14,16,29,32,10,6,18,20,5,4,0,0,225
2024-03-17 13:00:00,23,16,26,22,3,12,10,11,18,23,17,12,12,10,6,7,0,0,228
2024-03-17 13:10:00,17,19,19,22,2,22,14,18,24,29,16,15,19,23,4,2,1,0,266
2024-03-17 13:20:00,19,19,23,22,3,15,15,20,23,26,19,11,17,21,6,13,0,0,272
2024-03-17 13:30:00,17,19,28,19,3,20,15,15,31,30,13,10,21,24,7,8,1,0,281
2024-03-17 13:40:00,11,18,15,23,1,13,16,16,20,26,14,19,19,14,5,2,1,0,233
2024-03-17 13:50:00,23,25,29,24,3,17,8,14,15,26,13,13,11,23,14,8,0,0,266
2024-03-17 14:00:00,24,27,32,29,1,23,19,16,26,24,14,16,21,11,14,12,0,0,309
2024-03-17 14:10:00,13,19,16,22,3,14,17,12,25,19,14,16,22,12,7,8,1,0,240
2024-03-17 14:20:00,22,17,32,17,0,20,10,14,19,20,15,8,16,19,9,8,3,0,249
2024-03-17 14:30:00,16,28,24,27,3,21,15,16,28,23,14,17,16,16,12,9,0,0,285
2024-03-17 14:40:00,22,21,28,25,2,17,17,23,33,31,14,15,27,26,11,10,4,0,326
2024-03-17 14:50:00,7,15,11,18,5,21,15,17,17,26,9,11,15,16,5,6,0,0,214
2024-03-17 15:00:00,18,18,26,23,1,25,20,18,25,28,14,15,19,23,9,11,0,0,293
2024-03-17 15:10:00,13,21,17,21,6,15,15,12,26,20,12,11,18,12,8,10,1,0,238
2024-03-17 15:20:00,14,15,22,21,4,20,19,15,29,28,9,15,20,22,10,15,0,0,278
2024-03-17 15:30:00,16,21,25,24,3,18,17,12,34,17,12,13,19,17,7,10,2,0,267
2024-03-17 15:40:00,9,16,18,18,6,11,11,22,19,29,13,7,12,25,12,8,1,0,237
2024-03-17 15:50:00,12,16,18,19,1,16,17,14,22,21,11,15,18,16,9,5,1,0,231
2024-03-17 16:00:00,14,17,21,19,1,17,16,14,26,29,14,10,18,19,9,7,0,0,251
2024-03-17 16:10:00,20,25,32,26,4,13,21,14,31,28,13,14,22,16,15,14,2,0,310
2024-03-17 16:20:00,17,14,23,18,3,22,12,14,23,24,19,13,14,19,10,4,0,0,249
2024-03-17 16:30:00,15,15,19,14,5,14,13,18,20,22,15,9,16,16,11,9,2,0,233
2024-03-17 16:40:00,12,16,14,19,2,16,9,18,13,23,15,18,15,14,4,6,1,0,215
2024-03-17 16:50:00,22,18,30,29,2,13,20,13,27,29,17,14,19,18,11,8,3,0,293
2024-03-17 17:00:00,18,17,25,21,2,27,13,11,18,15,13,12,15,16,10,9,0,0,242
2024-03-17 17:10:00,15,15,26,17,2,21,20,13,28,26,11,10,21,17,8,8,2,0,260
2024-03-17 17:20:00,17,20,18,25,1,14,17,17,24,24,12,14,22,17,8,7,0,0,257
2024-03-17 17:30:00,20,18,27,20,1,23,20,17,28,29,33,13,20,24,11,16,1,0,321
2024-03-17 17:40:00,20,14,22,20,1,16,16,14,21,26,17,15,19,19,6,9,2,0,257
2024-03-17 17:50:00,16,16,21,15,0,19,17,21,22,29,14,8,16,22,9,10,0,0,255
2024-03-17 18:00:00,15,19,21,23,0,19,24,17,25,34,18,11,15,26,9,15,0,0,291
2024-03-17 18:10:00,15,18,25,24,1,17,17,18,29,29,10,10,21,21,9,20,0,0,284
2024-03-17 18:20:00,17,15,22,20,0,22,16,19,23,30,15,9,16,22,7,11,1,0,265
2024-03-17 18:30:00,16,20,22,23,4,18,14,13,22,22,14,13,14,14,11,11,5,0,256
2024-03-17 18:40:00,18,14,14,17,2,18,12,11,14,27,22,15,15,21,5,5,0,0,230
2024-03-17 18:50:00,10,7,12,8,1,15,43,23,22,25,22,6,16,16,6,11,1,0,244
2024-03-17 19:00:00,15,11,19,10,0,20,10,17,11,20,25,13,10,21,7,16,0,0,225
2024-03-17 19:10:00,10,14,13,11,0,14,18,15,23,26,23,5,17,19,13,15,0,0,236
2024-03-17 19:20:00,13,19,22,18,1,12,14,9,15,13,15,11,12,7,22,25,0,0,228
2024-03-17 19:30:00,12,12,15,14,2,9,7,12,18,19,14,9,10,15,39,22,0,0,229
2024-03-17 19:40:00,18,14,23,16,0,7,19,10,29,26,27,12,19,15,16,10,1,0,262
2024-03-17 19:50:00,10,16,16,20,1,13,14,17,28,24,16,14,15,22,21,18,0,0,265
2024-03-17 20:00:00,17,14,23,8,0,15,38,15,26,23,16,9,20,19,19,24,0,0,286
2024-03-17 20:10:00,17,14,17,16,1,7,13,9,19,13,19,14,17,12,13,16,3,0,220
2024-03-17 20:20:00,11,11,14,8,0,7,11,19,19,22,14,7,13,22,11,14,0,0,203
2024-03-17 20:30:00,12,8,17,10,1,9,10,14,18,24,23,5,10,19,11,20,0,0,211
2024-03-17 20:40:00,11,10,12,11,0,7,13,10,18,12,20,9,14,13,11,12,2,0,185
2024-03-17 20:50:00,12,8,13,9,0,5,9,9,11,13,21,8,8,9,5,9,0,0,149
2024-03-17 21:00:00,10,16,13,15,1,7,10,11,13,16,19,17,9,13,10,6,2,0,188
2024-03-17 21:10:00,12,10,17,10,0,18,9,14,11,10,17,6,9,11,14,15,0,0,183
2024-03-17 21:20:00,10,15,16,18,0,11,8,9,6,9,17,16,6,7,7,19,0,0,174
2024-03-17 21:30:00,10,12,16,15,0,13,13,11,11,14,16,10,9,10,5,7,0,0,172
2024-03-17 21:40:00,10,10,14,10,0,15,6,13,9,10,17,12,12,11,9,10,0,0,168
2024-03-17 21:50:00,9,11,12,12,0,15,6,18,8,18,12,10,6,12,4,11,0,0,164
2024-03-17 22:00:00,11,8,10,6,0,8,6,15,5,15,12,5,4,11,7,12,0,0,135
2024-03-17 22:10:00,10,6,8,9,0,10,7,9,6,11,13,5,8,10,4,6,0,0,122
2024-03-17 22:20:00,7,6,8,6,0,11,6,9,7,7,14,5,9,7,9,10,0,0,121
2024-03-17 22:30:00,6,8,7,10,2,7,5,7,4,7,7,12,4,7,6,8,0,0,107
2024-03-17 22:40:00,9,15,17,13,0,6,15,17,14,15,6,5,10,11,15,20,0,0,188
2024-03-17 22:50:00,10,8,13,4,0,5,3,2,2,1,11,5,4,2,12,10,0,0,92
2024-03-17 23:00:00,6,8,7,7,0,5,4,3,4,3,10,7,4,4,2,5,1,0,80
2024-03-17 23:10:00,5,9,5,6,0,3,5,4,6,5,3,8,5,4,2,11,0,0,81
2024-03-17 23:20:00,2,4,3,3,0,5,7,14,5,10,4,3,6,8,1,6,0,0,81
2024-03-17 23:30:00,1,2,2,2,0,5,7,5,9,9,2,2,6,6,0,6,0,0,64
2024-03-17 23:40:00,1,4,2,3,0,3,2,3,3,3,4,3,3,3,3,6,0,0,46
2024-03-17 23:50:00,6,3,7,5,0,4,2,0,2,0,5,2,2,0,3,4,0,0,45
2024-03-18 00:00:00,3,2,5,3,0,1,3,2,3,2,7,0,3,2,3,2,0,0,41
2024-03-18 00:10:00,1,1,1,2,0,4,4,5,3,4,0,2,2,4,1,0,0,0,34
2024-03-18 00:20:00,2,1,2,1,0,3,5,1,5,2,1,1,3,1,1,7,0,0,36
2024-03-18 00:30:00,3,4,5,4,0,1,2,2,2,2,4,4,3,1,6,13,0,0,56
2024-03-18 00:40:00,0,7,3,4,0,0,3,4,2,4,1,1,2,5,6,7,0,0,49
2024-03-18 00:50:00,1,3,1,2,0,2,1,1,1,1,0,3,1,1,2,2,0,0,22
2024-03-18 01:00:00,0,0,0,0,0,0,2,5,2,3,1,0,1,2,0,10,0,0,26
2024-03-18 01:10:00,1,2,3,3,0,4,0,1,1,1,0,1,1,0,3,5,0,0,26
2024-03-18 01:20:00,0,1,0,1,0,1,0,1,1,1,2,0,1,0,0,1,0,0,10
2024-03-18 01:30:00,3,2,3,3,0,1,0,3,0,2,1,1,0,2,1,5,0,0,27
2024-03-18 01:40:00,0,3,0,2,0,0,0,0,0,0,1,3,0,0,2,2,0,0,13
2024-03-18 01:50:00,0,0,0,0,0,2,1,0,1,1,0,0,2,0,0,0,0,0,7
2024-03-18 02:00:00,2,1,2,1,0,0,2,2,1,1,4,1,1,1,0,2,0,0,21
2024-03-18 02:10:00,0,3,3,3,0,0,1,1,1,1,0,0,2,1,3,5,0,0,24
2024-03-18 02:20:00,0,1,1,1,0,0,1,1,1,1,1,1,2,1,1,2,0,0,15
2024-03-18 02:30:00,1,1,1,1,0,1,3,0,2,0,2,0,2,0,0,0,0,0,14
2024-03-18 02:40:00,2,1,3,2,0,1,0,0,0,0,2,1,0,0,2,3,0,0,17
2024-03-18 02:50:00,1,1,1,1,1,1,1,1,1,2,4,1,1,1,0,3,0,0,21
2024-03-18 03:00:00,0,2,1,1,0,1,1,2,1,1,2,0,1,2,1,1,0,0,17
2024-03-18 03:10:00,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,3,0,0,11
2024-03-18 03:20:00,3,2,3,1,0,1,0,2,0,1,3,0,0,1,3,4,0,0,24
2024-03-18 03:30:00,2,3,2,4,0,1,1,0,1,0,2,3,1,0,0,0,0,0,20
2024-03-18 03:40:00,2,3,2,2,0,1,0,4,0,3,1,1,0,3,1,3,0,0,26
2024-03-18 03:50:00,0,0,0,0,0,2,0,1,0,1,2,0,0,2,0,0,0,0,8
2024-03-18 04:00:00,2,2,3,2,0,0,1,3,1,3,7,0,1,5,0,0,0,0,30
2024-03-18 04:10:00,1,1,1,1,0,0,1,2,1,2,3,1,1,2,0,0,0,0,17
2024-03-18 04:20:00,1,0,1,0,0,0,2,2,2,2,2,0,2,1,2,0,0,0,17
2024-03-18 04:30:00,0,0,0,0,0,0,2,2,2,2,4,1,3,3,1,2,0,0,22
2024-03-18 04:40:00,0,3,1,3,0,0,6,6,6,6,3,2,5,6,2,1,0,0,50
2024-03-18 04:50:00,1,1,1,1,0,1,6,7,8,5,11,1,6,2,0,0,0,0,51
2024-03-18 05:00:00,2,3,2,3,0,3,9,8,17,11,15,6,11,8,4,2,0,0,104
2024-03-18 05:10:00,3,9,6,6,0,7,15,11,14,14,7,4,12,12,7,3,0,0,130
2024-03-18 05:20:00,7,7,10,6,0,6,15,14,14,14,12,4,11,12,6,9,0,0,147
2024-03-18 05:30:00,2,4,4,4,0,6,14,15,27,25,13,3,24,18,1,5,0,0,165
2024-03-18 05:40:00,4,11,6,11,0,4,17,13,39,40,20,11,20,21,6,13,0,0,236
2024-03-18 05:50:00,6,9,6,10,0,9,20,8,26,28,17,14,20,18,5,18,0,0,214
2024-03-18 06:00:00,6,11,8,12,0,9,20,21,29,32,19,8,16,23,3,4,0,0,221
2024-03-18 06:10:00,6,9,8,8,0,10,12,18,26,37,13,8,17,30,8,6,0,0,216
2024-03-18 06:20:00,8,16,8,20,0,12,16,18,40,43,13,15,23,24,8,2,0,0,266
2024-03-18 06:30:00,10,8,11,16,0,10,20,16,33,48,11,13,22,26,3,5,0,0,252
2024-03-18 06:40:00,9,12,10,13,4,8,18,20,48,59,13,11,21,32,1,3,0,0,282
2024-03-18 06:50:00,18,18,23,25,7,12,30,29,47,49,24,13,30,37,4,11,0,0,377
2024-03-18 07:00:00,13,21,16,20,4,18,28,28,42,61,17,22,25,34,3,8,0,0,360
2024-03-18 07:10:00,17,28,20,37,8,24,36,27,46,51,19,27,27,34,4,6,1,0,412
2024-03-18 07:20:00,27,27,31,35,6,21,38,44,55,58,25,21,37,41,7,5,1,0,479
2024-03-18 07:30:00,15,29,19,37,5,30,29,34,59,55,23,23,21,33,6,4,0,0,422
2024-03-18 07:40:00,21,40,28,44,10,20,36,46,63,65,32,32,36,45,9,9,0,0,536
2024-03-18 07:50:00,16,24,26,31,17,19,30,28,61,64,19,21,37,34,8,6,0,0,441
2024-03-18 08:00:00,27,43,36,43,19,15,29,32,49,65,27,32,34,40,14,13,2,0,520
2024-03-18 08:10:00,17,27,26,25,15,13,32,44,46,70,21,21,22,45,7,11,0,0,442
2024-03-18 08:20:00,25,27,34,37,16,17,20,22,45,96,29,24,40,52,5,9,0,0,498
2024-03-18 08:30:00,26,30,29,33,14,20,36,47,57,69,22,23,38,43,10,11,1,0,509
2024-03-18 08:40:00,17,25,22,30,14,18,33,27,65,70,21,22,32,36,7,8,0,0,447
2024-03-18 08:50:00,23,18,27,25,15,18,30,33,46,53,27,20,30,30,4,5,1,0,405
2024-03-18 09:00:00,17,18,17,20,9,26,33,29,45,69,17,19,30,33,7,5,2,0,396
2024-03-18 09:10:00,15,30,24,28,5,20,29,29,51,53,20,20,34,31,10,11,0,0,410
2024-03-18 09:20:00,18,26,21,29,4,20,22,27,34,44,20,21,24,29,8,9,0,0,356
2024-03-18 09:30:00,16,34,27,35,5,27,23,27,43,62,25,26,24,32,11,13,0,0,430
2024-03-18 09:40:00,22,30,33,39,3,22,19,20,37,44,26,21,23,28,12,14,0,0,393
2024-03-18 09:50:00,21,23,25,25,3,25,30,30,49,55,20,19,36,31,8,2,0,0,402
2024-03-18 10:00:00,15,22,22,19,0,26,30,36,44,62,18,9,22,42,12,6,0,0,385
2024-03-18 10:10:00,22,20,27,27,3,19,24,22,43,40,21,18,28,28,11,10,0,0,363
2024-03-18 10:20:00,21,31,31,26,3,22,30,29,46,51,22,21,28,28,13,14,2,0,418
2024-03-18 10:30:00,20,18,28,21,5,23,25,21,50,45,19,18,20,27,4,10,0,0,354
2024-03-18 10:40:00,23,18,30,22,2,15,23,26,36,41,20,11,19,27,10,6,1,0,330
2024-03-18 10:50:00,17,23,23,25,1,20,23,33,44,53,16,16,24,35,9,10,0,0,372
2024-03-18 11:00:00,18,28,28,31,3,27,23,22,32,38,20,19,22,23,12,13,0,0,359
2024-03-18 11:10:00,25,23,38,23,2,22,25,30,36,51,26,16,25,33,14,16,0,0,405
2024-03-18 11:20:00,18,22,21,28,2,20,21,27,43,49,17,20,30,33,10,8,1,0,370
2024-03-18 11:30:00,20,24,25,25,2,22,23,23,36,44,21,17,19,21,12,10,0,0,344
2024-03-18 11:40:00,30,28,37,35,2,18,21,22,40,58,27,25,22,30,9,12,0,0,416
2024-03-18 11:50:00,18,31,27,37,2,20,27,26,38,50,21,26,21,25,9,11,2,0,391
2024-03-18 12:00:00,26,43,50,47,3,32,28,26,41,47,21,24,31,34,17,20,0,0,490
2024-03-18 12:10:00,20,33,30,41,4,15,22,22,36,40,21,23,25,29,10,11,2,0,384
2024-03-18 12:20:00,27,39,36,42,1,23,21,35,45,52,23,27,27,30,12,14,0,0,454
2024-03-18 12:30:00,25,32,36,33,3,28,19,25,34,49,24,21,19,26,10,15,3,0,402
2024-03-18 12:40:00,28,29,39,30,3,22,28,25,38,42,28,24,21,27,9,15,1,0,409
2024-03-18 12:50:00,34,38,51,56,6,25,25,29,35,45,28,26,23,27,12,15,1,0,476
2024-03-18 13:00:00,30,36,58,50,1,18,21,26,43,48,22,22,28,31,16,10,2,0,462
2024-03-18 13:10:00,24,33,40,46,2,25,26,26,41,54,21,23,25,33,15,17,0,0,451
2024-03-18 13:20:00,26,34,32,37,5,32,26,28,36,46,20,26,28,31,12,19,1,0,439
2024-03-18 13:30:00,30,40,42,43,1,26,19,22,31,41,25,29,21,31,12,21,1,0,435
2024-03-18 13:40:00,29,39,37,48,3,19,27,24,37,42,26,30,25,29,13,4,7,0,439
2024-03-18 13:50:00,26,31,36,42,3,26,23,23,39,37,26,22,21,27,0,14,2,0,398
2024-03-18 14:00:00,21,34,28,38,1,39,23,23,43,40,22,23,23,30,8,13,1,0,410
2024-03-18 14:10:00,29,41,35,50,1,37,23,27,38,49,25,37,29,28,8,12,3,0,472
2024-03-18 14:20:00,31,32,40,37,5,41,19,20,29,37,25,24,22,22,10,10,1,0,405
2024-03-18 14:30:00,36,39,43,48,4,37,34,37,49,62,35,31,30,39,10,16,1,0,551
2024-03-18 14:40:00,31,46,44,48,9,27,30,28,49,53,33,29,30,32,15,18,0,0,522
2024-03-18 14:50:00,28,45,44,55,6,36,26,20,42,47,28,31,31,29,9,12,0,0,489
2024-03-18 15:00:00,41,39,56,44,7,30,33,31,46,38,24,25,26,32,13,24,0,0,509
2024-03-18 15:10:00,29,37,58,62,6,25,30,31,42,40,25,29,29,28,6,8,2,0,487
2024-03-18 15:20:00,38,42,57,65,7,23,30,28,39,42,32,35,34,30,14,9,4,0,529
2024-03-18 15:30:00,38,44,71,68,6,21,36,45,50,56,27,32,34,40,11,15,6,0,600
2024-03-18 15:40:00,35,26,57,51,5,29,36,32,46,48,33,25,28,25,14,12,1,0,503
2024-03-18 15:50:00,29,28,48,58,6,25,33,38,46,56,29,32,34,40,10,10,0,0,522
2024-03-18 16:00:00,39,36,63,59,5,30,35,39,50,58,33,26,37,31,12,10,1,0,564
2024-03-18 16:10:00,33,34,58,50,10,41,33,30,37,49,20,21,33,32,12,15,0,0,508
2024-03-18 16:20:00,32,42,49,50,5,40,32,34,35,47,33,30,23,41,14,10,0,0,517
2024-03-18 16:30:00,34,33,49,50,4,36,37,40,39,55,29,30,32,39,10,17,1,0,535
2024-03-18 16:40:00,42,40,68,54,7,25,39,35,46,43,35,30,36,32,14,17,2,0,565
2024-03-18 16:50:00,31,40,48,58,7,25,30,30,34,42,32,35,32,30,7,12,2,0,495
2024-03-18 17:00:00,32,48,45,57,4,24,33,28,42,47,30,38,33,34,6,5,0,0,506
2024-03-18 17:10:00,35,46,51,57,5,33,33,28,49,43,26,29,31,29,16,14,1,0,526
2024-03-18 17:20:00,40,43,53,62,10,28,29,19,34,23,37,31,27,21,12,11,0,0,480
2024-03-18 17:30:00,26,35,42,48,7,31,41,40,52,52,24,28,35,36,14,8,2,0,521
2024-03-18 17:40:00,40,45,62,61,4,29,31,33,40,41,29,32,29,27,18,17,0,0,538
2024-03-18 17:50:00,31,34,57,55,3,16,25,35,35,45,22,23,28,40,14,14,0,0,477
2024-03-18 18:00:00,31,33,37,47,6,19,34,31,42,44,25,29,29,33,11,13,0,0,464
2024-03-18 18:10:00,27,35,38,46,3,25,32,39,40,41,24,20,32,33,13,15,1,0,464
2024-03-18 18:20:00,28,37,37,47,5,22,14,25,18,35,26,28,17,28,9,18,4,0,398
2024-03-18 18:30:00,30,30,38,37,5,21,34,47,46,43,24,24,36,32,12,13,1,0,473
2024-03-18 18:40:00,18,19,29,30,8,29,22,22,34,35,19,25,23,25,9,5,0,0,352
2024-03-18 18:50:00,21,20,33,28,1,21,14,19,25,31,26,18,15,26,15,15,0,0,328
2024-03-18 19:00:00,22,23,34,29,1,22,18,17,21,27,37,21,15,20,18,19,1,0,345
2024-03-18 19:10:00,16,21,21,25,0,22,18,23,21,30,31,18,16,22,10,18,0,0,312
2024-03-18 19:20:00,20,26,23,30,0,13,12,17,19,19,28,21,16,12,19,20,0,0,295
2024-03-18 19:30:00,17,24,28,30,0,9,15,17,26,25,34,24,22,23,20,30,0,0,344
2024-03-18 19:40:00,22,19,31,32,1,19,19,13,34,21,22,20,23,11,15,5,1,0,308
2024-03-18 19:50:00,18,16,27,21,1,12,16,12,23,21,28,11,17,14,14,8,0,0,259
2024-03-18 20:00:00,14,22,24,27,0,13,19,28,29,32,18,17,18,21,18,12,0,0,312
2024-03-18 20:10:00,18,22,28,27,0,18,14,15,17,24,25,16,14,17,16,16,0,0,287
2024-03-18 20:20:00,10,15,16,15,0,8,11,13,16,18,19,9,16,12,7,16,0,0,201
2024-03-18 20:30:00,10,9,12,10,0,8,10,15,15,17,9,11,13,15,9,13,0,0,176
2024-03-18 20:40:00,8,8,10,9,0,11,13,24,15,23,11,10,12,19,4,9,0,0,186
2024-03-18 20:50:00,12,11,14,12,0,8,12,11,12,10,22,14,8,10,9,14,0,0,179
2024-03-18 21:00:00,17,11,24,19,0,7,8,7,12,21,21,9,6,9,16,11,1,0,199
2024-03-18 21:10:00,12,9,16,12,0,11,16,12,15,21,16,7,10,14,12,11,1,0,195
2024-03-18 21:20:00,12,18,17,18,0,15,11,15,10,14,16,13,10,13,12,7,0,0,201
2024-03-18 21:30:00,10,13,17,14,0,15,13,10,13,12,16,8,7,9,8,15,1,0,181
2024-03-18 21:40:00,7,12,11,13,0,7,14,4,12,6,4,10,8,3,14,18,0,0,143
2024-03-18 21:50:00,10,13,13,13,0,11,13,12,13,12,11,12,11,10,7,15,0,0,176
2024-03-18 22:00:00,10,7,13,12,0,10,11,8,9,9,19,9,8,8,10,15,0,0,158
2024-03-18 22:10:00,8,9,9,10,0,10,11,15,13,15,6,7,9,14,9,10,0,0,155
2024-03-18 22:20:00,7,11,12,11,0,9,17,13,11,15,5,8,12,14,7,28,0,0,180
2024-03-18 22:30:00,12,7,15,10,1,8,7,8,7,8,21,9,9,7,4,22,1,0,156
2024-03-18 22:40:00,6,12,7,10,0,3,7,6,4,5,10,7,4,6,10,14,0,0,111
2024-03-18 22:50:00,6,8,8,8,1,6,4,7,4,10,7,8,4,6,6,15,0,0,108
2024-03-18 23:00:00,4,14,10,14,2,8,6,7,8,9,4,11,7,6,7,11,0,0,128
2024-03-18 23:10:00,6,8,6,10,1,8,6,6,6,6,13,5,5,11,4,8,0,0,109
2024-03-18 23:20:00,5,6,7,7,1,5,3,2,3,2,10,5,2,2,6,11,0,0,77
2024-03-18 23:30:00,3,3,5,4,1,5,4,7,3,7,7,3,3,5,4,15,0,0,79
2024-03-18 23:40:00,1,7,4,4,0,2,4,6,3,5,7,6,3,5,4,10,1,0,72
2024-03-18 23:50:00,4,4,7,6,0,5,4,6,3,6,7,2,3,4,3,13,0,0,77
2024-03-19 00:00:00,2,3,4,4,1,4,0,6,1,5,8,2,2,6,5,11,0,0,64
2024-03-19 00:10:00,3,1,3,0,0,3,3,0,3,0,4,1,3,0,0,5,0,0,29
2024-03-19 00:20:00,1,3,4,4,1,3,3,1,1,1,1,0,1,1,6,6,0,0,37
2024-03-19 00:30:00,2,5,4,5,0,3,0,4,0,3,2,2,0,3,6,4,0,0,43
2024-03-19 00:40:00,3,4,4,3,0,3,2,1,2,2,3,3,4,2,0,1,0,0,37
2024-03-19 00:50:00,0,0,0,0,0,1,0,3,0,3,1,0,0,3,1,7,0,0,19
2024-03-19 01:00:00,0,1,1,1,0,4,0,1,0,1,0,0,0,3,1,1,0,0,14
2024-03-19 01:10:00,1,0,1,0,0,1,0,1,0,1,4,0,0,0,2,4,0,0,15
2024-03-19 01:20:00,0,1,0,1,0,3,1,0,1,0,2,2,1,1,0,0,0,0,13
2024-03-19 01:30:00,1,2,1,3,0,1,0,1,0,0,2,3,0,0,0,0,0,0,14
2024-03-19 01:40:00,0,1,0,1,0,4,1,1,1,2,1,1,1,1,2,0,0,0,17
2024-03-19 01:50:00,1,2,1,1,0,5,0,0,0,0,1,2,0,3,0,0,0,0,16
2024-03-19 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-19 02:10:00,0,1,1,1,0,2,0,1,0,1,0,0,0,1,2,5,0,0,15
2024-03-19 02:20:00,1,3,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,10
2024-03-19 02:30:00,2,3,2,4,0,1,0,2,0,2,3,2,0,2,0,3,0,0,26
2024-03-19 02:40:00,0,0,0,0,0,0,0,13,0,1,0,0,0,1,0,1,0,0,16
2024-03-19 02:50:00,1,4,1,2,0,0,1,1,1,1,0,1,2,0,1,3,0,0,19
2024-03-19 03:00:00,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,12
2024-03-19 03:10:00,2,0,2,0,0,0,1,1,1,2,4,0,2,1,0,0,0,0,16
2024-03-19 03:20:00,5,2,5,1,0,2,0,2,0,2,6,1,0,2,1,5,0,0,34
2024-03-19 03:30:00,0,0,0,0,0,0,3,0,3,1,0,0,3,0,0,0,0,0,10
2024-03-19 03:40:00,1,1,1,1,0,0,0,8,1,3,2,1,0,3,0,0,0,0,22
2024-03-19 03:50:00,0,0,0,0,0,0,1,1,1,1,0,0,1,2,0,3,0,0,10
2024-03-19 04:00:00,0,0,0,0,0,1,1,2,0,2,6,1,1,2,0,0,0,0,16
2024-03-19 04:10:00,1,2,1,2,0,1,0,5,0,3,1,1,0,3,0,0,0,0,20
2024-03-19 04:20:00,0,2,0,1,0,0,0,3,0,2,1,1,0,2,0,0,0,0,12
2024-03-19 04:30:00,0,2,1,1,0,1,8,4,6,4,5,0,7,5,1,0,0,0,45
2024-03-19 04:40:00,2,5,3,3,2,1,2,6,3,5,3,2,2,4,3,4,0,0,50
2024-03-19 04:50:00,1,4,1,4,0,0,5,7,4,5,2,5,4,4,0,2,0,0,48
2024-03-19 05:00:00,0,1,0,2,0,3,14,9,15,10,5,1,12,8,1,3,1,0,85
2024-03-19 05:10:00,5,5,3,4,0,4,12,11,12,11,8,3,10,6,2,2,0,0,98
2024-03-19 05:20:00,0,4,0,3,0,6,6,13,7,11,2,3,6,8,1,3,0,0,73
2024-03-19 05:30:00,5,3,5,2,0,6,15,17,27,27,17,2,15,17,0,6,0,0,164
2024-03-19 05:40:00,6,7,7,10,2,9,14,16,27,31,25,8,17,21,1,13,0,0,214
2024-03-19 05:50:00,6,10,6,11,0,6,15,16,29,28,22,11,20,15,2,6,0,0,203
2024-03-19 06:00:00,8,7,11,9,0,8,13,15,30,27,21,6,18,20,3,16,0,0,212
2024-03-19 06:10:00,8,11,10,13,1,11,10,16,20,24,17,10,12,17,1,3,0,0,184
2024-03-19 06:20:00,5,12,5,12,0,13,17,13,36,38,11,13,29,26,2,6,0,0,238
2024-03-19 06:30:00,12,13,12,17,0,16,22,27,36,51,17,12,26,36,6,5,1,0,309
2024-03-19 06:40:00,10,12,12,17,2,21,20,32,50,59,17,9,21,33,3,6,0,0,324
2024-03-19 06:50:00,16,20,21,25,9,25,30,24,55,53,23,16,31,31,5,8,1,0,393
2024-03-19 07:00:00,16,20,19,25,2,13,29,30,48,48,26,18,29,32,5,7,1,0,368
