datetime,D21Z,V22Z,D51Z,V52Z,V53Z,D81Z,V82Z,D111Z,V112Z,V113Z,Total
2024-03-01 01:00:00,0,0,4,5,0,0,0,10,6,6,31
2024-03-01 01:10:00,2,1,4,7,0,1,0,8,8,5,36
2024-03-01 01:20:00,1,1,6,7,1,0,0,5,7,1,29
2024-03-01 01:30:00,1,0,5,7,0,1,2,5,5,3,29
2024-03-01 01:40:00,1,2,9,9,1,0,0,3,3,1,29
2024-03-01 01:50:00,0,0,4,4,1,0,0,4,5,2,20
2024-03-01 02:00:00,1,1,4,5,0,0,0,2,2,0,15
2024-03-01 02:10:00,0,0,6,6,0,1,1,3,3,0,20
2024-03-01 02:20:00,0,0,3,3,0,0,0,4,4,2,16
2024-03-01 02:30:00,1,1,2,2,0,2,2,3,2,0,15
2024-03-01 02:40:00,0,0,1,2,0,0,0,1,1,0,5
2024-03-01 02:50:00,0,0,3,3,1,0,0,1,1,0,9
2024-03-01 03:00:00,0,0,1,1,0,0,0,2,2,1,7
2024-03-01 03:10:00,1,1,3,4,0,0,0,3,3,0,15
2024-03-01 03:20:00,0,0,2,3,1,1,0,1,1,0,9
2024-03-01 03:30:00,0,0,2,3,1,0,0,4,2,5,17
2024-03-01 03:40:00,0,0,3,4,0,0,0,6,4,3,20
2024-03-01 03:50:00,0,0,3,3,0,0,0,2,3,4,15
2024-03-01 04:00:00,1,0,2,2,0,0,0,0,0,1,6
2024-03-01 04:10:00,0,0,5,5,1,0,0,5,5,4,25
2024-03-01 04:20:00,0,0,5,7,0,0,0,7,4,4,27
2024-03-01 04:30:00,2,2,6,7,0,1,1,2,2,2,25
2024-03-01 04:40:00,0,0,8,10,0,0,0,6,4,3,31
2024-03-01 04:50:00,0,0,6,9,3,0,1,5,6,4,34
2024-03-01 05:00:00,2,0,16,14,1,3,4,11,10,7,68
2024-03-01 05:10:00,0,0,19,16,1,0,0,8,10,4,58
2024-03-01 05:20:00,2,0,30,26,2,1,1,14,9,3,88
2024-03-01 05:30:00,1,1,39,21,0,1,1,16,14,4,98
2024-03-01 05:40:00,2,0,54,28,1,3,0,15,13,2,118
2024-03-01 05:50:00,1,0,43,27,5,1,1,15,11,3,107
2024-03-01 06:00:00,1,1,49,25,0,2,1,21,13,4,117
2024-03-01 06:10:00,2,0,65,21,1,4,3,33,21,0,150
2024-03-01 06:20:00,4,2,83,35,4,1,0,44,22,3,198
2024-03-01 06:30:00,8,5,87,36,3,0,0,37,36,7,219
2024-03-01 06:40:00,3,2,87,27,2,4,3,48,39,13,228
2024-03-01 06:50:00,7,4,92,31,2,5,4,70,41,3,259
2024-03-01 07:00:00,7,1,121,32,2,6,5,59,25,5,263
2024-03-01 07:10:00,7,7,98,32,5,12,7,55,16,3,242
2024-03-01 07:20:00,11,6,138,39,5,12,10,88,34,8,351
2024-03-01 07:30:00,19,12,127,54,4,22,16,90,26,7,377
2024-03-01 07:40:00,33,18,114,67,4,26,7,97,41,17,424
2024-03-01 07:50:00,26,10,113,34,6,20,13,94,28,9,353
2024-03-01 08:00:00,17,9,118,46,7,17,13,82,33,4,346
2024-03-01 08:10:00,7,3,101,48,2,12,10,91,30,8,312
2024-03-01 08:20:00,19,14,106,70,7,15,8,101,34,5,379
2024-03-01 08:30:00,19,13,109,65,6,10,7,88,44,14,375
2024-03-01 08:40:00,12,6,94,72,4,17,11,88,34,7,345
2024-03-01 08:50:00,16,9,100,63,4,18,11,88,37,7,353
2024-03-01 09:00:00,2,0,86,57,1,11,7,65,34,0,263
2024-03-01 09:10:00,12,11,85,51,1,9,7,72,36,4,288
2024-03-01 09:20:00,9,10,119,63,2,6,6,74,40,1,330
2024-03-01 09:30:00,14,9,93,42,3,10,14,65,37,4,291
2024-03-01 09:40:00,10,12,120,56,4,5,6,69,34,5,321
2024-03-01 09:50:00,16,11,101,41,5,10,7,74,31,3,299
2024-03-01 10:00:00,16,13,93,47,4,15,12,64,25,10,299
2024-03-01 10:10:00,18,13,96,49,2,11,9,60,31,7,296
2024-03-01 10:20:00,12,14,91,52,3,8,6,75,35,3,299
2024-03-01 10:30:00,11,6,79,50,0,10,9,56,27,7,255
2024-03-01 10:40:00,9,8,87,50,1,9,8,83,28,6,289
2024-03-01 10:50:00,13,12,85,41,3,9,7,76,27,5,278
2024-03-01 11:00:00,13,13,87,50,2,12,7,72,27,7,290
2024-03-01 11:10:00,13,13,90,52,1,3,16,95,28,4,315
2024-03-01 11:20:00,20,14,87,45,4,16,21,83,32,7,329
2024-03-01 11:30:00,11,13,108,63,4,13,13,82,31,3,341
2024-03-01 11:40:00,13,9,80,36,4,11,12,83,23,7,278
2024-03-01 11:50:00,16,10,84,47,8,11,17,98,36,9,336
2024-03-01 12:00:00,13,8,100,47,51,11,35,81,28,7,381
2024-03-01 12:10:00,21,11,93,43,56,13,21,98,22,9,387
2024-03-01 12:20:00,15,10,95,53,49,23,21,97,22,4,389
2024-03-01 12:30:00,25,16,105,65,4,11,30,99,29,6,390
2024-03-01 12:40:00,18,14,112,69,4,11,40,87,29,6,390
2024-03-01 12:50:00,20,17,120,75,7,40,20,94,25,6,424
2024-03-01 13:00:00,15,12,102,73,3,8,17,105,35,9,379
2024-03-01 13:10:00,21,13,108,69,5,20,9,113,33,4,395
2024-03-01 13:20:00,22,9,110,63,1,11,10,95,31,3,355
2024-03-01 13:30:00,14,19,100,64,1,8,10,109,21,8,354
2024-03-01 13:40:00,13,9,95,57,4,6,29,96,27,7,343
2024-03-01 13:50:00,13,10,102,67,0,16,12,95,25,23,363
2024-03-01 14:00:00,13,9,107,67,3,8,22,108,47,40,424
2024-03-01 14:10:00,20,12,106,58,5,9,9,114,28,5,366
2024-03-01 14:20:00,10,7,115,56,1,9,7,125,28,2,360
2024-03-01 14:30:00,12,9,107,65,3,7,9,118,24,3,357
2024-03-01 14:40:00,16,10,98,59,2,12,13,91,20,8,329
2024-03-01 14:50:00,18,12,117,77,5,14,9,103,27,4,386
2024-03-01 15:00:00,15,9,109,74,5,13,9,100,25,4,363
2024-03-01 15:10:00,14,14,114,69,5,11,11,120,25,6,389
2024-03-01 15:20:00,23,14,144,76,2,4,1,103,37,5,409
2024-03-01 15:30:00,25,13,95,73,1,16,9,101,24,4,361
2024-03-01 15:40:00,16,11,111,66,1,8,6,113,32,8,372
2024-03-01 15:50:00,17,7,106,72,4,6,4,108,26,5,355
2024-03-01 16:00:00,9,6,125,76,4,7,5,102,23,3,360
2024-03-01 16:10:00,11,7,114,78,3,7,5,96,22,2,345
2024-03-01 16:20:00,14,9,108,74,5,14,7,102,30,5,368
2024-03-01 16:30:00,35,11,117,67,4,12,11,105,23,4,389
2024-03-01 16:40:00,20,12,113,77,5,5,3,98,23,3,359
2024-03-01 16:50:00,15,8,113,72,1,11,7,119,26,5,377
2024-03-01 17:00:00,13,9,131,43,6,19,9,108,26,6,370
2024-03-01 17:10:00,18,10,119,71,1,8,8,95,22,5,357
2024-03-01 17:20:00,25,15,112,77,6,16,8,104,29,5,397
2024-03-01 17:30:00,16,16,111,57,2,11,10,121,28,7,379
2024-03-01 17:40:00,7,5,115,23,1,11,6,119,23,9,319
2024-03-01 17:50:00,14,10,113,74,2,9,6,86,26,5,345
2024-03-01 18:00:00,15,8,111,67,3,7,3,102,28,12,356
2024-03-01 18:10:00,15,10,124,56,3,12,8,92,26,2,348
2024-03-01 18:20:00,16,10,108,36,2,17,14,96,27,18,344
2024-03-01 18:30:00,14,4,100,23,2,12,21,100,34,8,318
2024-03-01 18:40:00,16,13,110,21,1,12,9,104,28,12,326
2024-03-01 18:50:00,11,12,111,35,1,10,7,89,22,2,300
2024-03-01 19:00:00,11,12,92,47,4,12,13,93,30,7,321
2024-03-01 19:10:00,9,3,80,46,3,8,5,85,32,3,274
2024-03-01 19:20:00,15,8,64,43,2,9,7,89,41,10,288
2024-03-01 19:30:00,4,3,83,45,0,6,7,90,32,10,280
2024-03-01 19:40:00,12,3,50,40,0,3,3,61,39,6,217
2024-03-01 19:50:00,5,9,47,39,2,6,4,65,32,10,219
2024-03-01 20:00:00,8,6,62,46,1,1,1,59,26,7,217
2024-03-01 20:10:00,7,2,50,40,0,3,5,59,29,7,202
2024-03-01 20:20:00,6,4,52,30,0,4,5,58,32,2,193
2024-03-01 20:30:00,7,4,50,45,0,6,9,45,32,10,208
2024-03-01 20:40:00,8,5,59,34,2,7,9,57,24,2,207
2024-03-01 20:50:00,10,9,55,38,0,2,2,47,46,2,211
2024-03-01 21:00:00,0,0,52,46,4,3,2,46,37,7,197
2024-03-01 21:10:00,3,1,42,37,0,3,2,43,31,7,169
2024-03-01 21:20:00,7,8,39,40,0,6,2,42,37,1,182
2024-03-01 21:30:00,8,6,45,42,0,2,2,46,33,1,185
2024-03-01 21:40:00,1,2,50,40,1,5,7,64,33,4,207
2024-03-01 21:50:00,5,2,60,39,1,2,1,55,33,6,204
2024-03-01 22:00:00,4,2,49,38,1,3,3,54,39,6,199
2024-03-01 22:10:00,12,7,37,29,0,4,1,62,47,2,201
2024-03-01 22:20:00,9,6,48,33,1,6,4,41,27,9,184
2024-03-01 22:30:00,9,5,53,46,3,2,3,52,30,10,213
2024-03-01 22:40:00,6,7,45,45,0,2,0,35,29,2,171
2024-03-01 22:50:00,3,5,28,34,0,2,4,42,29,7,154
2024-03-01 23:00:00,5,3,32,23,0,1,1,42,25,6,138
2024-03-01 23:10:00,5,1,33,33,0,2,0,39,26,4,143
2024-03-01 23:20:00,3,4,21,22,0,3,3,29,17,7,109
2024-03-01 23:30:00,4,5,19,22,0,0,0,31,23,5,109
2024-03-01 23:40:00,1,2,20,22,0,1,0,25,23,4,98
2024-03-01 23:50:00,1,0,25,26,1,1,1,28,24,1,108
2024-03-02 00:00:00,1,2,11,13,0,4,3,22,16,5,77
2024-03-02 00:10:00,3,1,25,21,1,2,0,23,18,2,96
2024-03-02 00:20:00,4,2,17,21,0,0,0,28,23,6,101
2024-03-02 00:30:00,4,0,11,13,1,0,0,16,19,5,69
2024-03-02 00:40:00,7,1,20,19,2,0,0,17,20,6,92
2024-03-02 00:50:00,3,6,22,19,3,1,0,5,3,3,65
2024-03-02 01:00:00,4,4,20,20,1,2,1,17,17,8,94
2024-03-02 01:10:00,3,5,11,11,1,0,0,9,5,3,48
2024-03-02 01:20:00,4,0,11,13,0,0,0,14,11,4,57
2024-03-02 01:30:00,1,1,14,13,0,0,0,11,9,2,51
2024-03-02 01:40:00,0,0,7,8,0,0,0,10,10,7,42
2024-03-02 01:50:00,2,2,7,9,1,0,0,9,8,2,40
2024-03-02 02:00:00,0,0,4,4,0,1,1,2,4,1,17
2024-03-02 02:10:00,0,0,9,10,0,1,0,10,11,4,45
2024-03-02 02:20:00,2,2,6,5,0,2,0,8,7,5,37
2024-03-02 02:30:00,1,1,7,9,0,0,0,8,7,2,35
2024-03-02 02:40:00,1,1,7,6,0,1,1,4,3,3,27
2024-03-02 02:50:00,0,0,6,8,1,0,0,3,2,3,23
2024-03-02 03:00:00,0,0,7,8,0,0,0,10,5,6,36
2024-03-02 03:10:00,0,0,4,6,0,0,0,7,6,3,26
2024-03-02 03:20:00,0,0,7,9,0,0,0,6,5,1,28
2024-03-02 03:30:00,1,1,5,5,0,0,0,4,4,2,22
2024-03-02 03:40:00,2,1,3,4,0,0,0,8,9,3,30
2024-03-02 03:50:00,1,0,5,7,0,0,0,9,7,2,31
2024-03-02 04:00:00,0,0,0,0,0,0,0,3,2,1,6
2024-03-02 04:10:00,2,0,6,5,0,0,0,3,3,4,23
2024-03-02 04:20:00,0,0,7,4,0,1,0,8,8,3,31
2024-03-02 04:30:00,1,1,4,3,0,0,0,8,6,7,30
2024-03-02 04:40:00,0,0,4,4,0,1,0,4,6,1,20
2024-03-02 04:50:00,1,1,7,4,0,0,0,5,7,3,28
2024-03-02 05:00:00,0,0,5,5,0,0,0,3,3,1,17
2024-03-02 05:10:00,0,0,9,9,0,0,0,8,7,1,34
2024-03-02 05:20:00,1,1,17,18,0,0,0,7,6,4,54
2024-03-02 05:30:00,1,0,16,17,1,0,0,6,5,6,52
2024-03-02 05:40:00,0,0,16,17,0,0,0,2,2,0,37
2024-03-02 05:50:00,0,0,14,14,0,0,1,12,10,6,57
2024-03-02 06:00:00,1,1,12,15,0,0,0,9,5,1,44
2024-03-02 06:10:00,2,2,16,15,0,0,0,8,7,1,51
2024-03-02 06:20:00,1,0,13,15,0,0,0,11,8,2,50
2024-03-02 06:30:00,0,0,14,15,4,1,0,2,2,0,38
2024-03-02 06:40:00,3,2,19,18,0,1,1,12,14,2,72
2024-03-02 06:50:00,3,1,22,19,5,0,0,15,18,1,84
2024-03-02 07:00:00,3,2,22,17,0,1,0,12,9,3,69
2024-03-02 07:10:00,1,2,19,16,0,1,1,18,11,2,71
2024-03-02 07:20:00,1,1,33,28,1,3,1,25,19,3,115
2024-03-02 07:30:00,6,4,26,23,1,2,0,15,12,6,95
2024-03-02 07:40:00,2,1,21,16,0,4,3,24,15,4,90
2024-03-02 07:50:00,3,1,43,35,2,6,4,22,19,1,136
2024-03-02 08:00:00,3,2,29,24,3,2,1,27,22,4,117
2024-03-02 08:10:00,5,4,35,24,0,6,3,30,22,3,132
2024-03-02 08:20:00,3,2,48,33,3,9,5,45,22,5,175
2024-03-02 08:30:00,8,4,53,33,0,2,2,37,24,7,170
2024-03-02 08:40:00,4,5,62,34,0,2,2,38,24,5,176
2024-03-02 08:50:00,5,6,70,39,2,8,6,42,31,6,215
2024-03-02 09:00:00,9,10,62,30,2,13,11,41,28,6,212
2024-03-02 09:10:00,12,5,58,35,0,11,7,59,30,5,222
2024-03-02 09:20:00,8,7,74,39,0,8,8,68,30,5,247
2024-03-02 09:30:00,8,5,86,40,3,8,12,54,23,4,243
2024-03-02 09:40:00,7,8,79,50,1,13,11,53,19,4,245
2024-03-02 09:50:00,21,15,84,51,1,11,9,67,31,11,301
2024-03-02 10:00:00,17,7,72,42,2,11,10,78,34,15,288
2024-03-02 10:10:00,14,15,78,47,3,17,16,72,31,3,296
2024-03-02 10:20:00,15,17,86,50,1,10,6,57,35,6,283
2024-03-02 10:30:00,11,9,84,41,2,13,7,86,20,9,282
2024-03-02 10:40:00,6,5,104,41,0,15,13,95,32,7,318
2024-03-02 10:50:00,15,13,97,43,0,15,7,102,32,3,327
2024-03-02 11:00:00,18,7,78,47,3,24,16,81,28,10,312
2024-03-02 11:10:00,13,17,84,40,2,11,10,77,36,6,296
2024-03-02 11:20:00,12,15,100,45,2,9,10,76,38,12,319
2024-03-02 11:30:00,7,14,92,39,2,16,36,78,38,20,342
2024-03-02 11:40:00,8,11,98,44,2,17,13,73,20,47,333
2024-03-02 11:50:00,13,17,81,49,1,13,9,80,32,53,348
2024-03-02 12:00:00,13,8,107,59,2,6,6,72,23,23,319
2024-03-02 12:10:00,99,12,110,52,1,7,9,75,41,8,414
2024-03-02 12:20:00,9,9,98,56,1,11,8,89,29,5,315
2024-03-02 12:30:00,15,10,94,54,2,13,9,95,26,6,324
2024-03-02 12:40:00,13,14,94,57,0,10,7,88,28,3,314
2024-03-02 12:50:00,19,16,107,59,3,11,7,79,29,2,332
2024-03-02 13:00:00,21,16,98,52,2,4,4,78,43,9,327
2024-03-02 13:10:00,13,11,90,58,1,11,7,85,35,24,335
2024-03-02 13:20:00,19,11,94,48,1,6,5,93,48,20,345
2024-03-02 13:30:00,21,11,88,52,5,9,6,90,28,16,326
2024-03-02 13:40:00,16,17,90,56,3,10,7,103,26,5,333
2024-03-02 13:50:00,22,17,101,61,5,9,10,97,32,4,358
2024-03-02 14:00:00,19,23,99,62,3,12,9,112,22,5,366
2024-03-02 14:10:00,17,12,66,39,5,12,7,121,22,2,303
2024-03-02 14:20:00,29,20,90,59,6,13,11,106,24,8,366
2024-03-02 14:30:00,23,21,100,50,2,11,10,104,28,5,354
2024-03-02 14:40:00,25,18,107,58,0,9,8,108,29,5,367
2024-03-02 14:50:00,15,11,120,68,2,8,5,114,28,12,383
2024-03-02 15:00:00,18,11,101,46,0,4,4,99,33,26,342
2024-03-02 15:10:00,8,9,113,63,4,8,5,98,27,3,338
2024-03-02 15:20:00,12,11,87,63,1,9,7,100,26,2,318
2024-03-02 15:30:00,13,11,98,53,2,7,7,89,24,4,308
2024-03-02 15:40:00,10,9,76,51,1,6,6,86,31,2,278
2024-03-02 15:50:00,14,11,69,50,2,6,4,74,23,3,256
2024-03-02 16:00:00,16,17,89,57,1,11,10,69,24,5,299
2024-03-02 16:10:00,11,6,80,57,1,9,11,68,26,1,270
2024-03-02 16:20:00,15,13,86,49,0,0,0,82,24,4,273
2024-03-02 16:30:00,13,13,77,46,3,12,9,65,27,4,269
2024-03-02 16:40:00,11,11,90,50,1,7,7,79,23,4,283
2024-03-02 16:50:00,8,7,84,53,2,6,2,84,24,3,273
2024-03-02 17:00:00,13,12,99,41,1,7,6,67,26,9,281
2024-03-02 17:10:00,8,11,101,60,1,5,4,79,19,4,292
2024-03-02 17:20:00,12,5,118,56,4,16,10,95,28,11,355
2024-03-02 17:30:00,21,16,117,37,2,19,11,87,32,9,351
2024-03-02 17:40:00,12,10,96,39,3,15,12,105,25,10,327
2024-03-02 17:50:00,16,10,108,15,1,25,17,106,20,8,326
2024-03-02 18:00:00,18,9,101,14,3,14,8,72,28,11,278
2024-03-02 18:10:00,21,16,91,5,1,15,8,97,16,5,275
2024-03-02 18:20:00,15,13,114,3,3,14,8,76,22,12,280
2024-03-02 18:30:00,7,3,102,35,1,8,8,76,32,2,274
2024-03-02 18:40:00,11,3,115,34,3,7,9,85,29,11,307
2024-03-02 18:50:00,12,9,101,41,2,12,12,83,37,3,312
2024-03-02 19:00:00,8,7,84,49,3,3,3,57,27,2,243
2024-03-02 19:10:00,12,5,81,45,4,8,8,70,30,8,271
2024-03-02 19:20:00,16,10,80,51,3,7,5,61,43,6,282
2024-03-02 19:30:00,9,10,73,40,2,5,3,76,36,5,259
2024-03-02 19:40:00,4,2,79,50,2,4,0,78,40,6,265
2024-03-02 19:50:00,11,7,54,45,0,8,10,50,18,4,207
2024-03-02 20:00:00,2,1,66,46,2,3,3,51,37,11,222
2024-03-02 20:10:00,8,6,57,45,0,7,3,57,31,5,219
2024-03-02 20:20:00,8,6,59,30,4,9,3,69,31,5,224
2024-03-02 20:30:00,7,7,57,38,6,1,2,54,40,15,227
2024-03-02 20:40:00,6,3,64,42,2,2,3,54,40,9,225
2024-03-02 20:50:00,6,5,46,38,0,3,2,57,30,3,190
2024-03-02 21:00:00,3,3,47,27,1,2,2,60,33,10,188
2024-03-02 21:10:00,15,9,59,36,0,4,1,45,36,3,208
2024-03-02 21:20:00,9,9,40,26,0,4,4,42,31,5,170
2024-03-02 21:30:00,6,5,45,41,3,6,5,33,28,4,176
2024-03-02 21:40:00,3,2,42,34,2,2,0,48,37,4,174
2024-03-02 21:50:00,7,7,26,21,0,5,1,38,23,4,132
2024-03-02 22:00:00,4,5,42,35,1,6,5,40,36,2,176
2024-03-02 22:10:00,6,0,47,38,4,0,0,43,30,13,181
2024-03-02 22:20:00,9,10,39,29,2,3,4,56,36,7,195
2024-03-02 22:30:00,3,3,31,32,1,2,5,48,41,6,172
2024-03-02 22:40:00,7,2,38,33,0,3,4,45,36,12,180
2024-03-02 22:50:00,8,2,52,35,2,5,5,49,37,5,200
2024-03-02 23:00:00,11,4,34,27,0,2,2,46,35,17,178
2024-03-02 23:10:00,7,4,38,36,0,2,2,40,21,3,153
2024-03-02 23:20:00,1,0,24,19,1,3,2,45,30,16,141
2024-03-02 23:30:00,4,2,31,25,1,0,0,40,37,1,141
2024-03-02 23:40:00,6,5,29,33,2,1,1,20,17,4,118
2024-03-02 23:50:00,1,0,23,24,1,3,2,27,25,7,113
2024-03-03 00:00:00,1,0,28,23,1,0,0,29,18,5,105
2024-03-03 00:10:00,1,1,24,26,0,0,0,34,23,6,115
2024-03-03 00:20:00,1,1,23,22,0,0,0,21,15,11,94
2024-03-03 00:30:00,7,4,15,17,0,1,0,25,17,9,95
2024-03-03 00:40:00,4,5,24,32,1,3,0,19,17,3,108
2024-03-03 00:50:00,1,1,19,20,1,1,1,19,17,3,83
2024-03-03 01:00:00,5,4,24,19,0,0,0,23,15,7,97
2024-03-03 01:10:00,2,1,19,19,0,0,0,24,25,4,94
2024-03-03 01:20:00,2,2,20,23,0,1,0,18,19,7,92
2024-03-03 01:30:00,2,2,10,11,0,1,0,13,13,2,54
2024-03-03 01:40:00,3,1,12,12,0,0,0,9,10,3,50
2024-03-03 01:50:00,1,1,11,15,0,1,0,13,12,0,54
2024-03-03 02:00:00,0,0,11,15,0,0,0,8,8,3,45
2024-03-03 02:10:00,0,0,6,6,1,0,0,13,10,5,41
2024-03-03 02:20:00,1,1,7,9,0,0,0,11,10,5,44
2024-03-03 02:30:00,1,0,13,14,1,0,0,12,10,9,60
2024-03-03 02:40:00,0,0,2,2,0,1,1,7,6,7,26
2024-03-03 02:50:00,0,0,11,12,0,0,0,10,7,5,45
2024-03-03 03:00:00,0,0,14,13,1,0,0,7,6,4,45
2024-03-03 03:10:00,0,0,4,3,1,1,0,8,7,3,27
2024-03-03 03:20:00,4,3,7,8,1,0,0,2,2,1,28
2024-03-03 03:30:00,0,0,2,3,0,0,0,6,4,5,20
2024-03-03 03:40:00,0,0,4,4,0,0,0,10,7,9,34
2024-03-03 03:50:00,1,1,7,9,0,0,0,4,3,2,27
2024-03-03 04:00:00,0,0,6,10,1,0,0,8,6,6,37
2024-03-03 04:10:00,0,0,7,7,0,0,0,6,6,2,28
2024-03-03 04:20:00,0,0,8,6,0,0,0,3,3,2,22
2024-03-03 04:30:00,0,0,3,3,0,0,0,5,4,2,17
2024-03-03 04:40:00,2,1,1,2,0,1,1,2,1,0,11
2024-03-03 04:50:00,0,0,6,8,0,0,0,9,8,5,36
2024-03-03 05:00:00,0,0,6,7,0,1,0,10,9,4,37
2024-03-03 05:10:00,0,0,7,6,0,0,0,9,7,2,31
2024-03-03 05:20:00,1,2,11,10,0,0,0,8,7,5,44
2024-03-03 05:30:00,0,0,9,10,0,0,0,4,3,4,30
2024-03-03 05:40:00,0,0,7,7,0,0,0,5,5,2,26
2024-03-03 05:50:00,0,0,1,1,0,0,0,1,1,0,4
2024-03-03 06:00:00,0,0,6,5,0,0,0,11,11,7,40
2024-03-03 06:10:00,0,0,6,8,0,0,0,10,5,6,35
2024-03-03 06:20:00,0,0,6,4,0,0,0,13,13,4,40
2024-03-03 06:30:00,1,1,4,5,0,0,0,3,4,1,19
2024-03-03 06:40:00,0,0,5,6,1,1,1,6,7,3,30
2024-03-03 06:50:00,0,0,5,6,1,3,0,10,7,0,32
2024-03-03 07:00:00,1,0,4,4,0,1,1,5,5,2,23
2024-03-03 07:10:00,0,0,6,6,0,0,0,9,11,2,34
2024-03-03 07:20:00,2,2,9,9,0,2,2,2,2,0,30
2024-03-03 07:30:00,0,0,13,12,2,0,0,8,8,1,44
2024-03-03 07:40:00,1,4,9,9,0,0,0,14,10,3,50
2024-03-03 07:50:00,2,3,10,9,0,0,0,10,10,2,46
2024-03-03 08:00:00,1,3,16,14,0,2,2,11,7,2,58
2024-03-03 08:10:00,1,1,19,17,1,1,1,16,13,1,71
2024-03-03 08:20:00,2,2,20,18,0,0,0,17,15,5,79
2024-03-03 08:30:00,0,1,20,15,0,0,0,29,24,6,95
2024-03-03 08:40:00,3,2,28,20,0,2,2,20,15,4,96
2024-03-03 08:50:00,5,5,32,29,1,3,4,25,16,1,121
2024-03-03 09:00:00,2,2,25,17,0,3,2,25,21,3,100
2024-03-03 09:10:00,3,1,35,27,1,3,1,36,22,4,133
2024-03-03 09:20:00,4,2,46,36,0,3,2,44,21,4,162
2024-03-03 09:30:00,8,8,56,40,2,3,3,40,21,4,185
2024-03-03 09:40:00,4,8,60,36,0,12,12,52,30,10,224
2024-03-03 09:50:00,10,7,68,41,1,8,10,62,37,6,250
2024-03-03 10:00:00,4,2,59,36,1,2,2,57,38,7,208
2024-03-03 10:10:00,9,7,47,29,2,5,5,52,33,9,198
2024-03-03 10:20:00,7,7,70,42,2,5,3,62,30,9,237
2024-03-03 10:30:00,4,4,76,43,4,6,7,64,32,15,255
2024-03-03 10:40:00,6,6,77,47,1,5,6,65,26,11,250
2024-03-03 10:50:00,6,4,69,53,2,6,2,86,34,19,281
2024-03-03 11:00:00,3,7,58,34,1,5,6,67,26,29,236
2024-03-03 11:10:00,3,4,65,51,3,4,4,76,47,16,273
2024-03-03 11:20:00,5,4,71,51,0,6,5,68,33,14,257
2024-03-03 11:30:00,7,16,76,51,2,6,6,77,28,65,334
2024-03-03 11:40:00,7,8,78,48,1,3,5,82,32,30,294
2024-03-03 11:50:00,5,8,78,43,2,7,6,81,44,18,292
2024-03-03 12:00:00,5,5,102,51,1,9,7,88,36,56,360
2024-03-03 12:10:00,4,7,93,42,1,7,3,93,38,36,324
2024-03-03 12:20:00,11,12,83,56,2,5,21,85,37,52,364
2024-03-03 12:30:00,4,9,95,43,1,6,13,75,32,61,339
2024-03-03 12:40:00,6,1,59,38,2,6,7,76,33,72,300
2024-03-03 12:50:00,12,5,86,48,3,5,6,91,37,55,348
2024-03-03 13:00:00,10,5,83,61,2,10,11,93,31,57,363
2024-03-03 13:10:00,10,7,87,63,1,3,2,98,50,20,341
2024-03-03 13:20:00,10,14,94,52,2,7,7,111,42,8,347
2024-03-03 13:30:00,9,14,78,42,2,5,6,85,29,3,273
2024-03-03 13:40:00,7,8,91,60,0,1,0,95,48,8,318
2024-03-03 13:50:00,7,7,80,44,0,9,7,71,43,4,272
2024-03-03 14:00:00,4,9,86,51,0,6,4,95,33,6,294
2024-03-03 14:10:00,9,10,97,38,0,7,1,101,30,3,296
2024-03-03 14:20:00,10,12,96,52,4,5,4,118,36,2,339
2024-03-03 14:30:00,8,7,103,54,5,7,7,111,31,6,339
2024-03-03 14:40:00,2,6,83,48,7,5,4,83,38,6,282
2024-03-03 14:50:00,10,10,99,62,3,9,7,90,31,4,325
2024-03-03 15:00:00,11,14,88,53,2,9,5,89,36,3,310
2024-03-03 15:10:00,8,7,77,49,3,8,5,88,21,5,271
2024-03-03 15:20:00,5,6,79,56,1,6,5,83,39,3,283
2024-03-03 15:30:00,7,5,86,46,1,7,5,65,23,4,249
2024-03-03 15:40:00,8,8,89,53,0,6,2,70,38,6,280
2024-03-03 15:50:00,4,12,85,49,0,6,7,86,24,4,277
2024-03-03 16:00:00,14,6,79,51,6,1,1,73,26,6,263
2024-03-03 16:10:00,22,9,93,69,1,5,4,62,29,4,298
2024-03-03 16:20:00,7,5,87,62,6,5,5,70,26,5,278
2024-03-03 16:30:00,9,6,88,56,2,3,2,80,41,5,292
2024-03-03 16:40:00,5,4,111,66,2,4,4,81,38,3,318
2024-03-03 16:50:00,7,8,87,55,3,4,4,78,37,4,287
2024-03-03 17:00:00,9,9,123,77,3,6,5,85,33,5,355
2024-03-03 17:10:00,10,12,98,50,0,13,8,82,42,6,321
2024-03-03 17:20:00,5,12,106,52,5,2,2,60,32,0,276
2024-03-03 17:30:00,10,14,121,41,0,2,2,74,42,3,309
2024-03-03 17:40:00,9,6,133,66,4,3,2,65,32,9,329
2024-03-03 17:50:00,11,8,97,52,6,5,5,88,35,8,315
2024-03-03 18:00:00,15,11,132,67,2,3,3,89,32,7,361
2024-03-03 18:10:00,4,10,109,48,4,5,5,79,31,3,298
2024-03-03 18:20:00,10,7,111,37,4,11,5,63,32,8,288
2024-03-03 18:30:00,13,9,83,30,8,13,7,62,28,5,258
2024-03-03 18:40:00,8,3,94,49,1,4,1,79,52,10,301
2024-03-03 18:50:00,8,7,94,39,3,5,9,67,37,9,278
2024-03-03 19:00:00,15,7,79,37,1,1,1,68,33,9,251
2024-03-03 19:10:00,7,3,69,36,0,4,4,77,46,9,255
