datetime,D21Z,V22Z,D51Z,V52Z,V53Z,D81Z,V82Z,D111Z,V112Z,V113Z,Total
2024-03-07 21:30:00,11,8,48,40,1,2,4,42,34,5,195
2024-03-07 21:40:00,9,9,38,32,1,5,4,45,36,2,181
2024-03-07 21:50:00,3,2,38,37,1,5,3,47,32,5,173
2024-03-07 22:00:00,8,2,40,34,1,1,1,50,25,12,174
2024-03-07 22:10:00,7,8,40,36,2,3,1,44,27,10,178
2024-03-07 22:20:00,7,9,25,26,0,3,3,50,37,5,165
2024-03-07 22:30:00,3,4,43,46,1,3,1,36,18,17,172
2024-03-07 22:40:00,6,8,25,27,0,2,2,40,27,5,142
2024-03-07 22:50:00,4,2,22,27,1,4,6,35,25,9,135
2024-03-07 23:00:00,4,1,15,14,0,2,1,34,27,10,108
2024-03-07 23:10:00,1,1,18,18,1,2,1,25,19,3,89
2024-03-07 23:20:00,4,4,14,15,1,2,2,19,20,4,85
2024-03-07 23:30:00,4,5,15,17,0,2,2,18,13,7,83
2024-03-07 23:40:00,1,1,10,12,0,0,0,16,11,2,53
2024-03-07 23:50:00,4,4,15,15,0,1,1,16,12,1,69
2024-03-08 00:00:00,1,0,10,11,1,2,2,14,14,3,58
2024-03-08 00:10:00,1,1,11,12,1,2,1,12,10,4,55
2024-03-08 00:20:00,3,3,6,7,0,1,1,9,13,3,46
2024-03-08 00:30:00,1,0,5,6,0,1,1,8,7,3,32
2024-03-08 00:40:00,0,0,0,0,0,0,0,6,5,1,12
2024-03-08 00:50:00,1,0,4,7,0,0,0,8,8,2,30
2024-03-08 01:00:00,0,0,5,6,0,0,0,4,4,2,21
2024-03-08 01:10:00,3,2,7,6,0,0,0,2,3,0,23
2024-03-08 01:20:00,0,0,5,4,0,1,1,3,3,1,18
2024-03-08 01:30:00,0,0,5,6,0,0,0,3,2,1,17
2024-03-08 01:40:00,0,0,4,5,0,1,1,2,3,1,17
2024-03-08 01:50:00,1,0,2,2,0,0,0,2,2,3,12
2024-03-08 02:00:00,0,0,0,0,0,0,0,2,2,1,5
2024-03-08 02:10:00,0,0,3,5,0,0,0,6,7,5,26
2024-03-08 02:20:00,0,0,3,3,0,0,0,1,1,1,9
2024-03-08 02:30:00,0,0,4,6,0,0,0,1,2,1,14
2024-03-08 02:40:00,1,0,5,8,0,0,0,0,0,0,14
2024-03-08 02:50:00,0,0,0,0,0,0,0,7,7,5,19
2024-03-08 03:00:00,0,0,6,6,1,0,0,3,3,2,21
2024-03-08 03:10:00,0,0,1,2,0,0,0,2,3,1,9
2024-03-08 03:20:00,1,0,1,1,0,0,0,1,1,1,6
2024-03-08 03:30:00,1,1,1,1,0,0,0,4,5,2,15
2024-03-08 03:40:00,1,2,0,0,0,0,0,1,2,1,7
2024-03-08 03:50:00,0,0,2,2,0,0,0,0,0,0,4
2024-03-08 04:00:00,0,0,5,5,0,0,0,6,7,4,27
2024-03-08 04:10:00,0,0,4,5,0,0,0,0,0,0,9
2024-03-08 04:20:00,1,2,7,8,0,0,0,3,2,1,24
2024-03-08 04:30:00,0,0,4,4,0,0,0,2,2,3,15
2024-03-08 04:40:00,1,0,7,8,0,0,0,4,6,2,28
2024-03-08 04:50:00,1,0,10,10,1,1,1,2,2,0,28
2024-03-08 05:00:00,0,0,13,13,0,0,0,5,6,2,39
2024-03-08 05:10:00,0,0,14,14,0,2,1,9,8,2,50
2024-03-08 05:20:00,1,2,29,26,2,2,2,15,15,3,97
2024-03-08 05:30:00,1,0,49,29,1,0,1,15,13,2,111
2024-03-08 05:40:00,1,0,42,27,2,3,1,15,15,1,107
2024-03-08 05:50:00,2,1,33,30,1,2,2,23,17,1,112
2024-03-08 06:00:00,2,2,55,25,1,3,3,26,24,2,143
2024-03-08 06:10:00,2,0,56,29,0,4,4,31,27,0,153
2024-03-08 06:20:00,2,3,69,27,2,2,0,52,25,4,186
2024-03-08 06:30:00,5,4,95,26,1,4,3,42,28,3,211
2024-03-08 06:40:00,7,4,85,31,3,4,4,53,22,7,220
2024-03-08 06:50:00,3,3,117,59,16,9,8,58,30,6,309
2024-03-08 07:00:00,6,5,111,62,5,5,4,54,28,6,286
2024-03-08 07:10:00,10,7,100,61,6,11,7,63,32,4,301
2024-03-08 07:20:00,8,9,118,65,3,10,7,82,31,4,337
2024-03-08 07:30:00,12,7,116,62,3,25,19,80,29,2,355
2024-03-08 07:40:00,41,12,127,68,2,26,9,96,28,5,414
2024-03-08 07:50:00,19,9,115,34,4,17,10,87,33,3,331
2024-03-08 08:00:00,15,9,105,52,2,14,8,83,37,9,334
2024-03-08 08:10:00,11,3,99,63,4,13,7,70,44,4,318
2024-03-08 08:20:00,14,11,101,68,5,14,4,89,40,6,352
2024-03-08 08:30:00,9,11,116,60,3,10,6,83,33,8,339
2024-03-08 08:40:00,14,9,108,63,8,12,8,113,45,9,389
2024-03-08 08:50:00,10,9,87,62,6,13,10,130,37,6,370
2024-03-08 09:00:00,11,3,90,55,3,11,7,62,35,11,288
2024-03-08 09:10:00,8,4,104,47,3,14,0,82,40,9,311
2024-03-08 09:20:00,11,10,94,58,3,13,7,88,40,11,335
2024-03-08 09:30:00,19,10,72,42,1,11,12,66,30,7,270
2024-03-08 09:40:00,7,4,100,49,6,10,7,67,29,1,280
2024-03-08 09:50:00,19,10,95,43,3,10,10,70,24,8,292
2024-03-08 10:00:00,7,13,85,41,6,4,3,72,34,7,272
2024-03-08 10:10:00,9,7,104,51,1,10,8,76,34,7,307
2024-03-08 10:20:00,12,9,91,52,2,10,9,61,25,5,276
2024-03-08 10:30:00,5,8,86,46,2,10,7,87,24,37,312
2024-03-08 10:40:00,8,7,89,53,3,10,10,81,29,20,310
2024-03-08 10:50:00,9,10,86,49,4,13,34,97,36,13,351
2024-03-08 11:00:00,8,4,77,42,1,6,9,94,34,19,294
2024-03-08 11:10:00,11,10,87,55,1,14,10,78,22,20,308
2024-03-08 11:20:00,13,7,91,54,4,16,25,75,32,19,336
2024-03-08 11:30:00,11,10,100,54,5,9,21,77,28,25,340
2024-03-08 11:40:00,13,8,86,51,1,3,10,81,36,25,314
2024-03-08 11:50:00,19,9,86,47,2,9,54,67,36,35,364
2024-03-08 12:00:00,14,8,88,55,7,10,23,109,44,27,385
2024-03-08 12:10:00,20,17,92,49,3,8,17,92,29,54,381
2024-03-08 12:20:00,18,11,91,55,3,17,18,116,23,72,424
2024-03-08 12:30:00,20,8,114,64,2,15,9,82,32,43,389
2024-03-08 12:40:00,18,8,95,67,3,12,13,107,43,53,419
2024-03-08 12:50:00,15,6,99,62,1,11,14,91,35,30,364
2024-03-08 13:00:00,13,9,118,62,2,22,15,117,40,32,430
2024-03-08 13:10:00,17,9,103,56,3,30,20,123,45,30,436
2024-03-08 13:20:00,16,11,114,43,3,15,15,95,30,13,355
2024-03-08 13:30:00,4,3,98,77,2,15,10,111,36,13,369
2024-03-08 13:40:00,15,11,125,59,4,6,10,120,38,11,399
2024-03-08 13:50:00,7,10,95,73,4,15,31,92,40,8,375
2024-03-08 14:00:00,10,8,97,60,2,12,11,98,42,15,355
2024-03-08 14:10:00,214,8,98,64,1,9,9,109,51,13,576
2024-03-08 14:20:00,16,6,114,80,6,6,9,111,38,7,393
2024-03-08 14:30:00,20,7,111,76,7,13,11,103,27,9,384
2024-03-08 14:40:00,9,7,127,79,6,13,12,117,22,6,398
2024-03-08 14:50:00,10,7,114,78,4,7,8,112,36,17,393
2024-03-08 15:00:00,25,10,96,72,2,11,4,115,29,5,369
2024-03-08 15:10:00,9,6,136,70,7,6,6,116,24,5,385
2024-03-08 15:20:00,13,10,111,79,6,6,5,121,29,7,387
2024-03-08 15:30:00,16,12,100,75,3,10,9,111,24,5,365
2024-03-08 15:40:00,18,15,113,70,5,6,6,112,23,2,370
2024-03-08 15:50:00,16,13,101,67,5,12,12,123,23,6,378
2024-03-08 16:00:00,9,7,123,88,3,6,5,130,28,4,403
2024-03-08 16:10:00,12,12,107,112,4,12,9,102,30,10,410
2024-03-08 16:20:00,15,10,93,69,5,9,9,120,34,10,374
2024-03-08 16:30:00,18,9,113,85,3,7,8,129,25,5,402
2024-03-08 16:40:00,18,13,106,68,6,16,10,87,34,6,364
2024-03-08 16:50:00,11,6,92,73,0,17,10,128,30,1,368
2024-03-08 17:00:00,12,8,103,77,3,10,7,135,33,6,394
2024-03-08 17:10:00,14,7,128,67,4,6,7,136,32,4,405
2024-03-08 17:20:00,13,3,139,81,8,12,7,106,37,4,410
2024-03-08 17:30:00,11,9,122,92,2,10,8,130,30,5,419
2024-03-08 17:40:00,20,13,94,73,1,10,9,140,36,5,401
2024-03-08 17:50:00,18,8,107,60,0,8,6,123,16,7,353
2024-03-08 18:00:00,14,10,111,64,4,13,11,111,25,5,368
2024-03-08 18:10:00,18,13,108,56,1,8,9,118,24,5,360
2024-03-08 18:20:00,14,9,115,54,1,13,7,146,18,12,389
2024-03-08 18:30:00,16,16,118,48,8,13,12,104,34,13,382
2024-03-08 18:40:00,15,17,112,50,3,12,9,97,27,7,349
2024-03-08 18:50:00,13,14,122,47,3,6,11,76,33,9,334
2024-03-08 19:00:00,11,12,99,51,3,9,6,83,22,6,302
2024-03-08 19:10:00,10,9,71,59,0,10,6,94,37,8,304
2024-03-08 19:20:00,9,11,73,38,1,12,14,88,28,6,280
2024-03-08 19:30:00,11,4,90,46,3,9,10,76,27,11,287
2024-03-08 19:40:00,10,10,62,44,1,13,7,74,33,8,262
2024-03-08 19:50:00,14,13,68,48,0,14,16,76,34,4,287
2024-03-08 20:00:00,6,6,66,45,2,4,3,83,32,10,257
2024-03-08 20:10:00,8,8,90,37,0,9,5,74,28,4,263
2024-03-08 20:20:00,9,5,54,26,1,9,7,70,39,10,230
2024-03-08 20:30:00,8,5,52,32,2,3,4,74,48,14,242
2024-03-08 20:40:00,6,6,52,43,2,3,1,51,31,4,199
2024-03-08 20:50:00,8,3,40,26,2,3,1,64,42,4,193
2024-03-08 21:00:00,4,5,49,46,3,2,2,54,42,5,212
2024-03-08 21:10:00,5,4,49,36,0,3,2,56,29,9,193
2024-03-08 21:20:00,11,5,50,36,1,5,5,36,26,4,179
2024-03-08 21:30:00,4,2,45,39,0,7,3,52,38,12,202
2024-03-08 21:40:00,11,4,68,38,4,3,3,59,40,2,232
2024-03-08 21:50:00,6,4,49,54,0,5,2,44,28,8,200
2024-03-08 22:00:00,4,4,34,29,1,4,6,52,33,2,169
2024-03-08 22:10:00,8,7,47,33,1,3,2,63,35,3,202
2024-03-08 22:20:00,6,4,42,41,1,4,4,52,34,5,193
2024-03-08 22:30:00,10,5,53,42,1,4,1,44,29,10,199
2024-03-08 22:40:00,7,6,39,35,1,4,4,48,37,10,191
2024-03-08 22:50:00,9,3,30,20,0,2,4,43,42,5,158
2024-03-08 23:00:00,8,3,38,29,2,1,1,57,31,4,174
2024-03-08 23:10:00,4,3,23,24,1,2,0,53,25,8,143
2024-03-08 23:20:00,3,3,25,20,3,2,2,42,31,15,146
2024-03-08 23:30:00,4,8,33,29,0,1,0,33,23,6,137
2024-03-08 23:40:00,2,3,35,32,1,1,1,23,23,3,124
2024-03-08 23:50:00,2,0,42,33,6,3,3,26,19,6,140
2024-03-09 00:00:00,8,5,21,16,3,4,1,30,32,8,128
2024-03-09 00:10:00,1,0,15,19,2,0,0,25,16,11,89
2024-03-09 00:20:00,3,5,20,17,1,1,0,17,16,3,83
2024-03-09 00:30:00,2,1,11,10,0,0,0,25,23,8,80
2024-03-09 00:40:00,2,0,18,22,1,1,0,27,19,8,98
2024-03-09 00:50:00,3,2,14,14,0,2,0,17,17,5,74
2024-03-09 01:00:00,3,1,20,23,0,1,0,15,13,5,81
2024-03-09 01:10:00,1,0,7,7,1,2,1,15,14,1,49
2024-03-09 01:20:00,3,4,8,9,0,0,0,9,10,6,49
2024-03-09 01:30:00,4,6,16,15,0,3,3,15,12,4,78
2024-03-09 01:40:00,0,0,2,3,0,1,0,15,12,5,38
2024-03-09 01:50:00,2,4,8,11,0,2,2,5,3,0,37
2024-03-09 02:00:00,1,0,14,9,4,1,0,9,7,4,49
2024-03-09 02:10:00,2,0,6,5,0,0,0,7,8,2,30
2024-03-09 02:20:00,1,0,5,8,0,0,0,8,12,0,34
2024-03-09 02:30:00,0,0,4,7,0,2,2,6,6,4,31
2024-03-09 02:40:00,1,1,4,4,1,0,0,9,5,7,32
2024-03-09 02:50:00,0,0,4,6,0,0,0,4,4,3,21
2024-03-09 03:00:00,0,0,6,6,2,0,0,4,4,1,23
2024-03-09 03:10:00,0,0,2,2,0,1,3,6,5,2,21
2024-03-09 03:20:00,3,3,4,4,0,0,0,7,4,5,30
2024-03-09 03:30:00,1,2,5,6,0,0,0,8,10,2,34
2024-03-09 03:40:00,1,0,3,4,0,0,0,6,3,4,21
2024-03-09 03:50:00,1,0,4,5,0,0,0,4,4,3,21
2024-03-09 04:00:00,1,0,3,1,0,0,0,1,2,1,9
2024-03-09 04:10:00,1,0,5,4,1,3,1,8,6,5,34
2024-03-09 04:20:00,1,0,6,6,0,0,0,3,3,3,22
2024-03-09 04:30:00,0,0,5,6,0,0,0,2,2,0,15
2024-03-09 04:40:00,0,0,6,6,0,0,0,6,7,3,28
2024-03-09 04:50:00,0,0,4,6,0,0,0,4,3,2,19
2024-03-09 05:00:00,0,0,8,7,1,0,0,1,1,2,20
2024-03-09 05:10:00,0,0,8,11,0,0,0,3,4,0,26
2024-03-09 05:20:00,0,0,16,15,1,0,0,7,5,2,46
2024-03-09 05:30:00,0,0,13,13,0,1,1,4,6,1,39
2024-03-09 05:40:00,1,0,17,14,0,0,0,11,12,2,57
2024-03-09 05:50:00,0,0,15,15,0,0,0,5,4,0,39
2024-03-09 06:00:00,1,1,9,11,1,0,0,7,7,3,40
2024-03-09 06:10:00,1,1,15,13,1,1,2,17,19,3,73
2024-03-09 06:20:00,0,0,23,22,0,0,0,13,11,5,74
2024-03-09 06:30:00,3,2,14,18,0,0,0,22,15,8,82
2024-03-09 06:40:00,2,0,27,23,0,3,0,17,13,1,86
2024-03-09 06:50:00,0,0,22,16,1,2,2,13,10,2,68
2024-03-09 07:00:00,2,2,17,20,0,1,0,12,11,3,68
2024-03-09 07:10:00,0,0,28,24,2,0,0,11,7,2,74
2024-03-09 07:20:00,1,1,30,25,2,2,1,21,19,3,105
2024-03-09 07:30:00,1,1,33,31,1,0,0,20,10,1,98
2024-03-09 07:40:00,2,4,43,35,1,2,2,19,12,0,120
2024-03-09 07:50:00,5,2,33,31,0,2,2,28,17,6,126
2024-03-09 08:00:00,6,6,24,20,0,4,2,23,19,1,105
2024-03-09 08:10:00,4,4,50,44,2,0,1,34,22,3,164
2024-03-09 08:20:00,4,4,49,33,1,3,3,32,20,4,153
2024-03-09 08:30:00,5,9,52,38,0,4,3,40,30,6,187
2024-03-09 08:40:00,9,9,51,33,0,11,8,52,27,2,202
2024-03-09 08:50:00,14,10,48,26,0,10,4,46,36,12,206
2024-03-09 09:00:00,7,5,77,47,1,7,7,34,22,2,209
2024-03-09 09:10:00,11,8,68,34,1,5,3,45,23,7,205
2024-03-09 09:20:00,13,9,73,37,0,6,7,59,22,5,231
2024-03-09 09:30:00,12,7,82,32,0,11,9,61,19,3,236
2024-03-09 09:40:00,10,8,78,37,0,6,4,68,24,8,243
2024-03-09 09:50:00,10,8,90,51,1,10,7,78,26,12,293
2024-03-09 10:00:00,10,10,113,49,1,18,8,66,22,10,307
2024-03-09 10:10:00,10,13,91,51,2,8,10,69,25,7,286
2024-03-09 10:20:00,12,12,99,42,2,6,7,69,19,10,278
2024-03-09 10:30:00,12,16,87,55,0,14,10,80,23,20,317
2024-03-09 10:40:00,10,12,94,46,5,8,6,78,25,23,307
2024-03-09 10:50:00,7,9,98,45,0,12,31,78,34,3,317
2024-03-09 11:00:00,16,15,80,52,3,18,14,82,26,7,313
2024-03-09 11:10:00,6,10,99,51,1,15,14,95,25,12,328
2024-03-09 11:20:00,11,13,85,48,1,8,5,91,36,20,318
2024-03-09 11:30:00,19,15,75,48,2,12,14,81,28,36,330
2024-03-09 11:40:00,17,18,97,45,3,8,8,84,28,52,360
2024-03-09 11:50:00,13,15,95,56,7,9,12,81,26,37,351
2024-03-09 12:00:00,21,19,84,34,2,9,24,87,33,66,379
2024-03-09 12:10:00,20,11,97,59,3,13,12,81,49,51,396
2024-03-09 12:20:00,31,18,93,56,3,16,14,95,40,49,415
2024-03-09 12:30:00,23,11,89,45,1,12,10,74,33,45,343
2024-03-09 12:40:00,22,16,108,51,4,14,10,88,37,57,407
2024-03-09 12:50:00,22,19,100,62,0,12,11,79,28,44,377
2024-03-09 13:00:00,17,14,97,54,1,5,5,106,41,55,395
2024-03-09 13:10:00,12,11,94,39,3,8,13,94,31,18,323
2024-03-09 13:20:00,19,10,79,53,1,13,15,84,32,16,322
2024-03-09 13:30:00,17,9,80,52,1,11,10,84,35,14,313
2024-03-09 13:40:00,11,11,98,57,2,7,7,98,34,2,327
2024-03-09 13:50:00,12,11,96,59,0,4,4,83,31,9,309
2024-03-09 14:00:00,16,13,100,57,1,8,7,86,31,4,323
2024-03-09 14:10:00,17,14,81,48,1,11,11,78,32,0,293
2024-03-09 14:20:00,15,9,101,56,0,11,6,107,31,3,339
2024-03-09 14:30:00,7,6,94,63,3,4,4,115,30,2,328
2024-03-09 14:40:00,20,22,84,52,2,9,7,99,20,13,328
2024-03-09 14:50:00,15,8,104,58,4,7,7,113,23,10,349
2024-03-09 15:00:00,14,14,86,52,2,10,7,86,20,5,296
2024-03-09 15:10:00,18,14,98,55,2,5,4,91,27,3,317
2024-03-09 15:20:00,10,11,91,46,0,5,4,87,30,4,288
2024-03-09 15:30:00,15,12,93,59,4,11,8,111,27,5,345
2024-03-09 15:40:00,12,8,93,55,2,4,2,80,30,5,291
2024-03-09 15:50:00,20,15,75,45,1,13,9,81,25,4,288
2024-03-09 16:00:00,11,8,87,44,3,11,7,92,22,2,287
2024-03-09 16:10:00,8,8,107,59,1,10,7,68,30,4,302
2024-03-09 16:20:00,10,12,105,61,0,5,4,87,31,5,320
2024-03-09 16:30:00,8,6,102,58,2,9,6,77,15,4,287
2024-03-09 16:40:00,13,8,86,48,1,6,4,93,24,4,287
2024-03-09 16:50:00,12,11,114,65,5,8,7,79,26,5,332
2024-03-09 17:00:00,12,13,103,54,6,5,4,104,22,6,329
2024-03-09 17:10:00,14,8,117,47,4,8,8,72,26,7,311
2024-03-09 17:20:00,8,6,105,45,4,13,9,69,18,4,281
2024-03-09 17:30:00,10,6,106,59,1,7,7,92,22,5,315
2024-03-09 17:40:00,12,11,109,53,5,9,6,90,24,6,325
2024-03-09 17:50:00,16,15,96,52,0,14,7,86,33,10,329
2024-03-09 18:00:00,9,9,79,46,2,9,6,100,29,5,294
2024-03-09 18:10:00,9,4,95,43,3,10,7,84,24,8,287
2024-03-09 18:20:00,10,4,104,27,0,14,11,83,18,4,275
2024-03-09 18:30:00,14,9,95,27,6,8,11,70,28,14,282
2024-03-09 18:40:00,6,4,86,47,4,4,5,77,27,6,266
2024-03-09 18:50:00,5,8,76,34,4,6,6,80,38,5,262
2024-03-09 19:00:00,13,11,72,41,1,11,13,86,46,6,300
2024-03-09 19:10:00,16,10,72,40,0,10,4,56,34,4,246
2024-03-09 19:20:00,10,11,87,41,0,10,8,56,21,5,249
2024-03-09 19:30:00,5,6,70,35,3,7,4,91,30,4,255
2024-03-09 19:40:00,8,5,69,36,3,3,4,66,28,6,228
2024-03-09 19:50:00,5,3,72,47,2,3,4,68,26,7,237
2024-03-09 20:00:00,13,10,56,35,2,3,2,58,33,12,224
2024-03-09 20:10:00,13,9,58,34,2,2,2,70,38,7,235
2024-03-09 20:20:00,8,3,42,33,0,8,4,44,33,13,188
2024-03-09 20:30:00,6,6,32,33,3,3,3,48,29,7,170
2024-03-09 20:40:00,8,10,55,37,1,7,4,67,40,13,242
2024-03-09 20:50:00,0,0,34,26,0,4,5,36,31,4,140
2024-03-09 21:00:00,6,2,54,31,2,0,0,44,31,6,176
2024-03-09 21:10:00,6,6,49,33,2,1,2,30,23,4,156
2024-03-09 21:20:00,12,12,51,43,0,5,4,49,34,5,215
2024-03-09 21:30:00,0,0,49,41,1,2,0,53,33,13,192
2024-03-09 21:40:00,8,6,33,25,0,4,3,37,30,3,149
2024-03-09 21:50:00,1,0,36,33,0,1,1,42,30,5,149
2024-03-09 22:00:00,3,4,40,32,1,2,3,47,29,8,169
2024-03-09 22:10:00,6,5,46,38,0,3,4,35,29,2,168
2024-03-09 22:20:00,11,9,34,28,0,2,2,50,34,6,176
2024-03-09 22:30:00,7,5,40,30,1,3,1,48,36,9,180
2024-03-09 22:40:00,7,5,39,31,1,2,2,46,35,9,177
2024-03-09 22:50:00,1,3,40,36,1,2,0,39,28,9,159
2024-03-09 23:00:00,5,4,32,29,4,2,0,61,48,13,198
2024-03-09 23:10:00,2,0,38,34,0,1,0,31,24,9,139
2024-03-09 23:20:00,8,4,37,26,2,2,1,38,24,9,151
2024-03-09 23:30:00,3,0,16,14,0,1,0,37,31,18,120
2024-03-09 23:40:00,4,5,25,26,1,3,1,28,24,3,120
2024-03-09 23:50:00,2,6,27,24,4,1,0,32,24,9,129
2024-03-10 00:00:00,1,2,27,25,1,1,1,27,31,2,118
2024-03-10 00:10:00,2,3,17,16,2,0,0,27,22,8,97
2024-03-10 00:20:00,5,4,25,17,0,1,2,20,10,4,88
2024-03-10 00:30:00,1,1,17,12,1,0,0,21,19,3,75
2024-03-10 00:40:00,3,1,26,23,1,0,0,22,21,3,100
2024-03-10 00:50:00,1,2,27,20,1,0,0,21,17,6,95
2024-03-10 01:00:00,6,7,21,21,0,2,0,17,15,3,92
2024-03-10 01:10:00,4,7,20,20,3,0,0,16,14,4,88
2024-03-10 01:20:00,5,2,17,17,2,0,0,22,19,9,93
2024-03-10 01:30:00,0,0,13,17,0,1,1,12,9,4,57
2024-03-10 01:40:00,2,3,17,15,0,2,2,19,17,7,84
2024-03-10 01:50:00,2,3,13,13,2,1,0,14,11,10,69
2024-03-10 02:00:00,1,0,8,10,2,0,0,14,11,2,48
2024-03-10 02:10:00,0,0,11,12,2,0,0,6,4,3,38
2024-03-10 02:20:00,0,0,9,10,3,0,0,8,7,1,38
2024-03-10 02:30:00,1,2,6,6,0,0,0,12,9,7,43
2024-03-10 02:40:00,0,0,9,8,0,1,2,7,7,6,40
2024-03-10 02:50:00,3,0,6,5,1,0,0,5,6,7,33
2024-03-10 03:00:00,0,0,6,9,0,0,0,4,5,3,27
2024-03-10 03:10:00,0,0,6,6,0,0,0,6,6,2,26
2024-03-10 03:20:00,0,0,7,7,0,0,0,9,7,7,37
2024-03-10 03:30:00,1,1,4,4,0,0,0,4,2,3,19
2024-03-10 03:40:00,2,3,6,5,1,1,2,8,7,3,38
2024-03-10 03:50:00,0,0,3,3,0,0,0,10,11,3,30
2024-03-10 04:00:00,0,0,3,3,1,0,0,3,3,4,17
2024-03-10 04:10:00,1,0,8,10,0,0,0,4,4,0,27
2024-03-10 04:20:00,0,0,5,4,1,0,0,9,8,4,31
2024-03-10 04:30:00,0,0,1,1,0,0,0,4,2,4,12
2024-03-10 04:40:00,0,0,4,6,0,0,0,4,2,3,19
2024-03-10 04:50:00,0,0,7,7,0,0,0,4,3,6,27
2024-03-10 05:00:00,0,0,2,2,0,0,0,2,2,1,9
2024-03-10 05:10:00,0,0,5,4,1,0,0,2,2,0,14
2024-03-10 05:20:00,0,0,7,6,1,0,0,4,4,1,23
2024-03-10 05:30:00,0,0,9,8,0,0,0,7,4,1,29
2024-03-10 05:40:00,1,1,10,8,0,0,0,4,1,4,29
2024-03-10 05:50:00,0,0,4,5,0,1,0,5,7,1,23
2024-03-10 06:00:00,0,0,6,9,0,0,0,3,3,3,24
2024-03-10 06:10:00,0,0,9,5,1,0,0,8,7,5,35
2024-03-10 06:20:00,0,0,8,10,0,0,0,10,11,1,40
2024-03-10 06:30:00,2,1,5,7,1,0,0,12,13,5,46
2024-03-10 06:40:00,0,0,7,8,0,0,0,7,5,1,28
2024-03-10 06:50:00,0,0,9,8,0,0,0,6,5,2,30
2024-03-10 07:00:00,0,0,6,6,0,0,0,3,3,0,18
2024-03-10 07:10:00,6,1,6,7,0,0,0,6,6,2,34
2024-03-10 07:20:00,2,2,9,10,0,0,0,16,14,4,57
2024-03-10 07:30:00,0,0,15,13,1,2,1,14,14,4,64
2024-03-10 07:40:00,0,0,8,7,1,0,0,19,13,4,52
2024-03-10 07:50:00,1,0,15,13,0,0,0,26,19,5,79
2024-03-10 08:00:00,1,1,16,15,0,0,0,35,24,7,99
2024-03-10 08:10:00,1,1,16,13,0,2,2,25,20,5,85
2024-03-10 08:20:00,1,1,24,22,0,3,5,17,16,0,89
2024-03-10 08:30:00,0,0,18,21,0,0,0,19,13,5,76
2024-03-10 08:40:00,1,1,25,23,0,2,1,34,20,4,111
2024-03-10 08:50:00,4,5,28,23,1,2,6,31,20,6,126
2024-03-10 09:00:00,2,2,25,25,2,5,6,23,13,4,107
2024-03-10 09:10:00,0,0,40,27,6,3,24,31,25,5,161
2024-03-10 09:20:00,7,3,29,24,0,3,14,36,18,3,137
2024-03-10 09:30:00,7,2,49,37,3,5,6,44,18,5,176
2024-03-10 09:40:00,2,1,49,34,2,7,4,50,27,3,179
2024-03-10 09:50:00,8,2,54,34,1,10,4,51,25,7,196
2024-03-10 10:00:00,4,2,45,30,0,2,2,53,27,6,171
2024-03-10 10:10:00,6,2,52,36,2,3,12,54,28,8,203
2024-03-10 10:20:00,5,8,65,38,3,4,5,48,30,6,212
2024-03-10 10:30:00,5,2,51,40,0,5,5,60,21,7,196
2024-03-10 10:40:00,8,5,56,38,1,10,6,56,30,3,213
2024-03-10 10:50:00,5,4,52,34,1,4,10,64,31,5,210
2024-03-10 11:00:00,7,4,62,43,1,4,5,61,33,3,223
2024-03-10 11:10:00,10,8,55,34,3,3,25,67,25,4,234
2024-03-10 11:20:00,5,4,62,37,1,2,14,76,32,4,237
2024-03-10 11:30:00,7,5,71,43,1,3,2,74,31,8,245
2024-03-10 11:40:00,6,7,74,42,3,1,1,65,36,11,246
2024-03-10 11:50:00,7,6,77,46,2,8,7,55,29,9,246
2024-03-10 12:00:00,11,10,83,48,9,7,4,56,37,3,268
2024-03-10 12:10:00,9,7,66,40,4,11,8,71,29,8,253
2024-03-10 12:20:00,8,8,80,41,4,4,3,80,36,14,278
2024-03-10 12:30:00,7,2,71,34,2,4,2,75,23,4,224
2024-03-10 12:40:00,3,3,67,42,1,5,22,69,33,8,253
2024-03-10 12:50:00,6,6,81,53,1,9,43,86,31,9,325
2024-03-10 13:00:00,13,13,64,38,2,3,23,66,24,3,249
2024-03-10 13:10:00,4,5,82,54,2,9,32,70,29,5,292
2024-03-10 13:20:00,7,4,76,48,3,4,18,93,23,3,279
2024-03-10 13:30:00,14,7,83,47,2,6,5,76,33,8,281
2024-03-10 13:40:00,11,9,104,55,3,8,11,88,38,8,335
2024-03-10 13:50:00,9,8,86,45,0,7,8,91,21,4,279
2024-03-10 14:00:00,11,7,92,49,1,6,5,91,30,10,302
2024-03-10 14:10:00,10,8,81,33,1,6,6,81,36,7,269
2024-03-10 14:20:00,6,5,91,53,2,7,9,86,46,3,308
2024-03-10 14:30:00,7,7,89,56,1,4,2,97,31,5,299
2024-03-10 14:40:00,10,6,74,46,1,4,4,79,28,8,260
2024-03-10 14:50:00,6,5,105,51,3,3,2,87,40,7,309
2024-03-10 15:00:00,3,3,85,41,3,6,4,78,35,9,267
2024-03-10 15:10:00,6,5,88,46,1,4,3,100,33,6,292
2024-03-10 15:20:00,13,9,86,56,1,4,3,78,38,10,298
2024-03-10 15:30:00,5,2,82,48,2,4,4,71,27,5,250
2024-03-10 15:40:00,4,6,95,55,1,3,2,68,32,5,271
