datetime,V21Z,V22Z,V52Z,V81Z,V82Z,V112Z,Total
2024-03-01 16:10:00,38,30,20,53,36,10,187
2024-03-01 16:20:00,43,23,28,43,16,6,159
2024-03-01 16:30:00,52,35,16,51,20,11,185
2024-03-01 16:40:00,32,20,22,49,27,5,155
2024-03-01 16:50:00,46,33,26,45,25,9,184
2024-03-01 17:00:00,48,29,26,27,17,9,156
2024-03-01 17:10:00,44,32,25,41,27,4,173
2024-03-01 17:20:00,43,27,13,37,22,8,150
2024-03-01 17:30:00,41,29,7,50,11,9,147
2024-03-01 17:40:00,44,25,8,39,17,10,143
2024-03-01 17:50:00,42,25,17,50,22,7,163
2024-03-01 18:00:00,42,28,15,33,22,9,149
2024-03-01 18:10:00,48,25,22,43,21,4,163
2024-03-01 18:20:00,50,36,27,33,22,10,178
2024-03-01 18:30:00,38,24,15,41,24,11,153
2024-03-01 18:40:00,33,26,20,35,20,15,149
2024-03-01 18:50:00,34,19,29,22,18,4,126
2024-03-01 19:00:00,30,17,21,32,23,9,132
2024-03-01 19:10:00,32,26,25,38,23,11,155
2024-03-01 19:20:00,27,15,13,22,13,11,101
2024-03-01 19:30:00,21,19,10,27,20,3,100
2024-03-01 19:40:00,25,24,18,22,20,8,117
2024-03-01 19:50:00,24,17,22,15,13,4,95
2024-03-01 20:00:00,22,18,7,18,14,1,80
2024-03-01 20:10:00,19,13,9,27,20,5,93
2024-03-01 20:20:00,29,19,18,31,19,0,116
2024-03-01 20:30:00,15,9,5,16,15,2,62
2024-03-01 20:40:00,18,17,7,15,12,2,71
2024-03-01 20:50:00,14,11,12,16,16,3,72
2024-03-01 21:00:00,16,9,18,24,14,4,85
2024-03-01 21:10:00,11,11,10,18,16,1,67
2024-03-01 21:20:00,11,13,11,14,14,1,64
2024-03-01 21:30:00,16,16,6,23,12,2,75
2024-03-01 21:40:00,12,11,10,14,8,2,57
2024-03-01 21:50:00,11,12,4,9,9,3,48
2024-03-01 22:00:00,16,16,5,25,18,0,80
2024-03-01 22:10:00,19,14,9,20,11,2,75
2024-03-01 22:20:00,13,11,7,11,12,0,54
2024-03-01 22:30:00,12,7,6,17,16,1,59
2024-03-01 22:40:00,15,10,4,15,7,3,54
2024-03-01 22:50:00,6,6,3,7,6,0,28
2024-03-01 23:00:00,16,13,8,12,8,0,57
2024-03-01 23:10:00,8,4,2,16,12,1,43
2024-03-01 23:20:00,8,7,0,13,8,0,36
2024-03-01 23:30:00,11,9,3,14,8,0,45
2024-03-01 23:40:00,5,4,6,8,5,4,32
2024-03-01 23:50:00,5,5,3,7,6,0,26
2024-03-02 00:00:00,9,8,2,11,8,0,38
2024-03-02 00:10:00,8,10,3,7,7,5,40
2024-03-02 00:20:00,7,8,3,5,2,0,25
2024-03-02 00:30:00,2,2,0,9,2,0,15
2024-03-02 00:40:00,8,8,1,6,4,0,27
2024-03-02 00:50:00,3,3,0,3,3,1,13
2024-03-02 01:00:00,6,4,1,11,6,1,29
2024-03-02 01:10:00,1,1,0,2,0,0,4
2024-03-02 01:20:00,3,3,0,4,3,0,13
2024-03-02 01:30:00,2,2,1,4,4,0,13
2024-03-02 01:40:00,5,5,0,4,7,1,22
2024-03-02 01:50:00,4,4,3,4,4,0,19
2024-03-02 02:00:00,5,5,2,3,5,0,20
2024-03-02 02:10:00,2,2,0,6,2,1,13
2024-03-02 02:20:00,6,4,1,4,3,0,18
2024-03-02 02:30:00,4,4,0,3,2,0,13
2024-03-02 02:40:00,1,1,0,1,1,0,4
2024-03-02 02:50:00,1,1,0,4,5,0,11
2024-03-02 03:00:00,4,4,1,5,2,0,16
2024-03-02 03:10:00,3,3,1,3,4,0,14
2024-03-02 03:20:00,3,3,0,2,2,0,10
2024-03-02 03:30:00,6,5,2,4,3,0,20
2024-03-02 03:40:00,1,1,0,2,2,1,7
2024-03-02 03:50:00,4,4,0,3,2,1,14
2024-03-02 04:00:00,4,4,1,5,5,0,19
2024-03-02 04:10:00,1,1,1,3,3,0,9
2024-03-02 04:20:00,2,2,2,3,3,1,13
2024-03-02 04:30:00,4,5,0,3,2,2,16
2024-03-02 04:40:00,4,3,1,1,1,0,10
2024-03-02 04:50:00,6,6,0,3,2,0,17
2024-03-02 05:00:00,4,4,3,2,2,0,15
2024-03-02 05:10:00,6,5,2,3,4,0,20
2024-03-02 05:20:00,1,1,0,4,4,0,10
2024-03-02 05:30:00,4,5,1,7,6,0,23
2024-03-02 05:40:00,2,2,2,1,3,0,10
2024-03-02 05:50:00,1,7,2,2,2,2,16
2024-03-02 06:00:00,4,3,3,5,6,0,21
2024-03-02 06:10:00,6,6,5,7,6,1,31
2024-03-02 06:20:00,5,6,2,7,6,0,26
2024-03-02 06:30:00,11,13,7,7,5,0,43
2024-03-02 06:40:00,7,7,3,9,13,0,39
2024-03-02 06:50:00,11,11,6,7,6,2,43
2024-03-02 07:00:00,6,13,5,5,4,2,35
2024-03-02 07:10:00,15,17,10,10,9,3,64
2024-03-02 07:20:00,19,14,11,10,11,3,68
2024-03-02 07:30:00,17,18,11,17,14,1,78
2024-03-02 07:40:00,12,9,13,13,11,3,61
2024-03-02 07:50:00,19,20,18,14,12,5,88
2024-03-02 08:00:00,18,19,25,16,18,6,102
2024-03-02 08:10:00,19,16,18,15,18,9,95
2024-03-02 08:20:00,22,26,11,17,19,6,101
2024-03-02 08:30:00,29,25,22,23,22,4,125
2024-03-02 08:40:00,27,24,21,16,9,6,103
2024-03-02 08:50:00,22,31,20,20,18,7,118
2024-03-02 09:00:00,21,23,15,22,20,6,107
2024-03-02 09:10:00,30,32,22,25,16,17,142
2024-03-02 09:20:00,37,35,16,25,20,12,145
2024-03-02 09:30:00,42,31,26,26,18,11,154
2024-03-02 09:40:00,38,32,18,22,20,6,136
2024-03-02 09:50:00,40,28,21,32,25,4,150
2024-03-02 10:00:00,45,39,13,25,17,8,147
2024-03-02 10:10:00,36,30,23,34,22,9,154
2024-03-02 10:20:00,47,38,16,35,26,8,170
2024-03-02 10:30:00,33,30,21,27,14,3,128
2024-03-02 10:40:00,41,25,15,34,16,8,139
2024-03-02 10:50:00,53,27,19,36,19,9,163
2024-03-02 11:00:00,43,27,39,41,22,10,182
2024-03-02 11:10:00,37,35,20,33,23,12,160
2024-03-02 11:20:00,52,33,15,41,13,8,162
2024-03-02 11:30:00,44,26,19,49,22,6,166
2024-03-02 11:40:00,44,29,22,39,21,14,169
2024-03-02 11:50:00,42,32,6,34,21,21,156
2024-03-02 12:00:00,44,15,23,40,17,40,179
2024-03-02 12:10:00,57,24,21,41,22,9,174
2024-03-02 12:20:00,42,29,15,37,26,13,162
2024-03-02 12:30:00,51,34,19,33,25,10,172
2024-03-02 12:40:00,49,35,21,36,13,5,159
2024-03-02 12:50:00,50,38,26,33,20,16,183
2024-03-02 13:00:00,32,29,19,25,18,12,135
2024-03-02 13:10:00,38,35,17,32,18,15,155
2024-03-02 13:20:00,45,17,18,36,18,10,144
2024-03-02 13:30:00,46,35,27,35,30,8,181
2024-03-02 13:40:00,38,34,19,32,29,6,158
2024-03-02 13:50:00,43,32,21,26,12,5,139
2024-03-02 14:00:00,38,36,18,34,24,11,161
2024-03-02 14:10:00,45,33,20,34,26,10,168
2024-03-02 14:20:00,38,40,23,25,18,14,158
2024-03-02 14:30:00,36,32,22,30,19,5,144
2024-03-02 14:40:00,36,19,19,34,20,15,143
2024-03-02 14:50:00,43,31,25,42,16,6,163
2024-03-02 15:00:00,42,29,19,37,13,8,148
2024-03-02 15:10:00,37,29,12,38,25,7,148
2024-03-02 15:20:00,30,21,23,39,19,8,140
2024-03-02 15:30:00,30,20,20,35,19,7,131
2024-03-02 15:40:00,34,33,24,54,19,20,184
2024-03-02 15:50:00,38,24,19,25,17,9,132
2024-03-02 16:00:00,25,23,21,23,23,7,122
2024-03-02 16:10:00,22,19,23,28,24,4,120
2024-03-02 16:20:00,41,24,23,31,18,5,142
2024-03-02 16:30:00,36,29,24,34,19,2,144
2024-03-02 16:40:00,26,17,16,40,27,10,136
2024-03-02 16:50:00,31,25,14,35,28,4,137
2024-03-02 17:00:00,41,28,18,46,21,6,160
2024-03-02 17:10:00,27,28,20,39,27,8,149
2024-03-02 17:20:00,33,23,22,26,18,13,135
2024-03-02 17:30:00,30,27,23,39,15,1,135
2024-03-02 17:40:00,38,32,24,33,21,9,157
2024-03-02 17:50:00,39,38,18,36,14,10,155
2024-03-02 18:00:00,31,28,20,34,23,5,141
2024-03-02 18:10:00,34,24,24,44,19,12,157
2024-03-02 18:20:00,40,22,31,45,19,48,205
2024-03-02 18:30:00,24,20,21,34,21,7,127
2024-03-02 18:40:00,36,24,25,31,22,6,144
2024-03-02 18:50:00,29,27,16,27,18,4,121
2024-03-02 19:00:00,43,23,16,30,15,7,134
2024-03-02 19:10:00,41,19,26,46,32,12,176
2024-03-02 19:20:00,25,23,22,19,17,10,116
2024-03-02 19:30:00,17,14,17,34,23,5,110
2024-03-02 19:40:00,14,15,20,25,19,5,98
2024-03-02 19:50:00,26,22,16,27,22,6,119
2024-03-02 20:00:00,25,22,13,29,16,6,111
2024-03-02 20:10:00,19,17,11,25,15,6,93
2024-03-02 20:20:00,17,15,19,22,12,5,90
2024-03-02 20:30:00,24,16,15,23,11,1,90
2024-03-02 20:40:00,20,15,11,24,12,4,86
2024-03-02 20:50:00,18,17,18,14,15,0,82
2024-03-02 21:00:00,13,14,12,17,15,0,71
2024-03-02 21:10:00,25,18,11,19,18,5,96
2024-03-02 21:20:00,13,10,11,15,14,7,70
2024-03-02 21:30:00,17,12,11,33,20,0,93
2024-03-02 21:40:00,14,9,17,17,11,0,68
2024-03-02 21:50:00,16,15,8,10,8,0,57
2024-03-02 22:00:00,17,14,3,23,17,1,75
2024-03-02 22:10:00,16,13,5,12,11,1,58
2024-03-02 22:20:00,21,16,7,22,19,1,86
2024-03-02 22:30:00,6,9,4,13,7,2,41
2024-03-02 22:40:00,12,15,16,15,11,1,70
2024-03-02 22:50:00,13,13,3,17,12,0,58
2024-03-02 23:00:00,11,9,2,11,9,1,43
2024-03-02 23:10:00,5,4,5,16,17,3,50
2024-03-02 23:20:00,10,11,13,14,11,0,59
2024-03-02 23:30:00,7,7,8,10,8,0,40
2024-03-02 23:40:00,13,9,4,4,4,2,36
2024-03-02 23:50:00,8,11,8,7,6,1,41
2024-03-03 00:00:00,7,7,5,10,7,0,36
2024-03-03 00:10:00,4,3,1,8,7,4,27
2024-03-03 00:20:00,10,9,2,4,2,3,30
2024-03-03 00:30:00,7,7,9,7,7,1,38
2024-03-03 00:40:00,4,3,0,8,7,0,22
2024-03-03 00:50:00,5,5,5,16,11,0,42
2024-03-03 01:00:00,7,8,1,14,13,2,45
2024-03-03 01:10:00,1,1,2,5,5,1,15
2024-03-03 01:20:00,2,2,4,5,5,0,18
2024-03-03 01:30:00,5,4,2,6,5,1,23
2024-03-03 01:40:00,5,4,1,7,6,1,24
2024-03-03 01:50:00,7,6,6,7,6,0,32
2024-03-03 02:00:00,5,5,2,3,4,2,21
2024-03-03 02:10:00,2,1,3,4,4,1,15
2024-03-03 02:20:00,3,2,1,2,2,1,11
2024-03-03 02:30:00,3,3,0,4,2,0,12
2024-03-03 02:40:00,2,2,1,3,3,0,11
2024-03-03 02:50:00,1,1,0,3,3,0,8
2024-03-03 03:00:00,5,6,0,4,3,0,18
2024-03-03 03:10:00,1,1,0,1,1,0,4
2024-03-03 03:20:00,1,0,0,2,2,0,5
2024-03-03 03:30:00,3,3,1,4,6,2,19
2024-03-03 03:40:00,1,2,0,1,2,0,6
2024-03-03 03:50:00,0,0,0,1,1,2,4
2024-03-03 04:00:00,5,8,0,3,4,10,30
2024-03-03 04:10:00,6,6,0,2,2,0,16
2024-03-03 04:20:00,2,2,1,2,2,1,10
2024-03-03 04:30:00,2,2,0,4,4,0,12
2024-03-03 04:40:00,2,2,0,3,3,0,10
2024-03-03 04:50:00,4,4,2,5,7,4,26
2024-03-03 05:00:00,3,3,2,3,4,0,15
2024-03-03 05:10:00,3,4,1,3,4,0,15
2024-03-03 05:20:00,2,2,0,0,0,0,4
2024-03-03 05:30:00,3,3,1,4,4,0,15
2024-03-03 05:40:00,1,0,0,1,1,0,3
2024-03-03 05:50:00,2,2,1,1,2,0,8
2024-03-03 06:00:00,3,3,5,6,6,2,25
2024-03-03 06:10:00,1,1,2,7,5,3,19
2024-03-03 06:20:00,2,2,0,4,4,0,12
2024-03-03 06:30:00,3,2,2,4,3,0,14
2024-03-03 06:40:00,1,1,1,5,5,0,13
2024-03-03 06:50:00,1,1,4,2,2,0,10
2024-03-03 07:00:00,7,7,3,7,7,0,31
2024-03-03 07:10:00,3,6,2,3,5,0,19
2024-03-03 07:20:00,6,8,3,3,3,0,23
2024-03-03 07:30:00,4,6,2,7,7,0,26
2024-03-03 07:40:00,8,9,0,6,5,1,29
2024-03-03 07:50:00,9,11,2,11,9,3,45
2024-03-03 08:00:00,9,13,6,9,5,5,47
2024-03-03 08:10:00,10,13,9,13,14,3,62
2024-03-03 08:20:00,10,11,4,12,11,0,48
2024-03-03 08:30:00,17,14,6,8,10,5,60
2024-03-03 08:40:00,18,18,9,6,8,3,62
2024-03-03 08:50:00,5,6,13,8,8,4,44
2024-03-03 09:00:00,19,20,11,16,14,0,80
2024-03-03 09:10:00,11,19,8,13,10,2,63
2024-03-03 09:20:00,23,25,9,8,7,5,77
2024-03-03 09:30:00,21,21,9,17,16,6,90
2024-03-03 09:40:00,26,34,13,16,14,5,108
2024-03-03 09:50:00,21,25,13,20,15,1,95
2024-03-03 10:00:00,30,25,6,24,19,1,105
2024-03-03 10:10:00,25,21,13,20,14,5,98
2024-03-03 10:20:00,19,19,8,23,15,11,95
2024-03-03 10:30:00,22,27,10,20,20,3,102
2024-03-03 10:40:00,24,24,7,26,16,5,102
2024-03-03 10:50:00,24,33,12,19,14,4,106
2024-03-03 11:00:00,29,29,18,15,10,4,105
2024-03-03 11:10:00,30,28,19,17,12,3,109
2024-03-03 11:20:00,25,28,11,17,14,0,95
2024-03-03 11:30:00,23,23,13,28,19,3,109
2024-03-03 11:40:00,22,23,14,19,33,13,124
2024-03-03 11:50:00,29,29,17,20,29,3,127
2024-03-03 12:00:00,31,23,7,24,32,5,122
2024-03-03 12:10:00,28,24,13,26,22,3,116
2024-03-03 12:20:00,27,33,20,15,18,8,121
2024-03-03 12:30:00,35,36,10,31,31,4,147
2024-03-03 12:40:00,26,23,12,22,17,4,104
2024-03-03 12:50:00,29,31,20,22,18,5,125
2024-03-03 13:00:00,26,18,11,32,19,4,110
2024-03-03 13:10:00,29,28,17,29,23,3,129
2024-03-03 13:20:00,23,23,21,26,21,4,118
2024-03-03 13:30:00,34,29,17,20,14,7,121
2024-03-03 13:40:00,34,27,15,31,15,3,125
2024-03-03 13:50:00,35,34,12,31,24,8,144
2024-03-03 14:00:00,38,33,23,30,17,16,157
2024-03-03 14:10:00,29,24,16,22,17,5,113
2024-03-03 14:20:00,26,30,15,31,27,9,138
2024-03-03 14:30:00,34,21,24,35,24,4,142
2024-03-03 14:40:00,27,16,32,34,23,6,138
2024-03-03 14:50:00,34,32,15,32,21,6,140
2024-03-03 15:00:00,43,30,10,31,20,1,135
2024-03-03 15:10:00,33,28,14,24,18,11,128
2024-03-03 15:20:00,34,29,15,27,17,3,125
2024-03-03 15:30:00,38,27,14,44,20,8,151
2024-03-03 15:40:00,38,27,19,28,15,6,133
2024-03-03 15:50:00,18,16,16,25,20,7,102
2024-03-03 16:00:00,28,27,18,39,15,4,131
2024-03-03 16:10:00,26,19,19,33,22,3,122
2024-03-03 16:20:00,30,21,35,30,16,1,133
2024-03-03 16:30:00,33,24,18,36,20,4,135
2024-03-03 16:40:00,28,27,25,35,20,8,143
2024-03-03 16:50:00,38,30,17,31,23,8,147
2024-03-03 17:00:00,34,22,16,36,25,3,136
2024-03-03 17:10:00,32,32,22,34,19,4,143
2024-03-03 17:20:00,26,22,16,24,13,8,109
2024-03-03 17:30:00,32,21,24,35,26,2,140
2024-03-03 17:40:00,19,23,16,31,26,1,116
2024-03-03 17:50:00,32,30,19,27,14,2,124
2024-03-03 18:00:00,32,24,10,33,16,1,116
2024-03-03 18:10:00,31,25,19,26,15,6,122
2024-03-03 18:20:00,24,22,16,27,21,3,113
2024-03-03 18:30:00,30,21,8,26,18,3,106
2024-03-03 18:40:00,30,24,10,29,21,4,118
2024-03-03 18:50:00,21,19,13,20,16,5,94
2024-03-03 19:00:00,20,19,16,22,21,4,102
2024-03-03 19:10:00,33,25,10,21,16,5,110
2024-03-03 19:20:00,23,14,14,23,19,2,95
2024-03-03 19:30:00,25,17,11,17,21,4,95
2024-03-03 19:40:00,27,18,7,25,19,5,101
2024-03-03 19:50:00,20,16,11,20,24,2,93
2024-03-03 20:00:00,20,11,8,25,17,0,81
2024-03-03 20:10:00,15,8,8,12,6,4,53
2024-03-03 20:20:00,17,12,2,16,13,6,66
2024-03-03 20:30:00,6,6,5,16,11,1,45
2024-03-03 20:40:00,5,7,4,15,8,0,39
2024-03-03 20:50:00,14,15,6,14,14,2,65
2024-03-03 21:00:00,9,9,6,19,17,1,61
2024-03-03 21:10:00,7,7,8,14,12,3,51
2024-03-03 21:20:00,9,8,0,6,7,1,31
2024-03-03 21:30:00,8,7,4,8,9,0,36
2024-03-03 21:40:00,8,9,0,8,9,0,34
2024-03-03 21:50:00,8,7,2,11,10,0,38
2024-03-03 22:00:00,11,9,3,10,11,1,45
2024-03-03 22:10:00,9,7,2,14,11,2,45
2024-03-03 22:20:00,6,6,4,10,8,3,37
2024-03-03 22:30:00,9,8,2,11,8,0,38
2024-03-03 22:40:00,7,8,8,6,4,0,33
2024-03-03 22:50:00,3,3,3,6,6,0,21
2024-03-03 23:00:00,6,5,0,7,5,0,23
2024-03-03 23:10:00,3,3,0,2,2,2,12
2024-03-03 23:20:00,6,8,1,3,3,2,23
2024-03-03 23:30:00,1,2,0,5,4,1,13
2024-03-03 23:40:00,8,11,2,11,10,0,42
2024-03-03 23:50:00,5,4,4,5,5,0,23
2024-03-04 00:00:00,5,4,0,3,3,0,15
2024-03-04 00:10:00,2,1,1,1,1,0,6
2024-03-04 00:20:00,0,0,3,3,2,0,8
2024-03-04 00:30:00,1,2,1,3,3,0,10
2024-03-04 00:40:00,2,2,1,1,2,0,8
2024-03-04 00:50:00,0,0,0,6,4,0,10
2024-03-04 01:00:00,0,0,0,4,5,0,9
2024-03-04 01:10:00,2,2,0,3,3,0,10
2024-03-04 01:20:00,0,0,0,2,2,0,4
2024-03-04 01:30:00,2,2,1,1,1,2,9
2024-03-04 01:40:00,2,2,1,1,1,0,7
2024-03-04 01:50:00,1,1,1,0,0,0,3
2024-03-04 02:00:00,0,0,0,2,1,0,3
2024-03-04 02:10:00,0,0,0,0,0,0,0
2024-03-04 02:20:00,1,1,0,2,1,0,5
2024-03-04 02:30:00,0,0,0,1,3,0,4
2024-03-04 02:40:00,2,2,0,1,1,0,6
2024-03-04 02:50:00,0,0,1,3,4,0,8
2024-03-04 03:00:00,3,2,0,1,1,0,7
2024-03-04 03:10:00,1,1,0,1,1,0,4
2024-03-04 03:20:00,1,1,0,4,3,0,9
2024-03-04 03:30:00,0,0,0,1,1,0,2
2024-03-04 03:40:00,0,0,0,2,3,0,5
2024-03-04 03:50:00,2,4,0,0,1,0,7
2024-03-04 04:00:00,1,1,0,0,0,0,2
2024-03-04 04:10:00,1,3,0,3,7,0,14
2024-03-04 04:20:00,1,1,1,1,1,0,5
2024-03-04 04:30:00,2,3,0,4,5,0,14
2024-03-04 04:40:00,5,6,0,2,1,1,15
2024-03-04 04:50:00,3,3,4,4,3,0,17
2024-03-04 05:00:00,5,6,1,5,7,2,26
2024-03-04 05:10:00,7,7,7,5,2,1,29
2024-03-04 05:20:00,6,7,2,7,7,0,29
2024-03-04 05:30:00,8,6,9,8,11,0,42
2024-03-04 05:40:00,8,7,9,3,3,0,30
2024-03-04 05:50:00,11,16,6,5,5,2,45
2024-03-04 06:00:00,10,12,8,10,11,1,52
2024-03-04 06:10:00,12,10,8,8,7,2,47
2024-03-04 06:20:00,13,15,6,22,15,0,71
2024-03-04 06:30:00,17,14,16,17,13,3,80
2024-03-04 06:40:00,15,16,6,14,14,1,66
2024-03-04 06:50:00,30,26,14,21,14,1,106
2024-03-04 07:00:00,22,19,13,15,16,3,88
2024-03-04 07:10:00,27,20,15,24,23,6,115
2024-03-04 07:20:00,38,34,17,21,17,7,134
2024-03-04 07:30:00,41,32,20,38,19,6,156
2024-03-04 07:40:00,55,27,19,37,25,2,165
2024-03-04 07:50:00,34,24,16,35,30,8,147
2024-03-04 08:00:00,35,29,17,35,22,13,151
2024-03-04 08:10:00,46,39,22,27,25,6,165
2024-03-04 08:20:00,43,30,22,29,26,12,162
2024-03-04 08:30:00,41,34,21,35,25,10,166
2024-03-04 08:40:00,36,29,18,21,17,8,129
2024-03-04 08:50:00,39,38,18,38,29,11,173
2024-03-04 09:00:00,45,38,18,33,25,8,167
2024-03-04 09:10:00,40,35,22,24,20,10,151
2024-03-04 09:20:00,46,30,21,31,28,6,162
2024-03-04 09:30:00,43,33,23,31,25,16,171
2024-03-04 09:40:00,26,22,13,37,25,5,128
2024-03-04 09:50:00,34,33,19,31,23,9,149
2024-03-04 10:00:00,29,30,32,21,13,2,127
2024-03-04 10:10:00,29,28,13,35,25,12,142
2024-03-04 10:20:00,39,20,23,39,22,6,149
2024-03-04 10:30:00,43,31,16,49,23,8,170
2024-03-04 10:40:00,33,32,23,20,11,17,136
2024-03-04 10:50:00,29,25,24,31,21,15,145
2024-03-04 11:00:00,37,22,23,35,27,6,150
2024-03-04 11:10:00,38,25,22,36,16,9,146
2024-03-04 11:20:00,32,30,20,21,19,7,129
2024-03-04 11:30:00,30,22,25,34,21,2,134
2024-03-04 11:40:00,37,34,19,34,22,7,153
2024-03-04 11:50:00,38,35,25,39,24,8,169
2024-03-04 12:00:00,28,26,20,42,29,5,150
2024-03-04 12:10:00,29,18,26,39,14,6,132
2024-03-04 12:20:00,34,27,20,26,15,7,129
2024-03-04 12:30:00,34,34,17,29,14,8,136
2024-03-04 12:40:00,33,27,20,24,19,8,131
2024-03-04 12:50:00,27,24,20,32,33,10,146
2024-03-04 13:00:00,28,19,15,33,27,7,129
2024-03-04 13:10:00,34,22,22,37,24,5,144
2024-03-04 13:20:00,25,22,24,31,21,5,128
2024-03-04 13:30:00,39,22,14,29,21,4,129
2024-03-04 13:40:00,45,35,18,22,22,12,154
2024-03-04 13:50:00,38,27,29,42,20,12,168
2024-03-04 14:00:00,30,27,22,44,26,10,159
2024-03-04 14:10:00,48,30,23,27,17,6,151
2024-03-04 14:20:00,32,31,19,29,23,6,140
2024-03-04 14:30:00,30,21,27,43,23,6,150
2024-03-04 14:40:00,33,29,19,39,17,7,144
