datetime,D11Z,D12Z,D13Z,D21Z,D22Z,D31Z,D32Z,D41Z,D42Z,Total
2024-03-08 09:30:00,11,34,22,100,54,0,18,0,38,277
2024-03-08 09:40:00,11,25,22,94,54,0,19,0,28,253
2024-03-08 09:50:00,7,29,18,82,52,0,28,0,27,243
2024-03-08 10:00:00,7,24,16,78,36,0,16,0,22,199
2024-03-08 10:10:00,5,26,25,60,47,0,24,0,33,220
2024-03-08 10:20:00,7,39,26,85,50,0,16,0,24,247
2024-03-08 10:30:00,6,25,17,86,44,0,29,0,36,243
2024-03-08 10:40:00,16,31,19,93,35,0,34,0,21,249
2024-03-08 10:50:00,16,38,27,82,55,0,29,0,23,270
2024-03-08 11:00:00,10,31,29,71,47,0,26,0,30,244
2024-03-08 11:10:00,16,31,29,63,31,0,21,0,23,214
2024-03-08 11:20:00,12,27,25,92,45,0,28,0,52,281
2024-03-08 11:30:00,8,26,29,61,42,0,26,0,43,235
2024-03-08 11:40:00,12,29,23,65,54,0,29,0,33,245
2024-03-08 11:50:00,16,34,23,84,61,0,23,0,32,273
2024-03-08 12:00:00,9,24,33,84,48,0,28,0,32,258
2024-03-08 12:10:00,6,31,26,77,51,0,32,0,29,252
2024-03-08 12:20:00,6,24,38,61,50,0,36,0,21,236
2024-03-08 12:30:00,10,28,26,96,56,0,28,0,20,264
2024-03-08 12:40:00,15,37,32,85,71,0,35,0,30,305
2024-03-08 12:50:00,13,30,27,99,52,0,26,0,30,277
2024-03-08 13:00:00,6,24,46,89,52,0,37,0,26,280
2024-03-08 13:10:00,7,42,39,89,57,0,27,0,20,281
2024-03-08 13:20:00,9,29,22,83,29,0,33,0,18,223
2024-03-08 13:30:00,11,39,35,90,40,0,34,0,24,273
2024-03-08 13:40:00,11,34,32,84,31,0,37,0,23,252
2024-03-08 13:50:00,9,36,32,97,54,0,34,0,17,279
2024-03-08 14:00:00,8,50,52,89,60,0,30,0,25,314
2024-03-08 14:10:00,8,36,35,79,36,0,36,0,20,250
2024-03-08 14:20:00,10,33,31,85,54,0,39,0,21,273
2024-03-08 14:30:00,5,48,41,75,51,0,32,0,25,277
2024-03-08 14:40:00,8,31,22,95,38,0,32,0,31,257
2024-03-08 14:50:00,9,38,34,99,49,0,34,0,25,288
2024-03-08 15:00:00,9,33,33,98,65,0,34,0,25,297
2024-03-08 15:10:00,10,36,27,105,57,0,41,0,20,296
2024-03-08 15:20:00,10,29,29,89,73,0,31,0,32,293
2024-03-08 15:30:00,8,40,32,112,58,0,35,0,24,309
2024-03-08 15:40:00,7,28,36,99,47,0,41,0,18,276
2024-03-08 15:50:00,14,39,28,85,62,0,38,0,26,292
2024-03-08 16:00:00,8,38,41,79,55,0,23,0,26,270
2024-03-08 16:10:00,11,34,34,93,59,0,36,0,20,287
2024-03-08 16:20:00,6,26,36,83,52,0,35,0,20,258
2024-03-08 16:30:00,10,37,34,88,52,0,35,0,28,284
2024-03-08 16:40:00,13,31,35,111,58,0,33,0,18,299
2024-03-08 16:50:00,8,28,29,92,56,0,27,0,26,266
2024-03-08 17:00:00,15,38,30,93,47,0,40,0,22,285
2024-03-08 17:10:00,5,31,31,86,49,0,34,0,31,267
2024-03-08 17:20:00,6,34,37,120,60,0,38,0,24,319
2024-03-08 17:30:00,6,31,35,80,44,0,35,0,25,256
2024-03-08 17:40:00,8,31,31,95,47,0,32,0,22,266
2024-03-08 17:50:00,5,44,37,76,52,0,24,0,27,265
2024-03-08 18:00:00,5,41,38,91,50,0,30,0,23,278
2024-03-08 18:10:00,14,36,33,90,59,0,34,0,30,296
2024-03-08 18:20:00,13,38,28,96,51,0,28,0,23,277
2024-03-08 18:30:00,6,40,29,78,34,0,25,0,17,229
2024-03-08 18:40:00,5,27,32,86,54,0,25,0,26,255
2024-03-08 18:50:00,4,38,31,70,43,0,32,0,23,241
2024-03-08 19:00:00,5,34,35,55,43,0,24,0,23,219
2024-03-08 19:10:00,4,27,32,74,42,0,29,0,22,230
2024-03-08 19:20:00,10,26,26,64,53,0,34,0,24,237
2024-03-08 19:30:00,10,20,26,60,52,0,17,0,20,205
2024-03-08 19:40:00,5,17,19,55,43,0,18,0,29,186
2024-03-08 19:50:00,2,44,27,49,40,0,23,0,18,203
2024-03-08 20:00:00,9,25,26,45,47,0,10,0,21,183
2024-03-08 20:10:00,6,14,17,38,46,0,23,0,21,165
2024-03-08 20:20:00,4,19,17,32,30,0,17,0,21,140
2024-03-08 20:30:00,2,14,12,44,32,0,15,0,20,139
2024-03-08 20:40:00,4,12,13,33,31,0,13,0,18,124
2024-03-08 20:50:00,4,11,15,21,35,0,15,0,27,128
2024-03-08 21:00:00,3,20,23,33,30,0,19,0,18,146
2024-03-08 21:10:00,4,20,21,24,30,0,10,0,17,126
2024-03-08 21:20:00,5,13,19,21,24,0,13,0,16,111
2024-03-08 21:30:00,4,18,18,25,30,0,17,0,13,125
2024-03-08 21:40:00,5,18,17,32,36,0,14,0,16,138
2024-03-08 21:50:00,3,11,19,32,33,0,14,0,12,124
2024-03-08 22:00:00,5,8,6,32,25,0,12,0,9,97
2024-03-08 22:10:00,3,16,11,31,22,0,22,0,13,118
2024-03-08 22:20:00,3,14,16,27,17,0,22,0,29,128
2024-03-08 22:30:00,2,10,16,33,23,0,16,0,17,117
2024-03-08 22:40:00,4,10,7,27,25,0,10,0,24,107
2024-03-08 22:50:00,3,15,19,25,20,0,14,0,5,101
2024-03-08 23:00:00,2,7,13,20,24,0,7,0,15,88
2024-03-08 23:10:00,1,13,11,29,24,0,18,0,12,108
2024-03-08 23:20:00,3,4,9,18,20,0,20,0,16,90
2024-03-08 23:30:00,5,8,10,12,13,0,8,0,7,63
2024-03-08 23:40:00,3,8,8,14,19,0,9,0,17,78
2024-03-08 23:50:00,1,8,7,15,18,0,9,0,14,72
2024-03-09 00:00:00,5,12,12,14,9,0,11,0,11,74
2024-03-09 00:10:00,4,5,9,13,20,0,11,0,14,76
2024-03-09 00:20:00,5,4,9,8,7,0,10,0,9,52
2024-03-09 00:30:00,1,9,3,12,4,0,13,0,8,50
2024-03-09 00:40:00,0,6,6,10,7,0,3,0,8,40
2024-03-09 00:50:00,1,2,3,7,3,0,11,0,4,31
2024-03-09 01:00:00,0,13,13,10,12,0,5,0,8,61
2024-03-09 01:10:00,2,5,6,6,7,0,8,0,6,40
2024-03-09 01:20:00,1,3,4,6,3,0,6,0,6,29
2024-03-09 01:30:00,3,1,6,8,4,0,7,0,4,33
2024-03-09 01:40:00,1,5,6,6,9,0,4,0,4,35
2024-03-09 01:50:00,2,4,7,3,10,0,3,0,6,35
2024-03-09 02:00:00,0,2,4,6,4,0,2,0,5,23
2024-03-09 02:10:00,3,2,5,4,7,0,5,0,6,32
2024-03-09 02:20:00,0,1,7,5,9,0,5,0,6,33
2024-03-09 02:30:00,2,2,4,4,6,0,3,0,5,26
2024-03-09 02:40:00,1,4,7,2,2,0,6,0,11,33
2024-03-09 02:50:00,1,3,1,3,3,0,2,0,3,16
2024-03-09 03:00:00,2,2,3,3,4,0,2,0,3,19
2024-03-09 03:10:00,1,5,4,8,8,0,3,0,3,32
2024-03-09 03:20:00,1,2,2,3,8,0,3,0,3,22
2024-03-09 03:30:00,1,0,4,2,7,0,1,0,2,17
2024-03-09 03:40:00,1,5,4,3,7,0,4,0,4,28
2024-03-09 03:50:00,0,2,2,7,8,0,2,0,2,23
2024-03-09 04:00:00,0,0,1,2,2,0,1,0,2,8
2024-03-09 04:10:00,1,1,5,4,5,0,5,0,5,26
2024-03-09 04:20:00,0,2,2,3,4,0,3,0,4,18
2024-03-09 04:30:00,1,4,1,10,8,0,0,0,3,27
2024-03-09 04:40:00,0,1,1,14,14,0,1,0,6,37
2024-03-09 04:50:00,0,2,0,20,11,0,2,0,3,38
2024-03-09 05:00:00,0,0,0,12,7,0,2,0,3,24
2024-03-09 05:10:00,0,4,4,13,7,0,6,0,4,38
2024-03-09 05:20:00,2,1,2,19,10,0,2,0,8,44
2024-03-09 05:30:00,0,3,8,24,18,0,4,0,5,62
2024-03-09 05:40:00,2,6,6,12,15,0,7,0,6,54
2024-03-09 05:50:00,0,2,6,25,16,0,4,0,2,55
2024-03-09 06:00:00,0,3,3,13,8,0,1,0,7,35
2024-03-09 06:10:00,1,5,4,22,13,0,6,0,6,57
2024-03-09 06:20:00,1,7,6,12,14,0,6,0,10,56
2024-03-09 06:30:00,1,11,8,20,12,0,5,0,6,63
2024-03-09 06:40:00,4,8,10,21,21,0,4,0,8,76
2024-03-09 06:50:00,2,8,8,19,10,0,7,0,3,57
2024-03-09 07:00:00,1,7,5,22,11,0,5,0,6,57
2024-03-09 07:10:00,4,5,8,36,22,0,4,0,6,85
2024-03-09 07:20:00,1,3,9,25,23,0,4,0,10,75
2024-03-09 07:30:00,0,5,7,44,22,0,8,0,7,93
2024-03-09 07:40:00,6,9,13,43,19,0,14,0,10,114
2024-03-09 07:50:00,3,12,15,38,19,0,7,0,9,103
2024-03-09 08:00:00,2,7,8,47,18,0,12,0,15,109
2024-03-09 08:10:00,3,11,17,32,24,0,7,0,15,109
2024-03-09 08:20:00,7,7,11,37,14,0,6,0,11,93
2024-03-09 08:30:00,4,12,14,66,18,0,11,0,13,138
2024-03-09 08:40:00,8,13,12,58,16,0,13,0,16,136
2024-03-09 08:50:00,3,13,17,51,12,0,21,0,13,130
2024-03-09 09:00:00,7,23,25,63,30,0,12,0,18,178
2024-03-09 09:10:00,4,28,15,77,28,0,7,0,19,178
2024-03-09 09:20:00,7,15,21,71,31,0,22,0,10,177
2024-03-09 09:30:00,6,23,18,92,43,0,17,0,39,238
2024-03-09 09:40:00,6,23,27,96,34,0,17,0,19,222
2024-03-09 09:50:00,8,31,32,88,50,0,16,0,20,245
2024-03-09 10:00:00,10,17,14,82,42,0,21,0,15,201
2024-03-09 10:10:00,5,33,22,87,52,0,21,0,24,244
2024-03-09 10:20:00,7,23,22,77,46,0,18,0,26,219
2024-03-09 10:30:00,11,28,22,84,49,0,24,0,25,243
2024-03-09 10:40:00,9,22,18,103,43,0,23,0,13,231
2024-03-09 10:50:00,5,18,27,101,45,0,27,0,15,238
2024-03-09 11:00:00,8,20,25,89,39,0,23,0,22,226
2024-03-09 11:10:00,7,27,28,95,42,0,19,0,21,239
2024-03-09 11:20:00,5,37,26,101,56,0,20,0,23,268
2024-03-09 11:30:00,9,29,25,112,47,0,22,0,23,267
2024-03-09 11:40:00,10,20,25,93,48,0,22,0,23,241
2024-03-09 11:50:00,5,36,27,84,56,0,28,0,33,269
2024-03-09 12:00:00,13,40,27,96,47,0,22,0,30,275
2024-03-09 12:10:00,8,25,23,109,55,0,22,0,19,261
2024-03-09 12:20:00,3,25,25,99,44,0,31,0,25,252
2024-03-09 12:30:00,3,30,29,83,53,0,29,0,26,253
2024-03-09 12:40:00,9,25,20,102,56,0,28,0,27,267
2024-03-09 12:50:00,7,28,31,100,48,0,31,0,26,271
2024-03-09 13:00:00,12,32,26,86,59,0,24,0,30,269
2024-03-09 13:10:00,13,28,30,82,45,0,33,0,25,256
2024-03-09 13:20:00,10,26,24,82,36,0,37,0,37,252
2024-03-09 13:30:00,8,31,34,101,43,0,23,0,26,266
2024-03-09 13:40:00,8,23,34,110,69,0,25,0,25,294
2024-03-09 13:50:00,6,28,31,76,57,0,23,0,29,250
2024-03-09 14:00:00,12,31,33,92,46,0,30,0,25,269
2024-03-09 14:10:00,5,27,35,89,58,0,21,0,32,267
2024-03-09 14:20:00,5,22,31,90,51,0,26,0,28,253
2024-03-09 14:30:00,10,34,35,90,52,0,17,0,24,262
2024-03-09 14:40:00,5,27,33,90,74,0,22,0,33,284
2024-03-09 14:50:00,6,29,30,96,64,0,31,0,40,296
2024-03-09 15:00:00,7,29,25,85,55,0,30,0,21,252
2024-03-09 15:10:00,15,25,25,81,50,0,35,0,25,256
2024-03-09 15:20:00,5,20,27,81,65,0,22,0,40,260
2024-03-09 15:30:00,8,21,28,85,59,0,26,0,29,256
2024-03-09 15:40:00,5,24,27,98,62,0,28,0,29,273
2024-03-09 15:50:00,7,35,26,106,56,0,20,0,24,274
2024-03-09 16:00:00,7,25,30,84,54,0,23,0,25,248
2024-03-09 16:10:00,5,33,27,89,59,0,19,0,29,261
2024-03-09 16:20:00,6,18,25,84,50,0,26,0,39,248
2024-03-09 16:30:00,7,29,21,91,32,0,29,0,19,228
2024-03-09 16:40:00,10,23,30,75,51,0,21,0,20,230
2024-03-09 16:50:00,8,30,24,93,52,0,19,0,28,254
2024-03-09 17:00:00,6,26,23,87,47,0,20,0,22,231
2024-03-09 17:10:00,8,33,24,110,49,0,28,0,20,272
2024-03-09 17:20:00,8,30,26,105,43,0,18,0,26,256
2024-03-09 17:30:00,9,29,23,97,56,0,21,0,26,261
2024-03-09 17:40:00,8,17,20,103,32,0,25,0,13,218
2024-03-09 17:50:00,10,25,23,81,61,0,31,0,33,264
2024-03-09 18:00:00,8,24,22,73,37,0,21,0,25,210
2024-03-09 18:10:00,9,29,24,60,46,0,23,0,23,214
2024-03-09 18:20:00,9,23,35,70,43,0,9,0,19,208
2024-03-09 18:30:00,6,35,24,75,44,0,25,0,24,233
2024-03-09 18:40:00,7,41,26,74,50,0,23,0,17,238
2024-03-09 18:50:00,5,32,19,66,51,0,22,0,25,220
2024-03-09 19:00:00,6,24,22,61,34,0,13,0,22,182
2024-03-09 19:10:00,1,25,30,64,43,0,19,0,30,212
2024-03-09 19:20:00,12,15,15,58,42,0,19,0,18,179
2024-03-09 19:30:00,3,18,19,46,36,0,17,0,22,161
2024-03-09 19:40:00,3,24,18,45,28,0,17,0,13,148
2024-03-09 19:50:00,5,12,13,45,30,0,22,0,38,165
2024-03-09 20:00:00,9,14,13,57,36,0,10,0,16,155
2024-03-09 20:10:00,10,21,24,46,38,0,13,0,22,174
2024-03-09 20:20:00,3,9,14,25,30,0,18,0,17,116
2024-03-09 20:30:00,3,19,19,31,32,0,13,0,12,129
2024-03-09 20:40:00,8,15,12,36,27,0,16,0,11,125
2024-03-09 20:50:00,3,13,11,49,24,0,11,0,13,124
2024-03-09 21:00:00,3,11,13,45,29,0,8,0,13,122
2024-03-09 21:10:00,9,12,10,33,21,0,11,0,10,106
2024-03-09 21:20:00,4,9,9,35,28,0,10,0,12,107
2024-03-09 21:30:00,3,13,13,30,22,0,15,0,13,109
2024-03-09 21:40:00,6,16,13,27,22,0,12,0,14,110
2024-03-09 21:50:00,8,14,9,16,19,0,10,0,11,87
2024-03-09 22:00:00,4,14,16,27,15,0,8,0,13,97
2024-03-09 22:10:00,1,17,17,25,27,0,11,0,14,112
2024-03-09 22:20:00,7,12,12,24,20,0,19,0,5,99
2024-03-09 22:30:00,4,19,19,28,21,0,10,0,11,112
2024-03-09 22:40:00,4,6,14,27,33,0,14,0,12,110
2024-03-09 22:50:00,2,12,12,18,20,0,8,0,12,84
2024-03-09 23:00:00,4,11,13,19,29,0,16,0,14,106
2024-03-09 23:10:00,1,10,18,17,29,0,11,0,30,116
2024-03-09 23:20:00,4,12,10,19,17,0,11,0,7,80
2024-03-09 23:30:00,5,8,12,12,19,0,9,0,10,75
2024-03-09 23:40:00,1,8,11,14,19,0,17,0,11,81
2024-03-09 23:50:00,7,7,7,15,19,0,7,0,14,76
2024-03-10 00:00:00,0,14,12,15,18,0,6,0,7,72
2024-03-10 00:10:00,1,7,9,9,11,0,10,0,7,54
2024-03-10 00:20:00,1,7,10,9,6,0,9,0,7,49
2024-03-10 00:30:00,4,8,10,14,17,0,4,0,7,64
2024-03-10 00:40:00,4,6,1,15,16,0,5,0,2,49
2024-03-10 00:50:00,3,4,2,10,16,0,5,0,9,49
2024-03-10 01:00:00,1,4,6,13,8,0,5,0,11,48
2024-03-10 01:10:00,1,5,2,11,9,0,9,0,13,50
2024-03-10 01:20:00,2,6,7,15,7,0,8,0,6,51
2024-03-10 01:30:00,4,2,3,10,3,0,3,0,7,32
2024-03-10 01:40:00,2,4,5,7,9,0,5,0,8,40
2024-03-10 01:50:00,2,2,4,7,8,0,7,0,3,33
2024-03-10 02:00:00,1,3,5,5,6,0,0,0,6,26
2024-03-10 02:10:00,0,1,1,7,4,0,1,0,4,18
2024-03-10 02:20:00,0,3,3,5,11,0,4,0,5,31
2024-03-10 02:30:00,1,5,3,8,6,0,1,0,2,26
2024-03-10 02:40:00,1,1,2,6,5,0,4,0,8,27
2024-03-10 02:50:00,0,2,5,7,10,0,5,0,5,34
2024-03-10 03:00:00,1,3,3,5,3,0,3,0,4,22
2024-03-10 03:10:00,0,1,3,4,3,0,5,0,7,23
2024-03-10 03:20:00,1,1,0,2,6,0,1,0,4,15
2024-03-10 03:30:00,0,1,4,3,3,0,3,0,4,18
2024-03-10 03:40:00,1,2,5,6,7,0,4,0,6,31
2024-03-10 03:50:00,2,0,2,6,6,0,1,0,7,24
2024-03-10 04:00:00,1,0,1,3,4,0,3,0,6,18
2024-03-10 04:10:00,2,2,2,3,5,0,2,0,3,19
2024-03-10 04:20:00,1,2,4,4,2,0,2,0,7,22
2024-03-10 04:30:00,2,0,1,11,9,0,2,0,6,31
2024-03-10 04:40:00,0,1,1,13,9,0,0,0,4,28
2024-03-10 04:50:00,0,1,3,14,13,0,2,0,3,36
2024-03-10 05:00:00,1,1,2,12,7,0,1,0,4,28
2024-03-10 05:10:00,2,0,0,10,8,0,0,0,5,25
2024-03-10 05:20:00,1,3,5,9,8,0,2,0,4,32
2024-03-10 05:30:00,0,2,1,7,5,0,0,0,7,22
2024-03-10 05:40:00,2,3,7,7,15,0,3,0,8,45
2024-03-10 05:50:00,1,2,3,11,7,0,2,0,1,27
2024-03-10 06:00:00,0,1,1,14,12,0,2,0,2,32
2024-03-10 06:10:00,0,0,2,13,12,0,1,0,5,33
2024-03-10 06:20:00,0,3,0,11,7,0,3,0,3,27
2024-03-10 06:30:00,0,2,1,9,7,0,2,0,5,26
2024-03-10 06:40:00,1,4,1,8,6,0,4,0,6,30
2024-03-10 06:50:00,0,1,2,6,5,0,5,0,2,21
2024-03-10 07:00:00,2,2,2,7,6,0,2,0,6,27
2024-03-10 07:10:00,1,4,5,6,2,0,0,0,6,24
2024-03-10 07:20:00,2,5,7,10,10,0,3,0,4,41
2024-03-10 07:30:00,3,8,9,14,6,0,3,0,2,45
2024-03-10 07:40:00,1,4,1,13,6,0,4,0,7,36
2024-03-10 07:50:00,0,3,2,18,7,0,6,0,1,37
2024-03-10 08:00:00,4,5,8,18,13,0,6,0,9,63
2024-03-10 08:10:00,1,6,4,18,12,0,4,0,6,51
2024-03-10 08:20:00,1,5,9,19,11,0,4,0,4,53
2024-03-10 08:30:00,4,4,6,11,9,0,6,0,7,47
2024-03-10 08:40:00,8,9,7,25,14,0,4,0,8,75
2024-03-10 08:50:00,3,2,7,37,23,0,5,0,10,87
2024-03-10 09:00:00,1,13,16,21,11,0,10,0,9,81
2024-03-10 09:10:00,9,10,13,40,28,0,12,0,14,126
2024-03-10 09:20:00,2,10,13,54,24,0,11,0,15,129
2024-03-10 09:30:00,5,19,18,49,28,0,16,0,12,147
2024-03-10 09:40:00,6,16,14,54,24,0,10,0,9,133
2024-03-10 09:50:00,5,12,12,52,33,0,17,0,15,146
2024-03-10 10:00:00,7,21,17,42,21,0,7,0,16,131
2024-03-10 10:10:00,2,11,15,65,30,0,15,0,7,145
2024-03-10 10:20:00,3,27,21,50,35,0,16,0,10,162
2024-03-10 10:30:00,6,15,18,46,25,0,13,0,11,134
2024-03-10 10:40:00,5,15,13,56,26,0,17,0,14,146
2024-03-10 10:50:00,7,22,21,60,26,0,13,0,16,165
2024-03-10 11:00:00,4,18,24,39,27,0,28,0,12,152
2024-03-10 11:10:00,7,17,20,52,40,0,6,0,19,161
2024-03-10 11:20:00,11,19,16,56,37,0,16,0,9,164
2024-03-10 11:30:00,9,24,21,52,36,0,15,0,18,175
2024-03-10 11:40:00,6,18,21,63,35,0,20,0,8,171
2024-03-10 11:50:00,6,23,28,51,25,0,15,0,22,170
2024-03-10 12:00:00,4,22,27,49,31,0,18,0,19,170
2024-03-10 12:10:00,8,21,17,52,24,0,11,0,22,155
2024-03-10 12:20:00,4,33,35,67,44,0,22,0,22,227
2024-03-10 12:30:00,3,26,30,59,43,0,23,0,23,207
2024-03-10 12:40:00,8,21,28,61,38,0,12,0,9,177
2024-03-10 12:50:00,12,21,26,79,31,0,20,0,10,199
2024-03-10 13:00:00,8,23,24,77,46,0,19,0,19,216
2024-03-10 13:10:00,7,21,28,52,34,0,23,0,11,176
2024-03-10 13:20:00,9,23,25,59,29,0,17,0,17,179
2024-03-10 13:30:00,7,16,16,57,32,0,23,0,16,167
2024-03-10 13:40:00,5,23,19,65,43,0,21,0,15,191
2024-03-10 13:50:00,11,25,24,69,36,0,18,0,17,200
2024-03-10 14:00:00,6,27,29,65,38,0,13,0,18,196
2024-03-10 14:10:00,5,22,25,71,42,0,23,0,20,208
2024-03-10 14:20:00,5,18,20,76,32,0,20,0,11,182
2024-03-10 14:30:00,6,23,35,73,39,0,19,0,21,216
2024-03-10 14:40:00,7,26,22,62,42,0,22,0,24,205
2024-03-10 14:50:00,7,29,35,63,29,0,24,0,18,205
2024-03-10 15:00:00,12,28,26,86,47,0,27,0,19,245
2024-03-10 15:10:00,6,32,29,72,43,0,35,0,12,229
2024-03-10 15:20:00,8,23,26,76,55,0,25,0,15,228
2024-03-10 15:30:00,5,22,30,71,40,0,19,0,23,210
2024-03-10 15:40:00,6,22,18,76,45,0,18,0,19,204
2024-03-10 15:50:00,12,30,23,67,31,0,20,0,13,196
2024-03-10 16:00:00,12,25,33,59,36,0,23,0,29,217
2024-03-10 16:10:00,7,24,27,85,40,0,26,0,32,241
2024-03-10 16:20:00,11,28,25,93,40,0,15,0,20,232
2024-03-10 16:30:00,9,20,24,93,30,0,22,0,30,228
2024-03-10 16:40:00,5,23,15,77,33,0,20,0,33,206
2024-03-10 16:50:00,3,28,33,73,45,0,26,0,28,236
2024-03-10 17:00:00,7,31,26,85,21,0,22,0,11,203
2024-03-10 17:10:00,4,29,29,70,44,0,20,0,12,208
2024-03-10 17:20:00,9,23,22,64,34,0,21,0,16,189
2024-03-10 17:30:00,12,23,18,73,46,0,21,0,9,202
2024-03-10 17:40:00,11,34,30,73,42,0,29,0,13,232
2024-03-10 17:50:00,7,25,18,67,40,0,25,0,15,197
2024-03-10 18:00:00,6,28,18,54,24,0,19,0,17,166
2024-03-10 18:10:00,9,28,15,51,29,0,17,0,15,164
2024-03-10 18:20:00,9,24,17,51,21,0,15,0,11,148
2024-03-10 18:30:00,6,30,28,55,27,0,20,0,11,177
2024-03-10 18:40:00,10,27,22,52,36,0,16,0,17,180
2024-03-10 18:50:00,3,23,19,50,35,0,15,0,22,167
2024-03-10 19:00:00,4,15,20,63,47,0,18,0,18,185
2024-03-10 19:10:00,11,13,15,44,35,0,21,0,18,157
2024-03-10 19:20:00,14,13,23,49,31,0,20,0,15,165
2024-03-10 19:30:00,7,18,22,45,31,0,13,0,13,149
2024-03-10 19:40:00,4,17,15,29,22,0,12,0,14,113
2024-03-10 19:50:00,5,10,13,39,20,0,18,0,12,117
2024-03-10 20:00:00,6,20,19,41,30,0,7,0,11,134
2024-03-10 20:10:00,2,16,16,22,25,0,22,0,17,120
2024-03-10 20:20:00,3,10,11,35,31,0,7,0,9,106
2024-03-10 20:30:00,4,9,14,39,26,0,12,0,10,114
2024-03-10 20:40:00,2,5,10,22,27,0,14,0,17,97
2024-03-10 20:50:00,3,14,8,27,18,0,13,0,16,99
2024-03-10 21:00:00,4,15,13,40,28,0,8,0,10,118
2024-03-10 21:10:00,5,11,10,25,16,0,13,0,10,90
2024-03-10 21:20:00,3,5,4,24,13,0,11,0,8,68
2024-03-10 21:30:00,1,10,10,19,11,0,12,0,12,75
2024-03-10 21:40:00,1,6,9,27,30,0,3,0,15,91
2024-03-10 21:50:00,3,10,6,17,16,0,6,0,10,68
2024-03-10 22:00:00,2,13,9,19,16,0,11,0,7,77
2024-03-10 22:10:00,2,9,7,12,13,0,8,0,9,60
2024-03-10 22:20:00,0,5,12,21,16,0,14,0,8,76
2024-03-10 22:30:00,2,4,5,12,12,0,12,0,12,59
2024-03-10 22:40:00,2,6,9,13,14,0,3,0,8,55
2024-03-10 22:50:00,0,5,9,9,18,0,6,0,9,56
2024-03-10 23:00:00,1,3,10,9,10,0,7,0,7,47
2024-03-10 23:10:00,0,7,8,12,12,0,5,0,6,50
2024-03-10 23:20:00,2,6,4,9,14,0,3,0,3,41
2024-03-10 23:30:00,0,5,5,9,8,0,2,0,7,36
2024-03-10 23:40:00,1,0,1,3,4,0,2,0,6,17
2024-03-10 23:50:00,2,1,4,5,9,0,3,0,7,31
2024-03-11 00:00:00,1,7,3,6,5,0,4,0,3,29
2024-03-11 00:10:00,0,0,1,5,11,0,5,0,7,29
2024-03-11 00:20:00,0,3,6,8,11,0,2,0,4,34
2024-03-11 00:30:00,1,4,4,6,5,0,2,0,2,24
2024-03-11 00:40:00,1,0,2,3,3,0,2,0,2,13
2024-03-11 00:50:00,1,2,2,7,5,0,3,0,3,23
2024-03-11 01:00:00,1,5,3,4,6,0,2,0,5,26
2024-03-11 01:10:00,0,1,4,1,5,0,1,0,4,16
2024-03-11 01:20:00,0,0,1,7,7,0,2,0,1,18
2024-03-11 01:30:00,0,0,0,3,4,0,1,0,4,12
2024-03-11 01:40:00,0,1,1,2,2,0,2,0,3,11
2024-03-11 01:50:00,0,2,4,1,8,0,2,0,6,23
2024-03-11 02:00:00,0,1,1,4,8,0,1,0,3,18
2024-03-11 02:10:00,1,1,0,2,3,0,0,0,2,9
2024-03-11 02:20:00,1,0,1,1,1,0,2,0,0,6
2024-03-11 02:30:00,1,2,1,3,1,0,1,0,0,9
2024-03-11 02:40:00,0,0,1,3,4,0,0,0,0,8
2024-03-11 02:50:00,0,1,1,1,1,0,0,0,0,4
2024-03-11 03:00:00,0,1,2,2,5,0,0,0,1,11
2024-03-11 03:10:00,0,0,2,2,5,0,0,0,2,11
2024-03-11 03:20:00,0,0,1,3,5,0,0,0,1,10
2024-03-11 03:30:00,1,1,1,3,2,0,0,0,0,8
2024-03-11 03:40:00,0,0,1,4,5,0,1,0,2,13
2024-03-11 03:50:00,0,3,2,3,3,0,1,0,0,12
2024-03-11 04:00:00,1,0,3,5,3,0,3,0,2,17
2024-03-11 04:10:00,0,1,0,7,5,0,0,0,3,16
2024-03-11 04:20:00,0,3,5,9,4,0,3,0,3,27
2024-03-11 04:30:00,0,2,2,14,12,0,1,0,4,35
2024-03-11 04:40:00,0,5,6,25,18,0,0,0,3,57
2024-03-11 04:50:00,0,5,7,30,17,0,2,0,3,64
2024-03-11 05:00:00,2,3,5,41,20,0,4,0,2,77
2024-03-11 05:10:00,5,3,4,54,31,0,5,0,4,106
2024-03-11 05:20:00,0,9,12,74,39,0,4,0,6,144
2024-03-11 05:30:00,0,7,12,109,61,0,2,0,11,202
2024-03-11 05:40:00,1,7,10,131,46,0,11,0,11,217
2024-03-11 05:50:00,2,9,10,120,46,0,13,0,8,208
2024-03-11 06:00:00,1,9,13,116,59,0,7,0,3,208
2024-03-11 06:10:00,1,11,10,122,55,0,7,0,5,211
2024-03-11 06:20:00,0,11,17,127,68,0,14,0,10,247
2024-03-11 06:30:00,1,10,19,130,65,0,10,0,13,248
2024-03-11 06:40:00,5,22,20,136,60,0,21,0,14,278
2024-03-11 06:50:00,4,27,21,148,49,0,16,0,10,275
2024-03-11 07:00:00,7,32,26,141,64,0,21,0,17,308
2024-03-11 07:10:00,4,34,29,136,71,0,24,0,13,311
2024-03-11 07:20:00,9,34,21,125,49,0,34,0,21,293
2024-03-11 07:30:00,7,38,28,104,53,0,35,0,24,289
2024-03-11 07:40:00,13,35,23,121,51,0,31,0,13,287
