datetime,D31Z,D32Z,D41Z,D42Z,D43Z,Total
2024-03-09 17:00:00,24,26,36,6,36,128
2024-03-09 17:10:00,21,27,34,5,36,123
2024-03-09 17:20:00,16,17,42,9,42,126
2024-03-09 17:30:00,29,28,31,2,36,126
2024-03-09 17:40:00,15,20,42,7,40,124
2024-03-09 17:50:00,12,17,41,1,48,119
2024-03-09 18:00:00,14,15,32,5,32,98
2024-03-09 18:10:00,9,12,34,6,35,96
2024-03-09 18:20:00,14,19,39,2,38,112
2024-03-09 18:30:00,18,22,44,3,44,131
2024-03-09 18:40:00,19,26,38,4,38,125
2024-03-09 18:50:00,17,21,43,1,42,124
2024-03-09 19:00:00,20,20,31,4,35,110
2024-03-09 19:10:00,18,23,59,5,59,164
2024-03-09 19:20:00,21,33,33,0,33,120
2024-03-09 19:30:00,12,16,30,3,32,93
2024-03-09 19:40:00,15,18,22,3,25,83
2024-03-09 19:50:00,14,25,33,4,33,109
2024-03-09 20:00:00,16,23,23,3,25,90
2024-03-09 20:10:00,18,24,24,2,26,94
2024-03-09 20:20:00,12,17,18,4,19,70
2024-03-09 20:30:00,12,13,37,0,38,100
2024-03-09 20:40:00,13,17,31,2,33,96
2024-03-09 20:50:00,10,13,24,1,22,70
2024-03-09 21:00:00,16,20,24,6,26,92
2024-03-09 21:10:00,15,18,22,0,27,82
2024-03-09 21:20:00,13,16,18,1,16,64
2024-03-09 21:30:00,13,18,17,7,20,75
2024-03-09 21:40:00,19,21,23,0,21,84
2024-03-09 21:50:00,8,14,29,2,30,83
2024-03-09 22:00:00,8,10,12,2,11,43
2024-03-09 22:10:00,6,7,23,0,23,59
2024-03-09 22:20:00,10,15,22,1,25,73
2024-03-09 22:30:00,15,25,20,4,21,85
2024-03-09 22:40:00,12,16,19,0,20,67
2024-03-09 22:50:00,10,13,18,2,18,61
2024-03-09 23:00:00,10,11,16,2,16,55
2024-03-09 23:10:00,8,9,14,0,15,46
2024-03-09 23:20:00,8,13,25,2,25,73
2024-03-09 23:30:00,3,4,11,4,11,33
2024-03-09 23:40:00,10,14,23,4,23,74
2024-03-09 23:50:00,9,12,16,1,16,54
2024-03-10 00:00:00,6,9,12,4,13,44
2024-03-10 00:10:00,11,12,6,0,7,36
2024-03-10 00:20:00,8,10,10,0,10,38
2024-03-10 00:30:00,2,2,8,0,10,22
2024-03-10 00:40:00,6,9,8,1,8,32
2024-03-10 00:50:00,7,8,11,0,12,38
2024-03-10 01:00:00,9,11,7,0,7,34
2024-03-10 01:10:00,8,9,10,0,9,36
2024-03-10 01:20:00,2,2,3,0,5,12
2024-03-10 01:30:00,4,4,7,0,8,23
2024-03-10 01:40:00,5,6,4,0,4,19
2024-03-10 01:50:00,3,4,5,1,5,18
2024-03-10 02:00:00,2,2,4,0,4,12
2024-03-10 02:10:00,4,4,4,0,5,17
2024-03-10 02:20:00,2,5,10,1,9,27
2024-03-10 02:30:00,4,3,3,0,3,13
2024-03-10 02:40:00,2,3,4,0,4,13
2024-03-10 02:50:00,3,3,5,0,5,16
2024-03-10 03:00:00,0,0,1,0,1,2
2024-03-10 03:10:00,6,8,6,0,6,26
2024-03-10 03:20:00,2,5,5,0,5,17
2024-03-10 03:30:00,1,1,4,0,5,11
2024-03-10 03:40:00,3,4,2,0,2,11
2024-03-10 03:50:00,2,4,1,0,1,8
2024-03-10 04:00:00,1,1,5,0,5,12
2024-03-10 04:10:00,1,2,1,0,2,6
2024-03-10 04:20:00,2,3,0,0,0,5
2024-03-10 04:30:00,1,1,4,0,4,10
2024-03-10 04:40:00,2,2,2,0,2,8
2024-03-10 04:50:00,3,3,3,0,3,12
2024-03-10 05:00:00,2,2,5,0,6,15
2024-03-10 05:10:00,1,2,12,1,12,28
2024-03-10 05:20:00,6,7,7,1,7,28
2024-03-10 05:30:00,2,4,8,0,8,22
2024-03-10 05:40:00,8,8,6,2,8,32
2024-03-10 05:50:00,1,1,5,0,5,12
2024-03-10 06:00:00,5,8,8,0,8,29
2024-03-10 06:10:00,3,6,5,2,5,21
2024-03-10 06:20:00,7,7,8,0,12,34
2024-03-10 06:30:00,3,3,12,0,11,29
2024-03-10 06:40:00,3,3,6,2,6,20
2024-03-10 06:50:00,6,6,4,1,6,23
2024-03-10 07:00:00,3,3,4,2,4,16
2024-03-10 07:10:00,5,6,5,5,5,26
2024-03-10 07:20:00,4,6,5,0,8,23
2024-03-10 07:30:00,6,4,11,3,11,35
2024-03-10 07:40:00,4,5,4,3,4,20
2024-03-10 07:50:00,5,7,4,0,6,22
2024-03-10 08:00:00,9,11,9,2,9,40
2024-03-10 08:10:00,7,8,7,2,7,31
2024-03-10 08:20:00,6,7,10,0,10,33
2024-03-10 08:30:00,6,10,11,3,11,41
2024-03-10 08:40:00,11,13,8,0,8,40
2024-03-10 08:50:00,7,9,12,1,13,42
2024-03-10 09:00:00,6,7,15,3,15,46
2024-03-10 09:10:00,4,5,16,3,15,43
2024-03-10 09:20:00,4,6,16,0,18,44
2024-03-10 09:30:00,16,19,19,6,18,78
2024-03-10 09:40:00,12,12,26,3,27,80
2024-03-10 09:50:00,11,15,24,3,25,78
2024-03-10 10:00:00,10,13,18,2,19,62
2024-03-10 10:10:00,15,20,23,4,24,86
2024-03-10 10:20:00,15,16,21,0,24,76
2024-03-10 10:30:00,23,25,17,6,17,88
2024-03-10 10:40:00,14,16,17,1,18,66
2024-03-10 10:50:00,20,29,28,0,26,103
2024-03-10 11:00:00,18,23,27,4,27,99
2024-03-10 11:10:00,23,26,30,4,33,116
2024-03-10 11:20:00,17,22,34,2,32,107
2024-03-10 11:30:00,18,22,26,5,29,100
2024-03-10 11:40:00,21,23,26,1,23,94
2024-03-10 11:50:00,19,25,34,1,33,112
2024-03-10 12:00:00,20,22,40,2,40,124
2024-03-10 12:10:00,20,25,38,3,42,128
2024-03-10 12:20:00,19,25,47,0,47,138
2024-03-10 12:30:00,26,34,28,2,28,118
2024-03-10 12:40:00,22,31,33,3,33,122
2024-03-10 12:50:00,20,23,37,3,38,121
2024-03-10 13:00:00,19,28,37,2,39,125
2024-03-10 13:10:00,24,32,38,8,38,140
2024-03-10 13:20:00,21,22,33,4,33,113
2024-03-10 13:30:00,20,27,42,8,43,140
2024-03-10 13:40:00,21,26,32,6,33,118
2024-03-10 13:50:00,20,25,43,2,42,132
2024-03-10 14:00:00,20,29,40,3,37,129
2024-03-10 14:10:00,24,27,39,5,39,134
2024-03-10 14:20:00,26,30,30,6,31,123
2024-03-10 14:30:00,24,35,32,2,32,125
2024-03-10 14:40:00,13,16,44,9,46,128
2024-03-10 14:50:00,25,34,36,4,39,138
2024-03-10 15:00:00,19,25,29,0,30,103
2024-03-10 15:10:00,28,36,24,6,24,118
2024-03-10 15:20:00,27,32,35,7,37,138
2024-03-10 15:30:00,20,26,34,13,34,127
2024-03-10 15:40:00,20,20,24,4,29,97
2024-03-10 15:50:00,20,27,36,3,36,122
2024-03-10 16:00:00,21,20,25,2,25,93
2024-03-10 16:10:00,23,32,30,2,34,121
2024-03-10 16:20:00,20,30,39,4,39,132
2024-03-10 16:30:00,20,22,29,2,30,103
2024-03-10 16:40:00,21,27,32,4,35,119
2024-03-10 16:50:00,21,23,42,1,43,130
2024-03-10 17:00:00,20,26,36,4,36,122
2024-03-10 17:10:00,26,30,40,3,43,142
2024-03-10 17:20:00,17,23,43,3,42,128
2024-03-10 17:30:00,25,32,32,5,34,128
2024-03-10 17:40:00,24,29,27,1,29,110
2024-03-10 17:50:00,27,35,38,3,40,143
2024-03-10 18:00:00,28,36,35,4,36,139
2024-03-10 18:10:00,18,25,34,5,33,115
2024-03-10 18:20:00,18,25,21,4,24,92
2024-03-10 18:30:00,23,27,28,3,30,111
2024-03-10 18:40:00,16,22,28,2,29,97
2024-03-10 18:50:00,17,24,26,3,28,98
2024-03-10 19:00:00,22,24,36,0,35,117
2024-03-10 19:10:00,20,28,43,2,43,136
2024-03-10 19:20:00,17,22,33,1,34,107
2024-03-10 19:30:00,18,24,21,0,22,85
2024-03-10 19:40:00,21,23,37,7,39,127
2024-03-10 19:50:00,27,27,22,0,24,100
2024-03-10 20:00:00,15,20,25,2,23,85
2024-03-10 20:10:00,15,20,20,0,19,74
2024-03-10 20:20:00,16,19,18,2,20,75
2024-03-10 20:30:00,16,21,20,2,22,81
2024-03-10 20:40:00,14,20,16,2,15,67
2024-03-10 20:50:00,6,10,11,2,13,42
2024-03-10 21:00:00,8,11,22,3,25,69
2024-03-10 21:10:00,12,15,15,0,16,58
2024-03-10 21:20:00,14,17,19,1,19,70
2024-03-10 21:30:00,9,12,14,2,15,52
2024-03-10 21:40:00,9,11,10,0,10,40
2024-03-10 21:50:00,10,9,13,1,15,48
2024-03-10 22:00:00,8,11,12,1,12,44
2024-03-10 22:10:00,8,8,8,0,8,32
2024-03-10 22:20:00,11,12,12,1,18,54
2024-03-10 22:30:00,6,9,8,4,9,36
2024-03-10 22:40:00,10,9,6,0,6,31
2024-03-10 22:50:00,5,6,10,1,12,34
2024-03-10 23:00:00,5,5,6,3,5,24
2024-03-10 23:10:00,5,5,4,0,5,19
2024-03-10 23:20:00,0,0,6,0,7,13
2024-03-10 23:30:00,4,4,6,5,6,25
2024-03-10 23:40:00,6,8,7,0,8,29
2024-03-10 23:50:00,6,8,9,0,12,35
2024-03-11 00:00:00,3,4,4,0,4,15
2024-03-11 00:10:00,5,6,5,0,5,21
2024-03-11 00:20:00,2,3,6,1,8,20
2024-03-11 00:30:00,4,5,6,2,7,24
2024-03-11 00:40:00,0,1,2,0,2,5
2024-03-11 00:50:00,2,3,4,0,4,13
2024-03-11 01:00:00,1,1,2,0,2,6
2024-03-11 01:10:00,3,4,2,0,2,11
2024-03-11 01:20:00,2,2,2,0,2,8
2024-03-11 01:30:00,3,3,2,0,1,9
2024-03-11 01:40:00,4,4,3,0,2,13
2024-03-11 01:50:00,0,1,3,0,3,7
2024-03-11 02:00:00,1,1,2,0,2,6
2024-03-11 02:10:00,0,0,0,0,0,0
2024-03-11 02:20:00,1,1,2,0,2,6
2024-03-11 02:30:00,0,0,2,0,2,4
2024-03-11 02:40:00,0,0,3,0,2,5
2024-03-11 02:50:00,3,4,1,0,1,9
2024-03-11 03:00:00,1,1,1,0,1,4
2024-03-11 03:10:00,0,0,2,0,2,4
2024-03-11 03:20:00,0,0,2,0,2,4
2024-03-11 03:30:00,0,0,3,0,3,6
2024-03-11 03:40:00,1,2,5,0,5,13
2024-03-11 03:50:00,5,4,3,0,4,16
2024-03-11 04:00:00,2,2,4,0,4,12
2024-03-11 04:10:00,0,1,3,0,3,7
2024-03-11 04:20:00,2,2,4,0,4,12
2024-03-11 04:30:00,0,1,4,0,4,9
2024-03-11 04:40:00,6,6,6,0,7,25
2024-03-11 04:50:00,6,6,7,0,7,26
2024-03-11 05:00:00,5,5,6,0,9,25
2024-03-11 05:10:00,4,7,16,3,18,48
2024-03-11 05:20:00,4,4,20,0,20,48
2024-03-11 05:30:00,6,7,23,2,24,62
2024-03-11 05:40:00,11,12,39,3,40,105
2024-03-11 05:50:00,16,16,35,0,35,102
2024-03-11 06:00:00,14,16,37,2,40,109
2024-03-11 06:10:00,12,14,36,2,35,99
2024-03-11 06:20:00,16,14,45,1,49,125
2024-03-11 06:30:00,17,19,57,7,57,157
2024-03-11 06:40:00,20,25,59,6,62,172
2024-03-11 06:50:00,18,20,81,5,82,206
2024-03-11 07:00:00,21,21,60,5,60,167
2024-03-11 07:10:00,19,21,69,6,72,187
2024-03-11 07:20:00,29,37,75,5,77,223
2024-03-11 07:30:00,28,33,63,5,62,191
2024-03-11 07:40:00,36,38,56,5,57,192
2024-03-11 07:50:00,51,52,67,7,70,247
2024-03-11 08:00:00,28,31,38,2,39,138
2024-03-11 08:10:00,31,31,70,10,73,215
2024-03-11 08:20:00,29,38,69,9,69,214
2024-03-11 08:30:00,33,34,69,3,67,206
2024-03-11 08:40:00,27,30,55,8,57,177
2024-03-11 08:50:00,28,35,62,5,64,194
2024-03-11 09:00:00,22,25,63,7,63,180
2024-03-11 09:10:00,20,21,50,8,48,147
2024-03-11 09:20:00,19,24,56,3,56,158
2024-03-11 09:30:00,16,18,54,5,55,148
2024-03-11 09:40:00,23,21,53,5,55,157
2024-03-11 09:50:00,17,23,43,6,43,132
2024-03-11 10:00:00,0,0,0,0,0,0
2024-03-11 10:10:00,0,0,0,0,0,0
2024-03-11 10:20:00,0,0,0,0,0,0
2024-03-11 10:30:00,0,0,0,0,0,0
2024-03-11 10:40:00,0,0,0,0,0,0
2024-03-11 10:50:00,0,0,0,0,0,0
2024-03-11 11:00:00,0,0,0,0,0,0
2024-03-11 11:10:00,0,0,0,0,0,0
2024-03-11 11:20:00,0,0,0,0,0,0
2024-03-11 11:30:00,0,0,0,0,0,0
2024-03-11 11:40:00,0,0,0,0,0,0
2024-03-11 11:50:00,0,0,0,0,0,0
2024-03-11 12:00:00,0,0,0,0,0,0
2024-03-11 12:10:00,0,0,0,0,0,0
2024-03-11 12:20:00,0,0,0,0,0,0
2024-03-11 12:30:00,0,0,0,0,0,0
2024-03-11 12:40:00,0,0,0,0,1,1
2024-03-11 12:50:00,30,35,38,3,37,143
2024-03-11 13:00:00,25,28,40,5,44,142
2024-03-11 13:10:00,19,21,50,3,48,141
2024-03-11 13:20:00,14,18,47,6,46,131
2024-03-11 13:30:00,19,24,47,3,52,145
2024-03-11 13:40:00,18,20,46,2,45,131
2024-03-11 13:50:00,20,21,48,7,48,144
2024-03-11 14:00:00,19,29,35,2,34,119
2024-03-11 14:10:00,21,23,46,5,50,145
2024-03-11 14:20:00,19,30,42,3,42,136
2024-03-11 14:30:00,21,24,43,0,43,131
2024-03-11 14:40:00,21,30,54,6,55,166
2024-03-11 14:50:00,24,32,53,5,55,169
2024-03-11 15:00:00,34,42,55,6,58,195
2024-03-11 15:10:00,27,29,49,5,49,159
2024-03-11 15:20:00,24,33,54,2,58,171
2024-03-11 15:30:00,29,44,58,3,57,191
2024-03-11 15:40:00,23,34,61,5,62,185
2024-03-11 15:50:00,27,35,39,1,38,140
2024-03-11 16:00:00,21,28,62,5,63,179
2024-03-11 16:10:00,25,29,69,12,70,205
2024-03-11 16:20:00,29,33,52,3,51,168
2024-03-11 16:30:00,28,39,52,2,54,175
2024-03-11 16:40:00,30,39,44,6,47,166
2024-03-11 16:50:00,26,35,55,2,52,170
2024-03-11 17:00:00,28,38,57,7,56,186
2024-03-11 17:10:00,41,40,58,3,59,201
2024-03-11 17:20:00,40,41,47,5,51,184
2024-03-11 17:30:00,38,45,49,7,50,189
2024-03-11 17:40:00,38,44,49,7,51,189
2024-03-11 17:50:00,28,36,52,4,52,172
2024-03-11 18:00:00,31,37,36,3,37,144
2024-03-11 18:10:00,24,27,48,5,53,157
2024-03-11 18:20:00,31,36,35,3,36,141
2024-03-11 18:30:00,21,26,41,5,42,135
2024-03-11 18:40:00,15,25,32,5,34,111
2024-03-11 18:50:00,18,23,20,2,21,84
2024-03-11 19:00:00,21,29,28,2,31,111
2024-03-11 19:10:00,17,21,29,9,31,107
2024-03-11 19:20:00,19,27,25,3,32,106
2024-03-11 19:30:00,19,24,35,3,36,117
2024-03-11 19:40:00,13,18,40,2,41,114
2024-03-11 19:50:00,12,26,37,4,36,115
2024-03-11 20:00:00,20,23,19,2,18,82
2024-03-11 20:10:00,9,15,21,4,22,71
2024-03-11 20:20:00,8,16,21,2,21,68
2024-03-11 20:30:00,8,9,21,4,21,63
2024-03-11 20:40:00,6,7,18,3,18,52
2024-03-11 20:50:00,8,10,14,1,14,47
2024-03-11 21:00:00,11,15,17,3,18,64
2024-03-11 21:10:00,9,16,22,3,25,75
2024-03-11 21:20:00,7,11,18,1,20,57
2024-03-11 21:30:00,11,12,17,0,16,56
2024-03-11 21:40:00,12,17,10,3,10,52
2024-03-11 21:50:00,10,9,11,3,12,45
2024-03-11 22:00:00,12,16,13,1,13,55
2024-03-11 22:10:00,7,14,6,4,8,39
2024-03-11 22:20:00,13,12,11,1,12,49
2024-03-11 22:30:00,9,7,12,3,13,44
2024-03-11 22:40:00,9,10,10,0,9,38
2024-03-11 22:50:00,9,14,12,2,12,49
2024-03-11 23:00:00,3,4,6,0,8,21
2024-03-11 23:10:00,6,8,15,1,18,48
2024-03-11 23:20:00,4,5,9,0,12,30
2024-03-11 23:30:00,3,6,8,1,10,28
2024-03-11 23:40:00,6,8,9,3,7,33
2024-03-11 23:50:00,2,4,3,0,6,15
2024-03-12 00:00:00,4,4,7,3,7,25
2024-03-12 00:10:00,1,1,2,0,2,6
2024-03-12 00:20:00,4,2,8,2,8,24
2024-03-12 00:30:00,2,5,3,0,4,14
2024-03-12 00:40:00,2,2,2,0,3,9
2024-03-12 00:50:00,5,5,8,0,8,26
2024-03-12 01:00:00,5,7,3,0,5,20
2024-03-12 01:10:00,5,5,1,0,1,12
2024-03-12 01:20:00,3,4,3,0,3,13
2024-03-12 01:30:00,2,2,1,1,1,7
2024-03-12 01:40:00,4,4,3,0,3,14
2024-03-12 01:50:00,2,2,2,0,2,8
2024-03-12 02:00:00,2,2,2,0,2,8
2024-03-12 02:10:00,2,2,0,0,0,4
2024-03-12 02:20:00,3,3,2,0,2,10
2024-03-12 02:30:00,2,2,3,0,3,10
2024-03-12 02:40:00,2,3,2,0,2,9
2024-03-12 02:50:00,1,1,0,0,0,2
2024-03-12 03:00:00,2,2,3,0,4,11
2024-03-12 03:10:00,3,4,1,0,1,9
2024-03-12 03:20:00,1,1,2,0,3,7
2024-03-12 03:30:00,0,0,3,1,4,8
2024-03-12 03:40:00,3,3,6,0,6,18
2024-03-12 03:50:00,3,3,0,0,2,8
2024-03-12 04:00:00,0,0,6,0,6,12
2024-03-12 04:10:00,3,4,2,0,2,11
2024-03-12 04:20:00,0,1,5,1,5,12
2024-03-12 04:30:00,2,2,6,0,7,17
2024-03-12 04:40:00,2,3,5,0,5,15
2024-03-12 04:50:00,4,4,6,0,5,19
2024-03-12 05:00:00,4,4,12,0,12,32
2024-03-12 05:10:00,5,5,12,4,13,39
2024-03-12 05:20:00,1,4,19,0,21,45
2024-03-12 05:30:00,7,9,31,3,31,81
2024-03-12 05:40:00,8,9,37,4,37,95
2024-03-12 05:50:00,11,13,50,4,52,130
2024-03-12 06:00:00,12,16,41,3,40,112
2024-03-12 06:10:00,10,11,53,4,53,131
2024-03-12 06:20:00,19,20,50,4,50,143
2024-03-12 06:30:00,9,12,56,2,59,138
2024-03-12 06:40:00,17,21,65,7,65,175
2024-03-12 06:50:00,19,30,67,6,70,192
2024-03-12 07:00:00,18,28,62,5,61,174
2024-03-12 07:10:00,25,26,70,7,72,200
2024-03-12 07:20:00,28,34,85,4,85,236
2024-03-12 07:30:00,32,44,80,4,82,242
2024-03-12 07:40:00,47,47,77,3,80,254
2024-03-12 07:50:00,45,44,62,10,62,223
2024-03-12 08:00:00,37,39,61,9,65,211
2024-03-12 08:10:00,41,45,57,6,53,202
2024-03-12 08:20:00,36,35,64,6,68,209
2024-03-12 08:30:00,29,35,73,6,74,217
2024-03-12 08:40:00,25,34,71,9,72,211
2024-03-12 08:50:00,30,33,79,4,78,224
2024-03-12 09:00:00,28,32,70,6,71,207
2024-03-12 09:10:00,24,33,59,9,57,182
2024-03-12 09:20:00,25,28,57,7,60,177
2024-03-12 09:30:00,20,29,61,4,61,175
2024-03-12 09:40:00,25,28,59,6,61,179
2024-03-12 09:50:00,20,29,65,2,63,179
2024-03-12 10:00:00,19,22,45,5,49,140
2024-03-12 10:10:00,17,19,46,6,49,137
2024-03-12 10:20:00,16,21,40,1,40,118
2024-03-12 10:30:00,19,23,58,2,57,159
2024-03-12 10:40:00,21,23,54,7,55,160
2024-03-12 10:50:00,21,28,48,0,48,145
2024-03-12 11:00:00,22,26,51,6,50,155
2024-03-12 11:10:00,19,22,48,6,52,147
2024-03-12 11:20:00,14,18,44,6,43,125
2024-03-12 11:30:00,24,26,42,8,43,143
2024-03-12 11:40:00,25,25,44,6,42,142
2024-03-12 11:50:00,17,25,29,0,31,102
2024-03-12 12:00:00,26,26,45,9,45,151
2024-03-12 12:10:00,18,18,51,7,51,145
2024-03-12 12:20:00,25,28,41,3,44,141
2024-03-12 12:30:00,30,36,39,4,37,146
2024-03-12 12:40:00,26,27,46,6,45,150
2024-03-12 12:50:00,25,25,45,7,48,150
2024-03-12 13:00:00,25,29,39,6,39,138
2024-03-12 13:10:00,21,23,58,3,58,163
2024-03-12 13:20:00,21,27,40,1,39,128
2024-03-12 13:30:00,25,35,37,6,40,143
2024-03-12 13:40:00,20,22,56,8,54,160
2024-03-12 13:50:00,18,21,49,5,53,146
2024-03-12 14:00:00,30,30,48,8,49,165
2024-03-12 14:10:00,23,31,40,7,41,142
2024-03-12 14:20:00,23,27,41,1,43,135
2024-03-12 14:30:00,25,28,46,7,48,154
2024-03-12 14:40:00,29,41,45,5,48,168
2024-03-12 14:50:00,26,32,60,1,57,176
2024-03-12 15:00:00,33,40,57,5,56,191
2024-03-12 15:10:00,31,37,61,6,61,196
2024-03-12 15:20:00,37,42,55,5,58,197
2024-03-12 15:30:00,24,38,53,8,50,173
2024-03-12 15:40:00,26,35,53,8,57,179
2024-03-12 15:50:00,28,32,53,4,50,167
2024-03-12 16:00:00,32,37,65,7,66,207
2024-03-12 16:10:00,33,41,55,5,58,192
2024-03-12 16:20:00,32,37,62,4,65,200
2024-03-12 16:30:00,40,47,53,6,53,199
2024-03-12 16:40:00,37,41,64,3,65,210
2024-03-12 16:50:00,26,34,68,4,66,198
2024-03-12 17:00:00,35,40,42,4,41,162
2024-03-12 17:10:00,41,45,50,4,57,197
2024-03-12 17:20:00,28,41,60,2,57,188
2024-03-12 17:30:00,32,35,52,4,52,175
2024-03-12 17:40:00,33,30,53,8,54,178
2024-03-12 17:50:00,27,33,52,2,55,169
2024-03-12 18:00:00,31,40,52,4,57,184
2024-03-12 18:10:00,29,35,47,7,49,167
2024-03-12 18:20:00,40,38,38,2,37,155
2024-03-12 18:30:00,22,25,34,7,32,120
2024-03-12 18:40:00,22,28,49,7,49,155
2024-03-12 18:50:00,24,31,28,1,28,112
2024-03-12 19:00:00,20,26,31,8,32,117
2024-03-12 19:10:00,20,27,39,7,39,132
2024-03-12 19:20:00,25,26,38,3,38,130
2024-03-12 19:30:00,23,25,31,4,33,116
2024-03-12 19:40:00,22,23,39,5,40,129
2024-03-12 19:50:00,23,29,33,1,34,120
2024-03-12 20:00:00,18,22,30,4,29,103
2024-03-12 20:10:00,18,24,29,3,31,105
2024-03-12 20:20:00,17,21,19,3,19,79
2024-03-12 20:30:00,14,17,17,2,19,69
2024-03-12 20:40:00,16,17,25,1,25,84
2024-03-12 20:50:00,12,15,11,4,12,54
2024-03-12 21:00:00,12,14,29,0,31,86
2024-03-12 21:10:00,14,23,31,1,32,101
2024-03-12 21:20:00,9,12,18,1,21,61
2024-03-12 21:30:00,7,9,15,3,13,47
2024-03-12 21:40:00,8,10,22,3,24,67
2024-03-12 21:50:00,11,12,25,4,26,78
2024-03-12 22:00:00,12,15,23,2,23,75
2024-03-12 22:10:00,16,18,11,2,12,59
2024-03-12 22:20:00,5,9,12,0,13,39
2024-03-12 22:30:00,11,13,15,1,15,55
2024-03-12 22:40:00,14,13,5,2,5,39
2024-03-12 22:50:00,8,9,7,0,8,32
2024-03-12 23:00:00,11,13,13,5,13,55
2024-03-12 23:10:00,8,9,14,0,15,46
2024-03-12 23:20:00,6,8,7,0,9,30
2024-03-12 23:30:00,5,6,5,2,5,23
2024-03-12 23:40:00,2,1,9,3,10,25
2024-03-12 23:50:00,3,3,5,0,6,17
2024-03-13 00:00:00,5,5,5,5,5,25
2024-03-13 00:10:00,2,3,3,0,3,11
2024-03-13 00:20:00,3,4,6,2,6,21
2024-03-13 00:30:00,4,3,5,2,5,19
2024-03-13 00:40:00,2,2,4,0,4,12
2024-03-13 00:50:00,3,3,1,0,1,8
2024-03-13 01:00:00,3,4,4,0,5,16
2024-03-13 01:10:00,4,4,0,0,0,8
2024-03-13 01:20:00,4,3,5,0,5,17
2024-03-13 01:30:00,3,4,0,0,0,7
2024-03-13 01:40:00,2,2,2,0,2,8
2024-03-13 01:50:00,1,1,1,0,1,4
2024-03-13 02:00:00,2,2,0,0,0,4
2024-03-13 02:10:00,0,0,3,0,3,6
2024-03-13 02:20:00,2,2,2,0,2,8
2024-03-13 02:30:00,0,0,3,0,3,6
2024-03-13 02:40:00,1,1,2,0,2,6
2024-03-13 02:50:00,0,0,0,0,0,0
2024-03-13 03:00:00,2,4,3,2,3,14
2024-03-13 03:10:00,9,8,0,0,0,17
2024-03-13 03:20:00,3,3,6,0,7,19
2024-03-13 03:30:00,2,2,3,0,3,10
2024-03-13 03:40:00,2,3,5,0,5,15
2024-03-13 03:50:00,0,0,3,0,3,6
2024-03-13 04:00:00,3,2,5,0,5,15
2024-03-13 04:10:00,1,1,4,0,4,10
2024-03-13 04:20:00,2,3,8,0,9,22
2024-03-13 04:30:00,2,2,1,0,1,6
2024-03-13 04:40:00,5,6,6,0,7,24
2024-03-13 04:50:00,4,4,5,0,5,18
2024-03-13 05:00:00,4,2,8,0,8,22
2024-03-13 05:10:00,3,2,14,4,16,39
2024-03-13 05:20:00,3,5,21,1,23,53
2024-03-13 05:30:00,3,3,32,3,30,71
2024-03-13 05:40:00,11,13,38,8,39,109
2024-03-13 05:50:00,11,11,51,0,50,123
2024-03-13 06:00:00,10,10,34,2,34,90
2024-03-13 06:10:00,15,19,45,6,46,131
2024-03-13 06:20:00,16,17,53,1,52,139
2024-03-13 06:30:00,10,14,59,7,61,151
2024-03-13 06:40:00,15,19,63,6,64,167
2024-03-13 06:50:00,22,26,71,3,69,191
2024-03-13 07:00:00,17,25,57,6,57,162
2024-03-13 07:10:00,27,34,79,7,80,227
2024-03-13 07:20:00,34,36,66,1,68,205
2024-03-13 07:30:00,33,49,75,5,76,238
2024-03-13 07:40:00,38,40,87,10,87,262
2024-03-13 07:50:00,43,43,62,7,62,217
2024-03-13 08:00:00,36,37,60,3,64,200
2024-03-13 08:10:00,39,38,69,8,66,220
2024-03-13 08:20:00,32,42,54,6,57,191
2024-03-13 08:30:00,30,36,64,5,62,197
2024-03-13 08:40:00,28,34,75,5,76,218
2024-03-13 08:50:00,31,32,72,1,72,208
2024-03-13 09:00:00,20,30,69,5,69,193
2024-03-13 09:10:00,23,29,63,10,64,189
2024-03-13 09:20:00,21,22,53,8,50,154
2024-03-13 09:30:00,20,26,52,11,56,165
2024-03-13 09:40:00,21,26,60,9,61,177
2024-03-13 09:50:00,22,26,54,2,54,158
2024-03-13 10:00:00,24,31,47,6,47,155
2024-03-13 10:10:00,17,21,45,6,44,133
2024-03-13 10:20:00,21,22,48,1,49,141
2024-03-13 10:30:00,14,16,40,6,40,116
2024-03-13 10:40:00,23,24,55,7,56,165
2024-03-13 10:50:00,16,22,41,3,41,123
2024-03-13 11:00:00,20,22,61,8,61,172
2024-03-13 11:10:00,21,22,34,3,39,119
2024-03-13 11:20:00,21,20,38,8,37,124
2024-03-13 11:30:00,19,20,29,6,31,105
2024-03-13 11:40:00,18,19,39,8,39,123
2024-03-13 11:50:00,24,28,34,5,33,124
2024-03-13 12:00:00,23,28,38,3,38,130
2024-03-13 12:10:00,25,31,45,7,46,154
2024-03-13 12:20:00,26,35,39,3,40,143
2024-03-13 12:30:00,26,34,38,5,37,140
2024-03-13 12:40:00,20,32,45,5,45,147
2024-03-13 12:50:00,20,21,48,5,50,144
2024-03-13 13:00:00,23,29,44,4,49,149
2024-03-13 13:10:00,21,31,39,4,41,136
2024-03-13 13:20:00,26,24,52,6,52,160
2024-03-13 13:30:00,25,29,33,4,31,122
2024-03-13 13:40:00,25,31,43,3,47,149
2024-03-13 13:50:00,24,27,53,2,53,159
