datetime,D21Z,D22Z,D41Z,D42Z,Total
2024-03-01 14:00:00,74,31,49,15,169
2024-03-01 14:10:00,82,40,57,33,212
2024-03-01 14:20:00,82,42,53,33,210
2024-03-01 14:30:00,69,38,45,38,190
2024-03-01 14:40:00,79,45,57,36,217
2024-03-01 14:50:00,66,42,43,28,179
2024-03-01 15:00:00,81,40,49,31,201
2024-03-01 15:10:00,70,46,54,36,206
2024-03-01 15:20:00,82,39,64,39,224
2024-03-01 15:30:00,52,37,53,37,179
2024-03-01 15:40:00,83,47,51,26,207
2024-03-01 15:50:00,88,37,45,32,202
2024-03-01 16:00:00,77,36,38,35,186
2024-03-01 16:10:00,79,37,44,39,199
2024-03-01 16:20:00,79,46,48,23,196
2024-03-01 16:30:00,84,47,41,27,199
2024-03-01 16:40:00,79,44,41,31,195
2024-03-01 16:50:00,74,29,43,22,168
2024-03-01 17:00:00,68,21,46,28,163
2024-03-01 17:10:00,58,36,44,30,168
2024-03-01 17:20:00,84,27,40,24,175
2024-03-01 17:30:00,78,32,56,25,191
2024-03-01 17:40:00,84,35,53,34,206
2024-03-01 17:50:00,69,29,38,24,160
2024-03-01 18:00:00,63,22,39,36,160
2024-03-01 18:10:00,77,42,39,31,189
2024-03-01 18:20:00,83,34,38,18,173
2024-03-01 18:30:00,72,38,44,24,178
2024-03-01 18:40:00,64,29,44,21,158
2024-03-01 18:50:00,77,30,35,23,165
2024-03-01 19:00:00,73,22,47,27,169
2024-03-01 19:10:00,79,38,49,23,189
2024-03-01 19:20:00,66,26,40,22,154
2024-03-01 19:30:00,49,24,36,18,127
2024-03-01 19:40:00,65,30,34,18,147
2024-03-01 19:50:00,59,31,39,19,148
2024-03-01 20:00:00,36,14,37,14,101
2024-03-01 20:10:00,70,23,27,13,133
2024-03-01 20:20:00,54,19,16,11,100
2024-03-01 20:30:00,50,18,28,10,106
2024-03-01 20:40:00,50,16,24,12,102
2024-03-01 20:50:00,52,14,28,13,107
2024-03-01 21:00:00,34,13,25,10,82
2024-03-01 21:10:00,31,9,14,13,67
2024-03-01 21:20:00,48,9,28,18,103
2024-03-01 21:30:00,42,14,19,12,87
2024-03-01 21:40:00,45,13,15,9,82
2024-03-01 21:50:00,41,11,21,6,79
2024-03-01 22:00:00,52,10,12,5,79
2024-03-01 22:10:00,47,15,15,13,90
2024-03-01 22:20:00,39,22,16,10,87
2024-03-01 22:30:00,34,14,15,11,74
2024-03-01 22:40:00,43,14,20,7,84
2024-03-01 22:50:00,44,23,12,9,88
2024-03-01 23:00:00,42,20,15,5,82
2024-03-01 23:10:00,49,22,15,5,91
2024-03-01 23:20:00,36,14,14,3,67
2024-03-01 23:30:00,37,9,14,6,66
2024-03-01 23:40:00,37,7,15,4,63
2024-03-01 23:50:00,21,7,6,5,39
2024-03-02 00:00:00,25,10,10,5,50
2024-03-02 00:10:00,27,10,13,3,53
2024-03-02 00:20:00,30,5,10,3,48
2024-03-02 00:30:00,20,7,4,4,35
2024-03-02 00:40:00,20,6,3,3,32
2024-03-02 00:50:00,18,4,4,1,27
2024-03-02 01:00:00,20,11,5,1,37
2024-03-02 01:10:00,10,4,4,3,21
2024-03-02 01:20:00,10,3,5,3,21
2024-03-02 01:30:00,16,3,5,2,26
2024-03-02 01:40:00,17,4,10,0,31
2024-03-02 01:50:00,9,3,5,0,17
2024-03-02 02:00:00,7,1,8,4,20
2024-03-02 02:10:00,8,2,3,1,14
2024-03-02 02:20:00,6,1,3,3,13
2024-03-02 02:30:00,10,2,1,1,14
2024-03-02 02:40:00,10,6,3,1,20
2024-03-02 02:50:00,10,4,2,0,16
2024-03-02 03:00:00,5,4,1,0,10
2024-03-02 03:10:00,7,2,4,6,19
2024-03-02 03:20:00,8,3,3,1,15
2024-03-02 03:30:00,3,0,1,0,4
2024-03-02 03:40:00,3,0,2,0,5
2024-03-02 03:50:00,8,1,4,0,13
2024-03-02 04:00:00,6,2,1,0,9
2024-03-02 04:10:00,5,1,2,1,9
2024-03-02 04:20:00,7,0,2,1,10
2024-03-02 04:30:00,15,5,1,1,22
2024-03-02 04:40:00,9,3,4,2,18
2024-03-02 04:50:00,13,3,6,3,25
2024-03-02 05:00:00,8,2,3,1,14
2024-03-02 05:10:00,8,0,4,5,17
2024-03-02 05:20:00,11,3,9,3,26
2024-03-02 05:30:00,14,5,8,4,31
2024-03-02 05:40:00,18,5,7,2,32
2024-03-02 05:50:00,9,3,8,3,23
2024-03-02 06:00:00,14,2,6,5,27
2024-03-02 06:10:00,12,3,4,3,22
2024-03-02 06:20:00,19,7,3,3,32
2024-03-02 06:30:00,17,5,12,3,37
2024-03-02 06:40:00,19,7,10,6,42
2024-03-02 06:50:00,20,4,12,8,44
2024-03-02 07:00:00,22,12,8,4,46
2024-03-02 07:10:00,21,7,8,4,40
2024-03-02 07:20:00,18,6,6,3,33
2024-03-02 07:30:00,34,12,8,6,60
2024-03-02 07:40:00,22,8,9,4,43
2024-03-02 07:50:00,16,6,8,16,46
2024-03-02 08:00:00,27,15,13,6,61
2024-03-02 08:10:00,29,4,10,9,52
2024-03-02 08:20:00,25,1,10,4,40
2024-03-02 08:30:00,33,17,13,6,69
2024-03-02 08:40:00,38,10,14,12,74
2024-03-02 08:50:00,38,16,34,16,104
2024-03-02 09:00:00,40,7,26,16,89
2024-03-02 09:10:00,49,15,23,18,105
2024-03-02 09:20:00,50,17,26,12,105
2024-03-02 09:30:00,48,15,30,14,107
2024-03-02 09:40:00,51,18,32,15,116
2024-03-02 09:50:00,41,11,32,19,103
2024-03-02 10:00:00,45,16,31,13,105
2024-03-02 10:10:00,43,15,33,18,109
2024-03-02 10:20:00,38,18,38,19,113
2024-03-02 10:30:00,42,13,41,19,115
2024-03-02 10:40:00,40,23,37,23,123
2024-03-02 10:50:00,54,11,59,19,143
2024-03-02 11:00:00,56,25,40,21,142
2024-03-02 11:10:00,50,28,55,25,158
2024-03-02 11:20:00,52,19,46,25,142
2024-03-02 11:30:00,59,29,42,15,145
2024-03-02 11:40:00,57,24,53,30,164
2024-03-02 11:50:00,56,28,37,25,146
2024-03-02 12:00:00,72,21,41,25,159
2024-03-02 12:10:00,66,21,48,33,168
2024-03-02 12:20:00,53,25,48,22,148
2024-03-02 12:30:00,65,37,51,17,170
2024-03-02 12:40:00,70,29,43,24,166
2024-03-02 12:50:00,57,27,47,33,164
2024-03-02 13:00:00,78,46,52,31,207
2024-03-02 13:10:00,71,30,37,25,163
2024-03-02 13:20:00,58,22,48,16,144
2024-03-02 13:30:00,69,31,58,31,189
2024-03-02 13:40:00,64,21,60,28,173
2024-03-02 13:50:00,67,30,45,17,159
2024-03-02 14:00:00,69,31,49,25,174
2024-03-02 14:10:00,94,49,72,28,243
2024-03-02 14:20:00,74,33,47,38,192
2024-03-02 14:30:00,81,36,61,18,196
2024-03-02 14:40:00,82,32,66,27,207
2024-03-02 14:50:00,71,25,52,29,177
2024-03-02 15:00:00,62,33,59,26,180
2024-03-02 15:10:00,78,32,71,27,208
2024-03-02 15:20:00,79,29,44,22,174
2024-03-02 15:30:00,74,29,50,20,173
2024-03-02 15:40:00,66,32,50,22,170
2024-03-02 15:50:00,76,35,48,22,181
2024-03-02 16:00:00,53,24,55,17,149
2024-03-02 16:10:00,74,29,44,22,169
2024-03-02 16:20:00,69,22,37,19,147
2024-03-02 16:30:00,72,23,40,15,150
2024-03-02 16:40:00,56,22,45,23,146
2024-03-02 16:50:00,68,27,41,26,162
2024-03-02 17:00:00,67,30,47,28,172
2024-03-02 17:10:00,85,35,37,24,181
2024-03-02 17:20:00,70,25,47,22,164
2024-03-02 17:30:00,81,45,41,28,195
2024-03-02 17:40:00,71,25,40,28,164
2024-03-02 17:50:00,67,34,49,25,175
2024-03-02 18:00:00,96,52,36,20,204
2024-03-02 18:10:00,71,32,45,17,165
2024-03-02 18:20:00,75,40,43,28,186
2024-03-02 18:30:00,68,32,39,24,163
2024-03-02 18:40:00,74,21,47,26,168
2024-03-02 18:50:00,77,31,54,14,176
2024-03-02 19:00:00,65,30,53,15,163
2024-03-02 19:10:00,75,32,32,11,150
2024-03-02 19:20:00,74,18,36,17,145
2024-03-02 19:30:00,63,18,38,17,136
2024-03-02 19:40:00,68,25,26,17,136
2024-03-02 19:50:00,66,28,30,21,145
2024-03-02 20:00:00,48,21,21,12,102
2024-03-02 20:10:00,53,21,11,6,91
2024-03-02 20:20:00,66,20,27,18,131
2024-03-02 20:30:00,57,22,29,14,122
2024-03-02 20:40:00,52,22,22,7,103
2024-03-02 20:50:00,48,19,27,8,102
2024-03-02 21:00:00,47,12,32,9,100
2024-03-02 21:10:00,51,23,27,5,106
2024-03-02 21:20:00,37,13,24,5,79
2024-03-02 21:30:00,43,16,23,8,90
2024-03-02 21:40:00,41,14,22,5,82
2024-03-02 21:50:00,43,16,28,7,94
2024-03-02 22:00:00,52,14,16,5,87
2024-03-02 22:10:00,38,9,20,6,73
2024-03-02 22:20:00,62,24,20,9,115
2024-03-02 22:30:00,61,28,18,4,111
2024-03-02 22:40:00,54,18,25,4,101
2024-03-02 22:50:00,52,19,25,6,102
2024-03-02 23:00:00,48,16,29,4,97
2024-03-02 23:10:00,35,11,19,1,66
2024-03-02 23:20:00,36,8,16,5,65
2024-03-02 23:30:00,42,20,17,3,82
2024-03-02 23:40:00,45,13,16,2,76
2024-03-02 23:50:00,27,5,15,0,47
2024-03-03 00:00:00,31,6,17,4,58
2024-03-03 00:10:00,22,6,13,3,44
2024-03-03 00:20:00,31,11,13,5,60
2024-03-03 00:30:00,24,8,8,5,45
2024-03-03 00:40:00,20,9,11,7,47
2024-03-03 00:50:00,32,4,8,8,52
2024-03-03 01:00:00,33,6,8,3,50
2024-03-03 01:10:00,26,7,7,3,43
2024-03-03 01:20:00,14,1,7,6,28
2024-03-03 01:30:00,13,7,7,3,30
2024-03-03 01:40:00,15,5,11,1,32
2024-03-03 01:50:00,13,3,6,3,25
2024-03-03 02:00:00,16,5,6,4,31
2024-03-03 02:10:00,13,3,6,3,25
2024-03-03 02:20:00,13,7,2,0,22
2024-03-03 02:30:00,18,5,5,3,31
2024-03-03 02:40:00,9,6,3,1,19
2024-03-03 02:50:00,10,2,4,0,16
2024-03-03 03:00:00,11,3,2,3,19
2024-03-03 03:10:00,10,1,4,1,16
2024-03-03 03:20:00,6,1,2,1,10
2024-03-03 03:30:00,7,2,4,0,13
2024-03-03 03:40:00,3,0,3,0,6
2024-03-03 03:50:00,8,1,3,0,12
2024-03-03 04:00:00,3,1,1,1,6
2024-03-03 04:10:00,6,1,1,3,11
2024-03-03 04:20:00,8,2,0,0,10
2024-03-03 04:30:00,10,1,5,2,18
2024-03-03 04:40:00,4,2,2,0,8
2024-03-03 04:50:00,8,2,3,1,14
2024-03-03 05:00:00,9,1,4,1,15
2024-03-03 05:10:00,9,1,2,1,13
2024-03-03 05:20:00,9,3,3,2,17
2024-03-03 05:30:00,9,1,2,3,15
2024-03-03 05:40:00,6,1,1,0,8
2024-03-03 05:50:00,9,2,3,2,16
2024-03-03 06:00:00,15,1,10,0,26
2024-03-03 06:10:00,9,4,3,1,17
2024-03-03 06:20:00,5,0,3,4,12
2024-03-03 06:30:00,7,3,1,2,13
2024-03-03 06:40:00,7,3,2,0,12
2024-03-03 06:50:00,5,1,3,2,11
2024-03-03 07:00:00,8,2,3,1,14
2024-03-03 07:10:00,7,1,0,0,8
2024-03-03 07:20:00,3,1,5,1,10
2024-03-03 07:30:00,11,0,8,3,22
2024-03-03 07:40:00,13,2,3,5,23
2024-03-03 07:50:00,6,1,5,3,15
2024-03-03 08:00:00,16,6,4,4,30
2024-03-03 08:10:00,22,4,8,5,39
2024-03-03 08:20:00,22,7,8,2,39
2024-03-03 08:30:00,24,4,5,5,38
2024-03-03 08:40:00,29,8,16,7,60
2024-03-03 08:50:00,21,4,4,2,31
2024-03-03 09:00:00,19,5,13,5,42
2024-03-03 09:10:00,32,10,16,7,65
2024-03-03 09:20:00,26,10,8,6,50
2024-03-03 09:30:00,31,7,14,8,60
2024-03-03 09:40:00,27,5,18,8,58
2024-03-03 09:50:00,26,9,25,8,68
2024-03-03 10:00:00,42,13,19,9,83
2024-03-03 10:10:00,37,15,15,9,76
2024-03-03 10:20:00,39,17,21,11,88
2024-03-03 10:30:00,37,14,25,12,88
2024-03-03 10:40:00,51,20,25,7,103
2024-03-03 10:50:00,51,16,21,7,95
2024-03-03 11:00:00,35,7,17,10,69
2024-03-03 11:10:00,40,20,18,10,88
2024-03-03 11:20:00,49,28,18,7,102
2024-03-03 11:30:00,50,17,27,13,107
2024-03-03 11:40:00,32,14,39,9,94
2024-03-03 11:50:00,46,15,24,11,96
2024-03-03 12:00:00,48,17,33,15,113
2024-03-03 12:10:00,47,17,26,11,101
2024-03-03 12:20:00,74,35,30,11,150
2024-03-03 12:30:00,41,13,38,16,108
2024-03-03 12:40:00,56,26,27,12,121
2024-03-03 12:50:00,54,18,25,8,105
2024-03-03 13:00:00,56,24,33,18,131
2024-03-03 13:10:00,74,24,37,17,152
2024-03-03 13:20:00,71,23,33,22,149
2024-03-03 13:30:00,70,28,35,16,149
2024-03-03 13:40:00,76,28,32,14,150
2024-03-03 13:50:00,81,33,39,13,166
2024-03-03 14:00:00,61,24,35,14,134
2024-03-03 14:10:00,82,29,25,9,145
2024-03-03 14:20:00,53,29,36,17,135
2024-03-03 14:30:00,69,25,37,18,149
2024-03-03 14:40:00,64,22,42,21,149
2024-03-03 14:50:00,65,20,36,21,142
2024-03-03 15:00:00,60,22,32,14,128
2024-03-03 15:10:00,67,35,32,16,150
2024-03-03 15:20:00,52,22,21,10,105
2024-03-03 15:30:00,55,17,36,14,122
2024-03-03 15:40:00,53,18,33,21,125
2024-03-03 15:50:00,67,30,28,17,142
2024-03-03 16:00:00,62,26,36,9,133
2024-03-03 16:10:00,67,25,28,13,133
2024-03-03 16:20:00,73,23,22,8,126
2024-03-03 16:30:00,67,28,34,17,146
2024-03-03 16:40:00,65,30,27,12,134
2024-03-03 16:50:00,77,32,31,30,170
2024-03-03 17:00:00,72,30,34,15,151
2024-03-03 17:10:00,66,25,30,15,136
2024-03-03 17:20:00,70,25,31,18,144
2024-03-03 17:30:00,65,28,30,13,136
2024-03-03 17:40:00,69,30,42,13,154
2024-03-03 17:50:00,67,26,25,16,134
2024-03-03 18:00:00,73,31,35,17,156
2024-03-03 18:10:00,78,31,32,17,158
2024-03-03 18:20:00,67,24,33,17,141
2024-03-03 18:30:00,51,24,31,20,126
2024-03-03 18:40:00,56,18,21,16,111
2024-03-03 18:50:00,64,27,26,24,141
2024-03-03 19:00:00,53,16,29,16,114
2024-03-03 19:10:00,48,16,32,15,111
2024-03-03 19:20:00,40,21,19,12,92
2024-03-03 19:30:00,47,12,28,12,99
2024-03-03 19:40:00,54,17,30,14,115
2024-03-03 19:50:00,45,9,22,16,92
2024-03-03 20:00:00,45,11,18,5,79
2024-03-03 20:10:00,41,20,28,14,103
2024-03-03 20:20:00,47,20,22,10,99
2024-03-03 20:30:00,45,12,19,5,81
2024-03-03 20:40:00,31,11,15,11,68
2024-03-03 20:50:00,33,12,19,9,73
2024-03-03 21:00:00,36,10,19,4,69
2024-03-03 21:10:00,38,12,17,6,73
2024-03-03 21:20:00,26,12,14,6,58
2024-03-03 21:30:00,34,12,13,10,69
2024-03-03 21:40:00,25,10,13,7,55
2024-03-03 21:50:00,35,9,11,6,61
2024-03-03 22:00:00,36,8,14,5,63
2024-03-03 22:10:00,47,14,14,6,81
2024-03-03 22:20:00,32,11,11,7,61
2024-03-03 22:30:00,29,9,7,3,48
2024-03-03 22:40:00,23,6,10,2,41
2024-03-03 22:50:00,16,5,10,5,36
2024-03-03 23:00:00,24,2,9,2,37
2024-03-03 23:10:00,15,6,5,3,29
2024-03-03 23:20:00,12,1,8,4,25
2024-03-03 23:30:00,11,3,8,4,26
2024-03-03 23:40:00,9,4,2,1,16
2024-03-03 23:50:00,7,3,2,1,13
2024-03-04 00:00:00,8,2,8,2,20
2024-03-04 00:10:00,12,3,3,2,20
2024-03-04 00:20:00,4,4,5,1,14
2024-03-04 00:30:00,8,3,1,1,13
2024-03-04 00:40:00,5,1,1,0,7
2024-03-04 00:50:00,5,3,2,4,14
2024-03-04 01:00:00,2,0,0,2,4
2024-03-04 01:10:00,4,0,0,1,5
2024-03-04 01:20:00,3,1,2,3,9
2024-03-04 01:30:00,5,2,3,2,12
2024-03-04 01:40:00,4,1,3,0,8
2024-03-04 01:50:00,6,0,1,0,7
2024-03-04 02:00:00,5,0,1,0,6
2024-03-04 02:10:00,4,1,3,1,9
2024-03-04 02:20:00,5,1,2,0,8
2024-03-04 02:30:00,2,0,1,1,4
2024-03-04 02:40:00,3,0,2,0,5
2024-03-04 02:50:00,5,2,0,1,8
2024-03-04 03:00:00,1,0,6,0,7
2024-03-04 03:10:00,4,0,2,0,6
2024-03-04 03:20:00,6,0,3,0,9
2024-03-04 03:30:00,7,2,1,0,10
2024-03-04 03:40:00,6,0,2,1,9
2024-03-04 03:50:00,3,0,1,0,4
2024-03-04 04:00:00,6,1,3,0,10
2024-03-04 04:10:00,2,1,4,1,8
2024-03-04 04:20:00,8,1,5,1,15
2024-03-04 04:30:00,11,3,1,3,18
2024-03-04 04:40:00,14,6,2,3,25
2024-03-04 04:50:00,14,3,8,0,25
2024-03-04 05:00:00,13,3,2,2,20
2024-03-04 05:10:00,19,3,5,0,27
2024-03-04 05:20:00,27,10,6,3,46
2024-03-04 05:30:00,30,11,14,8,63
2024-03-04 05:40:00,30,10,18,14,72
2024-03-04 05:50:00,43,21,13,8,85
2024-03-04 06:00:00,41,18,18,7,84
2024-03-04 06:10:00,52,15,24,12,103
2024-03-04 06:20:00,49,20,20,13,102
2024-03-04 06:30:00,45,18,34,24,121
2024-03-04 06:40:00,60,34,26,12,132
2024-03-04 06:50:00,54,26,31,24,135
2024-03-04 07:00:00,67,33,35,19,154
2024-03-04 07:10:00,74,28,35,31,168
2024-03-04 07:20:00,66,32,39,27,164
2024-03-04 07:30:00,70,31,64,53,218
2024-03-04 07:40:00,86,48,71,62,267
2024-03-04 07:50:00,79,42,52,45,218
2024-03-04 08:00:00,75,39,64,53,231
2024-03-04 08:10:00,96,38,44,47,225
2024-03-04 08:20:00,89,37,56,36,218
2024-03-04 08:30:00,76,36,55,52,219
2024-03-04 08:40:00,70,24,51,48,193
2024-03-04 08:50:00,86,41,47,38,212
2024-03-04 09:00:00,61,25,45,31,162
2024-03-04 09:10:00,67,24,35,30,156
2024-03-04 09:20:00,61,34,42,29,166
2024-03-04 09:30:00,56,24,37,32,149
2024-03-04 09:40:00,51,28,52,28,159
2024-03-04 09:50:00,54,23,43,18,138
2024-03-04 10:00:00,45,22,54,25,146
2024-03-04 10:10:00,54,30,39,23,146
2024-03-04 10:20:00,73,22,45,25,165
2024-03-04 10:30:00,63,18,37,21,139
2024-03-04 10:40:00,52,27,43,19,141
2024-03-04 10:50:00,59,30,47,30,166
2024-03-04 11:00:00,64,18,40,20,142
2024-03-04 11:10:00,50,23,37,18,128
2024-03-04 11:20:00,50,27,28,19,124
2024-03-04 11:30:00,63,26,41,35,165
2024-03-04 11:40:00,47,15,45,26,133
2024-03-04 11:50:00,64,28,48,30,170
2024-03-04 12:00:00,65,30,41,31,167
2024-03-04 12:10:00,61,29,26,23,139
2024-03-04 12:20:00,50,21,46,30,147
2024-03-04 12:30:00,82,35,34,28,179
2024-03-04 12:40:00,64,25,43,22,154
2024-03-04 12:50:00,60,32,40,26,158
2024-03-04 13:00:00,53,21,45,25,144
2024-03-04 13:10:00,64,38,41,31,174
2024-03-04 13:20:00,57,22,28,14,121
2024-03-04 13:30:00,68,29,39,20,156
2024-03-04 13:40:00,69,34,40,21,164
2024-03-04 13:50:00,61,28,44,24,157
2024-03-04 14:00:00,58,19,46,25,148
2024-03-04 14:10:00,68,36,47,30,181
2024-03-04 14:20:00,61,30,42,30,163
2024-03-04 14:30:00,74,32,40,23,169
2024-03-04 14:40:00,71,33,53,23,180
2024-03-04 14:50:00,62,32,54,29,177
2024-03-04 15:00:00,80,41,45,25,191
2024-03-04 15:10:00,85,48,55,19,207
2024-03-04 15:20:00,82,41,42,35,200
2024-03-04 15:30:00,60,30,57,34,181
2024-03-04 15:40:00,82,41,45,32,200
2024-03-04 15:50:00,86,41,53,31,211
2024-03-04 16:00:00,85,48,48,33,214
2024-03-04 16:10:00,71,52,48,38,209
2024-03-04 16:20:00,83,45,40,34,202
2024-03-04 16:30:00,86,52,45,30,213
2024-03-04 16:40:00,87,48,69,36,240
2024-03-04 16:50:00,83,33,51,40,207
2024-03-04 17:00:00,85,38,39,27,189
2024-03-04 17:10:00,74,35,62,40,211
2024-03-04 17:20:00,78,55,49,30,212
2024-03-04 17:30:00,62,41,44,23,170
2024-03-04 17:40:00,84,50,39,29,202
2024-03-04 17:50:00,66,35,40,26,167
2024-03-04 18:00:00,60,26,50,32,168
2024-03-04 18:10:00,79,24,33,21,157
2024-03-04 18:20:00,56,30,27,22,135
2024-03-04 18:30:00,68,23,41,29,161
2024-03-04 18:40:00,48,23,38,21,130
2024-03-04 18:50:00,57,22,28,18,125
2024-03-04 19:00:00,50,26,35,21,132
2024-03-04 19:10:00,52,27,32,19,130
2024-03-04 19:20:00,52,26,20,13,111
2024-03-04 19:30:00,42,14,20,16,92
2024-03-04 19:40:00,40,16,23,21,100
2024-03-04 19:50:00,43,17,19,9,88
2024-03-04 20:00:00,40,19,17,9,85
2024-03-04 20:10:00,48,19,22,8,97
2024-03-04 20:20:00,33,13,19,7,72
2024-03-04 20:30:00,37,14,25,8,84
2024-03-04 20:40:00,34,6,21,11,72
2024-03-04 20:50:00,42,11,10,7,70
2024-03-04 21:00:00,23,7,19,7,56
2024-03-04 21:10:00,34,15,14,14,77
2024-03-04 21:20:00,32,19,13,8,72
2024-03-04 21:30:00,24,10,13,4,51
2024-03-04 21:40:00,35,11,17,8,71
2024-03-04 21:50:00,35,8,13,9,65
2024-03-04 22:00:00,33,8,17,4,62
2024-03-04 22:10:00,23,6,17,12,58
2024-03-04 22:20:00,36,15,12,9,72
2024-03-04 22:30:00,31,10,11,4,56
2024-03-04 22:40:00,13,4,11,3,31
2024-03-04 22:50:00,15,5,8,2,30
2024-03-04 23:00:00,13,2,6,2,23
2024-03-04 23:10:00,22,7,10,4,43
2024-03-04 23:20:00,15,6,9,4,34
2024-03-04 23:30:00,14,4,3,1,22
2024-03-04 23:40:00,8,3,8,3,22
2024-03-04 23:50:00,13,3,7,1,24
2024-03-05 00:00:00,9,3,3,2,17
2024-03-05 00:10:00,12,1,3,1,17
2024-03-05 00:20:00,6,1,0,1,8
2024-03-05 00:30:00,3,1,4,4,12
2024-03-05 00:40:00,7,2,3,2,14
2024-03-05 00:50:00,1,0,5,1,7
2024-03-05 01:00:00,4,2,2,0,8
2024-03-05 01:10:00,3,1,0,0,4
2024-03-05 01:20:00,9,1,2,0,12
2024-03-05 01:30:00,10,1,1,0,12
2024-03-05 01:40:00,5,1,1,0,7
2024-03-05 01:50:00,8,1,5,2,16
2024-03-05 02:00:00,3,0,1,0,4
2024-03-05 02:10:00,1,1,0,0,2
2024-03-05 02:20:00,5,3,0,0,8
2024-03-05 02:30:00,2,1,4,1,8
2024-03-05 02:40:00,5,1,0,0,6
2024-03-05 02:50:00,4,0,1,2,7
2024-03-05 03:00:00,5,1,3,1,10
2024-03-05 03:10:00,3,1,3,2,9
2024-03-05 03:20:00,4,0,1,1,6
2024-03-05 03:30:00,3,0,1,0,4
2024-03-05 03:40:00,2,0,2,0,4
2024-03-05 03:50:00,6,3,2,2,13
2024-03-05 04:00:00,4,3,4,0,11
2024-03-05 04:10:00,4,0,4,0,8
2024-03-05 04:20:00,8,2,3,0,13
2024-03-05 04:30:00,12,3,3,2,20
2024-03-05 04:40:00,11,2,4,4,21
2024-03-05 04:50:00,18,4,3,4,29
2024-03-05 05:00:00,14,2,2,3,21
2024-03-05 05:10:00,18,8,6,1,33
2024-03-05 05:20:00,30,6,8,3,47
2024-03-05 05:30:00,34,9,7,9,59
2024-03-05 05:40:00,31,12,17,13,73
2024-03-05 05:50:00,29,11,20,9,69
