datetime,D21Z,V22Z,D81Z,V82Z,V92Z,D111Z,D112Z,D531Z,D571Z,D581Z,V113Z,V114Z,Total
2024-03-19 18:40:00,53,20,23,28,13,19,17,0.0,0.0,0.0,13,10,196.0
2024-03-19 18:50:00,42,24,36,23,9,8,10,0.0,0.0,0.0,9,15,176.0
2024-03-19 19:00:00,32,18,21,21,22,9,9,0.0,0.0,0.0,6,10,148.0
2024-03-19 19:10:00,32,19,37,27,14,13,16,0.0,0.0,0.0,6,10,174.0
2024-03-19 19:20:00,32,21,40,31,11,12,13,0.0,0.0,0.0,11,10,181.0
2024-03-19 19:30:00,37,25,66,25,26,8,9,0.0,0.0,0.0,14,10,220.0
2024-03-19 19:40:00,42,23,39,27,12,14,14,0.0,0.0,0.0,12,12,195.0
2024-03-19 19:50:00,36,27,49,22,13,10,9,0.0,0.0,0.0,9,7,182.0
2024-03-19 20:00:00,44,23,30,27,10,10,17,0.0,0.0,0.0,17,14,192.0
2024-03-19 20:10:00,43,27,84,26,7,13,12,0.0,0.0,0.0,15,11,238.0
2024-03-19 20:20:00,31,30,35,24,10,7,4,0.0,0.0,0.0,9,5,155.0
2024-03-19 20:30:00,30,18,83,30,13,13,9,0.0,0.0,0.0,13,8,217.0
2024-03-19 20:40:00,23,21,47,28,10,12,7,0.0,0.0,0.0,26,10,184.0
2024-03-19 20:50:00,30,21,62,29,13,9,8,0.0,0.0,0.0,8,6,186.0
2024-03-19 21:00:00,28,28,92,31,9,4,7,0.0,0.0,0.0,7,9,215.0
2024-03-19 21:10:00,31,20,23,22,7,7,8,0.0,0.0,0.0,7,4,129.0
2024-03-19 21:20:00,33,23,116,30,14,10,9,0.0,0.0,0.0,10,8,253.0
2024-03-19 21:30:00,24,21,134,23,6,8,10,0.0,0.0,0.0,6,9,241.0
2024-03-19 21:40:00,26,20,13,20,12,6,6,0.0,0.0,0.0,8,5,116.0
2024-03-19 21:50:00,16,16,32,22,6,3,4,0.0,0.0,0.0,5,5,109.0
2024-03-19 22:00:00,16,21,64,19,7,6,9,0.0,0.0,0.0,7,6,155.0
2024-03-19 22:10:00,24,24,33,26,9,6,3,0.0,0.0,0.0,9,3,137.0
2024-03-19 22:20:00,17,15,20,25,9,3,5,0.0,0.0,0.0,3,6,103.0
2024-03-19 22:30:00,24,24,16,24,12,11,9,0.0,0.0,0.0,15,7,142.0
2024-03-19 22:40:00,12,16,9,12,2,4,6,0.0,0.0,0.0,3,5,69.0
2024-03-19 22:50:00,12,14,14,13,6,4,6,0.0,0.0,0.0,5,5,79.0
2024-03-19 23:00:00,14,21,15,26,9,6,9,0.0,0.0,0.0,7,8,115.0
2024-03-19 23:10:00,14,10,14,13,3,6,6,0.0,0.0,0.0,7,9,82.0
2024-03-19 23:20:00,11,12,8,10,3,3,1,0.0,0.0,0.0,3,1,52.0
2024-03-19 23:30:00,7,11,13,13,7,3,3,0.0,0.0,0.0,5,4,66.0
2024-03-19 23:40:00,6,8,7,13,3,4,4,0.0,0.0,0.0,6,4,55.0
2024-03-19 23:50:00,7,9,12,8,5,2,1,0.0,0.0,0.0,7,5,56.0
2024-03-20 00:00:00,13,14,2,4,3,4,4,0.0,0.0,0.0,7,7,58.0
2024-03-20 00:10:00,10,13,1,4,3,0,5,0.0,0.0,0.0,0,6,42.0
2024-03-20 00:20:00,7,10,9,10,2,3,2,0.0,0.0,0.0,3,3,49.0
2024-03-20 00:30:00,4,7,2,7,4,1,4,0.0,0.0,0.0,2,5,36.0
2024-03-20 00:40:00,4,6,3,7,1,4,7,0.0,0.0,0.0,5,7,44.0
2024-03-20 00:50:00,3,3,5,4,0,2,1,0.0,0.0,0.0,3,2,23.0
2024-03-20 01:00:00,5,7,13,4,1,3,2,0.0,0.0,0.0,2,3,40.0
2024-03-20 01:10:00,4,5,2,4,0,1,1,0.0,0.0,0.0,1,3,21.0
2024-03-20 01:20:00,6,9,5,5,3,0,0,0.0,0.0,0.0,0,0,28.0
2024-03-20 01:30:00,0,1,6,4,0,0,2,0.0,0.0,0.0,0,2,15.0
2024-03-20 01:40:00,3,5,2,1,0,1,5,0.0,0.0,0.0,2,7,26.0
2024-03-20 01:50:00,1,1,0,2,0,0,1,0.0,0.0,0.0,0,1,6.0
2024-03-20 02:00:00,1,3,0,1,0,1,1,0.0,0.0,0.0,2,1,10.0
2024-03-20 02:10:00,0,0,3,6,1,0,1,0.0,0.0,0.0,0,1,12.0
2024-03-20 02:20:00,5,4,3,3,1,0,1,0.0,0.0,0.0,1,1,19.0
2024-03-20 02:30:00,2,2,0,2,0,0,0,0.0,0.0,0.0,0,0,6.0
2024-03-20 02:40:00,1,3,1,4,0,1,0,0.0,0.0,0.0,1,3,14.0
2024-03-20 02:50:00,1,1,0,0,1,0,0,0.0,0.0,0.0,0,0,3.0
2024-03-20 03:00:00,4,4,0,0,0,0,1,0.0,0.0,0.0,0,2,11.0
2024-03-20 03:10:00,1,2,8,4,0,0,1,0.0,0.0,0.0,0,1,17.0
2024-03-20 03:20:00,2,3,0,0,0,0,0,0.0,0.0,0.0,0,1,6.0
2024-03-20 03:30:00,2,2,2,2,0,0,2,0.0,0.0,0.0,1,4,15.0
2024-03-20 03:40:00,2,3,7,4,0,0,0,0.0,0.0,0.0,0,0,16.0
2024-03-20 03:50:00,1,1,0,1,3,1,0,0.0,0.0,0.0,1,4,12.0
2024-03-20 04:00:00,1,4,5,2,0,0,0,0.0,0.0,0.0,0,1,13.0
2024-03-20 04:10:00,7,7,4,8,2,0,0,0.0,0.0,0.0,0,1,29.0
2024-03-20 04:20:00,1,1,10,3,0,0,3,0.0,0.0,0.0,0,5,23.0
2024-03-20 04:30:00,4,5,2,5,0,2,3,0.0,0.0,0.0,3,6,30.0
2024-03-20 04:40:00,4,8,3,7,3,0,2,0.0,0.0,0.0,2,3,32.0
2024-03-20 04:50:00,7,7,12,8,1,0,1,0.0,0.0,0.0,0,2,38.0
2024-03-20 05:00:00,9,15,11,15,3,0,1,0.0,0.0,0.0,0,4,58.0
2024-03-20 05:10:00,16,20,89,16,2,0,3,0.0,0.0,0.0,1,8,155.0
2024-03-20 05:20:00,7,10,14,16,4,0,2,0.0,0.0,0.0,1,3,57.0
2024-03-20 05:30:00,15,18,117,16,8,0,2,0.0,0.0,0.0,0,0,176.0
2024-03-20 05:40:00,23,25,10,17,6,1,6,0.0,0.0,0.0,2,7,97.0
2024-03-20 05:50:00,19,20,20,29,3,5,5,0.0,0.0,0.0,6,8,115.0
2024-03-20 06:00:00,24,21,24,22,7,3,2,0.0,0.0,0.0,4,3,110.0
2024-03-20 06:10:00,24,20,21,26,10,3,6,0.0,0.0,0.0,4,5,119.0
2024-03-20 06:20:00,19,16,88,24,80,14,8,0.0,0.0,0.0,12,10,271.0
2024-03-20 06:30:00,27,24,27,23,2,4,6,0.0,0.0,0.0,4,6,123.0
2024-03-20 06:40:00,29,27,68,24,6,2,6,0.0,0.0,0.0,2,4,168.0
2024-03-20 06:50:00,29,21,58,31,9,5,9,0.0,0.0,0.0,5,7,174.0
2024-03-20 07:00:00,34,20,78,33,11,6,13,0.0,0.0,0.0,6,11,212.0
2024-03-20 07:10:00,35,32,34,28,8,16,7,0.0,0.0,0.0,13,5,178.0
2024-03-20 07:20:00,47,28,79,38,10,10,13,0.0,0.0,0.0,9,11,245.0
2024-03-20 07:30:00,54,34,42,36,13,8,11,0.0,0.0,0.0,9,6,213.0
2024-03-20 07:40:00,57,21,103,41,9,9,21,0.0,0.0,0.0,5,14,280.0
2024-03-20 07:50:00,66,23,41,31,5,5,10,0.0,0.0,0.0,6,6,193.0
2024-03-20 08:00:00,74,13,79,30,11,17,13,0.0,0.0,0.0,12,11,260.0
2024-03-20 08:10:00,72,22,60,30,14,12,17,0.0,0.0,0.0,12,12,251.0
2024-03-20 08:20:00,57,15,18,34,13,5,12,0.0,0.0,0.0,5,10,169.0
2024-03-20 08:30:00,77,24,36,39,13,4,15,0.0,0.0,0.0,7,13,228.0
2024-03-20 08:40:00,69,22,25,24,10,10,13,0.0,0.0,0.0,9,11,193.0
2024-03-20 08:50:00,65,34,37,37,17,3,9,0.0,0.0,0.0,2,7,211.0
2024-03-20 09:00:00,53,28,48,27,15,8,13,0.0,0.0,0.0,11,11,214.0
2024-03-20 09:10:00,45,25,37,26,10,8,21,0.0,0.0,0.0,8,10,190.0
2024-03-20 09:20:00,57,25,77,45,10,6,9,0.0,0.0,0.0,7,6,242.0
2024-03-20 09:30:00,47,30,29,25,10,6,15,0.0,0.0,0.0,7,9,178.0
2024-03-20 09:40:00,47,29,70,38,10,12,14,0.0,0.0,0.0,11,11,242.0
2024-03-20 09:50:00,46,20,45,25,3,10,5,0.0,0.0,0.0,10,5,169.0
2024-03-20 10:00:00,40,26,48,29,13,7,7,0.0,0.0,0.0,9,8,187.0
2024-03-20 10:10:00,44,26,29,33,11,9,14,0.0,0.0,0.0,10,13,189.0
2024-03-20 10:20:00,41,19,60,26,6,5,9,0.0,0.0,0.0,4,8,178.0
2024-03-20 10:30:00,47,29,35,22,8,9,22,0.0,0.0,0.0,5,12,189.0
2024-03-20 10:40:00,42,34,56,36,14,7,10,0.0,0.0,0.0,11,11,221.0
2024-03-20 10:50:00,49,33,112,24,10,9,12,0.0,0.0,0.0,9,11,269.0
2024-03-20 11:00:00,37,27,50,28,12,5,14,0.0,0.0,0.0,8,8,189.0
2024-03-20 11:10:00,48,21,45,33,11,6,13,0.0,0.0,0.0,8,12,197.0
2024-03-20 11:20:00,43,28,59,27,10,10,9,0.0,0.0,0.0,11,11,208.0
2024-03-20 11:30:00,43,22,126,30,13,10,18,0.0,0.0,0.0,10,14,286.0
2024-03-20 11:40:00,39,30,70,29,11,6,16,0.0,0.0,0.0,8,14,223.0
2024-03-20 11:50:00,57,27,95,40,9,9,16,0.0,0.0,0.0,11,12,276.0
2024-03-20 12:00:00,50,28,12,32,10,9,17,0.0,0.0,0.0,39,13,210.0
2024-03-20 12:10:00,46,31,58,44,12,13,19,0.0,0.0,0.0,13,14,250.0
2024-03-20 12:20:00,68,25,53,32,10,8,17,0.0,0.0,0.0,11,15,239.0
2024-03-20 12:30:00,43,14,73,28,19,7,23,0.0,0.0,0.0,6,18,231.0
2024-03-20 12:40:00,59,15,58,28,10,10,14,0.0,0.0,0.0,9,13,216.0
2024-03-20 12:50:00,41,22,48,25,12,13,18,0.0,0.0,0.0,9,15,203.0
2024-03-20 13:00:00,52,25,64,45,13,6,12,0.0,0.0,0.0,6,9,232.0
2024-03-20 13:10:00,42,25,108,26,12,13,15,0.0,0.0,0.0,17,19,277.0
2024-03-20 13:20:00,51,28,78,32,7,3,13,0.0,0.0,0.0,4,6,222.0
2024-03-20 13:30:00,48,21,36,39,10,9,14,0.0,0.0,0.0,10,9,196.0
2024-03-20 13:40:00,47,25,47,32,9,13,7,0.0,0.0,0.0,16,7,203.0
2024-03-20 13:50:00,45,34,88,30,11,11,21,0.0,0.0,0.0,5,11,256.0
2024-03-20 14:00:00,44,25,60,28,6,11,13,0.0,0.0,0.0,6,9,202.0
2024-03-20 14:10:00,44,27,68,34,13,8,17,0.0,0.0,0.0,7,17,235.0
2024-03-20 14:20:00,47,33,62,32,11,14,21,0.0,0.0,0.0,11,14,245.0
2024-03-20 14:30:00,36,26,53,42,11,9,9,0.0,0.0,0.0,8,7,201.0
2024-03-20 14:40:00,62,35,74,22,8,22,23,0.0,0.0,0.0,13,14,273.0
2024-03-20 14:50:00,55,31,90,34,8,8,17,0.0,0.0,0.0,6,13,262.0
2024-03-20 15:00:00,60,30,89,31,5,11,15,0.0,0.0,0.0,13,11,265.0
2024-03-20 15:10:00,59,29,92,42,11,6,11,0.0,0.0,0.0,7,6,263.0
2024-03-20 15:20:00,50,32,104,37,10,16,25,0.0,0.0,0.0,14,13,301.0
2024-03-20 15:30:00,81,31,32,24,7,11,23,0.0,0.0,0.0,9,14,232.0
2024-03-20 15:40:00,73,20,12,35,11,18,19,0.0,0.0,0.0,15,18,221.0
2024-03-20 15:50:00,67,34,47,27,8,12,29,0.0,0.0,0.0,9,10,243.0
2024-03-20 16:00:00,68,26,82,34,10,14,20,0.0,0.0,0.0,12,11,277.0
2024-03-20 16:10:00,54,26,47,33,12,14,26,0.0,0.0,0.0,10,12,234.0
2024-03-20 16:20:00,65,32,22,29,6,13,17,0.0,0.0,0.0,9,10,203.0
2024-03-20 16:30:00,53,31,21,37,11,19,15,0.0,0.0,0.0,9,10,206.0
2024-03-20 16:40:00,65,18,26,34,14,11,17,0.0,0.0,0.0,9,11,205.0
2024-03-20 16:50:00,64,26,41,30,12,20,14,0.0,0.0,0.0,14,15,236.0
2024-03-20 17:00:00,62,28,36,31,6,6,13,0.0,0.0,0.0,7,10,199.0
2024-03-20 17:10:00,70,24,71,39,11,15,17,0.0,0.0,0.0,12,15,274.0
2024-03-20 17:20:00,58,18,40,34,9,17,25,0.0,0.0,0.0,12,11,224.0
2024-03-20 17:30:00,58,25,48,38,13,14,24,0.0,0.0,0.0,12,11,243.0
2024-03-20 17:40:00,63,15,23,22,11,23,18,0.0,0.0,0.0,11,16,202.0
2024-03-20 17:50:00,63,26,42,29,14,16,23,0.0,0.0,0.0,10,17,240.0
2024-03-20 18:00:00,61,32,107,35,11,13,16,0.0,0.0,0.0,13,13,301.0
2024-03-20 18:10:00,54,25,85,30,12,19,18,0.0,0.0,0.0,10,13,266.0
2024-03-20 18:20:00,49,22,42,24,9,16,13,0.0,0.0,0.0,9,8,192.0
2024-03-20 18:30:00,52,28,49,31,3,14,13,0.0,0.0,0.0,11,11,212.0
2024-03-20 18:40:00,54,14,13,28,10,7,12,0.0,0.0,0.0,8,9,155.0
2024-03-20 18:50:00,47,18,32,24,25,9,12,0.0,0.0,0.0,9,9,185.0
2024-03-20 19:00:00,39,23,55,32,9,10,9,0.0,0.0,0.0,16,15,208.0
2024-03-20 19:10:00,36,17,47,28,13,15,11,0.0,0.0,0.0,12,9,188.0
2024-03-20 19:20:00,34,19,16,23,14,12,11,0.0,0.0,0.0,6,5,140.0
2024-03-20 19:30:00,38,24,21,27,18,6,7,0.0,0.0,0.0,6,7,154.0
2024-03-20 19:40:00,40,18,52,32,5,9,9,0.0,0.0,0.0,12,6,183.0
2024-03-20 19:50:00,45,22,105,24,9,6,9,0.0,0.0,0.0,13,11,244.0
2024-03-20 20:00:00,41,22,71,29,7,7,12,0.0,0.0,0.0,9,5,203.0
2024-03-20 20:10:00,32,28,29,33,6,15,10,0.0,0.0,0.0,12,12,177.0
2024-03-20 20:20:00,34,21,75,27,7,6,8,0.0,0.0,0.0,8,5,191.0
2024-03-20 20:30:00,33,18,11,21,6,10,10,0.0,0.0,0.0,7,10,126.0
2024-03-20 20:40:00,36,23,45,26,13,9,15,0.0,0.0,0.0,13,8,188.0
2024-03-20 20:50:00,30,24,52,27,21,6,3,0.0,0.0,0.0,4,6,173.0
2024-03-20 21:00:00,29,17,46,21,7,11,14,0.0,0.0,0.0,13,10,168.0
2024-03-20 21:10:00,43,24,70,27,7,7,8,0.0,0.0,0.0,11,6,203.0
2024-03-20 21:20:00,25,20,39,19,10,16,11,0.0,0.0,0.0,66,11,217.0
2024-03-20 21:30:00,23,16,141,32,12,13,16,0.0,0.0,0.0,16,17,286.0
2024-03-20 21:40:00,31,20,22,23,10,7,6,0.0,0.0,0.0,9,8,136.0
2024-03-20 21:50:00,27,22,80,24,9,11,6,0.0,0.0,0.0,9,6,194.0
2024-03-20 22:00:00,16,14,23,23,5,10,8,0.0,0.0,0.0,12,7,118.0
2024-03-20 22:10:00,28,20,25,27,6,6,7,0.0,0.0,0.0,8,8,135.0
2024-03-20 22:20:00,14,14,17,28,9,1,5,0.0,0.0,0.0,3,7,98.0
2024-03-20 22:30:00,18,13,23,17,8,4,11,0.0,0.0,0.0,8,11,113.0
2024-03-20 22:40:00,17,16,7,11,6,3,7,0.0,0.0,0.0,4,11,82.0
2024-03-20 22:50:00,12,21,17,20,11,5,2,0.0,0.0,0.0,6,1,95.0
2024-03-20 23:00:00,9,13,15,16,8,8,12,0.0,0.0,0.0,13,7,101.0
2024-03-20 23:10:00,18,15,5,19,3,5,7,0.0,0.0,0.0,4,9,85.0
2024-03-20 23:20:00,15,16,14,15,2,3,8,0.0,0.0,0.0,4,6,83.0
2024-03-20 23:30:00,10,11,10,17,4,4,4,0.0,0.0,0.0,6,5,71.0
2024-03-20 23:40:00,8,10,7,12,0,7,2,0.0,0.0,0.0,8,2,56.0
2024-03-20 23:50:00,5,7,17,13,2,2,3,0.0,0.0,0.0,2,4,55.0
2024-03-21 00:00:00,7,8,4,9,7,5,3,0.0,0.0,0.0,6,5,54.0
2024-03-21 00:10:00,9,10,1,3,1,2,3,0.0,0.0,0.0,2,4,35.0
2024-03-21 00:20:00,7,7,7,8,5,3,1,0.0,0.0,0.0,3,1,42.0
2024-03-21 00:30:00,5,7,2,4,3,3,2,0.0,0.0,0.0,6,0,32.0
2024-03-21 00:40:00,6,9,2,5,1,1,5,0.0,0.0,0.0,1,5,35.0
2024-03-21 00:50:00,3,4,9,8,1,1,3,0.0,0.0,0.0,1,2,32.0
2024-03-21 01:00:00,3,7,8,5,1,2,0,0.0,0.0,0.0,2,0,28.0
2024-03-21 01:10:00,4,5,2,6,2,0,3,0.0,0.0,0.0,0,3,25.0
2024-03-21 01:20:00,2,7,4,6,0,1,4,0.0,0.0,0.0,2,4,30.0
2024-03-21 01:30:00,5,5,9,3,0,2,3,0.0,0.0,0.0,4,4,35.0
2024-03-21 01:40:00,2,3,2,3,0,1,4,0.0,0.0,0.0,1,3,19.0
2024-03-21 01:50:00,4,4,1,8,2,0,0,0.0,0.0,0.0,0,0,19.0
2024-03-21 02:00:00,0,0,2,4,1,2,0,0.0,0.0,0.0,3,0,12.0
2024-03-21 02:10:00,2,2,2,2,0,1,2,0.0,0.0,0.0,3,3,17.0
2024-03-21 02:20:00,2,4,1,2,0,0,3,0.0,0.0,0.0,0,3,15.0
2024-03-21 02:30:00,2,4,1,2,1,0,1,0.0,0.0,0.0,0,2,13.0
2024-03-21 02:40:00,4,4,1,1,0,0,2,0.0,0.0,0.0,0,1,13.0
2024-03-21 02:50:00,2,2,1,2,1,0,0,0.0,0.0,0.0,0,0,8.0
2024-03-21 03:00:00,2,4,1,2,2,1,3,0.0,0.0,0.0,1,3,19.0
2024-03-21 03:10:00,1,1,6,4,1,2,1,0.0,0.0,0.0,2,2,20.0
2024-03-21 03:20:00,1,0,1,3,0,0,1,0.0,0.0,0.0,0,1,7.0
2024-03-21 03:30:00,1,1,0,3,1,0,2,0.0,0.0,0.0,1,2,11.0
2024-03-21 03:40:00,2,5,5,2,0,0,0,0.0,0.0,0.0,0,0,14.0
2024-03-21 03:50:00,1,0,0,2,2,0,1,0.0,0.0,0.0,0,2,8.0
2024-03-21 04:00:00,5,6,5,3,0,0,0,0.0,0.0,0.0,0,0,19.0
2024-03-21 04:10:00,1,4,2,2,1,0,2,0.0,0.0,0.0,2,4,18.0
2024-03-21 04:20:00,4,5,9,9,4,1,1,0.0,0.0,0.0,1,1,35.0
2024-03-21 04:30:00,2,1,1,5,0,0,0,0.0,0.0,0.0,0,0,9.0
2024-03-21 04:40:00,4,6,2,6,3,1,0,0.0,0.0,0.0,2,0,24.0
2024-03-21 04:50:00,4,8,13,12,1,1,0,0.0,0.0,0.0,1,0,40.0
2024-03-21 05:00:00,7,8,19,19,6,2,0,0.0,0.0,0.0,2,0,63.0
2024-03-21 05:10:00,11,15,47,8,1,0,3,0.0,0.0,0.0,1,5,91.0
2024-03-21 05:20:00,8,12,16,19,4,1,3,0.0,0.0,0.0,1,5,69.0
2024-03-21 05:30:00,18,22,13,15,8,2,2,0.0,0.0,0.0,2,3,85.0
2024-03-21 05:40:00,19,19,15,13,2,2,2,0.0,0.0,0.0,3,2,77.0
2024-03-21 05:50:00,17,15,23,19,4,3,5,0.0,0.0,0.0,6,3,95.0
2024-03-21 06:00:00,30,19,63,14,5,4,6,0.0,0.0,0.0,22,3,166.0
2024-03-21 06:10:00,16,17,21,24,7,9,4,0.0,0.0,0.0,6,7,111.0
2024-03-21 06:20:00,32,17,25,22,8,2,7,0.0,0.0,0.0,3,10,126.0
2024-03-21 06:30:00,28,27,34,24,8,6,11,0.0,0.0,0.0,7,7,152.0
2024-03-21 06:40:00,34,32,33,26,4,7,6,0.0,0.0,0.0,5,7,154.0
2024-03-21 06:50:00,35,20,21,19,13,5,12,0.0,0.0,0.0,6,9,140.0
2024-03-21 07:00:00,41,25,66,26,6,7,11,0.0,0.0,0.0,4,7,193.0
2024-03-21 07:10:00,39,25,72,34,7,11,10,0.0,0.0,0.0,10,7,215.0
2024-03-21 07:20:00,60,28,28,35,8,6,13,0.0,0.0,0.0,13,13,204.0
2024-03-21 07:30:00,37,31,50,33,8,4,13,0.0,0.0,0.0,6,13,195.0
2024-03-21 07:40:00,75,23,71,29,8,7,12,0.0,0.0,0.0,7,8,240.0
2024-03-21 07:50:00,74,24,45,33,14,9,3,0.0,0.0,0.0,8,2,212.0
2024-03-21 08:00:00,68,25,63,40,11,6,11,0.0,0.0,0.0,5,10,239.0
2024-03-21 08:10:00,65,22,88,32,18,9,11,0.0,0.0,0.0,9,9,263.0
2024-03-21 08:20:00,69,28,76,31,13,2,14,0.0,0.0,0.0,3,10,246.0
2024-03-21 08:30:00,60,27,32,29,11,14,15,0.0,0.0,0.0,11,15,214.0
2024-03-21 08:40:00,42,30,68,30,13,13,9,0.0,0.0,0.0,10,10,225.0
2024-03-21 08:50:00,50,23,39,32,9,10,9,0.0,0.0,0.0,13,8,193.0
2024-03-21 09:00:00,51,20,47,24,9,7,16,0.0,0.0,0.0,6,8,188.0
2024-03-21 09:10:00,48,24,34,27,9,12,13,0.0,0.0,0.0,41,5,213.0
2024-03-21 09:20:00,40,17,10,37,10,12,17,0.0,0.0,0.0,5,10,158.0
2024-03-21 09:30:00,48,22,44,30,7,6,14,0.0,0.0,0.0,7,9,187.0
2024-03-21 09:40:00,44,30,103,29,7,10,9,0.0,0.0,0.0,8,11,251.0
2024-03-21 09:50:00,34,23,72,27,11,9,11,0.0,0.0,0.0,14,9,210.0
2024-03-21 10:00:00,51,23,56,29,10,9,12,0.0,0.0,0.0,26,9,225.0
2024-03-21 10:10:00,49,33,62,23,15,15,15,0.0,0.0,0.0,17,19,248.0
2024-03-21 10:20:00,39,31,60,28,8,4,9,0.0,0.0,0.0,5,10,194.0
2024-03-21 10:30:00,40,19,54,32,8,12,16,0.0,0.0,0.0,10,15,206.0
2024-03-21 10:40:00,28,34,81,30,7,10,8,0.0,0.0,0.0,8,8,214.0
2024-03-21 10:50:00,35,26,60,25,12,7,5,0.0,0.0,0.0,13,9,192.0
2024-03-21 11:00:00,25,27,37,23,8,6,10,0.0,0.0,0.0,7,10,153.0
2024-03-21 11:10:00,53,34,69,36,14,6,16,0.0,0.0,0.0,9,11,248.0
2024-03-21 11:20:00,47,29,62,27,14,15,14,0.0,0.0,0.0,14,15,237.0
2024-03-21 11:30:00,47,26,47,29,11,12,17,0.0,0.0,0.0,10,13,212.0
2024-03-21 11:40:00,45,27,61,23,9,8,14,0.0,0.0,0.0,10,10,207.0
2024-03-21 11:50:00,56,25,49,25,10,10,11,0.0,0.0,0.0,9,8,203.0
2024-03-21 12:00:00,45,32,51,27,10,14,20,0.0,0.0,0.0,21,18,238.0
2024-03-21 12:10:00,27,24,73,34,10,17,17,0.0,0.0,0.0,15,15,232.0
2024-03-21 12:20:00,51,30,80,26,11,15,19,0.0,0.0,0.0,13,11,256.0
2024-03-21 12:30:00,32,20,56,17,12,11,23,0.0,0.0,0.0,11,12,194.0
2024-03-21 12:40:00,32,26,80,31,7,14,7,0.0,0.0,0.0,13,8,218.0
2024-03-21 12:50:00,61,35,54,38,9,20,10,0.0,0.0,0.0,26,13,266.0
2024-03-21 13:00:00,35,25,105,35,10,20,7,0.0,0.0,0.0,15,9,261.0
2024-03-21 13:10:00,51,20,83,32,7,13,17,0.0,0.0,0.0,9,17,249.0
2024-03-21 13:20:00,48,29,111,35,15,14,18,0.0,0.0,0.0,18,15,303.0
2024-03-21 13:30:00,51,27,53,31,10,12,18,0.0,0.0,0.0,8,15,225.0
2024-03-21 13:40:00,55,26,86,30,9,9,18,0.0,0.0,0.0,7,18,258.0
2024-03-21 13:50:00,44,29,38,28,9,7,9,0.0,0.0,0.0,3,7,174.0
2024-03-21 14:00:00,48,27,50,31,11,9,13,0.0,0.0,0.0,8,9,206.0
2024-03-21 14:10:00,45,22,97,38,9,14,20,0.0,0.0,0.0,17,18,280.0
2024-03-21 14:20:00,49,23,93,28,11,6,7,0.0,0.0,0.0,3,9,229.0
2024-03-21 14:30:00,84,30,62,40,12,6,16,0.0,0.0,0.0,9,15,274.0
2024-03-21 14:40:00,58,27,77,31,12,17,14,0.0,0.0,0.0,15,11,262.0
2024-03-21 14:50:00,56,17,109,29,16,10,12,0.0,0.0,0.0,11,7,267.0
2024-03-21 15:00:00,62,37,105,32,7,17,16,0.0,0.0,0.0,15,11,302.0
2024-03-21 15:10:00,62,23,108,40,8,9,7,0.0,0.0,0.0,13,11,281.0
2024-03-21 15:20:00,61,23,57,38,10,16,16,0.0,0.0,0.0,14,10,245.0
2024-03-21 15:30:00,63,28,59,38,12,17,14,0.0,0.0,0.0,10,7,248.0
2024-03-21 15:40:00,59,19,112,27,10,18,16,0.0,0.0,0.0,6,9,276.0
2024-03-21 15:50:00,78,22,67,30,9,19,17,0.0,0.0,0.0,14,10,266.0
2024-03-21 16:00:00,62,18,51,32,12,13,19,0.0,0.0,0.0,14,17,238.0
2024-03-21 16:10:00,111,23,27,34,9,19,20,0.0,0.0,0.0,11,14,268.0
2024-03-21 16:20:00,71,15,15,34,7,15,18,0.0,0.0,0.0,9,12,196.0
2024-03-21 16:30:00,98,29,40,34,9,19,21,0.0,0.0,0.0,11,11,272.0
2024-03-21 16:40:00,49,26,31,26,8,14,15,0.0,0.0,0.0,11,9,189.0
2024-03-21 16:50:00,54,25,13,25,14,14,18,0.0,0.0,0.0,13,9,185.0
2024-03-21 17:00:00,58,35,28,31,8,13,18,0.0,0.0,0.0,9,10,210.0
2024-03-21 17:10:00,63,11,37,20,12,15,25,0.0,0.0,0.0,9,19,211.0
2024-03-21 17:20:00,75,24,26,27,11,14,22,0.0,0.0,0.0,11,12,222.0
2024-03-21 17:30:00,61,31,7,27,13,10,16,0.0,0.0,0.0,8,10,183.0
2024-03-21 17:40:00,65,20,22,25,15,21,20,0.0,0.0,0.0,46,13,247.0
2024-03-21 17:50:00,62,26,39,29,11,13,13,0.0,0.0,0.0,13,11,217.0
2024-03-21 18:00:00,68,29,100,27,9,18,17,0.0,0.0,0.0,12,11,291.0
2024-03-21 18:10:00,46,25,62,36,12,12,18,0.0,0.0,0.0,6,14,231.0
2024-03-21 18:20:00,66,19,45,31,9,19,19,0.0,0.0,0.0,13,12,233.0
2024-03-21 18:30:00,51,20,25,20,7,15,32,0.0,0.0,0.0,12,8,190.0
2024-03-21 18:40:00,47,14,41,26,12,10,15,0.0,0.0,0.0,8,18,191.0
2024-03-21 18:50:00,42,15,29,23,8,8,20,0.0,0.0,0.0,16,16,177.0
2024-03-21 19:00:00,43,24,14,20,7,6,6,0.0,0.0,0.0,8,6,134.0
2024-03-21 19:10:00,38,22,27,30,8,8,13,0.0,0.0,0.0,8,9,163.0
2024-03-21 19:20:00,49,22,87,30,18,13,10,0.0,0.0,0.0,11,9,249.0
2024-03-21 19:30:00,40,23,65,25,14,10,17,0.0,0.0,0.0,18,15,227.0
2024-03-21 19:40:00,35,24,30,32,12,9,8,0.0,0.0,0.0,9,5,164.0
2024-03-21 19:50:00,35,22,55,25,11,8,5,0.0,0.0,0.0,10,6,177.0
