datetime,D21Z,V22Z,D81Z,V82Z,V92Z,D111Z,D112Z,D531Z,D571Z,D581Z,V113Z,V114Z,Total
2024-03-09 01:20:00,12,20,4,6,1,3,2,0.0,0.0,0.0,3,2,53.0
2024-03-09 01:30:00,12,17,10,10,2,9,5,0.0,0.0,0.0,10,6,81.0
2024-03-09 01:40:00,6,13,2,9,4,1,1,0.0,0.0,0.0,1,1,38.0
2024-03-09 01:50:00,10,11,7,7,1,3,5,0.0,0.0,0.0,3,7,54.0
2024-03-09 02:00:00,5,4,2,9,1,6,3,0.0,0.0,0.0,6,3,39.0
2024-03-09 02:10:00,11,18,37,7,2,2,4,0.0,0.0,0.0,3,3,87.0
2024-03-09 02:20:00,2,4,4,5,0,1,1,0.0,0.0,0.0,1,2,20.0
2024-03-09 02:30:00,6,8,4,7,1,1,5,0.0,0.0,0.0,1,4,37.0
2024-03-09 02:40:00,6,6,1,3,0,0,3,0.0,0.0,0.0,0,2,21.0
2024-03-09 02:50:00,3,4,1,5,0,1,2,0.0,0.0,0.0,2,3,21.0
2024-03-09 03:00:00,6,8,0,2,0,0,2,0.0,0.0,0.0,0,2,20.0
2024-03-09 03:10:00,4,4,0,5,2,2,2,0.0,0.0,0.0,3,3,25.0
2024-03-09 03:20:00,11,7,6,7,0,1,3,0.0,0.0,0.0,2,4,41.0
2024-03-09 03:30:00,4,5,2,2,0,1,0,0.0,0.0,0.0,1,0,15.0
2024-03-09 03:40:00,6,7,2,5,2,3,0,0.0,0.0,0.0,3,0,28.0
2024-03-09 03:50:00,7,4,3,4,1,1,1,0.0,0.0,0.0,1,1,23.0
2024-03-09 04:00:00,6,8,6,6,0,0,1,0.0,0.0,0.0,0,2,29.0
2024-03-09 04:10:00,5,8,2,4,0,0,1,0.0,0.0,0.0,0,1,21.0
2024-03-09 04:20:00,5,8,2,4,0,0,1,0.0,0.0,0.0,0,1,21.0
2024-03-09 04:30:00,3,3,5,8,1,0,2,0.0,0.0,0.0,0,3,25.0
2024-03-09 04:40:00,5,5,3,7,1,0,4,0.0,0.0,0.0,0,7,32.0
2024-03-09 04:50:00,7,8,4,10,4,0,0,0.0,0.0,0.0,0,0,33.0
2024-03-09 05:00:00,4,5,1,9,6,0,2,0.0,0.0,0.0,0,2,29.0
2024-03-09 05:10:00,13,11,4,9,3,0,2,0.0,0.0,0.0,0,2,44.0
2024-03-09 05:20:00,6,9,5,9,4,0,1,0.0,0.0,0.0,0,1,35.0
2024-03-09 05:30:00,9,10,4,9,3,2,1,0.0,0.0,0.0,2,1,41.0
2024-03-09 05:40:00,14,20,4,8,4,0,0,0.0,0.0,0.0,0,0,50.0
2024-03-09 05:50:00,6,9,3,4,0,1,2,0.0,0.0,0.0,1,4,30.0
2024-03-09 06:00:00,6,7,6,17,9,1,2,0.0,0.0,0.0,1,2,51.0
2024-03-09 06:10:00,11,11,8,17,6,3,5,0.0,0.0,0.0,4,5,70.0
2024-03-09 06:20:00,8,10,6,11,7,4,8,0.0,0.0,0.0,7,5,66.0
2024-03-09 06:30:00,6,7,9,15,6,3,2,0.0,0.0,0.0,4,3,55.0
2024-03-09 06:40:00,13,13,6,6,1,3,2,0.0,0.0,0.0,5,1,50.0
2024-03-09 06:50:00,11,11,4,8,4,2,1,0.0,0.0,0.0,2,1,44.0
2024-03-09 07:00:00,6,7,2,3,9,2,2,0.0,0.0,0.0,2,2,35.0
2024-03-09 07:10:00,13,12,4,5,3,5,2,0.0,0.0,0.0,4,2,50.0
2024-03-09 07:20:00,14,10,6,9,6,3,1,0.0,0.0,0.0,3,1,53.0
2024-03-09 07:30:00,11,13,4,8,4,2,3,0.0,0.0,0.0,3,2,50.0
2024-03-09 07:40:00,14,13,9,12,3,1,3,0.0,0.0,0.0,1,3,59.0
2024-03-09 07:50:00,16,18,12,12,7,1,3,0.0,0.0,0.0,1,5,75.0
2024-03-09 08:00:00,14,11,28,6,11,2,8,0.0,0.0,0.0,5,7,92.0
2024-03-09 08:10:00,13,15,29,11,9,4,8,0.0,0.0,0.0,3,8,100.0
2024-03-09 08:20:00,21,25,45,14,10,8,5,0.0,0.0,0.0,9,3,140.0
2024-03-09 08:30:00,14,21,18,16,8,8,9,0.0,0.0,0.0,12,12,118.0
2024-03-09 08:40:00,31,28,20,15,7,8,8,0.0,0.0,0.0,7,7,131.0
2024-03-09 08:50:00,21,18,16,18,11,6,10,0.0,0.0,0.0,8,9,117.0
2024-03-09 09:00:00,31,21,14,12,10,7,15,0.0,0.0,0.0,8,10,128.0
2024-03-09 09:10:00,25,28,54,27,9,8,8,0.0,0.0,0.0,7,11,177.0
2024-03-09 09:20:00,35,32,18,21,17,6,10,0.0,0.0,0.0,7,13,159.0
2024-03-09 09:30:00,27,21,18,18,16,8,14,0.0,0.0,0.0,6,14,142.0
2024-03-09 09:40:00,27,27,29,28,12,14,18,0.0,0.0,0.0,10,8,173.0
2024-03-09 09:50:00,39,28,30,28,9,9,8,0.0,0.0,0.0,9,7,167.0
2024-03-09 10:00:00,38,30,20,20,17,18,15,0.0,0.0,0.0,12,10,180.0
2024-03-09 10:10:00,38,26,28,27,9,12,17,0.0,0.0,0.0,12,9,178.0
2024-03-09 10:20:00,32,32,43,19,10,16,12,0.0,0.0,0.0,10,9,183.0
2024-03-09 10:30:00,38,31,27,28,12,12,12,0.0,0.0,0.0,10,13,183.0
2024-03-09 10:40:00,33,22,53,23,12,14,11,0.0,0.0,0.0,10,5,183.0
2024-03-09 10:50:00,39,29,66,23,13,13,16,0.0,0.0,0.0,12,14,225.0
2024-03-09 11:00:00,35,38,53,28,12,13,13,0.0,0.0,0.0,11,16,219.0
2024-03-09 11:10:00,49,35,27,27,11,15,12,0.0,0.0,0.0,7,12,195.0
2024-03-09 11:20:00,47,30,55,15,13,8,24,0.0,0.0,0.0,8,17,217.0
2024-03-09 11:30:00,47,26,122,23,12,17,13,0.0,0.0,0.0,10,6,276.0
2024-03-09 11:40:00,54,35,45,35,11,14,15,0.0,0.0,0.0,11,14,234.0
2024-03-09 11:50:00,37,27,113,25,13,13,23,0.0,0.0,0.0,11,16,278.0
2024-03-09 12:00:00,49,30,118,28,16,5,14,0.0,0.0,0.0,5,13,278.0
2024-03-09 12:10:00,48,28,38,24,8,20,21,0.0,0.0,0.0,15,11,213.0
2024-03-09 12:20:00,51,35,51,29,11,13,13,0.0,0.0,0.0,11,11,225.0
2024-03-09 12:30:00,43,32,60,18,37,9,13,0.0,0.0,0.0,8,11,231.0
2024-03-09 12:40:00,53,34,64,29,13,15,20,0.0,0.0,0.0,11,13,252.0
2024-03-09 12:50:00,45,34,49,27,11,13,10,0.0,0.0,0.0,9,10,208.0
2024-03-09 13:00:00,50,29,39,32,8,10,11,0.0,0.0,0.0,5,8,192.0
2024-03-09 13:10:00,39,27,36,32,8,15,18,0.0,0.0,0.0,12,8,195.0
2024-03-09 13:20:00,55,41,46,42,12,3,8,0.0,0.0,0.0,2,6,215.0
2024-03-09 13:30:00,47,34,29,29,8,12,11,0.0,0.0,0.0,13,11,194.0
2024-03-09 13:40:00,49,20,54,32,15,12,13,0.0,0.0,0.0,9,8,212.0
2024-03-09 13:50:00,42,36,38,25,13,8,14,0.0,0.0,0.0,5,9,190.0
2024-03-09 14:00:00,37,26,36,26,10,15,14,0.0,0.0,0.0,12,10,186.0
2024-03-09 14:10:00,46,39,101,33,13,8,16,0.0,0.0,0.0,10,15,281.0
2024-03-09 14:20:00,93,25,58,21,13,10,14,0.0,0.0,0.0,10,11,255.0
2024-03-09 14:30:00,50,34,40,40,10,14,9,0.0,0.0,0.0,10,9,216.0
2024-03-09 14:40:00,44,27,62,36,8,16,15,0.0,0.0,0.0,12,13,233.0
2024-03-09 14:50:00,45,33,50,30,10,5,14,0.0,0.0,0.0,6,11,204.0
2024-03-09 15:00:00,37,33,51,28,11,11,10,0.0,0.0,0.0,9,8,198.0
2024-03-09 15:10:00,38,35,35,35,9,12,10,0.0,0.0,0.0,12,49,235.0
2024-03-09 15:20:00,39,23,37,49,11,6,10,0.0,0.0,0.0,6,10,191.0
2024-03-09 15:30:00,46,41,42,31,9,10,16,0.0,0.0,0.0,10,9,214.0
2024-03-09 15:40:00,55,31,40,29,13,13,17,0.0,0.0,0.0,15,14,227.0
2024-03-09 15:50:00,44,37,36,34,9,9,16,0.0,0.0,0.0,12,10,207.0
2024-03-09 16:00:00,44,17,65,33,11,11,17,0.0,0.0,0.0,11,13,222.0
2024-03-09 16:10:00,44,26,63,21,10,7,15,0.0,0.0,0.0,6,7,199.0
2024-03-09 16:20:00,42,29,38,28,11,9,12,0.0,0.0,0.0,15,8,192.0
2024-03-09 16:30:00,50,30,42,26,8,12,16,0.0,0.0,0.0,16,12,212.0
2024-03-09 16:40:00,51,34,39,27,11,15,12,0.0,0.0,0.0,12,11,212.0
2024-03-09 16:50:00,43,22,62,39,7,12,13,0.0,0.0,0.0,10,10,218.0
2024-03-09 17:00:00,46,26,32,28,15,16,17,0.0,0.0,0.0,10,13,203.0
2024-03-09 17:10:00,44,32,106,31,9,9,13,0.0,0.0,0.0,14,13,271.0
2024-03-09 17:20:00,46,38,21,28,12,12,7,0.0,0.0,0.0,10,7,181.0
2024-03-09 17:30:00,34,28,32,29,12,14,19,0.0,0.0,0.0,11,11,190.0
2024-03-09 17:40:00,34,32,32,33,14,13,11,0.0,0.0,0.0,5,8,182.0
2024-03-09 17:50:00,41,30,33,32,9,8,15,0.0,0.0,0.0,8,12,188.0
2024-03-09 18:00:00,35,21,76,30,6,14,10,0.0,0.0,0.0,10,6,208.0
2024-03-09 18:10:00,48,20,38,29,11,9,16,0.0,0.0,0.0,9,8,188.0
2024-03-09 18:20:00,44,25,28,25,8,7,13,0.0,0.0,0.0,13,17,180.0
2024-03-09 18:30:00,47,17,39,32,11,4,14,0.0,0.0,0.0,8,12,184.0
2024-03-09 18:40:00,44,22,93,19,19,10,19,0.0,0.0,0.0,12,9,247.0
2024-03-09 18:50:00,38,34,28,30,11,7,11,0.0,0.0,0.0,9,12,180.0
2024-03-09 19:00:00,54,25,28,30,12,10,8,0.0,0.0,0.0,15,8,190.0
2024-03-09 19:10:00,49,27,29,37,14,8,17,0.0,0.0,0.0,6,13,200.0
2024-03-09 19:20:00,50,23,27,37,9,16,19,0.0,0.0,0.0,17,13,211.0
2024-03-09 19:30:00,45,23,33,32,16,16,19,0.0,0.0,0.0,13,14,211.0
2024-03-09 19:40:00,43,27,33,31,17,18,7,0.0,0.0,0.0,13,4,193.0
2024-03-09 19:50:00,45,20,65,25,9,10,15,0.0,0.0,0.0,11,12,212.0
2024-03-09 20:00:00,37,22,23,26,13,15,24,0.0,0.0,0.0,10,15,185.0
2024-03-09 20:10:00,38,24,84,22,14,8,18,0.0,0.0,0.0,13,10,231.0
2024-03-09 20:20:00,33,26,17,21,8,6,10,0.0,0.0,0.0,6,9,136.0
2024-03-09 20:30:00,26,27,17,16,8,15,9,0.0,0.0,0.0,21,12,151.0
2024-03-09 20:40:00,35,27,18,20,5,8,4,0.0,0.0,0.0,9,2,128.0
2024-03-09 20:50:00,25,23,18,21,13,4,7,0.0,0.0,0.0,6,7,124.0
2024-03-09 21:00:00,38,22,27,25,7,8,12,0.0,0.0,0.0,13,9,161.0
2024-03-09 21:10:00,21,16,25,28,15,6,9,0.0,0.0,0.0,11,9,140.0
2024-03-09 21:20:00,25,19,16,24,10,6,14,0.0,0.0,0.0,6,11,131.0
2024-03-09 21:30:00,25,21,17,27,9,8,11,0.0,0.0,0.0,13,13,144.0
2024-03-09 21:40:00,21,15,84,23,6,10,8,0.0,0.0,0.0,7,6,180.0
2024-03-09 21:50:00,32,25,25,23,11,5,8,0.0,0.0,0.0,16,8,153.0
2024-03-09 22:00:00,25,23,21,18,5,9,15,0.0,0.0,0.0,12,13,141.0
2024-03-09 22:10:00,21,17,35,18,9,4,9,0.0,0.0,0.0,5,8,126.0
2024-03-09 22:20:00,22,17,26,31,20,9,6,0.0,0.0,0.0,15,10,156.0
2024-03-09 22:30:00,26,20,16,15,5,11,12,0.0,0.0,0.0,14,12,131.0
2024-03-09 22:40:00,22,18,20,23,8,8,12,0.0,0.0,0.0,10,8,129.0
2024-03-09 22:50:00,28,16,21,29,4,9,10,0.0,0.0,0.0,8,8,133.0
2024-03-09 23:00:00,23,26,12,19,7,7,14,0.0,0.0,0.0,9,12,129.0
2024-03-09 23:10:00,16,16,20,35,6,6,7,0.0,0.0,0.0,9,8,123.0
2024-03-09 23:20:00,22,25,15,21,10,9,7,0.0,0.0,0.0,11,9,129.0
2024-03-09 23:30:00,18,13,19,20,6,5,9,0.0,0.0,0.0,6,10,106.0
2024-03-09 23:40:00,18,17,18,16,5,9,13,0.0,0.0,0.0,14,12,122.0
2024-03-09 23:50:00,12,10,10,24,7,2,7,0.0,0.0,0.0,2,6,80.0
2024-03-10 00:00:00,12,13,7,16,7,3,2,0.0,0.0,0.0,7,3,70.0
2024-03-10 00:10:00,10,17,9,10,1,6,4,0.0,0.0,0.0,6,3,66.0
2024-03-10 00:20:00,10,20,13,21,9,3,6,0.0,0.0,0.0,4,6,92.0
2024-03-10 00:30:00,16,19,11,15,8,12,10,0.0,0.0,0.0,12,13,116.0
2024-03-10 00:40:00,16,17,14,15,0,5,7,0.0,0.0,0.0,4,5,83.0
2024-03-10 00:50:00,9,11,12,17,3,0,8,0.0,0.0,0.0,1,9,70.0
2024-03-10 01:00:00,18,20,13,17,5,6,9,0.0,0.0,0.0,7,9,104.0
2024-03-10 01:10:00,14,9,3,7,0,0,3,0.0,0.0,0.0,1,3,40.0
2024-03-10 01:20:00,9,10,4,6,1,2,6,0.0,0.0,0.0,3,6,47.0
2024-03-10 01:30:00,10,13,3,6,0,8,10,0.0,0.0,0.0,9,6,65.0
2024-03-10 01:40:00,11,14,8,15,5,1,4,0.0,0.0,0.0,2,7,67.0
2024-03-10 01:50:00,7,6,3,7,0,3,4,0.0,0.0,0.0,7,5,42.0
2024-03-10 02:00:00,11,12,3,6,1,1,3,0.0,0.0,0.0,0,4,41.0
2024-03-10 02:10:00,8,10,6,7,1,1,5,0.0,0.0,0.0,1,4,43.0
2024-03-10 02:20:00,6,9,2,7,3,4,1,0.0,0.0,0.0,6,2,40.0
2024-03-10 02:30:00,9,9,3,5,0,2,5,0.0,0.0,0.0,2,6,41.0
2024-03-10 02:40:00,4,7,6,6,1,0,3,0.0,0.0,0.0,0,2,29.0
2024-03-10 02:50:00,6,8,0,6,1,1,3,0.0,0.0,0.0,1,5,31.0
2024-03-10 03:00:00,7,10,3,7,2,1,2,0.0,0.0,0.0,2,2,36.0
2024-03-10 03:10:00,12,14,2,7,0,1,4,0.0,0.0,0.0,0,4,44.0
2024-03-10 03:20:00,9,11,0,3,1,1,1,0.0,0.0,0.0,1,1,28.0
2024-03-10 03:30:00,5,8,1,8,1,4,7,0.0,0.0,0.0,8,6,48.0
2024-03-10 03:40:00,11,11,1,3,2,4,5,0.0,0.0,0.0,6,3,46.0
2024-03-10 03:50:00,4,8,0,7,0,5,2,0.0,0.0,0.0,9,5,40.0
2024-03-10 04:00:00,5,8,1,2,0,0,2,0.0,0.0,0.0,0,4,22.0
2024-03-10 04:10:00,9,10,3,9,2,3,0,0.0,0.0,0.0,5,3,44.0
2024-03-10 04:20:00,10,13,3,5,2,1,4,0.0,0.0,0.0,3,7,48.0
2024-03-10 04:30:00,8,10,1,6,0,2,4,0.0,0.0,0.0,2,7,40.0
2024-03-10 04:40:00,6,11,3,5,1,1,3,0.0,0.0,0.0,2,5,37.0
2024-03-10 04:50:00,5,5,4,6,0,2,2,0.0,0.0,0.0,2,2,28.0
2024-03-10 05:00:00,1,3,0,6,5,2,4,0.0,0.0,0.0,4,7,32.0
2024-03-10 05:10:00,6,11,3,5,0,0,2,0.0,0.0,0.0,0,3,30.0
2024-03-10 05:20:00,7,10,3,9,3,4,5,0.0,0.0,0.0,5,6,52.0
2024-03-10 05:30:00,6,7,4,7,0,1,3,0.0,0.0,0.0,2,7,37.0
2024-03-10 05:40:00,7,9,6,12,5,2,5,0.0,0.0,0.0,1,9,56.0
2024-03-10 05:50:00,9,8,3,2,0,0,3,0.0,0.0,0.0,1,5,31.0
2024-03-10 06:00:00,7,5,0,5,5,2,5,0.0,0.0,0.0,3,9,41.0
2024-03-10 06:10:00,7,10,4,8,4,0,2,0.0,0.0,0.0,0,3,38.0
2024-03-10 06:20:00,9,9,3,9,1,2,8,0.0,0.0,0.0,4,13,58.0
2024-03-10 06:30:00,7,9,1,5,1,1,6,0.0,0.0,0.0,2,6,38.0
2024-03-10 06:40:00,7,7,7,7,2,0,1,0.0,0.0,0.0,0,1,32.0
2024-03-10 06:50:00,5,9,4,5,2,0,3,0.0,0.0,0.0,0,3,31.0
2024-03-10 07:00:00,4,3,5,4,2,2,1,0.0,0.0,0.0,3,3,27.0
2024-03-10 07:10:00,9,11,5,5,0,0,1,0.0,0.0,0.0,0,1,32.0
2024-03-10 07:20:00,4,3,0,1,1,0,2,0.0,0.0,0.0,0,4,15.0
2024-03-10 07:30:00,10,11,3,4,4,3,3,0.0,0.0,0.0,3,5,46.0
2024-03-10 07:40:00,8,10,1,3,0,0,0,0.0,0.0,0.0,0,1,23.0
2024-03-10 07:50:00,7,8,4,4,3,0,3,0.0,0.0,0.0,0,3,32.0
2024-03-10 08:00:00,4,2,6,6,5,0,3,0.0,0.0,0.0,0,2,28.0
2024-03-10 08:10:00,12,7,5,6,4,2,4,0.0,0.0,0.0,3,3,46.0
2024-03-10 08:20:00,14,17,3,2,10,5,1,0.0,0.0,0.0,5,2,59.0
2024-03-10 08:30:00,16,15,6,7,10,8,9,0.0,0.0,0.0,6,11,88.0
2024-03-10 08:40:00,13,14,11,10,6,8,7,0.0,0.0,0.0,6,8,83.0
2024-03-10 08:50:00,11,9,7,11,5,6,2,0.0,0.0,0.0,5,2,58.0
2024-03-10 09:00:00,10,12,8,11,6,4,5,0.0,0.0,0.0,3,6,65.0
2024-03-10 09:10:00,12,13,11,11,3,5,4,0.0,0.0,0.0,5,10,74.0
2024-03-10 09:20:00,20,15,7,8,2,2,8,0.0,0.0,0.0,2,8,72.0
2024-03-10 09:30:00,14,13,8,10,5,7,5,0.0,0.0,0.0,6,6,74.0
2024-03-10 09:40:00,16,16,17,15,7,4,5,0.0,0.0,0.0,5,8,93.0
2024-03-10 09:50:00,15,16,17,19,8,9,4,0.0,0.0,0.0,7,4,99.0
2024-03-10 10:00:00,19,21,18,13,8,4,8,0.0,0.0,0.0,3,6,100.0
2024-03-10 10:10:00,18,18,9,12,10,11,9,0.0,0.0,0.0,9,17,113.0
2024-03-10 10:20:00,14,19,17,21,10,12,13,0.0,0.0,0.0,12,10,128.0
2024-03-10 10:30:00,20,15,16,15,9,11,4,0.0,0.0,0.0,8,6,104.0
2024-03-10 10:40:00,15,17,21,20,6,7,8,0.0,0.0,0.0,5,8,107.0
2024-03-10 10:50:00,27,21,15,18,7,8,9,0.0,0.0,0.0,7,8,120.0
2024-03-10 11:00:00,28,24,11,14,7,12,9,0.0,0.0,0.0,14,10,129.0
2024-03-10 11:10:00,27,23,14,16,8,14,12,0.0,0.0,0.0,14,13,141.0
2024-03-10 11:20:00,26,22,16,14,12,7,6,0.0,0.0,0.0,6,7,116.0
2024-03-10 11:30:00,27,26,20,18,15,16,11,0.0,0.0,0.0,13,11,157.0
2024-03-10 11:40:00,28,16,22,20,13,10,20,0.0,0.0,0.0,8,13,150.0
2024-03-10 11:50:00,13,16,21,21,11,11,13,0.0,0.0,0.0,11,7,124.0
2024-03-10 12:00:00,28,25,21,28,17,11,12,0.0,0.0,0.0,14,10,166.0
2024-03-10 12:10:00,26,27,22,22,10,18,15,0.0,0.0,0.0,17,17,174.0
2024-03-10 12:20:00,29,23,23,18,12,13,11,0.0,0.0,0.0,13,11,153.0
2024-03-10 12:30:00,33,20,28,18,14,11,12,0.0,0.0,0.0,11,8,155.0
2024-03-10 12:40:00,35,22,46,25,9,13,15,0.0,0.0,0.0,14,13,192.0
2024-03-10 12:50:00,37,26,50,19,11,10,10,0.0,0.0,0.0,11,9,183.0
2024-03-10 13:00:00,26,22,29,25,10,16,12,0.0,0.0,0.0,14,8,162.0
2024-03-10 13:10:00,37,29,23,25,13,14,14,0.0,0.0,0.0,9,11,175.0
2024-03-10 13:20:00,42,26,27,24,10,16,11,0.0,0.0,0.0,14,7,177.0
2024-03-10 13:30:00,39,22,49,16,12,18,14,0.0,0.0,0.0,15,10,195.0
2024-03-10 13:40:00,39,39,25,24,10,14,11,0.0,0.0,0.0,11,12,185.0
2024-03-10 13:50:00,38,33,42,32,11,13,12,0.0,0.0,0.0,13,6,200.0
2024-03-10 14:00:00,35,21,31,25,9,6,13,0.0,0.0,0.0,8,10,158.0
2024-03-10 14:10:00,32,22,12,13,12,14,14,0.0,0.0,0.0,11,12,142.0
2024-03-10 14:20:00,31,27,44,36,10,14,5,0.0,0.0,0.0,14,5,186.0
2024-03-10 14:30:00,24,24,36,31,13,12,16,0.0,0.0,0.0,13,10,179.0
2024-03-10 14:40:00,31,26,23,21,12,12,10,0.0,0.0,0.0,11,10,156.0
2024-03-10 14:50:00,29,18,36,31,14,10,13,0.0,0.0,0.0,9,10,170.0
2024-03-10 15:00:00,43,22,32,33,16,20,13,0.0,0.0,0.0,14,12,205.0
2024-03-10 15:10:00,36,32,23,24,12,8,16,0.0,0.0,0.0,11,14,176.0
2024-03-10 15:20:00,33,20,24,25,15,13,19,0.0,0.0,0.0,13,11,173.0
2024-03-10 15:30:00,39,27,167,23,13,12,20,0.0,0.0,0.0,11,17,329.0
2024-03-10 15:40:00,36,32,76,30,9,11,16,0.0,0.0,0.0,9,16,235.0
2024-03-10 15:50:00,33,25,33,28,14,7,8,0.0,0.0,0.0,5,8,161.0
2024-03-10 16:00:00,33,17,16,22,9,16,16,0.0,0.0,0.0,14,13,156.0
2024-03-10 16:10:00,48,19,35,37,11,11,16,0.0,0.0,0.0,11,10,198.0
2024-03-10 16:20:00,43,29,31,33,20,8,8,0.0,0.0,0.0,13,10,195.0
2024-03-10 16:30:00,40,27,32,28,13,19,15,0.0,0.0,0.0,15,12,201.0
2024-03-10 16:40:00,38,25,103,27,10,9,20,0.0,0.0,0.0,13,17,262.0
2024-03-10 16:50:00,40,28,37,38,16,7,16,0.0,0.0,0.0,9,17,208.0
2024-03-10 17:00:00,37,21,38,33,14,24,26,0.0,0.0,0.0,16,22,231.0
2024-03-10 17:10:00,47,20,66,26,14,20,25,0.0,0.0,0.0,18,13,249.0
2024-03-10 17:20:00,40,27,185,34,14,26,14,0.0,0.0,0.0,21,12,373.0
2024-03-10 17:30:00,39,27,41,24,9,20,14,0.0,0.0,0.0,15,15,204.0
2024-03-10 17:40:00,32,22,31,29,10,17,12,0.0,0.0,0.0,11,11,175.0
2024-03-10 17:50:00,31,21,24,20,17,12,25,0.0,0.0,0.0,7,11,168.0
2024-03-10 18:00:00,36,20,31,29,9,13,16,0.0,0.0,0.0,12,14,180.0
2024-03-10 18:10:00,34,22,25,29,14,12,10,0.0,0.0,0.0,12,11,169.0
2024-03-10 18:20:00,42,28,33,26,21,20,19,0.0,0.0,0.0,27,22,238.0
2024-03-10 18:30:00,21,23,374,29,10,18,21,0.0,0.0,0.0,22,15,533.0
2024-03-10 18:40:00,36,24,26,25,14,9,14,0.0,0.0,0.0,15,12,175.0
2024-03-10 18:50:00,24,23,67,20,18,12,14,0.0,0.0,0.0,21,12,211.0
2024-03-10 19:00:00,43,20,169,25,4,15,14,0.0,0.0,0.0,10,13,313.0
2024-03-10 19:10:00,37,30,19,28,14,6,7,0.0,0.0,0.0,8,10,159.0
2024-03-10 19:20:00,38,25,22,32,19,12,13,0.0,0.0,0.0,16,15,192.0
2024-03-10 19:30:00,41,25,28,23,17,20,18,0.0,0.0,0.0,18,12,202.0
2024-03-10 19:40:00,33,26,97,31,13,24,21,0.0,0.0,0.0,18,16,279.0
2024-03-10 19:50:00,32,24,117,24,10,12,15,0.0,0.0,0.0,8,17,259.0
2024-03-10 20:00:00,28,20,19,29,13,7,7,0.0,0.0,0.0,11,8,142.0
2024-03-10 20:10:00,29,27,16,23,11,15,12,0.0,0.0,0.0,11,8,152.0
2024-03-10 20:20:00,31,20,16,20,11,10,7,0.0,0.0,0.0,17,6,138.0
2024-03-10 20:30:00,32,25,13,23,9,12,4,0.0,0.0,0.0,13,3,134.0
2024-03-10 20:40:00,19,24,47,21,5,7,9,0.0,0.0,0.0,12,7,151.0
2024-03-10 20:50:00,10,10,24,22,9,2,9,0.0,0.0,0.0,3,10,99.0
2024-03-10 21:00:00,25,21,15,16,4,6,14,0.0,0.0,0.0,4,13,118.0
2024-03-10 21:10:00,20,20,48,15,9,3,6,0.0,0.0,0.0,1,6,128.0
2024-03-10 21:20:00,43,29,9,17,8,6,18,0.0,0.0,0.0,10,15,155.0
2024-03-10 21:30:00,24,23,9,20,7,11,13,0.0,0.0,0.0,13,9,129.0
2024-03-10 21:40:00,17,19,19,26,3,4,10,0.0,0.0,0.0,6,9,113.0
2024-03-10 21:50:00,16,12,22,18,12,6,6,0.0,0.0,0.0,7,6,105.0
2024-03-10 22:00:00,15,22,104,10,5,10,11,0.0,0.0,0.0,7,11,195.0
2024-03-10 22:10:00,23,21,83,14,4,7,6,0.0,0.0,0.0,11,9,178.0
2024-03-10 22:20:00,18,22,9,17,7,5,6,0.0,0.0,0.0,9,7,100.0
2024-03-10 22:30:00,13,14,8,11,4,7,3,0.0,0.0,0.0,8,3,71.0
2024-03-10 22:40:00,11,10,5,10,2,7,9,0.0,0.0,0.0,11,9,74.0
2024-03-10 22:50:00,12,14,4,15,10,4,5,0.0,0.0,0.0,9,8,81.0
2024-03-10 23:00:00,11,9,4,9,3,6,3,0.0,0.0,0.0,7,2,54.0
2024-03-10 23:10:00,7,7,6,9,4,3,3,0.0,0.0,0.0,5,6,50.0
2024-03-10 23:20:00,1,2,3,6,5,0,3,0.0,0.0,0.0,4,4,28.0
2024-03-10 23:30:00,6,6,7,10,12,8,9,0.0,0.0,0.0,15,11,84.0
2024-03-10 23:40:00,8,12,1,7,7,4,4,0.0,0.0,0.0,7,3,53.0
2024-03-10 23:50:00,3,9,6,7,4,3,2,0.0,0.0,0.0,4,1,39.0
2024-03-11 00:00:00,5,7,4,6,8,2,3,0.0,0.0,0.0,4,2,41.0
2024-03-11 00:10:00,4,7,1,2,1,2,3,0.0,0.0,0.0,5,3,28.0
2024-03-11 00:20:00,7,10,2,7,6,3,3,0.0,0.0,0.0,5,4,47.0
2024-03-11 00:30:00,5,4,2,4,6,4,6,0.0,0.0,0.0,10,11,52.0
2024-03-11 00:40:00,3,6,2,4,5,0,1,0.0,0.0,0.0,1,3,25.0
2024-03-11 00:50:00,5,5,2,5,3,0,0,0.0,0.0,0.0,0,2,22.0
2024-03-11 01:00:00,3,5,3,2,1,0,1,0.0,0.0,0.0,1,2,18.0
2024-03-11 01:10:00,2,4,1,2,2,1,2,0.0,0.0,0.0,3,3,20.0
2024-03-11 01:20:00,2,2,0,1,1,0,1,0.0,0.0,0.0,1,2,10.0
2024-03-11 01:30:00,2,2,2,2,2,0,0,0.0,0.0,0.0,0,0,10.0
2024-03-11 01:40:00,3,4,5,4,3,2,0,0.0,0.0,0.0,3,2,26.0
2024-03-11 01:50:00,3,3,0,2,2,1,0,0.0,0.0,0.0,1,0,12.0
2024-03-11 02:00:00,2,2,3,2,2,0,0,0.0,0.0,0.0,0,2,13.0
2024-03-11 02:10:00,0,0,0,3,3,0,1,0.0,0.0,0.0,1,2,10.0
2024-03-11 02:20:00,5,6,1,1,0,1,1,0.0,0.0,0.0,2,3,20.0
2024-03-11 02:30:00,0,1,1,1,1,0,1,0.0,0.0,0.0,1,4,10.0
