datetime,D21Z,D23Z,D81Z,D111Z,D112Z,V24Z,V25Z,V51Z,V52Z,V83Z,V84Z,V113Z,V114Z,Total
2024-03-07 05:00:00,9,0,34,2,3,11,3,5,3,35,0,5,0,110
2024-03-07 05:10:00,9,0,56,2,4,13,3,11,4,38,1,3,4,148
2024-03-07 05:20:00,16,0,66,3,7,22,0,11,5,38,3,6,1,178
2024-03-07 05:30:00,21,0,93,7,12,22,8,16,4,36,4,13,3,239
2024-03-07 05:40:00,19,0,120,7,10,17,6,15,2,17,7,12,6,238
2024-03-07 05:50:00,12,0,109,5,12,16,5,20,4,21,6,6,2,218
2024-03-07 06:00:00,28,2,110,6,8,31,1,16,4,25,6,3,0,240
2024-03-07 06:10:00,29,3,103,4,6,30,6,19,5,39,8,3,2,257
2024-03-07 06:20:00,35,4,114,7,10,43,3,25,6,44,6,8,0,305
2024-03-07 06:30:00,45,0,121,6,12,53,2,26,4,29,9,8,2,317
2024-03-07 06:40:00,66,1,135,8,16,44,9,34,9,12,13,13,13,373
2024-03-07 06:50:00,44,0,117,16,16,17,5,16,12,26,14,20,1,304
2024-03-07 07:00:00,54,0,106,14,13,30,4,20,7,32,8,10,6,304
2024-03-07 07:10:00,59,0,117,5,20,22,7,16,12,14,12,6,2,292
2024-03-07 07:20:00,68,0,91,21,22,27,11,17,11,13,16,11,1,309
2024-03-07 07:30:00,67,0,99,18,22,24,4,10,10,12,16,9,9,300
2024-03-07 07:40:00,64,0,82,17,19,29,12,6,12,11,12,10,16,290
2024-03-07 07:50:00,75,3,127,20,19,32,13,11,14,5,11,13,7,350
2024-03-07 08:00:00,65,2,106,17,27,24,14,12,11,6,23,9,6,322
2024-03-07 08:10:00,67,1,88,14,17,20,10,13,12,16,10,17,5,290
2024-03-07 08:20:00,76,0,120,23,12,22,10,20,3,20,18,11,5,340
2024-03-07 08:30:00,53,2,119,20,18,27,14,14,14,13,19,11,7,331
2024-03-07 08:40:00,73,1,102,14,20,28,14,5,9,22,30,9,3,330
2024-03-07 08:50:00,72,0,92,28,16,22,13,17,11,18,15,17,13,334
2024-03-07 09:00:00,56,0,89,16,17,28,7,15,7,14,14,17,13,293
2024-03-07 09:10:00,46,0,87,22,14,26,7,26,19,18,13,16,8,302
2024-03-07 09:20:00,60,0,81,19,21,34,12,27,10,21,17,15,3,320
2024-03-07 09:30:00,64,0,83,22,14,25,15,28,13,13,11,14,4,306
2024-03-07 09:40:00,65,1,98,20,20,31,14,22,17,15,13,14,5,335
2024-03-07 09:50:00,50,2,60,24,13,23,14,24,9,19,9,19,10,276
2024-03-07 10:00:00,59,2,77,21,15,30,9,22,6,18,15,10,9,293
2024-03-07 10:10:00,68,0,76,16,13,24,14,24,13,15,9,15,10,297
2024-03-07 10:20:00,56,0,66,25,19,26,11,32,7,24,14,14,30,324
2024-03-07 10:30:00,77,2,64,24,20,23,14,31,11,21,36,13,9,345
2024-03-07 10:40:00,57,1,79,21,24,33,15,19,9,16,10,17,7,308
2024-03-07 10:50:00,49,0,79,28,15,23,10,27,15,29,14,12,7,308
2024-03-07 11:00:00,62,2,52,28,18,23,12,22,13,23,6,12,4,277
2024-03-07 11:10:00,69,1,56,19,18,19,13,8,24,20,9,16,11,283
2024-03-07 11:20:00,76,0,55,27,16,29,18,44,26,16,7,17,8,339
2024-03-07 11:30:00,71,0,57,19,19,25,14,41,26,30,15,18,8,343
2024-03-07 11:40:00,55,0,50,27,14,28,11,36,17,19,9,23,14,303
2024-03-07 11:50:00,85,1,66,30,18,37,10,19,25,16,9,20,10,346
2024-03-07 12:00:00,70,0,56,26,16,28,13,27,10,16,8,17,12,299
2024-03-07 12:10:00,102,0,70,26,16,22,16,23,11,20,8,20,10,344
2024-03-07 12:20:00,79,0,69,21,14,36,13,39,13,32,12,17,6,351
2024-03-07 12:30:00,68,0,61,33,23,35,7,20,6,19,12,24,12,320
2024-03-07 12:40:00,86,0,73,27,19,22,9,23,10,27,10,21,11,338
2024-03-07 12:50:00,72,0,54,33,10,25,11,35,13,22,7,18,9,309
2024-03-07 13:00:00,85,0,59,28,9,21,8,14,16,20,7,13,13,293
2024-03-07 13:10:00,87,0,66,32,15,31,13,19,6,32,9,21,15,346
2024-03-07 13:20:00,98,2,71,35,19,25,19,23,4,19,16,11,5,347
2024-03-07 13:30:00,85,0,57,20,30,26,12,22,14,15,8,16,15,320
2024-03-07 13:40:00,77,1,84,26,37,23,13,24,15,11,8,34,23,376
2024-03-07 13:50:00,72,1,71,20,23,34,11,23,5,20,13,12,22,327
2024-03-07 14:00:00,84,0,76,33,16,30,17,15,11,16,10,19,9,336
2024-03-07 14:10:00,88,1,64,32,13,26,15,27,11,13,14,22,15,341
2024-03-07 14:20:00,102,1,81,31,18,18,14,20,15,14,8,10,10,342
2024-03-07 14:30:00,86,3,69,32,13,29,17,29,10,27,12,20,4,351
2024-03-07 14:40:00,109,3,81,27,18,23,13,18,11,17,16,14,11,361
2024-03-07 14:50:00,88,0,68,41,17,18,12,25,9,16,10,19,7,330
2024-03-07 15:00:00,86,2,87,41,18,8,12,23,9,18,14,12,7,337
2024-03-07 15:10:00,101,1,68,42,18,1,9,16,7,20,11,17,9,320
2024-03-07 15:20:00,63,1,71,36,8,1,21,20,5,17,12,14,10,279
2024-03-07 15:30:00,48,0,58,41,22,0,9,20,10,15,8,13,15,259
2024-03-07 15:40:00,65,0,67,47,16,0,14,24,14,14,9,14,6,290
2024-03-07 15:50:00,62,1,85,34,14,2,17,27,24,15,7,12,12,312
2024-03-07 16:00:00,30,1,74,51,18,0,12,18,10,18,20,9,6,267
2024-03-07 16:10:00,55,1,75,59,23,0,16,21,6,13,7,14,11,301
2024-03-07 16:20:00,62,1,68,55,16,0,17,21,8,16,7,14,6,291
2024-03-07 16:30:00,62,0,88,52,18,0,14,12,6,10,6,14,10,292
2024-03-07 16:40:00,78,1,77,38,18,2,21,17,7,17,7,16,8,307
2024-03-07 16:50:00,73,4,77,49,16,2,9,22,6,15,8,17,13,311
2024-03-07 17:00:00,77,0,91,42,9,2,15,20,11,24,7,17,4,319
2024-03-07 17:10:00,78,1,78,47,28,8,19,21,10,12,9,17,10,338
2024-03-07 17:20:00,93,1,82,40,9,20,27,23,6,24,10,11,9,355
2024-03-07 17:30:00,84,1,82,37,8,23,19,20,9,20,8,15,6,332
2024-03-07 17:40:00,98,0,76,32,13,30,20,21,11,21,12,17,10,361
2024-03-07 17:50:00,82,1,95,42,14,19,11,17,7,15,9,16,7,335
2024-03-07 18:00:00,86,2,76,40,12,32,21,24,11,15,9,17,5,350
2024-03-07 18:10:00,92,2,72,31,12,27,17,20,10,19,9,25,3,339
2024-03-07 18:20:00,109,0,66,32,14,20,14,24,12,17,11,22,18,359
2024-03-07 18:30:00,98,0,96,26,15,36,17,22,11,31,10,15,9,386
2024-03-07 18:40:00,95,3,62,17,12,55,30,35,19,25,5,17,8,383
2024-03-07 18:50:00,76,2,74,26,10,50,25,15,20,37,10,24,8,377
2024-03-07 19:00:00,77,1,60,26,10,41,11,29,12,27,5,25,6,330
2024-03-07 19:10:00,91,1,54,24,14,50,25,28,16,19,4,19,13,358
2024-03-07 19:20:00,64,0,41,23,4,46,14,29,11,35,5,22,2,296
2024-03-07 19:30:00,75,1,56,16,9,50,10,13,3,41,11,22,6,313
2024-03-07 19:40:00,69,0,41,20,11,42,14,17,15,28,7,12,3,279
2024-03-07 19:50:00,64,0,40,17,13,39,10,26,12,35,9,14,6,285
2024-03-07 20:00:00,61,0,36,8,12,35,8,22,4,30,7,16,7,246
2024-03-07 20:10:00,65,0,38,19,8,61,12,22,8,28,2,23,4,290
2024-03-07 20:20:00,57,1,31,10,7,45,14,12,1,29,2,15,8,232
2024-03-07 20:30:00,55,0,34,18,11,45,10,17,5,21,10,20,6,252
2024-03-07 20:40:00,45,0,34,6,14,48,14,15,16,24,4,8,4,232
2024-03-07 20:50:00,56,2,31,7,8,42,13,11,4,31,1,8,4,218
2024-03-07 21:00:00,46,0,29,7,5,37,12,8,0,26,3,10,4,187
2024-03-07 21:10:00,41,2,29,8,7,24,6,16,11,28,1,13,7,193
2024-03-07 21:20:00,46,0,25,8,6,43,5,8,1,19,3,9,4,177
2024-03-07 21:30:00,32,0,25,10,7,39,4,11,4,27,3,14,1,177
2024-03-07 21:40:00,39,0,18,8,5,39,9,8,1,22,2,12,4,167
2024-03-07 21:50:00,36,0,18,11,6,36,8,11,2,21,6,16,4,175
2024-03-07 22:00:00,39,0,29,8,4,28,10,13,10,21,0,8,3,173
2024-03-07 22:10:00,46,0,23,11,6,29,8,10,4,28,1,16,1,183
2024-03-07 22:20:00,57,1,26,7,10,40,8,19,3,22,4,11,6,214
2024-03-07 22:30:00,36,0,28,7,3,37,7,6,7,20,3,11,1,166
2024-03-07 22:40:00,39,1,16,4,1,47,6,4,2,22,0,7,1,150
2024-03-07 22:50:00,27,0,13,6,6,31,3,4,2,18,1,7,1,119
2024-03-07 23:00:00,22,0,21,9,3,19,3,2,2,25,0,16,1,123
2024-03-07 23:10:00,24,0,14,6,1,29,3,4,0,18,1,12,0,112
2024-03-07 23:20:00,28,0,13,6,8,31,2,6,1,18,0,10,5,128
2024-03-07 23:30:00,16,0,14,2,4,17,2,2,2,20,1,2,2,84
2024-03-07 23:40:00,6,0,7,2,0,13,4,3,2,6,0,2,0,45
2024-03-07 23:50:00,13,0,9,3,6,21,2,1,1,9,1,6,6,78
2024-03-08 00:00:00,11,0,8,2,3,17,0,8,5,13,0,4,1,72
2024-03-08 00:10:00,14,0,9,1,3,21,2,5,3,15,0,2,3,78
2024-03-08 00:20:00,9,1,9,3,3,17,1,3,4,8,0,3,1,62
2024-03-08 00:30:00,5,0,4,1,1,10,2,1,2,9,1,1,0,37
2024-03-08 00:40:00,3,0,3,1,2,7,0,0,1,3,1,2,2,25
2024-03-08 00:50:00,6,0,3,3,0,8,1,0,0,5,0,4,0,30
2024-03-08 01:00:00,3,0,2,0,1,5,2,1,2,2,0,0,0,18
2024-03-08 01:10:00,3,0,2,0,2,3,0,2,0,4,0,1,2,19
2024-03-08 01:20:00,8,0,2,0,1,7,0,3,1,1,0,0,0,23
2024-03-08 01:30:00,5,0,1,3,2,8,3,1,0,2,0,3,1,29
2024-03-08 01:40:00,3,0,4,1,0,6,0,0,0,10,0,1,0,25
2024-03-08 01:50:00,3,0,4,0,0,2,1,0,0,8,0,0,0,18
2024-03-08 02:00:00,5,0,1,1,0,11,0,0,0,4,0,1,0,23
2024-03-08 02:10:00,3,0,0,3,2,5,0,0,0,3,0,2,2,20
2024-03-08 02:20:00,8,0,3,0,0,16,0,3,0,4,0,0,0,34
2024-03-08 02:30:00,1,0,3,1,0,1,0,0,0,4,0,2,0,12
2024-03-08 02:40:00,1,0,2,1,1,2,0,4,0,3,0,1,0,15
2024-03-08 02:50:00,6,0,2,2,0,12,0,0,0,3,0,2,0,27
2024-03-08 03:00:00,3,0,2,1,0,7,0,2,0,3,0,1,0,19
2024-03-08 03:10:00,3,0,2,0,1,4,4,3,0,3,0,0,0,20
2024-03-08 03:20:00,2,0,4,0,0,4,0,0,0,4,0,0,0,14
2024-03-08 03:30:00,5,3,4,0,2,7,2,0,0,3,1,1,1,29
2024-03-08 03:40:00,2,0,2,0,1,5,1,1,1,2,1,0,0,16
2024-03-08 03:50:00,3,0,2,1,2,4,0,1,0,4,0,2,2,21
2024-03-08 04:00:00,5,0,4,1,3,4,0,0,2,5,1,0,1,26
2024-03-08 04:10:00,7,0,9,0,2,8,3,0,0,9,0,1,1,40
2024-03-08 04:20:00,5,0,11,1,1,10,1,0,0,14,2,1,1,47
2024-03-08 04:30:00,2,0,13,0,1,1,0,0,0,19,0,0,0,36
2024-03-08 04:40:00,6,0,18,1,5,9,0,6,0,22,1,1,2,71
2024-03-08 04:50:00,8,0,31,1,3,13,2,1,3,39,7,2,2,112
2024-03-08 05:00:00,10,2,39,5,6,15,0,3,2,25,1,8,2,118
2024-03-08 05:10:00,13,0,55,2,0,16,3,7,4,47,3,5,0,155
2024-03-08 05:20:00,12,0,65,4,2,21,0,13,0,35,2,3,0,157
2024-03-08 05:30:00,28,2,98,6,4,22,1,13,6,25,4,11,0,220
2024-03-08 05:40:00,21,0,127,8,11,28,3,15,7,6,6,14,6,252
2024-03-08 05:50:00,13,0,87,5,7,15,6,28,4,29,5,7,1,207
2024-03-08 06:00:00,22,1,99,4,9,17,3,20,5,27,0,9,2,218
2024-03-08 06:10:00,35,3,83,6,15,28,5,20,6,48,8,9,5,271
2024-03-08 06:20:00,33,1,103,2,6,41,2,18,3,36,7,3,2,257
2024-03-08 06:30:00,52,0,100,15,15,48,10,30,6,32,4,18,6,336
2024-03-08 06:40:00,52,1,105,8,11,25,11,20,9,23,11,9,28,313
2024-03-08 06:50:00,43,0,112,6,15,24,7,22,8,23,8,9,0,277
2024-03-08 07:00:00,50,1,77,15,19,23,7,16,7,27,12,9,6,269
2024-03-08 07:10:00,57,0,104,12,20,27,10,16,14,37,12,10,3,322
2024-03-08 07:20:00,63,0,116,8,29,16,7,9,42,10,12,7,4,323
2024-03-08 07:30:00,56,3,122,18,21,20,3,14,18,10,14,13,8,320
2024-03-08 07:40:00,80,0,89,24,23,28,6,25,21,22,14,16,9,357
2024-03-08 07:50:00,73,0,115,17,14,27,18,15,12,14,35,12,4,356
2024-03-08 08:00:00,64,0,91,8,27,27,9,17,13,30,9,9,7,311
2024-03-08 08:10:00,62,2,82,9,19,27,9,18,12,23,13,9,2,287
2024-03-08 08:20:00,56,0,100,22,23,35,25,18,11,18,17,15,18,358
2024-03-08 08:30:00,56,0,90,21,29,25,10,17,8,20,8,14,15,313
2024-03-08 08:40:00,48,1,91,19,20,32,14,22,11,24,20,15,5,322
2024-03-08 08:50:00,63,2,77,30,16,36,22,22,14,24,22,16,7,351
2024-03-08 09:00:00,81,0,70,15,23,19,13,24,13,14,11,9,9,301
2024-03-08 09:10:00,60,1,72,15,19,37,17,32,17,21,10,15,11,327
2024-03-08 09:20:00,67,0,60,22,17,27,15,23,10,23,12,13,11,300
2024-03-08 09:30:00,58,0,89,18,20,37,14,36,9,13,12,16,7,329
2024-03-08 09:40:00,79,1,81,29,22,16,7,34,16,21,8,16,17,347
2024-03-08 09:50:00,58,1,66,67,18,26,13,19,12,18,6,16,21,341
2024-03-08 10:00:00,54,0,69,22,20,27,8,22,12,14,19,13,5,285
2024-03-08 10:10:00,69,1,59,21,11,25,14,17,8,20,13,23,7,288
2024-03-08 10:20:00,57,1,73,19,19,26,16,20,15,18,14,19,11,308
2024-03-08 10:30:00,81,1,80,24,22,25,14,19,6,2,12,9,9,304
2024-03-08 10:40:00,62,0,78,25,22,22,17,20,32,0,11,11,17,317
2024-03-08 10:50:00,59,0,80,24,17,23,11,23,17,0,11,15,27,307
2024-03-08 11:00:00,72,2,50,29,17,31,18,23,6,8,9,17,15,297
2024-03-08 11:10:00,71,0,62,27,20,24,13,21,10,21,8,16,46,339
2024-03-08 11:20:00,79,1,81,30,13,36,11,27,8,26,13,18,23,366
2024-03-08 11:30:00,82,4,51,20,18,25,16,26,16,22,6,12,10,308
2024-03-08 11:40:00,88,0,72,32,21,22,18,23,10,25,8,22,30,371
2024-03-08 11:50:00,87,0,75,27,16,27,16,17,9,28,11,26,27,366
2024-03-08 12:00:00,101,3,77,28,21,30,22,23,15,25,8,21,10,384
2024-03-08 12:10:00,93,0,66,30,25,22,14,36,25,23,17,14,25,390
2024-03-08 12:20:00,116,1,63,30,17,19,20,29,32,27,13,22,10,399
2024-03-08 12:30:00,93,0,84,34,15,23,20,31,30,27,21,14,6,398
2024-03-08 12:40:00,85,2,78,24,19,31,17,24,24,22,14,19,11,370
2024-03-08 12:50:00,93,1,81,30,17,26,18,23,16,19,8,25,8,365
2024-03-08 13:00:00,101,1,95,26,12,20,27,27,13,15,7,12,2,358
2024-03-08 13:10:00,82,1,80,27,19,0,19,22,20,9,6,27,9,321
2024-03-08 13:20:00,55,3,87,49,22,1,23,23,14,0,8,12,13,310
2024-03-08 13:30:00,105,1,82,40,14,7,24,21,6,4,9,26,11,350
2024-03-08 13:40:00,96,1,72,29,15,9,24,29,22,27,13,15,12,364
2024-03-08 13:50:00,96,1,83,31,14,8,23,20,12,17,15,12,3,335
2024-03-08 14:00:00,102,0,78,31,17,11,24,40,42,23,10,16,4,398
2024-03-08 14:10:00,78,2,72,39,23,25,22,35,12,18,10,19,4,359
2024-03-08 14:20:00,105,2,76,35,9,23,24,31,13,16,14,16,6,370
2024-03-08 14:30:00,101,0,91,24,14,17,23,18,10,21,13,12,5,349
2024-03-08 14:40:00,83,0,92,34,17,10,12,15,13,0,10,17,9,312
2024-03-08 14:50:00,94,0,92,31,22,30,14,22,15,0,18,17,70,425
2024-03-08 15:00:00,86,2,109,30,15,18,31,21,16,0,14,14,3,359
2024-03-08 15:10:00,81,3,89,44,20,14,24,17,10,10,11,4,10,337
2024-03-08 15:20:00,75,1,84,32,22,8,24,22,7,15,11,4,8,313
2024-03-08 15:30:00,86,0,99,38,21,4,20,33,8,10,14,13,3,349
2024-03-08 15:40:00,81,0,96,25,14,24,22,22,13,28,10,17,7,359
2024-03-08 15:50:00,91,1,96,30,13,33,17,30,10,11,3,22,4,361
2024-03-08 16:00:00,91,1,82,34,18,26,18,23,4,20,15,23,8,363
2024-03-08 16:10:00,98,2,85,28,17,30,27,25,8,36,11,18,5,390
2024-03-08 16:20:00,88,2,80,33,11,20,13,30,2,16,10,13,9,327
2024-03-08 16:30:00,96,3,87,26,15,25,20,17,11,20,12,21,9,362
2024-03-08 16:40:00,94,0,91,30,13,25,26,32,23,21,9,16,10,390
2024-03-08 16:50:00,100,5,84,27,11,23,19,22,10,22,10,14,6,353
2024-03-08 17:00:00,83,0,93,35,17,23,16,22,10,17,12,18,5,351
2024-03-08 17:10:00,88,2,93,34,16,29,25,29,11,13,10,17,11,378
2024-03-08 17:20:00,84,0,101,29,12,21,17,24,11,28,7,16,4,354
2024-03-08 17:30:00,97,4,75,32,10,34,20,30,6,16,8,17,1,350
2024-03-08 17:40:00,79,1,80,28,13,36,18,29,12,23,6,14,7,346
2024-03-08 17:50:00,90,1,68,34,13,21,12,33,13,27,15,9,9,345
2024-03-08 18:00:00,118,1,90,35,13,11,19,21,19,19,10,16,5,377
2024-03-08 18:10:00,95,1,90,26,13,24,17,26,10,18,4,10,6,340
2024-03-08 18:20:00,95,0,82,20,12,44,21,35,12,25,18,17,6,387
2024-03-08 18:30:00,93,0,77,30,14,26,21,30,17,18,3,35,7,371
2024-03-08 18:40:00,88,1,83,26,12,37,16,28,5,30,10,17,8,361
2024-03-08 18:50:00,82,2,68,25,15,54,18,37,10,33,19,21,2,386
2024-03-08 19:00:00,72,1,58,23,8,38,16,25,13,39,9,28,4,334
2024-03-08 19:10:00,87,0,63,21,14,44,17,28,11,19,7,14,12,337
2024-03-08 19:20:00,90,0,46,10,18,54,23,24,5,33,8,16,6,333
2024-03-08 19:30:00,76,0,54,19,14,46,15,33,5,29,7,15,5,318
2024-03-08 19:40:00,63,0,54,11,10,39,10,20,5,33,8,17,4,274
2024-03-08 19:50:00,61,0,50,17,17,39,17,18,6,28,5,21,7,286
2024-03-08 20:00:00,71,0,43,15,11,39,15,34,8,31,6,14,9,296
2024-03-08 20:10:00,59,1,38,7,9,50,15,16,19,21,0,11,5,251
2024-03-08 20:20:00,54,0,29,15,6,51,16,19,1,22,1,14,5,233
2024-03-08 20:30:00,51,1,43,19,9,45,9,18,2,31,5,20,5,258
2024-03-08 20:40:00,42,1,29,10,8,30,6,19,8,24,1,14,4,196
2024-03-08 20:50:00,67,0,13,11,11,20,16,15,6,15,6,17,5,202
2024-03-08 21:00:00,57,0,27,16,7,53,3,14,4,19,0,21,6,227
2024-03-08 21:10:00,63,0,24,7,7,38,5,13,6,25,4,12,2,206
2024-03-08 21:20:00,50,0,22,8,10,40,5,13,0,19,8,14,5,194
2024-03-08 21:30:00,42,1,27,13,7,34,12,11,9,29,2,13,5,205
2024-03-08 21:40:00,47,0,26,6,4,44,3,14,2,17,3,8,1,175
2024-03-08 21:50:00,47,0,35,7,3,31,15,9,5,25,4,8,0,189
2024-03-08 22:00:00,50,1,24,9,9,31,6,16,4,21,0,11,7,189
2024-03-08 22:10:00,27,1,25,11,6,35,3,9,4,28,1,14,2,166
2024-03-08 22:20:00,42,0,22,10,9,32,6,8,4,20,3,17,7,180
2024-03-08 22:30:00,53,0,35,12,7,41,5,11,1,28,1,16,5,215
2024-03-08 22:40:00,45,1,21,12,2,42,6,3,4,19,1,11,2,169
2024-03-08 22:50:00,41,0,22,10,9,29,8,14,1,25,3,15,6,183
2024-03-08 23:00:00,35,0,21,10,6,35,11,10,1,28,0,14,1,172
2024-03-08 23:10:00,34,1,24,4,7,33,12,12,2,23,1,10,3,166
2024-03-08 23:20:00,24,0,13,7,6,24,6,12,2,16,2,9,4,125
2024-03-08 23:30:00,23,0,17,10,2,26,2,6,0,23,1,19,0,129
2024-03-08 23:40:00,34,0,19,3,4,34,2,5,5,18,0,4,2,130
2024-03-08 23:50:00,29,0,12,5,7,34,2,8,2,10,0,9,7,125
2024-03-09 00:00:00,19,1,11,4,5,20,3,10,4,16,1,4,3,101
2024-03-09 00:10:00,31,0,9,7,3,32,5,2,1,12,0,7,2,111
2024-03-09 00:20:00,23,0,7,3,3,24,2,4,3,7,1,4,2,83
2024-03-09 00:30:00,13,0,14,4,1,13,3,9,5,19,0,3,0,84
2024-03-09 00:40:00,18,1,10,6,1,26,0,0,0,16,0,8,0,86
2024-03-09 00:50:00,6,0,7,4,2,8,4,1,0,12,3,6,0,53
2024-03-09 01:00:00,16,0,5,4,4,14,2,5,3,9,0,6,4,72
2024-03-09 01:10:00,8,0,6,2,1,14,4,3,0,8,0,2,1,49
2024-03-09 01:20:00,5,0,8,2,1,6,0,3,0,11,2,5,0,43
2024-03-09 01:30:00,5,0,6,5,2,5,1,2,1,8,2,4,1,42
2024-03-09 01:40:00,7,0,5,3,2,11,0,6,0,7,0,4,0,45
2024-03-09 01:50:00,13,0,3,1,2,24,1,2,1,5,1,1,1,55
2024-03-09 02:00:00,7,0,4,1,4,6,0,4,5,7,0,2,3,43
2024-03-09 02:10:00,9,0,5,2,2,16,0,0,0,7,2,1,1,45
2024-03-09 02:20:00,10,0,3,3,0,10,3,4,1,3,0,3,0,40
2024-03-09 02:30:00,6,0,3,2,1,6,0,7,1,5,0,4,0,35
2024-03-09 02:40:00,6,0,3,1,2,6,0,0,0,7,0,1,0,26
2024-03-09 02:50:00,5,0,1,2,1,7,2,0,1,1,0,3,1,24
2024-03-09 03:00:00,4,0,2,3,3,9,4,4,3,3,0,3,1,39
2024-03-09 03:10:00,5,0,4,1,0,6,3,3,3,5,0,1,0,31
2024-03-09 03:20:00,8,0,3,0,2,12,4,3,1,9,0,0,0,42
2024-03-09 03:30:00,7,0,2,0,1,14,0,3,1,2,0,0,2,32
2024-03-09 03:40:00,15,0,3,0,0,11,0,1,0,8,0,0,0,38
2024-03-09 03:50:00,3,0,5,0,0,5,0,0,0,6,0,0,0,19
2024-03-09 04:00:00,3,0,2,1,0,5,0,0,0,6,0,2,0,19
2024-03-09 04:10:00,8,0,4,0,2,11,3,1,3,6,3,0,0,41
2024-03-09 04:20:00,5,0,3,1,3,6,1,1,0,8,0,3,0,31
2024-03-09 04:30:00,6,0,13,1,0,11,0,4,1,19,1,1,0,57
2024-03-09 04:40:00,7,0,12,0,0,15,1,2,1,14,0,0,0,52
2024-03-09 04:50:00,3,0,19,4,6,4,1,2,1,31,1,6,3,81
2024-03-09 05:00:00,5,0,12,1,1,10,1,0,2,15,0,3,0,50
2024-03-09 05:10:00,4,0,10,1,2,8,1,1,1,13,1,1,0,43
2024-03-09 05:20:00,10,0,20,1,7,7,3,5,1,25,0,2,1,82
2024-03-09 05:30:00,10,0,23,4,2,16,2,4,0,37,2,6,0,106
2024-03-09 05:40:00,10,0,13,3,8,9,1,6,5,15,2,5,2,79
2024-03-09 05:50:00,9,0,25,3,7,20,3,1,2,29,6,5,1,111
2024-03-09 06:00:00,8,0,16,0,2,12,2,4,1,17,0,2,1,65
2024-03-09 06:10:00,11,0,18,3,8,12,4,8,2,15,4,4,1,90
2024-03-09 06:20:00,18,0,12,4,3,23,3,4,7,14,2,4,3,97
2024-03-09 06:30:00,15,0,19,2,4,17,0,5,0,19,0,2,2,85
2024-03-09 06:40:00,18,0,21,6,7,14,2,7,1,21,0,5,0,102
2024-03-09 06:50:00,16,0,12,5,5,14,0,4,6,11,1,6,6,86
2024-03-09 07:00:00,19,0,13,2,7,14,1,11,4,12,2,2,5,92
2024-03-09 07:10:00,18,0,30,5,6,16,3,9,9,17,1,4,3,121
2024-03-09 07:20:00,25,0,25,5,13,14,3,9,6,19,7,5,5,136
2024-03-09 07:30:00,25,0,42,6,2,15,5,9,1,22,1,5,1,134
2024-03-09 07:40:00,22,0,44,7,3,13,2,13,2,29,3,6,0,144
2024-03-09 07:50:00,20,1,37,4,10,14,5,14,10,21,5,5,4,150
2024-03-09 08:00:00,28,0,37,4,6,20,6,13,1,19,4,2,2,142
2024-03-09 08:10:00,32,0,37,14,11,18,4,12,10,24,5,13,4,184
2024-03-09 08:20:00,29,0,33,14,9,18,6,17,9,18,1,15,4,173
2024-03-09 08:30:00,29,0,47,7,10,29,12,17,3,24,1,6,5,190
2024-03-09 08:40:00,35,1,64,9,8,24,8,15,4,29,2,8,5,212
2024-03-09 08:50:00,43,0,45,13,14,21,7,14,7,19,4,13,6,206
2024-03-09 09:00:00,45,1,61,15,7,35,7,17,8,51,3,15,0,265
2024-03-09 09:10:00,45,1,71,22,12,29,6,22,7,24,3,8,6,256
2024-03-09 09:20:00,46,1,69,16,12,29,7,14,16,28,11,10,6,265
2024-03-09 09:30:00,35,0,75,9,15,26,14,25,4,28,8,9,7,255
2024-03-09 09:40:00,43,0,74,16,14,36,14,21,5,27,6,11,10,277
2024-03-09 09:50:00,74,3,79,21,20,40,15,21,15,30,6,14,12,350
2024-03-09 10:00:00,55,1,79,10,13,27,9,25,7,22,9,10,5,272
2024-03-09 10:10:00,58,0,72,23,13,28,9,25,9,22,5,18,13,295
2024-03-09 10:20:00,60,1,76,19,15,39,12,30,11,22,10,15,3,313
2024-03-09 10:30:00,72,1,83,18,16,32,10,22,5,20,9,15,12,315
2024-03-09 10:40:00,57,1,83,24,19,27,6,15,15,6,12,16,8,289
2024-03-09 10:50:00,69,0,98,15,14,32,6,18,18,16,7,73,3,369
2024-03-09 11:00:00,69,0,76,17,10,28,11,20,6,20,3,13,29,302
2024-03-09 11:10:00,62,1,102,23,10,36,15,17,5,1,6,6,9,293
2024-03-09 11:20:00,84,0,93,26,14,31,17,21,9,23,6,27,6,357
2024-03-09 11:30:00,73,1,102,17,13,32,4,14,13,21,10,12,14,326
2024-03-09 11:40:00,73,3,90,33,23,31,9,28,10,22,12,13,28,375
2024-03-09 11:50:00,94,1,76,28,15,24,12,20,5,18,8,16,8,325
2024-03-09 12:00:00,88,2,83,32,25,27,9,28,12,25,6,89,10,436
2024-03-09 12:10:00,98,1,86,29,12,28,16,20,20,18,7,8,4,347
2024-03-09 12:20:00,78,0,94,30,17,32,14,29,13,31,7,0,4,349
2024-03-09 12:30:00,91,0,95,29,13,44,16,27,8,17,7,3,5,355
2024-03-09 12:40:00,84,0,84,23,17,30,11,23,17,33,8,18,6,354
2024-03-09 12:50:00,86,0,98,26,14,35,15,23,36,24,4,7,5,373
2024-03-09 13:00:00,99,0,75,24,9,17,15,21,11,27,11,17,0,326
2024-03-09 13:10:00,97,1,70,28,21,31,12,21,12,20,10,14,9,346
2024-03-09 13:20:00,80,2,94,27,15,38,15,24,9,31,0,19,2,356
