datetime,D21Z,D23Z,D81Z,D111Z,D112Z,V24Z,V25Z,V51Z,V52Z,V83Z,V84Z,V113Z,V114Z,Total
2024-03-16 12:10:00,82,2,95,23,16,23,12,16,15,13,6,13,7,323
2024-03-16 12:20:00,83,0,93,23,7,35,19,17,13,23,5,16,21,355
2024-03-16 12:30:00,97,2,105,19,11,35,11,15,6,20,12,11,6,350
2024-03-16 12:40:00,74,0,93,32,15,31,13,19,8,21,7,15,8,336
2024-03-16 12:50:00,90,2,87,17,15,26,9,16,13,49,3,9,6,342
2024-03-16 13:00:00,81,0,91,26,9,29,11,21,7,16,6,16,3,316
2024-03-16 13:10:00,88,1,111,20,16,28,10,22,9,21,5,11,4,346
2024-03-16 13:20:00,65,0,90,23,14,29,9,25,13,15,4,14,8,309
2024-03-16 13:30:00,54,1,74,41,11,15,12,27,44,20,12,15,4,330
2024-03-16 13:40:00,107,0,88,25,13,20,18,23,14,11,5,13,21,358
2024-03-16 13:50:00,102,0,87,20,10,17,9,20,17,12,7,12,4,317
2024-03-16 14:00:00,89,0,95,27,12,24,12,21,11,12,10,11,6,330
2024-03-16 14:10:00,93,1,77,26,16,26,17,27,11,20,11,11,4,340
2024-03-16 14:20:00,81,2,81,19,16,25,8,21,9,20,12,11,7,312
2024-03-16 14:30:00,95,1,92,30,14,27,19,26,10,10,8,20,10,362
2024-03-16 14:40:00,89,0,102,34,12,23,16,16,6,8,9,20,7,342
2024-03-16 14:50:00,90,1,107,23,14,27,14,21,10,8,9,16,7,347
2024-03-16 15:00:00,98,1,82,15,16,27,12,21,12,17,10,16,7,334
2024-03-16 15:10:00,106,0,79,19,14,19,15,16,7,15,5,18,5,318
2024-03-16 15:20:00,81,0,74,27,7,29,10,18,7,20,7,22,5,307
2024-03-16 15:30:00,98,2,87,19,17,25,16,21,3,6,12,12,7,325
2024-03-16 15:40:00,75,0,80,19,6,24,19,16,4,19,6,16,0,284
2024-03-16 15:50:00,81,1,77,21,12,31,12,23,11,15,6,22,3,315
2024-03-16 16:00:00,73,2,62,21,9,29,13,21,12,24,8,14,8,296
2024-03-16 16:10:00,82,1,66,16,16,32,8,21,10,13,5,16,5,291
2024-03-16 16:20:00,79,0,80,26,13,25,6,17,5,19,6,17,8,301
2024-03-16 16:30:00,69,1,73,17,18,25,6,26,8,15,9,15,8,290
2024-03-16 16:40:00,78,0,88,17,12,30,13,15,3,22,8,12,3,301
2024-03-16 16:50:00,134,0,86,15,15,20,15,14,8,16,14,14,9,360
2024-03-16 17:00:00,70,1,62,17,14,23,19,19,5,21,13,12,6,282
2024-03-16 17:10:00,82,0,65,21,11,16,8,24,8,25,7,16,4,287
2024-03-16 17:20:00,76,0,63,18,14,26,11,22,11,24,9,13,3,290
2024-03-16 17:30:00,84,0,59,22,11,28,16,28,8,21,6,22,7,312
2024-03-16 17:40:00,84,3,76,24,14,14,13,21,6,15,10,15,7,302
2024-03-16 17:50:00,91,0,86,26,11,30,10,22,10,14,8,19,2,329
2024-03-16 18:00:00,80,0,102,31,12,27,12,19,11,7,4,20,8,333
2024-03-16 18:10:00,78,1,79,22,12,31,18,21,8,11,7,15,7,310
2024-03-16 18:20:00,91,0,101,24,12,24,16,22,9,8,9,9,15,340
2024-03-16 18:30:00,85,1,82,21,12,28,12,21,6,9,15,14,4,310
2024-03-16 18:40:00,80,1,75,18,18,33,9,17,12,39,13,22,6,343
2024-03-16 18:50:00,72,1,63,11,12,51,14,26,6,24,12,12,4,308
2024-03-16 19:00:00,75,0,53,22,12,47,15,26,16,34,4,14,7,325
2024-03-16 19:10:00,68,0,61,15,12,50,17,27,10,35,6,16,7,324
2024-03-16 19:20:00,69,2,59,17,10,53,16,18,4,39,4,14,5,310
2024-03-16 19:30:00,67,0,36,14,13,44,13,25,4,25,8,16,3,268
2024-03-16 19:40:00,67,1,49,13,11,45,15,18,15,31,6,10,3,284
2024-03-16 19:50:00,47,1,47,9,9,53,8,15,4,36,5,9,2,245
2024-03-16 20:00:00,70,1,45,23,12,31,11,20,4,32,7,20,6,282
2024-03-16 20:10:00,69,1,36,10,9,36,14,16,4,33,8,9,5,250
2024-03-16 20:20:00,53,0,31,14,10,47,7,16,5,32,6,14,1,236
2024-03-16 20:30:00,47,0,29,18,10,29,2,24,4,23,8,14,4,212
2024-03-16 20:40:00,36,0,42,9,10,35,8,19,3,29,1,7,4,203
2024-03-16 20:50:00,43,0,35,12,8,35,5,13,3,39,1,12,2,208
2024-03-16 21:00:00,41,0,28,11,5,41,5,12,1,21,0,13,2,180
2024-03-16 21:10:00,38,0,40,8,3,48,1,18,6,28,1,9,1,201
2024-03-16 21:20:00,30,1,26,15,10,36,8,17,5,22,4,13,6,193
2024-03-16 21:30:00,41,0,26,5,7,33,4,19,7,33,1,4,1,181
2024-03-16 21:40:00,41,0,28,7,2,55,1,13,2,31,1,8,1,190
2024-03-16 21:50:00,47,0,27,13,6,40,5,5,3,28,1,15,2,192
2024-03-16 22:00:00,38,0,26,9,9,39,4,15,10,31,3,12,3,199
2024-03-16 22:10:00,45,0,28,15,5,49,4,9,2,23,1,16,2,199
2024-03-16 22:20:00,31,0,24,16,5,49,10,12,8,24,3,12,3,197
2024-03-16 22:30:00,37,0,23,7,10,29,7,17,6,20,4,12,4,176
2024-03-16 22:40:00,33,0,27,7,3,43,13,11,6,38,0,10,1,192
2024-03-16 22:50:00,31,0,16,4,4,42,10,8,2,21,6,7,1,152
2024-03-16 23:00:00,34,0,23,7,7,35,10,9,7,25,3,5,3,168
2024-03-16 23:10:00,36,0,21,5,6,35,7,11,3,26,1,8,4,163
2024-03-16 23:20:00,29,3,19,13,1,30,0,4,2,24,2,12,1,140
2024-03-16 23:30:00,20,0,21,11,4,23,3,12,3,26,2,13,2,140
2024-03-16 23:40:00,26,0,12,3,5,26,5,12,5,11,2,5,4,116
2024-03-16 23:50:00,23,0,10,6,4,28,5,15,2,15,1,9,1,119
2024-03-17 00:00:00,25,0,20,3,6,29,3,12,1,21,1,2,3,126
2024-03-17 00:10:00,18,0,11,2,8,28,6,12,5,20,0,5,4,119
2024-03-17 00:20:00,31,0,8,12,7,28,1,14,7,13,0,10,3,134
2024-03-17 00:30:00,20,0,17,8,3,30,4,10,3,16,0,8,1,120
2024-03-17 00:40:00,12,0,10,8,4,19,0,6,4,18,2,13,1,97
2024-03-17 00:50:00,15,0,11,3,2,26,3,0,1,16,0,4,3,84
2024-03-17 01:00:00,13,0,9,3,5,18,2,7,4,15,0,4,1,81
2024-03-17 01:10:00,18,0,4,5,2,23,4,5,4,5,0,6,2,78
2024-03-17 01:20:00,13,1,8,2,4,17,0,2,0,10,0,3,0,60
2024-03-17 01:30:00,7,0,4,4,2,11,1,5,1,6,0,6,1,48
2024-03-17 01:40:00,13,0,2,2,7,16,0,7,2,2,0,3,1,55
2024-03-17 01:50:00,12,0,7,11,2,12,4,5,1,11,0,8,0,73
2024-03-17 02:00:00,11,0,6,1,2,22,5,2,3,8,1,1,0,62
2024-03-17 02:10:00,8,0,5,4,2,16,0,5,2,6,0,4,0,52
2024-03-17 02:20:00,9,0,8,2,3,8,5,7,0,14,1,2,0,59
2024-03-17 02:30:00,9,0,4,2,2,17,2,2,0,5,0,1,3,47
2024-03-17 02:40:00,7,0,2,0,2,12,0,0,0,4,1,1,1,30
2024-03-17 02:50:00,8,0,3,2,5,12,1,0,0,3,4,2,2,42
2024-03-17 03:00:00,11,0,4,2,3,15,1,1,1,7,0,3,0,48
2024-03-17 03:10:00,7,0,1,2,0,10,2,3,2,1,0,2,0,30
2024-03-17 03:20:00,6,0,3,1,2,11,2,1,1,6,0,2,2,37
2024-03-17 03:30:00,6,0,1,1,1,9,0,0,0,1,1,1,0,21
2024-03-17 03:40:00,3,0,4,2,1,5,0,0,0,6,0,1,0,22
2024-03-17 03:50:00,7,0,4,2,3,13,0,3,0,4,0,2,1,39
2024-03-17 04:00:00,6,0,5,2,1,7,0,0,0,5,0,2,1,29
2024-03-17 04:10:00,5,0,8,4,2,8,0,4,3,10,0,1,1,46
2024-03-17 04:20:00,3,0,4,0,0,7,2,0,0,7,0,0,0,23
2024-03-17 04:30:00,3,0,7,1,1,6,1,0,1,10,0,2,0,32
2024-03-17 04:40:00,2,0,12,0,1,5,0,1,0,13,0,0,1,35
2024-03-17 04:50:00,4,0,7,1,1,5,0,0,0,8,0,1,1,28
2024-03-17 05:00:00,3,0,17,1,1,4,2,0,0,17,0,2,1,48
2024-03-17 05:10:00,6,1,9,0,1,10,0,4,0,12,2,0,0,45
2024-03-17 05:20:00,5,0,9,0,2,5,0,8,2,11,3,0,0,45
2024-03-17 05:30:00,4,0,8,2,4,8,0,5,1,5,5,3,0,45
2024-03-17 05:40:00,8,0,7,2,4,9,2,3,0,7,1,5,4,52
2024-03-17 05:50:00,3,0,9,1,1,3,1,0,2,12,0,2,1,35
2024-03-17 06:00:00,6,0,5,1,4,13,1,5,1,9,0,1,5,51
2024-03-17 06:10:00,8,0,9,4,5,12,2,9,2,9,4,5,2,71
2024-03-17 06:20:00,5,0,6,5,1,5,0,1,0,6,3,6,0,38
2024-03-17 06:30:00,9,0,9,4,3,9,2,2,0,9,0,4,1,52
2024-03-17 06:40:00,6,0,7,1,0,4,3,2,4,5,0,1,0,33
2024-03-17 06:50:00,6,0,7,5,3,6,0,3,3,6,0,5,2,46
2024-03-17 07:00:00,6,0,6,2,5,5,2,2,1,4,0,1,2,36
2024-03-17 07:10:00,9,0,6,3,2,6,3,4,2,5,1,3,0,44
2024-03-17 07:20:00,13,0,9,1,3,9,1,2,1,8,2,1,1,51
2024-03-17 07:30:00,7,0,22,5,3,5,2,14,7,15,0,5,0,85
2024-03-17 07:40:00,9,0,23,5,1,9,2,10,1,18,0,6,0,84
2024-03-17 07:50:00,9,0,16,5,4,7,3,7,1,13,4,5,1,75
2024-03-17 08:00:00,13,0,14,2,3,14,7,4,3,11,0,2,0,73
2024-03-17 08:10:00,16,0,22,3,2,12,2,11,5,16,0,3,1,93
2024-03-17 08:20:00,30,0,18,5,5,19,8,10,2,15,0,5,3,120
2024-03-17 08:30:00,24,1,20,4,4,15,5,11,2,13,0,4,1,104
2024-03-17 08:40:00,21,0,24,6,5,14,9,22,4,16,1,7,0,129
2024-03-17 08:50:00,31,2,38,9,6,22,9,19,4,22,2,10,3,177
2024-03-17 09:00:00,24,0,26,5,8,16,5,14,5,18,6,5,2,134
2024-03-17 09:10:00,28,1,47,13,5,22,10,14,7,17,3,14,3,184
2024-03-17 09:20:00,27,0,44,11,5,21,5,15,8,19,4,10,2,171
2024-03-17 09:30:00,42,0,62,13,11,20,6,17,3,28,1,10,6,219
2024-03-17 09:40:00,43,0,50,29,8,25,7,18,2,28,4,16,1,231
2024-03-17 09:50:00,38,0,51,25,10,26,7,28,11,22,6,18,4,246
2024-03-17 10:00:00,50,0,52,15,6,26,7,22,8,21,6,13,1,227
2024-03-17 10:10:00,59,1,69,8,7,27,3,24,10,21,4,9,4,246
2024-03-17 10:20:00,47,0,53,16,5,26,13,16,7,15,6,13,3,220
2024-03-17 10:30:00,49,0,59,16,8,26,13,14,7,17,1,12,2,224
2024-03-17 10:40:00,53,2,47,11,8,35,11,19,8,22,5,7,0,228
2024-03-17 10:50:00,57,1,53,14,13,23,9,25,10,22,8,17,6,258
2024-03-17 11:00:00,51,0,56,19,9,20,3,19,13,22,5,19,2,238
2024-03-17 11:10:00,56,1,54,20,7,25,13,23,9,24,3,15,2,252
2024-03-17 11:20:00,57,0,42,10,7,22,9,23,6,26,8,11,3,224
2024-03-17 11:30:00,74,1,56,20,10,26,16,23,19,26,1,15,6,293
2024-03-17 11:40:00,76,1,52,21,7,27,15,18,5,19,1,13,4,259
2024-03-17 11:50:00,45,1,69,26,4,30,10,18,8,17,5,12,0,245
2024-03-17 12:00:00,64,1,67,17,11,27,15,20,10,15,8,15,6,276
2024-03-17 12:10:00,123,1,68,26,4,32,15,22,15,25,5,22,3,361
2024-03-17 12:20:00,78,1,62,27,11,24,13,25,11,18,6,13,7,296
2024-03-17 12:30:00,75,0,76,18,15,31,10,31,9,23,5,18,14,325
2024-03-17 12:40:00,79,0,65,22,10,29,16,30,19,22,7,16,2,317
2024-03-17 12:50:00,91,0,81,25,14,16,14,23,8,12,2,17,3,306
2024-03-17 13:00:00,63,0,59,21,11,27,12,25,11,20,5,17,3,274
2024-03-17 13:10:00,71,0,74,24,12,26,13,21,13,16,5,13,5,293
2024-03-17 13:20:00,80,1,67,20,13,23,18,21,12,22,11,23,7,318
2024-03-17 13:30:00,79,0,49,27,22,16,20,33,10,22,7,18,4,307
2024-03-17 13:40:00,81,0,63,23,14,23,10,22,11,24,9,14,7,301
2024-03-17 13:50:00,85,0,94,71,15,24,15,28,15,5,12,19,11,394
2024-03-17 14:00:00,63,2,73,23,15,24,14,19,11,20,10,17,6,297
2024-03-17 14:10:00,78,5,70,37,11,19,9,34,14,19,5,17,10,328
2024-03-17 14:20:00,85,1,65,29,14,26,21,27,10,17,7,20,8,330
2024-03-17 14:30:00,80,1,75,30,14,36,13,27,14,13,8,16,5,332
2024-03-17 14:40:00,81,1,58,32,6,24,18,20,8,25,6,13,5,297
2024-03-17 14:50:00,76,2,87,27,24,29,14,27,17,20,11,15,10,359
2024-03-17 15:00:00,65,1,61,21,9,26,14,33,16,22,5,13,7,293
2024-03-17 15:10:00,87,0,73,35,19,24,20,18,11,22,7,19,4,339
2024-03-17 15:20:00,79,1,76,24,18,35,18,25,8,15,6,14,7,326
2024-03-17 15:30:00,78,1,61,21,22,34,9,30,12,26,5,14,11,324
2024-03-17 15:40:00,59,0,64,23,11,22,15,28,12,20,3,14,7,278
2024-03-17 15:50:00,57,1,63,24,9,27,14,23,9,17,7,14,6,271
2024-03-17 16:00:00,46,1,76,17,9,25,7,27,12,22,7,13,4,266
2024-03-17 16:10:00,55,0,81,31,11,23,15,20,10,14,7,19,9,295
2024-03-17 16:20:00,44,0,101,17,10,23,7,21,9,12,9,14,15,282
2024-03-17 16:30:00,67,1,85,16,18,23,5,17,12,21,14,11,4,294
2024-03-17 16:40:00,50,0,71,19,14,24,4,24,9,22,9,16,8,270
2024-03-17 16:50:00,49,0,53,11,12,24,9,20,17,17,7,11,4,234
2024-03-17 17:00:00,64,0,63,19,10,18,7,25,11,22,6,15,4,264
2024-03-17 17:10:00,68,0,72,19,11,26,10,34,13,16,6,15,2,292
2024-03-17 17:20:00,61,0,77,20,18,28,14,23,10,14,11,9,9,294
2024-03-17 17:30:00,70,1,87,21,9,37,7,23,7,13,7,10,4,296
2024-03-17 17:40:00,62,1,89,18,14,25,11,28,14,18,6,11,6,303
2024-03-17 17:50:00,56,1,72,19,13,29,10,29,7,24,5,17,15,297
2024-03-17 18:00:00,60,0,78,14,13,27,10,23,10,16,5,16,6,278
2024-03-17 18:10:00,62,0,53,21,13,28,13,38,7,26,5,16,5,287
2024-03-17 18:20:00,49,0,69,11,8,38,9,22,13,19,3,11,6,258
2024-03-17 18:30:00,42,0,59,16,14,26,6,34,11,26,9,16,4,263
2024-03-17 18:40:00,48,0,54,18,10,26,9,25,2,25,5,18,6,246
2024-03-17 18:50:00,47,0,33,7,11,35,8,28,7,24,5,8,6,219
2024-03-17 19:00:00,47,1,42,12,8,44,3,20,14,37,2,12,4,246
2024-03-17 19:10:00,45,0,33,17,12,40,7,18,6,25,6,21,4,234
2024-03-17 19:20:00,54,0,38,17,14,42,8,17,8,24,8,16,8,254
2024-03-17 19:30:00,51,0,40,8,10,46,10,17,4,32,3,8,6,235
2024-03-17 19:40:00,30,0,46,6,8,36,5,15,2,31,6,8,1,194
2024-03-17 19:50:00,39,0,55,5,8,54,7,8,12,39,2,5,5,239
2024-03-17 20:00:00,62,0,46,6,5,43,13,14,7,36,3,6,2,243
2024-03-17 20:10:00,30,0,33,9,6,27,2,10,12,25,3,8,2,167
2024-03-17 20:20:00,27,1,42,19,6,31,7,12,3,34,5,15,4,206
2024-03-17 20:30:00,25,1,38,11,5,27,7,15,3,32,2,12,3,181
2024-03-17 20:40:00,32,0,30,12,5,37,7,18,2,24,6,14,3,190
2024-03-17 20:50:00,42,1,23,9,9,40,4,12,2,26,2,10,3,183
2024-03-17 21:00:00,36,0,26,10,8,38,5,10,4,30,1,15,6,189
2024-03-17 21:10:00,30,0,27,8,3,39,6,17,5,25,3,6,2,171
2024-03-17 21:20:00,20,1,22,7,5,28,6,13,5,19,1,9,2,138
2024-03-17 21:30:00,32,0,28,7,8,40,12,15,12,27,1,7,2,191
2024-03-17 21:40:00,24,1,16,3,2,32,2,8,8,14,0,3,1,114
2024-03-17 21:50:00,25,0,13,6,6,33,9,2,1,14,0,8,7,124
2024-03-17 22:00:00,19,0,14,3,4,26,4,2,2,16,0,4,1,95
2024-03-17 22:10:00,45,0,17,2,4,35,1,8,0,20,2,3,1,138
2024-03-17 22:20:00,19,0,17,7,5,17,2,7,1,17,2,12,3,109
2024-03-17 22:30:00,33,0,7,4,5,25,0,2,6,8,1,5,1,97
2024-03-17 22:40:00,22,0,16,3,2,23,6,2,2,18,1,6,1,102
2024-03-17 22:50:00,22,0,12,1,1,17,0,1,2,21,1,2,1,81
2024-03-17 23:00:00,14,0,11,2,5,17,2,2,0,14,0,3,0,70
2024-03-17 23:10:00,11,0,8,1,5,14,5,0,2,12,3,3,2,66
2024-03-17 23:20:00,15,0,7,4,2,21,0,3,0,13,1,5,1,72
2024-03-17 23:30:00,15,0,5,0,4,27,5,6,0,8,1,1,1,73
2024-03-17 23:40:00,10,0,12,1,1,12,1,4,0,17,0,1,0,59
2024-03-17 23:50:00,5,0,5,1,0,4,0,1,0,7,0,1,0,24
2024-03-18 00:00:00,11,0,3,0,2,12,1,6,4,2,0,0,0,41
2024-03-18 00:10:00,8,0,5,1,1,10,0,0,0,6,0,2,1,34
2024-03-18 00:20:00,10,0,4,1,3,9,0,2,1,4,0,1,1,36
2024-03-18 00:30:00,4,0,7,0,1,4,0,0,0,8,0,0,0,24
2024-03-18 00:40:00,7,0,2,1,0,11,1,0,0,2,0,1,0,25
2024-03-18 00:50:00,4,0,3,0,0,5,1,0,0,4,0,0,0,17
2024-03-18 01:00:00,7,0,0,0,4,6,1,4,2,0,0,0,2,26
2024-03-18 01:10:00,3,0,0,0,0,4,0,0,0,0,0,0,0,7
2024-03-18 01:20:00,2,0,4,0,0,2,0,1,0,5,2,0,0,16
2024-03-18 01:30:00,2,0,2,0,0,3,0,1,0,3,0,0,0,11
2024-03-18 01:40:00,4,0,2,0,1,4,0,2,0,2,0,0,1,16
2024-03-18 01:50:00,2,0,1,3,1,3,0,0,0,1,0,4,0,15
2024-03-18 02:00:00,6,0,1,1,1,6,0,0,0,1,0,0,1,17
2024-03-18 02:10:00,5,0,2,0,4,4,0,0,0,3,0,1,3,22
2024-03-18 02:20:00,3,0,7,1,0,5,0,0,0,7,0,2,0,25
2024-03-18 02:30:00,3,0,3,0,0,4,0,0,0,4,0,0,0,14
2024-03-18 02:40:00,1,0,1,0,0,1,0,0,0,1,0,0,0,4
2024-03-18 02:50:00,6,0,2,0,0,10,0,0,0,1,0,0,0,19
2024-03-18 03:00:00,1,0,1,1,0,3,0,0,0,1,0,1,0,8
2024-03-18 03:10:00,2,0,5,0,0,5,0,0,0,9,0,0,0,21
2024-03-18 03:20:00,4,0,4,0,0,5,0,0,0,7,1,0,0,21
2024-03-18 03:30:00,2,0,3,0,0,2,0,0,0,4,0,0,0,11
2024-03-18 03:40:00,3,0,5,0,0,3,0,0,0,5,0,0,0,16
2024-03-18 03:50:00,3,0,3,0,1,4,1,1,1,4,3,0,0,21
2024-03-18 04:00:00,3,0,9,2,3,4,1,2,1,11,4,2,2,44
2024-03-18 04:10:00,7,0,8,1,0,5,3,1,2,10,0,1,0,38
2024-03-18 04:20:00,4,0,7,1,1,5,1,2,0,10,1,1,0,33
2024-03-18 04:30:00,7,0,17,3,3,7,0,5,2,13,1,3,0,61
2024-03-18 04:40:00,6,0,27,1,0,10,1,0,2,30,2,1,0,80
2024-03-18 04:50:00,5,0,24,2,2,11,0,1,1,31,0,2,0,79
2024-03-18 05:00:00,3,2,44,0,6,4,0,12,2,42,3,0,1,119
2024-03-18 05:10:00,13,3,59,2,4,20,0,8,0,36,2,3,1,151
2024-03-18 05:20:00,22,1,71,9,2,22,3,8,0,41,2,8,1,190
2024-03-18 05:30:00,22,0,99,7,4,29,5,9,2,35,1,10,0,223
2024-03-18 05:40:00,19,0,113,4,9,23,4,13,6,20,9,7,1,228
2024-03-18 05:50:00,16,1,107,4,12,17,3,26,3,12,4,5,4,214
2024-03-18 06:00:00,22,0,114,2,12,22,8,17,11,29,4,2,6,249
2024-03-18 06:10:00,21,0,108,4,24,19,7,35,9,34,9,7,3,280
2024-03-18 06:20:00,29,0,121,5,11,32,4,22,5,36,14,6,1,286
2024-03-18 06:30:00,53,3,108,11,12,27,8,20,8,28,12,13,3,306
2024-03-18 06:40:00,55,1,119,17,8,25,4,19,4,16,14,15,5,302
2024-03-18 06:50:00,59,2,124,14,11,29,5,16,7,16,10,7,1,301
2024-03-18 07:00:00,48,0,122,8,17,24,3,17,3,22,10,8,8,290
2024-03-18 07:10:00,68,2,118,9,20,21,9,15,9,20,14,10,5,320
2024-03-18 07:20:00,59,0,96,20,19,18,6,18,13,21,10,13,7,300
2024-03-18 07:30:00,28,1,121,14,20,11,4,13,16,17,24,10,6,285
2024-03-18 07:40:00,96,1,95,20,34,13,14,7,16,13,19,12,5,345
2024-03-18 07:50:00,62,0,101,22,17,21,11,7,11,4,11,6,8,281
2024-03-18 08:00:00,57,0,91,30,24,31,5,17,11,19,19,19,2,325
2024-03-18 08:10:00,68,2,103,22,29,21,10,14,14,15,13,17,1,329
2024-03-18 08:20:00,73,1,100,16,24,42,16,11,15,7,16,13,7,341
2024-03-18 08:30:00,66,1,104,17,21,26,16,16,10,19,4,13,9,322
2024-03-18 08:40:00,62,0,95,21,23,28,10,22,10,19,13,12,12,327
2024-03-18 08:50:00,60,0,102,20,16,25,9,26,10,31,22,12,11,344
2024-03-18 09:00:00,47,1,81,12,28,26,9,28,21,22,16,12,12,315
2024-03-18 09:10:00,48,0,91,10,21,30,12,25,10,10,11,9,8,285
2024-03-18 09:20:00,62,1,96,19,15,20,7,24,9,14,13,9,4,293
2024-03-18 09:30:00,48,0,86,22,20,16,12,22,12,18,16,13,14,299
2024-03-18 09:40:00,66,0,76,16,13,23,10,20,13,17,11,15,5,285
2024-03-18 09:50:00,56,1,79,19,14,36,11,19,13,25,18,13,7,311
2024-03-18 10:00:00,61,0,61,23,16,27,12,17,10,31,8,10,14,290
2024-03-18 10:10:00,54,2,61,23,19,32,20,32,15,19,10,13,10,310
2024-03-18 10:20:00,57,1,55,20,17,20,10,24,5,29,14,15,5,272
2024-03-18 10:30:00,60,0,64,24,13,23,11,16,10,25,9,13,5,273
2024-03-18 10:40:00,70,1,67,17,19,19,8,17,10,16,7,14,6,271
2024-03-18 10:50:00,74,1,84,26,20,23,14,18,31,12,11,13,11,338
2024-03-18 11:00:00,55,0,81,19,24,16,13,22,4,23,8,17,10,292
2024-03-18 11:10:00,52,0,75,29,20,29,17,15,7,14,14,17,12,301
2024-03-18 11:20:00,66,0,78,25,24,26,6,24,9,20,9,11,10,308
2024-03-18 11:30:00,64,0,57,17,10,24,13,17,13,15,13,11,5,259
2024-03-18 11:40:00,79,0,75,24,17,23,6,26,10,22,15,13,9,319
2024-03-18 11:50:00,65,0,55,28,14,25,9,18,13,19,10,18,8,282
2024-03-18 12:00:00,71,1,59,27,18,29,10,24,10,16,25,18,7,315
2024-03-18 12:10:00,75,1,67,16,17,25,15,25,19,25,13,14,8,320
2024-03-18 12:20:00,70,1,76,24,14,34,11,32,19,17,9,13,4,324
2024-03-18 12:30:00,81,0,84,23,12,19,11,24,25,14,11,20,8,332
2024-03-18 12:40:00,71,1,85,26,9,29,6,27,11,18,9,18,5,315
2024-03-18 12:50:00,66,2,83,23,21,24,7,34,13,9,11,13,22,328
2024-03-18 13:00:00,88,0,83,21,19,22,12,15,6,9,14,14,7,310
2024-03-18 13:10:00,85,1,75,27,17,20,13,9,17,13,15,21,15,328
2024-03-18 13:20:00,78,0,77,35,16,20,9,26,21,16,15,15,2,330
2024-03-18 13:30:00,96,2,60,31,11,19,16,13,10,24,9,21,6,318
2024-03-18 13:40:00,66,0,67,25,16,28,13,21,11,16,12,16,7,298
2024-03-18 13:50:00,80,0,63,19,14,22,10,22,29,20,14,13,9,315
2024-03-18 14:00:00,89,1,61,26,19,24,12,23,23,22,5,9,3,317
2024-03-18 14:10:00,98,0,59,34,19,13,8,23,11,10,14,21,11,321
2024-03-18 14:20:00,93,0,62,24,15,20,15,19,12,16,8,13,4,301
2024-03-18 14:30:00,98,0,70,21,10,20,10,17,8,19,34,12,10,329
2024-03-18 14:40:00,85,2,58,30,9,25,16,15,9,20,11,18,4,302
2024-03-18 14:50:00,102,0,68,39,28,15,11,27,5,21,11,21,8,356
2024-03-18 15:00:00,120,1,70,48,15,21,16,17,7,18,13,15,9,370
2024-03-18 15:10:00,84,1,78,30,22,21,16,18,7,28,8,19,9,341
2024-03-18 15:20:00,89,1,58,32,15,17,25,19,9,19,10,24,7,325
2024-03-18 15:30:00,105,1,68,40,15,6,19,23,13,11,8,15,7,331
2024-03-18 15:40:00,134,1,73,34,18,8,21,18,6,13,12,15,12,365
2024-03-18 15:50:00,81,1,61,35,18,25,21,16,9,22,10,13,8,320
2024-03-18 16:00:00,68,1,71,40,15,2,23,23,8,13,12,19,7,302
2024-03-18 16:10:00,77,2,70,32,14,10,22,16,4,17,3,16,6,289
2024-03-18 16:20:00,100,3,100,44,12,8,14,18,10,16,3,12,8,348
2024-03-18 16:30:00,66,1,74,34,15,3,19,16,6,15,6,16,6,277
2024-03-18 16:40:00,75,4,89,37,9,6,19,17,8,15,5,14,9,307
2024-03-18 16:50:00,90,3,80,39,11,21,13,20,6,13,6,16,5,323
2024-03-18 17:00:00,73,1,76,42,17,2,20,18,41,13,4,10,8,325
2024-03-18 17:10:00,96,1,98,29,17,2,16,19,5,17,6,16,12,334
2024-03-18 17:20:00,85,2,69,37,7,27,21,14,10,21,6,19,6,324
2024-03-18 17:30:00,80,1,77,30,14,2,20,12,8,21,6,14,9,294
2024-03-18 17:40:00,83,0,83,47,15,23,16,16,6,20,13,18,7,347
2024-03-18 17:50:00,85,1,69,31,12,30,21,18,6,15,7,15,7,317
2024-03-18 18:00:00,99,0,71,35,16,21,14,18,5,25,12,17,7,340
2024-03-18 18:10:00,96,0,67,17,9,24,17,21,5,18,6,13,4,297
2024-03-18 18:20:00,73,0,64,18,12,26,10,34,8,28,5,17,10,305
2024-03-18 18:30:00,79,0,76,28,12,28,19,25,20,28,4,15,6,340
2024-03-18 18:40:00,74,2,73,31,15,27,18,20,11,21,9,25,9,335
2024-03-18 18:50:00,69,2,54,26,13,35,16,29,9,24,8,15,2,302
2024-03-18 19:00:00,57,0,58,27,18,60,17,30,7,31,10,22,8,345
2024-03-18 19:10:00,78,1,63,16,14,50,8,20,8,25,7,16,9,315
2024-03-18 19:20:00,88,0,59,26,15,52,7,22,6,33,2,22,10,342
2024-03-18 19:30:00,74,1,45,15,14,42,16,25,11,39,6,21,12,321
2024-03-18 19:40:00,56,0,38,10,15,53,13,11,9,34,6,14,4,263
2024-03-18 19:50:00,51,0,35,7,6,29,9,34,8,27,0,10,1,217
2024-03-18 20:00:00,61,0,36,16,11,45,19,12,3,24,7,9,14,257
2024-03-18 20:10:00,46,0,36,20,9,51,9,16,8,27,7,14,3,246
2024-03-18 20:20:00,57,0,35,14,6,48,19,15,10,25,6,19,2,256
2024-03-18 20:30:00,30,0,29,8,8,41,7,22,10,32,2,8,2,199
