datetime,V21Z,V81Z,Total
2024-03-03 07:30:00,9,11,20
2024-03-03 07:40:00,6,7,13
2024-03-03 07:50:00,9,11,20
2024-03-03 08:00:00,13,19,32
2024-03-03 08:10:00,6,7,13
2024-03-03 08:20:00,14,13,27
2024-03-03 08:30:00,18,16,34
2024-03-03 08:40:00,15,16,31
2024-03-03 08:50:00,14,23,37
2024-03-03 09:00:00,19,23,42
2024-03-03 09:10:00,24,31,55
2024-03-03 09:20:00,16,28,44
2024-03-03 09:30:00,30,42,72
2024-03-03 09:40:00,31,35,66
2024-03-03 09:50:00,31,35,66
2024-03-03 10:00:00,39,41,80
2024-03-03 10:10:00,22,36,58
2024-03-03 10:20:00,36,32,68
2024-03-03 10:30:00,32,40,72
2024-03-03 10:40:00,40,46,86
2024-03-03 10:50:00,37,45,82
2024-03-03 11:00:00,33,28,61
2024-03-03 11:10:00,47,45,92
2024-03-03 11:20:00,44,52,96
2024-03-03 11:30:00,41,49,90
2024-03-03 11:40:00,36,42,78
2024-03-03 11:50:00,31,46,77
2024-03-03 12:00:00,46,61,107
2024-03-03 12:10:00,34,57,91
2024-03-03 12:20:00,39,59,98
2024-03-03 12:30:00,53,71,124
2024-03-03 12:40:00,37,57,94
2024-03-03 12:50:00,57,61,118
2024-03-03 13:00:00,33,39,72
2024-03-03 13:10:00,47,57,104
2024-03-03 13:20:00,36,54,90
2024-03-03 13:30:00,43,36,79
2024-03-03 13:40:00,58,59,117
2024-03-03 13:50:00,40,60,100
2024-03-03 14:00:00,49,45,94
2024-03-03 14:10:00,37,37,74
2024-03-03 14:20:00,40,38,78
2024-03-03 14:30:00,51,56,107
2024-03-03 14:40:00,48,49,97
2024-03-03 14:50:00,36,50,86
2024-03-03 15:00:00,44,58,102
2024-03-03 15:10:00,47,56,103
2024-03-03 15:20:00,34,50,84
2024-03-03 15:30:00,45,44,89
2024-03-03 15:40:00,47,46,93
2024-03-03 15:50:00,42,47,89
2024-03-03 16:00:00,37,43,80
2024-03-03 16:10:00,39,45,84
2024-03-03 16:20:00,38,52,90
2024-03-03 16:30:00,34,58,92
2024-03-03 16:40:00,47,42,89
2024-03-03 16:50:00,47,46,93
2024-03-03 17:00:00,46,56,102
2024-03-03 17:10:00,47,52,99
2024-03-03 17:20:00,27,39,66
2024-03-03 17:30:00,41,58,99
2024-03-03 17:40:00,30,52,82
2024-03-03 17:50:00,37,51,88
2024-03-03 18:00:00,27,52,79
2024-03-03 18:10:00,35,48,83
2024-03-03 18:20:00,26,44,70
2024-03-03 18:30:00,32,39,71
2024-03-03 18:40:00,22,35,57
2024-03-03 18:50:00,18,31,49
2024-03-03 19:00:00,29,36,65
2024-03-03 19:10:00,26,23,49
2024-03-03 19:20:00,21,28,49
2024-03-03 19:30:00,29,33,62
2024-03-03 19:40:00,18,36,54
2024-03-03 19:50:00,14,37,51
2024-03-03 20:00:00,17,23,40
2024-03-03 20:10:00,10,30,40
2024-03-03 20:20:00,17,37,54
2024-03-03 20:30:00,24,30,54
2024-03-03 20:40:00,18,15,33
2024-03-03 20:50:00,18,30,48
2024-03-03 21:00:00,18,27,45
2024-03-03 21:10:00,23,20,43
2024-03-03 21:20:00,12,19,31
2024-03-03 21:30:00,12,19,31
2024-03-03 21:40:00,18,20,38
2024-03-03 21:50:00,13,20,33
2024-03-03 22:00:00,12,22,34
2024-03-03 22:10:00,10,16,26
2024-03-03 22:20:00,10,21,31
2024-03-03 22:30:00,13,13,26
2024-03-03 22:40:00,8,13,21
2024-03-03 22:50:00,9,15,24
2024-03-03 23:00:00,14,11,25
2024-03-03 23:10:00,9,15,24
2024-03-03 23:20:00,9,7,16
2024-03-03 23:30:00,8,13,21
2024-03-03 23:40:00,6,4,10
2024-03-03 23:50:00,4,8,12
2024-03-04 00:00:00,10,6,16
2024-03-04 00:10:00,4,3,7
2024-03-04 00:20:00,4,7,11
2024-03-04 00:30:00,2,4,6
2024-03-04 00:40:00,4,0,4
2024-03-04 00:50:00,1,7,8
2024-03-04 01:00:00,3,4,7
2024-03-04 01:10:00,1,5,6
2024-03-04 01:20:00,1,6,7
2024-03-04 01:30:00,6,4,10
2024-03-04 01:40:00,1,2,3
2024-03-04 01:50:00,0,3,3
2024-03-04 02:00:00,1,0,1
2024-03-04 02:10:00,1,1,2
2024-03-04 02:20:00,0,2,2
2024-03-04 02:30:00,0,0,0
2024-03-04 02:40:00,0,0,0
2024-03-04 02:50:00,2,2,4
2024-03-04 03:00:00,3,4,7
2024-03-04 03:10:00,0,0,0
2024-03-04 03:20:00,0,2,2
2024-03-04 03:30:00,1,1,2
2024-03-04 03:40:00,2,2,4
2024-03-04 03:50:00,2,0,2
2024-03-04 04:00:00,1,3,4
2024-03-04 04:10:00,2,1,3
2024-03-04 04:20:00,3,5,8
2024-03-04 04:30:00,4,4,8
2024-03-04 04:40:00,5,5,10
2024-03-04 04:50:00,7,6,13
2024-03-04 05:00:00,7,13,20
2024-03-04 05:10:00,5,13,18
2024-03-04 05:20:00,10,13,23
2024-03-04 05:30:00,9,25,34
2024-03-04 05:40:00,10,35,45
2024-03-04 05:50:00,13,47,60
2024-03-04 06:00:00,15,32,47
2024-03-04 06:10:00,8,38,46
2024-03-04 06:20:00,18,46,64
2024-03-04 06:30:00,20,36,56
2024-03-04 06:40:00,25,42,67
2024-03-04 06:50:00,23,53,76
2024-03-04 07:00:00,25,54,79
2024-03-04 07:10:00,31,43,74
2024-03-04 07:20:00,33,60,93
2024-03-04 07:30:00,37,49,86
2024-03-04 07:40:00,36,41,77
2024-03-04 07:50:00,25,42,67
2024-03-04 08:00:00,34,46,80
2024-03-04 08:10:00,34,55,89
2024-03-04 08:20:00,42,51,93
2024-03-04 08:30:00,34,54,88
2024-03-04 08:40:00,32,45,77
2024-03-04 08:50:00,38,69,107
2024-03-04 09:00:00,42,52,94
2024-03-04 09:10:00,31,59,90
2024-03-04 09:20:00,42,45,87
2024-03-04 09:30:00,40,49,89
2024-03-04 09:40:00,46,51,97
2024-03-04 09:50:00,42,48,90
2024-03-04 10:00:00,34,34,68
2024-03-04 10:10:00,33,41,74
2024-03-04 10:20:00,31,51,82
2024-03-04 10:30:00,53,54,107
2024-03-04 10:40:00,47,48,95
2024-03-04 10:50:00,40,48,88
2024-03-04 11:00:00,28,40,68
2024-03-04 11:10:00,41,45,86
2024-03-04 11:20:00,42,43,85
2024-03-04 11:30:00,28,48,76
2024-03-04 11:40:00,42,48,90
2024-03-04 11:50:00,51,49,100
2024-03-04 12:00:00,55,54,109
2024-03-04 12:10:00,39,55,94
2024-03-04 12:20:00,51,49,100
2024-03-04 12:30:00,49,50,99
2024-03-04 12:40:00,39,45,84
2024-03-04 12:50:00,35,62,97
2024-03-04 13:00:00,42,42,84
2024-03-04 13:10:00,20,44,64
2024-03-04 13:20:00,46,40,86
2024-03-04 13:30:00,42,57,99
2024-03-04 13:40:00,31,54,85
2024-03-04 13:50:00,45,48,93
2024-03-04 14:00:00,43,43,86
2024-03-04 14:10:00,48,53,101
2024-03-04 14:20:00,48,51,99
2024-03-04 14:30:00,47,52,99
2024-03-04 14:40:00,39,48,87
2024-03-04 14:50:00,56,58,114
2024-03-04 15:00:00,59,69,128
2024-03-04 15:10:00,39,53,92
2024-03-04 15:20:00,49,46,95
2024-03-04 15:30:00,49,56,105
2024-03-04 15:40:00,30,63,93
2024-03-04 15:50:00,48,61,109
2024-03-04 16:00:00,25,43,68
2024-03-04 16:10:00,39,42,81
2024-03-04 16:20:00,38,46,84
2024-03-04 16:30:00,40,53,93
2024-03-04 16:40:00,63,60,123
2024-03-04 16:50:00,44,43,87
2024-03-04 17:00:00,39,44,83
2024-03-04 17:10:00,48,53,101
2024-03-04 17:20:00,46,65,111
2024-03-04 17:30:00,53,53,106
2024-03-04 17:40:00,43,48,91
2024-03-04 17:50:00,41,55,96
2024-03-04 18:00:00,36,52,88
2024-03-04 18:10:00,30,36,66
2024-03-04 18:20:00,31,53,84
2024-03-04 18:30:00,35,58,93
2024-03-04 18:40:00,31,40,71
2024-03-04 18:50:00,32,44,76
2024-03-04 19:00:00,26,39,65
2024-03-04 19:10:00,38,33,71
2024-03-04 19:20:00,27,43,70
2024-03-04 19:30:00,27,41,68
2024-03-04 19:40:00,23,33,56
2024-03-04 19:50:00,21,58,79
2024-03-04 20:00:00,19,24,43
2024-03-04 20:10:00,16,28,44
2024-03-04 20:20:00,23,21,44
2024-03-04 20:30:00,23,34,57
2024-03-04 20:40:00,10,38,48
2024-03-04 20:50:00,23,27,50
2024-03-04 21:00:00,25,24,49
2024-03-04 21:10:00,20,27,47
2024-03-04 21:20:00,19,16,35
2024-03-04 21:30:00,17,19,36
2024-03-04 21:40:00,15,21,36
2024-03-04 21:50:00,11,18,29
2024-03-04 22:00:00,16,24,40
2024-03-04 22:10:00,14,22,36
2024-03-04 22:20:00,14,20,34
2024-03-04 22:30:00,14,17,31
2024-03-04 22:40:00,14,15,29
2024-03-04 22:50:00,8,6,14
2024-03-04 23:00:00,8,11,19
2024-03-04 23:10:00,11,8,19
2024-03-04 23:20:00,10,19,29
2024-03-04 23:30:00,9,5,14
2024-03-04 23:40:00,6,13,19
2024-03-04 23:50:00,5,6,11
2024-03-05 00:00:00,3,3,6
2024-03-05 00:10:00,1,3,4
2024-03-05 00:20:00,3,10,13
2024-03-05 00:30:00,2,7,9
2024-03-05 00:40:00,0,6,6
2024-03-05 00:50:00,2,4,6
2024-03-05 01:00:00,1,5,6
2024-03-05 01:10:00,1,2,3
2024-03-05 01:20:00,2,2,4
2024-03-05 01:30:00,1,4,5
2024-03-05 01:40:00,2,2,4
2024-03-05 01:50:00,3,3,6
2024-03-05 02:00:00,0,4,4
2024-03-05 02:10:00,0,0,0
2024-03-05 02:20:00,1,2,3
2024-03-05 02:30:00,1,2,3
2024-03-05 02:40:00,0,0,0
2024-03-05 02:50:00,3,0,3
2024-03-05 03:00:00,1,6,7
2024-03-05 03:10:00,0,0,0
2024-03-05 03:20:00,2,2,4
2024-03-05 03:30:00,1,2,3
2024-03-05 03:40:00,1,3,4
2024-03-05 03:50:00,0,2,2
2024-03-05 04:00:00,0,5,5
2024-03-05 04:10:00,0,2,2
2024-03-05 04:20:00,5,6,11
2024-03-05 04:30:00,7,7,14
2024-03-05 04:40:00,4,5,9
2024-03-05 04:50:00,6,9,15
2024-03-05 05:00:00,7,11,18
2024-03-05 05:10:00,6,20,26
2024-03-05 05:20:00,14,17,31
2024-03-05 05:30:00,13,9,22
2024-03-05 05:40:00,16,29,45
2024-03-05 05:50:00,8,46,54
2024-03-05 06:00:00,13,38,51
2024-03-05 06:10:00,18,47,65
2024-03-05 06:20:00,22,46,68
2024-03-05 06:30:00,17,46,63
2024-03-05 06:40:00,21,59,80
2024-03-05 06:50:00,22,51,73
2024-03-05 07:00:00,16,46,62
2024-03-05 07:10:00,21,59,80
2024-03-05 07:20:00,40,33,73
2024-03-05 07:30:00,19,10,29
2024-03-05 07:40:00,36,50,86
2024-03-05 07:50:00,31,49,80
2024-03-05 08:00:00,23,44,67
2024-03-05 08:10:00,33,59,92
2024-03-05 08:20:00,36,51,87
2024-03-05 08:30:00,40,59,99
2024-03-05 08:40:00,39,68,107
2024-03-05 08:50:00,23,54,77
2024-03-05 09:00:00,37,66,103
2024-03-05 09:10:00,37,51,88
2024-03-05 09:20:00,32,56,88
2024-03-05 09:30:00,34,45,79
2024-03-05 09:40:00,39,51,90
2024-03-05 09:50:00,33,59,92
2024-03-05 10:00:00,34,48,82
2024-03-05 10:10:00,24,46,70
2024-03-05 10:20:00,34,57,91
2024-03-05 10:30:00,36,49,85
2024-03-05 10:40:00,47,45,92
2024-03-05 10:50:00,37,48,85
2024-03-05 11:00:00,38,49,87
2024-03-05 11:10:00,38,46,84
2024-03-05 11:20:00,47,55,102
2024-03-05 11:30:00,32,49,81
2024-03-05 11:40:00,37,58,95
2024-03-05 11:50:00,39,54,93
2024-03-05 12:00:00,36,54,90
2024-03-05 12:10:00,29,53,82
2024-03-05 12:20:00,32,52,84
2024-03-05 12:30:00,28,49,77
2024-03-05 12:40:00,55,61,116
2024-03-05 12:50:00,36,48,84
2024-03-05 13:00:00,28,47,75
2024-03-05 13:10:00,42,46,88
2024-03-05 13:20:00,52,45,97
2024-03-05 13:30:00,34,56,90
2024-03-05 13:40:00,28,53,81
2024-03-05 13:50:00,34,51,85
2024-03-05 14:00:00,35,52,87
2024-03-05 14:10:00,31,56,87
2024-03-05 14:20:00,30,54,84
2024-03-05 14:30:00,28,48,76
2024-03-05 14:40:00,28,54,82
2024-03-05 14:50:00,31,50,81
2024-03-05 15:00:00,35,37,72
2024-03-05 15:10:00,38,55,93
2024-03-05 15:20:00,42,52,94
2024-03-05 15:30:00,37,45,82
2024-03-05 15:40:00,39,39,78
2024-03-05 15:50:00,49,41,90
2024-03-05 16:00:00,25,49,74
2024-03-05 16:10:00,55,61,116
2024-03-05 16:20:00,52,61,113
2024-03-05 16:30:00,66,56,122
2024-03-05 16:40:00,40,56,96
2024-03-05 16:50:00,61,52,113
2024-03-05 17:00:00,41,42,83
2024-03-05 17:10:00,43,61,104
2024-03-05 17:20:00,32,48,80
2024-03-05 17:30:00,55,58,113
2024-03-05 17:40:00,30,53,83
2024-03-05 17:50:00,39,56,95
2024-03-05 18:00:00,36,62,98
2024-03-05 18:10:00,35,53,88
2024-03-05 18:20:00,32,51,83
2024-03-05 18:30:00,27,45,72
2024-03-05 18:40:00,32,44,76
2024-03-05 18:50:00,25,44,69
2024-03-05 19:00:00,26,49,75
2024-03-05 19:10:00,25,32,57
2024-03-05 19:20:00,18,37,55
2024-03-05 19:30:00,27,49,76
2024-03-05 19:40:00,23,36,59
2024-03-05 19:50:00,24,34,58
2024-03-05 20:00:00,23,27,50
2024-03-05 20:10:00,22,38,60
2024-03-05 20:20:00,25,41,66
2024-03-05 20:30:00,19,28,47
2024-03-05 20:40:00,21,29,50
2024-03-05 20:50:00,16,35,51
2024-03-05 21:00:00,14,37,51
2024-03-05 21:10:00,26,18,44
2024-03-05 21:20:00,20,30,50
2024-03-05 21:30:00,15,30,45
2024-03-05 21:40:00,9,15,24
2024-03-05 21:50:00,15,26,41
2024-03-05 22:00:00,25,22,47
2024-03-05 22:10:00,22,30,52
2024-03-05 22:20:00,16,29,45
2024-03-05 22:30:00,10,18,28
2024-03-05 22:40:00,13,15,28
2024-03-05 22:50:00,7,7,14
2024-03-05 23:00:00,9,8,17
2024-03-05 23:10:00,9,7,16
2024-03-05 23:20:00,4,10,14
2024-03-05 23:30:00,11,9,20
2024-03-05 23:40:00,3,4,7
2024-03-05 23:50:00,3,15,18
2024-03-06 00:00:00,8,4,12
2024-03-06 00:10:00,4,3,7
2024-03-06 00:20:00,3,6,9
2024-03-06 00:30:00,3,8,11
2024-03-06 00:40:00,5,10,15
2024-03-06 00:50:00,2,6,8
2024-03-06 01:00:00,1,12,13
2024-03-06 01:10:00,2,3,5
2024-03-06 01:20:00,3,3,6
2024-03-06 01:30:00,2,0,2
2024-03-06 01:40:00,3,5,8
2024-03-06 01:50:00,4,2,6
2024-03-06 02:00:00,2,0,2
2024-03-06 02:10:00,1,2,3
2024-03-06 02:20:00,0,3,3
2024-03-06 02:30:00,3,4,7
2024-03-06 02:40:00,2,4,6
2024-03-06 02:50:00,3,4,7
2024-03-06 03:00:00,1,0,1
2024-03-06 03:10:00,0,0,0
2024-03-06 03:20:00,1,2,3
