datetime,D41Z,V42Z,D71Z,D81Z,D82Z,V83Z,V84Z,D811Z,D812Z,V813Z,V814Z,D111Z,D112Z,V113Z,V114Z,D115Z,D121Z,D122Z,V123Z,V124Z,D125Z,D126Z,V521Z,Total
2024-03-20 19:40:00,14,14,6,10,14,16,13,16,23,21,13,15,24,14,21,33,127,25,16,15,76,11,5,542
2024-03-20 19:50:00,13,11,5,12,18,20,16,16,25,23,21,8,28,5,19,35,46,27,15,19,72,10,4,468
2024-03-20 20:00:00,17,18,5,9,10,14,10,16,15,17,17,14,27,11,31,35,57,26,21,20,69,12,2,473
2024-03-20 20:10:00,9,9,6,6,13,14,14,13,12,16,18,13,26,6,19,29,37,17,18,15,59,8,2,379
2024-03-20 20:20:00,10,13,8,6,8,21,10,8,14,16,10,7,21,5,16,26,49,12,17,11,57,9,0,354
2024-03-20 20:30:00,40,8,5,7,56,10,11,12,14,14,14,3,21,7,16,24,30,15,15,13,38,8,4,385
2024-03-20 20:40:00,7,7,5,8,11,21,7,9,14,15,10,10,23,8,17,32,34,12,15,11,44,3,7,330
2024-03-20 20:50:00,3,1,7,8,7,14,7,7,8,11,10,12,20,10,23,33,40,21,21,16,58,9,5,351
2024-03-20 21:00:00,182,8,4,10,8,13,7,7,13,12,10,10,14,5,15,25,49,15,20,13,58,139,7,644
2024-03-20 21:10:00,22,6,8,6,6,15,8,7,8,9,7,6,22,8,18,18,38,14,26,15,49,5,4,325
2024-03-20 21:20:00,4,8,3,6,11,8,13,9,10,14,12,10,23,11,20,32,35,18,19,14,42,10,2,334
2024-03-20 21:30:00,5,5,8,5,11,16,11,10,10,9,12,6,19,5,22,25,34,14,20,11,53,7,2,320
2024-03-20 21:40:00,4,6,3,8,12,15,13,13,8,6,11,7,26,9,25,29,39,12,21,9,43,4,3,326
2024-03-20 21:50:00,1,3,3,4,11,15,12,10,6,5,10,3,19,3,21,25,32,15,18,11,40,10,2,279
2024-03-20 22:00:00,45,7,4,6,12,11,15,9,15,13,13,4,16,5,23,18,36,14,13,15,51,3,1,349
2024-03-20 22:10:00,4,6,2,3,12,8,9,9,8,9,11,3,18,4,16,22,36,10,20,14,39,4,1,268
2024-03-20 22:20:00,2,3,1,8,11,10,13,9,10,11,7,5,17,5,11,24,43,13,17,16,47,8,4,295
2024-03-20 22:30:00,7,7,5,8,9,16,11,8,16,19,12,8,16,8,18,22,41,10,16,10,54,6,3,330
2024-03-20 22:40:00,2,2,2,3,7,5,8,6,4,4,6,2,9,2,16,9,26,5,20,4,28,1,1,172
2024-03-20 22:50:00,2,6,1,3,5,4,9,4,5,6,6,8,13,8,11,17,16,4,16,5,21,4,5,179
2024-03-20 23:00:00,2,4,3,3,12,10,10,9,5,5,11,4,4,3,7,10,26,6,21,6,26,5,2,194
2024-03-20 23:10:00,1,1,1,7,3,12,6,3,8,8,5,4,12,2,12,14,17,5,13,4,22,5,4,169
2024-03-20 23:20:00,7,11,1,2,9,8,8,9,10,10,16,2,7,0,11,9,21,6,19,6,23,2,3,200
2024-03-20 23:30:00,86,3,2,3,5,7,5,4,4,5,7,4,7,1,13,8,12,4,13,1,17,14,3,228
2024-03-20 23:40:00,15,4,2,4,2,8,5,2,5,5,5,3,5,1,10,5,11,0,9,0,10,0,0,111
2024-03-20 23:50:00,7,5,4,2,3,6,4,5,5,5,7,2,2,1,5,3,12,2,12,2,14,1,2,111
2024-03-21 00:00:00,0,5,1,3,4,3,4,3,1,1,5,2,5,0,6,6,10,1,7,1,10,0,0,78
2024-03-21 00:10:00,1,1,2,2,2,6,1,2,2,3,2,2,5,2,9,7,10,1,9,3,9,3,0,84
2024-03-21 00:20:00,1,2,0,0,1,2,1,1,2,1,1,1,1,1,4,3,7,0,7,0,7,0,2,45
2024-03-21 00:30:00,1,2,1,0,2,5,2,1,1,1,3,2,7,1,8,7,8,1,9,2,8,1,0,73
2024-03-21 00:40:00,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,5,0,4,0,5,0,2,29
2024-03-21 00:50:00,0,3,0,1,1,2,1,0,0,0,0,1,1,1,4,2,5,0,5,0,6,1,1,35
2024-03-21 01:00:00,1,1,0,1,0,1,0,0,2,2,0,1,0,2,3,2,5,0,5,0,4,0,3,33
2024-03-21 01:10:00,1,2,0,1,3,3,2,0,2,4,0,2,4,0,5,7,4,0,3,1,5,0,1,50
2024-03-21 01:20:00,1,1,0,0,3,2,3,5,0,2,6,1,5,0,7,4,9,1,6,2,9,1,2,70
2024-03-21 01:30:00,2,2,0,2,0,5,0,0,3,4,0,0,4,0,6,4,5,0,4,0,7,1,2,51
2024-03-21 01:40:00,249,0,1,0,1,1,1,1,1,1,2,1,1,2,3,2,3,2,3,2,4,10,1,292
2024-03-21 01:50:00,0,0,0,0,1,0,2,1,0,0,1,0,2,0,2,3,1,1,1,1,2,1,0,19
2024-03-21 02:00:00,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,6,1,7,1,7,1,0,29
2024-03-21 02:10:00,0,0,0,0,1,0,1,1,0,0,1,2,1,1,2,3,4,1,6,1,6,1,1,33
2024-03-21 02:20:00,0,0,1,0,1,1,1,1,0,0,1,1,1,0,2,1,7,0,6,0,5,0,0,29
2024-03-21 02:30:00,1,1,0,0,1,0,1,1,1,1,1,1,2,0,3,2,4,0,6,0,4,0,0,30
2024-03-21 02:40:00,1,1,0,0,1,0,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,0,0,19
2024-03-21 02:50:00,1,1,0,0,1,1,1,1,1,1,1,1,5,1,4,4,0,0,0,0,2,0,0,26
2024-03-21 03:00:00,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,1,1,1,1,1,0,14
2024-03-21 03:10:00,0,0,0,2,1,2,1,1,1,2,2,2,3,0,3,3,2,0,1,0,1,0,0,27
2024-03-21 03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,2,0,3,0,0,10
2024-03-21 03:30:00,227,2,0,0,1,0,1,1,0,0,1,1,1,0,2,2,4,0,4,0,3,0,1,251
2024-03-21 03:40:00,301,0,1,1,1,2,3,1,1,1,2,1,1,0,4,2,5,0,2,0,5,0,0,334
2024-03-21 03:50:00,0,1,0,1,1,1,1,2,1,1,2,1,3,1,5,3,4,0,6,1,5,0,0,40
2024-03-21 04:00:00,182,0,0,0,2,0,1,0,0,0,0,2,2,1,3,3,2,0,0,0,3,0,1,202
2024-03-21 04:10:00,73,3,0,2,0,2,0,0,2,2,0,0,1,0,3,2,4,0,3,0,3,0,2,102
2024-03-21 04:20:00,0,0,0,0,1,0,1,1,0,0,2,0,1,1,1,2,4,0,4,0,4,0,1,23
2024-03-21 04:30:00,165,2,1,0,3,2,2,0,2,2,0,1,2,0,7,2,4,1,5,2,5,2,0,210
2024-03-21 04:40:00,0,2,0,2,3,2,1,0,2,2,0,2,1,1,4,2,11,0,5,1,11,1,1,54
2024-03-21 04:50:00,1,3,0,2,5,2,3,2,3,3,2,0,1,0,6,1,6,1,4,2,8,1,2,58
2024-03-21 05:00:00,1,1,0,1,5,1,4,3,2,2,4,0,1,0,4,1,6,2,6,2,8,3,2,59
2024-03-21 05:10:00,2,2,1,3,1,4,0,0,4,4,0,1,2,0,4,2,11,2,8,3,12,1,2,69
2024-03-21 05:20:00,487,3,4,4,3,7,4,2,7,10,2,1,2,1,12,2,21,2,7,2,21,2,3,609
2024-03-21 05:30:00,17,2,1,4,7,8,3,1,7,12,2,0,2,0,12,2,15,3,12,6,16,0,2,134
2024-03-21 05:40:00,203,8,1,4,6,6,7,8,8,9,11,5,5,1,12,6,26,6,18,7,33,5,3,398
2024-03-21 05:50:00,181,5,5,6,44,11,7,3,8,9,3,7,5,6,17,11,25,4,14,6,28,34,2,441
2024-03-21 06:00:00,28,1,2,8,8,11,4,5,9,9,3,2,6,1,13,7,26,7,17,7,35,4,2,215
2024-03-21 06:10:00,186,6,5,5,91,12,7,6,11,13,6,5,11,0,11,10,34,3,22,3,37,2,3,489
2024-03-21 06:20:00,7,8,3,7,9,14,8,6,12,11,6,1,10,0,20,11,35,12,19,12,40,13,3,267
2024-03-21 06:30:00,79,9,3,5,6,10,6,9,9,14,9,2,14,0,18,12,41,11,20,12,48,8,3,348
2024-03-21 06:40:00,19,13,4,12,11,15,7,15,18,16,10,6,14,4,19,21,43,17,14,18,60,14,4,374
2024-03-21 06:50:00,39,7,3,10,14,13,10,18,19,22,15,5,14,4,27,20,62,19,17,14,66,14,3,435
2024-03-21 07:00:00,24,10,5,13,20,24,14,25,30,23,19,3,10,2,13,11,46,9,15,8,55,13,3,395
2024-03-21 07:10:00,291,10,14,10,16,21,12,20,21,19,15,7,11,6,17,18,46,22,12,16,60,23,4,691
2024-03-21 07:20:00,73,15,12,20,22,21,17,25,36,31,20,11,22,9,25,32,67,35,15,13,88,24,2,635
2024-03-21 07:30:00,96,9,42,17,27,25,13,32,39,31,20,13,27,6,24,35,61,26,10,13,79,38,5,688
2024-03-21 07:40:00,180,12,9,17,26,20,11,33,52,36,23,13,31,9,21,45,68,34,13,18,91,16,2,780
2024-03-21 07:50:00,89,12,12,14,20,27,13,26,45,36,21,14,36,10,22,53,67,18,7,16,88,41,4,691
2024-03-21 08:00:00,30,12,10,14,38,20,14,27,39,32,25,21,33,13,19,41,72,27,14,17,84,34,3,639
2024-03-21 08:10:00,29,14,10,18,12,22,9,21,34,31,18,13,25,8,27,41,61,32,12,16,84,26,3,566
2024-03-21 08:20:00,88,17,8,20,21,23,16,20,34,32,15,10,22,2,22,27,65,33,14,19,89,25,4,626
2024-03-21 08:30:00,93,11,9,17,28,19,12,31,33,29,25,11,30,5,18,41,75,31,8,15,93,28,6,668
2024-03-21 08:40:00,154,19,12,15,47,10,20,16,32,27,19,12,21,6,18,38,68,28,14,18,91,31,2,718
2024-03-21 08:50:00,122,16,18,14,21,15,7,18,27,31,13,5,22,4,18,27,63,29,18,19,83,23,5,618
2024-03-21 09:00:00,23,13,14,17,31,23,19,31,35,32,23,4,22,6,26,28,51,34,14,16,78,28,3,571
2024-03-21 09:10:00,176,15,11,17,40,31,16,19,30,31,14,14,21,5,18,34,44,20,9,12,59,43,6,685
2024-03-21 09:20:00,97,10,14,19,26,15,15,28,32,22,21,11,22,10,19,35,50,20,20,11,68,22,5,592
2024-03-21 09:30:00,14,11,5,18,34,24,16,31,27,28,28,16,21,9,15,32,54,28,19,22,86,17,3,558
2024-03-21 09:40:00,168,19,11,20,27,33,21,29,33,31,20,16,29,12,23,40,60,36,13,22,94,60,9,826
2024-03-21 09:50:00,13,13,11,17,30,31,31,30,35,28,28,14,23,13,16,40,113,32,9,18,84,23,3,655
2024-03-21 10:00:00,97,13,8,9,62,19,15,18,31,27,18,11,32,8,21,38,64,22,15,19,69,70,3,689
2024-03-21 10:10:00,131,12,7,21,22,23,20,13,39,30,9,10,29,10,17,41,61,24,17,21,79,91,2,729
2024-03-21 10:20:00,175,15,27,18,25,17,13,24,36,25,17,9,25,5,19,33,59,32,16,23,80,91,12,796
2024-03-21 10:30:00,88,9,21,16,17,29,19,20,36,33,18,11,29,14,18,41,56,35,13,25,90,73,10,721
2024-03-21 10:40:00,157,12,7,21,23,23,19,21,38,26,15,19,27,9,28,38,67,27,12,20,89,18,1,717
2024-03-21 10:50:00,72,13,21,19,24,29,18,23,33,31,18,11,30,8,17,41,58,33,20,15,88,98,2,722
2024-03-21 11:00:00,117,10,20,20,83,25,11,21,30,27,20,16,33,12,19,52,62,40,15,19,84,54,5,795
2024-03-21 11:10:00,81,12,4,16,18,14,17,23,38,31,16,6,30,4,20,37,62,29,12,19,88,154,1,732
2024-03-21 11:20:00,87,18,9,20,21,22,18,22,29,26,18,7,28,5,16,33,62,27,11,20,72,7,3,581
2024-03-21 11:30:00,69,16,8,20,21,27,12,23,38,34,20,13,19,4,20,34,68,38,10,22,95,168,2,781
2024-03-21 11:40:00,213,15,6,20,23,18,14,25,30,26,19,17,22,11,15,41,61,44,13,17,86,38,4,778
2024-03-21 11:50:00,96,12,14,19,20,26,13,18,34,33,15,15,32,11,18,42,76,40,9,22,111,133,4,813
2024-03-21 12:00:00,30,10,23,12,20,25,20,20,21,16,16,22,41,13,24,56,57,48,6,16,92,145,4,737
2024-03-21 12:10:00,60,21,28,16,23,24,16,28,37,31,23,20,43,11,23,64,66,48,9,20,82,303,4,1000
2024-03-21 12:20:00,33,14,10,17,22,26,23,22,31,34,18,19,44,13,21,58,69,38,18,19,76,24,6,655
2024-03-21 12:30:00,149,15,20,19,21,24,20,19,36,30,13,14,42,15,16,62,63,37,16,21,95,357,3,1107
2024-03-21 12:40:00,46,21,24,16,33,26,34,27,34,25,20,12,45,10,18,56,273,45,8,17,90,230,6,1116
2024-03-21 12:50:00,15,13,15,14,25,35,22,29,21,20,26,22,41,13,12,57,65,39,4,24,101,23,6,642
2024-03-21 13:00:00,113,15,18,17,19,37,24,19,28,32,16,21,50,13,21,68,68,48,4,12,86,299,5,1033
2024-03-21 13:10:00,28,13,16,15,17,28,15,18,30,33,17,11,71,5,16,64,80,54,7,19,106,233,3,899
2024-03-21 13:20:00,126,16,14,19,23,24,17,25,30,24,20,12,43,5,16,53,72,37,8,24,82,231,0,921
2024-03-21 13:30:00,18,15,14,15,21,19,14,22,27,24,18,13,40,12,18,53,65,33,10,19,96,37,1,604
2024-03-21 13:40:00,172,7,49,18,20,29,24,17,24,22,14,14,34,15,19,51,78,38,10,27,101,557,1,1341
2024-03-21 13:50:00,83,21,30,24,23,20,14,24,40,37,19,22,32,18,23,51,71,104,8,28,107,363,1,1163
2024-03-21 14:00:00,6,14,11,13,39,15,15,20,29,30,12,20,60,9,25,75,73,53,10,27,104,222,3,885
2024-03-21 14:10:00,169,17,37,20,25,29,19,26,32,31,19,17,44,12,13,55,78,43,8,22,111,364,6,1197
2024-03-21 14:20:00,114,12,23,19,30,19,20,28,29,26,21,17,56,10,17,70,75,40,9,22,95,723,4,1479
2024-03-21 14:30:00,172,14,15,15,24,27,18,24,31,26,22,16,46,12,19,68,78,186,5,15,100,430,8,1371
2024-03-21 14:40:00,82,13,15,16,23,26,21,22,38,28,15,17,60,12,15,81,84,62,1,13,97,440,6,1187
2024-03-21 14:50:00,43,14,17,21,25,21,21,27,36,28,20,18,63,9,10,72,75,59,3,21,107,154,3,867
2024-03-21 15:00:00,50,13,18,18,17,24,15,18,29,33,12,24,66,12,11,89,94,69,3,17,110,443,6,1191
2024-03-21 15:10:00,91,16,14,21,20,19,9,23,31,26,18,26,78,17,21,93,100,52,10,29,112,412,3,1241
2024-03-21 15:20:00,123,13,75,17,20,32,14,19,29,25,14,16,74,10,15,84,78,53,19,25,113,700,5,1573
2024-03-21 15:30:00,473,16,55,17,23,26,9,22,34,28,19,26,65,13,21,76,92,67,9,25,118,755,5,1994
2024-03-21 15:40:00,12,14,17,14,27,23,13,31,23,23,18,22,72,13,18,89,88,94,10,19,113,74,5,832
2024-03-21 15:50:00,99,18,63,17,38,17,3,39,35,25,27,18,69,10,9,81,72,59,13,22,106,556,6,1402
2024-03-21 16:00:00,201,14,47,21,37,22,15,30,32,27,26,14,72,8,20,83,187,100,5,23,108,851,6,1949
2024-03-21 16:10:00,15,15,12,19,23,23,14,24,33,25,18,18,103,13,21,92,91,67,8,25,110,233,3,1005
2024-03-21 16:20:00,191,18,15,20,25,25,11,25,34,28,22,16,66,9,7,76,71,47,4,17,113,428,6,1274
2024-03-21 16:30:00,214,21,19,18,24,24,11,22,42,31,17,19,79,11,15,103,105,50,10,14,104,242,5,1200
2024-03-21 16:40:00,74,9,12,12,20,26,20,23,17,19,16,16,92,12,24,96,88,42,11,22,92,228,4,975
2024-03-21 16:50:00,628,14,16,12,22,19,17,22,19,16,15,17,70,7,4,83,71,57,2,12,110,622,9,1864
2024-03-21 17:00:00,68,8,33,14,25,18,6,18,28,26,16,15,82,9,5,74,86,61,3,18,99,600,5,1317
2024-03-21 17:10:00,560,19,38,11,30,24,17,29,29,20,13,10,68,8,10,76,92,59,7,19,111,333,7,1590
2024-03-21 17:20:00,20,16,11,19,22,26,21,23,37,28,16,11,72,7,13,84,79,52,7,17,105,71,3,760
2024-03-21 17:30:00,378,14,19,14,24,19,10,21,31,24,16,22,68,10,17,71,79,55,9,19,105,701,6,1732
2024-03-21 17:40:00,171,18,58,17,32,28,18,30,29,32,22,24,65,17,10,82,85,147,1,12,87,391,4,1380
2024-03-21 17:50:00,13,12,24,15,28,29,18,24,28,30,23,22,72,15,8,84,75,57,2,13,101,58,3,754
2024-03-21 18:00:00,270,16,14,14,17,23,10,20,33,30,16,14,49,9,17,64,80,58,5,18,107,471,8,1363
2024-03-21 18:10:00,282,15,14,13,18,28,12,19,23,21,14,16,61,16,14,82,73,55,7,22,106,156,7,1074
2024-03-21 18:20:00,89,20,18,11,17,27,14,19,32,29,17,23,57,11,14,68,87,60,3,14,123,136,3,892
2024-03-21 18:30:00,157,13,17,14,16,30,12,14,24,25,10,23,53,11,12,70,66,46,8,17,86,424,4,1152
2024-03-21 18:40:00,33,19,50,11,19,22,15,21,21,24,15,17,40,16,22,56,66,70,12,17,97,512,8,1183
2024-03-21 18:50:00,170,18,17,12,19,20,16,20,27,29,18,15,39,10,10,58,56,35,5,15,87,328,4,1028
2024-03-21 19:00:00,9,18,19,6,20,21,20,15,14,16,16,19,58,17,21,75,56,32,12,19,79,13,3,578
2024-03-21 19:10:00,82,16,17,10,15,20,12,19,19,22,13,18,42,10,14,56,57,41,12,17,85,227,7,831
2024-03-21 19:20:00,120,12,12,6,13,20,13,13,20,16,14,14,36,7,25,47,71,31,14,20,84,126,5,739
2024-03-21 19:30:00,23,15,9,11,13,26,20,14,18,18,10,9,27,9,20,36,46,17,13,18,66,424,5,867
2024-03-21 19:40:00,6,18,10,6,19,21,24,19,18,20,16,13,29,11,22,42,51,20,9,16,63,99,5,557
2024-03-21 19:50:00,23,10,4,8,9,26,15,11,11,14,14,6,24,5,18,30,48,15,16,12,56,155,5,535
2024-03-21 20:00:00,44,9,5,6,13,21,11,12,18,20,14,10,16,7,19,25,40,22,10,12,57,284,5,680
2024-03-21 20:10:00,76,11,6,12,14,28,14,15,19,18,21,8,33,8,14,38,54,22,14,20,72,107,6,630
2024-03-21 20:20:00,42,12,7,10,7,19,12,8,14,11,9,7,23,7,19,27,46,63,17,11,58,93,4,526
2024-03-21 20:30:00,191,7,3,7,10,13,8,9,11,10,13,8,31,7,29,37,52,25,16,19,72,131,6,715
2024-03-21 20:40:00,85,10,5,14,20,21,10,10,23,29,7,12,18,11,21,26,45,14,14,13,59,122,2,591
2024-03-21 20:50:00,52,4,4,6,10,19,9,10,11,12,6,5,21,4,13,23,39,16,18,16,50,83,3,434
2024-03-21 21:00:00,87,11,3,2,7,15,8,5,13,13,6,6,21,6,19,25,46,16,19,15,54,59,4,460
2024-03-21 21:10:00,5,6,1,6,9,10,9,11,8,8,19,3,19,6,15,21,39,14,16,12,50,6,4,297
2024-03-21 21:20:00,80,10,6,4,9,22,10,9,12,19,16,10,12,10,17,19,34,14,15,9,40,171,2,550
2024-03-21 21:30:00,8,7,4,8,11,14,10,11,13,11,8,13,24,8,23,32,37,9,16,8,42,6,2,325
2024-03-21 21:40:00,5,4,7,7,9,13,7,8,11,11,9,9,20,8,20,27,34,12,22,10,43,9,2,307
2024-03-21 21:50:00,5,8,8,5,11,13,12,10,9,10,14,6,14,5,19,20,33,10,15,11,37,14,1,290
2024-03-21 22:00:00,21,8,2,8,7,12,9,6,14,16,9,11,15,7,22,23,39,18,20,16,50,28,1,362
2024-03-21 22:10:00,15,5,1,6,13,11,14,11,11,11,11,6,14,4,19,20,32,15,15,11,39,8,3,295
2024-03-21 22:20:00,106,3,2,5,12,15,7,6,6,7,6,9,19,7,20,28,34,9,13,9,40,34,3,400
2024-03-21 22:30:00,4,6,7,4,10,13,11,9,7,9,9,9,13,5,15,15,25,8,17,9,35,5,2,247
2024-03-21 22:40:00,7,5,3,8,8,13,11,9,13,15,12,6,13,4,15,17,36,10,15,9,38,3,0,270
2024-03-21 22:50:00,84,4,4,8,30,10,7,8,8,10,10,8,18,4,19,23,38,13,20,9,46,13,2,396
2024-03-21 23:00:00,2,5,4,2,9,8,10,8,5,7,8,4,8,6,11,14,29,5,19,4,31,2,1,202
2024-03-21 23:10:00,1,2,3,7,9,11,8,7,5,7,9,3,6,2,8,9,22,3,13,2,20,1,1,159
2024-03-21 23:20:00,3,4,2,5,7,10,5,5,9,10,5,5,10,4,11,14,18,2,15,1,22,0,4,171
2024-03-21 23:30:00,1,2,2,0,4,6,6,2,1,1,3,7,6,6,7,13,18,5,14,6,21,2,3,136
2024-03-21 23:40:00,1,4,3,3,7,9,8,9,5,5,15,1,5,0,5,5,6,4,7,5,8,3,0,118
2024-03-21 23:50:00,288,3,1,1,3,3,4,4,2,1,5,1,5,1,8,7,14,6,11,5,20,26,5,424
2024-03-22 00:00:00,5,6,1,1,5,3,6,4,6,7,6,3,5,1,10,7,20,1,10,1,15,0,0,123
2024-03-22 00:10:00,3,5,1,0,1,1,1,2,3,2,3,3,6,1,11,8,8,1,7,3,9,2,1,82
2024-03-22 00:20:00,1,5,3,0,2,5,2,2,1,1,2,2,3,1,4,3,8,3,8,2,9,1,2,70
2024-03-22 00:30:00,250,2,0,0,2,0,2,1,1,1,1,2,2,0,9,2,15,1,13,1,18,9,2,334
2024-03-22 00:40:00,1,1,0,2,2,5,2,2,3,4,4,1,4,0,8,5,10,1,8,1,10,1,0,75
2024-03-22 00:50:00,3,5,1,0,1,2,1,0,3,2,0,3,10,0,8,11,4,0,4,0,3,1,3,65
2024-03-22 01:00:00,0,0,0,2,0,2,1,0,1,2,0,0,3,0,5,4,11,1,10,2,12,1,3,60
2024-03-22 01:10:00,2,3,1,1,1,2,2,0,3,4,0,2,2,1,6,5,10,3,12,4,12,0,1,77
2024-03-22 01:20:00,0,0,1,0,2,1,2,2,0,0,3,1,2,1,4,3,8,1,8,1,9,1,1,51
2024-03-22 01:30:00,0,1,1,0,0,1,2,1,0,0,1,2,3,0,4,2,5,0,6,0,6,0,1,36
2024-03-22 01:40:00,1,2,1,0,1,2,1,1,1,1,2,0,1,0,1,1,6,0,6,0,6,0,2,36
2024-03-22 01:50:00,1,2,0,0,0,0,0,0,1,1,0,3,2,3,4,5,5,0,5,0,5,0,0,37
2024-03-22 02:00:00,1,1,0,1,2,2,3,2,2,2,2,0,1,0,3,3,3,0,2,0,4,0,1,35
2024-03-22 02:10:00,2,2,0,0,1,0,1,1,2,2,1,0,3,0,6,3,7,0,6,0,6,0,3,46
2024-03-22 02:20:00,1,1,0,0,0,0,0,0,1,2,0,1,2,0,4,2,3,2,4,1,5,1,0,30
2024-03-22 02:30:00,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,2,4,0,4,0,4,0,0,24
2024-03-22 02:40:00,0,0,1,1,1,3,0,0,1,1,0,1,1,0,1,1,3,0,3,0,3,0,1,22
2024-03-22 02:50:00,0,0,0,0,1,0,2,1,2,1,0,1,0,0,1,1,1,1,1,1,2,0,1,17
2024-03-22 03:00:00,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,2,4,0,4,0,3,0,0,19
2024-03-22 03:10:00,0,0,0,1,3,0,2,2,1,1,2,0,1,0,2,1,2,0,2,0,1,0,0,21
2024-03-22 03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,1,8
2024-03-22 03:30:00,1,1,0,0,0,0,0,0,1,1,0,1,0,1,3,1,4,0,4,1,4,0,0,23
2024-03-22 03:40:00,0,0,0,0,1,0,1,1,0,0,1,0,1,0,4,3,4,0,1,1,4,0,1,23
2024-03-22 03:50:00,0,1,1,1,1,3,1,0,1,1,0,1,1,1,3,1,2,1,1,0,3,0,0,24
2024-03-22 04:00:00,0,0,0,0,2,0,2,0,0,0,0,2,0,2,2,3,1,0,1,0,0,0,1,16
2024-03-22 04:10:00,1,1,0,1,0,1,0,0,2,2,0,2,2,0,4,0,4,0,5,0,5,0,0,30
2024-03-22 04:20:00,1,2,0,0,1,1,1,1,2,1,1,1,0,1,1,1,4,1,5,1,5,0,2,33
2024-03-22 04:30:00,0,0,0,0,1,0,1,0,0,0,0,0,3,0,6,3,5,1,5,1,5,1,1,33
2024-03-22 04:40:00,1,1,0,1,1,1,0,0,2,2,0,0,0,0,1,0,6,0,3,0,6,0,1,26
2024-03-22 04:50:00,1,3,0,1,1,1,0,0,2,2,0,0,2,0,5,2,3,0,3,0,3,0,2,31
2024-03-22 05:00:00,1,1,1,1,3,2,2,1,0,0,2,1,0,1,3,1,4,2,3,3,6,3,1,42
2024-03-22 05:10:00,4,4,1,0,0,0,0,0,4,8,0,3,2,1,10,4,15,0,9,2,15,0,0,82
2024-03-22 05:20:00,3,3,2,7,4,7,2,2,10,11,3,0,4,0,13,4,16,3,9,5,20,4,4,136
2024-03-22 05:30:00,3,3,0,7,4,7,4,2,9,14,2,5,4,4,12,8,11,2,9,4,11,2,2,129
2024-03-22 05:40:00,2,4,2,4,2,9,3,2,6,5,3,1,4,1,13,6,22,5,14,7,25,3,3,146
2024-03-22 05:50:00,6,4,4,3,88,7,4,3,6,6,3,0,4,0,6,4,19,6,14,8,27,3,2,227
2024-03-22 06:00:00,266,5,0,6,14,7,8,5,11,10,7,3,3,2,17,6,26,10,16,7,29,7,2,467
2024-03-22 06:10:00,74,5,4,4,5,13,8,5,11,10,5,4,12,1,20,12,25,12,18,12,33,5,3,301
2024-03-22 06:20:00,9,9,4,6,5,9,3,3,10,13,3,2,9,0,21,8,31,9,8,8,36,6,3,215
2024-03-22 06:30:00,71,6,2,5,5,13,8,4,14,13,3,3,7,2,21,12,50,7,18,10,40,11,3,328
2024-03-22 06:40:00,7,7,3,47,9,16,7,4,10,15,5,5,9,5,22,12,40,19,13,12,58,12,3,340
2024-03-22 06:50:00,160,16,9,10,14,19,9,11,24,22,10,3,15,2,18,18,50,22,19,11,62,41,6,571
2024-03-22 07:00:00,8,6,10,15,23,19,20,17,22,22,16,4,11,3,23,19,48,15,14,16,62,11,3,407
2024-03-22 07:10:00,163,13,6,10,6,16,8,8,31,25,10,10,24,6,29,27,50,16,23,13,64,20,4,582
2024-03-22 07:20:00,172,10,6,16,12,24,16,15,32,24,14,8,21,6,34,32,53,26,13,18,63,15,2,632
2024-03-22 07:30:00,158,13,16,12,12,28,13,16,25,25,14,12,31,5,27,40,57,25,11,20,74,30,5,669
2024-03-22 07:40:00,217,9,9,18,16,28,17,24,40,44,20,14,26,12,22,48,60,32,14,13,85,37,5,810
2024-03-22 07:50:00,269,10,9,20,16,39,21,23,36,32,17,16,34,16,28,43,65,35,14,13,81,64,4,905
2024-03-22 08:00:00,65,12,6,18,13,25,19,18,33,29,14,15,18,11,22,30,61,20,12,16,73,18,7,555
2024-03-22 08:10:00,115,19,12,19,38,25,13,14,34,30,13,9,32,6,19,38,44,15,17,12,62,13,5,604
2024-03-22 08:20:00,23,8,9,10,40,19,19,16,21,17,15,9,24,5,19,31,57,25,17,12,68,18,6,488
2024-03-22 08:30:00,201,11,9,12,9,27,13,12,21,21,9,6,24,3,29,27,44,19,17,10,59,39,4,626
2024-03-22 08:40:00,48,19,12,13,17,25,13,19,26,29,14,13,20,12,21,30,50,17,16,14,69,12,3,512
2024-03-22 08:50:00,377,17,8,11,12,20,12,12,24,19,10,12,23,9,26,35,58,33,17,19,86,27,3,870
2024-03-22 09:00:00,223,11,9,16,19,13,10,20,24,27,14,9,25,7,26,31,61,29,8,22,82,45,4,735
2024-03-22 09:10:00,208,12,10,18,22,25,20,23,24,23,20,14,23,12,26,35,42,16,18,16,61,9,2,679
2024-03-22 09:20:00,16,19,3,13,19,21,15,17,28,26,22,8,17,8,27,27,55,24,13,13,65,17,6,479
