datetime,D41Z,V42Z,D71Z,D81Z,D82Z,V83Z,V84Z,D811Z,D812Z,V813Z,V814Z,D111Z,D112Z,V113Z,V114Z,D115Z,D121Z,D122Z,V123Z,V124Z,D125Z,D126Z,V521Z,Total
2024-03-04 23:50:00,0,0,1,0,0,1,0,0,0,0,0,1,2,1,5,5,8,2,9,2,7,1,2,47
2024-03-05 00:00:00,1,1,0,0,2,0,2,1,1,2,2,1,2,1,5,2,9,0,9,0,9,0,1,51
2024-03-05 00:10:00,3,3,1,1,0,3,0,0,4,4,0,1,3,0,4,3,6,0,5,2,6,1,0,50
2024-03-05 00:20:00,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,0,3,0,4,0,3,20
2024-03-05 00:30:00,1,2,1,0,5,2,7,3,1,1,4,1,0,1,0,1,3,0,3,0,3,0,1,40
2024-03-05 00:40:00,1,1,0,0,0,0,0,0,1,2,0,1,1,1,4,2,3,0,3,0,3,0,2,25
2024-03-05 00:50:00,1,2,1,0,3,1,2,2,1,1,3,0,1,0,2,1,3,1,4,2,4,0,1,36
2024-03-05 01:00:00,0,1,0,1,1,2,0,0,1,1,0,0,1,0,1,2,5,0,5,0,4,0,1,26
2024-03-05 01:10:00,0,1,1,0,0,1,1,0,0,0,0,0,1,0,3,1,1,0,1,0,1,0,1,13
2024-03-05 01:20:00,2,2,0,1,5,1,0,0,3,3,0,0,3,0,6,4,6,0,6,1,6,0,0,49
2024-03-05 01:30:00,0,0,1,0,0,1,0,0,0,0,0,1,5,0,6,5,3,1,3,1,4,0,2,33
2024-03-05 01:40:00,1,2,1,0,1,1,2,1,0,0,2,0,1,0,2,1,3,0,4,1,5,0,0,28
2024-03-05 01:50:00,1,1,0,0,0,0,0,0,1,1,0,1,1,0,2,0,4,0,2,0,4,1,0,19
2024-03-05 02:00:00,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,2,0,1,0,0,11
2024-03-05 02:10:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3
2024-03-05 02:20:00,1,2,0,0,0,0,0,0,1,1,0,0,1,0,1,1,3,0,3,0,3,0,0,17
2024-03-05 02:30:00,2,2,1,0,1,2,1,1,1,1,1,0,0,0,0,1,3,0,3,0,2,0,0,22
2024-03-05 02:40:00,41,2,1,0,0,1,0,0,3,3,0,0,1,0,2,1,3,0,3,0,3,0,1,65
2024-03-05 02:50:00,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,2,0,2,0,0,11
2024-03-05 03:00:00,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2024-03-05 03:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,4
2024-03-05 03:20:00,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,2,1,2,1,3,0,0,16
2024-03-05 03:30:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,5,0,1,21
2024-03-05 03:40:00,1,2,0,0,0,0,0,1,1,1,0,1,0,1,2,1,2,0,2,0,2,0,0,17
2024-03-05 03:50:00,0,0,0,2,2,3,3,2,2,2,1,0,0,0,0,0,4,0,4,0,4,0,0,29
2024-03-05 04:00:00,1,1,0,0,1,0,1,0,1,1,0,0,0,0,2,0,2,0,2,0,2,0,1,15
2024-03-05 04:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3
2024-03-05 04:20:00,0,1,1,2,1,2,1,0,2,2,0,2,2,1,5,4,3,2,3,1,4,0,2,41
2024-03-05 04:30:00,3,3,0,2,1,2,1,0,4,6,1,0,1,1,2,2,3,0,5,1,3,0,0,41
2024-03-05 04:40:00,1,3,0,1,1,2,0,1,3,3,0,1,2,0,3,3,7,1,6,1,8,0,1,48
2024-03-05 04:50:00,1,4,0,1,0,1,1,1,1,2,0,2,3,2,3,3,5,0,5,0,6,0,1,42
2024-03-05 05:00:00,1,1,3,0,4,2,3,0,1,2,0,1,2,2,5,3,6,1,6,3,7,0,1,54
2024-03-05 05:10:00,3,5,0,1,0,1,0,0,4,7,0,0,5,0,7,6,10,0,10,0,11,1,1,72
2024-03-05 05:20:00,2,2,2,5,5,9,3,2,7,6,2,0,2,0,5,1,12,4,10,6,15,0,2,102
2024-03-05 05:30:00,3,2,2,4,4,5,3,2,5,6,3,2,5,0,8,5,16,2,9,3,17,2,2,110
2024-03-05 05:40:00,4,5,1,8,1,11,3,0,10,10,0,1,6,0,12,6,25,7,13,7,31,3,1,165
2024-03-05 05:50:00,7,7,5,1,3,8,5,2,9,8,4,3,6,2,11,8,17,3,14,3,18,4,3,151
2024-03-05 06:00:00,9,10,3,5,11,5,3,2,11,16,1,5,5,2,16,10,37,5,17,6,39,2,2,222
2024-03-05 06:10:00,182,5,5,3,2,13,4,1,10,8,2,4,10,1,13,12,27,5,18,4,29,4,2,364
2024-03-05 06:20:00,44,4,5,4,8,9,4,4,8,11,5,5,12,4,21,15,35,12,20,11,43,11,2,297
2024-03-05 06:30:00,10,9,0,8,30,7,7,6,14,17,4,4,7,4,18,11,42,10,18,12,47,7,2,294
2024-03-05 06:40:00,7,5,4,8,8,17,6,6,13,14,9,2,11,0,43,15,60,17,28,18,73,11,3,378
2024-03-05 06:50:00,12,15,3,10,14,16,8,4,22,28,6,2,11,2,19,14,47,14,19,14,61,10,3,354
2024-03-05 07:00:00,14,21,6,9,9,15,10,8,18,22,9,7,15,5,32,21,52,12,14,12,53,7,4,375
2024-03-05 07:10:00,9,16,6,10,8,16,13,10,17,21,11,7,21,3,21,26,48,23,9,9,68,12,3,387
2024-03-05 07:20:00,176,15,6,11,9,22,12,9,22,25,7,12,23,6,28,26,57,21,18,13,68,14,2,602
2024-03-05 07:30:00,108,17,16,21,24,40,24,16,43,31,13,12,35,7,27,41,66,27,17,22,87,14,3,711
2024-03-05 07:40:00,57,13,8,20,20,33,20,30,40,36,24,14,35,11,22,53,54,34,12,16,85,19,4,660
2024-03-05 07:50:00,32,10,10,16,24,25,18,28,36,32,22,14,28,9,34,39,75,35,14,21,98,17,2,639
2024-03-05 08:00:00,24,13,14,11,15,29,25,19,31,29,16,6,26,6,25,26,52,22,14,20,67,13,7,510
2024-03-05 08:10:00,26,20,4,11,19,20,13,20,28,30,19,15,24,8,26,42,54,25,16,17,74,15,4,530
2024-03-05 08:20:00,22,14,4,13,15,22,15,17,30,27,14,13,26,12,33,38,65,36,19,21,91,18,6,571
2024-03-05 08:30:00,21,11,7,12,22,17,17,28,30,32,25,10,20,3,38,34,67,30,11,13,86,14,4,552
2024-03-05 08:40:00,17,14,9,17,19,25,17,23,30,35,18,9,22,9,35,32,73,37,4,19,95,23,4,586
2024-03-05 08:50:00,25,17,2,12,15,31,13,19,31,32,17,9,30,7,30,41,53,31,13,18,80,20,4,550
2024-03-05 09:00:00,11,11,11,17,26,36,17,21,26,23,13,12,27,10,34,37,66,41,16,19,82,16,1,573
2024-03-05 09:10:00,14,17,9,15,19,18,10,20,30,27,17,12,28,8,24,37,59,25,15,23,80,14,4,525
2024-03-05 09:20:00,29,15,5,16,26,20,13,16,36,30,14,21,26,14,21,37,53,25,21,19,77,18,3,555
2024-03-05 09:30:00,26,15,8,15,17,23,13,20,39,29,23,18,23,10,36,34,53,22,17,20,70,9,4,544
2024-03-05 09:40:00,114,9,6,17,27,28,19,21,35,30,19,12,19,10,34,44,56,27,15,12,63,13,4,634
2024-03-05 09:50:00,21,17,14,17,26,23,26,25,35,28,15,16,23,12,27,40,50,39,7,16,89,33,2,601
2024-03-05 10:00:00,29,12,4,14,46,27,19,18,37,27,21,16,23,13,27,41,68,53,11,19,89,30,3,647
2024-03-05 10:10:00,38,17,10,15,16,23,19,20,35,26,16,14,20,15,33,34,53,26,17,19,77,14,2,559
2024-03-05 10:20:00,22,18,11,15,29,21,14,16,37,34,13,6,23,5,24,32,60,36,13,22,82,12,5,550
2024-03-05 10:30:00,12,13,8,19,19,32,25,18,29,28,14,11,26,7,25,41,63,37,9,20,93,26,4,579
2024-03-05 10:40:00,26,14,16,16,18,18,16,16,35,25,18,14,26,12,22,38,64,37,6,18,90,18,3,566
2024-03-05 10:50:00,15,4,12,12,23,28,19,19,29,28,18,16,32,10,30,40,58,42,8,14,99,23,4,583
2024-03-05 11:00:00,26,0,4,18,33,19,13,24,34,28,20,11,27,7,26,39,55,35,14,16,78,20,5,552
2024-03-05 11:10:00,32,9,7,15,23,24,19,19,41,26,17,12,28,8,27,41,58,18,11,13,76,8,3,535
2024-03-05 11:20:00,18,12,7,9,37,19,9,12,20,18,8,11,35,9,26,45,69,22,16,19,84,14,4,523
2024-03-05 11:30:00,15,14,9,13,11,26,20,12,24,28,11,14,21,10,25,35,59,40,14,22,80,20,2,525
2024-03-05 11:40:00,15,13,7,19,13,20,15,15,29,27,14,10,29,8,26,45,76,32,13,23,103,12,5,569
2024-03-05 11:50:00,24,12,8,21,37,23,19,26,44,34,22,24,30,18,24,53,60,28,15,21,87,16,3,649
2024-03-05 12:00:00,17,13,15,15,15,33,17,17,25,20,12,16,44,9,23,56,73,45,6,28,104,33,6,642
2024-03-05 12:10:00,13,15,11,17,18,20,15,21,30,22,15,13,38,12,23,49,65,44,13,28,99,29,5,615
2024-03-05 12:20:00,117,10,11,17,21,22,24,25,35,32,20,11,43,9,29,55,64,49,7,19,97,28,4,749
2024-03-05 12:30:00,16,13,11,14,20,22,22,18,29,26,16,11,26,8,23,40,85,30,10,18,100,3,3,564
2024-03-05 12:40:00,99,16,6,16,19,22,18,21,29,26,16,17,40,13,35,43,76,45,7,23,119,1,3,710
2024-03-05 12:50:00,16,10,15,11,9,23,10,9,25,23,10,16,33,16,32,53,68,28,13,16,97,1,9,543
2024-03-05 13:00:00,21,10,8,13,42,23,21,20,25,27,19,16,35,13,25,52,71,35,4,13,102,9,4,608
2024-03-05 13:10:00,18,15,4,18,19,18,17,20,34,26,17,15,59,14,24,64,65,46,12,25,94,22,4,650
2024-03-05 13:20:00,25,11,6,26,22,27,13,13,46,35,12,19,38,13,22,53,74,15,16,16,79,8,5,594
2024-03-05 13:30:00,15,11,12,16,11,24,11,13,29,24,13,15,40,15,26,51,65,42,8,23,108,29,6,607
2024-03-05 13:40:00,16,17,5,15,17,17,13,19,28,30,16,19,34,9,29,52,74,45,8,21,91,27,4,606
2024-03-05 13:50:00,22,16,5,16,21,24,19,21,36,34,17,15,53,12,18,64,71,42,4,15,99,21,6,651
2024-03-05 14:00:00,16,13,10,18,17,29,22,17,28,26,15,11,38,8,23,56,68,47,11,14,92,27,4,610
2024-03-05 14:10:00,14,16,9,11,18,21,14,19,24,25,16,14,41,9,25,50,72,37,8,16,105,23,4,591
2024-03-05 14:20:00,15,12,13,9,20,24,17,18,21,22,14,18,55,12,23,63,74,46,9,17,86,29,3,620
2024-03-05 14:30:00,20,22,11,19,14,25,19,17,37,28,18,7,38,7,18,50,64,37,10,16,97,32,4,610
2024-03-05 14:40:00,20,13,15,13,19,27,14,17,33,22,17,16,39,14,31,54,80,60,7,12,104,39,3,669
2024-03-05 14:50:00,25,11,18,15,19,28,20,20,23,21,14,18,45,8,29,58,71,45,3,19,112,32,4,658
2024-03-05 15:00:00,13,13,14,11,28,24,27,19,22,14,18,13,53,8,29,63,75,58,7,17,104,36,3,669
2024-03-05 15:10:00,25,11,12,13,16,21,16,18,29,22,17,19,52,14,35,67,77,40,11,21,106,37,5,684
2024-03-05 15:20:00,12,14,18,14,19,29,20,16,29,29,16,11,58,12,15,70,74,55,6,18,117,43,4,699
2024-03-05 15:30:00,131,10,3,15,18,21,14,16,25,24,14,14,75,11,25,85,95,55,7,29,127,40,2,856
2024-03-05 15:40:00,16,15,14,10,11,25,9,12,24,22,10,16,69,15,20,76,77,58,3,18,110,42,5,677
2024-03-05 15:50:00,13,9,11,16,18,24,20,16,28,21,14,19,61,10,27,64,84,49,10,17,113,29,4,677
2024-03-05 16:00:00,18,14,10,14,11,19,7,12,28,26,9,27,61,17,24,81,89,48,16,22,116,35,7,711
2024-03-05 16:10:00,15,13,19,12,19,27,20,18,25,18,16,23,59,18,18,77,81,60,5,15,103,47,3,711
2024-03-05 16:20:00,13,15,17,14,16,27,14,21,21,24,18,17,76,13,9,95,87,58,6,21,109,46,4,741
2024-03-05 16:30:00,20,12,11,12,16,18,15,13,31,23,12,16,78,7,11,88,91,56,5,22,113,35,2,707
2024-03-05 16:40:00,12,14,17,17,16,30,17,18,24,18,13,20,74,15,12,89,119,66,8,10,113,34,6,762
2024-03-05 16:50:00,21,12,19,7,9,37,14,9,29,27,10,18,71,13,14,79,80,65,6,17,118,50,3,728
2024-03-05 17:00:00,19,19,20,10,20,32,18,15,27,24,18,15,69,14,18,77,81,58,7,23,110,37,5,736
2024-03-05 17:10:00,6,9,17,15,18,32,27,17,22,20,13,25,80,10,27,84,103,51,18,20,123,40,7,784
2024-03-05 17:20:00,18,10,15,13,19,27,19,12,30,26,11,16,65,14,9,79,85,45,7,21,106,33,5,685
2024-03-05 17:30:00,11,12,12,10,11,23,16,12,18,13,10,18,67,7,19,68,91,41,12,24,112,31,4,642
2024-03-05 17:40:00,221,10,12,15,18,35,20,13,24,29,12,28,66,17,32,83,84,40,15,22,108,26,5,935
2024-03-05 17:50:00,20,13,12,12,20,28,21,21,32,24,21,15,56,13,20,68,86,46,8,22,126,31,7,722
2024-03-05 18:00:00,100,12,15,10,10,22,11,11,23,22,10,22,68,14,25,88,84,48,6,17,104,30,6,758
2024-03-05 18:10:00,141,14,21,14,15,28,16,13,25,19,10,21,80,14,22,88,94,50,10,26,122,25,2,870
2024-03-05 18:20:00,15,11,8,18,22,23,24,22,34,21,15,16,59,13,20,74,77,46,8,19,119,31,4,699
2024-03-05 18:30:00,6,14,11,10,24,23,12,8,13,16,6,19,54,15,19,71,76,44,12,18,107,21,8,607
2024-03-05 18:40:00,16,21,16,11,16,17,20,15,26,21,12,12,40,10,20,44,76,46,3,14,95,28,4,583
2024-03-05 18:50:00,12,14,15,11,13,25,10,14,23,20,8,19,38,12,21,56,76,66,9,20,102,20,5,609
2024-03-05 19:00:00,12,9,14,16,16,23,10,16,27,23,6,23,41,16,22,58,67,35,21,20,99,18,3,595
2024-03-05 19:10:00,14,12,8,14,13,25,13,12,24,15,8,14,38,12,20,51,71,39,17,14,96,20,6,556
2024-03-05 19:20:00,11,12,8,8,9,22,11,8,20,16,7,19,38,12,30,55,52,24,15,18,76,10,4,485
2024-03-05 19:30:00,8,8,4,10,14,24,10,8,13,16,7,15,34,9,27,47,48,13,23,11,60,6,6,421
2024-03-05 19:40:00,12,14,9,9,14,24,9,15,21,15,9,11,21,7,19,25,57,23,19,16,73,15,3,440
2024-03-05 19:50:00,10,9,9,4,14,24,14,13,12,12,13,16,37,7,18,47,53,23,17,12,77,18,3,462
2024-03-05 20:00:00,17,14,6,7,10,16,9,4,20,23,3,4,11,4,14,19,41,12,19,10,45,5,4,317
2024-03-05 20:10:00,16,11,10,7,8,17,6,8,21,18,8,6,12,5,16,22,38,13,17,12,48,6,5,330
2024-03-05 20:20:00,188,9,4,8,9,19,12,9,12,10,4,9,10,8,17,16,44,8,19,5,44,7,3,474
2024-03-05 20:30:00,7,7,3,4,8,11,8,8,7,6,8,8,16,6,17,17,31,6,20,6,38,4,5,251
2024-03-05 20:40:00,8,9,3,6,7,10,9,7,12,12,10,7,13,7,18,21,26,9,17,3,31,3,5,253
2024-03-05 20:50:00,5,8,5,5,2,18,10,2,8,15,2,2,18,2,20,29,27,7,19,7,27,1,2,241
2024-03-05 21:00:00,3,4,4,5,5,9,6,4,7,8,4,5,15,5,18,23,16,3,14,2,13,2,2,177
2024-03-05 21:10:00,3,8,0,3,5,9,5,8,5,6,7,5,15,5,20,16,18,9,14,7,24,3,4,199
2024-03-05 21:20:00,4,8,3,7,8,7,7,8,11,10,6,3,14,3,14,16,26,10,20,10,31,2,2,230
2024-03-05 21:30:00,17,7,5,6,8,12,5,5,16,17,3,5,9,4,10,14,22,5,14,5,24,5,4,222
2024-03-05 21:40:00,3,7,9,6,10,22,9,9,12,11,9,5,8,7,16,16,31,7,24,7,34,1,2,265
2024-03-05 21:50:00,3,5,1,4,10,8,8,8,8,9,6,7,7,5,21,12,44,8,22,8,38,4,1,247
2024-03-05 22:00:00,3,3,4,4,5,13,5,3,9,8,3,7,11,7,17,15,26,6,17,6,34,4,5,215
2024-03-05 22:10:00,4,7,4,3,2,13,3,2,6,7,3,7,13,5,14,18,26,8,17,9,27,5,2,205
2024-03-05 22:20:00,7,9,7,5,10,15,10,7,12,15,9,7,7,7,8,13,24,5,18,6,28,3,1,233
2024-03-05 22:30:00,6,4,0,3,8,8,11,8,9,12,10,12,11,12,20,25,25,9,17,7,32,4,2,255
2024-03-05 22:40:00,2,5,3,4,4,8,7,3,6,12,3,6,8,5,13,14,25,7,23,7,27,2,0,194
2024-03-05 22:50:00,3,4,2,5,13,8,6,5,5,5,7,4,6,4,9,11,19,3,13,3,22,0,3,160
2024-03-05 23:00:00,2,2,5,0,4,5,4,3,3,3,4,1,8,1,9,13,17,3,12,3,16,2,2,122
2024-03-05 23:10:00,1,2,2,2,8,5,7,7,3,4,12,6,6,3,11,11,13,3,11,2,13,0,1,133
2024-03-05 23:20:00,3,5,0,4,9,4,4,3,7,9,3,4,3,3,12,11,16,5,13,5,19,1,4,147
2024-03-05 23:30:00,2,2,3,3,18,6,5,4,4,3,3,3,8,1,11,7,9,1,6,1,10,0,0,110
2024-03-05 23:40:00,6,3,1,0,0,3,0,0,2,2,0,3,7,1,9,8,10,1,9,1,11,1,1,79
2024-03-05 23:50:00,75,0,1,2,3,4,5,2,3,3,3,0,3,0,5,4,7,0,6,0,6,0,2,134
2024-03-06 00:00:00,1,2,1,1,6,6,4,3,2,3,6,0,4,0,4,4,8,1,7,1,9,1,1,75
2024-03-06 00:10:00,2,1,1,0,2,5,0,0,2,3,0,2,2,1,4,4,8,1,8,1,8,1,0,56
2024-03-06 00:20:00,2,2,2,2,3,5,4,2,4,6,3,1,4,2,5,6,1,2,2,3,0,2,2,65
2024-03-06 00:30:00,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,2,3,0,4,0,4,0,0,19
2024-03-06 00:40:00,0,1,0,1,3,3,2,2,1,0,2,1,4,0,5,4,4,0,3,0,3,0,1,40
2024-03-06 00:50:00,2,3,1,2,2,5,3,1,4,3,1,1,3,1,6,5,5,0,3,0,4,0,1,56
2024-03-06 01:00:00,0,1,2,0,1,3,3,1,0,0,1,1,4,0,4,4,3,1,2,0,3,0,1,35
2024-03-06 01:10:00,0,0,2,0,1,3,1,1,0,0,1,0,3,0,4,3,4,1,4,0,3,0,1,32
2024-03-06 01:20:00,3,3,1,1,8,2,2,1,3,4,1,1,2,0,5,4,5,2,5,3,5,2,0,63
2024-03-06 01:30:00,0,0,0,2,0,1,0,0,1,2,0,1,2,2,4,3,3,0,3,0,3,0,2,29
2024-03-06 01:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,3,1,4,1,0,15
2024-03-06 01:50:00,0,1,0,0,1,1,1,1,0,0,1,1,2,0,2,2,1,0,1,0,1,0,0,16
2024-03-06 02:00:00,0,3,0,0,1,0,1,1,0,0,1,1,0,1,1,0,2,0,2,0,2,0,0,16
2024-03-06 02:10:00,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0,5,0,4,0,0,18
2024-03-06 02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,2,0,2,0,0,11
2024-03-06 02:30:00,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3,2,4,0,4,0,3,0,0,20
2024-03-06 02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,2,0,2,0,0,10
2024-03-06 02:50:00,1,2,0,0,0,1,0,0,2,1,0,0,0,0,4,1,4,0,4,0,4,0,0,24
2024-03-06 03:00:00,1,1,0,0,2,0,2,1,2,2,1,1,2,0,5,3,4,0,4,0,4,0,0,35
2024-03-06 03:10:00,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,3,1,0,1,0,2,0,0,14
2024-03-06 03:20:00,441,0,1,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,450
2024-03-06 03:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,4,0,1,13
2024-03-06 03:40:00,0,3,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,1,3,2,2,1,0,19
2024-03-06 03:50:00,0,1,0,1,0,1,1,0,1,1,0,0,2,0,4,3,2,0,2,1,3,5,0,28
2024-03-06 04:00:00,0,0,0,1,1,1,1,0,1,2,0,2,0,2,2,2,2,0,2,0,1,0,1,21
2024-03-06 04:10:00,0,1,1,0,0,1,0,0,0,0,0,2,1,1,3,2,4,0,5,0,5,1,1,28
2024-03-06 04:20:00,190,0,1,1,1,1,0,0,1,1,0,1,1,1,2,4,3,0,3,0,3,0,1,215
2024-03-06 04:30:00,28,1,0,2,6,2,1,0,3,3,0,0,0,1,2,1,3,0,4,0,3,0,0,60
2024-03-06 04:40:00,3,4,0,1,3,1,0,0,4,4,1,0,1,1,3,2,6,1,5,1,8,1,1,51
2024-03-06 04:50:00,1,1,0,1,1,1,0,1,1,2,2,0,0,0,4,0,3,0,1,1,3,2,1,26
2024-03-06 05:00:00,176,1,1,2,2,4,2,0,3,3,0,2,2,1,4,2,6,0,3,1,7,0,1,223
2024-03-06 05:10:00,1,2,1,3,2,5,2,1,5,7,1,2,5,0,12,5,10,0,12,0,11,0,2,89
2024-03-06 05:20:00,54,0,2,6,10,9,3,2,5,6,1,3,4,1,10,5,14,3,13,4,17,0,2,174
2024-03-06 05:30:00,41,7,2,4,5,7,3,1,10,12,2,3,4,3,10,9,16,11,12,9,25,8,2,206
2024-03-06 05:40:00,59,6,2,5,0,7,1,0,8,7,0,0,6,0,14,4,24,5,13,4,25,2,1,193
2024-03-06 05:50:00,6,5,5,4,7,8,4,2,10,8,3,0,2,1,8,5,19,6,12,7,21,6,4,153
2024-03-06 06:00:00,3,4,2,2,4,7,5,4,4,5,4,7,7,4,16,14,31,3,15,4,32,2,2,181
2024-03-06 06:10:00,510,6,2,4,0,9,1,1,7,10,1,5,10,2,18,9,27,8,15,8,35,4,2,694
2024-03-06 06:20:00,157,8,2,4,11,9,6,6,12,12,6,8,12,4,21,17,30,8,21,9,38,8,3,412
2024-03-06 06:30:00,11,6,4,8,5,15,7,6,17,18,8,9,10,3,22,13,43,12,17,12,51,9,2,308
2024-03-06 06:40:00,153,14,4,7,10,15,7,6,13,16,11,6,19,3,20,19,48,26,8,14,78,10,6,513
2024-03-06 06:50:00,20,17,5,9,17,22,10,10,24,22,9,2,12,3,12,16,51,13,18,11,57,12,4,376
2024-03-06 07:00:00,13,19,4,5,8,8,10,9,13,13,8,9,11,4,16,16,46,18,18,18,62,10,3,341
2024-03-06 07:10:00,146,9,2,14,8,21,9,9,28,19,8,4,19,3,19,22,39,18,10,13,56,15,3,494
2024-03-06 07:20:00,26,11,6,10,6,18,6,7,35,25,10,10,26,5,21,33,59,27,16,20,72,15,2,466
2024-03-06 07:30:00,80,19,11,24,20,29,14,29,37,36,23,13,36,7,12,47,51,34,7,15,79,26,3,652
2024-03-06 07:40:00,129,12,8,14,13,18,12,23,41,40,16,16,30,9,23,43,68,37,13,17,91,22,2,697
2024-03-06 07:50:00,25,17,10,16,17,25,16,17,33,27,18,17,26,3,24,37,63,29,13,27,72,26,5,563
2024-03-06 08:00:00,18,7,10,14,17,39,13,20,26,27,15,6,15,7,20,24,54,24,14,15,70,15,8,478
2024-03-06 08:10:00,24,18,8,18,27,20,13,18,33,35,16,8,27,7,30,34,56,26,17,17,79,17,3,551
2024-03-06 08:20:00,18,11,12,10,6,24,11,10,24,21,9,12,23,9,31,33,62,26,12,15,82,20,5,486
2024-03-06 08:30:00,16,15,3,15,16,17,15,18,20,26,18,7,20,7,23,29,53,16,19,13,62,5,3,436
2024-03-06 08:40:00,53,12,10,16,31,28,17,21,31,25,19,12,21,12,20,33,55,28,12,18,76,29,7,586
2024-03-06 08:50:00,22,18,5,16,13,24,17,13,36,22,12,5,22,4,27,26,66,27,16,15,83,29,4,522
2024-03-06 09:00:00,380,15,6,13,17,27,14,23,28,24,23,7,16,5,31,24,56,28,17,16,75,19,4,868
2024-03-06 09:10:00,15,10,7,9,14,17,13,15,21,20,13,8,15,7,22,23,50,22,16,16,72,20,3,428
2024-03-06 09:20:00,56,16,9,16,21,25,15,21,24,22,17,17,21,13,16,40,52,33,9,21,70,38,5,577
2024-03-06 09:30:00,82,9,3,14,24,27,17,24,40,25,23,9,27,7,18,33,48,31,10,21,79,20,5,596
2024-03-06 09:40:00,23,15,3,18,18,23,13,14,41,35,15,6,16,4,27,24,55,39,14,15,85,23,3,529
2024-03-06 09:50:00,144,19,10,18,27,30,25,35,39,33,27,12,31,5,21,35,52,32,14,15,74,29,3,730
2024-03-06 10:00:00,210,12,6,12,17,30,16,14,21,22,13,16,38,8,22,40,51,28,23,17,77,22,3,718
2024-03-06 10:10:00,126,14,8,15,21,26,25,24,27,24,21,11,21,9,27,33,49,24,24,20,75,13,5,642
2024-03-06 10:20:00,112,15,9,13,15,28,13,13,30,19,10,12,29,8,20,31,110,26,16,18,75,15,2,639
2024-03-06 10:30:00,25,11,9,14,15,21,14,15,44,31,15,15,24,14,24,36,72,37,21,23,103,24,2,609
2024-03-06 10:40:00,111,16,9,16,20,22,17,19,30,26,16,12,25,5,27,31,61,36,18,21,86,18,4,646
2024-03-06 10:50:00,108,17,9,17,18,23,14,21,28,29,16,13,29,11,22,41,62,39,12,18,93,19,4,663
2024-03-06 11:00:00,18,7,13,17,23,22,15,26,32,22,19,15,33,5,24,36,57,45,19,25,89,30,4,596
2024-03-06 11:10:00,19,10,6,18,18,26,14,16,32,28,16,9,22,8,19,36,60,35,13,24,83,19,3,534
2024-03-06 11:20:00,14,13,17,13,21,32,12,17,22,24,17,21,33,14,17,41,135,26,13,20,94,11,3,630
2024-03-06 11:30:00,65,11,7,18,11,24,10,13,31,16,9,20,38,13,27,62,60,54,11,19,85,23,2,629
2024-03-06 11:40:00,174,10,16,11,11,28,16,14,22,18,12,17,29,10,21,45,60,38,19,27,91,27,6,722
2024-03-06 11:50:00,33,21,3,12,15,15,11,16,25,19,16,12,35,8,21,44,62,27,12,16,82,21,2,528
2024-03-06 12:00:00,75,15,12,11,7,19,7,7,22,18,7,12,36,13,26,49,61,31,12,18,85,29,4,576
2024-03-06 12:10:00,90,10,18,13,16,22,15,19,22,16,16,19,32,15,15,47,69,48,11,17,109,28,3,670
2024-03-06 12:20:00,8,11,7,19,15,17,10,12,24,19,11,14,32,9,18,41,64,34,15,19,85,27,4,515
2024-03-06 12:30:00,23,13,10,16,11,23,12,17,31,26,16,19,30,14,19,53,64,38,15,23,99,15,4,591
2024-03-06 12:40:00,130,15,10,11,14,16,17,16,28,22,14,14,42,8,18,48,58,32,18,22,82,15,7,657
2024-03-06 12:50:00,23,12,6,20,16,25,28,18,38,33,16,10,30,9,14,44,43,28,12,20,68,9,6,528
2024-03-06 13:00:00,354,14,10,12,14,22,12,11,33,30,11,17,48,10,22,58,124,38,13,25,98,36,3,1015
2024-03-06 13:10:00,16,13,16,19,20,37,16,16,31,32,15,14,56,13,21,61,72,35,11,21,101,21,2,659
2024-03-06 13:20:00,30,15,10,152,9,23,14,10,30,23,10,19,57,15,20,66,71,38,5,4,77,34,6,738
2024-03-06 13:30:00,256,17,8,27,84,19,13,15,24,17,17,15,35,10,15,52,65,53,10,21,91,54,10,928
