datetime,D11Z,D12Z,D21Z,D22Z,D23Z,D41Z,D42Z,D43Z,D51Z,D55Z,D13Z,Total
2024-03-01 01:00:00,1,1,9,0,9,1,2,2,0,0,0,25
2024-03-01 01:10:00,1,1,9,0,9,3,0,0,0,0,0,23
2024-03-01 01:20:00,2,2,7,0,7,1,0,0,0,0,0,19
2024-03-01 01:30:00,5,5,14,1,13,2,2,1,0,0,2,45
2024-03-01 01:40:00,4,4,10,0,10,1,1,1,0,0,0,31
2024-03-01 01:50:00,2,2,5,1,5,1,0,0,0,0,0,16
2024-03-01 02:00:00,1,1,5,0,5,0,1,1,0,0,0,14
2024-03-01 02:10:00,3,3,5,0,5,1,0,0,0,0,0,17
2024-03-01 02:20:00,3,3,3,0,3,1,0,0,0,0,0,13
2024-03-01 02:30:00,2,2,2,0,2,0,2,2,0,0,0,12
2024-03-01 02:40:00,0,0,4,0,4,0,0,0,0,0,0,8
2024-03-01 02:50:00,1,1,5,0,5,0,0,0,0,0,0,12
2024-03-01 03:00:00,3,3,6,0,6,2,1,1,0,0,0,22
2024-03-01 03:10:00,1,1,4,0,5,0,0,0,0,0,0,11
2024-03-01 03:20:00,3,3,4,0,4,1,0,0,0,0,0,15
2024-03-01 03:30:00,0,0,5,0,5,0,0,0,0,0,0,10
2024-03-01 03:40:00,1,1,3,0,3,2,1,1,0,0,0,12
2024-03-01 03:50:00,1,1,1,0,1,0,0,0,0,0,2,6
2024-03-01 04:00:00,6,6,9,1,9,0,1,1,0,0,1,34
2024-03-01 04:10:00,4,4,6,1,6,3,1,0,0,0,1,26
2024-03-01 04:20:00,2,2,7,0,7,1,1,0,0,0,0,20
2024-03-01 04:30:00,4,5,8,0,8,2,1,0,0,0,1,29
2024-03-01 04:40:00,3,2,20,1,21,9,1,1,0,0,0,58
2024-03-01 04:50:00,11,11,24,0,25,6,0,0,0,0,0,77
2024-03-01 05:00:00,14,15,27,0,30,7,0,0,0,0,2,95
2024-03-01 05:10:00,15,15,38,1,39,10,1,0,0,0,1,120
2024-03-01 05:20:00,12,13,42,0,44,18,0,0,0,0,0,129
2024-03-01 05:30:00,24,26,69,0,68,21,1,1,0,0,1,211
2024-03-01 05:40:00,29,29,68,1,71,18,1,0,0,0,3,220
2024-03-01 05:50:00,16,15,76,3,77,18,2,2,0,0,2,211
2024-03-01 06:00:00,35,38,69,2,71,23,2,2,0,0,7,249
2024-03-01 06:10:00,21,21,86,7,89,26,3,2,0,0,4,259
2024-03-01 06:20:00,36,33,96,3,99,29,0,1,0,0,9,306
2024-03-01 06:30:00,22,24,90,1,94,36,5,5,0,0,5,282
2024-03-01 06:40:00,35,35,106,4,110,30,7,8,0,0,6,341
2024-03-01 06:50:00,34,34,110,8,115,41,2,2,0,0,6,352
2024-03-01 07:00:00,48,50,103,8,105,38,2,2,0,0,9,365
2024-03-01 07:10:00,49,48,122,8,126,50,7,6,0,0,18,434
2024-03-01 07:20:00,49,50,136,7,139,52,11,12,0,0,11,467
2024-03-01 07:30:00,53,52,129,2,131,50,7,6,0,0,18,448
2024-03-01 07:40:00,44,44,146,9,150,56,9,9,0,0,12,479
2024-03-01 07:50:00,47,48,129,12,135,56,9,9,0,0,16,461
2024-03-01 08:00:00,38,39,131,3,134,47,12,12,0,0,8,424
2024-03-01 08:10:00,41,40,111,6,113,31,2,2,0,0,6,352
2024-03-01 08:20:00,43,45,113,3,116,43,11,11,0,0,6,391
2024-03-01 08:30:00,44,45,127,8,135,47,6,7,0,0,23,442
2024-03-01 08:40:00,41,43,123,12,126,43,10,9,0,0,8,415
2024-03-01 08:50:00,46,45,112,3,115,30,5,5,0,0,3,364
2024-03-01 09:00:00,37,35,95,4,97,24,9,9,0,0,6,316
2024-03-01 09:10:00,46,47,121,4,125,32,6,5,0,0,8,394
2024-03-01 09:20:00,46,47,106,2,108,34,8,8,0,0,8,367
2024-03-01 09:30:00,34,34,106,6,107,25,10,9,0,0,2,333
2024-03-01 09:40:00,57,60,117,3,122,26,5,6,0,0,9,405
2024-03-01 09:50:00,37,36,111,8,115,24,6,6,0,0,6,349
2024-03-01 10:00:00,50,49,106,8,107,18,7,7,0,0,5,357
2024-03-01 10:10:00,45,44,112,5,117,27,9,10,0,0,2,371
2024-03-01 10:20:00,42,44,120,2,122,23,7,6,0,0,6,372
2024-03-01 10:30:00,40,37,101,4,107,21,9,11,0,0,3,333
2024-03-01 10:40:00,42,40,114,6,118,28,9,9,0,0,8,374
2024-03-01 10:50:00,49,50,103,2,106,22,7,7,0,0,8,354
2024-03-01 11:00:00,37,37,104,12,109,17,10,8,0,0,6,340
2024-03-01 11:10:00,55,56,112,10,122,25,6,8,0,0,5,399
2024-03-01 11:20:00,44,45,116,4,122,24,12,12,0,0,9,388
2024-03-01 11:30:00,46,48,119,6,125,20,6,6,0,0,8,384
2024-03-01 11:40:00,40,40,123,3,124,29,14,13,0,0,4,390
2024-03-01 11:50:00,45,47,130,5,134,28,12,10,0,0,9,420
2024-03-01 12:00:00,36,40,116,6,121,24,11,12,0,0,5,371
2024-03-01 12:10:00,48,48,131,8,131,23,14,12,0,0,8,423
2024-03-01 12:20:00,35,39,105,5,110,25,12,11,0,0,7,349
2024-03-01 12:30:00,38,39,130,5,132,23,9,9,0,0,5,390
2024-03-01 12:40:00,34,38,143,5,143,28,11,11,0,0,10,423
2024-03-01 12:50:00,44,44,120,9,122,19,7,7,0,0,12,384
2024-03-01 13:00:00,45,48,133,9,136,32,9,8,0,0,10,430
2024-03-01 13:10:00,37,41,133,9,139,30,12,13,0,0,6,420
2024-03-01 13:20:00,30,33,134,5,138,24,9,9,0,0,3,385
2024-03-01 13:30:00,37,37,151,12,152,31,13,12,0,0,9,454
2024-03-01 13:40:00,41,43,127,4,129,25,9,9,0,0,12,399
2024-03-01 13:50:00,37,37,134,6,137,32,15,14,0,0,3,415
2024-03-01 14:00:00,51,57,129,6,135,23,11,11,0,0,9,432
2024-03-01 14:10:00,33,35,140,9,145,31,16,16,0,0,2,427
2024-03-01 14:20:00,37,38,143,2,149,34,9,9,0,0,6,427
2024-03-01 14:30:00,34,35,159,3,159,33,9,9,0,0,5,446
2024-03-01 14:40:00,46,48,136,5,142,33,8,8,0,0,5,431
2024-03-01 14:50:00,36,36,143,10,147,31,12,11,0,0,7,433
2024-03-01 15:00:00,34,36,146,4,149,36,15,16,0,0,6,442
2024-03-01 15:10:00,32,39,165,2,168,29,12,10,0,0,9,466
2024-03-01 15:20:00,46,45,150,8,150,32,11,11,0,0,5,458
2024-03-01 15:30:00,37,38,142,6,145,29,11,11,0,0,10,429
2024-03-01 15:40:00,35,37,145,8,153,28,7,7,0,0,4,424
2024-03-01 15:50:00,33,34,139,5,145,25,11,11,0,0,3,406
2024-03-01 16:00:00,39,42,132,6,133,30,16,15,0,0,4,417
2024-03-01 16:10:00,43,43,119,4,126,22,8,8,0,0,5,378
2024-03-01 16:20:00,26,27,132,3,134,29,11,11,0,0,6,379
2024-03-01 16:30:00,36,38,133,6,138,29,10,10,0,0,5,405
2024-03-01 16:40:00,34,39,134,3,140,15,8,7,0,0,6,386
2024-03-01 16:50:00,40,43,139,6,141,25,18,19,0,0,4,435
2024-03-01 17:00:00,33,43,124,5,129,22,11,12,0,0,9,388
2024-03-01 17:10:00,40,41,120,6,132,18,10,11,0,0,5,383
2024-03-01 17:20:00,40,44,116,8,118,28,18,17,0,0,7,396
2024-03-01 17:30:00,37,39,131,7,136,30,13,13,0,0,5,411
2024-03-01 17:40:00,43,47,141,7,146,26,9,9,0,0,6,434
2024-03-01 17:50:00,33,37,131,5,133,21,17,17,0,0,8,402
2024-03-01 18:00:00,43,44,114,4,120,18,10,9,0,0,9,371
2024-03-01 18:10:00,38,45,129,5,132,26,19,19,0,0,7,420
2024-03-01 18:20:00,38,41,124,2,123,28,13,12,0,0,5,386
2024-03-01 18:30:00,43,45,121,3,126,25,13,14,0,0,6,396
2024-03-01 18:40:00,44,49,118,1,127,23,14,14,0,0,11,401
2024-03-01 18:50:00,33,36,95,5,99,22,13,13,0,0,6,322
2024-03-01 19:00:00,28,33,80,2,82,20,8,6,0,0,6,265
2024-03-01 19:10:00,44,44,99,2,108,17,12,13,0,0,9,348
2024-03-01 19:20:00,42,43,96,2,101,10,10,8,0,0,14,326
2024-03-01 19:30:00,35,36,96,3,100,23,10,12,0,0,6,321
2024-03-01 19:40:00,33,33,86,4,88,14,7,7,0,0,1,273
2024-03-01 19:50:00,28,27,72,3,77,17,17,16,0,0,4,261
2024-03-01 20:00:00,24,24,87,2,86,12,8,9,0,0,7,259
2024-03-01 20:10:00,34,35,64,2,65,9,10,9,0,0,6,234
2024-03-01 20:20:00,37,37,85,0,86,13,12,13,0,0,5,288
2024-03-01 20:30:00,21,22,67,1,69,15,6,6,0,0,3,210
2024-03-01 20:40:00,32,32,82,2,86,14,9,9,0,0,0,266
2024-03-01 20:50:00,21,21,65,2,66,16,6,6,0,0,0,203
2024-03-01 21:00:00,21,20,65,0,68,12,9,8,0,0,0,203
2024-03-01 21:10:00,22,24,52,2,56,8,2,2,0,0,0,168
2024-03-01 21:20:00,24,22,49,1,51,4,4,3,0,0,0,158
2024-03-01 21:30:00,20,20,49,0,51,4,2,3,0,0,0,149
2024-03-01 21:40:00,10,11,55,1,55,14,5,5,0,0,8,164
2024-03-01 21:50:00,9,9,47,1,48,5,3,3,0,0,0,125
2024-03-01 22:00:00,16,16,37,0,41,6,6,5,0,0,3,130
2024-03-01 22:10:00,20,20,75,0,78,18,10,8,0,0,0,229
2024-03-01 22:20:00,16,18,61,2,61,8,11,12,0,0,0,189
2024-03-01 22:30:00,17,15,43,2,44,6,2,2,0,0,1,132
2024-03-01 22:40:00,17,18,55,3,56,14,4,4,0,0,1,172
2024-03-01 22:50:00,14,13,41,0,40,3,5,4,0,0,0,120
2024-03-01 23:00:00,20,22,45,0,46,8,4,3,0,0,7,155
2024-03-01 23:10:00,13,11,48,0,48,7,11,9,0,0,3,150
2024-03-01 23:20:00,11,12,40,0,41,4,5,6,0,0,4,123
2024-03-01 23:30:00,13,13,30,1,29,4,7,7,0,0,5,109
2024-03-01 23:40:00,11,12,26,1,26,2,3,3,0,0,1,85
2024-03-01 23:50:00,14,13,34,1,36,7,4,4,0,0,2,115
2024-03-02 00:00:00,12,12,27,1,27,1,4,4,0,0,0,88
2024-03-02 00:10:00,13,13,25,1,25,3,1,1,0,0,0,82
2024-03-02 00:20:00,8,10,27,0,28,3,0,0,0,0,7,83
2024-03-02 00:30:00,7,7,23,1,23,2,2,2,0,0,5,72
2024-03-02 00:40:00,9,9,18,1,18,3,2,2,0,0,0,62
2024-03-02 00:50:00,5,4,22,0,22,5,1,1,0,0,1,61
2024-03-02 01:00:00,2,1,11,0,11,2,1,1,0,0,1,30
2024-03-02 01:10:00,4,4,8,0,8,1,2,2,0,0,0,29
2024-03-02 01:20:00,4,4,11,1,11,2,0,0,0,0,0,33
2024-03-02 01:30:00,6,7,12,0,12,0,1,1,0,0,0,39
2024-03-02 01:40:00,4,4,12,0,12,2,1,1,0,0,0,36
2024-03-02 01:50:00,5,5,12,0,12,1,1,1,0,0,0,37
2024-03-02 02:00:00,6,6,17,0,17,1,0,0,0,0,0,47
2024-03-02 02:10:00,5,5,14,0,14,1,1,1,0,0,0,41
2024-03-02 02:20:00,3,3,6,0,6,3,1,1,0,0,0,23
2024-03-02 02:30:00,6,6,14,3,16,3,1,1,0,0,1,51
2024-03-02 02:40:00,0,0,2,0,2,0,1,1,0,0,3,9
2024-03-02 02:50:00,0,0,6,0,6,0,2,2,0,0,0,16
2024-03-02 03:00:00,6,6,14,0,14,1,1,1,0,0,0,43
2024-03-02 03:10:00,7,7,11,1,11,1,0,0,0,0,2,40
2024-03-02 03:20:00,4,4,10,4,10,3,2,2,0,0,0,39
2024-03-02 03:30:00,6,6,10,0,10,1,1,0,0,0,0,34
2024-03-02 03:40:00,3,3,7,0,7,2,1,1,0,0,0,24
2024-03-02 03:50:00,6,6,11,0,11,1,1,1,0,0,0,37
2024-03-02 04:00:00,3,3,11,0,11,1,0,0,0,0,0,29
2024-03-02 04:10:00,6,6,9,0,9,0,0,0,0,0,0,30
2024-03-02 04:20:00,2,2,10,1,10,2,2,0,0,0,0,29
2024-03-02 04:30:00,6,6,11,0,11,1,2,2,0,0,0,39
2024-03-02 04:40:00,5,5,12,0,13,4,0,0,0,0,1,40
2024-03-02 04:50:00,7,7,14,2,14,6,0,0,0,0,0,50
2024-03-02 05:00:00,9,9,22,1,22,7,1,1,0,0,0,72
2024-03-02 05:10:00,8,8,22,1,22,8,1,1,0,0,1,72
2024-03-02 05:20:00,9,9,17,1,17,3,0,0,0,0,0,56
2024-03-02 05:30:00,8,8,18,1,18,7,2,1,0,0,1,64
2024-03-02 05:40:00,8,8,14,0,15,2,3,3,0,0,0,53
2024-03-02 05:50:00,7,8,24,1,24,4,0,0,0,0,1,69
2024-03-02 06:00:00,5,5,21,0,21,9,0,0,0,0,0,61
2024-03-02 06:10:00,1,2,25,0,25,4,1,1,0,0,0,59
2024-03-02 06:20:00,11,10,30,1,32,4,1,1,0,0,5,95
2024-03-02 06:30:00,12,23,30,2,31,16,4,4,0,0,6,128
2024-03-02 06:40:00,5,6,26,1,27,11,1,1,0,0,2,80
2024-03-02 06:50:00,10,10,26,1,27,7,0,0,0,0,0,81
2024-03-02 07:00:00,9,10,22,2,22,4,2,2,0,0,1,74
2024-03-02 07:10:00,11,11,22,2,24,7,2,2,0,0,0,81
2024-03-02 07:20:00,13,13,32,1,32,7,1,1,0,0,1,101
2024-03-02 07:30:00,19,20,34,3,34,9,1,1,0,0,1,122
2024-03-02 07:40:00,14,17,31,4,34,6,4,4,0,0,8,122
2024-03-02 07:50:00,13,13,30,2,32,3,4,4,0,0,8,109
2024-03-02 08:00:00,25,25,40,3,40,7,4,4,0,0,1,149
2024-03-02 08:10:00,19,19,40,4,42,8,9,7,0,0,9,157
2024-03-02 08:20:00,26,25,52,2,56,6,11,13,0,0,2,193
2024-03-02 08:30:00,21,22,33,0,33,9,6,6,0,0,3,133
2024-03-02 08:40:00,31,31,55,1,59,13,7,7,0,0,13,217
2024-03-02 08:50:00,42,41,75,3,81,20,5,5,0,0,2,274
2024-03-02 09:00:00,27,27,75,3,78,23,2,2,0,0,0,237
2024-03-02 09:10:00,36,36,71,2,76,20,6,6,0,0,7,260
2024-03-02 09:20:00,36,36,70,1,75,13,3,3,0,0,16,253
2024-03-02 09:30:00,50,50,74,5,78,19,6,6,0,0,9,297
2024-03-02 09:40:00,57,57,97,1,97,26,8,8,0,0,5,356
2024-03-02 09:50:00,49,48,90,3,96,23,12,11,0,0,36,368
2024-03-02 10:00:00,52,53,87,4,93,15,6,7,0,0,1,318
2024-03-02 10:10:00,56,54,94,4,98,15,7,7,0,0,1,336
2024-03-02 10:20:00,54,54,93,1,96,14,11,11,0,0,1,335
2024-03-02 10:30:00,49,50,97,4,102,19,11,11,0,0,0,343
2024-03-02 10:40:00,39,38,103,0,106,22,13,11,0,0,17,349
2024-03-02 10:50:00,45,46,95,2,99,15,7,8,0,0,10,327
2024-03-02 11:00:00,48,49,99,0,101,19,12,11,0,0,45,384
2024-03-02 11:10:00,47,48,104,4,108,19,7,7,0,0,5,349
2024-03-02 11:20:00,38,37,113,0,115,24,16,16,0,0,3,362
2024-03-02 11:30:00,52,53,108,3,110,11,8,7,0,0,2,354
2024-03-02 11:40:00,45,44,110,4,116,15,8,9,0,0,8,359
2024-03-02 11:50:00,113,48,110,1,119,14,17,15,0,0,7,444
2024-03-02 12:00:00,42,42,87,2,103,16,16,17,0,0,5,330
2024-03-02 12:10:00,57,57,114,3,116,18,8,8,0,0,5,386
2024-03-02 12:20:00,36,37,105,9,114,26,12,12,0,0,2,353
2024-03-02 12:30:00,48,53,124,2,127,28,9,8,0,0,15,414
2024-03-02 12:40:00,55,59,127,4,132,30,12,12,0,0,10,441
2024-03-02 12:50:00,37,37,122,1,124,25,15,15,0,0,4,380
2024-03-02 13:00:00,55,55,104,5,112,29,16,15,0,0,8,399
2024-03-02 13:10:00,39,40,108,6,112,20,15,15,0,0,5,360
2024-03-02 13:20:00,51,52,117,5,125,28,13,13,0,0,10,414
2024-03-02 13:30:00,44,46,108,4,117,23,15,15,0,0,7,379
2024-03-02 13:40:00,44,44,116,2,133,31,10,10,0,0,7,397
2024-03-02 13:50:00,41,43,115,3,120,22,11,10,0,0,8,373
2024-03-02 14:00:00,53,55,116,7,117,23,9,10,0,0,11,401
2024-03-02 14:10:00,42,43,127,4,130,35,21,20,0,0,4,426
2024-03-02 14:20:00,49,49,119,4,123,29,6,6,0,0,4,389
2024-03-02 14:30:00,37,43,117,7,125,24,16,16,0,0,14,399
2024-03-02 14:40:00,43,46,106,7,116,28,14,13,0,0,11,384
2024-03-02 14:50:00,48,51,119,8,124,31,11,12,0,0,8,412
2024-03-02 15:00:00,50,51,117,4,126,22,6,6,0,0,3,385
2024-03-02 15:10:00,47,48,106,9,110,14,15,13,0,0,11,373
2024-03-02 15:20:00,43,43,105,6,107,16,10,12,0,0,1,343
2024-03-02 15:30:00,43,45,100,4,108,19,9,9,0,0,2,339
2024-03-02 15:40:00,38,41,102,7,110,19,12,12,0,0,3,344
2024-03-02 15:50:00,54,53,90,4,95,11,12,10,0,0,4,333
2024-03-02 16:00:00,31,33,90,3,99,16,9,8,0,0,0,289
2024-03-02 16:10:00,37,35,90,2,92,18,10,10,0,0,0,294
2024-03-02 16:20:00,38,40,102,5,109,17,12,11,0,0,20,354
2024-03-02 16:30:00,30,33,92,4,99,14,8,8,0,0,13,301
2024-03-02 16:40:00,47,48,99,3,103,10,9,9,0,0,9,337
2024-03-02 16:50:00,34,37,111,7,116,16,6,6,0,0,0,333
2024-03-02 17:00:00,35,36,96,7,99,14,11,10,0,0,25,333
2024-03-02 17:10:00,47,50,101,5,106,23,15,15,0,0,2,364
2024-03-02 17:20:00,43,46,112,4,115,13,10,10,0,0,22,375
2024-03-02 17:30:00,46,47,103,5,107,11,10,10,0,0,5,344
2024-03-02 17:40:00,46,47,121,4,126,18,8,8,0,0,1,379
2024-03-02 17:50:00,39,40,111,2,114,12,14,13,0,0,0,345
2024-03-02 18:00:00,39,39,123,3,125,18,14,14,0,0,0,375
2024-03-02 18:10:00,46,46,112,6,122,23,14,14,0,0,8,391
2024-03-02 18:20:00,39,40,118,4,123,20,15,15,0,0,0,374
2024-03-02 18:30:00,50,53,104,4,113,11,6,6,0,0,1,348
2024-03-02 18:40:00,34,36,92,2,98,12,9,9,0,0,5,297
2024-03-02 18:50:00,45,43,92,2,95,14,15,14,0,0,0,320
2024-03-02 19:00:00,35,38,94,2,99,14,14,16,0,0,0,312
2024-03-02 19:10:00,48,47,98,1,103,10,5,5,0,0,0,317
2024-03-02 19:20:00,41,39,74,4,78,10,11,10,0,0,0,267
2024-03-02 19:30:00,35,35,93,1,93,14,13,13,0,0,14,311
2024-03-02 19:40:00,27,29,83,1,85,12,7,8,0,0,0,252
2024-03-02 19:50:00,26,25,69,2,68,7,5,4,0,0,24,230
2024-03-02 20:00:00,21,22,56,0,58,7,6,7,0,0,0,177
2024-03-02 20:10:00,37,30,74,1,76,11,9,9,0,0,0,247
2024-03-02 20:20:00,16,17,50,0,51,9,8,7,0,0,0,158
2024-03-02 20:30:00,23,24,55,0,56,7,5,5,0,0,0,175
2024-03-02 20:40:00,27,26,59,1,61,10,3,3,0,0,0,190
2024-03-02 20:50:00,26,28,62,3,65,16,9,9,0,0,0,218
2024-03-02 21:00:00,18,16,67,1,69,16,9,9,0,0,4,209
2024-03-02 21:10:00,24,27,72,1,73,10,9,7,0,0,0,223
2024-03-02 21:20:00,28,25,60,1,62,8,6,6,0,0,0,196
2024-03-02 21:30:00,21,23,51,0,51,5,5,5,0,0,9,170
2024-03-02 21:40:00,20,21,52,0,53,5,5,4,0,0,0,160
2024-03-02 21:50:00,26,24,43,1,47,5,5,5,0,0,0,156
2024-03-02 22:00:00,28,28,59,1,59,6,4,3,0,0,1,189
2024-03-02 22:10:00,22,23,59,0,58,9,5,6,0,0,15,197
2024-03-02 22:20:00,24,25,63,0,66,10,8,8,0,0,0,204
2024-03-02 22:30:00,19,19,54,0,54,8,8,7,0,0,0,169
2024-03-02 22:40:00,21,20,57,0,57,8,2,2,0,0,12,179
2024-03-02 22:50:00,22,21,45,1,47,8,2,2,0,0,10,158
2024-03-02 23:00:00,6,8,39,1,40,9,10,10,0,0,12,135
2024-03-02 23:10:00,20,18,45,0,47,6,4,4,0,0,33,177
2024-03-02 23:20:00,16,18,41,1,43,8,4,4,0,0,0,135
2024-03-02 23:30:00,16,14,30,0,32,4,2,2,0,0,0,100
2024-03-02 23:40:00,16,16,35,1,35,8,3,3,0,0,0,117
2024-03-02 23:50:00,19,19,49,1,49,9,3,3,0,0,0,152
2024-03-03 00:00:00,12,12,28,1,31,7,6,5,0,0,29,131
2024-03-03 00:10:00,11,11,28,0,28,3,3,4,0,0,0,88
2024-03-03 00:20:00,14,15,26,1,27,2,1,1,0,0,0,87
2024-03-03 00:30:00,11,12,26,0,26,0,3,3,0,0,9,90
2024-03-03 00:40:00,11,9,31,1,31,3,2,2,0,0,0,90
2024-03-03 00:50:00,6,7,25,1,26,2,2,1,0,0,0,70
2024-03-03 01:00:00,9,9,29,1,29,6,4,6,0,0,0,93
2024-03-03 01:10:00,7,7,16,0,16,2,1,0,0,0,0,49
2024-03-03 01:20:00,8,8,14,1,14,0,3,3,0,0,0,51
2024-03-03 01:30:00,4,4,15,0,15,1,1,2,0,0,0,42
2024-03-03 01:40:00,5,5,14,0,14,1,3,3,0,0,0,45
2024-03-03 01:50:00,11,10,19,0,21,1,2,2,0,0,0,66
2024-03-03 02:00:00,7,7,11,1,11,1,1,1,0,0,0,40
2024-03-03 02:10:00,2,2,7,0,7,0,3,3,0,0,0,24
2024-03-03 02:20:00,3,3,12,0,12,3,2,2,0,0,0,37
2024-03-03 02:30:00,2,2,8,0,9,2,2,1,0,0,0,26
2024-03-03 02:40:00,5,5,12,0,13,0,0,0,0,0,0,35
2024-03-03 02:50:00,3,3,7,0,7,2,3,3,0,0,0,28
2024-03-03 03:00:00,7,7,15,0,15,2,0,0,0,0,0,46
2024-03-03 03:10:00,1,1,4,0,5,1,0,0,0,0,0,12
2024-03-03 03:20:00,1,1,4,0,4,1,1,1,0,0,0,13
2024-03-03 03:30:00,2,3,10,0,10,0,0,0,0,0,0,25
2024-03-03 03:40:00,1,0,5,0,5,0,0,0,0,0,0,11
2024-03-03 03:50:00,2,2,7,0,7,1,0,0,0,0,0,19
2024-03-03 04:00:00,1,1,2,0,2,0,0,0,0,0,0,6
2024-03-03 04:10:00,4,4,11,1,11,2,0,0,0,0,0,33
2024-03-03 04:20:00,5,6,10,0,10,1,0,0,0,0,0,32
2024-03-03 04:30:00,4,3,9,1,10,3,0,0,0,0,0,30
2024-03-03 04:40:00,5,5,16,0,16,2,0,0,0,0,0,44
2024-03-03 04:50:00,8,8,16,1,16,2,1,1,0,0,0,53
2024-03-03 05:00:00,8,9,17,0,17,7,2,2,0,0,0,62
2024-03-03 05:10:00,10,9,22,1,22,5,1,1,0,0,0,71
2024-03-03 05:20:00,5,5,12,0,12,1,0,0,0,0,0,35
2024-03-03 05:30:00,5,5,19,0,19,4,0,0,0,0,0,52
2024-03-03 05:40:00,2,1,11,0,11,3,2,2,0,0,0,32
2024-03-03 05:50:00,3,3,8,0,8,1,1,1,0,0,0,25
2024-03-03 06:00:00,9,12,17,1,17,4,1,1,0,0,0,62
2024-03-03 06:10:00,5,4,18,2,19,6,1,1,0,0,0,56
2024-03-03 06:20:00,3,3,19,1,19,7,0,0,0,0,0,52
2024-03-03 06:30:00,4,4,17,1,17,7,2,2,0,0,0,54
2024-03-03 06:40:00,5,4,13,1,15,2,2,2,0,0,0,44
2024-03-03 06:50:00,4,4,7,0,7,0,0,0,0,0,0,22
2024-03-03 07:00:00,5,5,15,0,16,5,0,0,0,0,0,46
2024-03-03 07:10:00,7,7,14,1,15,4,1,1,0,0,0,50
2024-03-03 07:20:00,3,3,12,0,11,2,1,1,0,0,0,33
2024-03-03 07:30:00,10,11,20,0,22,5,0,0,0,0,0,68
2024-03-03 07:40:00,10,10,15,0,15,0,1,1,0,0,0,52
2024-03-03 07:50:00,10,10,21,2,21,3,0,0,0,0,0,67
2024-03-03 08:00:00,9,9,20,0,22,2,1,1,0,0,0,64
2024-03-03 08:10:00,8,8,20,1,20,6,3,3,0,0,19,88
2024-03-03 08:20:00,16,18,21,0,22,1,3,3,0,0,0,84
2024-03-03 08:30:00,19,17,28,0,30,7,0,0,0,0,0,101
2024-03-03 08:40:00,12,14,27,0,27,7,2,2,0,0,1,92
2024-03-03 08:50:00,21,19,28,0,29,6,5,5,0,0,0,113
2024-03-03 09:00:00,19,19,41,2,42,7,6,6,0,0,88,230
2024-03-03 09:10:00,15,16,29,0,30,4,7,7,0,0,0,108
2024-03-03 09:20:00,38,38,58,4,60,11,8,8,0,0,0,225
2024-03-03 09:30:00,26,27,57,0,59,12,6,6,0,0,0,193
2024-03-03 09:40:00,41,40,60,2,63,10,8,8,0,0,15,247
2024-03-03 09:50:00,29,31,68,2,69,11,11,11,0,0,0,232
2024-03-03 10:00:00,32,33,52,1,59,15,4,3,0,0,0,199
2024-03-03 10:10:00,31,30,75,1,77,18,6,5,0,0,5,248
2024-03-03 10:20:00,36,35,70,0,72,12,3,3,0,0,0,231
2024-03-03 10:30:00,38,37,57,5,62,8,1,2,0,0,0,210
2024-03-03 10:40:00,30,30,59,0,60,19,8,11,0,0,0,217
2024-03-03 10:50:00,31,33,72,1,78,14,8,7,0,0,0,244
2024-03-03 11:00:00,37,38,48,2,51,7,3,2,0,0,58,246
2024-03-03 11:10:00,39,40,62,1,62,14,8,8,0,0,0,234
2024-03-03 11:20:00,41,42,84,0,87,11,4,3,0,0,18,290
2024-03-03 11:30:00,37,37,62,1,67,10,6,5,0,0,36,261
2024-03-03 11:40:00,55,54,77,4,89,12,6,6,0,0,17,320
2024-03-03 11:50:00,43,44,101,4,102,18,8,8,0,0,0,328
2024-03-03 12:00:00,41,44,80,4,87,12,4,3,0,0,0,275
2024-03-03 12:10:00,41,40,91,4,97,19,10,9,0,0,0,311
2024-03-03 12:20:00,47,49,86,4,93,19,7,8,0,0,0,313
2024-03-03 12:30:00,54,54,95,2,99,19,13,12,0,0,6,354
2024-03-03 12:40:00,43,40,83,4,97,19,10,11,0,0,0,307
2024-03-03 12:50:00,42,45,94,3,96,14,11,10,0,0,8,323
2024-03-03 13:00:00,35,37,87,0,94,10,8,9,0,0,30,310
2024-03-03 13:10:00,45,47,97,5,101,25,14,13,0,0,77,424
2024-03-03 13:20:00,41,41,95,3,100,18,8,10,0,0,41,357
2024-03-03 13:30:00,37,39,96,1,102,27,13,13,0,0,0,328
2024-03-03 13:40:00,45,43,92,4,101,13,9,9,0,0,0,316
2024-03-03 13:50:00,35,38,87,2,91,18,7,6,0,0,1,285
2024-03-03 14:00:00,42,43,81,3,86,11,20,17,0,0,24,327
2024-03-03 14:10:00,44,45,107,7,114,30,7,9,0,0,0,363
2024-03-03 14:20:00,38,40,106,6,110,25,4,4,0,0,1,334
2024-03-03 14:30:00,43,47,107,4,112,16,12,12,0,0,4,357
2024-03-03 14:40:00,44,44,97,4,106,17,16,15,0,0,5,348
2024-03-03 14:50:00,46,50,109,3,116,25,16,16,0,0,2,383
2024-03-03 15:00:00,52,52,90,6,93,15,13,13,0,0,12,346
2024-03-03 15:10:00,33,32,83,4,89,11,15,13,0,0,2,282
2024-03-03 15:20:00,37,39,98,1,100,20,15,18,0,0,1,329
2024-03-03 15:30:00,48,48,86,2,91,16,5,5,0,0,9,310
