datetime,D11Z,D12Z,D21Z,D22Z,D23Z,D41Z,D42Z,D43Z,D51Z,D55Z,D13Z,Total
2024-03-07 14:50:00,46,51,141,5,147,37,10,10,0,0,0,447
2024-03-07 15:00:00,28,29,161,7,165,34,11,10,0,0,0,445
2024-03-07 15:10:00,30,30,153,9,159,29,11,11,0,0,0,432
2024-03-07 15:20:00,35,36,156,2,159,35,15,15,0,0,9,462
2024-03-07 15:30:00,30,35,152,4,158,32,4,3,0,0,0,418
2024-03-07 15:40:00,36,37,144,4,149,30,12,12,0,0,8,432
2024-03-07 15:50:00,36,35,148,4,151,33,13,13,0,0,8,441
2024-03-07 16:00:00,30,33,167,1,169,32,8,9,0,0,88,537
2024-03-07 16:10:00,36,41,154,3,161,29,12,12,0,0,0,448
2024-03-07 16:20:00,35,36,161,5,166,35,14,12,0,0,76,540
2024-03-07 16:30:00,34,39,157,6,161,33,13,13,0,0,7,463
2024-03-07 16:40:00,32,35,158,3,163,33,15,12,0,0,0,451
2024-03-07 16:50:00,35,40,158,3,159,29,11,11,0,0,16,462
2024-03-07 17:00:00,37,37,139,3,146,26,14,16,0,0,0,418
2024-03-07 17:10:00,35,36,143,3,157,32,11,9,0,0,0,426
2024-03-07 17:20:00,32,32,158,4,162,32,11,13,0,0,0,444
2024-03-07 17:30:00,32,33,153,5,156,31,12,12,0,0,16,450
2024-03-07 17:40:00,33,36,152,4,155,33,12,11,0,0,24,460
2024-03-07 17:50:00,47,48,139,1,145,25,15,16,0,0,114,550
2024-03-07 18:00:00,34,35,142,5,144,16,19,16,0,0,54,465
2024-03-07 18:10:00,30,32,137,9,147,25,12,14,0,0,18,424
2024-03-07 18:20:00,33,34,132,4,137,24,18,17,0,0,0,399
2024-03-07 18:30:00,40,41,114,4,118,22,15,16,0,0,0,370
2024-03-07 18:40:00,41,42,128,3,129,26,12,12,0,0,0,393
2024-03-07 18:50:00,29,30,104,3,107,20,11,11,0,0,0,315
2024-03-07 19:00:00,38,39,108,2,109,19,16,16,0,0,0,347
2024-03-07 19:10:00,38,39,98,1,101,22,11,11,0,0,0,321
2024-03-07 19:20:00,36,34,100,3,104,24,12,9,0,0,1,323
2024-03-07 19:30:00,46,46,97,2,101,11,13,15,0,0,0,331
2024-03-07 19:40:00,40,40,94,1,94,21,12,10,0,0,0,312
2024-03-07 19:50:00,34,34,85,3,88,14,12,15,0,0,0,285
2024-03-07 20:00:00,32,30,72,2,75,11,7,7,0,0,0,236
2024-03-07 20:10:00,24,26,67,0,68,14,3,3,0,0,0,205
2024-03-07 20:20:00,24,23,72,3,77,14,11,11,0,0,0,235
2024-03-07 20:30:00,15,18,76,0,78,8,12,11,0,0,16,234
2024-03-07 20:40:00,27,27,87,0,87,18,4,5,0,0,0,255
2024-03-07 20:50:00,18,19,60,3,63,9,13,13,0,0,0,198
2024-03-07 21:00:00,22,22,53,0,53,7,7,5,0,0,38,207
2024-03-07 21:10:00,24,23,66,3,67,12,9,10,0,0,0,214
2024-03-07 21:20:00,20,20,68,2,68,10,8,7,0,0,0,203
2024-03-07 21:30:00,21,22,56,2,58,7,6,6,0,0,0,178
2024-03-07 21:40:00,26,22,66,0,73,9,1,1,0,0,11,209
2024-03-07 21:50:00,16,18,43,2,44,9,7,7,0,0,4,150
2024-03-07 22:00:00,16,15,57,0,60,3,7,7,0,0,0,165
2024-03-07 22:10:00,12,12,59,0,60,10,7,6,0,0,0,166
2024-03-07 22:20:00,20,22,53,0,57,13,7,7,0,0,0,179
2024-03-07 22:30:00,17,16,56,5,60,14,1,1,0,0,0,170
2024-03-07 22:40:00,16,17,49,0,50,4,0,0,0,0,0,136
2024-03-07 22:50:00,18,16,47,0,48,3,2,2,0,0,0,136
2024-03-07 23:00:00,13,13,39,0,40,2,2,2,0,0,0,111
2024-03-07 23:10:00,6,8,22,0,22,3,2,2,0,0,0,65
2024-03-07 23:20:00,8,8,21,1,22,4,4,4,0,0,0,72
2024-03-07 23:30:00,4,4,23,0,25,4,4,3,0,0,0,67
2024-03-07 23:40:00,5,5,22,1,22,3,3,4,0,0,0,65
2024-03-07 23:50:00,2,2,14,1,14,1,2,2,0,0,0,38
2024-03-08 00:00:00,8,8,21,0,21,2,1,1,0,0,0,62
2024-03-08 00:10:00,1,1,7,0,7,2,0,0,0,0,0,18
2024-03-08 00:20:00,2,2,14,0,14,2,0,0,0,0,0,34
2024-03-08 00:30:00,3,3,16,1,16,3,1,1,0,0,0,44
2024-03-08 00:40:00,3,3,12,1,12,1,0,0,0,0,0,32
2024-03-08 00:50:00,5,5,11,0,12,3,0,0,0,0,0,36
2024-03-08 01:00:00,3,3,11,0,11,3,2,2,0,0,0,35
2024-03-08 01:10:00,1,1,5,1,5,0,0,0,0,0,0,13
2024-03-08 01:20:00,3,3,5,0,5,2,1,1,0,0,0,20
2024-03-08 01:30:00,2,2,8,0,8,0,0,0,0,0,0,20
2024-03-08 01:40:00,1,1,5,0,5,1,0,0,0,0,0,13
2024-03-08 01:50:00,1,1,7,1,7,2,0,0,0,0,0,19
2024-03-08 02:00:00,2,2,4,0,4,1,0,0,0,0,0,13
2024-03-08 02:10:00,2,2,3,0,3,0,0,0,0,0,0,10
2024-03-08 02:20:00,4,3,9,0,9,1,0,0,0,0,0,26
2024-03-08 02:30:00,2,2,4,0,4,1,0,0,0,0,0,13
2024-03-08 02:40:00,4,4,7,0,7,2,2,1,0,0,0,27
2024-03-08 02:50:00,3,3,6,0,6,2,1,1,0,0,0,22
2024-03-08 03:00:00,3,3,4,0,4,0,1,1,0,0,0,16
2024-03-08 03:10:00,3,3,4,0,4,0,0,0,0,0,0,14
2024-03-08 03:20:00,2,2,5,0,5,1,1,1,0,0,0,17
2024-03-08 03:30:00,3,4,6,1,6,0,1,1,0,0,0,22
2024-03-08 03:40:00,1,0,3,1,3,0,1,1,0,0,0,10
2024-03-08 03:50:00,3,3,5,0,5,1,0,0,0,0,0,17
2024-03-08 04:00:00,3,3,5,0,5,0,1,1,0,0,0,18
2024-03-08 04:10:00,3,3,5,1,5,3,0,0,0,0,0,20
2024-03-08 04:20:00,5,5,11,0,11,4,1,1,0,0,0,38
2024-03-08 04:30:00,5,5,13,0,13,3,0,0,0,0,0,39
2024-03-08 04:40:00,4,4,14,1,16,4,0,0,0,0,0,43
2024-03-08 04:50:00,9,9,25,0,24,10,1,0,0,0,0,78
2024-03-08 05:00:00,16,17,33,2,38,5,0,0,0,0,0,111
2024-03-08 05:10:00,8,9,33,0,33,7,1,0,0,0,0,91
2024-03-08 05:20:00,20,20,51,3,57,23,0,0,0,0,0,174
2024-03-08 05:30:00,19,20,61,0,62,17,0,0,0,0,0,179
2024-03-08 05:40:00,14,14,64,0,64,26,2,2,0,0,0,186
2024-03-08 05:50:00,19,19,97,2,99,22,2,1,0,0,0,261
2024-03-08 06:00:00,29,28,84,3,88,26,5,5,0,0,0,268
2024-03-08 06:10:00,17,18,80,1,83,30,2,2,0,0,0,233
2024-03-08 06:20:00,30,29,88,0,88,36,3,3,0,0,0,277
2024-03-08 06:30:00,33,36,97,4,103,38,2,1,0,0,0,314
2024-03-08 06:40:00,43,42,118,9,122,44,11,11,0,0,2,402
2024-03-08 06:50:00,39,39,108,11,110,46,4,4,0,0,0,361
2024-03-08 07:00:00,31,32,95,3,97,38,5,5,0,0,1,307
2024-03-08 07:10:00,45,45,113,9,114,45,14,14,0,0,0,399
2024-03-08 07:20:00,50,50,115,9,117,44,8,8,0,0,2,403
2024-03-08 07:30:00,46,45,146,8,151,51,7,7,0,0,0,461
2024-03-08 07:40:00,42,42,135,5,137,58,13,13,0,0,0,445
2024-03-08 07:50:00,44,43,135,9,141,59,10,9,0,0,1,451
2024-03-08 08:00:00,41,41,128,7,134,50,10,9,0,0,10,430
2024-03-08 08:10:00,46,45,111,9,120,39,6,7,0,0,6,389
2024-03-08 08:20:00,32,35,100,3,102,26,12,11,0,0,48,369
2024-03-08 08:30:00,43,44,117,2,124,45,8,9,0,0,69,461
2024-03-08 08:40:00,48,47,126,7,132,43,5,6,0,0,55,469
2024-03-08 08:50:00,50,53,122,9,127,35,6,6,0,0,3,411
2024-03-08 09:00:00,46,46,117,3,117,25,5,5,0,0,70,434
2024-03-08 09:10:00,40,39,98,6,99,27,10,9,0,0,0,328
2024-03-08 09:20:00,43,43,110,7,112,30,9,10,0,0,0,364
2024-03-08 09:30:00,48,47,101,2,109,26,5,5,0,0,16,359
2024-03-08 09:40:00,46,47,123,2,127,31,6,6,0,0,26,414
2024-03-08 09:50:00,47,48,129,4,135,28,7,7,0,0,0,405
2024-03-08 10:00:00,44,46,94,4,99,14,7,7,0,0,0,315
2024-03-08 10:10:00,34,35,110,3,111,27,6,6,0,0,0,332
2024-03-08 10:20:00,47,46,109,7,114,28,10,9,0,0,0,370
2024-03-08 10:30:00,57,57,113,6,121,28,9,8,0,0,0,399
2024-03-08 10:40:00,41,41,109,3,107,23,8,7,0,0,0,339
2024-03-08 10:50:00,38,39,106,3,112,25,5,6,0,0,0,334
2024-03-08 11:00:00,36,36,109,5,112,21,8,8,0,0,0,335
2024-03-08 11:10:00,44,46,111,11,121,25,5,5,0,0,0,368
2024-03-08 11:20:00,36,38,114,2,120,22,8,8,0,0,0,348
2024-03-08 11:30:00,42,43,113,6,112,16,6,6,0,0,45,389
2024-03-08 11:40:00,40,47,105,5,113,27,10,10,0,0,5,362
2024-03-08 11:50:00,49,51,125,1,134,29,6,6,0,0,0,401
2024-03-08 12:00:00,33,39,130,7,141,35,8,7,0,0,0,400
2024-03-08 12:10:00,42,45,135,15,139,26,15,15,0,0,0,432
2024-03-08 12:20:00,34,37,125,9,128,37,14,14,0,0,0,398
2024-03-08 12:30:00,32,33,139,4,144,24,8,7,0,0,0,391
2024-03-08 12:40:00,38,44,130,1,139,27,7,8,0,0,0,394
2024-03-08 12:50:00,35,43,112,2,119,27,7,7,0,0,0,352
2024-03-08 13:00:00,41,41,128,3,133,24,12,11,0,0,0,393
2024-03-08 13:10:00,38,38,130,5,132,30,15,15,0,0,4,407
2024-03-08 13:20:00,34,39,124,6,129,31,19,18,0,0,7,407
2024-03-08 13:30:00,50,48,128,13,134,53,13,15,0,0,5,459
2024-03-08 13:40:00,35,37,135,11,142,28,8,8,0,0,21,425
2024-03-08 13:50:00,33,39,127,11,132,29,22,17,0,0,46,456
2024-03-08 14:00:00,45,44,116,9,123,31,12,14,0,0,1,395
2024-03-08 14:10:00,38,39,158,2,161,35,8,7,0,0,0,448
2024-03-08 14:20:00,40,40,148,8,153,31,16,17,0,0,0,453
2024-03-08 14:30:00,40,42,145,6,152,36,14,14,0,0,0,449
2024-03-08 14:40:00,37,37,145,5,152,37,10,10,0,0,0,433
2024-03-08 14:50:00,38,41,144,3,146,27,12,12,0,0,0,423
2024-03-08 15:00:00,40,42,139,4,144,32,14,14,0,0,2,431
2024-03-08 15:10:00,33,33,139,3,146,24,13,13,0,0,0,404
2024-03-08 15:20:00,38,38,151,3,153,34,11,11,0,0,0,439
2024-03-08 15:30:00,31,32,153,5,154,32,15,15,0,0,0,437
2024-03-08 15:40:00,33,34,140,5,150,32,15,15,0,0,1,425
2024-03-08 15:50:00,37,39,149,7,151,28,9,9,0,0,2,431
2024-03-08 16:00:00,36,38,126,7,130,26,15,15,0,0,0,393
2024-03-08 16:10:00,39,39,143,6,148,29,17,14,0,0,0,435
2024-03-08 16:20:00,30,29,126,5,133,30,15,14,0,0,20,402
2024-03-08 16:30:00,40,39,150,8,158,35,20,22,0,0,90,562
2024-03-08 16:40:00,35,37,125,5,128,23,10,9,0,0,144,516
2024-03-08 16:50:00,35,35,142,2,146,26,17,17,0,0,1,421
2024-03-08 17:00:00,44,46,144,9,150,32,12,13,0,0,0,450
2024-03-08 17:10:00,35,38,128,4,133,24,9,9,0,0,0,380
2024-03-08 17:20:00,43,46,125,6,130,21,13,12,0,0,0,396
2024-03-08 17:30:00,40,44,131,6,135,25,11,12,0,0,33,437
2024-03-08 17:40:00,46,48,122,4,127,23,14,15,0,0,0,399
2024-03-08 17:50:00,40,40,131,9,135,26,16,15,0,0,6,418
2024-03-08 18:00:00,40,47,109,8,117,22,11,12,0,0,10,376
2024-03-08 18:10:00,36,35,129,7,134,26,14,14,0,0,26,421
2024-03-08 18:20:00,46,47,103,3,106,17,15,15,0,0,5,357
2024-03-08 18:30:00,36,36,107,6,110,21,16,16,0,0,23,371
2024-03-08 18:40:00,41,44,127,6,127,26,18,17,0,0,1,407
2024-03-08 18:50:00,47,49,130,2,131,28,15,16,0,0,8,426
2024-03-08 19:00:00,36,38,120,5,123,29,24,21,0,0,1,397
2024-03-08 19:10:00,50,51,111,4,112,12,11,12,0,0,0,363
2024-03-08 19:20:00,44,43,106,3,110,14,14,14,0,0,0,348
2024-03-08 19:30:00,33,35,94,1,97,19,6,7,0,0,1,293
2024-03-08 19:40:00,33,33,103,4,109,21,12,11,0,0,0,326
2024-03-08 19:50:00,41,41,86,4,88,9,8,9,0,0,6,292
2024-03-08 20:00:00,32,32,89,3,89,19,5,5,0,0,6,280
2024-03-08 20:10:00,27,27,79,1,81,14,7,7,0,0,23,266
2024-03-08 20:20:00,27,28,67,2,70,12,12,12,0,0,0,230
2024-03-08 20:30:00,29,29,73,2,78,11,10,9,0,0,0,241
2024-03-08 20:40:00,37,38,68,3,71,14,8,9,0,0,1,249
2024-03-08 20:50:00,15,15,74,4,74,12,6,6,0,0,0,206
2024-03-08 21:00:00,26,24,63,1,65,7,13,12,0,0,0,211
2024-03-08 21:10:00,20,22,69,0,72,12,9,8,0,0,0,212
2024-03-08 21:20:00,27,25,66,0,66,9,5,6,0,0,0,204
2024-03-08 21:30:00,21,23,49,3,52,7,3,3,0,0,0,161
2024-03-08 21:40:00,33,32,64,2,65,6,6,6,0,0,0,214
2024-03-08 21:50:00,19,22,45,2,50,7,3,3,0,0,0,151
2024-03-08 22:00:00,29,27,75,2,78,8,2,2,0,0,0,223
2024-03-08 22:10:00,17,17,60,1,63,11,3,3,0,0,0,175
2024-03-08 22:20:00,24,26,86,1,88,10,7,7,0,0,0,249
2024-03-08 22:30:00,19,18,66,0,69,10,5,5,0,0,0,192
2024-03-08 22:40:00,16,18,58,0,59,6,11,11,0,0,0,179
2024-03-08 22:50:00,21,20,53,1,57,1,4,4,0,0,0,161
2024-03-08 23:00:00,23,24,49,1,49,7,9,9,0,0,0,171
2024-03-08 23:10:00,35,32,63,2,63,6,2,2,0,0,0,205
2024-03-08 23:20:00,12,12,39,2,40,5,5,5,0,0,0,120
2024-03-08 23:30:00,6,6,31,0,31,8,4,5,0,0,0,91
2024-03-08 23:40:00,7,9,26,1,27,5,7,6,0,0,0,88
2024-03-08 23:50:00,10,11,33,2,33,3,0,0,0,0,0,92
2024-03-09 00:00:00,11,12,35,1,35,7,0,0,0,0,0,101
2024-03-09 00:10:00,12,11,31,0,31,3,3,3,0,0,0,94
2024-03-09 00:20:00,12,12,25,0,25,2,5,5,0,0,0,86
2024-03-09 00:30:00,10,9,26,1,28,3,5,4,0,0,0,86
2024-03-09 00:40:00,11,11,33,0,35,3,3,2,0,0,0,98
2024-03-09 00:50:00,5,6,18,0,18,4,1,2,0,0,0,54
2024-03-09 01:00:00,6,8,20,2,21,2,0,0,0,0,0,59
2024-03-09 01:10:00,7,7,24,5,24,6,1,1,0,0,0,75
2024-03-09 01:20:00,6,7,20,2,21,2,1,1,0,0,0,60
2024-03-09 01:30:00,5,4,16,0,15,1,2,2,0,0,0,45
2024-03-09 01:40:00,5,5,13,1,13,4,2,2,0,0,0,45
2024-03-09 01:50:00,5,5,8,0,8,0,1,1,0,0,0,28
2024-03-09 02:00:00,2,2,4,1,4,0,0,0,0,0,0,13
2024-03-09 02:10:00,2,4,12,0,12,0,1,1,0,0,0,32
2024-03-09 02:20:00,4,2,9,0,9,2,1,1,0,0,0,28
2024-03-09 02:30:00,3,4,12,1,13,2,0,0,0,0,0,35
2024-03-09 02:40:00,4,2,10,0,10,2,3,2,0,0,0,33
2024-03-09 02:50:00,0,0,4,0,4,0,3,2,0,0,0,13
2024-03-09 03:00:00,3,3,12,0,12,3,1,2,0,0,0,36
2024-03-09 03:10:00,6,5,8,0,8,0,0,0,0,0,0,27
2024-03-09 03:20:00,3,3,6,1,6,0,0,0,0,0,0,19
2024-03-09 03:30:00,3,2,8,2,8,0,0,0,0,0,0,23
2024-03-09 03:40:00,2,2,7,0,7,2,2,1,0,0,0,23
2024-03-09 03:50:00,2,2,6,0,6,0,0,0,0,0,0,16
2024-03-09 04:00:00,4,4,9,0,9,1,0,0,0,0,0,27
2024-03-09 04:10:00,3,3,6,1,6,2,0,0,0,0,0,21
2024-03-09 04:20:00,3,5,8,0,8,2,0,0,0,0,0,26
2024-03-09 04:30:00,7,6,13,0,13,2,1,1,0,0,0,43
2024-03-09 04:40:00,6,7,8,1,9,1,0,0,0,0,0,32
2024-03-09 04:50:00,5,4,15,0,15,3,0,0,0,0,0,42
2024-03-09 05:00:00,10,10,15,0,15,1,0,0,0,0,0,51
2024-03-09 05:10:00,7,7,23,1,24,10,1,1,0,0,0,74
2024-03-09 05:20:00,8,8,20,0,20,6,2,1,0,0,0,65
2024-03-09 05:30:00,8,8,15,0,15,2,0,0,0,0,0,48
2024-03-09 05:40:00,11,10,26,1,28,3,0,0,0,0,0,79
2024-03-09 05:50:00,4,4,13,1,13,2,2,2,0,0,0,41
2024-03-09 06:00:00,5,5,26,0,24,3,2,1,0,0,0,66
2024-03-09 06:10:00,6,8,27,0,27,12,1,1,0,0,0,82
2024-03-09 06:20:00,8,6,31,0,33,9,1,1,0,0,0,89
2024-03-09 06:30:00,15,15,28,1,31,8,1,1,0,0,0,100
2024-03-09 06:40:00,13,12,32,2,33,9,4,5,0,0,0,110
2024-03-09 06:50:00,15,16,28,0,29,9,2,2,0,0,0,101
2024-03-09 07:00:00,13,12,24,4,25,5,1,1,0,0,0,85
2024-03-09 07:10:00,11,11,22,0,23,6,3,3,0,0,0,79
2024-03-09 07:20:00,22,22,30,1,31,8,1,1,0,0,0,116
2024-03-09 07:30:00,14,14,31,3,34,6,2,2,0,0,0,106
2024-03-09 07:40:00,12,13,42,3,42,10,5,5,0,0,1,133
2024-03-09 07:50:00,17,18,37,1,37,7,3,3,0,0,0,123
2024-03-09 08:00:00,22,21,40,1,42,8,1,1,0,0,0,136
2024-03-09 08:10:00,15,16,42,1,43,7,6,6,0,0,0,136
2024-03-09 08:20:00,26,26,47,1,47,12,7,7,0,0,0,173
2024-03-09 08:30:00,42,40,50,5,54,11,2,1,0,0,0,205
2024-03-09 08:40:00,35,38,61,4,67,14,3,4,0,0,0,226
2024-03-09 08:50:00,33,32,58,3,62,11,5,4,0,0,0,208
2024-03-09 09:00:00,37,38,77,3,78,16,5,6,0,0,0,260
2024-03-09 09:10:00,40,38,73,3,76,15,8,8,0,0,0,261
2024-03-09 09:20:00,35,37,76,2,82,21,11,11,0,0,0,275
2024-03-09 09:30:00,33,33,74,0,80,14,7,7,0,0,3,251
2024-03-09 09:40:00,58,57,94,4,98,16,11,9,0,0,0,347
2024-03-09 09:50:00,40,43,108,3,112,26,13,15,0,0,0,360
2024-03-09 10:00:00,49,49,102,8,105,17,18,17,0,0,0,365
2024-03-09 10:10:00,51,53,89,2,96,19,5,5,0,0,0,320
2024-03-09 10:20:00,57,55,103,0,105,18,8,8,0,0,0,354
2024-03-09 10:30:00,44,46,94,3,100,22,11,11,0,0,0,331
2024-03-09 10:40:00,45,45,110,2,113,22,7,7,0,0,0,351
2024-03-09 10:50:00,47,49,139,6,145,30,9,9,0,0,0,434
2024-03-09 11:00:00,43,42,111,1,112,22,12,12,0,0,0,355
2024-03-09 11:10:00,55,56,111,3,113,20,10,10,0,0,0,378
2024-03-09 11:20:00,43,44,105,4,112,21,11,11,0,0,44,395
2024-03-09 11:30:00,36,38,106,0,104,24,10,9,0,0,0,327
2024-03-09 11:40:00,41,41,104,4,109,14,6,4,0,0,0,323
2024-03-09 11:50:00,49,51,108,1,120,19,7,9,0,0,0,364
2024-03-09 12:00:00,36,38,101,6,109,22,11,11,0,0,0,334
2024-03-09 12:10:00,48,47,124,2,133,26,13,11,0,0,1,405
2024-03-09 12:20:00,40,44,123,5,126,23,10,11,0,0,0,382
2024-03-09 12:30:00,33,38,127,2,129,24,15,13,0,0,3,384
2024-03-09 12:40:00,46,49,122,3,129,29,16,17,0,0,0,411
2024-03-09 12:50:00,36,37,125,3,131,22,13,12,0,0,29,408
2024-03-09 13:00:00,45,46,121,5,123,25,12,12,0,0,0,389
2024-03-09 13:10:00,53,36,114,5,120,23,9,8,0,0,62,430
2024-03-09 13:20:00,51,51,130,9,136,23,7,6,0,0,0,413
2024-03-09 13:30:00,38,40,121,0,125,21,22,25,0,0,0,392
2024-03-09 13:40:00,53,52,124,5,133,26,9,9,0,0,0,411
2024-03-09 13:50:00,36,43,118,4,120,26,8,7,0,0,69,431
2024-03-09 14:00:00,43,43,118,4,123,18,10,9,0,0,61,429
2024-03-09 14:10:00,37,44,113,6,117,27,11,12,0,0,0,367
2024-03-09 14:20:00,40,40,137,7,145,29,11,11,0,0,124,544
2024-03-09 14:30:00,35,42,115,4,127,23,10,9,0,0,0,365
2024-03-09 14:40:00,42,42,122,6,128,21,16,13,0,0,78,468
2024-03-09 14:50:00,48,50,106,4,110,14,17,19,0,0,9,377
2024-03-09 15:00:00,39,42,123,6,129,26,14,12,0,0,16,407
2024-03-09 15:10:00,47,50,118,7,127,22,9,8,0,0,43,431
2024-03-09 15:20:00,47,50,116,8,119,20,12,12,0,0,5,389
2024-03-09 15:30:00,42,45,108,5,111,15,16,14,0,0,0,356
2024-03-09 15:40:00,38,38,94,2,101,12,14,16,0,0,40,355
2024-03-09 15:50:00,42,44,122,7,125,20,12,12,0,0,35,419
2024-03-09 16:00:00,46,47,109,4,110,26,16,16,0,0,0,374
2024-03-09 16:10:00,48,46,119,3,123,20,11,11,0,0,0,381
2024-03-09 16:20:00,47,51,102,4,108,21,18,17,0,0,1,369
2024-03-09 16:30:00,34,36,110,4,111,29,9,9,0,0,84,426
2024-03-09 16:40:00,43,44,108,3,113,21,13,13,0,0,1,359
2024-03-09 16:50:00,37,39,99,2,102,18,16,16,0,0,0,329
2024-03-09 17:00:00,53,52,103,5,105,14,7,7,0,0,0,346
2024-03-09 17:10:00,35,37,95,1,96,14,9,9,0,0,59,355
2024-03-09 17:20:00,37,39,111,4,116,16,13,11,0,0,0,347
2024-03-09 17:30:00,39,40,97,3,102,15,14,16,0,0,28,354
2024-03-09 17:40:00,46,44,140,3,143,26,8,8,0,0,0,418
2024-03-09 17:50:00,44,46,110,3,112,20,17,16,0,0,0,368
2024-03-09 18:00:00,44,45,125,2,129,15,9,10,0,0,27,406
2024-03-09 18:10:00,46,51,108,3,114,17,11,11,0,0,15,376
2024-03-09 18:20:00,39,40,117,2,120,24,12,12,0,0,0,366
2024-03-09 18:30:00,46,49,105,2,111,12,14,14,0,0,0,353
2024-03-09 18:40:00,48,50,101,2,106,8,8,9,0,0,0,332
2024-03-09 18:50:00,45,50,98,2,102,7,15,12,0,0,0,331
2024-03-09 19:00:00,32,34,83,1,88,17,7,8,0,0,0,270
2024-03-09 19:10:00,46,49,96,3,99,13,10,10,0,0,0,326
2024-03-09 19:20:00,25,26,92,3,98,12,16,15,0,0,0,287
2024-03-09 19:30:00,35,34,94,2,96,12,20,18,0,0,0,311
2024-03-09 19:40:00,29,31,87,1,89,11,8,10,0,0,0,266
2024-03-09 19:50:00,37,36,68,1,69,14,11,12,0,0,0,248
2024-03-09 20:00:00,31,32,71,0,73,8,11,11,0,0,6,243
2024-03-09 20:10:00,27,28,96,2,100,17,6,6,0,0,0,282
2024-03-09 20:20:00,31,30,71,3,72,11,11,11,0,0,3,243
2024-03-09 20:30:00,27,27,62,2,62,11,10,10,0,0,0,211
2024-03-09 20:40:00,30,30,67,1,68,16,7,7,0,0,1,227
2024-03-09 20:50:00,21,22,50,2,53,9,9,9,0,0,3,178
2024-03-09 21:00:00,29,27,58,0,62,8,3,2,0,0,0,189
2024-03-09 21:10:00,20,20,65,1,69,8,6,7,0,0,0,196
2024-03-09 21:20:00,19,18,55,1,56,12,10,10,0,0,0,181
2024-03-09 21:30:00,18,19,45,1,45,6,7,7,0,0,0,148
2024-03-09 21:40:00,29,27,44,0,46,3,3,3,0,0,0,155
2024-03-09 21:50:00,16,18,44,3,45,9,11,11,0,0,0,157
2024-03-09 22:00:00,27,26,61,1,60,4,2,2,0,0,0,183
2024-03-09 22:10:00,22,23,56,0,58,14,3,3,0,0,0,179
2024-03-09 22:20:00,28,29,65,1,66,9,7,7,0,0,0,212
2024-03-09 22:30:00,27,26,51,1,53,8,3,3,0,0,0,172
2024-03-09 22:40:00,21,20,57,0,58,14,4,4,0,0,0,178
2024-03-09 22:50:00,19,20,54,1,55,6,7,7,0,0,0,169
2024-03-09 23:00:00,16,17,60,2,60,10,6,7,0,0,0,178
2024-03-09 23:10:00,23,22,66,1,68,10,4,4,0,0,0,198
2024-03-09 23:20:00,13,13,38,0,40,9,4,4,0,0,0,121
2024-03-09 23:30:00,13,16,41,2,43,8,4,4,0,0,0,131
2024-03-09 23:40:00,14,12,51,1,51,11,6,6,0,0,0,152
2024-03-09 23:50:00,13,15,40,1,42,13,4,4,0,0,0,132
2024-03-10 00:00:00,18,16,32,2,31,3,1,1,0,0,0,104
2024-03-10 00:10:00,13,14,28,0,30,6,2,2,0,0,3,98
2024-03-10 00:20:00,7,6,32,3,32,8,4,4,0,0,0,96
2024-03-10 00:30:00,10,10,25,0,25,4,0,0,0,0,0,74
2024-03-10 00:40:00,6,6,21,1,21,2,2,2,0,0,0,61
2024-03-10 00:50:00,14,16,23,0,24,6,3,3,0,0,0,89
2024-03-10 01:00:00,5,5,21,0,21,6,3,2,0,0,0,63
2024-03-10 01:10:00,5,5,20,0,20,0,3,3,0,0,0,56
2024-03-10 01:20:00,8,8,21,2,21,2,1,1,0,0,0,64
2024-03-10 01:30:00,3,3,20,0,20,4,1,1,0,0,0,52
2024-03-10 01:40:00,8,8,18,0,18,1,2,2,0,0,0,57
2024-03-10 01:50:00,5,5,15,0,15,2,1,0,0,0,0,43
2024-03-10 02:00:00,5,4,12,0,12,4,3,3,0,0,0,43
2024-03-10 02:10:00,4,5,15,0,15,3,4,4,0,0,0,50
2024-03-10 02:20:00,7,7,11,1,11,3,3,3,0,0,0,46
2024-03-10 02:30:00,8,8,16,1,16,0,0,0,0,0,0,49
2024-03-10 02:40:00,7,8,16,1,16,0,1,1,0,0,0,50
2024-03-10 02:50:00,6,6,15,0,16,1,0,0,0,0,0,44
2024-03-10 03:00:00,2,2,10,0,10,1,2,2,0,0,0,29
2024-03-10 03:10:00,5,5,6,0,6,0,0,0,0,0,0,22
2024-03-10 03:20:00,4,4,14,0,15,3,0,0,0,0,0,40
2024-03-10 03:30:00,3,3,9,0,9,2,1,1,0,0,0,28
2024-03-10 03:40:00,2,2,12,0,12,1,2,2,0,0,0,33
2024-03-10 03:50:00,4,4,5,0,6,0,1,1,0,0,0,21
2024-03-10 04:00:00,2,3,13,0,13,2,1,1,0,0,0,35
2024-03-10 04:10:00,3,1,6,0,6,1,1,1,0,0,0,19
2024-03-10 04:20:00,6,6,10,2,10,1,1,1,0,0,0,37
2024-03-10 04:30:00,7,7,9,1,9,2,2,2,0,0,0,39
2024-03-10 04:40:00,6,6,11,0,11,1,1,1,0,0,0,37
2024-03-10 04:50:00,5,5,9,0,9,1,1,1,0,0,0,31
2024-03-10 05:00:00,3,3,9,0,10,2,0,0,0,0,0,27
2024-03-10 05:10:00,4,4,22,0,22,7,1,1,0,0,0,61
2024-03-10 05:20:00,7,10,17,0,18,7,1,0,0,0,0,60
