datetime,D11Z,D12Z,V13Z,V14Z,V15Z,D21Z,D22Z,V23Z,V24Z,D31Z,D32Z,V33Z,V34Z,V37Z,D41Z,D42Z,V43Z,V44Z,D35Z,D36Z,Total
2024-03-06 01:10:00,1,5,4,6,5,4,0,7,0,1,3,1,5,1,2,2,1,2,0.0,0.0,50.0
2024-03-06 01:20:00,0,5,0,6,3,0,2,0,1,1,2,2,5,1,2,2,1,2,0.0,0.0,35.0
2024-03-06 01:30:00,2,0,1,0,0,0,0,0,0,1,4,1,6,1,4,3,0,0,0.0,0.0,23.0
2024-03-06 01:40:00,1,8,5,11,8,1,1,1,2,1,3,1,2,1,2,2,1,1,0.0,0.0,52.0
2024-03-06 01:50:00,0,0,0,0,0,2,0,2,0,0,3,0,5,0,3,3,0,0,0.0,0.0,18.0
2024-03-06 02:00:00,1,7,4,10,6,0,0,0,0,1,1,1,1,0,1,1,1,1,0.0,0.0,36.0
2024-03-06 02:10:00,0,3,1,7,3,0,1,0,3,0,0,0,0,0,0,0,1,1,0.0,0.0,20.0
2024-03-06 02:20:00,0,3,1,3,3,0,0,0,0,2,3,2,5,2,3,2,0,0,0.0,0.0,29.0
2024-03-06 02:30:00,2,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,7.0
2024-03-06 02:40:00,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0.0,0.0,4.0
2024-03-06 02:50:00,0,2,1,2,2,1,0,0,0,1,1,2,1,1,1,0,0,0,0.0,0.0,15.0
2024-03-06 03:00:00,0,3,1,3,3,2,2,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0,18.0
2024-03-06 03:10:00,0,1,0,1,1,0,1,0,2,1,0,1,0,1,0,0,0,0,0.0,0.0,9.0
2024-03-06 03:20:00,0,2,1,3,1,0,0,0,0,0,3,1,5,0,3,2,0,1,0.0,0.0,22.0
2024-03-06 03:30:00,0,4,2,6,1,0,1,0,0,2,1,3,1,2,2,1,0,1,0.0,0.0,27.0
2024-03-06 03:40:00,1,3,4,4,3,0,1,0,2,1,1,2,3,1,1,0,0,0,0.0,0.0,27.0
2024-03-06 03:50:00,0,2,1,2,2,0,1,0,2,1,3,1,3,1,2,2,0,0,0.0,0.0,23.0
2024-03-06 04:00:00,2,3,3,3,3,0,0,0,0,2,6,5,8,3,6,4,0,2,0.0,0.0,50.0
2024-03-06 04:10:00,0,6,5,7,5,0,1,0,0,1,6,3,8,1,5,5,0,0,0.0,0.0,53.0
2024-03-06 04:20:00,2,5,5,7,5,0,1,0,0,0,1,0,1,0,1,1,0,0,0.0,0.0,29.0
2024-03-06 04:30:00,1,0,2,0,0,0,1,0,3,4,9,8,13,4,9,7,0,0,0.0,0.0,61.0
2024-03-06 04:40:00,2,4,4,6,5,0,1,0,1,2,5,6,6,2,6,4,0,0,0.0,0.0,54.0
2024-03-06 04:50:00,1,2,2,2,3,1,2,3,3,4,13,6,14,3,13,8,0,2,0.0,0.0,82.0
2024-03-06 05:00:00,1,1,1,2,1,1,2,2,2,9,15,11,15,9,18,13,1,1,0.0,0.0,105.0
2024-03-06 05:10:00,2,8,4,13,8,0,3,0,5,8,22,10,24,7,22,17,3,3,0.0,0.0,159.0
2024-03-06 05:20:00,0,9,4,12,9,2,0,1,0,16,25,17,25,15,27,21,2,3,0.0,0.0,188.0
2024-03-06 05:30:00,3,12,9,15,12,1,4,1,2,31,41,25,41,31,45,34,0,1,0.0,0.0,308.0
2024-03-06 05:40:00,1,12,6,15,10,1,4,1,8,29,50,33,44,31,54,45,2,3,0.0,0.0,349.0
2024-03-06 05:50:00,7,25,14,30,27,2,4,2,7,26,33,22,31,29,37,31,6,8,0.0,0.0,341.0
2024-03-06 06:00:00,6,28,11,35,28,5,3,5,4,35,33,22,30,32,32,31,6,5,0.0,0.0,351.0
2024-03-06 06:10:00,9,22,9,28,23,2,10,2,14,35,43,18,50,33,48,43,5,6,0.0,0.0,400.0
2024-03-06 06:20:00,7,28,10,27,28,2,6,2,7,41,56,32,57,41,57,51,6,9,0.0,0.0,467.0
2024-03-06 06:30:00,3,28,3,30,28,4,4,7,2,49,63,33,60,47,65,56,7,11,0.0,0.0,500.0
2024-03-06 06:40:00,17,37,13,39,34,4,12,7,6,73,84,43,68,75,86,66,7,7,0.0,0.0,678.0
2024-03-06 06:50:00,14,27,9,16,26,7,9,5,8,63,76,38,36,62,75,65,9,7,0.0,0.0,552.0
2024-03-06 07:00:00,17,50,14,17,50,8,10,5,11,73,65,41,41,73,64,61,5,10,0.0,0.0,615.0
2024-03-06 07:10:00,19,31,8,19,30,10,21,10,11,94,87,42,36,95,88,77,7,17,0.0,0.0,702.0
2024-03-06 07:20:00,32,38,20,23,35,10,15,10,12,108,100,40,37,105,105,94,8,9,0.0,0.0,801.0
2024-03-06 07:30:00,19,44,15,28,43,20,13,12,12,94,93,44,42,97,91,85,20,24,0.0,0.0,796.0
2024-03-06 07:40:00,36,47,18,27,45,20,17,11,16,122,89,37,38,116,95,79,23,20,0.0,0.0,856.0
2024-03-06 07:50:00,37,46,25,33,47,24,15,11,6,109,87,30,29,111,90,82,21,26,0.0,0.0,829.0
2024-03-06 08:00:00,27,38,16,27,35,21,19,13,15,106,82,38,41,103,91,74,16,20,0.0,0.0,782.0
2024-03-06 08:10:00,22,51,10,18,53,14,15,9,14,106,98,41,49,106,103,93,11,14,0.0,0.0,827.0
2024-03-06 08:20:00,18,51,9,22,47,18,16,9,6,92,72,32,26,86,82,60,16,22,0.0,0.0,684.0
2024-03-06 08:30:00,17,38,11,18,37,17,14,14,13,96,94,35,47,94,97,86,22,22,0.0,0.0,772.0
2024-03-06 08:40:00,19,45,12,20,42,16,21,13,11,90,95,40,51,92,94,91,18,25,0.0,0.0,795.0
2024-03-06 08:50:00,29,44,24,42,43,12,8,8,9,67,68,38,44,66,60,59,12,16,0.0,0.0,649.0
2024-03-06 09:00:00,16,44,14,32,44,11,10,12,10,70,90,45,47,59,122,62,10,13,0.0,0.0,711.0
2024-03-06 09:10:00,25,43,16,24,43,17,16,14,13,50,92,45,52,47,123,72,14,21,0.0,0.0,727.0
2024-03-06 09:20:00,21,66,17,41,66,8,11,6,7,28,84,21,49,29,103,79,17,23,0.0,0.0,676.0
2024-03-06 09:30:00,23,45,18,32,45,8,9,11,8,34,70,23,47,30,91,63,13,16,0.0,0.0,586.0
2024-03-06 09:40:00,30,59,19,37,58,11,12,9,10,42,95,32,47,34,118,80,25,26,0.0,0.0,744.0
2024-03-06 09:50:00,23,33,20,29,32,15,12,9,10,34,70,26,50,30,95,61,15,20,0.0,0.0,584.0
2024-03-06 10:00:00,13,43,7,27,43,7,15,5,15,29,77,24,53,27,92,72,16,16,0.0,0.0,581.0
2024-03-06 10:10:00,19,47,11,29,45,10,10,9,7,25,66,20,47,25,80,57,16,19,0.0,0.0,542.0
2024-03-06 10:20:00,13,40,11,27,42,11,14,8,21,33,61,22,41,32,85,47,12,12,0.0,0.0,532.0
2024-03-06 10:30:00,32,54,22,33,53,10,11,7,10,34,82,32,39,33,98,73,12,19,0.0,0.0,654.0
2024-03-06 10:40:00,22,59,17,33,55,13,15,12,13,33,78,27,52,27,94,69,16,16,0.0,0.0,651.0
2024-03-06 10:50:00,27,55,12,23,58,13,17,13,15,33,90,25,60,32,108,79,15,17,0.0,0.0,692.0
2024-03-06 11:00:00,13,50,8,31,48,13,16,13,9,21,68,15,40,21,84,64,11,14,0.0,0.0,539.0
2024-03-06 11:10:00,20,57,14,29,57,9,19,12,12,17,77,15,36,22,88,73,9,9,0.0,0.0,575.0
2024-03-06 11:20:00,25,64,20,35,65,5,14,5,9,27,79,20,37,26,100,77,14,9,0.0,0.0,631.0
2024-03-06 11:30:00,37,73,20,34,63,6,14,5,9,26,68,16,36,23,90,61,13,23,0.0,0.0,617.0
2024-03-06 11:40:00,37,51,16,25,49,13,28,9,22,24,69,18,34,18,85,60,14,18,0.0,0.0,590.0
2024-03-06 11:50:00,26,64,18,27,64,12,20,9,13,33,75,22,27,28,100,70,19,18,0.0,0.0,645.0
2024-03-06 12:00:00,18,54,17,22,50,12,20,10,13,24,69,20,47,22,110,65,18,19,0.0,0.0,610.0
2024-03-06 12:10:00,48,71,20,32,69,19,21,34,15,23,72,21,34,22,90,65,14,20,0.0,0.0,690.0
2024-03-06 12:20:00,22,67,16,41,66,20,24,14,10,26,66,20,43,24,80,57,17,15,0.0,0.0,628.0
2024-03-06 12:30:00,40,66,22,31,59,11,29,8,19,18,70,17,39,21,85,66,19,23,0.0,0.0,643.0
2024-03-06 12:40:00,45,71,19,24,68,14,24,10,13,26,76,15,40,19,86,67,17,22,0.0,0.0,656.0
2024-03-06 12:50:00,45,50,23,32,43,12,28,8,21,28,81,20,33,29,125,72,10,16,0.0,0.0,676.0
2024-03-06 13:00:00,31,76,12,40,71,11,22,11,15,21,59,13,28,14,73,59,15,14,0.0,0.0,585.0
2024-03-06 13:10:00,35,77,21,33,69,13,21,8,15,39,55,22,32,30,85,49,12,14,0.0,0.0,630.0
2024-03-06 13:20:00,27,47,19,22,46,21,27,11,16,23,66,16,37,20,82,63,20,23,0.0,0.0,586.0
2024-03-06 13:30:00,41,56,24,31,52,13,16,11,13,28,78,19,33,26,99,69,17,18,0.0,0.0,644.0
2024-03-06 13:40:00,47,75,20,16,72,16,25,14,15,24,58,17,36,19,75,54,19,21,0.0,0.0,623.0
2024-03-06 13:50:00,31,64,20,26,60,11,22,7,14,29,60,23,40,27,83,51,23,25,0.0,0.0,616.0
2024-03-06 14:00:00,39,45,26,20,44,19,33,14,21,29,60,21,31,28,97,52,21,22,0.0,0.0,622.0
2024-03-06 14:10:00,20,79,12,27,74,9,23,8,18,24,80,14,29,22,92,73,22,18,0.0,0.0,644.0
2024-03-06 14:20:00,70,72,19,23,66,18,27,11,21,34,58,23,39,33,87,49,15,16,0.0,0.0,681.0
2024-03-06 14:30:00,66,65,26,30,59,12,27,8,16,33,60,27,26,29,96,61,27,78,0.0,0.0,746.0
2024-03-06 14:40:00,60,70,28,38,58,10,19,6,16,35,69,26,29,33,97,60,14,17,0.0,0.0,685.0
2024-03-06 14:50:00,53,60,21,24,51,14,21,12,11,35,67,22,37,31,89,54,31,29,0.0,0.0,662.0
2024-03-06 15:00:00,60,58,29,29,57,9,24,9,14,20,69,16,39,17,80,57,31,31,0.0,0.0,649.0
2024-03-06 15:10:00,65,48,24,21,46,13,18,11,14,28,83,24,48,26,99,64,16,18,0.0,0.0,666.0
2024-03-06 15:20:00,82,40,22,18,38,14,18,10,13,55,93,34,56,53,129,75,26,25,0.0,0.0,801.0
2024-03-06 15:30:00,84,56,22,26,49,10,25,5,13,39,64,20,39,35,103,55,29,25,0.0,0.0,699.0
2024-03-06 15:40:00,68,45,25,22,40,15,25,10,14,31,83,25,54,28,100,71,27,28,0.0,0.0,711.0
2024-03-06 15:50:00,72,57,28,24,50,13,25,7,10,30,70,26,54,26,83,59,23,24,0.0,0.0,681.0
2024-03-06 16:00:00,88,59,41,28,54,13,24,15,9,16,76,14,50,15,84,68,44,44,0.0,0.0,742.0
2024-03-06 16:10:00,69,49,21,24,42,12,18,7,12,31,80,25,52,30,99,68,22,25,0.0,0.0,686.0
2024-03-06 16:20:00,81,72,22,36,66,13,17,9,12,41,71,32,52,31,95,54,18,17,0.0,0.0,739.0
2024-03-06 16:30:00,83,53,37,29,47,17,29,13,12,20,82,17,43,20,93,74,40,35,0.0,0.0,744.0
2024-03-06 16:40:00,84,58,20,24,51,18,20,12,14,35,88,30,54,32,109,81,33,24,0.0,0.0,787.0
2024-03-06 16:50:00,96,67,31,33,50,14,23,11,14,22,89,19,48,20,103,80,32,31,0.0,0.0,783.0
2024-03-06 17:00:00,76,49,16,19,45,13,16,13,16,35,83,30,52,28,106,64,31,32,0.0,0.0,724.0
2024-03-06 17:10:00,84,64,20,27,56,9,22,10,14,25,69,17,53,23,88,52,32,31,0.0,0.0,696.0
2024-03-06 17:20:00,81,59,26,20,51,10,22,9,7,21,72,16,45,20,89,67,33,42,0.0,0.0,690.0
2024-03-06 17:30:00,88,60,24,21,56,12,24,10,8,35,80,29,59,32,94,64,33,51,0.0,0.0,780.0
2024-03-06 17:40:00,65,50,21,18,46,12,17,11,15,37,68,32,53,35,92,57,27,27,0.0,0.0,683.0
2024-03-06 17:50:00,76,58,26,31,56,12,20,10,12,21,75,16,51,24,91,70,86,32,0.0,0.0,767.0
2024-03-06 18:00:00,60,50,29,23,45,10,22,6,13,26,65,17,39,23,76,52,29,24,0.0,0.0,609.0
2024-03-06 18:10:00,63,52,28,32,50,7,28,6,13,17,57,15,30,14,70,54,31,26,0.0,0.0,593.0
2024-03-06 18:20:00,63,58,17,19,61,17,12,13,14,27,62,29,46,24,79,51,40,37,0.0,0.0,669.0
2024-03-06 18:30:00,37,40,24,25,38,15,25,18,19,26,51,23,36,23,70,44,30,35,0.0,0.0,579.0
2024-03-06 18:40:00,61,51,23,35,51,7,14,7,16,25,61,24,52,26,82,58,16,14,0.0,0.0,623.0
2024-03-06 18:50:00,43,45,17,40,52,9,12,14,12,20,55,25,59,18,63,56,19,19,0.0,0.0,578.0
2024-03-06 19:00:00,42,47,22,39,46,8,13,13,21,38,52,36,65,37,70,49,19,17,0.0,0.0,634.0
2024-03-06 19:10:00,23,52,18,47,49,7,16,5,23,16,50,16,40,18,61,49,12,19,0.0,0.0,521.0
2024-03-06 19:20:00,32,49,20,48,51,13,21,12,14,20,44,21,43,20,51,46,15,20,0.0,0.0,540.0
2024-03-06 19:30:00,22,49,20,30,52,9,16,8,22,18,50,19,47,16,56,50,17,20,0.0,0.0,521.0
2024-03-06 19:40:00,24,39,19,41,42,10,14,3,16,16,49,14,39,15,53,52,11,8,0.0,0.0,465.0
2024-03-06 19:50:00,25,39,20,25,40,9,12,11,10,18,35,22,41,16,43,30,13,17,0.0,0.0,426.0
2024-03-06 20:00:00,30,29,21,29,38,7,7,9,8,18,39,21,43,13,42,34,16,17,0.0,0.0,421.0
2024-03-06 20:10:00,18,47,25,52,48,3,8,3,14,13,34,17,36,14,40,37,13,13,0.0,0.0,435.0
2024-03-06 20:20:00,26,47,19,37,46,1,10,1,9,11,30,16,31,10,33,28,8,7,0.0,0.0,370.0
2024-03-06 20:30:00,31,49,23,21,47,9,4,7,4,9,39,13,32,8,42,40,6,9,0.0,0.0,393.0
2024-03-06 20:40:00,16,35,21,30,34,7,14,9,20,7,37,6,48,8,39,37,9,11,0.0,0.0,388.0
2024-03-06 20:50:00,22,36,14,31,38,3,9,5,16,11,23,15,27,11,24,21,8,11,0.0,0.0,325.0
2024-03-06 21:00:00,17,40,14,45,38,10,6,13,9,6,24,8,26,6,25,25,10,13,0.0,0.0,335.0
2024-03-06 21:10:00,16,39,16,45,42,6,6,6,8,6,29,9,26,5,33,26,8,9,0.0,0.0,335.0
2024-03-06 21:20:00,21,47,16,37,47,5,6,7,10,10,22,19,23,9,27,22,8,9,0.0,0.0,345.0
2024-03-06 21:30:00,9,36,12,37,40,3,9,3,20,11,23,17,29,10,31,21,3,5,0.0,0.0,319.0
2024-03-06 21:40:00,8,35,8,40,32,5,7,5,10,12,22,18,31,14,30,23,10,13,0.0,0.0,323.0
2024-03-06 21:50:00,4,30,10,29,29,1,5,1,8,10,17,11,20,6,22,15,4,4,0.0,0.0,226.0
2024-03-06 22:00:00,15,42,16,37,43,7,5,8,6,11,17,15,17,9,22,20,7,10,0.0,0.0,307.0
2024-03-06 22:10:00,6,31,10,42,32,5,8,5,9,12,18,14,20,12,22,12,7,7,0.0,0.0,272.0
2024-03-06 22:20:00,5,19,6,23,19,2,10,4,12,5,11,5,15,5,12,11,6,8,0.0,0.0,178.0
2024-03-06 22:30:00,5,32,14,37,33,0,5,0,8,9,13,14,20,9,16,14,4,6,0.0,0.0,239.0
2024-03-06 22:40:00,8,30,13,29,30,5,3,9,5,3,13,7,18,3,13,13,1,1,0.0,0.0,204.0
2024-03-06 22:50:00,4,14,11,24,17,3,4,3,7,5,18,9,24,5,18,19,3,5,0.0,0.0,193.0
2024-03-06 23:00:00,9,30,15,34,31,0,3,0,5,10,13,18,19,10,12,9,5,6,0.0,0.0,229.0
2024-03-06 23:10:00,8,13,16,15,14,2,4,1,7,5,20,12,27,6,20,21,4,4,0.0,0.0,199.0
2024-03-06 23:20:00,6,15,12,19,15,0,1,0,3,5,9,11,13,5,9,10,1,3,0.0,0.0,137.0
2024-03-06 23:30:00,3,12,10,14,12,1,3,0,6,4,9,6,14,4,8,8,3,2,0.0,0.0,119.0
2024-03-06 23:40:00,4,7,7,9,8,1,1,3,1,4,7,5,11,5,8,5,2,2,0.0,0.0,90.0
2024-03-06 23:50:00,1,7,4,6,7,3,1,4,3,3,4,6,4,3,3,2,0,2,0.0,0.0,63.0
2024-03-07 00:00:00,4,1,6,1,2,2,1,2,0,5,7,7,5,4,6,5,1,2,0.0,0.0,61.0
2024-03-07 00:10:00,3,7,6,8,9,2,4,1,7,1,7,1,14,1,7,8,1,1,0.0,0.0,88.0
2024-03-07 00:20:00,2,4,2,6,4,0,1,0,0,1,3,3,8,2,4,1,1,2,0.0,0.0,44.0
2024-03-07 00:30:00,5,7,3,9,5,0,1,0,0,4,7,3,5,4,6,3,3,2,0.0,0.0,67.0
2024-03-07 00:40:00,1,4,2,4,4,0,1,0,3,4,4,5,2,4,3,2,0,0,0.0,0.0,43.0
2024-03-07 00:50:00,2,5,2,7,3,0,2,0,1,1,3,0,4,0,3,2,1,2,0.0,0.0,38.0
2024-03-07 01:00:00,2,5,5,6,5,1,3,2,4,5,4,7,4,5,4,3,2,3,0.0,0.0,70.0
2024-03-07 01:10:00,0,2,0,2,1,0,1,0,0,1,1,1,1,1,1,1,5,4,0.0,0.0,22.0
2024-03-07 01:20:00,2,2,2,3,2,0,1,1,3,0,2,1,2,0,2,1,0,0,0.0,0.0,24.0
2024-03-07 01:30:00,2,6,6,8,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,30.0
2024-03-07 01:40:00,0,4,1,3,2,0,2,0,2,3,2,4,0,3,1,0,0,0,0.0,0.0,27.0
2024-03-07 01:50:00,0,1,1,1,1,0,0,0,0,1,3,2,5,1,3,3,0,0,0.0,0.0,22.0
2024-03-07 02:00:00,2,5,4,7,4,0,0,0,0,0,3,1,4,0,3,3,2,2,0.0,0.0,40.0
2024-03-07 02:10:00,0,0,0,0,0,2,0,4,0,2,3,4,2,2,2,2,1,1,0.0,0.0,25.0
2024-03-07 02:20:00,0,2,2,2,1,1,0,2,0,1,2,2,1,1,1,1,0,1,0.0,0.0,20.0
2024-03-07 02:30:00,0,2,0,5,2,1,1,1,0,1,2,2,1,1,1,1,1,1,0.0,0.0,23.0
2024-03-07 02:40:00,2,0,3,0,0,2,0,0,0,2,1,2,1,2,1,1,0,0,0.0,0.0,17.0
2024-03-07 02:50:00,1,2,2,2,2,0,1,0,1,0,1,1,2,0,1,1,0,0,0.0,0.0,17.0
2024-03-07 03:00:00,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0
2024-03-07 03:10:00,0,2,1,1,2,1,1,0,0,2,1,5,4,2,1,0,0,0,0.0,0.0,23.0
2024-03-07 03:20:00,0,2,1,3,2,0,3,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,14.0
2024-03-07 03:30:00,0,3,2,4,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0.0,0.0,15.0
2024-03-07 03:40:00,1,2,2,3,1,0,0,0,0,0,4,0,6,0,4,5,0,2,0.0,0.0,30.0
2024-03-07 03:50:00,1,4,5,6,3,0,1,0,0,2,3,2,4,2,3,2,1,2,0.0,0.0,41.0
2024-03-07 04:00:00,1,3,2,3,3,0,0,0,0,1,3,2,5,1,3,3,0,1,0.0,0.0,31.0
2024-03-07 04:10:00,1,5,6,7,5,0,0,0,0,2,5,4,3,1,4,5,0,0,0.0,0.0,48.0
2024-03-07 04:20:00,1,1,2,1,1,0,0,0,0,3,4,4,4,3,3,2,0,0,0.0,0.0,29.0
2024-03-07 04:30:00,0,2,2,2,2,0,3,0,3,0,5,1,7,0,5,4,0,1,0.0,0.0,37.0
2024-03-07 04:40:00,0,6,1,5,6,1,1,2,1,5,10,9,9,4,9,7,0,1,0.0,0.0,77.0
2024-03-07 04:50:00,3,2,3,3,2,1,1,1,2,5,5,7,6,5,4,4,0,0,0.0,0.0,54.0
2024-03-07 05:00:00,0,3,1,6,3,0,1,0,2,10,13,12,15,10,13,13,3,3,0.0,0.0,108.0
2024-03-07 05:10:00,1,6,3,10,7,1,3,1,4,13,14,15,15,14,12,10,1,1,0.0,0.0,131.0
2024-03-07 05:20:00,1,8,6,8,7,1,1,1,2,13,25,15,23,13,23,21,1,3,0.0,0.0,172.0
2024-03-07 05:30:00,2,12,4,11,12,1,1,1,1,29,32,22,26,30,33,30,1,3,0.0,0.0,251.0
2024-03-07 05:40:00,2,16,8,20,14,2,7,1,13,31,49,26,51,33,47,43,2,4,0.0,0.0,369.0
2024-03-07 05:50:00,5,19,7,21,15,5,2,3,4,30,32,22,23,31,33,32,2,6,0.0,0.0,292.0
2024-03-07 06:00:00,6,17,9,16,18,5,6,7,5,26,28,30,23,28,25,24,4,5,0.0,0.0,282.0
2024-03-07 06:10:00,10,25,13,30,25,5,11,6,17,34,44,23,46,34,45,45,3,4,0.0,0.0,420.0
2024-03-07 06:20:00,6,20,6,24,21,6,6,7,10,41,55,35,45,41,57,51,9,10,0.0,0.0,450.0
2024-03-07 06:30:00,1,27,4,25,25,2,8,2,11,40,53,26,47,41,51,52,4,7,0.0,0.0,426.0
2024-03-07 06:40:00,9,37,10,29,38,6,5,4,6,75,73,45,37,79,71,68,5,6,0.0,0.0,603.0
2024-03-07 06:50:00,9,35,8,18,36,11,7,14,7,71,71,29,37,72,69,65,3,10,0.0,0.0,572.0
2024-03-07 07:00:00,19,34,14,24,34,4,7,5,8,76,72,38,46,79,75,65,10,12,0.0,0.0,622.0
2024-03-07 07:10:00,12,31,8,19,33,8,14,4,11,75,67,30,40,78,75,65,4,8,0.0,0.0,582.0
2024-03-07 07:20:00,34,40,19,27,36,8,12,11,12,101,96,43,48,96,99,92,9,15,0.0,0.0,798.0
2024-03-07 07:30:00,25,50,12,32,44,10,15,7,12,101,95,45,44,97,94,84,22,23,0.0,0.0,812.0
2024-03-07 07:40:00,25,53,12,18,53,11,16,11,12,104,94,45,42,105,96,88,28,36,0.0,0.0,849.0
2024-03-07 07:50:00,38,46,24,30,47,24,20,14,17,103,89,36,49,102,90,83,20,25,0.0,0.0,857.0
2024-03-07 08:00:00,32,57,19,35,54,17,15,10,14,106,98,41,53,105,93,81,21,28,0.0,0.0,879.0
2024-03-07 08:10:00,30,41,21,29,38,15,17,13,11,107,95,26,26,106,90,81,24,28,0.0,0.0,798.0
2024-03-07 08:20:00,26,39,21,31,36,27,10,12,6,100,81,48,37,101,80,62,13,20,0.0,0.0,750.0
2024-03-07 08:30:00,21,51,14,26,52,6,19,6,9,116,105,28,43,116,105,95,28,26,0.0,0.0,866.0
2024-03-07 08:40:00,36,38,20,30,32,10,12,10,8,98,67,33,38,95,71,62,21,22,0.0,0.0,703.0
2024-03-07 08:50:00,7,35,7,16,33,9,16,8,11,94,81,46,42,92,91,72,16,19,0.0,0.0,695.0
2024-03-07 09:00:00,22,52,12,25,52,11,9,11,9,65,67,42,43,60,79,59,16,17,0.0,0.0,651.0
2024-03-07 09:10:00,17,55,14,33,52,8,14,6,10,52,77,44,48,44,108,55,19,17,0.0,0.0,673.0
2024-03-07 09:20:00,18,40,9,27,42,16,14,5,11,49,101,34,57,44,128,91,16,22,0.0,0.0,724.0
2024-03-07 09:30:00,29,40,22,32,39,14,15,10,15,25,86,19,38,24,103,81,20,22,0.0,0.0,634.0
2024-03-07 09:40:00,33,62,26,41,60,13,15,10,9,33,74,28,43,30,100,71,13,17,0.0,0.0,678.0
2024-03-07 09:50:00,32,50,16,33,54,14,10,11,11,33,91,22,37,31,110,85,14,19,0.0,0.0,673.0
2024-03-07 10:00:00,26,37,18,33,34,12,12,6,9,33,72,23,37,33,94,65,16,17,0.0,0.0,577.0
2024-03-07 10:10:00,20,48,12,28,45,7,10,6,9,34,65,18,43,29,93,64,14,16,0.0,0.0,561.0
2024-03-07 10:20:00,19,48,15,35,47,16,11,10,4,30,84,26,45,26,99,70,15,19,0.0,0.0,619.0
2024-03-07 10:30:00,39,53,17,34,52,4,15,4,12,32,72,21,42,27,91,62,8,13,0.0,0.0,598.0
2024-03-07 10:40:00,31,53,18,29,47,9,19,9,12,25,87,15,32,24,111,85,14,14,0.0,0.0,634.0
2024-03-07 10:50:00,36,55,22,24,52,18,19,15,18,26,60,16,29,26,83,56,8,14,0.0,0.0,577.0
2024-03-07 11:00:00,20,59,10,40,55,12,16,10,15,23,71,20,52,19,86,65,13,17,0.0,0.0,603.0
2024-03-07 11:10:00,18,55,10,40,51,18,21,16,11,25,83,23,52,24,98,75,9,10,0.0,0.0,639.0
2024-03-07 11:20:00,31,67,13,31,67,17,15,12,13,31,78,17,46,23,89,65,14,14,0.0,0.0,643.0
2024-03-07 11:30:00,26,65,17,30,64,17,22,14,12,28,99,20,35,25,122,94,21,21,0.0,0.0,732.0
2024-03-07 11:40:00,39,67,17,34,64,17,21,15,14,40,64,27,29,34,93,54,15,17,0.0,0.0,661.0
2024-03-07 11:50:00,25,51,16,35,50,11,21,12,15,27,92,24,37,29,119,90,22,26,0.0,0.0,702.0
2024-03-07 12:00:00,31,58,17,26,57,8,20,7,10,32,80,20,35,27,105,70,49,30,0.0,0.0,682.0
2024-03-07 12:10:00,30,77,19,26,74,14,14,9,13,26,83,15,31,15,99,77,19,26,0.0,0.0,667.0
2024-03-07 12:20:00,28,84,15,33,77,17,24,11,17,19,74,17,35,17,86,66,15,14,0.0,0.0,649.0
2024-03-07 12:30:00,39,61,20,28,55,12,14,10,22,21,83,17,32,19,98,82,28,24,0.0,0.0,665.0
2024-03-07 12:40:00,35,69,22,38,66,18,29,11,16,29,89,25,39,29,113,85,14,17,0.0,0.0,744.0
2024-03-07 12:50:00,41,72,22,38,66,18,19,10,19,25,57,17,32,14,82,52,14,17,0.0,0.0,615.0
2024-03-07 13:00:00,38,67,26,29,62,9,23,7,16,35,61,21,29,25,102,55,16,20,0.0,0.0,641.0
2024-03-07 13:10:00,45,81,18,31,78,16,17,16,14,33,72,24,30,21,96,57,26,24,0.0,0.0,699.0
2024-03-07 13:20:00,82,70,30,19,66,18,26,13,15,48,59,25,25,35,102,53,18,19,0.0,0.0,723.0
2024-03-07 13:30:00,42,57,21,20,53,17,24,10,17,39,67,24,34,25,98,63,23,22,0.0,0.0,656.0
2024-03-07 13:40:00,50,76,24,26,66,16,24,13,11,25,77,22,31,22,93,68,19,18,0.0,0.0,681.0
2024-03-07 13:50:00,50,52,24,26,46,16,25,10,18,32,77,19,24,25,102,70,19,25,0.0,0.0,660.0
2024-03-07 14:00:00,47,68,31,37,62,14,21,9,16,26,53,17,40,23,76,51,32,32,0.0,0.0,655.0
2024-03-07 14:10:00,42,70,29,35,69,10,31,11,14,25,64,18,38,13,89,55,19,24,0.0,0.0,656.0
2024-03-07 14:20:00,32,75,22,39,75,13,27,19,20,23,77,12,35,15,88,69,25,27,0.0,0.0,693.0
2024-03-07 14:30:00,44,66,25,25,64,13,16,10,9,25,60,20,38,22,82,55,25,26,0.0,0.0,625.0
2024-03-07 14:40:00,58,81,38,41,80,11,27,11,21,36,69,27,29,27,88,58,22,22,0.0,0.0,746.0
2024-03-07 14:50:00,57,56,32,29,53,15,26,13,10,24,83,17,31,20,99,79,28,32,0.0,0.0,704.0
