datetime,D11Z,D12Z,V13Z,V14Z,V15Z,D21Z,D22Z,V23Z,V24Z,D31Z,D32Z,V33Z,V34Z,V37Z,D41Z,D42Z,V43Z,V44Z,D35Z,D36Z,Total
2024-03-17 05:10:00,0,1,1,2,1,1,2,0,2,1,6,1,11,1,7,7,0,0,0.0,0.0,44.0
2024-03-17 05:20:00,3,2,3,3,2,2,1,2,1,5,9,6,11,5,10,5,0,0,0.0,0.0,70.0
2024-03-17 05:30:00,3,6,6,10,6,1,0,1,0,2,16,7,19,2,17,15,1,1,0.0,0.0,113.0
2024-03-17 05:40:00,1,9,3,15,8,0,5,0,4,2,14,3,20,0,14,13,2,1,0.0,0.0,114.0
2024-03-17 05:50:00,1,5,5,6,5,2,0,3,0,2,7,4,8,2,9,7,0,1,0.0,0.0,67.0
2024-03-17 06:00:00,2,3,6,5,3,0,0,0,0,1,8,1,9,1,9,8,1,2,0.0,0.0,59.0
2024-03-17 06:10:00,5,7,8,10,5,0,0,0,0,3,14,6,22,3,14,11,0,0,0.0,0.0,108.0
2024-03-17 06:20:00,2,6,1,6,7,0,2,0,3,1,5,1,8,1,6,4,3,3,0.0,0.0,59.0
2024-03-17 06:30:00,1,4,1,4,4,0,0,0,0,3,4,2,4,3,6,4,2,3,0.0,0.0,45.0
2024-03-17 06:40:00,1,13,1,10,13,2,1,3,1,2,10,2,10,2,10,8,1,1,0.0,0.0,91.0
2024-03-17 06:50:00,1,6,1,6,6,1,1,1,1,2,4,2,9,2,5,4,1,2,0.0,0.0,55.0
2024-03-17 07:00:00,1,6,1,6,7,1,0,1,0,3,8,2,9,2,9,7,0,1,0.0,0.0,64.0
2024-03-17 07:10:00,2,7,3,7,8,0,0,0,0,1,5,1,7,1,6,4,0,0,0.0,0.0,52.0
2024-03-17 07:20:00,1,8,1,8,8,0,3,0,2,5,6,4,6,5,8,3,2,3,0.0,0.0,73.0
2024-03-17 07:30:00,3,10,4,11,10,1,0,1,0,4,8,4,8,4,11,7,0,1,0.0,0.0,87.0
2024-03-17 07:40:00,4,6,4,6,6,3,2,0,2,10,23,9,22,11,27,18,0,0,0.0,0.0,153.0
2024-03-17 07:50:00,2,3,1,3,3,0,0,0,0,4,12,4,11,6,12,8,1,2,0.0,0.0,72.0
2024-03-17 08:00:00,4,4,4,5,3,2,1,2,0,6,9,4,7,6,12,9,3,3,0.0,0.0,84.0
2024-03-17 08:10:00,2,8,2,8,10,1,1,1,0,4,5,3,7,4,8,5,3,2,0.0,0.0,74.0
2024-03-17 08:20:00,2,3,2,3,3,2,0,1,0,4,7,4,8,3,9,3,1,1,0.0,0.0,56.0
2024-03-17 08:30:00,4,8,4,10,8,0,3,0,2,7,14,7,11,6,17,10,6,6,0.0,0.0,123.0
2024-03-17 08:40:00,2,10,2,13,11,1,3,1,1,17,20,17,25,16,30,14,3,1,0.0,0.0,187.0
2024-03-17 08:50:00,6,14,4,14,15,6,2,2,4,14,14,13,15,16,23,10,1,2,0.0,0.0,175.0
2024-03-17 09:00:00,3,11,3,10,12,0,1,0,1,14,15,13,16,13,25,12,5,6,0.0,0.0,160.0
2024-03-17 09:10:00,10,11,8,11,11,2,0,0,0,14,20,11,18,13,27,14,4,5,0.0,0.0,179.0
2024-03-17 09:20:00,5,13,5,11,12,4,2,4,1,13,25,13,22,14,35,22,7,7,0.0,0.0,215.0
2024-03-17 09:30:00,14,14,14,14,14,2,3,2,4,14,32,10,24,13,40,28,8,5,0.0,0.0,255.0
2024-03-17 09:40:00,8,19,6,14,18,4,3,5,1,23,43,18,25,22,54,35,8,7,0.0,0.0,313.0
2024-03-17 09:50:00,21,22,14,18,23,1,3,3,3,18,35,12,24,16,47,33,5,4,0.0,0.0,302.0
2024-03-17 10:00:00,15,16,15,19,15,3,3,3,2,15,37,14,28,13,49,34,8,8,0.0,0.0,297.0
2024-03-17 10:10:00,9,24,9,22,22,1,5,1,3,13,37,9,22,13,45,34,6,7,0.0,0.0,282.0
2024-03-17 10:20:00,11,19,7,16,19,5,2,3,1,11,41,10,29,11,49,37,2,6,0.0,0.0,279.0
2024-03-17 10:30:00,10,22,9,18,21,1,1,1,1,14,33,12,34,14,46,31,9,9,0.0,0.0,286.0
2024-03-17 10:40:00,13,21,16,22,21,7,2,6,2,13,42,12,33,13,50,34,8,7,0.0,0.0,322.0
2024-03-17 10:50:00,26,23,16,21,20,7,5,6,6,29,42,17,26,26,64,36,10,14,0.0,0.0,394.0
2024-03-17 11:00:00,18,25,11,21,25,5,5,7,5,14,40,9,31,13,46,37,5,9,0.0,0.0,326.0
2024-03-17 11:10:00,14,24,14,14,27,5,4,5,7,15,39,10,25,12,53,41,7,5,0.0,0.0,321.0
2024-03-17 11:20:00,15,33,15,27,33,3,3,0,2,17,43,13,21,15,50,41,5,9,0.0,0.0,345.0
2024-03-17 11:30:00,22,30,17,26,32,4,4,5,3,18,35,13,29,17,46,32,3,3,0.0,0.0,339.0
2024-03-17 11:40:00,26,35,18,29,37,2,1,2,1,19,42,15,32,18,57,40,10,12,0.0,0.0,396.0
2024-03-17 11:50:00,23,33,18,25,35,7,5,6,3,11,44,9,27,14,49,42,5,7,0.0,0.0,363.0
2024-03-17 12:00:00,32,31,12,17,27,4,4,5,4,17,44,15,32,14,59,41,7,8,0.0,0.0,373.0
2024-03-17 12:10:00,37,35,23,26,28,7,12,5,7,14,52,11,43,10,59,46,10,10,0.0,0.0,435.0
2024-03-17 12:20:00,33,44,20,29,41,6,11,4,9,16,56,14,22,16,67,50,9,9,0.0,0.0,456.0
2024-03-17 12:30:00,24,41,20,32,40,7,7,6,7,17,58,12,39,17,69,52,3,5,0.0,0.0,456.0
2024-03-17 12:40:00,23,35,18,16,35,8,16,4,12,23,58,15,26,23,72,58,16,10,0.0,0.0,468.0
2024-03-17 12:50:00,27,29,13,19,27,4,19,3,11,18,51,18,33,19,63,48,5,4,0.0,0.0,411.0
2024-03-17 13:00:00,25,35,14,18,34,4,12,4,6,21,48,19,35,22,65,46,17,18,0.0,0.0,443.0
2024-03-17 13:10:00,33,29,22,20,28,3,15,3,10,24,38,19,21,23,61,35,12,12,0.0,0.0,408.0
2024-03-17 13:20:00,23,41,16,25,38,5,12,4,10,28,52,19,36,28,68,45,10,13,0.0,0.0,473.0
2024-03-17 13:30:00,29,43,23,30,35,7,15,10,11,25,53,16,29,27,71,48,9,14,0.0,0.0,495.0
2024-03-17 13:40:00,22,27,16,22,23,5,12,2,10,17,33,15,21,16,44,30,7,8,0.0,0.0,330.0
2024-03-17 13:50:00,20,32,17,19,31,10,6,5,6,23,43,18,27,20,55,36,9,11,0.0,0.0,388.0
2024-03-17 14:00:00,29,37,17,16,38,4,12,4,9,23,47,17,31,22,68,48,10,10,0.0,0.0,442.0
2024-03-17 14:10:00,27,41,19,24,36,8,11,6,8,21,40,19,28,21,54,39,15,18,0.0,0.0,435.0
2024-03-17 14:20:00,28,34,12,18,31,5,6,5,4,22,43,15,26,20,57,41,7,8,0.0,0.0,382.0
2024-03-17 14:30:00,36,41,24,30,41,5,18,5,14,23,45,18,29,22,62,42,10,9,0.0,0.0,474.0
2024-03-17 14:40:00,25,34,21,24,36,2,12,1,11,27,71,21,28,27,87,65,7,7,0.0,0.0,506.0
2024-03-17 14:50:00,21,37,13,26,33,6,17,6,15,22,45,14,27,22,62,39,12,14,0.0,0.0,431.0
2024-03-17 15:00:00,32,36,17,23,38,10,11,8,9,27,44,14,27,24,60,43,17,15,0.0,0.0,455.0
2024-03-17 15:10:00,19,31,15,21,30,7,18,5,18,18,32,13,21,18,46,33,7,13,0.0,0.0,365.0
2024-03-17 15:20:00,21,37,13,17,34,10,8,7,5,23,49,16,32,23,64,44,13,13,0.0,0.0,429.0
2024-03-17 15:30:00,23,37,18,21,37,10,8,6,8,13,44,9,26,12,53,44,14,20,0.0,0.0,403.0
2024-03-17 15:40:00,20,28,16,30,24,8,9,7,7,20,50,16,28,20,64,47,13,14,0.0,0.0,421.0
2024-03-17 15:50:00,26,37,20,25,37,8,11,8,10,24,54,20,45,23,64,43,8,10,0.0,0.0,473.0
2024-03-17 16:00:00,20,24,14,28,23,12,10,9,10,24,51,18,23,25,58,49,8,6,0.0,0.0,412.0
2024-03-17 16:10:00,17,37,16,25,37,8,8,6,6,25,44,12,32,20,54,31,9,10,0.0,0.0,397.0
2024-03-17 16:20:00,23,28,14,17,27,3,12,3,10,23,46,17,25,23,76,41,17,18,0.0,0.0,423.0
2024-03-17 16:30:00,19,30,13,22,31,8,11,5,12,19,42,16,34,20,54,37,6,5,0.0,0.0,384.0
2024-03-17 16:40:00,23,29,21,24,28,7,7,6,5,11,31,8,29,8,34,30,8,9,0.0,0.0,318.0
2024-03-17 16:50:00,25,36,17,24,35,4,12,4,8,26,50,20,31,24,58,42,8,8,0.0,0.0,432.0
2024-03-17 17:00:00,26,33,16,19,32,4,14,4,12,24,38,17,28,26,47,35,8,76,0.0,0.0,459.0
2024-03-17 17:10:00,30,28,19,21,29,6,9,6,8,22,45,17,37,21,55,43,4,7,0.0,0.0,407.0
2024-03-17 17:20:00,28,30,20,19,27,3,13,2,8,22,44,19,24,21,61,40,13,15,0.0,0.0,409.0
2024-03-17 17:30:00,30,31,19,27,29,8,15,4,15,29,62,21,37,28,81,53,11,10,0.0,0.0,510.0
2024-03-17 17:40:00,30,39,20,24,38,9,10,10,8,20,48,15,33,19,63,42,13,16,0.0,0.0,457.0
2024-03-17 17:50:00,21,35,20,27,35,10,10,5,9,20,53,16,34,16,68,48,12,13,0.0,0.0,452.0
2024-03-17 18:00:00,25,34,18,24,32,3,13,2,10,15,53,12,31,13,67,49,13,13,0.0,0.0,427.0
2024-03-17 18:10:00,30,30,19,16,29,14,21,10,15,26,65,16,32,22,79,58,15,16,0.0,0.0,513.0
2024-03-17 18:20:00,31,41,21,26,34,5,10,4,6,20,52,17,31,19,67,46,7,9,0.0,0.0,446.0
2024-03-17 18:30:00,14,27,12,23,29,4,10,7,13,12,48,11,23,9,54,44,7,8,0.0,0.0,355.0
2024-03-17 18:40:00,17,29,24,21,26,4,10,5,10,18,39,19,26,13,52,35,8,10,0.0,0.0,366.0
2024-03-17 18:50:00,16,19,15,23,26,8,7,10,9,16,40,21,46,16,53,39,13,16,0.0,0.0,393.0
2024-03-17 19:00:00,26,28,25,26,28,6,8,6,14,17,36,15,50,15,47,33,11,12,0.0,0.0,403.0
2024-03-17 19:10:00,13,27,20,23,28,4,8,9,14,13,39,16,45,12,46,33,7,8,0.0,0.0,365.0
2024-03-17 19:20:00,15,23,18,36,22,7,17,7,22,23,40,34,46,19,56,30,7,8,0.0,0.0,430.0
2024-03-17 19:30:00,18,17,16,25,20,7,5,4,9,14,36,23,38,9,48,35,5,8,0.0,0.0,337.0
2024-03-17 19:40:00,13,29,16,26,27,7,10,6,11,16,48,21,41,14,61,43,9,11,0.0,0.0,409.0
2024-03-17 19:50:00,12,21,13,31,21,6,8,5,14,15,49,20,45,9,55,50,7,7,0.0,0.0,388.0
2024-03-17 20:00:00,12,22,14,24,23,7,9,8,16,15,50,28,51,14,64,54,12,11,0.0,0.0,434.0
2024-03-17 20:10:00,19,26,18,33,27,12,12,13,21,11,35,14,44,10,44,35,10,14,0.0,0.0,398.0
2024-03-17 20:20:00,13,15,16,24,16,18,25,14,33,13,33,16,29,13,32,31,6,9,0.0,0.0,356.0
2024-03-17 20:30:00,13,18,15,21,19,7,15,7,20,15,36,18,31,15,36,31,6,7,0.0,0.0,330.0
2024-03-17 20:40:00,11,18,11,21,18,3,5,6,6,4,29,7,35,4,29,29,5,6,0.0,0.0,247.0
2024-03-17 20:50:00,14,23,19,28,25,4,9,5,15,10,25,16,32,10,25,25,3,5,0.0,0.0,293.0
2024-03-17 21:00:00,14,22,19,27,25,3,11,4,15,7,22,7,33,7,25,21,8,7,0.0,0.0,277.0
2024-03-17 21:10:00,13,27,13,34,28,4,5,5,8,12,21,15,22,11,23,21,8,11,0.0,0.0,281.0
2024-03-17 21:20:00,14,28,16,21,31,5,10,4,10,7,20,10,33,6,20,21,5,6,0.0,0.0,267.0
2024-03-17 21:30:00,18,29,18,40,32,9,9,15,13,5,14,7,20,4,15,15,6,5,0.0,0.0,274.0
2024-03-17 21:40:00,16,20,16,25,19,6,10,7,6,6,16,5,24,6,20,15,5,6,0.0,0.0,228.0
2024-03-17 21:50:00,16,24,16,31,25,5,6,7,11,8,20,10,23,8,19,17,8,7,0.0,0.0,261.0
2024-03-17 22:00:00,5,16,10,22,19,1,5,1,9,13,15,12,18,13,18,14,1,3,0.0,0.0,195.0
2024-03-17 22:10:00,15,19,13,27,22,3,9,3,12,10,19,12,23,10,21,19,3,3,0.0,0.0,243.0
2024-03-17 22:20:00,9,9,11,19,8,3,3,2,2,6,16,12,28,6,19,15,4,2,0.0,0.0,174.0
2024-03-17 22:30:00,14,17,18,23,22,3,4,4,2,1,13,4,20,1,13,12,2,4,0.0,0.0,177.0
2024-03-17 22:40:00,10,14,13,22,11,3,4,4,4,10,17,11,22,8,18,17,6,9,0.0,0.0,203.0
2024-03-17 22:50:00,14,11,12,19,11,1,3,1,4,4,3,5,5,3,3,2,1,1,0.0,0.0,103.0
2024-03-17 23:00:00,4,11,6,16,11,2,6,3,12,6,10,11,14,7,8,9,2,3,0.0,0.0,141.0
2024-03-17 23:10:00,6,14,13,17,16,2,0,3,0,4,10,5,17,4,11,8,1,2,0.0,0.0,133.0
2024-03-17 23:20:00,5,10,8,10,11,1,4,1,6,6,9,10,12,7,10,7,2,3,0.0,0.0,122.0
2024-03-17 23:30:00,5,8,5,11,10,1,5,1,8,8,10,17,13,9,9,9,3,6,0.0,0.0,138.0
2024-03-17 23:40:00,2,5,3,8,6,1,6,1,7,3,2,5,2,3,3,2,2,2,0.0,0.0,63.0
2024-03-17 23:50:00,3,10,10,10,9,0,2,0,2,1,2,3,3,1,3,2,2,2,0.0,0.0,65.0
2024-03-18 00:00:00,1,2,3,5,3,2,4,2,3,3,3,4,3,3,3,3,4,2,0.0,0.0,53.0
2024-03-18 00:10:00,3,5,6,5,4,1,0,2,0,0,5,1,6,0,5,5,1,2,0.0,0.0,51.0
2024-03-18 00:20:00,2,5,5,6,4,1,1,1,1,3,5,5,3,3,4,5,1,1,0.0,0.0,56.0
2024-03-18 00:30:00,3,3,6,3,3,0,0,0,0,2,5,2,6,1,5,4,1,1,0.0,0.0,45.0
2024-03-18 00:40:00,2,3,2,4,3,0,0,0,0,0,9,2,10,0,9,9,2,3,0.0,0.0,58.0
2024-03-18 00:50:00,1,4,3,6,4,0,0,0,0,0,1,1,1,0,2,1,0,1,0.0,0.0,25.0
2024-03-18 01:00:00,3,5,3,7,4,2,3,3,4,2,2,3,2,2,3,1,0,2,0.0,0.0,51.0
2024-03-18 01:10:00,2,6,4,7,5,0,0,0,0,0,1,0,1,0,1,1,2,1,0.0,0.0,31.0
2024-03-18 01:20:00,4,4,6,5,4,1,2,1,2,0,2,0,2,0,2,2,1,2,0.0,0.0,40.0
2024-03-18 01:30:00,1,1,1,1,2,0,0,0,0,0,1,1,2,0,1,1,0,0,0.0,0.0,12.0
2024-03-18 01:40:00,1,4,4,4,3,0,0,0,0,1,2,2,4,1,2,1,0,0,0.0,0.0,29.0
2024-03-18 01:50:00,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0.0,0.0,4.0
2024-03-18 02:00:00,2,0,2,1,0,0,0,0,0,1,2,2,3,0,2,3,0,0,0.0,0.0,18.0
2024-03-18 02:10:00,0,2,1,3,2,1,0,1,0,0,2,1,2,0,2,2,0,0,0.0,0.0,19.0
2024-03-18 02:20:00,1,0,1,0,0,1,1,0,1,1,1,3,2,1,1,1,0,0,0.0,0.0,15.0
2024-03-18 02:30:00,1,5,3,4,3,0,0,0,0,1,2,2,2,1,3,2,1,1,0.0,0.0,31.0
2024-03-18 02:40:00,2,2,2,3,2,0,1,0,3,0,0,0,0,0,0,0,0,1,0.0,0.0,16.0
2024-03-18 02:50:00,0,3,2,3,3,0,0,0,0,1,2,1,2,1,2,1,1,1,0.0,0.0,23.0
2024-03-18 03:00:00,0,0,0,1,0,0,0,0,0,0,2,0,5,0,2,2,1,1,0.0,0.0,14.0
2024-03-18 03:10:00,0,7,7,7,6,1,1,2,0,0,1,0,1,0,1,1,1,2,0.0,0.0,38.0
2024-03-18 03:20:00,0,1,0,1,1,0,0,0,0,1,2,0,3,0,2,1,0,1,0.0,0.0,13.0
2024-03-18 03:30:00,2,4,3,4,3,0,0,0,0,1,2,1,4,1,2,2,0,0,0.0,0.0,29.0
2024-03-18 03:40:00,0,2,3,2,2,0,1,0,1,0,5,4,7,0,6,5,0,0,0.0,0.0,38.0
2024-03-18 03:50:00,1,2,4,3,2,0,0,0,0,2,5,5,4,2,4,2,2,3,0.0,0.0,41.0
2024-03-18 04:00:00,0,6,5,7,6,0,0,0,0,1,6,4,10,2,6,7,2,2,0.0,0.0,64.0
2024-03-18 04:10:00,1,1,2,1,1,0,1,0,2,2,4,4,3,2,3,2,1,2,0.0,0.0,32.0
2024-03-18 04:20:00,1,2,3,4,2,0,2,0,2,3,4,7,4,3,4,3,0,0,0.0,0.0,44.0
2024-03-18 04:30:00,0,1,1,1,1,1,0,3,0,2,4,2,9,2,5,4,1,2,0.0,0.0,39.0
2024-03-18 04:40:00,3,2,4,2,2,0,1,0,1,5,9,5,13,3,9,6,0,1,0.0,0.0,66.0
2024-03-18 04:50:00,3,2,3,3,2,6,2,2,4,4,14,5,16,4,13,11,0,0,0.0,0.0,94.0
2024-03-18 05:00:00,0,6,2,5,4,1,3,2,2,14,25,17,33,13,24,21,3,3,0.0,0.0,178.0
2024-03-18 05:10:00,3,9,6,10,9,1,3,0,5,13,28,14,37,12,27,24,2,3,0.0,0.0,206.0
2024-03-18 05:20:00,6,16,14,14,15,0,4,0,5,16,23,15,23,16,26,19,2,4,0.0,0.0,218.0
2024-03-18 05:30:00,8,14,12,17,13,2,5,1,7,28,39,29,47,28,37,33,4,8,0.0,0.0,332.0
2024-03-18 05:40:00,3,16,8,19,14,1,3,2,4,34,54,27,53,34,58,54,4,5,0.0,0.0,393.0
2024-03-18 05:50:00,3,15,9,19,14,4,4,1,5,35,40,30,33,33,41,38,3,3,0.0,0.0,330.0
2024-03-18 06:00:00,6,22,10,17,23,1,3,1,3,37,43,29,45,40,40,40,2,5,0.0,0.0,367.0
2024-03-18 06:10:00,8,21,10,25,20,4,7,4,9,39,41,31,43,40,40,37,3,5,0.0,0.0,387.0
2024-03-18 06:20:00,9,20,12,13,19,4,5,4,3,48,48,31,40,48,51,45,13,13,0.0,0.0,426.0
2024-03-18 06:30:00,12,29,7,18,28,4,7,1,5,59,60,31,31,58,60,55,3,4,0.0,0.0,472.0
2024-03-18 06:40:00,12,33,10,20,31,6,8,5,9,67,79,35,41,68,81,74,3,7,0.0,0.0,589.0
2024-03-18 06:50:00,14,23,11,22,26,9,7,28,5,73,69,34,42,74,70,65,8,13,0.0,0.0,593.0
2024-03-18 07:00:00,14,36,7,22,35,7,8,5,8,66,69,40,41,64,66,58,9,13,0.0,0.0,568.0
2024-03-18 07:10:00,20,42,19,18,42,11,9,7,7,83,78,52,49,78,83,72,8,19,0.0,0.0,697.0
2024-03-18 07:20:00,33,47,20,23,43,17,14,11,10,106,79,43,42,102,76,65,13,17,0.0,0.0,761.0
2024-03-18 07:30:00,21,41,16,21,41,11,16,9,12,106,86,36,39,106,86,72,20,24,0.0,0.0,763.0
2024-03-18 07:40:00,40,36,20,20,33,20,25,14,15,109,78,37,35,105,84,71,24,46,0.0,0.0,812.0
2024-03-18 07:50:00,24,44,16,30,44,20,23,11,9,88,79,44,38,88,77,69,33,38,0.0,0.0,775.0
2024-03-18 08:00:00,62,53,11,33,52,21,15,14,11,96,84,42,47,96,85,81,20,21,0.0,0.0,844.0
2024-03-18 08:10:00,31,40,15,30,39,17,17,9,9,110,98,47,41,111,101,92,24,24,0.0,0.0,855.0
2024-03-18 08:20:00,33,43,20,27,40,29,16,15,12,88,84,26,45,91,81,79,16,23,0.0,0.0,768.0
2024-03-18 08:30:00,25,44,13,15,43,21,19,12,19,91,81,50,51,89,83,76,18,20,0.0,0.0,770.0
2024-03-18 08:40:00,25,48,12,23,44,18,22,12,18,94,96,44,41,96,93,89,21,24,0.0,0.0,820.0
2024-03-18 08:50:00,14,53,9,29,52,15,10,10,11,66,68,41,38,65,69,61,13,16,0.0,0.0,640.0
2024-03-18 09:00:00,14,51,11,30,51,14,17,11,18,56,98,42,53,48,144,86,19,20,0.0,0.0,783.0
2024-03-18 09:10:00,20,39,14,17,32,6,15,2,9,61,88,33,39,46,131,74,18,23,0.0,0.0,667.0
2024-03-18 09:20:00,17,55,13,27,51,10,12,10,8,49,82,34,41,41,111,70,17,17,0.0,0.0,665.0
2024-03-18 09:30:00,32,57,21,24,57,13,16,34,10,42,81,24,41,39,114,71,13,15,0.0,0.0,704.0
2024-03-18 09:40:00,15,66,10,33,66,13,21,13,20,55,81,29,40,48,118,72,18,16,0.0,0.0,734.0
2024-03-18 09:50:00,24,57,17,31,55,10,10,7,6,40,104,29,29,37,136,92,15,15,0.0,0.0,714.0
2024-03-18 10:00:00,24,62,15,33,59,14,9,8,7,25,102,17,32,23,111,91,17,21,0.0,0.0,670.0
2024-03-18 10:10:00,19,41,19,24,39,16,9,13,8,30,85,22,38,32,104,72,13,11,0.0,0.0,595.0
2024-03-18 10:20:00,38,41,39,34,35,13,16,9,11,25,87,18,26,21,102,83,11,9,0.0,0.0,618.0
2024-03-18 10:30:00,25,61,17,39,59,14,20,13,16,31,88,23,40,24,103,78,15,16,0.0,0.0,682.0
2024-03-18 10:40:00,22,46,19,32,45,11,14,12,16,24,77,22,27,25,95,74,24,30,0.0,0.0,615.0
2024-03-18 10:50:00,22,54,11,34,52,12,16,14,16,26,81,18,35,22,98,75,12,13,0.0,0.0,611.0
2024-03-18 11:00:00,26,55,10,21,47,12,18,12,13,27,83,17,21,23,99,72,18,19,0.0,0.0,593.0
2024-03-18 11:10:00,36,73,20,42,67,13,24,12,16,53,70,30,37,40,104,53,15,19,0.0,0.0,724.0
2024-03-18 11:20:00,19,44,10,25,44,10,19,8,12,38,77,28,35,31,100,67,16,16,0.0,0.0,599.0
2024-03-18 11:30:00,26,58,17,27,56,11,12,9,9,22,68,17,22,20,83,56,19,19,0.0,0.0,551.0
2024-03-18 11:40:00,38,55,22,29,50,14,21,13,16,33,69,25,30,27,89,56,19,19,0.0,0.0,625.0
2024-03-18 11:50:00,36,47,21,24,44,8,18,8,14,24,68,16,30,21,83,66,19,23,0.0,0.0,570.0
2024-03-18 12:00:00,54,73,30,37,68,10,24,11,15,34,69,21,34,32,93,68,10,18,0.0,0.0,701.0
2024-03-18 12:10:00,45,65,27,35,56,13,19,13,15,41,68,24,34,38,98,58,15,16,0.0,0.0,680.0
2024-03-18 12:20:00,40,57,21,29,55,12,14,18,14,26,83,18,33,25,97,72,17,25,0.0,0.0,656.0
2024-03-18 12:30:00,48,67,28,18,60,12,26,7,16,26,69,18,34,21,103,68,12,13,0.0,0.0,646.0
2024-03-18 12:40:00,35,64,22,29,60,4,21,6,11,22,74,17,35,18,86,66,13,15,0.0,0.0,598.0
2024-03-18 12:50:00,44,71,22,37,65,14,14,11,8,25,78,20,33,27,90,68,19,18,0.0,0.0,664.0
2024-03-18 13:00:00,58,79,24,38,67,11,28,8,15,25,78,19,38,25,95,75,26,32,0.0,0.0,741.0
2024-03-18 13:10:00,51,62,22,32,57,20,34,19,17,31,70,21,31,27,96,60,27,30,0.0,0.0,707.0
2024-03-18 13:20:00,39,73,15,19,69,15,19,12,13,35,62,16,29,34,90,59,14,16,0.0,0.0,629.0
2024-03-18 13:30:00,46,69,21,28,65,18,26,14,13,22,68,14,33,22,83,67,16,20,0.0,0.0,645.0
2024-03-18 13:40:00,44,66,24,23,61,8,17,8,13,32,72,22,31,32,90,64,16,17,0.0,0.0,640.0
2024-03-18 13:50:00,56,68,31,32,65,5,20,6,15,24,69,20,35,21,86,61,19,23,0.0,0.0,656.0
2024-03-18 14:00:00,18,68,12,29,67,8,13,5,12,26,73,15,40,26,91,68,23,27,0.0,0.0,621.0
2024-03-18 14:10:00,36,66,16,29,64,2,27,5,15,23,71,19,35,17,81,54,19,22,0.0,0.0,601.0
2024-03-18 14:20:00,49,61,16,26,55,15,33,7,12,35,82,24,39,33,108,76,17,21,0.0,0.0,709.0
2024-03-18 14:30:00,73,62,26,35,55,15,28,15,13,23,123,19,37,20,97,80,16,15,0.0,0.0,752.0
2024-03-18 14:40:00,68,50,39,51,47,14,26,7,12,34,103,21,28,36,134,98,25,25,0.0,0.0,818.0
2024-03-18 14:50:00,52,75,26,39,73,19,30,14,16,26,86,19,42,25,102,77,25,28,0.0,0.0,774.0
2024-03-18 15:00:00,64,64,32,22,61,19,34,15,41,23,65,17,32,21,78,59,10,13,0.0,0.0,670.0
2024-03-18 15:10:00,81,64,30,30,61,12,28,13,11,21,67,18,52,20,77,61,29,28,0.0,0.0,703.0
2024-03-18 15:20:00,84,60,33,24,51,18,20,17,15,25,64,18,45,22,77,55,25,28,0.0,0.0,681.0
2024-03-18 15:30:00,86,58,27,22,54,17,21,17,13,33,89,28,50,29,109,79,37,35,0.0,0.0,804.0
2024-03-18 15:40:00,75,61,30,26,55,26,38,14,14,26,86,24,38,27,105,78,25,20,0.0,0.0,768.0
2024-03-18 15:50:00,97,65,27,23,54,19,25,11,10,28,78,26,42,25,91,59,33,31,0.0,0.0,744.0
2024-03-18 16:00:00,86,48,31,36,44,16,21,10,16,36,87,27,56,24,104,71,38,39,0.0,0.0,790.0
2024-03-18 16:10:00,82,48,30,24,45,23,26,13,13,27,74,23,45,28,101,66,28,29,0.0,0.0,725.0
2024-03-18 16:20:00,94,48,40,28,42,17,28,14,13,44,83,34,41,35,110,72,101,28,0.0,0.0,872.0
2024-03-18 16:30:00,83,67,32,35,64,12,31,10,9,37,68,30,51,30,92,59,26,28,0.0,0.0,764.0
2024-03-18 16:40:00,83,51,26,27,47,6,25,6,18,35,87,25,63,26,105,71,26,22,0.0,0.0,749.0
2024-03-18 16:50:00,94,54,36,30,48,11,23,12,10,43,68,32,49,37,99,42,25,26,0.0,0.0,739.0
2024-03-18 17:00:00,73,63,40,39,57,13,25,13,11,45,94,30,59,32,116,77,21,22,0.0,0.0,830.0
2024-03-18 17:10:00,86,49,22,32,47,20,26,12,15,28,79,27,46,32,96,61,34,23,0.0,0.0,735.0
2024-03-18 17:20:00,86,82,25,30,50,17,26,16,16,28,65,20,45,25,79,55,34,32,0.0,0.0,731.0
2024-03-18 17:30:00,78,62,37,39,53,13,26,14,6,21,95,20,51,22,107,86,34,29,0.0,0.0,793.0
2024-03-18 17:40:00,78,54,28,25,53,16,27,11,11,28,84,21,49,25,100,74,22,27,0.0,0.0,733.0
2024-03-18 17:50:00,77,50,38,31,48,17,22,13,10,31,92,22,49,31,106,77,24,19,0.0,0.0,757.0
2024-03-18 18:00:00,81,54,37,29,53,19,18,15,16,38,80,27,59,24,95,64,32,27,0.0,0.0,768.0
2024-03-18 18:10:00,60,41,40,37,41,11,29,9,15,23,80,21,47,19,94,66,25,23,0.0,0.0,681.0
2024-03-18 18:20:00,54,46,23,19,40,12,18,6,11,25,48,12,22,25,99,41,24,25,0.0,0.0,550.0
2024-03-18 18:30:00,63,47,20,23,45,14,18,11,14,20,74,19,32,18,85,66,32,31,0.0,0.0,632.0
2024-03-18 18:40:00,48,33,22,23,32,10,23,10,17,27,52,18,31,25,79,50,23,22,0.0,0.0,545.0
2024-03-18 18:50:00,46,33,29,29,35,11,15,6,12,25,45,31,35,26,64,45,17,20,0.0,0.0,524.0
