datetime,D51Z,D52Z,D62Z,D71Z,D72Z,D911Z,D912Z,D92Z,D111Z,D112Z,Total
2024-03-02 00:00:00,18,18,6,5,1,10,10,9,19,18,114
2024-03-02 00:10:00,16,16,3,5,3,6,6,3,18,18,94
2024-03-02 00:20:00,5,5,5,5,4,2,2,2,17,17,64
2024-03-02 00:30:00,9,9,2,3,3,1,1,0,14,14,56
2024-03-02 00:40:00,10,10,5,1,1,3,3,3,16,16,68
2024-03-02 00:50:00,7,7,5,7,5,4,6,3,12,12,68
2024-03-02 01:00:00,13,13,1,5,4,1,1,3,9,9,59
2024-03-02 01:10:00,5,6,5,5,3,5,6,3,15,15,68
2024-03-02 01:20:00,9,10,4,1,1,3,2,3,8,8,49
2024-03-02 01:30:00,8,7,5,4,3,4,4,5,12,12,64
2024-03-02 01:40:00,5,5,4,2,3,2,1,3,11,11,47
2024-03-02 01:50:00,4,4,0,0,0,0,0,0,11,11,30
2024-03-02 02:00:00,6,6,6,5,4,6,5,4,8,8,58
2024-03-02 02:10:00,2,2,1,5,5,4,3,3,11,11,47
2024-03-02 02:20:00,3,3,2,5,4,4,5,4,7,7,44
2024-03-02 02:30:00,4,4,1,1,1,2,2,1,6,6,28
2024-03-02 02:40:00,5,5,1,3,3,2,2,2,4,4,31
2024-03-02 02:50:00,3,3,0,0,0,2,2,2,9,9,30
2024-03-02 03:00:00,8,8,3,0,0,4,3,2,7,7,42
2024-03-02 03:10:00,6,6,2,1,0,3,3,1,14,14,50
2024-03-02 03:20:00,2,2,1,4,5,2,2,4,4,4,30
2024-03-02 03:30:00,8,7,1,0,0,0,0,0,5,6,27
2024-03-02 03:40:00,3,3,1,0,0,0,0,0,7,7,21
2024-03-02 03:50:00,9,9,2,2,2,2,2,2,7,7,44
2024-03-02 04:00:00,5,5,2,2,2,2,2,2,4,4,30
2024-03-02 04:10:00,3,3,2,0,0,3,3,1,4,5,24
2024-03-02 04:20:00,1,1,2,0,0,5,5,3,10,9,36
2024-03-02 04:30:00,4,4,1,1,0,3,3,3,5,5,29
2024-03-02 04:40:00,6,6,1,0,0,5,5,6,8,8,45
2024-03-02 04:50:00,5,5,2,0,0,2,2,2,12,12,42
2024-03-02 05:00:00,8,8,5,1,1,3,4,2,12,12,56
2024-03-02 05:10:00,10,10,4,1,1,1,2,1,17,16,63
2024-03-02 05:20:00,9,9,4,2,1,3,3,2,20,20,73
2024-03-02 05:30:00,9,9,1,2,2,3,3,5,16,16,66
2024-03-02 05:40:00,13,13,5,2,2,5,5,2,11,11,69
2024-03-02 05:50:00,6,6,2,0,1,7,8,3,22,22,77
2024-03-02 06:00:00,15,15,3,1,1,5,5,3,9,9,66
2024-03-02 06:10:00,11,12,4,1,2,5,5,4,25,25,94
2024-03-02 06:20:00,25,24,3,4,4,10,9,5,23,23,130
2024-03-02 06:30:00,26,26,4,2,1,4,4,3,13,13,96
2024-03-02 06:40:00,21,21,5,4,3,5,6,6,36,35,142
2024-03-02 06:50:00,20,20,6,3,2,9,10,6,46,46,168
2024-03-02 07:00:00,12,12,10,5,5,6,6,6,22,23,107
2024-03-02 07:10:00,24,24,11,1,1,14,14,14,44,43,190
2024-03-02 07:20:00,26,26,10,4,4,10,10,10,38,38,176
2024-03-02 07:30:00,25,25,8,3,3,12,12,9,42,42,181
2024-03-02 07:40:00,34,38,13,5,5,14,13,8,55,59,244
2024-03-02 07:50:00,43,44,10,4,4,9,10,7,44,40,215
2024-03-02 08:00:00,24,19,5,9,8,5,6,6,42,43,167
2024-03-02 08:10:00,38,39,13,9,8,14,12,10,46,46,235
2024-03-02 08:20:00,36,36,14,12,12,15,15,15,63,61,279
2024-03-02 08:30:00,39,39,8,5,6,9,9,7,52,51,225
2024-03-02 08:40:00,58,58,15,7,6,13,13,13,65,65,313
2024-03-02 08:50:00,42,42,14,13,13,10,10,11,81,81,317
2024-03-02 09:00:00,52,52,17,6,6,15,15,17,82,82,344
2024-03-02 09:10:00,64,63,16,15,17,13,13,15,89,89,394
2024-03-02 09:20:00,63,64,21,29,21,23,23,22,69,71,406
2024-03-02 09:30:00,83,82,12,16,14,15,16,17,85,83,423
2024-03-02 09:40:00,68,69,20,18,19,16,16,17,104,105,452
2024-03-02 09:50:00,77,78,18,15,13,21,22,17,99,98,458
2024-03-02 10:00:00,73,73,20,21,21,18,18,19,112,114,489
2024-03-02 10:10:00,84,85,25,23,18,25,25,19,110,108,522
2024-03-02 10:20:00,91,90,20,25,24,20,21,21,120,120,552
2024-03-02 10:30:00,98,100,16,26,17,32,32,19,107,108,555
2024-03-02 10:40:00,90,87,13,20,17,27,27,23,137,134,575
2024-03-02 10:50:00,91,93,17,27,19,23,25,16,123,125,559
2024-03-02 11:00:00,93,91,16,32,24,24,24,18,111,113,546
2024-03-02 11:10:00,84,84,26,39,27,32,32,19,134,132,609
2024-03-02 11:20:00,78,80,19,29,23,26,26,20,125,129,555
2024-03-02 11:30:00,101,99,19,39,30,26,26,18,126,120,604
2024-03-02 11:40:00,107,107,21,41,30,24,24,24,126,128,632
2024-03-02 11:50:00,101,101,19,34,21,31,31,21,125,126,610
2024-03-02 12:00:00,101,104,19,40,30,27,27,24,119,114,605
2024-03-02 12:10:00,84,82,17,37,29,24,23,22,117,122,557
2024-03-02 12:20:00,91,92,23,36,25,29,29,26,137,133,621
2024-03-02 12:30:00,87,88,19,32,18,26,26,22,122,122,562
2024-03-02 12:40:00,89,87,23,23,20,24,25,25,134,129,579
2024-03-02 12:50:00,106,109,21,34,25,24,23,21,127,131,621
2024-03-02 13:00:00,120,116,14,26,27,26,26,23,135,133,646
2024-03-02 13:10:00,108,107,20,42,29,19,19,21,139,137,641
2024-03-02 13:20:00,102,101,17,27,22,26,26,19,133,134,607
2024-03-02 13:30:00,93,93,18,32,29,28,28,20,129,125,595
2024-03-02 13:40:00,105,104,15,35,25,20,21,22,128,130,605
2024-03-02 13:50:00,97,98,19,22,20,27,27,28,130,125,593
2024-03-02 14:00:00,90,91,18,28,28,27,27,18,128,129,584
2024-03-02 14:10:00,123,120,19,34,25,20,21,20,128,129,639
2024-03-02 14:20:00,86,87,21,34,25,39,37,11,126,125,591
2024-03-02 14:30:00,97,97,20,28,24,28,28,20,123,125,590
2024-03-02 14:40:00,116,117,18,27,22,33,33,18,123,120,627
2024-03-02 14:50:00,99,100,18,20,20,23,24,20,124,128,576
2024-03-02 15:00:00,108,105,15,26,26,23,22,16,130,126,597
2024-03-02 15:10:00,98,98,14,27,23,21,21,18,121,124,565
2024-03-02 15:20:00,104,105,18,23,19,23,23,21,142,143,621
2024-03-02 15:30:00,93,92,21,32,26,15,15,15,128,123,560
2024-03-02 15:40:00,82,81,22,33,23,16,17,19,129,130,552
2024-03-02 15:50:00,76,76,16,25,23,26,26,27,112,111,518
2024-03-02 16:00:00,101,103,18,40,22,16,17,16,100,101,534
2024-03-02 16:10:00,94,90,24,31,28,22,22,18,109,108,546
2024-03-02 16:20:00,87,90,19,22,20,18,19,17,110,108,510
2024-03-02 16:30:00,97,95,17,22,15,20,20,24,121,119,550
2024-03-02 16:40:00,86,86,17,32,23,22,20,18,116,116,536
2024-03-02 16:50:00,83,83,17,31,21,27,27,21,119,121,550
2024-03-02 17:00:00,80,81,17,26,24,20,20,24,110,108,510
2024-03-02 17:10:00,89,90,16,25,20,25,25,20,121,119,550
2024-03-02 17:20:00,100,100,16,15,17,23,23,23,120,121,558
2024-03-02 17:30:00,92,92,22,33,20,22,22,13,108,109,533
2024-03-02 17:40:00,92,94,19,21,18,15,15,16,118,119,527
2024-03-02 17:50:00,86,83,15,21,20,20,21,27,107,106,506
2024-03-02 18:00:00,75,74,16,26,21,19,19,18,130,130,528
2024-03-02 18:10:00,93,94,14,28,24,22,24,13,121,123,556
2024-03-02 18:20:00,79,82,21,29,24,18,18,24,126,125,546
2024-03-02 18:30:00,103,101,22,12,21,18,19,17,102,102,517
2024-03-02 18:40:00,69,68,18,30,23,20,20,18,100,98,464
2024-03-02 18:50:00,74,72,15,33,25,18,19,22,123,125,526
2024-03-02 19:00:00,68,67,16,22,17,24,24,17,86,85,426
2024-03-02 19:10:00,55,56,12,27,20,15,17,13,102,100,417
2024-03-02 19:20:00,54,54,15,25,18,13,13,14,97,98,401
2024-03-02 19:30:00,45,46,13,16,14,16,16,20,88,85,359
2024-03-02 19:40:00,72,71,15,30,23,9,9,11,98,99,437
2024-03-02 19:50:00,37,38,13,21,14,11,11,13,75,74,307
2024-03-02 20:00:00,41,42,13,13,14,20,20,17,86,87,353
2024-03-02 20:10:00,41,41,11,18,19,12,13,17,86,85,343
2024-03-02 20:20:00,34,35,10,23,22,14,14,15,62,59,288
2024-03-02 20:30:00,33,32,6,15,12,12,11,13,74,75,283
2024-03-02 20:40:00,23,24,13,17,15,13,12,10,58,59,244
2024-03-02 20:50:00,37,37,8,15,15,13,12,11,64,63,275
2024-03-02 21:00:00,31,32,10,18,16,8,9,10,72,72,278
2024-03-02 21:10:00,34,37,9,17,18,14,13,14,64,62,282
2024-03-02 21:20:00,26,27,11,21,19,11,10,11,53,56,245
2024-03-02 21:30:00,16,17,11,12,10,13,13,17,60,57,226
2024-03-02 21:40:00,27,27,9,15,15,8,8,9,52,56,226
2024-03-02 21:50:00,36,39,6,12,12,14,14,18,55,51,257
2024-03-02 22:00:00,19,18,7,12,10,11,11,11,43,44,186
2024-03-02 22:10:00,33,33,6,9,10,12,12,13,48,48,224
2024-03-02 22:20:00,43,43,3,11,6,11,12,16,34,35,214
2024-03-02 22:30:00,42,42,10,2,2,17,16,14,51,50,246
2024-03-02 22:40:00,27,26,6,3,3,9,10,3,42,42,171
2024-03-02 22:50:00,28,28,11,12,12,5,6,3,38,38,181
2024-03-02 23:00:00,36,36,6,6,6,8,7,8,29,29,171
2024-03-02 23:10:00,28,28,4,4,3,7,7,8,23,23,135
2024-03-02 23:20:00,21,21,4,6,6,7,8,8,34,35,150
2024-03-02 23:30:00,19,19,6,4,4,7,7,4,27,27,124
2024-03-02 23:40:00,20,20,5,6,5,6,6,3,35,34,140
2024-03-02 23:50:00,12,12,5,3,2,2,2,2,35,35,110
2024-03-03 00:00:00,16,16,7,5,4,9,8,7,29,29,130
2024-03-03 00:10:00,18,18,3,6,5,3,2,4,23,23,105
2024-03-03 00:20:00,18,18,0,2,1,3,4,3,21,21,91
2024-03-03 00:30:00,13,13,6,3,1,6,6,11,31,31,121
2024-03-03 00:40:00,11,12,3,4,3,6,8,5,20,20,92
2024-03-03 00:50:00,10,9,3,0,0,6,6,6,15,15,70
2024-03-03 01:00:00,9,9,0,3,3,1,1,6,16,16,64
2024-03-03 01:10:00,8,8,3,7,4,3,4,5,18,21,81
2024-03-03 01:20:00,10,9,3,6,6,3,3,6,14,14,74
2024-03-03 01:30:00,4,4,4,2,2,2,4,3,20,20,65
2024-03-03 01:40:00,14,14,4,7,7,6,7,4,12,12,87
2024-03-03 01:50:00,8,8,3,2,1,6,7,6,9,10,60
2024-03-03 02:00:00,8,7,5,2,2,1,3,1,15,15,59
2024-03-03 02:10:00,8,8,4,3,3,6,6,7,14,14,73
2024-03-03 02:20:00,5,5,1,0,0,2,2,1,11,11,38
2024-03-03 02:30:00,7,7,2,5,2,3,3,4,3,3,39
2024-03-03 02:40:00,4,4,1,2,2,2,2,4,11,11,43
2024-03-03 02:50:00,4,4,0,3,3,3,3,4,7,7,38
2024-03-03 03:00:00,3,3,2,3,3,2,1,2,7,7,33
2024-03-03 03:10:00,5,5,2,1,1,3,3,6,6,6,38
2024-03-03 03:20:00,4,4,5,2,2,5,5,3,8,8,46
2024-03-03 03:30:00,5,5,1,3,3,4,3,3,4,4,35
2024-03-03 03:40:00,9,9,8,4,4,4,4,4,12,12,70
2024-03-03 03:50:00,7,7,5,2,1,4,4,4,3,3,40
2024-03-03 04:00:00,3,3,1,0,0,2,1,2,4,4,20
2024-03-03 04:10:00,7,7,3,2,2,4,4,2,7,7,45
2024-03-03 04:20:00,4,4,4,4,3,4,4,2,3,3,35
2024-03-03 04:30:00,6,6,2,2,3,4,4,2,10,10,49
2024-03-03 04:40:00,9,9,4,6,5,5,6,6,16,16,82
2024-03-03 04:50:00,2,2,2,3,3,5,5,3,15,15,55
2024-03-03 05:00:00,8,8,2,3,3,3,2,1,18,18,66
2024-03-03 05:10:00,10,10,3,2,1,5,6,5,14,14,70
2024-03-03 05:20:00,7,7,4,2,1,4,4,2,19,19,69
2024-03-03 05:30:00,5,5,2,1,1,4,4,2,13,13,50
2024-03-03 05:40:00,11,13,3,3,2,3,3,2,11,11,62
2024-03-03 05:50:00,2,2,2,1,1,3,3,2,3,3,22
2024-03-03 06:00:00,11,12,4,2,2,4,4,2,6,6,53
2024-03-03 06:10:00,7,7,1,1,1,2,2,2,13,13,49
2024-03-03 06:20:00,5,5,1,0,0,3,2,2,8,8,34
2024-03-03 06:30:00,9,9,1,2,2,2,2,4,10,10,51
2024-03-03 06:40:00,11,11,3,2,2,4,4,3,12,12,64
2024-03-03 06:50:00,11,11,2,0,0,0,0,0,13,13,50
2024-03-03 07:00:00,9,9,0,0,0,0,0,1,2,2,23
2024-03-03 07:10:00,9,9,3,1,1,4,3,4,11,11,56
2024-03-03 07:20:00,12,12,1,1,1,0,0,1,9,9,46
2024-03-03 07:30:00,11,11,2,2,1,5,5,4,9,10,60
2024-03-03 07:40:00,7,7,2,2,2,1,1,0,10,9,41
2024-03-03 07:50:00,11,11,4,1,0,1,2,3,15,15,63
2024-03-03 08:00:00,6,6,5,3,3,4,6,2,19,19,73
2024-03-03 08:10:00,13,13,3,1,0,9,8,7,27,29,110
2024-03-03 08:20:00,15,15,1,1,2,5,5,5,19,17,85
2024-03-03 08:30:00,22,22,4,0,0,7,7,6,18,18,104
2024-03-03 08:40:00,20,20,1,2,1,3,3,4,33,33,120
2024-03-03 08:50:00,30,30,3,3,3,3,3,2,35,35,147
2024-03-03 09:00:00,26,26,9,4,5,7,8,7,43,44,179
2024-03-03 09:10:00,24,24,7,3,1,10,8,7,52,51,187
2024-03-03 09:20:00,23,23,11,5,4,11,13,11,75,75,251
2024-03-03 09:30:00,27,29,7,2,2,10,10,7,82,87,263
2024-03-03 09:40:00,51,49,11,4,5,6,7,6,81,79,299
2024-03-03 09:50:00,40,40,4,6,6,10,9,9,70,66,260
2024-03-03 10:00:00,52,52,6,6,6,12,12,8,58,58,270
2024-03-03 10:10:00,32,32,7,2,1,13,12,10,52,52,213
2024-03-03 10:20:00,38,43,6,3,4,8,9,8,56,59,234
2024-03-03 10:30:00,45,40,7,7,7,12,10,9,61,59,257
2024-03-03 10:40:00,37,41,2,3,2,13,12,15,85,82,292
2024-03-03 10:50:00,63,57,9,3,3,12,12,9,61,62,291
2024-03-03 11:00:00,31,32,8,5,5,11,10,12,49,48,211
2024-03-03 11:10:00,60,62,8,5,5,13,13,12,64,65,307
2024-03-03 11:20:00,50,48,9,6,5,14,14,15,73,72,306
2024-03-03 11:30:00,50,50,7,8,7,10,10,14,63,63,282
2024-03-03 11:40:00,51,51,5,16,16,7,7,8,62,63,286
2024-03-03 11:50:00,48,48,12,9,9,14,14,12,77,78,321
2024-03-03 12:00:00,49,49,9,9,10,13,12,13,79,82,325
2024-03-03 12:10:00,63,62,7,10,8,33,33,27,72,68,383
2024-03-03 12:20:00,59,61,9,17,16,20,20,20,59,61,342
2024-03-03 12:30:00,58,65,5,10,7,17,18,18,83,83,364
2024-03-03 12:40:00,73,66,8,6,5,12,10,12,77,77,346
2024-03-03 12:50:00,56,54,6,7,7,5,5,4,83,83,310
2024-03-03 13:00:00,71,70,9,12,10,13,13,13,67,70,348
2024-03-03 13:10:00,82,81,5,8,7,4,4,7,81,80,359
2024-03-03 13:20:00,79,79,10,8,8,6,7,10,81,82,370
2024-03-03 13:30:00,54,54,10,5,5,15,14,9,99,97,362
2024-03-03 13:40:00,50,51,17,6,6,17,17,17,91,85,357
2024-03-03 13:50:00,56,60,5,12,11,10,9,8,81,83,335
2024-03-03 14:00:00,59,57,9,5,5,9,8,9,94,91,346
2024-03-03 14:10:00,79,81,11,13,11,17,16,15,82,83,408
2024-03-03 14:20:00,59,60,6,11,10,3,3,5,79,76,312
2024-03-03 14:30:00,73,73,11,7,5,16,16,18,95,96,410
2024-03-03 14:40:00,81,81,14,14,12,14,14,14,90,89,423
2024-03-03 14:50:00,75,72,8,12,12,18,18,16,89,86,406
2024-03-03 15:00:00,72,70,16,8,8,21,20,19,96,92,422
2024-03-03 15:10:00,84,83,4,8,8,15,14,15,87,86,404
2024-03-03 15:20:00,61,63,10,13,11,10,9,5,86,86,354
2024-03-03 15:30:00,62,62,4,7,6,16,18,15,79,78,347
2024-03-03 15:40:00,66,68,12,9,8,9,9,8,93,93,375
2024-03-03 15:50:00,53,53,13,12,10,15,12,15,97,97,377
2024-03-03 16:00:00,59,59,14,6,5,14,13,10,82,82,344
2024-03-03 16:10:00,55,56,15,6,5,11,12,15,80,82,337
2024-03-03 16:20:00,75,74,7,12,12,19,17,21,89,88,414
2024-03-03 16:30:00,46,45,12,12,11,13,13,12,95,94,353
2024-03-03 16:40:00,78,78,10,7,6,7,8,9,102,104,409
2024-03-03 16:50:00,57,57,9,8,8,7,7,5,90,90,338
2024-03-03 17:00:00,52,54,8,8,8,6,6,7,86,83,318
2024-03-03 17:10:00,82,79,9,9,10,11,11,12,84,82,389
2024-03-03 17:20:00,71,72,9,13,9,15,14,9,83,84,379
2024-03-03 17:30:00,76,77,10,9,9,12,12,16,80,83,384
2024-03-03 17:40:00,69,67,8,9,9,11,10,11,96,94,384
2024-03-03 17:50:00,77,79,7,6,6,9,8,9,93,90,384
2024-03-03 18:00:00,47,49,15,6,5,15,15,9,74,77,312
2024-03-03 18:10:00,62,60,18,11,9,14,14,13,88,86,375
2024-03-03 18:20:00,51,52,5,7,7,15,15,12,84,85,333
2024-03-03 18:30:00,40,40,9,14,15,19,19,27,91,92,366
2024-03-03 18:40:00,60,60,6,19,19,24,25,30,76,74,393
2024-03-03 18:50:00,52,53,8,13,12,13,13,14,84,83,345
