datetime,V11Z,V12Z,V13Z,D21Z,D22Z,D23Z,D24Z,D31Z,D32Z,D33Z,V41Z,V42Z,V43Z,V44Z,Total
2024-03-16 18:50:00,30,37,28,0,0,70,10,31,41,21,25,25,43,16,377
2024-03-16 19:00:00,29,29,25,0,0,59,5,25,50,13,21,26,39,13,334
2024-03-16 19:10:00,41,34,20,0,0,54,12,33,37,13,23,27,36,11,341
2024-03-16 19:20:00,27,41,24,0,0,52,11,22,37,21,36,25,33,19,348
2024-03-16 19:30:00,30,38,22,0,0,61,11,27,31,11,27,16,28,11,313
2024-03-16 19:40:00,19,29,20,0,0,44,12,16,37,25,28,29,37,21,317
2024-03-16 19:50:00,26,26,25,0,0,48,7,26,37,21,34,34,42,15,341
2024-03-16 20:00:00,32,28,21,0,0,50,13,21,30,16,37,15,28,10,301
2024-03-16 20:10:00,28,28,13,0,0,38,12,12,18,8,27,11,25,14,234
2024-03-16 20:20:00,21,30,26,0,0,32,9,10,16,9,39,18,38,13,261
2024-03-16 20:30:00,22,26,18,0,0,42,10,11,17,6,21,12,21,9,215
2024-03-16 20:40:00,22,30,28,0,0,28,13,10,14,8,26,9,32,9,229
2024-03-16 20:50:00,26,21,17,0,0,39,10,12,22,5,26,6,23,9,216
2024-03-16 21:00:00,18,23,9,0,0,32,8,10,21,10,28,19,26,16,220
2024-03-16 21:10:00,19,23,17,0,0,41,10,9,36,9,31,13,21,13,242
2024-03-16 21:20:00,22,18,14,0,0,36,11,11,16,7,25,11,23,20,214
2024-03-16 21:30:00,10,17,19,0,0,23,9,6,12,10,20,10,18,5,159
2024-03-16 21:40:00,19,14,13,0,0,44,10,11,14,10,25,12,20,8,200
2024-03-16 21:50:00,21,22,21,0,0,31,10,11,14,8,23,14,12,12,199
2024-03-16 22:00:00,10,25,22,0,0,22,8,8,10,7,20,6,22,7,167
2024-03-16 22:10:00,18,20,13,0,0,24,10,11,19,6,21,10,21,6,179
2024-03-16 22:20:00,25,24,14,0,0,21,7,11,11,7,18,9,9,8,164
2024-03-16 22:30:00,12,9,9,0,0,24,8,9,15,7,14,3,13,5,128
2024-03-16 22:40:00,19,31,25,0,0,16,10,10,14,5,22,5,24,9,190
2024-03-16 22:50:00,20,15,11,0,0,29,3,10,17,7,16,4,16,5,153
2024-03-16 23:00:00,13,21,17,0,0,17,8,7,9,5,21,7,27,6,158
2024-03-16 23:10:00,21,22,20,0,0,31,13,3,14,4,12,6,22,6,174
2024-03-16 23:20:00,12,25,13,0,0,20,6,5,14,6,15,4,12,6,138
2024-03-16 23:30:00,9,9,6,0,0,18,11,10,18,3,12,4,16,5,121
2024-03-16 23:40:00,15,16,11,0,0,22,11,6,12,4,15,4,15,8,139
2024-03-16 23:50:00,13,12,11,0,0,13,5,12,19,4,15,5,18,1,128
2024-03-17 00:00:00,11,16,11,0,0,14,8,6,11,7,18,4,21,7,134
2024-03-17 00:10:00,10,17,14,0,0,13,7,8,11,2,12,4,13,6,117
2024-03-17 00:20:00,10,15,15,0,0,11,7,3,10,5,6,5,9,10,106
2024-03-17 00:30:00,5,13,14,0,0,10,11,6,12,3,12,0,17,1,104
2024-03-17 00:40:00,9,15,12,0,0,12,6,2,8,7,14,6,12,4,107
2024-03-17 00:50:00,13,16,17,0,0,4,8,1,4,3,7,3,5,3,84
2024-03-17 01:00:00,9,13,11,0,0,17,7,2,6,3,12,5,12,9,106
2024-03-17 01:10:00,10,4,6,0,0,7,4,5,5,3,13,5,10,7,79
2024-03-17 01:20:00,3,5,4,0,0,11,3,2,2,2,8,2,10,6,58
2024-03-17 01:30:00,8,12,11,0,0,11,6,1,3,2,4,2,2,3,65
2024-03-17 01:40:00,7,5,4,0,0,11,3,3,6,6,5,2,8,2,62
2024-03-17 01:50:00,9,8,4,0,0,6,2,4,10,4,9,4,5,4,69
2024-03-17 02:00:00,0,4,7,0,0,10,3,3,8,1,11,3,10,5,65
2024-03-17 02:10:00,5,7,3,0,0,9,2,1,4,1,3,2,2,4,43
2024-03-17 02:20:00,11,10,10,0,0,8,3,2,7,0,4,0,7,0,62
2024-03-17 02:30:00,4,8,7,0,0,5,4,2,5,3,7,4,8,7,64
2024-03-17 02:40:00,9,5,7,0,0,2,2,1,2,1,4,1,3,2,39
2024-03-17 02:50:00,2,3,2,0,0,8,2,0,2,0,4,0,5,0,28
2024-03-17 03:00:00,2,3,1,0,0,4,2,1,5,0,5,0,3,0,26
2024-03-17 03:10:00,2,5,2,0,0,8,0,1,0,2,5,2,4,1,32
2024-03-17 03:20:00,1,5,3,0,0,0,1,2,5,2,5,3,5,5,37
2024-03-17 03:30:00,4,4,5,0,0,5,3,0,1,1,2,0,2,0,27
2024-03-17 03:40:00,3,1,1,0,0,3,4,1,2,1,2,0,2,0,20
2024-03-17 03:50:00,3,2,4,0,0,6,1,2,2,2,1,3,0,6,32
2024-03-17 04:00:00,3,0,1,0,0,2,1,0,1,1,3,1,2,1,16
2024-03-17 04:10:00,3,2,1,0,0,4,1,3,6,0,4,3,2,5,34
2024-03-17 04:20:00,5,3,4,0,0,8,1,1,5,1,6,3,3,3,43
2024-03-17 04:30:00,2,3,3,0,0,3,2,3,4,0,2,4,1,4,31
2024-03-17 04:40:00,0,3,1,0,0,3,3,3,4,1,4,2,5,4,33
2024-03-17 04:50:00,3,5,3,0,0,1,2,1,1,0,7,4,4,2,33
2024-03-17 05:00:00,0,0,0,0,0,6,1,2,8,1,3,2,4,3,30
2024-03-17 05:10:00,3,2,2,0,0,4,1,3,4,2,4,3,4,7,39
2024-03-17 05:20:00,0,3,3,0,0,5,2,3,4,3,4,4,4,2,37
2024-03-17 05:30:00,7,6,3,0,0,6,5,4,4,0,10,2,12,2,61
2024-03-17 05:40:00,3,3,2,0,0,10,3,0,0,4,3,3,1,1,33
2024-03-17 05:50:00,9,4,4,0,0,7,1,2,3,2,5,0,5,0,42
2024-03-17 06:00:00,4,4,2,0,0,2,3,3,3,0,8,3,7,2,41
2024-03-17 06:10:00,5,3,4,0,0,4,2,3,7,2,12,1,10,1,54
2024-03-17 06:20:00,3,5,4,0,0,5,3,2,6,2,7,2,7,2,48
2024-03-17 06:30:00,3,3,3,0,0,4,3,2,4,0,3,1,3,1,30
2024-03-17 06:40:00,7,2,1,0,0,7,2,4,3,2,0,2,0,3,33
2024-03-17 06:50:00,1,0,0,0,0,6,3,4,5,1,6,0,3,0,29
2024-03-17 07:00:00,4,4,3,0,0,4,4,4,7,0,7,3,5,3,48
2024-03-17 07:10:00,2,4,3,0,0,4,1,5,5,1,9,2,4,1,41
2024-03-17 07:20:00,3,2,1,0,0,8,2,4,4,1,4,5,4,5,43
2024-03-17 07:30:00,2,3,2,0,0,10,4,1,10,1,8,6,12,6,65
2024-03-17 07:40:00,5,5,4,0,0,9,2,8,9,1,9,5,6,6,69
2024-03-17 07:50:00,7,6,3,0,0,11,1,4,5,0,8,6,4,6,61
2024-03-17 08:00:00,5,5,6,0,0,8,5,4,7,1,6,1,5,2,55
2024-03-17 08:10:00,4,8,6,0,0,5,3,7,9,1,7,12,5,8,75
2024-03-17 08:20:00,9,8,5,0,0,8,5,8,18,2,4,5,4,5,81
2024-03-17 08:30:00,6,8,6,0,0,6,5,10,14,3,10,4,15,4,91
2024-03-17 08:40:00,12,8,8,0,0,12,4,9,11,6,21,7,22,5,125
2024-03-17 08:50:00,14,8,11,0,0,14,3,10,15,1,19,6,12,6,119
2024-03-17 09:00:00,9,8,6,0,0,15,4,12,11,8,11,7,12,5,108
2024-03-17 09:10:00,15,16,9,0,0,19,8,10,16,3,19,12,22,12,161
2024-03-17 09:20:00,15,18,7,0,0,14,5,8,13,4,25,10,21,11,151
2024-03-17 09:30:00,12,19,13,0,0,24,11,13,26,13,32,17,24,11,215
2024-03-17 09:40:00,21,25,18,0,0,26,8,19,21,12,23,5,21,5,204
2024-03-17 09:50:00,14,24,22,0,0,42,10,14,19,11,39,11,30,10,246
2024-03-17 10:00:00,23,18,15,0,0,19,7,14,28,12,23,11,25,7,202
2024-03-17 10:10:00,17,22,18,0,0,16,8,20,22,10,19,14,18,11,195
2024-03-17 10:20:00,12,23,16,0,0,24,9,14,20,11,27,8,31,8,203
2024-03-17 10:30:00,20,24,21,0,0,29,8,15,27,10,21,12,21,11,219
2024-03-17 10:40:00,24,28,16,0,0,20,8,18,24,5,24,13,28,11,219
2024-03-17 10:50:00,17,15,8,0,0,27,5,12,17,12,22,8,19,10,172
2024-03-17 11:00:00,16,25,15,0,0,26,10,13,29,8,27,11,31,10,221
2024-03-17 11:10:00,18,18,11,0,0,29,4,26,25,15,27,15,21,12,221
2024-03-17 11:20:00,26,29,13,0,0,22,10,22,28,14,29,14,19,10,236
2024-03-17 11:30:00,21,21,17,0,0,40,3,15,21,7,37,11,28,7,228
2024-03-17 11:40:00,25,26,19,0,0,26,11,14,21,15,32,7,38,8,242
2024-03-17 11:50:00,17,31,15,0,0,45,13,18,26,17,43,14,27,8,274
2024-03-17 12:00:00,15,27,13,0,0,37,8,19,26,14,32,18,33,14,256
2024-03-17 12:10:00,26,29,14,0,0,47,12,24,35,11,29,17,31,14,289
2024-03-17 12:20:00,22,34,18,0,0,39,7,18,32,9,34,21,27,9,270
2024-03-17 12:30:00,27,31,18,0,0,44,14,18,25,15,36,12,35,13,288
2024-03-17 12:40:00,19,26,21,0,0,45,14,23,26,14,32,17,36,9,282
2024-03-17 12:50:00,28,41,15,0,0,56,11,17,28,13,34,17,29,10,299
2024-03-17 13:00:00,27,37,17,0,0,55,11,21,33,11,29,16,54,15,326
2024-03-17 13:10:00,22,37,24,0,0,40,19,19,30,15,26,22,30,12,296
2024-03-17 13:20:00,37,39,29,0,0,45,10,21,33,9,22,15,29,16,305
2024-03-17 13:30:00,33,42,18,0,0,53,13,22,35,11,33,18,34,15,327
2024-03-17 13:40:00,35,35,18,0,0,42,8,27,36,8,26,16,45,13,309
2024-03-17 13:50:00,42,48,22,0,0,56,10,16,24,15,23,15,18,10,299
2024-03-17 14:00:00,26,38,13,0,0,48,13,23,32,13,33,12,28,14,293
2024-03-17 14:10:00,32,39,19,0,0,45,15,18,30,9,43,20,44,14,328
2024-03-17 14:20:00,35,42,15,0,0,58,8,18,31,10,29,13,36,11,306
2024-03-17 14:30:00,42,48,16,0,0,36,7,19,33,14,27,10,28,7,287
2024-03-17 14:40:00,30,45,8,0,0,59,10,22,31,15,29,14,44,10,317
2024-03-17 14:50:00,28,44,10,0,0,39,13,16,23,14,29,14,49,9,288
2024-03-17 15:00:00,19,43,14,0,0,46,16,21,26,5,31,13,46,10,290
2024-03-17 15:10:00,28,38,19,0,0,49,8,12,26,12,34,12,33,8,279
2024-03-17 15:20:00,31,46,24,0,0,44,6,18,18,9,22,12,43,9,282
2024-03-17 15:30:00,40,52,22,0,0,42,16,31,39,11,22,10,25,11,321
2024-03-17 15:40:00,26,43,16,0,0,49,14,15,32,11,12,15,37,14,284
2024-03-17 15:50:00,18,37,15,0,0,33,9,22,28,10,21,12,34,11,250
2024-03-17 16:00:00,23,33,15,0,0,50,8,22,34,12,29,13,38,10,287
2024-03-17 16:10:00,34,42,13,0,0,37,7,25,44,15,27,9,25,6,284
2024-03-17 16:20:00,22,42,14,0,0,49,11,16,20,8,28,11,26,6,253
2024-03-17 16:30:00,29,44,27,0,0,57,11,21,29,8,28,15,24,11,304
2024-03-17 16:40:00,28,44,16,0,0,47,14,16,23,11,37,11,43,8,298
2024-03-17 16:50:00,30,38,17,0,0,30,8,20,29,9,24,14,29,12,260
2024-03-17 17:00:00,34,35,18,0,0,44,11,26,32,15,28,15,22,11,291
2024-03-17 17:10:00,34,47,21,0,0,37,13,27,41,11,24,15,25,12,307
2024-03-17 17:20:00,44,47,14,0,0,62,10,24,23,14,25,9,46,10,328
2024-03-17 17:30:00,22,47,19,0,0,51,13,25,38,13,26,19,37,12,322
2024-03-17 17:40:00,28,44,18,0,0,70,13,23,40,19,26,22,32,10,345
2024-03-17 17:50:00,25,34,16,0,0,46,12,17,25,12,34,21,26,15,283
2024-03-17 18:00:00,28,50,17,0,0,70,11,22,30,11,25,16,34,11,325
2024-03-17 18:10:00,35,46,8,0,0,60,12,31,38,14,22,17,30,10,323
2024-03-17 18:20:00,41,45,15,0,0,45,10,23,27,18,31,12,30,13,310
2024-03-17 18:30:00,36,37,15,0,0,52,10,18,20,14,25,13,36,12,288
2024-03-17 18:40:00,30,48,20,0,0,26,10,24,27,8,22,12,32,10,269
2024-03-17 18:50:00,24,34,19,0,0,34,10,12,13,8,22,11,27,9,223
2024-03-17 19:00:00,28,34,24,0,0,33,14,15,26,8,27,9,28,16,262
2024-03-17 19:10:00,19,19,19,0,0,41,6,14,24,8,31,20,28,28,257
2024-03-17 19:20:00,29,27,23,0,0,40,10,9,20,15,19,8,23,7,230
2024-03-17 19:30:00,16,20,35,0,0,39,10,11,20,9,34,12,26,14,246
2024-03-17 19:40:00,31,37,30,0,0,49,11,13,33,18,30,12,27,14,305
2024-03-17 19:50:00,22,29,18,0,0,30,9,15,29,7,24,20,29,18,250
2024-03-17 20:00:00,27,22,16,0,0,40,8,8,19,10,24,24,29,23,250
2024-03-17 20:10:00,20,21,23,0,0,37,9,17,25,9,29,7,21,6,224
2024-03-17 20:20:00,20,21,14,0,0,34,11,12,24,8,25,4,25,6,204
2024-03-17 20:30:00,21,26,22,0,0,37,6,9,20,10,23,7,13,12,206
2024-03-17 20:40:00,27,30,25,0,0,38,5,13,17,6,24,8,20,10,223
2024-03-17 20:50:00,16,21,18,0,0,24,11,8,13,2,24,8,17,6,168
2024-03-17 21:00:00,16,22,24,0,0,17,9,3,10,5,29,14,22,8,179
2024-03-17 21:10:00,12,18,19,0,0,29,8,12,12,11,27,8,15,9,180
2024-03-17 21:20:00,20,23,13,0,0,31,8,6,12,9,15,3,10,1,151
2024-03-17 21:30:00,11,14,12,0,0,40,11,6,12,5,19,3,11,6,150
2024-03-17 21:40:00,20,21,18,0,0,23,11,9,12,4,15,7,8,6,154
2024-03-17 21:50:00,11,15,21,0,0,23,8,8,13,5,29,6,18,4,161
2024-03-17 22:00:00,22,19,15,0,0,18,11,9,12,6,11,9,9,14,155
2024-03-17 22:10:00,16,11,8,0,0,19,8,10,21,4,21,6,15,3,142
2024-03-17 22:20:00,8,13,13,0,0,22,8,4,7,2,18,7,22,9,133
2024-03-17 22:30:00,14,18,7,0,0,17,3,8,12,2,9,6,7,8,111
2024-03-17 22:40:00,17,16,10,0,0,14,10,5,3,2,13,5,13,5,113
2024-03-17 22:50:00,6,7,6,0,0,14,5,5,7,4,11,5,12,8,90
2024-03-17 23:00:00,11,17,6,0,0,11,8,4,3,2,15,5,9,7,98
2024-03-17 23:10:00,9,10,10,0,0,17,5,3,6,6,11,4,12,3,96
2024-03-17 23:20:00,9,6,12,0,0,11,6,3,7,1,13,3,13,2,86
2024-03-17 23:30:00,4,7,5,0,0,9,6,3,5,3,4,1,5,2,54
2024-03-17 23:40:00,7,8,6,0,0,6,5,2,3,3,6,1,6,0,53
2024-03-17 23:50:00,3,9,5,0,0,8,5,1,2,2,4,2,2,4,47
2024-03-18 00:00:00,2,5,3,0,0,6,0,3,3,0,3,1,2,2,30
2024-03-18 00:10:00,7,5,3,0,0,5,3,2,4,2,5,6,3,2,47
2024-03-18 00:20:00,1,4,5,0,0,1,2,1,4,4,7,0,5,0,34
2024-03-18 00:30:00,4,3,3,0,0,7,4,1,3,0,5,0,4,0,34
2024-03-18 00:40:00,8,4,5,0,0,1,2,1,2,2,6,4,8,6,49
2024-03-18 00:50:00,1,3,4,0,0,3,5,5,4,2,0,1,1,0,29
2024-03-18 01:00:00,2,1,1,0,0,4,2,2,1,1,3,2,1,11,31
2024-03-18 01:10:00,0,0,0,0,0,4,0,0,3,1,1,1,1,1,12
2024-03-18 01:20:00,2,0,0,0,0,3,0,1,5,2,1,0,2,0,16
2024-03-18 01:30:00,1,5,5,0,0,4,2,0,1,3,1,0,1,0,23
2024-03-18 01:40:00,1,2,0,0,0,0,1,0,1,1,3,2,3,3,17
2024-03-18 01:50:00,0,1,0,0,0,0,0,0,2,1,3,2,1,5,15
2024-03-18 02:00:00,0,1,1,0,0,4,2,1,2,1,3,2,0,1,18
2024-03-18 02:10:00,1,2,1,0,0,2,1,3,1,0,2,4,2,1,20
2024-03-18 02:20:00,1,1,0,0,0,4,0,0,2,2,2,0,3,0,15
2024-03-18 02:30:00,3,1,1,0,0,2,1,0,0,0,2,4,1,3,18
2024-03-18 02:40:00,2,2,0,0,0,4,0,0,1,0,3,3,2,1,18
2024-03-18 02:50:00,3,1,0,0,0,3,2,1,1,1,4,3,2,1,22
2024-03-18 03:00:00,3,2,0,0,0,2,0,1,1,1,3,2,2,3,20
2024-03-18 03:10:00,5,2,1,0,0,2,2,0,1,0,0,1,0,2,16
2024-03-18 03:20:00,2,0,0,0,0,0,1,0,3,3,4,2,5,0,20
2024-03-18 03:30:00,1,0,0,0,0,2,0,3,3,1,10,2,13,1,36
2024-03-18 03:40:00,7,0,1,0,0,1,3,5,7,3,4,1,3,0,35
2024-03-18 03:50:00,2,3,1,0,0,3,0,4,6,0,0,3,0,2,24
2024-03-18 04:00:00,1,3,1,0,0,3,1,1,1,0,3,1,0,3,18
2024-03-18 04:10:00,1,7,4,0,0,0,1,4,4,1,5,3,2,4,36
2024-03-18 04:20:00,2,0,0,0,0,2,1,5,5,1,1,2,3,2,24
2024-03-18 04:30:00,6,7,3,0,0,2,4,4,5,1,8,4,15,1,60
2024-03-18 04:40:00,12,3,3,0,0,9,1,4,4,3,3,3,2,5,52
2024-03-18 04:50:00,6,1,0,0,0,8,1,10,16,6,8,2,6,7,71
2024-03-18 05:00:00,7,3,2,0,0,10,3,14,13,4,17,9,15,10,107
2024-03-18 05:10:00,10,7,7,0,0,10,2,19,18,7,9,11,13,16,129
2024-03-18 05:20:00,9,6,3,0,0,18,2,24,23,14,18,19,27,26,189
2024-03-18 05:30:00,4,8,9,0,0,29,5,20,22,22,20,17,30,20,206
2024-03-18 05:40:00,16,13,17,0,0,30,8,27,19,22,32,19,29,17,249
2024-03-18 05:50:00,22,16,16,0,0,41,4,27,16,21,22,20,44,25,274
2024-03-18 06:00:00,17,11,17,0,0,24,4,23,17,17,39,18,42,18,247
2024-03-18 06:10:00,24,21,11,0,0,31,6,37,36,9,34,36,33,25,303
2024-03-18 06:20:00,21,21,16,0,0,27,6,41,29,23,20,22,41,20,287
2024-03-18 06:30:00,28,31,9,0,0,41,4,47,40,29,21,28,45,16,339
2024-03-18 06:40:00,34,38,7,0,0,47,9,40,24,22,16,24,67,17,345
2024-03-18 06:50:00,27,38,10,0,0,45,10,55,48,28,20,21,50,12,364
2024-03-18 07:00:00,25,33,9,0,0,55,11,50,33,26,16,20,62,13,353
2024-03-18 07:10:00,25,43,8,0,0,67,5,55,51,33,21,26,60,25,419
2024-03-18 07:20:00,28,42,7,0,0,59,9,69,49,32,9,26,70,18,418
2024-03-18 07:30:00,32,42,4,0,0,63,8,62,46,26,14,22,91,23,433
2024-03-18 07:40:00,33,38,7,0,0,66,10,85,66,46,12,26,82,16,487
2024-03-18 07:50:00,36,46,6,0,0,43,7,70,54,42,14,23,81,21,443
2024-03-18 08:00:00,42,54,4,0,0,81,9,56,47,32,9,7,87,11,439
2024-03-18 08:10:00,39,36,4,0,0,69,11,70,64,33,13,23,78,22,462
2024-03-18 08:20:00,35,36,12,0,0,59,8,44,41,18,19,27,77,19,395
2024-03-18 08:30:00,31,40,12,0,0,57,10,58,53,24,28,33,63,10,419
2024-03-18 08:40:00,37,38,9,0,0,74,13,57,44,33,16,19,83,17,440
2024-03-18 08:50:00,30,35,13,0,0,54,12,53,50,36,24,26,50,17,400
2024-03-18 09:00:00,24,37,10,0,0,85,9,47,34,29,14,22,79,11,401
2024-03-18 09:10:00,31,37,13,0,0,59,9,38,37,15,21,23,71,20,374
2024-03-18 09:20:00,37,36,10,0,0,59,13,55,32,24,25,24,59,11,385
2024-03-18 09:30:00,43,45,13,0,0,58,11,27,24,20,9,20,63,12,345
2024-03-18 09:40:00,31,50,15,0,0,72,12,44,30,22,28,14,42,12,372
2024-03-18 09:50:00,33,40,15,0,0,60,8,47,46,25,11,18,53,10,366
2024-03-18 10:00:00,32,35,17,0,0,62,11,38,34,19,5,23,56,2,334
2024-03-18 10:10:00,22,46,22,0,0,68,7,33,30,22,27,21,48,12,358
2024-03-18 10:20:00,29,39,19,0,0,55,13,29,27,18,15,17,56,5,322
2024-03-18 10:30:00,32,42,16,0,0,52,13,48,33,23,13,23,51,15,361
2024-03-18 10:40:00,30,34,20,0,0,59,12,43,29,25,27,22,55,4,360
2024-03-18 10:50:00,45,29,14,0,0,56,16,38,28,17,21,17,40,10,331
2024-03-18 11:00:00,24,38,19,0,0,65,12,38,36,11,33,24,44,8,352
2024-03-18 11:10:00,42,40,20,0,0,51,19,35,28,23,18,33,51,8,368
2024-03-18 11:20:00,33,43,18,0,0,58,17,36,35,24,24,25,50,7,370
2024-03-18 11:30:00,23,31,18,0,0,64,20,29,36,18,22,27,40,12,340
2024-03-18 11:40:00,32,37,15,0,0,68,11,38,25,23,26,22,46,8,351
2024-03-18 11:50:00,36,29,12,0,0,82,16,44,31,20,19,25,45,10,369
2024-03-18 12:00:00,37,29,19,0,0,73,20,45,29,20,30,25,31,9,367
2024-03-18 12:10:00,35,52,20,0,0,84,14,33,23,18,30,19,41,7,376
2024-03-18 12:20:00,37,46,14,0,0,70,11,37,28,19,31,6,44,1,344
2024-03-18 12:30:00,25,46,16,0,0,89,18,39,29,19,33,11,56,7,388
2024-03-18 12:40:00,44,44,23,0,0,73,10,35,36,26,20,29,47,11,398
2024-03-18 12:50:00,33,48,18,0,0,76,6,37,31,24,33,26,36,14,382
2024-03-18 13:00:00,39,41,13,0,0,73,13,36,28,26,21,15,40,9,354
2024-03-18 13:10:00,46,42,16,0,0,79,11,26,28,22,20,25,47,9,371
2024-03-18 13:20:00,37,48,12,0,0,83,12,33,30,24,15,18,44,8,364
2024-03-18 13:30:00,47,51,17,0,0,65,13,43,35,23,22,21,32,9,378
2024-03-18 13:40:00,47,44,12,0,0,96,13,33,29,23,12,38,52,10,409
2024-03-18 13:50:00,36,55,21,0,0,77,19,39,26,24,24,13,45,8,387
2024-03-18 14:00:00,44,62,11,0,0,57,10,40,31,20,3,25,43,11,357
2024-03-18 14:10:00,44,43,10,0,0,55,15,41,36,28,2,17,56,10,357
2024-03-18 14:20:00,35,50,13,0,0,69,10,32,33,21,19,13,64,5,364
2024-03-18 14:30:00,43,57,11,0,0,78,15,46,32,28,5,35,53,4,407
2024-03-18 14:40:00,40,49,18,0,0,89,17,41,29,17,3,6,38,1,348
2024-03-18 14:50:00,50,54,18,0,0,100,15,35,27,21,5,5,49,7,386
2024-03-18 15:00:00,43,48,15,0,0,84,13,34,38,20,15,16,51,11,388
2024-03-18 15:10:00,47,53,12,0,0,80,15,43,33,26,16,23,42,12,402
2024-03-18 15:20:00,43,55,15,0,0,85,16,45,41,28,36,22,56,9,451
2024-03-18 15:30:00,45,59,17,0,0,72,22,35,30,23,21,14,46,9,393
2024-03-18 15:40:00,55,65,15,0,0,95,24,44,31,31,19,7,43,1,430
2024-03-18 15:50:00,56,72,13,0,0,98,21,44,32,23,24,1,53,6,443
2024-03-18 16:00:00,68,63,13,0,0,84,14,41,40,21,31,0,47,3,425
2024-03-18 16:10:00,49,60,19,0,0,96,16,33,27,21,21,5,49,0,396
2024-03-18 16:20:00,50,51,11,0,0,101,19,46,34,26,20,8,51,6,423
2024-03-18 16:30:00,55,55,9,0,0,92,18,44,39,20,12,33,57,0,434
2024-03-18 16:40:00,66,42,5,0,0,93,18,41,39,27,26,17,45,0,419
2024-03-18 16:50:00,53,63,20,0,0,107,23,40,27,33,6,19,60,1,452
2024-03-18 17:00:00,50,65,20,0,0,91,15,45,33,35,26,13,56,6,455
2024-03-18 17:10:00,43,58,17,0,0,88,17,34,28,28,19,19,57,5,413
2024-03-18 17:20:00,60,43,6,0,0,111,20,35,27,15,23,15,52,1,408
2024-03-18 17:30:00,61,51,13,0,0,103,16,33,28,23,26,24,47,3,428
2024-03-18 17:40:00,56,75,17,0,0,100,24,46,40,24,5,19,48,5,459
2024-03-18 17:50:00,49,73,21,0,0,93,12,33,32,20,16,22,44,14,429
2024-03-18 18:00:00,51,62,14,0,0,73,20,31,27,18,19,20,41,11,387
2024-03-18 18:10:00,70,69,21,0,0,77,20,39,30,28,30,24,42,10,460
2024-03-18 18:20:00,68,62,16,0,0,69,15,32,34,21,19,14,40,3,393
2024-03-18 18:30:00,42,49,16,0,0,78,16,26,26,21,18,29,40,4,365
2024-03-18 18:40:00,46,66,21,0,0,64,10,27,25,17,21,24,37,10,368
2024-03-18 18:50:00,46,62,30,0,0,67,12,18,25,14,33,26,35,13,381
2024-03-18 19:00:00,40,40,28,0,0,50,13,16,26,15,33,26,45,11,343
2024-03-18 19:10:00,33,30,21,0,0,55,12,20,23,16,31,30,30,15,316
2024-03-18 19:20:00,47,40,28,0,0,54,13,22,19,22,22,24,37,17,345
2024-03-18 19:30:00,36,32,25,0,0,52,11,19,21,9,26,20,23,19,293
2024-03-18 19:40:00,37,35,25,0,0,44,12,14,22,9,28,16,39,11,292
2024-03-18 19:50:00,40,34,26,0,0,45,11,17,20,19,32,17,26,10,297
2024-03-18 20:00:00,28,29,24,0,0,33,10,21,33,17,31,15,24,9,274
2024-03-18 20:10:00,33,38,28,0,0,36,8,29,28,10,29,14,22,8,283
2024-03-18 20:20:00,34,24,16,0,0,34,9,16,22,11,26,25,23,23,263
2024-03-18 20:30:00,22,17,15,0,0,29,12,12,15,7,31,24,24,10,218
2024-03-18 20:40:00,26,19,21,0,0,40,5,7,27,10,34,15,20,9,233
2024-03-18 20:50:00,26,20,23,0,0,20,15,10,13,12,31,12,20,12,214
2024-03-18 21:00:00,20,21,18,0,0,26,9,7,16,11,34,19,18,20,219
2024-03-18 21:10:00,25,25,17,0,0,48,9,8,11,13,31,12,22,14,235
2024-03-18 21:20:00,24,15,15,0,0,38,7,11,19,11,24,9,14,5,192
2024-03-18 21:30:00,17,17,21,0,0,36,5,10,15,9,16,7,14,8,175
2024-03-18 21:40:00,18,16,12,0,0,24,9,8,12,10,27,11,19,12,178
2024-03-18 21:50:00,16,15,21,0,0,22,8,4,6,5,19,9,13,5,143
2024-03-18 22:00:00,11,18,15,0,0,24,8,16,15,6,28,18,17,10,186
2024-03-18 22:10:00,18,12,15,0,0,20,5,4,12,4,34,15,28,10,177
2024-03-18 22:20:00,18,16,13,0,0,13,12,10,7,4,27,16,21,8,165
2024-03-18 22:30:00,12,17,13,0,0,14,8,8,8,1,23,15,15,11,145
2024-03-18 22:40:00,16,13,21,0,0,14,7,5,7,7,18,9,12,8,137
2024-03-18 22:50:00,9,11,15,0,0,14,5,5,9,4,15,2,21,2,112
2024-03-18 23:00:00,14,13,7,0,0,13,4,10,13,3,11,3,11,4,106
2024-03-18 23:10:00,12,16,9,0,0,15,9,3,5,3,6,2,5,3,88
2024-03-18 23:20:00,7,6,7,0,0,8,7,1,3,3,5,2,6,0,55
2024-03-18 23:30:00,11,11,10,0,0,6,7,3,7,6,6,3,6,2,78
2024-03-18 23:40:00,8,3,4,0,0,4,5,3,6,5,5,2,2,4,51
2024-03-18 23:50:00,7,3,1,0,0,6,3,2,5,5,8,2,4,2,48
2024-03-19 00:00:00,6,6,5,0,0,5,6,6,9,6,11,4,6,2,72
2024-03-19 00:10:00,5,4,0,0,0,5,2,3,3,1,9,4,6,4,46
2024-03-19 00:20:00,3,6,3,0,0,3,3,3,6,6,7,1,5,1,47
2024-03-19 00:30:00,9,10,5,0,0,5,6,4,4,2,3,3,3,1,55
