datetime,V11Z,V12Z,V13Z,D21Z,D22Z,D23Z,D24Z,D31Z,D32Z,D33Z,V41Z,V42Z,V43Z,V44Z,Total
2024-03-10 08:40:00,13,14,12,0,0,10,9,8,11,4,14,5,18,4,122
2024-03-10 08:50:00,7,9,5,0,0,9,2,6,14,6,12,5,11,5,91
2024-03-10 09:00:00,17,13,5,0,0,17,6,8,15,6,15,6,11,5,124
2024-03-10 09:10:00,12,10,6,0,0,18,4,12,17,8,21,9,16,9,142
2024-03-10 09:20:00,25,18,7,0,0,14,7,14,14,5,18,6,14,6,148
2024-03-10 09:30:00,17,26,14,0,0,12,6,16,18,15,27,10,20,9,190
2024-03-10 09:40:00,19,14,8,0,0,33,11,13,20,9,25,7,31,8,198
2024-03-10 09:50:00,17,22,17,0,0,21,9,13,20,14,19,14,20,10,196
2024-03-10 10:00:00,18,27,25,0,0,20,11,15,18,8,26,8,27,10,213
2024-03-10 10:10:00,26,27,13,0,0,36,11,10,11,12,25,12,32,10,225
2024-03-10 10:20:00,27,29,18,0,0,28,9,13,20,9,25,12,24,10,224
2024-03-10 10:30:00,24,18,10,0,0,35,8,12,21,13,22,13,23,12,211
2024-03-10 10:40:00,22,26,14,0,0,30,10,20,33,7,22,4,28,3,219
2024-03-10 10:50:00,16,29,13,0,0,36,7,16,23,11,21,11,23,9,215
2024-03-10 11:00:00,32,28,16,0,0,40,8,28,34,12,23,12,26,11,270
2024-03-10 11:10:00,21,35,17,0,0,39,7,18,28,12,24,15,22,12,250
2024-03-10 11:20:00,22,31,23,0,0,38,13,19,21,7,38,10,33,8,263
2024-03-10 11:30:00,19,34,10,0,0,42,12,20,20,14,38,9,32,8,258
2024-03-10 11:40:00,31,31,15,0,0,38,11,20,22,15,28,14,28,7,260
2024-03-10 11:50:00,26,32,18,0,0,40,9,15,17,11,37,10,38,11,264
2024-03-10 12:00:00,24,38,22,0,0,34,8,13,20,13,26,9,25,10,242
2024-03-10 12:10:00,25,30,13,0,0,39,16,24,37,15,28,12,37,12,288
2024-03-10 12:20:00,23,37,14,0,0,54,11,18,33,10,46,17,42,15,320
2024-03-10 12:30:00,32,38,38,0,0,37,13,25,33,16,28,13,41,11,325
2024-03-10 12:40:00,40,41,33,0,0,50,16,15,20,13,32,14,28,10,312
2024-03-10 12:50:00,39,36,11,0,0,46,17,20,27,19,32,10,18,12,287
2024-03-10 13:00:00,32,39,24,0,0,45,15,15,21,9,30,20,33,8,291
2024-03-10 13:10:00,27,31,15,0,0,36,14,17,32,9,36,14,31,9,271
2024-03-10 13:20:00,35,32,14,0,0,41,15,16,23,17,37,18,35,14,297
2024-03-10 13:30:00,31,34,21,0,0,57,11,17,30,10,36,20,33,14,314
2024-03-10 13:40:00,31,29,10,0,0,46,9,18,34,15,24,21,28,11,276
2024-03-10 13:50:00,28,35,13,0,0,49,11,16,28,11,24,16,39,13,283
2024-03-10 14:00:00,40,37,12,0,0,54,12,21,21,14,35,16,30,10,302
2024-03-10 14:10:00,35,39,20,0,0,62,15,23,35,10,36,18,49,17,359
2024-03-10 14:20:00,24,39,14,0,0,48,12,16,28,12,37,12,43,12,297
2024-03-10 14:30:00,29,37,16,0,0,53,11,17,35,20,34,12,43,11,318
2024-03-10 14:40:00,32,40,17,0,0,53,18,22,31,10,29,19,40,14,325
2024-03-10 14:50:00,37,44,14,0,0,57,14,30,32,16,27,15,41,11,338
2024-03-10 15:00:00,32,44,18,0,0,52,15,28,30,14,33,12,36,14,328
2024-03-10 15:10:00,30,42,21,0,0,50,15,31,38,12,34,16,45,11,345
2024-03-10 15:20:00,30,47,43,0,0,53,11,24,37,15,32,13,32,12,349
2024-03-10 15:30:00,34,33,14,0,0,40,11,17,26,10,29,22,33,20,289
2024-03-10 15:40:00,32,47,15,0,0,49,7,24,31,11,30,17,43,14,320
2024-03-10 15:50:00,30,30,12,0,0,46,12,19,20,13,25,12,23,10,252
2024-03-10 16:00:00,21,38,12,0,0,47,10,19,37,20,30,12,35,15,296
2024-03-10 16:10:00,24,31,16,0,0,33,6,22,28,15,23,14,27,13,252
2024-03-10 16:20:00,22,31,11,0,0,36,10,22,34,14,28,25,31,14,278
2024-03-10 16:30:00,35,51,24,0,0,48,9,21,29,11,30,13,37,13,321
2024-03-10 16:40:00,29,46,17,0,0,48,13,23,25,15,30,17,34,12,309
2024-03-10 16:50:00,22,45,21,0,0,42,12,28,32,16,30,16,41,12,317
2024-03-10 17:00:00,31,38,20,0,0,45,12,24,35,9,24,11,30,7,286
2024-03-10 17:10:00,26,45,16,0,0,47,12,31,45,16,22,14,39,8,321
2024-03-10 17:20:00,28,46,20,0,0,46,6,22,38,12,29,12,39,8,306
2024-03-10 17:30:00,33,45,15,0,0,55,12,21,35,20,32,19,35,9,331
2024-03-10 17:40:00,25,55,13,0,0,49,11,17,32,12,28,7,35,8,292
2024-03-10 17:50:00,36,52,13,0,0,52,9,25,27,15,27,14,30,9,309
2024-03-10 18:00:00,41,48,15,0,0,54,10,23,33,17,33,16,32,10,332
2024-03-10 18:10:00,38,45,23,0,0,47,15,22,23,9,23,11,37,8,301
2024-03-10 18:20:00,23,37,19,0,0,50,11,20,18,12,35,26,44,8,303
2024-03-10 18:30:00,30,43,23,0,0,54,8,20,26,11,19,20,31,16,301
2024-03-10 18:40:00,29,31,29,0,0,39,11,20,25,10,27,11,44,9,285
2024-03-10 18:50:00,23,24,18,0,0,34,12,19,20,9,30,18,23,14,244
2024-03-10 19:00:00,17,36,25,0,0,31,9,14,16,7,37,20,29,21,262
2024-03-10 19:10:00,39,24,19,0,0,40,12,20,30,12,31,10,21,9,267
2024-03-10 19:20:00,22,39,36,0,0,40,10,21,29,11,26,14,24,18,290
2024-03-10 19:30:00,20,26,17,0,0,48,7,11,22,13,31,23,30,22,270
2024-03-10 19:40:00,25,43,24,0,0,43,13,14,23,8,25,16,25,9,268
2024-03-10 19:50:00,11,26,23,0,0,36,15,13,34,15,26,16,28,8,251
2024-03-10 20:00:00,23,24,22,0,0,27,6,11,18,8,28,10,35,13,225
2024-03-10 20:10:00,23,40,29,0,0,32,19,12,25,6,22,9,19,7,243
2024-03-10 20:20:00,17,26,21,0,0,38,11,9,18,6,18,8,19,7,198
2024-03-10 20:30:00,23,24,20,0,0,28,14,17,24,8,18,10,15,17,218
2024-03-10 20:40:00,20,24,29,0,0,33,13,13,22,10,18,7,11,10,210
2024-03-10 20:50:00,27,27,17,0,0,14,5,9,10,7,29,9,25,4,183
2024-03-10 21:00:00,15,18,16,0,0,18,8,3,10,8,37,28,25,14,200
2024-03-10 21:10:00,8,23,14,0,0,34,10,6,16,9,19,11,11,13,174
2024-03-10 21:20:00,18,29,27,0,0,34,9,9,16,10,21,18,16,14,221
2024-03-10 21:30:00,19,24,21,0,0,38,8,7,16,7,19,10,20,9,198
2024-03-10 21:40:00,14,15,10,0,0,21,4,10,12,12,9,2,6,0,115
2024-03-10 21:50:00,9,16,22,0,0,12,3,3,9,6,17,4,11,5,117
2024-03-10 22:00:00,14,12,11,0,0,18,6,7,16,8,11,6,6,5,120
2024-03-10 22:10:00,17,18,16,0,0,19,11,4,11,3,18,7,18,5,147
2024-03-10 22:20:00,5,13,11,0,0,25,3,5,11,5,13,4,7,7,109
2024-03-10 22:30:00,7,16,9,0,0,15,3,6,10,3,15,7,16,2,109
2024-03-10 22:40:00,10,7,6,0,0,16,3,7,6,1,11,4,15,2,88
2024-03-10 22:50:00,7,13,9,0,0,11,5,3,1,2,15,4,10,4,84
2024-03-10 23:00:00,6,9,6,0,0,16,7,6,6,1,13,3,12,5,90
2024-03-10 23:10:00,2,8,4,0,0,16,8,3,4,2,10,1,5,0,63
2024-03-10 23:20:00,7,7,6,0,0,10,1,3,4,1,14,8,5,22,88
2024-03-10 23:30:00,8,8,7,0,0,4,10,5,4,2,6,1,5,1,61
2024-03-10 23:40:00,7,7,3,0,0,6,1,3,11,4,5,2,6,1,56
2024-03-10 23:50:00,6,6,3,0,0,9,4,2,4,1,5,6,1,3,50
2024-03-11 00:00:00,4,5,2,0,0,2,4,1,3,3,6,6,2,4,42
2024-03-11 00:10:00,4,4,4,0,0,5,3,0,1,3,8,4,5,3,44
2024-03-11 00:20:00,1,7,7,0,0,3,5,2,4,2,7,0,4,0,42
2024-03-11 00:30:00,0,5,4,0,0,1,3,1,1,1,2,0,0,0,18
2024-03-11 00:40:00,3,2,2,0,0,5,1,2,2,1,1,2,0,2,23
2024-03-11 00:50:00,1,4,4,0,0,4,2,1,2,2,0,3,1,0,24
2024-03-11 01:00:00,2,1,0,0,0,3,3,3,5,0,1,0,1,0,19
2024-03-11 01:10:00,1,4,2,0,0,2,0,1,1,1,2,3,1,2,20
2024-03-11 01:20:00,0,2,2,0,0,4,4,1,2,2,1,0,2,0,20
2024-03-11 01:30:00,0,1,1,0,0,1,0,0,1,0,3,1,2,0,10
2024-03-11 01:40:00,1,1,1,0,0,1,1,1,2,1,0,0,0,0,9
2024-03-11 01:50:00,1,1,1,0,0,3,0,2,2,3,0,0,3,1,17
2024-03-11 02:00:00,2,1,0,0,0,1,0,1,2,1,0,0,0,0,8
2024-03-11 02:10:00,1,2,1,0,0,0,0,1,4,1,0,0,0,0,10
2024-03-11 02:20:00,2,2,1,0,0,1,1,0,1,1,2,1,1,2,15
2024-03-11 02:30:00,0,2,1,0,0,4,0,1,3,1,2,3,1,1,19
2024-03-11 02:40:00,0,2,0,0,0,0,0,0,2,2,4,3,1,1,15
2024-03-11 02:50:00,2,2,2,0,0,1,2,1,0,0,1,1,0,1,13
2024-03-11 03:00:00,4,2,0,0,0,0,1,0,0,0,5,0,2,0,14
2024-03-11 03:10:00,2,1,2,0,0,1,0,0,0,0,1,0,1,0,8
2024-03-11 03:20:00,0,1,1,0,0,2,0,0,1,2,1,0,1,0,9
2024-03-11 03:30:00,0,1,1,0,0,2,1,1,2,0,2,3,2,1,16
2024-03-11 03:40:00,0,2,3,0,0,1,3,2,3,1,4,2,1,4,26
2024-03-11 03:50:00,2,3,3,0,0,1,4,0,1,0,4,2,11,1,32
2024-03-11 04:00:00,1,0,0,0,0,1,2,2,1,1,6,5,9,3,31
2024-03-11 04:10:00,2,1,1,0,0,3,1,2,3,0,4,4,6,3,30
2024-03-11 04:20:00,4,4,3,0,0,2,2,6,8,1,5,4,4,2,45
2024-03-11 04:30:00,3,2,1,0,0,6,4,7,9,2,6,3,6,3,52
2024-03-11 04:40:00,4,4,4,0,0,6,4,6,4,3,10,4,10,1,60
2024-03-11 04:50:00,5,2,1,0,0,8,3,3,6,3,9,10,8,5,63
2024-03-11 05:00:00,4,2,4,0,0,9,3,13,16,3,13,9,15,7,98
2024-03-11 05:10:00,10,3,2,0,0,14,4,10,15,11,16,11,10,9,115
2024-03-11 05:20:00,6,6,2,0,0,14,3,21,17,14,18,14,12,13,140
2024-03-11 05:30:00,10,9,6,0,0,36,3,21,17,19,15,23,31,13,203
2024-03-11 05:40:00,13,17,16,0,0,60,5,31,26,22,34,22,34,14,294
2024-03-11 05:50:00,16,14,8,0,0,45,3,28,20,21,31,25,22,39,272
2024-03-11 06:00:00,12,16,12,0,0,28,3,23,24,14,24,36,38,12,242
2024-03-11 06:10:00,12,11,8,0,0,26,9,29,32,17,26,31,31,8,240
2024-03-11 06:20:00,19,20,19,0,0,43,8,31,39,26,37,22,26,13,303
2024-03-11 06:30:00,19,22,11,0,0,39,5,34,41,23,18,21,32,12,277
2024-03-11 06:40:00,20,22,12,0,0,42,6,45,36,24,15,32,30,7,291
2024-03-11 06:50:00,24,22,9,0,0,51,10,47,40,30,25,19,48,9,334
2024-03-11 07:00:00,24,28,13,0,0,50,5,46,36,30,17,27,43,16,335
2024-03-11 07:10:00,28,24,7,0,0,72,9,54,46,25,20,21,54,5,365
2024-03-11 07:20:00,32,57,7,0,0,52,11,67,64,35,17,29,77,19,467
2024-03-11 07:30:00,35,31,5,0,0,84,12,60,46,31,6,32,79,10,431
2024-03-11 07:40:00,35,28,1,0,0,50,9,81,60,42,0,29,79,16,430
2024-03-11 07:50:00,25,37,8,0,0,64,10,65,54,44,0,21,86,8,422
2024-03-11 08:00:00,30,35,13,0,0,79,14,52,50,27,1,15,90,10,416
2024-03-11 08:10:00,23,45,12,0,0,74,8,54,44,30,16,26,80,17,429
2024-03-11 08:20:00,40,42,11,0,0,76,14,57,52,40,12,24,71,12,451
2024-03-11 08:30:00,39,45,7,0,0,80,16,60,40,29,12,23,68,15,434
2024-03-11 08:40:00,33,41,12,0,0,70,10,48,44,28,29,26,70,13,424
2024-03-11 08:50:00,35,27,4,0,0,68,9,68,48,43,33,19,46,10,410
2024-03-11 09:00:00,32,33,7,0,0,63,13,46,32,27,17,20,71,13,374
2024-03-11 09:10:00,31,39,9,0,0,70,8,41,48,26,27,28,53,8,388
2024-03-11 09:20:00,32,36,9,0,0,64,9,35,41,13,28,28,62,16,373
2024-03-11 09:30:00,23,44,22,0,0,61,12,36,50,28,21,16,51,3,367
2024-03-11 09:40:00,34,40,32,0,0,60,13,50,36,17,15,42,55,12,406
2024-03-11 09:50:00,28,28,13,0,0,61,19,36,28,11,19,16,43,14,316
2024-03-11 10:00:00,20,43,28,0,0,60,15,25,22,13,25,21,51,9,332
2024-03-11 10:10:00,28,32,16,0,0,60,12,35,26,9,44,26,49,15,352
2024-03-11 10:20:00,24,36,17,0,0,72,9,43,41,13,29,20,49,9,362
2024-03-11 10:30:00,30,39,24,0,0,63,11,29,23,25,44,23,44,9,364
2024-03-11 10:40:00,33,38,18,0,0,73,10,30,31,23,28,29,49,9,371
2024-03-11 10:50:00,30,40,20,0,0,56,17,33,25,14,28,17,45,11,336
2024-03-11 11:00:00,22,34,12,0,0,72,14,31,23,24,26,20,51,11,340
2024-03-11 11:10:00,24,36,16,0,0,72,15,31,26,14,34,18,37,11,334
2024-03-11 11:20:00,35,40,16,0,0,75,13,28,21,15,35,23,57,17,375
2024-03-11 11:30:00,30,29,13,0,0,73,10,21,20,24,21,20,50,20,331
2024-03-11 11:40:00,44,33,23,0,0,62,14,29,37,20,40,34,43,8,387
2024-03-11 11:50:00,33,28,21,0,0,77,11,34,40,26,17,29,66,12,394
2024-03-11 12:00:00,33,32,93,0,0,61,21,36,34,21,34,22,33,5,425
2024-03-11 12:10:00,33,39,12,0,0,63,12,33,28,22,19,36,49,13,359
2024-03-11 12:20:00,38,31,20,0,0,64,13,36,26,27,26,16,50,10,357
2024-03-11 12:30:00,38,52,16,0,0,73,14,35,25,19,24,22,40,9,367
2024-03-11 12:40:00,37,47,23,0,0,76,17,34,21,34,19,15,38,8,369
2024-03-11 12:50:00,30,57,25,0,0,76,9,28,27,20,14,22,54,11,373
2024-03-11 13:00:00,50,44,20,0,0,83,14,34,27,23,13,16,44,9,377
2024-03-11 13:10:00,42,43,18,0,0,71,10,32,29,30,46,25,40,6,392
2024-03-11 13:20:00,41,41,16,0,0,75,10,37,32,33,46,23,42,15,411
2024-03-11 13:30:00,39,46,14,0,0,71,14,49,28,26,23,15,47,8,380
2024-03-11 13:40:00,33,44,14,0,0,88,19,37,32,26,32,21,57,12,415
2024-03-11 13:50:00,37,47,14,0,0,86,15,46,32,21,24,14,43,5,384
2024-03-11 14:00:00,36,46,23,0,0,75,14,43,36,24,27,28,52,9,413
2024-03-11 14:10:00,40,50,23,0,0,93,17,34,23,17,32,21,55,12,417
2024-03-11 14:20:00,39,52,21,0,0,89,18,33,32,24,21,11,49,6,395
2024-03-11 14:30:00,37,47,14,0,0,81,20,37,26,23,8,6,54,8,361
2024-03-11 14:40:00,54,58,20,0,0,79,17,41,38,28,0,7,61,13,416
2024-03-11 14:50:00,40,59,14,0,0,94,13,39,37,23,8,8,55,4,394
2024-03-11 15:00:00,39,47,17,0,0,89,14,34,34,26,36,0,51,2,389
2024-03-11 15:10:00,46,49,15,0,0,80,23,39,34,22,13,2,50,0,373
2024-03-11 15:20:00,43,53,17,0,0,101,18,35,26,18,17,3,58,0,389
2024-03-11 15:30:00,51,71,27,0,0,96,19,37,22,24,17,1,52,4,421
2024-03-11 15:40:00,44,61,18,0,0,90,17,37,28,27,25,0,58,5,410
2024-03-11 15:50:00,41,62,11,0,0,102,15,43,25,21,15,6,62,0,403
2024-03-11 16:00:00,54,53,18,0,0,91,15,41,33,22,15,6,51,0,399
2024-03-11 16:10:00,38,61,15,0,0,94,17,46,32,25,2,0,41,1,372
2024-03-11 16:20:00,55,56,14,0,0,110,16,45,35,31,7,0,62,0,431
2024-03-11 16:30:00,66,60,13,0,0,96,14,37,37,25,4,0,45,4,401
2024-03-11 16:40:00,69,36,0,0,0,94,16,46,43,33,7,0,49,0,393
2024-03-11 16:50:00,63,62,5,0,0,98,13,29,28,17,19,24,47,10,415
2024-03-11 17:00:00,56,40,5,0,0,93,18,45,36,29,2,10,48,5,387
2024-03-11 17:10:00,61,37,1,0,0,94,12,47,32,30,2,2,57,2,377
2024-03-11 17:20:00,40,56,16,0,0,110,16,35,38,20,1,0,58,0,390
2024-03-11 17:30:00,43,67,16,0,0,100,23,41,29,21,0,0,50,0,390
2024-03-11 17:40:00,52,66,15,0,0,78,19,39,40,24,0,0,52,4,389
2024-03-11 17:50:00,45,54,24,0,0,96,17,35,26,29,1,0,60,1,388
2024-03-11 18:00:00,43,53,17,0,0,91,17,27,23,27,21,2,43,2,366
2024-03-11 18:10:00,39,47,15,0,0,83,19,29,33,28,7,10,51,5,366
2024-03-11 18:20:00,35,44,13,0,0,91,14,35,33,23,24,26,31,5,374
2024-03-11 18:30:00,45,59,43,0,0,80,16,31,21,11,23,23,44,2,398
2024-03-11 18:40:00,57,43,29,0,0,61,17,30,26,24,25,20,42,12,386
2024-03-11 18:50:00,29,39,22,0,0,55,7,25,30,24,24,37,36,10,338
2024-03-11 19:00:00,44,40,36,0,0,59,16,8,26,24,34,21,39,18,365
2024-03-11 19:10:00,41,42,22,0,0,51,14,25,28,14,29,23,36,11,336
2024-03-11 19:20:00,33,29,19,0,0,56,9,31,28,18,27,16,29,17,312
2024-03-11 19:30:00,27,29,22,0,0,51,15,17,22,16,31,13,30,15,288
2024-03-11 19:40:00,29,36,25,0,0,53,14,17,28,22,31,29,27,15,326
2024-03-11 19:50:00,30,24,23,0,0,53,8,16,23,18,43,41,23,15,317
2024-03-11 20:00:00,31,26,13,0,0,41,8,24,30,14,32,19,24,11,273
2024-03-11 20:10:00,25,25,21,0,0,37,11,18,22,12,32,17,24,7,251
2024-03-11 20:20:00,27,31,14,0,0,30,7,11,22,12,33,20,26,9,242
2024-03-11 20:30:00,25,19,16,0,0,29,12,11,14,8,26,22,17,19,218
2024-03-11 20:40:00,18,19,22,0,0,42,14,11,13,10,26,9,24,10,218
2024-03-11 20:50:00,25,24,20,0,0,28,5,6,14,10,35,19,33,5,224
2024-03-11 21:00:00,18,22,17,0,0,37,4,13,13,6,30,10,19,14,203
2024-03-11 21:10:00,24,21,15,0,0,38,8,11,21,11,29,11,18,13,220
2024-03-11 21:20:00,18,25,17,0,0,49,12,9,12,16,19,13,16,11,217
2024-03-11 21:30:00,20,14,10,0,0,31,8,12,17,13,22,13,13,8,181
2024-03-11 21:40:00,20,15,8,0,0,27,11,12,13,10,24,10,19,9,178
2024-03-11 21:50:00,13,13,12,0,0,29,8,9,13,6,22,13,14,12,164
2024-03-11 22:00:00,8,18,15,0,0,18,4,12,11,2,21,18,19,14,160
2024-03-11 22:10:00,15,21,15,0,0,16,9,11,10,15,29,22,24,11,198
2024-03-11 22:20:00,29,16,12,0,0,13,7,4,11,4,25,13,12,9,155
2024-03-11 22:30:00,13,11,11,0,0,23,8,4,9,5,19,8,5,5,121
2024-03-11 22:40:00,12,10,11,0,0,14,4,8,3,3,14,7,11,5,102
2024-03-11 22:50:00,9,15,10,0,0,12,7,6,6,3,9,1,12,1,91
2024-03-11 23:00:00,8,13,10,0,0,8,5,1,7,4,10,4,9,3,82
2024-03-11 23:10:00,4,14,9,0,0,5,4,1,5,9,5,2,7,2,67
2024-03-11 23:20:00,4,6,8,0,0,6,3,1,2,1,4,1,3,2,41
2024-03-11 23:30:00,7,3,1,0,0,11,5,3,13,9,3,0,2,0,57
2024-03-11 23:40:00,6,4,5,0,0,4,2,4,4,1,4,0,4,0,38
2024-03-11 23:50:00,1,4,5,0,0,8,5,2,3,5,2,1,1,1,38
2024-03-12 00:00:00,3,6,3,0,0,3,2,1,5,1,3,2,5,1,35
2024-03-12 00:10:00,8,3,4,0,0,3,4,0,5,2,8,4,6,1,48
2024-03-12 00:20:00,1,1,1,0,0,8,2,1,0,0,7,2,3,1,27
2024-03-12 00:30:00,3,6,6,0,0,4,4,1,5,3,9,1,3,1,46
2024-03-12 00:40:00,2,2,1,0,0,4,1,4,3,2,3,2,0,2,26
2024-03-12 00:50:00,3,5,5,0,0,6,2,3,2,0,3,0,1,0,30
2024-03-12 01:00:00,2,4,6,0,0,8,0,1,1,0,7,4,0,2,35
2024-03-12 01:10:00,2,0,1,0,0,3,2,1,1,0,3,1,2,1,17
2024-03-12 01:20:00,1,1,0,0,0,1,1,1,3,0,2,0,1,1,12
2024-03-12 01:30:00,4,3,1,0,0,2,2,1,3,1,3,0,4,0,24
2024-03-12 01:40:00,1,0,0,0,0,1,0,1,2,1,5,2,4,2,19
2024-03-12 01:50:00,0,1,1,0,0,0,1,0,1,0,3,1,5,2,15
2024-03-12 02:00:00,3,0,0,0,0,3,1,1,1,1,2,0,2,0,14
2024-03-12 02:10:00,2,1,1,0,0,2,1,2,3,4,0,0,0,0,16
2024-03-12 02:20:00,3,0,0,0,0,1,1,1,1,0,3,0,1,0,11
2024-03-12 02:30:00,2,1,1,0,0,6,1,0,0,0,1,0,1,0,13
2024-03-12 02:40:00,0,1,0,0,0,1,0,3,5,1,4,0,3,0,18
2024-03-12 02:50:00,2,2,0,0,0,1,0,1,2,1,4,2,2,2,19
2024-03-12 03:00:00,0,3,2,0,0,1,2,1,2,1,1,0,2,0,15
2024-03-12 03:10:00,3,3,1,0,0,2,1,0,1,0,1,1,1,2,16
2024-03-12 03:20:00,1,1,0,0,0,0,0,1,0,0,1,2,0,1,7
2024-03-12 03:30:00,0,1,1,0,0,0,1,2,1,1,3,5,6,4,25
2024-03-12 03:40:00,3,1,2,0,0,2,2,1,3,2,4,3,2,2,27
2024-03-12 03:50:00,1,3,3,0,0,1,2,0,2,3,8,5,3,5,36
2024-03-12 04:00:00,2,0,0,0,0,1,0,0,3,1,5,3,5,2,22
2024-03-12 04:10:00,1,1,1,0,0,3,1,2,1,0,4,4,3,4,25
2024-03-12 04:20:00,4,1,0,0,0,4,3,2,5,0,3,4,1,3,30
2024-03-12 04:30:00,5,3,2,0,0,5,4,4,9,3,8,4,7,4,58
2024-03-12 04:40:00,2,1,2,0,0,9,2,3,5,3,6,7,3,5,48
2024-03-12 04:50:00,3,3,2,0,0,7,2,5,5,3,8,6,5,8,57
2024-03-12 05:00:00,4,4,2,0,0,7,2,9,11,6,17,9,12,11,94
2024-03-12 05:10:00,5,3,1,0,0,16,7,13,13,9,15,12,15,10,119
2024-03-12 05:20:00,14,7,8,0,0,17,4,17,15,13,20,9,22,9,155
2024-03-12 05:30:00,0,5,2,0,0,22,3,18,18,17,25,25,22,31,188
2024-03-12 05:40:00,14,19,15,0,0,44,5,33,23,28,27,13,41,15,277
2024-03-12 05:50:00,23,19,11,0,0,36,4,29,24,17,28,16,38,18,263
2024-03-12 06:00:00,19,12,10,0,0,24,1,23,23,20,23,22,41,21,239
2024-03-12 06:10:00,13,14,16,0,0,39,9,31,28,18,28,29,39,18,282
2024-03-12 06:20:00,25,25,13,0,0,52,9,40,40,25,30,33,39,17,348
2024-03-12 06:30:00,28,23,8,0,0,35,2,35,38,24,15,23,42,12,285
2024-03-12 06:40:00,38,41,20,0,0,52,5,52,45,27,14,40,76,19,429
2024-03-12 06:50:00,35,39,6,0,0,38,9,55,42,50,17,28,66,17,402
2024-03-12 07:00:00,34,38,7,0,0,64,3,44,36,29,13,21,67,13,369
2024-03-12 07:10:00,37,41,1,0,0,70,12,81,59,42,22,14,68,19,466
2024-03-12 07:20:00,28,41,5,0,0,68,6,76,48,30,16,29,78,27,452
2024-03-12 07:30:00,38,54,6,0,0,59,11,65,47,28,10,26,92,18,454
2024-03-12 07:40:00,46,54,1,0,0,60,11,74,64,34,3,16,75,13,451
2024-03-12 07:50:00,50,24,5,0,0,80,9,77,55,34,19,8,80,11,452
2024-03-12 08:00:00,47,16,1,0,0,80,9,76,54,37,2,23,96,30,471
2024-03-12 08:10:00,35,24,0,0,0,83,14,56,52,33,15,23,76,11,422
2024-03-12 08:20:00,28,35,4,0,0,74,10,60,56,39,9,33,89,17,454
2024-03-12 08:30:00,29,47,8,0,0,67,12,51,45,29,2,31,90,16,427
2024-03-12 08:40:00,31,32,0,0,0,70,10,69,60,34,19,21,71,13,430
2024-03-12 08:50:00,44,30,0,0,0,51,12,51,48,22,2,22,86,20,388
2024-03-12 09:00:00,45,46,31,0,0,64,9,51,61,31,24,24,62,15,463
2024-03-12 09:10:00,30,43,15,0,0,81,12,44,39,25,32,34,74,18,447
2024-03-12 09:20:00,35,50,8,0,0,66,9,52,37,22,25,19,66,16,405
2024-03-12 09:30:00,46,52,16,0,0,70,11,50,30,29,3,13,63,8,391
2024-03-12 09:40:00,35,39,9,0,0,76,14,34,40,16,3,15,67,5,353
2024-03-12 09:50:00,34,41,18,0,0,65,12,34,37,14,30,12,54,9,360
2024-03-12 10:00:00,29,34,18,0,0,46,13,34,30,16,19,24,51,9,323
2024-03-12 10:10:00,31,38,23,0,0,52,10,32,27,23,26,15,50,8,335
2024-03-12 10:20:00,35,37,15,0,0,62,6,34,28,17,22,21,38,14,329
2024-03-12 10:30:00,35,44,20,0,0,63,12,34,28,21,22,18,48,8,353
2024-03-12 10:40:00,35,48,19,0,0,63,15,35,27,12,14,17,56,9,350
2024-03-12 10:50:00,26,46,13,0,0,59,10,35,33,27,18,24,45,8,344
2024-03-12 11:00:00,20,30,13,0,0,66,14,18,29,21,32,9,49,7,308
2024-03-12 11:10:00,37,40,62,0,0,73,12,32,21,15,38,16,47,7,400
2024-03-12 11:20:00,38,43,18,0,0,78,12,29,29,18,34,17,55,9,380
2024-03-12 11:30:00,33,34,16,0,0,64,13,34,39,20,30,16,50,9,358
2024-03-12 11:40:00,31,31,20,0,0,61,16,31,29,19,28,18,36,9,329
2024-03-12 11:50:00,43,45,14,0,0,71,15,24,28,18,38,23,34,15,368
2024-03-12 12:00:00,36,49,19,0,0,74,18,40,25,22,30,25,42,15,395
2024-03-12 12:10:00,49,52,19,0,0,84,8,28,26,19,18,9,51,5,368
2024-03-12 12:20:00,29,30,17,0,0,77,18,35,46,24,27,22,30,0,355
2024-03-12 12:30:00,37,49,20,0,0,80,12,31,21,18,16,15,40,7,346
2024-03-12 12:40:00,38,44,23,0,0,70,14,36,27,23,13,5,52,1,346
2024-03-12 12:50:00,34,53,23,0,0,80,13,33,24,22,22,0,45,3,352
2024-03-12 13:00:00,44,47,12,0,0,98,12,31,28,19,30,12,51,8,392
2024-03-12 13:10:00,51,55,23,0,0,84,13,27,35,21,29,12,41,6,397
2024-03-12 13:20:00,46,58,14,0,0,97,13,38,39,35,28,19,40,5,432
2024-03-12 13:30:00,44,41,12,0,0,73,11,41,32,25,9,5,48,6,347
2024-03-12 13:40:00,49,65,22,0,0,86,8,25,26,15,42,30,45,14,427
2024-03-12 13:50:00,46,56,23,0,0,59,13,40,34,24,7,14,53,2,371
2024-03-12 14:00:00,45,44,19,0,0,65,10,34,33,23,21,21,52,11,378
2024-03-12 14:10:00,50,59,9,0,0,81,14,41,36,25,0,17,51,10,393
2024-03-12 14:20:00,50,50,6,0,0,86,17,34,33,17,29,19,58,10,409
