datetime,D11Z,D21Z,D41Z,D42Z,Total
2024-03-02 06:40:00,1,18,26,4,49
2024-03-02 06:50:00,4,31,21,2,58
2024-03-02 07:00:00,2,28,14,2,46
2024-03-02 07:10:00,0,31,27,5,63
2024-03-02 07:20:00,5,32,34,7,78
2024-03-02 07:30:00,3,36,32,1,72
2024-03-02 07:40:00,4,53,35,9,101
2024-03-02 07:50:00,8,47,39,5,99
2024-03-02 08:00:00,2,41,37,7,87
2024-03-02 08:10:00,4,39,56,8,107
2024-03-02 08:20:00,4,52,45,6,107
2024-03-02 08:30:00,3,56,64,11,134
2024-03-02 08:40:00,2,69,62,11,144
2024-03-02 08:50:00,9,76,81,6,172
2024-03-02 09:00:00,6,81,73,6,166
2024-03-02 09:10:00,5,69,89,6,169
2024-03-02 09:20:00,6,72,90,5,173
2024-03-02 09:30:00,6,94,102,3,205
2024-03-02 09:40:00,7,99,92,14,212
2024-03-02 09:50:00,10,93,96,7,206
2024-03-02 10:00:00,5,83,102,3,193
2024-03-02 10:10:00,10,99,120,6,235
2024-03-02 10:20:00,5,82,109,4,200
2024-03-02 10:30:00,8,107,117,9,241
2024-03-02 10:40:00,5,110,127,7,249
2024-03-02 10:50:00,10,107,147,6,270
2024-03-02 11:00:00,6,99,121,9,235
2024-03-02 11:10:00,6,114,111,17,248
2024-03-02 11:20:00,9,125,116,8,258
2024-03-02 11:30:00,8,122,95,8,233
2024-03-02 11:40:00,7,127,122,6,262
2024-03-02 11:50:00,8,105,111,5,229
2024-03-02 12:00:00,8,123,141,11,283
2024-03-02 12:10:00,10,105,114,10,239
2024-03-02 12:20:00,13,134,128,4,279
2024-03-02 12:30:00,7,128,133,8,276
2024-03-02 12:40:00,11,106,121,9,247
2024-03-02 12:50:00,11,101,136,9,257
2024-03-02 13:00:00,7,117,119,6,249
2024-03-02 13:10:00,8,144,111,12,275
2024-03-02 13:20:00,8,141,88,8,245
2024-03-02 13:30:00,10,146,113,9,278
2024-03-02 13:40:00,20,130,98,7,255
2024-03-02 13:50:00,18,134,121,14,287
2024-03-02 14:00:00,19,131,116,10,276
2024-03-02 14:10:00,8,137,122,9,276
2024-03-02 14:20:00,8,130,123,10,271
2024-03-02 14:30:00,4,129,119,3,255
2024-03-02 14:40:00,10,107,111,8,236
2024-03-02 14:50:00,6,116,131,7,260
2024-03-02 15:00:00,5,113,122,7,247
2024-03-02 15:10:00,5,109,128,8,250
2024-03-02 15:20:00,5,123,98,8,234
2024-03-02 15:30:00,9,108,106,10,233
2024-03-02 15:40:00,10,94,96,10,210
2024-03-02 15:50:00,8,92,121,6,227
2024-03-02 16:00:00,2,104,102,7,215
2024-03-02 16:10:00,4,80,105,8,197
2024-03-02 16:20:00,3,101,105,7,216
2024-03-02 16:30:00,5,102,114,6,227
2024-03-02 16:40:00,3,98,98,9,208
2024-03-02 16:50:00,11,91,110,4,216
2024-03-02 17:00:00,2,132,106,15,255
2024-03-02 17:10:00,5,87,118,11,221
2024-03-02 17:20:00,5,103,112,4,224
2024-03-02 17:30:00,10,107,121,10,248
2024-03-02 17:40:00,4,125,124,11,264
2024-03-02 17:50:00,6,141,128,9,284
2024-03-02 18:00:00,1,120,105,8,234
2024-03-02 18:10:00,11,124,95,9,239
2024-03-02 18:20:00,8,129,104,7,248
2024-03-02 18:30:00,10,89,108,11,218
2024-03-02 18:40:00,5,102,95,5,207
2024-03-02 18:50:00,2,103,99,5,209
2024-03-02 19:00:00,5,91,85,1,182
2024-03-02 19:10:00,8,89,89,11,197
2024-03-02 19:20:00,6,92,88,8,194
2024-03-02 19:30:00,3,66,81,11,161
2024-03-02 19:40:00,3,57,78,10,148
2024-03-02 19:50:00,5,69,82,4,160
2024-03-02 20:00:00,4,60,72,5,141
2024-03-02 20:10:00,7,73,64,11,155
2024-03-02 20:20:00,14,48,60,8,130
2024-03-02 20:30:00,1,50,53,4,108
2024-03-02 20:40:00,4,52,58,7,121
2024-03-02 20:50:00,5,37,54,8,104
2024-03-02 21:00:00,1,52,50,8,111
2024-03-02 21:10:00,1,40,42,12,95
2024-03-02 21:20:00,0,41,40,4,85
2024-03-02 21:30:00,1,41,40,9,91
2024-03-02 21:40:00,3,25,45,6,79
2024-03-02 21:50:00,5,39,31,5,80
2024-03-02 22:00:00,3,24,37,6,70
2024-03-02 22:10:00,1,43,27,7,78
2024-03-02 22:20:00,1,52,33,5,91
2024-03-02 22:30:00,4,29,36,5,74
2024-03-02 22:40:00,4,33,35,12,84
2024-03-02 22:50:00,1,36,28,9,74
2024-03-02 23:00:00,4,23,25,2,54
2024-03-02 23:10:00,1,42,18,6,67
2024-03-02 23:20:00,1,24,23,5,53
2024-03-02 23:30:00,0,25,34,5,64
2024-03-02 23:40:00,0,25,27,5,57
2024-03-02 23:50:00,0,23,19,9,51
2024-03-03 00:00:00,2,22,21,5,50
2024-03-03 00:10:00,0,24,21,7,52
2024-03-03 00:20:00,2,25,21,1,49
2024-03-03 00:30:00,1,22,20,3,46
2024-03-03 00:40:00,0,19,21,3,43
2024-03-03 00:50:00,0,17,20,5,42
2024-03-03 01:00:00,2,31,18,4,55
2024-03-03 01:10:00,1,17,21,8,47
2024-03-03 01:20:00,0,19,14,1,34
2024-03-03 01:30:00,0,13,12,2,27
2024-03-03 01:40:00,0,18,9,5,32
2024-03-03 01:50:00,0,9,11,3,23
2024-03-03 02:00:00,2,12,6,1,21
2024-03-03 02:10:00,1,11,8,2,22
2024-03-03 02:20:00,0,10,13,4,27
2024-03-03 02:30:00,1,11,10,2,24
2024-03-03 02:40:00,2,11,11,3,27
2024-03-03 02:50:00,0,9,6,2,17
2024-03-03 03:00:00,0,9,5,3,17
2024-03-03 03:10:00,0,9,8,1,18
2024-03-03 03:20:00,0,7,5,1,13
2024-03-03 03:30:00,0,9,7,3,19
2024-03-03 03:40:00,0,6,6,1,13
2024-03-03 03:50:00,0,4,10,0,14
2024-03-03 04:00:00,0,6,4,2,12
2024-03-03 04:10:00,0,6,4,4,14
2024-03-03 04:20:00,0,3,3,1,7
2024-03-03 04:30:00,0,3,13,1,17
2024-03-03 04:40:00,0,6,13,4,23
2024-03-03 04:50:00,0,7,9,2,18
2024-03-03 05:00:00,1,4,11,2,18
2024-03-03 05:10:00,2,7,13,3,25
2024-03-03 05:20:00,5,16,17,7,45
2024-03-03 05:30:00,3,12,13,2,30
2024-03-03 05:40:00,3,12,10,4,29
2024-03-03 05:50:00,10,9,3,2,24
2024-03-03 06:00:00,0,4,5,0,9
2024-03-03 06:10:00,2,7,7,4,20
2024-03-03 06:20:00,0,7,6,2,15
2024-03-03 06:30:00,0,12,13,1,26
2024-03-03 06:40:00,0,8,7,3,18
2024-03-03 06:50:00,0,10,7,3,20
2024-03-03 07:00:00,0,7,12,1,20
2024-03-03 07:10:00,0,6,8,5,19
2024-03-03 07:20:00,0,9,6,1,16
2024-03-03 07:30:00,0,7,12,0,19
2024-03-03 07:40:00,0,9,16,4,29
2024-03-03 07:50:00,1,12,14,4,31
2024-03-03 08:00:00,2,10,12,1,25
2024-03-03 08:10:00,1,5,9,2,17
2024-03-03 08:20:00,1,14,15,2,32
2024-03-03 08:30:00,0,18,16,1,35
2024-03-03 08:40:00,1,18,25,7,51
2024-03-03 08:50:00,2,25,25,3,55
2024-03-03 09:00:00,0,20,30,3,53
2024-03-03 09:10:00,2,37,42,6,87
2024-03-03 09:20:00,1,40,50,4,95
2024-03-03 09:30:00,6,38,50,4,98
2024-03-03 09:40:00,3,39,57,5,104
2024-03-03 09:50:00,3,55,71,3,132
2024-03-03 10:00:00,3,42,43,3,91
2024-03-03 10:10:00,6,39,50,5,100
2024-03-03 10:20:00,3,44,51,5,103
2024-03-03 10:30:00,4,39,53,5,101
2024-03-03 10:40:00,2,56,67,3,128
2024-03-03 10:50:00,3,42,74,5,124
2024-03-03 11:00:00,5,56,36,4,101
2024-03-03 11:10:00,11,53,46,8,118
2024-03-03 11:20:00,4,87,51,6,148
2024-03-03 11:30:00,8,61,67,5,141
2024-03-03 11:40:00,3,61,69,10,143
2024-03-03 11:50:00,2,74,76,9,161
2024-03-03 12:00:00,8,71,71,4,154
2024-03-03 12:10:00,6,75,85,8,174
2024-03-03 12:20:00,4,65,57,3,129
2024-03-03 12:30:00,3,58,63,10,134
2024-03-03 12:40:00,7,85,67,5,164
2024-03-03 12:50:00,2,83,96,5,186
2024-03-03 13:00:00,8,54,72,6,140
2024-03-03 13:10:00,4,84,88,11,187
2024-03-03 13:20:00,3,80,93,7,183
2024-03-03 13:30:00,3,100,94,12,209
2024-03-03 13:40:00,18,106,78,10,212
2024-03-03 13:50:00,17,92,70,4,183
2024-03-03 14:00:00,7,96,99,5,207
2024-03-03 14:10:00,3,70,85,2,160
2024-03-03 14:20:00,3,86,95,6,190
2024-03-03 14:30:00,5,99,82,5,191
2024-03-03 14:40:00,7,116,106,6,235
2024-03-03 14:50:00,1,92,80,4,177
2024-03-03 15:00:00,3,80,94,5,182
2024-03-03 15:10:00,4,87,98,9,198
2024-03-03 15:20:00,6,91,94,9,200
2024-03-03 15:30:00,9,58,87,7,161
2024-03-03 15:40:00,6,84,94,10,194
2024-03-03 15:50:00,4,85,86,10,185
2024-03-03 16:00:00,7,77,106,5,195
2024-03-03 16:10:00,4,59,83,10,156
2024-03-03 16:20:00,3,75,78,6,162
2024-03-03 16:30:00,6,67,99,7,179
2024-03-03 16:40:00,5,87,102,9,203
2024-03-03 16:50:00,8,79,77,10,174
2024-03-03 17:00:00,3,81,107,10,201
2024-03-03 17:10:00,5,89,102,11,207
2024-03-03 17:20:00,2,74,109,5,190
2024-03-03 17:30:00,4,82,97,10,193
2024-03-03 17:40:00,7,93,84,7,191
2024-03-03 17:50:00,3,108,73,11,195
2024-03-03 18:00:00,2,70,81,6,159
2024-03-03 18:10:00,2,74,81,11,168
2024-03-03 18:20:00,5,71,80,5,161
2024-03-03 18:30:00,4,64,70,8,146
2024-03-03 18:40:00,2,76,73,3,154
2024-03-03 18:50:00,5,69,83,3,160
2024-03-03 19:00:00,1,66,85,9,161
2024-03-03 19:10:00,4,64,66,15,149
2024-03-03 19:20:00,2,70,79,6,157
2024-03-03 19:30:00,6,46,63,12,127
2024-03-03 19:40:00,6,67,55,8,136
2024-03-03 19:50:00,6,58,57,4,125
2024-03-03 20:00:00,11,46,49,5,111
2024-03-03 20:10:00,4,49,45,10,108
2024-03-03 20:20:00,0,45,45,7,97
2024-03-03 20:30:00,5,37,37,8,87
2024-03-03 20:40:00,5,48,26,6,85
2024-03-03 20:50:00,6,43,29,7,85
2024-03-03 21:00:00,4,30,38,3,75
2024-03-03 21:10:00,0,35,31,8,74
2024-03-03 21:20:00,3,37,29,6,75
2024-03-03 21:30:00,3,29,27,6,65
2024-03-03 21:40:00,8,24,23,7,62
2024-03-03 21:50:00,11,29,22,3,65
2024-03-03 22:00:00,1,23,22,4,50
2024-03-03 22:10:00,0,22,15,7,44
2024-03-03 22:20:00,3,17,16,5,41
2024-03-03 22:30:00,0,11,17,1,29
2024-03-03 22:40:00,1,16,15,6,38
2024-03-03 22:50:00,4,19,18,3,44
2024-03-03 23:00:00,0,16,10,2,28
2024-03-03 23:10:00,0,20,15,5,40
2024-03-03 23:20:00,3,14,10,4,31
2024-03-03 23:30:00,0,10,11,2,23
2024-03-03 23:40:00,0,11,3,3,17
2024-03-03 23:50:00,0,15,7,4,26
2024-03-04 00:00:00,0,6,8,6,20
2024-03-04 00:10:00,0,11,10,4,25
2024-03-04 00:20:00,0,7,4,3,14
2024-03-04 00:30:00,0,2,10,3,15
2024-03-04 00:40:00,0,7,1,2,10
2024-03-04 00:50:00,0,3,6,5,14
2024-03-04 01:00:00,3,6,4,3,16
2024-03-04 01:10:00,0,6,2,0,8
2024-03-04 01:20:00,2,3,0,1,6
2024-03-04 01:30:00,2,3,2,1,8
2024-03-04 01:40:00,0,5,3,1,9
2024-03-04 01:50:00,1,4,2,1,8
2024-03-04 02:00:00,1,3,2,1,7
2024-03-04 02:10:00,0,2,1,0,3
2024-03-04 02:20:00,0,4,2,3,9
2024-03-04 02:30:00,0,4,3,1,8
2024-03-04 02:40:00,0,4,3,3,10
2024-03-04 02:50:00,0,3,3,1,7
2024-03-04 03:00:00,0,1,8,2,11
2024-03-04 03:10:00,0,4,3,1,8
2024-03-04 03:20:00,0,5,4,3,12
2024-03-04 03:30:00,0,4,7,2,13
2024-03-04 03:40:00,1,7,7,5,20
2024-03-04 03:50:00,0,4,8,2,14
2024-03-04 04:00:00,0,8,12,3,23
2024-03-04 04:10:00,0,6,7,0,13
2024-03-04 04:20:00,0,3,7,2,12
2024-03-04 04:30:00,2,10,14,6,32
2024-03-04 04:40:00,1,6,19,4,30
2024-03-04 04:50:00,1,10,16,2,29
2024-03-04 05:00:00,1,15,29,5,50
2024-03-04 05:10:00,1,14,36,9,60
2024-03-04 05:20:00,4,26,44,6,80
2024-03-04 05:30:00,2,42,70,16,130
2024-03-04 05:40:00,13,44,68,9,134
2024-03-04 05:50:00,12,46,63,11,132
2024-03-04 06:00:00,6,32,62,7,107
2024-03-04 06:10:00,5,63,63,5,136
2024-03-04 06:20:00,5,69,75,3,152
2024-03-04 06:30:00,7,80,84,18,189
2024-03-04 06:40:00,4,100,97,17,218
2024-03-04 06:50:00,8,113,106,16,243
2024-03-04 07:00:00,5,90,126,10,231
2024-03-04 07:10:00,5,102,135,9,251
2024-03-04 07:20:00,10,147,154,5,316
2024-03-04 07:30:00,17,107,158,14,296
2024-03-04 07:40:00,13,111,162,16,302
2024-03-04 07:50:00,5,140,134,18,297
2024-03-04 08:00:00,7,118,136,15,276
2024-03-04 08:10:00,14,102,129,12,257
2024-03-04 08:20:00,13,118,125,15,271
2024-03-04 08:30:00,7,103,104,8,222
2024-03-04 08:40:00,7,110,109,8,234
2024-03-04 08:50:00,5,104,105,15,229
2024-03-04 09:00:00,8,107,102,7,224
2024-03-04 09:10:00,10,106,107,9,232
2024-03-04 09:20:00,12,87,106,19,224
2024-03-04 09:30:00,10,111,123,15,259
2024-03-04 09:40:00,12,108,110,10,240
2024-03-04 09:50:00,12,91,109,16,228
2024-03-04 10:00:00,7,100,89,13,209
2024-03-04 10:10:00,9,102,108,12,231
2024-03-04 10:20:00,8,101,102,11,222
2024-03-04 10:30:00,8,111,103,12,234
2024-03-04 10:40:00,12,107,95,13,227
2024-03-04 10:50:00,5,113,117,8,243
2024-03-04 11:00:00,2,49,96,9,156
2024-03-04 11:10:00,4,54,97,11,166
2024-03-04 11:20:00,8,118,96,17,239
2024-03-04 11:30:00,9,126,102,17,254
2024-03-04 11:40:00,10,131,108,7,256
2024-03-04 11:50:00,12,114,109,10,245
2024-03-04 12:00:00,14,119,116,11,260
2024-03-04 12:10:00,15,98,102,14,229
2024-03-04 12:20:00,12,120,130,8,270
2024-03-04 12:30:00,14,115,97,8,234
2024-03-04 12:40:00,16,104,113,11,244
2024-03-04 12:50:00,11,119,124,6,260
2024-03-04 13:00:00,10,104,110,11,235
2024-03-04 13:10:00,8,143,127,9,287
2024-03-04 13:20:00,10,138,108,9,265
2024-03-04 13:30:00,6,140,119,11,276
2024-03-04 13:40:00,19,122,99,10,250
2024-03-04 13:50:00,17,113,137,10,277
2024-03-04 14:00:00,24,110,103,13,250
2024-03-04 14:10:00,8,130,93,11,242
2024-03-04 14:20:00,13,129,119,6,267
2024-03-04 14:30:00,14,127,133,9,283
2024-03-04 14:40:00,10,116,129,12,267
2024-03-04 14:50:00,23,134,115,16,288
2024-03-04 15:00:00,12,139,112,16,279
2024-03-04 15:10:00,10,143,128,6,287
2024-03-04 15:20:00,13,129,116,12,270
2024-03-04 15:30:00,21,148,137,3,309
2024-03-04 15:40:00,19,135,151,13,318
2024-03-04 15:50:00,22,150,120,9,301
2024-03-04 16:00:00,23,150,130,10,313
2024-03-04 16:10:00,14,155,140,11,320
2024-03-04 16:20:00,14,145,146,8,313
2024-03-04 16:30:00,34,143,144,10,331
2024-03-04 16:40:00,12,137,122,6,277
2024-03-04 16:50:00,12,140,152,6,310
2024-03-04 17:00:00,27,139,144,18,328
2024-03-04 17:10:00,13,158,157,8,336
2024-03-04 17:20:00,12,161,134,9,316
2024-03-04 17:30:00,14,166,128,12,320
2024-03-04 17:40:00,17,132,117,9,275
2024-03-04 17:50:00,10,130,110,8,258
2024-03-04 18:00:00,11,114,110,11,246
2024-03-04 18:10:00,9,127,133,15,284
2024-03-04 18:20:00,9,114,103,8,234
2024-03-04 18:30:00,6,101,103,13,223
2024-03-04 18:40:00,11,101,98,14,224
2024-03-04 18:50:00,9,88,86,6,189
2024-03-04 19:00:00,6,97,93,10,206
2024-03-04 19:10:00,6,75,90,13,184
2024-03-04 19:20:00,5,71,83,14,173
2024-03-04 19:30:00,10,79,75,10,174
2024-03-04 19:40:00,3,54,59,14,130
2024-03-04 19:50:00,4,66,54,10,134
2024-03-04 20:00:00,7,44,69,8,128
2024-03-04 20:10:00,4,55,58,3,120
2024-03-04 20:20:00,1,54,33,3,91
2024-03-04 20:30:00,3,42,53,5,103
2024-03-04 20:40:00,2,53,42,8,105
2024-03-04 20:50:00,6,36,45,8,95
2024-03-04 21:00:00,2,41,40,7,90
2024-03-04 21:10:00,4,65,39,7,115
2024-03-04 21:20:00,3,37,46,12,98
2024-03-04 21:30:00,3,39,27,8,77
2024-03-04 21:40:00,5,41,31,8,85
2024-03-04 21:50:00,11,32,26,2,71
2024-03-04 22:00:00,3,28,32,4,67
2024-03-04 22:10:00,6,34,27,6,73
2024-03-04 22:20:00,0,27,18,3,48
2024-03-04 22:30:00,6,26,20,5,57
2024-03-04 22:40:00,2,38,22,7,69
2024-03-04 22:50:00,1,27,31,8,67
2024-03-04 23:00:00,1,12,10,1,24
2024-03-04 23:10:00,1,18,9,3,31
2024-03-04 23:20:00,0,8,20,6,34
2024-03-04 23:30:00,0,11,8,2,21
2024-03-04 23:40:00,0,12,5,4,21
2024-03-04 23:50:00,0,9,4,3,16
2024-03-05 00:00:00,1,9,6,0,16
2024-03-05 00:10:00,0,12,6,8,26
2024-03-05 00:20:00,0,5,4,1,10
2024-03-05 00:30:00,0,11,3,1,15
2024-03-05 00:40:00,2,5,6,3,16
2024-03-05 00:50:00,2,5,4,6,17
2024-03-05 01:00:00,0,5,2,0,7
2024-03-05 01:10:00,1,4,1,0,6
2024-03-05 01:20:00,2,2,2,0,6
2024-03-05 01:30:00,2,2,5,1,10
2024-03-05 01:40:00,1,1,3,0,5
2024-03-05 01:50:00,0,0,5,1,6
2024-03-05 02:00:00,0,5,4,2,11
2024-03-05 02:10:00,1,7,4,3,15
2024-03-05 02:20:00,0,7,4,1,12
2024-03-05 02:30:00,0,6,4,1,11
2024-03-05 02:40:00,0,5,0,0,5
2024-03-05 02:50:00,0,5,5,4,14
2024-03-05 03:00:00,0,5,1,1,7
2024-03-05 03:10:00,0,3,2,1,6
2024-03-05 03:20:00,0,7,3,3,13
2024-03-05 03:30:00,0,4,4,4,12
2024-03-05 03:40:00,1,4,11,2,18
2024-03-05 03:50:00,1,5,4,2,12
2024-03-05 04:00:00,0,7,6,2,15
2024-03-05 04:10:00,1,4,9,3,17
2024-03-05 04:20:00,0,8,12,5,25
2024-03-05 04:30:00,1,6,8,5,20
2024-03-05 04:40:00,1,8,16,5,30
2024-03-05 04:50:00,0,11,19,4,34
2024-03-05 05:00:00,1,11,31,6,49
2024-03-05 05:10:00,4,26,33,6,69
2024-03-05 05:20:00,3,29,36,3,71
2024-03-05 05:30:00,6,30,71,16,123
2024-03-05 05:40:00,8,49,58,13,128
2024-03-05 05:50:00,7,49,57,8,121
