datetime,V33Z,V34Z,V51Z,V52Z,D71Z,V111Z,V112Z,D121Z,V10Z,V20Z,D11Z,D12Z,D31Z,D32Z,V122Z,Total
2024-03-11 12:50:00,14,15,69,65,0,69,58,43,37,54,134,112,30,14,26,740
2024-03-11 13:00:00,15,11,37,36,0,69,54,58,41,53,117,94,22,17,11,635
2024-03-11 13:10:00,14,14,50,54,1,48,48,42,44,62,134,103,26,20,21,681
2024-03-11 13:20:00,16,10,49,40,2,52,59,37,49,58,127,110,21,19,17,666
2024-03-11 13:30:00,11,11,41,53,2,59,48,35,30,93,139,111,22,21,31,707
2024-03-11 13:40:00,12,17,46,47,2,46,67,36,34,49,152,123,38,25,18,712
2024-03-11 13:50:00,12,15,37,41,3,42,46,29,45,69,118,132,22,21,22,654
2024-03-11 14:00:00,17,13,43,52,1,60,63,43,48,63,146,114,36,19,15,733
2024-03-11 14:10:00,12,12,52,48,1,46,46,37,60,61,133,106,27,19,25,685
2024-03-11 14:20:00,18,18,42,54,2,36,53,51,53,59,147,124,34,22,6,719
2024-03-11 14:30:00,15,15,36,46,1,47,53,39,66,66,149,130,33,23,13,732
2024-03-11 14:40:00,26,12,38,57,0,54,52,47,67,72,152,119,39,21,16,772
2024-03-11 14:50:00,14,13,30,47,0,50,60,50,67,78,153,124,36,20,13,755
2024-03-11 15:00:00,17,16,55,61,2,56,43,34,70,72,150,122,24,25,19,766
2024-03-11 15:10:00,16,15,46,45,4,53,57,39,98,78,155,121,38,21,21,807
2024-03-11 15:20:00,10,12,54,64,3,58,56,57,79,80,147,128,19,21,29,817
2024-03-11 15:30:00,16,17,50,53,3,52,43,47,97,99,149,127,31,30,16,830
2024-03-11 15:40:00,11,16,41,50,3,59,61,54,74,94,166,144,37,31,18,859
2024-03-11 15:50:00,13,14,41,55,0,50,54,51,80,94,170,142,34,26,20,844
2024-03-11 16:00:00,10,10,46,57,1,61,62,47,87,95,160,133,41,40,29,879
2024-03-11 16:10:00,13,14,43,60,1,64,53,52,88,106,168,131,30,28,19,870
2024-03-11 16:20:00,15,12,56,68,1,53,49,49,85,103,174,142,39,24,17,887
2024-03-11 16:30:00,15,16,50,53,0,54,49,52,90,80,162,123,46,25,26,841
2024-03-11 16:40:00,13,19,46,67,0,61,48,59,81,94,164,127,43,28,15,865
2024-03-11 16:50:00,17,20,60,58,0,62,64,56,76,113,169,147,27,18,22,909
2024-03-11 17:00:00,18,13,65,74,0,64,56,37,59,91,161,121,32,20,17,828
2024-03-11 17:10:00,13,11,43,58,2,39,47,69,85,97,146,140,31,27,12,820
2024-03-11 17:20:00,9,12,47,59,1,45,55,49,81,108,174,156,33,24,18,871
2024-03-11 17:30:00,17,11,48,61,1,57,48,58,55,129,159,127,34,26,15,846
2024-03-11 17:40:00,14,18,41,60,0,55,56,70,73,60,172,129,36,31,9,824
2024-03-11 17:50:00,14,76,47,59,0,56,43,63,55,85,153,136,31,19,8,845
2024-03-11 18:00:00,16,13,69,68,0,63,50,50,58,76,161,129,33,25,18,829
2024-03-11 18:10:00,12,12,55,47,0,57,61,59,49,68,160,125,29,26,29,789
2024-03-11 18:20:00,12,13,62,59,0,51,53,53,39,71,150,129,34,24,11,761
2024-03-11 18:30:00,12,12,88,65,0,62,59,39,48,48,136,103,27,19,23,741
2024-03-11 18:40:00,23,8,79,47,0,80,49,43,34,60,118,78,22,13,45,699
2024-03-11 18:50:00,28,14,61,52,0,101,51,41,27,47,134,105,23,15,62,761
2024-03-11 19:00:00,24,23,72,63,0,106,42,31,27,56,107,73,20,12,54,710
2024-03-11 19:10:00,30,20,65,50,1,59,43,30,21,40,102,74,28,15,64,642
2024-03-11 19:20:00,22,14,45,47,0,108,51,31,28,25,109,80,14,8,48,630
2024-03-11 19:30:00,34,16,41,42,0,85,47,15,19,45,89,69,19,10,47,578
2024-03-11 19:40:00,24,17,39,31,2,96,44,30,18,32,100,72,20,11,60,596
2024-03-11 19:50:00,18,17,52,49,0,85,32,25,17,40,82,60,15,9,37,538
2024-03-11 20:00:00,17,20,47,30,0,76,28,18,14,37,80,54,16,12,36,485
2024-03-11 20:10:00,14,18,39,26,0,72,28,20,16,45,73,61,12,14,47,485
2024-03-11 20:20:00,9,6,51,36,0,71,26,32,10,27,70,47,7,4,47,443
2024-03-11 20:30:00,14,7,36,26,1,79,23,25,17,25,67,42,9,3,42,416
2024-03-11 20:40:00,20,14,52,29,0,54,26,18,18,29,61,40,10,7,36,414
2024-03-11 20:50:00,12,13,49,35,0,67,20,29,10,26,52,32,8,7,59,419
2024-03-11 21:00:00,20,7,53,36,0,56,13,19,15,28,60,28,12,5,37,389
2024-03-11 21:10:00,18,18,49,49,0,59,21,20,16,38,58,32,8,8,40,434
2024-03-11 21:20:00,14,5,29,33,0,68,14,16,12,26,53,23,8,2,40,343
2024-03-11 21:30:00,12,4,47,21,0,37,12,16,8,21,44,23,6,3,46,300
2024-03-11 21:40:00,16,10,36,24,0,55,11,15,15,19,50,22,12,6,43,334
2024-03-11 21:50:00,7,1,32,24,0,54,19,8,8,25,37,25,4,4,15,263
2024-03-11 22:00:00,12,4,44,26,0,43,9,6,19,19,42,22,8,2,15,271
2024-03-11 22:10:00,8,5,46,32,0,48,6,7,13,22,43,16,5,3,20,274
2024-03-11 22:20:00,21,2,41,24,0,36,7,12,26,18,39,15,11,1,33,286
2024-03-11 22:30:00,10,5,42,31,0,56,6,9,8,23,42,16,6,3,25,282
2024-03-11 22:40:00,15,8,29,12,0,68,10,11,14,12,50,21,6,5,34,295
2024-03-11 22:50:00,8,9,29,17,0,46,5,4,4,16,34,16,6,4,13,211
2024-03-11 23:00:00,8,6,29,12,0,30,10,6,8,5,30,20,6,2,18,190
2024-03-11 23:10:00,15,2,23,13,0,48,6,7,2,14,31,17,8,1,21,208
2024-03-11 23:20:00,7,3,13,7,0,28,7,3,1,5,26,12,4,1,7,124
2024-03-11 23:30:00,5,1,27,6,0,39,2,3,2,11,28,13,2,1,7,147
2024-03-11 23:40:00,0,4,19,8,0,19,5,2,4,9,14,9,0,2,9,104
2024-03-11 23:50:00,10,4,16,15,0,29,4,5,0,9,21,14,5,2,12,146
2024-03-12 00:00:00,6,5,22,4,0,21,6,1,4,11,20,12,4,4,4,124
2024-03-12 00:10:00,6,3,19,1,0,18,2,0,4,4,15,9,4,1,0,86
2024-03-12 00:20:00,7,0,6,2,0,21,6,2,3,6,19,9,4,0,5,90
2024-03-12 00:30:00,7,6,9,0,0,13,6,1,0,3,10,9,3,2,3,72
2024-03-12 00:40:00,6,3,13,5,0,10,0,2,4,0,8,5,3,2,6,67
2024-03-12 00:50:00,3,0,8,4,0,7,1,3,5,3,8,5,2,0,6,55
2024-03-12 01:00:00,4,1,6,0,0,21,6,0,2,0,18,8,3,1,0,70
2024-03-12 01:10:00,1,0,9,6,0,14,7,0,1,6,9,7,1,0,0,61
2024-03-12 01:20:00,6,1,14,0,0,13,2,2,2,3,13,9,3,1,6,75
2024-03-12 01:30:00,3,0,9,3,0,8,1,0,6,7,7,3,2,0,0,49
2024-03-12 01:40:00,1,0,12,4,0,3,0,1,3,4,3,3,1,0,3,38
2024-03-12 01:50:00,2,0,7,4,0,17,4,1,4,1,14,9,1,0,3,67
2024-03-12 02:00:00,0,3,9,5,0,9,3,1,1,5,7,9,0,3,1,56
2024-03-12 02:10:00,3,0,5,2,0,4,4,3,1,4,4,2,1,0,3,36
2024-03-12 02:20:00,5,4,15,2,0,5,1,0,6,1,6,8,3,4,0,60
2024-03-12 02:30:00,3,0,7,0,0,13,2,0,3,4,9,5,2,0,0,48
2024-03-12 02:40:00,4,0,5,1,0,8,2,2,0,0,7,4,2,0,8,43
2024-03-12 02:50:00,1,0,8,1,0,8,4,0,2,6,5,4,1,0,0,40
2024-03-12 03:00:00,2,0,3,0,0,8,1,0,2,1,7,8,1,0,0,33
2024-03-12 03:10:00,4,0,14,2,0,4,2,0,1,2,6,4,3,0,0,42
2024-03-12 03:20:00,8,2,6,0,0,8,4,1,5,0,11,8,5,1,2,61
2024-03-12 03:30:00,2,0,11,3,0,12,1,0,3,3,8,4,2,0,0,49
2024-03-12 03:40:00,4,0,9,3,0,2,3,3,2,5,5,4,2,0,7,49
2024-03-12 03:50:00,6,1,10,0,0,12,0,1,2,4,8,3,2,1,3,53
2024-03-12 04:00:00,1,1,4,3,0,4,3,0,2,3,2,5,1,1,0,30
2024-03-12 04:10:00,7,0,6,5,0,12,2,2,4,2,12,6,4,0,6,68
2024-03-12 04:20:00,5,4,13,5,0,8,2,1,7,1,9,6,2,2,3,68
2024-03-12 04:30:00,6,5,15,3,0,21,0,4,5,2,18,11,2,2,12,106
2024-03-12 04:40:00,3,4,14,2,0,22,11,9,6,4,18,10,1,2,24,130
2024-03-12 04:50:00,6,3,20,4,0,35,3,19,1,9,25,14,4,1,58,202
2024-03-12 05:00:00,1,4,19,9,0,47,13,16,10,12,30,19,1,2,43,226
2024-03-12 05:10:00,23,7,24,11,0,68,19,32,19,17,43,24,6,3,80,376
2024-03-12 05:20:00,10,9,32,22,0,73,14,37,18,14,55,26,6,4,61,381
2024-03-12 05:30:00,33,13,37,18,0,92,24,68,22,20,81,36,23,5,76,548
2024-03-12 05:40:00,35,16,27,18,0,88,44,76,23,18,111,68,27,12,70,633
2024-03-12 05:50:00,23,21,28,20,2,106,46,67,28,23,115,86,30,15,58,668
2024-03-12 06:00:00,16,13,45,23,0,100,39,54,35,15,120,69,20,10,43,602
2024-03-12 06:10:00,27,22,43,24,0,121,44,75,51,40,135,74,21,16,12,705
2024-03-12 06:20:00,18,16,26,25,0,108,45,67,44,59,129,94,21,15,9,676
2024-03-12 06:30:00,13,19,33,33,0,119,72,77,41,53,165,136,36,23,45,865
2024-03-12 06:40:00,21,17,40,26,0,67,55,79,62,60,169,140,37,30,5,808
2024-03-12 06:50:00,21,15,33,28,3,36,46,79,59,43,175,154,37,25,7,761
2024-03-12 07:00:00,9,11,32,41,2,21,62,82,50,42,204,174,41,33,4,808
2024-03-12 07:10:00,8,19,36,39,0,33,44,64,67,61,205,160,50,38,3,827
2024-03-12 07:20:00,4,12,32,46,0,21,50,84,57,105,188,162,47,36,2,846
2024-03-12 07:30:00,1,5,48,55,0,33,43,67,72,94,198,197,51,59,3,926
2024-03-12 07:40:00,10,10,31,35,2,19,42,72,65,76,199,187,46,39,0,833
2024-03-12 07:50:00,9,10,39,49,1,33,47,63,58,87,177,164,38,24,3,802
2024-03-12 08:00:00,18,17,30,42,0,48,45,60,63,75,170,155,48,30,1,802
2024-03-12 08:10:00,22,17,37,34,1,38,50,53,55,89,143,149,33,28,3,752
2024-03-12 08:20:00,12,10,34,41,1,47,47,62,73,87,181,156,46,40,3,840
2024-03-12 08:30:00,16,13,41,43,2,43,65,61,48,84,166,154,44,33,2,815
2024-03-12 08:40:00,14,17,25,33,0,23,41,62,48,83,168,163,37,28,4,746
2024-03-12 08:50:00,18,19,30,33,0,45,55,73,49,60,166,158,38,28,7,779
2024-03-12 09:00:00,18,20,37,52,0,56,61,66,44,60,142,143,33,28,5,765
2024-03-12 09:10:00,14,15,30,32,3,55,62,62,40,59,152,143,41,31,6,745
2024-03-12 09:20:00,12,14,34,32,1,33,47,61,37,80,151,121,44,30,1,698
2024-03-12 09:30:00,9,12,41,44,1,56,49,68,45,60,159,163,35,32,6,780
2024-03-12 09:40:00,18,14,39,57,0,66,47,57,41,65,144,132,26,21,5,732
2024-03-12 09:50:00,13,16,52,49,2,53,58,59,40,53,147,145,31,26,3,747
2024-03-12 10:00:00,15,13,38,36,0,53,50,35,34,50,119,103,30,25,12,613
2024-03-12 10:10:00,18,18,38,50,0,50,48,32,33,54,140,101,38,21,25,666
2024-03-12 10:20:00,18,10,37,46,0,67,73,26,37,65,133,129,22,15,18,696
2024-03-12 10:30:00,13,13,43,37,0,54,52,31,31,69,137,109,35,30,17,671
2024-03-12 10:40:00,9,12,46,41,0,64,55,33,27,61,137,98,26,16,14,639
2024-03-12 10:50:00,13,14,49,45,2,52,41,33,41,54,129,103,22,22,19,639
2024-03-12 11:00:00,13,9,38,44,0,61,61,43,43,92,138,103,28,23,17,713
2024-03-12 11:10:00,13,17,45,47,0,61,34,27,44,67,121,102,25,19,18,640
2024-03-12 11:20:00,17,21,47,47,1,58,64,36,27,64,135,106,26,22,28,699
2024-03-12 11:30:00,12,12,39,38,3,49,45,35,33,69,130,114,27,19,17,642
2024-03-12 11:40:00,19,9,49,49,1,58,65,45,45,62,136,129,24,17,19,727
2024-03-12 11:50:00,20,20,50,37,2,54,43,22,29,56,118,104,20,24,17,616
2024-03-12 12:00:00,8,15,53,48,1,69,59,31,34,66,132,113,23,22,14,688
2024-03-12 12:10:00,14,16,37,27,1,46,44,35,33,65,132,114,24,18,15,621
2024-03-12 12:20:00,16,14,39,46,4,52,60,35,38,61,122,125,33,22,14,681
2024-03-12 12:30:00,17,10,59,61,0,57,46,49,39,58,118,102,25,20,11,672
2024-03-12 12:40:00,16,33,44,42,0,53,48,35,46,72,138,128,28,20,18,721
2024-03-12 12:50:00,18,11,61,52,0,68,53,45,50,79,140,109,26,21,20,753
2024-03-12 13:00:00,12,12,38,43,0,58,46,41,39,66,147,110,25,24,22,683
2024-03-12 13:10:00,13,15,50,63,2,52,47,41,51,67,130,96,29,15,15,686
2024-03-12 13:20:00,10,9,52,56,1,65,54,44,44,62,144,92,24,12,16,685
2024-03-12 13:30:00,14,14,47,50,1,52,48,31,45,84,143,112,27,17,22,707
2024-03-12 13:40:00,12,17,63,57,2,59,58,41,51,57,155,119,35,24,12,762
2024-03-12 13:50:00,12,16,47,63,2,48,48,47,39,80,127,133,21,23,18,724
2024-03-12 14:00:00,19,10,56,61,3,53,74,43,52,80,129,112,34,14,6,746
2024-03-12 14:10:00,12,21,37,52,5,38,38,37,53,71,139,111,28,19,22,683
2024-03-12 14:20:00,12,12,40,57,0,57,51,41,51,75,149,122,29,25,19,740
2024-03-12 14:30:00,18,15,41,52,2,47,51,47,51,73,146,123,35,21,25,747
2024-03-12 14:40:00,16,14,33,48,1,48,60,48,69,73,145,124,35,21,14,749
2024-03-12 14:50:00,13,15,50,56,1,43,41,35,46,100,150,113,27,23,16,729
2024-03-12 15:00:00,14,8,50,59,1,68,53,44,73,73,147,142,30,28,20,810
2024-03-12 15:10:00,10,17,52,61,2,59,68,48,84,103,153,130,42,27,25,881
2024-03-12 15:20:00,10,13,58,68,3,46,54,56,71,108,141,134,29,20,9,820
2024-03-12 15:30:00,13,23,38,64,3,42,53,42,78,95,171,140,48,35,18,863
2024-03-12 15:40:00,17,13,38,64,1,65,57,62,104,108,158,129,43,28,15,902
2024-03-12 15:50:00,15,13,41,58,2,57,66,57,98,150,187,153,30,28,9,964
2024-03-12 16:00:00,22,18,36,59,2,44,56,40,83,74,160,147,40,39,15,835
2024-03-12 16:10:00,4,11,30,66,4,61,62,58,67,113,191,144,40,35,15,901
2024-03-12 16:20:00,18,17,34,44,1,58,53,47,80,101,182,157,44,34,2,872
2024-03-12 16:30:00,17,15,38,50,2,41,57,64,63,111,181,143,46,29,1,858
2024-03-12 16:40:00,11,16,37,59,1,51,56,64,59,122,164,118,36,21,17,832
2024-03-12 16:50:00,14,15,43,61,1,44,50,57,91,109,175,137,39,27,17,880
2024-03-12 17:00:00,27,17,39,42,0,50,51,72,66,100,161,129,42,36,15,847
2024-03-12 17:10:00,18,17,49,52,1,46,51,67,71,110,179,132,37,24,10,864
2024-03-12 17:20:00,14,13,43,55,1,53,56,51,79,104,190,151,39,34,4,887
2024-03-12 17:30:00,12,13,54,66,0,53,50,71,68,82,185,141,36,25,8,864
2024-03-12 17:40:00,16,16,52,50,1,50,58,66,74,98,181,149,48,36,11,906
2024-03-12 17:50:00,15,12,42,50,1,55,54,71,72,93,156,129,24,26,8,808
2024-03-12 18:00:00,15,16,44,51,0,60,66,55,70,108,173,122,32,21,17,850
2024-03-12 18:10:00,15,19,45,53,2,58,53,64,77,86,170,120,31,21,16,830
2024-03-12 18:20:00,12,12,65,47,0,64,64,58,51,89,143,110,29,24,25,793
2024-03-12 18:30:00,20,10,53,45,0,89,55,38,52,55,131,99,29,17,53,746
2024-03-12 18:40:00,35,18,72,60,0,97,60,30,53,67,130,97,23,16,51,809
2024-03-12 18:50:00,20,22,51,49,1,74,52,30,38,45,124,108,22,20,38,694
2024-03-12 19:00:00,11,11,53,49,1,108,65,29,35,48,116,85,23,7,66,707
2024-03-12 19:10:00,31,23,75,52,1,83,94,33,26,36,111,90,26,15,57,753
2024-03-12 19:20:00,23,18,43,45,0,122,48,28,24,46,115,88,22,13,63,698
2024-03-12 19:30:00,33,22,54,46,1,95,48,32,14,45,106,73,22,18,45,654
2024-03-12 19:40:00,25,21,43,33,0,92,48,39,19,38,120,94,30,19,61,682
2024-03-12 19:50:00,19,12,57,46,0,92,28,29,18,21,96,53,16,11,91,589
2024-03-12 20:00:00,18,4,56,22,1,64,32,22,19,33,70,45,11,3,36,436
2024-03-12 20:10:00,20,9,51,41,0,88,35,21,16,34,77,54,12,5,59,522
2024-03-12 20:20:00,26,7,43,32,0,93,39,24,12,32,33,90,20,4,43,498
2024-03-12 20:30:00,11,8,49,38,0,64,40,25,14,26,10,89,10,7,57,448
2024-03-12 20:40:00,16,7,55,60,1,71,34,22,13,38,6,92,12,7,57,491
2024-03-12 20:50:00,17,6,29,21,1,64,38,30,16,11,10,70,7,4,51,375
2024-03-12 21:00:00,24,4,43,25,0,44,25,29,16,29,5,82,11,4,37,378
2024-03-12 21:10:00,16,5,51,40,0,47,46,25,16,21,1,80,8,7,68,431
2024-03-12 21:20:00,17,3,73,63,0,43,25,19,13,73,31,48,5,2,43,458
2024-03-12 21:30:00,12,4,46,28,0,50,26,14,10,38,57,36,14,4,55,394
2024-03-12 21:40:00,15,5,49,20,0,51,29,18,15,40,41,22,9,5,45,364
2024-03-12 21:50:00,23,1,62,22,0,36,18,7,11,36,38,27,9,1,39,330
2024-03-12 22:00:00,21,2,51,24,0,31,26,13,13,22,44,30,6,2,44,329
2024-03-12 22:10:00,21,1,54,15,1,37,24,13,22,39,29,17,3,1,37,314
2024-03-12 22:20:00,26,5,65,20,0,51,36,17,18,30,57,36,12,4,55,432
2024-03-12 22:30:00,15,1,44,13,0,53,27,12,10,16,52,31,12,1,51,338
2024-03-12 22:40:00,9,2,52,17,0,52,20,10,6,22,50,27,4,2,57,330
2024-03-12 22:50:00,13,2,39,8,0,34,27,11,4,24,36,23,11,2,41,275
2024-03-12 23:00:00,14,2,50,9,0,37,11,7,4,24,32,17,8,2,34,251
2024-03-12 23:10:00,15,4,23,10,0,34,17,8,6,17,35,15,10,3,38,235
2024-03-12 23:20:00,11,0,36,12,0,35,11,5,6,10,28,14,5,0,36,209
2024-03-12 23:30:00,7,3,26,5,0,28,13,5,6,16,25,16,8,4,26,188
2024-03-12 23:40:00,7,1,19,5,0,26,15,7,4,6,24,12,4,1,28,159
2024-03-12 23:50:00,8,4,25,5,0,29,7,5,3,11,22,14,3,5,19,160
2024-03-13 00:00:00,5,1,36,9,0,17,8,3,2,18,16,11,2,1,27,156
2024-03-13 00:10:00,8,1,16,4,0,14,6,1,6,7,15,12,5,2,18,115
2024-03-13 00:20:00,4,0,18,0,0,20,7,1,1,4,16,9,1,0,22,103
2024-03-13 00:30:00,8,0,12,3,0,20,2,0,4,5,19,9,3,0,16,101
2024-03-13 00:40:00,2,1,15,2,0,12,2,1,0,3,11,7,2,1,10,69
2024-03-13 00:50:00,3,0,33,6,0,17,1,1,3,9,10,8,0,0,11,102
2024-03-13 01:00:00,6,1,12,3,0,5,4,3,3,4,8,5,3,1,7,65
2024-03-13 01:10:00,4,0,13,1,0,16,7,3,0,3,16,10,3,0,23,99
2024-03-13 01:20:00,5,2,7,4,0,7,1,0,2,1,9,6,3,3,9,59
2024-03-13 01:30:00,4,0,9,1,0,6,0,0,2,0,7,2,2,0,1,34
2024-03-13 01:40:00,4,0,11,3,0,10,2,2,2,3,7,2,0,0,7,53
2024-03-13 01:50:00,4,1,16,1,0,13,6,2,2,5,12,5,2,1,17,87
2024-03-13 02:00:00,1,0,8,1,0,12,3,0,0,2,9,8,1,0,9,54
2024-03-13 02:10:00,10,2,13,5,0,6,4,1,6,3,7,7,2,2,9,77
2024-03-13 02:20:00,4,0,10,2,0,12,2,0,1,3,9,6,1,0,6,56
2024-03-13 02:30:00,2,0,7,0,0,4,1,1,1,4,4,1,0,0,5,30
2024-03-13 02:40:00,7,1,5,0,0,7,1,0,5,2,9,6,3,0,8,54
2024-03-13 02:50:00,4,0,5,1,0,9,2,0,1,0,10,6,2,1,6,47
2024-03-13 03:00:00,7,0,7,5,0,6,2,1,3,4,7,5,4,0,2,53
2024-03-13 03:10:00,3,2,13,3,0,6,4,0,5,3,8,4,1,2,3,57
2024-03-13 03:20:00,2,0,4,2,0,8,1,1,3,0,7,3,2,0,9,42
2024-03-13 03:30:00,5,0,10,5,0,6,0,0,3,2,9,1,4,0,4,49
2024-03-13 03:40:00,3,0,13,2,0,12,2,2,4,6,7,2,0,0,8,61
2024-03-13 03:50:00,1,2,9,7,0,14,6,3,2,3,7,4,0,2,15,75
2024-03-13 04:00:00,3,0,9,1,0,6,5,1,3,1,5,5,1,0,12,52
2024-03-13 04:10:00,4,0,11,4,0,13,6,3,2,1,10,5,2,0,10,71
2024-03-13 04:20:00,4,1,8,5,0,11,5,4,3,0,10,4,2,1,15,73
2024-03-13 04:30:00,6,5,17,2,0,18,7,5,4,2,18,7,5,7,26,129
2024-03-13 04:40:00,11,2,17,6,0,33,18,9,6,4,27,11,4,2,20,170
2024-03-13 04:50:00,5,2,18,4,0,27,21,15,7,6,23,9,1,2,19,159
2024-03-13 05:00:00,12,3,27,7,0,47,37,20,8,10,32,14,7,2,57,283
2024-03-13 05:10:00,9,0,38,9,0,44,36,40,12,8,44,17,6,0,54,317
2024-03-13 05:20:00,14,2,29,5,0,65,37,28,15,15,59,33,7,2,47,358
2024-03-13 05:30:00,23,6,35,13,0,53,42,51,27,12,71,38,18,5,47,441
2024-03-13 05:40:00,22,8,33,12,0,90,43,70,16,19,106,59,23,9,40,550
2024-03-13 05:50:00,17,9,36,11,0,66,29,63,28,25,110,73,23,8,12,510
2024-03-13 06:00:00,24,7,34,18,0,77,45,62,27,16,120,63,30,5,21,549
2024-03-13 06:10:00,26,16,33,26,1,65,39,71,43,27,116,90,25,14,5,597
2024-03-13 06:20:00,25,18,25,17,0,81,37,78,46,42,137,92,29,19,15,661
2024-03-13 06:30:00,19,16,38,18,0,72,39,78,43,52,142,107,28,18,6,676
2024-03-13 06:40:00,30,14,39,19,0,53,85,78,51,57,171,156,37,30,0,820
2024-03-13 06:50:00,12,10,41,22,3,14,36,83,41,50,170,171,28,37,1,719
2024-03-13 07:00:00,12,10,46,30,0,34,53,74,39,50,185,161,36,33,5,768
2024-03-13 07:10:00,14,9,33,36,1,32,54,64,75,64,181,162,39,26,3,793
2024-03-13 07:20:00,7,11,30,35,2,18,46,84,110,70,193,190,44,40,0,880
2024-03-13 07:30:00,5,12,39,46,1,27,35,72,67,63,210,192,48,50,1,868
2024-03-13 07:40:00,2,5,29,37,0,13,40,79,67,72,197,186,47,41,4,819
2024-03-13 07:50:00,10,12,34,45,0,12,12,52,43,67,176,172,49,40,17,741
2024-03-13 08:00:00,15,16,37,34,0,36,62,56,47,77,176,157,41,32,9,795
2024-03-13 08:10:00,11,10,28,30,0,20,32,55,45,83,182,175,43,29,1,744
2024-03-13 08:20:00,11,13,24,33,2,15,39,67,61,59,184,182,38,33,4,765
2024-03-13 08:30:00,15,13,33,40,0,16,42,62,51,70,181,178,47,40,17,805
2024-03-13 08:40:00,20,18,42,47,0,44,56,51,47,81,163,144,30,23,12,778
2024-03-13 08:50:00,12,17,31,33,0,46,55,54,36,76,177,157,43,26,13,776
2024-03-13 09:00:00,11,14,46,47,0,64,69,52,66,69,153,130,29,26,23,799
2024-03-13 09:10:00,13,13,32,31,0,47,49,53,42,54,148,131,32,27,17,689
2024-03-13 09:20:00,14,13,40,36,0,46,64,54,60,41,158,147,34,28,22,757
2024-03-13 09:30:00,19,11,50,55,2,55,57,37,37,69,149,127,31,16,8,723
2024-03-13 09:40:00,17,12,42,49,1,63,58,41,43,74,160,117,34,18,26,755
2024-03-13 09:50:00,21,19,46,41,5,53,52,35,32,44,143,139,29,36,19,714
2024-03-13 10:00:00,15,10,52,42,1,56,60,34,41,57,124,107,19,20,22,660
2024-03-13 10:10:00,14,12,51,42,0,51,46,28,29,54,114,81,22,16,25,585
2024-03-13 10:20:00,16,11,44,38,3,54,54,25,33,47,134,121,30,22,12,644
2024-03-13 10:30:00,13,13,53,35,2,49,44,32,35,41,128,104,29,21,24,623
2024-03-13 10:40:00,14,12,45,37,1,72,53,36,34,57,141,117,21,20,17,677
2024-03-13 10:50:00,11,12,34,41,2,47,59,31,34,52,130,114,30,16,14,627
2024-03-13 11:00:00,14,13,39,51,0,60,50,35,37,75,125,93,25,21,13,651
2024-03-13 11:10:00,10,16,46,44,0,51,48,27,24,59,142,115,27,21,16,646
2024-03-13 11:20:00,16,8,46,41,5,52,46,30,39,61,138,125,32,20,27,686
2024-03-13 11:30:00,13,16,45,47,1,53,49,24,44,62,135,108,28,26,23,674
2024-03-13 11:40:00,17,13,47,55,0,65,68,25,45,72,146,127,27,20,11,738
2024-03-13 11:50:00,14,18,31,36,4,54,43,26,43,59,141,102,29,22,20,642
2024-03-13 12:00:00,19,12,52,58,0,72,67,51,48,68,137,109,22,17,19,751
2024-03-13 12:10:00,11,11,56,56,1,54,48,25,37,86,122,106,23,16,19,671
2024-03-13 12:20:00,13,13,53,50,0,60,59,27,46,79,122,103,24,15,20,684
2024-03-13 12:30:00,15,11,58,54,4,48,49,37,37,62,141,122,27,27,14,706
2024-03-13 12:40:00,15,13,57,46,0,51,62,40,44,63,136,115,33,27,29,731
2024-03-13 12:50:00,15,11,50,67,0,43,38,41,40,59,134,101,28,17,50,694
2024-03-13 13:00:00,11,8,54,43,0,61,51,39,45,78,118,104,27,16,15,670
2024-03-13 13:10:00,18,11,54,56,2,56,45,41,57,70,150,113,24,19,16,732
2024-03-13 13:20:00,18,17,38,60,1,62,54,33,42,88,146,114,27,20,19,739
2024-03-13 13:30:00,13,9,40,44,1,55,48,30,28,84,131,109,21,14,20,647
2024-03-13 13:40:00,19,13,51,39,2,46,59,38,50,76,135,134,28,23,17,730
2024-03-13 13:50:00,11,9,48,50,0,63,52,38,45,90,126,94,22,15,19,682
2024-03-13 14:00:00,20,19,43,50,1,55,55,46,40,68,133,124,31,20,16,721
2024-03-13 14:10:00,10,13,39,47,1,61,43,34,46,70,142,117,26,30,14,693
2024-03-13 14:20:00,14,11,45,50,1,54,61,36,58,90,156,130,25,17,18,766
2024-03-13 14:30:00,32,14,45,40,1,55,52,40,49,76,138,124,29,17,9,721
2024-03-13 14:40:00,15,12,53,54,2,69,58,30,72,90,162,142,34,33,26,852
2024-03-13 14:50:00,17,14,51,51,2,53,57,39,69,74,164,142,36,26,20,815
2024-03-13 15:00:00,16,15,46,55,2,56,51,48,67,87,143,127,28,29,22,792
2024-03-13 15:10:00,15,13,44,57,3,49,59,40,96,96,143,121,29,23,19,807
2024-03-13 15:20:00,23,10,43,52,2,68,49,41,100,135,162,116,33,21,16,871
2024-03-13 15:30:00,14,14,31,57,1,45,48,46,58,96,158,135,36,38,20,797
2024-03-13 15:40:00,15,16,52,67,3,47,51,46,87,87,145,135,26,19,22,818
2024-03-13 15:50:00,13,15,66,80,1,65,50,53,99,82,152,131,33,25,17,882
2024-03-13 16:00:00,15,11,38,58,2,54,59,50,88,96,153,128,37,26,12,827
2024-03-13 16:10:00,7,10,50,49,1,55,55,66,89,96,183,145,38,27,18,889
