datetime,V51Z,V52Z,V111Z,V112Z,D53Z,D113Z,Total
2024-03-09 13:10:00,7,40,36,17,50,51,201
2024-03-09 13:20:00,4,50,43,12,55,51,215
2024-03-09 13:30:00,2,45,45,9,50,68,219
2024-03-09 13:40:00,1,49,58,14,64,62,248
2024-03-09 13:50:00,1,46,60,17,60,71,255
2024-03-09 14:00:00,3,41,49,7,45,62,207
2024-03-09 14:10:00,3,49,44,17,51,54,218
2024-03-09 14:20:00,2,29,40,13,42,55,181
2024-03-09 14:30:00,6,35,47,12,45,62,207
2024-03-09 14:40:00,2,57,50,14,68,59,250
2024-03-09 14:50:00,5,25,56,17,49,57,209
2024-03-09 15:00:00,5,43,50,8,55,64,225
2024-03-09 15:10:00,1,47,40,17,50,51,206
2024-03-09 15:20:00,5,36,43,11,60,59,214
2024-03-09 15:30:00,1,40,46,15,51,60,213
2024-03-09 15:40:00,2,44,50,13,48,56,213
2024-03-09 15:50:00,1,19,56,6,25,75,182
2024-03-09 16:00:00,1,32,39,15,33,58,178
2024-03-09 16:10:00,5,39,43,12,48,54,201
2024-03-09 16:20:00,3,33,38,8,37,54,173
2024-03-09 16:30:00,5,35,41,13,48,49,191
2024-03-09 16:40:00,3,35,45,14,48,52,197
2024-03-09 16:50:00,5,43,44,15,58,57,222
2024-03-09 17:00:00,2,17,47,16,34,63,179
2024-03-09 17:10:00,2,31,60,5,48,78,224
2024-03-09 17:20:00,4,36,42,13,53,68,216
2024-03-09 17:30:00,6,32,35,11,44,43,171
2024-03-09 17:40:00,5,35,43,19,44,66,212
2024-03-09 17:50:00,4,36,43,12,48,67,210
2024-03-09 18:00:00,3,41,36,16,50,53,199
2024-03-09 18:10:00,5,39,42,19,53,49,207
2024-03-09 18:20:00,5,21,32,12,30,42,142
2024-03-09 18:30:00,2,55,34,10,52,41,194
2024-03-09 18:40:00,4,62,43,14,36,52,211
2024-03-09 18:50:00,4,52,40,15,34,50,195
2024-03-09 19:00:00,2,40,40,9,39,39,169
2024-03-09 19:10:00,3,37,48,11,33,42,174
2024-03-09 19:20:00,3,49,39,10,33,42,176
2024-03-09 19:30:00,1,41,37,10,22,30,141
2024-03-09 19:40:00,3,29,43,11,18,42,146
2024-03-09 19:50:00,1,37,45,12,23,37,155
2024-03-09 20:00:00,8,40,46,6,24,43,167
2024-03-09 20:10:00,1,44,29,10,28,33,145
2024-03-09 20:20:00,1,25,34,11,16,31,118
2024-03-09 20:30:00,0,32,29,14,17,28,120
2024-03-09 20:40:00,3,37,35,10,22,30,137
2024-03-09 20:50:00,3,34,38,10,18,33,136
2024-03-09 21:00:00,2,16,24,6,10,16,74
2024-03-09 21:10:00,1,34,37,7,18,28,125
2024-03-09 21:20:00,4,28,28,10,19,15,104
2024-03-09 21:30:00,0,20,32,10,12,27,101
2024-03-09 21:40:00,3,26,13,6,16,12,76
2024-03-09 21:50:00,1,22,29,8,11,23,94
2024-03-09 22:00:00,2,22,16,7,12,25,84
2024-03-09 22:10:00,4,28,27,4,16,17,96
2024-03-09 22:20:00,0,24,35,11,13,29,112
2024-03-09 22:30:00,1,38,38,2,22,28,129
2024-03-09 22:40:00,1,30,20,2,15,11,79
2024-03-09 22:50:00,1,29,20,6,19,21,96
2024-03-09 23:00:00,2,16,20,5,8,20,71
2024-03-09 23:10:00,2,27,39,9,16,27,120
2024-03-09 23:20:00,1,28,20,7,16,16,88
2024-03-09 23:30:00,6,18,27,4,10,16,81
2024-03-09 23:40:00,0,23,24,5,15,12,79
2024-03-09 23:50:00,0,18,29,4,10,24,85
2024-03-10 00:00:00,5,26,27,5,18,23,104
2024-03-10 00:10:00,0,20,9,3,10,15,57
2024-03-10 00:20:00,0,20,25,4,10,16,75
2024-03-10 00:30:00,0,19,16,1,11,11,58
2024-03-10 00:40:00,2,9,18,6,5,12,52
2024-03-10 00:50:00,0,8,15,2,4,8,37
2024-03-10 01:00:00,2,7,10,4,4,11,38
2024-03-10 01:10:00,2,6,16,3,3,11,41
2024-03-10 01:20:00,0,7,19,4,4,11,45
2024-03-10 01:30:00,0,11,13,5,8,10,47
2024-03-10 01:40:00,0,6,8,3,4,5,26
2024-03-10 01:50:00,2,5,13,2,3,8,33
2024-03-10 02:00:00,1,7,10,1,3,8,30
2024-03-10 02:10:00,0,7,3,2,4,4,20
2024-03-10 02:20:00,2,4,11,5,2,5,29
2024-03-10 02:30:00,3,9,8,1,6,3,30
2024-03-10 02:40:00,0,2,14,4,1,6,27
2024-03-10 02:50:00,2,4,7,1,3,5,22
2024-03-10 03:00:00,0,2,6,4,1,3,16
2024-03-10 03:10:00,0,4,4,2,3,2,15
2024-03-10 03:20:00,0,5,2,1,3,1,12
2024-03-10 03:30:00,0,6,7,3,3,6,25
2024-03-10 03:40:00,0,4,9,2,3,5,23
2024-03-10 03:50:00,0,2,3,1,1,1,8
2024-03-10 04:00:00,0,2,8,0,1,4,15
2024-03-10 04:10:00,1,2,4,2,1,2,12
2024-03-10 04:20:00,0,9,5,0,5,3,22
2024-03-10 04:30:00,0,1,4,1,1,2,9
2024-03-10 04:40:00,1,5,4,2,3,2,17
2024-03-10 04:50:00,0,11,0,1,5,0,17
2024-03-10 05:00:00,0,5,9,3,3,5,25
2024-03-10 05:10:00,0,8,3,1,4,2,18
2024-03-10 05:20:00,0,10,6,1,5,4,26
2024-03-10 05:30:00,0,4,4,3,2,1,14
2024-03-10 05:40:00,0,7,4,2,4,1,18
2024-03-10 05:50:00,0,4,10,3,2,2,21
2024-03-10 06:00:00,1,4,9,1,2,7,24
2024-03-10 06:10:00,0,6,4,0,3,3,16
2024-03-10 06:20:00,0,13,5,2,6,4,30
2024-03-10 06:30:00,1,6,8,0,3,5,23
2024-03-10 06:40:00,0,10,10,0,7,8,35
2024-03-10 06:50:00,0,3,9,1,3,10,26
2024-03-10 07:00:00,1,5,4,2,5,3,20
2024-03-10 07:10:00,0,7,6,1,7,6,27
2024-03-10 07:20:00,1,2,6,1,2,5,17
2024-03-10 07:30:00,1,7,8,1,7,9,33
2024-03-10 07:40:00,0,5,12,0,5,11,33
2024-03-10 07:50:00,1,6,16,2,6,17,48
2024-03-10 08:00:00,2,13,14,2,13,16,60
2024-03-10 08:10:00,0,8,15,0,8,18,49
2024-03-10 08:20:00,2,15,16,2,14,16,65
2024-03-10 08:30:00,2,10,8,3,11,11,45
2024-03-10 08:40:00,0,12,15,1,12,15,55
2024-03-10 08:50:00,4,11,19,5,12,22,73
2024-03-10 09:00:00,3,18,15,4,21,17,78
2024-03-10 09:10:00,1,28,18,3,33,26,109
2024-03-10 09:20:00,2,23,19,4,24,18,90
2024-03-10 09:30:00,2,18,23,6,18,24,91
2024-03-10 09:40:00,1,26,16,3,26,17,89
2024-03-10 09:50:00,1,27,22,3,30,25,108
2024-03-10 10:00:00,3,24,16,2,26,19,90
2024-03-10 10:10:00,3,29,14,7,29,18,100
2024-03-10 10:20:00,2,20,24,8,22,30,106
2024-03-10 10:30:00,4,23,20,7,23,22,99
2024-03-10 10:40:00,3,23,26,5,25,26,108
2024-03-10 10:50:00,0,24,20,11,27,20,102
2024-03-10 11:00:00,2,32,36,7,36,33,146
2024-03-10 11:10:00,2,25,25,6,28,28,114
2024-03-10 11:20:00,1,40,28,5,60,33,167
2024-03-10 11:30:00,2,23,29,6,25,32,117
2024-03-10 11:40:00,3,29,38,6,31,40,147
2024-03-10 11:50:00,0,25,25,3,30,27,110
2024-03-10 12:00:00,4,32,34,10,30,43,153
2024-03-10 12:10:00,3,37,40,6,44,52,182
2024-03-10 12:20:00,2,40,40,14,40,42,178
2024-03-10 12:30:00,2,31,35,10,39,39,156
2024-03-10 12:40:00,4,31,28,11,33,35,142
2024-03-10 12:50:00,2,24,27,8,32,35,128
2024-03-10 13:00:00,2,35,26,14,38,29,144
2024-03-10 13:10:00,3,36,32,11,39,40,161
2024-03-10 13:20:00,1,26,34,9,37,36,143
2024-03-10 13:30:00,3,26,30,4,33,35,131
2024-03-10 13:40:00,2,18,45,3,21,55,144
2024-03-10 13:50:00,3,31,36,12,51,31,164
2024-03-10 14:00:00,3,28,31,12,40,51,165
2024-03-10 14:10:00,5,26,28,8,38,39,144
2024-03-10 14:20:00,0,28,35,16,37,47,163
2024-03-10 14:30:00,4,37,29,13,47,48,178
2024-03-10 14:40:00,5,34,39,18,41,45,182
2024-03-10 14:50:00,3,39,36,9,46,45,178
2024-03-10 15:00:00,3,37,27,13,46,38,164
2024-03-10 15:10:00,3,37,29,19,42,35,165
2024-03-10 15:20:00,3,33,41,10,35,46,168
2024-03-10 15:30:00,2,24,41,11,29,49,156
2024-03-10 15:40:00,4,31,34,10,35,46,160
2024-03-10 15:50:00,1,37,29,9,47,37,160
2024-03-10 16:00:00,1,32,30,10,39,37,149
2024-03-10 16:10:00,4,43,38,12,53,46,196
2024-03-10 16:20:00,2,40,28,8,56,38,172
2024-03-10 16:30:00,2,47,35,15,58,42,199
2024-03-10 16:40:00,5,33,35,15,47,45,180
2024-03-10 16:50:00,4,40,37,17,50,40,188
2024-03-10 17:00:00,3,44,38,14,45,47,191
2024-03-10 17:10:00,3,32,28,10,37,38,148
2024-03-10 17:20:00,1,36,33,18,52,46,186
2024-03-10 17:30:00,2,31,29,15,38,45,160
2024-03-10 17:40:00,0,45,35,10,48,52,190
2024-03-10 17:50:00,1,29,35,9,30,48,152
2024-03-10 18:00:00,4,31,35,13,39,36,158
2024-03-10 18:10:00,3,22,24,13,25,36,123
2024-03-10 18:20:00,1,36,20,8,33,30,128
2024-03-10 18:30:00,2,51,43,12,29,29,166
2024-03-10 18:40:00,6,41,19,9,26,28,129
2024-03-10 18:50:00,4,69,30,9,45,29,186
2024-03-10 19:00:00,4,34,39,7,21,42,147
2024-03-10 19:10:00,1,34,33,7,22,33,130
2024-03-10 19:20:00,4,34,30,9,18,26,121
2024-03-10 19:30:00,5,38,34,9,26,27,139
2024-03-10 19:40:00,5,42,25,8,24,19,123
2024-03-10 19:50:00,4,41,31,10,24,22,132
2024-03-10 20:00:00,8,39,32,6,20,26,131
2024-03-10 20:10:00,2,22,34,9,16,26,109
2024-03-10 20:20:00,6,25,25,8,15,21,100
2024-03-10 20:30:00,4,23,27,8,15,21,98
2024-03-10 20:40:00,2,22,27,13,11,29,104
2024-03-10 20:50:00,0,29,26,7,16,20,98
2024-03-10 21:00:00,3,28,40,6,17,28,122
2024-03-10 21:10:00,1,18,35,9,11,19,93
2024-03-10 21:20:00,0,25,34,5,15,21,100
2024-03-10 21:30:00,2,29,32,9,16,19,107
2024-03-10 21:40:00,3,11,19,10,7,12,62
2024-03-10 21:50:00,1,18,26,6,14,16,81
2024-03-10 22:00:00,3,19,37,9,13,19,100
2024-03-10 22:10:00,1,20,24,5,12,17,79
2024-03-10 22:20:00,0,9,22,10,5,20,66
2024-03-10 22:30:00,2,6,16,9,3,13,49
2024-03-10 22:40:00,2,10,13,10,10,16,61
2024-03-10 22:50:00,1,10,9,9,8,8,45
2024-03-10 23:00:00,2,5,5,6,4,9,31
2024-03-10 23:10:00,0,4,13,11,4,18,50
2024-03-10 23:20:00,3,5,12,9,4,15,48
2024-03-10 23:30:00,1,3,5,8,3,4,24
2024-03-10 23:40:00,0,4,7,9,4,7,31
2024-03-10 23:50:00,0,3,8,11,4,7,33
2024-03-11 00:00:00,1,2,3,4,2,3,15
2024-03-11 00:10:00,0,2,3,4,2,3,14
2024-03-11 00:20:00,1,2,7,8,1,4,23
2024-03-11 00:30:00,0,6,2,2,6,3,19
2024-03-11 00:40:00,0,0,6,3,0,4,13
2024-03-11 00:50:00,1,5,5,3,4,3,21
2024-03-11 01:00:00,0,1,9,5,1,6,22
2024-03-11 01:10:00,0,1,1,1,1,1,5
2024-03-11 01:20:00,0,1,3,3,1,3,11
2024-03-11 01:30:00,0,0,1,1,0,1,3
2024-03-11 01:40:00,0,1,2,2,1,2,8
2024-03-11 01:50:00,0,1,0,0,1,0,2
2024-03-11 02:00:00,0,2,2,2,2,2,10
2024-03-11 02:10:00,0,1,2,0,1,2,6
2024-03-11 02:20:00,0,0,1,0,0,1,2
2024-03-11 02:30:00,0,1,1,1,1,2,6
2024-03-11 02:40:00,0,1,2,2,1,1,7
2024-03-11 02:50:00,0,0,0,1,0,0,1
2024-03-11 03:00:00,0,4,1,0,2,0,7
2024-03-11 03:10:00,0,1,2,2,1,2,8
2024-03-11 03:20:00,0,4,5,4,3,4,20
2024-03-11 03:30:00,0,1,0,0,1,0,2
2024-03-11 03:40:00,0,0,3,3,0,2,8
2024-03-11 03:50:00,0,4,2,2,4,0,12
2024-03-11 04:00:00,0,2,3,2,2,2,11
2024-03-11 04:10:00,2,3,2,1,4,3,15
2024-03-11 04:20:00,1,5,5,4,3,4,22
2024-03-11 04:30:00,2,5,7,6,5,5,30
2024-03-11 04:40:00,1,11,3,3,10,3,31
2024-03-11 04:50:00,1,6,1,0,8,1,17
2024-03-11 05:00:00,1,8,7,4,8,5,33
2024-03-11 05:10:00,3,20,9,6,28,11,77
2024-03-11 05:20:00,0,20,9,10,24,10,73
2024-03-11 05:30:00,1,22,10,7,32,9,81
2024-03-11 05:40:00,1,21,8,8,34,8,80
2024-03-11 05:50:00,3,28,18,17,58,15,139
2024-03-11 06:00:00,3,25,16,10,39,14,107
2024-03-11 06:10:00,3,29,12,10,58,14,126
2024-03-11 06:20:00,1,29,19,17,50,28,144
2024-03-11 06:30:00,2,43,18,13,86,31,193
2024-03-11 06:40:00,1,32,23,16,78,24,174
2024-03-11 06:50:00,1,29,26,23,78,42,199
2024-03-11 07:00:00,3,42,27,7,124,35,238
2024-03-11 07:10:00,3,44,32,6,63,41,189
2024-03-11 07:20:00,3,52,27,3,118,44,247
2024-03-11 07:30:00,1,62,37,9,114,37,260
2024-03-11 07:40:00,9,32,32,16,104,47,240
2024-03-11 07:50:00,3,33,33,13,110,29,221
2024-03-11 08:00:00,3,63,28,8,167,39,308
2024-03-11 08:10:00,6,44,37,13,113,47,260
2024-03-11 08:20:00,6,35,32,10,68,37,188
2024-03-11 08:30:00,4,66,31,18,134,49,302
2024-03-11 08:40:00,1,37,31,14,69,38,190
2024-03-11 08:50:00,3,39,34,8,88,36,208
2024-03-11 09:00:00,3,38,30,15,70,39,195
2024-03-11 09:10:00,3,38,32,11,42,41,167
2024-03-11 09:20:00,3,53,24,8,95,31,214
2024-03-11 09:30:00,3,42,31,10,68,31,185
2024-03-11 09:40:00,2,51,24,10,60,24,171
2024-03-11 09:50:00,4,28,31,9,41,29,142
2024-03-11 10:00:00,4,25,32,5,38,46,150
2024-03-11 10:10:00,4,34,26,14,63,32,173
2024-03-11 10:20:00,1,48,29,17,60,31,186
2024-03-11 10:30:00,2,35,24,11,53,33,158
2024-03-11 10:40:00,2,27,28,15,38,40,150
2024-03-11 10:50:00,2,30,25,9,34,23,123
2024-03-11 11:00:00,2,34,34,10,42,30,152
2024-03-11 11:10:00,3,26,25,9,37,39,139
2024-03-11 11:20:00,1,25,33,14,32,34,139
2024-03-11 11:30:00,4,32,45,4,35,43,163
2024-03-11 11:40:00,2,34,34,14,40,52,176
2024-03-11 11:50:00,1,40,30,12,44,41,168
2024-03-11 12:00:00,2,25,31,13,27,42,140
2024-03-11 12:10:00,2,21,29,16,26,49,143
2024-03-11 12:20:00,1,22,40,13,33,52,161
2024-03-11 12:30:00,2,33,42,11,43,53,184
2024-03-11 12:40:00,4,29,31,12,33,38,147
2024-03-11 12:50:00,2,38,37,19,43,56,195
2024-03-11 13:00:00,2,35,42,13,44,60,196
2024-03-11 13:10:00,4,46,34,18,49,64,215
2024-03-11 13:20:00,2,40,42,11,50,50,195
2024-03-11 13:30:00,2,39,37,11,48,39,176
2024-03-11 13:40:00,1,32,44,11,46,57,191
2024-03-11 13:50:00,1,22,33,15,43,44,158
2024-03-11 14:00:00,1,30,42,20,34,60,187
2024-03-11 14:10:00,2,24,45,12,36,59,178
2024-03-11 14:20:00,5,42,39,17,50,64,217
2024-03-11 14:30:00,2,28,63,14,39,81,227
2024-03-11 14:40:00,1,33,48,14,50,76,222
2024-03-11 14:50:00,2,30,42,17,38,61,190
2024-03-11 15:00:00,2,40,50,13,45,67,217
2024-03-11 15:10:00,3,48,52,18,52,65,238
2024-03-11 15:20:00,7,40,69,13,46,86,261
2024-03-11 15:30:00,3,41,40,12,54,81,231
2024-03-11 15:40:00,2,23,49,21,28,78,201
2024-03-11 15:50:00,5,34,49,7,47,86,228
2024-03-11 16:00:00,4,53,29,8,46,90,230
2024-03-11 16:10:00,2,42,73,17,50,104,288
2024-03-11 16:20:00,4,36,71,21,54,95,281
2024-03-11 16:30:00,1,56,74,13,61,107,312
2024-03-11 16:40:00,7,41,72,15,58,105,298
2024-03-11 16:50:00,2,47,68,17,50,90,274
2024-03-11 17:00:00,3,54,6,3,63,95,224
2024-03-11 17:10:00,4,44,52,13,49,105,267
2024-03-11 17:20:00,1,39,55,16,54,98,263
2024-03-11 17:30:00,6,37,49,18,63,107,280
2024-03-11 17:40:00,2,39,61,20,52,99,273
2024-03-11 17:50:00,2,33,55,12,35,85,222
2024-03-11 18:00:00,5,29,61,16,43,89,243
2024-03-11 18:10:00,1,38,41,12,37,76,205
2024-03-11 18:20:00,2,30,57,18,33,85,225
2024-03-11 18:30:00,4,26,41,19,30,57,177
2024-03-11 18:40:00,1,51,37,11,42,50,192
2024-03-11 18:50:00,3,46,62,10,32,45,198
2024-03-11 19:00:00,3,57,58,12,30,54,214
2024-03-11 19:10:00,3,50,54,12,27,45,191
2024-03-11 19:20:00,0,24,54,12,21,59,170
2024-03-11 19:30:00,3,52,33,15,31,31,165
2024-03-11 19:40:00,3,46,40,9,28,46,172
2024-03-11 19:50:00,8,46,33,10,29,24,150
2024-03-11 20:00:00,4,34,28,10,20,24,120
2024-03-11 20:10:00,3,21,47,13,13,34,131
2024-03-11 20:20:00,4,39,33,6,22,37,141
2024-03-11 20:30:00,3,28,36,7,24,26,124
2024-03-11 20:40:00,1,29,34,14,16,27,121
2024-03-11 20:50:00,2,25,25,5,16,18,91
2024-03-11 21:00:00,5,33,25,5,16,21,105
2024-03-11 21:10:00,6,8,45,11,4,33,107
2024-03-11 21:20:00,0,37,32,12,21,30,132
2024-03-11 21:30:00,1,29,24,11,16,15,96
2024-03-11 21:40:00,1,21,31,5,13,25,96
2024-03-11 21:50:00,0,28,24,6,16,18,92
2024-03-11 22:00:00,0,24,23,3,12,22,84
2024-03-11 22:10:00,1,8,23,3,4,17,56
2024-03-11 22:20:00,0,16,30,7,10,25,88
2024-03-11 22:30:00,1,13,21,4,7,18,64
2024-03-11 22:40:00,1,8,15,5,5,13,47
2024-03-11 22:50:00,2,6,9,4,3,5,29
2024-03-11 23:00:00,5,10,25,3,6,14,63
2024-03-11 23:10:00,1,6,10,2,3,9,31
2024-03-11 23:20:00,0,4,13,1,2,12,32
2024-03-11 23:30:00,0,10,8,1,5,9,33
2024-03-11 23:40:00,0,6,13,2,3,8,32
2024-03-11 23:50:00,0,2,11,1,1,8,23
2024-03-12 00:00:00,1,4,19,3,2,10,39
2024-03-12 00:10:00,0,3,4,1,2,4,14
2024-03-12 00:20:00,0,2,8,2,1,8,21
2024-03-12 00:30:00,0,7,10,3,4,9,33
2024-03-12 00:40:00,0,5,3,0,3,2,13
2024-03-12 00:50:00,0,6,5,0,3,1,15
2024-03-12 01:00:00,1,8,5,1,5,3,23
2024-03-12 01:10:00,0,2,4,1,1,2,10
2024-03-12 01:20:00,0,6,7,1,3,4,21
2024-03-12 01:30:00,2,0,5,1,0,4,12
2024-03-12 01:40:00,0,0,3,2,0,0,5
2024-03-12 01:50:00,0,1,0,0,1,0,2
2024-03-12 02:00:00,0,0,5,2,0,4,11
2024-03-12 02:10:00,0,3,2,0,2,1,8
2024-03-12 02:20:00,0,5,1,1,2,1,10
2024-03-12 02:30:00,0,0,1,0,0,1,2
2024-03-12 02:40:00,0,1,1,2,1,1,6
2024-03-12 02:50:00,0,2,6,2,1,2,13
2024-03-12 03:00:00,0,1,1,0,1,0,3
2024-03-12 03:10:00,0,3,2,1,3,1,10
2024-03-12 03:20:00,1,4,2,1,3,1,12
2024-03-12 03:30:00,0,4,4,0,2,2,12
2024-03-12 03:40:00,0,2,5,1,1,3,12
2024-03-12 03:50:00,0,4,1,1,2,2,10
2024-03-12 04:00:00,2,2,3,2,2,2,13
2024-03-12 04:10:00,1,4,4,0,2,4,15
2024-03-12 04:20:00,0,12,6,1,7,3,29
2024-03-12 04:30:00,1,12,2,0,9,1,25
2024-03-12 04:40:00,0,10,4,2,6,4,26
2024-03-12 04:50:00,0,17,5,0,10,4,36
2024-03-12 05:00:00,1,21,7,0,11,5,45
2024-03-12 05:10:00,1,35,9,0,23,8,76
2024-03-12 05:20:00,0,44,12,1,36,8,101
2024-03-12 05:30:00,1,48,8,2,32,5,96
2024-03-12 05:40:00,1,59,15,0,40,14,129
2024-03-12 05:50:00,0,65,20,3,53,16,157
2024-03-12 06:00:00,2,56,22,5,32,18,135
2024-03-12 06:10:00,4,86,20,1,54,13,178
2024-03-12 06:20:00,5,92,37,5,69,37,245
2024-03-12 06:30:00,3,84,28,2,59,24,200
2024-03-12 06:40:00,4,75,26,5,89,28,227
2024-03-12 06:50:00,1,37,17,7,50,31,143
2024-03-12 07:00:00,2,91,31,5,141,40,310
2024-03-12 07:10:00,3,76,30,6,93,41,249
2024-03-12 07:20:00,7,62,31,9,122,39,270
2024-03-12 07:30:00,1,86,39,8,134,43,311
2024-03-12 07:40:00,5,39,37,11,129,48,269
2024-03-12 07:50:00,10,17,30,16,80,35,188
2024-03-12 08:00:00,6,48,35,11,129,49,278
2024-03-12 08:10:00,3,31,38,11,126,56,265
2024-03-12 08:20:00,2,79,33,8,154,39,315
2024-03-12 08:30:00,5,49,26,6,131,45,262
2024-03-12 08:40:00,7,49,27,9,132,48,272
2024-03-12 08:50:00,7,18,38,9,90,52,214
2024-03-12 09:00:00,4,58,37,6,88,45,238
2024-03-12 09:10:00,6,52,39,12,65,33,207
2024-03-12 09:20:00,2,40,32,8,50,42,174
2024-03-12 09:30:00,1,43,22,5,74,34,179
2024-03-12 09:40:00,1,19,37,8,34,44,143
2024-03-12 09:50:00,3,24,27,4,57,26,141
2024-03-12 10:00:00,2,25,24,13,34,37,135
2024-03-12 10:10:00,3,30,32,8,49,45,167
2024-03-12 10:20:00,4,43,26,4,55,30,162
2024-03-12 10:30:00,1,42,30,9,50,31,163
2024-03-12 10:40:00,2,25,33,12,31,42,145
2024-03-12 10:50:00,2,41,35,13,58,35,184
2024-03-12 11:00:00,2,27,32,12,45,33,151
2024-03-12 11:10:00,3,33,38,14,39,47,174
2024-03-12 11:20:00,2,43,32,12,50,43,182
2024-03-12 11:30:00,4,34,40,13,47,52,190
2024-03-12 11:40:00,4,23,34,12,38,40,151
2024-03-12 11:50:00,1,25,33,12,28,48,147
2024-03-12 12:00:00,3,26,34,17,36,48,164
2024-03-12 12:10:00,3,37,38,11,40,53,182
2024-03-12 12:20:00,5,39,22,17,46,32,161
2024-03-12 12:30:00,1,26,41,12,36,59,175
2024-03-12 12:40:00,1,37,38,14,43,53,186
2024-03-12 12:50:00,3,29,34,11,49,46,172
2024-03-12 13:00:00,2,27,43,16,44,57,189
2024-03-12 13:10:00,1,34,43,18,41,48,185
2024-03-12 13:20:00,6,24,23,15,35,58,161
2024-03-12 13:30:00,4,34,42,10,50,48,188
2024-03-12 13:40:00,3,38,35,13,46,61,196
2024-03-12 13:50:00,2,34,38,10,42,53,179
2024-03-12 14:00:00,1,26,39,10,31,67,174
2024-03-12 14:10:00,2,32,32,16,42,62,186
2024-03-12 14:20:00,2,23,35,14,27,79,180
2024-03-12 14:30:00,5,38,49,24,47,69,232
2024-03-12 14:40:00,3,42,52,10,61,89,257
2024-03-12 14:50:00,2,34,66,16,38,80,236
2024-03-12 15:00:00,3,30,41,16,54,65,209
2024-03-12 15:10:00,4,39,45,15,60,83,246
2024-03-12 15:20:00,2,35,47,16,42,75,217
2024-03-12 15:30:00,2,45,57,10,54,80,248
2024-03-12 15:40:00,4,22,54,14,39,104,237
2024-03-12 15:50:00,2,41,49,21,56,102,271
2024-03-12 16:00:00,1,28,47,19,44,99,238
2024-03-12 16:10:00,3,27,66,23,40,106,265
2024-03-12 16:20:00,5,45,36,15,50,116,267
2024-03-12 16:30:00,4,35,50,13,49,119,270
2024-03-12 16:40:00,5,48,64,23,60,98,298
2024-03-12 16:50:00,3,33,49,21,56,101,263
2024-03-12 17:00:00,4,36,67,16,40,110,273
2024-03-12 17:10:00,1,42,58,20,70,131,322
2024-03-12 17:20:00,5,46,49,20,65,106,291
2024-03-12 17:30:00,3,40,51,19,59,116,288
2024-03-12 17:40:00,4,28,39,14,47,91,223
2024-03-12 17:50:00,3,42,48,25,64,87,269
2024-03-12 18:00:00,1,37,32,10,48,86,214
2024-03-12 18:10:00,4,29,52,19,34,90,228
2024-03-12 18:20:00,2,23,39,18,26,89,197
2024-03-12 18:30:00,5,63,70,18,40,82,278
2024-03-12 18:40:00,10,65,50,12,40,55,232
2024-03-12 18:50:00,2,40,39,16,24,47,168
2024-03-12 19:00:00,5,48,52,20,36,47,208
2024-03-12 19:10:00,3,59,38,11,38,45,194
2024-03-12 19:20:00,2,50,43,14,27,51,187
2024-03-12 19:30:00,3,46,48,6,23,43,169
2024-03-12 19:40:00,4,32,31,11,20,34,132
2024-03-12 19:50:00,0,33,42,12,22,37,146
2024-03-12 20:00:00,3,24,25,7,14,29,102
2024-03-12 20:10:00,2,32,27,8,18,27,114
2024-03-12 20:20:00,3,40,24,6,27,28,128
2024-03-12 20:30:00,1,22,33,17,14,37,124
2024-03-12 20:40:00,3,21,20,10,16,34,104
2024-03-12 20:50:00,3,10,20,15,12,25,85
2024-03-12 21:00:00,5,17,21,11,26,26,106
2024-03-12 21:10:00,3,10,22,20,11,25,91
2024-03-12 21:20:00,0,15,18,24,13,29,99
2024-03-12 21:30:00,2,11,21,19,17,24,94
2024-03-12 21:40:00,4,15,15,13,18,18,83
2024-03-12 21:50:00,2,15,22,14,15,29,97
2024-03-12 22:00:00,3,14,18,18,20,20,93
2024-03-12 22:10:00,1,7,14,12,7,19,60
2024-03-12 22:20:00,2,12,12,15,12,22,75
2024-03-12 22:30:00,3,6,13,12,7,17,58
2024-03-12 22:40:00,3,9,11,9,10,16,58
2024-03-12 22:50:00,1,3,14,11,6,17,52
2024-03-12 23:00:00,1,5,8,7,6,15,42
2024-03-12 23:10:00,1,4,11,9,3,10,38
2024-03-12 23:20:00,4,1,15,10,2,11,43
2024-03-12 23:30:00,1,4,3,6,6,6,26
2024-03-12 23:40:00,0,2,7,5,2,8,24
2024-03-12 23:50:00,0,3,5,3,3,7,21
2024-03-13 00:00:00,1,2,6,5,2,5,21
2024-03-13 00:10:00,0,1,7,6,1,6,21
2024-03-13 00:20:00,1,4,8,5,4,5,27
2024-03-13 00:30:00,0,4,3,2,4,4,17
2024-03-13 00:40:00,0,2,3,1,2,3,11
2024-03-13 00:50:00,1,4,5,5,3,5,23
2024-03-13 01:00:00,0,2,1,3,2,1,9
2024-03-13 01:10:00,0,1,3,2,1,1,8
2024-03-13 01:20:00,0,0,2,2,0,3,7
2024-03-13 01:30:00,0,2,4,3,2,5,16
2024-03-13 01:40:00,0,1,3,1,1,3,9
2024-03-13 01:50:00,0,1,4,3,1,3,12
2024-03-13 02:00:00,0,3,4,6,3,4,20
2024-03-13 02:10:00,1,2,2,2,2,2,11
2024-03-13 02:20:00,0,1,1,0,2,1,5
2024-03-13 02:30:00,0,1,3,3,1,3,11
2024-03-13 02:40:00,0,0,3,2,0,2,7
2024-03-13 02:50:00,2,1,3,4,1,4,15
2024-03-13 03:00:00,0,2,0,0,1,0,3
2024-03-13 03:10:00,0,1,1,2,1,1,6
