datetime,D11Z,V111Z,D12Z,V121Z,D21Z,V211Z,D23Z,D22Z,V221Z,D31Z,V311Z,D32Z,V321Z,D41Z,V411Z,D43Z,D42Z,V421Z,D44Z,Total
2024-03-19 07:30:00,31,17,45,15,7,8,120,0,9,73,9,22,9,30,35,23,19,25,14,511
2024-03-19 07:40:00,29,13,59,24,10,21,77,0,10,84,5,9,15,28,29,14,16,12,8,463
2024-03-19 07:50:00,28,12,36,15,10,6,101,0,9,81,9,16,7,21,17,12,17,18,7,422
2024-03-19 08:00:00,39,18,65,21,8,7,61,0,12,77,5,15,12,26,28,15,22,18,8,457
2024-03-19 08:10:00,19,11,46,31,9,13,65,0,23,94,8,18,14,11,16,11,23,16,8,436
2024-03-19 08:20:00,18,18,43,23,5,16,55,0,26,73,8,18,15,25,24,16,14,11,2,410
2024-03-19 08:30:00,36,23,52,28,12,16,63,0,17,89,5,20,12,20,24,10,18,10,8,463
2024-03-19 08:40:00,37,18,58,29,10,13,55,0,15,83,4,23,16,18,20,15,18,23,13,468
2024-03-19 08:50:00,25,13,52,30,11,11,53,0,18,74,6,13,7,24,29,14,16,20,12,428
2024-03-19 09:00:00,24,10,35,20,7,16,84,0,14,80,6,16,12,23,23,15,16,12,6,419
2024-03-19 09:10:00,29,12,47,22,7,21,60,0,13,59,5,33,13,24,31,15,17,22,10,440
2024-03-19 09:20:00,17,11,35,28,5,14,54,0,12,66,0,13,10,16,21,12,13,16,7,350
2024-03-19 09:30:00,17,7,40,19,4,17,76,0,11,56,1,16,4,23,28,14,15,15,9,372
2024-03-19 09:40:00,22,14,45,16,9,8,53,0,12,60,9,14,5,21,24,18,7,7,4,348
2024-03-19 09:50:00,20,19,39,17,6,22,49,0,16,58,4,17,7,34,29,10,23,19,10,399
2024-03-19 10:00:00,25,18,44,18,2,25,47,0,11,65,6,14,4,19,29,16,16,13,9,381
2024-03-19 10:10:00,32,21,37,22,8,21,46,0,10,63,1,16,4,25,25,13,13,7,7,371
2024-03-19 10:20:00,25,19,47,24,6,17,59,0,24,58,2,16,8,28,33,15,19,17,10,427
2024-03-19 10:30:00,26,8,35,25,2,10,40,0,9,60,1,17,9,36,37,19,17,20,11,382
2024-03-19 10:40:00,30,17,41,26,8,18,48,0,20,66,4,5,6,35,36,23,20,4,10,417
2024-03-19 10:50:00,29,14,43,23,5,19,51,0,17,58,5,0,5,24,31,24,13,15,9,385
2024-03-19 11:00:00,21,11,45,14,6,15,50,0,11,70,3,5,6,27,33,18,19,18,10,382
2024-03-19 11:10:00,30,21,42,37,3,21,40,0,13,59,2,10,12,15,17,12,16,12,15,377
2024-03-19 11:20:00,18,9,39,23,4,17,47,0,12,56,2,23,5,42,44,22,14,15,12,404
2024-03-19 11:30:00,26,16,51,20,5,24,34,0,15,48,4,20,6,38,40,19,15,18,11,410
2024-03-19 11:40:00,22,15,42,19,3,16,50,0,9,40,10,22,6,38,47,19,23,23,15,419
2024-03-19 11:50:00,30,21,43,16,5,14,44,0,12,64,5,11,6,36,33,14,29,23,11,417
2024-03-19 12:00:00,23,10,47,22,5,19,42,0,11,42,4,26,8,22,26,16,13,13,9,358
2024-03-19 12:10:00,18,13,39,18,12,4,11,0,12,47,6,27,3,21,30,17,19,23,16,336
2024-03-19 12:20:00,31,22,47,27,7,8,5,0,26,62,4,9,5,18,29,16,28,28,17,389
2024-03-19 12:30:00,18,12,43,28,9,12,31,0,16,62,6,4,3,31,29,14,17,12,8,355
2024-03-19 12:40:00,21,10,48,34,8,19,51,0,12,66,3,16,10,28,32,12,18,18,12,418
2024-03-19 12:50:00,23,12,38,21,8,22,53,0,13,52,2,11,6,27,32,17,17,20,14,388
2024-03-19 13:00:00,21,17,53,27,4,25,56,0,19,65,2,21,9,39,37,17,20,19,11,462
2024-03-19 13:10:00,18,13,54,31,5,24,42,0,12,55,5,22,9,25,32,14,14,13,10,398
2024-03-19 13:20:00,25,10,48,16,8,13,20,0,18,51,5,31,6,31,37,15,16,20,10,380
2024-03-19 13:30:00,33,16,51,15,7,14,44,0,11,50,2,20,6,36,42,21,15,17,13,413
2024-03-19 13:40:00,20,13,51,14,5,15,41,0,10,61,8,19,3,30,32,15,14,15,13,379
2024-03-19 13:50:00,14,9,43,26,7,17,42,0,12,62,4,21,7,29,36,22,19,20,13,403
2024-03-19 14:00:00,29,11,49,20,3,15,33,0,18,55,4,17,7,34,39,17,18,18,14,401
2024-03-19 14:10:00,22,15,48,30,7,25,36,0,15,58,6,23,5,38,43,25,19,21,15,451
2024-03-19 14:20:00,22,11,47,19,9,17,49,0,14,56,5,12,9,49,53,20,17,19,12,440
2024-03-19 14:30:00,14,9,48,28,6,15,46,0,16,59,1,13,12,40,40,20,30,23,7,427
2024-03-19 14:40:00,27,15,52,24,10,18,40,0,12,67,8,15,8,37,40,17,10,12,8,420
2024-03-19 14:50:00,27,19,85,12,4,24,39,0,13,62,6,16,5,56,57,19,24,22,14,504
2024-03-19 15:00:00,31,21,67,26,7,18,40,0,11,73,9,25,5,39,45,20,19,25,13,494
2024-03-19 15:10:00,25,14,63,22,6,16,38,0,12,66,7,12,3,51,55,19,11,14,9,443
2024-03-19 15:20:00,32,19,69,24,6,6,54,0,11,72,4,14,8,55,53,14,19,17,10,487
2024-03-19 15:30:00,31,16,75,24,6,14,41,0,11,71,6,14,5,50,57,24,13,16,10,484
2024-03-19 15:40:00,24,10,58,12,3,16,52,0,8,69,7,27,11,52,60,26,18,27,16,496
2024-03-19 15:50:00,21,10,61,30,6,14,46,0,10,55,8,11,6,54,57,18,27,21,10,465
2024-03-19 16:00:00,26,14,76,22,13,12,48,0,11,66,8,19,5,57,58,16,22,22,15,510
2024-03-19 16:10:00,40,18,62,28,8,16,44,0,12,82,6,18,3,44,50,19,22,25,15,512
2024-03-19 16:20:00,37,13,115,28,11,14,38,0,5,69,7,19,6,56,58,19,19,17,12,543
2024-03-19 16:30:00,26,13,65,22,11,16,28,0,15,64,8,14,7,47,53,15,24,22,12,462
2024-03-19 16:40:00,23,15,68,22,8,12,50,0,17,83,3,11,5,51,57,20,21,22,11,499
2024-03-19 16:50:00,41,15,67,17,9,13,41,0,9,80,7,12,7,58,57,18,25,28,17,521
2024-03-19 17:00:00,42,20,77,19,13,15,38,0,11,69,8,17,6,45,45,11,17,18,9,480
2024-03-19 17:10:00,22,12,47,21,7,12,38,0,12,62,4,21,8,61,62,24,31,26,15,485
2024-03-19 17:20:00,24,13,62,27,12,15,49,0,17,67,8,26,5,58,62,17,21,20,12,515
2024-03-19 17:30:00,29,14,65,22,11,16,37,0,9,58,7,25,6,53,57,7,21,20,13,470
2024-03-19 17:40:00,31,19,66,24,3,15,30,0,11,62,9,18,9,50,55,20,24,27,16,489
2024-03-19 17:50:00,26,15,61,34,6,17,29,0,12,54,10,23,9,39,46,19,27,31,20,478
2024-03-19 18:00:00,26,17,64,20,9,10,38,0,8,66,9,14,11,30,37,19,21,22,13,434
2024-03-19 18:10:00,21,15,60,20,5,14,29,0,9,68,6,21,6,42,47,14,21,21,10,429
2024-03-19 18:20:00,94,13,67,19,3,20,32,0,12,46,7,16,7,57,61,20,27,25,10,536
2024-03-19 18:30:00,30,12,71,34,11,16,33,0,7,53,10,19,3,38,44,19,19,23,10,452
2024-03-19 18:40:00,23,14,47,64,2,20,39,0,15,65,6,27,7,37,37,20,22,20,11,476
2024-03-19 18:50:00,11,10,50,21,3,10,56,0,15,37,12,23,3,35,33,22,15,17,10,383
2024-03-19 19:00:00,18,17,54,17,11,19,27,0,16,40,3,22,8,34,37,30,9,13,12,387
2024-03-19 19:10:00,17,16,43,18,3,15,21,0,11,45,9,21,5,26,29,28,12,15,11,345
2024-03-19 19:20:00,15,11,50,14,2,19,22,0,11,43,5,20,10,23,28,24,16,15,25,353
2024-03-19 19:30:00,14,16,34,17,0,14,21,0,8,29,7,17,5,24,28,26,10,10,12,292
2024-03-19 19:40:00,15,16,39,14,1,12,21,0,14,36,9,26,3,16,22,26,10,14,22,316
2024-03-19 19:50:00,12,10,32,13,3,19,18,0,5,36,7,18,9,31,36,24,15,18,19,325
2024-03-19 20:00:00,14,15,39,15,2,21,28,0,16,30,6,24,10,30,31,22,13,11,9,336
2024-03-19 20:10:00,14,18,26,10,3,18,26,0,10,34,5,20,14,29,63,29,10,15,15,359
2024-03-19 20:20:00,9,8,30,20,4,22,20,0,5,28,4,27,9,26,26,30,13,12,11,304
2024-03-19 20:30:00,7,8,28,13,4,10,14,0,5,27,4,22,4,18,23,20,43,18,19,287
2024-03-19 20:40:00,14,17,30,16,3,13,25,0,16,24,2,23,3,47,18,19,7,7,13,297
2024-03-19 20:50:00,7,12,23,11,4,11,17,0,9,27,4,27,4,14,18,17,6,6,6,223
2024-03-19 21:00:00,9,10,25,12,2,6,10,0,2,26,2,16,0,8,11,9,11,10,6,175
2024-03-19 21:10:00,16,19,28,14,1,12,15,0,3,27,3,20,3,15,19,19,13,13,13,253
2024-03-19 21:20:00,8,11,28,12,2,6,9,0,4,30,7,27,6,13,16,19,18,15,18,249
2024-03-19 21:30:00,5,9,21,14,2,5,15,0,9,12,3,11,2,20,21,18,14,17,16,214
2024-03-19 21:40:00,5,8,35,15,1,7,13,0,5,25,4,24,8,10,16,16,12,13,12,229
2024-03-19 21:50:00,10,9,22,13,1,9,11,0,2,23,4,22,5,11,13,13,7,11,7,193
2024-03-19 22:00:00,11,9,19,10,1,6,10,0,8,20,5,17,2,8,7,8,7,6,8,162
2024-03-19 22:10:00,3,3,35,10,0,5,9,0,4,18,4,16,0,13,16,16,11,13,12,188
2024-03-19 22:20:00,6,9,24,14,1,8,9,0,5,13,0,15,7,10,15,13,10,9,8,176
2024-03-19 22:30:00,14,16,8,10,2,6,9,0,3,14,1,10,2,10,12,8,5,8,6,144
2024-03-19 22:40:00,5,8,16,8,0,5,8,0,12,12,1,10,2,11,11,14,5,6,4,138
2024-03-19 22:50:00,2,1,17,8,1,6,5,0,3,12,3,12,1,13,13,14,7,7,7,132
2024-03-19 23:00:00,3,5,15,7,1,2,1,0,3,8,3,9,2,5,5,4,5,5,5,88
2024-03-19 23:10:00,6,8,13,9,1,1,2,0,2,14,1,11,0,1,3,3,5,3,4,87
2024-03-19 23:20:00,7,5,18,15,1,2,3,0,6,6,2,7,2,11,12,15,8,8,10,138
2024-03-19 23:30:00,4,4,8,7,0,0,0,0,0,9,1,9,3,4,5,6,7,6,4,77
2024-03-19 23:40:00,0,0,8,9,0,3,6,0,3,11,1,12,1,4,4,5,3,2,2,74
2024-03-19 23:50:00,0,0,10,3,0,1,2,0,0,6,1,6,0,9,9,9,6,5,3,70
2024-03-20 00:00:00,1,2,7,5,0,4,8,0,2,2,0,2,4,3,5,5,4,4,3,61
2024-03-20 00:10:00,2,3,9,5,0,1,1,0,0,13,2,9,4,3,5,5,4,5,5,76
2024-03-20 00:20:00,2,1,6,4,0,4,6,0,3,7,2,7,0,6,5,5,2,3,2,65
2024-03-20 00:30:00,6,6,5,4,1,5,9,0,2,8,0,8,2,0,1,1,1,2,2,63
2024-03-20 00:40:00,0,0,5,5,0,3,3,0,0,2,0,2,0,2,4,5,3,3,5,42
2024-03-20 00:50:00,3,3,2,1,0,1,2,0,2,8,0,6,0,1,3,1,2,2,3,40
2024-03-20 01:00:00,3,0,8,8,0,2,2,0,0,2,0,2,0,3,4,4,3,3,3,47
2024-03-20 01:10:00,0,0,2,2,0,0,2,0,1,3,0,3,0,0,0,0,0,0,0,13
2024-03-20 01:20:00,3,4,3,2,0,1,2,0,2,6,0,7,1,1,1,1,0,0,0,34
2024-03-20 01:30:00,5,8,2,1,0,0,0,0,0,3,0,4,0,3,5,4,2,2,4,43
2024-03-20 01:40:00,0,0,5,3,0,0,0,0,0,4,0,5,0,3,7,6,6,6,6,51
2024-03-20 01:50:00,2,3,0,0,0,3,3,0,0,6,1,6,0,1,2,2,1,1,1,32
2024-03-20 02:00:00,1,1,1,2,0,2,2,0,0,3,0,3,0,1,1,1,1,2,1,22
2024-03-20 02:10:00,1,2,0,0,0,1,1,0,0,3,0,3,0,3,3,4,4,2,2,29
2024-03-20 02:20:00,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,12
2024-03-20 02:30:00,1,2,3,2,0,1,1,0,0,1,0,1,0,1,1,2,1,1,1,19
2024-03-20 02:40:00,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4
2024-03-20 02:50:00,0,0,1,0,0,1,1,0,0,3,0,3,0,0,0,0,0,0,0,9
2024-03-20 03:00:00,1,1,5,2,0,0,0,0,0,1,0,1,0,3,3,4,2,1,0,24
2024-03-20 03:10:00,2,4,5,5,0,3,3,0,0,2,0,3,1,2,2,3,3,1,0,39
2024-03-20 03:20:00,1,2,2,0,0,1,1,0,0,5,0,5,0,1,1,2,2,2,1,26
2024-03-20 03:30:00,0,0,2,1,0,1,1,0,1,4,0,4,0,0,0,1,2,2,1,20
2024-03-20 03:40:00,0,0,1,1,0,2,2,0,0,2,0,2,0,1,1,2,1,2,1,18
2024-03-20 03:50:00,1,1,3,1,0,0,0,0,0,0,0,0,0,3,4,3,3,2,2,23
2024-03-20 04:00:00,0,0,6,3,0,1,1,0,0,1,0,1,0,4,1,1,2,2,1,24
2024-03-20 04:10:00,2,4,2,1,0,0,1,0,0,2,0,3,0,0,1,1,1,1,1,20
2024-03-20 04:20:00,1,2,7,4,0,2,1,0,4,2,0,2,0,1,1,1,2,1,0,31
2024-03-20 04:30:00,1,2,4,2,0,0,0,0,0,5,0,5,0,1,1,1,0,0,0,22
2024-03-20 04:40:00,2,1,10,5,0,2,2,0,0,5,1,8,0,0,0,0,4,1,0,41
2024-03-20 04:50:00,0,0,5,2,0,0,0,0,1,14,0,13,2,3,3,3,1,1,1,49
2024-03-20 05:00:00,3,2,6,2,1,2,3,0,2,4,1,5,0,1,1,2,3,3,0,41
2024-03-20 05:10:00,8,11,6,3,0,3,5,0,5,18,0,16,2,7,6,5,5,1,2,103
2024-03-20 05:20:00,4,6,18,7,1,2,2,0,2,10,0,10,0,10,13,11,7,6,6,115
2024-03-20 05:30:00,4,4,15,7,0,5,9,0,4,19,3,17,3,7,10,11,2,2,2,124
2024-03-20 05:40:00,7,9,19,8,3,4,8,0,5,22,0,14,4,6,7,9,7,6,4,142
2024-03-20 05:50:00,5,8,18,10,2,19,24,0,4,33,1,14,6,4,10,12,8,9,10,197
2024-03-20 06:00:00,10,13,23,12,0,14,19,0,10,27,3,18,4,10,12,13,8,2,3,201
2024-03-20 06:10:00,9,5,24,11,2,19,26,0,5,26,2,18,7,5,7,5,6,9,6,192
2024-03-20 06:20:00,13,9,33,17,1,14,20,0,5,46,2,28,5,15,16,15,9,9,6,263
2024-03-20 06:30:00,17,14,23,14,1,18,29,0,6,33,2,18,7,7,13,10,10,8,6,236
2024-03-20 06:40:00,16,13,26,20,1,18,36,0,7,49,3,31,6,19,19,17,12,11,10,314
2024-03-20 06:50:00,14,10,29,24,6,19,33,0,7,45,4,29,9,21,26,18,12,16,9,331
2024-03-20 07:00:00,23,16,30,15,2,11,32,0,4,51,5,25,4,17,17,12,14,8,5,291
2024-03-20 07:10:00,31,19,56,24,5,18,47,0,7,64,1,25,9,21,24,18,12,12,7,400
2024-03-20 07:20:00,32,17,50,28,1,16,61,0,4,52,10,22,7,29,35,22,17,21,12,436
2024-03-20 07:30:00,28,13,55,25,9,12,74,0,13,77,7,22,12,30,36,19,20,24,12,488
2024-03-20 07:40:00,42,19,50,25,10,12,57,0,9,80,10,19,5,21,24,14,18,17,11,443
2024-03-20 07:50:00,22,16,49,20,8,13,118,0,10,80,8,6,4,28,36,15,25,19,10,487
2024-03-20 08:00:00,31,12,47,16,11,10,69,0,7,83,9,10,6,19,23,10,16,15,7,401
2024-03-20 08:10:00,32,17,65,19,13,10,82,0,11,74,7,7,8,17,19,8,18,12,9,428
2024-03-20 08:20:00,29,12,41,26,10,12,67,0,14,86,7,13,9,20,27,16,15,17,8,429
2024-03-20 08:30:00,24,17,56,35,10,16,66,0,8,75,10,8,17,17,19,11,11,15,10,425
2024-03-20 08:40:00,43,22,56,27,8,16,60,0,11,91,11,11,8,13,18,12,16,12,6,441
2024-03-20 08:50:00,31,22,50,28,2,10,52,0,6,89,5,18,14,25,23,13,18,15,12,433
2024-03-20 09:00:00,39,13,61,28,7,15,49,0,12,84,10,20,10,20,23,21,10,11,4,437
2024-03-20 09:10:00,25,15,49,22,3,21,48,0,7,71,8,22,11,28,32,20,24,20,8,434
2024-03-20 09:20:00,26,15,41,28,10,21,57,0,16,64,1,21,8,23,23,14,13,11,11,403
2024-03-20 09:30:00,23,14,39,23,8,19,45,0,9,47,5,18,7,27,33,22,17,16,13,385
2024-03-20 09:40:00,27,16,52,23,3,20,46,0,10,67,3,13,5,24,26,20,13,13,8,389
2024-03-20 09:50:00,20,14,48,28,8,20,52,0,15,55,5,17,6,42,21,14,16,17,8,406
2024-03-20 10:00:00,23,12,41,14,7,11,51,0,15,66,4,42,8,27,31,24,12,15,10,413
2024-03-20 10:10:00,23,13,36,16,6,10,42,0,28,59,4,28,7,28,35,17,21,21,11,405
2024-03-20 10:20:00,25,15,47,27,11,11,23,0,14,55,1,21,6,31,31,18,19,19,8,382
2024-03-20 10:30:00,28,21,32,29,6,14,46,0,12,51,4,7,6,29,38,19,18,18,17,395
2024-03-20 10:40:00,21,12,48,24,7,15,48,0,13,63,3,5,10,31,28,17,15,21,10,391
2024-03-20 10:50:00,31,21,44,27,4,15,46,0,14,54,1,25,3,33,38,19,13,16,11,415
2024-03-20 11:00:00,20,19,40,27,4,20,49,0,13,59,4,16,7,27,31,17,15,14,6,388
2024-03-20 11:10:00,26,14,56,23,8,11,44,0,8,57,4,17,6,30,36,16,15,14,9,394
2024-03-20 11:20:00,23,12,41,25,8,6,60,0,9,62,2,17,4,36,34,21,14,14,7,395
2024-03-20 11:30:00,24,17,45,29,9,20,46,0,12,68,7,19,3,24,23,13,16,16,10,401
2024-03-20 11:40:00,16,12,35,21,4,11,46,0,15,51,8,20,7,33,41,21,21,21,10,393
2024-03-20 11:50:00,16,13,38,21,6,10,63,0,11,58,6,18,5,29,31,14,19,18,8,384
2024-03-20 12:00:00,19,13,43,20,8,13,56,0,9,54,2,21,8,23,29,19,11,12,7,367
2024-03-20 12:10:00,15,12,41,25,9,25,39,0,12,47,7,17,6,35,38,17,13,12,8,378
2024-03-20 12:20:00,24,16,47,18,3,25,43,0,11,55,3,25,7,35,43,20,21,23,11,430
2024-03-20 12:30:00,21,16,36,20,10,16,40,0,13,47,2,19,8,31,34,16,21,21,14,385
2024-03-20 12:40:00,22,14,43,28,7,15,41,0,9,47,6,19,4,28,33,22,24,22,10,394
2024-03-20 12:50:00,24,17,62,27,8,16,32,0,12,60,6,22,5,28,37,20,17,19,13,425
2024-03-20 13:00:00,19,8,43,25,2,25,49,0,13,63,3,11,6,31,34,17,22,17,11,399
2024-03-20 13:10:00,29,22,48,27,4,22,44,0,12,55,6,29,7,30,30,17,15,13,10,420
2024-03-20 13:20:00,26,20,38,18,8,22,45,0,8,52,6,20,2,35,29,26,23,21,12,411
2024-03-20 13:30:00,13,7,36,13,2,18,39,0,14,63,7,14,5,29,30,16,18,27,12,363
2024-03-20 13:40:00,20,9,47,24,8,26,40,0,9,60,5,14,5,41,46,20,29,36,14,453
2024-03-20 13:50:00,25,12,44,23,5,16,39,0,13,64,12,17,4,26,30,21,30,23,13,417
2024-03-20 14:00:00,20,15,45,20,2,24,36,0,7,56,2,19,7,33,37,21,22,21,15,402
2024-03-20 14:10:00,23,17,45,32,10,26,40,0,13,64,4,19,9,38,40,21,12,16,11,440
2024-03-20 14:20:00,23,13,51,21,10,26,44,0,7,64,9,3,6,25,33,16,21,24,15,411
2024-03-20 14:30:00,38,18,57,15,8,15,37,0,17,67,3,14,3,36,38,22,21,22,12,443
2024-03-20 14:40:00,27,19,91,18,6,18,35,0,16,65,8,21,6,43,51,19,24,32,11,510
2024-03-20 14:50:00,23,13,58,7,9,19,37,0,12,57,7,8,4,46,47,25,26,25,9,432
2024-03-20 15:00:00,28,9,76,30,3,19,43,0,23,70,5,18,8,45,48,14,14,17,10,480
2024-03-20 15:10:00,25,14,63,25,11,21,40,0,12,59,4,19,10,50,60,16,20,22,15,486
2024-03-20 15:20:00,32,15,68,19,11,18,43,0,8,67,6,16,6,59,59,14,21,21,15,498
2024-03-20 15:30:00,43,18,70,24,5,17,39,0,14,71,4,21,8,56,61,9,24,24,14,522
2024-03-20 15:40:00,23,13,64,37,11,20,38,0,13,75,7,27,5,65,59,19,22,22,14,534
2024-03-20 15:50:00,25,14,65,27,7,21,92,0,12,70,4,12,7,47,50,24,20,19,14,530
2024-03-20 16:00:00,34,15,62,16,10,15,48,0,13,78,15,15,8,39,42,14,21,26,10,481
2024-03-20 16:10:00,24,13,74,21,6,18,44,0,12,86,10,15,9,54,59,22,22,21,10,520
2024-03-20 16:20:00,20,15,63,32,5,20,38,0,12,73,8,17,10,40,43,23,20,26,13,478
2024-03-20 16:30:00,23,18,70,29,6,18,48,0,7,56,8,21,8,45,53,28,22,23,15,498
2024-03-20 16:40:00,27,15,65,19,6,15,32,0,12,82,13,15,5,54,57,21,19,24,14,495
2024-03-20 16:50:00,23,16,65,26,4,23,44,0,17,80,6,26,10,43,50,24,24,24,9,514
2024-03-20 17:00:00,32,14,80,35,3,18,42,0,7,71,17,20,4,121,59,18,22,21,10,594
2024-03-20 17:10:00,21,17,63,28,8,21,38,0,11,74,5,27,10,53,57,17,27,31,16,524
2024-03-20 17:20:00,31,10,63,20,6,12,45,0,5,74,8,10,6,53,59,17,24,19,5,467
2024-03-20 17:30:00,30,14,61,22,10,11,33,0,10,64,7,18,7,49,51,17,21,20,11,456
2024-03-20 17:40:00,18,12,67,19,5,21,44,0,17,67,11,17,10,44,47,17,24,22,12,474
2024-03-20 17:50:00,27,16,67,27,14,14,28,0,9,67,16,12,17,39,46,19,21,20,7,466
2024-03-20 18:00:00,38,18,53,16,8,16,39,0,12,72,9,23,6,40,44,23,25,20,10,472
2024-03-20 18:10:00,27,15,69,30,7,17,48,0,11,57,9,27,10,36,42,17,25,25,14,486
2024-03-20 18:20:00,20,17,51,24,12,19,34,0,16,53,6,19,7,30,32,19,28,29,13,429
2024-03-20 18:30:00,25,16,59,34,10,94,37,0,22,47,5,28,6,37,38,13,20,25,8,524
2024-03-20 18:40:00,21,15,61,25,5,214,19,0,11,42,4,20,4,34,41,28,33,30,12,619
2024-03-20 18:50:00,18,18,55,19,4,19,37,0,59,58,10,24,11,31,40,33,24,22,16,498
2024-03-20 19:00:00,19,8,49,19,8,20,34,0,12,41,10,25,13,27,26,28,15,15,17,386
2024-03-20 19:10:00,17,15,48,18,5,17,37,0,9,48,7,22,6,30,32,32,10,17,19,389
2024-03-20 19:20:00,9,13,26,15,5,16,32,0,3,25,9,20,6,31,36,32,28,22,22,350
2024-03-20 19:30:00,17,16,47,30,6,16,21,0,8,42,8,25,11,22,28,22,15,20,21,375
2024-03-20 19:40:00,17,13,40,17,5,14,18,0,9,38,9,13,3,23,25,24,14,14,10,306
2024-03-20 19:50:00,16,15,42,11,3,17,24,0,26,39,3,18,6,25,29,23,16,18,23,354
2024-03-20 20:00:00,12,16,37,19,2,15,31,0,13,26,5,24,5,20,23,19,8,7,14,296
2024-03-20 20:10:00,14,14,36,23,2,23,27,0,9,29,4,23,5,17,20,12,9,11,10,288
2024-03-20 20:20:00,19,19,31,16,2,8,12,0,7,27,5,21,2,25,29,19,13,13,24,292
2024-03-20 20:30:00,9,8,30,18,1,14,19,0,5,28,7,25,10,15,19,16,9,8,11,252
2024-03-20 20:40:00,15,25,228,16,1,12,17,0,2,26,1,21,2,15,17,22,10,12,17,459
2024-03-20 20:50:00,6,8,21,15,2,14,19,0,3,20,7,20,0,18,18,14,8,7,9,209
2024-03-20 21:00:00,12,13,25,18,2,8,12,0,1,23,1,19,2,14,20,16,9,10,14,219
2024-03-20 21:10:00,8,12,26,21,1,14,19,0,9,24,1,18,7,15,19,11,12,11,12,240
2024-03-20 21:20:00,5,8,24,14,4,13,15,0,2,29,3,19,3,11,17,20,9,8,11,215
2024-03-20 21:30:00,12,10,28,18,0,12,22,0,10,25,2,24,4,17,16,12,7,4,5,228
2024-03-20 21:40:00,15,19,90,16,0,9,11,0,8,22,2,22,1,14,16,16,10,11,10,292
2024-03-20 21:50:00,2,3,28,11,0,11,7,0,1,20,0,15,8,11,13,14,12,9,9,174
2024-03-20 22:00:00,8,11,19,13,2,11,13,0,6,20,2,17,8,20,25,20,8,10,11,224
2024-03-20 22:10:00,8,10,23,10,1,7,9,0,6,23,3,17,2,35,18,21,10,9,8,220
2024-03-20 22:20:00,6,9,24,15,0,4,4,0,6,10,3,12,3,15,19,16,12,13,16,187
2024-03-20 22:30:00,6,6,21,11,0,13,11,0,5,14,4,16,3,9,13,13,7,6,7,165
2024-03-20 22:40:00,4,6,12,8,0,10,10,0,3,19,0,11,0,10,12,10,7,7,9,138
2024-03-20 22:50:00,4,6,14,6,1,2,5,0,2,12,3,13,2,10,11,10,4,8,6,119
2024-03-20 23:00:00,4,4,11,7,1,7,6,0,3,15,1,16,4,5,7,6,5,7,8,117
2024-03-20 23:10:00,8,7,17,8,1,4,4,0,5,13,4,13,1,7,11,11,7,6,6,133
2024-03-20 23:20:00,6,8,6,3,0,7,7,0,3,10,2,13,1,8,10,10,6,5,4,109
2024-03-20 23:30:00,6,5,8,4,1,2,5,0,4,6,0,5,0,4,6,5,5,4,5,75
2024-03-20 23:40:00,1,1,6,4,0,4,5,0,1,4,2,5,3,9,11,9,4,5,5,79
2024-03-20 23:50:00,0,0,5,4,0,1,1,0,0,8,2,11,2,5,5,5,2,1,1,53
2024-03-21 00:00:00,3,7,7,3,0,2,2,0,1,6,1,5,0,2,4,3,4,3,5,58
2024-03-21 00:10:00,1,2,8,4,0,0,0,0,0,6,1,7,0,5,8,6,4,4,4,60
2024-03-21 00:20:00,1,0,9,7,0,3,4,0,0,6,1,4,0,4,4,4,3,4,3,57
2024-03-21 00:30:00,4,2,7,6,0,2,2,0,0,3,0,3,3,3,3,3,0,0,0,41
2024-03-21 00:40:00,1,0,2,2,0,0,0,0,0,6,0,7,0,3,3,5,1,1,1,32
2024-03-21 00:50:00,1,1,6,2,0,0,0,0,0,3,0,3,1,5,3,3,3,3,4,38
2024-03-21 01:00:00,3,1,5,5,0,1,1,0,0,2,0,2,0,2,2,2,0,0,0,26
2024-03-21 01:10:00,3,3,5,3,0,1,1,0,1,4,0,4,0,1,1,1,3,0,0,31
2024-03-21 01:20:00,0,2,6,4,0,0,0,0,0,8,0,8,0,3,3,6,3,3,3,49
2024-03-21 01:30:00,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7
2024-03-21 01:40:00,2,3,6,2,0,1,1,0,0,4,0,5,1,2,4,4,3,3,4,45
2024-03-21 01:50:00,1,1,2,2,0,3,3,0,0,3,0,4,0,0,0,0,0,0,0,19
2024-03-21 02:00:00,0,0,2,2,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,10
2024-03-21 02:10:00,0,0,3,3,1,2,3,0,0,2,0,2,3,1,2,2,1,2,2,29
2024-03-21 02:20:00,1,1,4,2,0,0,1,0,0,2,0,2,0,0,1,1,1,1,2,19
2024-03-21 02:30:00,1,2,4,3,0,0,0,0,0,2,0,3,1,6,10,11,6,8,8,65
2024-03-21 02:40:00,1,2,2,0,0,2,2,0,0,0,0,0,0,3,5,5,4,3,4,33
2024-03-21 02:50:00,2,2,7,7,0,2,2,0,0,1,0,1,1,1,1,1,0,0,0,28
2024-03-21 03:00:00,0,0,2,0,0,2,2,0,0,0,0,0,0,1,2,1,1,2,1,14
