datetime,D11Z,V111Z,D12Z,V121Z,D21Z,V211Z,D23Z,D22Z,V221Z,D31Z,V311Z,D32Z,V321Z,D41Z,V411Z,D43Z,D42Z,V421Z,D44Z,Total
2024-03-10 11:10:00,10,6,42,21,2,17,30,0,6,23,1,20,3,17,22,16,9,8,7,260
2024-03-10 11:20:00,9,7,36,24,3,14,45,0,3,30,2,19,1,21,25,19,13,15,9,295
2024-03-10 11:30:00,20,17,41,27,4,19,26,0,2,38,4,17,2,14,16,7,13,12,10,289
2024-03-10 11:40:00,11,11,33,20,4,17,19,0,8,39,5,20,5,17,18,14,11,10,6,268
2024-03-10 11:50:00,11,10,42,31,1,11,19,0,7,23,0,20,2,12,18,14,10,9,8,248
2024-03-10 12:00:00,12,9,30,21,1,9,13,0,6,36,4,16,6,16,19,12,10,6,6,232
2024-03-10 12:10:00,12,8,47,31,6,15,31,0,12,27,2,21,7,19,22,15,17,23,12,327
2024-03-10 12:20:00,11,9,47,26,3,15,32,0,12,37,5,16,4,14,18,10,16,11,7,293
2024-03-10 12:30:00,21,17,47,22,2,11,15,0,5,39,2,16,2,18,21,13,9,11,8,279
2024-03-10 12:40:00,16,13,33,23,3,18,28,0,14,40,3,27,6,23,23,12,14,13,9,318
2024-03-10 12:50:00,16,8,39,20,2,17,25,0,7,45,2,27,5,15,23,10,15,15,14,305
2024-03-10 13:00:00,24,14,44,18,4,19,27,0,9,38,2,32,5,33,33,12,17,16,9,356
2024-03-10 13:10:00,16,11,33,22,0,21,39,0,10,43,5,16,6,22,24,15,14,12,8,317
2024-03-10 13:20:00,19,10,36,18,4,16,24,0,8,42,1,20,3,28,32,12,11,9,8,301
2024-03-10 13:30:00,13,11,43,21,5,21,33,0,10,38,5,23,6,32,39,17,22,25,14,378
2024-03-10 13:40:00,23,13,39,19,5,24,22,0,8,40,3,19,4,22,27,13,12,12,7,312
2024-03-10 13:50:00,13,13,41,15,4,14,47,0,10,43,3,19,5,60,36,21,12,20,9,385
2024-03-10 14:00:00,24,18,33,21,3,16,43,0,13,45,4,19,1,22,26,17,12,12,8,337
2024-03-10 14:10:00,15,11,47,26,2,18,25,0,5,59,1,12,4,25,31,14,14,16,8,333
2024-03-10 14:20:00,15,14,34,22,7,18,30,0,13,39,3,25,4,31,30,9,13,14,9,330
2024-03-10 14:30:00,15,13,37,21,3,16,27,0,6,60,6,23,5,32,33,14,10,12,8,341
2024-03-10 14:40:00,18,12,38,26,4,19,31,0,7,47,3,24,4,24,27,14,16,17,13,344
2024-03-10 14:50:00,136,15,55,23,1,21,30,0,12,57,5,16,10,37,27,18,19,17,10,509
2024-03-10 15:00:00,16,12,41,15,4,17,26,0,6,58,6,13,7,30,36,16,17,21,17,358
2024-03-10 15:10:00,20,15,45,22,2,15,31,0,8,53,7,18,6,19,24,17,18,20,11,351
2024-03-10 15:20:00,13,12,47,25,0,14,30,0,8,44,3,15,2,17,22,14,10,14,8,298
2024-03-10 15:30:00,13,9,38,28,2,19,28,0,8,52,5,23,2,27,33,14,14,19,9,343
2024-03-10 15:40:00,21,14,30,20,7,24,34,0,10,42,4,23,5,26,33,16,18,20,13,360
2024-03-10 15:50:00,17,13,32,21,5,18,29,0,13,46,1,18,7,19,25,15,16,17,11,323
2024-03-10 16:00:00,18,15,30,21,2,22,35,0,10,42,7,32,3,25,27,14,17,11,7,338
2024-03-10 16:10:00,18,15,37,21,1,18,42,0,8,45,2,24,11,30,35,24,12,15,7,365
2024-03-10 16:20:00,16,12,23,19,5,15,28,0,10,41,4,20,10,25,30,18,14,16,11,317
2024-03-10 16:30:00,15,14,30,20,0,26,37,0,15,35,2,24,6,21,24,17,15,12,8,321
2024-03-10 16:40:00,13,9,37,25,5,19,40,0,6,38,3,16,5,27,31,18,15,16,11,334
2024-03-10 16:50:00,19,15,41,26,4,15,27,0,11,47,2,22,6,23,25,13,15,17,10,338
2024-03-10 17:00:00,14,13,45,20,4,18,38,0,14,43,4,16,3,20,27,11,10,8,8,316
2024-03-10 17:10:00,13,10,45,27,5,16,37,0,14,45,0,21,7,27,28,14,12,15,10,346
2024-03-10 17:20:00,18,15,23,22,0,17,38,0,10,54,2,22,7,18,25,16,16,19,12,334
2024-03-10 17:30:00,19,12,31,16,6,15,26,0,9,50,4,25,4,22,23,12,9,13,12,308
2024-03-10 17:40:00,18,14,42,27,4,16,38,0,9,58,4,24,2,17,22,13,18,18,9,353
2024-03-10 17:50:00,16,11,46,17,1,23,33,0,13,49,4,26,5,24,28,18,15,18,12,359
2024-03-10 18:00:00,24,18,35,16,4,18,26,0,13,46,5,28,5,17,21,13,14,10,6,319
2024-03-10 18:10:00,19,10,54,28,2,18,47,0,14,46,6,22,5,21,24,14,16,19,18,383
2024-03-10 18:20:00,14,14,30,21,5,11,28,0,16,28,5,25,2,23,28,27,19,20,13,329
2024-03-10 18:30:00,19,19,35,15,6,17,20,0,4,37,1,24,6,16,22,15,20,16,19,311
2024-03-10 18:40:00,16,20,25,14,5,33,31,0,20,31,3,22,5,16,24,17,16,18,27,343
2024-03-10 18:50:00,18,21,29,20,2,15,26,0,11,36,6,19,7,26,29,27,13,14,14,333
2024-03-10 19:00:00,12,82,32,17,1,16,27,0,9,34,3,26,6,23,27,20,13,19,15,382
2024-03-10 19:10:00,15,182,37,16,2,19,20,0,12,33,6,25,5,22,26,21,9,11,5,466
2024-03-10 19:20:00,12,7,30,19,2,19,18,0,8,29,0,24,6,14,18,18,16,15,20,275
2024-03-10 19:30:00,9,7,23,16,2,10,20,0,7,26,1,18,8,15,19,15,12,11,18,237
2024-03-10 19:40:00,16,23,33,16,2,22,19,0,5,30,5,25,6,18,20,16,19,15,9,299
2024-03-10 19:50:00,8,7,22,13,1,16,18,0,4,27,2,18,10,25,24,24,17,14,16,266
2024-03-10 20:00:00,15,16,22,20,2,12,20,0,10,22,1,23,5,24,28,21,8,7,14,270
2024-03-10 20:10:00,9,8,34,21,2,13,22,0,25,31,5,20,5,24,24,18,15,13,13,302
2024-03-10 20:20:00,5,6,29,16,1,16,15,0,5,25,1,22,2,17,23,16,11,11,14,235
2024-03-10 20:30:00,5,5,22,17,1,9,12,0,7,21,1,16,0,18,21,16,14,12,17,214
2024-03-10 20:40:00,13,14,25,8,1,6,8,0,6,26,1,24,5,10,14,12,7,6,9,195
2024-03-10 20:50:00,10,9,24,12,3,7,7,0,4,22,4,19,5,10,12,13,9,10,9,189
2024-03-10 21:00:00,11,11,20,8,1,11,15,0,2,29,2,25,3,14,11,13,4,4,6,190
2024-03-10 21:10:00,10,12,18,17,2,3,12,0,7,16,1,15,1,15,21,15,11,12,12,200
2024-03-10 21:20:00,2,4,26,17,0,11,12,0,5,21,1,16,7,11,17,22,13,16,19,220
2024-03-10 21:30:00,5,9,15,6,1,10,11,0,4,17,0,20,0,15,22,20,10,11,17,193
2024-03-10 21:40:00,4,10,29,14,0,9,13,0,2,26,0,25,2,4,5,6,6,6,2,163
2024-03-10 21:50:00,8,8,16,15,2,6,6,0,2,15,2,19,7,13,14,14,8,8,7,170
2024-03-10 22:00:00,1,1,18,10,0,1,3,0,3,14,4,13,3,12,15,13,13,10,17,151
2024-03-10 22:10:00,11,13,14,11,0,2,7,0,4,10,1,12,0,6,10,14,8,9,12,144
2024-03-10 22:20:00,5,7,14,7,1,6,5,0,3,13,4,19,2,8,7,11,8,6,4,130
2024-03-10 22:30:00,8,7,13,8,1,5,6,0,4,11,0,11,2,9,10,13,5,5,4,122
2024-03-10 22:40:00,5,2,10,7,0,5,5,0,0,9,0,11,2,6,8,6,6,4,5,91
2024-03-10 22:50:00,7,8,13,10,0,8,5,0,2,12,3,13,2,6,8,8,9,5,3,122
2024-03-10 23:00:00,2,2,7,8,0,10,9,0,6,6,0,9,2,2,6,4,4,3,4,84
2024-03-10 23:10:00,7,4,12,8,0,8,8,0,4,7,1,7,0,6,9,9,7,8,5,110
2024-03-10 23:20:00,8,6,8,10,2,7,5,0,4,10,0,10,1,7,7,7,3,2,2,99
2024-03-10 23:30:00,4,6,14,14,0,6,7,0,3,5,0,7,3,5,5,6,2,2,1,90
2024-03-10 23:40:00,1,1,7,4,1,3,2,0,0,3,1,5,1,3,5,4,2,2,4,49
2024-03-10 23:50:00,1,1,5,4,0,1,1,0,1,3,0,4,0,6,6,6,4,4,4,51
2024-03-11 00:00:00,2,2,8,6,0,2,3,0,1,5,0,7,3,1,2,2,2,1,2,49
2024-03-11 00:10:00,3,4,8,7,0,1,1,0,0,4,1,5,2,2,4,4,5,5,3,59
2024-03-11 00:20:00,1,0,9,5,0,2,6,0,1,5,0,6,1,5,4,3,1,0,1,50
2024-03-11 00:30:00,2,2,3,5,0,4,4,0,1,3,0,5,5,2,3,4,2,3,1,49
2024-03-11 00:40:00,0,0,5,3,0,4,4,0,0,3,1,5,3,4,4,3,2,3,3,47
2024-03-11 00:50:00,1,2,2,2,0,2,2,0,2,1,0,2,1,0,1,2,4,2,3,29
2024-03-11 01:00:00,3,1,2,5,0,1,1,0,0,3,0,2,0,1,1,1,1,1,1,24
2024-03-11 01:10:00,1,1,6,5,0,5,6,0,1,3,0,5,2,2,2,2,0,0,1,42
2024-03-11 01:20:00,0,0,3,2,0,1,1,0,0,1,0,3,1,4,6,7,3,4,2,38
2024-03-11 01:30:00,1,1,2,1,0,0,0,0,0,2,0,3,1,0,0,0,1,0,0,12
2024-03-11 01:40:00,1,1,3,2,0,3,2,0,0,5,1,5,0,2,4,4,3,3,5,44
2024-03-11 01:50:00,1,1,1,1,0,1,1,0,0,4,0,4,0,2,2,2,1,1,0,22
2024-03-11 02:00:00,2,2,1,3,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,15
2024-03-11 02:10:00,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,6
2024-03-11 02:20:00,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
2024-03-11 02:30:00,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2024-03-11 02:40:00,1,1,0,0,0,1,1,0,0,2,0,2,1,1,1,1,0,0,1,13
2024-03-11 02:50:00,0,0,3,3,0,0,0,0,0,2,0,2,0,0,0,1,1,1,2,15
2024-03-11 03:00:00,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2024-03-11 03:10:00,1,0,1,1,0,1,1,0,0,3,0,3,0,1,1,1,0,0,0,14
2024-03-11 03:20:00,1,1,0,0,0,0,0,0,0,3,0,4,0,1,1,1,1,2,1,16
2024-03-11 03:30:00,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,6
2024-03-11 03:40:00,1,1,0,1,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,8
2024-03-11 03:50:00,1,0,4,2,0,2,2,0,0,1,0,1,0,0,1,1,1,1,2,19
2024-03-11 04:00:00,1,1,2,1,0,1,1,0,0,1,0,2,1,3,6,7,4,3,3,37
2024-03-11 04:10:00,0,0,0,0,0,1,1,0,1,2,0,2,0,1,1,2,1,1,0,13
2024-03-11 04:20:00,3,3,10,4,0,1,1,0,0,6,0,10,3,1,1,2,3,1,1,50
2024-03-11 04:30:00,1,1,3,3,0,1,1,0,0,3,0,4,0,2,2,2,1,1,2,27
2024-03-11 04:40:00,5,4,6,6,0,2,2,0,0,9,0,10,0,0,0,0,2,1,0,47
2024-03-11 04:50:00,2,4,6,4,0,1,1,0,1,11,0,9,2,1,2,3,3,2,2,54
2024-03-11 05:00:00,5,7,11,8,0,7,4,0,2,9,0,12,2,1,2,1,1,3,1,76
2024-03-11 05:10:00,5,3,4,3,0,4,3,0,2,14,0,12,3,3,5,5,7,3,2,78
2024-03-11 05:20:00,10,8,18,12,0,7,3,0,1,11,1,13,3,10,9,7,3,4,2,122
2024-03-11 05:30:00,4,5,16,13,0,10,13,0,2,14,0,10,1,12,13,11,11,8,2,145
2024-03-11 05:40:00,4,3,13,12,0,13,18,0,4,39,0,25,9,10,8,7,3,5,3,176
2024-03-11 05:50:00,8,7,19,18,1,11,15,0,1,32,0,26,7,4,10,10,6,6,6,187
2024-03-11 06:00:00,8,5,22,11,0,12,18,0,8,15,0,10,5,8,10,14,7,5,5,163
2024-03-11 06:10:00,9,8,23,10,2,14,23,0,10,25,1,19,5,12,15,19,9,11,9,224
2024-03-11 06:20:00,10,9,22,14,1,18,23,0,1,35,0,18,6,10,13,15,8,9,8,220
2024-03-11 06:30:00,11,9,18,10,2,19,33,0,8,33,2,22,12,16,17,18,8,7,4,249
2024-03-11 06:40:00,17,13,31,19,1,13,35,0,9,50,2,27,7,26,27,25,11,13,8,334
2024-03-11 06:50:00,16,12,22,8,1,15,41,0,7,55,2,27,8,16,17,13,11,10,6,287
2024-03-11 07:00:00,24,14,39,19,3,11,48,0,8,59,2,17,5,32,34,20,11,9,7,362
2024-03-11 07:10:00,21,12,47,20,4,20,58,0,5,60,1,27,5,23,24,18,9,12,4,370
2024-03-11 07:20:00,28,17,58,16,5,12,52,0,14,68,2,25,13,23,31,18,13,13,10,418
2024-03-11 07:30:00,21,12,60,23,10,8,153,0,13,75,3,13,8,35,38,24,20,23,13,552
2024-03-11 07:40:00,33,16,57,19,10,8,84,0,10,85,12,8,10,29,32,18,18,21,14,484
2024-03-11 07:50:00,30,18,56,34,9,20,64,0,12,77,7,12,4,26,30,20,19,16,11,465
2024-03-11 08:00:00,29,18,52,35,6,12,63,0,5,84,7,17,17,32,34,15,16,18,9,469
2024-03-11 08:10:00,43,16,49,21,8,15,76,0,11,93,5,8,9,20,25,12,14,12,8,445
2024-03-11 08:20:00,39,17,50,23,8,13,67,0,13,61,7,22,21,38,42,21,14,12,7,475
2024-03-11 08:30:00,30,8,46,30,4,16,53,0,13,84,5,19,10,17,21,14,11,10,7,398
2024-03-11 08:40:00,40,21,45,30,8,15,52,0,11,84,6,28,18,23,28,17,15,11,6,458
2024-03-11 08:50:00,28,18,40,21,8,14,48,0,9,66,3,26,12,32,38,23,12,16,7,421
2024-03-11 09:00:00,23,13,39,25,7,13,46,0,9,56,4,21,9,22,23,9,9,12,6,346
2024-03-11 09:10:00,25,11,38,26,9,19,159,0,8,67,1,22,15,26,27,17,10,15,9,504
2024-03-11 09:20:00,19,9,35,21,2,19,41,0,8,53,2,21,4,27,32,18,19,21,8,359
2024-03-11 09:30:00,28,18,47,11,5,16,49,0,11,51,4,12,9,21,27,19,17,15,7,367
2024-03-11 09:40:00,27,12,42,24,3,20,53,0,17,54,2,19,7,24,29,18,14,16,8,389
2024-03-11 09:50:00,19,12,40,22,8,25,40,0,8,62,2,10,10,35,39,20,16,14,7,389
2024-03-11 10:00:00,26,62,42,31,5,24,44,0,3,52,1,17,4,25,28,15,13,16,11,419
2024-03-11 10:10:00,13,12,30,19,6,58,41,0,14,38,4,28,13,38,48,23,24,18,12,439
2024-03-11 10:20:00,29,15,37,8,7,24,48,0,19,70,2,8,4,31,35,15,18,21,10,401
2024-03-11 10:30:00,31,20,52,20,4,18,53,0,11,47,2,23,7,31,36,17,22,23,12,429
2024-03-11 10:40:00,23,10,43,22,6,17,51,0,34,51,3,17,13,43,49,25,19,21,12,459
2024-03-11 10:50:00,32,19,55,15,5,23,51,0,9,49,4,25,5,26,30,12,13,17,8,398
2024-03-11 11:00:00,30,14,50,15,4,15,56,0,13,49,2,16,8,37,36,23,17,19,12,416
2024-03-11 11:10:00,24,18,46,16,8,19,37,0,16,50,2,24,1,24,27,15,16,19,8,370
2024-03-11 11:20:00,24,13,36,24,4,18,48,0,12,50,3,28,12,30,33,18,17,18,11,399
2024-03-11 11:30:00,22,13,37,24,10,18,43,0,6,48,3,27,2,40,43,20,16,17,11,400
2024-03-11 11:40:00,24,11,35,48,7,10,59,0,17,48,4,21,6,33,36,12,18,21,8,418
2024-03-11 11:50:00,20,16,47,27,12,9,48,0,16,42,5,30,5,31,31,18,15,15,13,400
2024-03-11 12:00:00,16,11,28,19,2,23,47,0,13,51,3,26,6,31,37,18,17,21,8,377
2024-03-11 12:10:00,24,16,50,18,8,21,44,0,12,30,0,21,5,26,29,16,21,29,12,382
2024-03-11 12:20:00,25,20,49,18,5,22,54,0,9,64,1,5,6,27,29,17,21,17,9,398
2024-03-11 12:30:00,17,11,46,18,7,23,43,0,10,49,0,21,6,26,28,14,16,17,9,361
2024-03-11 12:40:00,17,8,45,19,7,20,31,0,9,62,3,24,6,78,38,20,15,15,12,429
2024-03-11 12:50:00,21,15,46,25,7,19,36,0,7,46,2,17,4,26,21,17,15,15,10,349
2024-03-11 13:00:00,23,12,41,32,9,24,45,0,16,44,4,15,5,26,30,13,30,18,15,402
2024-03-11 13:10:00,22,14,43,29,5,22,53,0,13,47,2,19,7,31,34,16,19,19,7,402
2024-03-11 13:20:00,20,13,43,29,3,17,42,0,10,64,2,19,6,40,41,23,13,13,9,407
2024-03-11 13:30:00,21,14,42,33,6,21,48,0,13,55,6,18,2,37,42,20,13,13,7,411
2024-03-11 13:40:00,24,20,50,24,3,18,30,0,10,53,4,16,11,24,31,13,22,22,11,386
2024-03-11 13:50:00,27,11,46,18,5,17,51,0,14,63,0,19,8,33,36,16,22,23,13,422
2024-03-11 14:00:00,26,16,39,25,5,21,58,0,17,50,3,25,10,30,33,16,15,17,12,418
2024-03-11 14:10:00,29,15,38,10,6,25,42,0,12,50,8,31,9,30,31,26,24,20,6,412
2024-03-11 14:20:00,26,17,59,19,5,22,42,0,13,66,6,15,7,39,40,23,13,10,8,430
2024-03-11 14:30:00,29,13,51,10,6,19,45,0,16,61,2,21,3,34,43,23,17,22,14,429
2024-03-11 14:40:00,53,13,54,24,7,14,39,0,13,57,7,15,5,49,52,18,25,26,12,483
2024-03-11 14:50:00,15,9,51,18,5,15,32,0,11,56,3,13,10,37,43,22,17,23,10,390
2024-03-11 15:00:00,27,13,72,24,7,14,47,0,11,71,4,19,6,48,50,16,20,42,11,502
2024-03-11 15:10:00,23,11,65,25,21,14,41,0,13,61,4,26,9,41,44,20,12,14,11,455
2024-03-11 15:20:00,34,10,60,14,18,11,38,0,14,65,5,14,4,62,65,13,28,29,16,500
2024-03-11 15:30:00,115,17,82,14,12,10,43,0,12,78,4,22,9,56,55,2,17,19,9,576
2024-03-11 15:40:00,29,17,68,31,5,10,38,0,12,59,6,18,7,52,57,24,18,22,13,486
2024-03-11 15:50:00,34,12,62,19,8,16,57,0,14,69,7,13,10,61,62,16,19,23,10,512
2024-03-11 16:00:00,26,13,59,31,8,17,46,0,10,70,5,23,7,40,42,18,19,19,9,462
2024-03-11 16:10:00,38,17,77,29,8,18,49,0,8,57,3,15,10,52,54,13,27,26,11,512
2024-03-11 16:20:00,104,11,56,25,7,5,54,0,8,62,7,6,7,57,59,20,27,29,20,564
2024-03-11 16:30:00,30,14,79,33,5,13,31,0,7,73,5,14,4,41,46,18,23,26,12,474
2024-03-11 16:40:00,35,14,61,19,8,18,51,0,7,69,10,19,7,36,43,20,20,21,11,469
2024-03-11 16:50:00,22,10,66,13,11,20,50,0,8,45,8,23,14,61,63,26,21,18,11,490
2024-03-11 17:00:00,30,15,75,26,5,18,41,0,13,72,6,19,6,50,52,26,22,22,11,509
2024-03-11 17:10:00,30,16,67,24,13,17,49,0,12,56,2,24,6,60,63,18,17,19,12,505
2024-03-11 17:20:00,22,11,60,16,9,13,43,0,7,73,8,23,4,46,50,15,23,21,15,459
2024-03-11 17:30:00,28,16,62,31,5,13,33,0,6,70,10,21,7,50,54,12,21,24,11,474
2024-03-11 17:40:00,29,14,50,29,7,20,34,0,9,60,6,16,7,64,65,15,30,23,15,493
2024-03-11 17:50:00,22,15,55,28,5,19,41,0,10,51,6,20,3,40,44,19,23,28,12,441
2024-03-11 18:00:00,33,17,66,31,5,16,37,0,7,60,15,22,6,35,36,20,28,27,8,469
2024-03-11 18:10:00,15,9,47,25,3,16,36,0,10,56,8,17,3,41,50,22,23,26,11,418
2024-03-11 18:20:00,12,10,37,24,13,19,34,0,19,41,3,17,5,39,44,37,30,28,16,428
2024-03-11 18:30:00,16,13,51,28,9,21,27,0,14,46,7,24,5,38,45,20,20,16,12,412
2024-03-11 18:40:00,17,14,53,15,7,12,35,0,16,36,5,26,12,145,32,27,16,19,20,507
2024-03-11 18:50:00,12,7,50,19,4,8,20,0,15,39,10,29,10,28,33,27,15,17,21,364
2024-03-11 19:00:00,14,14,36,19,4,13,23,0,8,33,4,21,11,30,32,23,17,25,21,348
2024-03-11 19:10:00,17,12,36,17,3,22,26,0,6,39,11,20,7,26,29,32,9,13,14,339
2024-03-11 19:20:00,18,17,43,24,3,12,23,0,12,39,7,30,17,18,24,27,18,18,19,369
2024-03-11 19:30:00,19,17,37,13,5,12,19,0,6,48,1,22,9,28,28,26,20,14,11,335
2024-03-11 19:40:00,9,12,27,11,3,20,24,0,10,32,6,21,15,14,23,18,10,17,16,288
2024-03-11 19:50:00,7,5,12,16,2,41,25,0,8,40,6,14,15,25,31,25,13,17,17,319
2024-03-11 20:00:00,0,0,0,3,6,17,21,0,17,17,3,10,9,35,25,28,12,15,12,230
2024-03-11 20:10:00,1,0,2,4,4,17,29,0,13,21,10,25,3,32,35,29,15,13,10,263
2024-03-11 20:20:00,2,86,0,5,4,7,20,0,10,29,6,16,3,24,26,25,10,13,9,295
2024-03-11 20:30:00,0,494,0,1,4,11,18,0,10,18,1,12,10,31,30,21,7,14,5,687
2024-03-11 20:40:00,3,191,0,5,2,10,17,0,13,15,6,15,12,29,27,25,4,4,0,378
2024-03-11 20:50:00,0,549,3,2,2,10,14,0,11,18,8,17,3,24,24,28,7,14,3,737
2024-03-11 21:00:00,1,528,1,10,0,9,14,0,15,13,2,15,13,36,34,26,3,9,2,731
2024-03-11 21:10:00,2,321,0,9,0,16,27,0,9,26,6,26,5,30,30,21,6,10,1,545
2024-03-11 21:20:00,7,111,9,5,0,11,20,0,13,16,6,17,2,30,31,19,9,13,7,326
2024-03-11 21:30:00,5,5,30,16,3,12,12,0,7,15,3,14,2,18,21,19,8,8,8,206
2024-03-11 21:40:00,11,12,32,18,0,7,7,0,6,16,2,15,4,12,22,26,11,15,11,227
2024-03-11 21:50:00,9,9,17,13,3,3,6,0,11,14,0,12,4,16,20,17,10,7,9,180
2024-03-11 22:00:00,7,11,17,11,3,6,9,0,5,16,5,14,0,13,12,9,11,10,13,172
2024-03-11 22:10:00,8,12,22,15,0,7,7,0,3,17,2,16,3,19,19,15,7,8,7,187
2024-03-11 22:20:00,5,5,16,15,1,7,7,0,1,16,8,11,1,9,13,8,9,10,10,152
2024-03-11 22:30:00,9,14,18,11,0,9,7,0,8,13,1,13,0,9,10,11,5,9,5,152
2024-03-11 22:40:00,4,5,14,9,0,8,12,0,16,11,2,7,3,5,6,6,4,2,1,115
2024-03-11 22:50:00,4,6,11,9,0,2,6,0,10,17,0,15,1,4,5,7,7,8,5,117
2024-03-11 23:00:00,2,4,9,5,0,3,5,0,5,6,2,7,0,7,8,12,5,6,6,92
2024-03-11 23:10:00,8,8,8,8,0,4,4,0,2,7,2,7,3,6,8,8,2,2,2,89
2024-03-11 23:20:00,1,1,7,4,0,4,7,0,3,8,0,7,1,4,6,6,6,7,8,80
2024-03-11 23:30:00,5,3,16,10,0,1,1,0,3,7,2,8,2,5,7,7,9,6,7,99
2024-03-11 23:40:00,2,3,5,2,0,0,5,0,1,3,0,3,0,6,7,8,3,3,3,54
2024-03-11 23:50:00,1,3,5,3,1,4,4,0,0,10,0,7,1,6,8,7,4,5,5,74
2024-03-12 00:00:00,4,4,8,5,0,2,2,0,2,4,1,5,1,3,3,3,3,2,1,53
2024-03-12 00:10:00,1,2,8,5,0,1,3,0,5,4,1,4,0,2,5,7,3,3,4,58
2024-03-12 00:20:00,6,3,7,2,0,1,2,0,1,8,0,9,0,3,5,4,4,3,5,63
2024-03-12 00:30:00,0,0,3,1,0,3,7,0,2,8,0,5,2,3,3,4,1,2,0,44
2024-03-12 00:40:00,1,2,8,5,1,2,3,0,1,5,0,6,0,1,2,2,3,2,3,47
2024-03-12 00:50:00,3,4,8,6,0,1,2,0,1,10,0,11,0,2,3,4,5,4,5,69
2024-03-12 01:00:00,6,4,3,4,0,3,3,0,1,3,0,3,0,4,5,4,1,3,2,49
2024-03-12 01:10:00,1,2,5,1,0,1,1,0,0,6,1,6,2,2,3,4,3,4,5,47
2024-03-12 01:20:00,1,0,2,0,0,3,3,0,0,2,0,2,0,2,3,3,1,2,1,25
2024-03-12 01:30:00,0,0,2,1,1,2,2,0,0,3,0,3,1,2,4,4,2,1,2,30
2024-03-12 01:40:00,2,3,3,4,0,2,2,0,0,2,0,2,0,3,3,3,0,0,0,29
2024-03-12 01:50:00,0,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8
2024-03-12 02:00:00,0,0,2,2,0,1,2,0,2,3,0,3,0,1,2,2,1,1,2,24
2024-03-12 02:10:00,0,0,2,1,0,0,0,0,1,2,0,3,0,2,4,4,2,2,2,25
2024-03-12 02:20:00,1,3,2,2,0,0,0,0,0,2,0,2,0,1,1,1,0,0,0,15
2024-03-12 02:30:00,1,1,3,2,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,14
2024-03-12 02:40:00,2,2,2,0,0,2,2,0,0,1,0,2,1,1,1,1,2,1,1,21
2024-03-12 02:50:00,1,1,0,0,0,1,1,0,0,2,0,3,0,1,1,1,3,1,1,17
2024-03-12 03:00:00,1,1,5,3,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,16
2024-03-12 03:10:00,1,1,1,0,0,0,0,0,0,2,0,2,0,1,1,1,1,2,0,13
2024-03-12 03:20:00,0,0,2,2,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,12
2024-03-12 03:30:00,1,1,2,2,0,0,1,0,1,4,0,4,0,0,0,1,2,1,2,22
2024-03-12 03:40:00,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2024-03-12 03:50:00,0,0,0,0,0,0,0,0,0,2,0,1,0,3,3,4,0,1,0,14
2024-03-12 04:00:00,1,2,0,0,0,3,3,0,0,1,0,1,1,6,5,4,3,3,2,35
2024-03-12 04:10:00,2,4,3,2,0,1,1,0,0,3,0,4,0,0,1,2,2,2,3,30
2024-03-12 04:20:00,3,5,4,0,0,1,2,0,0,3,0,4,0,0,0,0,1,2,0,25
2024-03-12 04:30:00,2,5,6,6,1,1,1,0,0,6,0,5,0,3,3,2,0,1,0,42
2024-03-12 04:40:00,2,3,9,6,0,2,1,0,0,5,0,5,0,0,0,0,2,1,0,36
2024-03-12 04:50:00,0,0,10,1,0,2,2,0,0,10,0,11,1,0,3,4,3,3,3,53
2024-03-12 05:00:00,4,5,9,2,0,1,2,0,0,6,1,26,0,3,4,3,5,4,2,77
2024-03-12 05:10:00,7,7,11,5,0,6,10,0,1,10,0,10,5,2,2,2,3,6,3,90
2024-03-12 05:20:00,7,9,11,7,1,5,5,0,3,9,0,10,0,11,9,9,7,5,4,112
2024-03-12 05:30:00,6,6,22,9,0,7,9,0,1,16,0,13,4,12,11,9,6,4,6,141
2024-03-12 05:40:00,5,6,8,6,0,6,12,0,9,31,0,16,5,7,10,9,5,4,4,143
2024-03-12 05:50:00,10,9,16,9,1,10,11,0,2,32,1,25,9,10,8,7,7,6,10,183
2024-03-12 06:00:00,9,13,17,10,3,8,14,0,8,22,0,24,7,8,10,14,8,6,3,184
2024-03-12 06:10:00,13,13,29,9,2,16,22,0,6,20,1,12,7,7,10,13,14,15,12,221
2024-03-12 06:20:00,11,11,20,7,2,12,34,0,5,37,0,19,7,11,13,16,11,11,11,238
2024-03-12 06:30:00,13,9,30,12,4,12,25,0,7,44,3,30,8,17,20,10,8,7,6,265
2024-03-12 06:40:00,18,14,25,10,1,15,33,0,5,42,0,27,9,10,12,10,9,14,9,263
