datetime,V21Z,V22Z,V52Z,V81Z,V82Z,Total
2024-03-01 01:00:00,3,3,0,0,0,6
2024-03-01 01:10:00,4,0,0,1,4,9
2024-03-01 01:20:00,7,0,0,0,5,12
2024-03-01 01:30:00,4,0,0,0,2,6
2024-03-01 01:40:00,1,0,0,0,2,3
2024-03-01 01:50:00,2,0,0,0,1,3
2024-03-01 02:00:00,1,0,0,0,1,2
2024-03-01 02:10:00,3,2,2,0,2,9
2024-03-01 02:20:00,2,1,0,0,1,4
2024-03-01 02:30:00,0,0,0,0,0,0
2024-03-01 02:40:00,0,0,0,1,0,1
2024-03-01 02:50:00,1,0,0,0,3,4
2024-03-01 03:00:00,3,0,0,0,2,5
2024-03-01 03:10:00,3,0,0,0,0,3
2024-03-01 03:20:00,7,0,0,0,3,10
2024-03-01 03:30:00,1,0,0,0,2,3
2024-03-01 03:40:00,2,0,0,1,0,3
2024-03-01 03:50:00,5,0,0,0,2,7
2024-03-01 04:00:00,1,0,0,0,0,1
2024-03-01 04:10:00,2,0,2,0,3,7
2024-03-01 04:20:00,3,0,0,1,3,7
2024-03-01 04:30:00,3,0,0,0,3,6
2024-03-01 04:40:00,0,0,3,0,2,5
2024-03-01 04:50:00,2,0,0,1,0,3
2024-03-01 05:00:00,8,0,0,0,3,11
2024-03-01 05:10:00,6,0,0,0,10,16
2024-03-01 05:20:00,5,0,0,0,9,14
2024-03-01 05:30:00,7,1,2,3,6,19
2024-03-01 05:40:00,11,0,1,1,7,20
2024-03-01 05:50:00,6,1,0,0,8,15
2024-03-01 06:00:00,6,0,2,3,7,18
2024-03-01 06:10:00,7,0,2,3,11,23
2024-03-01 06:20:00,15,0,3,3,14,35
2024-03-01 06:30:00,13,0,4,5,16,38
2024-03-01 06:40:00,9,2,5,3,23,42
2024-03-01 06:50:00,23,2,6,3,31,65
2024-03-01 07:00:00,14,2,6,5,41,68
2024-03-01 07:10:00,19,10,12,5,38,84
2024-03-01 07:20:00,23,7,8,10,38,86
2024-03-01 07:30:00,24,4,13,17,37,95
2024-03-01 07:40:00,27,4,11,10,41,93
2024-03-01 07:50:00,21,7,10,10,35,83
2024-03-01 08:00:00,26,7,14,6,50,103
2024-03-01 08:10:00,27,3,9,14,45,98
2024-03-01 08:20:00,23,7,10,9,39,88
2024-03-01 08:30:00,25,10,11,7,33,86
2024-03-01 08:40:00,27,5,12,4,40,88
2024-03-01 08:50:00,31,5,7,6,27,76
2024-03-01 09:00:00,25,6,9,8,30,78
2024-03-01 09:10:00,26,6,8,3,31,74
2024-03-01 09:20:00,30,10,8,3,42,93
2024-03-01 09:30:00,21,11,8,1,38,79
2024-03-01 09:40:00,19,4,13,7,41,84
2024-03-01 09:50:00,27,5,10,4,29,75
2024-03-01 10:00:00,21,5,3,4,38,71
2024-03-01 10:10:00,35,4,4,3,50,96
2024-03-01 10:20:00,31,4,5,3,43,86
2024-03-01 10:30:00,29,4,11,4,35,83
2024-03-01 10:40:00,25,1,10,1,36,73
2024-03-01 10:50:00,27,4,3,1,44,79
2024-03-01 11:00:00,33,10,8,2,43,96
2024-03-01 11:10:00,25,3,9,4,35,76
2024-03-01 11:20:00,26,7,8,2,44,87
2024-03-01 11:30:00,28,5,11,5,36,85
2024-03-01 11:40:00,28,5,13,80,36,162
2024-03-01 11:50:00,30,8,13,1,38,90
2024-03-01 12:00:00,28,8,6,2,39,83
2024-03-01 12:10:00,40,11,9,4,33,97
2024-03-01 12:20:00,40,6,9,7,42,104
2024-03-01 12:30:00,36,9,10,12,41,108
2024-03-01 12:40:00,40,4,11,4,53,112
2024-03-01 12:50:00,33,5,10,5,43,96
2024-03-01 13:00:00,45,8,14,2,29,98
2024-03-01 13:10:00,35,12,7,9,42,105
2024-03-01 13:20:00,41,9,7,5,46,108
2024-03-01 13:30:00,44,9,9,7,31,100
2024-03-01 13:40:00,43,8,10,7,41,109
2024-03-01 13:50:00,38,9,10,7,37,101
2024-03-01 14:00:00,31,6,7,4,30,78
2024-03-01 14:10:00,48,8,6,6,34,102
2024-03-01 14:20:00,45,8,9,4,40,106
2024-03-01 14:30:00,37,6,10,3,44,100
2024-03-01 14:40:00,48,8,7,4,35,102
2024-03-01 14:50:00,41,7,9,5,47,109
2024-03-01 15:00:00,36,8,6,9,40,99
2024-03-01 15:10:00,45,7,9,3,37,101
2024-03-01 15:20:00,49,15,6,5,32,107
2024-03-01 15:30:00,42,13,9,3,39,106
2024-03-01 15:40:00,38,4,9,6,35,92
2024-03-01 15:50:00,50,4,11,4,42,111
2024-03-01 16:00:00,37,6,8,5,41,97
2024-03-01 16:10:00,32,6,7,3,37,85
2024-03-01 16:20:00,40,9,6,8,29,92
2024-03-01 16:30:00,56,10,12,1,28,107
2024-03-01 16:40:00,37,8,24,7,44,120
2024-03-01 16:50:00,46,8,21,5,37,117
2024-03-01 17:00:00,44,6,13,4,33,100
2024-03-01 17:10:00,34,7,5,6,39,91
2024-03-01 17:20:00,44,7,5,2,40,98
2024-03-01 17:30:00,43,14,6,6,34,103
2024-03-01 17:40:00,36,11,10,8,33,98
2024-03-01 17:50:00,40,6,8,3,37,94
2024-03-01 18:00:00,50,15,12,5,33,115
2024-03-01 18:10:00,41,12,11,6,24,94
2024-03-01 18:20:00,39,10,16,11,35,111
2024-03-01 18:30:00,64,5,10,1,30,110
2024-03-01 18:40:00,37,4,12,5,34,92
2024-03-01 18:50:00,50,15,6,6,25,102
2024-03-01 19:00:00,47,5,9,5,26,92
2024-03-01 19:10:00,44,9,3,2,25,83
2024-03-01 19:20:00,44,11,6,5,27,93
2024-03-01 19:30:00,27,10,7,2,26,72
2024-03-01 19:40:00,44,15,10,2,22,93
2024-03-01 19:50:00,26,11,9,1,22,69
2024-03-01 20:00:00,35,11,10,6,19,81
2024-03-01 20:10:00,34,11,9,1,25,80
2024-03-01 20:20:00,35,4,2,1,18,60
2024-03-01 20:30:00,19,6,0,2,15,42
2024-03-01 20:40:00,19,11,4,3,14,51
2024-03-01 20:50:00,29,11,4,2,13,59
2024-03-01 21:00:00,23,2,5,1,11,42
2024-03-01 21:10:00,34,11,2,0,11,58
2024-03-01 21:20:00,24,8,2,2,20,56
2024-03-01 21:30:00,20,5,1,1,8,35
2024-03-01 21:40:00,46,7,1,1,12,67
2024-03-01 21:50:00,38,3,8,0,12,61
2024-03-01 22:00:00,21,2,7,0,12,42
2024-03-01 22:10:00,37,4,0,0,17,58
2024-03-01 22:20:00,27,3,2,1,13,46
2024-03-01 22:30:00,36,7,0,0,7,50
2024-03-01 22:40:00,27,7,0,0,13,47
2024-03-01 22:50:00,16,12,0,2,9,39
2024-03-01 23:00:00,20,10,1,1,10,42
2024-03-01 23:10:00,19,6,5,0,12,42
2024-03-01 23:20:00,17,5,2,0,8,32
2024-03-01 23:30:00,20,2,4,0,1,27
2024-03-01 23:40:00,16,2,0,0,6,24
2024-03-01 23:50:00,21,2,1,0,13,37
2024-03-02 00:00:00,18,1,0,0,7,26
2024-03-02 00:10:00,14,2,0,0,6,22
2024-03-02 00:20:00,13,7,2,0,7,29
2024-03-02 00:30:00,14,2,0,0,7,23
2024-03-02 00:40:00,15,2,0,1,8,26
2024-03-02 00:50:00,9,0,0,0,4,13
2024-03-02 01:00:00,15,2,2,1,3,23
2024-03-02 01:10:00,13,3,0,0,4,20
2024-03-02 01:20:00,4,0,0,0,6,10
2024-03-02 01:30:00,9,2,0,0,3,14
2024-03-02 01:40:00,5,0,0,0,5,10
2024-03-02 01:50:00,10,5,2,0,1,18
2024-03-02 02:00:00,13,2,2,2,2,21
2024-03-02 02:10:00,3,0,0,0,4,7
2024-03-02 02:20:00,15,2,0,14,2,33
2024-03-02 02:30:00,9,2,1,0,3,15
2024-03-02 02:40:00,7,0,0,1,2,10
2024-03-02 02:50:00,4,0,0,0,5,9
2024-03-02 03:00:00,4,0,0,0,3,7
2024-03-02 03:10:00,3,0,0,0,5,8
2024-03-02 03:20:00,2,0,0,0,4,6
2024-03-02 03:30:00,4,0,0,0,0,4
2024-03-02 03:40:00,8,0,0,0,2,10
2024-03-02 03:50:00,6,0,0,0,1,7
2024-03-02 04:00:00,7,0,2,1,0,10
2024-03-02 04:10:00,2,2,2,0,3,9
2024-03-02 04:20:00,5,1,0,0,1,7
2024-03-02 04:30:00,1,2,0,2,3,8
2024-03-02 04:40:00,2,1,2,0,0,5
2024-03-02 04:50:00,3,0,0,0,4,7
2024-03-02 05:00:00,2,0,0,0,4,6
2024-03-02 05:10:00,0,0,1,0,6,7
2024-03-02 05:20:00,2,0,2,0,5,9
2024-03-02 05:30:00,1,0,0,0,3,4
2024-03-02 05:40:00,3,0,0,1,2,6
2024-03-02 05:50:00,5,0,0,0,1,6
2024-03-02 06:00:00,5,0,0,0,2,7
2024-03-02 06:10:00,3,0,0,1,1,5
2024-03-02 06:20:00,1,0,0,0,3,4
2024-03-02 06:30:00,5,2,2,0,9,18
2024-03-02 06:40:00,6,0,4,1,6,17
2024-03-02 06:50:00,5,1,1,0,9,16
2024-03-02 07:00:00,4,0,4,0,12,20
2024-03-02 07:10:00,6,0,1,0,5,12
2024-03-02 07:20:00,4,0,1,0,8,13
2024-03-02 07:30:00,8,2,6,1,16,33
2024-03-02 07:40:00,10,3,4,0,9,26
2024-03-02 07:50:00,10,0,1,1,21,33
2024-03-02 08:00:00,11,2,7,4,13,37
2024-03-02 08:10:00,12,1,4,1,19,37
2024-03-02 08:20:00,10,5,5,3,21,44
2024-03-02 08:30:00,15,2,5,3,25,50
2024-03-02 08:40:00,16,7,5,4,13,45
2024-03-02 08:50:00,24,10,3,2,27,66
2024-03-02 09:00:00,18,3,10,3,28,62
2024-03-02 09:10:00,15,1,11,2,22,51
2024-03-02 09:20:00,16,3,13,2,32,66
2024-03-02 09:30:00,20,4,10,3,27,64
2024-03-02 09:40:00,30,2,11,4,40,87
2024-03-02 09:50:00,25,7,9,4,38,83
2024-03-02 10:00:00,25,8,10,4,26,73
2024-03-02 10:10:00,26,4,3,1,34,68
2024-03-02 10:20:00,33,6,9,5,24,77
2024-03-02 10:30:00,26,3,10,2,28,69
2024-03-02 10:40:00,32,8,10,4,43,97
2024-03-02 10:50:00,26,8,8,6,35,83
2024-03-02 11:00:00,25,6,11,2,40,84
2024-03-02 11:10:00,32,4,6,4,30,76
2024-03-02 11:20:00,29,7,10,3,28,77
2024-03-02 11:30:00,26,5,13,3,33,80
2024-03-02 11:40:00,29,9,11,3,29,81
2024-03-02 11:50:00,29,9,15,1,31,85
2024-03-02 12:00:00,25,7,8,4,38,82
2024-03-02 12:10:00,27,7,7,6,31,78
2024-03-02 12:20:00,31,4,4,8,35,82
2024-03-02 12:30:00,40,12,6,5,45,108
2024-03-02 12:40:00,27,5,7,5,29,73
2024-03-02 12:50:00,29,5,5,6,47,92
2024-03-02 13:00:00,35,11,12,5,46,109
2024-03-02 13:10:00,21,5,11,7,9,53
2024-03-02 13:20:00,31,9,4,15,7,66
2024-03-02 13:30:00,29,7,9,9,6,60
2024-03-02 13:40:00,23,8,20,10,17,78
2024-03-02 13:50:00,21,7,11,2,5,46
2024-03-02 14:00:00,29,3,21,7,2,62
2024-03-02 14:10:00,25,10,19,8,5,67
2024-03-02 14:20:00,25,8,14,2,15,64
2024-03-02 14:30:00,28,12,22,12,32,106
2024-03-02 14:40:00,43,5,9,4,29,90
2024-03-02 14:50:00,29,8,13,5,28,83
