datetime,D41Z,D42Z,D43Z,D44Z,D81Z,D82Z,D83Z,D84Z,Total
2024-03-01 08:20:00,0,0,35,36,46,0,0,19,136
2024-03-01 08:30:00,0,0,30,35,36,0,0,15,116
2024-03-01 08:40:00,0,0,27,35,44,0,0,20,126
2024-03-01 08:50:00,0,0,30,29,43,0,0,19,121
2024-03-01 09:00:00,0,0,33,37,36,0,0,15,121
2024-03-01 09:10:00,0,0,29,37,39,0,0,16,121
2024-03-01 09:20:00,0,0,35,39,47,0,0,16,137
2024-03-01 09:30:00,0,0,30,35,46,0,0,17,128
2024-03-01 09:40:00,0,0,26,41,40,0,0,18,125
2024-03-01 09:50:00,0,0,27,38,54,0,0,22,141
2024-03-01 10:00:00,0,0,26,26,44,0,0,14,110
2024-03-01 10:10:00,0,0,21,28,34,0,0,18,101
2024-03-01 10:20:00,0,0,25,32,50,0,0,19,126
2024-03-01 10:30:00,0,0,29,38,37,0,0,21,125
2024-03-01 10:40:00,0,0,29,32,40,0,0,22,123
2024-03-01 10:50:00,0,0,24,31,54,0,0,22,131
2024-03-01 11:00:00,0,0,26,30,30,0,0,20,106
2024-03-01 11:10:00,0,0,28,37,48,0,0,27,140
2024-03-01 11:20:00,0,0,21,28,65,0,0,18,132
2024-03-01 11:30:00,0,0,24,32,71,0,0,12,139
2024-03-01 11:40:00,0,0,28,34,59,0,0,24,145
2024-03-01 11:50:00,0,0,27,30,82,0,0,18,157
2024-03-01 12:00:00,0,0,25,35,61,0,0,26,147
2024-03-01 12:10:00,0,0,28,35,68,0,0,24,155
2024-03-01 12:20:00,0,0,22,21,59,0,0,23,125
2024-03-01 12:30:00,0,0,28,38,70,0,0,17,153
2024-03-01 12:40:00,0,0,29,26,55,0,0,28,138
2024-03-01 12:50:00,0,0,34,39,76,0,0,17,166
2024-03-01 13:00:00,0,0,38,35,71,0,0,21,165
2024-03-01 13:10:00,0,0,16,16,39,0,0,14,85
2024-03-01 13:20:00,0,0,27,38,84,0,0,19,168
2024-03-01 13:30:00,0,0,39,37,72,0,0,25,173
2024-03-01 13:40:00,0,0,34,36,93,0,0,13,176
2024-03-01 13:50:00,0,0,27,38,85,0,0,16,166
2024-03-01 14:00:00,0,0,36,37,79,0,0,12,164
2024-03-01 14:10:00,0,0,33,30,86,0,0,14,163
2024-03-01 14:20:00,0,0,32,30,87,0,0,19,168
2024-03-01 14:30:00,0,0,26,33,84,0,0,17,160
2024-03-01 14:40:00,0,0,30,27,78,0,0,18,153
2024-03-01 14:50:00,0,0,37,36,83,0,0,16,172
2024-03-01 15:00:00,0,0,35,45,68,0,0,20,168
2024-03-01 15:10:00,0,0,25,30,94,0,0,25,174
2024-03-01 15:20:00,0,0,38,42,79,0,0,20,179
2024-03-01 15:30:00,0,0,37,40,103,0,0,15,195
2024-03-01 15:40:00,0,0,30,31,92,0,0,21,174
2024-03-01 15:50:00,0,0,20,26,71,0,0,13,130
2024-03-01 16:00:00,0,0,25,28,73,0,0,18,144
2024-03-01 16:10:00,0,0,21,23,69,0,0,17,130
2024-03-01 16:20:00,0,0,28,30,70,0,0,24,152
2024-03-01 16:30:00,0,0,33,34,69,0,0,17,153
2024-03-01 16:40:00,0,0,41,37,76,0,0,19,173
2024-03-01 16:50:00,0,0,36,33,91,0,0,9,169
2024-03-01 17:00:00,0,0,29,31,87,0,0,19,166
2024-03-01 17:10:00,0,0,34,26,86,0,0,25,171
2024-03-01 17:20:00,0,0,28,25,53,0,0,10,116
2024-03-01 17:30:00,0,0,40,41,78,0,0,17,176
2024-03-01 17:40:00,0,0,28,39,77,0,0,20,164
2024-03-01 17:50:00,0,0,33,38,67,0,0,20,158
2024-03-01 18:00:00,0,0,33,30,85,0,0,16,164
2024-03-01 18:10:00,0,0,29,32,66,0,0,20,147
2024-03-01 18:20:00,0,0,23,33,76,0,0,30,162
2024-03-01 18:30:00,0,0,25,48,73,0,0,19,165
2024-03-01 18:40:00,0,0,30,48,56,0,0,32,166
2024-03-01 18:50:00,0,0,34,51,60,0,0,18,163
2024-03-01 19:00:00,0,0,34,50,58,0,0,37,179
2024-03-01 19:10:00,0,0,26,28,54,0,0,32,140
2024-03-01 19:20:00,0,0,24,38,47,0,0,22,131
2024-03-01 19:30:00,0,0,30,44,54,0,0,20,148
2024-03-01 19:40:00,0,0,28,42,60,0,0,28,158
2024-03-01 19:50:00,0,0,23,27,55,0,0,22,127
2024-03-01 20:00:00,0,0,28,30,45,0,0,21,124
2024-03-01 20:10:00,0,0,24,24,53,0,0,28,129
2024-03-01 20:20:00,0,0,30,31,50,0,0,23,134
2024-03-01 20:30:00,0,0,23,28,40,0,0,27,118
2024-03-01 20:40:00,0,0,27,32,41,0,0,25,125
2024-03-01 20:50:00,0,0,25,28,41,0,0,26,120
2024-03-01 21:00:00,0,0,23,30,34,0,0,30,117
2024-03-01 21:10:00,0,0,23,21,44,0,0,29,117
2024-03-01 21:20:00,0,0,23,28,42,0,0,29,122
2024-03-01 21:30:00,0,0,25,32,31,0,0,26,114
2024-03-01 21:40:00,0,0,22,21,36,0,0,33,112
2024-03-01 21:50:00,0,0,18,29,42,0,0,27,116
2024-03-01 22:00:00,0,0,19,32,42,0,0,30,123
2024-03-01 22:10:00,0,0,22,19,42,0,0,30,113
2024-03-01 22:20:00,0,0,22,22,40,0,0,32,116
2024-03-01 22:30:00,0,0,20,30,39,0,0,24,113
2024-03-01 22:40:00,0,0,22,36,34,0,0,27,119
2024-03-01 22:50:00,0,0,15,21,31,0,0,25,92
2024-03-01 23:00:00,0,0,21,24,25,0,0,19,89
2024-03-01 23:10:00,0,0,16,20,45,0,0,31,112
2024-03-01 23:20:00,0,0,22,7,41,0,0,29,99
2024-03-01 23:30:00,0,0,16,11,39,0,0,26,92
2024-03-01 23:40:00,0,0,29,31,24,0,0,21,105
2024-03-01 23:50:00,0,0,9,15,34,0,0,14,72
2024-03-02 00:00:00,0,0,15,7,20,0,0,20,62
2024-03-02 00:10:00,0,0,24,16,17,0,0,27,84
2024-03-02 00:20:00,0,0,15,15,20,0,0,19,69
2024-03-02 00:30:00,0,0,7,11,20,0,0,16,54
2024-03-02 00:40:00,0,0,9,10,10,0,0,13,42
2024-03-02 00:50:00,0,0,17,10,11,0,0,9,47
2024-03-02 01:00:00,0,0,11,9,24,0,0,9,53
2024-03-02 01:10:00,0,0,6,7,12,0,0,19,44
2024-03-02 01:20:00,0,0,9,12,7,0,0,13,41
2024-03-02 01:30:00,0,0,9,15,10,0,0,10,44
2024-03-02 01:40:00,0,0,10,11,9,0,0,6,36
2024-03-02 01:50:00,0,0,8,5,8,0,0,15,36
2024-03-02 02:00:00,0,0,13,12,7,0,0,6,38
2024-03-02 02:10:00,0,0,7,3,8,0,0,7,25
2024-03-02 02:20:00,0,0,5,10,8,0,0,6,29
2024-03-02 02:30:00,0,0,9,12,4,0,0,10,35
2024-03-02 02:40:00,0,0,7,8,6,0,0,9,30
2024-03-02 02:50:00,0,0,5,7,7,0,0,10,29
2024-03-02 03:00:00,0,0,4,4,5,0,0,6,19
2024-03-02 03:10:00,0,0,2,5,7,0,0,4,18
2024-03-02 03:20:00,0,0,7,4,5,0,0,11,27
2024-03-02 03:30:00,0,0,2,7,9,0,0,8,26
2024-03-02 03:40:00,0,0,4,10,6,0,0,12,32
2024-03-02 03:50:00,0,0,8,13,7,0,0,8,36
2024-03-02 04:00:00,0,0,8,7,4,0,0,4,23
2024-03-02 04:10:00,0,0,6,5,1,0,0,8,20
2024-03-02 04:20:00,0,0,6,6,5,0,0,9,26
2024-03-02 04:30:00,0,0,11,14,1,0,0,4,30
2024-03-02 04:40:00,0,0,10,11,1,0,0,4,26
2024-03-02 04:50:00,0,0,10,9,1,0,0,4,24
2024-03-02 05:00:00,0,0,18,9,3,0,0,1,31
2024-03-02 05:10:00,0,0,6,8,5,0,0,6,25
2024-03-02 05:20:00,0,0,13,16,11,0,0,9,49
2024-03-02 05:30:00,0,0,18,15,11,0,0,11,55
2024-03-02 05:40:00,0,0,17,18,6,0,0,7,48
2024-03-02 05:50:00,0,0,10,14,4,0,0,7,35
2024-03-02 06:00:00,0,0,8,13,10,0,0,7,38
2024-03-02 06:10:00,0,0,18,27,8,0,0,12,65
2024-03-02 06:20:00,0,0,11,24,8,0,0,8,51
2024-03-02 06:30:00,0,0,12,15,9,0,0,5,41
2024-03-02 06:40:00,0,0,13,17,6,0,0,12,48
2024-03-02 06:50:00,0,0,14,16,11,0,0,6,47
2024-03-02 07:00:00,0,0,11,14,9,0,0,5,39
2024-03-02 07:10:00,0,0,12,10,8,0,0,10,40
2024-03-02 07:20:00,0,0,12,9,15,0,0,13,49
2024-03-02 07:30:00,0,0,19,20,9,0,0,13,61
2024-03-02 07:40:00,0,0,16,12,13,0,0,11,52
2024-03-02 07:50:00,0,0,13,16,14,0,0,15,58
2024-03-02 08:00:00,0,0,14,18,10,0,0,14,56
2024-03-02 08:10:00,0,0,23,20,11,0,0,17,71
2024-03-02 08:20:00,0,0,14,16,13,0,0,13,56
2024-03-02 08:30:00,0,0,15,13,19,0,0,12,59
2024-03-02 08:40:00,0,0,17,18,20,0,0,18,73
2024-03-02 08:50:00,0,0,18,18,18,0,0,18,72
2024-03-02 09:00:00,0,0,19,18,15,0,0,12,64
2024-03-02 09:10:00,0,0,21,25,20,0,0,17,83
2024-03-02 09:20:00,0,0,16,32,25,0,0,15,88
2024-03-02 09:30:00,0,0,26,30,34,0,0,26,116
2024-03-02 09:40:00,0,0,26,26,24,0,0,19,95
2024-03-02 09:50:00,0,0,24,30,28,0,0,19,101
2024-03-02 10:00:00,0,0,25,24,29,0,0,18,96
2024-03-02 10:10:00,0,0,23,25,29,0,0,21,98
2024-03-02 10:20:00,0,0,26,39,40,0,0,20,125
2024-03-02 10:30:00,0,0,24,26,35,0,0,20,105
2024-03-02 10:40:00,0,0,24,29,39,0,0,17,109
2024-03-02 10:50:00,0,0,24,25,34,0,0,17,100
2024-03-02 11:00:00,0,0,17,22,54,0,0,17,110
2024-03-02 11:10:00,0,0,26,32,37,0,0,26,121
2024-03-02 11:20:00,0,0,28,34,33,0,0,10,105
2024-03-02 11:30:00,0,0,25,30,43,0,0,28,126
2024-03-02 11:40:00,0,0,31,43,34,0,0,16,124
2024-03-02 11:50:00,0,0,24,21,66,0,0,29,140
2024-03-02 12:00:00,0,0,28,34,48,0,0,25,135
2024-03-02 12:10:00,0,0,26,36,65,0,0,14,141
2024-03-02 12:20:00,0,0,35,33,70,0,0,23,161
2024-03-02 12:30:00,0,0,26,31,57,0,0,23,137
2024-03-02 12:40:00,0,0,25,37,71,0,0,20,153
2024-03-02 12:50:00,0,0,23,29,56,0,0,17,125
2024-03-02 13:00:00,0,0,34,32,62,0,0,17,145
2024-03-02 13:10:00,0,0,23,22,59,0,0,22,126
2024-03-02 13:20:00,0,0,33,39,60,0,0,22,154
2024-03-02 13:30:00,0,0,25,37,57,0,0,20,139
2024-03-02 13:40:00,0,0,28,35,78,0,0,19,160
2024-03-02 13:50:00,0,0,29,39,81,0,0,20,169
2024-03-02 14:00:00,0,0,36,31,68,0,0,21,156
2024-03-02 14:10:00,0,0,39,38,78,0,0,16,171
2024-03-02 14:20:00,0,0,30,32,82,0,0,27,171
2024-03-02 14:30:00,0,0,32,39,59,0,0,29,159
2024-03-02 14:40:00,0,0,34,44,70,0,0,23,171
2024-03-02 14:50:00,0,0,32,37,64,0,0,22,155
2024-03-02 15:00:00,0,0,33,40,60,0,0,22,155
2024-03-02 15:10:00,0,0,29,35,86,0,0,21,171
2024-03-02 15:20:00,0,0,27,30,77,0,0,20,154
2024-03-02 15:30:00,0,0,30,36,67,0,0,32,165
2024-03-02 15:40:00,0,0,25,35,58,0,0,19,137
2024-03-02 15:50:00,0,0,27,22,67,0,0,20,136
2024-03-02 16:00:00,0,0,24,35,54,0,0,22,135
2024-03-02 16:10:00,0,0,21,35,56,0,0,17,129
2024-03-02 16:20:00,0,0,23,30,59,0,0,26,138
2024-03-02 16:30:00,0,0,27,30,60,0,0,25,142
2024-03-02 16:40:00,0,0,26,27,70,0,0,28,151
2024-03-02 16:50:00,0,0,37,38,66,0,0,24,165
2024-03-02 17:00:00,0,0,35,25,80,0,0,22,162
2024-03-02 17:10:00,0,0,29,36,87,0,0,22,174
2024-03-02 17:20:00,0,0,20,27,68,0,0,15,130
2024-03-02 17:30:00,0,0,25,31,64,0,0,26,146
2024-03-02 17:40:00,0,0,26,31,80,0,0,19,156
2024-03-02 17:50:00,0,0,25,31,98,0,0,12,166
2024-03-02 18:00:00,0,0,0,3,104,0,0,2,109
2024-03-02 18:10:00,0,0,0,11,87,0,0,32,130
2024-03-02 18:20:00,0,0,27,36,74,0,0,17,154
2024-03-02 18:30:00,0,0,27,41,79,0,0,39,186
2024-03-02 18:40:00,0,0,36,45,72,0,0,34,187
2024-03-02 18:50:00,0,0,32,53,72,0,0,24,181
2024-03-02 19:00:00,0,0,26,47,80,0,0,28,181
2024-03-02 19:10:00,0,0,33,49,66,0,0,29,177
2024-03-02 19:20:00,0,0,33,24,59,0,0,25,141
2024-03-02 19:30:00,0,0,21,41,54,0,0,22,138
2024-03-02 19:40:00,0,0,33,36,56,0,0,27,152
2024-03-02 19:50:00,0,0,29,37,65,0,0,25,156
2024-03-02 20:00:00,0,0,29,36,56,0,0,34,155
2024-03-02 20:10:00,0,0,34,46,51,0,0,36,167
2024-03-02 20:20:00,0,0,21,30,35,0,0,34,120
2024-03-02 20:30:00,0,0,29,40,53,0,0,32,154
2024-03-02 20:40:00,0,0,23,37,43,0,0,29,132
2024-03-02 20:50:00,0,0,28,29,34,0,0,24,115
2024-03-02 21:00:00,0,0,21,28,43,0,0,25,117
2024-03-02 21:10:00,0,0,20,34,55,0,0,36,145
2024-03-02 21:20:00,0,0,15,27,52,0,0,30,124
2024-03-02 21:30:00,0,0,22,27,37,0,0,31,117
2024-03-02 21:40:00,0,0,21,24,40,0,0,23,108
2024-03-02 21:50:00,0,0,25,30,35,0,0,30,120
2024-03-02 22:00:00,0,0,23,25,33,0,0,19,100
2024-03-02 22:10:00,0,0,30,32,40,0,0,30,132
2024-03-02 22:20:00,0,0,22,19,47,0,0,30,118
2024-03-02 22:30:00,0,0,20,27,36,0,0,37,120
2024-03-02 22:40:00,0,0,21,15,40,0,0,20,96
2024-03-02 22:50:00,0,0,23,22,42,0,0,30,117
2024-03-02 23:00:00,0,0,24,23,36,0,0,29,112
2024-03-02 23:10:00,0,0,20,25,35,0,0,23,103
2024-03-02 23:20:00,0,0,20,20,27,0,0,25,92
2024-03-02 23:30:00,0,0,19,28,23,0,0,31,101
2024-03-02 23:40:00,0,0,22,24,34,0,0,27,107
2024-03-02 23:50:00,0,0,17,19,34,0,0,22,92
2024-03-03 00:00:00,0,0,12,14,22,0,0,28,76
2024-03-03 00:10:00,0,0,10,20,28,0,0,18,76
2024-03-03 00:20:00,0,0,13,17,17,0,0,16,63
2024-03-03 00:30:00,0,0,11,19,22,0,0,17,69
2024-03-03 00:40:00,0,0,13,18,21,0,0,26,78
2024-03-03 00:50:00,0,0,9,23,15,0,0,19,66
2024-03-03 01:00:00,0,0,12,18,20,0,0,16,66
2024-03-03 01:10:00,0,0,17,15,13,0,0,14,59
2024-03-03 01:20:00,0,0,14,9,8,0,0,13,44
2024-03-03 01:30:00,0,0,14,8,12,0,0,14,48
2024-03-03 01:40:00,0,0,14,9,16,0,0,8,47
2024-03-03 01:50:00,0,0,5,11,10,0,0,8,34
2024-03-03 02:00:00,0,0,9,15,13,0,0,11,48
2024-03-03 02:10:00,0,0,7,24,11,0,0,12,54
2024-03-03 02:20:00,0,0,9,12,3,0,0,9,33
2024-03-03 02:30:00,0,0,9,15,9,0,0,13,46
2024-03-03 02:40:00,0,0,16,15,7,0,0,13,51
2024-03-03 02:50:00,0,0,10,5,10,0,0,11,36
2024-03-03 03:00:00,0,0,3,13,7,0,0,6,29
2024-03-03 03:10:00,0,0,5,13,10,0,0,8,36
2024-03-03 03:20:00,0,0,7,7,8,0,0,12,34
2024-03-03 03:30:00,0,0,5,9,5,0,0,5,24
2024-03-03 03:40:00,0,0,5,7,11,0,0,13,36
2024-03-03 03:50:00,0,0,9,9,2,0,0,4,24
2024-03-03 04:00:00,0,0,3,7,4,0,0,5,19
2024-03-03 04:10:00,0,0,4,3,4,0,0,9,20
2024-03-03 04:20:00,0,0,6,11,5,0,0,4,26
2024-03-03 04:30:00,0,0,7,7,4,0,0,6,24
2024-03-03 04:40:00,0,0,5,16,1,0,0,2,24
2024-03-03 04:50:00,0,0,8,9,2,0,0,3,22
2024-03-03 05:00:00,0,0,8,13,4,0,0,7,32
2024-03-03 05:10:00,0,0,9,15,4,0,0,6,34
2024-03-03 05:20:00,0,0,9,11,5,0,0,8,33
2024-03-03 05:30:00,0,0,11,5,6,0,0,7,29
2024-03-03 05:40:00,0,0,9,11,5,0,0,8,33
2024-03-03 05:50:00,0,0,14,8,4,0,0,7,33
2024-03-03 06:00:00,0,0,9,10,9,0,0,8,36
2024-03-03 06:10:00,0,0,10,12,7,0,0,6,35
2024-03-03 06:20:00,0,0,7,6,6,0,0,11,30
2024-03-03 06:30:00,0,0,9,5,8,0,0,5,27
2024-03-03 06:40:00,0,0,4,7,7,0,0,7,25
2024-03-03 06:50:00,0,0,9,10,4,0,0,5,28
2024-03-03 07:00:00,0,0,9,8,6,0,0,3,26
2024-03-03 07:10:00,0,0,3,4,2,0,0,8,17
2024-03-03 07:20:00,0,0,3,4,12,0,0,7,26
2024-03-03 07:30:00,0,0,4,5,5,0,0,5,19
2024-03-03 07:40:00,0,0,6,6,11,0,0,4,27
2024-03-03 07:50:00,0,0,7,6,9,0,0,10,32
2024-03-03 08:00:00,0,0,9,4,5,0,0,5,23
2024-03-03 08:10:00,0,0,9,8,10,0,0,8,35
2024-03-03 08:20:00,0,0,7,11,16,0,0,6,40
2024-03-03 08:30:00,0,0,11,10,12,0,0,11,44
2024-03-03 08:40:00,0,0,9,8,17,0,0,8,42
2024-03-03 08:50:00,0,0,10,1,9,0,0,10,30
2024-03-03 09:00:00,0,0,20,17,9,0,0,10,56
2024-03-03 09:10:00,0,0,12,10,11,0,0,10,43
2024-03-03 09:20:00,0,0,8,9,9,0,0,15,41
2024-03-03 09:30:00,0,0,19,14,13,0,0,19,65
2024-03-03 09:40:00,0,0,23,17,26,0,0,25,91
2024-03-03 09:50:00,0,0,14,19,36,0,0,20,89
2024-03-03 10:00:00,0,0,18,18,17,0,0,22,75
2024-03-03 10:10:00,0,0,17,26,26,0,0,30,99
2024-03-03 10:20:00,0,0,21,22,22,0,0,19,84
2024-03-03 10:30:00,0,0,15,28,26,0,0,16,85
2024-03-03 10:40:00,0,0,28,26,28,0,0,16,98
2024-03-03 10:50:00,0,0,17,28,24,0,0,23,92
2024-03-03 11:00:00,0,0,15,20,33,0,0,17,85
2024-03-03 11:10:00,0,0,19,24,20,0,0,25,88
2024-03-03 11:20:00,0,0,19,20,28,0,0,18,85
2024-03-03 11:30:00,0,0,21,25,32,0,0,22,100
2024-03-03 11:40:00,0,0,25,29,37,0,0,23,114
2024-03-03 11:50:00,0,0,21,24,33,0,0,23,101
2024-03-03 12:00:00,0,0,21,28,33,0,0,24,106
2024-03-03 12:10:00,0,0,16,33,38,0,0,22,109
2024-03-03 12:20:00,0,0,28,32,39,0,0,27,126
2024-03-03 12:30:00,0,0,18,20,44,0,0,20,102
2024-03-03 12:40:00,0,0,29,40,51,0,0,22,142
2024-03-03 12:50:00,0,0,22,36,47,0,0,27,132
2024-03-03 13:00:00,0,0,25,28,58,0,0,25,136
2024-03-03 13:10:00,0,0,24,32,72,0,0,21,149
2024-03-03 13:20:00,0,0,26,21,48,0,0,22,117
2024-03-03 13:30:00,0,0,26,20,43,0,0,22,111
2024-03-03 13:40:00,0,0,27,30,50,0,0,23,130
2024-03-03 13:50:00,0,0,21,24,53,0,0,28,126
2024-03-03 14:00:00,0,0,24,25,56,0,0,29,134
2024-03-03 14:10:00,0,0,18,25,62,0,0,30,135
2024-03-03 14:20:00,0,0,32,31,55,0,0,25,143
2024-03-03 14:30:00,0,0,28,35,45,0,0,22,130
2024-03-03 14:40:00,0,0,21,34,62,0,0,14,131
2024-03-03 14:50:00,0,0,28,47,60,0,0,21,156
2024-03-03 15:00:00,0,0,22,27,53,0,0,33,135
2024-03-03 15:10:00,0,0,30,40,49,0,0,22,141
2024-03-03 15:20:00,0,0,25,23,47,0,0,24,119
2024-03-03 15:30:00,0,0,27,27,51,0,0,25,130
2024-03-03 15:40:00,0,0,26,23,48,0,0,22,119
2024-03-03 15:50:00,0,0,25,31,49,0,0,26,131
2024-03-03 16:00:00,0,0,27,26,40,0,0,27,120
2024-03-03 16:10:00,0,0,23,28,52,0,0,30,133
2024-03-03 16:20:00,0,0,28,36,36,0,0,19,119
2024-03-03 16:30:00,0,0,27,30,57,0,0,21,135
2024-03-03 16:40:00,0,0,23,25,50,0,0,25,123
2024-03-03 16:50:00,0,0,30,26,46,0,0,27,129
2024-03-03 17:00:00,0,0,19,30,45,0,0,19,113
2024-03-03 17:10:00,0,0,20,28,45,0,0,22,115
2024-03-03 17:20:00,0,0,23,24,52,0,0,21,120
2024-03-03 17:30:00,0,0,30,35,50,0,0,19,134
2024-03-03 17:40:00,0,0,30,23,60,0,0,24,137
2024-03-03 17:50:00,0,0,28,26,42,0,0,21,117
2024-03-03 18:00:00,0,0,18,31,60,0,0,29,138
2024-03-03 18:10:00,0,0,27,36,40,0,0,24,127
2024-03-03 18:20:00,0,0,20,20,48,0,0,25,113
2024-03-03 18:30:00,0,0,24,34,50,0,0,25,133
2024-03-03 18:40:00,0,0,24,29,48,0,0,30,131
2024-03-03 18:50:00,0,0,29,44,41,0,0,31,145
2024-03-03 19:00:00,0,0,25,32,48,0,0,28,133
2024-03-03 19:10:00,0,0,27,38,37,0,0,27,129
2024-03-03 19:20:00,0,0,27,48,29,0,0,21,125
2024-03-03 19:30:00,0,0,30,28,26,0,0,32,116
2024-03-03 19:40:00,0,0,22,36,41,0,0,17,116
2024-03-03 19:50:00,0,0,26,26,41,0,0,37,130
2024-03-03 20:00:00,0,0,25,37,41,0,0,30,133
2024-03-03 20:10:00,0,0,29,24,26,0,0,30,109
2024-03-03 20:20:00,0,0,20,31,22,0,0,27,100
2024-03-03 20:30:00,0,0,27,16,31,0,0,20,94
2024-03-03 20:40:00,0,0,33,28,24,0,0,30,115
2024-03-03 20:50:00,0,0,14,23,26,0,0,26,89
2024-03-03 21:00:00,0,0,19,27,25,0,0,21,92
2024-03-03 21:10:00,0,0,16,26,12,0,0,27,81
2024-03-03 21:20:00,0,0,22,25,20,0,0,17,84
2024-03-03 21:30:00,0,0,22,15,13,0,0,16,66
2024-03-03 21:40:00,0,0,13,13,19,0,0,23,68
2024-03-03 21:50:00,0,0,13,19,27,0,0,22,81
2024-03-03 22:00:00,0,0,20,26,35,0,0,21,102
2024-03-03 22:10:00,0,0,18,18,32,0,0,21,89
2024-03-03 22:20:00,0,0,20,19,19,0,0,15,73
2024-03-03 22:30:00,0,0,12,18,28,0,0,15,73
2024-03-03 22:40:00,0,0,5,11,15,0,0,18,49
2024-03-03 22:50:00,0,0,14,13,29,0,0,22,78
2024-03-03 23:00:00,0,0,14,6,17,0,0,10,47
2024-03-03 23:10:00,0,0,4,7,8,0,0,12,31
2024-03-03 23:20:00,0,0,6,6,7,0,0,11,30
2024-03-03 23:30:00,0,0,9,8,10,0,0,9,36
2024-03-03 23:40:00,0,0,6,3,17,0,0,10,36
2024-03-03 23:50:00,0,0,3,7,6,0,0,6,22
2024-03-04 00:00:00,0,0,8,7,7,0,0,6,28
2024-03-04 00:10:00,0,0,8,6,8,0,0,4,26
2024-03-04 00:20:00,0,0,4,5,4,0,0,4,17
2024-03-04 00:30:00,0,0,10,4,3,0,0,5,22
2024-03-04 00:40:00,0,0,3,6,6,0,0,1,16
2024-03-04 00:50:00,0,0,6,1,4,0,0,3,14
2024-03-04 01:00:00,0,0,3,11,1,0,0,5,20
2024-03-04 01:10:00,0,0,0,5,3,0,0,3,11
2024-03-04 01:20:00,0,0,1,1,1,0,0,5,8
2024-03-04 01:30:00,0,0,5,3,4,0,0,6,18
2024-03-04 01:40:00,0,0,3,5,3,0,0,8,19
2024-03-04 01:50:00,0,0,8,2,3,0,0,3,16
2024-03-04 02:00:00,0,0,1,4,2,0,0,1,8
2024-03-04 02:10:00,0,0,4,0,1,0,0,0,5
2024-03-04 02:20:00,0,0,5,2,2,0,0,0,9
2024-03-04 02:30:00,0,0,6,0,2,0,0,1,9
2024-03-04 02:40:00,0,0,5,4,2,0,0,1,12
2024-03-04 02:50:00,0,0,3,4,1,0,0,1,9
2024-03-04 03:00:00,0,0,3,3,1,0,0,0,7
2024-03-04 03:10:00,0,0,1,1,3,0,0,3,8
2024-03-04 03:20:00,0,0,5,2,0,0,0,2,9
2024-03-04 03:30:00,0,0,2,6,0,0,0,1,9
