datetime,D11Z,D12Z,D13Z,D14Z,D15Z,D21Z,D22Z,D23Z,D24Z,D25Z,D26Z,D31Z,D32Z,D33Z,D34Z,D35Z,D36Z,D37Z,D41Z,D42Z,D43Z,D44Z,D45Z,D46Z,D47Z,D48Z,V10Z,V20Z,V30Z,V40Z,Total
2024-03-02 07:40:00,13,14,7,5,5,4,5,1,21,21,2,13,13,28,11,20,13,19,14,24,19,24,14,2,11,7,21,7,0,0,358
2024-03-02 07:50:00,12,21,5,4,4,4,5,0,18,19,1,11,11,14,13,23,11,24,12,14,12,15,23,3,8,8,0,1,0,0,296
2024-03-02 08:00:00,14,16,6,3,3,3,8,1,14,14,1,14,15,12,17,14,8,13,8,10,9,9,15,5,12,6,0,0,0,0,250
2024-03-02 08:10:00,10,25,4,3,3,3,4,5,16,17,3,21,19,22,18,23,53,25,14,18,18,21,26,4,14,11,0,5,0,0,405
2024-03-02 08:20:00,20,32,5,4,4,3,7,1,19,18,0,13,13,22,15,20,5,21,6,19,14,16,19,4,9,10,0,0,0,0,319
2024-03-02 08:30:00,8,26,6,1,1,3,5,0,20,19,2,18,18,23,18,32,12,33,13,28,19,28,29,7,13,16,0,1,0,3,402
2024-03-02 08:40:00,10,29,4,5,5,5,6,0,21,22,1,18,19,29,21,35,22,36,21,44,26,43,26,4,15,12,0,2,0,2,483
2024-03-02 08:50:00,10,33,5,8,8,8,10,1,32,32,2,15,15,39,22,29,15,31,17,37,16,36,32,7,32,8,0,2,0,3,505
2024-03-02 09:00:00,10,29,6,3,3,3,8,3,31,29,3,33,31,34,24,38,14,39,14,43,22,47,32,5,38,10,0,10,0,0,562
2024-03-02 09:10:00,12,34,6,2,2,2,16,0,23,25,0,32,31,33,24,40,27,40,27,39,20,34,45,5,13,31,0,1,0,0,564
2024-03-02 09:20:00,15,32,13,2,3,3,16,2,36,37,0,37,40,26,29,55,29,55,29,32,24,34,45,5,22,17,2,11,0,0,651
2024-03-02 09:30:00,9,31,8,8,6,6,21,4,45,42,3,42,40,42,26,38,23,40,23,48,25,46,35,12,38,23,7,13,5,0,709
2024-03-02 09:40:00,20,45,13,8,8,8,18,1,34,37,3,37,35,40,44,46,26,47,27,48,23,51,38,6,30,18,2,14,2,0,729
2024-03-02 09:50:00,26,32,10,10,12,12,17,0,45,41,1,32,33,38,42,49,31,50,32,39,20,39,40,9,37,22,3,8,0,13,743
2024-03-02 10:00:00,14,43,10,10,8,8,16,3,30,33,3,33,32,32,34,39,24,40,25,46,13,46,36,12,40,23,0,7,0,0,660
2024-03-02 10:10:00,12,44,23,8,8,8,25,3,45,43,2,46,57,53,35,44,27,50,27,51,19,52,50,10,35,24,4,9,0,0,814
2024-03-02 10:20:00,22,50,20,5,5,5,14,4,28,29,2,30,31,27,36,49,29,48,28,36,18,35,65,7,27,20,3,1,0,1,675
2024-03-02 10:30:00,22,45,23,6,6,6,20,0,39,39,2,48,47,35,20,50,31,51,32,50,17,50,55,7,33,24,0,4,0,0,762
2024-03-02 10:40:00,32,37,12,9,10,10,19,3,38,34,3,41,44,43,26,53,31,55,29,49,16,46,59,10,42,23,0,7,0,0,781
2024-03-02 10:50:00,23,53,19,11,10,9,8,1,39,39,1,38,39,43,33,45,30,49,28,48,19,48,51,13,43,19,1,4,0,1,765
2024-03-02 11:00:00,22,38,15,6,6,5,17,2,36,38,3,39,37,46,30,44,21,47,22,45,18,51,75,14,51,16,3,6,0,1,754
2024-03-02 11:10:00,30,45,24,13,13,13,9,2,35,35,1,23,23,55,35,51,28,49,25,60,13,55,39,15,34,25,3,2,0,3,758
2024-03-02 11:20:00,32,44,24,12,12,12,14,6,48,52,2,40,42,36,35,50,36,52,34,44,11,48,43,10,32,22,0,9,0,4,806
2024-03-02 11:30:00,26,51,32,7,7,7,6,2,42,39,1,40,41,58,18,47,29,51,29,61,18,52,55,11,44,14,0,8,0,3,799
2024-03-02 11:40:00,40,46,19,9,9,9,15,3,44,42,6,40,38,46,24,43,29,46,26,45,15,47,59,13,32,22,1,7,0,4,779
2024-03-02 11:50:00,36,50,36,13,15,15,11,5,31,33,1,25,25,34,37,50,39,52,37,48,18,49,48,12,40,19,4,2,0,0,785
2024-03-02 12:00:00,32,54,29,16,14,13,23,3,45,44,4,35,32,42,30,50,35,50,34,46,22,42,69,13,38,29,0,3,0,6,853
2024-03-02 12:10:00,31,47,29,7,8,6,22,7,30,30,3,35,37,40,23,47,27,46,28,51,19,55,57,5,44,17,2,5,0,3,761
2024-03-02 12:20:00,48,51,59,9,9,8,9,5,48,49,2,41,39,55,33,54,42,60,40,57,13,50,52,6,39,25,0,5,0,4,912
2024-03-02 12:30:00,45,45,22,12,12,12,16,0,42,42,2,40,43,45,34,51,30,53,31,41,21,50,59,9,41,27,4,0,0,10,839
2024-03-02 12:40:00,22,46,29,12,16,11,16,5,41,39,5,35,35,48,54,26,22,44,27,60,12,51,73,15,39,22,2,3,0,11,821
2024-03-02 12:50:00,3,1,1,11,6,1,0,1,58,221,3,42,41,53,93,8,8,36,21,56,15,56,66,18,43,18,4,3,0,3,890
2024-03-02 13:00:00,24,41,28,13,14,13,1,5,50,45,15,33,34,54,91,0,1,25,2,49,12,50,69,13,49,19,5,1,0,3,759
2024-03-02 13:10:00,35,54,34,12,11,11,0,1,52,140,11,39,42,49,82,0,3,6,1,59,14,56,59,20,37,10,0,0,0,1,839
2024-03-02 13:20:00,53,43,25,11,11,9,0,2,46,38,20,44,44,49,126,0,1,13,1,42,6,46,78,11,40,17,0,24,0,2,802
2024-03-02 13:30:00,32,52,46,15,16,15,0,5,59,48,15,32,38,60,91,0,2,9,1,54,90,48,39,11,31,16,11,3,0,2,841
2024-03-02 13:40:00,16,48,25,9,9,9,2,5,49,45,10,33,33,58,104,0,0,8,0,51,90,55,61,9,41,16,8,0,0,10,804
2024-03-02 13:50:00,41,44,24,11,11,10,1,9,41,37,18,29,29,70,106,2,3,12,7,54,28,50,67,16,65,19,5,2,0,4,815
2024-03-02 14:00:00,29,49,28,10,10,10,33,5,44,45,3,37,36,49,93,75,49,72,51,54,25,147,83,12,47,29,6,0,0,4,1135
2024-03-02 14:10:00,21,43,26,19,18,18,33,8,52,53,6,41,38,74,44,49,29,55,29,67,21,71,61,9,33,17,3,8,0,2,948
2024-03-02 14:20:00,24,52,41,15,15,15,21,2,50,50,1,48,49,55,44,47,39,52,37,58,14,52,68,8,32,23,9,3,0,1,925
2024-03-02 14:30:00,34,43,31,12,11,11,9,1,48,50,2,47,45,36,49,48,34,52,34,52,13,53,71,7,31,20,2,1,0,3,850
2024-03-02 14:40:00,29,55,45,13,13,12,16,2,30,30,3,39,44,41,41,33,22,34,20,51,17,49,58,9,34,17,1,7,0,0,765
2024-03-02 14:50:00,26,44,37,11,11,11,13,2,36,34,1,50,46,44,41,40,16,41,18,51,11,51,67,10,44,16,0,5,0,4,781
2024-03-02 15:00:00,30,44,30,7,7,7,7,4,32,31,1,30,27,58,44,37,11,38,11,60,19,59,67,9,32,16,0,4,0,1,723
2024-03-02 15:10:00,32,50,35,7,7,7,6,3,28,30,1,30,32,40,47,32,15,31,15,49,17,52,59,8,44,19,0,8,0,0,704
2024-03-02 15:20:00,28,44,21,12,12,12,11,1,49,49,1,39,39,61,31,30,17,32,17,55,19,54,60,7,33,14,5,6,0,0,759
2024-03-02 15:30:00,31,51,34,10,10,10,3,1,26,27,2,44,43,37,39,31,24,34,24,51,8,50,67,4,34,13,0,0,0,5,713
2024-03-02 15:40:00,23,42,25,14,15,17,12,6,28,30,1,31,29,40,33,46,18,49,19,44,17,43,52,5,35,18,1,0,0,0,693
2024-03-02 15:50:00,25,41,21,11,10,10,6,4,25,25,2,29,29,50,26,34,13,34,13,50,25,48,62,9,46,19,1,0,0,6,674
2024-03-02 16:00:00,26,47,28,9,9,9,6,3,25,22,3,34,32,32,23,39,17,41,16,48,12,49,53,7,33,13,3,1,0,1,641
2024-03-02 16:10:00,24,48,28,8,8,8,11,7,22,23,1,37,49,44,29,33,18,38,19,34,27,35,65,8,25,10,3,2,0,0,664
2024-03-02 16:20:00,41,41,20,6,7,6,13,5,24,31,0,28,81,43,31,32,26,36,25,46,20,51,55,7,21,20,2,1,0,4,723
2024-03-02 16:30:00,28,47,20,11,10,9,10,0,31,40,3,23,25,50,39,44,23,45,24,57,24,52,56,13,27,21,13,4,0,1,750
2024-03-02 16:40:00,28,45,26,9,10,10,13,1,25,25,1,37,33,38,38,32,27,30,27,43,21,46,44,8,27,22,3,2,0,4,675
2024-03-02 16:50:00,34,35,24,14,12,11,10,1,26,24,1,19,19,40,34,28,22,31,23,42,18,43,56,8,35,17,2,0,0,1,630
2024-03-02 17:00:00,44,34,19,13,13,12,13,2,36,37,1,29,32,45,45,43,26,39,24,50,14,47,47,6,23,14,1,2,0,1,712
2024-03-02 17:10:00,27,46,30,8,8,8,15,0,27,26,3,34,41,30,37,44,30,49,33,39,19,41,55,13,40,23,2,2,0,7,737
2024-03-02 17:20:00,32,56,30,2,2,2,14,1,30,31,0,25,24,43,28,49,23,47,22,49,11,48,63,10,37,13,0,3,0,2,697
2024-03-02 17:30:00,37,62,40,9,9,9,11,5,26,25,2,32,36,45,46,48,24,48,25,49,21,49,65,7,35,22,8,1,0,2,798
2024-03-02 17:40:00,44,55,37,15,17,17,12,8,33,34,3,40,37,51,42,44,26,49,27,60,14,62,46,11,38,21,0,1,0,69,913
2024-03-02 17:50:00,47,66,43,16,14,13,18,5,34,36,1,42,39,34,44,57,35,61,31,50,11,50,62,9,34,22,2,1,0,2,879
2024-03-02 18:00:00,41,65,41,19,18,14,10,2,36,35,1,37,38,49,34,37,22,39,25,56,16,57,59,10,46,18,14,0,0,5,844
2024-03-02 18:10:00,35,70,35,22,23,20,9,4,36,39,1,42,42,47,34,43,29,44,29,55,5,54,47,8,30,15,2,4,0,3,827
2024-03-02 18:20:00,40,64,48,14,12,12,11,4,38,34,1,41,43,49,62,40,26,48,30,51,10,58,63,12,35,15,2,29,0,10,902
2024-03-02 18:30:00,27,55,39,12,12,12,15,4,18,18,0,30,31,40,44,47,35,45,32,43,18,35,34,6,27,19,0,3,0,1,702
2024-03-02 18:40:00,34,51,25,9,9,9,19,3,30,33,2,30,29,37,43,43,29,44,30,37,21,43,40,7,29,26,0,0,0,2,714
2024-03-02 18:50:00,24,47,25,7,7,7,7,2,38,34,1,27,27,51,45,41,16,46,16,52,23,47,33,12,42,15,0,0,0,0,692
2024-03-02 19:00:00,26,51,35,5,6,6,9,2,24,25,0,32,35,36,34,32,21,35,21,40,16,39,33,12,30,18,1,3,0,9,636
2024-03-02 19:10:00,23,45,22,12,12,11,12,0,27,25,5,28,29,40,34,40,17,43,17,39,18,40,27,8,22,19,3,5,0,2,625
2024-03-02 19:20:00,24,36,20,6,5,5,7,2,21,23,0,17,19,25,34,32,23,34,23,31,37,28,32,9,37,13,0,3,0,0,546
2024-03-02 19:30:00,14,38,25,9,10,10,7,0,29,29,0,22,23,28,20,37,21,43,22,28,17,28,27,3,22,21,38,15,0,1,587
2024-03-02 19:40:00,29,34,17,6,7,6,6,2,13,12,1,23,22,21,16,43,20,41,18,24,18,24,30,1,21,13,2,1,0,1,472
2024-03-02 19:50:00,22,37,16,10,10,10,9,2,12,15,0,13,11,32,26,37,18,37,17,37,19,36,32,7,27,22,0,0,0,1,515
2024-03-02 20:00:00,19,28,15,8,7,6,14,2,11,10,0,16,15,22,17,26,13,30,15,27,24,30,32,4,23,14,0,0,0,3,431
2024-03-02 20:10:00,29,31,19,5,5,4,4,0,17,18,1,16,15,35,17,29,25,29,23,29,18,26,26,6,19,9,19,3,0,0,477
2024-03-02 20:20:00,15,32,16,4,5,5,7,1,11,11,0,18,17,17,27,38,13,40,13,16,16,17,28,5,15,14,0,3,0,1,405
2024-03-02 20:30:00,15,22,12,8,7,7,3,1,15,15,0,27,27,19,18,33,8,34,8,21,15,21,24,4,12,16,0,0,2,4,398
2024-03-02 20:40:00,16,22,9,3,4,4,8,0,16,17,1,13,13,21,12,27,14,29,12,21,18,20,22,2,20,7,1,1,0,6,359
2024-03-02 20:50:00,15,32,7,4,3,4,4,1,9,9,0,14,13,11,24,28,13,33,14,13,13,13,25,3,11,11,0,0,0,0,327
2024-03-02 21:00:00,17,28,15,8,7,7,7,0,12,12,0,16,17,29,6,25,9,27,9,30,20,29,24,5,14,7,0,0,0,0,380
2024-03-02 21:10:00,12,32,10,3,3,3,2,0,12,14,1,14,13,14,20,27,9,30,10,13,13,13,19,1,5,9,0,0,0,0,302
2024-03-02 21:20:00,15,27,14,12,9,9,7,1,10,9,0,15,15,20,28,27,10,30,10,17,15,16,14,0,13,9,6,0,0,0,358
2024-03-02 21:30:00,12,30,13,10,11,11,6,1,5,5,0,19,18,35,8,22,7,22,7,20,28,20,13,4,8,8,0,1,0,43,387
2024-03-02 21:40:00,10,21,12,6,5,5,3,3,7,8,1,28,26,11,19,23,13,25,12,13,12,13,21,1,8,11,0,0,0,0,317
2024-03-02 21:50:00,12,32,16,5,6,6,13,0,10,10,0,9,7,17,17,20,3,21,3,14,12,14,12,2,9,7,0,0,0,2,279
2024-03-02 22:00:00,9,27,7,6,6,5,7,0,6,5,0,8,8,10,16,28,9,28,9,13,12,13,17,2,4,9,0,0,0,0,264
2024-03-02 22:10:00,21,32,9,8,8,8,9,0,5,5,1,11,9,17,18,25,7,28,7,20,18,20,10,2,4,6,0,0,0,0,308
2024-03-02 22:20:00,27,39,15,3,3,3,2,0,9,9,0,9,10,12,19,23,16,24,14,10,10,11,15,1,6,11,0,0,0,3,304
2024-03-02 22:30:00,13,45,15,5,4,4,10,0,5,5,0,13,12,12,10,16,9,18,9,10,10,10,20,1,5,1,0,5,0,0,267
2024-03-02 22:40:00,15,31,14,9,9,9,2,0,8,8,1,10,11,16,11,12,6,15,6,14,11,12,16,3,11,8,0,0,0,4,272
2024-03-02 22:50:00,16,28,8,12,12,11,4,0,6,6,0,19,16,13,7,10,4,11,5,13,13,13,4,3,6,8,0,2,0,0,250
2024-03-02 23:00:00,9,28,9,4,4,4,7,0,5,5,0,11,10,8,6,16,5,16,5,12,13,13,15,1,2,5,0,1,0,0,214
2024-03-02 23:10:00,21,29,12,6,5,4,2,0,9,10,1,8,6,12,12,22,9,24,8,12,12,12,5,1,5,7,0,0,0,0,254
2024-03-02 23:20:00,14,31,11,1,1,1,3,2,4,4,0,17,16,6,10,23,9,26,9,10,10,10,9,0,6,5,0,0,0,0,238
2024-03-02 23:30:00,10,19,6,3,3,3,3,0,8,8,0,5,5,10,11,26,4,28,4,9,9,9,13,1,6,12,0,2,0,1,218
2024-03-02 23:40:00,13,19,6,2,2,2,3,0,4,4,2,2,3,12,5,14,2,15,2,7,7,7,12,1,7,8,0,0,0,0,161
2024-03-02 23:50:00,14,26,2,3,3,3,4,0,4,4,1,8,6,5,5,16,4,16,4,4,4,4,4,1,5,9,0,0,0,5,164
2024-03-03 00:00:00,14,20,9,4,4,4,1,0,4,5,1,5,5,8,10,10,3,12,3,7,7,7,7,0,4,3,0,0,0,0,157
2024-03-03 00:10:00,13,21,2,3,3,3,1,0,2,3,0,8,7,10,8,12,2,13,2,9,10,11,9,2,4,7,1,1,0,0,167
2024-03-03 00:20:00,10,22,9,3,3,3,0,0,4,4,0,6,6,8,6,13,0,13,0,13,11,12,7,1,5,5,0,0,0,0,164
2024-03-03 00:30:00,4,14,4,2,2,2,3,0,1,1,0,4,4,10,5,15,7,17,7,13,11,12,12,0,2,5,0,0,0,0,157
2024-03-03 00:40:00,6,18,5,7,7,8,3,3,7,8,1,3,5,6,7,17,2,14,2,4,4,6,8,2,4,5,0,1,0,0,163
2024-03-03 00:50:00,9,13,5,2,2,1,1,0,4,4,0,5,6,7,11,11,1,12,1,6,6,6,6,0,6,4,0,0,1,1,131
2024-03-03 01:00:00,14,15,4,1,1,1,0,0,4,4,1,8,8,12,0,8,3,10,6,14,14,12,8,0,5,3,0,0,0,0,156
2024-03-03 01:10:00,6,18,1,1,1,1,4,0,5,4,0,8,6,5,3,9,4,9,4,3,3,3,7,2,3,5,0,0,0,0,115
2024-03-03 01:20:00,9,10,2,0,0,0,0,1,1,1,0,4,4,5,5,9,1,8,1,7,6,7,6,0,2,7,0,0,0,0,96
2024-03-03 01:30:00,6,11,3,2,2,2,0,0,1,1,0,4,3,3,2,8,1,8,1,6,5,6,5,0,2,3,0,0,3,0,88
2024-03-03 01:40:00,9,4,3,1,2,2,4,0,1,1,1,3,2,5,4,11,2,11,2,8,7,8,4,0,2,2,0,0,0,0,99
2024-03-03 01:50:00,7,15,4,1,0,0,1,0,2,2,0,5,5,3,3,9,2,10,1,2,2,2,7,0,1,2,0,0,0,0,86
2024-03-03 02:00:00,2,6,3,0,0,0,0,0,6,6,1,2,2,5,3,8,3,9,3,6,6,6,2,1,1,1,0,0,0,0,82
2024-03-03 02:10:00,6,11,0,1,1,1,0,0,0,0,0,5,3,2,2,2,0,3,0,3,3,3,2,0,1,2,0,0,0,0,51
2024-03-03 02:20:00,4,7,0,3,3,3,0,0,1,1,0,6,8,3,2,5,0,8,0,4,4,4,3,0,6,3,0,0,0,0,78
2024-03-03 02:30:00,4,10,1,3,3,3,1,0,3,3,0,5,5,5,0,5,0,5,0,7,5,6,5,1,2,3,0,3,0,0,88
2024-03-03 02:40:00,3,2,4,2,2,2,0,0,1,1,1,6,6,5,1,4,0,4,0,5,4,4,2,0,3,5,0,0,0,0,67
2024-03-03 02:50:00,5,5,3,1,1,1,1,0,1,2,0,3,3,4,2,3,1,4,1,4,4,4,1,0,2,2,0,0,0,0,58
2024-03-03 03:00:00,1,12,1,0,0,0,2,0,3,4,0,5,5,5,0,4,1,4,1,5,5,5,3,0,1,2,0,0,0,0,69
2024-03-03 03:10:00,7,3,3,1,1,1,4,0,2,3,0,2,2,3,1,4,1,5,1,3,3,3,2,2,3,3,0,0,0,0,63
2024-03-03 03:20:00,5,5,0,1,1,1,0,0,1,1,0,2,3,1,1,6,1,8,1,2,2,2,0,0,2,0,0,0,0,0,46
2024-03-03 03:30:00,7,2,2,1,1,1,0,1,2,2,1,5,5,2,2,5,0,5,0,0,0,0,2,1,5,2,0,0,0,0,54
2024-03-03 03:40:00,3,9,7,1,1,1,0,0,2,2,0,2,3,1,1,2,0,3,0,1,1,1,1,0,0,4,0,0,0,0,46
2024-03-03 03:50:00,0,3,1,1,1,1,1,0,1,1,0,1,0,3,2,4,0,4,0,2,2,2,2,0,1,2,0,0,0,0,35
2024-03-03 04:00:00,2,4,1,0,0,0,0,0,2,2,0,1,1,3,1,9,0,9,0,2,2,2,6,0,1,1,0,0,0,0,49
2024-03-03 04:10:00,5,5,0,0,0,1,1,0,0,0,0,6,6,1,0,6,0,6,0,1,1,1,2,0,1,2,0,0,0,0,45
2024-03-03 04:20:00,1,4,1,2,2,1,0,0,0,0,0,3,3,1,0,5,0,6,0,2,2,2,3,0,0,1,0,0,0,0,39
2024-03-03 04:30:00,2,5,0,2,2,2,0,0,0,0,0,3,4,0,2,4,0,5,0,2,2,2,8,0,2,1,0,0,0,0,48
2024-03-03 04:40:00,3,4,2,0,0,0,1,0,1,2,1,1,2,4,3,10,0,11,0,4,4,5,5,3,2,3,0,0,0,1,72
2024-03-03 04:50:00,1,2,2,0,0,0,1,0,1,2,0,2,2,3,0,5,0,5,0,3,2,2,1,1,1,4,0,0,0,0,40
2024-03-03 05:00:00,3,3,0,0,0,0,0,0,0,0,0,4,4,0,0,3,1,2,1,1,1,1,5,0,2,2,0,0,0,0,33
2024-03-03 05:10:00,2,4,1,0,0,0,0,1,2,2,1,4,4,4,2,7,1,7,1,3,3,3,3,2,2,7,0,0,0,0,66
2024-03-03 05:20:00,7,2,0,1,1,1,3,0,2,2,0,0,0,7,0,5,0,5,0,10,10,10,5,1,1,3,0,0,0,0,76
2024-03-03 05:30:00,1,9,1,0,0,0,0,0,0,0,0,3,3,6,2,10,2,10,2,12,16,11,6,0,2,7,0,0,0,0,103
2024-03-03 05:40:00,6,4,3,1,1,1,0,0,3,3,1,6,6,5,1,6,2,6,2,5,5,5,5,0,0,5,0,0,0,0,82
2024-03-03 05:50:00,4,8,0,1,1,1,3,0,2,2,0,3,3,5,4,5,0,5,0,4,4,4,9,1,0,1,0,0,0,0,70
2024-03-03 06:00:00,2,5,4,1,1,1,1,1,0,0,1,2,2,2,0,9,3,9,3,3,3,3,4,1,0,2,0,0,0,0,63
2024-03-03 06:10:00,4,7,3,2,2,2,0,0,0,0,0,5,3,4,2,7,0,7,0,3,3,3,2,1,2,1,0,0,0,0,63
2024-03-03 06:20:00,1,11,1,0,0,0,0,0,1,1,0,0,2,2,3,7,0,7,0,5,5,5,3,0,4,0,0,0,0,0,58
2024-03-03 06:30:00,2,10,4,0,0,0,2,0,5,6,0,3,3,8,0,5,0,5,0,4,4,4,4,1,4,2,0,0,0,0,76
2024-03-03 06:40:00,4,7,1,1,1,1,2,0,2,2,1,3,4,4,2,9,3,10,3,4,4,4,5,0,3,1,0,0,3,0,84
2024-03-03 06:50:00,2,6,1,1,1,1,0,0,2,3,0,6,6,6,2,3,1,4,1,5,4,4,5,0,0,1,0,0,0,0,65
2024-03-03 07:00:00,0,7,0,0,0,0,0,1,1,1,1,2,2,3,2,1,1,1,1,6,5,6,6,1,4,2,0,0,0,0,54
2024-03-03 07:10:00,0,7,1,1,1,1,1,0,4,4,0,6,4,4,3,6,2,7,3,2,2,2,4,1,2,0,0,0,0,0,68
2024-03-03 07:20:00,3,5,0,3,3,3,4,0,1,1,0,5,6,3,1,8,0,8,1,5,5,4,2,0,3,2,0,0,0,0,76
2024-03-03 07:30:00,4,10,0,2,2,2,0,0,1,1,0,4,4,2,3,7,4,9,5,2,2,2,6,1,3,1,0,0,0,0,77
2024-03-03 07:40:00,5,11,1,3,3,3,1,4,1,1,1,5,5,3,1,10,2,11,2,3,3,3,6,1,5,4,0,0,0,0,98
2024-03-03 07:50:00,4,10,0,0,0,0,1,0,4,4,1,6,7,8,5,8,2,9,2,6,6,6,8,0,1,5,0,0,0,0,103
2024-03-03 08:00:00,1,7,0,0,0,0,2,9,5,6,1,8,8,5,4,13,0,13,0,4,3,4,5,0,3,4,0,0,0,0,105
2024-03-03 08:10:00,1,12,2,3,3,3,0,0,1,1,0,13,15,3,6,17,3,18,3,4,4,5,4,0,3,3,0,0,0,0,127
2024-03-03 08:20:00,2,12,1,1,1,1,4,0,1,2,0,5,5,8,8,12,6,14,6,10,9,9,5,3,6,1,0,0,0,0,132
2024-03-03 08:30:00,5,7,2,2,2,2,6,1,8,7,0,10,10,6,9,19,3,18,3,7,7,7,12,0,5,1,0,0,0,0,159
2024-03-03 08:40:00,5,20,5,2,2,2,5,3,8,8,2,12,12,7,8,13,7,14,7,5,6,6,12,0,4,4,0,2,0,0,181
2024-03-03 08:50:00,5,19,0,3,3,3,4,2,10,10,1,14,15,12,9,11,6,10,6,10,8,9,12,1,6,8,1,1,0,1,200
2024-03-03 09:00:00,1,16,3,2,2,2,10,0,7,9,1,15,13,10,14,16,8,19,8,14,11,14,14,1,11,6,0,5,0,0,232
2024-03-03 09:10:00,9,22,3,3,3,3,8,2,11,11,0,15,14,25,19,25,6,26,6,21,16,21,17,1,13,6,2,3,0,0,311
2024-03-03 09:20:00,12,26,8,3,3,3,5,2,16,16,0,20,20,20,17,27,7,27,7,19,16,19,31,7,57,9,0,0,0,1,398
2024-03-03 09:30:00,12,33,13,2,2,2,11,5,13,13,1,26,28,16,15,32,15,33,16,23,19,24,22,3,54,15,0,0,0,0,448
2024-03-03 09:40:00,9,38,6,6,6,7,13,0,12,12,1,34,33,19,25,32,28,32,28,20,17,19,32,5,11,16,2,3,0,0,466
2024-03-03 09:50:00,17,35,10,8,8,8,11,2,14,14,0,27,30,25,14,37,21,39,19,24,17,26,37,5,16,14,0,6,2,2,488
2024-03-03 10:00:00,5,34,8,2,1,1,12,5,13,13,1,26,26,22,27,38,20,39,20,29,18,27,21,3,16,8,4,6,0,3,448
2024-03-03 10:10:00,8,43,20,2,2,2,12,1,10,9,1,34,34,15,22,39,16,40,16,21,18,21,20,4,7,15,4,21,0,2,459
2024-03-03 10:20:00,11,37,12,4,4,3,13,2,12,14,0,36,33,16,12,34,23,35,21,20,17,18,28,4,6,13,3,2,0,0,433
2024-03-03 10:30:00,11,46,11,7,7,6,11,1,11,11,2,34,37,17,20,33,17,35,17,18,17,19,16,5,16,17,1,0,0,1,444
2024-03-03 10:40:00,11,45,14,5,5,5,12,6,14,14,1,29,26,25,18,40,18,42,18,28,25,27,27,3,16,14,2,2,0,0,492
2024-03-03 10:50:00,11,42,8,8,8,8,10,6,14,16,0,39,26,17,30,44,18,46,19,16,21,20,37,5,20,17,3,6,0,0,515
2024-03-03 11:00:00,18,39,16,10,9,9,13,6,13,12,1,32,33,23,23,36,13,39,14,28,18,25,25,3,8,7,0,2,0,4,479
2024-03-03 11:10:00,11,41,20,9,9,9,11,3,21,21,2,35,35,27,19,28,15,28,15,24,19,25,22,7,16,6,1,0,0,1,480
2024-03-03 11:20:00,14,53,25,4,4,4,7,1,25,25,1,40,43,39,23,39,17,40,16,51,22,51,31,2,14,8,3,2,2,5,611
2024-03-03 11:30:00,10,47,22,8,8,8,6,7,20,20,1,35,38,25,18,38,17,42,16,30,16,28,35,8,22,6,3,13,0,2,549
2024-03-03 11:40:00,17,48,15,7,7,7,16,4,20,20,2,31,30,26,22,45,28,43,28,29,19,29,36,5,25,11,0,0,0,5,575
2024-03-03 11:50:00,15,52,20,10,10,10,10,3,19,19,0,39,36,27,27,37,22,40,23,36,19,36,29,5,18,17,1,11,0,14,605
2024-03-03 12:00:00,16,50,23,11,11,10,13,2,25,25,1,38,39,30,28,41,18,46,21,33,18,35,39,6,20,11,2,26,8,0,646
2024-03-03 12:10:00,27,62,29,19,19,19,13,1,22,23,1,38,37,22,29,41,24,45,20,29,20,29,45,7,28,12,3,33,0,0,697
2024-03-03 12:20:00,16,56,32,6,6,6,9,3,23,23,2,25,25,33,36,38,24,36,27,32,19,31,26,7,18,18,1,3,0,1,582
2024-03-03 12:30:00,18,56,26,13,13,13,8,3,17,16,1,35,36,33,35,47,22,46,21,31,20,30,30,5,13,12,8,0,0,2,610
2024-03-03 12:40:00,22,62,32,12,12,12,15,6,25,25,5,35,36,32,29,35,18,38,17,38,17,40,34,6,19,17,4,0,0,0,643
2024-03-03 12:50:00,27,42,26,8,8,8,12,4,15,15,0,37,38,26,38,38,24,42,24,35,19,37,54,6,24,9,1,1,0,0,618
2024-03-03 13:00:00,13,47,26,12,12,11,6,4,20,20,3,38,40,34,22,39,23,41,21,33,20,27,50,5,15,16,0,2,0,0,600
2024-03-03 13:10:00,28,69,45,12,12,14,13,4,28,29,1,45,40,29,33,37,15,43,14,34,21,38,41,7,23,14,0,0,1,0,690
2024-03-03 13:20:00,25,75,47,5,6,4,13,9,18,19,3,31,45,33,17,43,23,44,25,38,16,35,46,6,34,15,4,7,0,8,694
2024-03-03 13:30:00,35,55,23,9,8,8,13,11,28,28,1,46,44,33,21,49,30,51,28,40,26,42,44,8,28,10,0,2,0,0,721
2024-03-03 13:40:00,36,71,34,12,12,11,11,5,30,34,1,33,35,35,33,47,35,48,32,40,17,43,51,6,18,15,0,4,0,5,754
2024-03-03 13:50:00,17,56,34,9,9,9,9,2,23,22,2,42,42,35,34,39,29,42,30,50,24,46,39,11,22,15,1,2,0,2,697
2024-03-03 14:00:00,29,54,25,13,14,15,16,7,31,31,2,29,27,35,21,41,21,40,19,37,20,36,50,7,26,21,4,5,0,5,681
2024-03-03 14:10:00,18,67,35,5,4,4,10,6,18,17,3,40,44,26,37,50,31,51,32,35,21,36,40,13,24,22,2,2,0,0,693
