datetime,D21Z,D22Z,D41Z,D51Z,D81Z,D82Z,D211Z,D212Z,Total
2024-03-01 19:20:00,59,36,12,8,61,61,0,0,0.0
2024-03-01 19:30:00,27,19,19,12,52,53,0,0,0.0
2024-03-01 19:40:00,28,29,16,10,43,49,0,0,0.0
2024-03-01 19:50:00,28,28,10,8,58,54,0,0,0.0
2024-03-01 20:00:00,30,28,10,9,46,46,0,0,0.0
2024-03-01 20:10:00,34,26,8,11,47,48,0,0,0.0
2024-03-01 20:20:00,31,29,15,10,54,54,0,0,0.0
2024-03-01 20:30:00,43,40,8,10,37,37,0,0,0.0
2024-03-01 20:40:00,21,28,11,7,38,37,0,0,0.0
2024-03-01 20:50:00,29,24,6,5,26,29,0,0,0.0
2024-03-01 21:00:00,15,12,3,2,23,23,0,0,0.0
2024-03-01 21:10:00,18,14,2,1,26,24,0,0,0.0
2024-03-01 21:20:00,24,14,10,5,28,30,0,0,0.0
2024-03-01 21:30:00,26,22,11,7,20,19,0,0,0.0
2024-03-01 21:40:00,22,14,11,8,30,30,0,0,0.0
2024-03-01 21:50:00,13,10,5,9,21,24,0,0,0.0
2024-03-01 22:00:00,23,16,11,14,34,31,0,0,0.0
2024-03-01 22:10:00,29,13,5,10,38,39,0,0,0.0
2024-03-01 22:20:00,23,27,8,12,28,27,0,0,0.0
2024-03-01 22:30:00,19,14,3,12,32,32,0,0,0.0
2024-03-01 22:40:00,32,19,9,9,20,20,0,0,0.0
2024-03-01 22:50:00,16,11,18,10,19,19,0,0,0.0
2024-03-01 23:00:00,17,14,3,6,22,22,0,0,0.0
2024-03-01 23:10:00,15,15,4,9,24,24,0,0,0.0
2024-03-01 23:20:00,15,17,2,5,35,35,0,0,0.0
2024-03-01 23:30:00,16,16,5,2,27,27,0,0,0.0
2024-03-01 23:40:00,14,13,8,13,18,18,0,0,0.0
2024-03-01 23:50:00,8,7,6,9,16,16,0,0,0.0
2024-03-02 00:00:00,8,11,4,10,14,14,0,0,0.0
2024-03-02 00:10:00,10,13,4,10,25,26,0,0,0.0
2024-03-02 00:20:00,15,19,7,6,13,13,0,0,0.0
2024-03-02 00:30:00,8,8,5,3,8,8,0,0,0.0
2024-03-02 00:40:00,12,8,0,3,11,11,0,0,0.0
2024-03-02 00:50:00,6,8,1,1,14,14,0,0,0.0
2024-03-02 01:00:00,8,3,1,2,10,10,0,0,0.0
2024-03-02 01:10:00,3,5,0,1,8,8,0,0,0.0
2024-03-02 01:20:00,12,17,1,1,6,6,0,0,0.0
2024-03-02 01:30:00,5,8,1,2,5,5,0,0,0.0
2024-03-02 01:40:00,5,6,1,1,5,6,0,0,0.0
2024-03-02 01:50:00,3,3,1,0,5,4,0,0,0.0
2024-03-02 02:00:00,2,5,1,0,6,6,0,0,0.0
2024-03-02 02:10:00,2,2,1,1,8,8,0,0,0.0
2024-03-02 02:20:00,2,5,0,2,6,6,0,0,0.0
2024-03-02 02:30:00,3,5,0,1,1,1,0,0,0.0
2024-03-02 02:40:00,4,4,0,1,3,3,0,0,0.0
2024-03-02 02:50:00,3,4,1,1,0,0,0,0,0.0
2024-03-02 03:00:00,2,4,1,0,6,6,0,0,0.0
2024-03-02 03:10:00,0,2,2,1,6,6,0,0,0.0
2024-03-02 03:20:00,1,6,4,3,2,3,0,0,0.0
2024-03-02 03:30:00,2,4,2,2,4,4,0,0,0.0
2024-03-02 03:40:00,2,4,0,2,3,3,0,0,0.0
2024-03-02 03:50:00,3,7,2,2,3,3,0,0,0.0
2024-03-02 04:00:00,5,5,0,0,4,4,0,0,0.0
2024-03-02 04:10:00,0,2,0,3,1,1,0,0,0.0
2024-03-02 04:20:00,2,2,2,0,6,7,0,0,0.0
2024-03-02 04:30:00,7,5,1,2,5,5,0,0,0.0
2024-03-02 04:40:00,2,4,1,0,3,3,0,0,0.0
2024-03-02 04:50:00,2,4,0,2,7,7,0,0,0.0
2024-03-02 05:00:00,1,8,2,2,7,8,0,0,0.0
2024-03-02 05:10:00,4,6,0,0,7,7,0,0,0.0
2024-03-02 05:20:00,5,3,2,1,5,5,0,0,0.0
2024-03-02 05:30:00,4,9,3,2,8,8,0,0,0.0
2024-03-02 05:40:00,9,7,1,3,12,12,0,0,0.0
2024-03-02 05:50:00,5,6,0,3,3,3,0,0,0.0
2024-03-02 06:00:00,6,9,2,3,16,16,0,0,0.0
2024-03-02 06:10:00,4,8,4,0,11,11,0,0,0.0
2024-03-02 06:20:00,3,8,1,3,10,10,0,0,0.0
2024-03-02 06:30:00,6,10,0,3,8,8,0,0,0.0
2024-03-02 06:40:00,7,9,2,0,8,8,0,0,0.0
2024-03-02 06:50:00,8,10,0,3,10,10,0,0,0.0
2024-03-02 07:00:00,5,10,1,1,11,12,0,0,0.0
2024-03-02 07:10:00,8,14,0,3,16,16,0,0,0.0
2024-03-02 07:20:00,5,6,0,1,13,13,0,0,0.0
2024-03-02 07:30:00,5,10,0,1,12,12,0,0,0.0
2024-03-02 07:40:00,13,12,0,0,16,16,0,0,0.0
2024-03-02 07:50:00,7,12,0,6,18,18,0,0,0.0
2024-03-02 08:00:00,10,13,2,0,17,17,0,0,0.0
2024-03-02 08:10:00,12,16,3,1,19,21,0,0,0.0
2024-03-02 08:20:00,13,12,3,3,15,15,0,0,0.0
2024-03-02 08:30:00,15,18,4,2,23,23,0,0,0.0
2024-03-02 08:40:00,14,17,7,2,32,32,0,0,0.0
2024-03-02 08:50:00,12,21,4,2,37,37,0,0,0.0
2024-03-02 09:00:00,18,12,8,3,22,22,0,0,0.0
2024-03-02 09:10:00,18,16,7,2,27,28,0,0,0.0
2024-03-02 09:20:00,23,24,6,5,29,28,0,0,0.0
2024-03-02 09:30:00,25,18,8,6,26,26,0,0,0.0
2024-03-02 09:40:00,30,16,8,1,43,43,0,0,0.0
2024-03-02 09:50:00,28,22,4,6,53,54,0,0,0.0
2024-03-02 10:00:00,41,13,7,3,50,53,0,0,0.0
2024-03-02 10:10:00,29,19,3,2,45,44,0,0,0.0
2024-03-02 10:20:00,25,12,10,8,48,47,0,0,0.0
2024-03-02 10:30:00,41,20,10,6,42,42,0,0,0.0
2024-03-02 10:40:00,33,21,8,3,45,45,0,0,0.0
2024-03-02 10:50:00,43,20,9,0,55,56,0,0,0.0
2024-03-02 11:00:00,33,14,12,4,54,52,0,0,0.0
2024-03-02 11:10:00,27,19,6,2,52,52,0,0,0.0
2024-03-02 11:20:00,49,33,6,9,56,58,0,0,0.0
2024-03-02 11:30:00,55,32,5,7,74,73,0,0,0.0
2024-03-02 11:40:00,31,19,13,3,51,49,0,0,0.0
2024-03-02 11:50:00,48,29,11,5,43,43,0,0,0.0
2024-03-02 12:00:00,46,27,12,7,57,56,0,0,0.0
2024-03-02 12:10:00,56,35,8,5,55,60,0,0,0.0
2024-03-02 12:20:00,45,37,3,5,72,68,0,0,0.0
2024-03-02 12:30:00,49,27,14,7,67,66,0,0,0.0
2024-03-02 12:40:00,44,27,14,2,56,59,0,0,0.0
2024-03-02 12:50:00,39,25,9,5,55,53,0,0,0.0
2024-03-02 13:00:00,46,33,12,13,67,67,0,0,0.0
2024-03-02 13:10:00,47,28,11,6,60,63,0,0,0.0
2024-03-02 13:20:00,38,25,10,8,47,46,0,0,0.0
2024-03-02 13:30:00,45,29,6,8,58,60,0,0,0.0
2024-03-02 13:40:00,28,24,15,11,52,53,0,0,0.0
2024-03-02 13:50:00,53,29,10,6,52,50,0,0,0.0
2024-03-02 14:00:00,42,29,8,5,52,52,0,0,0.0
2024-03-02 14:10:00,48,36,6,6,62,62,0,0,0.0
2024-03-02 14:20:00,39,21,8,8,57,58,0,0,0.0
2024-03-02 14:30:00,51,31,12,8,52,53,0,0,0.0
2024-03-02 14:40:00,50,33,6,6,56,55,0,0,0.0
2024-03-02 14:50:00,31,24,15,8,62,63,0,0,0.0
2024-03-02 15:00:00,38,24,9,9,48,46,0,0,0.0
2024-03-02 15:10:00,29,31,13,6,55,55,0,0,0.0
2024-03-02 15:20:00,31,28,9,5,49,50,0,0,0.0
2024-03-02 15:30:00,36,22,9,4,58,59,0,0,0.0
2024-03-02 15:40:00,32,27,14,6,53,52,0,0,0.0
2024-03-02 15:50:00,45,34,10,11,61,61,0,0,0.0
2024-03-02 16:00:00,38,25,4,4,53,54,0,0,0.0
2024-03-02 16:10:00,42,28,11,8,54,53,0,0,0.0
2024-03-02 16:20:00,36,25,12,10,57,57,0,0,0.0
2024-03-02 16:30:00,36,21,6,10,53,53,0,0,0.0
2024-03-02 16:40:00,36,21,7,9,57,57,0,0,0.0
2024-03-02 16:50:00,35,27,11,6,52,53,0,0,0.0
2024-03-02 17:00:00,49,23,19,15,47,50,0,0,0.0
2024-03-02 17:10:00,33,19,9,20,59,59,0,0,0.0
2024-03-02 17:20:00,44,25,15,3,59,58,0,0,0.0
2024-03-02 17:30:00,28,22,15,5,55,55,0,0,0.0
2024-03-02 17:40:00,30,18,10,4,42,42,0,0,0.0
2024-03-02 17:50:00,38,31,9,12,53,56,0,0,0.0
2024-03-02 18:00:00,38,23,14,10,54,52,0,0,0.0
2024-03-02 18:10:00,38,29,16,18,62,62,0,0,0.0
2024-03-02 18:20:00,33,23,9,6,71,69,0,0,0.0
2024-03-02 18:30:00,44,34,14,14,59,58,0,0,0.0
2024-03-02 18:40:00,35,32,10,6,47,48,0,0,0.0
2024-03-02 18:50:00,41,29,8,11,60,58,0,0,0.0
2024-03-02 19:00:00,30,24,12,6,57,57,0,0,0.0
2024-03-02 19:10:00,40,32,15,15,51,51,0,0,0.0
2024-03-02 19:20:00,44,35,10,9,54,54,0,0,0.0
2024-03-02 19:30:00,34,36,15,10,52,54,0,0,0.0
2024-03-02 19:40:00,26,24,13,13,51,49,0,0,0.0
2024-03-02 19:50:00,33,23,20,10,45,46,0,0,0.0
2024-03-02 20:00:00,34,24,8,9,43,42,0,0,0.0
2024-03-02 20:10:00,22,19,14,10,50,51,0,0,0.0
2024-03-02 20:20:00,32,28,16,13,46,45,0,0,0.0
2024-03-02 20:30:00,24,20,5,5,38,39,0,0,0.0
2024-03-02 20:40:00,32,28,14,10,39,40,0,0,0.0
2024-03-02 20:50:00,20,21,14,11,36,39,0,0,0.0
2024-03-02 21:00:00,24,33,8,9,23,28,0,0,0.0
2024-03-02 21:10:00,27,23,6,8,38,34,0,0,0.0
2024-03-02 21:20:00,31,17,8,4,34,34,0,0,0.0
2024-03-02 21:30:00,18,20,4,4,27,27,0,0,0.0
2024-03-02 21:40:00,19,24,10,6,22,23,0,0,0.0
2024-03-02 21:50:00,16,22,4,2,35,34,0,0,0.0
2024-03-02 22:00:00,20,17,16,11,33,33,0,0,0.0
2024-03-02 22:10:00,19,16,14,11,20,20,0,0,0.0
2024-03-02 22:20:00,16,16,15,14,29,30,0,0,0.0
2024-03-02 22:30:00,24,18,6,6,30,30,0,0,0.0
2024-03-02 22:40:00,21,15,10,9,28,29,0,0,0.0
2024-03-02 22:50:00,25,16,16,14,26,25,0,0,0.0
2024-03-02 23:00:00,20,16,6,6,25,27,0,0,0.0
2024-03-02 23:10:00,16,16,3,7,23,21,0,0,0.0
2024-03-02 23:20:00,6,8,4,5,11,11,0,0,0.0
2024-03-02 23:30:00,11,18,9,10,18,18,0,0,0.0
2024-03-02 23:40:00,10,14,5,11,25,25,0,0,0.0
2024-03-02 23:50:00,10,8,3,10,18,18,0,0,0.0
2024-03-03 00:00:00,10,9,3,5,21,21,0,0,0.0
2024-03-03 00:10:00,26,11,11,9,12,13,0,0,0.0
2024-03-03 00:20:00,9,7,6,7,19,19,0,0,0.0
2024-03-03 00:30:00,12,15,2,4,16,17,0,0,0.0
2024-03-03 00:40:00,12,12,2,4,14,16,0,0,0.0
2024-03-03 00:50:00,9,14,4,8,24,23,0,0,0.0
2024-03-03 01:00:00,7,10,2,2,20,20,0,0,0.0
2024-03-03 01:10:00,7,9,1,0,9,9,0,0,0.0
2024-03-03 01:20:00,9,9,2,3,8,8,0,0,0.0
2024-03-03 01:30:00,10,13,1,7,7,7,0,0,0.0
2024-03-03 01:40:00,6,7,4,3,12,11,0,0,0.0
2024-03-03 01:50:00,3,9,0,4,5,5,0,0,0.0
2024-03-03 02:00:00,4,12,4,1,8,8,0,0,0.0
2024-03-03 02:10:00,4,7,2,0,5,5,0,0,0.0
2024-03-03 02:20:00,2,5,1,0,4,4,0,0,0.0
2024-03-03 02:30:00,4,5,0,0,6,6,0,0,0.0
2024-03-03 02:40:00,5,6,1,0,2,2,0,0,0.0
2024-03-03 02:50:00,1,1,0,1,1,1,0,0,0.0
2024-03-03 03:00:00,0,7,2,0,8,8,0,0,0.0
2024-03-03 03:10:00,3,5,0,3,11,11,0,0,0.0
2024-03-03 03:20:00,8,6,0,1,4,5,0,0,0.0
2024-03-03 03:30:00,4,7,2,3,6,5,0,0,0.0
2024-03-03 03:40:00,2,3,0,1,1,1,0,0,0.0
2024-03-03 03:50:00,2,7,1,3,2,3,0,0,0.0
2024-03-03 04:00:00,10,7,1,1,5,5,0,0,0.0
2024-03-03 04:10:00,3,6,2,2,2,2,0,0,0.0
2024-03-03 04:20:00,4,6,0,1,8,8,0,0,0.0
2024-03-03 04:30:00,3,6,0,3,2,2,0,0,0.0
2024-03-03 04:40:00,3,3,1,3,4,4,0,0,0.0
2024-03-03 04:50:00,5,7,3,3,4,4,0,0,0.0
2024-03-03 05:00:00,0,4,1,2,4,4,0,0,0.0
2024-03-03 05:10:00,5,13,1,2,6,7,0,0,0.0
2024-03-03 05:20:00,4,7,2,3,2,2,0,0,0.0
2024-03-03 05:30:00,1,7,1,5,4,4,0,0,0.0
2024-03-03 05:40:00,3,3,4,6,3,3,0,0,0.0
2024-03-03 05:50:00,5,8,3,4,4,4,0,0,0.0
2024-03-03 06:00:00,6,5,0,0,5,5,0,0,0.0
2024-03-03 06:10:00,2,7,1,3,10,10,0,0,0.0
2024-03-03 06:20:00,2,3,1,3,6,6,0,0,0.0
2024-03-03 06:30:00,4,7,0,0,3,3,0,0,0.0
2024-03-03 06:40:00,1,2,3,1,2,2,0,0,0.0
2024-03-03 06:50:00,1,3,0,0,3,3,0,0,0.0
2024-03-03 07:00:00,3,8,2,2,4,4,0,0,0.0
2024-03-03 07:10:00,2,1,3,0,3,3,0,0,0.0
2024-03-03 07:20:00,4,4,0,2,3,3,0,0,0.0
2024-03-03 07:30:00,9,11,1,1,6,6,0,0,0.0
2024-03-03 07:40:00,2,4,1,1,12,12,0,0,0.0
2024-03-03 07:50:00,4,8,1,1,5,5,0,0,0.0
2024-03-03 08:00:00,4,4,1,1,8,8,0,0,0.0
2024-03-03 08:10:00,8,5,2,0,17,19,0,0,0.0
2024-03-03 08:20:00,17,14,4,4,16,16,0,0,0.0
2024-03-03 08:30:00,10,12,1,4,16,16,0,0,0.0
2024-03-03 08:40:00,10,6,6,2,15,14,0,0,0.0
2024-03-03 08:50:00,7,11,5,2,15,15,0,0,0.0
2024-03-03 09:00:00,6,8,5,2,15,16,0,0,0.0
2024-03-03 09:10:00,13,10,2,3,22,21,0,0,0.0
2024-03-03 09:20:00,12,15,6,1,20,20,0,0,0.0
2024-03-03 09:30:00,9,14,2,1,24,24,0,0,0.0
2024-03-03 09:40:00,19,17,3,0,22,22,0,0,0.0
2024-03-03 09:50:00,11,13,7,4,29,29,0,0,0.0
2024-03-03 10:00:00,17,16,4,1,23,24,0,0,0.0
2024-03-03 10:10:00,24,18,4,3,22,24,0,0,0.0
2024-03-03 10:20:00,12,7,4,3,30,30,0,0,0.0
2024-03-03 10:30:00,32,19,3,2,22,24,0,0,0.0
2024-03-03 10:40:00,19,12,4,3,29,27,0,0,0.0
2024-03-03 10:50:00,20,12,6,0,35,36,0,0,0.0
2024-03-03 11:00:00,21,15,4,2,23,23,0,0,0.0
2024-03-03 11:10:00,12,12,4,6,37,39,0,0,0.0
2024-03-03 11:20:00,21,15,4,6,39,37,0,0,0.0
2024-03-03 11:30:00,24,21,11,6,35,35,0,0,0.0
2024-03-03 11:40:00,26,20,6,5,38,38,0,0,0.0
2024-03-03 11:50:00,23,22,7,4,44,44,0,0,0.0
2024-03-03 12:00:00,24,20,8,9,40,41,0,0,0.0
2024-03-03 12:10:00,22,18,7,1,37,37,0,0,0.0
2024-03-03 12:20:00,27,24,12,4,57,56,0,0,0.0
2024-03-03 12:30:00,29,23,8,3,35,35,0,0,0.0
2024-03-03 12:40:00,25,24,11,7,39,38,0,0,0.0
2024-03-03 12:50:00,18,10,2,2,33,36,0,0,0.0
2024-03-03 13:00:00,29,19,5,5,36,36,0,0,0.0
2024-03-03 13:10:00,27,21,6,2,43,44,0,0,0.0
2024-03-03 13:20:00,29,21,6,6,40,39,0,0,0.0
2024-03-03 13:30:00,32,19,5,5,31,31,0,0,0.0
2024-03-03 13:40:00,24,23,12,6,52,53,0,0,0.0
2024-03-03 13:50:00,25,16,9,8,38,36,0,0,0.0
2024-03-03 14:00:00,31,23,14,6,35,38,0,0,0.0
2024-03-03 14:10:00,30,21,11,2,57,55,0,0,0.0
2024-03-03 14:20:00,34,24,8,5,52,52,0,0,0.0
2024-03-03 14:30:00,31,15,6,8,50,55,0,0,0.0
2024-03-03 14:40:00,49,22,5,3,34,31,0,0,0.0
2024-03-03 14:50:00,38,34,10,12,38,38,0,0,0.0
2024-03-03 15:00:00,39,16,11,6,47,48,0,0,0.0
2024-03-03 15:10:00,21,22,7,4,43,43,0,0,0.0
2024-03-03 15:20:00,36,24,6,9,55,54,0,0,0.0
2024-03-03 15:30:00,33,27,8,12,45,46,0,0,0.0
2024-03-03 15:40:00,32,30,11,10,33,33,0,0,0.0
2024-03-03 15:50:00,19,15,13,8,45,45,0,0,0.0
2024-03-03 16:00:00,30,28,15,10,50,53,0,0,0.0
2024-03-03 16:10:00,29,34,15,6,60,57,0,0,0.0
2024-03-03 16:20:00,33,22,13,3,62,62,0,0,0.0
2024-03-03 16:30:00,40,23,7,7,55,54,0,0,0.0
2024-03-03 16:40:00,34,17,14,5,39,41,0,0,0.0
2024-03-03 16:50:00,29,25,11,4,47,49,0,0,0.0
2024-03-03 17:00:00,26,22,6,5,58,60,0,0,0.0
2024-03-03 17:10:00,33,23,15,10,55,55,0,0,0.0
2024-03-03 17:20:00,43,17,9,10,48,46,0,0,0.0
2024-03-03 17:30:00,34,24,8,3,47,47,0,0,0.0
2024-03-03 17:40:00,37,23,13,4,44,44,0,0,0.0
2024-03-03 17:50:00,28,23,2,3,50,50,0,0,0.0
2024-03-03 18:00:00,32,30,12,7,42,43,0,0,0.0
2024-03-03 18:10:00,23,14,10,2,53,55,0,0,0.0
2024-03-03 18:20:00,22,19,11,8,54,56,0,0,0.0
2024-03-03 18:30:00,25,14,4,5,38,35,0,0,0.0
2024-03-03 18:40:00,28,21,10,5,33,37,0,0,0.0
2024-03-03 18:50:00,30,23,7,4,49,45,0,0,0.0
2024-03-03 19:00:00,24,22,8,5,38,40,0,0,0.0
2024-03-03 19:10:00,23,14,10,7,40,42,0,0,0.0
2024-03-03 19:20:00,31,23,10,7,37,34,0,0,0.0
2024-03-03 19:30:00,33,22,11,6,36,37,0,0,0.0
2024-03-03 19:40:00,25,17,18,14,35,35,0,0,0.0
2024-03-03 19:50:00,23,20,11,9,39,41,0,0,0.0
2024-03-03 20:00:00,24,22,6,4,42,40,0,0,0.0
2024-03-03 20:10:00,31,26,10,10,31,30,0,0,0.0
2024-03-03 20:20:00,24,21,12,11,30,31,0,0,0.0
2024-03-03 20:30:00,25,19,7,8,32,31,0,0,0.0
2024-03-03 20:40:00,16,13,4,5,29,29,0,0,0.0
2024-03-03 20:50:00,20,17,3,4,24,24,0,0,0.0
2024-03-03 21:00:00,17,16,3,3,20,20,0,0,0.0
2024-03-03 21:10:00,22,15,3,2,16,17,0,0,0.0
2024-03-03 21:20:00,13,20,9,4,14,15,0,0,0.0
2024-03-03 21:30:00,21,22,2,4,21,20,0,0,0.0
2024-03-03 21:40:00,11,15,10,3,10,11,0,0,0.0
2024-03-03 21:50:00,14,15,7,1,17,16,0,0,0.0
2024-03-03 22:00:00,24,18,11,6,19,19,0,0,0.0
2024-03-03 22:10:00,9,9,8,1,22,23,0,0,0.0
2024-03-03 22:20:00,13,15,5,10,23,24,0,0,0.0
2024-03-03 22:30:00,12,14,3,4,13,13,0,0,0.0
2024-03-03 22:40:00,14,6,12,11,9,9,0,0,0.0
2024-03-03 22:50:00,6,11,10,17,13,13,0,0,0.0
2024-03-03 23:00:00,10,14,5,2,14,14,0,0,0.0
