datetime,D21Z,V22Z,D31Z,V32Z,D51Z,D52Z,V53Z,V54Z,D81Z,D82Z,D83Z,V84Z,V85Z,V86Z,Total
2024-03-19 08:20:00,39,26,4,2,23,34,16,22,14,68,31,19,19,26,343
2024-03-19 08:30:00,48,27,11,9,43,50,20,32,8,31,23,10,17,13,342
2024-03-19 08:40:00,38,26,15,14,29,42,18,26,6,40,28,10,16,24,332
2024-03-19 08:50:00,32,26,2,2,23,31,16,27,6,39,27,20,21,26,298
2024-03-19 09:00:00,37,29,8,5,20,24,14,24,4,47,27,9,20,30,298
2024-03-19 09:10:00,43,35,3,3,19,24,16,20,8,38,22,11,13,30,285
2024-03-19 09:20:00,38,33,8,8,18,27,11,21,5,34,22,8,17,22,272
2024-03-19 09:30:00,38,21,20,10,5,20,8,20,10,34,30,14,9,4,243
2024-03-19 09:40:00,39,27,9,6,18,30,11,23,8,41,35,12,11,7,277
2024-03-19 09:50:00,53,32,4,3,6,15,9,13,4,48,28,6,20,27,268
2024-03-19 10:00:00,42,27,7,9,22,24,15,24,3,30,19,4,10,12,248
2024-03-19 10:10:00,45,23,10,7,12,28,11,23,9,33,26,11,25,21,284
2024-03-19 10:20:00,45,30,5,5,15,23,16,21,3,31,21,3,16,13,247
2024-03-19 10:30:00,43,29,4,4,15,15,15,19,8,43,27,10,14,18,264
2024-03-19 10:40:00,49,32,7,7,13,18,15,21,8,36,22,9,16,9,262
2024-03-19 10:50:00,54,28,10,8,22,25,15,25,7,39,28,7,19,17,304
2024-03-19 11:00:00,47,24,9,7,9,15,8,15,10,39,25,9,25,17,259
2024-03-19 11:10:00,56,33,8,5,9,26,9,20,10,33,24,10,14,18,275
2024-03-19 11:20:00,69,26,18,15,14,22,11,15,12,47,25,12,16,17,319
2024-03-19 11:30:00,48,32,9,9,13,15,23,20,5,33,16,5,15,23,266
2024-03-19 11:40:00,69,31,6,4,14,18,13,24,10,47,22,9,14,14,295
2024-03-19 11:50:00,56,34,9,8,14,16,8,20,8,40,23,7,17,21,281
2024-03-19 12:00:00,52,37,14,7,15,26,14,21,5,33,28,5,16,21,294
2024-03-19 12:10:00,54,28,16,17,10,24,14,17,8,41,26,12,16,15,298
2024-03-19 12:20:00,58,25,10,11,13,27,14,22,9,52,28,9,19,20,317
2024-03-19 12:30:00,57,28,9,6,12,19,11,18,4,28,14,4,10,12,232
2024-03-19 12:40:00,53,34,5,4,10,30,8,24,3,49,14,3,8,25,270
2024-03-19 12:50:00,57,35,9,8,14,20,9,23,4,35,21,4,10,12,261
2024-03-19 13:00:00,60,36,11,9,13,26,10,22,8,39,13,7,9,23,286
2024-03-19 13:10:00,61,30,7,6,12,29,14,26,3,24,16,11,13,15,267
2024-03-19 13:20:00,57,36,13,12,12,28,11,22,11,28,14,10,12,11,277
2024-03-19 13:30:00,55,38,11,10,14,23,11,24,11,38,17,11,10,18,291
2024-03-19 13:40:00,56,28,11,9,15,18,14,23,8,33,17,9,11,14,266
2024-03-19 13:50:00,65,45,7,7,16,22,13,22,11,32,20,13,14,24,311
2024-03-19 14:00:00,57,31,15,15,13,29,14,28,4,36,15,3,11,9,280
2024-03-19 14:10:00,49,32,12,8,11,23,14,30,8,33,21,10,13,14,278
2024-03-19 14:20:00,66,29,9,8,7,22,12,24,5,49,22,11,4,4,272
2024-03-19 14:30:00,69,45,12,7,15,24,12,21,14,64,3,15,2,21,324
2024-03-19 14:40:00,53,39,18,13,14,23,22,20,10,45,15,8,11,0,291
2024-03-19 14:50:00,62,31,12,12,8,23,9,14,14,55,4,9,9,21,283
2024-03-19 15:00:00,66,37,14,11,19,26,11,20,14,62,3,18,4,14,319
2024-03-19 15:10:00,80,37,13,7,7,19,7,13,7,60,5,8,5,18,286
2024-03-19 15:20:00,68,37,16,13,10,22,8,17,15,46,3,13,3,13,284
2024-03-19 15:30:00,63,39,11,11,13,27,16,19,11,77,10,11,7,10,325
2024-03-19 15:40:00,70,32,16,7,18,31,14,23,9,46,4,9,2,14,295
2024-03-19 15:50:00,89,41,13,9,16,31,11,20,17,37,17,12,4,1,318
2024-03-19 16:00:00,67,37,13,11,12,24,10,20,9,59,13,9,9,17,310
2024-03-19 16:10:00,90,40,14,12,11,20,11,19,11,65,6,12,5,18,334
2024-03-19 16:20:00,84,30,13,13,10,35,8,24,11,52,18,15,15,27,355
2024-03-19 16:30:00,79,34,18,12,19,35,14,19,12,45,16,6,14,22,345
2024-03-19 16:40:00,88,50,14,8,19,27,13,22,10,51,24,18,16,19,379
2024-03-19 16:50:00,74,34,17,14,24,33,18,23,13,57,35,17,22,28,409
2024-03-19 17:00:00,70,42,20,17,6,30,6,15,19,47,30,15,15,20,352
2024-03-19 17:10:00,88,48,15,14,17,27,13,16,11,49,13,18,13,32,374
2024-03-19 17:20:00,83,27,16,12,17,36,12,24,15,46,27,16,31,30,392
2024-03-19 17:30:00,87,35,22,19,16,31,17,19,15,44,30,15,24,19,393
2024-03-19 17:40:00,79,43,18,12,6,23,6,16,10,57,27,13,21,28,359
2024-03-19 17:50:00,72,39,19,10,9,32,15,20,17,47,20,20,15,22,357
2024-03-19 18:00:00,61,31,14,11,14,29,16,27,12,46,22,15,17,26,341
2024-03-19 18:10:00,62,37,12,10,27,29,18,33,5,33,11,11,13,28,329
2024-03-19 18:20:00,79,32,14,11,14,32,14,26,8,42,31,8,20,31,362
2024-03-19 18:30:00,70,37,13,10,7,25,14,35,18,46,22,20,18,23,358
2024-03-19 18:40:00,65,22,15,11,18,25,26,53,11,37,19,10,17,29,358
2024-03-19 18:50:00,45,31,13,21,16,31,61,68,12,34,16,13,18,32,411
2024-03-19 19:00:00,52,24,10,22,5,18,11,17,10,36,21,9,15,37,287
2024-03-19 19:10:00,44,21,11,17,10,23,19,25,8,37,22,8,17,27,289
2024-03-19 19:20:00,39,23,7,9,6,21,8,19,5,22,11,7,15,22,214
2024-03-19 19:30:00,41,28,9,12,10,18,11,16,9,28,9,11,13,24,239
2024-03-19 19:40:00,31,22,8,13,5,15,6,11,6,39,17,6,18,31,228
2024-03-19 19:50:00,28,21,8,10,4,16,6,13,6,25,11,7,14,18,187
2024-03-19 20:00:00,35,26,9,9,5,8,12,8,5,28,13,6,15,25,204
2024-03-19 20:10:00,50,32,8,11,10,17,18,24,5,20,16,6,14,20,251
2024-03-19 20:20:00,40,29,6,5,5,18,8,17,5,24,13,5,14,30,219
2024-03-19 20:30:00,28,20,6,10,11,18,15,17,6,15,6,7,7,19,185
2024-03-19 20:40:00,31,17,3,3,7,14,9,10,6,24,16,6,15,22,183
2024-03-19 20:50:00,32,25,7,11,5,9,5,9,3,17,10,4,13,21,171
2024-03-19 21:00:00,27,17,5,6,3,6,6,8,1,23,11,1,11,27,152
2024-03-19 21:10:00,28,22,3,3,6,12,11,12,4,21,11,4,11,23,171
2024-03-19 21:20:00,40,28,7,9,5,14,8,21,5,22,11,4,10,17,201
2024-03-19 21:30:00,38,25,4,3,4,4,5,9,0,13,4,0,4,14,127
2024-03-19 21:40:00,33,20,2,10,3,11,6,13,1,16,5,1,5,16,142
2024-03-19 21:50:00,25,22,5,3,6,5,11,14,1,13,1,0,1,13,120
2024-03-19 22:00:00,29,25,3,4,2,5,5,4,1,21,7,1,9,26,142
2024-03-19 22:10:00,27,28,5,6,7,12,14,12,6,18,3,6,2,19,165
2024-03-19 22:20:00,29,21,4,4,2,6,4,6,1,13,8,1,8,13,120
2024-03-19 22:30:00,16,13,1,2,5,9,9,7,5,15,6,8,7,18,121
2024-03-19 22:40:00,28,18,3,5,3,6,5,8,2,14,2,2,2,14,112
2024-03-19 22:50:00,21,19,4,7,0,4,0,4,1,11,2,1,2,13,89
2024-03-19 23:00:00,13,11,2,3,3,7,6,7,3,9,1,3,0,12,80
2024-03-19 23:10:00,8,7,1,7,2,2,3,4,0,13,4,0,3,14,68
2024-03-19 23:20:00,15,16,5,11,4,7,5,8,0,9,2,0,3,10,95
2024-03-19 23:30:00,12,12,1,9,0,7,0,9,2,11,2,2,2,10,79
2024-03-19 23:40:00,10,7,1,1,0,2,0,3,0,4,3,0,2,5,38
2024-03-19 23:50:00,9,9,4,3,1,5,4,4,0,4,1,0,1,5,50
2024-03-20 00:00:00,5,5,2,1,2,4,2,3,1,6,0,1,0,9,41
2024-03-20 00:10:00,8,8,3,5,0,3,0,0,2,8,2,2,3,8,52
2024-03-20 00:20:00,7,8,0,0,0,2,0,1,2,6,0,2,0,7,35
2024-03-20 00:30:00,7,7,2,1,1,2,4,3,0,9,1,0,1,12,50
2024-03-20 00:40:00,6,6,1,1,1,2,1,3,0,2,0,0,0,2,25
2024-03-20 00:50:00,7,7,0,0,0,1,0,1,0,3,1,0,1,4,25
2024-03-20 01:00:00,1,1,0,0,0,1,0,1,0,10,1,0,1,9,25
2024-03-20 01:10:00,10,12,0,0,0,0,0,0,0,2,0,0,0,3,27
2024-03-20 01:20:00,3,3,2,2,1,1,2,1,0,3,1,0,1,4,24
2024-03-20 01:30:00,2,2,2,2,0,0,0,0,0,4,0,0,0,6,18
2024-03-20 01:40:00,3,3,0,4,0,0,0,0,0,6,0,0,0,8,24
2024-03-20 01:50:00,1,1,0,0,0,0,0,0,0,6,0,0,0,7,15
2024-03-20 02:00:00,1,1,0,0,0,0,0,0,0,3,0,0,0,3,8
2024-03-20 02:10:00,1,1,0,0,0,1,0,1,0,1,0,0,0,1,6
2024-03-20 02:20:00,2,2,0,0,0,0,0,0,0,3,1,0,1,3,12
2024-03-20 02:30:00,4,4,2,1,0,0,0,0,0,0,0,0,0,0,11
2024-03-20 02:40:00,4,5,1,1,0,0,0,0,0,4,1,0,0,5,21
2024-03-20 02:50:00,1,1,0,0,0,1,0,2,0,1,0,0,0,1,7
2024-03-20 03:00:00,0,0,0,0,0,1,0,2,0,1,1,0,1,2,8
2024-03-20 03:10:00,3,3,0,0,0,0,0,0,0,1,0,0,0,1,8
2024-03-20 03:20:00,3,3,0,0,0,0,0,0,0,1,0,0,0,1,8
2024-03-20 03:30:00,1,1,0,0,0,1,0,2,0,3,0,0,0,4,12
2024-03-20 03:40:00,1,1,1,0,0,1,0,1,0,3,0,0,0,3,11
2024-03-20 03:50:00,2,3,0,0,0,1,0,0,1,2,2,1,3,1,16
2024-03-20 04:00:00,4,4,0,0,0,1,0,1,0,4,0,0,0,4,18
2024-03-20 04:10:00,1,1,0,0,0,1,0,2,0,2,0,0,0,2,9
2024-03-20 04:20:00,2,2,0,0,0,1,0,2,0,2,1,0,1,2,13
2024-03-20 04:30:00,2,2,0,0,0,0,0,0,0,5,1,0,0,7,17
2024-03-20 04:40:00,3,3,1,0,0,0,0,0,0,6,1,0,0,5,19
2024-03-20 04:50:00,1,1,0,0,0,1,0,2,0,3,2,0,2,4,16
2024-03-20 05:00:00,2,2,1,1,2,2,1,6,0,5,5,0,3,8,38
2024-03-20 05:10:00,8,9,1,9,1,1,2,0,1,11,6,1,7,10,67
2024-03-20 05:20:00,5,4,1,2,1,2,2,3,0,11,4,0,5,12,52
2024-03-20 05:30:00,6,7,1,3,0,3,0,5,1,9,3,1,5,10,54
2024-03-20 05:40:00,7,7,1,3,5,6,11,9,1,13,4,1,4,12,84
2024-03-20 05:50:00,10,12,2,12,5,3,6,5,2,11,7,2,8,13,98
2024-03-20 06:00:00,13,14,1,2,3,8,3,10,0,11,10,0,12,12,99
2024-03-20 06:10:00,22,18,0,0,9,6,8,10,4,18,8,4,9,17,133
2024-03-20 06:20:00,22,17,5,16,11,19,13,20,0,17,11,3,11,16,181
2024-03-20 06:30:00,15,14,1,2,7,14,7,17,5,21,7,7,12,16,145
2024-03-20 06:40:00,26,24,7,2,12,18,11,21,2,40,13,3,11,25,215
2024-03-20 06:50:00,16,15,5,3,10,19,8,14,4,22,17,9,10,12,164
2024-03-20 07:00:00,39,30,4,3,9,24,10,14,0,21,18,8,13,16,209
2024-03-20 07:10:00,34,31,2,3,20,27,18,23,8,28,19,6,16,24,259
2024-03-20 07:20:00,43,32,7,8,21,30,20,27,6,34,27,10,8,12,285
2024-03-20 07:30:00,44,39,18,18,20,38,18,25,9,45,35,20,23,27,379
2024-03-20 07:40:00,45,40,16,12,34,39,17,33,14,35,39,19,21,16,380
2024-03-20 07:50:00,46,31,12,10,32,42,17,26,10,33,21,15,8,12,315
2024-03-20 08:00:00,52,32,13,9,37,47,15,33,10,50,40,17,22,24,401
2024-03-20 08:10:00,34,27,24,12,29,51,19,21,10,36,35,20,16,11,345
2024-03-20 08:20:00,52,38,6,5,30,36,21,19,11,51,39,19,24,31,382
2024-03-20 08:30:00,41,36,13,10,28,36,20,17,14,55,29,21,25,24,369
2024-03-20 08:40:00,44,37,20,10,28,42,23,28,8,43,28,15,12,23,361
2024-03-20 08:50:00,50,42,12,11,24,42,13,25,6,43,31,13,16,18,346
2024-03-20 09:00:00,46,32,7,5,23,35,19,31,6,35,20,14,16,18,307
2024-03-20 09:10:00,37,33,9,9,17,30,16,25,6,46,35,11,15,15,304
2024-03-20 09:20:00,27,21,7,5,6,18,4,17,6,41,20,11,17,30,230
2024-03-20 09:30:00,41,25,9,9,18,20,15,20,8,31,24,16,14,19,269
2024-03-20 09:40:00,44,27,8,11,13,17,15,22,6,38,26,17,19,23,286
2024-03-20 09:50:00,42,29,5,3,10,21,8,18,3,37,22,11,8,10,227
2024-03-20 10:00:00,49,29,11,12,11,25,11,15,9,49,29,11,20,16,297
2024-03-20 10:10:00,39,28,9,6,17,25,16,19,11,38,24,11,20,24,287
2024-03-20 10:20:00,45,26,7,4,13,17,16,14,5,41,20,15,20,14,257
2024-03-20 10:30:00,38,25,3,3,9,22,10,14,9,37,15,8,7,19,219
2024-03-20 10:40:00,51,28,7,13,15,18,13,17,7,41,19,11,14,18,272
2024-03-20 10:50:00,50,50,11,9,9,22,12,18,4,38,18,12,12,19,284
2024-03-20 11:00:00,49,26,9,7,9,16,11,14,4,28,21,6,21,21,242
2024-03-20 11:10:00,55,35,8,9,12,22,13,16,7,42,18,8,15,25,285
2024-03-20 11:20:00,45,28,11,8,15,24,12,17,11,45,19,15,14,16,280
2024-03-20 11:30:00,63,43,9,8,6,24,6,18,4,38,23,3,17,19,281
2024-03-20 11:40:00,51,32,11,7,17,26,16,22,9,35,22,10,18,23,299
2024-03-20 11:50:00,64,40,16,12,18,38,27,17,7,29,23,9,10,13,323
2024-03-20 12:00:00,50,30,13,11,7,21,6,13,9,30,25,14,11,12,252
2024-03-20 12:10:00,43,25,11,6,9,19,10,15,7,34,22,7,15,13,236
2024-03-20 12:20:00,52,32,8,8,8,20,12,18,9,39,29,7,22,22,286
2024-03-20 12:30:00,69,42,14,7,19,20,18,25,7,45,20,19,16,16,337
2024-03-20 12:40:00,43,25,9,9,14,33,11,35,12,39,23,12,20,15,300
2024-03-20 12:50:00,71,40,11,11,13,24,13,27,5,43,34,8,11,9,320
2024-03-20 13:00:00,62,41,12,10,15,32,16,19,5,43,18,4,14,19,310
2024-03-20 13:10:00,54,38,8,9,16,32,19,28,12,45,24,10,22,23,340
2024-03-20 13:20:00,61,36,14,14,15,37,16,33,4,30,27,4,16,13,320
2024-03-20 13:30:00,62,35,9,8,13,21,14,21,7,38,20,7,12,14,281
2024-03-20 13:40:00,54,33,11,9,13,23,10,17,7,49,30,10,15,7,288
2024-03-20 13:50:00,59,29,7,7,10,29,11,22,11,43,23,12,22,23,308
2024-03-20 14:00:00,61,29,7,3,14,21,18,17,9,38,26,9,18,24,294
2024-03-20 14:10:00,62,34,9,9,30,28,12,19,10,37,26,14,16,26,332
2024-03-20 14:20:00,55,41,11,8,10,23,10,19,15,30,24,16,13,21,296
2024-03-20 14:30:00,55,29,9,9,14,23,14,25,11,35,25,7,16,12,284
2024-03-20 14:40:00,56,31,10,10,17,28,12,27,9,43,28,9,10,13,303
2024-03-20 14:50:00,71,45,10,10,10,18,8,18,13,45,17,12,14,26,317
2024-03-20 15:00:00,51,36,11,10,13,31,14,18,8,48,30,11,16,25,322
2024-03-20 15:10:00,73,47,11,12,12,21,20,21,8,51,24,15,15,17,347
2024-03-20 15:20:00,50,27,10,15,13,33,11,27,9,46,20,11,15,27,314
2024-03-20 15:30:00,57,48,13,6,10,22,8,11,11,49,25,12,10,20,302
2024-03-20 15:40:00,66,50,19,8,13,30,12,26,12,42,20,13,11,17,339
2024-03-20 15:50:00,60,38,16,8,18,21,14,16,4,42,19,10,13,21,300
2024-03-20 16:00:00,67,32,16,17,17,18,14,20,6,49,22,16,16,25,335
2024-03-20 16:10:00,73,53,14,10,16,25,21,25,18,40,24,22,20,14,375
2024-03-20 16:20:00,61,35,18,13,16,32,12,19,9,55,23,16,16,22,347
2024-03-20 16:30:00,73,42,16,11,12,26,14,20,7,36,21,11,16,22,327
2024-03-20 16:40:00,66,45,19,11,19,35,11,19,11,44,28,12,15,19,354
2024-03-20 16:50:00,67,34,13,13,16,33,13,16,7,49,27,15,19,25,347
2024-03-20 17:00:00,79,40,16,10,16,36,15,19,11,53,32,16,16,24,383
2024-03-20 17:10:00,82,45,16,13,18,34,15,24,8,39,19,19,11,26,369
2024-03-20 17:20:00,50,22,15,10,9,29,11,23,12,49,23,10,14,25,302
2024-03-20 17:30:00,89,38,19,12,10,22,13,20,10,48,36,10,18,32,377
2024-03-20 17:40:00,75,34,12,7,13,24,9,23,15,52,20,12,21,34,351
2024-03-20 17:50:00,68,36,14,15,14,28,11,19,10,50,20,11,16,29,341
2024-03-20 18:00:00,70,37,15,12,16,29,16,24,8,50,24,10,21,26,358
2024-03-20 18:10:00,58,39,18,9,14,16,12,21,14,45,33,13,23,23,338
2024-03-20 18:20:00,61,32,10,9,15,24,10,21,8,41,16,12,16,29,304
2024-03-20 18:30:00,52,36,9,13,5,19,8,14,8,41,19,10,15,27,276
2024-03-20 18:40:00,61,20,7,6,14,16,9,29,6,37,15,7,14,24,265
2024-03-20 18:50:00,53,18,12,16,8,17,12,21,5,35,14,6,15,34,266
2024-03-20 19:00:00,64,25,11,22,7,29,10,22,7,36,18,8,18,34,311
2024-03-20 19:10:00,40,31,13,37,11,13,16,21,11,29,21,9,18,28,298
2024-03-20 19:20:00,61,34,13,32,7,23,13,16,6,35,27,6,27,29,329
2024-03-20 19:30:00,46,25,6,10,9,13,9,14,5,38,13,4,12,28,232
2024-03-20 19:40:00,46,27,7,12,14,14,16,21,8,34,14,9,10,40,272
2024-03-20 19:50:00,44,26,6,25,5,13,7,20,4,32,18,2,16,34,252
2024-03-20 20:00:00,45,23,12,14,4,10,6,11,4,24,14,4,9,27,207
2024-03-20 20:10:00,42,30,9,39,11,16,16,23,4,19,12,5,7,15,248
2024-03-20 20:20:00,39,30,11,16,4,10,5,10,1,30,15,1,22,20,214
2024-03-20 20:30:00,38,32,7,6,4,7,7,10,3,32,15,5,17,24,207
2024-03-20 20:40:00,32,24,7,3,4,18,5,11,5,39,14,6,18,46,232
2024-03-20 20:50:00,33,21,4,7,6,10,5,12,3,28,13,3,12,26,183
2024-03-20 21:00:00,31,30,7,8,4,11,6,13,5,20,8,6,7,24,180
2024-03-20 21:10:00,54,20,8,5,4,14,5,14,2,19,4,2,6,14,171
2024-03-20 21:20:00,43,23,8,31,4,16,7,17,2,14,3,2,3,16,189
2024-03-20 21:30:00,28,23,3,5,9,14,14,13,6,16,12,6,8,13,170
2024-03-20 21:40:00,39,21,9,11,4,14,7,12,4,16,8,4,8,15,172
2024-03-20 21:50:00,38,20,6,5,2,11,5,10,4,21,10,4,13,26,175
2024-03-20 22:00:00,28,19,7,8,6,17,7,22,6,20,10,8,10,24,192
2024-03-20 22:10:00,24,17,3,5,7,7,9,13,2,15,2,2,2,15,123
2024-03-20 22:20:00,21,11,4,4,2,7,6,7,3,14,9,5,9,18,120
2024-03-20 22:30:00,22,14,3,4,4,4,7,7,2,15,3,2,2,18,107
2024-03-20 22:40:00,24,17,7,13,2,7,3,13,1,17,5,1,5,20,135
2024-03-20 22:50:00,20,16,4,6,4,5,7,6,2,22,9,2,11,26,140
2024-03-20 23:00:00,23,19,5,3,3,7,1,12,1,10,3,1,4,10,102
2024-03-20 23:10:00,20,19,2,7,2,4,4,3,1,8,4,1,4,9,88
2024-03-20 23:20:00,20,17,5,10,0,4,0,2,1,14,2,1,2,18,96
2024-03-20 23:30:00,12,14,1,4,1,6,4,12,0,9,2,0,1,9,75
2024-03-20 23:40:00,11,10,1,10,1,4,3,7,0,9,6,0,7,11,80
2024-03-20 23:50:00,10,9,4,8,0,1,0,1,0,11,4,0,3,16,67
2024-03-21 00:00:00,9,7,0,2,2,2,4,3,0,6,2,0,2,8,47
2024-03-21 00:10:00,7,6,0,0,1,1,0,2,0,4,0,0,0,5,26
2024-03-21 00:20:00,8,7,1,2,1,2,1,2,1,7,0,1,0,9,42
2024-03-21 00:30:00,9,7,4,2,1,1,2,2,0,3,0,0,0,3,34
2024-03-21 00:40:00,5,5,0,0,0,0,0,0,0,5,1,0,2,9,27
2024-03-21 00:50:00,3,3,0,1,0,1,0,2,0,3,0,0,0,4,17
2024-03-21 01:00:00,5,5,0,0,0,0,0,0,0,1,0,0,0,1,12
2024-03-21 01:10:00,4,4,1,2,0,1,0,0,0,5,0,0,0,6,23
2024-03-21 01:20:00,3,3,2,4,1,2,1,2,0,1,0,0,0,1,20
2024-03-21 01:30:00,3,3,1,1,1,1,3,2,0,6,2,0,2,7,32
2024-03-21 01:40:00,2,2,1,2,0,1,0,0,0,3,1,0,0,3,15
2024-03-21 01:50:00,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5
2024-03-21 02:00:00,3,3,1,0,0,0,0,0,0,2,1,0,0,2,12
2024-03-21 02:10:00,3,3,0,0,0,0,0,0,0,1,0,0,0,1,8
2024-03-21 02:20:00,1,1,0,0,0,1,0,2,0,4,0,0,0,4,13
2024-03-21 02:30:00,6,6,1,0,1,1,5,0,1,0,0,1,0,0,22
2024-03-21 02:40:00,1,1,0,0,0,2,2,2,0,4,0,0,1,4,17
2024-03-21 02:50:00,3,2,1,1,0,0,0,0,0,0,1,0,0,0,8
2024-03-21 03:00:00,3,4,0,0,1,0,2,1,0,1,0,0,0,1,13
2024-03-21 03:10:00,2,2,0,2,0,0,0,0,0,1,0,0,0,1,8
2024-03-21 03:20:00,2,2,0,0,0,0,0,0,0,2,0,0,0,1,7
2024-03-21 03:30:00,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8
2024-03-21 03:40:00,1,1,0,0,1,2,1,0,1,2,1,1,0,2,13
2024-03-21 03:50:00,3,3,0,4,0,1,0,0,0,2,0,0,0,3,16
2024-03-21 04:00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,1,4
2024-03-21 04:10:00,6,5,3,2,0,0,0,0,0,5,1,0,1,4,27
2024-03-21 04:20:00,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
2024-03-21 04:30:00,0,0,0,0,1,1,0,3,0,6,1,0,0,6,18
2024-03-21 04:40:00,0,0,0,0,0,0,1,0,0,6,2,0,1,6,16
2024-03-21 04:50:00,3,3,0,2,0,1,0,2,0,5,2,0,1,5,24
2024-03-21 05:00:00,3,3,0,4,1,4,2,6,0,4,1,0,1,4,33
2024-03-21 05:10:00,8,8,0,0,1,1,1,2,0,9,6,0,6,13,55
2024-03-21 05:20:00,7,7,0,5,1,5,2,8,2,6,2,2,2,6,55
2024-03-21 05:30:00,7,7,1,2,1,2,1,1,1,7,4,1,4,6,45
2024-03-21 05:40:00,12,12,2,4,1,2,2,4,0,8,5,0,7,10,69
2024-03-21 05:50:00,9,8,1,2,5,5,7,8,3,18,9,2,13,16,106
2024-03-21 06:00:00,11,10,0,0,3,9,3,12,2,13,5,2,7,14,91
2024-03-21 06:10:00,24,12,2,3,2,10,5,9,1,15,7,3,8,14,115
2024-03-21 06:20:00,20,18,5,5,5,8,4,8,2,12,12,4,12,13,128
2024-03-21 06:30:00,14,10,1,0,7,10,8,13,3,23,11,8,10,17,135
2024-03-21 06:40:00,27,19,3,2,11,10,12,17,1,20,15,7,13,12,169
2024-03-21 06:50:00,26,19,8,5,14,22,12,21,8,23,26,13,17,19,233
2024-03-21 07:00:00,24,21,5,6,19,22,11,20,4,16,16,11,13,13,201
2024-03-21 07:10:00,43,29,6,7,15,43,13,20,8,28,35,10,12,20,289
2024-03-21 07:20:00,34,25,7,6,21,40,17,20,9,35,23,16,14,22,289
2024-03-21 07:30:00,38,32,14,9,20,35,16,23,14,44,32,11,18,24,330
2024-03-21 07:40:00,44,32,17,14,25,72,18,21,16,33,22,20,17,12,363
2024-03-21 07:50:00,57,46,16,14,28,44,18,22,16,35,30,18,14,20,378
2024-03-21 08:00:00,43,25,6,4,25,55,21,24,11,51,55,13,35,16,384
2024-03-21 08:10:00,35,29,7,7,33,47,24,32,7,50,27,12,22,38,370
2024-03-21 08:20:00,31,28,9,7,23,34,18,23,11,39,42,10,17,16,308
2024-03-21 08:30:00,41,31,11,7,17,34,12,16,6,39,26,8,16,23,287
2024-03-21 08:40:00,35,33,6,6,49,47,20,25,11,38,30,12,12,21,345
2024-03-21 08:50:00,39,27,9,7,24,30,17,17,6,36,33,7,19,21,292
2024-03-21 09:00:00,40,32,15,10,15,20,10,19,7,32,26,12,16,17,271
2024-03-21 09:10:00,49,40,9,8,17,29,14,22,7,40,23,15,17,19,309
2024-03-21 09:20:00,39,28,5,5,9,20,12,17,7,43,21,13,14,23,256
2024-03-21 09:30:00,49,32,11,7,11,23,10,18,7,43,39,10,11,9,280
2024-03-21 09:40:00,57,32,11,6,17,23,16,18,10,54,33,14,20,19,330
2024-03-21 09:50:00,38,27,20,6,10,23,11,20,5,22,22,6,13,5,228
2024-03-21 10:00:00,38,29,7,7,14,18,13,20,7,51,19,7,19,19,268
2024-03-21 10:10:00,48,29,9,10,16,17,14,16,6,47,24,7,19,22,284
2024-03-21 10:20:00,60,32,8,8,17,22,12,25,6,40,15,12,14,17,288
2024-03-21 10:30:00,61,33,7,5,11,23,10,18,2,41,30,4,16,21,282
2024-03-21 10:40:00,49,31,9,6,11,45,14,16,6,40,18,7,14,12,278
2024-03-21 10:50:00,59,37,8,7,23,27,18,20,14,49,28,16,20,19,345
2024-03-21 11:00:00,60,38,7,7,17,19,12,17,6,33,18,6,11,18,269
2024-03-21 11:10:00,53,29,11,11,9,28,17,24,3,35,22,6,11,11,270
2024-03-21 11:20:00,67,37,7,5,10,20,9,13,9,40,15,9,13,26,280
2024-03-21 11:30:00,55,38,10,10,16,29,11,21,7,39,33,8,16,16,309
2024-03-21 11:40:00,60,30,11,9,16,19,16,22,8,39,22,13,9,17,291
2024-03-21 11:50:00,50,37,12,9,12,24,14,28,7,43,21,6,13,35,311
2024-03-21 12:00:00,66,34,16,10,12,22,13,19,5,39,22,5,16,15,294
2024-03-21 12:10:00,65,33,14,9,13,26,12,11,7,41,25,8,16,14,294
2024-03-21 12:20:00,59,34,9,6,9,28,8,16,11,41,27,16,19,20,303
2024-03-21 12:30:00,46,23,14,9,14,25,15,19,4,32,17,4,14,13,249
2024-03-21 12:40:00,43,25,10,8,15,29,16,18,15,39,19,14,16,14,281
2024-03-21 12:50:00,64,30,15,14,14,20,14,22,11,36,30,56,9,9,344
2024-03-21 13:00:00,64,36,13,7,11,34,9,21,9,35,25,8,13,17,302
2024-03-21 13:10:00,62,33,10,9,21,38,18,32,5,12,31,7,15,12,305
2024-03-21 13:20:00,59,26,10,7,13,38,10,25,8,26,16,10,10,15,273
2024-03-21 13:30:00,74,48,13,12,10,29,11,25,5,38,27,6,14,11,323
2024-03-21 13:40:00,65,35,19,19,12,26,14,24,8,36,19,7,17,16,317
2024-03-21 13:50:00,52,30,8,7,13,18,15,18,11,33,24,10,19,14,272
2024-03-21 14:00:00,57,35,7,7,16,35,14,24,8,36,27,8,15,20,309
