datetime,D21Z,V22Z,D31Z,V32Z,D51Z,D52Z,V53Z,V54Z,D81Z,D82Z,D83Z,V84Z,V85Z,V86Z,Total
2024-03-09 04:30:00,3,3,1,2,0,0,0,0,0,7,2,0,2,8,28
2024-03-09 04:40:00,4,2,1,4,0,0,0,0,0,3,0,0,0,3,17
2024-03-09 04:50:00,4,4,1,3,0,0,0,0,0,7,5,0,4,8,36
2024-03-09 05:00:00,4,4,1,0,0,1,0,0,1,6,0,1,0,6,24
2024-03-09 05:10:00,3,4,1,5,0,0,0,0,0,6,1,0,1,7,28
2024-03-09 05:20:00,8,7,0,3,0,0,0,0,0,11,4,0,3,11,47
2024-03-09 05:30:00,3,3,1,1,0,1,0,2,0,4,2,0,1,5,23
2024-03-09 05:40:00,8,8,3,6,0,0,0,0,0,7,2,0,1,9,44
2024-03-09 05:50:00,11,11,0,1,0,1,0,0,1,9,0,1,0,12,47
2024-03-09 06:00:00,4,5,1,2,1,0,2,1,0,6,1,0,0,9,32
2024-03-09 06:10:00,10,10,1,2,0,2,0,2,0,6,2,0,2,5,42
2024-03-09 06:20:00,14,10,1,2,0,2,0,3,0,7,2,0,2,7,50
2024-03-09 06:30:00,12,15,0,2,1,6,1,5,3,11,1,4,1,11,73
2024-03-09 06:40:00,14,13,5,8,1,1,1,2,1,10,3,2,3,13,77
2024-03-09 06:50:00,14,14,2,0,2,6,2,6,1,8,4,1,4,8,72
2024-03-09 07:00:00,12,11,2,1,1,1,1,1,0,8,2,0,2,8,50
2024-03-09 07:10:00,10,10,3,3,1,4,1,5,0,8,1,1,2,8,57
2024-03-09 07:20:00,15,14,0,0,0,2,1,2,0,9,2,0,2,4,51
2024-03-09 07:30:00,15,14,2,0,1,2,1,2,1,10,3,1,3,9,64
2024-03-09 07:40:00,24,23,4,3,2,4,6,8,1,16,5,1,5,13,115
2024-03-09 07:50:00,16,16,1,1,1,6,1,7,1,7,3,1,2,8,71
2024-03-09 08:00:00,18,18,0,0,3,6,5,7,1,18,8,2,7,16,109
2024-03-09 08:10:00,13,11,1,1,2,6,2,6,4,19,3,6,3,16,93
2024-03-09 08:20:00,14,13,2,1,2,8,2,6,4,15,3,4,3,13,90
2024-03-09 08:30:00,29,20,2,3,0,7,0,7,2,24,8,1,7,17,127
2024-03-09 08:40:00,31,21,3,3,5,15,5,14,5,21,11,7,12,16,169
2024-03-09 08:50:00,35,24,6,5,6,10,9,9,2,24,8,3,5,19,165
2024-03-09 09:00:00,29,22,4,1,7,10,8,15,3,26,8,4,6,21,164
2024-03-09 09:10:00,36,28,5,7,3,13,3,7,7,36,12,7,12,19,195
2024-03-09 09:20:00,31,19,3,4,5,14,8,10,5,35,24,9,14,20,201
2024-03-09 09:30:00,40,24,6,5,7,13,6,13,4,39,22,13,25,20,237
2024-03-09 09:40:00,29,21,9,10,9,12,12,17,3,50,29,14,24,16,255
2024-03-09 09:50:00,35,19,8,10,7,15,7,19,8,50,23,10,20,22,253
2024-03-09 10:00:00,44,29,4,5,4,14,7,19,4,40,19,6,12,18,225
2024-03-09 10:10:00,57,36,12,8,8,13,10,19,7,43,17,8,21,17,276
2024-03-09 10:20:00,51,29,4,3,4,16,4,17,7,51,31,11,21,25,274
2024-03-09 10:30:00,53,44,8,8,6,10,15,13,1,44,20,1,20,23,266
2024-03-09 10:40:00,63,32,3,5,8,13,9,14,5,35,22,7,13,20,249
2024-03-09 10:50:00,47,27,6,6,10,11,12,16,2,58,16,2,16,27,256
2024-03-09 11:00:00,49,36,8,8,5,19,7,20,11,48,33,19,20,14,297
2024-03-09 11:10:00,67,38,14,14,9,16,7,32,5,36,20,13,16,20,307
2024-03-09 11:20:00,42,36,8,8,8,11,10,14,11,49,28,14,17,17,273
2024-03-09 11:30:00,59,40,10,11,5,18,9,17,10,39,19,12,12,27,288
2024-03-09 11:40:00,44,32,9,7,6,20,7,16,8,48,31,14,18,22,282
2024-03-09 11:50:00,68,48,11,9,12,15,6,22,12,41,27,15,17,21,324
2024-03-09 12:00:00,67,44,12,11,10,27,16,24,7,43,22,10,13,18,324
2024-03-09 12:10:00,61,27,8,3,9,18,17,19,9,44,18,10,18,27,288
2024-03-09 12:20:00,69,47,15,8,11,14,18,20,5,41,26,7,15,13,309
2024-03-09 12:30:00,72,38,18,16,8,18,18,27,9,47,28,12,22,26,359
2024-03-09 12:40:00,68,32,11,11,9,18,13,15,11,59,36,12,16,20,331
2024-03-09 12:50:00,64,36,12,9,3,15,13,15,6,58,46,8,22,17,324
2024-03-09 13:00:00,57,34,4,3,9,15,12,18,8,42,26,8,14,29,279
2024-03-09 13:10:00,63,43,14,14,5,14,8,14,10,39,20,11,12,19,286
2024-03-09 13:20:00,65,36,8,5,4,20,5,16,5,45,18,6,11,22,266
2024-03-09 13:30:00,62,31,9,8,3,18,6,14,11,54,31,14,14,21,296
2024-03-09 13:40:00,70,46,15,14,11,24,11,23,12,38,21,12,15,23,335
2024-03-09 13:50:00,71,45,11,13,4,12,7,13,6,49,21,7,17,24,300
2024-03-09 14:00:00,83,39,14,11,7,16,11,15,5,56,23,14,11,16,321
2024-03-09 14:10:00,71,43,5,5,6,19,9,14,7,37,17,14,13,20,280
2024-03-09 14:20:00,62,35,8,7,7,17,8,19,5,43,17,5,15,25,273
2024-03-09 14:30:00,73,41,12,13,6,14,6,17,4,43,26,7,62,10,334
2024-03-09 14:40:00,72,34,11,8,5,15,6,12,8,50,25,9,21,23,299
2024-03-09 14:50:00,67,41,14,10,4,13,6,15,6,39,30,9,21,21,296
2024-03-09 15:00:00,66,33,12,10,6,10,6,11,6,43,22,5,16,22,268
2024-03-09 15:10:00,72,35,10,14,6,8,6,12,7,52,29,6,17,20,294
2024-03-09 15:20:00,61,32,10,8,4,10,5,12,2,41,19,3,12,16,235
2024-03-09 15:30:00,69,37,9,10,6,19,8,21,6,44,14,4,13,27,287
2024-03-09 15:40:00,57,27,7,7,9,21,10,12,11,37,21,11,11,16,257
2024-03-09 15:50:00,63,29,10,4,3,8,4,13,3,57,26,7,18,15,260
2024-03-09 16:00:00,71,35,4,4,8,17,9,17,8,57,14,8,13,23,288
2024-03-09 16:10:00,59,32,10,8,3,22,7,17,9,33,14,9,15,30,268
2024-03-09 16:20:00,81,35,6,7,4,13,6,12,1,52,24,1,14,27,283
2024-03-09 16:30:00,59,38,11,8,6,17,6,14,7,26,13,10,9,13,237
2024-03-09 16:40:00,66,38,11,9,3,14,3,12,5,31,24,6,16,19,257
2024-03-09 16:50:00,72,34,7,3,2,13,3,11,5,50,15,8,14,22,259
2024-03-09 17:00:00,54,32,7,6,4,14,5,13,7,36,19,7,14,25,243
2024-03-09 17:10:00,73,34,5,4,2,16,5,14,8,29,14,10,14,17,245
2024-03-09 17:20:00,82,36,9,7,8,14,6,15,3,37,20,3,17,24,281
2024-03-09 17:30:00,54,26,10,11,6,11,6,9,9,42,24,10,17,12,247
2024-03-09 17:40:00,59,32,3,2,9,20,8,16,11,48,14,9,11,25,267
2024-03-09 17:50:00,61,29,6,4,7,12,5,13,4,48,21,7,16,23,256
2024-03-09 18:00:00,56,27,11,8,3,15,3,9,9,40,19,9,14,22,245
2024-03-09 18:10:00,70,30,5,6,3,12,7,20,6,45,21,5,16,22,268
2024-03-09 18:20:00,62,25,12,17,5,16,5,11,10,39,28,7,15,24,276
2024-03-09 18:30:00,53,27,7,8,4,17,8,13,13,38,21,15,24,26,274
2024-03-09 18:40:00,73,23,14,18,7,17,7,13,9,41,19,12,18,29,300
2024-03-09 18:50:00,59,19,9,27,14,19,16,23,14,50,23,20,23,22,338
2024-03-09 19:00:00,60,29,9,23,6,12,7,14,2,37,18,4,17,20,258
2024-03-09 19:10:00,57,17,3,20,7,19,10,22,7,34,11,8,18,24,257
2024-03-09 19:20:00,56,19,5,28,5,10,5,10,8,41,17,12,15,29,260
2024-03-09 19:30:00,50,25,8,13,1,13,3,8,5,35,13,6,11,22,213
2024-03-09 19:40:00,35,34,7,10,2,7,3,4,7,34,12,7,12,32,206
2024-03-09 19:50:00,42,28,9,15,4,11,6,7,6,30,10,7,10,29,214
2024-03-09 20:00:00,46,24,1,2,5,5,11,8,2,26,9,2,9,27,177
2024-03-09 20:10:00,52,26,5,7,1,4,1,7,1,25,9,1,8,18,165
2024-03-09 20:20:00,38,19,5,4,2,5,2,2,1,47,11,3,16,19,174
2024-03-09 20:30:00,34,26,6,9,2,10,0,6,4,35,11,5,7,34,189
2024-03-09 20:40:00,46,26,4,5,5,7,3,9,6,21,11,6,10,27,186
2024-03-09 20:50:00,44,26,3,23,7,13,9,14,4,23,11,4,11,22,214
2024-03-09 21:00:00,47,25,4,7,2,5,4,10,4,19,9,4,10,17,167
2024-03-09 21:10:00,37,30,4,7,5,10,11,12,7,25,8,2,6,16,180
2024-03-09 21:20:00,49,28,5,10,5,11,9,10,4,24,10,4,15,25,209
2024-03-09 21:30:00,33,20,2,3,3,8,5,9,0,25,4,0,4,19,135
2024-03-09 21:40:00,38,29,4,1,0,10,0,6,6,20,4,5,5,19,147
2024-03-09 21:50:00,39,32,4,5,2,7,4,8,5,21,6,5,7,25,170
2024-03-09 22:00:00,39,22,2,3,2,5,2,4,2,17,8,2,11,18,137
2024-03-09 22:10:00,51,30,2,3,4,5,7,7,1,28,13,1,17,24,193
2024-03-09 22:20:00,32,21,6,9,4,4,9,4,1,24,14,1,15,22,166
2024-03-09 22:30:00,48,32,5,4,0,5,0,7,1,23,5,1,5,19,155
2024-03-09 22:40:00,46,23,7,8,3,5,6,7,1,18,6,0,8,17,155
2024-03-09 22:50:00,41,27,5,7,5,34,6,5,3,23,8,2,9,24,199
2024-03-09 23:00:00,41,29,4,6,1,4,2,6,2,33,3,2,3,33,169
2024-03-09 23:10:00,40,27,2,3,5,3,6,6,0,27,8,0,9,28,164
2024-03-09 23:20:00,46,29,7,13,1,4,1,2,2,36,7,2,6,27,183
2024-03-09 23:30:00,28,28,6,2,1,5,1,2,4,24,3,3,3,25,135
2024-03-09 23:40:00,37,25,3,11,1,2,2,1,3,20,3,2,2,25,137
2024-03-09 23:50:00,25,20,2,3,1,3,2,4,1,18,6,3,7,22,117
2024-03-10 00:00:00,22,18,3,6,1,2,1,2,0,13,9,0,12,13,102
2024-03-10 00:10:00,25,22,6,5,0,3,1,4,0,23,3,0,3,27,122
2024-03-10 00:20:00,30,23,4,4,1,3,1,1,1,15,1,1,2,16,103
2024-03-10 00:30:00,20,19,2,4,1,3,1,3,0,13,1,0,1,14,82
2024-03-10 00:40:00,18,21,1,3,1,2,0,4,0,19,4,0,5,23,101
2024-03-10 00:50:00,22,18,2,6,1,1,2,1,1,12,3,1,3,13,86
2024-03-10 01:00:00,9,8,1,1,4,3,9,4,1,10,1,1,1,11,64
2024-03-10 01:10:00,26,14,2,17,1,0,1,1,0,17,1,0,1,18,99
2024-03-10 01:20:00,8,8,2,2,2,6,0,5,1,11,2,1,2,13,63
2024-03-10 01:30:00,20,15,3,7,1,1,2,1,1,20,4,1,4,21,101
2024-03-10 01:40:00,11,11,0,0,0,1,0,0,1,21,6,1,7,18,77
2024-03-10 01:50:00,10,12,1,6,1,3,1,4,2,5,2,2,1,7,57
2024-03-10 02:00:00,18,19,0,8,1,5,2,1,2,11,1,2,2,13,85
2024-03-10 02:10:00,12,10,1,5,0,1,0,0,1,9,2,1,0,10,52
2024-03-10 02:20:00,10,9,1,12,1,3,0,0,2,10,6,2,6,9,71
2024-03-10 02:30:00,16,12,3,16,2,3,0,3,0,13,2,0,1,16,87
2024-03-10 02:40:00,11,10,1,4,1,1,2,1,0,7,1,0,1,7,47
2024-03-10 02:50:00,11,10,1,5,0,0,0,0,0,9,3,0,3,10,52
2024-03-10 03:00:00,5,5,0,0,0,0,0,0,0,12,5,0,3,10,40
2024-03-10 03:10:00,6,6,1,1,0,3,0,1,2,4,2,2,1,5,34
2024-03-10 03:20:00,6,6,0,4,0,0,0,0,0,10,2,0,1,10,39
2024-03-10 03:30:00,8,8,1,5,0,0,0,1,0,4,2,0,2,6,37
2024-03-10 03:40:00,11,10,0,5,0,0,0,0,0,5,1,0,1,5,38
2024-03-10 03:50:00,4,3,0,0,0,1,0,1,1,14,3,1,2,13,43
2024-03-10 04:00:00,3,4,1,0,0,0,0,0,0,6,2,0,2,7,25
2024-03-10 04:10:00,4,3,1,1,0,0,2,1,1,6,1,1,0,7,28
2024-03-10 04:20:00,5,5,1,1,0,2,0,1,2,8,2,2,2,9,40
2024-03-10 04:30:00,6,6,2,3,0,0,0,0,0,5,3,0,3,3,31
2024-03-10 04:40:00,4,4,3,1,0,0,0,0,0,7,1,0,1,9,30
2024-03-10 04:50:00,4,3,1,1,0,0,0,0,0,5,0,0,0,8,22
2024-03-10 05:00:00,5,5,0,1,0,0,0,0,0,4,3,0,3,3,24
2024-03-10 05:10:00,2,2,0,1,1,0,1,1,0,9,1,0,1,10,29
2024-03-10 05:20:00,2,2,0,0,0,0,0,0,0,11,2,0,2,14,33
2024-03-10 05:30:00,3,3,1,1,0,0,0,0,0,5,2,0,3,6,24
2024-03-10 05:40:00,5,5,0,0,0,0,0,0,0,7,2,0,1,7,27
2024-03-10 05:50:00,5,5,0,1,0,1,0,0,1,5,1,1,1,5,26
2024-03-10 06:00:00,6,6,2,2,0,0,0,0,0,3,2,0,1,3,25
2024-03-10 06:10:00,4,4,0,1,1,1,1,2,0,6,1,0,1,8,30
2024-03-10 06:20:00,7,7,1,1,0,0,0,0,0,5,0,0,0,6,27
2024-03-10 06:30:00,8,8,0,1,0,1,0,1,0,4,3,0,5,5,36
2024-03-10 06:40:00,8,9,2,2,0,0,0,0,0,5,2,0,2,5,35
2024-03-10 06:50:00,8,8,0,0,1,2,1,1,2,5,0,2,0,5,35
2024-03-10 07:00:00,5,5,0,1,1,1,1,2,0,6,1,0,0,7,30
2024-03-10 07:10:00,6,6,0,0,1,1,1,1,0,4,2,0,2,5,29
2024-03-10 07:20:00,8,8,0,0,0,2,0,2,0,8,1,1,1,8,39
2024-03-10 07:30:00,8,8,0,0,1,1,1,2,0,6,1,0,1,6,35
2024-03-10 07:40:00,4,4,0,0,1,2,1,2,0,7,2,0,2,6,31
2024-03-10 07:50:00,13,13,1,1,0,1,0,2,0,12,4,0,3,9,59
2024-03-10 08:00:00,10,9,1,1,1,6,2,6,2,11,2,2,2,9,64
2024-03-10 08:10:00,3,3,1,1,1,1,2,2,0,10,3,1,3,10,41
2024-03-10 08:20:00,13,12,0,0,0,2,0,3,2,10,2,3,2,8,57
2024-03-10 08:30:00,16,15,0,0,0,3,0,5,0,6,1,1,1,7,55
2024-03-10 08:40:00,15,14,1,0,2,4,2,5,1,12,2,1,2,12,73
2024-03-10 08:50:00,10,8,1,0,2,5,2,7,4,14,5,4,5,13,80
2024-03-10 09:00:00,15,14,1,1,3,6,3,6,0,17,5,1,6,17,95
2024-03-10 09:10:00,15,15,1,1,3,5,3,4,2,19,5,3,4,19,99
2024-03-10 09:20:00,21,18,4,3,3,7,3,6,1,21,7,1,6,17,118
2024-03-10 09:30:00,26,20,2,3,2,10,2,9,2,19,10,2,8,14,129
2024-03-10 09:40:00,31,27,2,1,6,7,4,9,2,15,9,2,8,14,137
2024-03-10 09:50:00,26,23,3,4,4,8,4,6,8,20,7,7,6,15,141
2024-03-10 10:00:00,25,13,2,0,5,5,4,6,2,23,10,2,7,16,120
2024-03-10 10:10:00,21,18,4,3,3,9,3,10,3,24,11,3,8,17,137
2024-03-10 10:20:00,25,19,4,4,7,11,6,10,3,28,10,3,7,25,162
2024-03-10 10:30:00,29,23,2,2,6,5,7,11,3,26,12,3,10,20,159
2024-03-10 10:40:00,37,27,3,3,4,13,4,12,1,30,15,1,8,16,174
2024-03-10 10:50:00,22,15,1,1,1,8,2,5,7,26,4,9,2,24,127
2024-03-10 11:00:00,40,30,2,1,4,10,2,13,3,28,5,3,4,19,164
2024-03-10 11:10:00,31,28,4,2,6,11,6,10,5,23,7,3,5,17,158
2024-03-10 11:20:00,37,29,5,4,8,13,9,15,4,30,14,4,11,21,204
2024-03-10 11:30:00,44,28,1,1,7,10,7,9,6,32,8,6,7,28,194
2024-03-10 11:40:00,44,34,10,8,3,10,3,10,3,22,11,4,9,14,185
2024-03-10 11:50:00,39,38,6,8,8,7,6,9,4,28,13,7,11,17,201
2024-03-10 12:00:00,38,25,8,6,4,11,3,9,5,30,11,4,9,17,180
2024-03-10 12:10:00,44,25,6,6,2,14,2,10,1,39,12,1,12,24,198
2024-03-10 12:20:00,51,29,6,5,4,9,3,12,3,35,18,3,14,20,212
2024-03-10 12:30:00,57,35,4,3,7,9,5,9,5,25,7,8,7,16,197
2024-03-10 12:40:00,50,26,4,3,8,8,7,11,5,38,9,6,8,25,208
2024-03-10 12:50:00,57,38,8,8,8,12,7,15,4,40,17,8,11,31,264
2024-03-10 13:00:00,46,29,10,8,3,14,2,12,4,24,10,5,9,62,238
2024-03-10 13:10:00,50,33,12,11,9,9,7,11,3,29,15,6,24,22,241
2024-03-10 13:20:00,54,50,8,8,4,13,5,11,6,41,17,7,14,21,259
2024-03-10 13:30:00,58,34,8,8,5,10,6,13,4,35,15,5,11,26,238
2024-03-10 13:40:00,44,38,7,7,5,12,5,8,7,45,15,7,15,25,240
2024-03-10 13:50:00,45,27,7,5,6,9,4,11,2,37,13,5,10,14,195
2024-03-10 14:00:00,57,33,5,6,10,16,10,18,3,29,10,9,8,19,233
2024-03-10 14:10:00,55,35,6,5,6,13,7,14,6,39,14,7,14,26,247
2024-03-10 14:20:00,56,23,10,8,3,10,4,9,4,41,13,5,10,21,217
2024-03-10 14:30:00,59,35,12,10,11,12,8,11,9,37,20,6,13,23,266
2024-03-10 14:40:00,50,25,6,6,4,8,5,12,7,34,22,8,17,21,225
2024-03-10 14:50:00,67,31,8,6,7,17,7,23,7,37,13,8,6,20,257
2024-03-10 15:00:00,43,29,8,6,4,13,4,13,4,31,17,5,15,19,211
2024-03-10 15:10:00,45,22,8,8,5,16,6,14,2,40,17,8,12,22,225
2024-03-10 15:20:00,59,38,7,7,10,10,10,14,7,43,17,10,13,18,263
2024-03-10 15:30:00,59,39,5,6,4,11,3,6,10,32,10,9,8,30,232
2024-03-10 15:40:00,45,27,5,5,3,13,4,10,11,41,16,10,9,21,220
2024-03-10 15:50:00,61,34,11,9,8,17,7,17,9,35,19,9,11,13,260
2024-03-10 16:00:00,54,36,7,7,8,10,8,10,3,52,21,5,13,26,260
2024-03-10 16:10:00,55,36,11,8,9,12,8,11,5,39,17,5,34,25,275
2024-03-10 16:20:00,59,30,8,5,3,10,3,8,2,38,23,3,16,13,221
2024-03-10 16:30:00,49,22,5,6,3,10,3,9,3,33,17,5,12,24,201
2024-03-10 16:40:00,55,36,9,7,1,13,1,7,4,40,14,4,11,29,231
2024-03-10 16:50:00,56,28,4,4,6,10,5,7,6,42,23,6,17,23,237
2024-03-10 17:00:00,65,40,8,8,5,11,5,9,6,40,18,9,11,23,258
2024-03-10 17:10:00,68,39,12,7,4,13,5,10,8,50,26,8,18,24,292
2024-03-10 17:20:00,53,32,8,6,4,12,5,8,10,52,17,12,14,23,256
2024-03-10 17:30:00,60,39,6,7,3,10,3,10,7,48,25,7,20,25,270
2024-03-10 17:40:00,54,37,6,4,6,19,6,17,6,43,15,8,12,19,252
2024-03-10 17:50:00,43,23,9,9,4,22,4,18,5,39,15,7,14,21,233
2024-03-10 18:00:00,39,23,4,2,6,14,6,14,7,49,14,7,10,27,222
2024-03-10 18:10:00,50,35,18,12,0,10,1,9,1,48,14,2,13,22,235
2024-03-10 18:20:00,38,25,11,14,3,11,4,6,5,25,14,5,13,24,198
2024-03-10 18:30:00,47,24,15,19,5,11,9,13,7,28,9,7,6,25,225
2024-03-10 18:40:00,60,28,9,23,3,11,4,11,7,35,14,7,17,28,257
2024-03-10 18:50:00,54,26,8,12,6,13,10,10,6,29,15,5,15,28,237
2024-03-10 19:00:00,53,20,8,28,4,9,9,10,5,34,19,5,20,20,244
2024-03-10 19:10:00,68,31,5,2,1,11,2,6,10,41,15,10,18,36,256
2024-03-10 19:20:00,54,25,5,25,3,8,4,6,2,28,10,4,12,21,207
2024-03-10 19:30:00,42,32,3,7,2,8,4,11,1,28,7,1,6,33,185
2024-03-10 19:40:00,44,32,3,3,3,8,3,10,3,27,6,3,4,26,175
2024-03-10 19:50:00,43,29,6,26,1,10,1,10,3,18,16,2,12,20,197
2024-03-10 20:00:00,40,30,3,3,3,9,7,14,3,23,8,3,12,25,183
2024-03-10 20:10:00,45,33,3,2,2,3,2,2,2,29,7,2,8,26,166
2024-03-10 20:20:00,36,22,6,7,5,7,4,9,5,24,10,5,9,26,175
2024-03-10 20:30:00,32,27,2,3,3,8,7,8,2,21,6,2,6,24,151
2024-03-10 20:40:00,42,29,10,17,1,3,1,2,2,22,4,2,3,24,162
2024-03-10 20:50:00,28,20,4,28,1,4,1,4,2,13,6,2,7,18,138
2024-03-10 21:00:00,39,31,4,2,0,6,2,7,2,21,5,2,4,24,149
2024-03-10 21:10:00,39,34,3,5,1,3,1,4,0,17,6,0,4,20,137
2024-03-10 21:20:00,54,25,2,15,5,7,10,14,1,21,5,1,6,22,188
2024-03-10 21:30:00,31,24,9,7,3,4,3,2,3,13,10,3,10,14,136
2024-03-10 21:40:00,32,23,6,6,0,3,0,0,2,18,7,2,8,19,126
2024-03-10 21:50:00,18,17,3,0,2,2,5,4,1,13,3,1,3,14,86
2024-03-10 22:00:00,24,16,0,0,1,4,1,7,0,16,6,0,6,16,97
2024-03-10 22:10:00,21,17,2,2,2,2,5,3,0,17,4,0,3,21,99
2024-03-10 22:20:00,25,18,4,3,2,3,1,1,3,12,1,3,0,11,87
2024-03-10 22:30:00,12,12,4,3,1,5,1,1,5,9,2,7,2,14,78
2024-03-10 22:40:00,12,12,5,6,1,4,2,2,1,13,2,16,3,13,92
2024-03-10 22:50:00,7,6,3,5,1,8,1,3,3,9,3,7,3,12,71
2024-03-10 23:00:00,14,13,2,6,0,1,1,1,0,8,1,2,3,10,62
2024-03-10 23:10:00,9,7,1,6,0,4,0,3,2,8,5,5,8,14,72
2024-03-10 23:20:00,11,13,1,10,0,0,0,0,0,8,2,4,2,7,58
2024-03-10 23:30:00,12,11,2,13,0,5,2,3,0,7,2,1,2,5,65
2024-03-10 23:40:00,8,9,2,3,1,1,1,2,0,7,0,2,4,8,48
2024-03-10 23:50:00,6,6,1,5,2,5,2,3,2,5,4,2,6,11,60
2024-03-11 00:00:00,5,5,1,4,1,2,1,3,0,1,0,1,0,1,25
2024-03-11 00:10:00,10,9,1,9,0,0,0,0,0,7,3,0,4,10,53
2024-03-11 00:20:00,5,5,0,5,0,0,0,0,0,2,2,0,1,4,24
2024-03-11 00:30:00,6,6,0,7,0,0,0,0,0,7,1,0,5,6,38
2024-03-11 00:40:00,8,7,1,5,0,0,0,0,0,7,3,2,3,9,45
2024-03-11 00:50:00,3,3,0,3,0,0,0,0,0,6,1,0,1,5,22
2024-03-11 01:00:00,4,5,1,5,1,0,2,2,0,1,0,1,0,2,24
2024-03-11 01:10:00,5,4,1,5,0,2,0,0,2,5,2,2,2,5,35
2024-03-11 01:20:00,5,5,1,3,0,0,0,0,0,3,0,1,0,3,21
2024-03-11 01:30:00,2,2,0,2,0,0,0,0,0,0,0,0,0,0,6
2024-03-11 01:40:00,2,2,1,1,0,0,0,0,0,1,0,0,0,1,8
2024-03-11 01:50:00,4,3,1,6,0,1,0,0,1,0,0,1,0,1,18
2024-03-11 02:00:00,1,1,0,0,0,1,0,0,0,5,0,1,2,6,17
2024-03-11 02:10:00,6,8,4,12,0,2,1,1,1,0,0,1,0,2,38
2024-03-11 02:20:00,3,3,0,1,0,1,0,0,1,2,0,2,0,3,16
2024-03-11 02:30:00,0,1,0,0,0,0,0,0,0,2,0,0,2,2,7
2024-03-11 02:40:00,2,1,0,2,0,0,0,0,0,2,1,0,1,3,12
2024-03-11 02:50:00,2,2,0,2,0,0,0,0,0,0,0,0,0,0,6
2024-03-11 03:00:00,2,2,2,2,0,1,0,0,0,1,0,0,0,2,12
2024-03-11 03:10:00,4,4,0,4,0,0,0,0,0,0,0,0,0,0,12
2024-03-11 03:20:00,1,1,0,1,0,0,0,0,0,0,1,1,1,1,7
2024-03-11 03:30:00,1,1,0,2,0,0,0,0,0,1,1,0,2,1,9
2024-03-11 03:40:00,1,1,0,1,1,0,1,1,0,1,1,0,0,4,12
2024-03-11 03:50:00,2,2,0,0,0,0,0,0,0,2,2,0,3,5,16
2024-03-11 04:00:00,3,2,1,3,0,0,0,0,0,2,0,0,1,2,14
2024-03-11 04:10:00,1,1,0,0,0,0,0,0,0,2,1,2,3,3,13
2024-03-11 04:20:00,4,4,1,4,0,0,0,0,0,2,0,1,2,2,20
2024-03-11 04:30:00,1,1,0,1,0,0,0,0,0,1,1,0,1,1,7
2024-03-11 04:40:00,1,1,0,1,0,0,0,0,0,3,0,1,1,4,12
2024-03-11 04:50:00,3,3,1,4,1,1,2,2,0,3,1,1,5,4,31
2024-03-11 05:00:00,4,8,0,5,0,0,0,0,0,7,1,2,2,7,36
2024-03-11 05:10:00,10,6,2,6,0,1,0,1,0,12,4,2,8,9,61
2024-03-11 05:20:00,4,4,1,5,0,0,0,0,0,10,2,0,4,13,43
2024-03-11 05:30:00,11,9,2,6,2,2,1,3,1,8,4,2,3,10,64
2024-03-11 05:40:00,7,5,1,6,0,2,0,0,1,12,6,2,11,14,67
2024-03-11 05:50:00,13,18,1,27,0,2,0,1,1,17,10,16,15,19,140
2024-03-11 06:00:00,18,14,0,14,5,6,8,10,0,12,7,8,10,16,128
2024-03-11 06:10:00,28,20,3,24,1,30,3,5,1,11,3,11,9,7,156
2024-03-11 06:20:00,21,15,4,16,2,7,2,5,0,15,13,12,14,18,144
2024-03-11 06:30:00,21,17,2,19,2,7,2,4,2,21,16,13,9,18,153
2024-03-11 06:40:00,40,21,1,24,6,11,9,13,2,26,20,2,8,21,204
2024-03-11 06:50:00,31,14,5,4,10,11,8,15,2,31,17,4,15,20,187
2024-03-11 07:00:00,45,15,12,9,8,15,8,13,3,24,23,4,11,15,205
2024-03-11 07:10:00,46,22,3,4,12,15,16,17,3,29,29,9,33,25,263
2024-03-11 07:20:00,52,27,15,9,19,29,17,23,9,34,30,18,16,21,319
2024-03-11 07:30:00,55,41,18,14,16,15,13,18,16,41,42,22,16,15,342
2024-03-11 07:40:00,45,28,16,11,19,38,17,29,6,50,35,14,17,16,341
2024-03-11 07:50:00,54,22,7,9,29,35,19,30,11,39,37,16,23,31,362
2024-03-11 08:00:00,49,34,12,8,16,33,12,16,9,52,40,18,23,25,347
2024-03-11 08:10:00,53,25,7,9,18,39,16,23,16,40,37,21,27,25,356
2024-03-11 08:20:00,54,33,9,7,15,22,17,22,8,41,21,15,20,26,310
2024-03-11 08:30:00,62,21,9,8,16,31,15,18,9,51,46,16,20,16,338
2024-03-11 08:40:00,56,31,9,10,12,22,13,21,7,35,27,13,15,22,293
2024-03-11 08:50:00,54,30,12,9,18,20,15,18,8,44,36,9,12,12,297
2024-03-11 09:00:00,65,32,10,10,14,21,15,20,3,36,29,7,18,21,301
2024-03-11 09:10:00,55,35,9,7,16,10,8,12,3,47,23,4,20,30,279
2024-03-11 09:20:00,51,30,8,7,11,14,12,14,5,49,22,6,10,20,259
2024-03-11 09:30:00,41,18,4,3,4,13,4,13,3,26,22,2,14,16,183
2024-03-11 09:40:00,63,28,10,9,14,16,14,16,12,41,22,13,16,18,292
2024-03-11 09:50:00,55,24,8,6,10,14,7,13,4,43,25,6,20,18,253
2024-03-11 10:00:00,70,32,5,4,11,11,9,12,7,39,22,6,12,24,264
2024-03-11 10:10:00,53,27,7,5,10,13,9,15,7,33,27,14,13,16,249
