datetime,D21Z,D22Z,V23Z,V24Z,D31Z,V32Z,D33Z,D51Z,D52Z,V53Z,D61Z,D62Z,V63Z,V64Z,D81Z,D82Z,V83Z,V84Z,D91Z,V92Z,D111Z,D112Z,V113Z,V114Z,D121Z,V122Z,Total
2024-03-09 11:20:00,3,45,11,19,17,11,21,27,25,15,11,0,8,2,0,82,57,25,8,6,3,27,4,9,5,11,452
2024-03-09 11:30:00,7,58,4,28,17,14,14,21,22,17,19,0,25,2,0,74,53,41,14,4,6,19,8,7,5,22,501
2024-03-09 11:40:00,8,55,14,21,10,8,8,26,24,16,8,0,9,1,0,69,31,31,12,11,4,25,4,8,9,23,435
2024-03-09 11:50:00,11,60,16,18,53,11,37,17,18,16,16,0,19,3,0,76,26,26,19,7,9,29,6,10,11,27,541
2024-03-09 12:00:00,10,65,18,20,14,13,15,19,19,15,25,0,13,1,0,98,35,34,21,7,4,15,6,4,7,7,485
2024-03-09 12:10:00,10,56,19,15,11,6,14,14,17,12,19,0,15,1,0,80,28,24,14,8,4,31,7,5,11,16,437
2024-03-09 12:20:00,6,76,10,7,8,7,6,24,24,15,19,0,14,1,0,72,34,33,20,8,8,28,9,6,3,14,452
2024-03-09 12:30:00,8,73,19,2,10,11,17,18,17,14,16,0,17,2,0,94,35,28,18,12,10,33,9,0,9,14,486
2024-03-09 12:40:00,11,68,15,20,15,13,9,26,27,10,26,0,10,0,0,78,23,19,36,12,12,32,6,0,6,16,490
2024-03-09 12:50:00,9,60,20,31,20,12,28,14,12,15,12,0,6,0,0,84,31,12,14,10,5,31,5,0,6,21,458
2024-03-09 13:00:00,9,63,25,20,75,8,23,25,23,15,20,0,16,3,0,75,26,28,14,12,11,40,7,0,14,13,565
2024-03-09 13:10:00,13,59,16,15,11,8,13,20,20,13,29,0,76,3,0,82,22,31,28,12,4,23,5,0,8,8,519
2024-03-09 13:20:00,15,64,25,10,19,7,14,31,28,15,17,0,11,4,0,70,23,32,16,6,8,33,7,0,1,16,472
2024-03-09 13:30:00,11,69,29,12,64,10,15,18,17,12,26,0,15,2,0,97,31,25,17,17,5,14,7,0,7,9,529
2024-03-09 13:40:00,10,62,18,6,16,15,16,18,17,16,28,0,16,4,0,75,34,36,16,11,8,32,9,0,3,5,471
2024-03-09 13:50:00,10,75,19,21,15,13,22,27,27,17,16,0,20,2,0,94,34,41,86,10,8,34,15,0,4,9,619
2024-03-09 14:00:00,13,60,18,20,10,14,19,16,18,18,26,0,19,1,0,112,45,28,16,5,4,18,5,0,6,9,500
2024-03-09 14:10:00,12,66,26,12,14,10,15,35,32,20,22,0,17,2,0,86,35,40,21,19,4,26,5,0,10,11,540
2024-03-09 14:20:00,8,86,34,13,22,10,25,18,19,13,17,0,9,5,0,80,30,25,15,6,10,25,9,0,12,10,501
2024-03-09 14:30:00,12,77,24,3,19,13,18,22,20,14,22,0,13,3,0,92,22,19,21,13,10,30,7,0,7,8,489
2024-03-09 14:40:00,12,71,20,11,13,7,10,13,14,11,22,0,24,2,0,91,36,26,23,10,9,27,11,0,8,9,480
2024-03-09 14:50:00,13,54,13,23,14,13,10,16,16,19,21,0,13,2,0,86,27,36,36,12,6,32,7,0,8,5,482
2024-03-09 15:00:00,8,62,23,14,11,9,17,29,27,14,18,0,16,7,0,77,32,32,16,10,5,26,8,0,6,9,476
2024-03-09 15:10:00,12,62,4,14,13,9,9,26,27,14,26,0,9,1,0,91,33,29,14,7,9,26,11,0,14,11,471
2024-03-09 15:20:00,16,54,8,20,15,14,13,31,30,20,20,0,11,0,0,72,31,32,22,7,4,21,7,0,4,9,461
2024-03-09 15:30:00,10,67,9,15,6,8,22,25,23,18,24,0,24,1,0,81,38,30,66,7,10,19,12,0,5,6,526
2024-03-09 15:40:00,9,66,4,10,71,11,19,27,20,15,23,0,14,2,0,74,26,26,15,7,2,27,2,0,7,9,486
2024-03-09 15:50:00,11,53,4,21,14,9,29,18,18,15,29,0,12,0,0,71,28,37,13,5,8,19,8,0,7,8,437
2024-03-09 16:00:00,7,61,3,10,5,5,8,17,15,14,29,0,11,0,0,70,31,39,13,8,5,16,8,0,6,4,385
2024-03-09 16:10:00,6,72,3,16,16,12,13,23,24,15,16,0,12,0,0,61,22,26,23,10,4,23,3,0,4,5,409
2024-03-09 16:20:00,8,68,9,18,38,14,34,20,19,17,21,1,12,1,0,81,23,30,50,8,7,26,8,0,8,28,549
2024-03-09 16:30:00,8,59,5,17,19,11,25,22,20,14,20,0,13,1,0,61,12,28,15,12,3,22,9,0,4,4,404
2024-03-09 16:40:00,8,64,9,15,5,4,5,25,22,17,26,0,13,0,0,68,27,25,24,7,4,15,2,0,8,8,401
2024-03-09 16:50:00,12,62,17,19,19,15,22,28,27,12,20,1,13,2,0,73,27,32,15,5,5,22,9,0,5,5,467
2024-03-09 17:00:00,7,56,9,25,12,13,10,23,22,14,18,0,15,5,0,74,28,30,12,15,6,26,6,0,3,3,432
2024-03-09 17:10:00,9,69,12,15,7,7,6,22,22,15,20,0,14,1,0,65,33,33,12,7,8,21,8,0,7,6,419
2024-03-09 17:20:00,12,56,15,16,13,12,13,19,19,19,20,0,14,3,0,76,36,31,13,8,6,24,8,0,6,5,444
2024-03-09 17:30:00,14,65,5,9,10,8,9,23,22,15,22,0,14,1,0,78,25,30,11,7,4,20,5,0,6,5,408
2024-03-09 17:40:00,6,66,5,20,11,6,16,36,35,17,21,0,17,2,0,78,31,36,16,6,5,19,7,0,5,8,469
2024-03-09 17:50:00,11,66,13,15,15,10,23,26,26,17,15,0,13,1,0,89,30,33,134,10,5,23,9,0,5,4,593
2024-03-09 18:00:00,12,58,12,14,12,13,7,17,17,11,9,0,9,2,0,85,35,29,39,5,8,29,12,0,2,4,441
2024-03-09 18:10:00,7,63,6,19,13,10,12,24,22,12,23,0,10,1,0,71,29,30,12,4,6,25,5,0,6,9,419
2024-03-09 18:20:00,4,61,6,9,17,9,15,17,16,12,18,0,16,2,0,96,40,28,20,6,6,23,6,0,3,4,434
2024-03-09 18:30:00,8,65,7,14,20,9,16,32,31,13,14,0,25,8,0,59,30,29,11,7,8,30,24,0,6,16,482
2024-03-09 18:40:00,10,71,14,6,6,5,5,25,23,20,21,0,24,4,0,72,35,26,18,10,10,28,10,0,5,15,463
2024-03-09 18:50:00,11,55,11,16,24,11,23,19,16,14,18,0,25,4,0,85,33,18,31,14,6,26,7,0,6,8,481
2024-03-09 19:00:00,7,63,14,17,43,18,30,14,13,20,19,0,12,2,0,74,30,29,16,14,3,29,7,0,6,8,488
2024-03-09 19:10:00,7,59,14,17,12,13,10,19,19,21,15,0,14,6,0,72,39,34,18,2,3,26,10,0,8,10,448
2024-03-09 19:20:00,7,47,13,21,4,3,2,15,13,19,13,0,18,3,0,71,29,30,27,9,3,26,8,0,3,6,390
2024-03-09 19:30:00,4,31,6,20,23,17,14,13,14,17,15,0,25,6,0,53,23,30,15,5,2,29,6,0,6,16,390
2024-03-09 19:40:00,8,50,9,29,10,10,11,16,15,18,15,0,17,2,0,61,29,37,20,8,3,16,6,0,3,5,398
2024-03-09 19:50:00,3,51,7,29,15,11,19,12,11,19,13,0,18,3,0,40,26,22,26,7,10,21,6,0,5,11,385
2024-03-09 20:00:00,8,49,13,16,8,17,19,15,17,19,20,0,20,2,0,56,26,28,14,5,16,22,7,0,6,12,415
2024-03-09 20:10:00,11,50,16,15,13,16,12,22,23,18,15,0,17,8,0,52,20,28,17,4,5,7,9,0,4,5,387
2024-03-09 20:20:00,3,42,5,19,17,3,5,13,13,16,13,0,21,10,0,45,17,25,15,5,4,10,3,0,2,4,310
2024-03-09 20:30:00,2,40,2,26,5,11,11,6,7,10,9,0,15,2,0,52,22,27,41,3,3,14,2,0,7,11,328
2024-03-09 20:40:00,8,48,4,24,13,6,6,6,5,12,15,0,15,9,0,42,11,18,10,3,2,13,3,0,2,3,278
2024-03-09 20:50:00,6,36,5,24,4,5,3,14,14,15,11,0,23,2,0,34,15,21,11,1,3,13,6,0,3,5,274
2024-03-09 21:00:00,0,37,1,22,9,9,8,75,15,20,14,0,17,6,0,41,18,28,10,3,56,2,4,0,0,0,395
2024-03-09 21:10:00,1,35,4,21,7,6,4,14,14,16,10,0,18,3,0,52,18,26,15,10,2,10,7,0,4,6,303
2024-03-09 21:20:00,3,35,5,16,8,11,6,13,13,12,10,0,18,2,0,41,16,25,10,8,5,12,13,0,9,10,301
2024-03-09 21:30:00,6,46,8,17,7,2,5,12,13,16,9,0,18,2,0,28,16,18,4,2,20,14,2,0,7,4,276
2024-03-09 21:40:00,4,31,5,16,9,7,7,10,10,8,7,0,9,1,0,36,14,19,13,3,3,17,8,0,4,9,250
2024-03-09 21:50:00,5,46,9,18,8,8,7,11,11,11,9,0,15,2,0,42,22,27,11,3,3,10,6,0,6,16,306
2024-03-09 22:00:00,4,41,9,24,8,3,21,12,13,15,10,0,15,3,0,35,14,21,10,4,5,10,4,0,3,7,291
2024-03-09 22:10:00,1,37,2,17,2,3,4,18,18,25,11,0,18,5,0,45,11,25,14,7,0,5,0,0,4,11,283
2024-03-09 22:20:00,3,34,8,16,5,2,5,11,10,9,16,0,21,6,0,56,22,27,14,11,4,11,9,0,3,16,319
2024-03-09 22:30:00,1,41,7,14,11,9,5,26,24,24,23,0,18,8,0,57,35,31,13,13,1,5,3,0,8,7,384
2024-03-09 22:40:00,5,33,7,19,7,10,7,29,29,25,16,0,26,6,0,53,23,36,16,12,2,10,10,0,8,0,389
2024-03-09 22:50:00,4,33,6,18,8,7,7,20,19,19,10,0,19,8,0,53,21,27,16,10,4,9,4,0,6,7,335
2024-03-09 23:00:00,2,41,3,21,7,7,11,12,12,15,12,0,15,7,0,36,9,30,7,4,1,8,3,0,2,8,273
2024-03-09 23:10:00,2,50,4,12,11,14,10,13,12,20,12,0,18,4,0,32,4,21,21,9,1,6,3,0,2,7,288
2024-03-09 23:20:00,2,45,3,22,5,3,12,10,9,13,11,0,17,5,0,43,11,23,9,3,6,6,4,0,5,11,278
2024-03-09 23:30:00,3,28,4,23,5,5,7,9,8,7,9,0,12,4,0,42,19,26,14,3,0,7,0,0,0,6,241
2024-03-09 23:40:00,2,37,9,18,12,15,10,16,17,20,9,0,16,5,0,35,8,27,15,4,4,9,0,0,1,10,299
2024-03-09 23:50:00,4,24,6,22,7,7,6,10,9,18,7,0,14,7,0,28,13,26,9,8,2,6,3,0,1,3,240
2024-03-10 00:00:00,3,18,6,21,3,4,3,10,9,10,3,0,11,4,0,27,12,14,5,2,0,4,0,0,3,3,175
2024-03-10 00:10:00,3,25,5,19,4,8,5,5,5,6,8,0,9,6,0,27,12,25,10,2,0,7,3,0,2,9,205
2024-03-10 00:20:00,1,23,6,24,8,11,5,2,2,2,8,0,8,0,0,22,8,17,6,2,2,12,5,0,4,1,179
2024-03-10 00:30:00,0,14,3,14,3,2,3,5,4,6,4,0,6,1,0,18,11,13,3,0,0,6,0,0,1,3,120
2024-03-10 00:40:00,6,16,5,13,2,2,3,3,3,4,7,0,8,5,0,22,7,22,12,1,2,7,3,0,3,6,162
2024-03-10 00:50:00,3,20,6,15,8,5,5,6,5,9,2,0,4,1,0,15,6,15,6,3,1,2,0,0,0,0,137
2024-03-10 01:00:00,0,17,4,17,4,7,5,3,3,3,5,0,6,0,0,17,7,9,5,2,0,5,0,0,1,3,123
2024-03-10 01:10:00,2,16,3,19,4,6,4,3,1,3,6,0,4,1,0,18,9,16,27,0,1,0,1,0,0,1,145
2024-03-10 01:20:00,1,9,1,11,3,1,1,6,5,7,3,0,7,1,0,9,4,8,5,1,2,2,1,0,0,0,88
2024-03-10 01:30:00,1,16,2,15,2,2,2,4,3,4,7,0,7,6,0,20,12,18,7,1,3,1,2,0,1,5,141
2024-03-10 01:40:00,2,10,2,10,0,0,1,3,3,3,3,0,7,2,0,19,9,13,6,4,4,11,5,0,0,6,123
2024-03-10 01:50:00,1,8,0,11,4,1,4,2,2,2,2,0,4,0,0,10,7,8,3,0,0,4,0,0,0,2,75
2024-03-10 02:00:00,0,6,0,7,1,0,1,0,0,1,5,0,8,0,0,13,2,8,7,1,0,2,0,0,0,1,63
2024-03-10 02:10:00,1,10,1,8,9,2,1,0,0,0,3,0,2,1,0,7,1,6,9,1,0,1,0,0,0,0,63
2024-03-10 02:20:00,1,10,1,10,3,3,3,2,2,4,6,0,7,4,0,11,6,9,1,0,1,4,2,0,2,4,96
2024-03-10 02:30:00,0,9,0,13,1,1,1,1,1,2,5,0,5,1,0,16,6,15,7,1,1,1,0,0,0,0,87
2024-03-10 02:40:00,3,7,1,10,1,2,4,0,0,0,1,0,1,0,0,13,2,12,11,0,1,1,4,0,2,1,77
2024-03-10 02:50:00,1,13,1,14,2,0,0,1,1,1,0,0,2,0,0,8,5,9,6,0,0,1,0,0,0,0,65
2024-03-10 03:00:00,2,8,2,9,1,1,2,0,0,0,0,0,0,0,0,8,7,7,0,0,2,1,2,0,2,2,56
2024-03-10 03:10:00,1,8,0,10,3,1,1,1,1,1,2,0,6,0,0,7,4,4,11,0,0,0,0,0,0,0,61
2024-03-10 03:20:00,0,8,0,11,5,3,2,2,2,4,3,0,6,0,0,15,3,11,9,4,0,0,0,0,0,0,88
2024-03-10 03:30:00,2,8,2,8,3,6,3,3,3,5,2,0,4,3,0,1,0,1,7,0,0,1,0,0,0,0,62
2024-03-10 03:40:00,1,10,1,10,8,1,1,3,3,2,1,0,6,1,0,5,3,6,21,1,0,2,0,0,1,0,87
2024-03-10 03:50:00,0,7,0,9,0,0,0,0,0,0,2,0,3,0,0,14,9,14,6,3,0,1,0,0,0,0,68
2024-03-10 04:00:00,2,9,1,9,0,0,1,2,2,2,4,0,6,2,0,8,2,7,5,0,0,2,0,0,3,2,69
2024-03-10 04:10:00,0,3,0,4,2,1,3,1,1,2,1,0,3,2,0,8,2,6,5,2,0,1,1,0,1,0,49
2024-03-10 04:20:00,0,4,0,4,1,1,1,1,0,1,1,0,3,4,0,10,2,9,7,0,0,0,0,0,0,0,49
2024-03-10 04:30:00,1,6,1,5,0,0,0,0,0,0,1,0,1,0,0,4,1,4,3,0,1,1,0,0,0,0,29
2024-03-10 04:40:00,1,4,5,3,2,0,0,0,0,0,1,0,1,2,0,7,2,5,4,2,0,1,0,0,0,0,40
2024-03-10 04:50:00,1,7,1,7,2,2,3,2,2,3,3,0,4,1,0,5,3,3,3,1,0,1,0,0,1,1,56
2024-03-10 05:00:00,0,4,0,4,2,4,2,0,0,0,0,0,0,0,0,7,2,7,5,0,0,0,0,0,0,0,37
2024-03-10 05:10:00,1,7,1,5,0,0,0,1,1,1,1,0,1,0,0,10,3,11,6,1,0,0,0,0,1,0,51
2024-03-10 05:20:00,1,4,0,4,3,2,2,0,0,0,0,0,0,0,0,11,5,9,5,1,0,4,0,0,0,1,52
2024-03-10 05:30:00,1,4,0,4,2,2,1,0,0,0,1,0,1,0,0,16,6,10,9,1,2,3,1,0,2,1,67
2024-03-10 05:40:00,1,4,2,4,3,1,2,2,2,3,0,0,1,0,0,9,4,6,7,2,1,0,3,0,0,0,57
2024-03-10 05:50:00,1,7,1,8,0,0,0,0,0,1,2,0,3,3,0,9,3,6,5,1,1,3,3,0,1,2,60
2024-03-10 06:00:00,0,3,0,3,1,0,1,1,1,1,0,0,1,0,0,9,2,8,6,1,1,2,0,0,0,1,42
2024-03-10 06:10:00,0,9,3,10,2,1,0,1,1,1,1,0,1,0,0,12,5,12,8,3,1,6,1,0,0,0,78
2024-03-10 06:20:00,0,3,0,4,5,2,2,2,1,2,0,0,2,0,0,6,1,5,3,0,2,3,2,0,0,1,46
2024-03-10 06:30:00,0,11,0,10,1,0,2,1,1,1,3,0,4,2,0,5,4,4,1,2,0,1,0,0,0,0,53
2024-03-10 06:40:00,0,12,0,8,1,0,1,2,2,2,1,0,2,1,0,7,4,8,4,2,0,0,3,0,1,0,61
2024-03-10 06:50:00,1,8,2,7,4,2,2,0,0,0,0,0,0,0,0,6,2,6,3,2,1,1,1,0,0,0,48
2024-03-10 07:00:00,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,7,6,2,1,1,1,0,1,1,37
2024-03-10 07:10:00,1,6,2,7,3,1,0,0,0,0,1,0,1,0,0,10,5,9,9,1,0,3,0,0,0,1,60
2024-03-10 07:20:00,0,9,1,9,4,4,3,1,1,1,1,0,1,0,0,9,3,9,3,0,1,2,2,0,1,1,66
2024-03-10 07:30:00,1,6,2,5,1,1,0,0,0,0,2,0,2,0,0,5,1,5,1,0,0,4,0,0,1,3,40
2024-03-10 07:40:00,3,4,5,6,1,2,0,0,0,0,1,0,1,0,0,12,2,10,14,1,1,1,1,0,1,0,66
2024-03-10 07:50:00,0,10,1,9,3,2,1,1,1,1,1,0,1,1,0,6,2,7,4,2,1,3,2,0,1,3,63
2024-03-10 08:00:00,2,3,3,3,0,0,0,1,1,1,1,0,1,0,0,11,2,10,3,1,0,1,0,0,0,0,44
2024-03-10 08:10:00,1,2,3,2,1,1,1,1,2,2,0,0,0,0,0,7,3,7,9,1,1,4,1,0,1,1,51
2024-03-10 08:20:00,3,8,1,6,5,1,1,4,3,3,0,0,0,0,0,10,4,9,3,0,1,3,1,0,0,0,66
2024-03-10 08:30:00,1,8,2,7,0,0,0,2,3,3,4,0,4,0,0,10,4,10,7,3,3,1,3,0,2,4,81
2024-03-10 08:40:00,2,9,6,8,2,5,2,0,0,0,2,0,2,0,0,16,5,18,11,2,0,2,2,0,1,2,97
2024-03-10 08:50:00,4,16,8,13,6,3,8,1,1,1,0,0,0,0,0,21,6,17,22,3,0,2,2,0,3,4,141
2024-03-10 09:00:00,0,9,0,7,2,1,0,4,4,4,3,0,6,2,0,22,6,18,17,2,0,6,0,0,1,0,114
2024-03-10 09:10:00,2,12,0,10,5,5,7,2,1,2,7,0,6,0,0,23,7,19,10,1,1,8,1,0,1,3,133
2024-03-10 09:20:00,2,19,1,11,5,2,3,4,3,5,6,0,6,0,0,32,14,25,12,5,1,10,2,0,0,1,169
2024-03-10 09:30:00,1,19,2,14,5,2,2,1,1,1,6,0,6,0,0,24,16,19,5,4,0,13,1,0,2,1,145
2024-03-10 09:40:00,2,20,1,13,2,2,2,4,4,4,7,0,6,1,0,31,19,29,10,0,0,17,0,0,2,2,178
2024-03-10 09:50:00,5,21,16,15,18,7,16,7,7,7,7,0,6,1,0,49,15,31,8,4,4,19,3,0,2,3,271
2024-03-10 10:00:00,2,22,6,12,6,4,4,5,5,6,4,0,5,1,0,32,13,19,6,5,1,11,1,0,3,4,177
2024-03-10 10:10:00,4,21,6,14,10,6,6,9,9,7,5,0,4,2,0,37,13,19,8,4,1,17,1,0,3,5,211
2024-03-10 10:20:00,7,28,3,14,8,5,9,5,5,7,5,0,7,0,0,37,13,26,11,3,4,9,5,0,2,2,215
2024-03-10 10:30:00,0,27,2,14,7,2,3,2,2,2,2,0,2,0,0,40,18,31,10,5,1,9,1,0,3,3,186
2024-03-10 10:40:00,5,29,1,10,8,4,8,7,6,6,7,0,8,0,0,43,14,31,15,6,1,15,3,0,5,4,236
2024-03-10 10:50:00,4,22,4,12,5,6,6,7,7,9,6,0,5,0,0,45,17,25,8,3,1,12,1,0,8,8,221
2024-03-10 11:00:00,3,28,3,20,19,7,7,12,10,9,10,0,11,2,0,37,14,24,7,3,2,6,1,0,3,2,240
2024-03-10 11:10:00,4,18,5,14,7,5,7,8,8,7,7,0,7,0,0,31,12,25,12,2,3,11,0,0,0,3,196
2024-03-10 11:20:00,5,34,4,18,5,5,6,13,73,9,11,0,8,2,0,50,30,32,14,4,0,13,4,0,2,4,346
2024-03-10 11:30:00,9,25,7,14,7,7,8,6,6,7,13,0,12,0,0,47,22,31,8,4,3,10,2,0,0,1,249
2024-03-10 11:40:00,8,34,5,16,9,10,9,5,5,5,14,0,8,0,0,50,25,29,11,3,5,24,4,0,3,9,291
2024-03-10 11:50:00,3,31,2,11,6,6,4,11,11,8,5,0,6,0,0,52,26,37,12,3,1,8,3,0,5,5,256
2024-03-10 12:00:00,7,40,6,18,7,6,9,6,6,5,8,0,10,1,0,46,16,22,11,9,2,12,4,0,4,4,259
2024-03-10 12:10:00,4,43,5,10,8,4,9,12,12,11,14,0,10,1,0,59,24,27,20,6,3,15,2,0,4,4,307
2024-03-10 12:20:00,3,46,1,14,4,4,4,12,14,10,15,0,12,0,0,63,32,46,13,5,1,15,2,0,1,1,318
2024-03-10 12:30:00,4,38,4,18,10,10,10,14,11,4,18,0,15,3,0,59,20,32,7,5,2,21,4,0,6,4,319
2024-03-10 12:40:00,9,39,16,14,10,8,15,10,10,9,9,0,6,0,0,54,22,32,11,2,1,19,3,0,2,2,303
2024-03-10 12:50:00,6,42,8,16,4,4,3,7,7,4,16,0,17,0,0,62,20,35,16,5,3,21,3,0,1,3,303
2024-03-10 13:00:00,8,47,3,15,8,8,23,9,8,10,9,0,9,0,0,52,22,23,13,4,5,15,5,0,1,3,300
2024-03-10 13:10:00,7,44,9,14,8,8,8,14,14,13,15,0,12,2,0,65,23,34,12,6,9,21,1,0,4,10,353
2024-03-10 13:20:00,8,51,10,11,9,7,8,13,13,9,13,0,10,0,0,65,24,27,16,6,3,20,3,0,9,10,345
2024-03-10 13:30:00,15,44,14,22,11,11,13,9,8,9,8,0,8,0,0,60,22,30,11,6,1,23,1,0,2,0,328
2024-03-10 13:40:00,3,40,2,17,4,1,5,12,11,16,9,0,11,0,0,53,27,33,11,8,2,21,1,0,7,8,302
2024-03-10 13:50:00,6,41,8,17,8,7,7,10,12,7,10,0,11,1,0,55,22,23,14,3,6,20,6,0,3,4,301
2024-03-10 14:00:00,9,53,8,16,7,6,4,11,11,9,21,0,14,0,0,64,26,25,11,9,2,17,3,0,5,4,335
2024-03-10 14:10:00,6,45,6,13,9,7,9,13,13,10,15,0,9,2,0,60,19,33,19,13,4,23,3,0,3,4,338
2024-03-10 14:20:00,13,96,11,15,9,8,7,10,14,14,13,0,9,0,0,60,22,38,14,6,5,24,6,0,3,3,400
2024-03-10 14:30:00,4,47,6,15,9,7,17,12,9,11,18,0,12,0,0,67,23,38,14,8,4,20,3,0,2,6,352
2024-03-10 14:40:00,5,42,17,10,9,5,6,9,11,9,11,0,5,0,0,59,21,28,14,6,7,18,5,0,7,6,310
2024-03-10 14:50:00,8,55,9,13,5,5,3,22,19,17,17,0,12,0,0,59,24,29,9,5,5,24,6,0,8,7,361
2024-03-10 15:00:00,5,38,7,18,8,7,5,12,11,9,8,0,7,0,0,61,21,34,18,9,7,17,6,0,8,9,325
2024-03-10 15:10:00,5,38,6,10,6,4,5,16,15,14,13,0,12,3,0,58,22,37,19,5,2,23,5,0,2,3,323
2024-03-10 15:20:00,9,53,6,17,6,6,7,16,13,17,15,0,46,1,0,65,24,31,24,12,4,18,3,0,2,1,396
2024-03-10 15:30:00,4,42,11,10,14,9,7,15,14,10,19,0,14,0,0,52,25,30,16,6,3,26,4,0,5,7,343
2024-03-10 15:40:00,7,38,9,17,11,8,10,13,12,9,13,0,13,0,0,63,29,27,19,7,7,26,8,0,6,7,359
2024-03-10 15:50:00,4,46,11,16,9,7,8,11,9,8,17,0,14,2,0,56,20,34,15,11,1,18,1,0,4,4,326
2024-03-10 16:00:00,9,54,7,16,11,10,10,16,14,16,10,0,11,0,0,68,22,26,17,8,3,17,3,0,4,3,355
2024-03-10 16:10:00,10,52,8,22,12,8,9,14,14,13,16,0,10,4,0,63,17,25,14,10,5,21,5,0,7,6,365
2024-03-10 16:20:00,4,41,8,14,6,7,7,17,16,13,12,0,10,1,0,47,17,36,15,3,9,19,8,0,1,3,314
2024-03-10 16:30:00,8,50,7,16,7,7,8,13,12,13,17,0,11,0,0,54,20,35,11,3,6,21,5,0,4,2,330
2024-03-10 16:40:00,12,53,15,14,24,10,14,15,15,13,17,0,11,0,0,58,22,31,11,6,7,23,4,0,6,10,391
2024-03-10 16:50:00,6,45,8,11,8,5,5,13,13,11,12,0,11,1,0,59,25,32,9,4,6,25,7,0,2,1,319
2024-03-10 17:00:00,4,55,6,8,21,10,15,10,11,10,14,0,10,0,0,66,28,36,8,28,0,17,3,0,6,4,370
2024-03-10 17:10:00,8,55,12,16,20,10,20,17,16,14,22,0,10,1,0,79,30,37,11,12,8,33,8,0,7,7,453
2024-03-10 17:20:00,8,41,7,15,24,7,21,15,14,10,19,0,13,0,0,69,36,36,9,4,3,40,5,0,5,0,401
2024-03-10 17:30:00,8,47,10,21,19,13,18,13,11,10,23,0,8,1,0,73,36,30,21,9,4,23,5,0,6,8,417
2024-03-10 17:40:00,7,43,5,11,14,6,6,20,20,13,12,0,12,1,0,59,24,27,15,4,7,25,13,0,2,1,347
2024-03-10 17:50:00,2,44,3,10,6,6,7,9,8,11,6,0,8,1,0,52,20,32,23,7,4,31,5,0,1,1,297
2024-03-10 18:00:00,7,40,6,16,10,7,8,15,16,14,16,0,9,0,0,56,21,25,9,5,4,22,5,0,2,3,316
2024-03-10 18:10:00,6,45,9,9,12,7,7,17,18,17,13,0,16,0,0,52,22,22,16,5,5,22,6,0,4,5,335
2024-03-10 18:20:00,7,38,8,11,5,4,3,15,13,14,12,0,22,5,0,55,20,36,16,10,6,19,4,0,3,6,332
2024-03-10 18:30:00,4,41,12,13,48,13,13,8,8,9,14,0,14,4,0,55,28,28,7,4,5,18,7,0,5,14,372
2024-03-10 18:40:00,6,42,10,22,4,6,5,18,15,23,16,0,20,1,0,57,23,26,9,7,4,11,13,0,3,8,349
2024-03-10 18:50:00,4,48,10,22,9,9,10,7,8,8,13,0,15,3,0,53,19,20,10,10,4,18,8,0,5,6,319
2024-03-10 19:00:00,4,76,7,8,19,8,24,7,7,11,13,0,18,5,0,50,21,20,10,6,5,13,7,0,4,10,353
2024-03-10 19:10:00,1,29,6,17,2,4,2,9,8,13,19,0,20,6,0,59,29,34,12,10,5,12,7,0,4,6,314
2024-03-10 19:20:00,4,39,3,20,8,8,6,9,9,9,16,0,18,7,0,51,21,29,13,6,2,10,1,0,5,5,299
2024-03-10 19:30:00,2,45,2,19,6,4,5,6,5,9,7,0,12,0,0,45,17,29,14,8,1,14,2,0,6,16,274
2024-03-10 19:40:00,8,41,9,9,7,7,7,9,9,12,8,0,12,3,0,56,20,22,20,7,0,21,0,0,5,10,302
2024-03-10 19:50:00,2,34,3,24,4,8,4,8,8,13,13,0,8,3,0,40,17,26,27,7,2,17,5,0,5,8,286
2024-03-10 20:00:00,7,30,6,19,4,6,4,6,6,5,18,0,16,4,0,54,22,22,7,5,1,7,0,0,3,5,257
2024-03-10 20:10:00,6,36,7,22,7,4,5,9,6,14,8,0,10,1,0,43,14,22,14,5,2,12,4,0,3,8,262
2024-03-10 20:20:00,3,35,7,19,2,3,2,11,9,11,8,0,7,6,0,32,15,21,7,9,1,15,2,0,3,10,238
2024-03-10 20:30:00,4,31,4,19,6,2,8,11,10,12,7,0,15,1,0,36,14,25,13,4,8,13,9,0,7,12,271
2024-03-10 20:40:00,3,34,5,24,16,7,17,14,13,16,5,0,11,0,0,33,15,26,7,1,3,10,3,0,1,4,268
2024-03-10 20:50:00,3,24,3,17,3,6,7,8,9,9,4,0,10,3,0,23,13,16,5,1,3,12,5,0,2,5,191
2024-03-10 21:00:00,6,42,11,25,6,4,5,9,8,10,14,0,13,4,0,26,6,20,7,2,1,7,2,0,2,3,233
2024-03-10 21:10:00,2,28,3,17,2,2,3,20,21,16,15,0,21,3,0,43,15,23,15,11,5,12,7,0,4,11,299
2024-03-10 21:20:00,6,40,6,18,10,14,9,35,33,29,16,0,26,8,0,76,28,24,19,9,5,11,8,0,9,6,445
2024-03-10 21:30:00,2,19,1,15,5,4,3,13,8,15,4,0,10,3,0,41,14,27,14,9,2,4,5,0,4,0,222
