datetime,D21Z,D22Z,V23Z,V24Z,D31Z,V32Z,D33Z,D51Z,D52Z,V53Z,D61Z,D62Z,V63Z,V64Z,D81Z,D82Z,V83Z,V84Z,D91Z,V92Z,D111Z,D112Z,V113Z,V114Z,D121Z,V122Z,Total
2024-03-20 18:10:00,25,61,17,16,11,9,7,34,32,13,30,0,7,0,0,91,44,29,16,11,14,36,11,0,9,6,529
2024-03-20 18:20:00,21,54,14,13,12,8,12,28,27,18,24,0,13,6,0,81,45,32,12,5,10,45,18,0,9,7,514
2024-03-20 18:30:00,11,54,14,23,13,9,10,26,29,7,23,0,15,7,0,85,36,27,16,9,8,43,9,0,8,6,488
2024-03-20 18:40:00,12,61,21,18,10,7,8,32,27,15,37,0,4,2,0,73,36,31,12,7,6,31,14,0,10,9,483
2024-03-20 18:50:00,12,64,18,13,11,13,7,12,10,25,31,0,19,7,0,45,34,31,14,6,12,21,15,0,8,23,451
2024-03-20 19:00:00,12,61,17,19,16,10,12,14,12,18,27,0,14,3,0,68,40,32,12,9,12,22,23,0,3,10,466
2024-03-20 19:10:00,6,66,9,13,9,12,6,17,43,14,26,0,18,3,0,51,26,24,10,5,6,25,7,0,4,13,413
2024-03-20 19:20:00,8,64,13,22,11,9,8,13,14,17,16,0,22,5,0,61,22,25,15,10,6,15,14,0,6,6,402
2024-03-20 19:30:00,7,46,12,32,11,4,9,10,8,13,11,0,14,2,0,64,24,25,18,7,6,18,8,0,2,6,357
2024-03-20 19:40:00,14,58,15,16,13,18,11,14,15,17,14,0,20,1,0,63,28,22,9,5,3,10,3,0,2,7,378
2024-03-20 19:50:00,7,54,6,21,5,6,4,13,14,15,19,0,15,5,0,47,27,20,13,7,6,29,10,0,3,10,356
2024-03-20 20:00:00,14,49,19,18,11,9,7,14,144,16,18,0,15,3,0,45,16,26,10,3,0,13,4,0,10,23,487
2024-03-20 20:10:00,6,78,9,20,3,3,3,19,163,18,18,0,22,2,0,38,23,24,11,6,3,19,12,0,2,2,504
2024-03-20 20:20:00,10,46,14,29,7,9,6,11,11,13,15,0,15,0,0,61,31,35,17,7,1,7,1,0,6,4,356
2024-03-20 20:30:00,10,36,16,16,2,2,2,7,7,12,10,0,15,1,0,41,10,28,17,4,1,10,4,0,2,7,260
2024-03-20 20:40:00,8,32,7,17,8,8,6,8,7,10,15,0,16,6,0,46,15,21,14,1,7,12,10,0,3,7,284
2024-03-20 20:50:00,7,48,15,13,6,13,6,15,14,20,13,0,17,6,0,38,16,21,10,3,6,20,10,0,5,11,333
2024-03-20 21:00:00,15,50,26,16,6,4,6,15,13,14,15,0,26,3,0,39,20,22,9,6,2,7,6,0,1,4,325
2024-03-20 21:10:00,4,57,5,12,9,8,11,7,5,11,12,0,12,2,0,32,17,26,10,4,5,11,9,0,4,16,289
2024-03-20 21:20:00,7,45,8,24,5,3,5,12,13,21,16,0,27,10,0,16,7,13,4,2,1,14,2,0,2,3,260
2024-03-20 21:30:00,6,42,8,20,8,6,7,10,10,13,8,0,10,5,0,33,15,22,14,7,3,15,8,0,3,2,275
2024-03-20 21:40:00,12,36,16,13,3,3,2,5,8,13,10,0,17,0,0,25,14,23,9,11,3,8,1,0,6,5,243
2024-03-20 21:50:00,6,51,10,25,6,5,7,8,9,16,6,0,12,3,0,27,11,15,6,4,1,11,0,0,1,8,248
2024-03-20 22:00:00,5,36,4,20,5,5,4,8,9,15,9,0,17,2,0,28,10,20,11,1,0,6,0,0,2,5,222
2024-03-20 22:10:00,4,34,9,16,1,2,1,8,8,13,8,0,13,0,0,21,16,18,6,2,2,17,6,0,1,3,209
2024-03-20 22:20:00,3,31,7,22,7,6,5,5,4,5,15,0,17,2,0,31,13,20,8,2,3,15,4,0,4,10,239
2024-03-20 22:30:00,3,34,2,24,8,9,8,3,3,3,9,0,9,0,0,21,14,15,1,1,1,8,4,0,1,4,185
2024-03-20 22:40:00,1,24,3,14,1,0,0,3,3,3,3,0,4,0,0,17,8,17,6,3,2,13,5,0,2,5,137
2024-03-20 22:50:00,5,21,8,16,7,5,6,11,6,9,8,0,13,3,0,21,6,16,7,4,3,5,5,0,3,2,190
2024-03-20 23:00:00,3,25,6,18,4,2,2,5,5,9,7,0,7,1,0,17,10,16,4,1,4,6,5,0,1,4,162
2024-03-20 23:10:00,1,20,3,21,3,5,5,2,3,4,5,0,6,0,0,22,8,12,9,7,1,3,2,0,1,0,143
2024-03-20 23:20:00,2,23,3,22,6,5,4,7,6,7,7,0,10,1,0,18,8,17,7,2,0,4,0,0,1,1,161
2024-03-20 23:30:00,2,17,4,17,6,4,3,3,3,5,3,0,6,0,0,7,3,9,5,1,0,6,0,0,0,1,105
2024-03-20 23:40:00,3,18,4,14,4,5,5,4,4,5,3,0,7,1,0,14,8,12,3,2,0,2,3,0,2,3,126
2024-03-20 23:50:00,1,10,2,14,2,4,4,1,1,1,3,0,4,1,0,15,3,12,6,5,1,2,2,0,0,0,94
2024-03-21 00:00:00,1,11,1,11,2,3,2,0,0,0,1,0,1,0,0,7,2,4,6,2,0,1,0,0,0,1,56
2024-03-21 00:10:00,1,11,1,9,1,2,0,1,1,1,0,0,0,2,0,10,4,5,2,1,2,3,0,0,1,1,59
2024-03-21 00:20:00,0,5,7,6,3,1,0,0,0,0,2,0,2,0,0,8,4,6,4,1,0,1,0,0,0,0,50
2024-03-21 00:30:00,1,12,0,8,4,5,4,1,1,2,2,0,2,2,0,8,1,6,6,1,0,0,0,0,1,4,71
2024-03-21 00:40:00,2,9,2,12,1,1,2,0,0,0,1,0,1,2,0,6,2,8,2,1,0,0,0,0,0,0,52
2024-03-21 00:50:00,2,3,1,4,2,0,0,0,0,1,2,0,2,0,0,2,0,1,3,2,0,0,0,0,0,0,25
2024-03-21 01:00:00,2,5,1,8,0,0,0,2,2,2,4,0,8,2,0,7,5,7,2,0,0,1,3,0,1,1,63
2024-03-21 01:10:00,1,5,1,5,4,1,1,1,1,1,2,0,4,0,0,2,2,2,1,1,0,0,0,0,0,0,35
2024-03-21 01:20:00,0,8,0,9,0,0,1,0,0,2,1,0,0,0,0,4,1,4,2,0,0,3,0,0,3,0,38
2024-03-21 01:30:00,1,5,1,5,2,0,0,0,0,0,1,0,2,0,0,6,2,5,3,1,0,3,0,0,0,1,38
2024-03-21 01:40:00,0,3,1,4,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,15
2024-03-21 01:50:00,0,4,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
2024-03-21 02:00:00,0,3,0,5,1,0,1,1,1,3,4,0,3,1,0,1,1,1,0,0,0,3,0,0,0,1,30
2024-03-21 02:10:00,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,4,1,2,0,1,0,0,1,0,23
2024-03-21 02:20:00,0,4,0,6,0,0,0,1,1,1,0,0,1,0,0,3,1,3,1,0,0,2,0,0,0,0,24
2024-03-21 02:30:00,1,6,1,10,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,1,1,0,0,0,0,26
2024-03-21 02:40:00,0,3,0,4,1,1,1,1,1,1,1,0,2,0,0,5,2,7,2,1,0,0,0,0,1,0,34
2024-03-21 02:50:00,2,5,2,4,1,1,1,0,0,0,1,0,1,0,0,3,1,4,1,0,0,0,0,0,0,0,27
2024-03-21 03:00:00,0,7,0,8,1,0,0,1,1,1,0,0,2,0,0,4,1,4,1,1,0,1,0,0,2,0,35
2024-03-21 03:10:00,0,0,0,2,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,1,3,1,0,0,2,14
2024-03-21 03:20:00,0,0,0,0,0,0,0,1,1,4,1,0,1,0,0,3,2,4,1,0,0,1,1,0,1,1,22
2024-03-21 03:30:00,1,3,1,3,2,0,0,1,1,0,0,0,0,0,0,3,3,3,1,1,0,2,0,0,1,3,29
2024-03-21 03:40:00,0,0,0,1,1,1,0,1,1,1,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,12
2024-03-21 03:50:00,0,0,0,0,2,3,2,1,2,2,1,0,6,1,0,3,1,4,3,0,0,2,0,0,0,1,34
2024-03-21 04:00:00,0,1,0,1,2,0,0,3,2,3,1,0,3,0,0,2,0,2,3,1,0,2,0,0,0,1,27
2024-03-21 04:10:00,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,5,2,0,1,2,0,0,0,1,29
2024-03-21 04:20:00,1,4,1,5,2,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,1,3,23
2024-03-21 04:30:00,1,1,0,1,2,2,2,1,2,1,0,0,2,2,0,6,2,5,5,2,0,2,0,0,0,0,39
2024-03-21 04:40:00,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,9,3,3,4,3,0,3,0,0,4,2,38
2024-03-21 04:50:00,1,6,6,6,4,2,2,1,0,1,2,0,3,2,0,5,3,5,2,1,0,0,0,0,0,0,52
2024-03-21 05:00:00,2,9,2,8,2,2,2,1,1,2,0,0,0,0,0,7,2,5,2,2,1,1,3,0,0,1,55
2024-03-21 05:10:00,2,3,1,3,1,2,1,2,2,3,0,0,0,0,0,17,11,14,7,0,1,3,1,0,1,3,78
2024-03-21 05:20:00,2,7,1,5,2,0,1,5,5,8,3,0,5,1,0,14,6,12,5,2,0,7,0,0,2,1,94
2024-03-21 05:30:00,0,12,0,10,3,1,0,2,2,3,2,0,2,0,0,20,13,22,5,5,0,9,0,0,2,1,114
2024-03-21 05:40:00,1,15,4,10,0,0,1,4,4,6,3,0,5,2,0,32,27,21,11,6,2,9,3,0,2,5,173
2024-03-21 05:50:00,0,10,0,8,2,0,0,3,3,5,0,0,1,1,0,31,20,20,9,5,2,7,1,0,3,8,139
2024-03-21 06:00:00,3,13,3,10,4,5,3,6,6,5,3,0,5,1,0,27,17,17,6,6,0,9,0,0,0,3,152
2024-03-21 06:10:00,3,21,2,15,3,2,3,7,6,40,5,0,3,1,0,39,14,25,13,7,1,9,4,0,3,1,227
2024-03-21 06:20:00,1,24,4,12,5,5,5,13,13,14,4,0,9,6,0,53,23,30,13,5,1,12,2,0,3,4,261
2024-03-21 06:30:00,5,23,6,15,6,5,6,10,8,11,7,0,6,4,0,52,23,31,17,7,0,14,3,0,4,0,263
2024-03-21 06:40:00,3,29,6,19,7,9,5,7,5,5,6,0,10,3,0,59,25,43,21,3,0,23,1,0,4,2,295
2024-03-21 06:50:00,6,40,29,18,6,5,7,9,9,8,9,0,11,5,0,82,25,40,24,8,4,22,5,0,4,2,378
2024-03-21 07:00:00,6,37,9,21,12,11,10,10,11,12,9,0,7,1,0,59,27,40,17,8,5,19,5,0,3,4,343
2024-03-21 07:10:00,5,31,12,19,4,3,5,14,14,10,20,0,14,6,0,86,27,36,28,17,2,31,1,0,5,5,395
2024-03-21 07:20:00,5,52,13,19,6,8,6,12,12,8,14,0,13,5,0,85,30,36,24,6,5,39,3,0,2,1,404
2024-03-21 07:30:00,5,47,13,22,11,7,8,22,22,14,21,0,8,11,0,98,41,30,15,12,6,31,9,0,6,57,516
2024-03-21 07:40:00,8,38,10,16,6,6,7,16,16,17,15,0,7,5,0,107,36,31,32,16,9,45,9,0,4,22,478
2024-03-21 07:50:00,12,72,10,8,10,8,9,17,22,16,22,0,14,5,0,102,41,34,23,15,14,36,7,0,11,6,514
2024-03-21 08:00:00,5,43,7,21,12,19,16,16,15,13,15,0,13,5,0,109,32,25,22,13,3,41,4,0,3,7,459
2024-03-21 08:10:00,3,38,8,16,20,10,18,27,27,10,13,0,17,2,0,105,35,21,20,14,6,37,5,0,11,7,470
2024-03-21 08:20:00,10,51,16,16,18,6,14,15,14,12,11,0,9,13,0,120,44,24,23,11,4,35,5,0,9,14,494
2024-03-21 08:30:00,3,36,9,22,9,8,9,19,21,15,17,0,18,10,0,70,38,36,25,5,6,35,6,0,6,4,427
2024-03-21 08:40:00,5,46,13,13,18,9,18,18,18,11,17,1,18,17,0,92,38,29,23,11,3,45,5,0,14,12,494
2024-03-21 08:50:00,5,46,5,15,13,4,6,14,12,12,15,0,11,1,0,86,36,31,27,13,7,32,9,0,6,9,415
2024-03-21 09:00:00,5,50,17,16,11,10,13,14,13,14,10,0,14,6,0,82,31,42,19,13,3,29,7,0,7,8,434
2024-03-21 09:10:00,6,38,15,20,15,9,14,17,12,13,25,0,19,5,0,77,22,26,20,6,5,22,8,0,5,8,407
2024-03-21 09:20:00,7,53,7,32,10,7,9,14,11,18,14,0,13,1,0,74,31,42,19,10,3,29,3,0,10,8,425
2024-03-21 09:30:00,9,53,16,17,14,9,14,21,21,12,24,0,14,5,0,88,27,24,16,12,7,32,7,0,3,9,454
2024-03-21 09:40:00,2,51,11,19,14,12,11,17,17,13,20,0,13,6,0,81,35,30,16,8,4,27,4,0,7,9,427
2024-03-21 09:50:00,5,56,17,21,13,10,7,15,14,12,16,0,12,7,0,90,36,42,14,9,5,32,7,0,5,5,450
2024-03-21 10:00:00,3,47,14,22,12,8,10,12,13,7,11,0,13,8,0,63,22,26,13,9,2,18,3,0,3,6,345
2024-03-21 10:10:00,7,54,9,20,18,12,17,16,15,13,15,0,13,3,0,74,27,23,14,9,7,25,13,0,2,6,412
2024-03-21 10:20:00,8,71,5,17,14,8,10,12,13,10,21,0,11,11,0,85,29,25,15,11,5,26,4,0,5,11,427
2024-03-21 10:30:00,10,51,10,20,11,6,11,16,14,12,23,0,13,10,0,92,36,35,17,9,4,35,6,0,8,9,458
2024-03-21 10:40:00,3,58,21,17,12,8,11,11,12,11,19,0,65,0,0,62,22,29,14,10,3,24,1,0,1,4,418
2024-03-21 10:50:00,5,54,7,15,12,13,11,11,11,10,23,0,14,1,0,97,39,34,16,13,4,25,4,0,8,8,435
2024-03-21 11:00:00,10,58,13,14,15,15,16,14,12,11,20,0,17,11,0,74,22,31,14,11,5,33,5,0,6,12,439
2024-03-21 11:10:00,7,70,7,13,7,7,7,12,13,13,25,0,21,3,0,81,32,42,11,12,9,25,11,0,2,1,431
2024-03-21 11:20:00,9,48,13,17,11,9,12,15,14,11,21,0,12,2,0,59,29,30,11,9,5,24,5,0,3,3,372
2024-03-21 11:30:00,6,62,9,19,5,4,5,20,20,9,23,0,9,4,0,78,30,33,11,7,4,21,3,0,7,8,397
2024-03-21 11:40:00,11,66,11,7,8,9,10,23,20,15,28,0,14,1,0,84,32,30,14,9,4,32,2,0,3,13,446
2024-03-21 11:50:00,13,59,11,20,15,10,9,12,13,12,18,0,12,5,0,71,27,33,17,11,7,37,10,0,4,14,440
2024-03-21 12:00:00,5,58,13,11,14,11,13,17,15,19,21,0,15,3,0,78,32,31,15,7,5,23,3,0,4,5,418
2024-03-21 12:10:00,9,63,22,20,12,10,13,23,22,20,21,0,12,11,0,79,44,35,15,5,10,32,9,0,8,12,507
2024-03-21 12:20:00,12,67,11,20,18,10,14,32,28,18,30,0,13,9,0,68,34,35,11,4,7,30,5,0,7,9,492
2024-03-21 12:30:00,10,54,12,9,12,10,11,17,17,12,23,0,9,7,0,67,25,35,16,10,3,27,4,0,5,7,402
2024-03-21 12:40:00,10,64,11,13,17,11,19,21,21,14,18,1,16,5,0,71,31,36,11,8,7,31,6,0,4,7,453
2024-03-21 12:50:00,16,65,5,17,13,12,14,23,25,17,20,0,15,4,0,52,32,24,51,2,8,26,10,0,10,7,468
2024-03-21 13:00:00,9,67,9,9,16,11,18,24,22,12,17,0,9,11,0,86,32,36,15,10,6,31,5,0,5,5,465
2024-03-21 13:10:00,16,67,8,13,21,10,19,24,24,15,22,0,11,3,0,82,27,35,21,10,5,37,2,0,6,4,482
2024-03-21 13:20:00,18,70,9,13,12,9,13,28,29,18,24,0,12,9,0,96,40,30,24,13,7,33,8,0,6,3,524
2024-03-21 13:30:00,15,77,25,5,13,9,11,16,18,12,28,0,11,7,0,81,29,38,20,13,3,32,8,0,8,7,486
2024-03-21 13:40:00,12,61,5,19,19,10,19,23,23,7,25,0,20,8,0,74,30,43,17,11,6,33,9,0,11,15,500
2024-03-21 13:50:00,8,73,6,19,14,15,10,18,20,16,24,0,18,9,0,83,35,31,15,6,7,32,6,0,2,13,480
2024-03-21 14:00:00,7,67,18,18,13,10,15,31,32,20,18,0,17,6,0,89,37,44,14,9,4,36,7,0,4,12,528
2024-03-21 14:10:00,12,65,15,14,10,9,9,40,38,17,22,0,24,5,0,69,29,35,16,13,6,46,13,0,7,12,526
2024-03-21 14:20:00,18,65,12,10,24,3,23,23,23,13,26,0,11,9,0,100,45,38,19,16,3,41,9,0,7,9,547
2024-03-21 14:30:00,14,82,8,11,14,10,13,19,27,12,27,0,13,8,0,88,45,29,14,9,5,35,6,0,10,10,509
2024-03-21 14:40:00,15,65,6,14,20,14,16,149,23,13,20,0,18,4,0,86,38,20,17,10,21,39,8,0,4,7,627
2024-03-21 14:50:00,19,55,6,14,18,11,15,34,33,14,29,0,14,9,0,95,44,20,25,15,4,36,8,0,8,10,536
2024-03-21 15:00:00,15,68,13,20,22,13,22,18,20,15,22,0,7,5,0,85,35,25,19,9,9,39,7,0,5,9,502
2024-03-21 15:10:00,17,73,9,8,13,11,10,34,31,15,22,0,13,8,0,95,33,28,20,11,8,54,7,0,8,19,547
2024-03-21 15:20:00,17,59,13,12,15,5,17,29,33,26,25,0,16,5,0,82,38,37,23,9,14,54,8,0,7,13,557
2024-03-21 15:30:00,19,81,13,7,17,10,14,22,23,17,23,0,8,8,0,96,44,29,21,9,6,44,8,0,2,15,536
2024-03-21 15:40:00,11,73,1,10,18,11,14,31,28,13,38,0,7,8,0,101,49,20,21,15,10,39,9,0,8,16,551
2024-03-21 15:50:00,18,65,14,5,16,10,14,29,29,13,23,0,16,4,0,87,34,26,28,9,6,39,8,0,9,11,513
2024-03-21 16:00:00,20,84,25,9,14,7,22,25,23,19,22,0,8,4,0,82,33,33,21,11,6,49,8,0,4,5,534
2024-03-21 16:10:00,13,65,10,12,30,7,20,39,39,22,39,0,1,4,0,82,34,29,19,9,12,46,11,0,11,10,564
2024-03-21 16:20:00,19,75,9,9,18,11,15,23,21,14,31,0,12,4,0,88,31,35,21,2,8,38,8,0,9,16,517
2024-03-21 16:30:00,24,80,19,8,18,14,24,27,30,17,30,0,14,4,0,83,34,24,19,9,9,34,14,0,7,8,550
2024-03-21 16:40:00,22,60,15,15,14,8,10,30,28,14,27,0,10,6,0,80,32,34,20,10,7,54,7,0,4,8,515
2024-03-21 16:50:00,17,76,16,13,18,9,12,34,33,19,31,0,14,6,0,84,36,33,9,14,7,46,7,0,10,10,554
2024-03-21 17:00:00,18,74,19,12,20,12,15,28,30,14,30,0,9,3,0,81,31,37,25,8,8,36,10,0,3,3,526
2024-03-21 17:10:00,25,64,16,9,19,11,12,42,38,9,35,0,4,5,0,89,36,29,21,12,7,51,11,0,8,11,564
2024-03-21 17:20:00,28,79,12,9,17,9,12,33,45,26,28,0,15,5,0,74,34,34,17,8,9,44,11,0,7,6,562
2024-03-21 17:30:00,19,70,19,16,17,10,15,28,29,16,40,0,9,5,0,98,44,42,17,12,13,38,14,0,7,8,586
2024-03-21 17:40:00,23,72,24,16,15,10,15,22,19,12,30,0,13,4,0,85,41,34,21,8,14,46,17,0,10,16,567
2024-03-21 17:50:00,21,69,10,15,13,14,10,28,27,14,29,0,7,2,0,98,36,33,23,11,7,28,11,0,9,7,522
2024-03-21 18:00:00,28,78,20,10,11,8,13,30,33,12,31,0,13,1,0,89,33,28,20,12,6,32,8,0,11,12,539
2024-03-21 18:10:00,23,81,28,5,11,9,9,29,26,15,34,1,8,6,0,93,43,20,17,11,10,41,10,0,8,6,544
2024-03-21 18:20:00,22,77,15,22,14,7,10,28,29,15,30,0,3,4,0,88,32,26,24,12,8,39,11,0,5,5,526
2024-03-21 18:30:00,17,73,14,15,16,12,12,31,29,13,36,1,5,3,0,85,31,40,15,11,4,30,8,0,6,4,511
2024-03-21 18:40:00,15,67,14,14,9,10,8,16,14,10,26,0,12,11,0,76,35,28,11,6,4,38,5,0,7,9,445
2024-03-21 18:50:00,13,61,13,18,11,12,10,17,18,20,22,0,9,12,0,81,44,25,18,15,13,36,15,0,3,34,520
2024-03-21 19:00:00,17,78,21,9,11,14,6,15,19,24,20,0,26,0,0,69,27,13,18,9,7,24,10,0,5,14,456
2024-03-21 19:10:00,11,54,20,6,10,9,7,19,17,16,23,0,18,3,0,75,38,20,18,7,10,13,15,0,5,12,426
2024-03-21 19:20:00,13,63,14,13,11,6,7,18,112,17,15,0,19,8,0,63,31,27,12,9,8,24,10,0,4,15,519
2024-03-21 19:30:00,11,57,7,29,8,10,9,11,10,15,14,0,14,8,0,63,22,24,12,11,1,17,5,0,3,7,368
2024-03-21 19:40:00,7,60,22,20,17,17,16,18,17,21,15,0,17,6,0,59,20,21,10,18,6,14,15,0,4,7,427
2024-03-21 19:50:00,4,54,7,20,6,9,8,16,15,15,19,0,20,1,0,32,15,18,8,5,6,5,7,0,5,13,308
2024-03-21 20:00:00,5,50,7,20,11,7,4,9,9,15,13,0,19,4,0,34,23,22,11,11,4,18,6,0,7,13,322
2024-03-21 20:10:00,5,59,14,23,8,8,8,10,10,12,19,0,20,2,0,50,18,25,16,7,7,15,13,0,4,9,362
2024-03-21 20:20:00,11,46,22,23,9,7,8,7,7,10,16,0,21,4,0,53,23,26,13,10,3,17,6,0,6,4,352
2024-03-21 20:30:00,8,34,16,23,14,14,10,12,12,19,16,0,25,11,0,53,22,33,10,10,4,9,8,0,3,1,367
2024-03-21 20:40:00,6,47,11,16,9,6,4,8,8,8,7,0,12,3,0,47,14,25,19,14,2,14,3,0,1,3,287
2024-03-21 20:50:00,6,37,11,15,9,5,10,10,8,15,13,0,11,7,0,37,23,14,6,8,5,13,4,0,3,9,279
2024-03-21 21:00:00,4,32,4,21,5,5,5,13,12,11,15,0,20,1,0,29,16,21,3,3,5,14,7,0,5,13,264
2024-03-21 21:10:00,7,33,8,21,7,6,6,13,12,11,13,0,14,4,0,39,21,20,10,3,5,11,9,0,2,8,283
2024-03-21 21:20:00,4,42,8,23,9,7,4,11,9,16,16,1,26,10,0,23,5,12,8,3,4,16,7,0,7,8,279
2024-03-21 21:30:00,5,43,6,18,8,6,3,8,8,10,11,0,10,0,0,22,12,14,3,0,0,12,0,0,2,9,210
2024-03-21 21:40:00,8,41,10,15,6,5,4,9,10,13,7,0,8,4,0,30,12,16,10,4,3,11,7,0,1,0,234
2024-03-21 21:50:00,12,45,10,14,4,3,3,9,7,13,14,0,29,3,0,40,13,25,12,9,5,11,6,0,2,3,292
2024-03-21 22:00:00,12,25,12,18,6,3,3,11,12,11,14,1,14,6,0,41,16,22,11,4,5,12,5,0,4,4,272
2024-03-21 22:10:00,3,22,6,16,5,6,5,4,4,5,10,0,8,3,0,29,7,17,6,8,2,7,3,0,4,8,188
2024-03-21 22:20:00,10,35,16,14,8,7,5,8,7,6,4,0,6,3,0,23,15,21,7,3,1,14,1,0,2,4,220
2024-03-21 22:30:00,2,18,0,17,8,6,5,4,4,4,9,0,16,0,0,24,8,17,5,8,6,11,5,0,1,4,182
2024-03-21 22:40:00,2,29,3,20,3,5,3,8,7,11,6,0,7,1,0,33,15,25,8,1,1,16,4,0,1,6,215
2024-03-21 22:50:00,7,24,10,18,22,3,11,7,7,10,9,0,9,1,0,23,12,20,7,2,1,13,2,0,0,7,225
2024-03-21 23:00:00,6,17,8,15,5,2,4,5,4,4,9,0,17,3,0,35,14,29,7,3,4,5,3,0,1,2,202
2024-03-21 23:10:00,4,27,6,16,2,1,2,2,2,5,6,0,12,1,0,22,7,14,10,4,1,6,1,0,3,5,159
2024-03-21 23:20:00,6,23,7,13,5,3,3,7,4,6,6,0,8,1,0,16,5,15,6,2,1,6,1,0,1,3,148
2024-03-21 23:30:00,4,24,6,20,5,3,4,2,2,2,7,0,8,0,0,20,8,14,5,1,1,1,1,0,2,2,142
2024-03-21 23:40:00,2,18,6,18,2,1,2,5,3,3,4,0,3,1,0,19,4,18,9,4,2,2,5,0,0,1,132
2024-03-21 23:50:00,2,15,5,15,4,2,4,1,2,2,3,0,3,0,0,18,5,19,5,2,1,3,1,0,1,0,113
2024-03-22 00:00:00,5,13,4,13,2,4,2,5,4,6,1,0,1,0,0,10,8,9,3,1,0,8,0,0,1,2,102
2024-03-22 00:10:00,2,8,1,9,1,2,2,3,3,3,2,0,6,1,0,5,3,5,2,1,1,1,6,0,1,3,71
2024-03-22 00:20:00,5,9,4,11,3,0,1,4,4,4,2,0,5,1,0,10,3,7,5,1,1,0,0,0,2,2,84
2024-03-22 00:30:00,1,10,1,19,5,8,4,0,0,0,1,0,1,1,0,11,6,9,6,0,1,4,0,0,1,4,93
2024-03-22 00:40:00,0,8,0,9,0,0,1,0,0,0,2,0,1,0,0,6,0,8,4,1,0,4,0,0,1,0,45
2024-03-22 00:50:00,3,11,3,10,3,1,2,0,0,0,3,0,3,0,0,9,1,9,5,0,2,4,3,0,0,0,72
2024-03-22 01:00:00,1,4,0,4,1,0,0,0,0,0,1,0,1,1,0,10,5,10,5,0,0,3,0,0,0,2,48
2024-03-22 01:10:00,4,6,2,5,3,1,1,0,0,0,0,0,0,0,0,5,0,4,2,4,1,1,2,0,2,1,44
2024-03-22 01:20:00,3,4,1,5,0,0,1,2,2,2,0,0,0,0,0,4,3,4,2,1,1,3,0,0,1,1,40
2024-03-22 01:30:00,1,6,4,8,7,1,1,1,1,1,1,0,3,0,0,1,0,1,0,0,1,1,0,0,0,3,42
2024-03-22 01:40:00,1,6,2,6,2,0,0,1,1,1,1,0,2,1,0,5,2,5,1,0,0,2,0,0,0,0,39
2024-03-22 01:50:00,1,2,1,2,1,0,9,0,0,0,3,0,5,0,0,6,1,4,2,1,0,2,0,0,0,1,41
2024-03-22 02:00:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,9
2024-03-22 02:10:00,1,4,1,5,1,1,1,0,0,0,0,0,0,1,0,3,2,4,3,1,0,1,0,0,0,0,29
2024-03-22 02:20:00,0,5,5,5,0,0,1,0,0,0,1,0,1,1,0,5,4,7,1,0,0,1,0,0,1,4,42
2024-03-22 02:30:00,1,3,2,4,0,0,0,2,2,2,1,0,5,0,0,4,1,3,1,0,0,0,0,0,0,0,31
2024-03-22 02:40:00,2,7,1,12,0,0,0,1,1,1,1,0,2,1,0,9,1,9,4,0,0,0,0,0,0,0,52
2024-03-22 02:50:00,0,3,0,4,0,0,1,3,3,4,0,0,2,0,0,2,0,4,1,0,0,0,0,0,0,0,27
2024-03-22 03:00:00,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,4,3,0,0,1,21
2024-03-22 03:10:00,0,3,0,3,0,0,0,1,1,1,1,0,3,0,0,4,7,5,3,0,0,0,0,0,1,2,35
2024-03-22 03:20:00,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5,0,2,0,1,0,0,0,15
2024-03-22 03:30:00,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,2,9,1,1,2,1,0,0,2,28
2024-03-22 03:40:00,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,2,6,3,1,0,0,1,0,0,0,2,21
2024-03-22 03:50:00,0,1,0,3,1,1,2,1,1,1,0,0,2,0,0,4,0,3,11,2,0,1,0,0,0,1,35
2024-03-22 04:00:00,0,2,2,2,0,0,0,0,0,0,2,0,2,0,0,2,1,2,1,0,0,1,0,0,0,0,17
2024-03-22 04:10:00,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,3,1,3,10,1,1,1,2,0,0,0,31
2024-03-22 04:20:00,0,4,0,6,2,3,1,1,1,1,1,0,3,1,0,2,1,3,0,0,0,3,0,0,2,1,36
