datetime,V51Z,V52Z,V111Z,V112Z,V351Z,Total
2024-03-01 01:00:00,7,2,5,2,0,16
2024-03-01 01:10:00,5,2,5,5,0,17
2024-03-01 01:20:00,5,2,3,1,0,11
2024-03-01 01:30:00,1,0,1,1,0,3
2024-03-01 01:40:00,4,3,2,1,0,10
2024-03-01 01:50:00,0,3,2,0,0,5
2024-03-01 02:00:00,1,1,2,0,0,4
2024-03-01 02:10:00,3,0,4,1,0,8
2024-03-01 02:20:00,2,0,4,2,0,8
2024-03-01 02:30:00,6,0,2,0,0,8
2024-03-01 02:40:00,2,2,3,3,0,10
2024-03-01 02:50:00,2,0,2,0,0,4
2024-03-01 03:00:00,0,0,2,2,0,4
2024-03-01 03:10:00,2,0,1,0,0,3
2024-03-01 03:20:00,0,2,2,3,0,7
2024-03-01 03:30:00,1,2,3,0,0,6
2024-03-01 03:40:00,3,0,0,0,0,3
2024-03-01 03:50:00,2,0,8,0,0,10
2024-03-01 04:00:00,4,3,1,2,0,10
2024-03-01 04:10:00,3,0,6,2,0,11
2024-03-01 04:20:00,6,3,3,3,0,15
2024-03-01 04:30:00,10,3,6,2,0,21
2024-03-01 04:40:00,1,0,3,7,0,11
2024-03-01 04:50:00,5,3,5,0,0,13
2024-03-01 05:00:00,11,16,9,3,1,40
2024-03-01 05:10:00,12,11,20,3,0,46
2024-03-01 05:20:00,20,12,11,4,0,47
2024-03-01 05:30:00,35,20,16,6,1,78
2024-03-01 05:40:00,35,16,32,16,1,100
2024-03-01 05:50:00,34,26,31,9,1,101
2024-03-01 06:00:00,25,14,30,14,2,85
2024-03-01 06:10:00,38,22,36,20,0,116
2024-03-01 06:20:00,43,30,28,18,0,119
2024-03-01 06:30:00,39,34,37,14,1,125
2024-03-01 06:40:00,48,34,47,24,1,154
2024-03-01 06:50:00,48,18,48,20,2,136
2024-03-01 07:00:00,39,16,29,15,3,102
2024-03-01 07:10:00,35,27,31,26,5,124
2024-03-01 07:20:00,39,27,38,38,7,149
2024-03-01 07:30:00,42,36,39,28,11,156
2024-03-01 07:40:00,48,33,42,37,13,173
2024-03-01 07:50:00,58,30,35,36,8,167
2024-03-01 08:00:00,47,24,42,23,4,140
2024-03-01 08:10:00,56,22,36,25,4,143
2024-03-01 08:20:00,49,33,30,18,5,135
2024-03-01 08:30:00,59,25,42,21,4,151
2024-03-01 08:40:00,58,24,34,30,3,149
2024-03-01 08:50:00,51,25,35,20,5,136
2024-03-01 09:00:00,50,27,30,16,4,127
2024-03-01 09:10:00,47,23,27,27,5,129
2024-03-01 09:20:00,40,20,32,29,6,127
