datetime,D1Z,D2Z,D3Z,Total
2024-03-01 10:30:00,24,1,76,101
2024-03-01 10:40:00,28,2,55,85
2024-03-01 10:50:00,35,1,80,116
2024-03-01 11:00:00,38,2,84,124
2024-03-01 11:10:00,44,1,70,115
2024-03-01 11:20:00,37,3,79,119
2024-03-01 11:30:00,32,0,71,103
2024-03-01 11:40:00,40,3,78,121
2024-03-01 11:50:00,44,3,79,126
2024-03-01 12:00:00,48,0,80,128
2024-03-01 12:10:00,48,1,67,116
2024-03-01 12:20:00,50,3,85,138
2024-03-01 12:30:00,54,4,66,124
2024-03-01 12:40:00,58,0,82,140
2024-03-01 12:50:00,53,2,81,136
2024-03-01 13:00:00,44,3,81,128
2024-03-01 13:10:00,46,1,83,130
2024-03-01 13:20:00,44,4,70,118
2024-03-01 13:30:00,52,0,83,135
2024-03-01 13:40:00,42,4,79,125
2024-03-01 13:50:00,29,1,77,107
2024-03-01 14:00:00,35,0,95,130
2024-03-01 14:10:00,53,1,81,135
2024-03-01 14:20:00,36,6,70,112
2024-03-01 14:30:00,44,1,82,127
2024-03-01 14:40:00,47,3,86,136
2024-03-01 14:50:00,47,0,69,116
2024-03-01 15:00:00,45,3,85,133
2024-03-01 15:10:00,34,1,90,125
2024-03-01 15:20:00,35,4,77,116
2024-03-01 15:30:00,36,1,89,126
2024-03-01 15:40:00,46,1,72,119
2024-03-01 15:50:00,37,1,69,107
2024-03-01 16:00:00,34,2,86,122
2024-03-01 16:10:00,37,2,72,111
2024-03-01 16:20:00,41,0,83,124
2024-03-01 16:30:00,35,2,87,124
2024-03-01 16:40:00,42,1,79,122
2024-03-01 16:50:00,35,0,85,120
2024-03-01 17:00:00,33,2,81,116
2024-03-01 17:10:00,43,4,83,130
2024-03-01 17:20:00,42,2,89,133
2024-03-01 17:30:00,41,0,80,121
2024-03-01 17:40:00,39,1,81,121
2024-03-01 17:50:00,39,1,73,113
2024-03-01 18:00:00,49,2,91,142
2024-03-01 18:10:00,38,2,79,119
2024-03-01 18:20:00,35,1,84,120
2024-03-01 18:30:00,35,0,82,117
2024-03-01 18:40:00,31,3,76,110
2024-03-01 18:50:00,29,4,75,108
2024-03-01 19:00:00,34,1,86,121
2024-03-01 19:10:00,20,1,87,108
2024-03-01 19:20:00,28,0,64,92
2024-03-01 19:30:00,32,1,48,81
2024-03-01 19:40:00,22,0,45,67
2024-03-01 19:50:00,32,2,55,89
2024-03-01 20:00:00,23,1,58,82
2024-03-01 20:10:00,22,0,47,69
2024-03-01 20:20:00,15,0,54,69
2024-03-01 20:30:00,12,1,49,62
2024-03-01 20:40:00,17,0,34,51
2024-03-01 20:50:00,13,0,30,43
2024-03-01 21:00:00,15,0,30,45
2024-03-01 21:10:00,19,0,40,59
2024-03-01 21:20:00,19,1,34,54
2024-03-01 21:30:00,44,7,33,84
2024-03-01 21:40:00,37,4,37,78
2024-03-01 21:50:00,30,7,31,68
2024-03-01 22:00:00,31,4,26,61
2024-03-01 22:10:00,16,2,29,47
2024-03-01 22:20:00,16,1,35,52
2024-03-01 22:30:00,21,0,36,57
2024-03-01 22:40:00,15,2,23,40
2024-03-01 22:50:00,9,1,34,44
2024-03-01 23:00:00,15,1,27,43
2024-03-01 23:10:00,20,3,20,43
2024-03-01 23:20:00,24,3,23,50
2024-03-01 23:30:00,10,1,24,35
2024-03-01 23:40:00,19,1,19,39
2024-03-01 23:50:00,15,1,13,29
2024-03-02 00:00:00,12,0,11,23
2024-03-02 00:10:00,5,0,18,23
2024-03-02 00:20:00,8,0,14,22
2024-03-02 00:30:00,10,1,12,23
2024-03-02 00:40:00,11,1,13,25
2024-03-02 00:50:00,4,0,8,12
2024-03-02 01:00:00,5,0,11,16
2024-03-02 01:10:00,4,0,6,10
2024-03-02 01:20:00,4,0,9,13
2024-03-02 01:30:00,6,2,11,19
2024-03-02 01:40:00,2,0,6,8
2024-03-02 01:50:00,4,0,7,11
2024-03-02 02:00:00,8,0,9,17
2024-03-02 02:10:00,5,0,9,14
2024-03-02 02:20:00,4,2,7,13
2024-03-02 02:30:00,4,0,4,8
2024-03-02 02:40:00,1,0,6,7
2024-03-02 02:50:00,6,1,4,11
2024-03-02 03:00:00,3,0,5,8
2024-03-02 03:10:00,2,0,4,6
2024-03-02 03:20:00,3,0,4,7
2024-03-02 03:30:00,1,0,5,6
2024-03-02 03:40:00,3,0,8,11
2024-03-02 03:50:00,4,0,6,10
2024-03-02 04:00:00,3,1,4,8
2024-03-02 04:10:00,0,0,7,7
2024-03-02 04:20:00,0,0,4,4
2024-03-02 04:30:00,1,0,2,3
2024-03-02 04:40:00,2,0,5,7
2024-03-02 04:50:00,0,0,3,3
2024-03-02 05:00:00,4,0,6,10
2024-03-02 05:10:00,3,0,7,10
2024-03-02 05:20:00,0,0,7,7
2024-03-02 05:30:00,2,0,8,10
2024-03-02 05:40:00,4,0,6,10
2024-03-02 05:50:00,2,0,10,12
2024-03-02 06:00:00,1,0,5,6
2024-03-02 06:10:00,5,1,11,17
2024-03-02 06:20:00,3,0,9,12
2024-03-02 06:30:00,5,0,7,12
2024-03-02 06:40:00,1,1,12,14
2024-03-02 06:50:00,1,0,8,9
2024-03-02 07:00:00,2,0,10,12
2024-03-02 07:10:00,2,0,12,14
2024-03-02 07:20:00,3,0,13,16
2024-03-02 07:30:00,3,1,15,19
2024-03-02 07:40:00,3,0,12,15
2024-03-02 07:50:00,9,1,16,26
2024-03-02 08:00:00,5,1,8,14
2024-03-02 08:10:00,12,2,21,35
2024-03-02 08:20:00,6,0,23,29
2024-03-02 08:30:00,8,0,24,32
2024-03-02 08:40:00,6,1,33,40
2024-03-02 08:50:00,9,0,31,40
2024-03-02 09:00:00,15,0,33,48
2024-03-02 09:10:00,8,0,44,52
2024-03-02 09:20:00,12,0,62,74
2024-03-02 09:30:00,14,0,38,52
2024-03-02 09:40:00,23,0,49,72
2024-03-02 09:50:00,19,0,54,73
2024-03-02 10:00:00,19,2,59,80
2024-03-02 10:10:00,26,1,40,67
2024-03-02 10:20:00,24,0,59,83
2024-03-02 10:30:00,21,1,49,71
2024-03-02 10:40:00,29,0,64,93
2024-03-02 10:50:00,30,0,68,98
2024-03-02 11:00:00,24,2,70,96
2024-03-02 11:10:00,20,0,63,83
2024-03-02 11:20:00,35,0,50,85
2024-03-02 11:30:00,27,1,66,94
2024-03-02 11:40:00,36,2,67,105
2024-03-02 11:50:00,35,3,57,95
2024-03-02 12:00:00,24,3,63,90
2024-03-02 12:10:00,34,4,69,107
2024-03-02 12:20:00,26,1,67,94
2024-03-02 12:30:00,33,0,66,99
2024-03-02 12:40:00,24,0,66,90
2024-03-02 12:50:00,27,4,68,99
2024-03-02 13:00:00,31,2,69,102
2024-03-02 13:10:00,34,2,55,91
2024-03-02 13:20:00,33,4,62,99
2024-03-02 13:30:00,25,0,71,96
2024-03-02 13:40:00,30,2,67,99
2024-03-02 13:50:00,25,2,62,89
2024-03-02 14:00:00,31,1,69,101
2024-03-02 14:10:00,44,2,76,122
2024-03-02 14:20:00,35,3,81,119
2024-03-02 14:30:00,37,2,61,100
2024-03-02 14:40:00,37,2,76,115
2024-03-02 14:50:00,43,4,67,114
2024-03-02 15:00:00,30,2,60,92
2024-03-02 15:10:00,40,1,86,127
2024-03-02 15:20:00,41,1,75,117
2024-03-02 15:30:00,29,1,72,102
2024-03-02 15:40:00,26,1,72,99
2024-03-02 15:50:00,39,2,64,105
2024-03-02 16:00:00,25,0,57,82
2024-03-02 16:10:00,29,0,60,89
2024-03-02 16:20:00,29,0,61,90
2024-03-02 16:30:00,31,1,62,94
2024-03-02 16:40:00,28,3,63,94
2024-03-02 16:50:00,34,2,62,98
2024-03-02 17:00:00,42,5,52,99
2024-03-02 17:10:00,40,3,51,94
2024-03-02 17:20:00,26,4,74,104
2024-03-02 17:30:00,41,1,70,112
2024-03-02 17:40:00,40,2,76,118
2024-03-02 17:50:00,31,1,63,95
2024-03-02 18:00:00,44,3,75,122
2024-03-02 18:10:00,38,0,63,101
2024-03-02 18:20:00,46,1,78,125
2024-03-02 18:30:00,36,4,77,117
2024-03-02 18:40:00,30,2,78,110
2024-03-02 18:50:00,38,0,72,110
2024-03-02 19:00:00,31,2,71,104
2024-03-02 19:10:00,29,2,74,105
2024-03-02 19:20:00,25,1,64,90
2024-03-02 19:30:00,15,0,56,71
2024-03-02 19:40:00,27,2,54,83
2024-03-02 19:50:00,34,0,54,88
2024-03-02 20:00:00,23,0,44,67
2024-03-02 20:10:00,23,0,40,63
2024-03-02 20:20:00,20,0,40,60
2024-03-02 20:30:00,13,0,36,49
2024-03-02 20:40:00,24,2,42,68
2024-03-02 20:50:00,20,2,38,60
2024-03-02 21:00:00,16,2,36,54
2024-03-02 21:10:00,13,2,27,42
2024-03-02 21:20:00,26,1,26,53
2024-03-02 21:30:00,14,2,25,41
2024-03-02 21:40:00,18,1,30,49
2024-03-02 21:50:00,15,0,30,45
2024-03-02 22:00:00,14,3,20,37
2024-03-02 22:10:00,29,3,49,81
2024-03-02 22:20:00,57,9,33,99
2024-03-02 22:30:00,33,3,42,78
2024-03-02 22:40:00,15,1,24,40
2024-03-02 22:50:00,25,4,30,59
2024-03-02 23:00:00,23,1,29,53
2024-03-02 23:10:00,11,2,41,54
2024-03-02 23:20:00,13,4,28,45
2024-03-02 23:30:00,11,1,24,36
2024-03-02 23:40:00,11,0,28,39
2024-03-02 23:50:00,12,0,18,30
2024-03-03 00:00:00,11,1,19,31
2024-03-03 00:10:00,18,3,20,41
2024-03-03 00:20:00,12,1,14,27
2024-03-03 00:30:00,8,1,17,26
2024-03-03 00:40:00,5,1,16,22
2024-03-03 00:50:00,18,2,13,33
2024-03-03 01:00:00,4,0,17,21
2024-03-03 01:10:00,7,1,7,15
2024-03-03 01:20:00,4,1,19,24
2024-03-03 01:30:00,4,1,14,19
2024-03-03 01:40:00,2,1,10,13
2024-03-03 01:50:00,7,0,11,18
2024-03-03 02:00:00,3,0,14,17
2024-03-03 02:10:00,3,0,5,8
2024-03-03 02:20:00,5,1,8,14
2024-03-03 02:30:00,1,0,14,15
2024-03-03 02:40:00,4,1,9,14
2024-03-03 02:50:00,6,2,8,16
2024-03-03 03:00:00,6,1,7,14
2024-03-03 03:10:00,5,3,9,17
2024-03-03 03:20:00,3,0,13,16
2024-03-03 03:30:00,4,1,10,15
2024-03-03 03:40:00,7,1,6,14
2024-03-03 03:50:00,5,2,6,13
2024-03-03 04:00:00,1,1,2,4
2024-03-03 04:10:00,0,0,7,7
2024-03-03 04:20:00,4,0,5,9
2024-03-03 04:30:00,2,1,5,8
2024-03-03 04:40:00,1,0,6,7
2024-03-03 04:50:00,3,0,3,6
2024-03-03 05:00:00,3,0,3,6
2024-03-03 05:10:00,2,2,3,7
2024-03-03 05:20:00,2,1,6,9
2024-03-03 05:30:00,1,1,5,7
2024-03-03 05:40:00,3,0,6,9
2024-03-03 05:50:00,2,0,4,6
2024-03-03 06:00:00,1,0,5,6
2024-03-03 06:10:00,2,0,11,13
2024-03-03 06:20:00,3,2,8,13
2024-03-03 06:30:00,5,2,7,14
2024-03-03 06:40:00,0,1,3,4
2024-03-03 06:50:00,0,0,5,5
2024-03-03 07:00:00,1,0,4,5
2024-03-03 07:10:00,1,0,4,5
2024-03-03 07:20:00,1,0,8,9
2024-03-03 07:30:00,2,0,5,7
2024-03-03 07:40:00,1,0,8,9
2024-03-03 07:50:00,2,0,10,12
2024-03-03 08:00:00,1,0,8,9
2024-03-03 08:10:00,3,0,8,11
2024-03-03 08:20:00,2,0,9,11
2024-03-03 08:30:00,2,0,13,15
2024-03-03 08:40:00,1,0,16,17
2024-03-03 08:50:00,4,1,7,12
2024-03-03 09:00:00,5,0,19,24
2024-03-03 09:10:00,8,0,18,26
2024-03-03 09:20:00,13,0,24,37
2024-03-03 09:30:00,4,0,23,27
2024-03-03 09:40:00,11,0,58,69
2024-03-03 09:50:00,14,0,51,65
2024-03-03 10:00:00,10,0,39,49
2024-03-03 10:10:00,15,2,41,58
2024-03-03 10:20:00,6,0,44,50
2024-03-03 10:30:00,12,1,53,66
2024-03-03 10:40:00,11,2,46,59
2024-03-03 10:50:00,15,0,39,54
2024-03-03 11:00:00,11,0,37,48
2024-03-03 11:10:00,10,0,33,43
2024-03-03 11:20:00,13,0,22,35
2024-03-03 11:30:00,14,0,42,56
2024-03-03 11:40:00,15,0,37,52
2024-03-03 11:50:00,15,0,43,58
2024-03-03 12:00:00,20,1,54,75
2024-03-03 12:10:00,17,1,46,64
2024-03-03 12:20:00,24,0,54,78
2024-03-03 12:30:00,20,0,55,75
2024-03-03 12:40:00,25,1,50,76
2024-03-03 12:50:00,18,1,50,69
2024-03-03 13:00:00,55,3,61,119
2024-03-03 13:10:00,45,5,63,113
2024-03-03 13:20:00,24,2,60,86
2024-03-03 13:30:00,25,0,40,65
2024-03-03 13:40:00,20,3,62,85
2024-03-03 13:50:00,24,2,46,72
2024-03-03 14:00:00,22,2,61,85
2024-03-03 14:10:00,22,0,53,75
2024-03-03 14:20:00,28,4,65,97
2024-03-03 14:30:00,24,2,56,82
2024-03-03 14:40:00,27,2,77,106
2024-03-03 14:50:00,23,1,60,84
2024-03-03 15:00:00,25,0,71,96
2024-03-03 15:10:00,35,3,65,103
2024-03-03 15:20:00,30,0,55,85
2024-03-03 15:30:00,16,1,47,64
2024-03-03 15:40:00,24,0,51,75
2024-03-03 15:50:00,35,1,51,87
2024-03-03 16:00:00,17,1,46,64
2024-03-03 16:10:00,27,0,53,80
2024-03-03 16:20:00,21,0,43,64
2024-03-03 16:30:00,28,1,46,75
2024-03-03 16:40:00,27,3,61,91
2024-03-03 16:50:00,21,2,48,71
2024-03-03 17:00:00,23,0,44,67
2024-03-03 17:10:00,40,0,53,93
2024-03-03 17:20:00,24,1,76,101
2024-03-03 17:30:00,23,1,58,82
2024-03-03 17:40:00,18,1,64,83
2024-03-03 17:50:00,24,0,48,72
2024-03-03 18:00:00,27,3,60,90
2024-03-03 18:10:00,25,1,52,78
2024-03-03 18:20:00,24,1,58,83
2024-03-03 18:30:00,25,2,59,86
2024-03-03 18:40:00,22,1,51,74
2024-03-03 18:50:00,16,0,77,93
2024-03-03 19:00:00,17,3,61,81
2024-03-03 19:10:00,20,2,63,85
2024-03-03 19:20:00,15,0,70,85
2024-03-03 19:30:00,17,3,52,72
2024-03-03 19:40:00,23,2,50,75
2024-03-03 19:50:00,16,1,48,65
2024-03-03 20:00:00,22,0,34,56
2024-03-03 20:10:00,7,0,34,41
2024-03-03 20:20:00,11,1,21,33
2024-03-03 20:30:00,7,0,32,39
2024-03-03 20:40:00,8,1,24,33
2024-03-03 20:50:00,10,0,16,26
2024-03-03 21:00:00,13,0,20,33
2024-03-03 21:10:00,10,1,22,33
2024-03-03 21:20:00,7,0,21,28
2024-03-03 21:30:00,9,0,11,20
2024-03-03 21:40:00,14,1,22,37
2024-03-03 21:50:00,13,0,25,38
2024-03-03 22:00:00,61,17,21,99
2024-03-03 22:10:00,54,14,18,86
2024-03-03 22:20:00,10,0,21,31
2024-03-03 22:30:00,6,1,10,17
2024-03-03 22:40:00,7,0,18,25
2024-03-03 22:50:00,8,0,18,26
2024-03-03 23:00:00,2,0,6,8
2024-03-03 23:10:00,3,0,10,13
2024-03-03 23:20:00,3,0,8,11
2024-03-03 23:30:00,4,1,8,13
2024-03-03 23:40:00,1,0,7,8
2024-03-03 23:50:00,1,0,12,13
2024-03-04 00:00:00,3,0,6,9
2024-03-04 00:10:00,2,1,9,12
2024-03-04 00:20:00,3,1,1,5
2024-03-04 00:30:00,0,0,7,7
2024-03-04 00:40:00,0,0,0,0
2024-03-04 00:50:00,1,0,3,4
2024-03-04 01:00:00,2,0,2,4
2024-03-04 01:10:00,2,0,1,3
2024-03-04 01:20:00,0,0,3,3
2024-03-04 01:30:00,1,0,5,6
2024-03-04 01:40:00,0,0,3,3
2024-03-04 01:50:00,2,0,2,4
2024-03-04 02:00:00,1,0,2,3
2024-03-04 02:10:00,0,0,1,1
2024-03-04 02:20:00,0,0,0,0
2024-03-04 02:30:00,2,0,2,4
2024-03-04 02:40:00,1,0,1,2
2024-03-04 02:50:00,0,0,0,0
2024-03-04 03:00:00,0,0,2,2
2024-03-04 03:10:00,1,0,3,4
2024-03-04 03:20:00,0,0,2,2
2024-03-04 03:30:00,1,0,2,3
2024-03-04 03:40:00,2,1,3,6
2024-03-04 03:50:00,0,0,1,1
2024-03-04 04:00:00,1,0,4,5
2024-03-04 04:10:00,0,0,3,3
2024-03-04 04:20:00,0,0,2,2
2024-03-04 04:30:00,0,0,1,1
2024-03-04 04:40:00,2,0,3,5
2024-03-04 04:50:00,0,0,3,3
2024-03-04 05:00:00,1,0,2,3
2024-03-04 05:10:00,4,0,8,12
2024-03-04 05:20:00,2,2,10,14
2024-03-04 05:30:00,1,0,13,14
2024-03-04 05:40:00,5,1,23,29
2024-03-04 05:50:00,6,3,14,23
2024-03-04 06:00:00,8,0,26,34
2024-03-04 06:10:00,13,1,23,37
2024-03-04 06:20:00,7,1,29,37
2024-03-04 06:30:00,10,0,30,40
2024-03-04 06:40:00,12,3,49,64
2024-03-04 06:50:00,17,1,46,64
2024-03-04 07:00:00,18,3,49,70
2024-03-04 07:10:00,23,0,53,76
2024-03-04 07:20:00,23,0,68,91
2024-03-04 07:30:00,27,1,73,101
2024-03-04 07:40:00,29,0,86,115
2024-03-04 07:50:00,29,1,79,109
2024-03-04 08:00:00,30,0,64,94
2024-03-04 08:10:00,34,1,71,106
2024-03-04 08:20:00,33,0,87,120
2024-03-04 08:30:00,24,1,70,95
2024-03-04 08:40:00,30,0,78,108
2024-03-04 08:50:00,30,0,72,102
2024-03-04 09:00:00,22,0,75,97
2024-03-04 09:10:00,24,2,65,91
2024-03-04 09:20:00,32,0,66,98
2024-03-04 09:30:00,32,1,78,111
2024-03-04 09:40:00,25,0,66,91
2024-03-04 09:50:00,26,0,67,93
2024-03-04 10:00:00,24,3,82,109
2024-03-04 10:10:00,20,0,57,77
2024-03-04 10:20:00,29,0,67,96
2024-03-04 10:30:00,31,1,79,111
2024-03-04 10:40:00,27,1,64,92
2024-03-04 10:50:00,41,2,68,111
2024-03-04 11:00:00,27,0,57,84
2024-03-04 11:10:00,31,0,59,90
2024-03-04 11:20:00,37,1,67,105
2024-03-04 11:30:00,34,1,73,108
2024-03-04 11:40:00,33,3,77,113
2024-03-04 11:50:00,34,1,54,89
2024-03-04 12:00:00,51,3,68,122
2024-03-04 12:10:00,42,3,65,110
2024-03-04 12:20:00,24,3,90,117
2024-03-04 12:30:00,36,2,75,113
2024-03-04 12:40:00,42,3,76,121
2024-03-04 12:50:00,30,2,67,99
2024-03-04 13:00:00,43,0,75,118
2024-03-04 13:10:00,34,0,70,104
2024-03-04 13:20:00,39,2,65,106
2024-03-04 13:30:00,34,2,79,115
2024-03-04 13:40:00,38,1,82,121
2024-03-04 13:50:00,34,0,68,102
2024-03-04 14:00:00,43,1,77,121
2024-03-04 14:10:00,36,1,63,100
2024-03-04 14:20:00,37,1,93,131
2024-03-04 14:30:00,29,0,80,109
2024-03-04 14:40:00,40,1,72,113
2024-03-04 14:50:00,51,1,102,154
2024-03-04 15:00:00,60,3,91,154
2024-03-04 15:10:00,30,1,77,108
2024-03-04 15:20:00,46,2,91,139
2024-03-04 15:30:00,37,3,91,131
2024-03-04 15:40:00,45,2,92,139
2024-03-04 15:50:00,35,1,93,129
2024-03-04 16:00:00,58,3,75,136
2024-03-04 16:10:00,61,4,100,165
2024-03-04 16:20:00,43,1,72,116
2024-03-04 16:30:00,49,2,100,151
2024-03-04 16:40:00,53,4,106,163
2024-03-04 16:50:00,35,1,101,137
2024-03-04 17:00:00,50,1,97,148
2024-03-04 17:10:00,52,1,96,149
2024-03-04 17:20:00,45,2,79,126
2024-03-04 17:30:00,39,1,89,129
2024-03-04 17:40:00,48,2,77,127
2024-03-04 17:50:00,38,0,83,121
2024-03-04 18:00:00,40,3,87,130
2024-03-04 18:10:00,30,0,85,115
2024-03-04 18:20:00,25,0,70,95
2024-03-04 18:30:00,28,1,70,99
2024-03-04 18:40:00,34,1,58,93
2024-03-04 18:50:00,33,1,62,96
2024-03-04 19:00:00,26,3,70,99
2024-03-04 19:10:00,33,2,58,93
2024-03-04 19:20:00,19,3,73,95
2024-03-04 19:30:00,19,2,58,79
2024-03-04 19:40:00,25,1,45,71
2024-03-04 19:50:00,18,1,34,53
2024-03-04 20:00:00,8,2,48,58
2024-03-04 20:10:00,6,0,40,46
2024-03-04 20:20:00,4,1,43,48
2024-03-04 20:30:00,3,0,46,49
2024-03-04 20:40:00,4,1,40,45
2024-03-04 20:50:00,2,2,39,43
2024-03-04 21:00:00,4,0,35,39
2024-03-04 21:10:00,4,0,46,50
2024-03-04 21:20:00,3,1,32,36
2024-03-04 21:30:00,2,1,31,34
2024-03-04 21:40:00,0,0,31,31
2024-03-04 21:50:00,2,1,25,28
2024-03-04 22:00:00,4,1,34,39
2024-03-04 22:10:00,15,6,24,45
2024-03-04 22:20:00,48,11,32,91
2024-03-04 22:30:00,11,2,29,42
2024-03-04 22:40:00,1,0,17,18
2024-03-04 22:50:00,1,1,21,23
2024-03-04 23:00:00,0,0,22,22
2024-03-04 23:10:00,2,0,17,19
2024-03-04 23:20:00,1,1,14,16
2024-03-04 23:30:00,2,0,10,12
2024-03-04 23:40:00,3,0,8,11
2024-03-04 23:50:00,0,0,9,9
2024-03-05 00:00:00,0,0,11,11
2024-03-05 00:10:00,2,1,8,11
2024-03-05 00:20:00,0,0,6,6
2024-03-05 00:30:00,1,0,3,4
2024-03-05 00:40:00,0,0,3,3
2024-03-05 00:50:00,1,0,4,5
2024-03-05 01:00:00,0,0,2,2
2024-03-05 01:10:00,1,1,1,3
2024-03-05 01:20:00,1,0,4,5
2024-03-05 01:30:00,1,1,5,7
2024-03-05 01:40:00,1,0,6,7
2024-03-05 01:50:00,0,0,3,3
2024-03-05 02:00:00,0,0,1,1
2024-03-05 02:10:00,0,0,1,1
2024-03-05 02:20:00,0,0,3,3
2024-03-05 02:30:00,2,0,3,5
2024-03-05 02:40:00,0,0,4,4
2024-03-05 02:50:00,0,0,3,3
2024-03-05 03:00:00,0,0,0,0
2024-03-05 03:10:00,0,0,1,1
2024-03-05 03:20:00,0,0,3,3
2024-03-05 03:30:00,0,0,2,2
2024-03-05 03:40:00,0,0,3,3
2024-03-05 03:50:00,0,0,4,4
2024-03-05 04:00:00,0,0,3,3
2024-03-05 04:10:00,0,0,2,2
2024-03-05 04:20:00,0,0,5,5
2024-03-05 04:30:00,0,0,3,3
2024-03-05 04:40:00,0,0,11,11
2024-03-05 04:50:00,0,0,5,5
2024-03-05 05:00:00,4,2,5,11
2024-03-05 05:10:00,3,0,13,16
2024-03-05 05:20:00,4,0,13,17
2024-03-05 05:30:00,3,0,13,16
2024-03-05 05:40:00,7,0,24,31
2024-03-05 05:50:00,5,1,15,21
2024-03-05 06:00:00,13,1,25,39
2024-03-05 06:10:00,5,0,21,26
2024-03-05 06:20:00,12,3,41,56
2024-03-05 06:30:00,11,0,37,48
2024-03-05 06:40:00,8,1,44,53
2024-03-05 06:50:00,18,0,39,57
2024-03-05 07:00:00,18,1,48,67
2024-03-05 07:10:00,23,2,57,82
2024-03-05 07:20:00,24,6,63,93
2024-03-05 07:30:00,26,3,86,115
2024-03-05 07:40:00,40,1,63,104
2024-03-05 07:50:00,24,1,88,113
2024-03-05 08:00:00,30,0,61,91
2024-03-05 08:10:00,34,2,72,108
2024-03-05 08:20:00,32,3,83,118
2024-03-05 08:30:00,25,0,75,100
2024-03-05 08:40:00,38,1,81,120
2024-03-05 08:50:00,24,1,76,101
2024-03-05 09:00:00,34,2,74,110
2024-03-05 09:10:00,28,1,66,95
2024-03-05 09:20:00,25,4,77,106
2024-03-05 09:30:00,32,1,79,112
2024-03-05 09:40:00,13,1,71,85
2024-03-05 09:50:00,30,4,92,126
2024-03-05 10:00:00,28,0,77,105
2024-03-05 10:10:00,24,0,56,80
2024-03-05 10:20:00,19,4,79,102
2024-03-05 10:30:00,29,1,86,116
2024-03-05 10:40:00,35,1,74,110
2024-03-05 10:50:00,28,4,73,105
2024-03-05 11:00:00,39,4,74,117
2024-03-05 11:10:00,30,1,55,86
2024-03-05 11:20:00,31,0,57,88
2024-03-05 11:30:00,36,6,73,115
2024-03-05 11:40:00,35,15,75,125
2024-03-05 11:50:00,39,5,83,127
2024-03-05 12:00:00,44,2,68,114
2024-03-05 12:10:00,33,0,79,112
2024-03-05 12:20:00,25,8,94,127
2024-03-05 12:30:00,36,15,64,115
2024-03-05 12:40:00,46,7,83,136
2024-03-05 12:50:00,38,1,71,110
2024-03-05 13:00:00,47,1,71,119
2024-03-05 13:10:00,36,0,64,100
2024-03-05 13:20:00,39,1,61,101
2024-03-05 13:30:00,42,3,75,120
2024-03-05 13:40:00,48,2,74,124
2024-03-05 13:50:00,38,1,79,118
2024-03-05 14:00:00,34,1,81,116
2024-03-05 14:10:00,30,0,69,99
2024-03-05 14:20:00,51,0,84,135
2024-03-05 14:30:00,39,2,72,113
2024-03-05 14:40:00,36,3,78,117
2024-03-05 14:50:00,47,2,80,129
2024-03-05 15:00:00,45,1,82,128
2024-03-05 15:10:00,46,1,90,137
2024-03-05 15:20:00,34,1,87,122
2024-03-05 15:30:00,35,1,90,126
