datetime,D51Z,D52Z,D53Z,D54Z,D71Z,D72Z,D91Z,D92Z,D93Z,D94Z,Total
2024-03-01 09:50:00,32,29,39,30,43,41,70,75,73,74,506
2024-03-01 10:00:00,26,25,28,24,34,33,76,65,74,66,451
2024-03-01 10:10:00,42,31,42,35,42,40,87,75,83,71,548
2024-03-01 10:20:00,25,29,25,30,42,41,73,58,80,53,456
2024-03-01 10:30:00,30,31,32,36,47,48,76,58,70,56,484
2024-03-01 10:40:00,31,39,35,42,38,37,69,74,63,78,506
2024-03-01 10:50:00,39,33,39,31,34,34,78,57,77,55,477
2024-03-01 11:00:00,32,30,40,33,41,39,74,71,74,71,505
2024-03-01 11:10:00,41,24,44,25,37,38,67,61,71,63,471
2024-03-01 11:20:00,34,39,35,41,44,38,76,74,74,70,525
2024-03-01 11:30:00,35,26,37,25,44,41,63,66,66,67,470
2024-03-01 11:40:00,41,29,49,33,31,32,89,78,85,79,546
2024-03-01 11:50:00,34,33,34,29,48,48,62,71,59,73,491
2024-03-01 12:00:00,25,26,25,27,31,32,73,70,78,68,455
2024-03-01 12:10:00,34,38,39,39,34,33,71,62,66,61,477
2024-03-01 12:20:00,38,35,39,33,34,35,70,54,66,55,459
2024-03-01 12:30:00,31,27,35,30,52,51,80,77,80,80,543
2024-03-01 12:40:00,30,26,33,27,57,57,73,60,71,60,494
2024-03-01 12:50:00,28,29,33,35,36,36,81,79,77,79,513
2024-03-01 13:00:00,32,34,33,32,54,52,76,73,80,75,541
2024-03-01 13:10:00,32,26,31,27,50,49,76,72,71,69,503
2024-03-01 13:20:00,36,30,42,30,36,36,63,76,59,76,484
2024-03-01 13:30:00,42,31,45,33,45,43,72,71,75,72,529
2024-03-01 13:40:00,24,26,29,27,36,38,70,65,69,63,447
2024-03-01 13:50:00,32,28,33,27,43,38,69,75,71,79,495
2024-03-01 14:00:00,26,28,31,33,41,42,63,64,63,64,455
2024-03-01 14:10:00,31,33,31,33,51,53,81,66,73,70,522
2024-03-01 14:20:00,35,25,35,26,39,37,71,64,63,67,462
2024-03-01 14:30:00,34,35,35,36,50,48,61,61,61,64,485
2024-03-01 14:40:00,29,35,27,36,60,62,69,52,69,51,490
2024-03-01 14:50:00,31,32,37,35,37,35,74,83,69,85,518
2024-03-01 15:00:00,33,26,31,23,44,43,72,58,70,60,460
2024-03-01 15:10:00,32,26,32,27,40,42,69,61,68,63,460
2024-03-01 15:20:00,37,26,36,30,51,47,72,68,66,61,494
2024-03-01 15:30:00,31,33,34,32,47,46,85,80,85,85,558
2024-03-01 15:40:00,24,26,24,25,35,35,72,69,73,69,452
2024-03-01 15:50:00,43,26,50,30,49,48,61,71,61,65,504
2024-03-01 16:00:00,38,25,39,32,42,40,59,66,59,68,468
2024-03-01 16:10:00,31,23,33,22,51,52,58,60,57,61,448
2024-03-01 16:20:00,25,25,28,25,37,36,66,68,62,66,438
2024-03-01 16:30:00,32,26,33,27,48,48,66,63,68,57,468
2024-03-01 16:40:00,37,30,43,29,37,37,80,65,80,66,504
2024-03-01 16:50:00,28,27,32,30,48,48,75,64,66,66,484
2024-03-01 17:00:00,30,29,31,26,43,42,71,67,68,70,477
2024-03-01 17:10:00,29,31,31,32,33,32,66,77,60,70,461
2024-03-01 17:20:00,26,24,31,23,40,38,76,50,76,49,433
2024-03-01 17:30:00,35,24,38,26,39,39,70,68,71,69,479
2024-03-01 17:40:00,29,33,29,30,33,30,71,74,69,77,475
2024-03-01 17:50:00,32,19,31,19,35,30,81,84,78,85,494
2024-03-01 18:00:00,26,25,31,26,48,46,72,72,73,75,494
2024-03-01 18:10:00,32,26,37,26,39,42,72,77,70,79,500
2024-03-01 18:20:00,29,23,31,22,38,34,54,53,51,58,393
2024-03-01 18:30:00,32,27,31,31,52,47,51,56,59,54,440
2024-03-01 18:40:00,25,25,25,27,36,38,69,68,65,66,444
2024-03-01 18:50:00,38,37,36,37,34,30,63,79,66,83,503
2024-03-01 19:00:00,24,21,20,25,46,45,58,65,56,65,425
2024-03-01 19:10:00,24,16,26,17,43,41,52,52,45,51,367
2024-03-01 19:20:00,26,23,23,23,31,26,48,57,43,58,358
2024-03-01 19:30:00,21,21,24,21,38,34,50,53,48,57,367
2024-03-01 19:40:00,22,17,22,20,31,34,60,62,61,62,391
2024-03-01 19:50:00,21,18,19,22,34,31,46,39,44,39,313
2024-03-01 20:00:00,14,13,15,15,27,24,44,41,43,42,278
2024-03-01 20:10:00,23,20,21,24,25,23,41,49,42,50,318
2024-03-01 20:20:00,14,12,15,12,25,24,47,41,43,38,271
2024-03-01 20:30:00,19,16,20,16,31,30,34,39,32,38,275
2024-03-01 20:40:00,13,10,12,11,24,20,43,41,43,40,257
2024-03-01 20:50:00,17,8,15,10,24,22,33,26,30,28,213
2024-03-01 21:00:00,16,10,20,10,17,16,43,31,41,36,240
2024-03-01 21:10:00,21,16,25,19,26,29,25,24,24,27,236
2024-03-01 21:20:00,11,15,13,13,11,10,48,51,47,49,268
2024-03-01 21:30:00,11,15,11,15,30,28,32,33,33,32,240
2024-03-01 21:40:00,14,12,16,13,19,18,29,34,30,34,219
2024-03-01 21:50:00,14,11,16,9,14,11,31,29,32,30,197
2024-03-01 22:00:00,10,12,13,12,28,27,33,36,29,35,235
2024-03-01 22:10:00,19,7,15,8,15,13,22,28,23,27,177
2024-03-01 22:20:00,9,12,10,11,18,17,35,22,34,21,189
2024-03-01 22:30:00,9,15,10,15,14,15,22,26,22,25,173
2024-03-01 22:40:00,18,11,19,12,15,13,32,26,33,27,206
2024-03-01 22:50:00,9,5,11,7,18,13,27,23,25,22,160
2024-03-01 23:00:00,12,11,13,11,21,19,30,24,33,23,197
2024-03-01 23:10:00,14,9,17,10,15,10,24,23,25,24,171
2024-03-01 23:20:00,12,13,9,15,17,16,30,16,29,14,171
2024-03-01 23:30:00,16,7,19,8,15,15,19,17,20,16,152
2024-03-01 23:40:00,14,10,16,10,13,11,30,28,32,28,192
2024-03-01 23:50:00,16,9,16,10,10,8,16,15,13,13,126
2024-03-02 00:00:00,11,6,11,6,9,8,18,10,21,10,110
2024-03-02 00:10:00,7,4,6,5,16,15,20,11,19,11,114
2024-03-02 00:20:00,12,9,11,9,15,12,16,16,14,16,130
2024-03-02 00:30:00,6,5,5,4,5,4,10,19,9,17,84
2024-03-02 00:40:00,8,5,10,5,14,11,10,9,12,8,92
2024-03-02 00:50:00,5,11,6,12,8,9,15,10,13,11,100
2024-03-02 01:00:00,9,1,9,1,1,0,6,8,8,7,50
2024-03-02 01:10:00,6,5,6,5,5,6,13,3,10,2,61
2024-03-02 01:20:00,5,4,3,4,9,9,12,10,10,8,74
2024-03-02 01:30:00,7,1,7,2,5,6,9,9,9,8,63
2024-03-02 01:40:00,2,3,3,3,4,4,8,11,7,10,55
2024-03-02 01:50:00,5,3,5,3,9,7,8,6,8,6,60
2024-03-02 02:00:00,1,4,1,4,5,4,14,10,13,9,65
2024-03-02 02:10:00,6,4,7,5,8,6,9,3,11,2,61
2024-03-02 02:20:00,4,6,4,6,4,4,5,4,5,4,46
2024-03-02 02:30:00,6,3,7,4,8,6,12,8,12,7,73
2024-03-02 02:40:00,3,4,4,4,3,3,11,5,11,3,51
2024-03-02 02:50:00,5,1,5,2,2,1,10,6,9,6,47
2024-03-02 03:00:00,1,3,1,3,1,1,4,4,4,4,26
2024-03-02 03:10:00,0,0,0,0,1,0,4,3,1,4,13
2024-03-02 03:20:00,2,4,2,4,4,2,7,5,7,5,42
2024-03-02 03:30:00,0,2,0,2,2,3,3,3,3,3,21
2024-03-02 03:40:00,2,0,2,0,2,3,5,4,5,4,27
2024-03-02 03:50:00,3,1,3,1,1,1,8,9,6,8,41
2024-03-02 04:00:00,1,2,2,2,5,5,9,2,9,2,39
2024-03-02 04:10:00,3,0,2,0,4,3,5,3,4,3,27
2024-03-02 04:20:00,3,1,2,4,0,0,8,3,6,2,29
2024-03-02 04:30:00,3,2,4,3,0,0,15,6,13,5,51
2024-03-02 04:40:00,1,3,1,3,4,4,6,5,5,5,37
2024-03-02 04:50:00,2,1,2,2,3,1,10,6,9,6,42
2024-03-02 05:00:00,3,2,3,2,1,1,11,5,9,3,40
2024-03-02 05:10:00,1,2,1,2,4,4,12,7,11,5,49
2024-03-02 05:20:00,4,8,4,8,9,8,15,7,16,7,86
2024-03-02 05:30:00,7,8,7,8,7,7,22,11,21,11,109
2024-03-02 05:40:00,6,6,7,7,9,8,17,10,17,10,97
2024-03-02 05:50:00,7,4,3,4,4,4,10,10,10,9,65
2024-03-02 06:00:00,7,7,6,8,7,5,10,7,11,6,74
2024-03-02 06:10:00,3,5,3,5,9,9,14,16,13,16,93
2024-03-02 06:20:00,3,6,4,6,5,5,10,12,8,12,71
2024-03-02 06:30:00,10,5,10,6,4,5,14,15,13,15,97
2024-03-02 06:40:00,12,9,13,10,10,10,16,12,16,12,120
2024-03-02 06:50:00,6,6,4,6,5,5,20,9,21,8,90
2024-03-02 07:00:00,6,6,7,7,8,7,14,11,15,12,93
2024-03-02 07:10:00,5,3,7,3,9,9,18,13,15,12,94
2024-03-02 07:20:00,7,8,8,9,7,7,12,9,15,9,91
2024-03-02 07:30:00,6,10,8,10,11,9,29,28,29,24,164
2024-03-02 07:40:00,6,7,5,7,10,11,22,17,21,17,123
2024-03-02 07:50:00,8,10,10,11,8,8,22,28,23,26,154
2024-03-02 08:00:00,8,11,9,9,9,9,32,19,31,19,156
2024-03-02 08:10:00,8,10,10,11,14,14,34,22,33,22,178
2024-03-02 08:20:00,14,9,14,8,12,12,28,20,24,19,160
2024-03-02 08:30:00,10,14,10,15,9,8,24,25,25,25,165
2024-03-02 08:40:00,14,14,10,15,17,17,36,38,32,39,232
2024-03-02 08:50:00,17,11,20,12,19,19,35,35,36,34,238
2024-03-02 09:00:00,19,16,21,19,9,10,40,32,36,33,235
2024-03-02 09:10:00,12,15,11,15,16,14,53,41,52,42,271
2024-03-02 09:20:00,19,19,19,21,21,21,53,49,49,50,321
2024-03-02 09:30:00,18,19,20,21,26,22,53,47,54,49,329
2024-03-02 09:40:00,29,20,30,22,27,26,59,58,56,59,386
2024-03-02 09:50:00,26,29,19,29,27,26,59,62,58,60,395
2024-03-02 10:00:00,29,29,33,29,30,30,63,51,65,53,412
2024-03-02 10:10:00,15,19,18,20,17,17,67,61,65,60,359
2024-03-02 10:20:00,23,24,28,24,28,30,55,60,51,60,383
2024-03-02 10:30:00,25,16,24,17,35,30,62,66,63,67,405
2024-03-02 10:40:00,28,27,28,29,28,27,59,58,59,59,402
2024-03-02 10:50:00,34,24,35,23,28,29,75,63,69,60,440
2024-03-02 11:00:00,30,25,27,26,40,36,47,51,46,54,382
2024-03-02 11:10:00,27,33,28,33,23,23,70,70,69,74,450
2024-03-02 11:20:00,18,21,17,25,30,29,79,81,73,79,452
2024-03-02 11:30:00,28,25,30,25,34,37,61,71,60,72,443
2024-03-02 11:40:00,20,25,28,27,22,23,75,80,75,79,454
2024-03-02 11:50:00,26,28,30,28,38,37,59,69,61,65,441
2024-03-02 12:00:00,32,29,34,29,27,27,69,53,70,55,425
2024-03-02 12:10:00,26,33,26,33,31,32,73,64,67,63,448
2024-03-02 12:20:00,25,17,25,19,36,34,86,78,82,80,482
2024-03-02 12:30:00,21,18,25,21,39,39,70,73,72,72,450
2024-03-02 12:40:00,31,27,38,28,30,30,71,64,72,65,456
2024-03-02 12:50:00,28,23,27,24,36,35,76,65,79,63,456
2024-03-02 13:00:00,28,29,30,28,40,39,79,75,76,75,499
2024-03-02 13:10:00,25,25,32,30,46,48,76,67,74,68,491
2024-03-02 13:20:00,23,25,25,26,28,25,76,60,77,61,426
2024-03-02 13:30:00,33,28,34,29,31,31,75,67,71,64,463
2024-03-02 13:40:00,30,25,34,25,38,37,64,66,64,66,449
2024-03-02 13:50:00,39,24,35,26,35,33,62,60,61,62,437
2024-03-02 14:00:00,28,28,32,29,29,28,82,91,80,89,516
2024-03-02 14:10:00,35,29,37,29,35,35,74,73,72,80,499
2024-03-02 14:20:00,28,23,30,26,41,42,76,79,74,78,497
2024-03-02 14:30:00,26,27,25,30,24,20,79,87,80,88,486
2024-03-02 14:40:00,25,32,28,31,36,37,80,82,86,85,522
2024-03-02 14:50:00,23,24,25,24,43,41,83,87,76,81,507
2024-03-02 15:00:00,22,23,26,26,32,32,79,75,81,81,477
2024-03-02 15:10:00,36,27,36,26,46,43,71,68,72,65,490
2024-03-02 15:20:00,27,25,26,28,41,38,77,71,73,69,475
2024-03-02 15:30:00,25,25,32,26,43,39,67,65,70,68,460
2024-03-02 15:40:00,25,23,28,24,29,28,70,69,65,69,430
2024-03-02 15:50:00,26,20,27,21,34,36,65,64,61,64,418
2024-03-02 16:00:00,23,20,25,23,19,18,59,69,56,69,381
2024-03-02 16:10:00,30,29,29,26,28,28,65,65,65,63,428
2024-03-02 16:20:00,24,17,25,20,26,25,63,59,53,62,374
2024-03-02 16:30:00,16,18,19,20,34,34,66,57,64,56,384
2024-03-02 16:40:00,24,25,26,23,29,32,65,65,62,72,423
2024-03-02 16:50:00,32,24,33,22,34,28,83,82,81,78,497
2024-03-02 17:00:00,23,20,23,20,26,27,69,65,75,60,408
2024-03-02 17:10:00,29,25,34,28,31,29,78,80,75,82,491
2024-03-02 17:20:00,26,26,29,24,43,44,59,62,53,63,429
2024-03-02 17:30:00,21,19,21,25,35,31,72,71,66,72,433
2024-03-02 17:40:00,32,27,31,23,43,40,90,87,86,95,554
2024-03-02 17:50:00,24,23,26,23,43,42,72,75,77,75,480
2024-03-02 18:00:00,26,13,28,16,60,55,65,84,74,82,503
2024-03-02 18:10:00,19,31,20,27,41,37,78,82,78,81,494
2024-03-02 18:20:00,28,25,27,28,45,45,70,81,62,75,486
2024-03-02 18:30:00,24,20,27,24,41,40,65,61,65,60,427
2024-03-02 18:40:00,36,31,41,32,37,36,71,73,69,74,500
2024-03-02 18:50:00,26,30,23,29,47,42,60,74,60,74,465
2024-03-02 19:00:00,28,24,28,23,38,39,51,56,53,60,400
2024-03-02 19:10:00,26,16,28,20,30,31,60,63,50,63,387
2024-03-02 19:20:00,29,26,33,24,38,36,59,58,57,60,420
2024-03-02 19:30:00,14,13,17,13,25,23,53,46,53,43,300
2024-03-02 19:40:00,19,24,19,24,44,40,48,51,46,53,368
2024-03-02 19:50:00,26,21,30,21,31,27,57,54,54,54,375
2024-03-02 20:00:00,19,14,19,13,27,28,34,49,38,48,289
2024-03-02 20:10:00,24,16,23,17,21,17,47,51,47,50,313
2024-03-02 20:20:00,23,8,27,9,29,28,45,37,42,35,283
2024-03-02 20:30:00,17,12,16,13,23,23,45,46,49,45,289
2024-03-02 20:40:00,8,9,9,11,25,23,41,27,39,27,219
2024-03-02 20:50:00,17,9,13,9,22,23,40,30,42,28,233
2024-03-02 21:00:00,12,10,15,12,25,21,38,40,37,43,253
2024-03-02 21:10:00,12,10,14,12,20,17,39,42,37,42,245
2024-03-02 21:20:00,15,12,20,13,21,22,28,27,29,24,211
2024-03-02 21:30:00,17,9,15,9,13,13,41,27,40,26,210
2024-03-02 21:40:00,9,7,9,7,14,13,28,37,27,38,189
2024-03-02 21:50:00,13,10,15,13,17,15,35,38,36,36,228
2024-03-02 22:00:00,11,13,14,14,19,16,37,32,36,33,225
2024-03-02 22:10:00,11,12,13,11,26,21,37,32,37,30,230
2024-03-02 22:20:00,13,10,10,14,25,28,36,28,33,25,222
2024-03-02 22:30:00,8,11,8,11,31,29,37,33,32,34,234
2024-03-02 22:40:00,12,10,11,10,8,8,37,21,29,24,170
2024-03-02 22:50:00,18,10,22,11,27,24,32,21,31,23,219
2024-03-02 23:00:00,16,15,18,14,17,14,31,36,31,35,227
2024-03-02 23:10:00,13,9,14,9,22,17,31,43,31,40,229
2024-03-02 23:20:00,6,4,5,4,18,17,28,24,27,24,157
2024-03-02 23:30:00,14,9,14,9,10,7,33,26,31,25,178
2024-03-02 23:40:00,14,11,14,13,23,19,19,21,22,21,177
2024-03-02 23:50:00,12,12,11,12,10,10,25,18,24,17,151
2024-03-03 00:00:00,8,5,9,6,9,9,21,22,19,22,130
2024-03-03 00:10:00,11,12,11,13,11,8,17,18,16,17,134
2024-03-03 00:20:00,10,7,10,7,12,10,15,10,14,11,106
2024-03-03 00:30:00,7,6,7,6,8,7,13,12,11,12,89
2024-03-03 00:40:00,5,9,6,11,16,15,25,11,20,12,130
2024-03-03 00:50:00,9,2,9,2,8,6,19,17,17,17,106
2024-03-03 01:00:00,4,13,4,13,16,14,21,13,18,13,129
2024-03-03 01:10:00,7,9,9,8,11,11,18,13,15,12,113
2024-03-03 01:20:00,2,5,2,6,10,7,12,13,11,13,81
2024-03-03 01:30:00,3,3,4,4,8,6,18,11,17,11,85
2024-03-03 01:40:00,5,4,4,5,6,6,15,8,14,7,74
2024-03-03 01:50:00,6,7,6,7,6,6,7,8,7,9,69
2024-03-03 02:00:00,2,1,3,2,4,3,12,8,12,7,54
2024-03-03 02:10:00,8,2,4,2,5,5,9,12,8,11,66
2024-03-03 02:20:00,5,5,7,5,7,7,11,8,8,8,71
2024-03-03 02:30:00,4,3,7,5,7,5,11,10,11,9,72
2024-03-03 02:40:00,2,1,2,1,9,8,9,10,9,9,60
2024-03-03 02:50:00,3,4,3,6,5,5,14,8,10,7,65
2024-03-03 03:00:00,5,4,5,5,5,5,2,3,2,3,39
2024-03-03 03:10:00,4,2,3,2,1,0,7,3,7,3,32
2024-03-03 03:20:00,2,1,2,2,6,6,9,3,9,3,43
2024-03-03 03:30:00,1,3,5,4,4,4,6,2,6,2,37
2024-03-03 03:40:00,1,3,3,2,5,4,7,3,6,2,36
2024-03-03 03:50:00,1,2,1,1,5,2,7,3,8,2,32
2024-03-03 04:00:00,3,1,4,2,1,2,7,1,6,1,28
2024-03-03 04:10:00,1,2,1,2,9,9,5,3,4,2,38
2024-03-03 04:20:00,1,1,1,1,3,4,4,6,4,6,31
2024-03-03 04:30:00,2,0,2,0,4,4,5,2,4,2,25
2024-03-03 04:40:00,1,2,2,2,2,2,9,5,8,4,37
2024-03-03 04:50:00,2,4,0,4,2,2,4,6,5,5,34
2024-03-03 05:00:00,2,1,2,2,5,5,12,10,11,9,59
2024-03-03 05:10:00,3,3,4,3,2,1,11,6,11,6,50
2024-03-03 05:20:00,4,1,4,2,6,5,13,6,12,6,59
2024-03-03 05:30:00,5,7,6,6,3,5,17,7,16,6,78
2024-03-03 05:40:00,2,2,2,3,6,7,17,4,17,4,64
2024-03-03 05:50:00,0,3,0,3,2,0,15,5,15,5,48
2024-03-03 06:00:00,1,0,2,1,4,4,12,3,12,2,41
2024-03-03 06:10:00,3,4,2,4,5,4,12,5,11,5,55
2024-03-03 06:20:00,1,3,1,3,5,5,8,4,6,5,41
2024-03-03 06:30:00,5,5,6,5,2,2,13,3,12,2,55
2024-03-03 06:40:00,5,3,5,3,4,4,5,4,5,4,42
2024-03-03 06:50:00,1,1,1,1,5,3,5,5,5,5,32
2024-03-03 07:00:00,2,2,2,2,2,2,14,5,12,5,48
2024-03-03 07:10:00,5,2,6,2,4,4,7,5,5,4,44
2024-03-03 07:20:00,3,1,3,1,7,6,7,5,8,5,46
2024-03-03 07:30:00,4,2,3,3,5,5,7,6,6,6,47
2024-03-03 07:40:00,7,3,7,2,3,3,7,5,6,5,48
2024-03-03 07:50:00,6,0,6,0,5,5,13,2,13,2,52
2024-03-03 08:00:00,4,1,4,2,2,2,13,8,13,8,57
2024-03-03 08:10:00,9,6,12,8,8,9,11,13,10,15,101
2024-03-03 08:20:00,4,7,3,4,4,2,12,11,11,10,68
2024-03-03 08:30:00,7,2,7,2,4,5,20,14,18,13,92
2024-03-03 08:40:00,9,10,11,10,8,8,11,13,10,13,103
2024-03-03 08:50:00,4,7,6,6,8,9,16,5,15,4,80
2024-03-03 09:00:00,11,4,9,5,6,5,28,13,30,13,124
2024-03-03 09:10:00,14,11,16,13,9,10,21,17,18,17,146
2024-03-03 09:20:00,14,13,12,14,14,14,18,14,16,12,141
2024-03-03 09:30:00,5,10,6,11,17,17,35,20,35,18,174
2024-03-03 09:40:00,22,17,23,19,33,31,35,21,36,22,259
2024-03-03 09:50:00,14,18,15,19,22,23,35,23,31,24,224
2024-03-03 10:00:00,11,13,8,15,26,26,40,23,38,22,222
2024-03-03 10:10:00,16,13,16,13,19,17,36,30,36,31,227
2024-03-03 10:20:00,15,16,16,18,19,19,38,24,38,23,226
2024-03-03 10:30:00,9,19,11,19,19,18,29,29,27,31,211
2024-03-03 10:40:00,14,17,16,16,18,18,52,36,52,34,273
2024-03-03 10:50:00,24,17,23,17,18,17,39,38,40,35,268
2024-03-03 11:00:00,17,15,17,17,24,25,42,24,40,25,246
2024-03-03 11:10:00,23,15,22,16,30,27,41,37,41,35,287
2024-03-03 11:20:00,21,19,24,21,21,20,39,43,41,43,292
2024-03-03 11:30:00,19,19,19,20,30,30,39,38,36,38,288
2024-03-03 11:40:00,20,19,20,18,31,30,40,26,38,26,268
2024-03-03 11:50:00,19,15,23,17,34,32,48,37,48,37,310
2024-03-03 12:00:00,19,10,18,11,24,23,47,34,47,35,268
2024-03-03 12:10:00,23,16,25,18,34,32,54,34,52,34,322
2024-03-03 12:20:00,34,27,38,30,22,23,59,50,56,51,390
2024-03-03 12:30:00,21,25,24,27,33,33,42,29,42,26,302
2024-03-03 12:40:00,23,24,23,22,29,29,56,48,50,49,353
2024-03-03 12:50:00,29,19,33,18,35,34,56,42,53,42,361
2024-03-03 13:00:00,28,22,27,26,35,34,56,41,54,39,362
2024-03-03 13:10:00,27,21,25,23,42,43,57,47,56,48,389
2024-03-03 13:20:00,30,21,27,26,41,39,62,41,61,40,388
2024-03-03 13:30:00,23,20,21,20,26,24,49,46,50,45,324
2024-03-03 13:40:00,29,20,33,25,37,36,49,51,46,52,378
2024-03-03 13:50:00,29,29,29,28,35,33,47,46,44,47,367
2024-03-03 14:00:00,23,27,21,29,42,42,60,42,60,42,388
2024-03-03 14:10:00,29,28,24,26,30,28,48,38,46,38,335
2024-03-03 14:20:00,26,23,25,25,45,46,58,51,57,53,409
2024-03-03 14:30:00,22,22,22,26,29,29,70,54,65,54,393
2024-03-03 14:40:00,32,21,36,25,56,51,44,53,50,57,425
2024-03-03 14:50:00,20,22,23,23,46,46,73,64,67,60,444
2024-03-03 15:00:00,24,20,24,23,47,46,62,47,60,47,400
2024-03-03 15:10:00,31,29,40,32,38,38,59,58,52,58,435
2024-03-03 15:20:00,33,20,29,23,40,40,53,45,50,45,378
2024-03-03 15:30:00,25,17,24,18,32,30,46,36,46,37,311
2024-03-03 15:40:00,30,26,30,28,31,28,62,62,58,61,416
2024-03-03 15:50:00,32,28,31,26,31,31,61,61,60,62,423
2024-03-03 16:00:00,37,21,31,30,24,22,67,55,68,53,408
2024-03-03 16:10:00,38,29,39,26,36,35,65,48,64,45,425
2024-03-03 16:20:00,29,26,34,26,25,23,59,54,63,53,392
2024-03-03 16:30:00,27,24,28,23,32,33,59,52,56,53,387
2024-03-03 16:40:00,34,22,38,23,38,39,54,48,55,50,401
2024-03-03 16:50:00,31,21,34,19,39,35,51,48,52,49,379
2024-03-03 17:00:00,27,20,26,19,26,24,62,60,60,61,385
2024-03-03 17:10:00,32,29,38,28,34,30,55,48,56,49,399
2024-03-03 17:20:00,39,25,37,25,35,34,50,45,42,45,377
2024-03-03 17:30:00,24,19,29,17,32,30,75,61,73,61,421
2024-03-03 17:40:00,28,20,29,20,27,27,60,55,54,56,376
2024-03-03 17:50:00,28,29,28,32,31,31,62,58,59,59,417
2024-03-03 18:00:00,27,21,30,21,39,36,62,62,63,64,425
2024-03-03 18:10:00,29,21,33,22,30,29,69,70,69,74,446
2024-03-03 18:20:00,33,26,33,27,35,34,55,44,50,37,374
2024-03-03 18:30:00,19,20,23,22,18,21,46,47,45,43,304
2024-03-03 18:40:00,20,18,27,19,37,36,49,50,49,50,355
2024-03-03 18:50:00,17,12,19,12,33,35,50,46,48,46,318
