datetime,D11Z,D12Z,D21Z,D22Z,D52Z,D81Z,D111Z,D112Z,D113Z,D114Z,Total
2024-03-08 10:00:00,16,16,20,30,46,6,34,30,37,32,267
2024-03-08 10:10:00,27,27,29,44,55,5,48,25,49,28,337
2024-03-08 10:20:00,33,34,18,51,51,7,33,29,34,27,317
2024-03-08 10:30:00,30,34,18,43,50,4,37,23,38,25,302
2024-03-08 10:40:00,34,39,22,42,43,7,41,21,42,23,314
2024-03-08 10:50:00,28,28,23,42,50,8,40,30,38,31,318
2024-03-08 11:00:00,33,33,20,47,35,7,31,29,28,30,293
2024-03-08 11:10:00,24,27,24,48,39,6,38,41,27,39,313
2024-03-08 11:20:00,29,34,32,58,49,14,29,22,28,25,320
2024-03-08 11:30:00,30,32,34,57,56,7,26,29,26,32,329
2024-03-08 11:40:00,38,40,24,54,49,10,44,33,44,31,367
2024-03-08 11:50:00,35,39,23,54,65,7,40,28,42,33,366
2024-03-08 12:00:00,57,59,26,72,53,5,32,28,31,31,394
2024-03-08 12:10:00,47,50,19,59,74,4,37,28,37,28,383
2024-03-08 12:20:00,36,40,27,73,68,11,54,34,34,39,416
2024-03-08 12:30:00,52,55,23,86,60,14,50,36,54,43,473
2024-03-08 12:40:00,48,51,26,84,49,11,53,40,58,43,463
2024-03-08 12:50:00,48,48,15,57,57,4,41,40,40,39,389
2024-03-08 13:00:00,62,65,17,74,79,13,59,37,58,42,506
2024-03-08 13:10:00,50,52,12,58,77,14,53,37,54,37,444
2024-03-08 13:20:00,64,63,21,70,65,15,35,44,36,45,458
2024-03-08 13:30:00,73,85,24,75,74,8,32,35,33,39,478
2024-03-08 13:40:00,42,41,18,51,80,9,36,36,35,37,385
2024-03-08 13:50:00,62,67,37,87,61,9,29,32,30,35,449
2024-03-08 14:00:00,54,59,20,65,79,9,33,31,33,29,412
2024-03-08 14:10:00,49,48,24,55,67,10,33,42,32,48,408
2024-03-08 14:20:00,54,49,24,69,79,10,45,23,33,20,406
2024-03-08 14:30:00,53,55,23,58,71,9,42,33,41,38,423
2024-03-08 14:40:00,54,57,26,64,72,8,39,41,40,42,443
2024-03-08 14:50:00,50,54,25,70,73,9,36,31,36,35,419
2024-03-08 15:00:00,50,55,28,71,75,6,38,28,38,25,414
2024-03-08 15:10:00,47,49,24,59,73,7,32,39,35,44,409
2024-03-08 15:20:00,56,58,22,65,83,9,49,34,50,36,462
2024-03-08 15:30:00,66,71,20,75,83,6,32,36,34,35,458
2024-03-08 15:40:00,70,73,26,74,60,11,55,45,56,43,513
2024-03-08 15:50:00,73,75,21,83,57,11,36,30,36,32,454
2024-03-08 16:00:00,74,73,27,75,81,16,40,35,40,40,501
2024-03-08 16:10:00,49,56,31,85,72,9,37,39,35,36,449
2024-03-08 16:20:00,48,50,31,71,62,8,48,36,50,42,446
2024-03-08 16:30:00,33,33,27,49,55,12,35,34,34,39,351
2024-03-08 16:40:00,39,42,30,53,64,5,57,38,56,39,423
2024-03-08 16:50:00,42,44,34,86,60,8,45,36,50,42,447
2024-03-08 17:00:00,44,43,24,57,54,6,33,32,36,33,362
2024-03-08 17:10:00,39,40,28,55,70,6,56,29,52,32,407
2024-03-08 17:20:00,46,55,23,62,60,15,51,38,51,38,439
2024-03-08 17:30:00,49,49,27,67,58,8,42,27,43,25,395
2024-03-08 17:40:00,39,40,19,51,60,7,50,32,50,37,385
2024-03-08 17:50:00,31,34,24,52,53,11,46,32,42,32,357
2024-03-08 18:00:00,33,35,19,52,51,7,38,33,41,33,342
2024-03-08 18:10:00,41,46,24,71,43,14,35,26,36,27,363
2024-03-08 18:20:00,36,36,16,52,64,11,40,34,39,33,361
2024-03-08 18:30:00,27,32,20,52,40,7,40,27,18,30,293
2024-03-08 18:40:00,27,30,30,44,63,7,55,25,38,25,344
2024-03-08 18:50:00,31,31,16,45,50,6,36,14,40,19,288
2024-03-08 19:00:00,21,22,25,49,40,7,28,24,30,25,271
2024-03-08 19:10:00,30,32,16,42,43,10,36,34,17,31,291
2024-03-08 19:20:00,22,26,21,42,43,9,38,18,37,18,274
2024-03-08 19:30:00,25,29,19,46,55,6,25,19,27,19,270
2024-03-08 19:40:00,23,24,20,40,47,4,35,28,36,29,286
2024-03-08 19:50:00,17,18,13,28,34,3,20,19,18,22,192
2024-03-08 20:00:00,17,21,17,28,30,3,21,11,22,15,185
2024-03-08 20:10:00,25,29,20,41,30,6,20,11,20,13,215
2024-03-08 20:20:00,19,22,14,29,37,7,21,21,22,20,212
2024-03-08 20:30:00,16,14,17,34,35,7,20,13,19,11,186
2024-03-08 20:40:00,10,13,15,23,29,7,31,23,35,21,207
2024-03-08 20:50:00,13,16,11,27,25,2,12,13,12,12,143
2024-03-08 21:00:00,13,15,18,28,27,9,23,11,25,12,181
2024-03-08 21:10:00,5,7,16,28,27,8,15,16,8,20,150
2024-03-08 21:20:00,13,13,10,22,31,3,16,14,16,14,152
2024-03-08 21:30:00,12,12,14,23,31,6,15,14,15,10,152
2024-03-08 21:40:00,11,8,11,15,31,5,18,13,19,14,145
2024-03-08 21:50:00,12,12,12,22,23,4,17,10,16,11,139
2024-03-08 22:00:00,11,13,7,18,27,5,14,16,13,14,138
2024-03-08 22:10:00,9,8,10,18,27,3,13,9,12,11,120
2024-03-08 22:20:00,8,8,8,16,43,3,14,14,16,9,139
2024-03-08 22:30:00,6,10,14,19,30,5,16,12,16,12,140
2024-03-08 22:40:00,9,9,8,15,32,7,9,13,11,12,125
2024-03-08 22:50:00,8,10,7,16,27,2,7,16,6,14,113
2024-03-08 23:00:00,4,6,7,10,26,3,11,7,6,7,87
2024-03-08 23:10:00,5,6,10,15,22,1,10,12,8,13,102
2024-03-08 23:20:00,9,10,13,20,15,2,12,10,12,8,111
2024-03-08 23:30:00,4,6,7,8,24,2,10,6,10,5,82
2024-03-08 23:40:00,7,7,6,12,17,1,11,13,11,11,96
2024-03-08 23:50:00,6,6,4,10,17,2,9,6,8,3,71
2024-03-09 00:00:00,3,5,5,7,14,0,4,4,5,3,50
2024-03-09 00:10:00,1,1,4,6,26,1,3,5,3,3,53
2024-03-09 00:20:00,4,4,4,8,17,0,7,10,6,10,70
2024-03-09 00:30:00,2,4,4,5,16,0,6,4,6,5,52
2024-03-09 00:40:00,4,2,6,7,8,1,5,7,5,6,51
2024-03-09 00:50:00,2,3,3,7,16,2,7,5,7,3,55
2024-03-09 01:00:00,2,2,3,4,12,3,7,5,7,5,50
2024-03-09 01:10:00,1,1,4,4,13,0,9,7,10,7,56
2024-03-09 01:20:00,2,4,7,8,9,0,5,4,3,2,44
2024-03-09 01:30:00,5,9,4,10,13,2,6,8,6,7,70
2024-03-09 01:40:00,4,3,4,4,10,2,6,3,6,2,44
2024-03-09 01:50:00,2,2,3,4,3,0,5,3,5,1,28
2024-03-09 02:00:00,1,1,0,2,7,2,4,5,5,4,31
2024-03-09 02:10:00,0,0,6,6,11,0,3,6,3,5,40
2024-03-09 02:20:00,0,0,3,5,9,0,3,4,3,4,31
2024-03-09 02:30:00,5,6,7,13,7,0,6,7,6,6,63
2024-03-09 02:40:00,2,2,2,4,5,0,0,3,1,3,22
2024-03-09 02:50:00,2,2,3,6,5,3,3,1,3,2,30
2024-03-09 03:00:00,2,2,4,7,4,0,6,5,5,5,40
2024-03-09 03:10:00,0,0,1,2,5,0,3,2,3,3,19
2024-03-09 03:20:00,5,5,6,10,2,1,2,3,1,4,39
2024-03-09 03:30:00,1,1,1,5,6,1,4,4,4,3,30
2024-03-09 03:40:00,1,2,2,3,3,0,3,4,3,3,24
2024-03-09 03:50:00,2,2,1,3,2,0,2,1,1,2,16
2024-03-09 04:00:00,3,3,6,8,7,2,6,6,5,6,52
2024-03-09 04:10:00,1,1,2,2,6,1,1,1,1,0,16
2024-03-09 04:20:00,2,2,1,3,5,1,1,4,2,3,24
2024-03-09 04:30:00,0,0,2,2,3,0,2,2,2,2,15
2024-03-09 04:40:00,1,1,2,2,0,0,0,2,0,2,10
2024-03-09 04:50:00,2,2,2,4,0,0,6,7,6,6,35
2024-03-09 05:00:00,3,3,3,5,6,1,6,5,4,2,38
2024-03-09 05:10:00,1,4,8,10,5,2,5,9,3,8,55
2024-03-09 05:20:00,1,4,6,7,7,1,8,7,7,4,52
2024-03-09 05:30:00,0,0,10,7,7,0,12,10,13,8,67
2024-03-09 05:40:00,3,4,5,7,10,0,7,8,7,6,57
2024-03-09 05:50:00,2,5,8,9,9,0,2,5,2,3,45
2024-03-09 06:00:00,5,8,7,9,9,0,3,6,3,6,56
2024-03-09 06:10:00,6,6,6,11,7,1,9,14,10,16,86
2024-03-09 06:20:00,5,7,9,13,10,2,13,18,12,11,100
2024-03-09 06:30:00,0,0,1,2,5,0,7,7,7,5,34
2024-03-09 06:40:00,5,7,3,10,15,1,9,12,8,9,79
2024-03-09 06:50:00,3,5,4,10,16,0,6,6,6,5,61
2024-03-09 07:00:00,4,4,6,12,7,0,10,6,10,5,64
2024-03-09 07:10:00,1,4,4,7,16,4,11,11,11,6,75
2024-03-09 07:20:00,7,7,11,19,14,5,10,11,10,9,103
2024-03-09 07:30:00,12,12,9,16,9,5,14,12,8,12,109
2024-03-09 07:40:00,5,8,10,15,11,0,9,13,10,12,93
2024-03-09 07:50:00,11,15,13,22,23,4,13,19,13,17,150
2024-03-09 08:00:00,13,15,10,22,13,5,17,16,16,16,143
2024-03-09 08:10:00,14,13,8,19,17,2,12,15,13,13,126
2024-03-09 08:20:00,9,11,7,17,16,3,17,19,17,18,134
2024-03-09 08:30:00,6,6,8,15,16,3,18,14,18,11,115
2024-03-09 08:40:00,12,14,16,24,26,6,21,19,22,20,180
2024-03-09 08:50:00,12,15,14,24,24,4,15,20,16,18,162
2024-03-09 09:00:00,12,12,16,26,21,4,18,20,17,17,163
2024-03-09 09:10:00,15,17,19,33,27,4,18,23,17,21,194
2024-03-09 09:20:00,10,16,14,27,30,6,27,23,28,23,204
2024-03-09 09:30:00,17,15,13,26,20,4,29,22,29,17,192
2024-03-09 09:40:00,14,16,8,26,37,6,35,23,34,22,221
2024-03-09 09:50:00,22,25,15,35,43,10,42,32,44,30,298
2024-03-09 10:00:00,13,13,17,25,36,3,32,31,34,23,227
2024-03-09 10:10:00,32,36,18,47,42,11,37,27,37,29,316
2024-03-09 10:20:00,36,37,23,51,35,5,25,28,25,22,287
2024-03-09 10:30:00,21,21,24,38,34,2,27,33,26,35,261
2024-03-09 10:40:00,27,27,22,43,37,7,30,30,31,31,285
2024-03-09 10:50:00,26,26,14,38,37,5,34,27,36,25,268
2024-03-09 11:00:00,22,21,22,40,30,3,27,32,27,30,254
2024-03-09 11:10:00,31,34,16,44,45,6,34,35,35,38,318
2024-03-09 11:20:00,18,20,19,33,36,14,29,30,29,30,258
2024-03-09 11:30:00,25,28,21,38,34,8,40,27,42,26,289
2024-03-09 11:40:00,33,34,15,45,46,3,38,34,39,30,317
2024-03-09 11:50:00,28,31,14,41,39,3,27,30,28,29,270
2024-03-09 12:00:00,32,31,16,43,32,5,24,21,30,22,256
2024-03-09 12:10:00,30,36,23,50,59,13,40,27,39,31,348
2024-03-09 12:20:00,27,33,11,37,46,6,30,24,30,29,273
2024-03-09 12:30:00,36,37,15,47,42,10,34,33,33,34,321
2024-03-09 12:40:00,31,28,23,45,39,7,28,31,29,33,294
2024-03-09 12:50:00,37,42,18,51,50,2,32,41,32,41,346
2024-03-09 13:00:00,28,29,15,47,55,7,40,30,40,30,321
2024-03-09 13:10:00,36,37,13,45,66,5,33,33,32,32,332
2024-03-09 13:20:00,31,36,17,53,43,9,35,22,36,25,307
2024-03-09 13:30:00,34,37,18,47,48,7,33,35,32,36,327
2024-03-09 13:40:00,27,29,16,43,46,3,33,33,34,35,299
2024-03-09 13:50:00,25,29,12,37,51,11,30,21,31,23,270
2024-03-09 14:00:00,37,39,17,48,30,12,25,32,27,33,300
2024-03-09 14:10:00,38,40,22,47,49,3,34,34,37,37,341
2024-03-09 14:20:00,27,31,22,41,46,11,25,28,27,26,284
2024-03-09 14:30:00,37,38,19,51,42,6,36,34,37,33,333
2024-03-09 14:40:00,34,36,24,56,57,11,34,31,35,33,351
2024-03-09 14:50:00,37,41,21,51,48,8,37,27,37,28,335
2024-03-09 15:00:00,31,30,23,58,54,6,31,25,30,28,316
2024-03-09 15:10:00,31,32,17,43,52,2,32,35,33,39,316
2024-03-09 15:20:00,18,22,15,33,43,0,38,29,43,28,269
2024-03-09 15:30:00,30,31,14,42,47,6,25,26,30,28,279
2024-03-09 15:40:00,28,31,17,49,40,5,24,37,22,38,291
2024-03-09 15:50:00,29,31,13,41,45,3,26,24,26,23,261
2024-03-09 16:00:00,15,14,19,27,52,4,32,27,34,28,252
2024-03-09 16:10:00,30,33,14,44,47,3,26,28,29,29,283
2024-03-09 16:20:00,24,26,15,36,31,7,27,19,30,24,239
2024-03-09 16:30:00,25,27,21,46,41,3,32,23,35,23,276
2024-03-09 16:40:00,27,30,17,45,39,5,25,22,26,21,257
2024-03-09 16:50:00,20,24,19,36,77,4,38,27,43,27,315
2024-03-09 17:00:00,30,30,23,49,70,10,34,25,38,28,337
2024-03-09 17:10:00,35,38,28,53,70,10,29,26,28,27,344
2024-03-09 17:20:00,30,35,12,40,41,8,29,27,30,28,280
2024-03-09 17:30:00,23,24,18,42,34,8,37,25,37,27,275
2024-03-09 17:40:00,32,36,16,42,44,6,39,27,39,28,309
2024-03-09 17:50:00,18,18,23,37,41,8,38,23,38,22,266
2024-03-09 18:00:00,25,31,22,42,33,6,32,21,34,23,269
2024-03-09 18:10:00,24,26,20,45,53,14,30,24,30,28,294
2024-03-09 18:20:00,25,25,16,38,39,4,38,19,36,22,262
2024-03-09 18:30:00,26,28,20,41,41,4,27,24,30,23,264
2024-03-09 18:40:00,21,26,14,39,32,12,41,36,42,38,301
2024-03-09 18:50:00,17,17,22,35,38,7,31,23,31,27,248
2024-03-09 19:00:00,34,36,22,51,33,4,23,16,27,12,258
2024-03-09 19:10:00,17,20,19,33,38,5,41,15,40,16,244
2024-03-09 19:20:00,20,17,15,30,50,7,19,17,18,20,213
2024-03-09 19:30:00,22,21,20,37,36,5,27,21,30,22,241
2024-03-09 19:40:00,17,21,18,27,30,7,15,22,16,22,195
2024-03-09 19:50:00,26,30,16,40,36,8,28,17,25,15,241
2024-03-09 20:00:00,16,14,9,25,26,3,17,18,18,17,163
2024-03-09 20:10:00,27,27,13,32,24,4,19,8,19,12,185
2024-03-09 20:20:00,14,19,13,30,25,5,14,19,17,20,176
2024-03-09 20:30:00,12,10,15,22,28,5,25,15,22,11,165
2024-03-09 20:40:00,12,13,14,21,18,5,22,11,22,10,148
2024-03-09 20:50:00,11,13,13,25,24,2,14,12,13,13,140
2024-03-09 21:00:00,6,9,17,22,43,7,18,7,19,9,157
2024-03-09 21:10:00,10,10,13,25,34,5,17,11,18,13,156
2024-03-09 21:20:00,10,10,11,14,29,1,10,13,12,12,122
2024-03-09 21:30:00,5,10,13,18,32,3,16,12,16,13,138
2024-03-09 21:40:00,10,9,7,17,21,8,11,11,12,8,114
2024-03-09 21:50:00,7,7,13,19,25,3,24,12,23,9,142
2024-03-09 22:00:00,5,7,5,9,14,2,13,5,14,9,83
2024-03-09 22:10:00,11,11,15,24,22,1,16,8,17,6,131
2024-03-09 22:20:00,7,6,10,17,25,2,13,17,16,13,126
2024-03-09 22:30:00,2,5,7,8,23,2,13,14,13,12,99
2024-03-09 22:40:00,4,3,6,9,19,1,16,14,18,11,101
2024-03-09 22:50:00,8,8,11,15,28,2,15,8,11,5,111
2024-03-09 23:00:00,8,12,12,18,26,3,7,9,6,8,109
2024-03-09 23:10:00,7,6,5,11,31,2,14,13,12,13,114
2024-03-09 23:20:00,6,6,12,16,24,7,22,13,21,12,139
2024-03-09 23:30:00,11,13,12,21,19,0,17,15,22,17,147
2024-03-09 23:40:00,8,9,4,10,26,1,12,12,11,10,103
2024-03-09 23:50:00,6,6,7,13,16,1,9,9,8,9,84
2024-03-10 00:00:00,11,12,9,17,14,0,12,11,12,8,106
2024-03-10 00:10:00,3,3,7,10,10,1,3,11,6,10,64
2024-03-10 00:20:00,3,2,3,5,12,1,8,12,8,7,61
2024-03-10 00:30:00,8,10,8,11,14,0,7,10,7,9,84
2024-03-10 00:40:00,3,3,3,6,9,0,5,6,5,6,46
2024-03-10 00:50:00,2,2,7,9,14,1,8,9,6,10,68
2024-03-10 01:00:00,0,0,2,2,10,0,5,2,4,2,27
2024-03-10 01:10:00,2,1,6,6,13,3,7,6,7,4,55
2024-03-10 01:20:00,2,2,4,6,11,0,1,5,1,4,36
2024-03-10 01:30:00,0,3,6,8,6,1,8,12,3,9,56
2024-03-10 01:40:00,2,1,4,4,7,2,3,2,3,2,30
2024-03-10 01:50:00,0,0,1,1,9,0,4,4,4,3,26
2024-03-10 02:00:00,2,5,3,6,7,0,3,3,4,3,36
2024-03-10 02:10:00,6,5,5,6,2,0,3,4,4,4,39
2024-03-10 02:20:00,4,4,5,8,9,0,7,4,6,6,53
2024-03-10 02:30:00,1,3,6,6,12,0,2,5,2,6,43
2024-03-10 02:40:00,1,1,1,2,2,1,4,2,4,1,19
2024-03-10 02:50:00,2,1,3,3,6,1,3,2,3,3,27
2024-03-10 03:00:00,1,1,2,2,4,0,1,0,1,1,13
2024-03-10 03:10:00,1,0,3,5,7,2,5,5,5,2,35
2024-03-10 03:20:00,0,0,2,4,4,1,3,6,2,5,27
2024-03-10 03:30:00,1,1,4,4,3,1,4,3,4,1,26
2024-03-10 03:40:00,3,2,3,4,4,1,0,2,1,1,21
2024-03-10 03:50:00,2,2,2,3,3,2,0,1,0,1,16
2024-03-10 04:00:00,1,1,1,2,6,0,3,2,3,1,20
2024-03-10 04:10:00,1,1,4,4,7,0,0,2,0,2,21
2024-03-10 04:20:00,3,3,4,7,5,0,1,3,0,3,29
2024-03-10 04:30:00,1,1,2,2,5,0,3,2,1,3,20
2024-03-10 04:40:00,2,2,0,2,0,0,2,4,3,3,18
2024-03-10 04:50:00,1,1,5,5,6,0,4,1,4,1,28
2024-03-10 05:00:00,3,4,3,7,5,1,5,5,5,4,42
2024-03-10 05:10:00,0,0,2,2,6,1,10,9,10,7,47
2024-03-10 05:20:00,2,2,3,6,7,0,7,5,8,5,45
2024-03-10 05:30:00,3,3,2,5,3,2,6,5,6,3,38
2024-03-10 05:40:00,3,3,5,7,13,1,6,6,6,4,54
2024-03-10 05:50:00,2,2,2,3,6,0,4,6,4,5,34
2024-03-10 06:00:00,1,1,3,5,6,0,3,6,3,6,34
2024-03-10 06:10:00,4,4,1,5,7,0,3,3,3,3,33
2024-03-10 06:20:00,5,6,3,9,7,1,6,3,6,3,49
2024-03-10 06:30:00,1,2,3,4,10,0,7,6,7,5,45
2024-03-10 06:40:00,1,1,5,7,9,0,6,7,6,4,46
2024-03-10 06:50:00,0,0,2,3,8,0,5,2,5,2,27
2024-03-10 07:00:00,3,4,4,6,6,0,1,2,1,2,29
2024-03-10 07:10:00,1,1,2,4,7,2,5,5,4,5,36
2024-03-10 07:20:00,1,2,4,5,5,1,8,6,7,6,45
2024-03-10 07:30:00,3,5,4,8,3,0,5,2,5,2,37
2024-03-10 07:40:00,7,5,4,9,4,1,3,3,3,4,43
2024-03-10 07:50:00,4,3,3,8,6,0,4,5,4,4,41
2024-03-10 08:00:00,1,3,5,7,7,3,8,7,8,5,54
2024-03-10 08:10:00,4,4,4,7,5,0,2,5,2,5,38
2024-03-10 08:20:00,3,3,6,9,6,1,5,5,5,4,47
2024-03-10 08:30:00,6,7,6,12,12,1,8,4,8,4,68
2024-03-10 08:40:00,5,4,2,7,10,1,6,8,6,7,56
2024-03-10 08:50:00,2,3,6,11,8,1,9,9,9,6,64
2024-03-10 09:00:00,7,6,5,11,11,1,10,12,10,10,83
2024-03-10 09:10:00,8,8,7,21,12,2,16,21,16,21,132
2024-03-10 09:20:00,14,16,13,26,15,2,12,16,12,14,140
2024-03-10 09:30:00,10,13,11,18,14,2,14,19,13,19,133
2024-03-10 09:40:00,10,11,10,25,16,3,17,18,17,17,144
2024-03-10 09:50:00,10,10,10,21,20,3,18,9,18,8,127
2024-03-10 10:00:00,11,13,10,18,14,2,12,11,6,10,107
2024-03-10 10:10:00,11,12,10,21,17,0,20,19,18,16,144
2024-03-10 10:20:00,19,18,13,28,23,3,14,7,10,6,141
2024-03-10 10:30:00,11,12,9,18,24,6,8,17,9,16,130
2024-03-10 10:40:00,15,13,9,18,16,2,21,15,19,12,140
2024-03-10 10:50:00,11,12,13,21,18,4,22,15,23,12,151
2024-03-10 11:00:00,11,13,7,22,20,0,20,25,19,25,162
2024-03-10 11:10:00,10,11,11,20,24,4,24,21,24,25,174
2024-03-10 11:20:00,15,15,15,21,21,3,22,12,9,10,143
2024-03-10 11:30:00,17,20,13,26,29,3,24,17,13,21,183
2024-03-10 11:40:00,11,10,5,15,37,3,21,18,23,17,160
2024-03-10 11:50:00,12,10,10,21,29,2,34,20,35,20,193
2024-03-10 12:00:00,9,10,9,20,28,4,36,21,34,18,189
2024-03-10 12:10:00,19,18,10,31,34,8,30,15,29,15,209
2024-03-10 12:20:00,16,16,8,29,37,10,39,19,40,22,236
2024-03-10 12:30:00,23,23,15,33,31,2,19,18,18,18,200
2024-03-10 12:40:00,14,15,9,22,25,9,33,26,36,22,211
2024-03-10 12:50:00,18,20,9,26,30,2,29,20,30,18,202
2024-03-10 13:00:00,11,13,12,32,34,4,32,18,32,21,209
2024-03-10 13:10:00,22,24,13,36,39,4,31,19,31,21,240
2024-03-10 13:20:00,17,26,20,39,40,4,32,28,33,25,264
2024-03-10 13:30:00,15,18,18,32,27,6,24,20,25,22,207
2024-03-10 13:40:00,19,20,14,35,28,5,29,21,30,21,222
2024-03-10 13:50:00,18,25,24,29,38,4,23,19,22,18,220
2024-03-10 14:00:00,10,14,11,24,42,6,34,30,34,24,229
2024-03-10 14:10:00,17,18,10,29,28,0,34,26,34,23,219
2024-03-10 14:20:00,13,17,15,31,47,7,29,26,28,25,238
2024-03-10 14:30:00,18,19,25,37,37,5,27,16,27,15,226
2024-03-10 14:40:00,20,23,20,32,37,8,31,19,34,19,243
2024-03-10 14:50:00,12,13,14,25,39,4,27,11,26,10,181
2024-03-10 15:00:00,21,22,13,30,44,6,27,21,30,19,233
2024-03-10 15:10:00,18,17,17,32,32,2,18,21,21,23,201
2024-03-10 15:20:00,15,13,23,36,38,5,26,27,28,29,240
2024-03-10 15:30:00,17,18,13,24,34,4,28,21,30,21,210
2024-03-10 15:40:00,18,19,11,26,34,3,20,25,19,26,201
2024-03-10 15:50:00,12,14,14,26,35,6,34,18,35,19,213
2024-03-10 16:00:00,10,13,11,22,29,6,19,28,19,27,184
2024-03-10 16:10:00,16,18,14,30,33,2,26,14,27,15,195
2024-03-10 16:20:00,17,20,16,28,40,3,34,22,32,27,239
2024-03-10 16:30:00,18,18,11,27,28,5,27,28,30,31,223
2024-03-10 16:40:00,22,22,15,39,45,8,26,19,26,14,236
2024-03-10 16:50:00,7,10,22,27,46,6,30,17,29,18,212
2024-03-10 17:00:00,17,13,20,36,40,6,19,17,19,17,204
2024-03-10 17:10:00,22,23,16,46,35,4,33,27,35,26,267
2024-03-10 17:20:00,19,22,19,47,39,3,38,13,37,16,253
2024-03-10 17:30:00,18,21,15,31,35,9,29,26,30,26,240
2024-03-10 17:40:00,18,19,16,34,40,4,24,15,24,18,212
2024-03-10 17:50:00,23,23,16,43,43,7,35,19,37,16,262
2024-03-10 18:00:00,14,16,20,28,35,9,26,13,27,16,204
2024-03-10 18:10:00,8,9,12,25,36,8,20,21,21,18,178
2024-03-10 18:20:00,9,13,13,20,37,6,23,20,25,18,184
2024-03-10 18:30:00,18,20,16,30,32,2,24,19,23,16,200
2024-03-10 18:40:00,18,17,16,31,32,3,19,21,18,17,192
2024-03-10 18:50:00,18,20,16,33,33,5,18,25,10,26,204
2024-03-10 19:00:00,16,21,16,35,32,10,37,25,20,19,231
2024-03-10 19:10:00,20,19,13,31,33,9,28,16,29,17,215
2024-03-10 19:20:00,15,14,16,26,35,3,30,20,30,19,208
2024-03-10 19:30:00,11,12,9,23,28,5,21,28,21,31,189
2024-03-10 19:40:00,12,13,9,24,34,6,29,29,11,25,192
2024-03-10 19:50:00,10,11,13,26,25,8,14,23,13,19,162
2024-03-10 20:00:00,7,9,11,19,26,4,18,13,16,11,134
2024-03-10 20:10:00,11,8,13,17,23,1,19,17,20,12,141
2024-03-10 20:20:00,9,9,12,19,21,3,11,13,4,13,114
2024-03-10 20:30:00,6,10,8,14,23,3,15,13,15,7,114
2024-03-10 20:40:00,13,10,7,17,29,2,14,14,16,13,135
2024-03-10 20:50:00,5,4,5,12,21,3,13,22,16,22,123
2024-03-10 21:00:00,15,18,20,30,19,5,14,6,15,5,147
2024-03-10 21:10:00,13,12,10,19,22,9,8,8,6,9,116
2024-03-10 21:20:00,12,12,12,24,23,1,18,4,17,4,127
2024-03-10 21:30:00,5,6,5,9,26,6,11,12,11,8,99
2024-03-10 21:40:00,7,7,4,13,27,4,9,9,9,7,96
2024-03-10 21:50:00,9,9,6,14,21,4,13,8,13,7,104
2024-03-10 22:00:00,6,9,6,11,20,1,7,5,7,4,76
2024-03-10 22:10:00,4,6,8,12,12,4,4,6,5,8,69
2024-03-10 22:20:00,4,3,2,7,16,2,13,12,12,11,82
2024-03-10 22:30:00,2,4,7,10,18,2,6,7,5,7,68
2024-03-10 22:40:00,1,1,2,2,6,2,6,11,6,9,46
2024-03-10 22:50:00,3,2,5,5,18,0,8,7,9,6,63
2024-03-10 23:00:00,1,2,6,7,6,1,4,5,3,4,39
2024-03-10 23:10:00,2,2,1,5,9,0,3,5,4,4,35
2024-03-10 23:20:00,1,1,6,8,8,0,3,6,4,5,42
2024-03-10 23:30:00,2,4,2,4,6,0,9,8,4,7,46
2024-03-10 23:40:00,0,1,1,2,11,0,6,6,7,7,41
2024-03-10 23:50:00,0,0,2,3,4,0,5,3,6,2,25
2024-03-11 00:00:00,3,3,2,6,5,1,3,3,2,2,30
2024-03-11 00:10:00,3,2,3,5,1,0,3,4,3,4,28
2024-03-11 00:20:00,3,3,5,9,8,2,2,6,7,5,50
2024-03-11 00:30:00,0,2,3,3,5,0,1,4,0,2,20
2024-03-11 00:40:00,2,2,2,4,1,0,2,3,2,2,20
2024-03-11 00:50:00,0,0,3,3,5,0,4,5,4,5,29
2024-03-11 01:00:00,4,2,0,4,2,0,2,6,3,5,28
2024-03-11 01:10:00,1,1,0,1,2,0,1,2,1,2,11
2024-03-11 01:20:00,2,1,1,2,1,0,2,2,2,0,13
2024-03-11 01:30:00,0,0,1,2,1,0,0,2,1,2,9
2024-03-11 01:40:00,1,1,1,3,4,0,0,0,0,0,10
2024-03-11 01:50:00,1,1,1,1,3,0,3,2,3,3,18
2024-03-11 02:00:00,1,1,2,2,0,0,1,2,1,1,11
2024-03-11 02:10:00,2,2,2,3,1,1,0,0,0,0,11
2024-03-11 02:20:00,1,1,3,3,3,0,1,1,1,2,16
2024-03-11 02:30:00,1,1,1,3,3,0,2,2,2,3,18
2024-03-11 02:40:00,0,0,1,1,1,0,1,2,1,1,8
2024-03-11 02:50:00,3,3,1,5,3,1,1,2,2,2,23
2024-03-11 03:00:00,3,3,2,4,4,1,1,2,1,1,22
2024-03-11 03:10:00,0,1,1,1,1,0,1,0,1,0,6
2024-03-11 03:20:00,2,2,2,3,2,0,2,4,2,3,22
2024-03-11 03:30:00,1,1,5,3,0,0,2,3,2,2,19
2024-03-11 03:40:00,0,0,1,2,1,0,3,5,3,3,18
2024-03-11 03:50:00,1,1,0,1,3,0,2,3,2,2,15
2024-03-11 04:00:00,1,1,2,3,3,0,3,1,3,1,18
2024-03-11 04:10:00,0,0,0,1,4,0,7,6,7,4,29
