datetime,D11Z,D12Z,D13Z,D14Z,V15Z,V16Z,V17Z,D21Z,D22Z,D23Z,D24Z,V26Z,V27Z,V28Z,V29Z,D31Z,D32Z,D33Z,D34Z,V36Z,V37Z,V38Z,V39Z,V40Z,V41Z,V42Z,D43Z,V45Z,V46Z,V47Z,V48Z,Total
2024-03-09 14:20:00,5,26,17,11,11,14,12,9,41,30,23,8,25,20,15,13,22,25,17,11,15,11,15,0,43,21,16,14,29,28,18,565
2024-03-09 14:30:00,10,36,14,10,13,19,5,12,40,66,25,12,20,29,12,12,27,19,18,9,18,15,14,0,32,21,18,15,28,17,19,605
2024-03-09 14:40:00,6,31,15,15,15,13,13,9,44,35,17,8,23,15,14,18,23,21,29,16,18,16,14,0,86,22,10,10,23,25,9,613
2024-03-09 14:50:00,16,30,25,12,18,21,11,8,42,31,22,8,23,17,14,13,30,33,33,10,15,16,18,0,40,36,11,8,22,18,10,611
2024-03-09 15:00:00,5,30,19,6,29,13,5,8,40,31,19,7,16,21,16,11,25,20,20,7,18,17,15,0,44,23,13,9,25,16,19,547
2024-03-09 15:10:00,13,28,25,7,15,16,7,6,39,22,19,5,18,15,9,16,22,17,19,12,14,13,12,0,28,27,17,5,21,15,16,498
2024-03-09 15:20:00,2,35,17,13,17,11,11,8,36,21,23,6,13,13,11,11,20,21,21,8,22,16,14,0,24,23,11,9,22,17,11,487
2024-03-09 15:30:00,7,28,18,10,14,16,10,11,51,26,17,12,32,16,12,14,21,21,25,13,15,18,15,0,34,22,19,12,17,14,16,556
2024-03-09 15:40:00,6,24,18,6,15,14,6,6,33,25,18,6,21,16,15,16,23,19,23,16,14,16,19,0,32,22,16,9,23,21,10,508
2024-03-09 15:50:00,6,31,30,10,21,16,9,7,47,29,25,7,18,18,17,12,28,19,17,9,20,15,12,0,32,16,15,10,17,11,13,537
2024-03-09 16:00:00,3,28,16,10,16,15,8,5,30,19,15,4,20,13,12,11,29,24,20,11,18,18,14,0,27,24,15,6,19,18,15,483
2024-03-09 16:10:00,5,29,17,9,23,10,9,11,38,26,21,11,31,18,13,12,24,18,17,12,13,12,15,0,36,20,12,6,23,10,9,510
2024-03-09 16:20:00,4,26,18,9,17,19,5,7,44,21,18,7,16,17,12,14,19,22,21,15,12,13,17,0,42,26,13,7,25,21,13,520
2024-03-09 16:30:00,4,26,20,12,14,15,8,5,33,15,15,4,20,15,13,11,16,15,16,11,15,9,11,0,29,23,12,8,17,19,12,443
2024-03-09 16:40:00,4,24,11,3,18,13,6,6,28,27,17,7,18,17,14,18,22,19,26,13,11,17,55,0,32,21,7,12,22,18,7,513
2024-03-09 16:50:00,1,31,17,4,17,12,2,13,46,16,18,13,18,15,15,13,20,15,19,9,15,11,13,0,29,18,12,10,25,16,9,472
2024-03-09 17:00:00,6,27,20,7,13,14,6,9,36,24,17,4,21,17,23,11,24,20,19,11,14,15,13,0,33,18,14,7,22,16,10,491
2024-03-09 17:10:00,6,27,17,9,23,16,7,10,36,20,13,11,21,19,8,14,30,24,24,11,20,10,14,0,36,28,17,8,18,12,12,521
2024-03-09 17:20:00,5,35,20,3,11,20,3,9,35,34,25,9,14,21,17,10,26,17,24,11,22,12,15,0,31,20,12,10,23,19,10,523
2024-03-09 17:30:00,6,38,24,9,16,20,7,9,36,23,20,8,15,17,17,15,27,23,25,15,14,15,12,0,37,26,11,9,18,23,12,547
2024-03-09 17:40:00,5,27,17,5,12,12,4,6,42,25,23,7,18,17,13,16,23,21,16,14,17,17,11,0,29,20,17,10,21,12,15,492
2024-03-09 17:50:00,2,28,17,9,13,17,8,7,40,20,25,8,24,16,19,17,22,20,23,11,14,15,12,0,30,19,7,9,22,12,9,495
2024-03-09 18:00:00,2,29,19,6,73,15,6,7,33,21,13,6,24,14,9,8,27,23,17,9,18,16,11,0,25,19,14,13,20,16,12,525
2024-03-09 18:10:00,7,31,99,7,12,17,6,6,34,20,24,4,23,16,9,9,16,11,14,8,12,11,12,0,36,26,10,13,22,17,10,542
2024-03-09 18:20:00,3,31,21,4,15,17,4,5,27,30,16,6,19,21,13,9,21,16,19,10,18,12,15,0,29,20,16,12,25,19,11,484
2024-03-09 18:30:00,6,32,20,5,20,16,4,11,32,16,24,13,21,26,13,5,26,15,20,6,23,23,22,0,26,22,5,2,20,27,8,509
2024-03-09 18:40:00,7,32,22,7,22,17,8,3,39,28,23,4,27,26,16,12,20,12,18,12,19,18,27,0,36,14,12,4,32,19,13,549
2024-03-09 18:50:00,2,31,12,8,19,22,7,8,52,22,14,12,22,21,11,8,18,9,17,7,16,12,28,0,23,17,13,6,23,18,16,494
2024-03-09 19:00:00,5,20,20,4,18,14,5,8,36,17,4,11,16,20,4,8,9,11,26,12,13,17,21,0,22,16,8,13,22,19,10,429
2024-03-09 19:10:00,8,23,15,5,28,21,2,7,29,20,23,8,19,25,15,8,20,15,25,9,18,22,26,0,27,11,13,13,26,22,8,511
2024-03-09 19:20:00,2,23,8,8,21,12,9,8,31,16,13,12,24,24,15,7,18,11,19,6,21,24,26,0,27,15,10,6,26,19,13,474
2024-03-09 19:30:00,14,112,19,3,18,17,0,6,24,20,11,8,19,27,10,6,19,10,10,6,15,10,14,0,17,13,11,6,21,21,11,498
2024-03-09 19:40:00,2,21,13,2,21,12,3,4,26,15,20,11,21,21,19,5,11,13,14,6,15,10,18,0,28,13,13,4,22,15,14,412
2024-03-09 19:50:00,3,18,10,5,18,12,4,10,22,16,13,10,18,25,15,5,13,14,13,4,16,18,17,0,17,17,10,12,15,19,10,399
2024-03-09 20:00:00,4,23,12,7,18,12,5,2,33,14,21,7,18,25,16,9,10,13,16,12,10,20,20,0,19,14,8,2,20,15,7,412
2024-03-09 20:10:00,8,24,53,8,22,17,3,5,24,16,20,11,19,33,21,8,9,5,8,7,14,10,9,0,18,12,12,7,18,17,10,448
2024-03-09 20:20:00,7,24,8,4,24,6,4,4,25,14,10,8,18,23,12,7,13,9,14,8,20,16,18,0,20,12,12,6,24,16,11,397
2024-03-09 20:30:00,1,20,27,3,14,12,3,4,25,18,12,7,16,24,9,8,14,10,18,8,16,13,21,0,22,7,12,6,29,9,16,404
2024-03-09 20:40:00,6,17,9,2,11,5,2,2,21,8,7,10,18,16,9,8,16,7,7,7,18,10,10,0,18,6,11,3,20,18,11,313
2024-03-09 20:50:00,2,16,20,2,18,6,2,3,18,8,13,3,19,16,15,6,11,6,11,6,9,10,14,0,16,10,9,7,19,15,9,319
2024-03-09 21:00:00,10,14,12,4,12,14,6,1,46,7,7,3,18,15,11,107,12,13,21,13,16,15,21,0,21,6,5,9,22,8,5,474
2024-03-09 21:10:00,3,19,7,3,13,5,4,4,22,7,8,5,13,14,8,3,5,8,6,3,6,13,9,0,27,11,14,4,25,16,12,297
2024-03-09 21:20:00,1,16,5,0,18,7,0,3,16,8,7,3,13,24,8,6,7,4,16,6,7,9,20,0,11,3,8,3,15,8,10,262
2024-03-09 21:30:00,1,18,7,4,18,8,5,4,15,9,9,6,16,20,9,4,10,7,6,4,16,10,8,0,28,12,4,5,21,15,3,302
2024-03-09 21:40:00,3,10,7,7,9,8,5,5,17,11,10,9,21,24,10,7,13,8,10,7,17,15,14,0,22,5,11,10,20,7,13,335
2024-03-09 21:50:00,1,21,13,3,25,11,3,2,15,9,8,3,15,19,8,6,8,4,10,5,11,6,15,0,22,7,10,10,23,14,10,317
2024-03-09 22:00:00,1,13,13,6,21,14,6,0,19,11,10,4,12,23,10,6,11,14,19,5,16,15,20,0,19,8,6,3,25,13,5,348
2024-03-09 22:10:00,7,22,10,7,17,8,6,2,23,11,11,7,15,17,8,12,15,7,5,13,27,11,9,0,11,5,6,2,14,9,7,324
2024-03-09 22:20:00,1,16,11,6,18,11,6,1,20,11,8,1,17,15,9,1,10,10,8,1,7,14,12,0,22,6,13,5,13,10,10,293
2024-03-09 22:30:00,1,26,10,5,22,11,10,2,14,5,14,2,13,16,17,8,8,6,10,9,16,13,16,0,20,11,6,6,27,13,5,342
2024-03-09 22:40:00,1,22,8,4,25,11,5,5,9,6,11,5,13,12,13,4,5,7,15,5,7,18,21,0,24,13,5,1,31,19,8,333
2024-03-09 22:50:00,1,17,8,3,13,9,4,10,10,8,6,9,15,13,7,4,9,7,8,5,12,13,12,0,27,15,9,7,26,27,10,324
2024-03-09 23:00:00,2,17,5,0,20,5,0,0,8,2,3,0,7,3,4,4,9,4,11,5,14,16,12,0,32,22,8,7,36,28,7,291
2024-03-09 23:10:00,5,13,12,8,17,13,6,1,12,8,9,3,14,12,11,8,8,6,13,9,11,14,23,0,18,10,5,13,25,19,7,333
2024-03-09 23:20:00,1,17,7,4,15,6,5,3,13,9,5,3,13,11,5,4,8,4,16,5,6,5,23,0,13,7,8,3,23,9,9,260
2024-03-09 23:30:00,2,13,0,3,16,0,3,3,9,6,4,4,11,7,2,8,9,5,12,7,16,12,21,0,15,4,2,1,18,7,3,223
2024-03-09 23:40:00,4,14,2,4,22,3,4,0,8,9,3,0,5,10,3,10,8,6,11,9,14,17,18,0,10,9,3,4,14,11,3,238
2024-03-09 23:50:00,0,13,5,1,17,4,1,0,11,4,5,0,10,5,5,3,3,4,7,3,2,9,10,0,21,7,5,3,17,10,8,193
2024-03-10 00:00:00,0,7,4,4,8,6,6,3,7,3,8,2,8,11,12,2,5,4,3,5,7,5,8,0,13,2,4,7,16,4,3,177
2024-03-10 00:10:00,4,11,6,5,11,9,3,0,7,3,4,3,8,5,6,4,7,3,5,10,9,5,5,0,11,3,7,4,13,2,5,178
2024-03-10 00:20:00,1,7,3,0,10,4,0,2,8,2,5,4,9,3,5,4,3,1,7,5,6,4,8,0,15,2,2,9,20,5,3,157
2024-03-10 00:30:00,0,10,11,2,12,5,2,1,9,3,4,5,10,7,4,5,3,2,3,5,6,2,6,0,8,5,2,3,11,8,2,156
2024-03-10 00:40:00,0,11,3,2,18,3,2,2,5,4,1,2,8,6,1,3,9,2,8,3,11,10,13,0,9,4,2,3,15,4,2,166
2024-03-10 00:50:00,2,9,3,1,15,3,1,0,7,1,3,1,11,8,4,4,2,4,10,5,4,11,16,0,11,4,3,0,9,6,4,162
2024-03-10 01:00:00,1,4,5,1,6,7,1,2,15,1,0,6,15,1,0,4,8,5,5,2,11,7,9,0,13,2,3,6,8,3,3,154
2024-03-10 01:10:00,1,7,4,2,8,8,3,1,3,2,2,1,6,3,3,5,2,5,5,6,5,10,9,0,3,2,8,1,3,5,11,134
2024-03-10 01:20:00,3,6,4,1,8,4,1,1,3,4,0,1,5,4,0,2,6,5,3,2,8,7,5,0,5,1,3,1,5,3,2,103
2024-03-10 01:30:00,2,48,4,2,11,5,1,0,3,2,2,0,2,4,4,3,2,1,3,3,5,1,4,0,5,2,3,0,6,2,3,133
2024-03-10 01:40:00,8,8,0,0,10,0,0,1,4,5,2,1,5,6,3,3,3,3,1,3,2,3,1,0,10,0,3,1,12,6,3,107
2024-03-10 01:50:00,0,3,6,2,5,4,3,0,0,3,1,0,2,6,1,4,3,4,5,4,5,6,7,0,8,2,4,3,11,6,4,112
2024-03-10 02:00:00,3,8,2,0,8,3,0,0,6,4,0,1,10,4,0,4,2,0,3,4,5,2,5,0,1,0,2,4,2,1,2,86
2024-03-10 02:10:00,0,4,0,1,3,0,1,0,5,1,1,0,6,1,0,3,2,4,2,4,3,6,2,0,6,8,0,1,6,9,0,79
2024-03-10 02:20:00,1,3,1,1,4,1,1,2,3,0,3,2,2,4,3,0,7,1,5,0,8,3,5,0,4,4,3,3,5,6,4,89
2024-03-10 02:30:00,3,5,0,2,6,0,2,4,7,2,0,4,10,1,0,1,2,0,1,1,3,0,1,0,8,3,3,1,11,7,3,91
2024-03-10 02:40:00,0,8,2,1,13,2,1,0,4,1,1,0,4,2,1,1,1,2,2,2,1,6,5,0,3,3,2,3,6,4,3,84
2024-03-10 02:50:00,0,4,0,4,5,3,3,0,1,3,1,0,3,3,1,2,2,1,5,1,3,1,5,0,4,2,0,1,7,1,0,66
2024-03-10 03:00:00,1,3,1,0,3,1,0,0,5,4,0,0,6,4,0,0,3,1,1,0,3,2,1,0,3,2,3,0,4,1,5,57
2024-03-10 03:10:00,1,4,2,0,6,3,0,0,7,2,1,0,10,3,1,2,1,1,1,3,2,1,1,0,4,1,2,1,5,1,2,68
2024-03-10 03:20:00,0,2,2,1,3,4,1,0,4,3,2,0,5,5,2,2,5,1,8,2,4,4,8,0,6,1,1,1,8,2,1,88
2024-03-10 03:30:00,0,1,1,0,2,2,0,0,4,2,0,0,5,2,0,0,0,1,3,0,0,3,3,0,2,0,1,3,3,0,1,39
2024-03-10 03:40:00,1,3,1,0,5,1,0,1,4,4,1,0,9,5,1,1,0,0,2,1,0,0,4,0,6,5,1,2,11,7,1,77
2024-03-10 03:50:00,0,2,1,0,4,1,0,0,1,6,0,0,4,6,0,3,2,1,4,3,3,3,4,0,7,2,0,0,9,1,0,67
2024-03-10 04:00:00,0,3,2,1,4,3,1,0,5,1,2,1,7,3,2,3,2,0,2,3,3,2,4,0,1,1,2,1,1,2,2,64
2024-03-10 04:10:00,1,4,1,1,5,1,1,1,5,2,0,1,6,2,0,2,0,1,2,2,1,5,1,0,2,1,1,4,3,0,1,57
2024-03-10 04:20:00,0,0,0,1,0,0,1,0,4,1,0,1,5,3,0,0,2,0,5,0,2,3,9,0,4,1,3,1,5,1,3,55
2024-03-10 04:30:00,0,0,0,1,0,0,1,1,3,0,0,1,4,0,0,0,1,0,1,0,2,1,1,0,4,3,3,1,5,3,2,38
2024-03-10 04:40:00,0,0,1,1,0,2,1,1,2,1,2,1,3,2,2,0,0,2,1,0,0,3,2,0,1,1,0,0,1,1,0,31
2024-03-10 04:50:00,3,4,1,2,2,2,2,0,4,1,4,0,5,5,4,0,1,2,4,0,2,7,9,0,2,0,1,0,1,0,1,69
2024-03-10 05:00:00,0,1,0,0,1,1,0,0,6,0,0,2,6,0,0,1,1,2,2,1,2,3,2,0,2,0,2,0,2,2,2,41
2024-03-10 05:10:00,0,2,0,0,3,0,0,0,9,1,1,4,6,1,1,0,2,0,4,0,3,2,6,0,3,1,0,1,3,1,0,54
2024-03-10 05:20:00,0,3,0,2,2,0,2,3,8,1,2,2,8,3,2,1,1,0,1,1,3,0,2,0,2,1,1,2,2,1,1,57
2024-03-10 05:30:00,1,2,0,0,4,0,0,1,8,5,1,1,9,6,1,1,3,2,4,1,6,3,4,0,3,1,2,0,5,1,2,77
2024-03-10 05:40:00,17,2,0,4,2,0,4,2,13,3,0,1,14,3,0,1,2,1,6,1,5,2,9,0,9,6,3,1,11,4,3,129
2024-03-10 05:50:00,0,1,2,0,1,2,0,1,4,0,1,1,4,1,1,0,13,3,4,0,8,5,6,0,2,1,3,0,1,0,4,69
2024-03-10 06:00:00,0,4,0,0,6,0,0,1,4,2,1,1,6,2,1,1,2,1,4,1,3,1,8,0,3,4,4,0,5,2,5,72
2024-03-10 06:10:00,0,5,0,0,5,0,0,4,5,2,0,4,2,2,0,3,2,0,3,3,2,2,3,0,5,2,4,1,8,5,4,76
2024-03-10 06:20:00,0,3,1,2,4,2,4,2,8,7,3,2,8,10,3,0,1,1,2,0,1,1,3,0,1,19,1,2,1,4,1,97
2024-03-10 06:30:00,0,5,0,1,8,0,1,3,5,0,2,4,7,2,2,0,4,0,4,0,3,0,5,0,6,3,3,0,8,1,2,79
2024-03-10 06:40:00,3,8,3,0,11,3,0,1,2,1,0,1,2,1,0,1,2,0,3,1,1,0,4,0,5,2,3,1,7,2,3,71
2024-03-10 06:50:00,1,6,0,1,7,0,1,1,3,1,1,1,3,1,1,1,1,0,1,4,1,0,1,0,4,0,2,0,4,1,2,50
2024-03-10 07:00:00,0,3,1,1,3,1,1,2,4,3,1,2,5,3,1,1,3,2,0,1,3,2,0,0,4,1,3,3,7,4,3,68
2024-03-10 07:10:00,0,4,0,0,6,1,0,1,4,4,1,1,4,4,1,0,3,1,1,0,3,1,1,0,3,0,1,1,4,0,1,51
2024-03-10 07:20:00,0,2,3,1,2,4,1,0,8,4,1,0,6,4,1,3,5,3,5,3,4,3,5,0,3,1,2,0,3,2,2,81
2024-03-10 07:30:00,0,2,0,1,2,0,1,1,9,2,1,1,9,2,1,3,4,2,2,3,3,2,2,0,2,1,1,1,2,1,1,62
2024-03-10 07:40:00,2,8,2,1,8,2,1,1,6,1,2,1,6,2,2,0,7,1,3,0,5,1,3,0,6,0,3,0,6,1,3,84
2024-03-10 07:50:00,0,2,0,0,2,1,2,0,5,2,0,1,4,3,0,3,8,1,1,3,6,1,1,0,2,2,3,1,4,6,3,67
2024-03-10 08:00:00,1,5,0,1,6,0,1,2,6,0,2,1,6,0,2,3,6,3,4,4,5,3,3,0,4,3,2,3,5,2,2,85
2024-03-10 08:10:00,2,8,1,0,7,1,0,1,12,3,1,2,9,4,1,7,3,0,2,5,3,0,2,0,6,3,2,1,6,4,2,98
2024-03-10 08:20:00,0,4,5,1,3,3,1,0,9,8,3,1,7,10,8,0,5,2,2,0,4,1,3,0,0,1,3,1,0,2,3,90
2024-03-10 08:30:00,0,6,3,1,6,3,1,1,18,6,6,1,16,4,5,3,4,2,5,2,5,3,5,0,3,0,2,0,3,2,2,118
2024-03-10 08:40:00,0,7,6,0,6,3,0,2,5,1,5,2,3,2,5,2,8,5,4,1,9,6,4,0,4,1,3,1,5,1,3,104
2024-03-10 08:50:00,2,11,4,4,10,3,3,3,10,5,4,3,9,3,4,2,8,7,5,2,7,7,6,0,5,1,1,1,5,3,1,139
2024-03-10 09:00:00,3,15,5,0,12,6,2,4,18,5,10,6,9,4,8,1,8,3,2,1,8,4,1,0,5,0,6,3,5,1,7,162
2024-03-10 09:10:00,1,11,6,5,9,11,5,5,18,9,3,5,14,10,3,2,13,3,7,2,10,3,7,0,5,2,4,0,5,3,4,185
2024-03-10 09:20:00,0,16,3,3,11,4,3,5,16,10,7,4,11,11,7,6,10,8,5,7,8,7,4,0,7,3,4,3,8,2,3,196
2024-03-10 09:30:00,1,16,2,2,14,2,2,1,15,9,10,1,10,7,10,1,12,4,9,1,12,4,8,0,7,3,7,3,16,3,7,199
2024-03-10 09:40:00,2,22,8,3,17,10,6,3,19,11,15,3,17,9,11,4,22,6,6,4,21,6,5,0,24,3,5,0,7,3,5,277
2024-03-10 09:50:00,7,21,9,4,17,9,5,3,21,12,70,3,19,11,8,4,19,8,13,4,15,6,11,0,2,5,6,3,3,6,7,331
2024-03-10 10:00:00,4,11,8,2,13,8,2,2,18,7,5,1,13,7,5,5,11,7,4,5,9,5,3,0,5,3,8,3,7,3,9,193
2024-03-10 10:10:00,5,16,8,5,14,6,5,2,14,13,14,2,11,8,10,5,16,15,5,5,11,15,6,0,12,5,9,0,11,6,9,263
2024-03-10 10:20:00,3,19,2,2,16,3,2,0,22,9,11,0,14,9,10,6,14,11,7,6,10,10,9,0,8,7,2,2,8,7,2,231
2024-03-10 10:30:00,0,16,4,1,16,5,1,7,22,9,8,6,12,9,10,5,16,12,10,4,13,8,10,0,8,5,2,3,9,5,2,238
2024-03-10 10:40:00,4,19,9,3,14,10,4,7,24,19,11,8,19,12,9,5,17,8,9,4,14,9,7,0,18,10,10,0,11,7,8,309
2024-03-10 10:50:00,0,16,7,2,12,9,3,1,21,17,6,1,16,13,12,10,18,17,5,10,13,14,5,0,14,3,6,9,11,4,13,288
2024-03-10 11:00:00,1,21,8,1,19,5,1,3,32,16,12,3,21,11,11,4,17,13,11,6,14,11,9,0,10,7,5,3,11,9,5,300
2024-03-10 11:10:00,6,27,13,6,17,11,7,4,21,14,10,3,12,11,7,4,17,11,10,3,13,9,8,0,11,1,4,2,13,2,4,281
2024-03-10 11:20:00,9,28,9,5,17,8,5,1,31,23,23,2,21,21,15,7,16,9,12,8,14,8,9,0,10,5,6,5,10,9,6,352
2024-03-10 11:30:00,4,27,10,1,17,10,1,2,26,14,12,3,23,8,9,8,23,12,10,8,17,10,13,0,14,9,8,4,16,9,9,337
2024-03-10 11:40:00,2,23,16,9,13,14,8,2,29,15,15,2,16,11,11,13,22,16,11,9,21,13,9,0,11,14,11,1,12,13,16,378
2024-03-10 11:50:00,5,26,16,6,20,17,7,3,25,16,18,3,15,12,16,9,16,10,17,7,16,8,11,0,17,9,6,8,13,10,6,368
2024-03-10 12:00:00,2,27,9,3,16,9,2,8,37,16,11,8,22,11,9,6,18,14,9,7,13,13,10,0,25,10,3,7,21,8,3,357
2024-03-10 12:10:00,5,31,13,10,12,13,5,0,31,15,11,0,20,15,10,13,20,18,8,13,17,16,7,0,11,12,11,3,12,13,10,375
2024-03-10 12:20:00,9,39,16,6,20,12,6,3,40,24,17,3,24,17,15,12,18,7,16,10,13,5,11,0,12,8,6,6,14,7,4,400
2024-03-10 12:30:00,5,28,10,5,14,10,5,4,23,19,26,6,15,11,19,11,17,15,14,9,10,16,11,0,19,11,8,7,19,11,6,384
2024-03-10 12:40:00,3,26,18,4,17,14,4,12,31,22,26,10,23,15,18,16,44,17,13,10,17,15,9,0,19,14,14,7,13,13,12,476
2024-03-10 12:50:00,7,23,11,8,19,11,5,9,36,24,88,9,18,17,12,8,16,14,19,8,13,15,13,0,15,17,10,4,15,14,12,490
2024-03-10 13:00:00,3,31,16,11,19,17,10,3,31,10,15,3,23,56,14,14,23,20,11,12,14,16,8,0,20,9,6,4,21,10,5,455
2024-03-10 13:10:00,12,20,17,7,18,13,7,6,35,16,11,6,23,9,10,5,18,17,17,6,10,12,17,0,15,12,11,4,13,10,9,386
2024-03-10 13:20:00,3,23,10,5,20,11,3,7,37,17,15,6,20,12,16,13,21,11,11,9,16,8,8,0,15,14,12,6,13,11,9,382
2024-03-10 13:30:00,9,32,15,9,19,14,9,6,29,19,14,9,15,14,15,10,22,15,13,11,17,10,11,0,21,20,12,7,17,17,9,440
2024-03-10 13:40:00,2,22,12,7,19,9,8,5,27,15,20,3,16,12,13,19,23,11,12,11,18,10,10,0,25,13,10,7,20,11,8,398
2024-03-10 13:50:00,1,35,17,4,9,9,2,4,28,20,21,3,17,17,16,15,18,20,18,15,13,13,11,0,20,14,9,5,16,15,10,415
2024-03-10 14:00:00,6,28,12,4,15,11,6,7,37,22,15,7,22,18,9,17,19,14,11,11,11,11,11,0,21,15,12,8,19,15,12,426
2024-03-10 14:10:00,3,27,19,11,17,13,9,4,92,22,10,4,15,22,10,14,27,21,22,10,17,11,14,0,18,15,10,6,20,11,9,503
2024-03-10 14:20:00,3,24,14,2,12,9,2,7,43,22,21,6,26,12,14,14,20,17,21,17,18,14,15,0,23,22,7,8,16,13,7,449
2024-03-10 14:30:00,1,26,13,9,9,12,7,8,32,19,30,6,20,18,21,15,25,21,14,10,13,17,12,0,26,18,11,6,16,14,10,459
2024-03-10 14:40:00,2,32,12,5,14,9,5,7,42,29,19,6,24,16,16,17,23,18,15,16,14,14,11,0,13,18,8,2,12,12,9,440
2024-03-10 14:50:00,6,37,37,6,17,15,5,6,24,13,15,6,14,7,14,16,37,23,21,12,20,16,14,0,26,12,10,7,15,11,9,471
2024-03-10 15:00:00,1,22,12,6,16,12,6,9,32,17,16,8,20,18,10,13,24,20,17,10,16,16,14,0,19,13,10,6,14,12,11,420
2024-03-10 15:10:00,2,33,24,2,12,11,4,11,36,23,15,13,18,14,16,11,23,24,22,8,21,20,17,0,19,12,9,7,19,13,8,467
2024-03-10 15:20:00,7,30,21,8,14,11,7,4,36,22,20,4,13,14,15,6,19,14,15,5,16,13,10,0,18,15,11,4,15,15,9,411
2024-03-10 15:30:00,2,19,12,9,16,8,6,2,21,19,14,2,14,18,13,14,25,17,18,9,18,12,12,0,22,14,13,7,24,13,13,406
2024-03-10 15:40:00,4,26,15,5,20,15,6,6,40,18,81,8,20,12,14,13,22,14,13,8,21,12,8,0,22,10,9,3,17,10,10,482
2024-03-10 15:50:00,5,33,14,2,17,11,2,10,32,18,29,9,15,15,15,12,20,16,16,10,19,12,18,0,19,14,9,7,18,12,10,439
2024-03-10 16:00:00,2,21,12,8,12,10,5,5,45,18,16,3,19,15,10,10,20,17,17,11,12,16,7,0,21,14,12,4,16,12,12,402
2024-03-10 16:10:00,6,33,15,3,18,9,4,9,21,17,25,11,12,15,18,8,32,21,20,8,22,18,18,0,18,19,12,1,16,16,11,456
2024-03-10 16:20:00,7,20,14,6,17,14,4,6,34,19,20,5,21,15,17,9,27,14,24,8,22,18,17,0,14,15,8,6,14,11,4,430
2024-03-10 16:30:00,2,28,14,9,14,11,8,11,41,21,20,11,22,14,13,7,15,9,17,7,13,9,12,0,22,8,8,4,20,5,8,403
2024-03-10 16:40:00,1,18,26,5,18,11,3,2,45,18,26,3,22,15,20,11,18,19,22,10,16,16,17,0,16,8,5,4,10,8,5,418
2024-03-10 16:50:00,3,34,16,3,12,15,3,10,32,21,19,10,21,16,12,12,24,19,22,10,22,18,20,0,22,20,12,7,19,13,12,479
2024-03-10 17:00:00,4,37,22,7,12,16,7,10,33,16,25,9,18,18,18,10,22,13,30,8,19,10,18,0,37,11,10,4,16,8,9,477
2024-03-10 17:10:00,11,30,21,13,15,18,11,6,42,34,22,6,19,20,15,12,21,18,21,9,13,13,17,0,21,9,11,6,17,7,8,486
2024-03-10 17:20:00,6,21,14,5,16,14,4,11,39,18,29,9,23,15,13,8,17,20,25,12,17,18,11,0,23,21,16,9,20,26,16,496
2024-03-10 17:30:00,4,20,13,6,14,16,6,6,41,29,29,5,28,21,19,11,27,21,16,10,16,14,10,0,22,14,10,12,15,11,9,475
2024-03-10 17:40:00,2,22,14,6,9,12,5,17,34,25,21,11,15,11,14,7,19,15,22,8,14,15,15,0,17,12,15,9,14,9,15,424
2024-03-10 17:50:00,2,33,24,8,13,18,8,6,27,20,11,5,13,11,9,9,31,19,19,6,21,16,14,0,14,14,10,7,13,15,11,427
2024-03-10 18:00:00,1,16,14,2,15,8,3,6,31,20,16,6,20,16,11,11,20,17,18,12,17,12,14,0,19,16,7,1,14,15,7,385
2024-03-10 18:10:00,6,35,21,6,13,17,5,8,25,14,17,8,23,20,16,10,20,10,9,8,15,9,6,0,27,12,15,6,21,12,11,425
2024-03-10 18:20:00,4,31,18,1,21,12,2,4,30,19,11,6,27,22,8,7,16,11,14,6,17,15,11,0,22,11,9,6,19,19,10,409
2024-03-10 18:30:00,2,26,16,5,16,19,5,7,25,15,16,6,21,17,15,7,16,12,14,7,20,16,16,0,27,12,9,7,21,18,8,421
2024-03-10 18:40:00,4,23,10,4,22,13,6,3,23,15,12,4,16,22,12,5,20,15,11,6,14,18,21,0,19,16,8,5,20,17,8,392
2024-03-10 18:50:00,6,21,7,5,16,7,3,5,16,14,13,7,12,21,16,13,22,10,15,13,21,15,24,0,14,13,7,1,18,6,8,369
2024-03-10 19:00:00,0,27,10,6,27,12,4,5,59,15,6,8,24,17,8,6,18,9,12,8,32,14,12,0,22,8,8,9,22,15,13,436
2024-03-10 19:10:00,12,71,17,6,23,25,5,4,27,17,18,7,16,28,13,3,20,12,13,5,21,11,17,0,13,7,8,11,18,7,9,464
2024-03-10 19:20:00,4,17,5,5,18,5,3,1,30,20,11,5,20,28,12,4,17,11,16,4,19,11,25,0,16,10,8,8,21,15,8,377
2024-03-10 19:30:00,2,20,3,4,16,4,4,6,19,15,4,12,19,17,6,8,9,8,12,10,11,10,17,0,15,11,6,2,20,12,7,309
2024-03-10 19:40:00,1,21,10,4,16,11,3,6,25,18,7,7,20,21,9,4,13,10,16,4,13,12,23,0,18,12,11,3,17,15,12,362
2024-03-10 19:50:00,5,18,14,5,24,16,5,2,22,7,11,2,16,13,14,5,13,8,19,5,22,11,25,0,31,14,8,2,24,17,7,385
2024-03-10 20:00:00,3,20,10,5,20,14,4,7,25,9,6,11,15,16,7,3,10,9,10,3,10,10,9,0,14,11,9,8,23,15,11,327
