datetime,D11Z,D12Z,D21Z,D31Z,D41Z,D42Z,D43Z,Total
2024-03-01 21:20:00,3,12,2,0,11,38,0,66
2024-03-01 21:30:00,3,13,1,0,5,26,0,48
2024-03-01 21:40:00,6,13,1,0,9,30,0,59
2024-03-01 21:50:00,4,11,2,0,11,41,0,69
2024-03-01 22:00:00,2,12,2,0,7,35,1,59
2024-03-01 22:10:00,5,13,4,0,11,34,0,67
2024-03-01 22:20:00,2,10,4,0,12,43,0,71
2024-03-01 22:30:00,5,10,3,0,7,17,0,42
2024-03-01 22:40:00,4,10,2,0,10,30,1,57
2024-03-01 22:50:00,6,7,2,0,11,27,0,53
2024-03-01 23:00:00,4,11,13,0,11,35,0,74
2024-03-01 23:10:00,4,7,12,0,11,30,1,65
2024-03-01 23:20:00,3,12,17,0,10,33,0,75
2024-03-01 23:30:00,1,3,9,0,2,19,0,34
2024-03-01 23:40:00,4,6,5,0,7,31,1,54
2024-03-01 23:50:00,3,6,6,0,6,16,0,37
2024-03-02 00:00:00,1,7,2,0,6,19,0,35
2024-03-02 00:10:00,4,9,1,0,4,19,0,37
2024-03-02 00:20:00,1,2,1,0,2,20,0,26
2024-03-02 00:30:00,2,5,3,0,1,14,0,25
2024-03-02 00:40:00,1,3,2,0,1,5,0,12
2024-03-02 00:50:00,3,3,0,0,7,16,0,29
2024-03-02 01:00:00,0,1,1,0,3,12,0,17
2024-03-02 01:10:00,2,2,0,0,2,8,1,15
2024-03-02 01:20:00,0,4,0,0,1,8,0,13
2024-03-02 01:30:00,3,2,0,0,5,11,0,21
2024-03-02 01:40:00,2,3,0,0,3,16,0,24
2024-03-02 01:50:00,0,2,1,0,1,5,0,9
2024-03-02 02:00:00,1,3,0,0,4,5,0,13
2024-03-02 02:10:00,2,5,2,0,2,9,1,21
2024-03-02 02:20:00,2,1,0,0,3,10,0,16
2024-03-02 02:30:00,0,3,0,0,1,6,0,10
2024-03-02 02:40:00,1,2,0,0,2,7,0,12
2024-03-02 02:50:00,0,1,0,0,1,5,0,7
2024-03-02 03:00:00,0,1,0,0,1,5,0,7
2024-03-02 03:10:00,0,1,0,0,2,8,0,11
2024-03-02 03:20:00,1,2,1,0,0,2,0,6
2024-03-02 03:30:00,1,0,0,0,2,5,0,8
2024-03-02 03:40:00,0,0,0,0,1,2,0,3
2024-03-02 03:50:00,0,2,0,0,1,5,0,8
2024-03-02 04:00:00,0,1,0,0,1,3,0,5
2024-03-02 04:10:00,2,0,0,0,2,3,0,7
2024-03-02 04:20:00,0,1,0,0,2,5,0,8
2024-03-02 04:30:00,0,1,0,0,2,3,0,6
2024-03-02 04:40:00,1,3,0,0,0,11,0,15
2024-03-02 04:50:00,2,1,0,0,2,3,0,8
2024-03-02 05:00:00,0,1,0,0,2,5,0,8
2024-03-02 05:10:00,0,2,0,0,2,4,1,9
2024-03-02 05:20:00,3,2,0,0,1,5,0,11
2024-03-02 05:30:00,3,5,0,0,3,18,0,29
2024-03-02 05:40:00,0,3,0,0,4,9,0,16
2024-03-02 05:50:00,1,0,0,0,3,18,0,22
2024-03-02 06:00:00,1,3,0,0,2,9,0,15
2024-03-02 06:10:00,0,1,2,0,0,3,1,7
2024-03-02 06:20:00,1,1,0,0,2,11,0,15
2024-03-02 06:30:00,2,2,0,0,0,11,0,15
2024-03-02 06:40:00,2,4,2,0,3,27,0,38
2024-03-02 06:50:00,0,2,0,0,3,13,0,18
2024-03-02 07:00:00,1,1,0,0,6,12,0,20
2024-03-02 07:10:00,2,3,0,0,4,20,1,30
2024-03-02 07:20:00,1,3,0,0,2,8,0,14
2024-03-02 07:30:00,3,6,0,0,2,8,0,19
2024-03-02 07:40:00,5,2,0,0,6,15,0,28
2024-03-02 07:50:00,6,11,0,0,3,12,0,32
2024-03-02 08:00:00,1,6,2,0,6,20,0,35
2024-03-02 08:10:00,4,2,1,0,6,23,1,37
2024-03-02 08:20:00,6,9,0,0,4,9,0,28
2024-03-02 08:30:00,5,11,0,0,7,25,0,48
2024-03-02 08:40:00,6,10,0,0,4,44,0,64
2024-03-02 08:50:00,3,10,1,0,12,36,0,62
2024-03-02 09:00:00,1,10,0,0,8,41,0,60
2024-03-02 09:10:00,2,11,0,0,14,23,1,51
2024-03-02 09:20:00,7,9,1,0,12,41,0,70
2024-03-02 09:30:00,4,11,2,0,13,45,0,75
2024-03-02 09:40:00,6,14,3,0,22,43,0,88
2024-03-02 09:50:00,9,14,1,0,21,62,1,108
2024-03-02 10:00:00,5,21,2,0,18,36,0,82
2024-03-02 10:10:00,9,16,1,0,16,62,1,105
2024-03-02 10:20:00,8,21,5,0,23,63,0,120
2024-03-02 10:30:00,5,12,3,0,24,65,0,109
2024-03-02 10:40:00,10,23,7,0,18,48,0,106
2024-03-02 10:50:00,8,21,6,0,33,93,0,161
2024-03-02 11:00:00,8,23,8,0,17,83,0,139
2024-03-02 11:10:00,14,20,11,0,24,72,0,141
2024-03-02 11:20:00,2,18,6,0,18,67,1,112
2024-03-02 11:30:00,11,18,5,0,16,59,0,109
2024-03-02 11:40:00,6,18,9,0,15,68,0,116
2024-03-02 11:50:00,10,29,6,0,22,74,1,142
2024-03-02 12:00:00,13,21,7,0,25,68,0,134
2024-03-02 12:10:00,14,23,13,0,26,87,0,163
2024-03-02 12:20:00,12,25,12,0,31,67,1,148
2024-03-02 12:30:00,4,15,9,0,25,87,0,140
2024-03-02 12:40:00,15,36,12,0,29,92,0,184
2024-03-02 12:50:00,6,20,10,0,24,85,0,145
2024-03-02 13:00:00,10,25,11,0,22,61,0,129
2024-03-02 13:10:00,6,31,17,0,18,70,0,142
2024-03-02 13:20:00,8,20,13,0,25,100,1,167
2024-03-02 13:30:00,7,17,16,0,72,381,0,493
2024-03-02 13:40:00,10,24,16,0,58,365,0,473
2024-03-02 13:50:00,6,19,10,0,46,337,0,418
2024-03-02 14:00:00,10,30,12,0,38,369,1,460
2024-03-02 14:10:00,12,32,9,0,49,389,1,492
2024-03-02 14:20:00,8,21,12,0,27,366,0,434
2024-03-02 14:30:00,6,25,11,0,32,335,0,409
2024-03-02 14:40:00,14,23,17,0,31,370,0,455
2024-03-02 14:50:00,10,27,8,0,33,331,0,409
2024-03-02 15:00:00,8,26,18,0,26,349,0,427
2024-03-02 15:10:00,6,24,12,0,33,335,0,410
2024-03-02 15:20:00,13,33,16,0,39,318,1,420
2024-03-02 15:30:00,7,21,13,0,35,331,0,407
2024-03-02 15:40:00,18,31,16,0,34,310,0,409
2024-03-02 15:50:00,8,17,14,0,32,357,0,428
2024-03-02 16:00:00,7,25,7,0,27,334,1,401
2024-03-02 16:10:00,4,23,27,0,31,314,0,399
2024-03-02 16:20:00,10,24,14,0,26,279,1,354
2024-03-02 16:30:00,13,28,16,0,24,303,0,384
2024-03-02 16:40:00,10,29,9,1,30,297,0,376
2024-03-02 16:50:00,9,28,16,0,23,299,0,375
2024-03-02 17:00:00,5,27,12,0,36,282,0,362
2024-03-02 17:10:00,9,32,20,0,31,275,1,368
2024-03-02 17:20:00,10,23,16,0,33,283,0,365
2024-03-02 17:30:00,11,29,11,0,31,281,0,363
2024-03-02 17:40:00,9,27,12,0,33,287,0,368
2024-03-02 17:50:00,7,32,23,0,26,293,0,381
2024-03-02 18:00:00,8,22,15,0,22,338,1,406
2024-03-02 18:10:00,10,30,16,0,20,287,0,363
2024-03-02 18:20:00,11,23,14,0,27,305,1,381
2024-03-02 18:30:00,9,23,11,0,30,311,0,384
2024-03-02 18:40:00,11,27,14,0,23,281,0,356
2024-03-02 18:50:00,15,23,13,0,30,301,0,382
2024-03-02 19:00:00,12,28,12,0,38,330,0,420
2024-03-02 19:10:00,5,12,9,0,27,271,1,325
2024-03-02 19:20:00,3,19,4,0,28,365,0,419
2024-03-02 19:30:00,10,22,9,0,37,362,0,440
2024-03-02 19:40:00,3,20,11,0,46,420,0,500
2024-03-02 19:50:00,5,14,6,0,110,404,1,540
2024-03-02 20:00:00,7,8,6,0,211,325,0,557
2024-03-02 20:10:00,7,20,9,0,245,179,0,460
2024-03-02 20:20:00,7,12,2,0,75,271,1,368
2024-03-02 20:30:00,9,15,4,0,13,45,0,86
2024-03-02 20:40:00,4,17,8,0,10,31,0,70
2024-03-02 20:50:00,5,17,6,0,14,32,0,74
2024-03-02 21:00:00,3,13,3,0,6,37,0,62
2024-03-02 21:10:00,3,8,2,0,5,27,1,46
2024-03-02 21:20:00,5,14,4,0,16,44,0,83
2024-03-02 21:30:00,5,13,4,0,14,35,0,71
2024-03-02 21:40:00,5,19,1,0,15,37,0,77
2024-03-02 21:50:00,4,8,4,0,11,37,0,64
2024-03-02 22:00:00,1,11,2,0,7,28,0,49
2024-03-02 22:10:00,2,13,2,0,6,30,1,54
2024-03-02 22:20:00,8,12,7,0,7,37,0,71
2024-03-02 22:30:00,4,7,6,0,9,29,0,55
2024-03-02 22:40:00,1,8,1,0,7,25,0,42
2024-03-02 22:50:00,0,6,2,0,6,28,0,42
2024-03-02 23:00:00,3,5,5,0,12,43,0,68
2024-03-02 23:10:00,3,10,2,0,11,34,1,61
2024-03-02 23:20:00,2,11,0,0,7,21,0,41
2024-03-02 23:30:00,3,8,3,0,2,17,0,33
2024-03-02 23:40:00,3,9,2,0,7,26,0,47
2024-03-02 23:50:00,1,4,1,0,6,27,0,39
2024-03-03 00:00:00,2,9,3,0,11,29,0,54
2024-03-03 00:10:00,5,5,2,0,4,20,1,37
2024-03-03 00:20:00,3,5,0,0,6,22,0,36
2024-03-03 00:30:00,1,5,0,0,5,15,0,26
2024-03-03 00:40:00,5,5,0,0,3,23,0,36
2024-03-03 00:50:00,3,7,1,0,5,10,0,26
2024-03-03 01:00:00,3,8,0,0,6,20,0,37
2024-03-03 01:10:00,4,8,0,0,2,8,1,23
2024-03-03 01:20:00,1,4,3,0,4,7,0,19
2024-03-03 01:30:00,1,4,0,0,2,12,0,19
2024-03-03 01:40:00,1,3,0,0,6,13,0,23
2024-03-03 01:50:00,2,3,0,0,2,16,0,23
2024-03-03 02:00:00,0,2,1,0,4,12,0,19
2024-03-03 02:10:00,2,1,1,0,3,13,1,21
2024-03-03 02:20:00,1,2,0,0,5,11,0,19
2024-03-03 02:30:00,1,2,0,0,1,5,0,9
2024-03-03 02:40:00,1,2,0,0,3,5,0,11
2024-03-03 02:50:00,1,1,1,0,1,7,0,11
2024-03-03 03:00:00,0,2,0,0,1,5,0,8
2024-03-03 03:10:00,0,3,0,0,0,4,0,7
2024-03-03 03:20:00,0,0,0,0,0,4,0,4
2024-03-03 03:30:00,0,4,0,0,3,5,0,12
2024-03-03 03:40:00,0,2,0,0,0,2,0,4
2024-03-03 03:50:00,0,2,0,0,2,4,0,8
2024-03-03 04:00:00,0,0,0,0,4,5,0,9
2024-03-03 04:10:00,0,0,0,0,0,1,0,1
2024-03-03 04:20:00,1,1,0,0,1,2,0,5
2024-03-03 04:30:00,0,3,0,0,0,3,0,6
2024-03-03 04:40:00,0,5,0,0,1,4,0,10
2024-03-03 04:50:00,0,1,0,0,1,5,0,7
2024-03-03 05:00:00,1,2,0,0,2,5,0,10
2024-03-03 05:10:00,0,0,0,0,0,4,0,4
2024-03-03 05:20:00,0,1,0,0,1,7,0,9
2024-03-03 05:30:00,0,3,0,0,1,2,0,6
2024-03-03 05:40:00,2,2,1,0,0,3,0,8
2024-03-03 05:50:00,0,0,1,0,1,1,0,3
2024-03-03 06:00:00,1,0,1,0,2,12,0,16
2024-03-03 06:10:00,2,3,0,0,1,6,1,13
2024-03-03 06:20:00,0,0,0,0,3,8,0,11
2024-03-03 06:30:00,0,1,0,0,3,4,0,8
2024-03-03 06:40:00,3,3,1,0,1,6,1,15
2024-03-03 06:50:00,0,1,0,0,0,3,0,4
2024-03-03 07:00:00,1,0,0,0,1,3,0,5
2024-03-03 07:10:00,1,1,1,0,0,0,0,3
2024-03-03 07:20:00,1,0,0,0,0,6,0,7
2024-03-03 07:30:00,0,0,1,0,0,3,0,4
2024-03-03 07:40:00,0,2,0,0,1,7,0,10
2024-03-03 07:50:00,1,0,0,0,1,1,0,3
2024-03-03 08:00:00,1,2,0,0,3,8,0,14
2024-03-03 08:10:00,1,2,1,0,2,10,1,17
2024-03-03 08:20:00,3,4,0,0,1,9,0,17
2024-03-03 08:30:00,1,0,0,0,1,6,0,8
2024-03-03 08:40:00,4,6,1,0,6,12,0,29
2024-03-03 08:50:00,1,1,1,0,2,14,0,19
2024-03-03 09:00:00,4,7,0,0,8,12,0,31
2024-03-03 09:10:00,5,4,0,0,8,20,0,37
2024-03-03 09:20:00,2,3,0,0,6,13,0,24
2024-03-03 09:30:00,3,8,0,0,3,11,0,25
2024-03-03 09:40:00,3,4,0,0,5,20,0,32
2024-03-03 09:50:00,3,6,0,0,11,32,0,52
2024-03-03 10:00:00,4,8,0,0,6,25,0,43
2024-03-03 10:10:00,3,7,0,0,7,17,1,35
2024-03-03 10:20:00,4,5,1,0,10,27,0,47
2024-03-03 10:30:00,4,13,0,0,8,19,0,44
2024-03-03 10:40:00,8,14,1,0,9,34,1,67
2024-03-03 10:50:00,6,15,0,0,11,24,0,56
2024-03-03 11:00:00,4,6,0,0,7,20,0,37
2024-03-03 11:10:00,8,11,0,0,4,19,0,42
2024-03-03 11:20:00,10,9,2,0,4,27,0,52
2024-03-03 11:30:00,4,9,0,0,4,32,0,49
2024-03-03 11:40:00,6,13,0,0,2,34,1,56
2024-03-03 11:50:00,6,13,2,0,5,41,0,67
2024-03-03 12:00:00,5,10,0,0,10,36,0,61
2024-03-03 12:10:00,8,9,1,0,9,25,1,53
2024-03-03 12:20:00,1,15,0,0,10,45,0,71
2024-03-03 12:30:00,8,12,1,0,20,41,0,82
2024-03-03 12:40:00,6,11,2,0,10,38,0,67
2024-03-03 12:50:00,8,21,2,0,7,29,1,68
2024-03-03 13:00:00,9,17,2,0,9,48,0,85
2024-03-03 13:10:00,7,17,4,0,12,32,1,73
2024-03-03 13:20:00,6,15,1,0,14,50,0,86
2024-03-03 13:30:00,5,12,1,0,14,44,0,76
2024-03-03 13:40:00,9,20,0,0,10,46,1,86
2024-03-03 13:50:00,6,15,1,0,16,58,0,96
2024-03-03 14:00:00,10,13,1,0,12,48,0,84
2024-03-03 14:10:00,10,15,2,0,16,50,1,94
2024-03-03 14:20:00,4,16,2,0,14,47,0,83
2024-03-03 14:30:00,7,20,1,0,9,38,0,75
2024-03-03 14:40:00,2,13,1,0,17,53,1,87
2024-03-03 14:50:00,6,19,4,0,15,49,0,93
2024-03-03 15:00:00,4,22,3,0,11,38,0,78
2024-03-03 15:10:00,8,16,3,0,20,44,1,92
2024-03-03 15:20:00,9,14,0,0,20,43,0,86
2024-03-03 15:30:00,2,12,1,0,15,50,0,80
2024-03-03 15:40:00,7,17,0,0,15,51,1,91
2024-03-03 15:50:00,8,22,2,0,16,38,0,86
2024-03-03 16:00:00,5,13,7,0,18,44,0,87
2024-03-03 16:10:00,7,17,0,0,22,44,1,91
2024-03-03 16:20:00,6,17,0,0,17,49,0,89
2024-03-03 16:30:00,9,25,3,0,13,48,0,98
2024-03-03 16:40:00,5,21,3,0,11,44,1,85
2024-03-03 16:50:00,7,16,2,0,15,52,0,92
2024-03-03 17:00:00,7,25,1,0,19,51,0,103
2024-03-03 17:10:00,7,14,3,0,14,36,1,75
2024-03-03 17:20:00,8,18,0,0,18,47,0,91
2024-03-03 17:30:00,6,14,5,0,15,51,0,91
2024-03-03 17:40:00,4,19,0,0,16,51,1,91
2024-03-03 17:50:00,9,21,0,0,20,41,0,91
2024-03-03 18:00:00,6,31,3,0,16,49,0,105
2024-03-03 18:10:00,13,31,0,0,11,43,1,99
2024-03-03 18:20:00,7,13,0,0,19,47,0,86
2024-03-03 18:30:00,6,21,1,0,18,44,0,90
2024-03-03 18:40:00,9,25,1,0,5,26,1,67
2024-03-03 18:50:00,5,17,2,0,12,49,0,85
2024-03-03 19:00:00,6,22,0,0,10,31,0,69
2024-03-03 19:10:00,5,13,1,0,14,35,1,69
2024-03-03 19:20:00,7,22,0,0,20,46,0,95
2024-03-03 19:30:00,6,13,1,0,8,27,0,55
2024-03-03 19:40:00,7,19,1,0,12,32,1,72
2024-03-03 19:50:00,7,14,3,0,7,29,0,60
2024-03-03 20:00:00,2,16,1,0,11,28,1,59
2024-03-03 20:10:00,9,13,0,0,9,24,0,55
2024-03-03 20:20:00,7,9,0,0,8,25,0,49
2024-03-03 20:30:00,2,14,1,0,3,34,0,54
2024-03-03 20:40:00,5,7,0,0,5,21,0,38
2024-03-03 20:50:00,1,13,0,0,3,21,0,38
2024-03-03 21:00:00,4,12,2,0,5,27,0,50
2024-03-03 21:10:00,3,11,2,0,5,23,0,44
2024-03-03 21:20:00,1,9,0,0,10,24,0,44
2024-03-03 21:30:00,5,10,0,0,5,24,0,44
2024-03-03 21:40:00,2,14,0,0,6,22,0,44
2024-03-03 21:50:00,5,11,1,0,5,23,0,45
2024-03-03 22:00:00,8,11,2,0,7,16,0,44
2024-03-03 22:10:00,5,8,1,0,5,18,1,38
2024-03-03 22:20:00,2,9,0,0,4,25,0,40
2024-03-03 22:30:00,1,6,3,0,7,15,0,32
2024-03-03 22:40:00,1,5,0,0,6,24,0,36
2024-03-03 22:50:00,1,6,0,0,2,23,0,32
2024-03-03 23:00:00,1,3,0,0,3,15,0,22
2024-03-03 23:10:00,2,5,1,0,3,11,0,22
2024-03-03 23:20:00,2,7,0,0,5,10,0,24
2024-03-03 23:30:00,1,4,0,0,7,9,0,21
2024-03-03 23:40:00,0,2,0,0,5,21,0,28
2024-03-03 23:50:00,0,0,0,0,3,13,0,16
2024-03-04 00:00:00,0,4,0,0,3,11,0,18
2024-03-04 00:10:00,1,2,0,0,4,6,1,14
2024-03-04 00:20:00,1,2,0,0,4,7,0,14
2024-03-04 00:30:00,0,0,0,0,1,3,0,4
2024-03-04 00:40:00,1,4,0,0,1,2,0,8
2024-03-04 00:50:00,0,2,0,0,1,2,0,5
2024-03-04 01:00:00,1,2,1,0,0,3,0,7
2024-03-04 01:10:00,0,1,1,0,2,2,0,6
2024-03-04 01:20:00,0,0,0,0,0,3,0,3
2024-03-04 01:30:00,0,3,1,0,1,3,0,8
2024-03-04 01:40:00,0,1,0,0,2,6,0,9
2024-03-04 01:50:00,0,0,0,0,0,1,0,1
2024-03-04 02:00:00,1,0,0,0,0,0,0,1
2024-03-04 02:10:00,0,0,0,0,0,0,0,0
2024-03-04 02:20:00,0,0,0,0,2,2,0,4
2024-03-04 02:30:00,0,0,0,0,0,1,0,1
2024-03-04 02:40:00,1,1,0,0,1,0,0,3
2024-03-04 02:50:00,0,1,0,0,0,2,0,3
2024-03-04 03:00:00,2,1,0,0,0,0,0,3
2024-03-04 03:10:00,1,1,0,0,0,1,0,3
2024-03-04 03:20:00,0,1,0,0,1,1,0,3
2024-03-04 03:30:00,0,0,0,0,0,0,0,0
2024-03-04 03:40:00,0,2,0,0,0,2,0,4
2024-03-04 03:50:00,0,1,0,0,0,2,0,3
2024-03-04 04:00:00,0,0,0,0,0,2,0,2
2024-03-04 04:10:00,0,0,0,0,0,4,0,4
2024-03-04 04:20:00,0,2,0,0,0,4,0,6
2024-03-04 04:30:00,0,0,0,0,1,5,0,6
2024-03-04 04:40:00,1,1,2,0,1,6,0,11
2024-03-04 04:50:00,3,1,0,0,3,10,0,17
2024-03-04 05:00:00,1,0,0,0,2,10,0,13
2024-03-04 05:10:00,3,3,0,0,1,11,0,18
2024-03-04 05:20:00,2,2,0,0,0,16,0,20
2024-03-04 05:30:00,1,4,0,0,4,53,1,63
2024-03-04 05:40:00,1,2,0,0,2,42,1,48
2024-03-04 05:50:00,2,3,0,0,5,62,1,73
2024-03-04 06:00:00,2,7,0,0,6,50,0,65
2024-03-04 06:10:00,5,5,1,0,4,66,1,82
2024-03-04 06:20:00,6,4,1,0,9,88,0,108
2024-03-04 06:30:00,1,7,1,0,10,71,3,93
2024-03-04 06:40:00,7,8,0,0,6,75,4,100
2024-03-04 06:50:00,6,6,0,0,9,59,0,80
2024-03-04 07:00:00,6,9,1,0,11,98,1,126
2024-03-04 07:10:00,8,16,3,0,14,104,2,147
2024-03-04 07:20:00,9,15,0,0,21,107,1,153
2024-03-04 07:30:00,4,14,3,0,18,98,2,139
2024-03-04 07:40:00,12,21,2,0,31,129,2,197
2024-03-04 07:50:00,7,21,2,0,34,70,3,137
2024-03-04 08:00:00,8,16,0,0,24,81,1,130
2024-03-04 08:10:00,7,17,3,0,30,105,2,164
2024-03-04 08:20:00,11,21,4,0,37,105,0,178
2024-03-04 08:30:00,8,19,5,0,35,90,1,158
2024-03-04 08:40:00,13,28,7,0,28,80,1,157
