datetime,D11Z,D12Z,D21Z,D41Z,D42Z,Total
2024-03-04 21:50:00,1,4,0,27,5,37
2024-03-04 22:00:00,0,2,0,18,8,28
2024-03-04 22:10:00,0,2,0,27,6,35
2024-03-04 22:20:00,1,3,0,27,12,43
2024-03-04 22:30:00,1,4,0,25,7,37
2024-03-04 22:40:00,1,0,0,21,5,27
2024-03-04 22:50:00,1,3,0,17,7,28
2024-03-04 23:00:00,0,2,0,16,8,26
2024-03-04 23:10:00,1,3,0,25,4,33
2024-03-04 23:20:00,0,1,0,12,8,21
2024-03-04 23:30:00,0,1,0,16,4,21
2024-03-04 23:40:00,1,1,0,10,1,13
2024-03-04 23:50:00,2,2,0,13,8,25
2024-03-05 00:00:00,1,0,0,9,6,16
2024-03-05 00:10:00,1,2,0,8,4,15
2024-03-05 00:20:00,0,1,0,3,3,7
2024-03-05 00:30:00,0,3,0,7,2,12
2024-03-05 00:40:00,1,3,0,7,2,13
2024-03-05 00:50:00,0,1,0,5,5,11
2024-03-05 01:00:00,0,0,0,3,3,6
2024-03-05 01:10:00,0,1,0,3,6,10
2024-03-05 01:20:00,1,0,0,8,0,9
2024-03-05 01:30:00,0,1,0,3,3,7
2024-03-05 01:40:00,0,0,0,2,1,3
2024-03-05 01:50:00,0,0,0,2,2,4
2024-03-05 02:00:00,1,1,0,1,0,3
2024-03-05 02:10:00,0,0,0,3,1,4
2024-03-05 02:20:00,0,0,0,3,2,5
2024-03-05 02:30:00,0,1,0,5,6,12
2024-03-05 02:40:00,0,0,0,2,3,5
2024-03-05 02:50:00,0,0,0,3,1,4
2024-03-05 03:00:00,0,0,0,1,0,1
2024-03-05 03:10:00,0,0,0,5,2,7
2024-03-05 03:20:00,0,0,0,1,1,2
2024-03-05 03:30:00,0,0,0,5,5,10
2024-03-05 03:40:00,0,1,0,4,2,7
2024-03-05 03:50:00,0,0,0,2,0,2
2024-03-05 04:00:00,0,0,0,4,0,4
2024-03-05 04:10:00,0,0,0,5,2,7
2024-03-05 04:20:00,0,0,0,8,3,11
2024-03-05 04:30:00,0,0,0,7,4,11
2024-03-05 04:40:00,1,1,0,6,4,12
2024-03-05 04:50:00,0,2,0,10,3,15
2024-03-05 05:00:00,1,1,0,12,3,17
2024-03-05 05:10:00,1,3,0,8,6,18
2024-03-05 05:20:00,0,1,0,20,6,27
2024-03-05 05:30:00,0,1,0,25,7,33
2024-03-05 05:40:00,2,3,0,22,7,34
2024-03-05 05:50:00,1,6,0,30,11,48
2024-03-05 06:00:00,0,1,0,32,10,43
2024-03-05 06:10:00,0,5,0,49,10,64
2024-03-05 06:20:00,2,4,0,49,3,58
2024-03-05 06:30:00,1,4,0,54,9,68
2024-03-05 06:40:00,4,3,0,68,7,82
2024-03-05 06:50:00,1,7,0,68,11,87
2024-03-05 07:00:00,4,7,0,80,12,103
2024-03-05 07:10:00,4,9,0,93,15,121
2024-03-05 07:20:00,2,14,0,92,8,116
2024-03-05 07:30:00,2,10,0,91,11,114
2024-03-05 07:40:00,8,11,0,97,13,129
2024-03-05 07:50:00,4,8,0,88,11,111
2024-03-05 08:00:00,8,8,0,91,15,122
2024-03-05 08:10:00,2,8,0,101,11,122
2024-03-05 08:20:00,3,7,0,101,16,127
2024-03-05 08:30:00,5,7,0,95,11,118
2024-03-05 08:40:00,7,12,0,87,14,120
2024-03-05 08:50:00,5,7,0,94,18,124
2024-03-05 09:00:00,7,6,0,90,17,120
2024-03-05 09:10:00,8,13,0,90,8,119
2024-03-05 09:20:00,8,3,0,74,13,98
2024-03-05 09:30:00,6,12,0,77,17,112
2024-03-05 09:40:00,5,13,0,76,10,104
2024-03-05 09:50:00,3,7,0,74,12,96
2024-03-05 10:00:00,6,11,0,58,13,88
2024-03-05 10:10:00,4,10,0,80,11,105
2024-03-05 10:20:00,6,9,0,74,14,103
2024-03-05 10:30:00,9,8,0,60,9,86
2024-03-05 10:40:00,6,12,0,88,14,120
2024-03-05 10:50:00,4,5,0,73,17,99
2024-03-05 11:00:00,8,12,0,64,12,96
2024-03-05 11:10:00,2,10,0,84,17,113
2024-03-05 11:20:00,6,14,0,58,14,92
2024-03-05 11:30:00,7,15,0,69,12,103
2024-03-05 11:40:00,4,11,0,71,18,104
2024-03-05 11:50:00,6,15,0,77,12,110
2024-03-05 12:00:00,8,12,0,75,12,107
2024-03-05 12:10:00,6,14,0,85,17,122
2024-03-05 12:20:00,5,20,0,74,14,113
2024-03-05 12:30:00,3,12,0,76,10,101
2024-03-05 12:40:00,4,12,0,72,16,104
2024-03-05 12:50:00,7,17,0,80,10,114
2024-03-05 13:00:00,10,13,0,79,13,115
2024-03-05 13:10:00,5,13,0,68,13,99
2024-03-05 13:20:00,7,13,0,82,18,120
2024-03-05 13:30:00,4,4,0,82,11,101
2024-03-05 13:40:00,5,13,0,87,13,118
2024-03-05 13:50:00,8,9,0,83,14,114
2024-03-05 14:00:00,7,10,0,75,20,112
2024-03-05 14:10:00,2,15,0,83,9,109
2024-03-05 14:20:00,7,7,0,74,9,97
2024-03-05 14:30:00,7,12,0,78,10,107
2024-03-05 14:40:00,1,8,0,89,13,111
2024-03-05 14:50:00,5,13,0,87,16,121
2024-03-05 15:00:00,2,5,0,101,7,115
2024-03-05 15:10:00,7,9,0,75,14,105
2024-03-05 15:20:00,6,11,0,76,11,104
2024-03-05 15:30:00,8,9,0,92,15,124
2024-03-05 15:40:00,5,16,0,102,15,138
2024-03-05 15:50:00,6,13,0,85,6,110
2024-03-05 16:00:00,9,7,0,93,14,123
2024-03-05 16:10:00,10,14,0,103,14,141
2024-03-05 16:20:00,9,14,0,87,7,117
2024-03-05 16:30:00,7,9,0,102,14,132
2024-03-05 16:40:00,10,18,0,101,13,142
2024-03-05 16:50:00,8,18,0,73,8,107
2024-03-05 17:00:00,4,17,0,96,14,131
2024-03-05 17:10:00,9,18,0,89,18,134
2024-03-05 17:20:00,8,13,0,111,5,137
2024-03-05 17:30:00,4,7,0,87,18,116
2024-03-05 17:40:00,9,15,0,100,10,134
2024-03-05 17:50:00,4,11,0,84,9,108
2024-03-05 18:00:00,4,12,0,103,10,129
2024-03-05 18:10:00,6,17,0,100,13,136
2024-03-05 18:20:00,8,19,0,93,10,130
2024-03-05 18:30:00,9,13,0,93,11,126
2024-03-05 18:40:00,6,13,0,75,18,112
2024-03-05 18:50:00,6,18,0,76,20,120
2024-03-05 19:00:00,2,13,0,78,15,108
2024-03-05 19:10:00,6,5,0,73,21,105
2024-03-05 19:20:00,2,10,0,62,10,84
2024-03-05 19:30:00,5,8,0,47,9,69
2024-03-05 19:40:00,5,11,0,69,14,99
2024-03-05 19:50:00,3,8,0,41,9,61
2024-03-05 20:00:00,2,13,0,51,11,77
2024-03-05 20:10:00,3,9,0,44,7,63
2024-03-05 20:20:00,4,10,0,47,7,68
2024-03-05 20:30:00,2,12,0,38,4,56
2024-03-05 20:40:00,1,5,0,34,8,48
2024-03-05 20:50:00,4,7,0,33,12,56
2024-03-05 21:00:00,4,7,0,44,12,67
2024-03-05 21:10:00,4,1,0,32,7,44
2024-03-05 21:20:00,4,7,0,30,7,48
2024-03-05 21:30:00,5,5,0,35,3,48
2024-03-05 21:40:00,2,4,0,34,6,46
2024-03-05 21:50:00,5,6,0,37,7,55
2024-03-05 22:00:00,3,4,0,18,9,34
2024-03-05 22:10:00,1,1,0,22,5,29
2024-03-05 22:20:00,1,5,0,27,6,39
2024-03-05 22:30:00,2,4,0,24,8,38
2024-03-05 22:40:00,0,3,0,28,9,40
2024-03-05 22:50:00,0,4,0,16,8,28
2024-03-05 23:00:00,1,7,0,15,5,28
2024-03-05 23:10:00,0,3,0,15,10,28
2024-03-05 23:20:00,1,1,0,15,4,21
2024-03-05 23:30:00,2,2,0,15,6,25
2024-03-05 23:40:00,0,1,0,9,2,12
2024-03-05 23:50:00,0,2,0,9,6,17
2024-03-06 00:00:00,2,4,0,12,2,20
2024-03-06 00:10:00,0,2,0,12,4,18
2024-03-06 00:20:00,1,0,0,5,3,9
2024-03-06 00:30:00,0,2,0,12,3,17
2024-03-06 00:40:00,0,2,0,9,3,14
2024-03-06 00:50:00,0,0,0,3,2,5
2024-03-06 01:00:00,0,0,0,14,5,19
2024-03-06 01:10:00,0,0,0,6,9,15
2024-03-06 01:20:00,0,0,0,5,1,6
2024-03-06 01:30:00,1,0,0,0,3,4
2024-03-06 01:40:00,0,2,0,5,2,9
2024-03-06 01:50:00,0,0,0,4,2,6
2024-03-06 02:00:00,0,4,0,6,2,12
2024-03-06 02:10:00,0,1,0,3,1,5
2024-03-06 02:20:00,0,0,0,9,3,12
2024-03-06 02:30:00,0,0,0,2,1,3
2024-03-06 02:40:00,0,0,0,4,1,5
2024-03-06 02:50:00,0,0,0,3,3,6
2024-03-06 03:00:00,1,2,0,4,0,7
2024-03-06 03:10:00,0,1,0,3,0,4
2024-03-06 03:20:00,0,0,0,5,0,5
2024-03-06 03:30:00,0,1,0,8,2,11
2024-03-06 03:40:00,1,0,0,2,2,5
2024-03-06 03:50:00,0,0,0,6,1,7
2024-03-06 04:00:00,0,0,0,2,2,4
2024-03-06 04:10:00,0,0,0,3,0,3
2024-03-06 04:20:00,0,0,0,2,8,10
2024-03-06 04:30:00,0,2,0,11,5,18
2024-03-06 04:40:00,0,3,0,8,5,16
2024-03-06 04:50:00,1,0,0,5,5,11
2024-03-06 05:00:00,0,1,0,9,4,14
2024-03-06 05:10:00,0,0,0,9,3,12
2024-03-06 05:20:00,1,5,0,19,4,29
2024-03-06 05:30:00,2,2,0,26,6,36
2024-03-06 05:40:00,0,0,0,28,7,35
2024-03-06 05:50:00,1,3,0,43,9,56
2024-03-06 06:00:00,1,2,0,28,10,41
2024-03-06 06:10:00,1,3,0,39,6,49
2024-03-06 06:20:00,0,2,0,38,9,49
2024-03-06 06:30:00,2,2,0,56,12,72
2024-03-06 06:40:00,2,6,0,64,13,85
2024-03-06 06:50:00,5,6,0,85,9,105
2024-03-06 07:00:00,3,8,0,74,14,99
2024-03-06 07:10:00,3,6,0,92,8,109
2024-03-06 07:20:00,7,9,0,104,14,134
2024-03-06 07:30:00,5,5,0,89,13,112
2024-03-06 07:40:00,7,14,0,113,21,155
2024-03-06 07:50:00,9,13,0,93,23,138
2024-03-06 08:00:00,4,13,0,98,10,125
2024-03-06 08:10:00,0,11,0,91,11,113
2024-03-06 08:20:00,4,13,0,103,16,136
2024-03-06 08:30:00,5,15,0,90,16,126
2024-03-06 08:40:00,3,7,0,106,11,127
2024-03-06 08:50:00,7,8,0,77,13,105
2024-03-06 09:00:00,6,8,0,92,11,117
2024-03-06 09:10:00,5,6,0,83,17,111
2024-03-06 09:20:00,3,6,0,103,11,123
2024-03-06 09:30:00,5,6,0,85,11,107
2024-03-06 09:40:00,4,9,0,99,10,122
2024-03-06 09:50:00,5,6,0,96,9,116
2024-03-06 10:00:00,2,11,0,61,10,84
2024-03-06 10:10:00,6,13,0,65,10,94
2024-03-06 10:20:00,8,12,0,70,13,103
2024-03-06 10:30:00,2,6,0,59,15,82
2024-03-06 10:40:00,6,12,0,85,18,121
2024-03-06 10:50:00,5,15,0,58,17,95
2024-03-06 11:00:00,3,14,0,64,14,95
2024-03-06 11:10:00,9,10,0,91,14,124
2024-03-06 11:20:00,4,12,0,73,11,100
2024-03-06 11:30:00,7,8,0,69,10,94
2024-03-06 11:40:00,6,9,0,74,9,98
2024-03-06 11:50:00,2,14,0,79,8,103
2024-03-06 12:00:00,2,13,0,80,13,108
2024-03-06 12:10:00,11,16,0,77,13,117
2024-03-06 12:20:00,5,10,0,71,13,99
2024-03-06 12:30:00,8,18,0,72,15,113
2024-03-06 12:40:00,6,12,0,75,10,103
2024-03-06 12:50:00,6,22,0,69,11,108
2024-03-06 13:00:00,6,16,0,56,18,96
2024-03-06 13:10:00,10,10,0,64,12,96
2024-03-06 13:20:00,8,15,0,78,12,113
2024-03-06 13:30:00,8,10,0,79,16,113
2024-03-06 13:40:00,13,12,0,76,15,116
2024-03-06 13:50:00,5,14,0,83,14,116
2024-03-06 14:00:00,3,10,0,73,5,91
2024-03-06 14:10:00,4,6,0,72,15,97
2024-03-06 14:20:00,7,12,0,73,12,104
2024-03-06 14:30:00,8,11,0,85,11,115
2024-03-06 14:40:00,6,15,0,87,15,123
2024-03-06 14:50:00,10,11,0,96,14,131
2024-03-06 15:00:00,6,8,0,79,13,106
2024-03-06 15:10:00,10,18,0,79,10,117
2024-03-06 15:20:00,10,13,0,71,9,103
2024-03-06 15:30:00,10,5,0,77,7,99
2024-03-06 15:40:00,10,9,0,89,14,122
2024-03-06 15:50:00,8,13,0,108,10,139
2024-03-06 16:00:00,8,16,0,90,21,135
2024-03-06 16:10:00,9,17,0,103,11,140
2024-03-06 16:20:00,9,16,0,71,11,107
2024-03-06 16:30:00,4,8,0,98,19,129
2024-03-06 16:40:00,14,16,0,106,17,153
2024-03-06 16:50:00,17,19,0,94,11,141
2024-03-06 17:00:00,14,19,0,75,9,117
2024-03-06 17:10:00,8,12,0,108,12,140
2024-03-06 17:20:00,10,13,0,93,10,126
2024-03-06 17:30:00,5,15,0,101,14,135
2024-03-06 17:40:00,4,11,0,89,17,121
2024-03-06 17:50:00,9,16,0,104,16,145
2024-03-06 18:00:00,11,9,0,99,13,132
2024-03-06 18:10:00,4,18,0,81,13,116
2024-03-06 18:20:00,8,10,0,89,10,117
2024-03-06 18:30:00,5,11,0,88,11,115
2024-03-06 18:40:00,7,13,0,97,12,129
2024-03-06 18:50:00,13,14,0,92,15,134
2024-03-06 19:00:00,6,12,0,63,11,92
2024-03-06 19:10:00,2,15,0,81,7,105
2024-03-06 19:20:00,2,15,0,63,9,89
2024-03-06 19:30:00,2,14,0,54,16,86
2024-03-06 19:40:00,7,11,0,57,14,89
2024-03-06 19:50:00,5,9,0,52,7,73
2024-03-06 20:00:00,1,13,0,57,12,83
2024-03-06 20:10:00,2,5,0,44,11,62
2024-03-06 20:20:00,2,8,0,42,7,59
2024-03-06 20:30:00,1,7,0,39,8,55
2024-03-06 20:40:00,3,4,0,34,15,56
2024-03-06 20:50:00,2,8,0,36,10,56
2024-03-06 21:00:00,7,8,0,36,9,60
2024-03-06 21:10:00,2,10,0,31,12,55
2024-03-06 21:20:00,3,11,0,22,8,44
2024-03-06 21:30:00,2,4,0,35,8,49
2024-03-06 21:40:00,3,6,0,26,5,40
2024-03-06 21:50:00,3,4,0,32,4,43
2024-03-06 22:00:00,0,2,0,26,4,32
2024-03-06 22:10:00,1,4,0,22,7,34
2024-03-06 22:20:00,2,8,0,28,5,43
2024-03-06 22:30:00,2,2,0,23,4,31
2024-03-06 22:40:00,0,2,0,28,7,37
2024-03-06 22:50:00,2,1,0,22,9,34
2024-03-06 23:00:00,3,3,0,14,6,26
2024-03-06 23:10:00,0,2,0,20,4,26
2024-03-06 23:20:00,2,2,0,10,4,18
2024-03-06 23:30:00,0,2,0,16,9,27
2024-03-06 23:40:00,0,2,0,13,2,17
2024-03-06 23:50:00,0,0,0,11,6,17
2024-03-07 00:00:00,0,1,0,16,4,21
2024-03-07 00:10:00,0,0,0,14,3,17
2024-03-07 00:20:00,0,3,0,7,3,13
2024-03-07 00:30:00,0,1,0,15,5,21
2024-03-07 00:40:00,0,0,0,8,0,8
2024-03-07 00:50:00,1,0,0,6,2,9
2024-03-07 01:00:00,1,0,0,11,9,21
2024-03-07 01:10:00,2,1,0,4,3,10
2024-03-07 01:20:00,0,0,0,8,4,12
2024-03-07 01:30:00,0,0,0,5,8,13
2024-03-07 01:40:00,0,0,0,7,4,11
2024-03-07 01:50:00,0,1,0,6,3,10
2024-03-07 02:00:00,0,1,0,3,3,7
2024-03-07 02:10:00,0,0,0,4,4,8
2024-03-07 02:20:00,0,1,0,8,2,11
2024-03-07 02:30:00,0,1,0,3,1,5
2024-03-07 02:40:00,0,0,0,3,2,5
2024-03-07 02:50:00,0,1,0,2,2,5
2024-03-07 03:00:00,0,0,0,2,2,4
2024-03-07 03:10:00,0,0,0,6,1,7
2024-03-07 03:20:00,0,0,0,4,4,8
2024-03-07 03:30:00,0,0,0,6,4,10
2024-03-07 03:40:00,0,0,0,3,2,5
2024-03-07 03:50:00,1,1,0,3,2,7
2024-03-07 04:00:00,0,0,0,3,2,5
2024-03-07 04:10:00,2,2,0,7,1,12
2024-03-07 04:20:00,0,0,0,10,1,11
2024-03-07 04:30:00,0,1,0,6,3,10
2024-03-07 04:40:00,1,2,0,11,11,25
2024-03-07 04:50:00,0,0,0,6,5,11
2024-03-07 05:00:00,0,1,0,13,4,18
2024-03-07 05:10:00,0,2,0,10,5,17
2024-03-07 05:20:00,0,4,0,15,4,23
2024-03-07 05:30:00,0,3,0,20,12,35
2024-03-07 05:40:00,3,4,0,23,8,38
2024-03-07 05:50:00,0,2,0,43,9,54
2024-03-07 06:00:00,2,1,0,35,9,47
2024-03-07 06:10:00,1,2,0,41,8,52
2024-03-07 06:20:00,0,2,0,57,12,71
2024-03-07 06:30:00,0,2,0,59,11,72
2024-03-07 06:40:00,1,5,0,72,9,87
2024-03-07 06:50:00,4,2,0,61,13,80
2024-03-07 07:00:00,4,11,0,84,15,114
2024-03-07 07:10:00,9,11,0,110,12,142
2024-03-07 07:20:00,1,10,0,114,12,137
2024-03-07 07:30:00,4,8,0,106,15,133
2024-03-07 07:40:00,5,9,0,129,18,161
2024-03-07 07:50:00,9,11,0,101,13,134
2024-03-07 08:00:00,7,11,0,102,11,131
2024-03-07 08:10:00,5,10,0,96,14,125
2024-03-07 08:20:00,3,11,0,113,11,138
2024-03-07 08:30:00,7,8,0,105,8,128
2024-03-07 08:40:00,2,7,0,106,11,126
2024-03-07 08:50:00,6,11,0,87,18,122
2024-03-07 09:00:00,8,9,0,69,11,97
2024-03-07 09:10:00,5,10,0,94,16,125
2024-03-07 09:20:00,7,8,0,92,16,123
2024-03-07 09:30:00,5,3,0,89,17,114
2024-03-07 09:40:00,10,11,0,61,15,97
2024-03-07 09:50:00,5,7,0,71,15,98
2024-03-07 10:00:00,6,10,0,79,11,106
2024-03-07 10:10:00,5,11,0,65,11,92
2024-03-07 10:20:00,5,14,0,88,15,122
2024-03-07 10:30:00,9,13,0,64,14,100
2024-03-07 10:40:00,6,15,0,68,16,105
2024-03-07 10:50:00,9,4,0,66,9,88
2024-03-07 11:00:00,6,11,0,63,13,93
2024-03-07 11:10:00,6,9,0,75,16,106
2024-03-07 11:20:00,10,8,0,85,9,112
2024-03-07 11:30:00,6,13,0,64,16,99
2024-03-07 11:40:00,7,17,0,76,9,109
2024-03-07 11:50:00,3,13,0,71,5,92
2024-03-07 12:00:00,5,12,0,72,8,97
2024-03-07 12:10:00,6,13,0,73,15,107
2024-03-07 12:20:00,7,11,0,93,10,121
2024-03-07 12:30:00,9,14,0,100,15,138
2024-03-07 12:40:00,8,7,0,85,15,115
2024-03-07 12:50:00,9,13,0,66,9,97
2024-03-07 13:00:00,15,14,0,81,19,129
2024-03-07 13:10:00,13,10,0,85,19,127
2024-03-07 13:20:00,3,16,0,65,9,93
2024-03-07 13:30:00,9,20,0,89,14,132
2024-03-07 13:40:00,5,10,0,101,12,128
2024-03-07 13:50:00,7,18,0,84,14,123
2024-03-07 14:00:00,7,15,0,72,13,107
2024-03-07 14:10:00,5,16,0,66,14,101
2024-03-07 14:20:00,4,9,0,81,7,101
2024-03-07 14:30:00,9,12,0,91,17,129
2024-03-07 14:40:00,10,19,0,89,12,130
2024-03-07 14:50:00,10,14,0,73,17,114
2024-03-07 15:00:00,8,11,0,96,17,132
2024-03-07 15:10:00,10,22,0,83,14,129
2024-03-07 15:20:00,13,19,0,84,11,127
2024-03-07 15:30:00,6,10,0,82,12,110
2024-03-07 15:40:00,10,9,0,97,12,128
2024-03-07 15:50:00,8,13,0,93,20,134
2024-03-07 16:00:00,9,20,0,72,12,113
2024-03-07 16:10:00,14,18,0,111,15,158
2024-03-07 16:20:00,11,18,0,83,19,131
2024-03-07 16:30:00,23,10,0,82,10,125
2024-03-07 16:40:00,16,18,0,98,8,140
2024-03-07 16:50:00,5,18,0,103,5,131
2024-03-07 17:00:00,5,23,0,96,14,138
2024-03-07 17:10:00,9,11,0,102,13,135
2024-03-07 17:20:00,5,14,0,91,11,121
2024-03-07 17:30:00,11,10,0,106,12,139
2024-03-07 17:40:00,14,19,0,92,16,141
2024-03-07 17:50:00,6,13,0,79,9,107
2024-03-07 18:00:00,3,15,0,112,18,148
2024-03-07 18:10:00,12,14,0,88,16,130
2024-03-07 18:20:00,8,15,0,114,15,152
2024-03-07 18:30:00,8,16,0,92,15,131
2024-03-07 18:40:00,7,14,0,88,20,129
2024-03-07 18:50:00,7,11,0,98,20,136
2024-03-07 19:00:00,6,14,0,65,10,95
2024-03-07 19:10:00,4,8,0,59,12,83
2024-03-07 19:20:00,8,13,0,78,6,105
2024-03-07 19:30:00,3,9,0,64,13,89
2024-03-07 19:40:00,5,9,0,55,8,77
2024-03-07 19:50:00,5,11,0,46,6,68
2024-03-07 20:00:00,1,6,0,58,7,72
2024-03-07 20:10:00,4,5,0,47,12,68
2024-03-07 20:20:00,0,2,0,59,14,75
2024-03-07 20:30:00,5,9,0,45,7,66
2024-03-07 20:40:00,0,6,0,38,16,60
2024-03-07 20:50:00,3,11,0,42,13,69
2024-03-07 21:00:00,7,10,0,43,16,76
2024-03-07 21:10:00,2,8,0,35,5,50
2024-03-07 21:20:00,3,8,0,29,14,54
2024-03-07 21:30:00,0,4,0,29,6,39
2024-03-07 21:40:00,6,11,0,32,6,55
2024-03-07 21:50:00,2,6,0,30,7,45
2024-03-07 22:00:00,3,4,0,29,4,40
2024-03-07 22:10:00,2,9,0,25,14,50
2024-03-07 22:20:00,1,5,0,33,6,45
2024-03-07 22:30:00,1,5,0,31,8,45
2024-03-07 22:40:00,1,2,0,35,1,39
2024-03-07 22:50:00,0,3,0,33,6,42
2024-03-07 23:00:00,3,5,0,22,3,33
2024-03-07 23:10:00,3,5,0,19,5,32
2024-03-07 23:20:00,1,3,0,17,10,31
2024-03-07 23:30:00,0,2,0,23,6,31
2024-03-07 23:40:00,2,2,0,19,6,29
2024-03-07 23:50:00,0,2,0,10,7,19
2024-03-08 00:00:00,0,1,0,15,6,22
2024-03-08 00:10:00,1,0,0,12,5,18
2024-03-08 00:20:00,0,2,0,7,3,12
2024-03-08 00:30:00,0,4,0,13,2,19
2024-03-08 00:40:00,0,0,0,14,4,18
2024-03-08 00:50:00,0,1,0,9,1,11
2024-03-08 01:00:00,0,2,0,5,3,10
2024-03-08 01:10:00,0,3,0,8,5,16
2024-03-08 01:20:00,0,1,0,7,1,9
2024-03-08 01:30:00,1,1,0,7,5,14
2024-03-08 01:40:00,0,0,0,8,1,9
2024-03-08 01:50:00,2,3,0,5,2,12
2024-03-08 02:00:00,0,0,0,5,2,7
2024-03-08 02:10:00,0,1,0,5,2,8
2024-03-08 02:20:00,0,0,0,4,2,6
2024-03-08 02:30:00,0,0,0,5,2,7
2024-03-08 02:40:00,0,0,0,5,4,9
2024-03-08 02:50:00,1,1,0,3,2,7
2024-03-08 03:00:00,0,0,0,6,3,9
2024-03-08 03:10:00,1,2,0,3,1,7
2024-03-08 03:20:00,0,0,0,4,2,6
2024-03-08 03:30:00,0,0,0,3,1,4
2024-03-08 03:40:00,0,1,0,2,3,6
2024-03-08 03:50:00,0,0,0,2,1,3
2024-03-08 04:00:00,1,0,0,5,3,9
2024-03-08 04:10:00,0,0,0,6,4,10
2024-03-08 04:20:00,0,0,0,8,0,8
2024-03-08 04:30:00,0,0,0,8,4,12
2024-03-08 04:40:00,1,1,0,10,4,16
2024-03-08 04:50:00,0,1,0,3,6,10
2024-03-08 05:00:00,0,3,0,8,3,14
2024-03-08 05:10:00,0,0,0,11,8,19
2024-03-08 05:20:00,0,5,0,19,6,30
2024-03-08 05:30:00,2,2,0,21,6,31
2024-03-08 05:40:00,1,2,0,39,9,51
2024-03-08 05:50:00,0,5,0,39,8,52
2024-03-08 06:00:00,0,3,0,30,10,43
2024-03-08 06:10:00,0,1,0,43,8,52
2024-03-08 06:20:00,0,0,0,47,6,53
2024-03-08 06:30:00,1,1,0,69,16,87
2024-03-08 06:40:00,2,4,0,56,7,69
2024-03-08 06:50:00,2,1,0,64,9,76
2024-03-08 07:00:00,2,6,0,76,14,98
2024-03-08 07:10:00,7,5,0,74,16,102
2024-03-08 07:20:00,6,10,0,90,14,120
2024-03-08 07:30:00,5,8,0,109,13,135
2024-03-08 07:40:00,6,7,0,108,26,147
2024-03-08 07:50:00,15,7,0,79,20,121
2024-03-08 08:00:00,2,9,0,79,17,107
2024-03-08 08:10:00,8,17,0,85,17,127
2024-03-08 08:20:00,2,11,0,91,12,116
2024-03-08 08:30:00,8,13,0,93,11,125
2024-03-08 08:40:00,6,8,0,95,13,122
2024-03-08 08:50:00,11,7,0,77,17,112
2024-03-08 09:00:00,7,9,0,72,15,103
2024-03-08 09:10:00,9,13,0,86,14,122
2024-03-08 09:20:00,5,10,0,79,10,104
2024-03-08 09:30:00,9,19,0,75,16,119
2024-03-08 09:40:00,10,10,0,99,16,135
2024-03-08 09:50:00,5,6,0,76,14,101
2024-03-08 10:00:00,2,7,0,64,14,87
2024-03-08 10:10:00,4,11,0,72,13,100
2024-03-08 10:20:00,6,12,0,88,11,117
2024-03-08 10:30:00,8,10,0,71,21,110
2024-03-08 10:40:00,1,12,0,78,12,103
2024-03-08 10:50:00,5,12,0,69,16,102
2024-03-08 11:00:00,6,11,0,67,16,100
2024-03-08 11:10:00,5,16,0,84,11,116
2024-03-08 11:20:00,8,14,0,72,12,106
2024-03-08 11:30:00,18,16,0,66,16,116
2024-03-08 11:40:00,10,13,0,92,11,126
2024-03-08 11:50:00,8,18,0,89,12,127
2024-03-08 12:00:00,10,19,0,99,20,148
2024-03-08 12:10:00,7,14,0,87,14,122
2024-03-08 12:20:00,8,8,0,64,12,92
2024-03-08 12:30:00,7,10,0,89,13,119
2024-03-08 12:40:00,8,14,0,92,14,128
2024-03-08 12:50:00,6,14,0,97,17,134
2024-03-08 13:00:00,9,14,0,72,13,108
2024-03-08 13:10:00,6,20,0,83,10,119
2024-03-08 13:20:00,8,16,0,77,21,122
2024-03-08 13:30:00,10,17,0,117,18,162
2024-03-08 13:40:00,12,14,0,108,14,148
2024-03-08 13:50:00,6,15,0,110,16,147
2024-03-08 14:00:00,10,13,0,91,12,126
2024-03-08 14:10:00,12,28,0,85,14,139
2024-03-08 14:20:00,12,26,0,77,16,131
2024-03-08 14:30:00,11,14,0,96,16,137
2024-03-08 14:40:00,5,15,0,82,14,116
2024-03-08 14:50:00,10,12,0,89,20,131
2024-03-08 15:00:00,13,16,0,86,15,130
2024-03-08 15:10:00,10,13,0,98,16,137
2024-03-08 15:20:00,10,19,0,98,16,143
2024-03-08 15:30:00,6,15,0,92,10,123
2024-03-08 15:40:00,10,13,0,100,13,136
2024-03-08 15:50:00,20,21,0,89,12,142
2024-03-08 16:00:00,12,17,0,97,12,138
2024-03-08 16:10:00,13,19,0,90,19,141
2024-03-08 16:20:00,10,20,0,98,12,140
2024-03-08 16:30:00,8,12,0,110,16,146
2024-03-08 16:40:00,14,25,0,112,8,159
2024-03-08 16:50:00,11,18,0,100,21,150
2024-03-08 17:00:00,10,19,0,98,9,136
2024-03-08 17:10:00,12,9,0,91,15,127
2024-03-08 17:20:00,11,15,0,102,10,138
2024-03-08 17:30:00,10,23,0,97,11,141
2024-03-08 17:40:00,5,17,0,116,8,146
2024-03-08 17:50:00,10,16,0,77,14,117
2024-03-08 18:00:00,10,23,0,84,16,133
2024-03-08 18:10:00,6,15,0,105,25,151
2024-03-08 18:20:00,13,16,0,110,25,164
2024-03-08 18:30:00,7,12,0,107,17,143
2024-03-08 18:40:00,6,12,0,93,12,123
