datetime,V5Z,V11Z,V51Z,V111Z,Total
2024-03-01 14:10:00,31,122,65,114,332
2024-03-01 14:20:00,41,140,77,132,390
2024-03-01 14:30:00,32,146,79,123,380
2024-03-01 14:40:00,40,101,90,103,334
2024-03-01 14:50:00,30,90,93,91,304
2024-03-01 15:00:00,33,111,72,116,332
2024-03-01 15:10:00,19,101,81,110,311
2024-03-01 15:20:00,29,118,103,118,368
2024-03-01 15:30:00,18,105,68,104,295
2024-03-01 15:40:00,17,119,80,118,334
2024-03-01 15:50:00,33,105,105,107,350
2024-03-01 16:00:00,31,86,86,85,288
2024-03-01 16:10:00,19,123,81,116,339
2024-03-01 16:20:00,24,119,109,112,364
2024-03-01 16:30:00,16,95,73,95,279
2024-03-01 16:40:00,25,119,87,117,348
2024-03-01 16:50:00,24,109,99,116,348
2024-03-01 17:00:00,51,96,95,96,338
2024-03-01 17:10:00,55,93,103,95,346
2024-03-01 17:20:00,54,108,96,110,368
2024-03-01 17:30:00,57,120,103,120,400
2024-03-01 17:40:00,46,106,96,100,348
2024-03-01 17:50:00,39,103,90,98,330
2024-03-01 18:00:00,63,95,95,92,345
2024-03-01 18:10:00,67,91,101,93,352
2024-03-01 18:20:00,88,120,92,89,389
2024-03-01 18:30:00,71,112,75,95,353
2024-03-01 18:40:00,88,107,89,100,384
2024-03-01 18:50:00,84,106,91,89,370
2024-03-01 19:00:00,72,89,72,68,301
2024-03-01 19:10:00,67,97,68,79,311
2024-03-01 19:20:00,60,98,58,78,294
2024-03-01 19:30:00,60,92,60,80,292
2024-03-01 19:40:00,38,56,53,57,204
2024-03-01 19:50:00,44,57,48,55,204
2024-03-01 20:00:00,42,64,42,52,200
2024-03-01 20:10:00,28,53,30,51,162
2024-03-01 20:20:00,36,59,36,53,184
2024-03-01 20:30:00,36,49,38,41,164
2024-03-01 20:40:00,44,49,44,42,179
2024-03-01 20:50:00,39,38,39,37,153
2024-03-01 21:00:00,34,36,35,36,141
2024-03-01 21:10:00,33,44,33,40,150
2024-03-01 21:20:00,24,36,26,34,120
2024-03-01 21:30:00,37,44,37,40,158
2024-03-01 21:40:00,35,59,34,53,181
2024-03-01 21:50:00,37,36,38,38,149
2024-03-01 22:00:00,29,72,28,58,187
2024-03-01 22:10:00,38,75,38,52,203
2024-03-01 22:20:00,31,54,31,43,159
2024-03-01 22:30:00,24,50,25,41,140
2024-03-01 22:40:00,17,64,16,49,146
2024-03-01 22:50:00,18,43,18,36,115
2024-03-01 23:00:00,19,49,19,41,128
2024-03-01 23:10:00,21,52,21,43,137
2024-03-01 23:20:00,13,34,16,26,89
2024-03-01 23:30:00,14,26,15,25,80
2024-03-01 23:40:00,15,23,15,21,74
2024-03-01 23:50:00,13,28,14,22,77
2024-03-02 00:00:00,8,26,8,20,62
2024-03-02 00:10:00,13,24,13,22,72
2024-03-02 00:20:00,11,36,11,28,86
2024-03-02 00:30:00,10,24,9,18,61
2024-03-02 00:40:00,12,25,13,21,71
2024-03-02 00:50:00,17,6,17,4,44
2024-03-02 01:00:00,6,9,8,7,30
2024-03-02 01:10:00,11,22,11,15,59
2024-03-02 01:20:00,5,15,5,14,39
2024-03-02 01:30:00,8,10,8,8,34
2024-03-02 01:40:00,5,12,5,12,34
2024-03-02 01:50:00,2,8,2,7,19
2024-03-02 02:00:00,6,4,6,3,19
2024-03-02 02:10:00,6,10,6,10,32
2024-03-02 02:20:00,2,6,2,4,14
2024-03-02 02:30:00,2,8,2,8,20
2024-03-02 02:40:00,4,5,5,6,20
2024-03-02 02:50:00,4,1,4,1,10
2024-03-02 03:00:00,4,3,4,2,13
2024-03-02 03:10:00,4,9,4,7,24
2024-03-02 03:20:00,7,3,7,2,19
2024-03-02 03:30:00,1,5,1,4,11
2024-03-02 03:40:00,0,10,0,10,20
2024-03-02 03:50:00,3,6,3,5,17
2024-03-02 04:00:00,1,6,0,5,12
2024-03-02 04:10:00,4,2,4,2,12
2024-03-02 04:20:00,6,8,6,8,28
2024-03-02 04:30:00,1,10,1,9,21
2024-03-02 04:40:00,0,6,0,5,11
2024-03-02 04:50:00,6,6,7,5,24
2024-03-02 05:00:00,1,1,1,2,5
2024-03-02 05:10:00,8,6,8,5,27
2024-03-02 05:20:00,14,7,14,6,41
2024-03-02 05:30:00,16,4,16,4,40
2024-03-02 05:40:00,10,2,10,3,25
2024-03-02 05:50:00,11,11,11,10,43
2024-03-02 06:00:00,10,10,10,10,40
2024-03-02 06:10:00,17,13,17,10,57
2024-03-02 06:20:00,11,12,11,10,44
2024-03-02 06:30:00,9,1,9,1,20
2024-03-02 06:40:00,15,15,15,14,59
2024-03-02 06:50:00,17,18,19,18,72
2024-03-02 07:00:00,6,8,21,7,42
2024-03-02 07:10:00,0,19,13,20,52
2024-03-02 07:20:00,0,24,31,25,80
2024-03-02 07:30:00,0,15,17,13,45
2024-03-02 07:40:00,2,17,23,19,61
2024-03-02 07:50:00,0,25,26,23,74
2024-03-02 08:00:00,0,30,26,27,83
2024-03-02 08:10:00,2,28,36,24,90
2024-03-02 08:20:00,7,41,42,39,129
2024-03-02 08:30:00,3,44,46,41,134
2024-03-02 08:40:00,5,44,43,45,137
2024-03-02 08:50:00,1,43,47,35,126
2024-03-02 09:00:00,7,37,42,37,123
2024-03-02 09:10:00,5,58,44,54,161
2024-03-02 09:20:00,10,67,48,63,188
2024-03-02 09:30:00,13,75,54,64,206
2024-03-02 09:40:00,20,48,38,45,151
2024-03-02 09:50:00,20,63,64,60,207
2024-03-02 10:00:00,21,75,53,71,220
2024-03-02 10:10:00,15,59,32,62,168
2024-03-02 10:20:00,10,63,39,65,177
2024-03-02 10:30:00,17,74,24,70,185
2024-03-02 10:40:00,21,89,44,83,237
2024-03-02 10:50:00,32,101,54,88,275
2024-03-02 11:00:00,18,64,28,61,171
2024-03-02 11:10:00,14,58,29,60,161
2024-03-02 11:20:00,24,63,38,64,189
2024-03-02 11:30:00,22,58,32,57,169
2024-03-02 11:40:00,15,86,31,92,224
2024-03-02 11:50:00,18,72,25,70,185
2024-03-02 12:00:00,18,71,38,72,199
2024-03-02 12:10:00,19,67,41,60,187
2024-03-02 12:20:00,11,86,39,83,219
2024-03-02 12:30:00,20,76,35,79,210
2024-03-02 12:40:00,15,97,27,96,235
2024-03-02 12:50:00,19,79,35,82,215
2024-03-02 13:00:00,8,82,31,78,199
2024-03-02 13:10:00,17,74,41,78,210
2024-03-02 13:20:00,9,82,49,84,224
2024-03-02 13:30:00,6,100,41,92,239
2024-03-02 13:40:00,13,99,47,102,261
2024-03-02 13:50:00,30,74,37,83,224
2024-03-02 14:00:00,25,104,56,108,293
2024-03-02 14:10:00,25,113,41,120,299
2024-03-02 14:20:00,23,90,51,99,263
2024-03-02 14:30:00,22,86,69,96,273
2024-03-02 14:40:00,34,92,87,100,313
2024-03-02 14:50:00,19,101,76,102,298
2024-03-02 15:00:00,14,99,64,104,281
2024-03-02 15:10:00,26,89,78,93,286
2024-03-02 15:20:00,13,101,43,104,261
2024-03-02 15:30:00,22,88,82,88,280
2024-03-02 15:40:00,10,74,25,75,184
2024-03-02 15:50:00,17,63,27,65,172
2024-03-02 16:00:00,30,71,27,76,204
2024-03-02 16:10:00,27,58,22,67,174
2024-03-02 16:20:00,22,74,26,75,197
2024-03-02 16:30:00,11,65,17,71,164
2024-03-02 16:40:00,34,87,53,87,261
2024-03-02 16:50:00,32,79,75,74,260
2024-03-02 17:00:00,30,84,82,83,279
2024-03-02 17:10:00,23,82,79,80,264
2024-03-02 17:20:00,26,96,84,95,301
2024-03-02 17:30:00,20,115,73,121,329
2024-03-02 17:40:00,63,116,90,123,392
2024-03-02 17:50:00,83,129,117,136,465
2024-03-02 18:00:00,88,117,112,106,423
2024-03-02 18:10:00,86,102,95,78,361
2024-03-02 18:20:00,67,137,77,112,393
2024-03-02 18:30:00,68,106,73,95,342
2024-03-02 18:40:00,88,124,85,99,396
2024-03-02 18:50:00,68,86,74,70,298
2024-03-02 19:00:00,51,83,54,66,254
2024-03-02 19:10:00,49,75,50,67,241
2024-03-02 19:20:00,50,64,56,53,223
2024-03-02 19:30:00,59,78,65,66,268
2024-03-02 19:40:00,49,85,49,72,255
2024-03-02 19:50:00,41,56,41,49,187
2024-03-02 20:00:00,46,59,46,53,204
2024-03-02 20:10:00,34,50,36,42,162
2024-03-02 20:20:00,40,49,41,51,181
2024-03-02 20:30:00,39,55,40,55,189
2024-03-02 20:40:00,41,58,44,52,195
2024-03-02 20:50:00,26,45,27,44,142
2024-03-02 21:00:00,34,41,34,35,144
2024-03-02 21:10:00,41,42,41,38,162
2024-03-02 21:20:00,30,32,30,30,122
2024-03-02 21:30:00,23,31,23,31,108
2024-03-02 21:40:00,24,45,24,38,131
2024-03-02 21:50:00,15,34,15,32,96
2024-03-02 22:00:00,25,45,27,35,132
2024-03-02 22:10:00,23,50,23,37,133
2024-03-02 22:20:00,22,45,22,36,125
2024-03-02 22:30:00,23,74,26,59,182
2024-03-02 22:40:00,15,44,16,34,109
2024-03-02 22:50:00,28,56,28,43,155
2024-03-02 23:00:00,25,38,25,28,116
2024-03-02 23:10:00,16,45,16,35,112
2024-03-02 23:20:00,18,52,18,38,126
2024-03-02 23:30:00,14,35,15,30,94
2024-03-02 23:40:00,16,22,17,16,71
2024-03-02 23:50:00,20,31,20,24,95
2024-03-03 00:00:00,16,32,16,24,88
2024-03-03 00:10:00,13,37,12,29,91
2024-03-03 00:20:00,15,36,16,27,94
2024-03-03 00:30:00,13,19,14,16,62
2024-03-03 00:40:00,10,22,10,19,61
2024-03-03 00:50:00,13,19,13,16,61
2024-03-03 01:00:00,17,20,17,16,70
2024-03-03 01:10:00,16,31,16,24,87
2024-03-03 01:20:00,8,28,8,19,63
2024-03-03 01:30:00,6,15,6,13,40
2024-03-03 01:40:00,11,13,13,9,46
2024-03-03 01:50:00,5,17,5,13,40
2024-03-03 02:00:00,4,9,4,7,24
2024-03-03 02:10:00,4,12,4,12,32
2024-03-03 02:20:00,6,12,6,9,33
2024-03-03 02:30:00,5,15,5,10,35
2024-03-03 02:40:00,4,10,4,7,25
2024-03-03 02:50:00,4,14,4,12,34
2024-03-03 03:00:00,9,10,9,7,35
2024-03-03 03:10:00,3,12,3,10,28
2024-03-03 03:20:00,5,2,5,3,15
2024-03-03 03:30:00,1,3,1,2,7
2024-03-03 03:40:00,3,7,3,6,19
2024-03-03 03:50:00,4,7,4,5,20
2024-03-03 04:00:00,2,9,2,9,22
2024-03-03 04:10:00,5,7,5,6,23
2024-03-03 04:20:00,8,2,8,2,20
2024-03-03 04:30:00,3,2,3,2,10
2024-03-03 04:40:00,1,3,1,2,7
2024-03-03 04:50:00,3,10,3,9,25
2024-03-03 05:00:00,6,9,6,6,27
2024-03-03 05:10:00,8,7,8,5,28
2024-03-03 05:20:00,7,10,7,6,30
2024-03-03 05:30:00,7,5,8,4,24
2024-03-03 05:40:00,4,8,4,5,21
2024-03-03 05:50:00,2,2,2,2,8
2024-03-03 06:00:00,5,6,5,7,23
2024-03-03 06:10:00,4,16,4,13,37
2024-03-03 06:20:00,8,13,8,13,42
2024-03-03 06:30:00,4,3,4,2,13
2024-03-03 06:40:00,5,2,5,2,14
2024-03-03 06:50:00,2,13,2,11,28
2024-03-03 07:00:00,4,6,5,7,22
2024-03-03 07:10:00,1,8,6,7,22
2024-03-03 07:20:00,0,5,9,3,17
2024-03-03 07:30:00,0,4,13,4,21
2024-03-03 07:40:00,0,15,5,14,34
2024-03-03 07:50:00,0,11,6,12,29
2024-03-03 08:00:00,0,9,7,7,23
2024-03-03 08:10:00,0,24,8,21,53
2024-03-03 08:20:00,0,17,12,12,41
2024-03-03 08:30:00,0,24,17,20,61
2024-03-03 08:40:00,0,30,9,30,69
2024-03-03 08:50:00,0,32,15,28,75
2024-03-03 09:00:00,0,33,18,29,80
2024-03-03 09:10:00,0,36,22,33,91
2024-03-03 09:20:00,0,55,13,52,120
2024-03-03 09:30:00,0,46,26,41,113
2024-03-03 09:40:00,0,50,29,43,122
2024-03-03 09:50:00,0,64,33,56,153
2024-03-03 10:00:00,0,48,29,44,121
2024-03-03 10:10:00,0,58,22,58,138
2024-03-03 10:20:00,0,51,32,50,133
2024-03-03 10:30:00,0,61,28,59,148
2024-03-03 10:40:00,0,71,26,65,162
2024-03-03 10:50:00,0,69,20,69,158
2024-03-03 11:00:00,0,80,33,77,190
2024-03-03 11:10:00,0,79,24,79,182
2024-03-03 11:20:00,0,64,23,67,154
2024-03-03 11:30:00,0,73,19,70,162
2024-03-03 11:40:00,0,73,23,80,176
2024-03-03 11:50:00,0,73,21,73,167
2024-03-03 12:00:00,0,89,19,83,191
2024-03-03 12:10:00,0,80,18,84,182
2024-03-03 12:20:00,0,85,26,85,196
2024-03-03 12:30:00,0,83,29,87,199
2024-03-03 12:40:00,0,88,14,85,187
2024-03-03 12:50:00,0,71,25,74,170
2024-03-03 13:00:00,0,80,29,78,187
2024-03-03 13:10:00,0,113,22,105,240
2024-03-03 13:20:00,0,82,25,85,192
2024-03-03 13:30:00,0,108,21,105,234
2024-03-03 13:40:00,0,78,24,84,186
2024-03-03 13:50:00,0,72,19,75,166
2024-03-03 14:00:00,0,77,30,76,183
2024-03-03 14:10:00,1,96,85,92,274
2024-03-03 14:20:00,1,104,82,107,294
2024-03-03 14:30:00,0,110,80,113,303
2024-03-03 14:40:00,0,91,74,97,262
2024-03-03 14:50:00,0,81,83,80,244
2024-03-03 15:00:00,1,91,58,94,244
2024-03-03 15:10:00,1,77,60,85,223
2024-03-03 15:20:00,0,81,60,82,223
2024-03-03 15:30:00,1,70,76,71,218
2024-03-03 15:40:00,1,59,59,67,186
2024-03-03 15:50:00,0,76,66,77,219
2024-03-03 16:00:00,0,65,69,67,201
2024-03-03 16:10:00,0,51,69,49,169
2024-03-03 16:20:00,0,63,67,62,192
2024-03-03 16:30:00,0,62,72,69,203
2024-03-03 16:40:00,1,51,78,54,184
2024-03-03 16:50:00,0,0,71,0,71
2024-03-03 17:00:00,0,0,74,0,74
2024-03-03 17:10:00,0,0,84,0,84
2024-03-03 17:20:00,0,0,85,0,85
2024-03-03 17:30:00,20,60,118,62,260
2024-03-03 17:40:00,15,59,87,66,227
2024-03-03 17:50:00,10,67,92,68,237
2024-03-03 18:00:00,38,66,103,70,277
2024-03-03 18:10:00,79,75,91,68,313
2024-03-03 18:20:00,98,75,82,67,322
2024-03-03 18:30:00,78,64,67,55,264
2024-03-03 18:40:00,112,76,90,67,345
2024-03-03 18:50:00,104,76,69,67,316
2024-03-03 19:00:00,70,72,51,64,257
2024-03-03 19:10:00,57,84,51,73,265
2024-03-03 19:20:00,80,51,58,49,238
2024-03-03 19:30:00,72,43,58,42,215
2024-03-03 19:40:00,65,67,45,58,235
2024-03-03 19:50:00,86,43,55,40,224
2024-03-03 20:00:00,60,45,44,42,191
2024-03-03 20:10:00,40,61,31,53,185
2024-03-03 20:20:00,35,55,29,50,169
2024-03-03 20:30:00,41,52,34,43,170
2024-03-03 20:40:00,44,49,37,42,172
2024-03-03 20:50:00,40,44,34,35,153
2024-03-03 21:00:00,46,24,40,26,136
2024-03-03 21:10:00,34,36,30,33,133
2024-03-03 21:20:00,33,37,29,32,131
2024-03-03 21:30:00,26,29,21,20,96
2024-03-03 21:40:00,25,27,22,26,100
2024-03-03 21:50:00,20,24,18,24,86
2024-03-03 22:00:00,22,33,23,30,108
2024-03-03 22:10:00,20,45,20,35,120
2024-03-03 22:20:00,8,29,7,25,69
2024-03-03 22:30:00,12,18,12,14,56
2024-03-03 22:40:00,9,22,11,17,59
2024-03-03 22:50:00,11,19,11,15,56
2024-03-03 23:00:00,9,25,9,21,64
2024-03-03 23:10:00,10,9,9,8,36
2024-03-03 23:20:00,3,15,3,12,33
2024-03-03 23:30:00,6,12,8,9,35
2024-03-03 23:40:00,2,13,3,11,29
2024-03-03 23:50:00,5,10,5,7,27
2024-03-04 00:00:00,11,3,9,3,26
2024-03-04 00:10:00,7,10,7,11,35
2024-03-04 00:20:00,8,2,7,3,20
2024-03-04 00:30:00,3,10,3,8,24
2024-03-04 00:40:00,3,0,3,0,6
2024-03-04 00:50:00,2,8,2,6,18
2024-03-04 01:00:00,2,6,2,6,16
2024-03-04 01:10:00,5,6,4,4,19
2024-03-04 01:20:00,0,3,2,3,8
2024-03-04 01:30:00,0,3,0,3,6
2024-03-04 01:40:00,3,2,4,2,11
2024-03-04 01:50:00,1,1,1,1,4
2024-03-04 02:00:00,2,2,2,2,8
2024-03-04 02:10:00,0,2,0,2,4
2024-03-04 02:20:00,2,0,2,0,4
2024-03-04 02:30:00,2,5,2,5,14
2024-03-04 02:40:00,1,1,1,1,4
2024-03-04 02:50:00,3,1,3,1,8
2024-03-04 03:00:00,1,1,1,1,4
2024-03-04 03:10:00,1,1,1,1,4
2024-03-04 03:20:00,0,2,0,2,4
2024-03-04 03:30:00,1,0,1,0,2
2024-03-04 03:40:00,1,1,1,1,4
2024-03-04 03:50:00,5,1,5,1,12
2024-03-04 04:00:00,1,1,1,1,4
2024-03-04 04:10:00,2,2,2,1,7
2024-03-04 04:20:00,5,8,5,6,24
2024-03-04 04:30:00,3,5,3,5,16
2024-03-04 04:40:00,5,0,5,0,10
2024-03-04 04:50:00,11,8,12,9,40
2024-03-04 05:00:00,156,8,12,7,183
2024-03-04 05:10:00,21,7,16,9,53
2024-03-04 05:20:00,34,9,33,10,86
2024-03-04 05:30:00,47,34,49,24,154
2024-03-04 05:40:00,49,30,51,25,155
2024-03-04 05:50:00,63,24,61,24,172
2024-03-04 06:00:00,77,30,78,27,212
2024-03-04 06:10:00,82,30,83,28,223
2024-03-04 06:20:00,88,55,88,49,280
2024-03-04 06:30:00,130,58,126,60,374
2024-03-04 06:40:00,115,54,114,52,335
2024-03-04 06:50:00,141,55,140,53,389
2024-03-04 07:00:00,73,64,130,62,329
2024-03-04 07:10:00,71,74,136,79,360
2024-03-04 07:20:00,69,70,151,80,370
2024-03-04 07:30:00,51,94,104,88,337
2024-03-04 07:40:00,48,111,121,108,388
2024-03-04 07:50:00,45,77,125,82,329
2024-03-04 08:00:00,51,84,133,92,360
2024-03-04 08:10:00,48,61,138,68,315
2024-03-04 08:20:00,31,99,99,90,319
2024-03-04 08:30:00,42,87,110,82,321
2024-03-04 08:40:00,46,80,106,76,308
2024-03-04 08:50:00,31,99,107,91,328
2024-03-04 09:00:00,16,60,89,59,224
2024-03-04 09:10:00,17,78,70,75,240
2024-03-04 09:20:00,28,72,98,71,269
2024-03-04 09:30:00,28,67,107,61,263
2024-03-04 09:40:00,30,84,92,76,282
2024-03-04 09:50:00,10,57,78,59,204
2024-03-04 10:00:00,10,58,67,55,190
2024-03-04 10:10:00,17,42,69,44,172
2024-03-04 10:20:00,14,81,60,80,235
2024-03-04 10:30:00,22,68,84,68,242
2024-03-04 10:40:00,7,73,70,64,214
2024-03-04 10:50:00,11,68,55,61,195
2024-03-04 11:00:00,19,44,74,49,186
2024-03-04 11:10:00,14,76,63,65,218
2024-03-04 11:20:00,10,75,49,70,204
2024-03-04 11:30:00,12,77,52,72,213
2024-03-04 11:40:00,17,74,70,64,225
2024-03-04 11:50:00,13,55,58,55,181
2024-03-04 12:00:00,18,75,58,66,217
2024-03-04 12:10:00,18,85,67,85,255
2024-03-04 12:20:00,11,76,57,70,214
2024-03-04 12:30:00,7,79,79,70,235
2024-03-04 12:40:00,15,94,62,87,258
2024-03-04 12:50:00,23,81,68,74,246
2024-03-04 13:00:00,18,81,62,77,238
2024-03-04 13:10:00,7,99,77,94,277
2024-03-04 13:20:00,9,62,72,64,207
2024-03-04 13:30:00,17,68,76,68,229
2024-03-04 13:40:00,17,78,57,74,226
2024-03-04 13:50:00,19,83,70,72,244
2024-03-04 14:00:00,17,104,60,87,268
2024-03-04 14:10:00,15,96,61,87,259
2024-03-04 14:20:00,12,117,60,105,294
2024-03-04 14:30:00,19,92,70,89,270
2024-03-04 14:40:00,29,101,93,93,316
2024-03-04 14:50:00,13,101,72,86,272
2024-03-04 15:00:00,24,142,78,120,364
2024-03-04 15:10:00,13,107,65,100,285
2024-03-04 15:20:00,17,126,73,118,334
2024-03-04 15:30:00,25,116,88,109,338
2024-03-04 15:40:00,20,147,66,141,374
2024-03-04 15:50:00,28,140,70,115,353
2024-03-04 16:00:00,21,107,73,97,298
2024-03-04 16:10:00,17,149,93,126,385
2024-03-04 16:20:00,13,144,92,131,380
2024-03-04 16:30:00,24,143,79,133,379
2024-03-04 16:40:00,21,126,74,127,348
2024-03-04 16:50:00,38,145,91,133,407
2024-03-04 17:00:00,56,159,86,134,435
2024-03-04 17:10:00,47,156,90,146,439
2024-03-04 17:20:00,64,139,92,130,425
2024-03-04 17:30:00,60,110,85,107,362
2024-03-04 17:40:00,44,122,56,111,333
2024-03-04 17:50:00,55,119,83,111,368
2024-03-04 18:00:00,51,112,80,100,343
2024-03-04 18:10:00,63,114,64,95,336
2024-03-04 18:20:00,67,106,69,91,333
2024-03-04 18:30:00,53,102,58,89,302
2024-03-04 18:40:00,65,74,67,76,282
2024-03-04 18:50:00,62,55,63,48,228
2024-03-04 19:00:00,48,69,46,63,226
2024-03-04 19:10:00,68,56,69,50,243
2024-03-04 19:20:00,48,70,46,63,227
2024-03-04 19:30:00,33,54,33,48,168
2024-03-04 19:40:00,31,57,30,52,170
2024-03-04 19:50:00,30,40,31,38,139
2024-03-04 20:00:00,30,33,29,31,123
2024-03-04 20:10:00,27,46,26,41,140
2024-03-04 20:20:00,26,42,26,43,137
2024-03-04 20:30:00,20,34,19,29,102
2024-03-04 20:40:00,34,29,33,29,125
2024-03-04 20:50:00,16,39,17,33,105
2024-03-04 21:00:00,21,36,22,34,113
2024-03-04 21:10:00,22,49,22,48,141
2024-03-04 21:20:00,32,19,35,16,102
2024-03-04 21:30:00,16,33,15,32,96
2024-03-04 21:40:00,16,40,16,35,107
2024-03-04 21:50:00,19,30,19,28,96
2024-03-04 22:00:00,18,39,19,31,107
2024-03-04 22:10:00,13,53,13,42,121
2024-03-04 22:20:00,15,60,18,45,138
2024-03-04 22:30:00,13,49,13,48,123
2024-03-04 22:40:00,12,16,12,14,54
2024-03-04 22:50:00,9,19,9,14,51
2024-03-04 23:00:00,9,21,9,16,55
2024-03-04 23:10:00,8,14,9,10,41
2024-03-04 23:20:00,7,11,6,9,33
2024-03-04 23:30:00,3,7,3,6,19
2024-03-04 23:40:00,9,9,10,9,37
2024-03-04 23:50:00,4,12,4,10,30
2024-03-05 00:00:00,4,8,4,8,24
2024-03-05 00:10:00,1,14,2,11,28
2024-03-05 00:20:00,2,6,2,5,15
2024-03-05 00:30:00,3,2,3,2,10
2024-03-05 00:40:00,5,12,5,9,31
2024-03-05 00:50:00,2,5,2,5,14
2024-03-05 01:00:00,2,8,2,6,18
2024-03-05 01:10:00,1,5,2,4,12
2024-03-05 01:20:00,1,4,1,5,11
2024-03-05 01:30:00,3,6,2,6,17
2024-03-05 01:40:00,0,4,0,4,8
2024-03-05 01:50:00,2,2,2,1,7
2024-03-05 02:00:00,1,1,1,1,4
2024-03-05 02:10:00,1,1,1,1,4
2024-03-05 02:20:00,1,1,1,1,4
2024-03-05 02:30:00,1,0,1,0,2
2024-03-05 02:40:00,1,0,1,0,2
2024-03-05 02:50:00,0,1,0,1,2
2024-03-05 03:00:00,4,1,4,1,10
2024-03-05 03:10:00,2,0,2,0,4
2024-03-05 03:20:00,2,1,2,1,6
2024-03-05 03:30:00,1,3,1,2,7
2024-03-05 03:40:00,2,1,2,1,6
2024-03-05 03:50:00,4,0,4,0,8
2024-03-05 04:00:00,3,4,3,4,14
2024-03-05 04:10:00,2,2,3,1,8
2024-03-05 04:20:00,5,4,5,4,18
2024-03-05 04:30:00,10,2,9,2,23
2024-03-05 04:40:00,6,4,6,3,19
2024-03-05 04:50:00,5,6,5,5,21
2024-03-05 05:00:00,9,6,9,7,31
2024-03-05 05:10:00,21,14,22,14,71
2024-03-05 05:20:00,30,14,29,13,86
2024-03-05 05:30:00,46,19,49,14,128
2024-03-05 05:40:00,61,25,67,23,176
2024-03-05 05:50:00,49,18,51,19,137
