datetime,D11Z,D12Z,D13Z,D21Z,D22Z,D23Z,D31Z,D32Z,D33Z,D41Z,D42Z,D43Z,V14Z,V15Z,V16Z,V34Z,V35Z,V36Z,V10Z,Total
2024-03-01 01:00:00,0,1,0,1,3,3,1,1,0,1,3,0,1,0,1,1,1,1,1,20
2024-03-01 01:10:00,2,0,2,0,2,1,3,1,0,0,0,1,0,1,0,3,1,0,0,17
2024-03-01 01:20:00,2,1,1,1,6,0,2,0,2,0,0,1,1,2,1,2,0,2,1,25
2024-03-01 01:30:00,3,3,2,3,4,1,0,2,2,1,5,0,3,3,2,0,1,3,3,41
2024-03-01 01:40:00,1,0,0,0,2,1,0,1,1,1,12,0,0,1,0,0,1,1,0,22
2024-03-01 01:50:00,1,0,2,0,0,2,2,1,0,1,1,2,0,1,0,2,1,0,0,16
2024-03-01 02:00:00,0,1,3,1,1,3,2,0,0,1,3,0,1,0,1,2,0,0,1,20
2024-03-01 02:10:00,1,1,1,0,0,0,1,0,1,0,6,0,0,1,1,1,0,1,0,15
2024-03-01 02:20:00,1,1,1,0,0,2,1,0,0,0,1,0,0,1,1,1,0,0,0,10
2024-03-01 02:30:00,1,3,2,1,1,2,1,0,0,1,1,0,1,1,3,1,0,0,1,20
2024-03-01 02:40:00,1,1,1,2,2,1,0,1,0,13,3,0,1,3,1,0,1,0,3,34
2024-03-01 02:50:00,0,0,0,1,4,0,1,0,0,37,8,0,1,0,0,1,0,0,1,54
2024-03-01 03:00:00,2,1,0,1,1,1,0,0,0,0,0,1,1,2,1,0,0,0,1,12
2024-03-01 03:10:00,2,0,0,2,2,2,0,1,0,0,1,0,1,2,0,0,1,0,5,19
2024-03-01 03:20:00,2,3,2,1,5,2,0,2,1,0,1,0,1,2,2,1,2,1,2,30
2024-03-01 03:30:00,0,1,1,1,4,1,1,1,2,3,4,0,1,1,1,1,1,3,2,29
2024-03-01 03:40:00,2,1,0,0,0,2,2,2,0,1,2,0,0,2,1,0,3,0,0,18
2024-03-01 03:50:00,1,0,0,0,3,0,0,0,0,0,4,0,0,1,0,0,0,0,0,9
2024-03-01 04:00:00,1,0,0,2,2,0,1,0,1,1,2,0,1,1,0,1,0,1,1,15
2024-03-01 04:10:00,3,1,0,2,5,0,2,3,0,0,0,0,2,3,0,2,3,0,2,28
2024-03-01 04:20:00,1,1,1,0,1,0,2,1,0,3,5,0,0,1,1,2,1,0,0,20
2024-03-01 04:30:00,1,2,1,1,3,0,4,2,1,5,5,0,1,1,1,4,2,1,1,36
2024-03-01 04:40:00,2,1,1,0,8,1,1,1,1,2,20,1,0,2,1,1,1,1,0,45
2024-03-01 04:50:00,0,3,1,0,2,1,5,3,2,1,3,1,0,0,3,5,3,2,0,35
2024-03-01 05:00:00,1,1,0,0,4,0,9,9,3,3,8,0,0,1,1,7,9,3,0,59
2024-03-01 05:10:00,4,3,4,0,7,2,7,11,2,4,16,2,0,4,2,8,9,3,0,88
2024-03-01 05:20:00,2,1,4,5,10,3,12,16,3,10,11,0,5,2,1,12,15,3,5,120
2024-03-01 05:30:00,4,5,4,5,19,10,26,19,2,13,32,3,5,3,5,18,21,3,5,202
2024-03-01 05:40:00,7,6,4,6,16,6,34,27,1,14,51,2,6,7,7,30,26,3,7,260
2024-03-01 05:50:00,2,5,2,5,21,9,28,25,5,11,70,2,5,2,5,15,25,3,5,245
2024-03-01 06:00:00,8,12,4,3,16,8,31,29,6,15,17,6,4,6,13,25,30,8,12,253
2024-03-01 06:10:00,9,16,5,7,14,9,27,27,2,17,22,1,8,8,15,67,23,3,8,288
2024-03-01 06:20:00,8,10,5,9,16,10,32,28,5,34,17,4,8,7,10,29,37,10,8,287
2024-03-01 06:30:00,9,14,2,11,24,8,36,36,4,26,36,10,8,10,16,44,30,18,12,354
2024-03-01 06:40:00,10,13,2,19,25,18,42,50,7,29,29,5,17,7,14,42,41,27,19,416
2024-03-01 06:50:00,10,17,4,8,22,11,39,35,9,26,30,7,8,7,18,32,34,22,10,349
2024-03-01 07:00:00,14,15,7,12,23,13,57,55,8,31,41,4,10,18,16,44,46,13,9,436
2024-03-01 07:10:00,10,21,8,25,29,10,52,47,10,28,35,12,26,9,20,43,45,13,23,466
2024-03-01 07:20:00,9,21,9,23,27,16,60,56,17,32,43,18,16,9,22,57,48,19,18,520
2024-03-01 07:30:00,18,21,9,26,36,15,54,54,18,45,52,10,26,17,17,39,40,22,22,541
2024-03-01 07:40:00,17,23,7,32,32,23,70,75,16,39,52,22,31,16,19,49,56,25,32,636
2024-03-01 07:50:00,23,28,11,25,35,21,54,61,12,49,64,13,22,23,28,30,49,14,21,583
2024-03-01 08:00:00,18,20,12,22,29,21,49,52,15,37,39,14,19,14,19,38,40,14,20,492
2024-03-01 08:10:00,16,30,6,21,34,20,47,54,11,36,67,15,18,16,24,32,43,11,19,520
2024-03-01 08:20:00,17,16,7,17,37,12,43,45,15,32,41,17,16,15,18,34,39,20,18,459
2024-03-01 08:30:00,16,19,9,30,20,15,56,52,13,23,45,16,18,14,18,44,40,13,18,479
2024-03-01 08:40:00,14,23,6,36,28,25,50,53,11,36,43,16,31,14,22,33,40,14,30,525
2024-03-01 08:50:00,21,23,7,19,34,24,41,45,10,31,41,19,18,15,22,32,38,11,16,467
2024-03-01 09:00:00,12,20,7,19,30,17,55,48,16,22,48,10,17,16,18,44,39,17,16,471
2024-03-01 09:10:00,21,28,8,25,27,23,42,45,13,17,30,13,20,18,21,33,34,16,23,457
2024-03-01 09:20:00,13,24,7,18,29,9,35,39,10,20,45,10,15,13,23,29,32,18,16,405
2024-03-01 09:30:00,16,22,11,20,31,24,40,47,11,31,41,17,20,17,20,20,36,27,19,470
2024-03-01 09:40:00,26,29,6,15,28,19,32,48,6,29,40,14,15,30,33,21,34,23,15,463
2024-03-01 09:50:00,26,28,7,15,30,19,38,39,11,29,41,16,14,16,25,27,36,21,15,453
2024-03-01 10:00:00,17,20,14,17,13,29,38,37,8,24,47,10,19,17,21,27,29,20,17,424
2024-03-01 10:10:00,23,32,11,18,19,17,28,28,8,22,47,9,17,20,25,21,27,22,15,409
2024-03-01 10:20:00,22,28,8,16,23,18,40,30,8,27,40,14,15,21,26,28,26,27,17,434
2024-03-01 10:30:00,22,26,13,17,28,23,39,53,11,37,38,11,16,24,25,31,43,11,17,485
2024-03-01 10:40:00,25,25,9,12,30,25,27,45,7,15,46,11,11,22,23,20,40,5,12,410
2024-03-01 10:50:00,24,25,14,20,21,29,30,29,14,16,34,11,17,27,29,25,25,29,19,438
2024-03-01 11:00:00,27,31,10,20,33,22,32,36,8,22,39,15,21,23,29,27,28,10,21,454
2024-03-01 11:10:00,23,35,15,28,24,35,37,41,13,25,42,13,25,19,35,30,35,12,22,509
2024-03-01 11:20:00,22,32,13,21,27,29,44,54,8,11,36,19,16,21,26,35,48,11,17,490
2024-03-01 11:30:00,26,34,6,31,40,24,46,41,17,16,29,16,27,19,36,41,33,21,26,529
2024-03-01 11:40:00,23,30,20,19,38,24,37,42,12,28,34,15,18,23,25,32,34,15,16,485
2024-03-01 11:50:00,31,35,25,24,36,17,30,36,12,25,33,9,26,34,21,28,32,19,24,497
2024-03-01 12:00:00,32,41,28,28,38,23,40,46,11,22,40,18,24,33,29,35,37,11,28,564
2024-03-01 12:10:00,47,57,26,27,33,19,42,42,14,15,30,17,25,38,36,33,39,22,24,586
2024-03-01 12:20:00,53,52,30,19,36,17,38,32,7,35,37,21,22,43,39,35,29,13,22,580
2024-03-01 12:30:00,42,54,21,24,36,18,43,44,15,21,39,8,22,27,41,38,32,21,22,568
2024-03-01 12:40:00,51,61,23,29,24,13,46,50,10,14,44,14,28,34,39,37,45,14,25,601
2024-03-01 12:50:00,42,45,21,30,34,27,49,45,12,15,37,21,28,30,37,40,40,15,28,596
2024-03-01 13:00:00,41,43,26,19,35,25,53,53,7,30,43,22,24,34,30,49,45,11,17,607
2024-03-01 13:10:00,36,44,18,33,42,33,48,52,18,29,44,17,29,24,22,37,41,20,30,617
2024-03-01 13:20:00,38,42,19,35,44,30,37,46,9,24,39,16,36,40,29,30,41,14,35,604
2024-03-01 13:30:00,40,47,26,23,38,25,31,33,12,26,29,17,21,39,35,26,30,16,21,535
2024-03-01 13:40:00,37,42,23,27,41,23,43,42,10,28,35,12,27,27,30,31,32,16,25,551
2024-03-01 13:50:00,46,50,14,22,36,23,40,38,9,43,58,15,22,36,31,26,25,15,21,570
2024-03-01 14:00:00,35,44,17,23,36,33,41,60,9,36,38,12,23,29,35,27,46,18,24,586
2024-03-01 14:10:00,47,53,16,34,35,38,43,42,17,31,43,13,30,33,40,26,26,21,29,617
2024-03-01 14:20:00,29,38,13,23,33,29,36,36,15,32,44,16,24,25,31,26,30,16,23,519
2024-03-01 14:30:00,46,48,16,29,39,29,41,36,10,30,45,16,28,35,38,27,30,19,28,590
2024-03-01 14:40:00,47,47,18,26,45,32,46,45,10,44,46,14,23,30,32,38,39,15,25,622
2024-03-01 14:50:00,36,42,20,18,44,20,31,30,12,27,30,8,16,32,33,26,27,15,19,486
2024-03-01 15:00:00,40,34,17,22,41,26,44,48,13,38,46,19,19,41,31,24,29,18,20,570
2024-03-01 15:10:00,46,47,23,29,40,39,35,34,11,36,44,14,25,28,25,27,25,16,23,567
2024-03-01 15:20:00,40,36,16,22,45,32,34,33,5,46,49,18,22,37,33,27,27,5,20,547
2024-03-01 15:30:00,38,37,15,20,35,27,41,48,13,49,40,14,19,33,36,24,30,19,21,559
2024-03-01 15:40:00,37,45,15,33,43,35,35,40,11,43,41,17,32,24,35,28,32,10,31,587
2024-03-01 15:50:00,39,39,16,30,40,30,41,44,13,35,30,17,30,31,32,32,34,16,28,577
2024-03-01 16:00:00,39,46,14,32,45,23,36,28,8,29,34,15,26,32,40,32,23,9,29,540
2024-03-01 16:10:00,40,41,13,23,42,33,45,50,8,36,33,12,22,31,33,33,36,14,23,568
2024-03-01 16:20:00,39,44,17,23,49,28,28,35,8,37,38,11,22,35,36,26,25,10,23,534
2024-03-01 16:30:00,33,40,12,21,39,28,43,47,12,37,35,13,19,28,36,36,41,15,21,556
2024-03-01 16:40:00,43,46,12,25,41,31,33,37,7,28,35,19,20,34,33,29,32,8,24,537
2024-03-01 16:50:00,26,31,16,22,37,21,35,34,9,43,52,7,20,23,26,27,33,11,21,494
2024-03-01 17:00:00,44,37,11,25,32,33,41,38,9,39,29,8,25,38,33,30,32,16,25,545
2024-03-01 17:10:00,40,38,17,23,31,33,34,47,11,37,37,14,20,34,32,24,36,6,22,536
2024-03-01 17:20:00,33,34,16,21,35,22,30,28,8,33,39,14,18,29,31,27,24,12,19,473
2024-03-01 17:30:00,35,37,12,16,38,21,36,37,15,33,41,9,15,27,27,27,28,19,15,488
2024-03-01 17:40:00,32,31,16,28,37,27,25,33,10,44,49,16,22,26,25,26,31,12,23,513
2024-03-01 17:50:00,34,29,14,12,22,28,34,36,16,39,41,10,10,26,25,24,31,18,11,460
2024-03-01 18:00:00,39,34,12,21,25,26,35,30,9,30,44,11,15,29,29,24,29,15,19,476
2024-03-01 18:10:00,27,27,13,19,30,32,32,46,12,33,45,8,22,30,25,30,35,16,23,505
2024-03-01 18:20:00,28,29,6,21,31,32,32,36,11,37,38,11,18,23,31,37,38,30,22,511
2024-03-01 18:30:00,31,30,13,21,29,31,39,45,18,49,41,11,16,19,25,35,39,29,19,540
2024-03-01 18:40:00,24,23,12,17,30,28,36,34,11,51,35,16,13,21,18,32,43,34,20,498
2024-03-01 18:50:00,25,25,12,20,37,30,23,30,8,38,36,5,19,17,29,58,51,27,23,513
2024-03-01 19:00:00,29,30,12,19,30,23,26,34,10,65,48,14,19,23,24,19,28,13,20,486
2024-03-01 19:10:00,27,30,10,21,33,26,30,27,13,74,30,20,18,24,27,30,28,18,22,508
2024-03-01 19:20:00,20,22,7,12,32,21,19,25,7,35,38,10,10,17,21,27,59,7,10,399
2024-03-01 19:30:00,29,28,9,13,24,20,29,31,5,40,37,8,12,16,22,32,43,5,12,415
2024-03-01 19:40:00,18,20,8,22,26,21,23,25,6,47,25,13,21,17,21,24,30,6,23,396
2024-03-01 19:50:00,18,19,12,20,30,12,16,24,6,38,30,7,21,14,20,15,31,11,21,365
2024-03-01 20:00:00,14,23,8,13,14,17,19,22,6,34,25,5,12,11,20,16,24,24,13,320
2024-03-01 20:10:00,12,17,7,16,22,17,15,24,15,34,21,6,11,14,12,26,25,29,19,342
2024-03-01 20:20:00,18,17,9,14,18,24,18,26,6,17,21,11,16,13,19,33,67,5,16,368
2024-03-01 20:30:00,12,17,15,9,25,18,12,25,8,20,26,8,7,12,14,12,27,8,9,284
2024-03-01 20:40:00,19,16,6,10,18,13,9,20,7,19,22,9,10,16,15,7,23,8,9,256
2024-03-01 20:50:00,17,16,6,14,16,15,11,12,7,22,18,5,12,17,18,12,12,8,14,252
2024-03-01 21:00:00,13,19,9,8,19,17,12,16,5,21,22,6,8,12,15,10,17,5,8,242
2024-03-01 21:10:00,15,14,5,9,9,15,16,21,6,29,23,6,9,14,14,16,21,7,12,261
2024-03-01 21:20:00,9,14,10,11,12,10,13,16,9,28,30,8,9,11,13,11,20,10,11,255
2024-03-01 21:30:00,9,16,5,11,22,8,14,15,9,11,21,9,11,10,17,14,17,8,15,242
2024-03-01 21:40:00,17,18,10,11,18,19,13,17,7,17,18,5,9,14,18,12,21,7,14,265
2024-03-01 21:50:00,11,7,13,11,13,17,11,10,9,15,16,7,11,8,7,9,11,12,14,212
2024-03-01 22:00:00,14,14,5,11,12,16,12,16,16,19,20,2,10,15,14,11,17,16,11,251
2024-03-01 22:10:00,17,16,13,10,19,14,10,6,5,24,19,5,9,17,16,11,6,6,10,233
2024-03-01 22:20:00,12,18,10,8,22,15,9,12,6,21,19,11,7,11,16,7,13,9,8,234
2024-03-01 22:30:00,10,10,4,7,13,7,12,8,3,9,34,3,7,11,10,11,9,3,8,179
2024-03-01 22:40:00,14,15,6,11,22,8,8,7,6,17,36,5,12,11,13,8,7,7,12,225
2024-03-01 22:50:00,14,12,9,8,23,6,7,10,8,8,17,3,9,12,14,7,10,8,8,193
2024-03-01 23:00:00,10,7,5,3,22,12,12,13,8,16,41,4,3,10,6,12,12,8,3,207
2024-03-01 23:10:00,14,11,6,6,32,16,9,13,7,9,40,1,6,13,12,8,14,6,6,229
2024-03-01 23:20:00,6,2,3,4,19,13,7,14,6,8,46,2,4,7,3,6,14,6,10,180
2024-03-01 23:30:00,5,4,5,3,13,12,10,10,2,12,34,2,3,6,5,10,10,3,3,152
2024-03-01 23:40:00,13,14,14,5,15,5,5,6,5,12,20,4,6,13,14,5,6,6,10,178
2024-03-01 23:50:00,3,8,5,9,8,6,8,9,1,4,8,3,9,3,9,7,10,6,10,126
2024-03-02 00:00:00,6,10,3,7,17,5,9,6,1,4,7,4,6,5,12,9,7,2,7,127
2024-03-02 00:10:00,4,2,3,5,9,5,8,9,2,13,29,2,6,5,3,8,9,2,5,129
2024-03-02 00:20:00,6,4,8,5,11,12,9,4,3,5,7,5,5,6,3,8,4,3,6,114
2024-03-02 00:30:00,2,4,4,5,12,7,9,6,1,3,6,0,5,2,4,9,6,1,5,91
2024-03-02 00:40:00,3,3,1,4,10,7,4,3,1,5,10,0,4,3,3,7,4,2,4,78
2024-03-02 00:50:00,1,1,0,0,10,4,5,4,2,2,7,0,1,1,1,5,4,2,1,51
2024-03-02 01:00:00,4,0,4,8,9,5,3,5,2,4,8,0,6,4,1,3,5,4,6,81
2024-03-02 01:10:00,3,3,3,0,7,2,1,1,1,4,9,1,0,3,3,1,2,1,0,45
2024-03-02 01:20:00,3,4,2,3,6,2,4,2,1,4,5,3,4,3,3,5,2,3,3,62
2024-03-02 01:30:00,3,0,2,2,7,2,0,4,3,4,8,3,1,3,0,0,4,2,2,50
2024-03-02 01:40:00,5,1,3,3,7,3,3,5,0,8,17,2,2,5,1,3,7,0,3,78
2024-03-02 01:50:00,3,2,1,2,4,4,1,1,1,4,4,1,2,3,2,1,1,1,2,40
2024-03-02 02:00:00,4,1,0,3,4,2,0,4,0,3,23,0,4,2,1,0,3,1,4,59
2024-03-02 02:10:00,3,4,3,1,4,2,3,2,0,3,5,0,1,3,2,3,3,0,1,43
2024-03-02 02:20:00,4,2,3,2,8,6,1,0,0,1,2,2,2,3,3,1,0,1,2,43
2024-03-02 02:30:00,2,3,5,2,3,3,2,2,0,1,1,1,2,2,6,2,3,1,2,43
2024-03-02 02:40:00,1,3,2,1,6,3,1,0,1,1,5,0,1,0,3,1,0,2,1,32
2024-03-02 02:50:00,1,4,1,1,3,1,0,5,0,1,1,1,1,1,4,1,5,0,1,32
2024-03-02 03:00:00,0,1,2,0,6,0,0,1,0,2,3,0,0,0,0,0,1,0,0,16
2024-03-02 03:10:00,4,1,1,1,2,0,1,5,1,1,6,2,1,4,1,1,4,1,1,38
2024-03-02 03:20:00,1,4,1,0,3,3,1,1,2,2,4,0,0,1,5,1,1,2,0,32
2024-03-02 03:30:00,3,3,3,0,0,1,0,1,1,0,1,2,0,4,2,0,1,1,0,23
2024-03-02 03:40:00,3,2,3,0,2,1,1,1,1,4,2,0,0,3,2,1,1,1,0,28
2024-03-02 03:50:00,2,1,1,1,3,2,0,3,1,1,4,2,2,2,1,1,3,1,1,32
2024-03-02 04:00:00,3,3,0,1,3,2,1,3,1,1,1,0,0,3,3,2,3,1,1,32
2024-03-02 04:10:00,1,2,0,0,3,0,2,4,0,1,2,0,0,1,1,2,4,0,0,23
2024-03-02 04:20:00,2,0,1,0,6,2,1,2,0,2,12,0,0,1,0,2,1,0,0,32
2024-03-02 04:30:00,0,1,0,1,4,1,1,1,4,5,4,0,1,0,1,1,1,4,1,31
2024-03-02 04:40:00,1,1,1,2,5,1,1,4,2,1,6,1,1,1,1,1,4,2,2,38
2024-03-02 04:50:00,1,0,1,0,4,2,4,0,0,2,6,1,0,1,0,3,1,0,0,26
2024-03-02 05:00:00,2,2,1,1,1,0,2,4,3,2,3,2,1,1,2,2,4,3,1,37
2024-03-02 05:10:00,0,2,0,0,2,3,4,8,2,5,7,1,0,0,2,4,7,5,0,52
2024-03-02 05:20:00,2,1,1,1,6,2,3,7,1,12,15,0,1,2,1,3,6,1,1,66
2024-03-02 05:30:00,2,5,1,2,5,4,8,10,1,6,10,1,2,2,6,9,8,1,2,85
2024-03-02 05:40:00,2,4,3,3,6,3,16,11,0,6,17,1,3,2,4,15,11,2,3,112
2024-03-02 05:50:00,5,2,4,2,4,2,7,5,2,3,7,2,2,5,3,8,5,2,2,72
2024-03-02 06:00:00,2,8,2,2,4,3,1,6,3,10,11,1,2,3,7,1,6,4,3,79
2024-03-02 06:10:00,3,7,1,3,6,5,3,5,6,5,4,4,3,3,7,3,7,7,4,86
2024-03-02 06:20:00,0,7,2,1,13,2,4,3,2,3,6,1,1,0,7,4,3,3,2,64
2024-03-02 06:30:00,2,4,2,4,8,3,5,7,1,19,10,1,4,2,5,5,7,1,4,94
2024-03-02 06:40:00,6,2,2,2,7,4,7,9,1,9,12,0,2,6,2,8,11,1,2,93
2024-03-02 06:50:00,5,7,3,8,7,3,7,9,2,10,17,2,7,5,6,17,13,3,8,139
2024-03-02 07:00:00,6,6,3,2,14,7,6,6,4,10,16,0,2,6,6,10,6,4,2,116
2024-03-02 07:10:00,5,5,1,4,9,5,8,8,4,7,9,2,4,5,9,7,9,5,4,110
2024-03-02 07:20:00,4,6,1,4,6,7,8,6,5,4,6,0,4,4,6,8,4,5,4,92
2024-03-02 07:30:00,5,10,2,7,20,5,9,12,9,6,10,5,7,3,10,9,13,10,7,159
2024-03-02 07:40:00,5,10,4,11,10,7,15,6,19,4,9,4,12,5,12,14,7,19,10,183
2024-03-02 07:50:00,9,6,2,11,9,4,10,11,7,5,11,10,12,10,6,10,12,6,11,162
2024-03-02 08:00:00,4,5,1,7,10,8,12,14,15,11,11,5,6,4,5,12,13,16,6,165
2024-03-02 08:10:00,5,4,2,9,9,13,14,16,4,10,13,5,7,5,4,14,16,5,9,164
2024-03-02 08:20:00,6,8,5,9,3,4,12,18,3,8,12,1,9,7,8,12,16,5,8,154
2024-03-02 08:30:00,8,8,3,11,14,8,9,18,7,5,13,5,11,7,8,9,16,7,11,178
2024-03-02 08:40:00,8,14,3,9,20,12,19,25,1,7,14,6,8,7,14,16,21,4,11,219
2024-03-02 08:50:00,6,9,5,17,17,6,22,25,3,15,32,9,16,6,9,19,24,6,15,261
2024-03-02 09:00:00,9,10,2,11,17,5,18,24,4,12,20,6,11,11,12,18,23,5,11,229
2024-03-02 09:10:00,12,15,8,15,20,8,32,37,11,8,24,9,14,11,14,27,29,12,14,320
2024-03-02 09:20:00,8,11,11,17,19,9,24,33,5,18,27,5,15,11,16,26,30,4,16,305
2024-03-02 09:30:00,7,16,6,14,20,13,31,34,5,18,32,5,14,7,16,24,25,7,14,308
2024-03-02 09:40:00,10,17,6,13,20,13,31,34,6,22,27,5,13,12,17,28,34,8,13,329
2024-03-02 09:50:00,16,17,12,17,11,20,39,32,6,30,36,12,15,16,20,34,28,6,17,384
2024-03-02 10:00:00,17,21,10,7,20,22,37,46,5,15,25,6,7,17,21,30,39,6,6,357
2024-03-02 10:10:00,14,14,10,15,18,15,36,45,9,17,32,8,15,13,14,21,35,10,14,355
2024-03-02 10:20:00,17,18,12,11,21,18,34,40,4,27,25,5,12,16,18,25,29,6,12,350
2024-03-02 10:30:00,13,21,9,7,18,21,34,35,4,21,38,11,6,15,20,32,27,6,5,343
2024-03-02 10:40:00,21,16,11,14,21,23,25,34,7,22,31,12,13,21,15,24,31,12,13,366
2024-03-02 10:50:00,14,18,11,16,17,26,39,36,7,29,34,5,16,10,20,28,28,12,16,382
2024-03-02 11:00:00,23,20,9,19,20,14,37,46,7,31,35,10,17,23,19,26,33,16,18,423
2024-03-02 11:10:00,16,20,7,12,26,26,31,34,6,29,35,20,9,13,18,23,28,7,12,372
2024-03-02 11:20:00,22,21,5,19,25,17,28,40,8,28,34,14,18,21,22,25,31,18,19,415
2024-03-02 11:30:00,23,22,9,13,27,16,34,47,8,22,26,11,13,20,20,24,36,9,13,393
2024-03-02 11:40:00,20,24,10,13,25,17,24,31,17,38,41,6,12,19,25,22,26,19,13,402
2024-03-02 11:50:00,13,21,11,13,33,25,37,40,7,25,36,16,12,13,21,31,30,7,13,404
2024-03-02 12:00:00,24,26,13,25,29,29,28,49,9,27,35,13,23,26,26,26,43,11,24,486
2024-03-02 12:10:00,30,37,13,27,25,17,53,52,12,33,35,11,24,26,30,44,43,14,26,552
2024-03-02 12:20:00,24,20,15,19,26,21,45,38,12,26,32,14,18,22,18,39,30,18,19,456
2024-03-02 12:30:00,18,26,14,26,31,23,43,41,13,31,48,10,24,16,25,28,26,13,24,480
2024-03-02 12:40:00,22,26,18,18,38,19,34,35,7,31,33,10,16,20,24,23,28,10,15,427
2024-03-02 12:50:00,21,24,6,21,26,23,31,23,12,44,45,9,19,25,25,23,23,15,21,436
2024-03-02 13:00:00,30,29,14,19,34,27,24,28,14,28,33,26,18,24,25,23,23,16,18,453
2024-03-02 13:10:00,26,38,10,17,32,33,22,30,11,30,27,12,17,22,34,21,32,14,20,448
2024-03-02 13:20:00,26,28,14,22,29,31,20,26,8,30,37,5,21,18,25,15,24,10,23,412
2024-03-02 13:30:00,26,27,19,14,37,27,29,23,9,36,39,11,14,25,24,26,19,14,14,433
2024-03-02 13:40:00,30,34,16,23,37,33,26,33,6,48,47,7,22,30,31,24,28,13,21,509
2024-03-02 13:50:00,26,36,10,21,33,29,19,26,8,37,40,8,21,22,30,20,18,14,17,435
2024-03-02 14:00:00,23,27,22,24,35,32,17,24,6,36,40,9,21,23,29,15,21,10,23,437
2024-03-02 14:10:00,26,31,11,32,42,30,32,48,12,51,45,18,31,23,26,28,39,20,29,574
2024-03-02 14:20:00,24,27,10,28,30,34,32,35,7,32,33,18,27,24,28,27,26,13,26,481
2024-03-02 14:30:00,19,25,12,30,40,33,29,37,4,35,42,13,26,16,23,23,21,8,26,462
2024-03-02 14:40:00,19,29,13,33,33,32,33,41,10,40,39,17,30,17,27,26,32,17,30,518
2024-03-02 14:50:00,22,23,13,25,32,25,28,32,10,38,42,21,23,23,20,20,27,19,22,465
2024-03-02 15:00:00,23,32,13,28,37,24,24,38,9,41,40,9,28,20,29,23,35,15,27,495
2024-03-02 15:10:00,22,22,10,23,27,27,39,40,13,32,19,13,22,24,18,30,38,16,23,458
2024-03-02 15:20:00,17,25,11,19,38,31,51,57,14,24,30,11,19,18,24,40,38,17,19,503
2024-03-02 15:30:00,14,25,12,32,34,23,43,40,10,36,41,9,27,12,20,35,36,12,25,486
2024-03-02 15:40:00,19,23,14,22,38,22,24,34,11,29,28,9,20,20,23,23,27,15,17,418
2024-03-02 15:50:00,22,24,10,26,30,34,35,33,6,33,34,11,24,16,25,28,27,8,25,451
2024-03-02 16:00:00,23,18,15,17,24,14,28,28,6,47,37,11,15,18,20,26,28,8,13,396
2024-03-02 16:10:00,20,25,9,19,37,28,30,33,6,23,24,7,19,18,20,28,27,9,19,401
2024-03-02 16:20:00,18,19,8,20,28,23,24,31,8,31,34,14,14,14,19,17,26,9,19,376
2024-03-02 16:30:00,19,25,10,20,24,20,24,31,12,30,27,13,21,18,25,19,27,12,19,396
2024-03-02 16:40:00,18,24,19,21,23,26,29,27,9,40,47,7,19,20,24,27,21,9,19,429
2024-03-02 16:50:00,24,22,10,15,34,27,28,29,11,27,28,15,13,23,20,27,24,14,15,406
2024-03-02 17:00:00,23,26,13,22,29,21,29,35,11,38,42,4,20,18,21,28,30,11,19,440
2024-03-02 17:10:00,20,20,14,22,25,28,31,34,16,29,34,7,21,19,23,28,33,20,22,446
2024-03-02 17:20:00,28,25,16,17,37,39,29,45,6,34,36,10,17,27,25,22,36,7,17,473
2024-03-02 17:30:00,20,22,5,16,42,32,32,29,15,31,40,13,14,21,20,28,27,16,14,437
2024-03-02 17:40:00,19,24,9,21,27,31,34,37,10,28,39,12,20,15,22,32,34,19,20,453
2024-03-02 17:50:00,20,26,8,12,38,20,26,30,5,34,39,13,11,19,25,23,20,7,12,388
2024-03-02 18:00:00,20,25,7,29,52,29,38,35,8,22,35,14,28,17,24,30,31,12,30,486
2024-03-02 18:10:00,29,25,22,23,36,28,35,32,12,29,33,5,24,25,27,49,30,18,22,504
2024-03-02 18:20:00,24,20,14,22,49,25,34,36,9,38,34,16,15,32,18,35,44,21,21,507
2024-03-02 18:30:00,19,22,11,14,33,27,29,24,11,38,26,11,14,17,21,48,44,21,14,444
2024-03-02 18:40:00,25,19,10,17,27,29,30,26,10,48,31,10,14,20,19,31,70,23,18,477
2024-03-02 18:50:00,15,25,15,19,35,35,27,44,9,40,33,6,16,15,21,64,40,34,17,510
2024-03-02 19:00:00,13,13,13,20,30,24,20,25,2,52,24,6,16,14,15,19,29,10,22,367
2024-03-02 19:10:00,16,21,15,19,31,14,28,32,17,32,26,7,16,12,16,27,31,20,21,401
2024-03-02 19:20:00,18,25,13,22,23,22,29,27,9,57,22,7,21,17,25,28,46,22,24,457
2024-03-02 19:30:00,12,17,9,25,26,21,22,31,4,33,23,8,24,10,17,19,28,12,30,371
2024-03-02 19:40:00,19,24,19,19,26,22,22,21,10,28,22,7,19,14,25,16,21,23,18,375
2024-03-02 19:50:00,11,11,8,15,28,25,24,18,8,31,22,11,14,11,11,23,17,17,17,322
2024-03-02 20:00:00,13,17,11,7,28,18,18,16,10,23,21,3,7,14,18,15,17,12,8,276
2024-03-02 20:10:00,12,14,10,15,24,14,20,21,6,28,16,1,12,14,16,19,36,5,17,300
2024-03-02 20:20:00,24,25,7,25,24,16,13,21,5,29,20,8,14,23,23,12,25,7,26,347
2024-03-02 20:30:00,12,14,7,12,27,17,24,21,6,27,30,8,7,12,16,17,19,14,11,301
