datetime,D21Z,D22Z,V23Z,V24Z,V51Z,D81Z,V82Z,V111Z,V112Z,Total
2024-03-09 07:20:00,4,1,2,3,10,2,2,0,2,26
2024-03-09 07:30:00,2,3,2,7,19,5,5,0,1,44
2024-03-09 07:40:00,1,3,2,5,24,2,4,0,7,48
2024-03-09 07:50:00,1,3,1,3,22,1,2,0,5,38
2024-03-09 08:00:00,0,5,0,2,24,1,3,0,7,42
2024-03-09 08:10:00,1,3,1,4,27,3,3,0,2,44
2024-03-09 08:20:00,4,3,3,7,29,5,7,0,2,60
2024-03-09 08:30:00,5,4,6,10,20,3,5,0,1,54
2024-03-09 08:40:00,4,7,4,11,20,3,3,0,2,54
2024-03-09 08:50:00,8,6,8,15,5,4,4,2,8,60
2024-03-09 09:00:00,5,4,6,11,15,4,4,2,10,61
2024-03-09 09:10:00,3,12,8,15,19,7,6,6,13,89
2024-03-09 09:20:00,8,6,11,10,11,5,4,0,10,65
2024-03-09 09:30:00,6,11,6,18,26,5,6,0,9,87
2024-03-09 09:40:00,6,8,11,13,36,6,11,1,1,93
2024-03-09 09:50:00,11,17,11,24,21,7,7,11,12,121
2024-03-09 10:00:00,9,9,13,14,28,4,6,11,8,102
2024-03-09 10:10:00,5,11,7,14,18,6,7,0,8,76
2024-03-09 10:20:00,7,19,7,16,33,10,11,12,18,133
2024-03-09 10:30:00,11,14,9,11,31,5,9,16,8,114
2024-03-09 10:40:00,12,10,14,19,28,5,3,6,16,113
2024-03-09 10:50:00,11,18,15,21,34,5,7,19,13,143
2024-03-09 11:00:00,16,16,16,19,25,7,10,14,31,154
2024-03-09 11:10:00,8,14,8,20,25,12,11,11,38,147
2024-03-09 11:20:00,5,21,4,24,19,10,10,12,40,145
2024-03-09 11:30:00,10,15,10,17,18,9,7,8,45,139
2024-03-09 11:40:00,18,19,13,29,25,7,5,8,54,178
2024-03-09 11:50:00,10,16,8,14,30,7,12,3,66,166
2024-03-09 12:00:00,18,12,12,18,24,6,9,0,47,146
2024-03-09 12:10:00,7,17,8,17,23,6,7,0,3,88
2024-03-09 12:20:00,15,25,13,14,17,19,16,0,8,127
2024-03-09 12:30:00,10,15,7,19,28,10,21,0,5,115
2024-03-09 12:40:00,16,20,10,20,24,9,6,0,6,111
2024-03-09 12:50:00,13,15,9,23,31,17,19,0,3,130
2024-03-09 13:00:00,14,14,13,21,20,12,17,0,3,114
2024-03-09 13:10:00,9,13,7,14,30,14,18,0,7,112
2024-03-09 13:20:00,11,18,8,14,25,12,8,0,5,101
2024-03-09 13:30:00,16,13,10,20,24,9,9,0,7,108
2024-03-09 13:40:00,8,18,8,17,31,13,11,0,9,115
2024-03-09 13:50:00,12,12,5,18,33,16,13,0,4,113
2024-03-09 14:00:00,11,18,11,14,38,4,3,0,7,106
2024-03-09 14:10:00,9,19,5,16,31,9,7,0,5,101
2024-03-09 14:20:00,14,24,14,14,17,8,7,0,5,103
2024-03-09 14:30:00,12,17,13,20,28,10,8,0,4,112
2024-03-09 14:40:00,12,13,11,25,26,12,12,0,6,117
2024-03-09 14:50:00,14,15,13,19,32,16,13,0,3,125
2024-03-09 15:00:00,13,15,8,22,31,14,14,0,2,119
2024-03-09 15:10:00,7,20,5,14,35,13,10,0,10,114
2024-03-09 15:20:00,16,20,14,24,31,5,8,0,7,125
2024-03-09 15:30:00,8,14,4,15,29,11,9,0,3,93
2024-03-09 15:40:00,10,18,11,22,26,8,11,0,4,110
2024-03-09 15:50:00,6,12,7,10,33,1,2,0,2,73
2024-03-09 16:00:00,7,21,8,19,33,9,10,0,5,112
2024-03-09 16:10:00,10,15,11,20,31,9,9,0,2,107
2024-03-09 16:20:00,10,8,12,17,26,9,9,0,8,99
2024-03-09 16:30:00,5,12,6,18,27,6,8,0,2,84
2024-03-09 16:40:00,8,12,8,19,36,9,8,0,4,104
2024-03-09 16:50:00,7,11,6,20,34,3,3,0,2,86
2024-03-09 17:00:00,10,14,8,15,34,7,7,0,3,98
2024-03-09 17:10:00,12,16,11,20,24,8,15,0,4,110
2024-03-09 17:20:00,15,17,10,22,25,8,8,0,2,107
2024-03-09 17:30:00,12,15,6,17,34,8,9,0,6,107
2024-03-09 17:40:00,13,14,10,21,25,6,7,0,2,98
2024-03-09 17:50:00,12,18,11,27,28,8,9,0,5,118
2024-03-09 18:00:00,9,16,9,21,32,7,6,0,1,101
2024-03-09 18:10:00,11,8,11,54,31,12,8,0,3,138
2024-03-09 18:20:00,125,11,12,25,32,7,8,1,2,223
2024-03-09 18:30:00,9,18,19,17,20,7,5,0,4,99
2024-03-09 18:40:00,15,10,14,16,38,8,15,0,2,118
2024-03-09 18:50:00,11,8,11,17,22,9,2,0,2,82
2024-03-09 19:00:00,5,12,5,13,29,4,1,0,7,76
2024-03-09 19:10:00,7,9,11,14,31,6,4,0,9,91
2024-03-09 19:20:00,4,12,4,14,31,7,7,11,1,91
2024-03-09 19:30:00,6,6,5,13,31,4,5,16,4,90
2024-03-09 19:40:00,11,10,10,26,27,2,6,12,2,106
2024-03-09 19:50:00,9,5,11,17,32,10,2,2,5,93
2024-03-09 20:00:00,8,5,13,14,21,4,3,0,2,70
2024-03-09 20:10:00,3,4,3,8,28,10,7,5,2,70
2024-03-09 20:20:00,9,6,13,12,18,8,6,2,1,75
2024-03-09 20:30:00,4,5,3,7,29,3,3,2,3,59
2024-03-09 20:40:00,4,7,6,11,30,3,1,0,4,66
2024-03-09 20:50:00,4,10,4,14,26,2,4,0,0,64
2024-03-09 21:00:00,4,5,4,13,28,2,0,0,1,57
2024-03-09 21:10:00,4,4,2,7,24,1,1,0,0,43
2024-03-09 21:20:00,3,4,4,8,23,3,2,0,2,49
2024-03-09 21:30:00,4,1,3,3,16,0,0,0,0,27
2024-03-09 21:40:00,1,4,0,5,20,3,5,0,0,38
2024-03-09 21:50:00,3,6,2,8,18,5,5,0,5,52
2024-03-09 22:00:00,2,11,2,15,23,5,3,0,0,61
2024-03-09 22:10:00,2,4,1,6,18,1,1,0,0,33
2024-03-09 22:20:00,4,4,7,10,24,2,3,0,2,56
2024-03-09 22:30:00,6,6,2,5,14,1,1,0,2,37
2024-03-09 22:40:00,3,6,3,7,20,3,3,0,3,48
2024-03-09 22:50:00,6,7,8,18,28,3,4,0,2,76
2024-03-09 23:00:00,5,6,7,10,14,6,2,0,3,53
2024-03-09 23:10:00,3,1,2,5,18,2,2,0,1,34
2024-03-09 23:20:00,2,2,1,3,19,6,3,0,0,36
2024-03-09 23:30:00,4,3,5,11,21,4,2,0,2,52
2024-03-09 23:40:00,6,0,4,3,14,1,0,0,0,28
2024-03-09 23:50:00,5,3,6,7,18,2,2,0,6,49
2024-03-10 00:00:00,2,2,2,3,14,2,4,0,0,29
2024-03-10 00:10:00,0,2,1,3,13,1,2,0,2,24
2024-03-10 00:20:00,0,1,0,1,10,1,3,0,0,16
2024-03-10 00:30:00,1,2,1,4,16,1,0,0,1,26
2024-03-10 00:40:00,5,3,1,5,18,1,0,0,0,33
2024-03-10 00:50:00,2,2,2,4,20,4,4,0,0,38
2024-03-10 01:00:00,2,2,2,6,22,1,0,0,3,38
2024-03-10 01:10:00,1,1,1,2,13,0,0,0,0,18
2024-03-10 01:20:00,1,0,0,1,16,2,2,0,0,22
2024-03-10 01:30:00,1,0,2,2,17,1,0,0,0,23
2024-03-10 01:40:00,2,0,4,1,16,1,0,0,0,24
2024-03-10 01:50:00,0,3,0,2,8,1,1,0,0,15
2024-03-10 02:00:00,1,0,2,3,8,0,0,0,1,15
2024-03-10 02:10:00,1,1,1,3,9,0,0,0,1,16
2024-03-10 02:20:00,1,1,2,3,7,0,0,0,2,16
2024-03-10 02:30:00,1,0,1,1,11,0,0,0,0,14
2024-03-10 02:40:00,0,1,0,1,10,2,1,0,1,16
2024-03-10 02:50:00,1,1,1,2,10,1,0,0,1,17
2024-03-10 03:00:00,0,2,0,2,8,0,0,0,2,14
2024-03-10 03:10:00,0,0,0,0,5,1,0,0,0,6
2024-03-10 03:20:00,0,0,0,0,5,1,1,0,0,7
2024-03-10 03:30:00,0,2,0,3,7,1,0,0,0,13
2024-03-10 03:40:00,1,2,1,3,5,0,0,0,0,12
2024-03-10 03:50:00,1,1,0,1,8,0,0,0,0,11
2024-03-10 04:00:00,0,1,0,1,10,3,1,0,1,17
2024-03-10 04:10:00,1,1,1,3,8,1,2,0,0,17
2024-03-10 04:20:00,0,0,0,0,7,1,0,0,0,8
2024-03-10 04:30:00,2,0,1,0,17,0,0,0,0,20
2024-03-10 04:40:00,1,0,2,1,8,0,0,0,1,13
2024-03-10 04:50:00,0,0,0,0,11,0,0,0,2,13
2024-03-10 05:00:00,0,1,0,0,14,0,0,0,1,16
2024-03-10 05:10:00,0,1,0,1,10,0,0,0,0,12
2024-03-10 05:20:00,1,0,1,2,7,1,0,0,0,12
2024-03-10 05:30:00,0,2,0,2,6,1,1,0,1,13
2024-03-10 05:40:00,0,0,0,0,8,0,0,0,0,8
2024-03-10 05:50:00,1,0,1,1,18,0,0,0,2,23
2024-03-10 06:00:00,0,0,0,0,15,0,0,0,0,15
2024-03-10 06:10:00,1,2,1,3,12,1,1,0,1,22
2024-03-10 06:20:00,0,0,0,0,13,0,0,0,0,13
2024-03-10 06:30:00,1,0,1,1,18,1,0,0,1,23
2024-03-10 06:40:00,1,0,1,0,15,1,1,0,0,19
2024-03-10 06:50:00,2,0,2,2,12,7,1,0,0,26
2024-03-10 07:00:00,2,0,2,2,10,0,0,0,0,16
2024-03-10 07:10:00,0,2,0,2,13,0,0,0,1,18
2024-03-10 07:20:00,1,2,1,2,10,0,0,0,0,16
2024-03-10 07:30:00,1,0,1,1,11,0,0,0,0,14
2024-03-10 07:40:00,0,2,0,2,12,0,1,0,4,21
2024-03-10 07:50:00,1,1,1,1,11,3,3,0,5,26
2024-03-10 08:00:00,2,0,2,1,22,1,0,0,2,30
2024-03-10 08:10:00,0,0,0,0,10,2,2,0,1,15
2024-03-10 08:20:00,2,0,2,3,14,10,2,0,1,34
2024-03-10 08:30:00,1,1,2,2,10,0,1,0,4,21
2024-03-10 08:40:00,4,4,4,7,20,2,5,0,3,49
2024-03-10 08:50:00,2,2,3,3,16,2,2,0,1,31
2024-03-10 09:00:00,5,4,3,7,18,3,3,0,3,46
2024-03-10 09:10:00,5,7,6,11,17,5,5,0,4,60
2024-03-10 09:20:00,2,4,1,5,16,6,5,0,3,42
2024-03-10 09:30:00,5,7,5,9,22,2,2,0,1,53
2024-03-10 09:40:00,4,4,4,7,21,3,2,0,3,48
2024-03-10 09:50:00,7,10,6,16,18,26,7,7,2,99
2024-03-10 10:00:00,1,9,1,10,25,3,2,3,5,59
2024-03-10 10:10:00,2,11,2,12,22,3,2,0,3,57
2024-03-10 10:20:00,3,4,3,4,25,5,5,0,4,53
2024-03-10 10:30:00,9,8,7,10,27,8,8,8,2,87
2024-03-10 10:40:00,5,7,5,9,20,9,11,7,3,76
2024-03-10 10:50:00,10,12,10,12,28,6,8,5,3,94
2024-03-10 11:00:00,7,8,8,21,21,5,4,13,3,90
2024-03-10 11:10:00,5,12,5,13,23,9,12,13,7,99
2024-03-10 11:20:00,4,13,5,15,21,4,4,5,4,75
2024-03-10 11:30:00,7,11,9,17,16,9,4,15,4,92
2024-03-10 11:40:00,8,11,9,15,14,10,12,3,2,84
2024-03-10 11:50:00,10,12,12,16,18,8,8,8,1,93
2024-03-10 12:00:00,9,11,8,17,20,8,7,6,3,89
2024-03-10 12:10:00,5,15,6,22,20,4,4,2,5,83
2024-03-10 12:20:00,12,14,10,20,23,12,9,3,3,106
2024-03-10 12:30:00,8,19,8,22,16,9,7,0,1,90
2024-03-10 12:40:00,10,18,10,22,20,4,4,3,6,97
2024-03-10 12:50:00,9,12,8,21,24,5,3,3,5,90
2024-03-10 13:00:00,6,18,7,22,16,3,4,8,3,87
2024-03-10 13:10:00,6,14,8,19,12,7,8,11,5,90
2024-03-10 13:20:00,9,14,9,20,24,7,8,8,4,103
2024-03-10 13:30:00,8,8,6,14,19,10,9,8,4,86
2024-03-10 13:40:00,10,11,10,19,19,43,8,9,2,131
2024-03-10 13:50:00,10,11,10,18,18,11,9,10,5,102
2024-03-10 14:00:00,17,15,12,22,12,15,11,8,5,117
2024-03-10 14:10:00,11,7,12,16,13,8,10,1,4,82
2024-03-10 14:20:00,4,10,3,14,27,7,8,3,4,80
2024-03-10 14:30:00,7,15,5,14,13,5,5,0,2,66
2024-03-10 14:40:00,11,12,9,19,18,5,7,0,8,89
2024-03-10 14:50:00,9,11,7,18,17,4,5,0,6,77
2024-03-10 15:00:00,6,17,8,14,15,5,11,0,1,77
2024-03-10 15:10:00,15,9,15,18,17,4,6,0,2,86
2024-03-10 15:20:00,11,14,6,24,19,10,11,0,2,97
2024-03-10 15:30:00,9,11,8,19,23,6,6,0,3,85
2024-03-10 15:40:00,7,12,5,16,23,10,7,0,2,82
2024-03-10 15:50:00,7,7,6,7,20,8,8,0,7,70
2024-03-10 16:00:00,22,7,13,23,13,10,10,2,9,109
2024-03-10 16:10:00,9,8,6,9,20,6,8,0,6,72
2024-03-10 16:20:00,10,5,8,18,22,2,3,0,8,76
2024-03-10 16:30:00,16,7,11,19,12,9,10,0,10,94
2024-03-10 16:40:00,20,7,10,19,14,5,10,0,5,90
2024-03-10 16:50:00,9,15,10,15,24,7,6,0,5,91
2024-03-10 17:00:00,6,11,8,18,20,8,8,16,2,97
2024-03-10 17:10:00,9,11,6,13,9,7,10,7,0,72
2024-03-10 17:20:00,7,8,10,16,20,5,8,3,1,78
2024-03-10 17:30:00,8,5,8,14,17,6,9,10,7,84
2024-03-10 17:40:00,7,15,7,18,15,5,8,18,2,95
2024-03-10 17:50:00,14,13,13,23,14,8,11,0,2,98
2024-03-10 18:00:00,12,20,13,20,17,11,8,0,5,106
2024-03-10 18:10:00,11,17,12,19,20,2,6,0,2,89
2024-03-10 18:20:00,8,6,7,12,28,4,1,8,4,78
2024-03-10 18:30:00,10,10,9,16,34,7,6,5,16,113
2024-03-10 18:40:00,27,8,18,24,25,2,2,3,1,110
2024-03-10 18:50:00,8,7,9,14,22,6,8,5,2,81
2024-03-10 19:00:00,7,4,8,13,21,6,6,5,2,72
2024-03-10 19:10:00,8,10,13,22,29,5,4,9,1,101
2024-03-10 19:20:00,6,7,5,14,36,5,3,7,0,83
2024-03-10 19:30:00,4,6,3,8,36,4,5,5,3,74
2024-03-10 19:40:00,4,9,5,11,22,5,5,2,3,66
2024-03-10 19:50:00,8,7,9,17,30,7,5,2,3,88
2024-03-10 20:00:00,6,5,7,16,30,3,3,1,3,74
2024-03-10 20:10:00,5,2,4,5,26,3,7,8,5,65
2024-03-10 20:20:00,0,6,0,6,27,1,1,0,1,42
2024-03-10 20:30:00,1,1,1,1,19,2,1,0,0,26
2024-03-10 20:40:00,6,3,5,9,21,6,8,0,4,62
2024-03-10 20:50:00,4,4,3,8,24,4,6,0,1,54
2024-03-10 21:00:00,2,11,3,11,19,4,4,2,2,58
2024-03-10 21:10:00,0,4,0,5,30,3,3,1,32,78
2024-03-10 21:20:00,1,3,0,6,21,41,3,0,23,98
2024-03-10 21:30:00,5,3,5,6,16,9,4,0,1,49
2024-03-10 21:40:00,3,2,3,7,26,4,4,3,4,56
2024-03-10 21:50:00,1,2,0,1,20,1,4,0,0,29
2024-03-10 22:00:00,2,4,3,11,18,1,1,0,2,42
2024-03-10 22:10:00,1,3,1,6,18,3,6,0,2,40
2024-03-10 22:20:00,2,3,2,5,18,1,2,0,1,34
2024-03-10 22:30:00,1,5,2,8,9,0,0,0,3,28
2024-03-10 22:40:00,3,2,3,4,11,2,1,0,2,28
2024-03-10 22:50:00,3,2,4,5,10,0,0,0,0,24
2024-03-10 23:00:00,2,2,5,4,10,2,2,0,2,29
2024-03-10 23:10:00,1,1,2,3,9,2,0,0,1,19
2024-03-10 23:20:00,2,4,8,8,10,35,4,0,0,71
2024-03-10 23:30:00,1,2,5,4,11,3,3,0,1,30
2024-03-10 23:40:00,3,2,7,5,7,2,1,0,1,28
2024-03-10 23:50:00,1,1,2,3,6,1,3,0,4,21
2024-03-11 00:00:00,0,0,1,1,6,2,4,0,6,20
2024-03-11 00:10:00,1,0,1,2,9,1,0,0,3,17
2024-03-11 00:20:00,0,0,0,0,9,0,0,0,3,12
2024-03-11 00:30:00,0,2,2,2,3,0,1,0,1,11
2024-03-11 00:40:00,2,0,5,2,7,1,0,0,1,18
2024-03-11 00:50:00,1,0,1,1,4,1,1,0,2,11
2024-03-11 01:00:00,0,0,0,0,12,0,0,0,4,16
2024-03-11 01:10:00,1,1,2,2,6,2,1,0,2,17
2024-03-11 01:20:00,0,0,0,0,6,0,0,0,1,7
2024-03-11 01:30:00,0,1,0,2,3,0,0,0,0,6
2024-03-11 01:40:00,0,0,0,0,5,0,0,0,1,6
2024-03-11 01:50:00,0,1,1,1,2,0,0,0,1,6
2024-03-11 02:00:00,0,1,1,1,5,0,0,0,2,10
2024-03-11 02:10:00,0,1,1,1,2,0,0,0,0,5
2024-03-11 02:20:00,0,0,0,0,1,0,0,0,0,1
2024-03-11 02:30:00,0,0,0,0,3,0,0,0,0,3
2024-03-11 02:40:00,0,0,0,0,2,0,0,0,0,2
2024-03-11 02:50:00,0,0,0,0,3,0,0,0,1,4
2024-03-11 03:00:00,0,0,1,1,4,0,0,0,0,6
2024-03-11 03:10:00,0,0,0,0,3,0,0,0,1,4
2024-03-11 03:20:00,0,0,0,0,4,0,0,0,2,6
2024-03-11 03:30:00,0,0,0,0,2,0,0,0,0,2
2024-03-11 03:40:00,0,0,0,0,3,0,0,0,0,3
2024-03-11 03:50:00,0,0,0,0,4,0,0,0,1,5
2024-03-11 04:00:00,0,0,0,0,7,0,0,0,1,8
2024-03-11 04:10:00,0,0,0,0,11,0,0,0,2,13
2024-03-11 04:20:00,0,1,1,1,8,0,0,0,4,15
2024-03-11 04:30:00,0,0,0,0,11,0,0,0,1,12
2024-03-11 04:40:00,2,0,1,1,18,2,2,0,4,30
2024-03-11 04:50:00,0,0,0,0,20,0,0,0,3,23
2024-03-11 05:00:00,1,0,2,1,23,2,2,0,2,33
2024-03-11 05:10:00,1,1,1,0,22,0,2,0,5,32
2024-03-11 05:20:00,0,1,1,1,19,0,0,3,8,33
2024-03-11 05:30:00,0,2,1,4,17,2,2,3,6,37
2024-03-11 05:40:00,0,4,2,4,19,1,1,0,5,36
2024-03-11 05:50:00,2,2,3,4,17,5,2,0,8,43
2024-03-11 06:00:00,0,2,1,2,19,5,3,0,3,35
2024-03-11 06:10:00,1,1,2,6,23,5,4,1,12,55
2024-03-11 06:20:00,3,7,16,9,11,5,5,4,4,64
2024-03-11 06:30:00,1,8,8,8,8,4,4,2,6,49
2024-03-11 06:40:00,3,7,6,8,16,6,4,0,5,55
2024-03-11 06:50:00,1,6,5,9,2,7,8,3,7,48
2024-03-11 07:00:00,4,15,2,14,5,7,7,8,17,79
2024-03-11 07:10:00,8,12,7,16,11,8,8,3,11,84
2024-03-11 07:20:00,7,10,6,18,13,1,4,0,8,67
2024-03-11 07:30:00,8,13,5,12,8,3,4,9,10,72
2024-03-11 07:40:00,8,15,9,13,8,9,9,3,15,89
2024-03-11 07:50:00,12,16,8,20,13,18,13,2,24,126
2024-03-11 08:00:00,13,8,10,20,20,20,13,12,20,136
2024-03-11 08:10:00,7,17,10,6,16,11,12,9,7,95
2024-03-11 08:20:00,10,9,11,13,20,14,13,6,13,109
2024-03-11 08:30:00,8,13,59,12,20,11,13,5,5,146
2024-03-11 08:40:00,8,13,7,21,18,10,10,6,8,101
2024-03-11 08:50:00,12,15,10,17,15,16,17,6,14,122
2024-03-11 09:00:00,8,15,8,15,19,8,6,9,11,99
2024-03-11 09:10:00,7,10,6,14,25,9,5,9,8,93
2024-03-11 09:20:00,12,11,9,13,27,11,10,5,8,106
2024-03-11 09:30:00,8,14,7,22,25,11,12,13,12,124
2024-03-11 09:40:00,20,16,12,26,21,9,3,9,12,128
2024-03-11 09:50:00,12,16,8,20,28,9,9,4,11,117
2024-03-11 10:00:00,11,16,11,18,38,5,7,1,17,124
2024-03-11 10:10:00,5,10,3,10,22,6,1,0,9,66
2024-03-11 10:20:00,16,17,12,18,31,9,10,0,25,138
2024-03-11 10:30:00,6,19,5,22,22,10,7,2,8,101
2024-03-11 10:40:00,12,15,11,19,26,10,9,9,10,121
2024-03-11 10:50:00,8,17,13,17,29,11,12,10,9,126
2024-03-11 11:00:00,18,18,15,25,27,6,16,10,12,147
2024-03-11 11:10:00,16,16,8,26,24,6,6,9,9,120
2024-03-11 11:20:00,10,13,8,12,20,4,5,4,7,83
2024-03-11 11:30:00,7,17,7,15,18,7,15,9,10,105
2024-03-11 11:40:00,14,19,17,17,26,7,12,19,11,142
2024-03-11 11:50:00,14,17,10,19,29,10,11,4,17,131
2024-03-11 12:00:00,11,19,8,21,26,15,17,6,15,138
2024-03-11 12:10:00,13,19,13,20,30,9,12,2,2,120
2024-03-11 12:20:00,18,19,13,12,29,5,4,0,12,112
2024-03-11 12:30:00,20,17,15,22,19,13,9,0,7,122
2024-03-11 12:40:00,16,18,11,17,22,10,11,7,9,121
2024-03-11 12:50:00,12,23,9,16,24,9,7,0,11,111
2024-03-11 13:00:00,27,127,10,6,19,11,8,0,3,211
2024-03-11 13:10:00,21,30,12,5,30,14,14,0,10,136
2024-03-11 13:20:00,23,27,5,7,30,14,18,0,3,127
2024-03-11 13:30:00,11,24,9,15,37,9,17,4,8,134
2024-03-11 13:40:00,8,26,10,8,34,14,17,5,8,130
2024-03-11 13:50:00,7,22,4,14,28,8,16,3,9,111
2024-03-11 14:00:00,12,24,19,11,35,11,19,0,10,141
2024-03-11 14:10:00,9,22,8,20,32,7,12,0,5,115
2024-03-11 14:20:00,16,30,13,14,33,4,5,0,9,124
2024-03-11 14:30:00,12,26,12,7,26,5,9,0,4,101
2024-03-11 14:40:00,17,32,11,19,28,7,10,0,2,126
2024-03-11 14:50:00,17,31,14,5,23,10,11,0,9,120
2024-03-11 15:00:00,18,40,14,5,25,9,10,0,5,126
2024-03-11 15:10:00,22,37,7,7,18,18,14,0,9,132
2024-03-11 15:20:00,33,38,12,9,21,11,15,0,8,147
2024-03-11 15:30:00,19,37,11,9,33,15,18,0,3,145
2024-03-11 15:40:00,13,33,8,6,31,8,7,0,5,111
2024-03-11 15:50:00,19,28,10,10,27,15,19,0,5,133
2024-03-11 16:00:00,10,13,10,14,30,4,2,0,8,91
2024-03-11 16:10:00,13,22,10,15,26,7,9,0,6,108
2024-03-11 16:20:00,18,22,12,19,30,15,13,0,5,134
2024-03-11 16:30:00,19,32,12,13,30,7,10,0,4,127
2024-03-11 16:40:00,21,38,8,19,31,11,5,0,3,136
2024-03-11 16:50:00,16,26,10,6,23,16,8,0,7,112
2024-03-11 17:00:00,24,35,11,7,34,9,14,0,3,137
2024-03-11 17:10:00,22,36,13,9,19,5,9,0,1,114
2024-03-11 17:20:00,17,26,3,8,30,13,14,0,9,120
2024-03-11 17:30:00,14,20,15,15,32,15,12,0,4,127
2024-03-11 17:40:00,15,18,15,26,26,10,15,0,5,130
2024-03-11 17:50:00,9,27,9,15,32,12,16,0,6,126
2024-03-11 18:00:00,18,22,13,26,27,7,8,0,2,123
2024-03-11 18:10:00,19,19,17,11,29,10,11,0,11,127
2024-03-11 18:20:00,20,18,13,22,28,10,14,0,4,129
2024-03-11 18:30:00,17,17,19,25,25,9,18,0,7,137
2024-03-11 18:40:00,7,13,8,22,26,9,5,0,9,99
2024-03-11 18:50:00,7,13,8,19,26,6,3,0,11,93
2024-03-11 19:00:00,11,20,18,25,28,12,5,5,8,132
2024-03-11 19:10:00,16,21,20,26,17,5,3,5,13,126
2024-03-11 19:20:00,6,13,10,13,21,2,2,10,5,82
2024-03-11 19:30:00,6,15,7,17,32,4,3,11,4,99
2024-03-11 19:40:00,9,9,10,15,28,2,1,0,0,74
2024-03-11 19:50:00,12,11,14,20,33,3,5,5,4,107
2024-03-11 20:00:00,16,7,10,14,29,6,5,1,6,94
2024-03-11 20:10:00,13,12,12,24,28,4,3,0,5,101
2024-03-11 20:20:00,9,11,11,19,22,9,5,2,3,91
2024-03-11 20:30:00,9,13,9,15,26,6,6,3,4,91
2024-03-11 20:40:00,12,9,11,19,17,5,5,0,3,81
2024-03-11 20:50:00,10,5,4,7,25,3,3,0,4,61
2024-03-11 21:00:00,6,11,6,13,19,2,4,6,4,71
2024-03-11 21:10:00,6,9,7,18,15,1,1,2,1,60
2024-03-11 21:20:00,14,13,11,29,20,1,0,6,3,97
2024-03-11 21:30:00,3,5,2,9,18,0,0,0,4,41
2024-03-11 21:40:00,5,4,2,6,23,4,4,0,1,49
2024-03-11 21:50:00,5,8,5,12,18,6,8,0,2,64
2024-03-11 22:00:00,6,9,6,14,19,6,3,0,4,67
2024-03-11 22:10:00,8,4,8,10,16,2,1,0,2,51
2024-03-11 22:20:00,2,5,2,7,18,2,1,0,2,39
2024-03-11 22:30:00,6,4,3,9,12,1,1,0,1,37
2024-03-11 22:40:00,2,3,2,5,9,2,0,0,0,23
2024-03-11 22:50:00,3,3,3,9,18,5,5,0,2,48
2024-03-11 23:00:00,1,3,2,4,15,1,0,0,0,26
2024-03-11 23:10:00,1,1,1,4,10,2,0,0,2,21
2024-03-11 23:20:00,1,3,1,5,11,1,0,0,0,22
2024-03-11 23:30:00,1,0,0,1,11,1,1,0,0,15
2024-03-11 23:40:00,0,1,0,1,6,2,4,0,0,14
2024-03-11 23:50:00,0,1,0,2,7,2,3,0,2,17
2024-03-12 00:00:00,2,2,2,5,9,0,0,0,1,21
2024-03-12 00:10:00,1,5,2,5,8,0,0,0,4,25
2024-03-12 00:20:00,1,0,1,2,4,1,1,0,3,13
2024-03-12 00:30:00,2,1,3,4,7,0,0,0,1,18
2024-03-12 00:40:00,1,1,2,1,5,1,0,0,0,11
2024-03-12 00:50:00,1,0,0,0,6,2,3,0,0,12
2024-03-12 01:00:00,0,1,0,1,4,0,0,0,0,6
2024-03-12 01:10:00,0,0,0,0,3,0,0,0,0,3
2024-03-12 01:20:00,0,1,0,0,8,1,2,0,0,12
2024-03-12 01:30:00,0,1,0,1,3,0,0,0,0,5
2024-03-12 01:40:00,0,0,0,0,2,1,0,0,0,3
2024-03-12 01:50:00,0,1,0,1,3,0,0,0,0,5
2024-03-12 02:00:00,0,2,0,2,4,0,1,0,1,10
2024-03-12 02:10:00,0,0,0,0,4,2,1,0,0,7
2024-03-12 02:20:00,0,0,0,0,6,0,0,0,0,6
2024-03-12 02:30:00,0,2,0,2,7,0,0,0,0,11
2024-03-12 02:40:00,0,1,0,0,1,0,0,0,1,3
2024-03-12 02:50:00,0,0,0,0,2,1,0,0,0,3
2024-03-12 03:00:00,0,0,0,0,3,0,0,0,0,3
2024-03-12 03:10:00,0,0,0,0,3,1,1,0,0,5
2024-03-12 03:20:00,0,1,0,1,5,0,0,0,0,7
2024-03-12 03:30:00,1,0,1,1,4,0,0,0,0,7
2024-03-12 03:40:00,0,0,0,0,2,0,0,0,0,2
2024-03-12 03:50:00,0,0,0,1,2,0,0,0,2,5
2024-03-12 04:00:00,1,0,1,1,1,1,0,0,2,7
2024-03-12 04:10:00,0,0,0,0,7,0,0,0,1,8
2024-03-12 04:20:00,0,0,0,0,12,1,0,0,0,13
2024-03-12 04:30:00,0,0,0,0,17,0,0,0,1,18
2024-03-12 04:40:00,1,1,1,1,27,1,1,0,1,34
2024-03-12 04:50:00,0,1,0,1,21,1,1,0,2,27
2024-03-12 05:00:00,0,0,0,0,24,1,1,0,0,26
2024-03-12 05:10:00,2,0,2,2,24,2,1,0,3,36
2024-03-12 05:20:00,0,1,0,1,21,0,0,0,5,28
2024-03-12 05:30:00,1,1,2,2,27,1,0,0,8,42
