datetime,V42Z,V72Z,V92Z,V102Z,V122Z,V22Z,V63Z,Total
2024-03-01 07:50:00,27,38,27,35,64,2,0,193
2024-03-01 08:00:00,27,40,27,16,39,1,0,150
2024-03-01 08:10:00,19,37,29,20,51,0,0,156
2024-03-01 08:20:00,22,41,24,32,51,1,0,171
2024-03-01 08:30:00,29,43,37,25,34,1,0,169
2024-03-01 08:40:00,24,42,21,30,61,1,0,179
2024-03-01 08:50:00,31,24,27,16,46,0,0,144
2024-03-01 09:00:00,16,43,74,21,35,0,0,189
2024-03-01 09:10:00,22,32,31,10,35,0,0,130
2024-03-01 09:20:00,26,39,23,16,45,1,0,150
2024-03-01 09:30:00,24,42,26,18,42,0,0,152
2024-03-01 09:40:00,16,36,19,20,44,0,0,135
2024-03-01 09:50:00,25,52,30,42,47,0,0,196
2024-03-01 10:00:00,26,49,27,14,33,2,0,151
2024-03-01 10:10:00,25,43,30,28,38,1,0,165
2024-03-01 10:20:00,32,62,49,13,46,0,0,202
2024-03-01 10:30:00,27,40,26,19,37,0,0,149
2024-03-01 10:40:00,24,37,20,21,44,1,0,147
2024-03-01 10:50:00,26,63,28,22,38,0,0,177
2024-03-01 11:00:00,28,42,25,26,41,1,0,163
2024-03-01 11:10:00,25,50,31,14,47,0,0,167
2024-03-01 11:20:00,23,48,44,10,38,1,0,164
2024-03-01 11:30:00,20,41,31,15,37,0,0,144
2024-03-01 11:40:00,27,62,29,26,56,1,0,201
2024-03-01 11:50:00,31,39,40,12,47,1,0,170
2024-03-01 12:00:00,25,59,41,19,34,2,0,180
2024-03-01 12:10:00,34,52,35,26,39,1,0,187
2024-03-01 12:20:00,37,48,36,21,56,3,0,201
2024-03-01 12:30:00,32,49,35,22,44,7,0,189
2024-03-01 12:40:00,25,54,45,25,49,0,0,198
2024-03-01 12:50:00,37,57,27,23,38,0,0,182
2024-03-01 13:00:00,32,67,35,25,56,1,0,216
2024-03-01 13:10:00,28,57,37,25,40,4,0,191
2024-03-01 13:20:00,31,45,35,14,52,0,0,177
2024-03-01 13:30:00,26,62,33,23,57,1,0,202
2024-03-01 13:40:00,23,42,31,25,59,2,0,182
2024-03-01 13:50:00,24,51,27,18,39,1,0,160
2024-03-01 14:00:00,27,37,27,30,48,2,0,171
2024-03-01 14:10:00,22,48,34,21,38,3,0,166
2024-03-01 14:20:00,22,76,32,18,38,2,0,188
2024-03-01 14:30:00,31,54,33,18,43,0,0,179
2024-03-01 14:40:00,26,48,27,24,52,1,0,178
2024-03-01 14:50:00,31,48,31,10,50,1,0,171
2024-03-01 15:00:00,24,44,34,19,44,2,0,167
2024-03-01 15:10:00,35,55,36,24,49,1,0,200
2024-03-01 15:20:00,31,51,28,20,44,3,0,177
2024-03-01 15:30:00,28,64,28,20,34,0,0,174
2024-03-01 15:40:00,23,51,34,25,47,3,0,183
2024-03-01 15:50:00,34,48,33,15,51,2,0,183
2024-03-01 16:00:00,31,47,32,26,50,0,0,186
2024-03-01 16:10:00,29,60,26,28,34,2,0,179
2024-03-01 16:20:00,29,54,25,22,40,6,0,176
2024-03-01 16:30:00,27,65,35,19,41,1,0,188
2024-03-01 16:40:00,23,77,32,24,43,0,0,199
2024-03-01 16:50:00,28,38,30,23,52,0,0,171
2024-03-01 17:00:00,25,62,41,27,43,1,0,199
2024-03-01 17:10:00,24,51,39,18,49,2,0,183
2024-03-01 17:20:00,29,48,25,31,51,0,0,184
2024-03-01 17:30:00,33,59,31,25,48,0,0,196
2024-03-01 17:40:00,28,50,34,27,49,4,0,192
2024-03-01 17:50:00,33,38,28,22,52,0,0,173
2024-03-01 18:00:00,23,36,35,21,35,1,0,151
2024-03-01 18:10:00,34,49,31,21,45,0,0,180
2024-03-01 18:20:00,31,48,29,18,38,1,0,165
2024-03-01 18:30:00,28,41,34,11,34,1,0,149
2024-03-01 18:40:00,32,65,31,24,32,0,0,184
2024-03-01 18:50:00,26,30,29,21,33,1,0,140
2024-03-01 19:00:00,31,56,30,20,29,0,0,166
2024-03-01 19:10:00,27,45,32,15,41,1,0,161
2024-03-01 19:20:00,21,27,32,20,40,1,0,141
2024-03-01 19:30:00,21,44,27,10,32,0,0,134
2024-03-01 19:40:00,13,45,23,15,31,0,0,127
2024-03-01 19:50:00,22,33,24,10,35,0,0,124
2024-03-01 20:00:00,19,28,26,9,17,0,0,99
2024-03-01 20:10:00,21,27,21,14,18,0,0,101
2024-03-01 20:20:00,28,29,26,12,26,0,0,121
2024-03-01 20:30:00,16,42,22,22,31,0,0,133
2024-03-01 20:40:00,16,47,26,13,19,0,0,121
2024-03-01 20:50:00,13,17,23,14,15,1,0,83
2024-03-01 21:00:00,17,19,12,7,25,0,0,80
2024-03-01 21:10:00,14,33,12,7,20,1,0,87
2024-03-01 21:20:00,20,22,20,6,20,1,0,89
2024-03-01 21:30:00,16,19,30,14,21,1,0,101
2024-03-01 21:40:00,17,27,29,4,17,0,0,94
2024-03-01 21:50:00,21,18,21,11,17,0,0,88
2024-03-01 22:00:00,16,23,31,10,18,0,0,98
2024-03-01 22:10:00,18,29,22,7,8,0,0,84
2024-03-01 22:20:00,10,26,24,7,19,0,0,86
2024-03-01 22:30:00,14,35,14,7,17,0,0,87
2024-03-01 22:40:00,11,35,14,9,17,1,0,87
2024-03-01 22:50:00,13,25,15,2,15,2,0,72
2024-03-01 23:00:00,15,21,16,5,8,0,0,65
2024-03-01 23:10:00,10,27,20,6,12,0,0,75
2024-03-01 23:20:00,15,21,18,2,12,0,0,68
2024-03-01 23:30:00,17,24,16,11,12,0,0,80
2024-03-01 23:40:00,11,23,21,3,16,0,0,74
2024-03-01 23:50:00,11,19,16,1,13,0,0,60
2024-03-02 00:00:00,10,10,12,4,9,1,0,46
2024-03-02 00:10:00,6,22,20,2,17,0,0,67
2024-03-02 00:20:00,13,14,9,4,8,0,0,48
2024-03-02 00:30:00,8,6,8,0,8,0,0,30
2024-03-02 00:40:00,2,16,12,5,6,0,0,41
2024-03-02 00:50:00,5,12,8,2,8,0,0,35
2024-03-02 01:00:00,12,3,6,3,9,0,0,33
2024-03-02 01:10:00,5,10,18,1,2,0,0,36
2024-03-02 01:20:00,8,12,13,2,3,0,0,38
2024-03-02 01:30:00,9,8,5,4,2,0,0,28
2024-03-02 01:40:00,6,7,5,1,8,0,0,27
2024-03-02 01:50:00,3,5,5,2,4,0,0,19
2024-03-02 02:00:00,3,4,5,0,0,0,0,12
2024-03-02 02:10:00,4,13,14,2,1,0,0,34
2024-03-02 02:20:00,3,6,7,2,3,0,0,21
2024-03-02 02:30:00,6,4,5,2,3,0,0,20
2024-03-02 02:40:00,3,6,22,4,0,0,0,35
2024-03-02 02:50:00,3,1,2,1,2,0,0,9
2024-03-02 03:00:00,3,7,2,1,5,0,0,18
2024-03-02 03:10:00,2,5,10,1,1,0,0,19
2024-03-02 03:20:00,3,4,7,2,5,0,0,21
2024-03-02 03:30:00,2,6,5,0,4,0,0,17
2024-03-02 03:40:00,1,3,2,2,2,0,0,10
2024-03-02 03:50:00,4,3,5,1,2,0,0,15
2024-03-02 04:00:00,2,3,4,1,1,0,0,11
2024-03-02 04:10:00,1,5,3,1,3,0,0,13
2024-03-02 04:20:00,3,2,6,2,4,0,0,17
2024-03-02 04:30:00,8,7,11,4,6,1,0,37
2024-03-02 04:40:00,2,10,9,2,5,0,0,28
2024-03-02 04:50:00,2,6,1,1,2,0,0,12
2024-03-02 05:00:00,1,7,4,1,6,0,0,19
2024-03-02 05:10:00,4,7,6,1,3,0,0,21
2024-03-02 05:20:00,5,8,5,3,6,0,0,27
2024-03-02 05:30:00,5,12,5,2,10,0,0,34
2024-03-02 05:40:00,11,13,7,3,6,0,0,40
2024-03-02 05:50:00,3,4,7,8,11,0,0,33
2024-03-02 06:00:00,3,11,7,5,5,0,0,31
2024-03-02 06:10:00,3,14,7,4,11,0,0,39
2024-03-02 06:20:00,5,13,5,2,6,0,0,31
2024-03-02 06:30:00,8,13,6,2,10,0,0,39
2024-03-02 06:40:00,11,9,7,4,11,0,0,42
2024-03-02 06:50:00,5,5,7,4,10,0,0,31
2024-03-02 07:00:00,9,11,7,2,12,0,0,41
2024-03-02 07:10:00,8,15,30,7,9,0,0,69
2024-03-02 07:20:00,7,11,7,5,10,1,0,41
2024-03-02 07:30:00,10,8,9,6,12,0,0,45
2024-03-02 07:40:00,11,12,12,10,16,0,0,61
2024-03-02 07:50:00,8,15,13,7,14,1,0,58
2024-03-02 08:00:00,9,10,9,4,9,0,0,41
2024-03-02 08:10:00,10,18,14,7,14,0,0,63
2024-03-02 08:20:00,11,10,14,5,11,0,0,51
2024-03-02 08:30:00,14,19,13,8,17,1,0,72
2024-03-02 08:40:00,14,26,17,10,24,0,0,91
2024-03-02 08:50:00,16,29,15,12,16,0,0,88
2024-03-02 09:00:00,14,32,9,9,18,0,0,82
2024-03-02 09:10:00,10,30,28,12,22,0,0,102
2024-03-02 09:20:00,12,19,21,10,30,1,0,93
2024-03-02 09:30:00,11,50,10,16,28,0,0,115
2024-03-02 09:40:00,13,48,21,14,38,1,0,135
2024-03-02 09:50:00,14,38,31,14,35,1,0,133
2024-03-02 10:00:00,10,40,21,20,33,0,0,124
2024-03-02 10:10:00,14,36,26,15,28,0,0,119
2024-03-02 10:20:00,23,68,21,13,32,2,0,159
2024-03-02 10:30:00,13,50,16,15,36,1,0,131
2024-03-02 10:40:00,13,60,27,12,21,1,0,134
2024-03-02 10:50:00,19,35,25,20,47,0,0,146
2024-03-02 11:00:00,21,45,26,13,31,1,0,137
2024-03-02 11:10:00,19,39,32,18,35,0,0,143
2024-03-02 11:20:00,28,38,28,14,27,0,0,135
2024-03-02 11:30:00,19,68,26,27,34,0,0,174
2024-03-02 11:40:00,15,41,27,18,30,0,0,131
2024-03-02 11:50:00,15,31,30,13,23,1,0,113
2024-03-02 12:00:00,30,45,21,19,35,2,0,152
2024-03-02 12:10:00,28,36,41,16,40,1,0,162
2024-03-02 12:20:00,21,43,32,13,45,0,0,154
2024-03-02 12:30:00,26,41,29,16,34,1,0,147
2024-03-02 12:40:00,22,45,33,19,44,0,0,163
2024-03-02 12:50:00,19,41,33,13,41,0,0,147
2024-03-02 13:00:00,23,64,22,19,53,2,0,183
2024-03-02 13:10:00,23,41,33,15,30,1,0,143
2024-03-02 13:20:00,27,49,27,19,32,1,0,155
2024-03-02 13:30:00,19,47,26,19,54,1,0,166
2024-03-02 13:40:00,24,52,32,20,40,0,0,168
2024-03-02 13:50:00,30,40,28,18,48,2,0,166
2024-03-02 14:00:00,31,54,34,18,30,2,0,169
2024-03-02 14:10:00,24,33,27,23,37,0,0,144
2024-03-02 14:20:00,28,48,30,20,39,0,0,165
2024-03-02 14:30:00,18,42,29,17,36,0,0,142
2024-03-02 14:40:00,27,39,29,12,32,1,0,140
2024-03-02 14:50:00,25,60,32,16,41,0,0,174
2024-03-02 15:00:00,24,35,26,11,39,2,0,137
2024-03-02 15:10:00,20,37,28,15,44,0,0,144
2024-03-02 15:20:00,19,31,37,16,31,0,0,134
2024-03-02 15:30:00,28,35,39,10,33,0,0,145
2024-03-02 15:40:00,19,37,45,17,35,1,0,154
2024-03-02 15:50:00,20,52,50,17,22,1,0,162
2024-03-02 16:00:00,26,42,29,14,26,1,0,138
2024-03-02 16:10:00,15,52,23,31,35,1,0,157
2024-03-02 16:20:00,22,35,36,16,32,1,0,142
2024-03-02 16:30:00,20,60,25,8,23,1,0,137
2024-03-02 16:40:00,17,49,26,16,29,3,0,140
2024-03-02 16:50:00,20,40,37,13,37,0,0,147
2024-03-02 17:00:00,15,36,26,14,33,1,0,125
2024-03-02 17:10:00,20,37,30,15,26,0,0,128
2024-03-02 17:20:00,20,32,41,11,42,0,0,146
2024-03-02 17:30:00,22,32,32,15,29,0,0,130
2024-03-02 17:40:00,27,31,34,14,34,2,0,142
2024-03-02 17:50:00,17,30,31,12,37,0,0,127
2024-03-02 18:00:00,23,38,27,14,36,0,0,138
2024-03-02 18:10:00,29,44,32,13,46,0,0,164
2024-03-02 18:20:00,30,32,37,12,38,1,0,150
2024-03-02 18:30:00,28,48,38,18,33,0,0,165
2024-03-02 18:40:00,29,29,26,17,25,0,0,126
2024-03-02 18:50:00,24,51,22,22,34,1,0,154
2024-03-02 19:00:00,19,43,21,18,28,0,0,129
2024-03-02 19:10:00,26,38,24,22,24,2,0,136
2024-03-02 19:20:00,23,32,39,21,36,1,0,152
2024-03-02 19:30:00,18,39,25,16,22,0,0,120
2024-03-02 19:40:00,14,36,34,16,29,1,0,130
2024-03-02 19:50:00,22,39,18,17,21,0,0,117
2024-03-02 20:00:00,20,37,24,15,22,1,0,119
2024-03-02 20:10:00,13,27,20,18,16,2,0,96
2024-03-02 20:20:00,18,46,25,11,23,1,0,124
2024-03-02 20:30:00,13,24,25,8,30,0,0,100
2024-03-02 20:40:00,18,33,19,10,20,0,0,100
2024-03-02 20:50:00,11,31,17,12,14,2,0,87
2024-03-02 21:00:00,8,14,21,10,20,2,0,75
2024-03-02 21:10:00,10,28,21,6,13,1,0,79
2024-03-02 21:20:00,21,24,20,7,14,0,0,86
2024-03-02 21:30:00,16,21,14,7,12,0,0,70
2024-03-02 21:40:00,16,22,22,7,26,0,0,93
2024-03-02 21:50:00,19,23,21,9,16,0,0,88
2024-03-02 22:00:00,16,18,32,6,18,0,0,90
2024-03-02 22:10:00,16,20,13,7,17,0,0,73
2024-03-02 22:20:00,13,27,20,3,18,0,0,81
2024-03-02 22:30:00,13,22,19,17,19,0,0,90
2024-03-02 22:40:00,20,27,21,6,15,0,0,89
2024-03-02 22:50:00,17,45,19,4,12,0,0,97
2024-03-02 23:00:00,10,26,18,9,14,1,0,78
2024-03-02 23:10:00,8,19,21,8,14,1,0,71
2024-03-02 23:20:00,12,8,6,5,15,0,0,46
2024-03-02 23:30:00,6,24,10,7,11,0,0,58
2024-03-02 23:40:00,9,29,12,9,13,0,0,72
2024-03-02 23:50:00,13,11,15,2,17,0,0,58
2024-03-03 00:00:00,10,19,12,4,5,0,0,50
2024-03-03 00:10:00,12,27,11,3,8,0,0,61
2024-03-03 00:20:00,13,14,11,6,13,0,0,57
2024-03-03 00:30:00,8,9,6,8,7,0,0,38
2024-03-03 00:40:00,14,52,10,2,17,0,0,95
2024-03-03 00:50:00,9,17,16,4,8,0,0,54
2024-03-03 01:00:00,4,11,13,2,6,0,0,36
2024-03-03 01:10:00,8,15,6,3,10,0,0,42
2024-03-03 01:20:00,10,7,11,3,9,0,0,40
2024-03-03 01:30:00,10,8,9,6,3,0,0,36
2024-03-03 01:40:00,3,17,12,1,5,0,0,38
2024-03-03 01:50:00,7,6,7,0,7,0,0,27
2024-03-03 02:00:00,8,10,9,1,0,0,0,28
2024-03-03 02:10:00,4,9,4,2,5,0,0,24
2024-03-03 02:20:00,7,3,6,0,4,0,0,20
2024-03-03 02:30:00,4,10,6,2,3,0,0,25
2024-03-03 02:40:00,6,7,2,4,3,0,0,22
2024-03-03 02:50:00,3,5,3,2,4,0,0,17
2024-03-03 03:00:00,4,4,4,0,5,0,0,17
2024-03-03 03:10:00,2,4,11,1,5,0,0,23
2024-03-03 03:20:00,3,6,2,1,3,0,0,15
2024-03-03 03:30:00,6,4,6,1,5,0,0,22
2024-03-03 03:40:00,4,3,6,1,3,0,0,17
2024-03-03 03:50:00,3,2,3,1,2,1,0,12
2024-03-03 04:00:00,5,3,5,1,3,0,0,17
2024-03-03 04:10:00,3,4,12,2,5,0,0,26
2024-03-03 04:20:00,9,4,8,2,4,0,0,27
2024-03-03 04:30:00,3,4,2,0,7,0,0,16
2024-03-03 04:40:00,8,8,9,1,2,1,0,29
2024-03-03 04:50:00,2,9,7,4,3,0,0,25
2024-03-03 05:00:00,6,3,5,1,5,0,0,20
2024-03-03 05:10:00,5,8,6,2,5,0,0,26
2024-03-03 05:20:00,5,5,6,2,5,0,0,23
2024-03-03 05:30:00,4,7,6,7,11,0,0,35
2024-03-03 05:40:00,5,8,5,4,10,1,0,33
2024-03-03 05:50:00,2,3,5,2,12,0,0,24
2024-03-03 06:00:00,1,3,4,2,10,0,0,20
2024-03-03 06:10:00,4,7,6,4,8,0,0,29
2024-03-03 06:20:00,4,5,7,3,6,0,0,25
2024-03-03 06:30:00,4,6,3,2,8,0,0,23
2024-03-03 06:40:00,7,7,5,3,7,0,0,29
2024-03-03 06:50:00,8,1,6,1,5,0,0,21
2024-03-03 07:00:00,8,3,6,1,5,0,0,23
2024-03-03 07:10:00,7,5,5,3,5,0,0,25
2024-03-03 07:20:00,4,2,5,0,6,0,0,17
2024-03-03 07:30:00,2,3,3,5,9,0,0,22
2024-03-03 07:40:00,7,7,6,2,6,0,0,28
2024-03-03 07:50:00,6,4,7,3,6,3,0,29
2024-03-03 08:00:00,2,4,7,3,4,0,0,20
2024-03-03 08:10:00,5,14,19,6,7,0,0,51
2024-03-03 08:20:00,7,10,10,9,9,0,0,45
2024-03-03 08:30:00,5,10,9,5,12,0,0,41
2024-03-03 08:40:00,10,11,6,11,9,0,0,47
2024-03-03 08:50:00,12,10,12,8,16,0,0,58
2024-03-03 09:00:00,10,13,10,3,12,0,0,48
2024-03-03 09:10:00,10,21,12,13,16,0,0,72
2024-03-03 09:20:00,9,14,17,12,26,0,0,78
2024-03-03 09:30:00,10,14,14,6,23,0,0,67
2024-03-03 09:40:00,16,19,8,18,24,0,0,85
2024-03-03 09:50:00,13,23,15,8,23,0,0,82
2024-03-03 10:00:00,18,16,12,9,23,1,0,79
2024-03-03 10:10:00,18,31,20,10,20,0,0,99
2024-03-03 10:20:00,18,17,14,7,22,0,0,78
2024-03-03 10:30:00,13,29,18,14,28,0,0,102
2024-03-03 10:40:00,15,25,24,14,21,0,0,99
2024-03-03 10:50:00,12,14,22,10,19,1,0,78
2024-03-03 11:00:00,16,34,22,10,31,0,0,113
2024-03-03 11:10:00,13,35,21,12,23,0,0,104
2024-03-03 11:20:00,20,18,17,9,23,1,0,88
2024-03-03 11:30:00,22,15,18,9,31,0,0,95
2024-03-03 11:40:00,21,33,23,20,21,0,0,118
2024-03-03 11:50:00,16,25,10,12,33,1,0,97
2024-03-03 12:00:00,17,22,23,4,27,2,0,95
2024-03-03 12:10:00,18,25,25,14,37,2,0,121
2024-03-03 12:20:00,17,27,29,11,51,0,0,135
2024-03-03 12:30:00,25,40,21,14,31,1,0,132
2024-03-03 12:40:00,21,26,22,15,35,4,0,123
2024-03-03 12:50:00,20,31,22,10,30,2,0,115
2024-03-03 13:00:00,21,27,14,8,33,0,0,103
2024-03-03 13:10:00,26,35,20,14,34,0,0,129
2024-03-03 13:20:00,21,28,26,10,28,0,0,113
2024-03-03 13:30:00,19,28,21,14,23,0,0,105
2024-03-03 13:40:00,21,27,36,12,39,1,0,136
2024-03-03 13:50:00,21,24,30,21,40,0,0,136
2024-03-03 14:00:00,22,34,32,16,45,0,0,149
2024-03-03 14:10:00,20,20,26,23,26,2,0,117
2024-03-03 14:20:00,18,36,23,13,30,0,0,120
2024-03-03 14:30:00,22,37,29,9,40,1,0,138
2024-03-03 14:40:00,24,31,15,16,40,0,0,126
2024-03-03 14:50:00,23,24,25,13,37,0,0,122
2024-03-03 15:00:00,15,29,31,16,34,0,0,125
2024-03-03 15:10:00,23,33,31,14,27,0,0,128
2024-03-03 15:20:00,24,27,23,15,47,2,0,138
2024-03-03 15:30:00,32,34,19,14,38,1,0,138
2024-03-03 15:40:00,25,47,30,11,28,0,0,141
2024-03-03 15:50:00,16,21,29,15,26,0,0,107
2024-03-03 16:00:00,27,64,40,13,23,1,0,168
2024-03-03 16:10:00,18,41,27,13,45,2,0,146
2024-03-03 16:20:00,20,37,26,18,32,3,0,136
2024-03-03 16:30:00,17,80,30,19,31,1,0,178
2024-03-03 16:40:00,33,39,20,11,41,1,0,145
2024-03-03 16:50:00,30,29,32,29,35,0,0,155
2024-03-03 17:00:00,17,41,24,18,37,0,0,137
2024-03-03 17:10:00,22,33,31,13,42,0,0,141
2024-03-03 17:20:00,25,31,27,18,36,4,0,141
2024-03-03 17:30:00,18,57,21,15,31,1,0,143
2024-03-03 17:40:00,20,56,32,16,37,2,0,163
2024-03-03 17:50:00,17,30,22,14,32,1,0,116
2024-03-03 18:00:00,31,25,39,15,30,0,0,140
2024-03-03 18:10:00,19,38,27,15,32,2,0,133
2024-03-03 18:20:00,21,31,31,18,24,0,0,125
2024-03-03 18:30:00,17,44,27,7,34,2,0,131
2024-03-03 18:40:00,15,26,47,13,32,0,0,133
2024-03-03 18:50:00,21,28,22,12,21,0,0,104
2024-03-03 19:00:00,17,26,16,12,29,1,0,101
2024-03-03 19:10:00,17,25,19,17,27,1,0,106
2024-03-03 19:20:00,21,20,20,16,23,0,0,100
2024-03-03 19:30:00,12,33,34,11,25,0,0,115
2024-03-03 19:40:00,14,40,24,9,32,0,0,119
2024-03-03 19:50:00,19,14,25,10,27,1,0,96
2024-03-03 20:00:00,16,26,23,20,27,0,0,112
2024-03-03 20:10:00,20,41,15,14,18,1,0,109
2024-03-03 20:20:00,25,33,16,8,24,1,0,107
2024-03-03 20:30:00,13,24,23,6,23,0,0,89
2024-03-03 20:40:00,15,26,16,13,24,0,0,94
2024-03-03 20:50:00,24,13,16,9,20,5,0,87
2024-03-03 21:00:00,14,16,14,2,17,0,0,63
2024-03-03 21:10:00,11,21,53,9,16,0,0,110
2024-03-03 21:20:00,12,17,18,5,8,0,0,60
2024-03-03 21:30:00,3,22,13,8,13,0,0,59
2024-03-03 21:40:00,20,21,17,7,11,0,0,76
2024-03-03 21:50:00,13,12,9,9,13,0,0,56
2024-03-03 22:00:00,12,17,24,4,14,0,0,71
2024-03-03 22:10:00,14,16,32,9,10,0,0,81
2024-03-03 22:20:00,10,18,14,5,10,0,0,57
2024-03-03 22:30:00,7,23,10,3,11,0,0,54
2024-03-03 22:40:00,5,20,9,1,6,0,0,41
2024-03-03 22:50:00,7,16,15,2,8,0,0,48
2024-03-03 23:00:00,4,18,13,3,9,0,0,47
2024-03-03 23:10:00,8,19,10,3,6,0,0,46
2024-03-03 23:20:00,8,9,8,3,7,0,0,35
2024-03-03 23:30:00,2,10,5,2,5,0,0,24
2024-03-03 23:40:00,1,19,5,3,5,0,0,33
2024-03-03 23:50:00,9,8,4,0,12,1,0,34
2024-03-04 00:00:00,5,1,2,1,4,0,0,13
2024-03-04 00:10:00,5,13,6,1,1,0,0,26
2024-03-04 00:20:00,1,8,4,1,1,0,0,15
2024-03-04 00:30:00,1,10,3,5,8,0,0,27
2024-03-04 00:40:00,1,13,4,4,2,0,0,24
2024-03-04 00:50:00,6,5,1,3,3,0,0,18
2024-03-04 01:00:00,2,1,8,1,1,0,0,13
2024-03-04 01:10:00,3,6,0,1,2,0,0,12
2024-03-04 01:20:00,2,3,1,2,6,0,0,14
2024-03-04 01:30:00,3,2,0,2,5,0,0,12
2024-03-04 01:40:00,5,4,8,2,1,0,0,20
2024-03-04 01:50:00,2,5,0,0,3,0,0,10
2024-03-04 02:00:00,1,3,2,1,5,0,0,12
2024-03-04 02:10:00,3,2,4,0,4,0,0,13
2024-03-04 02:20:00,2,2,4,4,1,0,0,13
2024-03-04 02:30:00,6,0,3,0,1,0,0,10
2024-03-04 02:40:00,3,1,3,0,0,0,0,7
2024-03-04 02:50:00,1,1,1,0,1,0,0,4
2024-03-04 03:00:00,4,0,0,1,2,0,0,7
2024-03-04 03:10:00,1,2,4,0,1,0,0,8
2024-03-04 03:20:00,1,2,4,0,0,0,0,7
2024-03-04 03:30:00,1,0,0,0,3,0,0,4
2024-03-04 03:40:00,3,3,4,2,2,0,0,14
2024-03-04 03:50:00,1,2,7,3,5,0,0,18
2024-03-04 04:00:00,4,3,2,1,2,0,0,12
2024-03-04 04:10:00,2,4,5,2,3,0,0,16
2024-03-04 04:20:00,5,5,3,0,2,0,0,15
2024-03-04 04:30:00,3,4,2,1,3,0,0,13
2024-03-04 04:40:00,9,6,21,4,3,0,0,43
2024-03-04 04:50:00,3,10,3,3,2,1,0,22
2024-03-04 05:00:00,10,7,5,4,7,0,0,33
2024-03-04 05:10:00,5,14,8,2,7,0,0,36
2024-03-04 05:20:00,8,16,10,3,12,0,0,49
2024-03-04 05:30:00,6,11,7,10,15,0,0,49
2024-03-04 05:40:00,14,33,31,7,27,0,0,112
2024-03-04 05:50:00,10,22,12,9,33,1,0,87
2024-03-04 06:00:00,19,21,17,11,44,0,0,112
2024-03-04 06:10:00,18,31,11,15,34,1,0,110
2024-03-04 06:20:00,26,28,25,11,41,1,0,132
2024-03-04 06:30:00,20,27,19,8,33,0,0,107
2024-03-04 06:40:00,24,32,23,12,58,0,0,149
2024-03-04 06:50:00,42,34,16,13,49,0,0,154
2024-03-04 07:00:00,23,36,17,14,43,0,0,133
2024-03-04 07:10:00,22,36,23,15,57,0,0,153
2024-03-04 07:20:00,23,32,12,15,58,1,0,141
2024-03-04 07:30:00,21,43,23,26,57,1,0,171
2024-03-04 07:40:00,19,43,29,36,68,1,0,196
2024-03-04 07:50:00,26,42,24,33,61,3,0,189
2024-03-04 08:00:00,19,55,30,34,51,0,0,189
2024-03-04 08:10:00,26,35,43,32,65,2,0,203
2024-03-04 08:20:00,30,45,26,27,56,2,0,186
2024-03-04 08:30:00,22,51,26,29,46,0,0,174
2024-03-04 08:40:00,22,43,29,27,53,0,0,174
