datetime,D21Z,V22Z,D31Z,V32Z,V52Z,D81Z,V82Z,D91Z,V92Z,V112Z,V381Z,V521Z,D981Z,V982Z,Total
2024-03-07 13:00:00,59,37,14,3,14,44,20,3,3,8,3,1,2,5,216
2024-03-07 13:10:00,69,28,8,4,17,71,17,5,5,13,5,0,6,5,253
2024-03-07 13:20:00,73,21,2,2,12,53,25,2,0,10,4,1,2,2,209
2024-03-07 13:30:00,84,34,8,5,13,66,8,4,4,14,5,1,0,1,247
2024-03-07 13:40:00,65,27,9,7,15,55,18,5,5,13,5,2,3,2,231
2024-03-07 13:50:00,77,26,19,3,14,52,19,3,2,12,1,0,4,5,237
2024-03-07 14:00:00,67,34,4,3,10,74,14,2,2,12,4,0,4,6,236
2024-03-07 14:10:00,95,26,14,5,12,66,12,1,0,14,2,0,2,3,252
2024-03-07 14:20:00,67,24,17,1,10,63,18,1,1,15,3,0,6,6,232
2024-03-07 14:30:00,79,24,7,4,5,62,23,1,1,14,2,0,6,6,234
2024-03-07 14:40:00,102,30,4,1,6,80,17,2,3,13,6,0,3,2,269
2024-03-07 14:50:00,86,31,30,9,9,80,21,4,3,10,6,1,2,3,295
2024-03-07 15:00:00,80,33,7,4,9,72,15,0,0,7,5,0,1,0,233
2024-03-07 15:10:00,95,18,5,1,7,65,24,4,2,15,4,0,3,3,246
2024-03-07 15:20:00,68,24,9,5,7,60,23,6,4,19,5,1,3,5,239
2024-03-07 15:30:00,72,34,22,1,14,65,19,1,1,12,2,1,3,4,251
2024-03-07 15:40:00,91,31,6,5,19,68,10,1,0,8,5,1,5,3,253
2024-03-07 15:50:00,92,34,17,7,9,68,18,3,0,10,3,0,4,6,271
2024-03-07 16:00:00,77,26,8,5,9,53,26,7,7,14,4,0,5,7,248
2024-03-07 16:10:00,78,29,15,2,13,73,16,4,4,12,4,1,3,4,258
2024-03-07 16:20:00,83,38,15,4,8,56,23,5,3,12,2,0,7,10,266
2024-03-07 16:30:00,93,30,13,7,12,56,18,2,2,8,1,0,3,3,248
2024-03-07 16:40:00,79,27,20,7,11,65,22,4,3,9,4,1,5,2,259
2024-03-07 16:50:00,79,32,6,3,11,69,16,4,3,14,5,0,5,5,252
2024-03-07 17:00:00,91,35,13,7,14,74,15,3,3,12,5,0,5,6,283
2024-03-07 17:10:00,77,40,12,6,10,88,12,3,3,9,5,0,0,1,266
2024-03-07 17:20:00,100,40,15,9,7,68,17,2,2,7,5,0,1,4,277
2024-03-07 17:30:00,66,45,8,2,15,109,22,4,1,14,3,0,10,4,303
2024-03-07 17:40:00,105,40,27,4,10,61,11,3,2,14,5,0,7,6,295
2024-03-07 17:50:00,89,44,15,4,9,62,17,5,5,12,3,0,3,5,273
2024-03-07 18:00:00,80,30,9,4,40,50,18,9,7,12,4,0,9,10,282
2024-03-07 18:10:00,123,39,11,4,6,57,16,0,0,9,5,0,5,7,282
2024-03-07 18:20:00,71,35,13,3,9,46,18,3,3,16,5,1,3,4,230
2024-03-07 18:30:00,78,25,11,4,15,62,20,3,3,10,6,0,2,1,240
2024-03-07 18:40:00,88,32,8,3,14,54,16,0,0,20,4,0,2,4,245
2024-03-07 18:50:00,77,33,6,2,4,48,20,3,3,16,3,0,3,5,223
2024-03-07 19:00:00,60,28,33,6,4,40,17,2,2,7,1,0,4,5,209
2024-03-07 19:10:00,59,38,22,3,9,47,17,2,3,8,4,0,5,10,227
2024-03-07 19:20:00,76,36,34,7,8,39,16,5,3,9,4,0,3,2,242
2024-03-07 19:30:00,63,34,9,3,8,30,17,1,1,5,2,0,7,6,186
2024-03-07 19:40:00,44,28,4,0,6,75,18,2,2,5,4,0,4,4,196
2024-03-07 19:50:00,45,27,9,2,4,35,15,0,0,7,3,0,4,4,155
2024-03-07 20:00:00,46,25,7,2,4,26,20,2,2,5,0,0,4,4,147
2024-03-07 20:10:00,43,33,13,4,4,22,15,0,0,4,0,0,2,4,144
2024-03-07 20:20:00,95,27,14,3,1,18,13,0,0,4,2,0,1,2,180
2024-03-07 20:30:00,31,16,7,1,5,24,10,1,1,5,0,0,6,6,113
2024-03-07 20:40:00,41,28,13,3,3,23,18,1,1,5,1,0,9,10,156
2024-03-07 20:50:00,46,25,13,4,3,15,11,0,0,5,1,0,0,0,123
2024-03-07 21:00:00,34,21,6,1,8,19,11,0,0,4,4,0,3,5,116
2024-03-07 21:10:00,26,14,6,4,6,23,18,1,1,3,3,0,2,2,109
2024-03-07 21:20:00,31,26,5,3,0,18,18,2,1,1,1,0,1,1,108
2024-03-07 21:30:00,32,27,15,2,3,18,13,0,0,1,1,0,1,1,114
2024-03-07 21:40:00,29,22,6,3,0,25,21,2,0,1,1,0,3,3,116
2024-03-07 21:50:00,27,14,6,2,0,26,18,0,0,10,0,0,4,8,115
2024-03-07 22:00:00,23,17,1,1,1,23,15,1,0,3,2,0,2,2,91
2024-03-07 22:10:00,34,23,2,0,0,25,12,1,0,0,2,0,4,4,107
2024-03-07 22:20:00,22,16,0,0,5,19,15,3,3,3,2,0,3,4,95
2024-03-07 22:30:00,32,22,6,2,5,22,15,0,0,4,1,0,2,3,114
2024-03-07 22:40:00,17,13,3,2,2,27,21,3,1,2,1,0,3,3,98
2024-03-07 22:50:00,20,16,5,2,5,25,20,2,2,0,0,0,2,1,100
2024-03-07 23:00:00,11,9,1,1,0,22,16,2,1,2,0,0,4,4,73
2024-03-07 23:10:00,26,23,5,3,4,12,8,0,0,4,0,0,2,3,90
2024-03-07 23:20:00,16,13,7,0,1,12,9,1,0,0,2,0,2,0,63
2024-03-07 23:30:00,11,6,1,0,0,10,11,0,0,4,1,0,0,0,44
2024-03-07 23:40:00,8,7,3,2,3,3,2,1,1,0,0,0,0,0,30
2024-03-07 23:50:00,9,7,3,1,2,7,7,0,0,1,2,0,1,1,41
2024-03-08 00:00:00,7,6,1,0,0,7,10,0,0,2,1,0,0,0,34
2024-03-08 00:10:00,9,8,3,2,0,4,4,0,0,0,0,0,0,0,30
2024-03-08 00:20:00,8,5,9,1,0,9,8,0,0,0,0,0,0,0,40
2024-03-08 00:30:00,9,7,3,1,0,3,2,0,0,2,0,0,0,0,27
2024-03-08 00:40:00,8,7,4,2,0,4,5,2,0,0,0,0,0,0,32
2024-03-08 00:50:00,7,6,5,1,0,2,2,0,0,0,0,0,0,0,23
2024-03-08 01:00:00,3,3,3,0,0,9,7,0,0,0,0,0,1,1,27
2024-03-08 01:10:00,6,5,5,0,0,0,0,0,0,1,0,0,1,1,19
2024-03-08 01:20:00,8,8,2,0,0,3,3,1,0,0,0,0,0,0,25
2024-03-08 01:30:00,3,3,0,0,0,2,2,0,0,0,0,0,0,0,10
2024-03-08 01:40:00,2,2,0,0,0,2,2,0,0,0,0,0,0,0,8
2024-03-08 01:50:00,1,1,1,0,0,1,1,0,0,0,1,0,0,0,6
2024-03-08 02:00:00,1,1,0,0,0,3,2,1,1,0,0,0,0,0,9
2024-03-08 02:10:00,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3
2024-03-08 02:20:00,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3
2024-03-08 02:30:00,1,1,0,0,1,1,1,0,1,0,0,0,0,0,6
2024-03-08 02:40:00,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
2024-03-08 02:50:00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
2024-03-08 03:00:00,2,2,1,0,0,0,0,0,0,0,0,0,0,0,5
2024-03-08 03:10:00,0,0,0,0,1,1,1,1,1,0,0,0,0,0,5
2024-03-08 03:20:00,2,2,1,1,0,1,1,0,0,1,0,0,0,0,9
2024-03-08 03:30:00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
2024-03-08 03:40:00,2,2,0,0,0,1,1,0,0,0,0,0,0,0,6
2024-03-08 03:50:00,3,3,1,0,0,3,3,1,0,0,0,0,1,0,15
2024-03-08 04:00:00,2,2,1,1,0,1,1,0,0,0,0,0,0,0,8
2024-03-08 04:10:00,2,2,0,0,0,5,5,2,0,0,1,0,2,0,19
2024-03-08 04:20:00,3,3,1,1,1,6,5,1,0,0,0,0,1,0,22
2024-03-08 04:30:00,4,6,0,0,0,4,4,0,0,2,0,0,2,1,23
2024-03-08 04:40:00,1,1,1,0,0,9,8,1,0,0,0,0,5,0,26
2024-03-08 04:50:00,6,5,0,0,0,10,8,6,1,0,0,0,1,0,37
2024-03-08 05:00:00,9,9,1,0,0,13,10,3,0,0,0,0,0,0,45
2024-03-08 05:10:00,9,5,1,0,2,13,12,1,0,0,0,0,4,0,47
2024-03-08 05:20:00,7,6,1,0,2,12,11,1,0,0,0,0,0,0,40
2024-03-08 05:30:00,14,10,14,0,0,27,13,0,0,2,0,0,2,2,84
2024-03-08 05:40:00,22,15,6,1,2,29,16,4,1,1,0,0,4,2,103
2024-03-08 05:50:00,12,12,1,0,0,42,19,2,1,3,0,0,2,0,94
2024-03-08 06:00:00,13,11,1,0,1,27,18,1,0,0,0,0,1,0,73
2024-03-08 06:10:00,25,21,5,2,2,36,14,0,0,6,0,0,9,5,125
2024-03-08 06:20:00,15,13,6,3,1,45,18,6,1,3,2,0,3,0,116
2024-03-08 06:30:00,25,23,4,1,11,45,19,0,0,4,3,0,1,1,137
2024-03-08 06:40:00,32,21,0,0,4,63,20,0,0,8,3,0,2,3,156
2024-03-08 06:50:00,33,29,14,2,12,45,18,0,0,5,1,0,0,0,159
2024-03-08 07:00:00,29,17,3,2,9,40,20,0,1,2,2,0,1,1,127
2024-03-08 07:10:00,48,22,5,2,14,74,23,1,0,6,0,1,4,5,205
2024-03-08 07:20:00,56,30,4,1,13,64,15,4,3,6,1,1,2,1,201
2024-03-08 07:30:00,56,22,5,1,21,76,25,3,3,44,4,0,4,3,267
2024-03-08 07:40:00,71,31,9,2,16,99,15,4,4,13,3,1,5,5,278
2024-03-08 07:50:00,64,40,3,2,14,69,27,8,7,13,2,0,3,3,255
2024-03-08 08:00:00,45,24,2,2,10,59,21,6,4,10,2,0,1,1,187
2024-03-08 08:10:00,58,44,10,3,9,63,16,4,2,12,5,0,3,4,233
2024-03-08 08:20:00,52,24,13,3,17,73,15,3,3,19,2,0,4,4,232
2024-03-08 08:30:00,37,31,6,2,12,68,21,5,3,11,4,0,3,1,204
2024-03-08 08:40:00,53,37,9,4,9,65,16,5,3,11,3,0,5,6,226
2024-03-08 08:50:00,45,25,6,3,12,54,13,3,2,13,3,0,4,4,187
2024-03-08 09:00:00,47,32,29,3,8,53,16,3,3,7,1,0,4,5,211
2024-03-08 09:10:00,51,41,13,6,9,59,19,6,3,9,1,0,5,5,227
2024-03-08 09:20:00,48,41,5,2,11,54,23,6,4,10,4,0,1,2,211
2024-03-08 09:30:00,46,30,1,1,31,63,22,6,4,9,3,0,3,3,222
2024-03-08 09:40:00,43,25,6,1,15,70,14,3,2,5,4,0,4,4,196
2024-03-08 09:50:00,60,33,12,6,6,61,14,7,3,9,3,1,3,2,220
2024-03-08 10:00:00,51,28,10,5,14,55,12,1,2,9,4,0,1,1,193
2024-03-08 10:10:00,65,31,12,9,6,46,17,3,2,11,6,0,2,2,212
2024-03-08 10:20:00,40,27,8,7,12,54,21,2,1,9,2,0,6,6,195
2024-03-08 10:30:00,45,37,5,4,10,78,20,2,1,8,2,0,2,2,216
2024-03-08 10:40:00,69,37,6,3,13,56,16,2,2,9,3,1,0,0,217
2024-03-08 10:50:00,98,36,8,5,13,66,15,1,1,19,2,0,2,3,269
2024-03-08 11:00:00,67,31,5,4,10,53,20,3,3,9,2,0,1,1,209
2024-03-08 11:10:00,74,41,7,7,15,48,16,3,3,9,2,0,2,0,227
2024-03-08 11:20:00,57,36,6,4,8,45,17,1,0,4,5,1,3,2,189
2024-03-08 11:30:00,68,41,14,9,8,61,14,7,4,31,2,0,2,0,261
2024-03-08 11:40:00,65,37,9,1,9,46,13,1,1,7,3,1,0,0,193
2024-03-08 11:50:00,70,33,12,9,11,61,19,4,4,10,3,0,2,1,239
2024-03-08 12:00:00,64,18,7,4,9,52,13,1,0,12,5,0,4,4,193
2024-03-08 12:10:00,75,26,6,5,10,68,20,2,2,16,5,0,1,1,237
2024-03-08 12:20:00,47,29,3,3,8,63,18,2,2,15,6,0,6,2,204
2024-03-08 12:30:00,90,24,29,7,8,47,19,3,3,15,4,0,2,3,254
2024-03-08 12:40:00,80,34,14,7,15,55,15,2,2,12,6,0,2,2,246
2024-03-08 12:50:00,67,33,10,1,12,55,21,4,3,8,4,1,3,2,224
2024-03-08 13:00:00,68,37,7,4,15,49,19,2,2,8,3,0,4,2,220
2024-03-08 13:10:00,71,27,14,8,14,87,15,1,1,9,4,1,3,6,261
2024-03-08 13:20:00,75,46,14,3,12,57,14,2,3,12,6,1,4,5,254
2024-03-08 13:30:00,92,28,10,9,16,58,15,3,3,8,5,0,3,3,253
2024-03-08 13:40:00,80,33,8,5,19,58,15,5,4,11,4,0,0,0,242
2024-03-08 13:50:00,254,43,14,4,10,48,19,4,5,4,3,1,2,2,413
2024-03-08 14:00:00,91,38,23,4,12,60,15,1,1,5,5,0,3,5,263
2024-03-08 14:10:00,85,42,6,8,8,66,22,2,2,36,3,0,3,7,290
2024-03-08 14:20:00,73,33,10,3,8,79,21,5,3,8,4,0,10,3,260
2024-03-08 14:30:00,78,38,16,5,12,61,20,2,2,8,6,0,5,4,257
2024-03-08 14:40:00,83,35,12,3,18,84,21,2,2,7,4,0,4,3,278
2024-03-08 14:50:00,71,28,6,4,10,75,25,2,1,10,6,0,3,2,243
2024-03-08 15:00:00,63,15,6,5,11,57,17,3,2,9,3,0,8,4,203
2024-03-08 15:10:00,75,32,5,3,12,75,17,4,3,24,5,0,7,4,266
2024-03-08 15:20:00,68,38,15,6,18,53,25,2,1,42,4,0,2,1,275
2024-03-08 15:30:00,80,31,15,4,10,62,21,3,2,18,3,0,1,1,251
2024-03-08 15:40:00,71,19,8,5,10,73,18,8,3,10,5,0,3,4,237
2024-03-08 15:50:00,64,24,5,6,8,57,17,3,4,13,6,0,7,6,220
2024-03-08 16:00:00,69,21,10,4,7,62,19,6,3,7,2,0,2,1,213
2024-03-08 16:10:00,79,19,9,3,8,84,16,4,4,14,4,0,8,7,259
2024-03-08 16:20:00,72,28,7,4,10,75,24,3,0,7,3,1,5,2,241
2024-03-08 16:30:00,55,27,21,8,14,54,19,0,0,8,4,0,8,0,218
2024-03-08 16:40:00,70,29,15,7,3,83,18,4,3,6,3,0,2,2,245
2024-03-08 16:50:00,80,23,7,2,13,63,25,3,0,11,4,0,8,0,239
2024-03-08 17:00:00,233,27,10,4,13,47,14,3,3,8,5,0,8,2,377
2024-03-08 17:10:00,75,22,14,1,7,69,18,6,4,8,4,0,4,2,234
2024-03-08 17:20:00,65,20,3,4,13,64,17,1,0,7,4,0,3,0,201
2024-03-08 17:30:00,52,42,6,4,12,53,14,2,0,11,2,0,3,3,204
2024-03-08 17:40:00,61,20,10,6,8,58,23,7,3,8,4,0,7,5,220
2024-03-08 17:50:00,61,32,26,6,9,54,25,5,2,3,6,0,3,0,232
2024-03-08 18:00:00,80,26,5,2,8,68,19,1,0,8,3,0,4,1,225
2024-03-08 18:10:00,66,27,13,6,9,59,18,3,3,11,3,1,6,4,229
2024-03-08 18:20:00,75,21,10,3,15,58,20,2,2,6,6,0,7,1,226
2024-03-08 18:30:00,67,38,5,4,12,58,15,2,3,15,6,0,6,5,236
2024-03-08 18:40:00,95,16,11,6,9,68,23,4,4,10,3,0,6,3,258
2024-03-08 18:50:00,65,30,6,1,5,55,19,3,3,12,3,0,6,2,210
2024-03-08 19:00:00,71,30,12,3,11,56,19,2,1,14,5,0,1,3,228
2024-03-08 19:10:00,51,21,13,3,7,36,14,0,0,12,3,0,3,2,165
2024-03-08 19:20:00,68,30,6,2,6,46,21,4,2,7,4,0,5,5,206
2024-03-08 19:30:00,45,30,4,1,9,39,19,0,0,9,2,1,1,1,161
2024-03-08 19:40:00,57,31,5,0,9,31,16,3,2,13,1,0,4,3,175
2024-03-08 19:50:00,36,22,10,4,9,33,19,2,0,7,3,0,2,2,149
2024-03-08 20:00:00,50,24,3,1,6,33,17,0,1,5,2,0,1,2,145
2024-03-08 20:10:00,50,36,12,4,5,36,20,0,0,5,0,0,3,1,172
2024-03-08 20:20:00,37,27,7,4,5,33,19,1,0,8,2,0,3,5,151
2024-03-08 20:30:00,34,22,6,2,4,24,16,1,1,4,2,0,3,3,122
2024-03-08 20:40:00,40,18,8,3,9,31,16,3,2,4,2,0,6,2,144
2024-03-08 20:50:00,42,19,2,1,4,29,17,1,0,3,0,0,2,2,122
2024-03-08 21:00:00,38,25,8,2,3,24,12,0,0,6,3,0,2,2,125
2024-03-08 21:10:00,35,23,2,0,2,23,17,1,0,0,2,0,1,2,108
2024-03-08 21:20:00,33,22,4,5,5,23,20,1,1,6,2,0,3,3,128
2024-03-08 21:30:00,30,23,3,1,2,30,22,3,0,1,0,0,2,2,119
2024-03-08 21:40:00,41,26,4,6,5,25,12,1,0,2,1,1,2,2,128
2024-03-08 21:50:00,36,22,6,4,3,21,15,1,1,3,1,0,0,3,116
2024-03-08 22:00:00,25,18,4,1,2,20,14,2,1,5,1,0,4,2,99
2024-03-08 22:10:00,32,23,1,0,2,17,14,3,3,6,0,0,1,1,103
2024-03-08 22:20:00,35,15,6,2,6,21,12,0,0,3,1,0,0,0,101
2024-03-08 22:30:00,45,22,5,2,1,20,15,1,1,1,2,0,1,2,118
2024-03-08 22:40:00,37,29,6,3,3,26,16,0,0,2,0,0,5,9,136
2024-03-08 22:50:00,25,17,1,1,1,16,16,3,1,4,1,0,2,3,91
2024-03-08 23:00:00,31,23,5,2,1,20,16,0,0,0,1,0,2,1,102
2024-03-08 23:10:00,26,22,4,0,0,17,11,0,0,1,0,0,0,0,81
2024-03-08 23:20:00,19,13,3,1,5,14,10,0,0,6,1,0,0,0,72
2024-03-08 23:30:00,14,11,3,2,1,9,9,0,0,4,1,0,0,0,54
2024-03-08 23:40:00,21,17,4,2,4,8,6,0,0,0,3,0,0,0,65
2024-03-08 23:50:00,24,15,13,0,1,10,11,1,1,3,2,0,0,0,81
2024-03-09 00:00:00,19,17,4,1,0,10,10,0,0,5,0,0,0,1,67
2024-03-09 00:10:00,18,15,3,2,0,20,16,2,3,1,0,0,0,0,80
2024-03-09 00:20:00,16,12,13,2,0,5,5,1,0,1,0,0,0,0,55
2024-03-09 00:30:00,12,12,8,1,3,17,12,1,1,0,1,0,0,0,68
2024-03-09 00:40:00,12,10,2,0,0,5,6,2,2,3,0,0,0,0,42
2024-03-09 00:50:00,13,11,1,0,2,4,3,0,0,0,0,0,1,1,36
2024-03-09 01:00:00,20,21,6,0,0,6,7,1,0,3,0,0,2,2,68
2024-03-09 01:10:00,18,14,2,1,0,11,9,2,1,1,0,0,0,0,59
2024-03-09 01:20:00,10,9,7,0,0,7,8,0,1,1,0,0,0,1,44
2024-03-09 01:30:00,10,10,1,1,0,6,6,0,0,2,0,0,0,0,36
2024-03-09 01:40:00,8,6,2,0,1,7,7,0,0,0,0,0,0,0,31
2024-03-09 01:50:00,7,7,4,0,1,7,7,0,0,0,0,0,0,1,34
2024-03-09 02:00:00,11,6,2,1,1,11,10,0,0,0,0,0,0,0,42
2024-03-09 02:10:00,4,3,1,0,0,5,5,2,1,0,0,0,0,0,21
2024-03-09 02:20:00,7,4,2,0,0,4,3,0,0,0,1,0,0,0,21
2024-03-09 02:30:00,5,4,2,0,0,2,2,0,0,0,0,0,0,0,15
2024-03-09 02:40:00,3,2,0,0,0,4,4,0,0,0,0,0,1,1,15
2024-03-09 02:50:00,4,4,10,0,0,3,3,0,0,0,0,0,0,0,24
2024-03-09 03:00:00,3,2,2,0,0,3,4,2,0,0,0,0,0,0,16
2024-03-09 03:10:00,6,6,3,0,0,0,0,0,0,0,0,0,0,0,15
2024-03-09 03:20:00,4,5,1,0,0,2,2,0,0,1,0,0,0,0,15
2024-03-09 03:30:00,2,2,2,2,0,2,3,1,0,0,0,0,0,0,14
2024-03-09 03:40:00,5,4,0,0,0,3,3,0,0,0,0,0,0,0,15
2024-03-09 03:50:00,6,5,1,1,0,5,4,0,0,0,0,0,0,0,22
2024-03-09 04:00:00,4,3,2,0,0,4,3,2,0,0,2,0,0,0,20
2024-03-09 04:10:00,0,0,1,1,0,2,2,0,0,0,0,0,0,0,6
2024-03-09 04:20:00,7,5,1,0,0,2,2,0,0,0,1,0,0,0,18
2024-03-09 04:30:00,5,4,3,0,3,1,1,1,1,0,0,0,0,0,19
2024-03-09 04:40:00,2,3,1,0,0,4,4,2,0,0,1,0,0,0,17
2024-03-09 04:50:00,4,6,1,0,0,7,6,2,1,0,0,0,2,0,29
2024-03-09 05:00:00,4,3,0,0,0,8,7,3,1,0,1,0,2,0,29
2024-03-09 05:10:00,1,1,1,0,0,7,6,2,0,0,0,0,2,0,20
2024-03-09 05:20:00,4,4,2,0,0,4,4,1,0,0,0,0,0,0,19
2024-03-09 05:30:00,8,6,1,0,0,8,7,0,0,0,0,0,0,0,30
2024-03-09 05:40:00,4,4,1,0,2,7,7,2,0,1,0,0,0,0,28
2024-03-09 05:50:00,4,3,0,0,1,3,3,0,0,0,0,0,0,0,14
2024-03-09 06:00:00,6,7,0,0,0,5,6,1,1,3,0,0,1,1,31
2024-03-09 06:10:00,5,5,1,1,2,6,5,2,0,0,0,0,0,0,27
2024-03-09 06:20:00,7,7,1,0,0,11,10,1,0,2,0,0,0,0,39
2024-03-09 06:30:00,23,9,1,0,1,11,9,0,0,1,0,0,0,0,55
2024-03-09 06:40:00,10,7,0,0,0,17,14,2,1,3,0,0,1,1,56
2024-03-09 06:50:00,9,9,0,0,0,9,8,1,0,2,1,0,0,0,39
2024-03-09 07:00:00,9,6,1,0,0,10,8,1,0,1,0,0,0,0,36
2024-03-09 07:10:00,4,3,2,0,1,6,6,0,0,5,0,0,1,1,29
2024-03-09 07:20:00,5,5,0,0,4,7,8,1,1,2,0,0,1,1,35
2024-03-09 07:30:00,10,8,4,3,0,14,9,0,0,7,1,0,0,0,56
2024-03-09 07:40:00,8,6,4,3,1,18,13,1,1,4,0,0,0,0,59
2024-03-09 07:50:00,12,12,0,0,2,18,8,0,0,7,1,0,2,2,64
2024-03-09 08:00:00,16,14,0,0,5,21,13,1,1,6,1,0,0,0,78
2024-03-09 08:10:00,20,14,2,2,4,18,13,1,1,9,1,0,2,2,89
2024-03-09 08:20:00,19,17,3,0,6,23,13,1,1,1,1,0,2,0,87
2024-03-09 08:30:00,12,14,0,1,2,24,15,2,0,2,2,0,1,2,77
2024-03-09 08:40:00,24,18,1,1,2,27,19,1,0,7,2,0,1,1,104
2024-03-09 08:50:00,26,23,12,2,4,36,19,3,0,7,3,0,4,2,141
2024-03-09 09:00:00,32,17,4,1,8,35,24,4,1,7,2,0,2,1,138
2024-03-09 09:10:00,27,21,5,3,5,48,16,2,2,6,4,0,0,1,140
2024-03-09 09:20:00,29,25,3,2,3,41,16,2,2,5,1,0,0,3,132
2024-03-09 09:30:00,39,28,4,2,7,50,16,2,1,12,4,0,1,1,167
2024-03-09 09:40:00,50,37,4,3,8,39,14,5,5,6,2,0,1,1,175
2024-03-09 09:50:00,40,23,6,5,10,68,15,4,2,27,2,1,2,4,209
2024-03-09 10:00:00,45,32,8,5,16,57,17,7,7,11,3,0,3,2,213
2024-03-09 10:10:00,47,33,2,0,3,52,16,2,1,10,3,0,5,4,178
2024-03-09 10:20:00,41,28,2,2,11,61,19,3,1,6,2,0,0,0,176
2024-03-09 10:30:00,46,30,5,5,8,52,16,3,2,6,3,0,1,1,178
2024-03-09 10:40:00,47,32,4,2,11,51,17,3,2,13,3,0,2,3,190
2024-03-09 10:50:00,57,46,10,8,9,62,23,3,4,4,3,0,1,0,230
2024-03-09 11:00:00,42,27,6,5,12,46,14,2,2,9,3,0,4,3,175
2024-03-09 11:10:00,72,34,7,5,9,69,21,4,3,21,8,1,4,1,259
2024-03-09 11:20:00,54,41,12,3,15,39,18,4,1,12,3,0,4,1,207
2024-03-09 11:30:00,53,27,22,4,15,45,17,5,4,10,2,0,4,2,210
2024-03-09 11:40:00,63,33,8,7,15,51,17,2,2,12,3,0,5,1,219
2024-03-09 11:50:00,68,33,6,4,14,47,21,3,3,14,3,0,1,1,218
2024-03-09 12:00:00,57,29,7,4,13,58,12,1,1,9,4,1,1,1,198
2024-03-09 12:10:00,67,30,7,9,10,60,14,3,1,13,4,0,4,3,225
2024-03-09 12:20:00,71,37,8,3,15,54,17,4,3,15,5,0,4,5,241
2024-03-09 12:30:00,67,42,12,10,13,63,8,1,0,12,5,0,3,0,236
2024-03-09 12:40:00,52,29,17,6,14,64,18,0,0,11,4,0,0,3,218
2024-03-09 12:50:00,55,41,15,4,13,59,27,3,2,9,5,0,3,3,239
2024-03-09 13:00:00,69,43,12,9,5,43,15,2,1,9,3,0,6,4,221
2024-03-09 13:10:00,63,38,6,2,4,60,24,4,4,6,4,0,8,5,228
2024-03-09 13:20:00,68,42,5,3,9,56,20,3,3,12,5,0,1,3,230
2024-03-09 13:30:00,65,34,8,4,13,50,18,3,3,10,2,0,8,10,228
2024-03-09 13:40:00,78,37,18,4,14,53,23,2,2,3,2,0,2,4,242
2024-03-09 13:50:00,82,37,15,5,8,56,14,2,2,12,5,0,5,2,245
2024-03-09 14:00:00,52,36,35,5,5,49,16,3,3,10,3,0,2,3,222
2024-03-09 14:10:00,71,40,18,5,9,71,16,4,1,6,4,0,5,4,254
2024-03-09 14:20:00,59,32,2,1,10,50,18,1,1,4,3,0,2,2,185
2024-03-09 14:30:00,66,33,9,4,12,55,9,3,2,5,8,0,3,3,212
2024-03-09 14:40:00,66,33,8,2,10,52,16,1,0,13,5,0,0,0,206
2024-03-09 14:50:00,72,38,16,8,16,69,22,0,0,15,5,0,2,3,266
2024-03-09 15:00:00,71,25,17,10,9,56,14,2,2,16,2,0,2,1,227
2024-03-09 15:10:00,75,35,4,2,12,37,18,2,1,16,2,0,3,3,210
2024-03-09 15:20:00,72,28,23,4,7,43,16,3,3,11,3,0,2,1,216
2024-03-09 15:30:00,56,26,5,2,12,63,23,5,2,8,2,0,1,3,208
2024-03-09 15:40:00,65,39,11,4,10,50,17,4,3,7,5,0,1,3,219
2024-03-09 15:50:00,63,30,14,6,5,58,14,3,3,5,2,0,1,2,206
2024-03-09 16:00:00,54,30,9,7,10,34,11,4,4,6,3,0,4,4,180
2024-03-09 16:10:00,53,27,4,1,16,40,13,2,2,10,5,0,3,4,180
2024-03-09 16:20:00,54,26,4,2,12,50,21,2,1,8,4,0,1,2,187
2024-03-09 16:30:00,57,26,9,6,13,49,14,2,2,12,5,0,5,4,204
2024-03-09 16:40:00,49,18,8,1,9,47,18,3,3,7,5,0,3,0,171
2024-03-09 16:50:00,52,20,4,3,7,48,14,1,1,10,3,0,4,3,170
2024-03-09 17:00:00,98,26,5,2,2,58,16,3,3,9,5,0,3,4,234
2024-03-09 17:10:00,59,41,1,1,7,54,23,4,4,2,3,0,3,6,208
2024-03-09 17:20:00,60,28,7,3,8,52,18,3,1,8,3,0,10,12,213
2024-03-09 17:30:00,74,30,6,4,5,58,18,5,3,13,6,0,10,13,245
2024-03-09 17:40:00,59,35,2,2,14,55,19,2,2,8,3,0,8,8,217
2024-03-09 17:50:00,59,26,7,4,8,51,18,1,0,11,3,0,5,2,195
2024-03-09 18:00:00,69,26,11,4,9,37,16,3,0,5,1,0,0,0,181
2024-03-09 18:10:00,69,25,6,2,8,40,12,1,1,5,3,0,1,0,173
2024-03-09 18:20:00,44,24,5,3,7,46,15,1,0,10,2,0,5,2,164
2024-03-09 18:30:00,54,38,8,1,10,49,19,3,3,7,4,0,0,1,197
2024-03-09 18:40:00,58,45,9,2,10,46,14,2,2,5,5,0,1,1,200
