datetime,D21Z,V22Z,D31Z,V32Z,V52Z,D81Z,V82Z,D91Z,V92Z,V112Z,V381Z,V521Z,D981Z,V982Z,Total
2024-03-20 04:10:00,2,2,0,0,0,2,2,0,0,0,0,0,2,0,10
2024-03-20 04:20:00,4,4,0,0,1,6,5,4,1,0,0,0,0,0,25
2024-03-20 04:30:00,4,4,0,0,0,4,4,3,0,1,0,0,2,0,22
2024-03-20 04:40:00,4,5,0,0,2,9,8,2,1,2,1,0,3,1,38
2024-03-20 04:50:00,3,7,1,0,2,9,7,7,0,0,0,0,4,0,40
2024-03-20 05:00:00,8,7,1,0,1,11,9,0,0,0,1,0,2,0,40
2024-03-20 05:10:00,6,7,0,0,2,15,15,6,3,0,0,0,0,0,54
2024-03-20 05:20:00,10,8,1,0,0,15,15,1,0,1,0,0,2,0,53
2024-03-20 05:30:00,14,14,2,0,0,29,15,0,0,1,2,0,3,2,82
2024-03-20 05:40:00,15,12,0,0,4,35,19,1,1,3,0,0,3,4,97
2024-03-20 05:50:00,15,12,2,0,4,34,17,0,0,2,1,0,3,3,93
2024-03-20 06:00:00,29,17,0,0,5,33,16,1,2,6,0,0,3,1,113
2024-03-20 06:10:00,28,17,3,2,7,48,14,2,1,5,1,0,5,2,135
2024-03-20 06:20:00,32,23,2,2,8,59,15,0,0,2,0,0,6,1,150
2024-03-20 06:30:00,28,26,4,3,6,56,15,2,0,5,3,0,0,1,149
2024-03-20 06:40:00,44,27,6,3,5,62,17,1,0,7,2,0,2,0,176
2024-03-20 06:50:00,40,23,4,1,11,54,17,1,0,6,3,1,3,2,166
2024-03-20 07:00:00,26,24,2,0,9,65,22,1,0,7,1,0,0,0,157
2024-03-20 07:10:00,66,17,0,0,18,71,18,4,4,16,3,0,7,5,229
2024-03-20 07:20:00,52,30,12,1,17,75,20,5,4,12,2,0,2,0,232
2024-03-20 07:30:00,65,34,5,2,14,85,16,8,5,12,6,0,2,0,254
2024-03-20 07:40:00,77,26,21,3,10,94,14,11,7,16,3,0,9,6,297
2024-03-20 07:50:00,53,18,5,4,16,87,14,9,9,14,6,1,1,1,238
2024-03-20 08:00:00,41,37,5,3,14,87,17,5,6,12,2,0,2,2,233
2024-03-20 08:10:00,56,43,6,3,9,74,19,11,9,13,4,0,1,3,251
2024-03-20 08:20:00,53,34,8,5,20,64,15,5,4,16,3,0,3,4,234
2024-03-20 08:30:00,55,36,6,3,15,75,20,3,3,10,2,0,10,5,243
2024-03-20 08:40:00,55,42,4,1,8,71,20,3,1,13,3,0,5,3,229
2024-03-20 08:50:00,64,40,5,2,13,53,24,2,2,8,3,2,8,7,233
2024-03-20 09:00:00,53,38,5,5,12,56,25,3,2,14,3,0,5,4,225
2024-03-20 09:10:00,54,23,5,2,18,43,19,7,4,11,3,0,5,2,196
2024-03-20 09:20:00,49,36,3,2,14,58,14,3,1,10,3,0,2,1,196
2024-03-20 09:30:00,68,36,3,2,12,53,13,1,1,6,4,0,8,6,213
2024-03-20 09:40:00,51,24,8,6,15,46,15,5,3,15,6,0,2,1,197
2024-03-20 09:50:00,59,43,9,2,21,64,17,1,1,8,4,0,0,0,229
2024-03-20 10:00:00,54,29,11,7,11,43,15,1,0,6,2,0,3,2,184
2024-03-20 10:10:00,56,40,5,4,9,45,17,4,3,12,4,0,1,1,201
2024-03-20 10:20:00,45,34,4,4,15,45,13,4,4,11,5,1,1,3,189
2024-03-20 10:30:00,46,25,4,2,12,68,14,3,2,10,1,0,5,5,197
2024-03-20 10:40:00,44,30,6,2,12,49,12,3,1,6,3,0,4,3,175
2024-03-20 10:50:00,78,47,6,8,12,55,17,2,2,8,2,0,3,3,243
2024-03-20 11:00:00,56,37,3,3,15,36,17,3,1,10,4,0,1,0,186
2024-03-20 11:10:00,67,30,30,8,12,52,17,2,2,10,2,0,3,4,239
2024-03-20 11:20:00,60,34,18,2,14,52,22,0,0,5,2,0,1,0,210
2024-03-20 11:30:00,65,34,8,6,11,46,21,1,1,8,3,0,3,3,210
2024-03-20 11:40:00,57,36,10,5,13,52,13,6,5,7,5,1,8,2,220
2024-03-20 11:50:00,56,22,4,3,10,58,20,4,3,6,1,2,5,1,195
2024-03-20 12:00:00,67,17,4,4,13,47,17,3,1,12,2,0,4,1,192
2024-03-20 12:10:00,92,31,16,9,13,56,16,3,2,12,5,0,1,0,256
2024-03-20 12:20:00,56,34,9,7,10,60,15,2,1,11,6,0,7,2,220
2024-03-20 12:30:00,64,31,7,8,22,49,16,2,0,10,3,0,3,3,218
2024-03-20 12:40:00,68,36,14,11,14,43,13,4,3,14,7,0,8,5,240
2024-03-20 12:50:00,61,24,13,3,14,51,27,5,2,10,3,0,2,5,220
2024-03-20 13:00:00,67,26,4,2,17,48,16,4,2,13,4,0,5,3,211
2024-03-20 13:10:00,76,46,21,3,10,61,23,1,2,12,6,0,8,3,272
2024-03-20 13:20:00,75,23,12,4,8,60,17,4,5,12,5,0,3,5,233
2024-03-20 13:30:00,65,20,8,6,11,53,22,4,2,15,2,2,6,4,220
2024-03-20 13:40:00,70,20,11,5,16,46,17,3,3,7,8,0,4,7,217
2024-03-20 13:50:00,85,38,9,2,12,51,13,4,3,12,7,0,9,3,248
2024-03-20 14:00:00,51,29,10,7,21,64,16,1,1,16,7,0,7,6,236
2024-03-20 14:10:00,74,25,8,5,14,84,16,0,0,6,6,0,2,4,244
2024-03-20 14:20:00,94,39,10,6,16,54,16,3,3,10,3,0,7,5,266
2024-03-20 14:30:00,76,34,9,5,9,72,16,1,1,9,3,1,3,3,242
2024-03-20 14:40:00,75,23,7,4,15,46,19,5,5,11,5,0,3,3,221
2024-03-20 14:50:00,118,23,13,7,12,79,19,4,2,9,5,1,11,5,308
2024-03-20 15:00:00,65,20,7,3,17,56,21,6,6,5,5,0,1,0,212
2024-03-20 15:10:00,80,32,12,4,9,68,18,2,1,17,4,0,6,3,256
2024-03-20 15:20:00,85,28,13,5,13,61,22,1,1,12,5,0,3,4,253
2024-03-20 15:30:00,88,22,13,4,11,67,17,2,2,10,3,1,7,6,253
2024-03-20 15:40:00,94,27,8,6,10,58,17,4,2,10,5,0,8,8,257
2024-03-20 15:50:00,84,29,11,9,10,67,16,2,1,8,7,0,5,5,254
2024-03-20 16:00:00,78,21,15,8,13,150,16,3,1,13,2,1,2,4,327
2024-03-20 16:10:00,126,30,17,10,11,73,14,3,3,14,4,0,3,1,309
2024-03-20 16:20:00,69,25,9,3,9,75,18,5,2,11,6,0,12,1,245
2024-03-20 16:30:00,86,33,13,7,10,71,21,3,2,12,4,0,6,1,269
2024-03-20 16:40:00,100,33,20,2,15,87,11,2,2,11,4,0,2,3,292
2024-03-20 16:50:00,80,29,11,4,11,82,24,4,3,10,4,0,7,5,274
2024-03-20 17:00:00,85,37,10,2,12,63,17,3,2,11,5,0,8,0,255
2024-03-20 17:10:00,76,24,8,2,14,76,21,3,2,10,3,0,8,4,251
2024-03-20 17:20:00,99,33,10,10,18,80,20,3,3,11,7,0,5,2,301
2024-03-20 17:30:00,87,35,17,6,11,63,18,1,1,10,2,0,2,0,253
2024-03-20 17:40:00,81,23,14,3,17,66,23,4,3,12,2,0,6,5,259
2024-03-20 17:50:00,86,25,23,8,13,59,17,7,5,13,6,0,5,3,270
2024-03-20 18:00:00,86,30,12,2,17,47,15,1,1,11,7,0,5,5,239
2024-03-20 18:10:00,104,29,15,6,9,74,22,2,2,12,5,0,3,1,284
2024-03-20 18:20:00,131,36,33,6,14,74,25,3,2,12,4,0,9,5,354
2024-03-20 18:30:00,77,31,8,3,8,48,23,3,2,10,0,0,10,6,229
2024-03-20 18:40:00,81,40,7,6,10,54,17,0,0,11,1,0,8,6,241
2024-03-20 18:50:00,76,40,13,6,10,53,21,1,1,8,6,0,6,7,248
2024-03-20 19:00:00,59,24,7,2,16,35,16,1,0,3,4,2,4,6,179
2024-03-20 19:10:00,52,22,6,2,6,50,21,4,3,10,1,0,1,4,182
2024-03-20 19:20:00,61,22,7,3,10,37,21,2,2,7,4,2,1,5,184
2024-03-20 19:30:00,50,14,14,0,9,25,15,5,3,5,2,0,4,6,152
2024-03-20 19:40:00,49,26,6,2,8,44,18,2,0,5,2,0,4,3,169
2024-03-20 19:50:00,50,32,4,1,3,37,18,0,0,8,2,1,3,5,164
2024-03-20 20:00:00,67,32,13,3,9,29,11,2,2,11,3,0,2,3,187
2024-03-20 20:10:00,46,26,15,1,4,40,18,1,1,1,0,0,5,1,159
2024-03-20 20:20:00,36,22,5,3,7,33,9,1,1,6,1,0,2,1,127
2024-03-20 20:30:00,35,25,3,0,7,18,16,3,2,1,5,0,1,3,119
2024-03-20 20:40:00,39,26,19,2,5,22,16,1,0,4,1,0,6,2,143
2024-03-20 20:50:00,24,17,12,3,3,25,21,5,3,3,2,0,2,1,121
2024-03-20 21:00:00,38,27,7,3,8,19,13,2,2,3,3,0,1,1,127
2024-03-20 21:10:00,31,25,2,0,10,18,12,0,0,4,2,0,1,1,106
2024-03-20 21:20:00,36,21,8,0,7,25,21,0,0,1,2,0,0,1,122
2024-03-20 21:30:00,29,22,4,2,2,25,16,1,0,5,3,0,0,0,109
2024-03-20 21:40:00,32,30,5,4,5,17,13,1,0,1,0,0,1,1,110
2024-03-20 21:50:00,29,22,11,3,6,31,15,2,2,1,1,0,0,1,124
2024-03-20 22:00:00,39,24,6,2,3,15,13,1,0,2,0,0,1,2,108
2024-03-20 22:10:00,24,23,2,2,7,12,12,1,1,6,0,0,0,0,90
2024-03-20 22:20:00,24,20,4,0,1,5,5,0,0,3,1,0,2,1,66
2024-03-20 22:30:00,27,19,1,0,1,19,13,0,0,3,0,0,2,2,87
2024-03-20 22:40:00,13,12,1,1,5,19,14,3,0,3,0,0,1,2,74
2024-03-20 22:50:00,17,14,3,1,2,9,7,1,1,1,1,0,5,2,64
2024-03-20 23:00:00,9,10,3,1,2,7,8,0,0,0,1,0,0,1,42
2024-03-20 23:10:00,23,17,6,1,0,7,4,0,0,2,0,0,0,0,60
2024-03-20 23:20:00,16,10,7,3,3,7,6,1,0,0,0,0,0,0,53
2024-03-20 23:30:00,8,7,0,0,0,11,8,0,0,2,1,0,0,0,37
2024-03-20 23:40:00,10,9,2,1,0,4,3,0,0,3,1,0,1,2,36
2024-03-20 23:50:00,4,5,3,1,0,2,4,1,0,0,1,0,1,2,24
2024-03-21 00:00:00,4,2,3,2,2,4,4,1,0,1,0,0,0,0,23
2024-03-21 00:10:00,6,7,2,1,2,3,4,0,0,0,1,0,0,0,26
2024-03-21 00:20:00,2,2,1,0,0,7,6,2,0,0,0,0,0,0,20
2024-03-21 00:30:00,12,13,8,3,3,4,5,0,0,0,0,0,0,0,48
2024-03-21 00:40:00,8,8,0,0,3,3,3,0,0,0,0,0,0,0,25
2024-03-21 00:50:00,5,3,2,0,0,4,3,0,0,0,1,0,0,0,18
2024-03-21 01:00:00,2,2,4,0,0,1,1,0,0,0,0,0,0,0,10
2024-03-21 01:10:00,10,9,6,0,0,2,2,0,0,0,0,0,0,0,29
2024-03-21 01:20:00,7,7,3,1,0,2,2,0,0,0,0,0,0,0,22
2024-03-21 01:30:00,1,1,0,0,0,2,2,1,1,0,0,0,0,0,8
2024-03-21 01:40:00,1,1,0,0,0,3,3,0,0,1,0,0,0,0,9
2024-03-21 01:50:00,5,4,0,0,0,2,2,0,0,0,0,0,0,0,13
2024-03-21 02:00:00,2,2,1,0,0,1,1,0,0,0,1,0,0,0,8
2024-03-21 02:10:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
2024-03-21 02:20:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-03-21 02:30:00,5,1,1,0,0,2,2,0,0,0,0,0,0,0,11
2024-03-21 02:40:00,3,4,2,0,2,2,2,0,0,0,0,0,0,0,15
2024-03-21 02:50:00,6,6,2,0,0,2,2,0,0,0,0,0,0,0,18
2024-03-21 03:00:00,3,3,0,0,0,1,1,0,0,0,0,0,0,0,8
2024-03-21 03:10:00,1,1,0,0,0,3,3,0,0,0,0,0,0,0,8
2024-03-21 03:20:00,3,3,1,0,0,3,3,0,0,1,0,0,0,0,14
2024-03-21 03:30:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-03-21 03:40:00,3,3,1,0,0,2,2,0,0,0,0,0,0,0,11
2024-03-21 03:50:00,4,4,2,1,0,2,2,0,0,0,0,0,0,0,15
2024-03-21 04:00:00,4,3,1,0,2,1,1,0,0,0,0,0,0,0,12
2024-03-21 04:10:00,5,4,2,0,0,3,3,0,0,0,0,0,0,0,17
2024-03-21 04:20:00,3,3,0,0,3,5,5,5,1,1,0,0,2,0,28
2024-03-21 04:30:00,5,5,1,0,1,5,4,0,0,0,0,0,0,0,21
2024-03-21 04:40:00,6,5,4,3,0,5,5,2,1,0,0,0,0,0,31
2024-03-21 04:50:00,5,6,0,0,0,11,7,1,0,0,0,0,6,0,36
2024-03-21 05:00:00,7,6,4,0,2,7,8,3,0,0,0,0,0,0,37
2024-03-21 05:10:00,8,7,0,0,3,18,13,2,0,0,0,0,1,0,52
2024-03-21 05:20:00,6,6,0,0,3,14,11,0,0,0,0,0,1,1,42
2024-03-21 05:30:00,15,7,2,0,1,20,15,0,0,3,0,0,1,0,64
2024-03-21 05:40:00,25,13,2,0,4,43,14,0,0,3,0,0,9,4,117
2024-03-21 05:50:00,15,10,5,0,3,29,18,1,0,2,1,0,1,2,87
2024-03-21 06:00:00,109,18,0,0,2,40,15,0,0,4,1,0,2,0,191
2024-03-21 06:10:00,30,24,8,1,4,43,17,2,2,1,0,0,12,4,148
2024-03-21 06:20:00,30,30,13,1,7,46,18,1,0,6,0,0,2,2,156
2024-03-21 06:30:00,30,21,4,3,8,56,17,3,2,5,1,0,2,1,153
2024-03-21 06:40:00,35,24,17,2,12,61,21,0,1,11,2,0,5,2,193
2024-03-21 06:50:00,38,25,3,2,6,62,23,1,1,3,2,0,5,4,175
2024-03-21 07:00:00,52,31,11,0,11,71,15,3,0,6,1,0,1,3,205
2024-03-21 07:10:00,52,28,3,1,15,65,23,2,2,7,2,0,3,3,206
2024-03-21 07:20:00,69,20,4,2,17,78,12,5,4,9,2,0,4,2,228
2024-03-21 07:30:00,63,26,7,4,13,80,11,3,2,13,4,0,2,2,230
2024-03-21 07:40:00,76,10,6,3,17,103,7,12,12,15,6,1,7,6,281
2024-03-21 07:50:00,66,20,32,9,11,81,12,8,5,11,4,0,5,7,271
2024-03-21 08:00:00,66,24,5,5,16,77,13,1,1,16,3,0,3,3,233
2024-03-21 08:10:00,45,21,15,4,17,63,19,2,1,11,3,0,6,3,210
2024-03-21 08:20:00,78,23,15,4,15,59,16,8,8,15,3,0,2,2,248
2024-03-21 08:30:00,63,31,8,3,16,79,14,3,2,8,3,1,3,3,237
2024-03-21 08:40:00,59,29,6,2,16,75,18,3,3,11,3,0,2,1,228
2024-03-21 08:50:00,73,37,9,1,14,52,17,0,0,15,4,0,3,4,229
2024-03-21 09:00:00,58,22,11,6,12,72,16,2,1,10,1,0,6,8,225
2024-03-21 09:10:00,55,29,11,7,11,58,15,3,3,8,4,0,5,3,212
2024-03-21 09:20:00,160,29,11,4,13,55,17,2,1,20,3,0,3,1,319
2024-03-21 09:30:00,52,28,8,1,11,65,13,3,3,13,2,0,9,4,212
2024-03-21 09:40:00,37,29,22,10,14,59,20,2,1,13,5,1,3,3,219
2024-03-21 09:50:00,72,36,9,6,11,82,18,2,1,5,3,0,6,5,256
2024-03-21 10:00:00,50,37,7,5,11,55,16,1,1,10,4,0,9,2,208
2024-03-21 10:10:00,48,28,9,7,11,43,9,0,0,12,3,0,1,2,173
2024-03-21 10:20:00,38,26,10,9,9,47,19,0,0,3,7,0,2,3,173
2024-03-21 10:30:00,47,32,11,8,5,61,13,2,0,7,3,0,4,5,198
2024-03-21 10:40:00,66,38,9,6,13,51,13,1,0,9,5,0,4,3,218
2024-03-21 10:50:00,71,42,4,2,12,51,14,2,2,16,5,0,1,1,223
2024-03-21 11:00:00,58,27,4,3,17,46,16,3,2,9,3,1,3,3,195
2024-03-21 11:10:00,67,40,9,4,14,63,17,0,0,8,5,0,4,4,235
2024-03-21 11:20:00,55,33,6,5,11,53,14,6,5,10,5,0,6,6,215
2024-03-21 11:30:00,84,34,23,4,12,55,14,3,2,12,1,0,5,1,250
2024-03-21 11:40:00,59,33,13,7,8,51,13,1,1,14,4,0,4,5,213
2024-03-21 11:50:00,58,26,7,6,18,51,18,1,0,9,3,0,5,2,204
2024-03-21 12:00:00,59,26,11,5,13,46,16,2,1,10,6,1,0,0,196
2024-03-21 12:10:00,73,25,10,5,20,61,22,5,5,10,2,0,2,2,242
2024-03-21 12:20:00,52,26,10,7,11,58,20,7,5,13,6,0,3,1,219
2024-03-21 12:30:00,73,25,11,4,8,63,22,7,4,10,3,0,3,3,236
2024-03-21 12:40:00,77,31,14,2,12,47,13,3,2,9,5,0,6,5,226
2024-03-21 12:50:00,136,36,5,2,20,60,23,3,3,9,5,0,11,4,317
2024-03-21 13:00:00,82,21,8,2,7,53,20,7,5,11,4,0,3,3,226
2024-03-21 13:10:00,80,18,12,10,16,64,15,5,5,14,4,2,4,2,251
2024-03-21 13:20:00,74,31,6,2,10,60,13,2,2,7,6,0,8,6,227
2024-03-21 13:30:00,61,19,8,5,11,58,18,4,3,6,2,0,3,4,202
2024-03-21 13:40:00,59,36,4,2,9,69,15,4,4,11,4,0,5,5,227
2024-03-21 13:50:00,69,33,4,1,9,62,16,4,4,14,5,0,4,2,227
2024-03-21 14:00:00,72,18,6,4,18,63,21,2,1,44,2,0,3,3,257
2024-03-21 14:10:00,70,28,7,3,16,65,15,1,0,13,2,0,4,2,226
2024-03-21 14:20:00,70,37,8,4,10,53,17,1,1,9,3,0,5,1,219
2024-03-21 14:30:00,83,27,22,10,13,73,16,1,0,8,2,0,8,6,269
2024-03-21 14:40:00,63,21,10,5,17,56,13,2,2,9,3,0,3,2,206
2024-03-21 14:50:00,89,34,6,2,11,72,12,1,0,15,4,0,2,5,253
2024-03-21 15:00:00,73,31,14,7,14,60,19,3,2,18,2,0,6,6,255
2024-03-21 15:10:00,88,22,5,3,14,69,18,5,5,10,3,0,3,3,248
2024-03-21 15:20:00,92,31,2,1,6,92,19,2,1,13,5,0,5,7,276
2024-03-21 15:30:00,74,29,4,3,13,67,21,3,2,13,5,0,5,4,243
2024-03-21 15:40:00,97,18,11,5,15,81,17,4,4,7,6,0,4,4,273
2024-03-21 15:50:00,89,21,10,3,12,59,17,4,4,12,4,1,6,4,246
2024-03-21 16:00:00,88,23,14,5,13,79,20,5,3,15,5,0,8,6,284
2024-03-21 16:10:00,98,34,15,8,10,80,15,3,3,17,6,0,7,3,299
2024-03-21 16:20:00,108,24,23,5,11,94,13,4,3,14,5,0,6,7,317
2024-03-21 16:30:00,63,16,5,3,12,69,15,4,2,13,2,0,6,7,217
2024-03-21 16:40:00,111,22,15,6,13,66,11,1,1,14,3,0,1,4,268
2024-03-21 16:50:00,98,32,7,3,14,56,21,1,1,13,3,0,6,6,261
2024-03-21 17:00:00,69,15,9,3,14,61,18,3,1,10,7,1,3,4,218
2024-03-21 17:10:00,75,16,8,5,11,69,19,4,3,14,5,0,5,8,242
2024-03-21 17:20:00,103,40,18,6,11,78,22,4,5,10,5,0,2,5,309
2024-03-21 17:30:00,93,20,13,1,12,57,21,4,4,14,3,1,3,3,249
2024-03-21 17:40:00,70,29,17,6,11,68,16,3,3,6,5,0,7,3,244
2024-03-21 17:50:00,96,20,23,3,12,57,19,4,3,10,2,0,10,8,267
2024-03-21 18:00:00,89,18,9,3,12,60,18,2,2,7,5,0,1,2,228
2024-03-21 18:10:00,83,24,6,6,12,51,24,6,3,12,2,0,2,1,232
2024-03-21 18:20:00,72,28,11,4,7,60,20,8,4,8,3,1,2,5,233
2024-03-21 18:30:00,60,33,9,3,10,48,16,4,2,10,4,0,4,4,207
2024-03-21 18:40:00,69,20,6,2,8,61,20,5,5,16,3,0,3,1,219
2024-03-21 18:50:00,100,19,7,5,15,51,18,2,2,18,4,0,3,8,252
2024-03-21 19:00:00,81,34,16,3,9,56,17,0,0,8,4,0,5,7,240
2024-03-21 19:10:00,72,34,10,6,8,60,12,2,2,7,4,0,9,9,235
2024-03-21 19:20:00,62,31,29,3,6,44,16,4,1,7,2,1,3,4,213
2024-03-21 19:30:00,52,34,9,1,11,28,14,5,4,11,3,0,5,4,181
2024-03-21 19:40:00,66,25,7,4,7,36,19,1,0,5,1,1,5,4,181
2024-03-21 19:50:00,39,23,8,1,8,35,21,2,2,9,0,1,4,6,159
2024-03-21 20:00:00,40,17,3,5,7,29,18,5,3,5,0,0,3,5,140
2024-03-21 20:10:00,49,25,6,3,14,34,16,0,0,8,0,1,2,4,162
2024-03-21 20:20:00,50,30,16,2,4,19,16,2,0,0,1,1,5,5,151
2024-03-21 20:30:00,31,24,4,2,4,20,11,0,0,6,3,0,3,3,111
2024-03-21 20:40:00,37,19,9,3,3,22,17,1,1,6,2,0,6,2,128
2024-03-21 20:50:00,49,30,7,1,2,23,17,0,0,4,0,0,1,3,137
2024-03-21 21:00:00,38,19,12,1,0,24,14,0,0,1,5,0,1,2,117
2024-03-21 21:10:00,39,24,1,1,11,29,21,3,1,10,2,0,1,3,146
2024-03-21 21:20:00,38,24,5,4,4,18,12,0,0,4,0,0,0,0,109
2024-03-21 21:30:00,31,20,4,2,5,23,21,1,3,5,1,0,2,2,120
2024-03-21 21:40:00,38,25,6,2,3,18,15,0,0,3,1,0,3,2,116
2024-03-21 21:50:00,28,23,6,5,7,17,15,2,3,12,0,0,2,2,122
2024-03-21 22:00:00,28,16,2,1,2,23,12,1,2,2,1,0,7,8,105
2024-03-21 22:10:00,36,20,2,0,3,13,12,0,0,0,0,0,2,3,91
2024-03-21 22:20:00,28,17,6,1,4,11,8,1,1,5,2,0,1,0,85
2024-03-21 22:30:00,29,21,2,1,1,8,8,1,1,1,1,0,1,1,76
2024-03-21 22:40:00,19,16,1,0,2,11,8,1,0,7,0,0,0,1,66
2024-03-21 22:50:00,26,21,5,2,0,15,12,0,0,1,1,0,1,2,86
2024-03-21 23:00:00,19,17,3,2,0,12,12,2,1,3,1,0,2,2,76
2024-03-21 23:10:00,19,13,4,0,0,16,11,1,0,1,0,0,1,1,67
2024-03-21 23:20:00,20,19,3,0,0,13,8,1,1,0,0,0,0,1,66
2024-03-21 23:30:00,10,5,11,1,1,8,6,0,0,3,0,0,1,3,49
2024-03-21 23:40:00,11,8,3,0,2,13,10,1,1,1,1,0,0,0,51
2024-03-21 23:50:00,8,8,8,4,0,7,7,1,1,1,0,0,2,0,47
2024-03-22 00:00:00,11,9,1,0,0,7,7,1,0,0,0,0,0,0,36
2024-03-22 00:10:00,11,8,5,3,1,5,4,0,0,0,0,0,0,0,37
2024-03-22 00:20:00,6,5,2,0,1,3,4,0,0,1,0,0,0,0,22
2024-03-22 00:30:00,6,6,4,0,0,1,1,0,0,0,0,0,0,0,18
2024-03-22 00:40:00,6,6,3,0,0,6,6,0,0,0,0,0,0,0,27
2024-03-22 00:50:00,5,3,3,0,0,3,3,0,0,0,0,0,0,0,17
2024-03-22 01:00:00,8,6,14,2,0,5,6,1,0,0,0,0,1,1,44
2024-03-22 01:10:00,7,6,3,0,0,3,3,0,0,0,1,0,0,0,23
2024-03-22 01:20:00,3,3,5,0,0,3,3,0,0,0,1,0,0,1,19
2024-03-22 01:30:00,2,2,0,0,0,3,3,0,0,0,0,0,0,0,10
2024-03-22 01:40:00,6,4,1,0,0,2,2,0,0,0,0,0,0,0,15
2024-03-22 01:50:00,3,2,0,0,3,4,6,0,2,0,0,0,0,1,21
2024-03-22 02:00:00,1,1,1,0,2,1,1,0,0,0,1,0,0,0,8
2024-03-22 02:10:00,4,4,3,1,0,1,1,0,0,0,0,0,0,0,14
2024-03-22 02:20:00,5,4,2,1,0,1,1,0,0,2,0,0,0,0,16
2024-03-22 02:30:00,2,1,0,0,0,1,1,0,0,0,0,0,0,0,5
2024-03-22 02:40:00,2,2,0,0,0,1,1,0,0,0,0,0,0,0,6
2024-03-22 02:50:00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
2024-03-22 03:00:00,1,1,1,0,2,0,0,0,0,0,0,0,0,0,5
2024-03-22 03:10:00,1,1,0,0,0,2,4,1,2,0,0,0,0,1,12
2024-03-22 03:20:00,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
2024-03-22 03:30:00,3,2,1,0,0,0,2,0,2,0,0,0,0,1,11
2024-03-22 03:40:00,3,2,2,1,0,2,4,0,2,0,0,0,0,1,17
2024-03-22 03:50:00,4,3,1,0,0,2,2,1,0,0,0,0,0,0,13
2024-03-22 04:00:00,3,3,2,0,0,3,2,0,0,0,0,0,0,0,13
2024-03-22 04:10:00,8,9,4,1,0,4,4,1,1,0,2,0,0,0,34
2024-03-22 04:20:00,1,1,0,0,1,4,4,0,0,0,0,0,2,0,13
2024-03-22 04:30:00,6,6,0,0,1,5,5,3,0,2,0,0,2,0,30
2024-03-22 04:40:00,3,2,2,1,2,7,7,1,1,0,0,0,1,1,28
2024-03-22 04:50:00,8,7,0,0,1,16,12,5,1,2,0,0,5,0,57
2024-03-22 05:00:00,13,12,3,0,3,6,7,3,0,0,0,0,2,0,49
2024-03-22 05:10:00,5,5,2,0,2,17,14,3,0,0,0,0,3,0,51
2024-03-22 05:20:00,13,12,3,0,3,17,7,0,0,0,0,0,2,0,57
2024-03-22 05:30:00,15,9,14,1,1,25,16,1,1,1,0,0,3,1,88
2024-03-22 05:40:00,16,14,2,0,2,38,19,2,0,2,0,0,0,1,96
2024-03-22 05:50:00,23,15,9,0,4,36,20,1,1,4,0,0,5,3,121
2024-03-22 06:00:00,18,17,0,0,3,35,17,0,0,3,1,0,1,2,97
2024-03-22 06:10:00,30,26,4,1,3,36,17,1,1,5,0,0,6,2,132
2024-03-22 06:20:00,33,16,1,1,5,53,13,3,2,6,3,0,8,2,146
2024-03-22 06:30:00,26,19,4,3,4,47,16,1,0,2,4,0,3,2,131
2024-03-22 06:40:00,34,33,8,2,5,57,17,1,1,3,2,1,4,1,169
2024-03-22 06:50:00,46,31,16,3,12,35,10,2,3,3,0,0,1,4,166
2024-03-22 07:00:00,45,30,6,2,8,57,18,0,0,9,0,0,4,1,180
2024-03-22 07:10:00,48,41,6,4,11,66,17,0,0,9,0,0,2,4,208
2024-03-22 07:20:00,52,22,14,2,12,73,18,4,3,7,2,0,1,2,212
2024-03-22 07:30:00,62,33,5,3,15,75,18,3,4,14,4,0,1,0,237
2024-03-22 07:40:00,71,18,8,2,15,80,16,11,9,11,3,0,3,3,250
2024-03-22 07:50:00,52,32,11,3,11,70,19,3,3,14,3,0,1,1,223
2024-03-22 08:00:00,38,29,23,2,12,66,15,4,3,9,1,2,3,3,210
2024-03-22 08:10:00,72,36,7,5,22,82,17,5,2,8,2,0,1,3,262
2024-03-22 08:20:00,44,35,10,10,9,47,16,6,4,12,4,0,2,3,202
2024-03-22 08:30:00,55,30,15,6,10,61,13,6,3,10,6,1,2,9,227
2024-03-22 08:40:00,60,39,20,1,11,51,18,2,2,12,3,0,3,1,223
2024-03-22 08:50:00,60,43,18,4,10,69,22,5,2,8,5,1,5,3,255
2024-03-22 09:00:00,47,35,2,1,18,48,24,0,1,11,0,0,2,2,191
2024-03-22 09:10:00,55,43,18,4,10,59,17,4,3,11,3,0,2,4,233
2024-03-22 09:20:00,38,34,5,5,12,53,18,4,6,9,4,1,5,8,202
2024-03-22 09:30:00,56,41,41,5,14,63,14,2,1,6,0,0,6,5,254
2024-03-22 09:40:00,53,48,7,2,16,51,20,4,2,9,0,0,3,3,218
2024-03-22 09:50:00,59,45,12,9,11,62,17,2,2,11,3,0,3,3,239
