datetime,D21Z,V22Z,V32Z,D51Z,D52Z,D53Z,V54Z,V55Z,V56Z,D61Z,D62Z,D81Z,D82Z,V83Z,V84Z,V92Z,D111Z,D112Z,V113Z,V114Z,D121Z,V122Z,Total
2024-03-01 01:00:00,3,4,3,1,3,0,1,3,0,1,1,0,0,0,0,2,5,0,8,0,0,0,35
2024-03-01 01:10:00,2,5,0,0,3,0,1,4,0,0,0,1,2,2,3,0,4,1,4,0,0,0,32
2024-03-01 01:20:00,2,2,4,4,3,1,7,5,4,1,1,0,1,0,0,3,5,2,7,1,0,0,53
2024-03-01 01:30:00,2,0,2,2,0,0,4,0,0,1,1,2,1,4,0,0,6,2,5,1,0,0,33
2024-03-01 01:40:00,2,2,1,1,2,2,1,2,3,0,0,0,1,0,1,0,7,0,8,1,1,2,37
2024-03-01 01:50:00,3,2,3,0,4,1,0,6,3,0,0,1,2,2,6,0,7,1,7,1,0,0,49
2024-03-01 02:00:00,3,2,5,0,6,0,0,9,0,0,0,0,3,0,4,1,2,0,6,0,0,0,41
2024-03-01 02:10:00,1,1,0,2,4,0,2,3,0,0,0,1,1,1,1,0,8,1,11,2,0,0,39
2024-03-01 02:20:00,1,1,0,1,2,0,2,3,0,0,0,0,2,0,1,0,3,0,3,0,0,0,19
2024-03-01 02:30:00,0,1,2,0,2,0,0,3,0,0,0,0,1,2,2,0,0,0,0,0,0,0,13
2024-03-01 02:40:00,2,2,0,0,2,0,0,2,0,2,2,1,0,0,0,0,3,1,3,3,0,0,23
2024-03-01 02:50:00,1,0,1,0,0,0,0,1,0,1,1,0,2,0,4,3,2,1,2,1,0,0,20
2024-03-01 03:00:00,1,2,2,2,5,0,3,4,0,0,0,2,0,3,0,0,4,1,8,1,0,0,38
2024-03-01 03:10:00,1,0,0,1,2,1,1,4,2,0,0,0,2,0,4,0,4,0,6,0,0,0,28
2024-03-01 03:20:00,0,1,3,0,2,0,0,2,0,1,1,2,1,3,0,0,3,0,6,0,0,0,25
2024-03-01 03:30:00,1,1,0,0,4,0,0,5,0,0,0,4,1,6,2,0,5,1,7,0,0,0,37
2024-03-01 03:40:00,0,0,1,3,5,1,5,7,1,0,0,0,1,0,0,0,5,0,5,0,0,0,34
2024-03-01 03:50:00,0,0,0,0,8,0,1,12,0,1,1,1,1,2,0,0,5,0,6,0,0,0,38
2024-03-01 04:00:00,0,1,5,1,7,1,3,7,1,2,2,0,0,0,0,0,3,1,4,0,0,0,38
2024-03-01 04:10:00,2,2,3,1,7,1,3,9,1,0,0,0,0,0,0,0,2,1,2,1,0,0,35
2024-03-01 04:20:00,1,2,2,0,7,0,0,9,0,1,1,2,0,2,0,0,10,0,12,0,0,0,49
2024-03-01 04:30:00,0,0,0,2,6,0,2,7,0,0,0,1,1,0,0,0,7,6,10,8,1,1,52
2024-03-01 04:40:00,2,2,2,0,9,1,0,10,2,2,2,0,0,0,0,0,8,6,11,5,0,0,62
2024-03-01 04:50:00,0,0,0,1,10,4,1,11,5,0,0,2,1,2,0,0,9,7,11,9,0,0,73
2024-03-01 05:00:00,0,1,2,3,19,2,4,26,4,0,0,4,0,5,0,0,10,9,11,14,0,0,114
2024-03-01 05:10:00,0,1,1,5,24,1,7,29,1,0,0,3,0,3,0,2,17,13,20,18,0,0,145
2024-03-01 05:20:00,0,1,3,4,34,6,7,36,6,3,3,4,1,7,1,3,17,22,19,22,0,0,199
2024-03-01 05:30:00,1,2,6,4,24,3,6,22,6,4,4,2,1,1,0,3,17,22,20,18,0,0,166
2024-03-01 05:40:00,1,3,6,5,42,6,7,43,8,5,5,2,0,0,0,1,38,29,25,32,0,0,258
2024-03-01 05:50:00,3,5,6,4,38,6,8,37,13,8,8,5,4,1,8,2,37,28,33,28,0,0,282
2024-03-01 06:00:00,0,3,3,12,27,6,16,29,11,5,5,9,2,8,2,4,39,21,37,25,1,1,266
2024-03-01 06:10:00,1,0,1,5,35,13,11,36,13,10,8,15,5,12,7,4,43,36,37,46,1,2,341
2024-03-01 06:20:00,0,1,7,10,51,22,14,44,18,9,9,7,6,9,7,1,61,50,18,33,1,1,379
2024-03-01 06:30:00,4,1,2,11,57,21,17,49,25,6,5,5,3,6,5,0,61,59,47,45,1,5,435
2024-03-01 06:40:00,4,5,4,17,60,29,17,48,28,16,12,12,5,4,1,4,68,52,41,35,0,0,462
2024-03-01 06:50:00,5,4,6,22,74,35,28,48,35,9,10,3,5,4,7,5,72,44,47,41,5,7,516
2024-03-01 07:00:00,5,7,8,20,46,31,23,29,19,14,9,7,7,13,12,9,66,46,33,20,2,1,427
2024-03-01 07:10:00,8,7,12,18,61,32,20,41,26,9,8,6,11,6,17,8,83,45,24,28,1,1,472
2024-03-01 07:20:00,11,11,10,21,55,32,12,19,22,9,7,14,8,18,8,16,83,45,42,28,1,2,474
2024-03-01 07:30:00,13,13,11,22,53,32,19,27,25,14,14,15,10,15,11,14,64,62,23,27,2,2,488
2024-03-01 07:40:00,7,7,20,33,69,44,25,33,29,24,16,9,12,8,21,12,88,81,20,52,1,1,612
2024-03-01 07:50:00,12,14,14,24,56,34,13,27,21,13,11,7,17,10,23,4,75,76,20,33,1,2,507
2024-03-01 08:00:00,7,7,13,25,55,41,17,39,24,12,11,11,17,11,24,15,70,68,25,35,2,3,532
2024-03-01 08:10:00,14,12,15,22,50,34,15,30,24,10,9,9,9,13,6,14,80,55,32,35,1,2,491
2024-03-01 08:20:00,19,19,18,19,54,35,16,26,24,14,9,16,8,18,12,11,86,54,28,21,4,4,515
2024-03-01 08:30:00,7,7,11,23,56,37,17,31,24,17,13,13,17,11,19,15,55,46,16,20,3,2,460
2024-03-01 08:40:00,11,15,10,27,62,39,18,32,23,18,17,15,17,13,21,14,63,43,22,20,4,4,508
2024-03-01 08:50:00,14,13,16,30,53,33,22,30,20,8,4,12,12,17,12,11,59,41,19,23,5,5,459
2024-03-01 09:00:00,18,15,22,17,45,17,15,26,14,16,12,19,16,15,12,9,49,37,23,22,6,7,432
2024-03-01 09:10:00,16,17,10,24,46,37,20,18,20,15,10,20,11,16,10,11,60,42,20,26,3,5,457
2024-03-01 09:20:00,9,11,16,24,47,22,17,26,20,17,7,13,13,17,13,15,73,45,26,22,3,5,461
2024-03-01 09:30:00,14,13,16,28,54,33,19,25,20,14,10,20,26,17,19,15,57,37,26,26,3,4,496
2024-03-01 09:40:00,18,17,19,24,58,32,18,35,15,13,11,12,17,15,15,10,63,47,13,27,7,9,495
2024-03-01 09:50:00,21,28,14,28,41,27,17,21,15,19,16,19,18,22,15,8,52,48,20,29,11,8,497
2024-03-01 10:00:00,19,29,20,16,50,29,19,24,20,16,12,15,23,12,17,13,60,27,30,26,7,9,493
2024-03-01 10:10:00,16,24,34,22,53,30,16,24,18,17,9,26,10,19,8,9,62,45,19,26,3,4,494
2024-03-01 10:20:00,20,15,22,23,46,33,11,21,25,14,11,22,22,17,16,11,47,43,21,37,5,5,487
2024-03-01 10:30:00,18,10,18,25,47,37,17,21,16,16,12,17,21,10,22,22,66,47,8,31,7,10,498
2024-03-01 10:40:00,26,15,21,20,46,25,20,20,15,23,13,13,20,14,13,12,58,48,6,21,3,5,457
2024-03-01 10:50:00,23,19,17,30,56,30,18,34,22,13,10,30,19,16,17,17,64,45,24,26,7,6,543
2024-03-01 11:00:00,19,18,20,21,56,28,21,32,16,15,14,18,21,16,18,13,52,43,30,27,5,4,507
2024-03-01 11:10:00,22,19,16,27,46,31,19,19,16,13,11,28,17,20,16,6,50,42,23,27,11,7,486
2024-03-01 11:20:00,24,20,17,26,65,38,16,27,24,17,13,27,17,28,15,20,55,45,24,56,7,8,589
2024-03-01 11:30:00,28,23,16,29,56,40,22,29,24,13,9,23,25,22,28,18,50,43,16,23,3,5,545
2024-03-01 11:40:00,31,28,20,37,60,37,17,18,21,20,16,27,25,28,26,14,66,51,31,26,14,10,623
2024-03-01 11:50:00,32,20,20,14,57,30,16,29,17,20,12,28,30,28,30,24,63,38,17,23,4,4,556
2024-03-01 12:00:00,31,26,18,16,61,29,12,28,15,12,13,25,22,24,20,22,57,50,11,29,8,6,535
2024-03-01 12:10:00,24,21,17,20,68,46,15,38,24,20,11,27,22,27,21,26,58,49,16,27,5,6,588
2024-03-01 12:20:00,20,22,14,22,56,40,16,34,31,26,14,25,22,23,27,21,54,48,16,24,4,5,564
2024-03-01 12:30:00,28,21,14,24,62,46,15,35,30,8,9,19,21,27,28,16,79,54,15,23,2,3,579
2024-03-01 12:40:00,23,17,17,30,67,43,28,33,25,14,9,15,24,21,27,15,77,55,14,27,7,8,596
2024-03-01 12:50:00,26,25,42,16,60,38,15,38,27,14,15,21,25,24,24,19,63,53,26,25,12,6,614
2024-03-01 13:00:00,19,17,17,24,70,54,18,32,32,17,13,20,25,27,28,19,72,56,19,27,5,7,618
2024-03-01 13:10:00,24,14,12,14,42,30,9,28,21,8,6,11,23,11,16,11,38,33,11,19,1,0,382
2024-03-01 13:20:00,33,22,20,21,75,35,24,37,27,21,14,27,18,21,17,13,69,55,17,25,8,7,606
2024-03-01 13:30:00,22,15,13,27,71,41,22,35,27,27,14,20,23,21,26,17,79,67,13,33,8,8,629
2024-03-01 13:40:00,25,15,11,30,59,25,16,44,22,17,10,25,20,13,20,14,72,65,9,22,5,4,543
2024-03-01 13:50:00,24,14,20,22,56,40,23,32,24,23,7,27,23,17,14,10,66,55,15,29,7,6,554
2024-03-01 14:00:00,17,11,19,19,65,45,24,32,29,13,8,29,22,19,17,20,65,57,19,22,3,2,557
2024-03-01 14:10:00,29,20,21,26,66,33,18,28,22,14,10,44,40,17,18,14,67,62,12,22,5,8,596
2024-03-01 14:20:00,21,17,22,26,61,36,20,40,26,22,9,56,27,15,23,12,68,51,17,22,4,4,599
2024-03-01 14:30:00,15,16,22,30,73,42,28,31,34,12,8,34,28,14,18,17,71,62,13,23,7,5,603
2024-03-01 14:40:00,22,14,24,24,61,34,22,37,25,14,14,30,20,18,16,15,63,51,11,14,3,5,537
2024-03-01 14:50:00,22,22,21,29,70,46,20,35,30,11,9,20,29,15,22,13,61,48,21,25,7,9,585
2024-03-01 15:00:00,22,16,21,28,70,53,17,23,22,12,10,20,17,23,12,11,71,70,21,27,10,9,585
2024-03-01 15:10:00,19,15,23,21,77,61,18,22,31,15,9,22,30,18,16,12,69,57,19,20,7,7,588
2024-03-01 15:20:00,18,17,22,21,55,23,18,35,18,20,10,27,19,22,11,18,64,61,8,23,3,3,516
2024-03-01 15:30:00,22,16,20,26,79,49,16,26,24,19,9,23,22,15,15,17,74,58,18,23,2,3,576
2024-03-01 15:40:00,21,19,22,32,71,38,20,32,27,22,10,19,16,15,14,13,72,49,19,23,3,4,561
2024-03-01 15:50:00,16,13,17,26,60,34,18,27,28,9,9,14,21,13,23,21,57,49,16,21,8,4,504
2024-03-01 16:00:00,15,12,19,19,56,29,14,29,19,15,9,22,20,17,11,16,54,44,13,18,4,5,460
2024-03-01 16:10:00,27,19,14,24,73,44,13,36,36,14,14,18,29,16,27,22,68,60,18,20,6,8,606
2024-03-01 16:20:00,24,19,17,27,73,33,24,39,27,14,9,28,23,21,19,21,71,53,26,30,7,9,614
2024-03-01 16:30:00,25,24,17,28,70,42,17,37,36,10,8,21,11,18,12,10,79,60,20,28,2,2,577
2024-03-01 16:40:00,28,26,16,29,63,43,23,20,25,13,13,27,20,26,16,16,74,64,14,19,7,8,590
2024-03-01 16:50:00,24,21,26,21,70,38,16,30,24,19,16,19,18,21,14,14,68,66,13,24,3,3,568
2024-03-01 17:00:00,21,21,17,24,61,39,18,25,29,20,14,28,25,30,25,18,87,66,18,22,3,4,615
2024-03-01 17:10:00,30,24,18,21,56,50,21,33,33,11,12,23,22,20,25,16,77,60,13,21,3,3,592
2024-03-01 17:20:00,24,17,14,10,41,43,10,25,29,13,13,8,23,10,21,20,51,45,9,16,6,5,453
2024-03-01 17:30:00,19,21,17,22,60,57,20,43,40,27,15,14,23,21,27,21,73,52,30,25,1,1,629
2024-03-01 17:40:00,22,20,18,30,46,41,21,32,34,11,12,28,17,28,25,20,77,57,22,24,4,4,593
2024-03-01 17:50:00,24,19,25,22,47,51,12,24,34,12,9,19,19,26,36,18,73,59,19,26,5,5,584
2024-03-01 18:00:00,22,21,17,20,62,38,13,32,32,13,13,16,16,26,17,36,69,53,24,19,5,5,569
2024-03-01 18:10:00,23,18,15,15,62,37,17,39,28,12,10,26,11,33,14,12,56,45,21,14,0,0,508
2024-03-01 18:20:00,12,26,23,10,59,34,11,28,31,9,8,26,14,28,21,18,67,52,16,18,6,9,526
2024-03-01 18:30:00,19,19,34,18,59,36,15,38,33,6,6,19,8,25,11,22,79,62,20,24,5,7,565
2024-03-01 18:40:00,23,25,26,15,65,29,17,57,46,12,12,18,16,22,23,20,82,58,32,31,4,5,638
2024-03-01 18:50:00,12,14,24,14,55,19,15,42,27,5,5,16,19,23,40,26,76,41,22,28,4,6,533
2024-03-01 19:00:00,14,18,29,18,43,19,22,33,28,15,10,11,11,14,16,16,64,37,30,33,1,2,484
2024-03-01 19:10:00,12,13,14,12,51,22,18,54,30,8,9,14,16,12,19,18,68,45,33,26,1,0,495
2024-03-01 19:20:00,10,12,20,5,47,24,12,38,31,5,5,11,10,19,20,11,61,41,32,31,1,2,448
2024-03-01 19:30:00,14,18,20,8,51,19,10,50,32,10,9,8,12,9,16,9,70,35,38,32,0,0,470
2024-03-01 19:40:00,10,10,13,11,38,12,16,37,15,7,7,12,9,14,9,21,76,43,32,34,3,3,432
2024-03-01 19:50:00,8,10,22,13,33,13,18,29,22,3,3,13,6,33,7,21,59,26,32,18,2,2,393
2024-03-01 20:00:00,9,8,20,3,37,10,7,40,20,2,3,12,2,22,6,13,47,29,39,32,0,0,361
2024-03-01 20:10:00,9,8,11,9,29,14,18,35,22,8,7,20,4,27,4,18,53,24,34,27,4,3,388
2024-03-01 20:20:00,6,7,21,5,33,20,7,24,22,2,2,7,1,11,1,9,40,20,39,20,4,6,307
2024-03-01 20:30:00,4,4,4,7,24,11,6,36,21,6,8,6,4,6,5,3,51,24,36,30,4,3,303
2024-03-01 20:40:00,3,4,7,4,31,7,5,31,8,1,0,5,1,8,1,4,36,21,33,29,2,3,244
2024-03-01 20:50:00,7,7,13,12,30,12,16,30,23,3,3,4,6,4,8,4,45,27,32,37,0,0,323
2024-03-01 21:00:00,2,2,6,7,33,13,9,28,14,2,2,9,2,15,7,4,37,27,27,27,1,3,277
2024-03-01 21:10:00,4,7,15,5,24,10,13,34,17,2,2,6,4,9,5,3,34,29,28,32,1,1,285
2024-03-01 21:20:00,4,4,8,8,38,17,14,35,24,5,7,3,3,1,4,8,35,24,38,25,2,3,310
2024-03-01 21:30:00,5,7,11,2,19,10,4,21,21,4,1,4,1,8,1,6,32,15,27,25,3,4,231
2024-03-01 21:40:00,5,2,6,7,15,3,11,16,6,4,4,4,6,5,4,1,35,25,25,24,2,3,213
2024-03-01 21:50:00,1,4,13,4,24,12,5,28,14,0,0,2,6,1,9,2,31,16,33,23,2,4,234
2024-03-01 22:00:00,2,1,8,9,22,8,14,22,11,0,0,4,3,7,9,9,43,18,31,20,2,2,245
2024-03-01 22:10:00,7,6,13,5,31,14,5,36,13,4,4,3,2,5,4,0,39,13,32,13,0,0,249
2024-03-01 22:20:00,3,2,7,4,28,11,3,33,15,0,0,8,2,9,0,2,24,8,30,10,1,2,202
2024-03-01 22:30:00,6,4,3,6,25,10,8,24,16,3,2,2,1,3,2,6,25,11,33,16,0,0,206
2024-03-01 22:40:00,5,5,5,2,30,11,1,40,16,4,4,4,4,3,5,10,29,11,29,14,0,0,232
2024-03-01 22:50:00,2,1,4,3,23,1,8,23,1,4,3,1,2,2,3,5,34,19,58,22,0,0,219
2024-03-01 23:00:00,8,7,4,3,27,7,6,36,15,1,1,3,0,3,0,0,32,9,34,15,0,0,211
2024-03-01 23:10:00,3,2,0,1,21,8,1,21,12,3,2,3,2,3,1,8,25,11,28,13,1,2,171
2024-03-01 23:20:00,4,3,6,2,12,4,5,20,6,1,1,4,4,3,8,0,19,7,28,7,1,2,147
2024-03-01 23:30:00,3,4,6,2,23,6,3,35,13,1,1,3,0,3,0,2,17,12,21,14,0,0,169
2024-03-01 23:40:00,4,8,10,1,18,3,1,17,4,0,0,4,4,5,4,2,24,6,24,5,1,1,146
2024-03-01 23:50:00,5,5,6,1,13,1,1,20,4,3,3,1,0,0,2,0,15,4,22,4,0,0,110
2024-03-02 00:00:00,3,3,10,2,19,4,3,28,10,1,1,4,1,4,1,0,12,6,20,10,1,1,144
2024-03-02 00:10:00,3,1,4,0,11,0,0,16,0,1,1,3,0,6,1,3,12,6,15,10,0,0,93
2024-03-02 00:20:00,5,2,3,2,6,0,7,9,0,0,0,3,2,2,4,0,16,4,24,5,0,0,94
2024-03-02 00:30:00,2,2,3,2,5,1,4,7,3,0,0,1,2,2,2,5,15,2,23,1,0,0,82
2024-03-02 00:40:00,2,3,2,0,10,4,0,12,10,0,0,1,4,0,4,3,13,4,17,5,0,0,94
2024-03-02 00:50:00,0,2,9,1,7,2,2,11,2,1,1,2,0,2,0,0,5,6,7,10,1,1,72
2024-03-02 01:00:00,2,0,0,0,9,4,0,14,9,2,2,0,0,0,0,6,11,1,14,2,1,2,79
2024-03-02 01:10:00,2,1,0,3,7,1,6,9,3,0,0,2,1,4,2,0,16,2,24,5,0,0,88
2024-03-02 01:20:00,4,6,5,0,8,2,0,6,3,1,1,0,1,0,1,0,9,0,11,0,0,0,58
2024-03-02 01:30:00,3,4,1,1,7,2,1,12,1,0,0,1,3,2,8,1,10,1,19,1,1,1,80
2024-03-02 01:40:00,3,3,2,1,6,1,2,8,4,0,0,2,2,3,3,2,11,2,18,4,0,0,77
2024-03-02 01:50:00,1,2,2,1,2,2,1,4,2,0,0,1,4,1,6,0,9,3,10,4,0,0,55
2024-03-02 02:00:00,2,3,4,2,8,3,4,11,4,2,1,0,0,0,0,0,7,0,10,0,0,0,61
2024-03-02 02:10:00,7,5,2,1,2,0,1,4,0,0,0,4,1,8,2,0,9,2,12,5,1,1,67
2024-03-02 02:20:00,2,2,2,0,3,0,0,5,0,1,1,0,0,0,0,0,8,3,11,6,0,0,44
2024-03-02 02:30:00,1,1,1,1,3,0,1,4,0,1,1,2,1,4,0,2,5,0,8,1,1,2,40
2024-03-02 02:40:00,2,1,1,2,5,0,2,4,0,0,0,0,0,0,0,2,4,1,4,3,1,2,34
2024-03-02 02:50:00,0,0,0,0,2,1,2,4,2,0,0,3,1,6,1,0,6,1,9,1,1,1,41
2024-03-02 03:00:00,3,3,0,0,5,0,0,8,1,1,1,1,1,0,1,2,7,0,11,0,0,0,45
2024-03-02 03:10:00,3,2,1,1,7,0,3,10,0,1,1,0,1,0,2,0,8,4,21,6,0,0,71
2024-03-02 03:20:00,1,4,2,1,3,0,1,3,0,0,0,0,1,0,0,0,5,2,7,3,1,1,35
2024-03-02 03:30:00,2,2,3,0,4,1,1,4,4,0,0,0,0,0,0,0,3,1,6,1,0,0,32
2024-03-02 03:40:00,4,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,6,0,7,0,0,0,29
2024-03-02 03:50:00,6,8,8,2,8,0,3,11,0,0,0,4,1,5,2,5,6,1,8,1,0,0,79
2024-03-02 04:00:00,0,0,1,0,5,0,0,7,0,0,0,2,1,3,1,0,6,1,12,1,0,0,40
2024-03-02 04:10:00,1,1,1,2,5,0,3,6,0,0,0,2,4,3,4,0,3,0,3,0,0,0,38
2024-03-02 04:20:00,1,1,4,2,1,0,2,1,3,2,2,1,0,0,0,0,5,1,7,1,0,0,34
2024-03-02 04:30:00,3,3,3,0,5,0,0,6,0,0,0,0,1,0,2,0,4,2,6,3,1,1,40
2024-03-02 04:40:00,3,4,2,2,6,0,5,9,0,0,0,0,2,0,0,3,4,3,7,6,0,0,56
2024-03-02 04:50:00,2,7,5,3,5,0,6,10,0,0,0,0,0,0,0,0,8,4,8,5,0,0,63
2024-03-02 05:00:00,5,2,5,3,8,0,5,11,0,0,0,3,2,1,2,0,7,3,7,2,1,2,69
2024-03-02 05:10:00,0,5,10,2,9,0,4,16,2,1,1,1,0,1,0,3,9,7,12,10,1,2,96
2024-03-02 05:20:00,2,4,2,1,7,3,2,9,7,0,0,1,0,2,0,0,10,8,16,9,0,0,83
2024-03-02 05:30:00,0,3,2,3,9,1,3,13,3,3,3,4,4,5,1,0,13,0,14,0,1,1,86
2024-03-02 05:40:00,2,2,0,2,14,1,4,17,1,2,1,0,2,0,1,4,10,2,9,5,0,0,79
2024-03-02 05:50:00,0,0,0,2,7,0,3,8,0,3,2,0,1,0,0,0,12,4,15,5,0,0,62
2024-03-02 06:00:00,1,1,3,2,9,3,5,19,3,2,2,8,5,11,5,8,8,1,7,1,0,0,104
2024-03-02 06:10:00,0,1,3,5,12,4,11,17,10,1,1,5,0,3,0,0,19,2,24,2,0,0,120
2024-03-02 06:20:00,1,3,2,5,19,5,13,26,7,3,3,1,1,0,3,0,12,5,16,7,0,0,132
2024-03-02 06:30:00,0,0,2,2,25,3,5,29,5,7,3,1,3,2,3,4,11,4,14,7,0,0,130
2024-03-02 06:40:00,4,5,4,3,22,1,7,29,2,2,2,0,1,0,2,0,20,9,23,13,0,0,149
2024-03-02 06:50:00,4,2,4,1,17,6,2,14,5,1,1,1,2,0,3,0,24,6,25,8,0,0,126
2024-03-02 07:00:00,4,3,2,5,19,3,5,18,3,8,4,5,3,9,6,0,21,5,20,5,1,1,150
2024-03-02 07:10:00,5,8,3,9,21,8,9,16,7,10,9,2,5,3,6,6,27,10,21,8,1,1,195
2024-03-02 07:20:00,6,5,3,4,22,8,5,18,7,7,7,7,4,7,4,5,26,5,17,5,3,2,177
2024-03-02 07:30:00,2,2,7,5,23,7,7,20,8,3,5,4,3,5,4,9,26,10,22,6,1,1,180
2024-03-02 07:40:00,4,4,1,6,33,10,6,23,11,14,11,5,2,5,0,4,29,9,18,11,1,1,208
2024-03-02 07:50:00,7,7,2,12,33,13,11,24,10,6,5,6,8,8,9,7,35,10,16,12,1,1,243
2024-03-02 08:00:00,4,4,4,18,14,7,15,16,8,13,10,13,10,17,16,4,27,13,13,10,1,4,241
2024-03-02 08:10:00,5,4,8,10,28,16,14,20,14,9,5,8,6,11,7,7,37,11,19,9,2,2,252
2024-03-02 08:20:00,8,6,8,9,32,14,8,25,14,10,10,8,5,7,5,8,40,13,27,10,0,0,267
2024-03-02 08:30:00,4,5,9,12,33,20,12,21,13,14,13,13,9,15,9,1,37,16,19,14,3,3,295
2024-03-02 08:40:00,12,7,6,18,48,16,16,29,14,13,7,9,9,10,7,8,45,19,15,16,0,1,325
2024-03-02 08:50:00,12,13,5,22,33,16,19,24,13,19,13,15,10,13,11,11,39,21,23,17,3,4,356
2024-03-02 09:00:00,10,13,8,14,40,11,12,29,11,16,14,23,16,23,17,15,51,22,21,14,1,1,382
2024-03-02 09:10:00,15,16,12,23,37,24,20,27,16,25,12,11,13,11,16,8,48,21,23,20,3,3,404
2024-03-02 09:20:00,21,11,13,30,54,26,19,19,14,18,10,16,17,18,14,12,56,34,20,24,9,8,463
2024-03-02 09:30:00,17,12,21,19,48,29,15,26,18,13,14,24,20,18,17,14,53,26,21,21,1,1,448
2024-03-02 09:40:00,17,14,11,34,43,22,19,25,16,19,13,19,20,15,12,12,69,39,27,22,5,6,479
2024-03-02 09:50:00,15,16,14,29,51,33,17,23,16,21,9,22,17,19,14,11,55,33,28,29,3,3,478
2024-03-02 10:00:00,21,21,19,29,58,28,21,32,19,26,14,26,12,18,7,12,60,34,17,29,3,3,509
2024-03-02 10:10:00,16,15,15,29,69,31,16,25,18,13,8,18,21,18,22,16,78,46,22,26,3,4,529
2024-03-02 10:20:00,15,12,15,33,56,37,21,42,25,30,12,24,26,21,21,10,54,31,25,25,7,6,548
2024-03-02 10:30:00,18,16,19,26,61,35,26,26,17,30,9,16,25,17,17,11,73,46,19,33,5,5,550
2024-03-02 10:40:00,16,15,16,29,58,30,17,33,19,21,7,21,32,15,28,10,70,49,12,29,3,3,533
2024-03-02 10:50:00,27,20,14,26,62,34,16,25,18,35,4,24,20,19,9,12,71,50,17,32,4,3,542
2024-03-02 11:00:00,19,14,19,29,64,39,18,46,28,30,14,21,23,21,17,16,69,49,15,26,3,3,583
2024-03-02 11:10:00,18,17,19,37,50,27,19,25,15,35,24,34,30,22,23,11,65,51,13,26,10,9,580
2024-03-02 11:20:00,31,23,14,16,55,31,14,22,19,28,12,30,26,21,23,18,74,59,0,26,9,9,560
2024-03-02 11:30:00,19,15,17,30,58,31,18,27,22,27,14,31,28,17,26,16,62,60,0,24,7,7,556
2024-03-02 11:40:00,30,19,14,25,68,39,22,32,26,26,12,39,24,18,19,19,73,65,2,30,8,8,618
2024-03-02 11:50:00,31,20,21,27,56,36,18,24,25,22,20,30,22,20,18,14,68,50,11,20,7,7,567
2024-03-02 12:00:00,33,23,23,24,59,35,21,32,27,26,15,26,26,22,19,14,77,62,6,25,5,6,606
2024-03-02 12:10:00,30,22,22,32,54,24,21,28,20,24,2,34,23,18,18,10,71,52,11,24,6,6,552
2024-03-02 12:20:00,31,39,20,24,58,31,20,29,22,31,8,32,38,25,22,13,71,69,5,16,6,7,617
2024-03-02 12:30:00,21,18,22,25,58,28,20,27,21,25,17,34,28,19,22,16,72,65,6,18,6,6,574
2024-03-02 12:40:00,27,17,27,24,54,32,24,32,22,32,15,32,21,23,17,13,64,47,8,29,5,4,569
2024-03-02 12:50:00,33,19,18,28,71,34,13,38,19,21,18,45,24,23,19,18,79,61,7,28,2,3,621
2024-03-02 13:00:00,22,46,19,33,66,39,19,30,26,20,11,20,26,21,24,5,67,49,25,34,7,7,616
2024-03-02 13:10:00,29,18,24,25,61,39,19,30,31,19,13,36,31,24,21,14,81,68,3,28,11,9,634
2024-03-02 13:20:00,13,15,26,18,68,37,20,30,22,24,11,29,25,26,20,4,73,58,10,33,4,4,570
2024-03-02 13:30:00,21,18,17,22,57,32,22,29,25,18,15,24,18,19,22,15,62,64,13,26,3,4,546
2024-03-02 13:40:00,34,24,22,27,66,46,20,28,21,17,13,28,16,20,15,16,76,65,5,22,6,4,591
2024-03-02 13:50:00,24,21,20,31,52,27,25,23,18,27,16,28,27,18,20,16,64,50,9,27,2,2,547
2024-03-02 14:00:00,25,25,20,21,73,32,14,26,24,30,14,20,24,18,24,18,72,62,17,28,15,10,612
2024-03-02 14:10:00,31,24,23,22,73,42,23,35,26,19,14,24,27,25,22,17,66,53,10,32,2,2,612
2024-03-02 14:20:00,27,25,15,27,51,30,19,28,21,23,14,28,19,22,18,16,73,59,8,30,11,10,574
2024-03-02 14:30:00,23,17,16,31,60,30,19,27,20,20,15,24,20,19,16,10,76,43,10,22,5,5,528
2024-03-02 14:40:00,28,18,21,20,62,41,20,34,21,22,16,20,21,14,17,13,68,58,3,21,5,5,548
2024-03-02 14:50:00,21,14,19,22,60,33,14,29,18,16,12,25,27,23,24,10,67,63,15,28,6,6,552
2024-03-02 15:00:00,23,17,5,30,55,32,22,29,21,13,11,22,31,17,22,12,64,52,11,32,8,7,536
2024-03-02 15:10:00,27,24,14,22,66,37,19,33,29,22,14,22,24,24,14,18,78,62,12,22,4,5,592
2024-03-02 15:20:00,29,26,19,17,61,46,24,16,24,11,10,22,22,15,20,15,72,58,11,24,5,4,551
2024-03-02 15:30:00,34,29,21,26,53,26,19,25,14,19,17,24,24,18,18,15,70,60,4,31,6,6,559
2024-03-02 15:40:00,21,23,19,30,50,34,31,26,20,17,14,24,23,27,16,14,75,64,10,20,6,8,572
2024-03-02 15:50:00,34,21,30,30,46,21,18,29,18,18,16,27,21,23,18,9,63,48,10,22,2,2,526
2024-03-02 16:00:00,26,20,14,23,64,32,18,32,21,15,13,31,12,22,14,17,77,50,21,30,5,5,562
