datetime,V21Z,V22Z,D51Z,D81Z,D82Z,D91Z,D41Z,V83Z,V84Z,V92Z,V43Z,V44Z,Total
2024-03-10 05:10:00,0,0,0,3,10,0,0,14,13,10,0,0,50
2024-03-10 05:20:00,0,0,0,2,8,1,0,10,16,9,0,1,47
2024-03-10 05:30:00,0,0,0,6,4,0,0,12,6,4,1,1,34
2024-03-10 05:40:00,0,0,0,5,8,2,0,5,16,12,1,3,52
2024-03-10 05:50:00,0,0,0,5,7,2,0,14,12,9,3,1,53
2024-03-10 06:00:00,0,0,0,6,5,0,0,8,8,6,1,1,35
2024-03-10 06:10:00,0,0,0,6,6,0,0,10,7,7,1,0,37
2024-03-10 06:20:00,0,0,0,5,1,0,0,11,4,1,0,0,22
2024-03-10 06:30:00,0,0,1,4,7,0,0,12,17,11,2,2,56
2024-03-10 06:40:00,0,0,0,10,3,2,0,18,5,5,1,0,44
2024-03-10 06:50:00,0,0,0,6,4,0,0,9,4,2,0,2,27
2024-03-10 07:00:00,0,0,1,6,5,0,0,4,5,0,0,0,21
2024-03-10 07:10:00,0,0,2,5,5,3,0,3,5,1,1,0,25
2024-03-10 07:20:00,0,0,0,7,7,6,0,7,8,2,2,0,39
2024-03-10 07:30:00,0,0,1,7,5,5,0,5,5,4,2,2,36
2024-03-10 07:40:00,0,0,1,10,5,0,0,6,4,0,1,0,27
2024-03-10 07:50:00,0,0,1,9,7,0,0,8,7,0,1,0,33
2024-03-10 08:00:00,0,0,0,8,6,0,0,6,7,0,1,1,29
2024-03-10 08:10:00,0,0,0,5,5,0,0,5,5,0,4,3,27
2024-03-10 08:20:00,0,0,3,8,7,8,0,6,7,2,0,0,41
2024-03-10 08:30:00,0,0,0,11,6,0,0,10,10,0,4,2,43
2024-03-10 08:40:00,0,0,0,12,9,2,0,10,8,1,0,1,43
2024-03-10 08:50:00,0,0,3,7,11,0,0,5,12,0,0,0,38
2024-03-10 09:00:00,0,0,2,16,14,2,0,15,11,1,0,4,65
2024-03-10 09:10:00,0,0,2,17,10,2,0,11,10,1,1,6,60
2024-03-10 09:20:00,0,0,2,24,18,12,0,17,14,9,4,1,101
2024-03-10 09:30:00,0,0,1,15,14,2,0,10,14,1,3,4,64
2024-03-10 09:40:00,0,0,3,23,15,0,0,13,14,0,2,1,71
2024-03-10 09:50:00,0,0,4,28,26,8,0,13,15,3,3,2,102
2024-03-10 10:00:00,0,0,3,21,11,3,0,12,11,2,0,0,63
2024-03-10 10:10:00,0,0,9,31,22,0,0,16,13,0,5,0,96
2024-03-10 10:20:00,0,0,3,22,21,6,0,13,13,4,6,6,94
2024-03-10 10:30:00,0,0,4,22,22,8,0,15,15,3,1,1,91
2024-03-10 10:40:00,0,0,6,27,22,5,0,17,14,2,2,4,99
2024-03-10 10:50:00,0,0,5,21,17,3,0,12,15,1,2,5,81
2024-03-10 11:00:00,0,0,1,30,20,10,0,14,17,4,3,3,102
2024-03-10 11:10:00,0,0,5,24,15,3,0,10,9,1,7,4,78
2024-03-10 11:20:00,0,0,4,25,26,10,0,14,17,6,6,7,115
2024-03-10 11:30:00,0,0,5,34,20,6,0,18,14,4,8,5,114
2024-03-10 11:40:00,0,0,4,31,27,10,0,19,19,8,4,6,128
2024-03-10 11:50:00,0,0,1,22,30,6,0,16,20,5,7,10,117
2024-03-10 12:00:00,0,0,2,37,34,1,0,22,21,2,8,7,134
2024-03-10 12:10:00,0,0,5,30,31,8,0,20,22,5,8,4,133
2024-03-10 12:20:00,0,0,3,44,31,5,0,21,18,3,8,4,137
2024-03-10 12:30:00,0,0,7,29,42,8,0,17,16,3,8,7,137
2024-03-10 12:40:00,0,0,5,39,36,11,0,24,26,4,5,3,153
2024-03-10 12:50:00,0,0,4,24,32,22,0,12,19,8,12,9,142
2024-03-10 13:00:00,0,0,1,34,39,8,0,22,24,3,13,9,153
2024-03-10 13:10:00,0,0,4,36,29,7,0,21,23,3,9,7,139
2024-03-10 13:20:00,0,0,7,44,39,12,0,19,22,5,9,10,167
2024-03-10 13:30:00,0,0,2,45,40,7,0,22,22,5,6,6,155
2024-03-10 13:40:00,0,0,3,24,23,3,0,18,20,1,6,6,104
2024-03-10 13:50:00,0,0,3,40,37,15,0,20,18,4,5,4,146
2024-03-10 14:00:00,0,0,3,41,42,15,0,17,16,6,19,15,174
2024-03-10 14:10:00,0,0,6,36,38,14,0,19,19,6,12,9,159
2024-03-10 14:20:00,0,0,3,45,43,10,0,23,20,5,8,12,169
2024-03-10 14:30:00,0,0,2,44,46,13,0,24,20,5,8,7,169
2024-03-10 14:40:00,0,0,2,40,37,17,0,14,23,5,6,8,152
2024-03-10 14:50:00,0,0,6,43,46,7,0,15,13,3,19,8,160
2024-03-10 15:00:00,0,0,4,41,44,6,0,19,20,4,9,6,153
2024-03-10 15:10:00,0,0,6,49,44,6,0,22,22,4,8,7,168
2024-03-10 15:20:00,0,0,9,49,43,13,0,20,16,5,11,7,173
2024-03-10 15:30:00,0,0,9,43,34,7,0,20,21,3,9,12,158
2024-03-10 15:40:00,0,0,11,38,33,14,0,16,26,4,7,13,162
2024-03-10 15:50:00,0,0,5,43,48,9,0,19,19,3,16,9,171
2024-03-10 16:00:00,0,0,6,55,45,4,0,19,20,1,8,10,168
2024-03-10 16:10:00,0,0,11,47,38,2,0,20,21,1,13,17,170
2024-03-10 16:20:00,0,0,2,35,38,1,0,18,19,3,7,5,128
2024-03-10 16:30:00,0,0,7,47,42,6,0,20,16,2,7,6,153
2024-03-10 16:40:00,0,0,7,38,37,3,0,20,18,2,5,5,135
2024-03-10 16:50:00,0,0,1,47,42,10,0,20,22,4,14,7,167
2024-03-10 17:00:00,0,0,5,39,32,4,0,16,18,2,19,19,154
2024-03-10 17:10:00,0,0,2,37,38,8,0,19,17,5,12,12,150
2024-03-10 17:20:00,0,0,0,50,40,11,0,23,20,5,10,14,173
2024-03-10 17:30:00,0,0,4,39,28,13,0,19,12,4,14,10,143
2024-03-10 17:40:00,0,0,6,41,38,8,0,13,18,2,3,3,132
2024-03-10 17:50:00,0,0,4,40,40,1,0,19,23,1,2,3,133
2024-03-10 18:00:00,0,0,7,52,40,0,0,16,16,0,3,9,143
2024-03-10 18:10:00,0,0,5,39,33,5,0,25,19,12,6,8,152
2024-03-10 18:20:00,0,0,7,33,33,11,0,29,28,17,5,6,169
2024-03-10 18:30:00,0,0,1,40,50,6,0,48,43,30,15,10,243
2024-03-10 18:40:00,0,0,5,29,27,4,0,32,52,49,11,18,227
2024-03-10 18:50:00,0,0,4,36,41,10,0,42,47,35,8,10,233
2024-03-10 19:00:00,0,0,2,39,34,14,0,45,46,26,9,8,223
2024-03-10 19:10:00,0,0,5,41,45,0,0,38,38,30,8,8,213
2024-03-10 19:20:00,0,0,1,27,28,3,0,36,34,20,5,5,159
2024-03-10 19:30:00,0,0,6,31,24,1,0,42,34,20,7,10,175
2024-03-10 19:40:00,0,0,1,32,48,4,0,45,34,24,7,13,208
2024-03-10 19:50:00,0,0,7,46,54,10,0,44,54,55,2,6,278
2024-03-10 20:00:00,0,0,5,45,43,2,0,36,59,43,3,15,251
2024-03-10 20:10:00,0,0,3,27,24,4,0,40,34,18,3,8,161
2024-03-10 20:20:00,0,0,4,24,32,6,0,39,42,38,6,6,197
2024-03-10 20:30:00,0,0,7,35,39,5,0,48,50,35,7,5,231
2024-03-10 20:40:00,0,0,5,29,31,5,0,44,51,52,4,7,228
2024-03-10 20:50:00,0,0,5,29,28,2,0,35,53,24,3,7,186
2024-03-10 21:00:00,0,0,1,29,32,4,0,31,37,26,3,6,169
2024-03-10 21:10:00,0,0,4,33,29,6,0,43,44,25,3,4,191
2024-03-10 21:20:00,0,0,2,33,29,3,0,34,32,17,0,10,160
2024-03-10 21:30:00,0,0,3,39,36,3,0,47,43,25,3,2,201
2024-03-10 21:40:00,0,0,1,38,30,3,0,43,44,33,3,7,202
2024-03-10 21:50:00,0,0,1,24,25,6,0,30,24,22,9,4,145
2024-03-10 22:00:00,0,0,2,20,25,4,0,33,28,26,4,3,145
2024-03-10 22:10:00,0,0,2,21,22,4,0,38,34,17,5,2,145
2024-03-10 22:20:00,0,0,1,16,19,3,0,22,28,19,4,1,113
2024-03-10 22:30:00,0,0,0,21,15,1,0,22,22,18,3,6,108
2024-03-10 22:40:00,0,0,2,18,12,1,0,15,17,20,4,7,96
2024-03-10 22:50:00,0,0,1,19,9,0,0,17,14,22,2,3,87
2024-03-10 23:00:00,0,0,1,13,9,8,0,15,35,31,1,1,114
2024-03-10 23:10:00,0,0,3,10,15,0,0,14,18,21,1,2,84
2024-03-10 23:20:00,0,0,0,11,11,0,0,19,34,25,0,0,100
2024-03-10 23:30:00,0,0,1,12,7,0,0,15,28,16,3,1,83
2024-03-10 23:40:00,0,0,0,16,9,0,0,15,25,21,3,5,94
2024-03-10 23:50:00,0,0,1,8,5,1,0,14,17,19,1,1,67
2024-03-11 00:00:00,0,0,0,5,6,2,0,11,14,31,3,8,80
2024-03-11 00:10:00,0,0,0,6,5,0,0,11,14,8,2,2,48
2024-03-11 00:20:00,0,0,0,9,14,2,0,14,15,32,1,1,88
2024-03-11 00:30:00,0,0,0,5,7,0,0,13,13,18,2,3,61
2024-03-11 00:40:00,0,0,0,5,9,0,0,10,11,11,0,0,46
2024-03-11 00:50:00,0,0,0,6,8,0,0,11,17,15,1,2,60
2024-03-11 01:00:00,0,0,0,1,4,0,0,4,6,6,4,2,27
2024-03-11 01:10:00,0,0,0,6,1,3,0,9,7,11,0,0,37
2024-03-11 01:20:00,0,0,0,6,3,0,0,8,6,7,0,0,30
2024-03-11 01:30:00,0,0,0,3,3,0,0,6,5,6,1,2,26
2024-03-11 01:40:00,0,0,0,3,3,0,0,6,6,12,2,4,36
2024-03-11 01:50:00,0,0,0,2,0,2,0,3,1,3,1,4,16
2024-03-11 02:00:00,0,0,1,0,2,0,0,3,2,2,1,1,12
2024-03-11 02:10:00,0,0,0,3,2,0,0,4,2,4,1,1,17
2024-03-11 02:20:00,0,0,0,2,2,0,0,5,2,5,0,0,16
2024-03-11 02:30:00,0,0,0,5,4,0,0,8,5,7,0,0,29
2024-03-11 02:40:00,0,0,0,4,2,0,0,5,2,8,0,0,21
2024-03-11 02:50:00,0,0,0,5,0,0,0,4,0,8,0,1,18
2024-03-11 03:00:00,0,0,0,2,0,2,0,3,3,35,0,0,45
2024-03-11 03:10:00,0,0,0,2,0,0,0,2,1,5,0,0,10
2024-03-11 03:20:00,0,0,1,0,3,0,0,3,9,3,0,0,19
2024-03-11 03:30:00,0,0,0,3,1,0,0,3,4,7,0,0,18
2024-03-11 03:40:00,0,0,0,2,4,0,0,5,6,5,0,0,22
2024-03-11 03:50:00,0,0,0,2,1,0,0,3,2,6,1,1,16
2024-03-11 04:00:00,0,0,0,0,1,0,0,1,1,1,1,2,7
2024-03-11 04:10:00,0,0,0,3,5,0,0,7,18,13,1,3,50
2024-03-11 04:20:00,0,0,0,6,2,0,0,6,11,4,0,0,29
2024-03-11 04:30:00,0,0,1,3,5,0,0,8,8,7,1,1,34
2024-03-11 04:40:00,0,0,0,5,10,0,0,14,35,17,0,0,81
2024-03-11 04:50:00,0,0,0,6,10,2,0,14,15,15,1,2,65
2024-03-11 05:00:00,0,0,0,14,13,5,0,13,9,11,2,9,76
2024-03-11 05:10:00,0,0,0,9,21,3,0,18,40,48,0,1,140
2024-03-11 05:20:00,0,0,1,15,17,2,0,16,41,16,2,9,119
2024-03-11 05:30:00,0,0,0,15,20,6,0,18,61,36,10,9,175
2024-03-11 05:40:00,0,0,2,23,32,7,0,18,31,37,5,13,168
2024-03-11 05:50:00,0,0,2,15,29,10,0,18,43,30,3,9,159
2024-03-11 06:00:00,0,0,4,19,36,11,0,17,34,31,3,2,157
2024-03-11 06:10:00,0,0,2,25,38,10,0,17,38,22,3,3,158
2024-03-11 06:20:00,0,0,3,26,39,14,0,20,33,37,0,2,174
2024-03-11 06:30:00,0,0,4,22,37,15,0,14,27,36,10,6,171
2024-03-11 06:40:00,0,0,4,30,53,9,0,24,26,46,9,6,207
2024-03-11 06:50:00,0,0,6,28,54,21,0,26,23,30,9,10,207
2024-03-11 07:00:00,0,0,8,36,31,38,0,21,24,13,15,8,194
2024-03-11 07:10:00,0,0,8,34,66,25,0,33,30,17,11,12,236
2024-03-11 07:20:00,0,0,12,42,55,34,0,27,28,13,16,10,237
2024-03-11 07:30:00,0,0,13,52,62,32,0,22,31,9,24,17,262
2024-03-11 07:40:00,0,0,24,71,82,29,0,26,30,16,30,19,327
2024-03-11 07:50:00,0,0,15,61,90,28,0,23,30,13,20,25,305
2024-03-11 08:00:00,0,0,11,66,83,23,0,26,24,12,15,14,274
2024-03-11 08:10:00,0,0,8,46,62,25,0,18,28,7,15,17,226
2024-03-11 08:20:00,0,0,15,48,62,19,0,25,21,15,16,14,235
2024-03-11 08:30:00,0,0,14,48,63,23,0,26,31,8,11,14,238
2024-03-11 08:40:00,0,0,12,47,58,21,0,26,27,7,13,13,224
2024-03-11 08:50:00,0,0,17,46,55,17,0,22,26,9,22,10,224
2024-03-11 09:00:00,0,0,9,42,45,14,0,31,25,11,17,10,204
2024-03-11 09:10:00,0,0,2,37,49,17,0,17,28,9,16,9,184
2024-03-11 09:20:00,0,0,6,58,51,21,0,24,33,8,10,7,218
2024-03-11 09:30:00,0,0,4,53,60,24,0,22,21,13,11,13,221
2024-03-11 09:40:00,0,0,5,40,44,11,0,19,28,10,13,13,183
2024-03-11 09:50:00,0,0,4,53,52,22,0,25,28,10,8,12,214
2024-03-11 10:00:00,0,0,5,38,56,17,0,28,26,9,11,4,194
2024-03-11 10:10:00,0,0,3,41,55,15,0,20,26,8,6,7,181
2024-03-11 10:20:00,0,0,9,34,64,19,0,17,31,7,11,3,195
2024-03-11 10:30:00,0,0,1,29,43,33,0,13,27,9,9,16,180
2024-03-11 10:40:00,0,0,6,51,59,21,0,19,28,7,32,10,233
2024-03-11 10:50:00,0,0,3,41,54,18,0,20,22,7,8,14,187
2024-03-11 11:00:00,0,0,6,37,53,22,0,23,24,12,11,8,196
2024-03-11 11:10:00,0,0,9,46,58,13,0,22,17,8,11,11,195
2024-03-11 11:20:00,0,0,5,35,50,15,0,24,25,9,15,8,186
2024-03-11 11:30:00,0,0,6,42,50,12,0,22,21,7,10,11,181
2024-03-11 11:40:00,0,0,6,43,52,9,0,24,26,5,8,13,186
2024-03-11 11:50:00,0,0,4,43,66,16,0,26,24,9,6,11,205
2024-03-11 12:00:00,0,0,10,59,82,14,0,22,23,8,10,9,237
2024-03-11 12:10:00,0,0,11,48,71,17,0,23,24,9,11,21,235
2024-03-11 12:20:00,0,0,6,45,50,23,0,17,21,12,10,13,197
2024-03-11 12:30:00,0,0,9,43,49,25,0,26,25,8,8,8,201
2024-03-11 12:40:00,0,0,8,53,48,13,0,26,24,4,15,7,198
2024-03-11 12:50:00,0,0,6,45,66,10,0,23,29,6,16,7,208
2024-03-11 13:00:00,0,0,6,50,65,16,0,19,19,9,10,16,210
2024-03-11 13:10:00,0,0,16,44,74,12,0,21,23,5,13,11,219
2024-03-11 13:20:00,0,0,11,47,69,21,0,25,31,10,14,12,240
2024-03-11 13:30:00,0,0,5,44,54,13,0,17,26,6,10,11,186
2024-03-11 13:40:00,0,0,6,31,51,32,0,17,28,11,18,21,215
2024-03-11 13:50:00,0,0,5,49,69,13,0,21,27,6,15,20,225
2024-03-11 14:00:00,0,0,5,42,59,10,0,21,26,5,13,14,195
2024-03-11 14:10:00,0,0,1,52,72,24,0,26,29,9,14,15,242
2024-03-11 14:20:00,0,0,3,52,75,27,0,28,19,8,16,18,246
2024-03-11 14:30:00,0,0,8,61,67,14,0,25,26,4,19,16,240
2024-03-11 14:40:00,0,0,11,31,52,32,0,18,23,11,15,14,207
2024-03-11 14:50:00,0,0,4,64,77,23,0,27,25,6,19,11,256
2024-03-11 15:00:00,0,0,5,44,68,8,0,15,18,4,8,15,185
2024-03-11 15:10:00,0,0,10,56,63,11,0,20,13,5,14,18,210
2024-03-11 15:20:00,0,0,9,54,66,12,0,10,13,8,14,19,205
2024-03-11 15:30:00,0,0,9,62,67,29,0,22,14,10,19,17,249
2024-03-11 15:40:00,0,0,3,55,61,23,0,25,16,9,16,19,227
2024-03-11 15:50:00,0,0,11,48,71,12,0,33,32,6,17,14,244
2024-03-11 16:00:00,0,0,8,57,61,30,0,41,47,12,30,19,305
2024-03-11 16:10:00,0,0,6,64,67,21,0,12,19,6,11,12,218
2024-03-11 16:20:00,0,0,7,79,77,19,0,18,13,8,13,21,255
2024-03-11 16:30:00,0,0,5,68,78,18,0,19,15,12,12,13,240
2024-03-11 16:40:00,0,0,12,55,66,11,0,18,24,4,12,19,221
2024-03-11 16:50:00,0,0,5,61,63,12,0,34,48,4,13,17,257
2024-03-11 17:00:00,0,0,3,55,66,21,0,26,31,14,15,24,255
2024-03-11 17:10:00,0,0,3,56,67,19,0,13,22,8,15,21,224
2024-03-11 17:20:00,0,0,12,59,61,24,0,15,15,11,14,21,232
2024-03-11 17:30:00,0,0,11,71,76,14,0,18,18,8,20,21,257
2024-03-11 17:40:00,0,0,10,57,66,22,0,20,13,10,17,15,230
2024-03-11 17:50:00,0,0,5,77,67,13,0,26,17,6,20,11,242
2024-03-11 18:00:00,0,0,10,59,60,12,0,17,15,6,19,12,210
2024-03-11 18:10:00,0,0,8,23,95,13,0,11,19,5,12,10,196
2024-03-11 18:20:00,0,0,6,52,55,17,0,15,15,15,14,12,201
2024-03-11 18:30:00,0,0,9,42,46,8,0,21,20,22,13,12,193
2024-03-11 18:40:00,0,0,7,46,43,13,0,28,15,41,22,9,224
2024-03-11 18:50:00,0,0,12,53,47,16,0,48,47,53,20,26,322
2024-03-11 19:00:00,0,0,11,45,37,10,0,33,50,36,11,14,247
2024-03-11 19:10:00,0,0,4,50,49,11,0,36,50,27,47,7,281
2024-03-11 19:20:00,0,0,4,41,31,6,0,37,33,25,15,12,204
2024-03-11 19:30:00,0,0,7,39,40,4,0,33,37,24,12,14,210
2024-03-11 19:40:00,0,0,2,38,53,9,0,33,45,28,8,18,234
2024-03-11 19:50:00,0,0,4,47,52,12,0,25,35,23,6,5,209
2024-03-11 20:00:00,0,0,5,45,57,11,0,29,48,24,8,19,246
2024-03-11 20:10:00,0,0,1,34,37,5,0,31,39,25,6,14,192
2024-03-11 20:20:00,0,0,5,28,25,7,0,41,29,47,5,5,192
2024-03-11 20:30:00,0,0,5,24,30,3,0,42,27,28,8,5,172
2024-03-11 20:40:00,0,0,7,28,32,12,0,24,38,29,5,18,193
2024-03-11 20:50:00,0,0,6,34,38,4,0,35,46,44,5,11,223
2024-03-11 21:00:00,0,0,4,34,37,8,0,46,38,22,7,6,202
2024-03-11 21:10:00,0,0,5,24,27,2,0,33,44,23,2,11,171
2024-03-11 21:20:00,0,0,3,34,36,2,0,38,42,29,6,10,200
2024-03-11 21:30:00,0,0,3,35,30,4,0,45,47,25,6,2,197
2024-03-11 21:40:00,0,0,6,23,19,6,0,34,35,28,7,8,166
2024-03-11 21:50:00,0,0,0,25,28,5,0,40,37,25,2,10,172
2024-03-11 22:00:00,0,0,2,23,25,4,0,22,30,10,7,8,131
2024-03-11 22:10:00,0,0,1,24,27,4,0,34,31,23,6,6,156
2024-03-11 22:20:00,0,0,4,29,30,0,0,37,35,24,9,5,173
2024-03-11 22:30:00,0,0,1,17,14,1,0,27,33,15,7,7,122
2024-03-11 22:40:00,0,0,0,16,10,0,0,26,15,8,4,8,87
2024-03-11 22:50:00,0,0,0,13,8,2,0,34,16,7,3,5,88
2024-03-11 23:00:00,0,0,1,19,17,2,0,28,23,17,2,5,114
2024-03-11 23:10:00,0,0,0,11,10,3,0,21,21,13,3,2,84
2024-03-11 23:20:00,0,0,1,10,5,5,0,18,12,33,5,1,90
2024-03-11 23:30:00,0,0,0,13,17,4,0,26,34,13,4,3,114
2024-03-11 23:40:00,0,0,0,9,6,6,0,17,11,6,3,0,58
2024-03-11 23:50:00,0,0,1,8,5,2,0,10,9,7,2,1,45
2024-03-12 00:00:00,0,0,1,12,8,0,0,19,12,6,0,4,62
2024-03-12 00:10:00,0,0,0,8,9,5,0,13,18,7,8,7,75
2024-03-12 00:20:00,0,0,0,4,6,0,0,11,12,3,2,3,41
2024-03-12 00:30:00,0,0,0,7,3,0,0,12,7,3,3,3,38
2024-03-12 00:40:00,0,0,0,3,9,4,0,10,19,7,2,1,55
2024-03-12 00:50:00,0,0,0,2,2,0,0,4,2,3,0,0,13
2024-03-12 01:00:00,0,0,0,0,2,0,0,1,4,2,0,0,9
2024-03-12 01:10:00,0,0,0,2,4,1,0,5,6,4,1,1,24
2024-03-12 01:20:00,0,0,0,1,3,0,0,5,8,1,0,1,19
2024-03-12 01:30:00,0,0,0,3,2,0,0,7,2,3,0,4,21
2024-03-12 01:40:00,0,0,0,0,0,2,0,0,1,1,0,0,4
2024-03-12 01:50:00,0,0,0,5,3,1,0,6,7,6,1,3,32
2024-03-12 02:00:00,0,0,1,5,3,0,0,11,6,3,0,0,29
2024-03-12 02:10:00,0,0,0,4,7,0,0,16,12,7,0,0,46
2024-03-12 02:20:00,0,0,0,1,1,0,0,2,1,1,1,3,10
2024-03-12 02:30:00,0,0,0,2,2,0,0,6,4,1,0,0,15
2024-03-12 02:40:00,0,0,0,1,1,0,0,2,1,1,0,0,6
2024-03-12 02:50:00,0,0,0,0,2,0,0,2,3,3,0,0,10
2024-03-12 03:00:00,0,0,2,5,3,2,0,6,4,4,0,2,28
2024-03-12 03:10:00,0,0,0,3,5,0,0,8,10,7,0,2,35
2024-03-12 03:20:00,0,0,2,0,2,0,0,3,4,2,0,0,13
2024-03-12 03:30:00,0,0,0,3,1,0,0,4,2,1,0,0,11
2024-03-12 03:40:00,0,0,0,1,1,0,0,4,1,2,0,0,9
2024-03-12 03:50:00,0,0,0,3,3,0,0,7,4,4,0,1,22
2024-03-12 04:00:00,0,0,1,3,1,0,0,8,4,1,2,1,21
2024-03-12 04:10:00,0,0,0,4,3,0,0,4,8,3,0,0,22
2024-03-12 04:20:00,0,0,1,3,5,0,0,5,10,4,0,0,28
2024-03-12 04:30:00,0,0,3,5,5,0,0,9,13,3,4,4,46
2024-03-12 04:40:00,0,0,0,6,8,0,0,13,11,9,0,1,48
2024-03-12 04:50:00,0,0,1,6,8,7,0,9,18,8,0,1,58
2024-03-12 05:00:00,0,0,1,5,16,0,0,12,21,14,0,1,70
2024-03-12 05:10:00,0,0,0,9,17,4,0,16,31,16,1,2,96
2024-03-12 05:20:00,0,0,0,12,15,2,0,33,23,13,6,0,104
2024-03-12 05:30:00,0,0,1,17,26,2,0,36,28,18,1,0,129
2024-03-12 05:40:00,0,0,3,21,38,19,0,33,44,27,0,5,190
2024-03-12 05:50:00,0,0,3,19,32,10,0,23,35,33,1,7,163
2024-03-12 06:00:00,0,0,3,20,28,9,0,27,30,17,2,5,141
2024-03-12 06:10:00,0,0,3,22,35,8,0,28,15,19,3,0,133
2024-03-12 06:20:00,0,0,3,37,53,16,0,37,42,22,1,8,219
2024-03-12 06:30:00,0,0,5,22,39,15,0,31,40,27,0,3,182
2024-03-12 06:40:00,0,0,4,33,49,15,0,31,32,24,7,4,199
2024-03-12 06:50:00,0,0,13,42,59,32,0,19,27,19,11,9,231
2024-03-12 07:00:00,0,0,7,36,56,21,0,21,30,8,6,7,192
2024-03-12 07:10:00,0,0,12,40,70,24,0,25,28,8,12,10,229
2024-03-12 07:20:00,0,0,11,37,71,26,0,26,26,10,12,13,232
2024-03-12 07:30:00,0,0,22,58,64,37,0,29,28,11,30,20,299
2024-03-12 07:40:00,0,0,19,59,80,30,0,29,32,9,17,16,291
2024-03-12 07:50:00,0,0,22,37,107,41,0,15,19,11,12,12,276
2024-03-12 08:00:00,0,0,14,53,90,24,0,18,20,13,13,9,254
2024-03-12 08:10:00,0,0,20,51,67,23,0,22,21,11,10,9,234
2024-03-12 08:20:00,0,0,9,53,60,21,0,23,26,9,12,12,225
2024-03-12 08:30:00,0,0,7,55,60,23,0,23,20,13,13,19,233
2024-03-12 08:40:00,0,0,17,45,66,27,0,28,29,11,9,6,238
2024-03-12 08:50:00,0,0,16,44,54,22,0,26,24,12,13,10,221
2024-03-12 09:00:00,0,0,8,52,55,24,0,29,26,7,15,7,223
2024-03-12 09:10:00,0,0,10,40,42,32,0,21,22,8,14,7,196
2024-03-12 09:20:00,0,0,7,53,61,13,0,27,29,5,19,12,226
2024-03-12 09:30:00,0,0,9,51,59,18,0,26,27,8,18,9,225
2024-03-12 09:40:00,0,0,11,35,50,11,0,17,23,6,15,26,194
2024-03-12 09:50:00,0,0,6,40,45,15,0,27,23,14,7,9,186
2024-03-12 10:00:00,0,0,4,34,45,18,0,20,22,11,15,9,178
2024-03-12 10:10:00,0,0,4,46,60,21,0,22,29,9,4,10,205
2024-03-12 10:20:00,0,0,4,40,44,26,0,22,23,9,13,16,197
2024-03-12 10:30:00,0,0,7,34,36,15,0,21,26,9,10,9,167
2024-03-12 10:40:00,0,0,2,41,55,18,0,22,32,8,14,10,202
2024-03-12 10:50:00,0,0,2,44,57,20,0,23,28,9,16,8,207
2024-03-12 11:00:00,0,0,5,54,73,16,0,18,27,11,7,7,218
2024-03-12 11:10:00,0,0,13,40,52,15,0,26,21,6,16,15,204
2024-03-12 11:20:00,0,0,8,50,57,18,0,28,30,15,16,13,235
2024-03-12 11:30:00,0,0,9,36,60,14,0,23,18,9,10,14,193
2024-03-12 11:40:00,0,0,5,44,51,23,0,23,25,6,13,11,201
2024-03-12 11:50:00,0,0,8,47,55,14,0,25,23,15,7,8,202
2024-03-12 12:00:00,0,0,8,50,68,27,0,18,23,9,16,10,229
2024-03-12 12:10:00,0,0,6,40,55,15,0,22,27,12,12,13,202
2024-03-12 12:20:00,0,0,7,41,66,16,0,22,22,10,15,13,212
2024-03-12 12:30:00,0,0,11,45,60,32,0,25,28,10,10,13,234
2024-03-12 12:40:00,0,0,16,47,58,25,0,22,27,11,16,19,241
2024-03-12 12:50:00,0,0,6,43,57,30,0,21,30,10,13,8,218
2024-03-12 13:00:00,0,0,5,54,60,22,0,25,29,7,11,6,219
2024-03-12 13:10:00,0,0,21,47,63,11,0,24,24,6,17,20,233
2024-03-12 13:20:00,0,0,3,52,70,16,0,29,28,7,15,12,232
2024-03-12 13:30:00,0,0,6,51,47,26,0,23,27,8,16,10,214
2024-03-12 13:40:00,0,0,7,50,58,15,0,20,21,10,17,12,210
2024-03-12 13:50:00,0,0,6,44,55,26,0,21,25,9,15,17,218
2024-03-12 14:00:00,0,0,7,43,65,14,0,19,32,8,18,14,220
2024-03-12 14:10:00,0,0,7,53,53,4,0,28,26,3,15,10,199
2024-03-12 14:20:00,0,0,10,37,53,18,0,22,25,6,20,16,207
2024-03-12 14:30:00,0,0,8,53,64,13,0,25,25,7,10,19,224
2024-03-12 14:40:00,0,0,9,50,61,14,0,23,17,6,5,11,196
2024-03-12 14:50:00,0,0,7,48,69,17,0,20,27,9,23,25,245
2024-03-12 15:00:00,0,0,12,62,70,21,0,15,22,11,16,15,244
2024-03-12 15:10:00,0,0,7,47,49,31,0,13,11,5,16,15,194
2024-03-12 15:20:00,0,0,6,56,58,24,0,11,14,9,16,14,208
2024-03-12 15:30:00,0,0,5,55,68,23,0,18,16,8,21,11,225
2024-03-12 15:40:00,0,0,8,65,70,17,0,20,15,10,16,13,234
2024-03-12 15:50:00,0,0,9,60,75,17,0,12,14,5,23,13,228
2024-03-12 16:00:00,0,0,9,59,64,22,0,15,10,6,27,12,224
2024-03-12 16:10:00,0,0,8,55,65,13,0,16,25,7,20,14,223
2024-03-12 16:20:00,0,0,8,72,73,25,0,36,15,8,17,21,275
2024-03-12 16:30:00,0,0,9,64,73,26,0,16,18,14,16,17,253
