datetime,V21Z,V22Z,V51Z,V52Z,V61Z,V62Z,V81Z,V82Z,D53Z,D54Z,D55Z,D63Z,D64Z,Total
2024-03-07 20:10:00,23,51,21,51,34,0,16,19,28,17,25,70,15,370
2024-03-07 20:20:00,32,66,16,39,44,0,20,19,21,12,21,59,9,358
2024-03-07 20:30:00,22,42,13,28,23,0,15,19,18,17,15,45,5,262
2024-03-07 20:40:00,20,43,19,45,35,2,20,11,17,20,16,51,10,309
2024-03-07 20:50:00,29,37,15,27,35,1,15,14,13,20,11,42,6,265
2024-03-07 21:00:00,23,30,13,36,34,1,16,19,16,18,16,53,5,280
2024-03-07 21:10:00,30,42,10,35,31,0,8,14,15,19,15,39,9,267
2024-03-07 21:20:00,28,38,9,41,24,2,15,12,13,15,9,40,5,251
2024-03-07 21:30:00,22,26,10,26,29,0,14,23,7,11,7,41,6,222
2024-03-07 21:40:00,11,27,14,32,19,0,10,13,16,10,14,41,3,210
2024-03-07 21:50:00,20,27,10,39,39,1,9,10,21,9,21,44,7,257
2024-03-07 22:00:00,28,44,13,41,26,2,13,23,16,11,12,43,6,278
2024-03-07 22:10:00,15,42,6,35,27,0,10,14,9,15,8,48,10,239
2024-03-07 22:20:00,16,45,9,29,28,1,8,13,12,8,11,36,7,223
2024-03-07 22:30:00,20,58,13,27,29,0,11,10,12,10,13,28,3,234
2024-03-07 22:40:00,13,30,9,21,23,3,11,14,16,9,13,28,5,195
2024-03-07 22:50:00,12,41,13,22,21,0,6,8,11,6,11,16,2,169
2024-03-07 23:00:00,14,35,5,19,21,3,10,15,6,4,6,21,8,167
2024-03-07 23:10:00,10,31,5,19,27,0,14,9,5,12,5,22,2,161
2024-03-07 23:20:00,7,32,9,14,29,2,4,11,11,4,7,24,6,160
2024-03-07 23:30:00,16,19,6,23,14,0,8,4,6,3,5,16,3,123
2024-03-07 23:40:00,10,21,7,12,15,0,9,5,10,5,9,12,0,115
2024-03-07 23:50:00,14,31,9,17,20,0,6,9,3,1,3,13,1,127
2024-03-08 00:00:00,10,20,2,9,10,0,6,5,4,4,2,7,0,79
2024-03-08 00:10:00,3,26,6,12,13,0,2,6,5,2,5,14,1,95
2024-03-08 00:20:00,6,9,6,8,9,0,5,5,6,2,6,6,0,68
2024-03-08 00:30:00,9,7,7,10,6,0,4,4,4,1,4,5,1,62
2024-03-08 00:40:00,7,28,4,18,9,2,3,2,4,3,4,7,4,95
2024-03-08 00:50:00,6,10,7,3,7,0,3,5,4,0,5,4,0,54
2024-03-08 01:00:00,5,23,2,6,7,0,3,1,6,0,3,3,0,59
2024-03-08 01:10:00,8,8,3,12,10,2,1,3,2,3,2,7,2,63
2024-03-08 01:20:00,2,13,5,6,2,0,4,3,5,4,5,2,1,52
2024-03-08 01:30:00,6,13,4,4,5,0,5,1,5,0,3,3,0,49
2024-03-08 01:40:00,3,9,0,4,9,0,6,4,0,0,0,6,1,42
2024-03-08 01:50:00,12,10,0,6,6,2,0,4,0,1,0,6,0,47
2024-03-08 02:00:00,3,7,2,18,16,0,5,2,3,1,3,10,0,70
2024-03-08 02:10:00,5,6,3,6,11,2,6,1,3,1,3,8,3,58
2024-03-08 02:20:00,8,7,1,1,5,0,2,4,1,0,1,3,0,33
2024-03-08 02:30:00,6,5,3,6,9,3,0,0,3,2,2,5,1,45
2024-03-08 02:40:00,0,3,1,14,11,0,4,1,1,2,1,9,2,49
2024-03-08 02:50:00,9,1,3,12,6,1,1,1,3,1,3,4,0,45
2024-03-08 03:00:00,3,6,5,2,2,0,2,1,2,1,2,1,0,27
2024-03-08 03:10:00,3,8,3,7,8,2,1,2,4,3,3,5,1,50
2024-03-08 03:20:00,1,4,1,5,11,1,0,1,1,0,1,5,1,32
2024-03-08 03:30:00,0,3,1,4,9,0,1,3,2,0,1,6,0,30
2024-03-08 03:40:00,3,0,5,11,9,1,2,2,2,1,2,4,2,44
2024-03-08 03:50:00,3,6,4,6,6,1,2,2,3,1,3,6,1,44
2024-03-08 04:00:00,0,5,2,2,9,0,2,0,2,0,2,4,0,28
2024-03-08 04:10:00,2,7,1,4,9,0,2,4,1,1,1,6,1,39
2024-03-08 04:20:00,7,7,3,4,6,1,1,1,2,0,2,3,1,38
2024-03-08 04:30:00,1,8,3,11,11,1,2,2,4,1,4,9,2,59
2024-03-08 04:40:00,2,7,4,14,13,0,2,5,5,4,4,9,0,69
2024-03-08 04:50:00,1,5,6,10,16,2,5,2,4,1,4,10,4,70
2024-03-08 05:00:00,4,10,3,5,7,0,8,7,7,1,7,8,2,69
2024-03-08 05:10:00,7,9,8,6,17,4,10,8,5,3,6,15,0,98
2024-03-08 05:20:00,6,6,13,16,15,0,9,8,9,7,8,14,0,111
2024-03-08 05:30:00,9,7,13,21,23,1,11,4,13,5,13,30,4,154
2024-03-08 05:40:00,9,15,12,22,31,5,7,12,14,9,13,29,4,182
2024-03-08 05:50:00,5,16,22,30,26,3,6,5,22,13,22,35,2,207
2024-03-08 06:00:00,3,23,17,32,22,2,5,8,19,14,20,28,3,196
2024-03-08 06:10:00,11,30,25,30,21,3,9,14,31,19,30,34,6,263
2024-03-08 06:20:00,11,27,16,38,30,5,20,16,28,22,25,48,11,297
2024-03-08 06:30:00,12,27,39,19,19,12,12,16,41,29,41,42,11,320
2024-03-08 06:40:00,11,11,21,25,21,2,29,17,45,31,46,54,8,321
2024-03-08 06:50:00,14,24,9,15,19,3,13,14,30,22,26,41,6,236
2024-03-08 07:00:00,10,17,19,21,24,10,15,13,38,34,37,53,10,301
2024-03-08 07:10:00,12,17,15,19,21,7,15,14,28,28,25,45,5,251
2024-03-08 07:20:00,18,18,13,22,19,4,19,23,37,43,32,48,7,303
2024-03-08 07:30:00,22,11,21,15,24,3,20,18,25,30,23,62,9,283
2024-03-08 07:40:00,17,10,18,22,30,7,25,17,41,37,39,63,11,337
2024-03-08 07:50:00,17,5,21,24,25,13,23,14,44,36,43,71,11,347
2024-03-08 08:00:00,10,12,15,23,27,9,23,23,41,34,33,56,11,317
2024-03-08 08:10:00,19,13,10,33,27,7,20,13,35,35,34,50,8,304
2024-03-08 08:20:00,15,21,19,20,24,3,17,20,40,33,35,53,6,306
2024-03-08 08:30:00,26,19,15,22,23,8,20,23,39,28,37,61,11,332
2024-03-08 08:40:00,22,9,16,26,23,6,20,23,38,32,34,49,7,305
2024-03-08 08:50:00,15,22,15,29,25,10,23,19,45,41,37,55,11,347
2024-03-08 09:00:00,10,20,12,15,21,5,24,19,25,26,23,45,2,247
2024-03-08 09:10:00,16,15,14,21,23,12,16,15,29,30,24,60,12,287
2024-03-08 09:20:00,16,20,25,23,26,5,23,24,46,26,43,54,5,336
2024-03-08 09:30:00,21,21,71,25,18,4,19,28,38,34,36,56,10,381
2024-03-08 09:40:00,31,18,31,27,27,9,22,19,37,32,31,61,9,354
2024-03-08 09:50:00,20,18,22,19,30,16,22,15,27,23,25,59,6,302
2024-03-08 10:00:00,20,27,34,33,24,9,24,18,38,38,37,58,9,369
2024-03-08 10:10:00,17,25,33,24,33,11,18,14,43,27,39,61,13,358
2024-03-08 10:20:00,31,24,29,21,30,9,25,14,38,23,37,44,8,333
2024-03-08 10:30:00,22,28,26,34,29,5,24,18,45,31,43,55,11,371
2024-03-08 10:40:00,32,25,16,30,20,8,22,17,30,35,30,41,9,315
2024-03-08 10:50:00,23,22,28,29,35,8,23,15,39,35,38,67,10,372
2024-03-08 11:00:00,23,25,22,20,20,8,19,18,43,32,40,58,10,338
2024-03-08 11:10:00,24,29,36,25,40,6,18,13,58,29,55,57,11,401
2024-03-08 11:20:00,30,18,23,30,25,8,41,30,30,40,27,53,19,374
2024-03-08 11:30:00,26,27,24,30,35,5,16,18,44,33,44,52,8,362
2024-03-08 11:40:00,31,20,26,29,29,4,24,19,56,36,57,67,6,404
2024-03-08 11:50:00,27,16,25,23,15,32,22,14,40,31,40,55,10,350
2024-03-08 12:00:00,22,21,20,27,33,5,18,19,44,33,43,66,12,363
2024-03-08 12:10:00,28,18,39,33,25,6,24,21,46,40,47,58,9,394
2024-03-08 12:20:00,15,23,22,26,28,12,24,15,39,29,38,73,14,358
2024-03-08 12:30:00,22,9,30,26,16,4,28,19,43,40,43,66,9,355
2024-03-08 12:40:00,19,13,21,27,25,9,29,20,40,35,36,57,14,345
2024-03-08 12:50:00,30,24,18,21,25,4,20,12,51,32,47,63,7,354
2024-03-08 13:00:00,41,1,17,28,19,10,23,26,48,35,44,62,8,362
2024-03-08 13:10:00,27,8,19,20,31,5,23,29,35,20,33,42,13,305
2024-03-08 13:20:00,20,0,17,22,21,6,17,19,55,34,52,77,16,356
2024-03-08 13:30:00,15,0,29,21,14,7,26,18,46,37,43,63,7,326
2024-03-08 13:40:00,5,0,26,26,9,4,16,18,35,36,36,63,5,279
2024-03-08 13:50:00,20,0,12,29,16,4,18,17,50,46,46,56,7,321
2024-03-08 14:00:00,24,0,21,23,28,7,22,28,41,22,36,78,15,345
2024-03-08 14:10:00,20,2,13,25,19,6,25,16,41,36,43,55,9,310
2024-03-08 14:20:00,13,0,19,19,13,7,23,17,51,38,48,63,10,321
2024-03-08 14:30:00,16,0,23,18,23,5,16,15,42,35,40,58,9,300
2024-03-08 14:40:00,15,1,15,31,20,5,20,17,44,33,39,57,11,308
2024-03-08 14:50:00,34,16,15,17,20,4,29,17,49,25,48,66,9,349
2024-03-08 15:00:00,21,14,27,17,21,7,21,24,52,26,48,61,6,345
2024-03-08 15:10:00,22,4,15,23,20,7,19,18,31,28,29,61,9,286
2024-03-08 15:20:00,27,0,17,22,29,4,23,20,43,31,38,82,8,344
2024-03-08 15:30:00,35,6,19,36,16,13,21,27,33,35,29,67,6,343
2024-03-08 15:40:00,30,8,13,24,34,4,22,20,42,37,39,64,8,345
2024-03-08 15:50:00,30,18,19,15,21,5,23,17,46,29,45,54,8,330
2024-03-08 16:00:00,22,15,21,26,28,2,21,16,51,30,47,62,4,345
2024-03-08 16:10:00,22,32,21,26,26,7,21,19,29,28,28,56,13,328
2024-03-08 16:20:00,24,3,17,24,21,5,22,15,34,32,30,56,9,292
2024-03-08 16:30:00,19,5,18,18,17,2,9,21,35,27,33,62,10,276
2024-03-08 16:40:00,22,5,16,19,17,7,7,22,34,35,33,60,4,281
2024-03-08 16:50:00,24,14,20,27,26,3,20,15,34,35,30,48,10,306
2024-03-08 17:00:00,33,15,20,22,25,4,25,18,47,32,41,54,11,347
2024-03-08 17:10:00,19,18,20,20,20,3,22,28,36,32,35,72,8,333
2024-03-08 17:20:00,29,16,19,28,26,1,16,24,38,33,38,67,7,342
2024-03-08 17:30:00,16,21,15,27,13,1,22,22,36,33,30,61,8,305
2024-03-08 17:40:00,27,2,17,16,17,3,21,21,27,36,24,53,7,271
2024-03-08 17:50:00,31,0,25,28,12,1,24,20,42,38,38,66,7,332
2024-03-08 18:00:00,21,0,12,19,23,1,19,22,37,40,34,67,14,309
2024-03-08 18:10:00,17,0,15,20,24,1,19,15,38,32,37,48,7,273
2024-03-08 18:20:00,20,0,13,25,16,1,24,15,32,31,29,61,7,274
2024-03-08 18:30:00,20,0,24,26,20,5,20,28,41,41,38,67,12,342
2024-03-08 18:40:00,26,0,23,38,31,1,32,25,40,25,40,59,12,352
2024-03-08 18:50:00,15,16,11,24,20,3,28,15,30,35,24,76,13,310
2024-03-08 19:00:00,24,26,21,25,21,7,23,28,28,30,27,59,10,329
2024-03-08 19:10:00,40,11,18,32,19,4,22,20,32,29,31,47,5,310
2024-03-08 19:20:00,22,13,21,25,38,4,20,14,33,30,26,67,16,329
2024-03-08 19:30:00,30,21,15,33,27,0,20,25,31,20,30,48,7,307
2024-03-08 19:40:00,22,43,16,30,34,3,18,21,22,17,22,48,6,302
2024-03-08 19:50:00,25,38,18,31,29,2,22,19,24,25,24,61,8,326
2024-03-08 20:00:00,25,20,26,36,31,0,15,17,30,30,28,77,14,349
2024-03-08 20:10:00,33,4,27,49,5,3,15,25,38,38,36,54,9,336
2024-03-08 20:20:00,35,45,19,27,9,0,26,29,25,27,19,44,13,318
2024-03-08 20:30:00,14,43,23,48,25,0,22,19,25,19,24,55,8,325
2024-03-08 20:40:00,20,35,22,32,26,0,17,15,22,22,22,52,14,299
2024-03-08 20:50:00,27,47,15,23,20,1,23,16,17,17,14,63,9,292
2024-03-08 21:00:00,24,36,22,39,29,4,15,14,26,20,25,67,8,329
2024-03-08 21:10:00,26,54,11,33,25,1,14,20,21,19,20,42,5,291
2024-03-08 21:20:00,23,55,20,19,26,1,24,22,26,17,24,43,5,305
2024-03-08 21:30:00,19,38,13,18,27,0,16,17,15,20,14,37,4,238
2024-03-08 21:40:00,20,42,22,26,38,0,21,16,27,10,25,61,14,322
2024-03-08 21:50:00,15,40,23,31,26,3,12,18,20,19,19,54,6,286
2024-03-08 22:00:00,19,46,14,43,34,2,16,14,17,15,17,56,11,304
2024-03-08 22:10:00,25,42,18,30,19,0,18,15,24,22,22,71,8,314
2024-03-08 22:20:00,21,39,17,41,21,1,12,11,25,36,22,102,8,356
2024-03-08 22:30:00,22,35,29,39,1,3,20,19,34,42,34,94,5,377
2024-03-08 22:40:00,29,23,16,45,24,0,12,10,22,12,20,66,13,292
2024-03-08 22:50:00,23,32,14,41,28,0,13,12,20,17,18,47,10,275
2024-03-08 23:00:00,25,49,18,38,23,3,11,12,18,12,18,42,3,272
2024-03-08 23:10:00,19,37,13,23,24,0,16,19,14,14,14,38,3,234
2024-03-08 23:20:00,25,34,15,21,23,1,13,7,16,18,17,38,7,235
2024-03-08 23:30:00,21,37,11,23,29,1,11,10,16,6,15,38,7,225
2024-03-08 23:40:00,18,30,9,8,24,1,18,10,9,10,9,37,6,189
2024-03-08 23:50:00,13,41,11,23,24,0,9,8,13,13,13,21,5,194
2024-03-09 00:00:00,19,27,11,17,29,0,10,11,12,14,10,35,8,203
2024-03-09 00:10:00,9,28,14,15,23,0,5,7,18,7,18,29,8,181
2024-03-09 00:20:00,16,29,11,22,26,1,2,11,20,9,18,34,5,204
2024-03-09 00:30:00,14,29,11,30,28,2,8,8,10,8,10,32,11,201
2024-03-09 00:40:00,12,15,7,15,21,0,5,7,8,9,7,22,1,129
2024-03-09 00:50:00,17,26,8,16,21,0,4,6,10,10,9,29,3,159
2024-03-09 01:00:00,14,24,8,27,34,0,14,11,8,6,6,25,5,182
2024-03-09 01:10:00,8,13,7,15,16,1,7,8,10,4,8,20,3,120
2024-03-09 01:20:00,9,25,6,19,18,0,5,4,8,2,8,15,5,124
2024-03-09 01:30:00,9,9,13,27,20,0,1,5,9,7,10,18,2,130
2024-03-09 01:40:00,11,19,6,17,23,0,2,9,8,4,8,16,3,126
2024-03-09 01:50:00,2,22,5,15,21,0,4,4,6,4,6,20,2,111
2024-03-09 02:00:00,1,28,5,9,16,0,1,2,7,2,7,15,3,96
2024-03-09 02:10:00,3,15,8,18,14,0,2,6,9,5,8,13,3,104
2024-03-09 02:20:00,3,13,5,9,11,0,3,5,5,2,5,7,1,69
2024-03-09 02:30:00,9,21,6,9,14,0,4,5,6,0,7,9,3,93
2024-03-09 02:40:00,3,14,1,10,16,0,3,4,1,4,1,9,2,68
2024-03-09 02:50:00,6,16,7,13,15,0,6,5,9,2,6,8,0,93
2024-03-09 03:00:00,3,14,4,12,7,0,1,7,4,4,4,7,1,68
2024-03-09 03:10:00,1,10,6,13,10,0,0,2,6,1,6,6,0,61
2024-03-09 03:20:00,3,19,5,13,12,0,0,3,4,2,4,10,1,76
2024-03-09 03:30:00,3,27,3,12,12,0,4,5,4,2,4,7,5,88
2024-03-09 03:40:00,6,15,2,10,9,3,0,1,1,4,2,5,1,59
2024-03-09 03:50:00,8,8,3,4,8,0,2,3,4,2,3,7,0,52
2024-03-09 04:00:00,6,14,0,13,16,3,1,2,0,4,0,9,0,68
2024-03-09 04:10:00,2,8,5,13,14,0,6,5,5,1,5,9,2,75
2024-03-09 04:20:00,2,8,2,12,17,2,3,1,2,3,2,7,2,63
2024-03-09 04:30:00,5,7,4,7,8,1,1,7,8,1,6,6,1,62
2024-03-09 04:40:00,2,10,5,7,8,0,3,3,5,1,4,5,0,53
2024-03-09 04:50:00,5,4,6,10,14,0,6,3,8,2,7,8,2,75
2024-03-09 05:00:00,1,12,4,3,3,0,3,4,5,2,5,1,0,43
2024-03-09 05:10:00,9,7,4,11,16,5,2,2,3,4,3,12,2,80
2024-03-09 05:20:00,6,8,2,6,10,0,7,4,3,4,3,8,0,61
2024-03-09 05:30:00,4,14,6,19,19,1,5,11,4,3,4,16,2,108
2024-03-09 05:40:00,8,13,4,12,6,6,3,4,4,4,4,6,4,78
2024-03-09 05:50:00,3,7,5,3,12,0,6,7,5,2,5,9,1,65
2024-03-09 06:00:00,4,12,3,12,12,2,7,7,3,2,3,10,3,80
2024-03-09 06:10:00,3,6,12,12,13,0,5,1,10,9,10,7,1,89
2024-03-09 06:20:00,5,11,8,14,18,5,4,3,7,6,8,15,7,111
2024-03-09 06:30:00,6,11,8,10,21,1,5,4,10,6,9,17,0,108
2024-03-09 06:40:00,5,7,5,14,15,2,8,7,6,8,6,22,5,110
2024-03-09 06:50:00,6,4,4,9,15,2,7,3,5,8,5,17,6,91
2024-03-09 07:00:00,7,4,5,11,16,3,3,5,5,10,5,21,3,98
2024-03-09 07:10:00,3,5,5,4,18,6,5,9,5,5,5,19,2,91
2024-03-09 07:20:00,5,8,5,8,12,3,6,7,4,8,4,11,1,82
2024-03-09 07:30:00,4,12,2,8,15,7,3,8,2,7,2,41,4,115
2024-03-09 07:40:00,9,7,6,8,16,0,13,13,6,13,6,31,5,133
2024-03-09 07:50:00,9,19,8,10,17,1,8,8,8,10,7,30,5,140
2024-03-09 08:00:00,18,8,6,5,15,0,14,9,8,9,7,21,5,125
2024-03-09 08:10:00,7,12,14,7,12,0,7,12,19,10,17,18,1,136
2024-03-09 08:20:00,13,13,10,12,10,1,11,11,11,13,11,14,1,131
2024-03-09 08:30:00,13,14,14,10,14,3,9,9,15,11,15,31,6,164
2024-03-09 08:40:00,9,15,10,18,19,3,7,7,14,25,12,22,2,163
2024-03-09 08:50:00,14,17,19,13,26,5,12,12,19,13,19,31,6,206
2024-03-09 09:00:00,13,23,10,14,26,4,11,13,12,19,10,45,5,205
2024-03-09 09:10:00,17,27,16,19,24,4,10,11,18,24,17,34,7,228
2024-03-09 09:20:00,8,26,14,21,31,1,13,12,19,22,17,44,10,238
2024-03-09 09:30:00,14,23,23,15,23,2,18,15,25,14,23,29,1,225
2024-03-09 09:40:00,15,18,20,22,37,4,13,11,26,23,24,44,10,267
2024-03-09 09:50:00,24,18,21,17,24,5,15,15,28,15,26,36,6,250
2024-03-09 10:00:00,28,28,24,25,26,4,16,16,28,25,28,39,11,298
2024-03-09 10:10:00,22,28,24,15,27,4,13,22,33,18,32,35,10,283
2024-03-09 10:20:00,31,29,19,21,26,0,15,15,21,23,18,33,8,259
2024-03-09 10:30:00,20,38,17,21,29,1,12,13,18,22,19,42,7,259
2024-03-09 10:40:00,26,33,24,18,33,0,19,12,31,20,28,40,7,291
2024-03-09 10:50:00,26,32,15,23,29,1,26,15,17,26,16,42,7,275
2024-03-09 11:00:00,22,25,18,21,22,3,24,15,26,21,26,40,1,264
2024-03-09 11:10:00,32,38,22,24,26,1,19,24,37,28,34,41,7,333
2024-03-09 11:20:00,22,33,24,21,24,3,14,35,30,24,26,47,4,307
2024-03-09 11:30:00,30,27,41,20,33,3,15,17,39,21,38,52,13,349
2024-03-09 11:40:00,28,10,29,22,28,3,23,12,38,31,36,55,8,323
2024-03-09 11:50:00,29,28,32,24,28,4,27,17,38,23,37,36,3,326
2024-03-09 12:00:00,28,33,31,29,34,3,20,16,37,32,36,61,9,369
2024-03-09 12:10:00,32,25,23,22,28,4,19,17,35,24,34,59,13,335
2024-03-09 12:20:00,22,37,26,34,33,1,16,18,33,41,32,49,6,348
2024-03-09 12:30:00,30,19,24,20,27,2,21,23,29,23,24,53,11,306
2024-03-09 12:40:00,29,24,38,35,42,0,26,17,47,30,46,67,16,417
2024-03-09 12:50:00,34,27,21,27,33,3,22,20,42,27,40,55,7,358
2024-03-09 13:00:00,63,25,25,22,36,1,17,25,56,27,52,60,12,421
2024-03-09 13:10:00,28,27,22,28,32,1,17,20,38,33,36,73,9,364
2024-03-09 13:20:00,36,28,24,22,21,4,23,20,37,25,32,52,7,331
2024-03-09 13:30:00,29,20,34,23,30,2,18,18,44,25,44,48,8,343
2024-03-09 13:40:00,29,12,20,23,19,3,21,16,45,34,43,53,7,325
2024-03-09 13:50:00,35,21,28,20,26,4,19,19,42,25,35,58,9,341
2024-03-09 14:00:00,27,8,32,26,24,2,23,13,43,26,39,58,6,327
2024-03-09 14:10:00,27,23,19,33,23,0,15,13,36,35,34,55,8,321
2024-03-09 14:20:00,24,23,25,42,28,1,22,21,58,44,53,85,10,436
2024-03-09 14:30:00,31,20,13,26,20,0,23,23,42,30,36,43,5,312
2024-03-09 14:40:00,19,22,29,18,36,3,11,14,35,27,35,60,7,316
2024-03-09 14:50:00,22,17,27,22,45,3,15,21,52,25,43,62,10,364
2024-03-09 15:00:00,21,9,21,37,33,1,20,14,25,41,24,57,6,309
2024-03-09 15:10:00,31,16,23,32,34,0,21,17,36,38,34,54,13,349
2024-03-09 15:20:00,24,27,24,26,33,2,24,17,40,35,39,57,10,358
2024-03-09 15:30:00,27,10,18,30,11,2,21,18,30,30,23,62,4,286
2024-03-09 15:40:00,20,26,32,31,26,2,20,15,43,38,37,52,7,349
2024-03-09 15:50:00,18,22,29,30,26,1,15,17,37,38,36,65,10,344
2024-03-09 16:00:00,23,23,22,22,31,1,21,13,38,25,34,63,5,321
2024-03-09 16:10:00,27,27,30,19,32,2,15,19,36,19,35,67,14,342
2024-03-09 16:20:00,25,30,27,28,35,3,19,18,38,28,37,67,7,362
2024-03-09 16:30:00,23,22,26,18,37,0,20,18,36,22,34,58,18,332
2024-03-09 16:40:00,18,22,23,19,32,3,23,18,33,27,32,48,9,307
2024-03-09 16:50:00,21,16,19,23,29,5,27,16,40,23,37,64,13,333
2024-03-09 17:00:00,20,18,21,28,34,1,13,14,29,36,26,70,13,323
2024-03-09 17:10:00,25,29,21,26,27,0,13,18,37,31,35,41,6,309
2024-03-09 17:20:00,20,19,23,36,45,1,18,18,41,42,38,62,11,374
2024-03-09 17:30:00,17,23,18,25,24,0,24,17,20,26,19,66,12,291
2024-03-09 17:40:00,30,11,24,23,9,1,15,15,35,35,32,71,7,308
2024-03-09 17:50:00,27,18,26,17,32,4,20,16,41,26,35,60,10,332
2024-03-09 18:00:00,22,21,21,29,27,0,17,16,41,33,37,54,7,325
2024-03-09 18:10:00,24,36,20,19,26,4,19,19,32,22,32,54,9,316
2024-03-09 18:20:00,24,30,21,24,25,0,20,22,39,32,32,60,12,341
2024-03-09 18:30:00,27,12,13,36,32,2,17,14,21,32,17,63,7,293
2024-03-09 18:40:00,34,30,30,36,38,0,20,25,39,26,32,49,6,365
2024-03-09 18:50:00,28,43,20,43,29,0,22,23,31,23,29,54,7,352
2024-03-09 19:00:00,32,43,24,72,43,3,19,24,28,37,26,63,11,425
2024-03-09 19:10:00,30,54,21,31,36,0,26,25,38,28,37,50,10,386
2024-03-09 19:20:00,31,48,31,40,32,1,20,18,31,28,31,45,11,367
2024-03-09 19:30:00,35,56,17,40,40,0,15,17,25,15,20,44,10,334
2024-03-09 19:40:00,27,52,23,35,33,1,27,18,32,24,28,38,7,345
2024-03-09 19:50:00,36,59,20,40,32,0,15,11,24,20,24,44,13,338
2024-03-09 20:00:00,39,44,14,30,29,1,10,15,27,18,27,34,10,298
2024-03-09 20:10:00,36,35,22,22,31,3,19,19,20,24,19,49,9,308
2024-03-09 20:20:00,28,44,23,32,27,1,14,12,23,19,22,37,11,293
2024-03-09 20:30:00,25,35,22,31,23,1,19,12,23,17,21,37,8,274
2024-03-09 20:40:00,12,40,18,32,26,2,14,20,26,17,25,36,8,276
2024-03-09 20:50:00,17,56,15,31,37,0,14,18,19,19,17,43,4,290
2024-03-09 21:00:00,36,48,16,34,26,1,16,13,20,17,20,30,4,281
2024-03-09 21:10:00,25,55,14,14,23,0,19,19,17,10,16,34,4,250
2024-03-09 21:20:00,29,46,11,31,39,1,11,11,15,18,15,37,4,268
2024-03-09 21:30:00,44,37,9,23,39,0,15,17,16,16,15,31,6,268
2024-03-09 21:40:00,29,52,24,25,33,0,15,14,24,15,24,35,2,292
2024-03-09 21:50:00,37,29,14,18,24,0,19,11,17,16,16,27,6,234
2024-03-09 22:00:00,10,31,10,28,29,1,13,16,17,15,16,25,6,217
2024-03-09 22:10:00,23,43,21,32,36,3,8,12,14,13,15,44,8,272
2024-03-09 22:20:00,14,43,12,27,33,0,17,8,16,15,15,28,6,234
2024-03-09 22:30:00,27,35,17,42,34,0,16,13,21,11,20,32,6,274
2024-03-09 22:40:00,29,30,20,32,26,0,16,10,30,9,27,28,5,262
2024-03-09 22:50:00,16,31,20,24,22,0,13,18,28,10,26,28,4,240
2024-03-09 23:00:00,29,36,18,31,26,0,10,13,31,24,30,47,4,299
2024-03-09 23:10:00,19,35,22,43,22,0,3,6,25,27,24,73,8,307
2024-03-09 23:20:00,22,42,15,30,23,0,12,12,21,9,20,51,7,264
2024-03-09 23:30:00,10,41,15,11,21,1,13,13,23,6,19,26,6,205
2024-03-09 23:40:00,20,33,13,20,21,0,13,10,10,9,10,29,5,193
2024-03-09 23:50:00,23,33,10,21,21,0,13,10,13,7,11,26,6,194
2024-03-10 00:00:00,9,34,8,15,14,1,8,11,7,5,6,13,4,135
2024-03-10 00:10:00,10,28,10,19,28,0,13,10,13,8,12,21,2,174
2024-03-10 00:20:00,12,18,6,25,23,0,9,8,7,11,7,15,2,143
2024-03-10 00:30:00,14,24,10,18,16,0,11,8,10,8,10,15,2,146
2024-03-10 00:40:00,17,16,5,17,15,0,4,13,5,7,5,8,0,112
2024-03-10 00:50:00,14,31,11,25,16,2,5,4,13,5,13,27,4,170
2024-03-10 01:00:00,12,23,9,22,15,0,4,11,13,5,11,13,1,139
2024-03-10 01:10:00,17,18,9,20,13,0,11,7,12,7,12,12,2,140
2024-03-10 01:20:00,11,24,12,18,22,2,7,5,15,5,15,16,4,156
2024-03-10 01:30:00,3,9,1,11,10,0,9,11,2,1,2,8,1,68
2024-03-10 01:40:00,3,8,7,15,15,0,1,4,6,2,5,12,0,78
2024-03-10 01:50:00,10,13,5,13,15,0,1,5,10,2,6,9,1,90
2024-03-10 02:00:00,4,6,10,16,14,0,3,7,8,5,8,10,1,92
2024-03-10 02:10:00,8,20,6,14,10,0,7,5,6,2,6,7,1,92
2024-03-10 02:20:00,15,31,4,16,15,1,0,8,7,6,7,8,1,119
2024-03-10 02:30:00,5,8,4,16,12,0,4,8,5,1,4,9,1,77
2024-03-10 02:40:00,8,16,8,12,18,0,2,5,10,4,9,13,2,107
2024-03-10 02:50:00,12,11,2,5,20,0,4,5,4,1,4,13,0,81
2024-03-10 03:00:00,6,7,2,8,11,0,3,6,3,1,3,8,0,58
2024-03-10 03:10:00,1,5,3,15,28,1,2,3,1,1,1,16,0,77
2024-03-10 03:20:00,6,12,7,16,20,0,6,7,8,1,6,12,2,103
2024-03-10 03:30:00,5,22,6,12,17,0,2,5,7,3,7,14,2,102
2024-03-10 03:40:00,5,17,4,7,10,0,1,2,4,5,4,7,1,67
2024-03-10 03:50:00,5,12,9,14,21,0,5,6,6,4,6,10,2,100
2024-03-10 04:00:00,6,9,4,10,11,0,3,2,5,2,5,6,4,67
2024-03-10 04:10:00,4,10,5,12,15,0,0,2,5,3,5,10,0,71
2024-03-10 04:20:00,1,9,7,9,10,1,2,4,7,0,6,7,4,67
2024-03-10 04:30:00,5,5,1,5,11,0,2,3,1,0,1,7,1,42
