datetime,V21Z,V22Z,V51Z,V52Z,V61Z,V62Z,V81Z,V82Z,D53Z,D54Z,D55Z,D63Z,D64Z,Total
2024-03-19 14:50:00,37,30,22,31,30,12,19,18,38,34,34,54,10,369
2024-03-19 15:00:00,24,6,9,26,10,9,21,18,59,45,56,71,7,361
2024-03-19 15:10:00,13,0,18,18,25,7,17,20,52,33,50,60,17,330
2024-03-19 15:20:00,5,0,13,22,15,7,20,22,36,40,33,66,14,293
2024-03-19 15:30:00,0,0,22,21,22,3,14,19,58,37,58,66,10,330
2024-03-19 15:40:00,20,0,15,17,19,4,20,21,35,23,31,63,8,276
2024-03-19 15:50:00,3,0,17,19,21,7,10,15,50,28,45,74,14,303
2024-03-19 16:00:00,0,0,18,42,13,5,21,16,47,37,42,76,4,321
2024-03-19 16:10:00,18,0,22,23,23,6,20,19,36,34,33,72,12,318
2024-03-19 16:20:00,13,0,17,24,10,8,19,21,43,47,36,74,2,314
2024-03-19 16:30:00,8,0,13,20,9,7,19,18,30,28,26,87,9,274
2024-03-19 16:40:00,17,0,27,24,12,5,17,13,40,32,37,62,6,292
2024-03-19 16:50:00,19,0,16,26,19,5,13,14,43,34,40,66,5,300
2024-03-19 17:00:00,20,6,20,18,20,1,22,24,44,34,40,60,4,313
2024-03-19 17:10:00,23,3,24,25,20,3,22,15,51,39,50,69,10,354
2024-03-19 17:20:00,15,0,15,32,16,4,21,14,45,40,39,85,15,341
2024-03-19 17:30:00,19,0,18,25,28,4,15,24,43,29,38,56,10,309
2024-03-19 17:40:00,24,0,19,24,20,4,18,21,42,40,38,65,17,332
2024-03-19 17:50:00,19,3,21,29,13,1,21,25,39,37,35,88,15,346
2024-03-19 18:00:00,27,17,25,19,26,9,26,22,38,39,31,80,13,372
2024-03-19 18:10:00,15,0,24,25,20,4,15,17,36,25,35,62,16,294
2024-03-19 18:20:00,22,0,22,20,19,5,18,19,46,36,42,67,12,328
2024-03-19 18:30:00,20,10,17,17,24,4,19,20,40,37,32,50,7,297
2024-03-19 18:40:00,22,17,12,32,19,10,22,22,24,37,22,59,14,312
2024-03-19 18:50:00,30,16,21,42,22,3,18,16,36,36,33,50,14,337
2024-03-19 19:00:00,38,28,23,24,28,2,22,13,28,32,27,50,9,324
2024-03-19 19:10:00,27,30,23,29,43,6,19,30,30,20,28,46,5,336
2024-03-19 19:20:00,24,44,13,41,32,1,19,15,24,24,21,49,6,313
2024-03-19 19:30:00,14,39,11,30,23,5,21,15,14,17,14,41,9,253
2024-03-19 19:40:00,36,38,11,20,25,1,23,10,19,16,17,23,5,244
2024-03-19 19:50:00,30,32,17,32,34,1,24,14,24,28,22,39,6,303
2024-03-19 20:00:00,29,32,18,30,34,0,17,29,28,26,24,51,8,326
2024-03-19 20:10:00,30,43,17,43,29,2,24,19,22,27,21,46,11,334
2024-03-19 20:20:00,17,39,14,31,36,0,19,19,19,15,17,44,9,279
2024-03-19 20:30:00,18,50,13,14,15,0,12,15,13,12,12,24,2,200
2024-03-19 20:40:00,25,41,18,34,20,3,10,19,20,15,21,34,5,265
2024-03-19 20:50:00,27,39,21,27,32,0,19,14,19,18,18,37,5,276
2024-03-19 21:00:00,31,39,27,38,37,0,20,9,28,10,28,44,4,315
2024-03-19 21:10:00,14,30,13,45,29,2,8,14,18,16,16,42,8,255
2024-03-19 21:20:00,18,53,14,23,28,0,14,8,16,16,15,32,2,239
2024-03-19 21:30:00,36,42,15,31,25,2,11,16,12,15,12,41,9,267
2024-03-19 21:40:00,21,35,21,46,26,1,9,13,28,17,28,41,4,290
2024-03-19 21:50:00,14,19,11,41,32,0,6,12,12,16,11,43,2,219
2024-03-19 22:00:00,19,43,12,33,23,1,11,13,13,6,23,31,2,230
2024-03-19 22:10:00,19,35,11,20,14,0,15,9,12,8,10,16,2,171
2024-03-19 22:20:00,17,37,8,20,24,0,13,9,11,11,9,19,2,180
2024-03-19 22:30:00,8,30,10,7,24,1,4,13,10,9,7,21,7,151
2024-03-19 22:40:00,22,28,14,28,21,2,10,15,11,3,11,26,3,194
2024-03-19 22:50:00,12,33,12,19,10,1,5,8,14,6,14,12,0,146
2024-03-19 23:00:00,13,24,17,20,17,0,5,9,17,6,16,12,3,159
2024-03-19 23:10:00,11,20,7,11,22,0,8,5,8,5,6,16,2,121
2024-03-19 23:20:00,11,21,10,12,13,0,7,9,10,8,8,12,2,123
2024-03-19 23:30:00,14,20,9,7,10,0,2,7,9,3,6,10,3,100
2024-03-19 23:40:00,6,21,4,11,17,0,5,7,6,7,6,10,1,101
2024-03-19 23:50:00,12,10,3,6,6,0,3,2,2,3,3,3,1,54
2024-03-20 00:00:00,2,7,3,12,17,0,6,4,5,2,4,10,2,74
2024-03-20 00:10:00,5,16,6,19,19,0,0,5,6,4,6,12,6,104
2024-03-20 00:20:00,3,5,7,10,10,0,3,3,7,4,7,7,1,67
2024-03-20 00:30:00,5,9,4,13,9,0,1,3,3,1,4,7,1,60
2024-03-20 00:40:00,0,19,0,5,9,0,3,6,2,1,0,5,1,51
2024-03-20 00:50:00,6,4,5,10,11,0,6,5,5,2,4,8,0,66
2024-03-20 01:00:00,4,6,3,12,9,0,2,3,3,2,3,7,0,54
2024-03-20 01:10:00,6,7,1,4,1,0,6,4,1,4,1,1,0,36
2024-03-20 01:20:00,7,12,3,7,7,0,1,3,2,3,2,6,0,53
2024-03-20 01:30:00,1,5,1,2,3,0,1,0,1,2,1,2,0,19
2024-03-20 01:40:00,4,8,0,3,4,0,4,6,0,1,0,3,0,33
2024-03-20 01:50:00,0,2,8,5,1,0,2,0,5,0,5,2,0,30
2024-03-20 02:00:00,3,4,2,7,2,1,1,3,2,1,2,3,0,31
2024-03-20 02:10:00,1,4,2,9,11,1,0,3,1,1,1,6,2,42
2024-03-20 02:20:00,0,9,0,4,7,0,4,0,0,0,0,4,1,29
2024-03-20 02:30:00,3,8,0,5,1,0,4,0,0,3,0,1,0,25
2024-03-20 02:40:00,5,6,2,7,14,3,1,2,2,1,2,9,1,55
2024-03-20 02:50:00,3,0,0,5,1,0,3,1,0,1,0,1,0,15
2024-03-20 03:00:00,5,3,1,4,4,0,3,0,1,0,1,3,0,25
2024-03-20 03:10:00,1,9,0,5,11,0,0,1,0,1,0,6,0,34
2024-03-20 03:20:00,0,3,0,4,5,0,0,0,0,3,0,3,1,19
2024-03-20 03:30:00,1,9,0,2,4,0,0,0,1,1,1,2,0,21
2024-03-20 03:40:00,4,7,3,1,6,1,2,1,3,0,3,5,1,37
2024-03-20 03:50:00,3,9,2,2,8,0,4,0,2,2,2,3,0,37
2024-03-20 04:00:00,0,6,0,6,5,0,0,2,0,3,0,6,0,28
2024-03-20 04:10:00,1,1,3,9,15,0,1,2,4,2,2,11,0,51
2024-03-20 04:20:00,1,9,6,8,4,0,4,1,5,2,5,5,0,50
2024-03-20 04:30:00,0,5,2,9,8,1,1,3,4,0,4,8,1,46
2024-03-20 04:40:00,11,7,4,11,12,2,2,4,4,2,3,10,3,75
2024-03-20 04:50:00,3,4,6,19,9,2,2,4,7,4,7,9,0,76
2024-03-20 05:00:00,10,6,5,19,13,7,8,6,5,4,5,13,7,108
2024-03-20 05:10:00,7,11,6,14,18,0,8,4,4,6,5,16,1,100
2024-03-20 05:20:00,12,8,10,14,23,2,3,8,12,10,10,29,5,146
2024-03-20 05:30:00,8,19,12,18,22,4,9,9,16,9,16,43,7,192
2024-03-20 05:40:00,23,4,12,17,19,2,6,7,15,12,15,35,1,168
2024-03-20 05:50:00,11,9,18,22,22,8,10,12,26,19,26,35,2,220
2024-03-20 06:00:00,7,16,22,33,38,5,15,11,20,24,20,44,8,263
2024-03-20 06:10:00,15,16,24,21,30,12,23,22,37,19,35,69,10,333
2024-03-20 06:20:00,7,19,39,17,31,4,12,14,45,21,44,48,10,311
2024-03-20 06:30:00,12,9,26,18,23,3,10,14,42,28,42,49,8,284
2024-03-20 06:40:00,11,15,18,20,29,9,19,23,48,33,48,72,17,362
2024-03-20 06:50:00,14,14,18,22,17,5,17,12,52,34,49,72,7,333
2024-03-20 07:00:00,9,12,21,27,27,4,15,15,47,39,45,73,8,342
2024-03-20 07:10:00,16,21,19,29,21,6,19,15,37,44,38,67,6,338
2024-03-20 07:20:00,19,13,21,26,28,9,24,21,42,38,37,74,10,362
2024-03-20 07:30:00,17,20,17,17,31,7,19,24,40,53,38,60,9,352
2024-03-20 07:40:00,20,24,18,23,26,3,23,19,44,41,34,63,5,343
2024-03-20 07:50:00,19,15,21,20,20,10,16,19,45,47,42,72,12,358
2024-03-20 08:00:00,22,20,20,23,25,7,24,23,59,39,51,62,13,388
2024-03-20 08:10:00,22,24,15,17,17,2,13,19,50,33,46,58,7,323
2024-03-20 08:20:00,22,14,23,24,24,9,21,20,51,41,43,74,15,381
2024-03-20 08:30:00,25,7,14,26,28,11,25,27,42,38,39,61,7,350
2024-03-20 08:40:00,20,24,13,23,18,8,21,12,34,45,27,56,11,312
2024-03-20 08:50:00,19,0,17,27,29,8,21,15,39,37,33,52,8,305
2024-03-20 09:00:00,18,17,20,21,21,10,21,13,41,34,36,71,8,331
2024-03-20 09:10:00,16,22,18,18,25,7,16,18,40,29,37,65,9,320
2024-03-20 09:20:00,23,15,17,19,27,14,23,14,40,25,34,74,18,343
2024-03-20 09:30:00,18,18,19,17,27,10,20,16,35,31,32,60,11,314
2024-03-20 09:40:00,25,7,29,27,20,12,18,15,49,32,44,66,13,357
2024-03-20 09:50:00,27,12,24,25,17,17,24,16,40,45,36,64,11,358
2024-03-20 10:00:00,14,15,23,22,24,13,17,20,39,26,39,64,14,330
2024-03-20 10:10:00,26,28,21,34,28,5,19,25,33,38,31,62,4,354
2024-03-20 10:20:00,26,32,26,25,35,11,19,15,48,28,48,49,16,378
2024-03-20 10:30:00,27,27,26,24,43,12,24,14,33,39,32,54,22,377
2024-03-20 10:40:00,26,30,18,25,24,12,22,17,39,29,40,53,13,348
2024-03-20 10:50:00,22,22,28,25,36,10,18,17,38,37,32,51,13,349
2024-03-20 11:00:00,21,21,30,28,38,6,22,11,49,35,45,60,12,378
2024-03-20 11:10:00,21,27,55,29,35,7,21,19,36,31,34,64,11,390
2024-03-20 11:20:00,26,21,26,24,37,8,19,18,44,29,44,72,19,387
2024-03-20 11:30:00,24,23,25,30,24,6,16,15,42,35,39,58,6,343
2024-03-20 11:40:00,23,22,36,27,30,10,17,15,41,35,39,70,11,376
2024-03-20 11:50:00,20,23,23,30,28,8,21,15,30,28,31,80,8,345
2024-03-20 12:00:00,25,26,28,27,32,16,20,20,49,33,45,62,21,404
2024-03-20 12:10:00,21,20,22,33,20,8,24,17,46,38,42,70,12,373
2024-03-20 12:20:00,25,4,23,25,0,11,20,21,55,55,55,54,14,362
2024-03-20 12:30:00,28,9,32,27,13,10,17,17,47,44,43,67,10,364
2024-03-20 12:40:00,13,20,44,33,15,7,19,21,43,38,39,70,5,367
2024-03-20 12:50:00,25,29,28,24,30,10,21,30,39,28,35,76,15,390
2024-03-20 13:00:00,33,28,27,28,37,7,21,16,44,33,45,51,10,380
2024-03-20 13:10:00,22,23,25,29,20,7,16,21,40,36,34,58,9,340
2024-03-20 13:20:00,24,20,16,22,31,5,11,12,37,31,34,77,6,326
2024-03-20 13:30:00,27,27,22,23,32,5,17,20,36,28,34,67,6,344
2024-03-20 13:40:00,32,18,25,32,29,5,19,26,44,40,42,53,8,373
2024-03-20 13:50:00,25,10,22,20,32,8,17,17,44,24,41,51,9,320
2024-03-20 14:00:00,26,18,20,31,29,9,18,19,47,37,41,63,17,375
2024-03-20 14:10:00,30,26,25,34,13,8,20,18,37,39,36,75,9,370
2024-03-20 14:20:00,30,24,26,32,22,8,21,18,41,34,38,83,15,392
2024-03-20 14:30:00,32,30,26,24,26,6,18,15,41,34,35,65,7,359
2024-03-20 14:40:00,28,10,24,33,12,5,15,17,38,51,36,69,6,344
2024-03-20 14:50:00,21,20,22,40,22,11,21,15,34,35,32,64,5,342
2024-03-20 15:00:00,30,20,16,18,20,6,24,23,41,43,36,70,8,355
2024-03-20 15:10:00,22,0,15,30,20,4,19,22,43,37,40,69,8,329
2024-03-20 15:20:00,28,3,28,18,31,9,24,18,38,22,36,66,12,333
2024-03-20 15:30:00,17,6,23,30,26,6,21,20,48,34,45,66,15,357
2024-03-20 15:40:00,24,8,20,26,23,8,19,20,45,36,38,79,15,361
2024-03-20 15:50:00,24,3,27,25,14,8,21,19,41,32,37,68,6,325
2024-03-20 16:00:00,15,0,32,23,22,7,5,30,47,44,43,74,12,354
2024-03-20 16:10:00,31,3,14,21,25,9,10,20,41,35,40,57,11,317
2024-03-20 16:20:00,7,3,24,21,8,11,6,24,43,36,42,74,11,310
2024-03-20 16:30:00,22,0,14,26,13,4,18,18,40,40,33,85,9,322
2024-03-20 16:40:00,8,0,20,28,17,11,18,16,27,43,23,62,12,285
2024-03-20 16:50:00,16,0,17,44,27,7,19,13,37,34,32,69,9,324
2024-03-20 17:00:00,2,2,19,20,12,5,20,20,44,38,41,82,13,318
2024-03-20 17:10:00,3,0,18,26,18,6,21,20,41,39,31,62,10,295
2024-03-20 17:20:00,12,1,19,21,17,4,18,12,38,36,36,67,11,292
2024-03-20 17:30:00,18,0,14,19,13,10,16,19,40,30,39,77,13,308
2024-03-20 17:40:00,26,2,18,24,13,3,21,15,41,34,35,52,7,291
2024-03-20 17:50:00,27,8,17,20,20,1,19,16,42,40,38,55,11,314
2024-03-20 18:00:00,15,3,18,25,16,4,24,17,35,38,31,70,15,311
2024-03-20 18:10:00,15,0,17,20,15,10,26,16,34,40,34,50,7,284
2024-03-20 18:20:00,25,5,14,23,24,3,28,19,37,35,34,67,13,327
2024-03-20 18:30:00,8,3,17,25,19,3,23,19,36,38,35,58,9,293
2024-03-20 18:40:00,17,0,17,21,15,0,19,19,27,32,25,58,5,255
2024-03-20 18:50:00,22,4,20,36,19,3,15,53,40,29,32,62,13,348
2024-03-20 19:00:00,38,16,17,39,31,0,16,10,38,28,34,60,10,337
2024-03-20 19:10:00,32,33,16,27,24,2,16,21,31,32,27,54,4,319
2024-03-20 19:20:00,31,36,21,24,16,2,15,12,32,24,31,48,5,297
2024-03-20 19:30:00,30,39,12,28,30,0,18,18,19,33,16,52,7,302
2024-03-20 19:40:00,31,29,14,29,22,0,19,21,18,16,19,44,8,270
2024-03-20 19:50:00,15,46,18,39,27,1,24,12,33,30,30,53,4,332
2024-03-20 20:00:00,24,48,20,37,37,1,18,17,26,21,20,58,19,346
2024-03-20 20:10:00,37,69,30,40,35,0,14,18,37,23,36,50,12,401
2024-03-20 20:20:00,22,47,15,37,34,0,18,26,22,14,18,32,8,293
2024-03-20 20:30:00,27,38,15,35,31,1,11,12,23,14,23,43,11,284
2024-03-20 20:40:00,27,30,13,29,25,1,15,14,13,11,11,47,4,240
2024-03-20 20:50:00,22,36,18,26,26,5,12,14,20,17,21,41,12,270
2024-03-20 21:00:00,16,37,17,36,40,3,9,16,22,22,19,36,4,277
2024-03-20 21:10:00,14,26,13,26,31,0,14,11,15,10,14,43,6,223
2024-03-20 21:20:00,20,45,22,25,25,0,16,13,27,20,23,51,5,292
2024-03-20 21:30:00,26,41,15,24,20,0,10,14,18,13,18,29,5,233
2024-03-20 21:40:00,20,48,20,45,27,2,16,17,27,22,25,43,8,320
2024-03-20 21:50:00,16,41,22,42,44,0,12,15,28,11,26,42,5,304
2024-03-20 22:00:00,16,35,19,38,42,1,10,15,23,8,22,38,1,268
2024-03-20 22:10:00,19,45,17,21,18,0,11,16,22,14,18,25,3,229
2024-03-20 22:20:00,28,33,18,39,23,0,10,14,28,11,27,30,7,268
2024-03-20 22:30:00,18,34,15,28,27,0,11,16,26,14,25,25,5,244
2024-03-20 22:40:00,10,32,8,21,26,0,10,12,9,5,7,19,1,160
2024-03-20 22:50:00,17,23,5,20,14,0,6,10,5,11,4,16,1,132
2024-03-20 23:00:00,12,28,12,16,20,0,6,11,14,5,14,18,2,158
2024-03-20 23:10:00,11,36,15,16,13,0,4,8,16,6,16,10,2,153
2024-03-20 23:20:00,13,20,13,18,31,0,8,15,19,10,14,19,6,186
2024-03-20 23:30:00,13,18,11,13,15,0,4,6,11,2,12,11,3,119
2024-03-20 23:40:00,19,15,7,14,14,0,4,5,7,3,6,9,0,103
2024-03-20 23:50:00,7,19,6,13,15,1,7,4,6,4,6,14,7,109
2024-03-21 00:00:00,3,15,7,7,9,0,2,3,9,2,8,6,0,71
2024-03-21 00:10:00,4,22,5,11,11,1,4,5,4,3,4,8,4,86
2024-03-21 00:20:00,5,16,3,16,20,0,1,5,4,4,3,10,1,88
2024-03-21 00:30:00,5,18,4,12,14,0,7,12,4,1,4,6,0,87
2024-03-21 00:40:00,4,2,2,10,13,0,2,5,2,1,2,11,4,58
2024-03-21 00:50:00,3,7,1,5,6,0,2,7,1,3,2,4,0,41
2024-03-21 01:00:00,8,13,4,7,5,0,1,5,5,0,4,4,2,58
2024-03-21 01:10:00,4,9,2,9,6,0,3,2,2,3,2,4,1,47
2024-03-21 01:20:00,5,17,2,5,5,0,1,3,2,3,2,3,0,48
2024-03-21 01:30:00,3,3,2,4,6,1,3,1,3,1,3,3,1,34
2024-03-21 01:40:00,3,2,3,5,4,0,1,0,3,0,3,2,3,29
2024-03-21 01:50:00,2,2,1,2,1,0,0,1,1,1,1,2,0,14
2024-03-21 02:00:00,5,9,2,6,13,1,0,1,3,3,3,6,2,54
2024-03-21 02:10:00,0,5,0,4,6,0,4,5,0,1,0,2,0,27
2024-03-21 02:20:00,2,4,3,6,6,0,1,1,2,4,2,6,0,37
2024-03-21 02:30:00,3,2,2,7,9,3,1,0,3,2,3,4,1,40
2024-03-21 02:40:00,4,9,0,1,6,0,4,2,0,0,0,3,1,30
2024-03-21 02:50:00,0,0,2,8,4,0,3,2,3,3,3,4,0,32
2024-03-21 03:00:00,3,6,3,2,4,0,2,0,3,1,3,3,0,30
2024-03-21 03:10:00,5,0,0,3,5,1,1,0,0,2,0,3,0,20
2024-03-21 03:20:00,1,1,3,8,8,0,2,0,3,1,3,4,1,35
2024-03-21 03:30:00,3,7,1,0,7,3,0,1,1,0,1,5,0,29
2024-03-21 03:40:00,0,5,1,2,2,0,2,1,1,0,1,2,0,17
2024-03-21 03:50:00,2,1,2,2,1,0,3,1,2,1,2,1,0,18
2024-03-21 04:00:00,2,3,1,7,6,0,1,0,2,1,1,4,0,28
2024-03-21 04:10:00,3,5,0,4,7,7,4,3,1,1,0,7,3,45
2024-03-21 04:20:00,4,11,3,5,5,0,0,3,6,3,5,3,0,48
2024-03-21 04:30:00,4,8,5,13,15,2,0,2,3,2,3,9,0,66
2024-03-21 04:40:00,7,3,8,14,10,0,2,1,7,4,7,9,0,72
2024-03-21 04:50:00,4,5,4,16,14,6,3,5,5,6,5,9,1,83
2024-03-21 05:00:00,5,17,5,6,23,9,4,4,7,5,7,22,5,119
2024-03-21 05:10:00,10,7,5,16,10,2,5,6,5,4,6,12,1,89
2024-03-21 05:20:00,5,3,8,26,20,2,7,5,11,3,10,31,2,133
2024-03-21 05:30:00,9,17,15,24,24,0,12,10,13,14,12,39,6,195
2024-03-21 05:40:00,3,12,12,21,19,3,12,10,20,16,18,35,8,189
2024-03-21 05:50:00,12,18,18,38,29,6,9,16,25,23,23,47,10,274
2024-03-21 06:00:00,3,19,19,37,29,3,7,12,27,16,25,44,11,252
2024-03-21 06:10:00,14,12,30,18,35,7,18,24,43,11,40,54,9,315
2024-03-21 06:20:00,11,15,29,19,29,8,18,19,42,26,43,56,15,330
2024-03-21 06:30:00,14,9,19,19,28,9,10,10,44,24,41,49,12,288
2024-03-21 06:40:00,23,16,18,24,32,4,17,21,48,28,49,69,8,357
2024-03-21 06:50:00,11,13,16,22,26,5,18,18,47,39,45,61,11,332
2024-03-21 07:00:00,15,18,17,19,21,8,23,27,39,37,37,67,12,340
2024-03-21 07:10:00,17,14,17,25,23,6,18,14,52,36,49,57,9,337
2024-03-21 07:20:00,23,16,16,18,22,15,12,17,36,34,31,79,10,329
2024-03-21 07:30:00,19,19,18,25,24,6,21,18,27,47,25,70,11,330
2024-03-21 07:40:00,21,12,13,20,24,11,26,25,36,37,31,49,11,316
2024-03-21 07:50:00,22,18,16,28,27,53,25,19,55,44,46,75,14,442
2024-03-21 08:00:00,13,16,18,19,21,10,19,24,44,30,39,66,8,327
2024-03-21 08:10:00,17,7,14,20,28,9,19,19,39,30,37,64,8,311
2024-03-21 08:20:00,23,18,17,25,27,7,18,15,53,40,48,72,12,375
2024-03-21 08:30:00,17,18,22,28,25,5,25,21,41,43,35,63,10,353
2024-03-21 08:40:00,18,19,16,17,22,7,17,18,33,29,29,62,10,297
2024-03-21 08:50:00,17,17,17,27,28,18,18,11,36,32,31,73,15,340
2024-03-21 09:00:00,20,18,15,20,20,7,16,14,31,38,25,63,5,292
2024-03-21 09:10:00,24,11,20,20,26,9,22,15,42,30,36,51,22,328
2024-03-21 09:20:00,13,15,20,27,14,6,13,11,41,39,38,75,6,318
2024-03-21 09:30:00,24,12,21,26,2,8,20,16,29,36,26,63,1,284
2024-03-21 09:40:00,32,38,25,35,35,8,14,16,40,28,38,58,14,381
2024-03-21 09:50:00,27,30,34,30,33,9,17,19,42,33,42,66,14,396
2024-03-21 10:00:00,24,24,35,24,34,3,21,16,33,27,34,69,15,359
2024-03-21 10:10:00,26,29,27,25,34,9,16,14,39,31,38,55,8,351
2024-03-21 10:20:00,22,34,18,28,34,9,16,15,36,27,36,66,13,354
2024-03-21 10:30:00,48,25,27,30,29,5,18,13,43,39,39,62,5,383
2024-03-21 10:40:00,33,12,21,27,23,9,19,18,32,33,31,49,7,314
2024-03-21 10:50:00,29,20,18,30,31,5,20,16,61,51,57,70,8,416
2024-03-21 11:00:00,31,30,23,23,20,4,25,18,37,41,32,51,9,344
2024-03-21 11:10:00,29,25,24,34,35,7,18,17,41,44,40,64,12,390
2024-03-21 11:20:00,21,17,23,34,35,8,23,16,37,23,34,57,11,339
2024-03-21 11:30:00,23,4,20,26,4,4,24,24,45,38,42,53,7,314
2024-03-21 11:40:00,25,19,27,33,24,8,9,24,45,42,44,70,16,386
2024-03-21 11:50:00,20,32,26,24,28,2,19,13,40,32,40,51,6,333
2024-03-21 12:00:00,26,20,22,44,27,11,13,18,41,44,36,56,8,366
2024-03-21 12:10:00,22,27,27,28,22,7,20,18,35,39,33,72,9,359
2024-03-21 12:20:00,26,13,29,30,21,2,19,20,39,36,38,63,4,340
2024-03-21 12:30:00,27,20,29,20,19,13,23,15,50,36,47,66,6,371
2024-03-21 12:40:00,17,10,23,25,21,22,20,15,41,37,35,65,9,340
2024-03-21 12:50:00,24,22,25,37,31,8,20,21,31,41,29,60,11,360
2024-03-21 13:00:00,34,23,18,25,31,6,15,20,39,33,36,54,11,345
2024-03-21 13:10:00,17,21,19,36,36,8,17,17,50,38,44,88,14,405
2024-03-21 13:20:00,21,25,16,22,25,7,17,18,44,32,43,56,15,341
2024-03-21 13:30:00,24,21,20,27,45,9,22,18,43,36,40,76,16,397
2024-03-21 13:40:00,26,22,32,28,9,8,19,15,50,37,44,60,9,359
2024-03-21 13:50:00,27,26,37,30,28,7,22,20,35,28,33,57,14,364
2024-03-21 14:00:00,23,25,20,32,25,4,20,14,35,36,35,72,8,349
2024-03-21 14:10:00,25,4,20,24,6,5,18,18,25,33,25,60,3,266
2024-03-21 14:20:00,23,0,18,27,4,9,26,19,48,46,44,64,10,338
2024-03-21 14:30:00,24,0,22,28,18,10,21,15,41,30,36,52,10,307
2024-03-21 14:40:00,19,5,30,28,31,5,13,19,38,48,36,67,5,344
2024-03-21 14:50:00,27,3,22,19,2,8,19,21,42,31,39,59,10,302
2024-03-21 15:00:00,27,11,16,34,28,9,18,14,41,43,36,66,8,351
2024-03-21 15:10:00,19,1,22,36,18,3,24,23,34,29,34,61,13,317
2024-03-21 15:20:00,12,0,23,24,21,6,17,18,55,31,51,78,8,344
2024-03-21 15:30:00,18,0,20,27,28,7,22,22,43,36,40,71,13,347
2024-03-21 15:40:00,20,0,14,22,36,6,20,19,40,38,33,69,8,325
2024-03-21 15:50:00,16,0,15,30,25,7,21,19,32,39,29,70,11,314
2024-03-21 16:00:00,14,1,24,34,26,6,25,16,47,44,43,82,10,372
2024-03-21 16:10:00,30,13,19,19,27,10,20,21,40,33,35,61,11,339
2024-03-21 16:20:00,26,0,17,33,8,6,19,19,47,46,43,76,13,353
2024-03-21 16:30:00,21,0,12,19,22,8,18,18,42,38,38,73,13,322
2024-03-21 16:40:00,10,0,20,21,20,1,21,25,40,35,38,75,11,317
2024-03-21 16:50:00,27,1,18,23,23,10,16,16,31,27,30,80,19,321
2024-03-21 17:00:00,22,0,19,33,16,6,21,20,50,42,47,70,12,358
2024-03-21 17:10:00,22,0,17,31,23,5,20,27,37,36,30,73,10,331
2024-03-21 17:20:00,19,24,22,28,26,5,24,20,42,38,36,69,10,363
2024-03-21 17:30:00,20,8,20,24,17,4,24,23,43,35,41,69,9,337
2024-03-21 17:40:00,28,5,18,22,13,4,18,18,41,32,36,75,11,321
2024-03-21 17:50:00,18,5,20,23,23,11,19,20,42,35,43,73,15,347
2024-03-21 18:00:00,25,16,19,22,29,7,21,18,40,41,35,75,10,358
2024-03-21 18:10:00,21,18,18,30,27,3,25,19,41,43,37,66,8,356
2024-03-21 18:20:00,25,3,22,21,16,5,21,16,60,37,54,88,9,377
2024-03-21 18:30:00,21,14,20,23,22,2,18,19,42,31,38,70,16,336
2024-03-21 18:40:00,25,30,18,18,26,3,17,11,30,28,32,54,8,300
2024-03-21 18:50:00,19,19,27,29,28,0,35,17,34,30,27,55,17,337
2024-03-21 19:00:00,33,26,19,19,21,1,17,29,29,31,28,51,6,310
2024-03-21 19:10:00,32,28,12,35,30,2,18,12,21,18,16,45,6,275
2024-03-21 19:20:00,24,42,24,18,29,0,16,16,30,29,27,43,15,313
2024-03-21 19:30:00,29,35,12,24,17,1,20,16,19,21,17,42,2,255
2024-03-21 19:40:00,41,29,19,32,16,0,15,16,25,23,23,42,5,286
2024-03-21 19:50:00,32,26,18,35,25,2,9,14,33,15,30,43,5,287
2024-03-21 20:00:00,20,44,15,46,33,5,8,13,17,28,16,43,14,302
2024-03-21 20:10:00,26,56,22,33,34,1,23,18,30,23,23,50,9,348
2024-03-21 20:20:00,28,49,16,36,38,2,18,16,22,24,18,39,6,312
2024-03-21 20:30:00,29,52,20,33,36,2,18,11,20,20,21,37,7,306
2024-03-21 20:40:00,19,44,15,32,26,0,9,9,24,17,21,31,1,248
2024-03-21 20:50:00,35,33,19,25,22,2,22,15,23,29,20,32,3,280
2024-03-21 21:00:00,16,34,22,29,34,0,11,11,23,14,23,31,3,251
2024-03-21 21:10:00,28,50,15,30,36,1,13,7,18,20,17,30,7,272
2024-03-21 21:20:00,16,40,18,34,24,3,10,11,28,16,22,36,4,262
2024-03-21 21:30:00,14,39,14,26,33,0,13,13,20,24,17,33,5,251
2024-03-21 21:40:00,24,34,19,36,21,0,9,12,21,13,20,34,6,249
2024-03-21 21:50:00,24,35,13,25,22,0,11,15,12,17,12,43,7,236
2024-03-21 22:00:00,20,39,13,16,30,0,14,10,17,12,17,29,5,222
2024-03-21 22:10:00,29,47,16,19,11,0,17,15,15,15,16,25,5,230
2024-03-21 22:20:00,22,45,8,17,15,0,13,12,5,12,6,22,4,181
2024-03-21 22:30:00,17,32,20,23,28,1,8,7,15,14,14,27,4,210
2024-03-21 22:40:00,14,37,15,18,32,0,18,10,16,5,15,18,4,202
2024-03-21 22:50:00,17,30,9,18,26,0,15,12,11,12,9,19,2,180
2024-03-21 23:00:00,17,44,10,16,18,0,8,7,10,7,10,13,1,161
2024-03-21 23:10:00,14,37,8,30,30,0,9,9,10,10,7,28,4,196
