datetime,D21Z,D22Z,V23Z,D51Z,D52Z,V53Z,V54Z,D81Z,D82Z,V83Z,Total
2024-03-09 14:10:00,58,0,38,12,9,25,0,21,2,2,167
2024-03-09 14:20:00,43,0,31,10,4,32,0,26,0,0,146
2024-03-09 14:30:00,50,0,31,25,11,33,0,25,0,0,175
2024-03-09 14:40:00,66,0,49,21,16,28,0,21,1,1,203
2024-03-09 14:50:00,56,0,28,17,11,51,0,28,2,2,195
2024-03-09 15:00:00,59,0,48,15,10,36,0,32,0,0,200
2024-03-09 15:10:00,47,0,37,13,11,39,0,36,0,0,183
2024-03-09 15:20:00,60,0,38,14,8,34,0,29,1,1,185
2024-03-09 15:30:00,33,0,31,8,10,32,0,29,0,0,143
2024-03-09 15:40:00,42,0,23,30,21,36,0,29,2,0,183
2024-03-09 15:50:00,53,0,33,21,17,35,0,23,2,3,187
2024-03-09 16:00:00,37,0,27,16,12,41,0,31,0,1,165
2024-03-09 16:10:00,44,0,30,21,9,31,0,29,0,0,164
2024-03-09 16:20:00,54,0,40,12,11,34,0,28,1,0,180
2024-03-09 16:30:00,47,0,29,17,16,22,0,20,0,2,153
2024-03-09 16:40:00,50,0,31,14,16,31,0,25,0,1,168
2024-03-09 16:50:00,43,0,30,18,9,29,0,22,0,0,151
2024-03-09 17:00:00,58,0,44,16,15,38,0,38,1,0,210
2024-03-09 17:10:00,51,0,30,14,12,37,0,29,2,4,179
2024-03-09 17:20:00,56,0,39,21,17,35,0,27,0,0,195
2024-03-09 17:30:00,42,0,37,21,14,41,0,30,0,2,187
2024-03-09 17:40:00,49,0,34,19,12,44,0,37,0,1,196
2024-03-09 17:50:00,48,0,34,19,14,38,0,32,0,2,187
2024-03-09 18:00:00,43,0,38,11,9,40,0,36,0,1,178
2024-03-09 18:10:00,54,0,44,14,15,36,0,29,1,1,194
2024-03-09 18:20:00,45,0,39,12,9,26,0,22,0,1,154
2024-03-09 18:30:00,40,0,38,12,15,34,0,50,2,0,191
2024-03-09 18:40:00,41,0,42,14,21,31,0,52,0,2,203
2024-03-09 18:50:00,45,0,44,9,14,38,0,51,1,0,202
2024-03-09 19:00:00,43,0,40,14,24,23,0,31,0,2,177
2024-03-09 19:10:00,38,0,42,6,8,24,0,32,1,2,153
2024-03-09 19:20:00,46,0,42,7,11,20,0,31,1,2,160
2024-03-09 19:30:00,27,0,23,9,10,23,0,36,0,0,128
2024-03-09 19:40:00,31,0,34,10,16,21,0,35,1,0,148
2024-03-09 19:50:00,29,0,30,11,17,21,0,29,0,0,137
2024-03-09 20:00:00,21,0,25,7,9,12,0,22,0,0,96
2024-03-09 20:10:00,35,0,31,5,11,18,0,30,0,0,130
2024-03-09 20:20:00,29,0,31,11,13,28,0,44,0,0,156
2024-03-09 20:30:00,23,0,29,5,9,18,0,27,0,0,111
2024-03-09 20:40:00,22,0,24,6,9,18,0,29,0,0,108
2024-03-09 20:50:00,18,0,23,5,6,17,0,30,0,0,99
2024-03-09 21:00:00,26,0,32,6,8,19,0,30,0,0,121
2024-03-09 21:10:00,26,0,19,7,6,22,0,36,0,0,116
2024-03-09 21:20:00,22,0,24,2,3,16,0,27,0,0,94
2024-03-09 21:30:00,20,0,25,5,5,9,0,17,0,0,81
2024-03-09 21:40:00,10,0,10,4,6,9,0,15,0,0,54
2024-03-09 21:50:00,22,0,30,1,2,8,0,9,0,0,72
2024-03-09 22:00:00,19,0,20,4,6,12,0,21,0,0,82
2024-03-09 22:10:00,18,0,26,2,4,18,0,29,0,0,97
2024-03-09 22:20:00,15,0,19,5,9,23,0,31,0,0,102
2024-03-09 22:30:00,25,0,28,6,9,11,0,18,0,0,97
2024-03-09 22:40:00,13,0,15,8,3,19,0,30,0,0,88
2024-03-09 22:50:00,16,0,18,8,8,17,0,30,0,0,97
2024-03-09 23:00:00,17,0,27,3,5,12,0,17,0,1,82
2024-03-09 23:10:00,15,0,18,3,3,14,0,23,0,0,76
2024-03-09 23:20:00,15,0,22,5,10,2,0,4,0,0,58
2024-03-09 23:30:00,20,0,18,0,0,12,0,19,0,0,69
2024-03-09 23:40:00,11,0,14,3,4,8,0,10,0,0,50
2024-03-09 23:50:00,13,0,13,1,2,7,0,11,0,0,47
2024-03-10 00:00:00,10,0,15,0,0,7,0,13,0,0,45
2024-03-10 00:10:00,13,0,14,4,7,9,0,14,0,0,61
2024-03-10 00:20:00,17,0,18,1,2,5,0,7,0,0,50
2024-03-10 00:30:00,9,0,8,1,1,10,0,10,0,0,39
2024-03-10 00:40:00,8,0,11,1,3,4,0,7,0,0,34
2024-03-10 00:50:00,16,0,21,0,0,11,0,16,0,0,64
2024-03-10 01:00:00,5,0,9,1,1,4,0,5,0,0,25
2024-03-10 01:10:00,3,0,2,1,2,4,0,6,0,0,18
2024-03-10 01:20:00,7,0,12,1,2,3,0,4,0,0,29
2024-03-10 01:30:00,8,0,9,1,3,4,0,6,0,0,31
2024-03-10 01:40:00,6,0,8,2,2,7,0,9,0,0,34
2024-03-10 01:50:00,6,0,8,0,0,3,0,6,0,0,23
2024-03-10 02:00:00,11,0,15,0,0,2,0,2,0,0,30
2024-03-10 02:10:00,6,0,6,0,0,4,0,5,0,0,21
2024-03-10 02:20:00,9,0,13,0,0,5,0,7,0,0,34
2024-03-10 02:30:00,3,0,2,0,0,1,0,0,0,0,6
2024-03-10 02:40:00,11,0,14,0,0,5,0,8,0,0,38
2024-03-10 02:50:00,5,0,10,1,2,4,0,6,0,0,28
2024-03-10 03:00:00,3,0,5,0,0,1,0,1,0,0,10
2024-03-10 03:10:00,3,0,5,0,0,6,0,11,0,0,25
2024-03-10 03:20:00,2,0,2,0,0,3,0,6,0,0,13
2024-03-10 03:30:00,3,0,4,0,0,1,0,1,0,0,9
2024-03-10 03:40:00,2,0,3,0,0,1,0,0,0,0,6
2024-03-10 03:50:00,5,0,10,1,2,7,0,11,0,0,36
2024-03-10 04:00:00,3,0,4,0,0,1,0,2,0,0,10
2024-03-10 04:10:00,2,0,2,0,0,2,0,2,0,0,8
2024-03-10 04:20:00,2,0,6,1,2,4,0,6,1,0,22
2024-03-10 04:30:00,0,0,0,0,0,2,0,4,0,0,6
2024-03-10 04:40:00,2,0,3,0,0,0,0,0,0,0,5
2024-03-10 04:50:00,2,0,5,0,0,0,0,0,0,0,7
2024-03-10 05:00:00,2,0,2,0,0,3,0,4,0,0,11
2024-03-10 05:10:00,3,0,5,0,0,3,0,5,0,0,16
2024-03-10 05:20:00,4,0,6,0,0,3,0,4,0,0,17
2024-03-10 05:30:00,2,0,1,0,0,3,0,4,0,0,10
2024-03-10 05:40:00,1,0,1,2,1,0,0,0,0,0,5
2024-03-10 05:50:00,1,0,1,0,0,1,0,1,0,0,4
2024-03-10 06:00:00,1,0,1,1,0,2,0,2,0,0,7
2024-03-10 06:10:00,3,0,5,0,0,1,0,1,0,0,10
2024-03-10 06:20:00,2,0,2,2,3,2,0,4,0,0,15
2024-03-10 06:30:00,4,0,6,2,4,5,0,9,0,0,30
2024-03-10 06:40:00,2,0,2,1,1,5,0,6,0,1,18
2024-03-10 06:50:00,4,0,6,2,2,3,0,3,0,0,20
2024-03-10 07:00:00,6,0,6,2,2,5,0,5,0,0,26
2024-03-10 07:10:00,4,0,4,1,1,3,0,3,0,0,16
2024-03-10 07:20:00,7,0,7,1,1,4,0,4,0,0,24
2024-03-10 07:30:00,8,0,8,0,0,9,0,9,0,0,34
2024-03-10 07:40:00,7,0,7,1,1,7,0,8,0,0,31
2024-03-10 07:50:00,4,0,4,4,4,12,0,13,0,0,41
2024-03-10 08:00:00,9,0,9,1,1,5,0,5,0,0,30
2024-03-10 08:10:00,6,0,6,1,1,9,0,8,0,0,31
2024-03-10 08:20:00,12,0,12,7,6,12,0,11,0,1,61
2024-03-10 08:30:00,18,0,16,3,3,8,0,8,0,0,56
2024-03-10 08:40:00,13,0,13,4,3,13,0,13,0,0,59
2024-03-10 08:50:00,10,0,12,4,6,16,0,16,0,0,64
2024-03-10 09:00:00,19,0,16,7,4,13,0,13,0,1,73
2024-03-10 09:10:00,21,0,18,4,3,19,0,17,0,0,82
2024-03-10 09:20:00,20,0,17,11,11,22,0,18,2,0,101
2024-03-10 09:30:00,20,0,16,17,13,17,0,16,1,0,100
2024-03-10 09:40:00,29,0,25,10,9,20,0,22,4,0,119
2024-03-10 09:50:00,36,0,27,9,9,13,0,12,3,0,109
2024-03-10 10:00:00,15,0,16,40,16,21,0,20,0,0,128
2024-03-10 10:10:00,20,0,14,0,0,12,0,11,1,1,59
2024-03-10 10:20:00,23,0,21,10,11,20,0,18,0,0,103
2024-03-10 10:30:00,26,0,22,4,4,26,0,24,0,0,106
2024-03-10 10:40:00,28,0,25,11,13,21,0,18,0,0,116
2024-03-10 10:50:00,39,0,34,10,9,19,0,17,3,0,131
2024-03-10 11:00:00,28,0,22,10,8,26,0,24,1,2,121
2024-03-10 11:10:00,25,0,23,8,7,21,0,19,0,0,103
2024-03-10 11:20:00,39,0,31,11,11,18,0,19,0,0,129
2024-03-10 11:30:00,33,0,29,9,10,26,0,23,2,1,133
2024-03-10 11:40:00,38,0,30,11,13,22,0,17,0,2,133
2024-03-10 11:50:00,37,0,27,17,15,22,0,19,2,2,141
2024-03-10 12:00:00,28,0,24,7,7,33,0,27,0,2,128
2024-03-10 12:10:00,45,0,32,12,12,25,0,22,1,0,149
2024-03-10 12:20:00,45,0,38,7,7,33,0,27,0,5,162
2024-03-10 12:30:00,36,0,25,18,15,27,0,23,3,1,148
2024-03-10 12:40:00,40,0,32,3,4,27,0,23,2,0,131
2024-03-10 12:50:00,34,0,28,17,14,21,0,20,0,1,135
2024-03-10 13:00:00,44,0,40,8,7,24,0,21,0,0,144
2024-03-10 13:10:00,37,0,30,14,14,24,0,22,1,2,144
2024-03-10 13:20:00,45,0,27,22,20,24,0,21,2,4,165
2024-03-10 13:30:00,34,0,31,9,10,21,0,12,1,3,121
2024-03-10 13:40:00,59,0,39,18,12,34,0,24,2,2,190
2024-03-10 13:50:00,35,0,32,13,9,35,0,29,2,2,157
2024-03-10 14:00:00,35,0,33,13,7,24,0,21,1,1,135
2024-03-10 14:10:00,50,0,37,16,10,26,0,26,0,0,165
2024-03-10 14:20:00,38,0,36,7,9,28,0,30,0,0,148
2024-03-10 14:30:00,38,0,24,19,15,39,0,28,4,1,168
2024-03-10 14:40:00,42,0,33,9,10,18,0,17,2,1,132
2024-03-10 14:50:00,36,0,38,13,11,30,0,25,2,1,156
2024-03-10 15:00:00,43,0,36,13,13,47,0,28,0,0,180
2024-03-10 15:10:00,46,0,33,20,8,40,0,34,0,1,182
2024-03-10 15:20:00,37,0,27,12,11,28,0,23,2,0,140
2024-03-10 15:30:00,37,0,29,14,12,26,0,24,0,0,142
2024-03-10 15:40:00,47,0,37,20,12,32,0,28,0,1,177
2024-03-10 15:50:00,31,0,26,17,13,44,0,29,0,1,161
2024-03-10 16:00:00,46,0,36,14,8,26,0,21,0,1,152
2024-03-10 16:10:00,38,0,26,13,7,32,0,25,3,0,144
2024-03-10 16:20:00,31,0,23,11,8,27,0,25,0,1,126
2024-03-10 16:30:00,48,0,37,11,13,32,0,26,0,0,167
2024-03-10 16:40:00,39,0,27,25,13,26,0,22,2,1,155
2024-03-10 16:50:00,45,0,28,18,16,34,0,26,0,0,167
2024-03-10 17:00:00,26,0,25,22,16,31,0,28,3,1,152
2024-03-10 17:10:00,43,0,33,15,15,33,0,28,0,2,169
2024-03-10 17:20:00,38,0,31,16,13,33,0,28,0,0,159
2024-03-10 17:30:00,34,0,27,21,20,30,0,25,3,3,163
2024-03-10 17:40:00,28,0,22,13,9,25,0,23,1,0,121
2024-03-10 17:50:00,40,0,26,18,18,25,0,19,0,0,146
2024-03-10 18:00:00,36,0,27,23,19,20,0,17,0,2,144
2024-03-10 18:10:00,44,0,27,12,11,20,0,16,0,0,130
2024-03-10 18:20:00,41,0,25,8,5,27,0,24,1,1,132
2024-03-10 18:30:00,42,0,50,11,13,32,0,49,0,1,198
2024-03-10 18:40:00,29,0,32,10,12,30,0,44,1,2,160
2024-03-10 18:50:00,43,0,36,10,12,33,0,47,2,0,183
2024-03-10 19:00:00,34,0,36,13,14,23,0,37,2,0,159
2024-03-10 19:10:00,32,0,25,5,12,25,0,34,0,0,133
2024-03-10 19:20:00,29,0,27,6,4,29,0,47,0,0,142
2024-03-10 19:30:00,21,0,25,5,6,13,0,18,0,2,90
2024-03-10 19:40:00,25,0,28,7,10,21,0,31,2,0,124
2024-03-10 19:50:00,22,0,28,5,7,13,0,20,0,0,95
2024-03-10 20:00:00,27,0,36,6,10,16,0,21,0,0,116
2024-03-10 20:10:00,25,0,32,9,8,11,0,19,0,1,105
2024-03-10 20:20:00,21,0,24,6,7,17,0,28,0,0,103
2024-03-10 20:30:00,17,0,23,10,14,8,0,14,0,0,86
2024-03-10 20:40:00,18,0,20,2,2,18,0,29,0,0,89
2024-03-10 20:50:00,18,0,19,2,4,9,0,14,1,0,67
2024-03-10 21:00:00,10,0,13,9,11,13,0,20,0,0,76
2024-03-10 21:10:00,30,0,37,3,4,8,0,15,0,1,98
2024-03-10 21:20:00,27,0,35,4,4,10,0,14,0,2,96
2024-03-10 21:30:00,31,0,29,1,1,13,0,23,0,1,99
2024-03-10 21:40:00,18,0,18,0,0,9,0,18,0,0,63
2024-03-10 21:50:00,22,0,32,2,0,14,0,18,0,0,88
2024-03-10 22:00:00,12,0,17,0,0,9,0,18,0,0,56
2024-03-10 22:10:00,6,0,8,8,7,9,0,16,0,0,54
2024-03-10 22:20:00,10,0,11,1,1,8,0,11,0,0,42
2024-03-10 22:30:00,7,0,3,5,5,4,0,4,0,0,28
2024-03-10 22:40:00,5,0,4,0,0,5,0,5,0,0,19
2024-03-10 22:50:00,7,0,7,1,1,5,0,5,0,0,26
2024-03-10 23:00:00,3,0,3,3,4,3,0,3,0,0,19
2024-03-10 23:10:00,6,0,7,1,2,3,0,3,0,0,22
2024-03-10 23:20:00,1,0,1,1,1,2,0,4,0,0,10
2024-03-10 23:30:00,1,0,1,1,1,3,0,4,0,0,11
2024-03-10 23:40:00,7,0,7,0,0,2,0,3,0,0,19
2024-03-10 23:50:00,4,0,4,0,0,3,0,4,0,0,15
2024-03-11 00:00:00,4,0,4,0,0,3,0,2,0,0,13
2024-03-11 00:10:00,5,0,4,0,0,2,0,1,0,0,12
2024-03-11 00:20:00,2,0,2,2,2,4,0,4,0,0,16
2024-03-11 00:30:00,4,0,4,2,3,2,0,3,0,0,18
2024-03-11 00:40:00,3,0,2,0,0,6,0,5,0,0,16
2024-03-11 00:50:00,2,0,1,0,0,0,0,0,0,0,3
2024-03-11 01:00:00,5,0,5,0,0,2,0,2,0,0,14
2024-03-11 01:10:00,3,0,3,1,2,3,0,3,0,0,15
2024-03-11 01:20:00,0,0,0,0,0,2,0,3,0,0,5
2024-03-11 01:30:00,3,0,3,0,0,1,0,1,0,0,8
2024-03-11 01:40:00,3,0,3,0,0,3,0,3,0,0,12
2024-03-11 01:50:00,2,0,1,0,0,1,0,1,0,0,5
2024-03-11 02:00:00,2,0,2,1,1,2,0,2,0,0,10
2024-03-11 02:10:00,5,0,5,0,0,1,0,1,0,0,12
2024-03-11 02:20:00,1,0,1,0,0,1,0,1,0,0,4
2024-03-11 02:30:00,3,0,3,0,0,2,0,1,0,0,9
2024-03-11 02:40:00,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 02:50:00,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 03:10:00,3,0,3,0,0,0,0,0,0,0,6
2024-03-11 03:20:00,2,0,2,1,1,0,0,0,0,0,6
2024-03-11 03:30:00,1,0,1,0,0,1,0,1,0,0,4
2024-03-11 03:40:00,0,0,0,1,0,0,0,0,0,0,1
2024-03-11 03:50:00,1,0,1,0,0,0,0,0,0,0,2
2024-03-11 04:00:00,3,0,3,0,0,1,0,1,0,0,8
2024-03-11 04:10:00,0,0,0,1,1,2,0,2,0,0,6
2024-03-11 04:20:00,2,0,2,3,1,1,0,1,0,0,10
2024-03-11 04:30:00,0,0,0,0,0,3,0,3,0,0,6
2024-03-11 04:40:00,3,0,3,0,0,0,0,0,0,0,6
2024-03-11 04:50:00,1,0,1,1,1,0,0,0,0,0,4
2024-03-11 05:00:00,1,0,1,3,4,6,0,6,0,0,21
2024-03-11 05:10:00,5,0,5,5,4,6,0,3,0,0,28
2024-03-11 05:20:00,7,0,6,3,3,4,0,3,0,0,26
2024-03-11 05:30:00,5,0,5,6,4,10,0,10,0,0,40
2024-03-11 05:40:00,6,0,6,5,3,20,0,21,0,0,61
2024-03-11 05:50:00,5,0,5,6,3,5,0,5,0,0,29
2024-03-11 06:00:00,11,0,10,7,5,15,0,12,0,0,60
2024-03-11 06:10:00,5,0,6,5,4,6,0,6,0,0,32
2024-03-11 06:20:00,19,0,15,6,6,16,0,17,0,0,79
2024-03-11 06:30:00,12,0,10,62,9,19,0,15,0,0,127
2024-03-11 06:40:00,15,0,13,14,9,24,0,22,0,0,97
2024-03-11 06:50:00,22,0,20,8,9,35,0,25,0,0,119
2024-03-11 07:00:00,17,0,15,21,14,35,0,30,0,1,133
2024-03-11 07:10:00,45,0,33,25,16,69,0,50,1,1,240
2024-03-11 07:20:00,43,0,36,25,14,58,0,49,0,1,226
2024-03-11 07:30:00,60,0,37,26,16,68,0,44,2,0,253
2024-03-11 07:40:00,50,0,32,25,16,54,0,34,1,1,213
2024-03-11 07:50:00,44,0,36,21,12,60,0,40,1,3,217
2024-03-11 08:00:00,53,0,34,28,20,61,0,39,0,0,235
2024-03-11 08:10:00,57,0,43,17,11,56,0,45,0,3,232
2024-03-11 08:20:00,58,0,38,26,15,65,0,49,0,0,251
2024-03-11 08:30:00,42,0,35,23,11,52,0,35,1,3,202
2024-03-11 08:40:00,50,0,38,28,16,40,0,32,1,3,208
2024-03-11 08:50:00,56,0,44,20,13,58,0,42,2,2,237
2024-03-11 09:00:00,55,0,44,14,12,43,0,38,0,1,207
2024-03-11 09:10:00,57,0,42,14,12,44,0,29,4,6,208
2024-03-11 09:20:00,42,0,24,16,13,38,0,33,1,0,167
2024-03-11 09:30:00,35,0,27,14,68,40,0,29,0,0,213
2024-03-11 09:40:00,44,0,32,19,12,50,0,41,0,2,200
2024-03-11 09:50:00,44,0,37,16,10,40,0,35,0,0,182
2024-03-11 10:00:00,29,0,25,13,13,46,0,36,1,0,163
2024-03-11 10:10:00,55,0,36,12,10,32,0,26,0,0,171
2024-03-11 10:20:00,47,0,42,14,5,45,0,36,1,0,190
2024-03-11 10:30:00,36,0,29,16,15,31,0,27,1,0,155
2024-03-11 10:40:00,47,0,42,11,9,41,0,37,0,0,187
2024-03-11 10:50:00,45,0,35,21,10,36,0,30,0,0,177
2024-03-11 11:00:00,41,0,27,10,8,33,0,28,0,0,147
2024-03-11 11:10:00,51,0,42,22,15,32,0,25,0,0,187
2024-03-11 11:20:00,47,0,33,18,13,42,0,36,1,0,190
2024-03-11 11:30:00,40,0,28,19,10,36,0,30,0,1,164
2024-03-11 11:40:00,53,0,33,17,16,45,0,31,1,0,196
2024-03-11 11:50:00,58,0,35,10,10,42,0,37,3,3,198
2024-03-11 12:00:00,44,0,33,26,13,34,0,32,2,0,184
2024-03-11 12:10:00,54,0,39,13,13,49,0,35,0,0,203
2024-03-11 12:20:00,49,0,39,11,8,43,0,38,2,0,190
2024-03-11 12:30:00,59,0,35,11,10,55,0,40,1,2,213
2024-03-11 12:40:00,59,0,46,16,11,42,0,30,1,0,205
2024-03-11 12:50:00,45,0,29,14,17,44,0,27,1,7,184
2024-03-11 13:00:00,48,0,29,15,10,25,0,23,1,0,151
2024-03-11 13:10:00,57,0,37,17,16,45,0,31,1,2,206
2024-03-11 13:20:00,58,0,44,25,17,48,0,39,0,0,231
2024-03-11 13:30:00,43,0,33,141,9,51,0,33,1,0,311
2024-03-11 13:40:00,64,0,48,18,10,33,0,27,6,0,206
2024-03-11 13:50:00,76,0,49,17,14,41,0,29,1,2,229
2024-03-11 14:00:00,51,0,43,13,13,32,0,28,1,0,181
2024-03-11 14:10:00,58,0,43,12,13,52,0,44,1,1,224
2024-03-11 14:20:00,51,0,34,24,17,45,0,34,2,1,208
2024-03-11 14:30:00,66,0,47,15,13,36,0,27,0,0,204
2024-03-11 14:40:00,66,0,47,17,8,49,0,41,0,2,230
2024-03-11 14:50:00,75,0,40,19,17,49,0,43,2,0,245
2024-03-11 15:00:00,70,0,41,22,13,43,0,38,2,0,229
2024-03-11 15:10:00,61,0,42,11,9,43,0,31,3,0,200
2024-03-11 15:20:00,64,0,38,25,13,51,0,35,1,2,229
2024-03-11 15:30:00,61,0,38,25,15,53,0,39,2,2,235
2024-03-11 15:40:00,65,0,41,22,10,32,0,23,1,2,196
2024-03-11 15:50:00,87,0,45,15,15,47,0,36,6,0,251
2024-03-11 16:00:00,56,0,31,17,17,34,0,28,1,2,186
2024-03-11 16:10:00,73,0,44,25,15,55,0,36,3,1,252
2024-03-11 16:20:00,81,0,48,19,12,39,0,31,8,1,239
2024-03-11 16:30:00,71,0,41,21,16,43,0,35,0,3,230
2024-03-11 16:40:00,66,0,31,25,17,50,0,33,1,1,224
2024-03-11 16:50:00,64,0,45,14,12,38,0,29,3,0,205
2024-03-11 17:00:00,62,0,44,15,56,46,0,36,1,1,261
2024-03-11 17:10:00,75,0,53,22,11,51,0,40,4,5,261
2024-03-11 17:20:00,63,0,38,28,14,52,0,33,1,1,230
2024-03-11 17:30:00,76,0,41,22,12,50,0,38,2,1,242
2024-03-11 17:40:00,59,0,38,27,44,53,0,42,0,0,263
2024-03-11 17:50:00,60,0,36,27,13,60,0,33,1,0,230
2024-03-11 18:00:00,62,0,42,18,15,52,0,38,3,0,230
2024-03-11 18:10:00,52,0,34,17,12,50,0,38,2,3,208
2024-03-11 18:20:00,61,0,33,13,10,33,0,28,0,2,180
2024-03-11 18:30:00,44,0,40,17,16,44,0,37,12,1,211
2024-03-11 18:40:00,54,0,39,16,18,35,0,52,6,1,221
2024-03-11 18:50:00,44,0,39,17,16,29,0,37,1,3,186
2024-03-11 19:00:00,33,0,35,13,23,33,0,43,0,0,180
2024-03-11 19:10:00,37,0,36,13,14,35,0,43,0,3,181
2024-03-11 19:20:00,50,0,46,11,17,28,0,42,0,0,194
2024-03-11 19:30:00,18,0,19,11,13,21,0,30,2,0,114
2024-03-11 19:40:00,36,0,39,15,18,30,0,49,0,1,188
2024-03-11 19:50:00,35,0,35,10,12,14,0,20,0,0,126
2024-03-11 20:00:00,31,0,34,6,9,29,0,38,0,0,147
2024-03-11 20:10:00,33,0,31,4,5,21,0,33,0,0,127
2024-03-11 20:20:00,24,0,31,9,8,12,0,19,0,0,103
2024-03-11 20:30:00,21,0,20,6,7,21,0,32,0,0,107
2024-03-11 20:40:00,26,0,25,3,4,19,0,33,0,6,116
2024-03-11 20:50:00,25,0,32,3,4,11,0,17,0,2,94
2024-03-11 21:00:00,20,0,23,1,2,19,0,27,0,1,93
2024-03-11 21:10:00,21,0,22,2,3,16,0,22,0,2,88
2024-03-11 21:20:00,28,0,26,6,5,16,0,23,0,0,104
2024-03-11 21:30:00,22,0,23,3,3,14,0,17,0,0,82
2024-03-11 21:40:00,20,0,21,2,3,11,0,17,0,0,74
2024-03-11 21:50:00,23,0,31,4,7,12,0,21,0,0,98
2024-03-11 22:00:00,21,0,22,2,6,12,0,20,0,0,83
2024-03-11 22:10:00,13,0,16,2,5,12,0,21,0,0,69
2024-03-11 22:20:00,12,0,17,2,0,13,0,23,0,0,67
2024-03-11 22:30:00,21,0,21,2,1,6,0,11,0,0,62
2024-03-11 22:40:00,11,0,15,4,3,9,0,15,0,0,57
2024-03-11 22:50:00,14,0,18,3,4,8,0,15,0,0,62
2024-03-11 23:00:00,7,0,10,2,2,4,0,5,0,0,30
2024-03-11 23:10:00,9,0,10,1,2,5,0,7,0,0,34
2024-03-11 23:20:00,3,0,3,0,0,3,0,2,0,0,11
2024-03-11 23:30:00,10,0,15,1,2,2,0,4,0,0,34
2024-03-11 23:40:00,5,0,9,0,0,5,0,9,0,0,28
2024-03-11 23:50:00,7,0,10,0,0,3,0,4,0,0,24
2024-03-12 00:00:00,1,0,1,0,0,2,0,2,0,0,6
2024-03-12 00:10:00,3,0,5,0,0,1,0,1,0,0,10
2024-03-12 00:20:00,2,0,3,1,2,1,0,0,0,0,9
2024-03-12 00:30:00,4,0,6,0,0,1,0,1,0,0,12
2024-03-12 00:40:00,5,0,7,0,0,1,0,2,0,0,15
2024-03-12 00:50:00,2,0,3,0,0,0,0,0,0,0,5
2024-03-12 01:00:00,2,0,2,0,0,1,0,2,0,0,7
2024-03-12 01:10:00,1,0,2,0,0,1,0,2,0,0,6
2024-03-12 01:20:00,1,0,1,0,0,1,0,1,0,0,4
2024-03-12 01:30:00,3,0,2,1,3,3,0,6,0,0,18
2024-03-12 01:40:00,2,0,4,0,0,1,0,1,0,0,8
2024-03-12 01:50:00,3,0,3,1,1,0,0,0,0,0,8
2024-03-12 02:00:00,3,0,4,0,0,3,0,5,0,0,15
2024-03-12 02:10:00,2,0,3,0,0,1,0,1,0,0,7
2024-03-12 02:20:00,3,0,4,0,0,0,0,0,0,0,7
2024-03-12 02:30:00,0,0,0,0,0,2,0,1,0,0,3
2024-03-12 02:40:00,0,0,0,0,0,1,0,2,0,0,3
2024-03-12 02:50:00,0,0,0,0,0,1,0,2,0,0,3
2024-03-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0
2024-03-12 03:10:00,2,0,3,1,1,1,0,1,0,0,9
2024-03-12 03:20:00,6,0,8,1,1,0,0,0,0,0,16
2024-03-12 03:30:00,0,0,0,0,0,0,0,0,0,0,0
2024-03-12 03:40:00,0,0,0,0,0,2,0,4,0,0,6
2024-03-12 03:50:00,1,0,2,0,0,1,0,0,0,0,4
2024-03-12 04:00:00,2,0,3,1,1,1,0,1,0,0,9
2024-03-12 04:10:00,2,0,3,0,0,1,0,2,0,0,8
2024-03-12 04:20:00,2,0,3,0,0,0,0,0,0,0,5
2024-03-12 04:30:00,1,0,1,1,1,2,0,4,0,0,10
2024-03-12 04:40:00,1,0,1,0,0,1,0,2,0,0,5
2024-03-12 04:50:00,0,0,0,0,0,4,0,5,0,1,10
2024-03-12 05:00:00,2,0,2,5,3,5,0,5,0,0,22
2024-03-12 05:10:00,2,0,3,3,1,6,0,5,0,0,20
2024-03-12 05:20:00,3,0,5,2,4,5,0,7,0,0,26
2024-03-12 05:30:00,7,0,10,9,11,10,0,13,0,0,60
2024-03-12 05:40:00,11,0,15,9,11,9,0,11,0,0,66
2024-03-12 05:50:00,10,0,15,3,6,5,0,5,0,0,44
2024-03-12 06:00:00,7,0,8,3,5,10,0,12,1,0,46
2024-03-12 06:10:00,9,0,12,8,7,11,0,19,0,0,66
2024-03-12 06:20:00,28,0,17,9,7,19,0,31,0,0,111
2024-03-12 06:30:00,15,0,17,4,6,14,0,22,0,0,78
2024-03-12 06:40:00,18,0,17,10,13,19,0,25,1,0,103
2024-03-12 06:50:00,20,0,19,12,9,37,0,32,0,0,129
2024-03-12 07:00:00,18,0,21,10,9,33,0,25,0,2,118
2024-03-12 07:10:00,42,0,27,27,17,62,0,45,0,1,221
2024-03-12 07:20:00,48,0,39,24,12,59,0,46,0,0,228
2024-03-12 07:30:00,41,0,34,29,14,68,0,47,2,3,238
2024-03-12 07:40:00,52,0,27,34,19,64,0,39,1,3,239
2024-03-12 07:50:00,73,0,42,23,13,54,0,36,1,0,242
2024-03-12 08:00:00,47,0,32,47,19,78,0,53,0,2,278
2024-03-12 08:10:00,59,0,34,28,17,53,0,43,0,0,234
2024-03-12 08:20:00,49,0,37,44,17,63,0,44,1,1,256
