datetime,V21Z,V22Z,V81Z,V82Z,Total
2024-03-01 10:10:00,41,9,5,53,108
2024-03-01 10:20:00,38,8,6,51,103
2024-03-01 10:30:00,31,1,7,50,89
2024-03-01 10:40:00,41,3,8,59,111
2024-03-01 10:50:00,38,1,4,53,96
2024-03-01 11:00:00,41,3,6,49,99
2024-03-01 11:10:00,55,3,6,51,115
2024-03-01 11:20:00,37,3,3,52,95
2024-03-01 11:30:00,44,8,7,50,109
2024-03-01 11:40:00,50,3,12,57,122
2024-03-01 11:50:00,49,5,12,54,120
2024-03-01 12:00:00,52,2,8,57,119
2024-03-01 12:10:00,53,7,5,49,114
2024-03-01 12:20:00,54,3,9,66,132
2024-03-01 12:30:00,64,7,7,56,134
2024-03-01 12:40:00,46,5,10,62,123
2024-03-01 12:50:00,49,7,5,53,114
2024-03-01 13:00:00,54,7,6,49,116
2024-03-01 13:10:00,59,10,9,58,136
2024-03-01 13:20:00,74,9,4,61,148
2024-03-01 13:30:00,60,10,8,46,124
2024-03-01 13:40:00,51,7,7,63,128
2024-03-01 13:50:00,66,6,3,52,127
2024-03-01 14:00:00,51,4,11,44,110
2024-03-01 14:10:00,57,4,5,42,108
2024-03-01 14:20:00,55,10,9,63,137
2024-03-01 14:30:00,55,10,5,52,122
2024-03-01 14:40:00,55,4,6,44,109
2024-03-01 14:50:00,69,5,6,48,128
2024-03-01 15:00:00,51,10,7,53,121
2024-03-01 15:10:00,64,3,8,44,119
2024-03-01 15:20:00,57,3,7,43,110
2024-03-01 15:30:00,48,13,7,44,112
2024-03-01 15:40:00,60,3,5,51,119
2024-03-01 15:50:00,64,9,7,46,126
2024-03-01 16:00:00,56,10,6,45,117
2024-03-01 16:10:00,55,3,4,43,105
2024-03-01 16:20:00,61,6,11,38,116
2024-03-01 16:30:00,58,8,5,43,114
2024-03-01 16:40:00,64,7,11,50,132
2024-03-01 16:50:00,69,8,13,37,127
2024-03-01 17:00:00,64,9,14,39,126
2024-03-01 17:10:00,44,3,16,52,115
2024-03-01 17:20:00,48,6,8,48,110
2024-03-01 17:30:00,54,4,12,43,113
2024-03-01 17:40:00,48,7,9,52,116
2024-03-01 17:50:00,60,9,4,54,127
2024-03-01 18:00:00,56,7,11,47,121
2024-03-01 18:10:00,52,6,7,49,114
2024-03-01 18:20:00,42,8,7,45,102
2024-03-01 18:30:00,47,9,4,46,106
2024-03-01 18:40:00,39,5,5,53,102
2024-03-01 18:50:00,48,7,5,31,91
2024-03-01 19:00:00,44,9,5,41,99
2024-03-01 19:10:00,44,4,8,52,108
2024-03-01 19:20:00,40,10,6,37,93
2024-03-01 19:30:00,40,4,6,44,94
2024-03-01 19:40:00,45,4,3,35,87
2024-03-01 19:50:00,29,3,5,36,73
2024-03-01 20:00:00,35,6,2,23,66
2024-03-01 20:10:00,31,4,5,30,70
2024-03-01 20:20:00,30,5,5,29,69
2024-03-01 20:30:00,18,7,1,19,45
2024-03-01 20:40:00,25,2,0,19,46
2024-03-01 20:50:00,21,2,2,18,43
2024-03-01 21:00:00,27,3,2,14,46
2024-03-01 21:10:00,33,0,5,13,51
2024-03-01 21:20:00,24,3,4,17,48
2024-03-01 21:30:00,15,3,2,18,38
2024-03-01 21:40:00,31,4,2,19,56
2024-03-01 21:50:00,31,12,2,13,58
2024-03-01 22:00:00,22,5,1,17,45
2024-03-01 22:10:00,19,4,3,24,50
2024-03-01 22:20:00,25,3,1,17,46
2024-03-01 22:30:00,21,4,0,8,33
2024-03-01 22:40:00,22,7,4,16,49
2024-03-01 22:50:00,19,2,3,14,38
2024-03-01 23:00:00,12,2,0,15,29
2024-03-01 23:10:00,13,2,4,13,32
2024-03-01 23:20:00,11,1,1,9,22
2024-03-01 23:30:00,14,3,0,3,20
2024-03-01 23:40:00,10,0,1,14,25
2024-03-01 23:50:00,15,1,0,12,28
2024-03-02 00:00:00,11,5,2,7,25
2024-03-02 00:10:00,15,6,1,10,32
2024-03-02 00:20:00,12,0,3,8,23
2024-03-02 00:30:00,12,2,0,7,21
2024-03-02 00:40:00,10,1,0,11,22
2024-03-02 00:50:00,11,0,0,6,17
2024-03-02 01:00:00,8,4,0,5,17
2024-03-02 01:10:00,11,2,0,3,16
2024-03-02 01:20:00,4,0,0,8,12
2024-03-02 01:30:00,3,1,0,6,10
2024-03-02 01:40:00,5,1,2,4,12
2024-03-02 01:50:00,10,2,0,1,13
2024-03-02 02:00:00,10,0,0,6,16
2024-03-02 02:10:00,6,1,0,4,11
2024-03-02 02:20:00,2,3,0,2,7
2024-03-02 02:30:00,9,1,1,1,12
2024-03-02 02:40:00,4,2,0,2,8
2024-03-02 02:50:00,3,0,0,5,8
2024-03-02 03:00:00,0,0,0,3,3
2024-03-02 03:10:00,8,0,0,5,13
2024-03-02 03:20:00,4,0,0,5,9
2024-03-02 03:30:00,4,0,0,0,4
2024-03-02 03:40:00,8,0,1,1,10
2024-03-02 03:50:00,3,0,0,0,3
2024-03-02 04:00:00,2,0,0,0,2
2024-03-02 04:10:00,3,0,0,2,5
2024-03-02 04:20:00,4,0,0,2,6
2024-03-02 04:30:00,3,0,0,2,5
2024-03-02 04:40:00,1,0,0,0,1
2024-03-02 04:50:00,2,0,0,5,7
2024-03-02 05:00:00,0,2,1,2,5
2024-03-02 05:10:00,2,0,0,2,4
2024-03-02 05:20:00,4,2,0,2,8
2024-03-02 05:30:00,0,0,0,3,3
2024-03-02 05:40:00,4,0,0,2,6
2024-03-02 05:50:00,6,0,0,0,6
2024-03-02 06:00:00,5,0,0,3,8
2024-03-02 06:10:00,2,0,0,2,4
2024-03-02 06:20:00,4,0,0,5,9
2024-03-02 06:30:00,7,1,0,13,21
2024-03-02 06:40:00,7,0,0,4,11
2024-03-02 06:50:00,8,1,2,8,19
2024-03-02 07:00:00,6,0,0,10,16
2024-03-02 07:10:00,6,0,0,6,12
2024-03-02 07:20:00,5,0,3,9,17
2024-03-02 07:30:00,6,2,1,11,20
2024-03-02 07:40:00,11,1,3,6,21
2024-03-02 07:50:00,12,0,0,21,33
2024-03-02 08:00:00,14,2,2,13,31
2024-03-02 08:10:00,20,2,0,17,39
2024-03-02 08:20:00,14,1,3,24,42
2024-03-02 08:30:00,22,5,3,28,58
2024-03-02 08:40:00,26,2,5,22,55
2024-03-02 08:50:00,29,3,5,24,61
2024-03-02 09:00:00,28,3,2,32,65
2024-03-02 09:10:00,36,2,3,24,65
2024-03-02 09:20:00,23,3,6,35,67
2024-03-02 09:30:00,33,3,1,40,77
2024-03-02 09:40:00,35,5,7,52,99
2024-03-02 09:50:00,51,3,7,41,102
2024-03-02 10:00:00,39,2,1,40,82
2024-03-02 10:10:00,53,1,5,44,103
2024-03-02 10:20:00,42,6,7,34,89
2024-03-02 10:30:00,45,3,3,37,88
2024-03-02 10:40:00,34,4,5,51,94
2024-03-02 10:50:00,39,5,7,37,88
2024-03-02 11:00:00,46,5,8,49,108
2024-03-02 11:10:00,44,3,7,37,91
2024-03-02 11:20:00,40,4,3,31,78
2024-03-02 11:30:00,41,0,6,37,84
2024-03-02 11:40:00,42,4,8,36,90
2024-03-02 11:50:00,45,7,7,34,93
2024-03-02 12:00:00,33,3,8,35,79
2024-03-02 12:10:00,48,3,7,33,91
2024-03-02 12:20:00,44,2,7,48,101
2024-03-02 12:30:00,52,5,6,53,116
2024-03-02 12:40:00,34,9,5,35,83
2024-03-02 12:50:00,72,3,4,108,187
2024-03-02 13:00:00,75,6,8,107,196
2024-03-02 13:10:00,41,5,15,97,158
2024-03-02 13:20:00,50,8,14,119,191
2024-03-02 13:30:00,54,9,10,45,118
2024-03-02 13:40:00,44,4,15,23,86
2024-03-02 13:50:00,52,7,14,20,93
2024-03-02 14:00:00,55,8,24,27,114
2024-03-02 14:10:00,45,5,21,14,85
2024-03-02 14:20:00,54,3,6,49,112
2024-03-02 14:30:00,46,4,11,52,113
2024-03-02 14:40:00,48,8,9,37,102
2024-03-02 14:50:00,47,4,8,43,102
2024-03-02 15:00:00,45,5,9,44,103
2024-03-02 15:10:00,58,4,6,36,104
2024-03-02 15:20:00,45,3,5,44,97
2024-03-02 15:30:00,54,6,7,34,101
2024-03-02 15:40:00,37,4,2,41,84
2024-03-02 15:50:00,39,4,6,30,79
2024-03-02 16:00:00,37,6,6,35,84
2024-03-02 16:10:00,39,4,5,38,86
2024-03-02 16:20:00,45,2,11,35,93
2024-03-02 16:30:00,36,5,6,29,76
2024-03-02 16:40:00,29,5,7,41,82
2024-03-02 16:50:00,31,3,5,30,69
2024-03-02 17:00:00,43,2,4,40,89
2024-03-02 17:10:00,37,7,8,43,95
2024-03-02 17:20:00,45,3,11,37,96
2024-03-02 17:30:00,45,8,11,47,111
2024-03-02 17:40:00,62,8,7,41,118
2024-03-02 17:50:00,59,10,5,30,104
2024-03-02 18:00:00,53,7,5,44,109
2024-03-02 18:10:00,36,6,4,49,95
2024-03-02 18:20:00,45,5,17,37,104
2024-03-02 18:30:00,55,7,5,40,107
2024-03-02 18:40:00,49,10,7,48,114
2024-03-02 18:50:00,51,9,4,46,110
2024-03-02 19:00:00,44,2,6,57,109
2024-03-02 19:10:00,38,10,7,27,82
2024-03-02 19:20:00,42,7,4,30,83
2024-03-02 19:30:00,34,4,3,27,68
2024-03-02 19:40:00,25,2,3,19,49
2024-03-02 19:50:00,21,4,1,25,51
2024-03-02 20:00:00,28,5,1,29,63
2024-03-02 20:10:00,28,5,0,27,60
2024-03-02 20:20:00,36,1,5,24,66
2024-03-02 20:30:00,29,5,0,27,61
2024-03-02 20:40:00,29,0,1,29,59
2024-03-02 20:50:00,27,2,2,27,58
2024-03-02 21:00:00,28,2,0,15,45
2024-03-02 21:10:00,27,5,3,9,44
2024-03-02 21:20:00,24,5,2,17,48
2024-03-02 21:30:00,21,3,3,16,43
2024-03-02 21:40:00,22,5,6,22,55
2024-03-02 21:50:00,18,2,0,16,36
2024-03-02 22:00:00,16,2,6,24,48
2024-03-02 22:10:00,22,3,3,18,46
2024-03-02 22:20:00,18,9,9,23,59
2024-03-02 22:30:00,24,2,2,10,38
2024-03-02 22:40:00,21,2,2,11,36
2024-03-02 22:50:00,17,4,1,17,39
2024-03-02 23:00:00,22,3,0,6,31
2024-03-02 23:10:00,13,10,2,12,37
2024-03-02 23:20:00,15,5,0,16,36
2024-03-02 23:30:00,8,4,3,8,23
2024-03-02 23:40:00,10,4,2,9,25
2024-03-02 23:50:00,12,0,1,9,22
2024-03-03 00:00:00,20,0,0,7,27
2024-03-03 00:10:00,9,0,1,10,20
2024-03-03 00:20:00,17,1,0,9,27
2024-03-03 00:30:00,12,1,0,1,14
2024-03-03 00:40:00,15,0,4,10,29
2024-03-03 00:50:00,15,1,0,17,33
2024-03-03 01:00:00,9,2,2,2,15
2024-03-03 01:10:00,8,1,1,5,15
2024-03-03 01:20:00,13,4,2,4,23
2024-03-03 01:30:00,8,0,0,6,14
2024-03-03 01:40:00,6,0,1,12,19
2024-03-03 01:50:00,11,0,0,4,15
2024-03-03 02:00:00,7,3,0,3,13
2024-03-03 02:10:00,10,2,2,5,19
2024-03-03 02:20:00,6,2,0,8,16
2024-03-03 02:30:00,2,0,0,2,4
2024-03-03 02:40:00,4,0,0,2,6
2024-03-03 02:50:00,8,0,0,3,11
2024-03-03 03:00:00,5,4,0,2,11
2024-03-03 03:10:00,4,0,1,5,10
2024-03-03 03:20:00,11,0,0,1,12
2024-03-03 03:30:00,8,0,0,7,15
2024-03-03 03:40:00,2,0,0,4,6
2024-03-03 03:50:00,4,0,3,3,10
2024-03-03 04:00:00,6,0,0,4,10
2024-03-03 04:10:00,3,0,0,1,4
2024-03-03 04:20:00,3,0,0,0,3
2024-03-03 04:30:00,1,0,0,2,3
2024-03-03 04:40:00,2,0,0,3,5
2024-03-03 04:50:00,1,0,0,1,2
2024-03-03 05:00:00,5,0,0,0,5
2024-03-03 05:10:00,3,1,0,5,9
2024-03-03 05:20:00,2,0,0,2,4
2024-03-03 05:30:00,2,0,0,1,3
2024-03-03 05:40:00,8,0,0,2,10
2024-03-03 05:50:00,2,0,0,1,3
2024-03-03 06:00:00,3,0,0,4,7
2024-03-03 06:10:00,0,0,0,3,3
2024-03-03 06:20:00,4,0,0,2,6
2024-03-03 06:30:00,2,0,0,5,7
2024-03-03 06:40:00,5,0,0,1,6
2024-03-03 06:50:00,5,0,0,6,11
2024-03-03 07:00:00,3,0,0,3,6
2024-03-03 07:10:00,3,1,1,5,10
2024-03-03 07:20:00,4,0,2,5,11
2024-03-03 07:30:00,5,0,0,4,9
2024-03-03 07:40:00,4,1,1,3,9
2024-03-03 07:50:00,3,1,0,4,8
2024-03-03 08:00:00,6,1,2,2,11
2024-03-03 08:10:00,10,3,1,8,22
2024-03-03 08:20:00,13,1,2,13,29
2024-03-03 08:30:00,17,0,2,10,29
2024-03-03 08:40:00,10,0,1,14,25
2024-03-03 08:50:00,10,0,4,14,28
2024-03-03 09:00:00,9,2,1,9,21
2024-03-03 09:10:00,22,0,0,20,42
2024-03-03 09:20:00,26,2,4,27,59
2024-03-03 09:30:00,32,0,2,33,67
2024-03-03 09:40:00,26,2,2,40,70
2024-03-03 09:50:00,19,1,6,22,48
2024-03-03 10:00:00,26,0,6,31,63
2024-03-03 10:10:00,26,0,3,28,57
2024-03-03 10:20:00,23,0,2,18,43
2024-03-03 10:30:00,25,2,2,29,58
2024-03-03 10:40:00,30,3,4,23,60
2024-03-03 10:50:00,31,4,1,28,64
2024-03-03 11:00:00,32,5,5,33,75
2024-03-03 11:10:00,30,0,3,17,50
2024-03-03 11:20:00,29,2,9,32,72
2024-03-03 11:30:00,24,2,6,24,56
2024-03-03 11:40:00,31,2,8,34,75
2024-03-03 11:50:00,29,3,3,26,61
2024-03-03 12:00:00,41,2,5,26,74
2024-03-03 12:10:00,27,3,6,31,67
2024-03-03 12:20:00,38,3,7,32,80
2024-03-03 12:30:00,38,4,7,32,81
2024-03-03 12:40:00,39,4,4,32,79
2024-03-03 12:50:00,48,4,6,30,88
2024-03-03 13:00:00,32,4,9,21,66
2024-03-03 13:10:00,44,8,10,40,102
2024-03-03 13:20:00,33,2,6,26,67
2024-03-03 13:30:00,52,6,7,29,94
2024-03-03 13:40:00,38,7,6,21,72
2024-03-03 13:50:00,49,7,5,32,93
2024-03-03 14:00:00,44,4,8,28,84
2024-03-03 14:10:00,44,7,5,30,86
2024-03-03 14:20:00,45,4,8,28,85
2024-03-03 14:30:00,32,0,9,39,80
2024-03-03 14:40:00,42,3,4,27,76
2024-03-03 14:50:00,31,10,6,41,88
2024-03-03 15:00:00,32,1,7,38,78
2024-03-03 15:10:00,40,7,6,26,79
2024-03-03 15:20:00,46,2,6,40,94
2024-03-03 15:30:00,37,5,7,32,81
2024-03-03 15:40:00,37,7,4,26,74
2024-03-03 15:50:00,34,2,4,35,75
2024-03-03 16:00:00,32,3,9,29,73
2024-03-03 16:10:00,45,2,10,48,105
2024-03-03 16:20:00,28,3,7,34,72
2024-03-03 16:30:00,26,2,7,37,72
2024-03-03 16:40:00,28,2,6,26,62
2024-03-03 16:50:00,44,5,3,23,75
2024-03-03 17:00:00,33,5,6,27,71
2024-03-03 17:10:00,36,9,13,39,97
2024-03-03 17:20:00,30,3,5,42,80
2024-03-03 17:30:00,35,6,13,40,94
2024-03-03 17:40:00,40,4,10,32,86
2024-03-03 17:50:00,29,6,7,48,90
2024-03-03 18:00:00,20,1,3,32,56
2024-03-03 18:10:00,37,2,6,35,80
2024-03-03 18:20:00,23,4,4,33,64
2024-03-03 18:30:00,28,5,6,45,84
2024-03-03 18:40:00,33,5,3,48,89
2024-03-03 18:50:00,37,1,8,27,73
2024-03-03 19:00:00,23,3,6,32,64
2024-03-03 19:10:00,36,1,1,36,74
2024-03-03 19:20:00,14,3,6,28,51
2024-03-03 19:30:00,27,2,7,22,58
2024-03-03 19:40:00,39,1,2,20,62
2024-03-03 19:50:00,26,0,2,25,53
2024-03-03 20:00:00,33,5,6,20,64
2024-03-03 20:10:00,24,2,1,18,45
2024-03-03 20:20:00,25,1,3,20,49
2024-03-03 20:30:00,17,3,1,25,46
2024-03-03 20:40:00,9,2,1,23,35
2024-03-03 20:50:00,20,1,2,17,40
2024-03-03 21:00:00,18,3,0,16,37
2024-03-03 21:10:00,17,4,1,19,41
2024-03-03 21:20:00,30,3,5,8,46
2024-03-03 21:30:00,14,1,2,10,27
2024-03-03 21:40:00,12,0,4,9,25
2024-03-03 21:50:00,16,4,1,16,37
2024-03-03 22:00:00,11,2,1,11,25
2024-03-03 22:10:00,13,12,0,8,33
2024-03-03 22:20:00,13,4,0,5,22
2024-03-03 22:30:00,9,0,0,6,15
2024-03-03 22:40:00,8,1,0,10,19
2024-03-03 22:50:00,4,1,0,9,14
2024-03-03 23:00:00,9,2,4,5,20
2024-03-03 23:10:00,3,0,0,5,8
2024-03-03 23:20:00,5,1,0,3,9
2024-03-03 23:30:00,1,0,0,2,3
2024-03-03 23:40:00,6,0,1,1,8
2024-03-03 23:50:00,4,0,0,7,11
2024-03-04 00:00:00,1,1,0,3,5
2024-03-04 00:10:00,4,0,0,1,5
2024-03-04 00:20:00,6,0,0,4,10
2024-03-04 00:30:00,5,0,0,1,6
2024-03-04 00:40:00,0,0,0,3,3
2024-03-04 00:50:00,0,1,0,1,2
2024-03-04 01:00:00,4,0,0,4,8
2024-03-04 01:10:00,4,2,0,2,8
2024-03-04 01:20:00,1,0,0,2,3
2024-03-04 01:30:00,2,0,0,2,4
2024-03-04 01:40:00,3,0,0,0,3
2024-03-04 01:50:00,5,0,0,1,6
2024-03-04 02:00:00,1,0,0,0,1
2024-03-04 02:10:00,0,1,0,0,1
2024-03-04 02:20:00,0,0,2,1,3
2024-03-04 02:30:00,3,2,1,0,6
2024-03-04 02:40:00,3,0,0,0,3
2024-03-04 02:50:00,1,0,1,1,3
2024-03-04 03:00:00,1,0,0,0,1
2024-03-04 03:10:00,1,0,0,0,1
2024-03-04 03:20:00,2,0,0,0,2
2024-03-04 03:30:00,0,0,0,1,1
2024-03-04 03:40:00,1,0,0,0,1
2024-03-04 03:50:00,0,0,2,0,2
2024-03-04 04:00:00,4,0,0,1,5
2024-03-04 04:10:00,1,0,0,0,1
2024-03-04 04:20:00,0,0,0,1,1
2024-03-04 04:30:00,0,0,0,0,0
2024-03-04 04:40:00,0,0,0,1,1
2024-03-04 04:50:00,3,1,0,3,7
2024-03-04 05:00:00,3,0,0,1,4
2024-03-04 05:10:00,7,0,4,12,23
2024-03-04 05:20:00,2,0,0,4,6
2024-03-04 05:30:00,9,0,0,10,19
2024-03-04 05:40:00,6,0,5,9,20
2024-03-04 05:50:00,13,2,1,9,25
2024-03-04 06:00:00,10,0,5,14,29
2024-03-04 06:10:00,13,1,0,20,34
2024-03-04 06:20:00,16,2,1,18,37
2024-03-04 06:30:00,13,1,4,20,38
2024-03-04 06:40:00,21,1,1,25,48
2024-03-04 06:50:00,17,0,5,38,60
2024-03-04 07:00:00,19,4,9,47,79
2024-03-04 07:10:00,28,2,8,46,84
2024-03-04 07:20:00,43,3,13,60,119
2024-03-04 07:30:00,55,6,13,57,131
2024-03-04 07:40:00,38,3,8,66,115
2024-03-04 07:50:00,48,3,9,56,116
2024-03-04 08:00:00,34,3,12,52,101
2024-03-04 08:10:00,45,6,10,58,119
2024-03-04 08:20:00,45,2,6,41,94
2024-03-04 08:30:00,47,4,4,52,107
2024-03-04 08:40:00,38,3,8,47,96
2024-03-04 08:50:00,46,3,4,49,102
2024-03-04 09:00:00,36,2,8,34,80
2024-03-04 09:10:00,39,1,6,38,84
2024-03-04 09:20:00,33,4,12,46,95
2024-03-04 09:30:00,31,4,3,43,81
2024-03-04 09:40:00,55,8,8,47,118
2024-03-04 09:50:00,32,5,4,47,88
2024-03-04 10:00:00,26,3,5,46,80
2024-03-04 10:10:00,36,3,3,47,89
2024-03-04 10:20:00,41,5,8,44,98
2024-03-04 10:30:00,40,3,2,43,88
2024-03-04 10:40:00,47,7,9,47,110
2024-03-04 10:50:00,42,5,2,37,86
2024-03-04 11:00:00,40,4,3,37,84
2024-03-04 11:10:00,46,2,3,48,99
2024-03-04 11:20:00,41,5,4,50,100
2024-03-04 11:30:00,42,3,1,50,96
2024-03-04 11:40:00,37,8,6,39,90
2024-03-04 11:50:00,33,4,2,36,75
2024-03-04 12:00:00,52,5,5,54,116
2024-03-04 12:10:00,45,3,7,36,91
2024-03-04 12:20:00,46,3,6,49,104
2024-03-04 12:30:00,48,3,7,59,117
2024-03-04 12:40:00,50,5,6,36,97
2024-03-04 12:50:00,39,6,3,35,83
2024-03-04 13:00:00,49,7,8,46,110
2024-03-04 13:10:00,46,10,11,43,110
2024-03-04 13:20:00,51,8,6,49,114
2024-03-04 13:30:00,39,7,2,36,84
2024-03-04 13:40:00,49,7,8,57,121
2024-03-04 13:50:00,53,9,5,34,101
2024-03-04 14:00:00,42,2,12,40,96
2024-03-04 14:10:00,39,3,4,35,81
2024-03-04 14:20:00,42,6,4,49,101
2024-03-04 14:30:00,40,5,6,41,92
2024-03-04 14:40:00,54,2,6,45,107
2024-03-04 14:50:00,56,5,7,40,108
2024-03-04 15:00:00,54,5,4,49,112
2024-03-04 15:10:00,38,7,9,55,109
2024-03-04 15:20:00,55,6,4,40,105
2024-03-04 15:30:00,38,8,6,38,90
2024-03-04 15:40:00,62,10,13,51,136
2024-03-04 15:50:00,55,8,2,43,108
2024-03-04 16:00:00,49,7,7,45,108
2024-03-04 16:10:00,62,5,3,42,112
2024-03-04 16:20:00,49,6,6,38,99
2024-03-04 16:30:00,62,4,6,40,112
2024-03-04 16:40:00,54,10,10,45,119
2024-03-04 16:50:00,54,8,13,47,122
2024-03-04 17:00:00,69,12,5,46,132
2024-03-04 17:10:00,49,6,18,43,116
2024-03-04 17:20:00,55,7,5,43,110
2024-03-04 17:30:00,48,5,6,44,103
2024-03-04 17:40:00,63,9,5,48,125
2024-03-04 17:50:00,51,3,11,36,101
2024-03-04 18:00:00,41,2,9,45,97
2024-03-04 18:10:00,52,7,15,34,108
2024-03-04 18:20:00,41,8,4,35,88
2024-03-04 18:30:00,54,13,9,48,124
2024-03-04 18:40:00,36,8,8,61,113
2024-03-04 18:50:00,49,4,8,45,106
2024-03-04 19:00:00,31,6,5,41,83
2024-03-04 19:10:00,29,4,4,34,71
2024-03-04 19:20:00,46,5,12,39,102
2024-03-04 19:30:00,29,3,5,39,76
2024-03-04 19:40:00,33,5,4,33,75
2024-03-04 19:50:00,28,3,2,21,54
2024-03-04 20:00:00,23,4,2,26,55
2024-03-04 20:10:00,29,10,8,21,68
2024-03-04 20:20:00,16,1,4,21,42
2024-03-04 20:30:00,23,1,5,27,56
2024-03-04 20:40:00,16,4,0,19,39
2024-03-04 20:50:00,20,1,1,15,37
2024-03-04 21:00:00,26,2,3,22,53
2024-03-04 21:10:00,25,3,7,21,56
2024-03-04 21:20:00,19,2,1,24,46
2024-03-04 21:30:00,27,1,2,15,45
2024-03-04 21:40:00,12,3,1,15,31
2024-03-04 21:50:00,15,1,4,15,35
2024-03-04 22:00:00,18,3,4,12,37
2024-03-04 22:10:00,21,5,1,16,43
2024-03-04 22:20:00,23,5,0,20,48
2024-03-04 22:30:00,26,2,2,8,38
2024-03-04 22:40:00,19,2,0,3,24
2024-03-04 22:50:00,9,2,0,7,18
2024-03-04 23:00:00,18,0,1,6,25
2024-03-04 23:10:00,7,1,1,9,18
2024-03-04 23:20:00,7,0,2,5,14
2024-03-04 23:30:00,6,0,0,4,10
2024-03-04 23:40:00,9,0,0,3,12
2024-03-04 23:50:00,5,1,0,2,8
2024-03-05 00:00:00,5,0,1,3,9
2024-03-05 00:10:00,4,0,1,1,6
2024-03-05 00:20:00,7,0,0,2,9
2024-03-05 00:30:00,0,0,0,0,0
2024-03-05 00:40:00,1,0,0,0,1
2024-03-05 00:50:00,5,0,0,2,7
2024-03-05 01:00:00,3,0,0,1,4
2024-03-05 01:10:00,2,0,0,0,2
2024-03-05 01:20:00,0,0,0,5,5
2024-03-05 01:30:00,1,0,0,0,1
2024-03-05 01:40:00,1,0,0,2,3
2024-03-05 01:50:00,5,0,0,2,7
2024-03-05 02:00:00,0,0,0,0,0
2024-03-05 02:10:00,0,2,0,0,2
2024-03-05 02:20:00,0,0,0,0,0
2024-03-05 02:30:00,0,0,0,0,0
2024-03-05 02:40:00,5,0,0,2,7
2024-03-05 02:50:00,0,0,0,0,0
2024-03-05 03:00:00,2,0,0,0,2
2024-03-05 03:10:00,3,0,0,0,3
2024-03-05 03:20:00,2,0,1,0,3
2024-03-05 03:30:00,2,0,0,1,3
2024-03-05 03:40:00,1,0,1,0,2
2024-03-05 03:50:00,0,0,0,1,1
2024-03-05 04:00:00,4,0,0,0,4
2024-03-05 04:10:00,2,0,1,2,5
2024-03-05 04:20:00,2,0,0,1,3
2024-03-05 04:30:00,1,0,0,1,2
2024-03-05 04:40:00,1,0,0,1,2
2024-03-05 04:50:00,2,0,1,1,4
2024-03-05 05:00:00,3,0,1,7,11
2024-03-05 05:10:00,4,0,2,8,14
2024-03-05 05:20:00,9,0,4,2,15
2024-03-05 05:30:00,6,0,1,12,19
2024-03-05 05:40:00,5,1,5,8,19
2024-03-05 05:50:00,10,0,3,11,24
