datetime,D11Z,V13Z,V15Z,D12Z,V14Z,V16Z,D31Z,V33Z,D32Z,V34Z,D41Z,D42Z,V43Z,V44Z,V45Z,V1Z,V2Z,V3Z,V4Z,V5Z,V6Z,Total
2024-03-10 09:10:00,37,31,68,20,45,37,17,14,4,3,24,24,15,16,0,0,0,0,0,0,0,355
2024-03-10 09:20:00,34,36,60,22,42,39,21,14,10,5,23,24,19,17,0,0,0,0,0,0,0,366
2024-03-10 09:30:00,27,42,62,26,46,52,18,11,8,3,32,33,26,24,1,0,0,0,0,0,0,411
2024-03-10 09:40:00,41,40,84,23,45,42,18,17,13,10,29,27,19,18,0,0,0,0,0,0,0,426
2024-03-10 09:50:00,42,37,74,19,48,36,17,14,8,4,30,30,17,19,0,0,0,0,0,0,0,395
2024-03-10 10:00:00,41,38,75,22,37,37,20,18,7,5,17,17,16,15,0,0,0,0,0,0,0,365
2024-03-10 10:10:00,31,34,66,24,36,47,26,18,7,7,29,29,16,18,0,0,0,0,0,0,0,388
2024-03-10 10:20:00,40,40,81,19,36,35,20,18,13,9,38,38,17,24,1,0,0,0,0,0,0,429
2024-03-10 10:30:00,31,33,64,17,29,29,17,14,7,6,30,31,17,23,0,0,0,0,0,0,0,348
2024-03-10 10:40:00,42,37,76,23,61,41,31,20,14,9,27,25,17,19,1,0,0,0,0,0,0,443
2024-03-10 10:50:00,29,31,65,22,53,38,24,13,17,14,33,35,16,23,1,0,0,0,0,0,0,414
2024-03-10 11:00:00,41,31,73,31,62,55,35,23,10,5,38,37,25,27,0,0,0,0,0,0,0,493
2024-03-10 11:10:00,37,42,80,32,53,57,22,14,7,3,35,36,26,28,0,0,0,0,0,0,0,472
2024-03-10 11:20:00,46,41,83,31,51,59,20,17,9,6,43,43,18,25,0,0,0,0,0,0,0,492
2024-03-10 11:30:00,57,29,72,35,43,56,25,21,12,10,37,36,22,21,3,0,0,0,0,0,0,479
2024-03-10 11:40:00,39,39,83,42,66,71,33,25,10,6,45,45,23,28,1,0,0,0,0,0,0,556
2024-03-10 11:50:00,39,42,81,35,46,62,20,15,10,7,43,44,23,36,0,0,0,0,0,0,0,503
2024-03-10 12:00:00,38,45,78,38,56,68,26,20,15,14,52,52,25,34,4,0,0,0,0,0,0,565
2024-03-10 12:10:00,51,43,103,40,65,79,37,21,22,14,59,67,18,31,2,0,0,0,0,0,0,652
2024-03-10 12:20:00,52,41,103,45,60,73,36,23,9,7,58,57,30,38,0,0,0,0,0,0,0,632
2024-03-10 12:30:00,51,51,94,43,62,71,31,19,15,7,48,48,17,31,4,0,0,0,0,0,0,592
2024-03-10 12:40:00,37,39,77,47,53,76,27,21,11,9,64,65,22,39,0,0,0,0,0,0,0,587
2024-03-10 12:50:00,40,27,75,36,64,59,43,17,19,11,51,50,18,35,2,0,0,0,0,0,0,547
2024-03-10 13:00:00,48,32,87,45,75,68,27,15,21,11,53,52,18,35,0,0,0,0,0,0,0,587
2024-03-10 13:10:00,42,43,93,39,73,71,21,16,15,6,56,56,42,42,1,0,0,0,0,0,0,616
2024-03-10 13:20:00,54,45,97,31,71,52,37,18,9,5,54,54,22,31,1,0,0,0,0,0,0,581
2024-03-10 13:30:00,41,37,84,44,74,73,31,17,12,9,50,52,13,27,4,0,0,0,0,0,0,568
2024-03-10 13:40:00,38,29,82,27,76,48,33,19,14,5,65,63,28,42,1,0,0,0,0,0,0,570
2024-03-10 13:50:00,67,58,118,39,79,57,31,22,12,9,53,54,19,34,0,0,0,0,0,0,0,652
2024-03-10 14:00:00,36,34,69,44,56,71,23,14,19,9,68,68,19,34,5,0,0,0,0,0,0,569
2024-03-10 14:10:00,51,36,99,38,69,63,38,29,18,8,58,58,27,32,3,0,0,0,0,0,0,627
2024-03-10 14:20:00,52,31,84,36,81,61,42,18,17,10,69,68,20,37,0,0,0,0,0,0,0,626
2024-03-10 14:30:00,52,35,85,44,80,76,37,19,13,8,67,68,18,35,2,0,0,0,0,0,0,639
2024-03-10 14:40:00,45,37,88,45,82,77,38,25,11,16,72,72,28,39,1,0,0,0,0,0,0,676
2024-03-10 14:50:00,52,35,92,50,77,75,42,25,13,7,60,60,24,30,3,0,0,0,0,0,0,645
2024-03-10 15:00:00,37,47,81,43,81,74,45,23,11,7,52,56,28,38,1,0,0,0,0,0,0,624
2024-03-10 15:10:00,56,48,100,37,69,70,38,21,16,11,61,59,18,30,2,0,0,0,0,0,0,636
2024-03-10 15:20:00,40,32,74,26,72,41,45,27,13,13,66,66,18,33,2,0,0,0,0,0,0,568
2024-03-10 15:30:00,34,35,69,32,72,57,47,28,8,8,67,67,24,41,1,0,0,0,0,0,0,590
2024-03-10 15:40:00,41,35,81,42,73,69,33,18,10,9,71,74,25,45,3,0,0,0,0,0,0,629
2024-03-10 15:50:00,50,31,83,33,59,53,34,24,19,9,37,34,16,17,1,0,0,0,0,0,0,500
2024-03-10 16:00:00,41,38,72,45,69,76,46,29,20,15,40,41,19,29,1,0,0,0,0,0,0,581
2024-03-10 16:10:00,47,41,81,38,80,65,61,42,15,12,39,38,22,33,0,0,0,0,0,0,0,614
2024-03-10 16:20:00,53,43,96,43,66,68,39,19,7,7,29,29,21,24,0,0,0,0,0,0,0,544
2024-03-10 16:30:00,57,43,108,37,69,68,55,31,16,11,42,41,20,27,0,0,0,0,0,0,0,625
2024-03-10 16:40:00,63,40,106,40,84,69,53,26,15,10,47,48,19,29,1,0,0,0,0,0,0,650
2024-03-10 16:50:00,53,48,98,35,91,64,44,23,17,11,52,54,18,27,0,0,0,0,0,0,0,635
2024-03-10 17:00:00,52,38,104,40,68,64,37,23,16,12,73,74,23,33,5,0,0,0,0,0,0,662
2024-03-10 17:10:00,56,38,91,26,45,42,37,24,16,9,37,33,20,22,0,0,0,0,0,0,0,496
2024-03-10 17:20:00,46,43,86,28,58,52,43,27,14,13,51,51,22,29,0,0,0,0,0,0,0,563
2024-03-10 17:30:00,44,31,85,43,60,73,36,26,17,11,55,55,19,32,2,0,0,0,0,0,0,589
2024-03-10 17:40:00,48,31,90,48,96,80,44,35,19,15,66,69,21,28,4,0,0,0,0,0,0,694
2024-03-10 17:50:00,32,35,69,29,78,47,48,23,17,12,59,57,21,23,3,0,0,0,0,0,0,553
2024-03-10 18:00:00,48,34,92,31,69,55,30,25,13,9,55,53,18,29,6,0,0,0,0,0,0,567
2024-03-10 18:10:00,37,55,76,29,74,51,24,20,11,4,46,47,20,35,3,0,0,0,0,0,0,532
2024-03-10 18:20:00,35,62,68,26,61,58,22,13,7,1,60,59,23,29,9,0,0,0,0,0,0,533
2024-03-10 18:30:00,44,63,80,41,57,78,29,28,6,3,60,63,21,36,6,0,0,0,0,0,0,615
2024-03-10 18:40:00,27,32,51,24,31,43,25,14,12,13,55,54,23,29,6,0,0,0,0,0,0,439
2024-03-10 18:50:00,40,47,71,39,52,64,21,20,7,7,57,56,35,36,7,0,0,0,0,0,0,559
2024-03-10 19:00:00,37,43,70,23,45,42,30,22,11,6,62,61,17,21,5,0,0,0,0,0,0,495
2024-03-10 19:10:00,30,43,59,23,41,41,18,20,3,1,52,52,28,41,3,0,0,0,0,0,0,455
2024-03-10 19:20:00,37,44,68,21,34,39,36,25,10,6,31,31,18,20,5,0,0,0,0,0,0,425
2024-03-10 19:30:00,32,42,59,22,30,41,18,18,10,5,43,43,26,28,3,0,0,0,0,0,0,420
2024-03-10 19:40:00,47,50,87,18,42,31,21,20,6,5,36,35,22,22,7,0,0,0,0,0,0,449
2024-03-10 19:50:00,48,51,82,18,45,35,14,15,10,5,48,49,37,37,5,0,0,0,0,0,0,499
2024-03-10 20:00:00,30,42,63,28,40,48,17,14,8,4,36,36,31,22,3,0,0,0,0,0,0,422
2024-03-10 20:10:00,26,38,56,17,40,32,23,21,9,4,37,37,27,29,6,0,0,0,0,0,0,402
2024-03-10 20:20:00,29,31,47,8,28,17,15,13,9,3,32,32,22,23,2,0,0,0,0,0,0,311
2024-03-10 20:30:00,27,39,55,18,29,33,16,14,5,3,30,31,24,20,3,0,0,0,0,0,0,347
2024-03-10 20:40:00,22,33,42,14,37,28,21,14,10,4,45,44,27,28,6,0,0,0,0,0,0,375
2024-03-10 20:50:00,25,40,48,17,42,36,18,16,11,2,47,50,32,34,7,0,0,0,0,0,0,425
2024-03-10 21:00:00,24,33,49,21,41,35,15,18,5,4,44,41,28,31,2,0,0,0,0,0,0,391
2024-03-10 21:10:00,14,31,28,18,37,27,20,20,5,3,48,51,29,35,5,0,0,0,0,0,0,371
2024-03-10 21:20:00,19,23,34,6,27,11,12,9,5,11,50,47,28,28,3,0,0,0,0,0,0,313
2024-03-10 21:30:00,25,34,49,10,32,18,16,16,3,0,36,37,31,32,0,0,0,0,0,0,0,339
2024-03-10 21:40:00,12,22,27,12,29,19,10,9,4,2,35,34,32,28,3,0,0,0,0,0,0,278
2024-03-10 21:50:00,9,21,20,10,32,17,8,10,9,1,38,38,38,28,1,0,0,0,0,0,0,280
2024-03-10 22:00:00,13,31,26,14,33,26,18,19,6,3,24,27,22,22,1,0,0,0,0,0,0,285
2024-03-10 22:10:00,14,25,25,13,18,23,9,8,8,3,32,29,24,20,4,0,0,0,0,0,0,255
2024-03-10 22:20:00,17,29,33,7,20,13,10,10,5,9,23,24,14,23,0,0,0,0,0,0,0,237
2024-03-10 22:30:00,8,33,16,11,12,18,8,9,2,1,25,24,20,34,2,0,0,0,0,0,0,223
2024-03-10 22:40:00,11,21,29,11,16,22,13,9,11,5,28,28,16,32,2,0,0,0,0,0,0,254
2024-03-10 22:50:00,8,20,13,10,6,16,9,8,1,4,11,11,7,10,1,0,0,0,0,0,0,135
2024-03-10 23:00:00,8,11,18,5,13,9,4,3,3,4,19,20,13,16,6,0,0,0,0,0,0,152
2024-03-10 23:10:00,6,18,17,11,11,19,9,8,3,9,15,14,12,15,0,0,0,0,0,0,0,167
2024-03-10 23:20:00,8,18,16,9,7,17,6,9,3,7,18,18,14,18,3,0,0,0,0,0,0,171
2024-03-10 23:30:00,9,15,14,3,6,6,2,1,2,1,13,13,10,14,5,0,0,0,0,0,0,114
2024-03-10 23:40:00,5,14,11,3,7,5,1,1,1,1,15,15,13,17,1,0,0,0,0,0,0,110
2024-03-10 23:50:00,4,14,11,4,5,0,5,9,3,6,12,12,8,9,4,0,0,0,0,0,0,106
2024-03-11 00:00:00,5,10,14,6,4,14,5,7,8,7,5,5,5,5,0,0,0,0,0,0,0,100
2024-03-11 00:10:00,4,7,9,1,2,2,1,1,0,0,7,7,7,7,1,0,0,0,0,0,0,56
2024-03-11 00:20:00,3,8,6,4,6,7,5,5,4,4,11,11,17,13,2,0,0,0,0,0,0,106
2024-03-11 00:30:00,6,11,16,4,5,8,2,3,3,0,3,3,3,3,0,0,0,0,0,0,0,70
2024-03-11 00:40:00,3,5,4,1,2,2,5,5,1,3,7,7,8,10,0,0,0,0,0,0,0,63
2024-03-11 00:50:00,7,12,11,5,4,5,5,5,6,4,6,6,5,6,0,0,0,0,0,0,0,87
2024-03-11 01:00:00,3,8,6,5,5,11,1,3,2,2,11,14,10,12,0,0,0,0,0,0,0,93
2024-03-11 01:10:00,3,6,6,4,5,8,0,1,4,0,3,2,2,2,0,0,0,0,0,0,0,46
2024-03-11 01:20:00,2,4,2,1,3,2,3,4,2,1,4,4,4,4,0,0,0,0,0,0,0,40
2024-03-11 01:30:00,2,5,4,0,1,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,24
2024-03-11 01:40:00,1,4,2,2,4,4,4,4,1,2,1,1,1,1,1,0,0,0,0,0,0,33
2024-03-11 01:50:00,2,6,4,3,4,4,2,2,1,1,4,4,4,4,0,0,0,0,0,0,0,45
2024-03-11 02:00:00,1,7,2,3,5,6,0,0,0,0,6,6,6,9,1,0,0,0,0,0,0,52
2024-03-11 02:10:00,2,3,4,0,3,0,0,0,0,0,4,4,4,5,0,0,0,0,0,0,0,29
2024-03-11 02:20:00,2,4,6,2,4,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,30
2024-03-11 02:30:00,1,2,3,2,1,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,16
2024-03-11 02:40:00,4,7,9,3,1,0,2,2,0,1,5,5,5,5,0,0,0,0,0,0,0,49
2024-03-11 02:50:00,3,4,4,2,2,2,0,0,0,0,2,2,2,3,0,0,0,0,0,0,0,26
2024-03-11 03:00:00,6,12,15,2,1,3,0,0,0,0,5,5,5,8,0,0,0,0,0,0,0,62
2024-03-11 03:10:00,3,5,6,1,4,2,0,0,1,0,6,6,5,7,0,0,0,0,0,0,0,46
2024-03-11 03:20:00,5,9,10,2,10,3,0,0,1,0,4,4,4,5,0,0,0,0,0,0,0,57
2024-03-11 03:30:00,2,7,4,3,5,7,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,33
2024-03-11 03:40:00,0,7,0,0,3,0,2,2,2,1,4,4,4,6,0,0,0,0,0,0,0,35
2024-03-11 03:50:00,6,5,10,4,3,7,2,2,3,3,2,2,2,2,0,0,0,0,0,0,0,53
2024-03-11 04:00:00,1,1,2,2,2,0,4,4,1,1,2,2,2,2,0,0,0,0,0,0,0,26
2024-03-11 04:10:00,7,8,14,1,1,1,0,1,2,1,2,2,1,2,0,0,0,0,0,0,0,43
2024-03-11 04:20:00,7,9,14,3,0,2,4,5,4,3,3,3,3,3,0,0,0,0,0,0,0,63
2024-03-11 04:30:00,7,16,12,4,4,8,3,2,3,1,3,3,3,3,0,0,0,0,0,0,0,72
2024-03-11 04:40:00,7,14,19,6,5,14,1,4,3,3,4,4,4,6,0,0,0,0,0,0,0,94
2024-03-11 04:50:00,19,26,41,4,5,6,2,4,4,2,4,4,4,4,0,0,0,0,0,0,0,129
2024-03-11 05:00:00,19,18,40,4,5,11,2,5,7,4,4,4,4,6,0,0,0,0,0,0,0,133
2024-03-11 05:10:00,30,27,58,9,8,17,8,13,8,5,10,10,10,16,3,0,0,0,0,0,0,232
2024-03-11 05:20:00,35,44,64,14,15,22,6,12,14,10,5,5,6,8,0,0,0,0,0,0,0,260
2024-03-11 05:30:00,47,46,80,10,10,16,9,15,12,8,12,12,11,15,0,0,0,0,0,0,0,303
2024-03-11 05:40:00,45,36,85,13,16,22,13,18,20,16,16,16,13,21,1,0,0,0,0,0,0,351
2024-03-11 05:50:00,65,36,104,15,26,28,28,21,17,13,29,29,24,33,5,0,0,0,0,0,0,473
2024-03-11 06:00:00,43,35,88,18,26,18,18,18,24,17,29,30,15,25,8,0,0,0,0,0,0,412
2024-03-11 06:10:00,53,46,88,12,20,24,14,18,20,12,22,20,23,22,5,0,0,0,0,0,0,399
2024-03-11 06:20:00,65,41,100,25,25,42,23,21,17,9,39,37,22,20,6,0,0,0,0,0,0,492
2024-03-11 06:30:00,102,52,153,23,19,29,20,22,24,11,37,36,18,40,5,0,0,0,0,0,0,591
2024-03-11 06:40:00,83,44,126,32,27,60,35,24,38,18,34,34,18,31,6,0,0,0,0,0,0,610
2024-03-11 06:50:00,87,45,133,39,67,73,31,19,33,14,51,50,18,25,7,0,0,0,0,0,0,692
2024-03-11 07:00:00,121,53,154,38,84,84,39,19,36,11,48,47,16,26,10,0,0,0,0,0,0,786
2024-03-11 07:10:00,83,36,124,44,86,71,32,20,30,13,54,54,18,30,7,0,0,0,0,0,0,702
2024-03-11 07:20:00,119,65,156,46,73,68,42,16,39,12,52,55,11,15,8,0,0,0,0,0,0,777
2024-03-11 07:30:00,120,35,152,50,82,60,36,25,43,14,59,58,14,22,6,0,0,0,0,0,0,776
2024-03-11 07:40:00,122,42,150,55,84,69,59,21,57,18,70,69,9,23,9,0,0,0,0,0,0,857
2024-03-11 07:50:00,133,44,166,62,84,103,57,31,49,15,48,49,15,27,2,0,0,0,0,0,0,885
2024-03-11 08:00:00,140,30,160,60,80,88,55,25,49,9,77,77,14,19,6,0,0,0,0,0,0,889
2024-03-11 08:10:00,138,25,143,71,100,98,56,21,37,12,70,68,8,16,6,0,0,0,0,0,0,869
2024-03-11 08:20:00,80,31,112,37,67,65,59,18,51,15,65,64,20,20,5,0,0,0,0,0,0,709
2024-03-11 08:30:00,144,37,185,57,77,99,45,23,27,12,84,81,18,26,6,0,0,0,0,0,0,921
2024-03-11 08:40:00,100,50,136,41,103,66,50,23,36,12,69,67,17,25,7,0,0,0,0,0,0,802
2024-03-11 08:50:00,84,30,126,57,80,90,41,19,34,15,56,57,12,13,7,0,0,0,0,0,0,721
2024-03-11 09:00:00,85,61,122,35,62,69,38,19,23,10,74,72,22,38,3,0,0,0,0,0,0,733
2024-03-11 09:10:00,64,35,107,40,47,68,32,19,22,11,57,57,14,25,2,0,0,0,0,0,0,600
2024-03-11 09:20:00,87,42,133,37,73,67,32,25,18,9,53,57,22,28,2,0,0,0,0,0,0,685
2024-03-11 09:30:00,95,71,154,54,73,91,35,25,16,25,50,46,17,25,3,0,0,0,0,0,0,780
2024-03-11 09:40:00,68,44,109,45,58,69,30,15,23,11,55,55,15,25,1,0,0,0,0,0,0,623
2024-03-11 09:50:00,68,46,102,46,84,95,31,13,22,6,79,79,24,31,5,0,0,0,0,0,0,731
2024-03-11 10:00:00,58,38,93,28,68,49,39,24,13,7,71,67,26,26,5,0,0,0,0,0,0,612
2024-03-11 10:10:00,68,46,107,56,66,100,38,22,18,7,64,65,18,21,4,0,0,0,0,0,0,700
2024-03-11 10:20:00,69,36,120,49,80,93,29,23,18,10,53,51,13,22,1,0,0,0,0,0,0,667
2024-03-11 10:30:00,65,49,121,55,68,89,38,23,17,14,45,45,16,21,0,0,0,0,0,0,0,666
2024-03-11 10:40:00,53,35,111,48,70,87,35,20,11,32,63,64,18,26,5,0,0,0,0,0,0,678
2024-03-11 10:50:00,62,34,110,43,58,82,26,21,16,10,50,48,19,25,3,0,0,0,0,0,0,607
2024-03-11 11:00:00,52,36,107,44,63,80,29,19,17,10,64,64,17,25,2,0,0,0,0,0,0,629
2024-03-11 11:10:00,53,29,94,43,80,78,41,19,19,10,58,58,15,24,2,0,0,0,0,0,0,623
2024-03-11 11:20:00,62,54,115,39,57,74,31,17,18,9,66,71,21,25,2,0,0,0,0,0,0,661
2024-03-11 11:30:00,50,45,87,43,51,76,32,21,19,14,59,58,12,21,4,0,0,0,0,0,0,592
2024-03-11 11:40:00,56,64,87,43,79,82,26,25,19,10,89,89,13,16,7,0,0,0,0,0,0,705
2024-03-11 11:50:00,34,34,76,34,89,60,27,16,20,41,75,79,15,22,14,0,0,0,0,0,0,636
2024-03-11 12:00:00,46,47,70,44,76,73,35,12,15,12,79,77,32,42,2,0,0,0,0,0,0,662
2024-03-11 12:10:00,47,23,74,46,105,90,25,16,13,12,89,88,17,32,18,0,0,0,0,0,0,695
2024-03-11 12:20:00,46,28,77,29,111,45,41,22,21,12,87,85,22,32,6,0,0,0,0,0,0,664
2024-03-11 12:30:00,74,31,123,44,97,80,38,19,17,12,79,80,27,34,9,0,0,0,0,0,0,764
2024-03-11 12:40:00,63,39,112,36,54,66,30,19,16,11,83,84,18,29,6,0,0,0,0,0,0,666
2024-03-11 12:50:00,46,31,92,35,86,67,45,20,17,8,97,95,19,33,14,0,0,0,0,0,0,705
2024-03-11 13:00:00,59,24,117,46,90,71,33,13,14,10,99,99,23,33,6,0,0,0,0,0,0,737
2024-03-11 13:10:00,59,29,106,43,122,78,44,18,18,12,97,101,28,49,7,0,0,0,0,0,0,811
2024-03-11 13:20:00,61,37,119,42,117,87,39,22,15,6,83,83,22,45,10,0,0,0,0,0,0,788
2024-03-11 13:30:00,59,49,132,48,97,88,43,27,14,9,72,73,17,38,6,0,0,0,0,0,0,772
2024-03-11 13:40:00,54,21,107,47,73,74,36,18,19,11,92,90,33,41,5,0,0,0,0,0,0,721
2024-03-11 13:50:00,50,45,101,52,108,85,46,19,20,6,100,101,21,31,10,0,0,0,0,0,0,795
2024-03-11 14:00:00,65,34,106,42,81,77,38,19,12,6,104,102,5,48,6,0,0,0,0,0,0,745
2024-03-11 14:10:00,65,24,103,41,66,75,53,26,21,14,70,72,17,43,7,0,0,0,0,0,0,697
2024-03-11 14:20:00,55,27,105,49,36,77,50,18,18,7,105,103,9,63,5,0,0,0,0,0,0,727
2024-03-11 14:30:00,56,31,98,55,113,86,50,23,15,7,102,103,15,23,21,0,0,0,0,0,0,798
2024-03-11 14:40:00,65,33,117,45,116,83,46,15,13,7,124,124,33,39,9,0,0,0,0,0,0,869
2024-03-11 14:50:00,56,40,106,55,109,83,48,22,12,6,87,88,27,39,6,0,0,0,0,0,0,784
2024-03-11 15:00:00,58,19,103,59,114,84,36,13,11,1,134,134,11,38,14,0,0,0,0,0,0,829
2024-03-11 15:10:00,82,34,116,35,126,71,43,20,16,10,132,132,13,21,14,0,0,0,0,0,0,865
2024-03-11 15:20:00,58,24,92,62,163,81,46,19,22,6,124,125,14,22,14,0,0,0,0,0,0,872
2024-03-11 15:30:00,77,27,132,75,119,89,42,12,11,9,127,126,9,16,11,0,0,0,0,0,0,882
2024-03-11 15:40:00,74,23,113,58,92,82,42,23,16,12,125,125,16,15,20,0,0,0,0,0,0,836
2024-03-11 15:50:00,71,13,112,67,145,82,48,22,19,7,146,145,14,10,17,0,0,0,0,0,0,918
2024-03-11 16:00:00,64,38,112,50,154,71,47,17,27,16,152,153,11,17,10,0,0,0,0,0,0,939
2024-03-11 16:10:00,76,37,124,51,190,84,42,13,16,9,156,153,5,11,12,0,0,0,0,0,0,979
2024-03-11 16:20:00,60,19,111,55,114,77,63,18,11,4,138,140,17,25,21,0,0,0,0,0,0,873
2024-03-11 16:30:00,80,21,121,66,172,84,61,15,23,8,141,139,13,14,18,0,0,0,0,0,0,976
2024-03-11 16:40:00,68,28,110,58,208,97,62,20,22,7,141,142,14,9,22,0,0,0,0,0,0,1008
2024-03-11 16:50:00,65,34,111,57,187,71,41,14,16,9,162,161,6,14,12,0,0,0,0,0,0,960
2024-03-11 17:00:00,73,24,139,55,145,107,39,13,14,8,143,143,5,20,21,0,0,0,0,0,0,949
2024-03-11 17:10:00,67,31,114,60,167,82,62,20,25,10,140,140,5,12,15,0,0,0,0,0,0,950
2024-03-11 17:20:00,80,37,134,45,146,83,43,22,15,9,147,148,16,15,12,0,0,0,0,0,0,952
2024-03-11 17:30:00,64,35,116,54,174,90,64,19,13,11,130,129,11,20,15,0,0,0,0,0,0,945
2024-03-11 17:40:00,59,22,108,66,146,90,54,11,13,8,146,148,11,8,19,0,0,0,0,0,0,909
2024-03-11 17:50:00,57,25,100,52,126,76,58,22,9,5,147,148,12,19,13,0,0,0,0,0,0,869
2024-03-11 18:00:00,59,19,101,50,108,73,41,16,14,8,150,147,15,19,12,0,0,0,0,0,0,832
2024-03-11 18:10:00,47,30,82,42,139,65,61,27,15,11,108,106,9,21,10,0,0,0,0,0,0,773
2024-03-11 18:20:00,38,24,77,98,116,59,36,13,17,10,134,134,18,23,15,0,0,0,0,0,0,812
2024-03-11 18:30:00,41,42,79,76,120,62,38,20,14,10,101,104,21,44,12,0,0,0,0,0,0,784
2024-03-11 18:40:00,50,42,85,34,58,59,27,22,18,21,90,91,23,38,9,0,0,0,0,0,0,667
2024-03-11 18:50:00,44,53,84,40,56,69,34,26,10,13,68,68,25,34,10,0,0,0,0,0,0,634
2024-03-11 19:00:00,47,38,84,35,54,60,26,29,12,10,91,91,22,35,16,0,0,0,0,0,0,650
2024-03-11 19:10:00,37,43,67,24,50,45,28,21,12,11,93,91,23,29,16,0,0,0,0,0,0,590
2024-03-11 19:20:00,32,42,59,43,52,66,30,20,13,8,79,79,27,38,10,0,0,0,0,0,0,598
2024-03-11 19:30:00,54,59,102,31,56,61,36,29,11,6,64,66,25,30,14,0,0,0,0,0,0,644
2024-03-11 19:40:00,52,50,85,26,49,55,22,22,19,16,69,66,24,34,9,0,0,0,0,0,0,598
2024-03-11 19:50:00,74,70,123,27,57,53,30,20,14,9,47,47,24,38,3,0,0,0,0,0,0,636
2024-03-11 20:00:00,42,47,75,25,42,47,17,12,18,15,58,59,24,32,7,0,0,0,0,0,0,520
2024-03-11 20:10:00,22,38,46,20,54,34,31,30,10,4,62,61,36,33,7,0,0,0,0,0,0,488
2024-03-11 20:20:00,26,41,50,20,32,38,17,16,9,2,48,48,25,27,6,0,0,0,0,0,0,405
2024-03-11 20:30:00,27,46,45,21,34,36,25,24,10,3,44,44,30,34,1,0,0,0,0,0,0,424
2024-03-11 20:40:00,30,37,50,17,37,31,12,14,6,1,59,59,25,30,10,0,0,0,0,0,0,418
2024-03-11 20:50:00,25,38,46,19,34,34,18,20,9,8,31,31,19,20,1,0,0,0,0,0,0,353
2024-03-11 21:00:00,25,32,44,10,28,17,14,15,9,4,46,49,30,34,1,0,0,0,0,0,0,358
2024-03-11 21:10:00,22,33,41,14,35,25,17,16,13,6,67,64,25,32,7,0,0,0,0,0,0,417
2024-03-11 21:20:00,27,43,51,21,48,43,21,21,8,3,61,60,31,35,5,0,0,0,0,0,0,478
2024-03-11 21:30:00,18,33,37,21,38,31,14,18,9,7,40,38,19,28,5,0,0,0,0,0,0,356
2024-03-11 21:40:00,18,27,36,16,29,29,20,15,13,5,37,37,27,30,3,0,0,0,0,0,0,342
2024-03-11 21:50:00,16,30,27,11,30,17,10,11,6,0,37,37,33,38,2,0,0,0,0,0,0,305
2024-03-11 22:00:00,14,31,30,11,27,23,8,10,5,0,38,38,27,29,2,0,0,0,0,0,0,293
2024-03-11 22:10:00,12,26,19,9,25,19,15,17,13,6,26,27,20,24,1,0,0,0,0,0,0,259
2024-03-11 22:20:00,7,24,15,16,34,26,13,13,5,3,37,37,24,33,0,0,0,0,0,0,0,287
2024-03-11 22:30:00,19,35,36,9,25,13,10,10,3,3,33,33,22,24,4,0,0,0,0,0,0,279
2024-03-11 22:40:00,7,25,13,17,19,29,10,10,12,1,20,20,17,20,0,0,0,0,0,0,0,220
2024-03-11 22:50:00,10,14,21,6,12,9,7,7,2,1,17,17,17,18,0,0,0,0,0,0,0,158
2024-03-11 23:00:00,9,19,25,7,26,12,9,12,7,1,25,25,24,24,0,0,0,0,0,0,0,225
2024-03-11 23:10:00,5,9,8,8,7,6,5,4,4,1,14,14,11,13,0,0,0,0,0,0,0,109
2024-03-11 23:20:00,7,13,15,5,12,10,7,7,2,2,13,13,16,13,0,0,0,0,0,0,0,135
2024-03-11 23:30:00,2,11,5,8,6,11,10,10,7,1,7,7,8,9,0,0,0,0,0,0,0,102
2024-03-11 23:40:00,3,7,8,3,9,6,2,2,2,0,13,13,11,11,0,0,0,0,0,0,0,90
2024-03-11 23:50:00,5,9,9,6,10,4,6,6,2,0,10,10,11,10,0,0,0,0,0,0,0,98
2024-03-12 00:00:00,3,11,8,4,14,8,5,7,5,1,14,14,14,14,2,0,0,0,0,0,0,124
2024-03-12 00:10:00,4,8,6,5,10,8,6,6,1,0,5,5,6,5,0,0,0,0,0,0,0,75
2024-03-12 00:20:00,2,5,6,4,4,1,5,5,3,0,10,10,11,10,0,0,0,0,0,0,0,76
2024-03-12 00:30:00,3,11,7,8,13,13,7,7,4,1,8,8,10,7,1,0,0,0,0,0,0,108
2024-03-12 00:40:00,3,5,6,3,3,3,2,1,2,0,4,4,4,5,0,0,0,0,0,0,0,45
2024-03-12 00:50:00,4,5,10,5,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,33
2024-03-12 01:00:00,2,9,9,7,13,12,3,3,7,0,4,3,3,3,0,0,0,0,0,0,0,78
2024-03-12 01:10:00,2,3,4,1,2,2,3,4,3,0,4,4,4,3,0,0,0,0,0,0,0,39
2024-03-12 01:20:00,2,2,4,0,1,0,2,2,0,0,2,2,2,2,0,0,0,0,0,0,0,21
2024-03-12 01:30:00,1,7,2,3,8,6,0,0,1,1,7,7,7,8,0,0,0,0,0,0,0,58
