datetime,V11Z,V12Z,V13Z,D21Z,V31Z,V32Z,V33Z,V41Z,V42Z,V43Z,V14Z,V40Z,Total
2024-03-07 05:20:00,1,9,7,0,0,16,27,4,4,5,3,0,76
2024-03-07 05:30:00,0,12,7,0,0,30,36,11,4,10,4,0,114
2024-03-07 05:40:00,1,16,6,0,0,41,39,21,13,16,5,3,161
2024-03-07 05:50:00,1,7,4,0,0,31,38,24,9,4,8,0,126
2024-03-07 06:00:00,8,25,12,0,0,34,39,12,14,10,4,2,160
2024-03-07 06:10:00,6,23,7,0,0,36,45,23,16,12,14,3,185
2024-03-07 06:20:00,4,21,10,0,0,62,40,26,17,15,8,0,203
2024-03-07 06:30:00,3,29,2,0,0,28,38,23,10,15,10,4,162
2024-03-07 06:40:00,9,34,13,0,0,22,44,34,22,17,15,1,211
2024-03-07 06:50:00,12,36,4,0,0,5,38,30,28,23,13,3,192
2024-03-07 07:00:00,29,35,13,0,0,6,36,46,22,26,9,2,224
2024-03-07 07:10:00,18,38,7,0,0,4,41,39,27,27,16,2,219
2024-03-07 07:20:00,28,49,11,0,0,6,42,39,30,27,15,3,250
2024-03-07 07:30:00,36,40,9,0,1,7,38,61,32,29,26,2,281
2024-03-07 07:40:00,35,49,19,0,0,1,26,55,32,30,16,6,269
2024-03-07 07:50:00,36,52,9,0,0,6,22,57,39,26,24,3,274
2024-03-07 08:00:00,73,47,11,0,0,1,16,47,23,25,16,3,262
2024-03-07 08:10:00,35,46,11,0,0,7,23,56,35,17,22,2,254
2024-03-07 08:20:00,36,38,12,0,0,1,39,48,31,34,17,8,264
2024-03-07 08:30:00,19,43,11,0,0,6,22,48,25,30,7,3,214
2024-03-07 08:40:00,27,50,16,0,0,6,16,54,30,26,16,11,252
2024-03-07 08:50:00,30,31,10,0,0,6,14,52,35,25,17,5,225
2024-03-07 09:00:00,31,36,10,0,0,3,42,55,27,26,30,6,266
2024-03-07 09:10:00,10,51,15,0,0,4,35,37,39,27,28,5,251
2024-03-07 09:20:00,21,42,11,0,0,5,33,51,39,27,14,5,248
2024-03-07 09:30:00,23,50,13,0,0,4,23,49,41,39,18,5,265
2024-03-07 09:40:00,29,58,28,0,0,1,39,43,25,29,24,5,281
2024-03-07 09:50:00,15,47,10,0,0,2,49,49,29,27,26,4,258
2024-03-07 10:00:00,17,37,12,0,0,3,41,54,20,23,15,2,224
2024-03-07 10:10:00,24,39,10,0,0,3,25,41,22,23,20,5,212
2024-03-07 10:20:00,11,37,6,0,0,3,42,57,29,28,22,4,239
2024-03-07 10:30:00,22,44,16,0,0,1,54,34,34,24,28,2,259
2024-03-07 10:40:00,21,37,9,0,0,4,52,44,31,25,31,5,259
2024-03-07 10:50:00,17,49,17,0,0,4,43,55,30,27,21,2,265
2024-03-07 11:00:00,30,52,8,0,0,10,39,52,35,23,22,3,274
2024-03-07 11:10:00,10,46,12,0,0,9,34,43,33,26,21,7,241
2024-03-07 11:20:00,24,38,14,0,0,4,28,42,27,20,14,9,220
2024-03-07 11:30:00,18,45,13,0,0,4,31,38,28,24,20,5,226
2024-03-07 11:40:00,30,44,15,0,0,1,31,42,28,19,24,7,241
2024-03-07 11:50:00,16,55,17,0,0,5,32,31,17,29,22,6,230
2024-03-07 12:00:00,19,53,11,0,0,2,37,37,36,23,25,3,246
2024-03-07 12:10:00,20,58,15,0,0,0,28,19,19,23,21,3,206
2024-03-07 12:20:00,23,50,19,0,0,8,23,46,32,26,29,4,260
2024-03-07 12:30:00,26,52,14,0,0,4,26,39,34,28,32,4,259
2024-03-07 12:40:00,20,59,22,0,0,1,27,54,27,26,25,11,272
2024-03-07 12:50:00,27,56,24,0,0,4,42,51,29,23,26,6,288
2024-03-07 13:00:00,22,46,21,0,0,4,36,53,23,24,17,3,249
2024-03-07 13:10:00,23,51,21,0,0,0,29,18,23,18,22,5,210
2024-03-07 13:20:00,35,65,29,0,0,3,22,47,27,17,28,8,281
2024-03-07 13:30:00,22,54,29,0,1,7,30,36,25,26,21,2,253
2024-03-07 13:40:00,27,49,22,0,0,4,30,35,29,31,22,6,255
2024-03-07 13:50:00,14,46,18,0,0,14,34,58,29,17,28,8,266
2024-03-07 14:00:00,24,36,21,0,0,4,25,45,30,22,26,4,237
2024-03-07 14:10:00,34,57,25,0,0,6,33,27,33,25,29,9,278
2024-03-07 14:20:00,37,53,20,0,0,3,33,57,31,23,25,10,292
2024-03-07 14:30:00,32,43,23,0,0,2,37,60,28,18,30,6,279
2024-03-07 14:40:00,23,74,23,0,1,9,26,43,28,21,37,2,287
2024-03-07 14:50:00,25,51,29,0,1,7,35,49,26,31,27,5,286
2024-03-07 15:00:00,21,56,30,0,0,2,31,61,28,27,23,8,287
2024-03-07 15:10:00,14,48,31,0,0,2,30,63,29,21,31,7,276
2024-03-07 15:20:00,44,65,39,0,0,5,32,48,32,27,33,8,333
2024-03-07 15:30:00,30,55,46,0,1,4,32,49,26,25,28,4,300
2024-03-07 15:40:00,39,58,40,0,0,2,23,64,25,20,29,6,306
2024-03-07 15:50:00,19,58,42,0,0,2,31,61,29,19,19,9,289
2024-03-07 16:00:00,22,61,48,0,0,4,20,56,27,16,18,6,278
2024-03-07 16:10:00,30,61,50,0,0,6,23,68,40,29,36,11,354
2024-03-07 16:20:00,30,66,54,0,0,5,35,51,22,20,26,5,314
2024-03-07 16:30:00,25,67,58,0,0,7,34,55,23,22,29,7,327
2024-03-07 16:40:00,21,65,56,0,0,5,25,51,45,16,28,8,320
2024-03-07 16:50:00,23,61,58,0,0,5,30,46,30,22,31,5,311
2024-03-07 17:00:00,29,67,51,0,0,5,9,51,46,29,27,8,322
2024-03-07 17:10:00,26,61,57,0,0,6,26,60,34,30,26,5,331
2024-03-07 17:20:00,24,65,46,0,0,7,27,38,24,22,20,6,279
2024-03-07 17:30:00,18,63,48,0,0,4,42,39,41,27,31,10,323
2024-03-07 17:40:00,22,68,60,0,0,4,34,51,26,22,22,6,315
2024-03-07 17:50:00,19,57,47,0,0,3,34,44,28,29,29,3,293
2024-03-07 18:00:00,18,53,41,0,0,5,40,58,31,23,29,3,301
2024-03-07 18:10:00,14,60,41,0,0,5,32,56,28,25,26,3,290
2024-03-07 18:20:00,17,60,54,0,0,3,50,55,25,13,29,3,309
2024-03-07 18:30:00,15,58,33,0,2,40,37,59,36,24,17,7,328
2024-03-07 18:40:00,8,59,43,0,1,44,42,43,19,15,25,4,303
2024-03-07 18:50:00,3,59,32,0,0,40,42,51,23,13,29,8,300
2024-03-07 19:00:00,6,41,14,0,0,36,43,35,26,14,19,4,238
2024-03-07 19:10:00,4,50,20,0,0,24,29,34,11,12,21,5,210
2024-03-07 19:20:00,5,49,18,0,0,30,43,33,15,13,21,3,230
2024-03-07 19:30:00,3,31,11,0,1,21,33,24,16,14,19,2,175
2024-03-07 19:40:00,8,42,14,0,0,32,48,35,15,15,17,4,230
2024-03-07 19:50:00,9,43,17,0,0,26,35,32,16,12,19,1,210
2024-03-07 20:00:00,5,35,12,0,0,23,41,31,13,10,21,5,196
2024-03-07 20:10:00,5,36,10,0,1,17,30,29,12,10,16,1,167
2024-03-07 20:20:00,3,34,10,0,0,25,27,28,16,11,11,7,172
2024-03-07 20:30:00,5,39,16,0,0,16,32,21,10,15,14,1,169
2024-03-07 20:40:00,2,32,15,0,0,21,28,17,10,9,12,4,150
2024-03-07 20:50:00,3,31,6,0,0,19,28,23,11,7,10,5,143
2024-03-07 21:00:00,6,34,13,0,3,19,31,19,5,9,11,1,151
2024-03-07 21:10:00,1,44,15,0,0,22,27,16,7,8,17,3,160
2024-03-07 21:20:00,5,38,14,0,1,15,22,14,8,9,7,3,136
2024-03-07 21:30:00,1,18,6,0,0,13,29,21,15,3,9,1,116
2024-03-07 21:40:00,9,37,7,0,0,13,23,22,10,13,12,0,146
2024-03-07 21:50:00,1,26,6,0,0,15,24,31,6,2,9,4,124
2024-03-07 22:00:00,5,22,7,0,0,15,25,29,14,5,6,0,128
2024-03-07 22:10:00,4,29,12,0,0,18,19,24,7,6,9,3,131
2024-03-07 22:20:00,2,23,3,0,0,22,30,25,9,4,7,3,128
2024-03-07 22:30:00,11,23,8,0,1,16,21,12,9,4,2,6,113
2024-03-07 22:40:00,2,22,6,0,0,15,19,14,7,3,7,4,99
2024-03-07 22:50:00,1,20,9,0,0,22,29,17,10,2,8,1,119
2024-03-07 23:00:00,5,9,9,0,0,13,18,13,9,7,6,0,89
2024-03-07 23:10:00,0,18,7,0,0,5,8,14,7,6,3,2,70
2024-03-07 23:20:00,2,14,5,0,0,7,11,10,2,3,6,2,62
2024-03-07 23:30:00,0,5,3,0,0,10,15,10,2,2,4,1,52
2024-03-07 23:40:00,2,8,6,0,0,5,10,7,5,2,3,0,48
2024-03-07 23:50:00,3,8,3,0,0,15,19,12,1,1,3,0,65
2024-03-08 00:00:00,0,6,4,0,1,3,6,5,3,4,2,1,35
2024-03-08 00:10:00,1,6,3,0,0,6,9,5,3,5,0,1,39
2024-03-08 00:20:00,0,4,2,0,0,6,4,5,3,4,0,0,28
2024-03-08 00:30:00,1,7,6,0,0,3,5,4,5,1,1,0,33
2024-03-08 00:40:00,0,2,1,0,0,4,5,5,1,1,0,0,19
2024-03-08 00:50:00,1,5,2,0,0,2,3,5,4,2,1,0,25
2024-03-08 01:00:00,0,8,6,0,0,1,5,2,3,2,1,0,28
2024-03-08 01:10:00,0,3,1,0,0,2,2,1,3,1,3,0,16
2024-03-08 01:20:00,0,3,1,0,0,3,4,2,1,1,0,0,15
2024-03-08 01:30:00,0,6,2,0,0,3,4,2,2,1,1,0,21
2024-03-08 01:40:00,0,6,2,0,0,1,0,1,0,1,0,0,11
2024-03-08 01:50:00,1,5,3,0,0,4,6,2,0,1,1,0,23
2024-03-08 02:00:00,1,3,2,0,0,2,2,3,1,1,1,0,16
2024-03-08 02:10:00,0,0,0,0,0,2,3,1,1,2,0,1,10
2024-03-08 02:20:00,0,5,2,0,0,0,2,0,0,1,0,0,10
2024-03-08 02:30:00,0,1,0,0,0,1,1,0,1,0,0,0,4
2024-03-08 02:40:00,0,4,3,0,0,0,0,3,0,0,1,0,11
2024-03-08 02:50:00,0,0,0,0,0,5,2,4,0,0,1,1,13
2024-03-08 03:00:00,1,2,0,0,0,1,2,3,0,0,1,0,10
2024-03-08 03:10:00,1,5,1,0,0,1,2,3,1,1,0,0,15
2024-03-08 03:20:00,0,5,2,0,0,1,1,1,1,0,0,0,11
2024-03-08 03:30:00,0,1,1,0,0,4,6,1,0,0,0,0,13
2024-03-08 03:40:00,0,0,1,0,0,1,1,1,2,0,0,0,6
2024-03-08 03:50:00,0,2,1,0,0,3,5,1,2,1,0,0,15
2024-03-08 04:00:00,0,5,2,0,0,5,7,2,2,2,0,0,25
2024-03-08 04:10:00,0,2,1,0,0,4,6,0,0,4,1,0,18
2024-03-08 04:20:00,0,2,2,0,1,2,4,1,1,2,1,1,17
2024-03-08 04:30:00,1,3,1,0,0,11,9,1,2,0,2,0,30
2024-03-08 04:40:00,0,3,0,0,0,4,8,2,4,3,0,0,24
2024-03-08 04:50:00,0,4,3,0,0,7,13,1,3,0,0,1,32
2024-03-08 05:00:00,0,7,5,0,0,16,20,5,4,5,2,1,65
2024-03-08 05:10:00,2,7,4,0,0,12,22,3,5,7,5,0,67
2024-03-08 05:20:00,0,4,5,0,0,17,31,8,6,2,5,0,78
2024-03-08 05:30:00,0,9,4,0,0,34,48,10,6,13,2,0,126
2024-03-08 05:40:00,0,11,3,0,0,29,34,14,9,14,4,0,118
2024-03-08 05:50:00,1,11,7,0,0,31,36,16,14,10,3,0,129
2024-03-08 06:00:00,3,16,3,0,0,32,36,20,14,13,4,0,141
2024-03-08 06:10:00,6,22,8,0,0,32,31,20,10,12,8,0,149
2024-03-08 06:20:00,5,19,7,0,0,33,34,18,19,11,11,3,160
2024-03-08 06:30:00,0,26,8,0,0,33,30,26,14,18,14,3,172
2024-03-08 06:40:00,7,28,10,0,0,21,42,27,24,12,16,2,189
2024-03-08 06:50:00,6,28,4,0,0,5,28,37,29,26,21,4,188
2024-03-08 07:00:00,9,29,3,0,0,10,41,32,18,19,8,4,173
2024-03-08 07:10:00,16,44,12,0,0,5,33,30,19,15,11,2,187
2024-03-08 07:20:00,24,34,4,0,0,0,36,35,22,20,12,1,188
2024-03-08 07:30:00,18,57,12,0,0,4,43,50,34,30,17,3,268
2024-03-08 07:40:00,44,50,16,0,0,3,43,44,30,26,17,5,278
2024-03-08 07:50:00,23,50,11,0,0,5,52,41,22,28,25,5,262
2024-03-08 08:00:00,26,43,12,0,0,8,37,52,35,23,12,6,254
2024-03-08 08:10:00,29,45,8,0,0,2,56,44,32,22,15,7,260
2024-03-08 08:20:00,31,40,14,0,0,1,42,50,23,30,19,8,258
2024-03-08 08:30:00,34,39,12,0,1,3,35,59,30,25,14,4,256
2024-03-08 08:40:00,25,46,15,0,0,1,38,49,27,27,17,5,250
2024-03-08 08:50:00,38,37,9,0,0,1,34,41,32,31,20,6,249
2024-03-08 09:00:00,28,41,7,0,0,2,43,33,36,29,19,2,240
2024-03-08 09:10:00,16,37,9,0,0,5,31,47,38,28,17,8,236
2024-03-08 09:20:00,28,34,4,0,0,1,40,39,38,26,14,5,229
2024-03-08 09:30:00,20,37,13,0,0,5,38,42,41,33,10,9,248
2024-03-08 09:40:00,22,36,13,0,0,3,37,38,35,28,23,8,243
2024-03-08 09:50:00,27,40,12,0,0,0,48,44,39,33,18,7,268
2024-03-08 10:00:00,25,49,15,0,0,1,33,38,36,30,18,1,246
2024-03-08 10:10:00,20,43,18,0,0,4,38,44,27,23,19,4,240
2024-03-08 10:20:00,19,40,9,0,0,1,55,47,39,31,26,5,272
2024-03-08 10:30:00,20,37,16,0,0,3,38,46,36,29,17,4,246
2024-03-08 10:40:00,16,41,6,0,0,2,51,42,36,31,32,4,261
2024-03-08 10:50:00,20,44,14,0,0,5,45,59,41,33,19,2,282
2024-03-08 11:00:00,30,48,18,0,0,3,40,46,35,16,21,3,260
2024-03-08 11:10:00,21,48,15,0,0,8,61,46,32,19,22,3,275
2024-03-08 11:20:00,25,49,16,0,0,5,32,53,45,22,30,4,281
2024-03-08 11:30:00,27,42,52,0,0,3,33,60,30,27,21,7,302
2024-03-08 11:40:00,17,43,15,0,0,7,40,46,37,23,32,5,265
2024-03-08 11:50:00,24,52,24,0,0,4,41,58,33,21,24,5,286
2024-03-08 12:00:00,26,48,20,0,0,3,33,57,37,23,23,7,277
2024-03-08 12:10:00,27,57,28,0,0,5,31,55,44,23,29,7,306
2024-03-08 12:20:00,29,63,23,0,0,2,35,49,35,21,21,6,284
2024-03-08 12:30:00,24,64,22,0,0,1,32,38,20,18,26,9,254
2024-03-08 12:40:00,23,57,27,0,0,4,34,64,27,31,20,5,292
2024-03-08 12:50:00,40,64,19,0,0,3,34,54,22,26,21,4,287
2024-03-08 13:00:00,22,66,26,0,0,3,36,62,22,18,39,8,302
2024-03-08 13:10:00,31,67,23,0,0,5,40,55,30,25,33,3,312
2024-03-08 13:20:00,24,53,23,0,0,4,26,53,35,24,31,10,283
2024-03-08 13:30:00,19,60,23,0,0,4,34,42,24,18,28,7,259
2024-03-08 13:40:00,46,69,21,0,0,4,32,44,32,28,37,11,324
2024-03-08 13:50:00,23,64,16,0,0,4,23,36,32,26,36,3,263
2024-03-08 14:00:00,20,72,18,0,0,3,41,58,23,27,37,3,302
2024-03-08 14:10:00,19,74,35,0,0,3,23,48,34,23,31,7,297
2024-03-08 14:20:00,22,75,33,0,0,4,35,54,26,13,25,1,288
2024-03-08 14:30:00,20,73,35,0,0,4,35,47,35,18,34,4,305
2024-03-08 14:40:00,22,62,31,0,0,3,28,55,30,22,27,3,283
2024-03-08 14:50:00,20,72,32,0,0,3,28,67,30,18,28,8,306
2024-03-08 15:00:00,17,70,43,0,0,0,24,62,38,26,28,6,314
2024-03-08 15:10:00,14,66,41,0,0,0,26,59,34,22,21,1,284
2024-03-08 15:20:00,21,78,49,0,0,0,22,72,30,25,27,7,331
2024-03-08 15:30:00,34,77,49,0,1,0,31,56,24,24,21,8,325
2024-03-08 15:40:00,28,53,48,0,0,0,25,58,28,21,22,5,288
2024-03-08 15:50:00,24,58,34,0,0,1,26,25,39,19,19,9,254
2024-03-08 16:00:00,26,59,37,0,0,0,34,47,29,26,26,6,290
2024-03-08 16:10:00,35,61,47,0,0,0,29,67,30,24,30,8,331
2024-03-08 16:20:00,40,50,41,0,1,0,30,52,37,22,30,6,309
2024-03-08 16:30:00,17,63,29,0,0,3,38,66,40,28,22,7,313
2024-03-08 16:40:00,37,58,39,0,2,0,40,45,33,21,28,4,307
2024-03-08 16:50:00,20,65,40,0,0,1,43,46,32,21,29,9,306
2024-03-08 17:00:00,30,60,32,0,3,9,17,34,37,24,34,4,284
2024-03-08 17:10:00,25,59,41,0,3,2,36,59,32,20,25,9,311
2024-03-08 17:20:00,38,67,35,0,0,0,31,38,36,25,38,3,311
2024-03-08 17:30:00,29,55,30,0,1,3,42,59,21,18,35,10,303
2024-03-08 17:40:00,20,49,44,0,0,0,35,50,16,20,19,6,259
2024-03-08 17:50:00,12,35,32,0,0,4,40,61,26,18,16,2,246
2024-03-08 18:00:00,25,58,35,0,0,5,36,51,32,15,24,5,286
2024-03-08 18:10:00,20,48,33,0,0,8,31,51,28,20,22,7,268
2024-03-08 18:20:00,14,54,35,0,0,3,40,44,29,19,21,6,265
2024-03-08 18:30:00,9,56,34,0,0,21,44,62,31,15,14,10,296
2024-03-08 18:40:00,7,49,29,0,0,50,44,54,30,21,20,1,305
2024-03-08 18:50:00,5,55,27,0,0,48,40,44,33,25,22,4,303
2024-03-08 19:00:00,4,47,26,0,0,34,38,34,20,23,24,7,257
2024-03-08 19:10:00,1,42,13,0,1,40,39,48,23,14,20,6,247
2024-03-08 19:20:00,7,44,20,0,1,42,39,39,24,13,20,4,253
2024-03-08 19:30:00,5,50,12,0,1,36,57,36,22,14,15,7,255
2024-03-08 19:40:00,2,40,21,0,0,27,40,31,15,8,25,4,213
2024-03-08 19:50:00,8,48,15,0,0,36,33,29,19,7,26,10,231
2024-03-08 20:00:00,3,33,18,0,0,26,34,37,17,12,20,5,205
2024-03-08 20:10:00,15,51,17,0,0,36,37,26,18,19,20,3,242
2024-03-08 20:20:00,7,45,12,0,1,32,40,40,18,14,14,2,225
2024-03-08 20:30:00,5,40,15,0,0,27,36,27,10,15,10,2,187
2024-03-08 20:40:00,2,36,13,0,0,22,33,26,10,6,9,5,162
2024-03-08 20:50:00,4,36,7,0,0,21,28,19,9,11,18,1,154
2024-03-08 21:00:00,6,31,15,0,0,24,31,24,13,7,15,3,169
2024-03-08 21:10:00,2,46,8,0,1,26,30,20,7,9,12,3,164
2024-03-08 21:20:00,9,36,12,0,0,17,25,18,13,11,13,3,157
2024-03-08 21:30:00,3,35,5,0,0,23,29,17,7,12,12,3,146
2024-03-08 21:40:00,4,30,7,0,0,17,31,23,12,6,18,1,149
2024-03-08 21:50:00,6,31,12,0,0,21,35,24,13,15,9,2,168
2024-03-08 22:00:00,4,34,13,0,0,19,21,28,16,10,11,2,158
2024-03-08 22:10:00,5,26,11,0,0,23,32,17,11,10,8,0,143
2024-03-08 22:20:00,7,38,15,0,0,14,24,28,12,7,10,1,156
2024-03-08 22:30:00,1,43,14,0,0,13,20,21,7,3,7,1,130
2024-03-08 22:40:00,4,50,15,0,1,13,20,16,11,9,10,7,156
2024-03-08 22:50:00,3,29,13,0,0,25,27,22,9,8,9,3,148
2024-03-08 23:00:00,2,45,16,0,0,21,25,20,4,2,6,3,144
2024-03-08 23:10:00,2,25,15,0,0,20,30,25,8,9,6,1,141
2024-03-08 23:20:00,2,33,8,0,0,20,29,10,8,3,9,1,123
2024-03-08 23:30:00,3,27,17,0,2,13,20,11,5,5,6,3,112
2024-03-08 23:40:00,3,23,8,0,1,8,16,11,7,4,8,1,90
2024-03-08 23:50:00,3,28,18,0,0,14,15,10,4,4,6,1,103
2024-03-09 00:00:00,1,11,10,0,0,7,12,13,5,3,8,1,71
2024-03-09 00:10:00,4,21,8,0,0,8,8,9,2,2,6,1,69
2024-03-09 00:20:00,1,19,6,0,0,13,17,7,4,6,2,2,77
2024-03-09 00:30:00,0,12,6,0,0,12,11,16,3,1,1,0,62
2024-03-09 00:40:00,2,6,1,0,0,9,16,13,7,1,2,1,58
2024-03-09 00:50:00,0,13,6,0,0,12,18,12,6,6,1,0,74
2024-03-09 01:00:00,0,13,8,0,0,10,13,9,3,2,2,0,60
2024-03-09 01:10:00,1,13,4,0,0,7,10,5,2,2,3,0,47
2024-03-09 01:20:00,3,11,4,0,0,4,9,6,2,2,3,1,45
2024-03-09 01:30:00,2,13,7,0,0,5,10,5,4,0,2,0,48
2024-03-09 01:40:00,1,9,4,0,0,6,9,4,3,6,2,0,44
2024-03-09 01:50:00,1,11,5,0,0,4,7,3,0,4,0,0,35
2024-03-09 02:00:00,0,6,4,0,0,7,10,4,2,1,0,1,35
2024-03-09 02:10:00,0,4,0,0,1,3,4,3,2,0,1,2,20
2024-03-09 02:20:00,0,5,2,0,0,3,4,4,0,0,4,1,23
2024-03-09 02:30:00,0,2,0,0,0,6,9,4,1,2,1,0,25
2024-03-09 02:40:00,0,11,5,0,0,1,1,6,2,0,2,0,28
2024-03-09 02:50:00,0,6,2,0,0,2,8,1,3,4,3,1,30
2024-03-09 03:00:00,2,9,2,0,0,3,3,3,1,0,0,0,23
2024-03-09 03:10:00,6,7,1,0,0,1,3,5,2,1,2,1,29
2024-03-09 03:20:00,0,8,5,0,0,6,6,2,2,0,2,0,31
2024-03-09 03:30:00,1,3,0,0,0,2,4,3,1,2,1,1,18
2024-03-09 03:40:00,0,2,1,0,0,1,6,6,3,2,1,1,23
2024-03-09 03:50:00,1,5,2,0,0,1,3,1,2,1,4,3,23
2024-03-09 04:00:00,0,2,0,0,0,4,5,0,0,1,2,0,14
2024-03-09 04:10:00,2,2,1,0,0,3,5,2,0,2,1,0,18
2024-03-09 04:20:00,0,3,1,0,0,4,2,1,0,3,5,0,19
2024-03-09 04:30:00,0,3,0,0,0,3,5,0,0,2,1,1,15
2024-03-09 04:40:00,1,7,1,0,0,5,8,2,1,1,4,0,30
2024-03-09 04:50:00,1,4,1,0,3,8,13,2,1,1,1,2,37
2024-03-09 05:00:00,0,2,4,0,0,5,8,2,3,0,3,1,28
2024-03-09 05:10:00,0,7,2,0,0,3,9,4,5,1,0,0,31
2024-03-09 05:20:00,0,5,1,0,0,7,12,1,4,5,3,0,38
2024-03-09 05:30:00,1,4,1,0,0,14,17,4,2,7,4,0,54
2024-03-09 05:40:00,0,9,6,0,0,11,15,6,5,6,5,0,63
2024-03-09 05:50:00,1,6,4,0,0,5,7,5,2,7,1,0,38
2024-03-09 06:00:00,0,8,7,0,0,5,7,9,8,4,2,0,50
2024-03-09 06:10:00,5,12,3,0,0,7,16,10,6,7,3,0,69
2024-03-09 06:20:00,4,11,7,0,0,7,17,12,5,4,2,0,69
2024-03-09 06:30:00,1,20,5,0,0,12,13,9,3,6,6,0,75
2024-03-09 06:40:00,4,13,2,0,0,3,17,8,5,4,5,0,61
2024-03-09 06:50:00,5,19,5,0,0,0,13,11,7,9,6,0,75
2024-03-09 07:00:00,1,15,2,0,0,0,15,6,5,9,5,3,61
2024-03-09 07:10:00,6,8,1,0,0,0,9,12,9,6,2,1,54
2024-03-09 07:20:00,7,12,5,0,0,0,20,16,9,7,4,0,80
2024-03-09 07:30:00,22,22,1,0,0,0,22,10,9,12,9,2,109
2024-03-09 07:40:00,17,17,6,0,0,0,23,17,12,9,5,0,106
2024-03-09 07:50:00,15,18,8,0,0,1,22,17,8,8,6,2,105
2024-03-09 08:00:00,7,17,5,0,0,1,16,19,8,4,3,0,80
2024-03-09 08:10:00,8,23,4,0,0,0,20,21,12,9,7,2,106
2024-03-09 08:20:00,2,12,2,0,0,1,17,23,11,9,8,5,90
2024-03-09 08:30:00,7,16,5,0,0,0,24,28,18,17,6,2,123
2024-03-09 08:40:00,9,30,6,0,0,0,23,37,14,16,6,1,142
2024-03-09 08:50:00,6,28,11,0,0,0,27,29,18,15,7,5,146
2024-03-09 09:00:00,10,25,3,0,0,1,27,19,20,18,10,4,137
2024-03-09 09:10:00,3,32,11,0,0,0,24,29,35,31,13,2,180
2024-03-09 09:20:00,13,32,9,0,0,1,36,35,29,20,13,4,192
2024-03-09 09:30:00,29,34,10,0,0,1,39,34,36,29,17,6,235
2024-03-09 09:40:00,22,31,15,0,0,2,29,48,45,38,11,5,246
2024-03-09 09:50:00,24,24,7,0,0,6,33,51,33,26,11,4,219
2024-03-09 10:00:00,17,35,9,0,0,1,33,39,35,26,17,6,218
2024-03-09 10:10:00,25,39,11,0,0,3,58,36,33,27,11,5,248
2024-03-09 10:20:00,8,36,5,0,0,4,38,42,30,21,20,7,211
2024-03-09 10:30:00,12,45,12,0,0,3,45,40,44,29,18,5,253
2024-03-09 10:40:00,24,43,20,0,0,2,57,47,45,21,14,4,277
2024-03-09 10:50:00,8,32,10,0,0,8,47,42,20,20,16,1,204
2024-03-09 11:00:00,18,36,13,0,0,3,45,39,24,21,22,4,225
2024-03-09 11:10:00,9,54,15,0,0,2,46,52,31,18,11,10,248
2024-03-09 11:20:00,12,43,13,0,0,3,40,48,39,26,17,6,247
2024-03-09 11:30:00,15,43,13,0,0,5,38,53,34,22,22,9,254
2024-03-09 11:40:00,5,40,14,0,0,5,37,43,25,21,16,4,210
2024-03-09 11:50:00,17,49,12,0,0,2,40,35,32,22,18,6,233
2024-03-09 12:00:00,11,39,11,0,0,4,44,47,36,25,22,5,244
2024-03-09 12:10:00,11,53,19,0,0,2,31,51,31,18,18,5,239
2024-03-09 12:20:00,12,43,14,0,0,4,40,43,23,23,27,3,232
2024-03-09 12:30:00,19,39,17,0,0,3,28,49,28,21,24,3,231
2024-03-09 12:40:00,22,48,21,0,0,2,35,44,24,26,16,7,245
2024-03-09 12:50:00,13,51,21,0,0,5,41,55,28,22,15,6,257
2024-03-09 13:00:00,22,56,24,0,0,6,34,29,21,14,25,6,237
2024-03-09 13:10:00,16,37,20,0,0,0,38,51,31,22,26,3,244
2024-03-09 13:20:00,16,43,21,0,0,0,37,48,28,22,29,3,247
2024-03-09 13:30:00,14,53,12,0,0,4,49,56,24,24,26,6,268
2024-03-09 13:40:00,14,47,20,0,0,3,45,46,28,23,24,6,256
2024-03-09 13:50:00,13,56,16,0,0,7,34,39,33,24,19,5,246
2024-03-09 14:00:00,23,55,17,0,0,7,41,44,31,19,22,3,262
2024-03-09 14:10:00,9,48,26,0,0,5,42,43,31,19,26,5,254
2024-03-09 14:20:00,15,38,22,0,0,7,38,61,41,20,32,2,276
2024-03-09 14:30:00,19,59,25,0,0,4,29,53,22,21,25,3,260
2024-03-09 14:40:00,16,58,23,0,0,11,30,35,36,18,19,6,252
2024-03-09 14:50:00,12,47,12,0,0,4,33,50,26,22,19,7,232
2024-03-09 15:00:00,25,38,20,0,0,4,28,34,18,18,23,1,209
2024-03-09 15:10:00,14,54,19,0,0,2,28,46,28,19,29,6,245
2024-03-09 15:20:00,16,47,17,0,0,2,36,45,24,18,29,2,236
2024-03-09 15:30:00,17,45,13,0,0,2,27,55,28,22,17,5,231
2024-03-09 15:40:00,15,50,18,0,0,3,32,34,24,19,36,5,236
2024-03-09 15:50:00,26,43,14,0,0,3,34,26,23,15,24,4,212
2024-03-09 16:00:00,23,49,20,0,0,2,34,36,17,16,21,3,221
2024-03-09 16:10:00,16,40,12,0,0,1,43,41,24,17,23,5,222
2024-03-09 16:20:00,9,38,21,0,0,0,25,42,16,18,21,3,193
2024-03-09 16:30:00,9,45,26,0,0,2,32,33,13,16,23,6,205
2024-03-09 16:40:00,17,40,13,0,0,4,38,44,25,19,24,5,229
