datetime,V12Z,V22Z,V51Z,V52Z,V111Z,V121Z,V122Z,Total
2024-03-09 01:50:00,6,4,11,11,4,5,0,41
2024-03-09 02:00:00,4,4,10,6,2,3,0,29
2024-03-09 02:10:00,3,3,3,5,1,3,0,18
2024-03-09 02:20:00,2,1,4,10,1,3,0,21
2024-03-09 02:30:00,2,2,4,4,0,4,0,16
2024-03-09 02:40:00,2,3,3,4,0,0,0,12
2024-03-09 02:50:00,2,0,2,8,3,7,0,22
2024-03-09 03:00:00,1,1,5,7,0,2,0,16
2024-03-09 03:10:00,2,4,2,4,0,1,0,13
2024-03-09 03:20:00,1,2,9,6,1,3,0,22
2024-03-09 03:30:00,2,0,4,6,1,1,0,14
2024-03-09 03:40:00,2,3,9,3,0,1,0,18
2024-03-09 03:50:00,3,4,3,9,1,2,0,22
2024-03-09 04:00:00,1,4,5,7,1,4,0,22
2024-03-09 04:10:00,4,2,7,5,3,5,0,26
2024-03-09 04:20:00,1,5,8,0,0,0,0,14
2024-03-09 04:30:00,3,11,4,3,0,0,0,21
2024-03-09 04:40:00,0,12,4,5,3,3,0,27
2024-03-09 04:50:00,1,14,11,6,3,5,0,40
2024-03-09 05:00:00,2,11,6,12,2,7,0,40
2024-03-09 05:10:00,5,12,13,5,1,5,1,42
2024-03-09 05:20:00,5,13,10,7,7,9,0,51
2024-03-09 05:30:00,6,16,19,2,0,0,0,43
2024-03-09 05:40:00,3,15,14,5,4,4,0,45
2024-03-09 05:50:00,3,17,16,7,1,2,0,46
2024-03-09 06:00:00,6,15,17,8,1,4,0,51
2024-03-09 06:10:00,7,11,16,8,4,8,0,54
2024-03-09 06:20:00,9,11,18,9,6,4,0,57
2024-03-09 06:30:00,11,15,13,7,2,5,0,53
2024-03-09 06:40:00,13,15,18,12,6,5,0,69
2024-03-09 06:50:00,16,11,14,6,2,3,1,53
2024-03-09 07:00:00,19,13,21,11,1,4,0,69
2024-03-09 07:10:00,14,18,11,3,5,4,1,56
2024-03-09 07:20:00,18,18,19,4,2,5,0,66
2024-03-09 07:30:00,19,26,29,6,5,7,0,92
2024-03-09 07:40:00,18,27,30,9,9,9,1,103
2024-03-09 07:50:00,18,20,29,8,6,5,0,86
2024-03-09 08:00:00,23,32,23,14,2,4,0,98
2024-03-09 08:10:00,17,21,17,9,6,6,0,76
2024-03-09 08:20:00,22,20,16,7,9,12,0,86
2024-03-09 08:30:00,23,31,30,14,8,10,0,116
2024-03-09 08:40:00,24,22,26,14,14,19,0,119
2024-03-09 08:50:00,23,19,23,10,10,12,2,99
2024-03-09 09:00:00,34,22,26,21,6,9,2,120
2024-03-09 09:10:00,33,24,30,12,11,14,0,124
2024-03-09 09:20:00,32,24,25,15,15,15,0,126
2024-03-09 09:30:00,27,20,36,13,13,18,0,127
2024-03-09 09:40:00,25,33,33,23,9,9,1,133
2024-03-09 09:50:00,27,24,12,14,17,17,1,112
2024-03-09 10:00:00,28,25,18,10,11,17,2,111
2024-03-09 10:10:00,20,25,23,25,9,17,0,119
2024-03-09 10:20:00,34,22,13,22,13,18,2,124
2024-03-09 10:30:00,42,25,35,32,13,19,2,168
2024-03-09 10:40:00,35,17,25,19,12,16,0,124
2024-03-09 10:50:00,41,22,30,34,19,19,2,167
2024-03-09 11:00:00,41,31,36,22,17,20,1,168
2024-03-09 11:10:00,28,30,28,28,13,19,0,146
2024-03-09 11:20:00,42,28,27,32,13,20,0,162
2024-03-09 11:30:00,41,26,22,33,14,19,2,157
2024-03-09 11:40:00,43,18,37,40,13,19,0,170
2024-03-09 11:50:00,40,29,27,31,13,15,0,155
2024-03-09 12:00:00,52,27,25,34,11,15,0,164
2024-03-09 12:10:00,41,28,24,40,9,9,0,151
2024-03-09 12:20:00,53,23,34,36,15,27,0,188
2024-03-09 12:30:00,49,37,17,34,10,19,1,167
2024-03-09 12:40:00,53,27,20,39,16,21,0,176
2024-03-09 12:50:00,40,30,19,47,7,27,1,171
2024-03-09 13:00:00,49,30,20,39,8,24,0,170
2024-03-09 13:10:00,35,36,31,50,14,19,2,187
2024-03-09 13:20:00,43,25,26,30,20,29,2,175
2024-03-09 13:30:00,38,16,19,35,12,20,0,140
2024-03-09 13:40:00,47,24,15,46,19,21,0,172
2024-03-09 13:50:00,52,19,8,35,17,20,1,152
2024-03-09 14:00:00,55,27,14,47,20,20,3,186
2024-03-09 14:10:00,56,23,32,31,11,15,0,168
2024-03-09 14:20:00,68,19,20,46,15,21,3,192
2024-03-09 14:30:00,52,29,21,46,8,23,1,180
2024-03-09 14:40:00,63,24,12,32,5,24,1,161
2024-03-09 14:50:00,51,17,16,43,8,19,0,154
2024-03-09 15:00:00,39,23,33,39,8,18,0,160
2024-03-09 15:10:00,39,27,29,44,14,17,0,170
2024-03-09 15:20:00,55,24,23,39,17,21,0,179
2024-03-09 15:30:00,54,18,28,40,20,21,1,182
2024-03-09 15:40:00,55,23,16,28,11,14,3,150
2024-03-09 15:50:00,44,24,19,43,12,14,2,158
2024-03-09 16:00:00,23,26,22,37,14,16,1,139
2024-03-09 16:10:00,32,20,13,41,11,23,0,140
2024-03-09 16:20:00,35,25,20,27,9,14,0,130
2024-03-09 16:30:00,43,27,28,35,8,11,0,152
2024-03-09 16:40:00,23,21,18,37,16,17,1,133
2024-03-09 16:50:00,34,28,24,49,11,12,2,160
2024-03-09 17:00:00,44,26,20,53,19,15,2,179
2024-03-09 17:10:00,32,19,21,53,8,26,2,161
2024-03-09 17:20:00,31,19,25,48,19,19,0,161
2024-03-09 17:30:00,30,18,26,61,11,16,0,162
2024-03-09 17:40:00,35,24,27,33,15,16,0,150
2024-03-09 17:50:00,30,17,24,40,16,25,1,153
2024-03-09 18:00:00,32,14,15,29,17,19,1,127
2024-03-09 18:10:00,40,23,25,27,9,14,0,138
2024-03-09 18:20:00,30,19,28,33,17,16,0,143
2024-03-09 18:30:00,26,23,20,25,18,19,1,132
2024-03-09 18:40:00,17,31,28,31,23,14,1,145
2024-03-09 18:50:00,20,29,26,28,16,25,2,146
2024-03-09 19:00:00,23,27,32,31,18,20,1,152
2024-03-09 19:10:00,29,38,31,32,12,13,0,155
2024-03-09 19:20:00,18,24,25,27,8,13,0,115
2024-03-09 19:30:00,17,28,37,32,6,7,0,127
2024-03-09 19:40:00,15,30,33,24,8,10,0,120
2024-03-09 19:50:00,22,26,27,26,13,13,0,127
2024-03-09 20:00:00,26,19,25,23,12,10,0,115
2024-03-09 20:10:00,24,21,34,27,13,13,0,132
2024-03-09 20:20:00,22,12,15,28,9,12,0,98
2024-03-09 20:30:00,19,23,29,28,10,12,0,121
2024-03-09 20:40:00,23,22,23,27,13,16,1,125
2024-03-09 20:50:00,22,31,35,17,10,13,1,129
2024-03-09 21:00:00,15,19,20,28,11,12,2,107
2024-03-09 21:10:00,13,20,28,26,1,1,0,89
2024-03-09 21:20:00,20,19,22,18,9,14,1,103
2024-03-09 21:30:00,13,17,21,20,38,14,0,123
2024-03-09 21:40:00,14,20,29,29,12,13,0,117
2024-03-09 21:50:00,11,14,24,24,10,12,0,95
2024-03-09 22:00:00,14,16,26,25,7,6,0,94
2024-03-09 22:10:00,15,15,25,25,11,14,0,105
2024-03-09 22:20:00,13,14,23,18,10,12,0,90
2024-03-09 22:30:00,18,12,20,19,5,5,1,80
2024-03-09 22:40:00,15,18,20,23,4,8,0,88
2024-03-09 22:50:00,9,14,13,25,9,19,0,89
2024-03-09 23:00:00,11,8,16,18,5,7,0,65
2024-03-09 23:10:00,17,17,18,17,4,9,0,82
2024-03-09 23:20:00,12,12,16,21,3,4,0,68
2024-03-09 23:30:00,8,10,14,14,5,7,0,58
2024-03-09 23:40:00,5,8,12,23,7,6,0,61
2024-03-09 23:50:00,10,16,13,21,15,13,0,88
2024-03-10 00:00:00,12,7,11,13,4,6,1,54
2024-03-10 00:10:00,10,4,8,15,3,4,2,46
2024-03-10 00:20:00,2,7,13,16,2,6,0,46
2024-03-10 00:30:00,10,11,9,14,5,8,0,57
2024-03-10 00:40:00,9,12,8,13,1,3,0,46
2024-03-10 00:50:00,6,7,9,15,1,6,0,44
2024-03-10 01:00:00,4,3,9,14,1,3,0,34
2024-03-10 01:10:00,3,7,7,10,0,1,0,28
2024-03-10 01:20:00,5,8,6,8,3,6,0,36
2024-03-10 01:30:00,4,7,3,10,0,0,1,25
2024-03-10 01:40:00,1,3,9,11,1,3,0,28
2024-03-10 01:50:00,2,7,5,14,4,6,1,39
2024-03-10 02:00:00,3,4,8,6,3,3,0,27
2024-03-10 02:10:00,5,7,4,13,2,4,0,35
2024-03-10 02:20:00,4,5,4,7,5,3,0,28
2024-03-10 02:30:00,4,5,8,13,8,8,0,46
2024-03-10 02:40:00,5,3,5,8,3,3,0,27
2024-03-10 02:50:00,2,7,6,7,1,5,0,28
2024-03-10 03:00:00,5,6,7,2,0,1,0,21
2024-03-10 03:10:00,5,1,10,6,0,1,0,23
2024-03-10 03:20:00,2,2,5,5,1,1,0,16
2024-03-10 03:30:00,0,3,5,5,1,1,0,15
2024-03-10 03:40:00,1,5,9,11,0,2,0,28
2024-03-10 03:50:00,2,5,8,10,1,3,0,29
2024-03-10 04:00:00,1,3,6,9,1,1,0,21
2024-03-10 04:10:00,1,1,7,5,2,3,0,19
2024-03-10 04:20:00,1,5,5,9,0,2,0,22
2024-03-10 04:30:00,4,9,3,7,1,2,0,26
2024-03-10 04:40:00,3,13,5,4,0,0,0,25
2024-03-10 04:50:00,2,11,8,3,4,2,0,30
2024-03-10 05:00:00,3,10,6,2,0,0,0,21
2024-03-10 05:10:00,2,8,9,3,0,1,0,23
2024-03-10 05:20:00,2,7,9,7,1,0,0,26
2024-03-10 05:30:00,0,7,14,2,1,1,0,25
2024-03-10 05:40:00,6,6,12,10,1,4,0,39
2024-03-10 05:50:00,1,12,9,2,0,0,0,24
2024-03-10 06:00:00,1,7,5,6,2,2,0,23
2024-03-10 06:10:00,5,8,8,6,4,4,0,35
2024-03-10 06:20:00,8,10,14,6,0,1,0,39
2024-03-10 06:30:00,2,5,3,10,1,4,0,25
2024-03-10 06:40:00,5,5,5,5,1,1,0,22
2024-03-10 06:50:00,9,7,4,5,0,1,0,26
2024-03-10 07:00:00,7,3,7,7,0,0,0,24
2024-03-10 07:10:00,13,10,7,3,2,3,0,38
2024-03-10 07:20:00,13,8,8,9,0,1,0,39
2024-03-10 07:30:00,9,9,11,7,2,2,0,40
2024-03-10 07:40:00,8,13,11,4,6,7,1,50
2024-03-10 07:50:00,6,10,5,3,7,7,0,38
2024-03-10 08:00:00,5,14,8,7,1,2,0,37
2024-03-10 08:10:00,7,13,14,11,3,2,0,50
2024-03-10 08:20:00,14,10,16,0,5,5,0,50
2024-03-10 08:30:00,11,14,24,6,5,6,1,67
2024-03-10 08:40:00,18,17,8,6,9,7,0,65
2024-03-10 08:50:00,25,15,24,8,3,3,0,78
2024-03-10 09:00:00,14,13,20,8,5,8,2,70
2024-03-10 09:10:00,30,23,16,6,3,3,1,82
2024-03-10 09:20:00,27,26,19,14,13,16,0,115
2024-03-10 09:30:00,26,21,16,8,5,7,0,83
2024-03-10 09:40:00,26,26,27,6,7,10,2,104
2024-03-10 09:50:00,27,24,18,9,19,17,1,115
2024-03-10 10:00:00,22,23,22,8,12,10,0,97
2024-03-10 10:10:00,30,27,19,11,15,15,0,117
2024-03-10 10:20:00,25,20,23,17,10,12,1,108
2024-03-10 10:30:00,29,21,22,16,11,14,2,115
2024-03-10 10:40:00,27,25,31,15,11,10,1,120
2024-03-10 10:50:00,26,25,25,21,10,11,0,118
2024-03-10 11:00:00,31,24,29,21,13,15,0,133
2024-03-10 11:10:00,48,21,26,16,9,7,1,128
2024-03-10 11:20:00,46,22,16,19,16,12,0,131
2024-03-10 11:30:00,36,23,20,17,18,18,0,132
2024-03-10 11:40:00,45,23,25,21,25,21,1,161
2024-03-10 11:50:00,33,20,22,21,17,21,0,134
2024-03-10 12:00:00,38,20,14,33,12,16,0,133
2024-03-10 12:10:00,30,20,27,18,17,12,0,124
2024-03-10 12:20:00,27,34,25,21,23,23,0,153
2024-03-10 12:30:00,51,23,22,25,21,16,0,158
2024-03-10 12:40:00,47,30,21,31,14,19,3,165
2024-03-10 12:50:00,34,19,18,33,12,12,0,128
2024-03-10 13:00:00,34,24,27,36,18,19,2,160
2024-03-10 13:10:00,32,26,30,27,13,14,0,142
2024-03-10 13:20:00,36,19,17,36,31,20,0,159
2024-03-10 13:30:00,38,23,25,31,22,25,1,165
2024-03-10 13:40:00,42,29,31,40,15,16,0,173
2024-03-10 13:50:00,38,24,26,21,21,24,1,155
2024-03-10 14:00:00,38,29,25,23,26,22,1,164
2024-03-10 14:10:00,33,26,27,36,21,24,0,167
2024-03-10 14:20:00,43,24,26,34,21,21,2,171
2024-03-10 14:30:00,42,28,24,46,17,17,0,174
2024-03-10 14:40:00,42,30,18,20,25,26,0,161
2024-03-10 14:50:00,37,20,22,41,19,32,7,178
2024-03-10 15:00:00,39,25,25,25,19,21,0,154
2024-03-10 15:10:00,37,24,24,29,17,19,2,152
2024-03-10 15:20:00,38,25,23,22,21,19,2,150
2024-03-10 15:30:00,40,22,22,28,17,20,4,153
2024-03-10 15:40:00,38,26,22,33,17,19,6,161
2024-03-10 15:50:00,40,27,21,23,17,20,2,150
2024-03-10 16:00:00,35,24,31,41,16,19,1,167
2024-03-10 16:10:00,34,23,21,29,17,14,2,140
2024-03-10 16:20:00,37,22,30,31,25,25,2,172
2024-03-10 16:30:00,45,30,29,28,18,20,6,176
2024-03-10 16:40:00,39,21,21,21,12,12,3,129
2024-03-10 16:50:00,27,27,25,26,18,19,1,143
2024-03-10 17:00:00,37,26,17,39,16,21,4,160
2024-03-10 17:10:00,47,28,24,26,22,22,0,169
2024-03-10 17:20:00,47,23,30,30,15,19,2,166
2024-03-10 17:30:00,34,25,29,27,18,21,4,158
2024-03-10 17:40:00,43,22,25,25,15,17,1,148
2024-03-10 17:50:00,31,30,22,21,21,19,2,146
2024-03-10 18:00:00,44,23,23,26,18,15,1,150
2024-03-10 18:10:00,34,27,23,22,18,18,1,143
2024-03-10 18:20:00,22,13,30,26,18,15,0,124
2024-03-10 18:30:00,14,26,38,19,10,15,3,125
2024-03-10 18:40:00,20,23,24,25,11,15,0,118
2024-03-10 18:50:00,49,28,16,25,14,15,0,147
2024-03-10 19:00:00,20,25,28,24,11,17,1,126
2024-03-10 19:10:00,31,30,21,26,13,12,2,135
2024-03-10 19:20:00,18,27,27,26,13,12,2,125
2024-03-10 19:30:00,22,30,25,17,7,5,0,106
2024-03-10 19:40:00,13,12,37,26,16,19,0,123
2024-03-10 19:50:00,13,27,26,31,7,11,0,115
2024-03-10 20:00:00,15,23,33,20,5,7,1,104
2024-03-10 20:10:00,14,18,22,23,11,14,0,102
2024-03-10 20:20:00,16,19,31,28,13,16,0,123
2024-03-10 20:30:00,16,17,19,19,14,10,0,95
2024-03-10 20:40:00,14,15,22,14,13,16,0,94
2024-03-10 20:50:00,12,14,13,21,10,13,1,84
2024-03-10 21:00:00,18,20,23,22,10,14,1,108
2024-03-10 21:10:00,17,21,13,21,8,10,0,90
2024-03-10 21:20:00,7,14,22,24,14,14,0,95
2024-03-10 21:30:00,14,15,15,29,7,11,0,91
2024-03-10 21:40:00,6,13,11,17,10,11,0,68
2024-03-10 21:50:00,17,11,17,25,6,7,0,83
2024-03-10 22:00:00,12,9,15,22,10,12,0,80
2024-03-10 22:10:00,6,11,12,21,8,4,0,62
2024-03-10 22:20:00,12,9,12,14,3,6,0,56
2024-03-10 22:30:00,12,8,7,12,5,5,0,49
2024-03-10 22:40:00,9,7,9,6,2,3,0,36
2024-03-10 22:50:00,9,9,9,16,6,5,0,54
2024-03-10 23:00:00,17,11,5,12,1,1,0,47
2024-03-10 23:10:00,9,5,5,7,3,3,0,32
2024-03-10 23:20:00,11,7,9,10,8,7,0,52
2024-03-10 23:30:00,8,6,3,8,1,1,0,27
2024-03-10 23:40:00,7,9,8,6,1,1,0,32
2024-03-10 23:50:00,8,8,4,11,2,3,0,36
2024-03-11 00:00:00,4,13,6,15,1,2,0,41
2024-03-11 00:10:00,5,5,4,6,3,2,0,25
2024-03-11 00:20:00,5,6,4,7,2,4,0,28
2024-03-11 00:30:00,7,2,1,2,3,2,0,17
2024-03-11 00:40:00,0,5,5,4,1,1,0,16
2024-03-11 00:50:00,2,6,1,3,2,2,0,16
2024-03-11 01:00:00,2,4,1,2,1,1,0,11
2024-03-11 01:10:00,5,0,0,3,0,0,0,8
2024-03-11 01:20:00,2,3,1,4,0,1,0,11
2024-03-11 01:30:00,4,5,1,2,0,0,0,12
2024-03-11 01:40:00,6,1,3,3,1,1,0,15
2024-03-11 01:50:00,4,2,3,2,0,1,0,12
2024-03-11 02:00:00,3,1,3,2,0,2,0,11
2024-03-11 02:10:00,1,1,2,2,0,0,0,6
2024-03-11 02:20:00,0,2,3,0,0,0,0,5
2024-03-11 02:30:00,1,5,3,0,0,0,0,9
2024-03-11 02:40:00,0,1,5,3,0,0,0,9
2024-03-11 02:50:00,0,2,3,4,0,0,0,9
2024-03-11 03:00:00,2,0,1,1,0,0,0,4
2024-03-11 03:10:00,3,2,4,3,0,1,0,13
2024-03-11 03:20:00,5,3,1,2,0,0,0,11
2024-03-11 03:30:00,0,3,4,3,1,3,0,14
2024-03-11 03:40:00,1,10,7,1,0,0,0,19
2024-03-11 03:50:00,2,3,4,4,1,2,0,16
2024-03-11 04:00:00,6,14,12,3,0,0,0,35
2024-03-11 04:10:00,4,9,7,2,4,2,0,28
2024-03-11 04:20:00,2,10,10,3,3,2,0,30
2024-03-11 04:30:00,4,14,3,6,1,5,0,33
2024-03-11 04:40:00,7,20,10,2,0,1,0,40
2024-03-11 04:50:00,8,26,13,6,3,3,0,59
2024-03-11 05:00:00,4,23,23,6,7,4,0,67
2024-03-11 05:10:00,10,31,16,4,1,3,0,65
2024-03-11 05:20:00,15,29,30,10,1,3,0,88
2024-03-11 05:30:00,7,32,32,5,2,2,0,80
2024-03-11 05:40:00,16,9,28,9,1,2,0,65
2024-03-11 05:50:00,13,30,27,8,3,6,0,87
2024-03-11 06:00:00,13,28,36,7,3,5,0,92
2024-03-11 06:10:00,14,35,30,14,7,8,1,109
2024-03-11 06:20:00,15,30,21,19,3,6,0,94
2024-03-11 06:30:00,17,19,29,15,6,6,0,92
2024-03-11 06:40:00,16,22,21,21,3,8,0,91
2024-03-11 06:50:00,15,34,30,21,4,8,0,112
2024-03-11 07:00:00,17,24,23,24,8,12,1,109
2024-03-11 07:10:00,26,35,48,22,11,14,0,156
2024-03-11 07:20:00,17,42,52,25,12,15,0,163
2024-03-11 07:30:00,23,30,22,13,4,9,3,104
2024-03-11 07:40:00,17,39,10,17,15,22,9,129
2024-03-11 07:50:00,19,41,17,22,16,28,1,144
2024-03-11 08:00:00,29,26,21,29,7,20,0,132
2024-03-11 08:10:00,15,28,27,26,8,13,3,120
2024-03-11 08:20:00,21,33,10,32,21,25,0,142
2024-03-11 08:30:00,34,37,17,25,13,23,4,153
2024-03-11 08:40:00,25,31,28,26,16,23,2,151
2024-03-11 08:50:00,20,41,32,24,12,16,1,146
2024-03-11 09:00:00,15,23,16,29,13,15,1,112
2024-03-11 09:10:00,17,42,22,19,12,24,1,137
2024-03-11 09:20:00,16,32,36,29,9,15,1,138
2024-03-11 09:30:00,28,24,14,16,14,15,1,112
2024-03-11 09:40:00,26,23,10,22,15,20,2,118
2024-03-11 09:50:00,29,22,7,20,17,23,0,118
2024-03-11 10:00:00,32,21,12,40,16,18,0,139
2024-03-11 10:10:00,27,24,21,23,4,18,0,117
2024-03-11 10:20:00,26,11,20,28,15,22,0,122
2024-03-11 10:30:00,26,27,31,22,13,17,0,136
2024-03-11 10:40:00,33,23,22,32,10,15,0,135
2024-03-11 10:50:00,30,15,22,21,10,18,0,116
2024-03-11 11:00:00,40,31,25,27,13,22,0,158
2024-03-11 11:10:00,14,28,21,40,30,20,0,153
2024-03-11 11:20:00,33,22,18,31,9,23,0,136
2024-03-11 11:30:00,44,24,22,27,15,21,0,153
2024-03-11 11:40:00,36,30,22,39,12,19,0,158
2024-03-11 11:50:00,44,30,22,29,21,22,0,168
2024-03-11 12:00:00,46,29,27,29,12,12,1,156
2024-03-11 12:10:00,48,25,24,28,13,13,0,151
2024-03-11 12:20:00,26,24,23,28,15,17,0,133
2024-03-11 12:30:00,35,26,27,39,18,20,0,165
2024-03-11 12:40:00,32,24,21,32,14,23,1,147
2024-03-11 12:50:00,37,28,27,43,15,23,0,173
2024-03-11 13:00:00,41,30,13,27,15,26,0,152
2024-03-11 13:10:00,28,28,19,46,9,31,1,162
2024-03-11 13:20:00,25,23,15,41,22,28,1,155
2024-03-11 13:30:00,29,28,22,35,19,19,0,152
2024-03-11 13:40:00,35,32,35,35,15,19,1,172
2024-03-11 13:50:00,36,19,14,27,14,20,1,131
2024-03-11 14:00:00,30,20,24,45,17,25,0,161
2024-03-11 14:10:00,14,29,17,33,19,26,3,141
2024-03-11 14:20:00,2,21,22,42,21,28,0,136
2024-03-11 14:30:00,29,15,25,29,19,21,0,138
2024-03-11 14:40:00,28,16,20,24,15,21,0,124
2024-03-11 14:50:00,13,25,26,54,17,24,0,159
2024-03-11 15:00:00,17,23,28,42,10,23,2,145
2024-03-11 15:10:00,12,28,24,68,14,30,1,177
2024-03-11 15:20:00,4,24,19,43,17,22,1,130
2024-03-11 15:30:00,10,25,25,38,14,23,1,136
2024-03-11 15:40:00,0,28,21,22,14,17,1,103
2024-03-11 15:50:00,3,23,24,10,15,31,1,107
2024-03-11 16:00:00,0,16,13,4,15,27,0,75
2024-03-11 16:10:00,0,16,19,13,12,18,0,78
2024-03-11 16:20:00,1,21,25,23,16,23,2,111
2024-03-11 16:30:00,5,25,18,26,21,25,1,121
2024-03-11 16:40:00,1,26,23,12,13,31,2,108
2024-03-11 16:50:00,13,28,17,23,18,25,4,128
2024-03-11 17:00:00,4,23,22,4,14,33,1,101
2024-03-11 17:10:00,3,27,20,19,13,27,1,110
2024-03-11 17:20:00,1,23,16,30,16,24,0,110
2024-03-11 17:30:00,8,23,22,25,17,22,4,121
2024-03-11 17:40:00,13,15,24,19,11,3,1,86
2024-03-11 17:50:00,11,24,17,37,14,10,1,114
2024-03-11 18:00:00,23,32,25,41,13,16,0,150
2024-03-11 18:10:00,17,30,25,41,19,23,0,155
2024-03-11 18:20:00,15,36,30,47,14,24,0,166
2024-03-11 18:30:00,15,26,30,35,17,20,2,145
2024-03-11 18:40:00,10,26,27,38,12,18,3,134
2024-03-11 18:50:00,8,21,22,36,17,20,1,125
2024-03-11 19:00:00,16,33,18,26,22,34,1,150
2024-03-11 19:10:00,32,23,20,28,15,21,1,140
2024-03-11 19:20:00,25,17,18,24,17,22,0,123
2024-03-11 19:30:00,18,27,24,23,6,11,0,109
2024-03-11 19:40:00,18,28,20,22,13,19,1,121
2024-03-11 19:50:00,24,28,17,22,18,21,0,130
2024-03-11 20:00:00,21,20,19,25,13,21,0,119
2024-03-11 20:10:00,22,26,16,17,7,11,0,99
2024-03-11 20:20:00,24,31,14,18,11,12,1,111
2024-03-11 20:30:00,20,20,21,18,8,9,2,98
2024-03-11 20:40:00,18,20,21,23,7,10,1,100
2024-03-11 20:50:00,12,22,21,26,8,10,1,100
2024-03-11 21:00:00,33,16,16,17,8,8,1,99
2024-03-11 21:10:00,11,13,16,20,8,9,0,77
2024-03-11 21:20:00,13,17,17,24,12,13,0,96
2024-03-11 21:30:00,33,12,15,14,8,10,0,92
2024-03-11 21:40:00,14,12,15,24,8,11,0,84
2024-03-11 21:50:00,11,7,10,19,4,9,1,61
2024-03-11 22:00:00,20,7,14,19,11,10,0,81
2024-03-11 22:10:00,20,14,8,24,7,10,2,85
2024-03-11 22:20:00,11,12,17,13,6,11,0,70
2024-03-11 22:30:00,8,11,14,14,7,6,0,60
2024-03-11 22:40:00,11,7,4,11,2,7,0,42
2024-03-11 22:50:00,6,8,7,15,8,12,0,56
2024-03-11 23:00:00,7,10,3,11,4,3,0,38
2024-03-11 23:10:00,12,8,4,9,5,6,0,44
2024-03-11 23:20:00,8,4,5,6,4,8,0,35
2024-03-11 23:30:00,9,5,5,9,2,3,0,33
2024-03-11 23:40:00,4,2,8,9,2,5,0,30
2024-03-11 23:50:00,0,4,5,9,5,9,0,32
2024-03-12 00:00:00,3,9,8,9,3,4,0,36
2024-03-12 00:10:00,7,1,3,4,1,1,0,17
2024-03-12 00:20:00,5,3,3,7,4,7,0,29
2024-03-12 00:30:00,4,3,0,4,0,1,0,12
2024-03-12 00:40:00,4,5,5,2,1,1,0,18
2024-03-12 00:50:00,0,2,3,3,3,3,0,14
2024-03-12 01:00:00,1,2,1,6,0,2,0,12
2024-03-12 01:10:00,3,1,2,1,0,1,0,8
2024-03-12 01:20:00,1,4,1,1,1,1,0,9
2024-03-12 01:30:00,1,4,1,1,0,0,0,7
2024-03-12 01:40:00,1,0,3,2,1,1,0,8
2024-03-12 01:50:00,1,0,2,5,2,2,0,12
2024-03-12 02:00:00,5,4,2,1,0,0,0,12
2024-03-12 02:10:00,2,1,5,1,0,0,0,9
2024-03-12 02:20:00,0,1,4,0,0,0,0,5
2024-03-12 02:30:00,0,3,2,2,1,1,0,9
2024-03-12 02:40:00,0,2,5,0,0,0,0,7
2024-03-12 02:50:00,0,0,1,2,3,2,0,8
2024-03-12 03:00:00,1,2,3,1,0,0,0,7
2024-03-12 03:10:00,2,3,1,2,2,2,0,12
2024-03-12 03:20:00,4,1,3,0,1,1,0,10
2024-03-12 03:30:00,1,3,2,2,1,1,0,10
2024-03-12 03:40:00,2,1,2,1,0,1,0,7
2024-03-12 03:50:00,0,4,2,2,1,3,0,12
2024-03-12 04:00:00,3,0,7,4,0,4,0,18
2024-03-12 04:10:00,4,8,7,1,0,0,0,20
2024-03-12 04:20:00,7,9,5,0,1,2,0,24
2024-03-12 04:30:00,4,16,6,1,2,2,0,31
2024-03-12 04:40:00,4,17,9,3,1,3,0,37
2024-03-12 04:50:00,4,23,11,2,0,0,0,40
2024-03-12 05:00:00,1,29,18,2,1,2,0,53
2024-03-12 05:10:00,5,40,29,8,2,5,0,89
2024-03-12 05:20:00,12,36,32,11,2,2,0,95
2024-03-12 05:30:00,16,58,31,5,1,2,0,113
2024-03-12 05:40:00,10,43,51,4,3,2,0,113
2024-03-12 05:50:00,4,44,44,13,5,6,0,116
2024-03-12 06:00:00,11,23,35,9,2,7,0,87
2024-03-12 06:10:00,15,40,46,16,9,14,0,140
2024-03-12 06:20:00,19,39,36,14,13,14,1,136
2024-03-12 06:30:00,17,38,33,24,11,11,1,135
2024-03-12 06:40:00,25,35,22,21,8,14,1,126
2024-03-12 06:50:00,18,35,45,30,8,12,0,148
2024-03-12 07:00:00,25,33,21,27,14,15,1,136
2024-03-12 07:10:00,25,30,28,21,15,23,1,143
2024-03-12 07:20:00,22,30,16,21,11,16,7,123
2024-03-12 07:30:00,15,21,17,17,14,22,6,112
2024-03-12 07:40:00,18,31,16,21,12,21,7,126
2024-03-12 07:50:00,26,30,13,22,4,16,6,117
2024-03-12 08:00:00,5,11,4,23,0,1,2,46
2024-03-12 08:10:00,17,23,23,26,0,11,2,102
2024-03-12 08:20:00,29,26,18,30,15,21,1,140
2024-03-12 08:30:00,27,31,19,19,16,25,1,138
2024-03-12 08:40:00,23,27,11,22,16,27,1,127
2024-03-12 08:50:00,36,28,27,33,19,24,0,167
2024-03-12 09:00:00,42,30,31,17,11,19,2,152
2024-03-12 09:10:00,26,43,28,34,11,22,2,166
2024-03-12 09:20:00,24,43,21,30,15,20,0,153
2024-03-12 09:30:00,16,19,18,20,8,12,1,94
2024-03-12 09:40:00,27,25,12,35,13,22,0,134
2024-03-12 09:50:00,29,7,7,24,8,9,0,84
