datetime,D11Z,D12Z,D21Z,Total
2024-03-02 08:50:00,6,14,28,48
2024-03-02 09:00:00,8,14,21,43
2024-03-02 09:10:00,2,12,22,36
2024-03-02 09:20:00,6,12,24,42
2024-03-02 09:30:00,6,11,21,38
2024-03-02 09:40:00,8,21,29,58
2024-03-02 09:50:00,7,20,33,60
2024-03-02 10:00:00,2,21,33,56
2024-03-02 10:10:00,9,22,36,67
2024-03-02 10:20:00,6,16,41,63
2024-03-02 10:30:00,10,25,32,67
2024-03-02 10:40:00,13,32,39,84
2024-03-02 10:50:00,6,17,33,56
2024-03-02 11:00:00,3,25,47,75
2024-03-02 11:10:00,7,25,39,71
2024-03-02 11:20:00,8,27,31,66
2024-03-02 11:30:00,7,22,36,65
2024-03-02 11:40:00,11,17,32,60
2024-03-02 11:50:00,5,27,29,61
2024-03-02 12:00:00,6,14,42,62
2024-03-02 12:10:00,12,25,44,81
2024-03-02 12:20:00,13,27,44,84
2024-03-02 12:30:00,10,24,44,78
2024-03-02 12:40:00,11,20,51,82
2024-03-02 12:50:00,12,26,40,78
2024-03-02 13:00:00,10,25,42,77
2024-03-02 13:10:00,12,28,39,79
2024-03-02 13:20:00,7,15,38,60
2024-03-02 13:30:00,6,28,41,75
2024-03-02 13:40:00,10,29,57,96
2024-03-02 13:50:00,6,33,38,77
2024-03-02 14:00:00,8,25,44,77
2024-03-02 14:10:00,10,30,48,88
2024-03-02 14:20:00,12,28,57,97
2024-03-02 14:30:00,11,29,36,76
2024-03-02 14:40:00,6,26,53,85
2024-03-02 14:50:00,8,34,56,98
2024-03-02 15:00:00,5,26,53,84
2024-03-02 15:10:00,13,33,51,97
2024-03-02 15:20:00,6,21,56,83
2024-03-02 15:30:00,8,22,47,77
2024-03-02 15:40:00,7,16,50,73
2024-03-02 15:50:00,12,18,46,76
2024-03-02 16:00:00,5,17,45,67
2024-03-02 16:10:00,12,27,53,92
2024-03-02 16:20:00,7,15,40,62
2024-03-02 16:30:00,12,16,51,79
2024-03-02 16:40:00,6,15,43,64
2024-03-02 16:50:00,4,24,42,70
2024-03-02 17:00:00,10,21,37,68
2024-03-02 17:10:00,6,19,38,63
2024-03-02 17:20:00,6,14,38,58
2024-03-02 17:30:00,10,12,59,81
2024-03-02 17:40:00,4,22,46,72
2024-03-02 17:50:00,8,14,39,61
2024-03-02 18:00:00,10,23,49,82
2024-03-02 18:10:00,2,11,35,48
2024-03-02 18:20:00,3,17,49,69
2024-03-02 18:30:00,7,13,34,54
2024-03-02 18:40:00,7,23,48,78
2024-03-02 18:50:00,6,16,48,70
2024-03-02 19:00:00,12,22,49,83
2024-03-02 19:10:00,4,21,31,56
2024-03-02 19:20:00,3,11,32,46
2024-03-02 19:30:00,8,15,30,53
2024-03-02 19:40:00,6,13,32,51
2024-03-02 19:50:00,0,11,33,44
2024-03-02 20:00:00,4,15,27,46
2024-03-02 20:10:00,5,11,24,40
2024-03-02 20:20:00,4,13,29,46
2024-03-02 20:30:00,6,11,31,48
2024-03-02 20:40:00,6,8,37,51
2024-03-02 20:50:00,5,11,21,37
2024-03-02 21:00:00,2,10,27,39
2024-03-02 21:10:00,1,8,15,24
2024-03-02 21:20:00,4,6,16,26
2024-03-02 21:30:00,3,9,23,35
2024-03-02 21:40:00,2,5,20,27
2024-03-02 21:50:00,3,7,23,33
2024-03-02 22:00:00,2,8,20,30
2024-03-02 22:10:00,2,5,19,26
2024-03-02 22:20:00,2,11,18,31
2024-03-02 22:30:00,0,1,24,25
2024-03-02 22:40:00,2,8,14,24
2024-03-02 22:50:00,2,9,20,31
2024-03-02 23:00:00,3,9,18,30
2024-03-02 23:10:00,4,6,7,17
2024-03-02 23:20:00,3,3,15,21
2024-03-02 23:30:00,3,5,18,26
2024-03-02 23:40:00,3,7,8,18
2024-03-02 23:50:00,3,3,15,21
2024-03-03 00:00:00,3,3,13,19
2024-03-03 00:10:00,1,5,13,19
2024-03-03 00:20:00,0,3,13,16
2024-03-03 00:30:00,1,3,13,17
2024-03-03 00:40:00,0,4,12,16
2024-03-03 00:50:00,1,2,14,17
2024-03-03 01:00:00,1,2,12,15
2024-03-03 01:10:00,2,1,12,15
2024-03-03 01:20:00,0,3,14,17
2024-03-03 01:30:00,0,6,6,12
2024-03-03 01:40:00,1,2,10,13
2024-03-03 01:50:00,1,2,9,12
2024-03-03 02:00:00,1,3,4,8
2024-03-03 02:10:00,0,2,5,7
2024-03-03 02:20:00,1,0,4,5
2024-03-03 02:30:00,0,2,10,12
2024-03-03 02:40:00,0,0,5,5
2024-03-03 02:50:00,2,4,3,9
2024-03-03 03:00:00,1,1,5,7
2024-03-03 03:10:00,0,2,5,7
2024-03-03 03:20:00,0,0,7,7
2024-03-03 03:30:00,0,0,9,9
2024-03-03 03:40:00,3,3,4,10
2024-03-03 03:50:00,2,4,2,8
2024-03-03 04:00:00,0,2,2,4
2024-03-03 04:10:00,1,0,3,4
2024-03-03 04:20:00,1,2,4,7
2024-03-03 04:30:00,1,3,4,8
2024-03-03 04:40:00,0,1,3,4
2024-03-03 04:50:00,0,1,9,10
2024-03-03 05:00:00,1,0,5,6
2024-03-03 05:10:00,1,2,4,7
2024-03-03 05:20:00,2,1,4,7
2024-03-03 05:30:00,1,3,3,7
2024-03-03 05:40:00,3,3,6,12
2024-03-03 05:50:00,1,0,10,11
2024-03-03 06:00:00,0,0,6,6
2024-03-03 06:10:00,3,3,9,15
2024-03-03 06:20:00,2,1,6,9
2024-03-03 06:30:00,0,2,11,13
2024-03-03 06:40:00,0,2,4,6
2024-03-03 06:50:00,0,4,5,9
2024-03-03 07:00:00,0,2,6,8
2024-03-03 07:10:00,2,0,7,9
2024-03-03 07:20:00,0,1,6,7
2024-03-03 07:30:00,3,4,6,13
2024-03-03 07:40:00,1,2,7,10
2024-03-03 07:50:00,2,2,3,7
2024-03-03 08:00:00,2,2,5,9
2024-03-03 08:10:00,1,1,5,7
2024-03-03 08:20:00,0,2,8,10
2024-03-03 08:30:00,4,6,12,22
2024-03-03 08:40:00,2,4,11,17
2024-03-03 08:50:00,1,2,11,14
2024-03-03 09:00:00,2,3,18,23
2024-03-03 09:10:00,1,9,14,24
2024-03-03 09:20:00,1,12,17,30
2024-03-03 09:30:00,6,7,14,27
2024-03-03 09:40:00,4,6,18,28
2024-03-03 09:50:00,7,12,24,43
2024-03-03 10:00:00,4,13,27,44
2024-03-03 10:10:00,4,11,12,27
2024-03-03 10:20:00,1,6,23,30
2024-03-03 10:30:00,5,9,11,25
2024-03-03 10:40:00,0,11,23,34
2024-03-03 10:50:00,6,11,28,45
2024-03-03 11:00:00,5,17,14,36
2024-03-03 11:10:00,4,10,26,40
2024-03-03 11:20:00,9,11,26,46
2024-03-03 11:30:00,4,12,25,41
2024-03-03 11:40:00,3,9,21,33
2024-03-03 11:50:00,2,8,34,44
2024-03-03 12:00:00,6,7,33,46
2024-03-03 12:10:00,7,15,27,49
2024-03-03 12:20:00,5,14,31,50
2024-03-03 12:30:00,6,8,30,44
2024-03-03 12:40:00,6,13,24,43
2024-03-03 12:50:00,9,14,28,51
2024-03-03 13:00:00,6,11,35,52
2024-03-03 13:10:00,8,8,39,55
2024-03-03 13:20:00,4,18,37,59
2024-03-03 13:30:00,6,14,24,44
2024-03-03 13:40:00,5,10,32,47
2024-03-03 13:50:00,6,17,32,55
2024-03-03 14:00:00,5,13,36,54
2024-03-03 14:10:00,6,20,36,62
2024-03-03 14:20:00,6,17,32,55
2024-03-03 14:30:00,9,20,48,77
2024-03-03 14:40:00,7,17,36,60
2024-03-03 14:50:00,10,25,41,76
2024-03-03 15:00:00,4,16,38,58
2024-03-03 15:10:00,6,17,34,57
2024-03-03 15:20:00,6,11,50,67
2024-03-03 15:30:00,8,11,37,56
2024-03-03 15:40:00,10,16,40,66
2024-03-03 15:50:00,4,17,34,55
2024-03-03 16:00:00,6,11,31,48
2024-03-03 16:10:00,3,17,22,42
2024-03-03 16:20:00,6,15,49,70
2024-03-03 16:30:00,7,15,43,65
2024-03-03 16:40:00,9,13,39,61
2024-03-03 16:50:00,6,17,42,65
2024-03-03 17:00:00,7,12,27,46
2024-03-03 17:10:00,5,19,34,58
2024-03-03 17:20:00,7,18,37,62
2024-03-03 17:30:00,13,17,43,73
2024-03-03 17:40:00,10,16,42,68
2024-03-03 17:50:00,8,15,47,70
2024-03-03 18:00:00,7,18,35,60
2024-03-03 18:10:00,6,12,36,54
2024-03-03 18:20:00,1,13,36,50
2024-03-03 18:30:00,6,13,30,49
2024-03-03 18:40:00,5,18,31,54
2024-03-03 18:50:00,8,14,27,49
2024-03-03 19:00:00,2,13,27,42
2024-03-03 19:10:00,2,11,19,32
2024-03-03 19:20:00,6,11,25,42
2024-03-03 19:30:00,4,11,31,46
2024-03-03 19:40:00,6,12,24,42
2024-03-03 19:50:00,4,11,21,36
2024-03-03 20:00:00,3,9,28,40
2024-03-03 20:10:00,3,10,24,37
2024-03-03 20:20:00,4,12,14,30
2024-03-03 20:30:00,5,8,17,30
2024-03-03 20:40:00,2,6,23,31
2024-03-03 20:50:00,2,9,14,25
2024-03-03 21:00:00,7,11,16,34
2024-03-03 21:10:00,1,5,18,24
2024-03-03 21:20:00,1,4,15,20
2024-03-03 21:30:00,2,2,10,14
2024-03-03 21:40:00,3,7,12,22
2024-03-03 21:50:00,0,5,11,16
2024-03-03 22:00:00,3,5,9,17
2024-03-03 22:10:00,0,6,8,14
2024-03-03 22:20:00,1,6,13,20
2024-03-03 22:30:00,2,3,12,17
2024-03-03 22:40:00,0,1,8,9
2024-03-03 22:50:00,3,7,10,20
2024-03-03 23:00:00,1,3,6,10
2024-03-03 23:10:00,2,4,10,16
2024-03-03 23:20:00,1,3,7,11
2024-03-03 23:30:00,0,1,7,8
2024-03-03 23:40:00,0,1,9,10
2024-03-03 23:50:00,1,1,7,9
2024-03-04 00:00:00,0,2,5,7
2024-03-04 00:10:00,1,3,5,9
2024-03-04 00:20:00,0,2,2,4
2024-03-04 00:30:00,0,3,4,7
2024-03-04 00:40:00,0,2,6,8
2024-03-04 00:50:00,1,2,4,7
2024-03-04 01:00:00,1,0,2,3
2024-03-04 01:10:00,1,2,4,7
2024-03-04 01:20:00,0,0,8,8
2024-03-04 01:30:00,1,1,3,5
2024-03-04 01:40:00,0,0,6,6
2024-03-04 01:50:00,0,1,3,4
2024-03-04 02:00:00,0,0,2,2
2024-03-04 02:10:00,0,1,1,2
2024-03-04 02:20:00,0,0,2,2
2024-03-04 02:30:00,0,0,0,0
2024-03-04 02:40:00,0,0,1,1
2024-03-04 02:50:00,0,1,2,3
2024-03-04 03:00:00,0,0,2,2
2024-03-04 03:10:00,0,0,0,0
2024-03-04 03:20:00,1,1,3,5
2024-03-04 03:30:00,2,3,5,10
2024-03-04 03:40:00,0,0,1,1
2024-03-04 03:50:00,0,0,3,3
2024-03-04 04:00:00,0,1,2,3
2024-03-04 04:10:00,0,0,5,5
2024-03-04 04:20:00,0,1,1,2
2024-03-04 04:30:00,0,0,3,3
2024-03-04 04:40:00,0,0,3,3
2024-03-04 04:50:00,0,0,5,5
2024-03-04 05:00:00,0,0,2,2
2024-03-04 05:10:00,2,4,8,14
2024-03-04 05:20:00,1,3,9,13
2024-03-04 05:30:00,0,4,6,10
2024-03-04 05:40:00,5,5,10,20
2024-03-04 05:50:00,4,4,17,25
2024-03-04 06:00:00,1,5,21,27
2024-03-04 06:10:00,4,6,21,31
2024-03-04 06:20:00,6,9,13,28
2024-03-04 06:30:00,3,5,18,26
2024-03-04 06:40:00,5,7,17,29
2024-03-04 06:50:00,4,9,34,47
2024-03-04 07:00:00,7,8,19,34
2024-03-04 07:10:00,12,7,25,44
2024-03-04 07:20:00,4,14,38,56
2024-03-04 07:30:00,11,31,36,78
2024-03-04 07:40:00,13,19,48,80
2024-03-04 07:50:00,14,22,62,98
2024-03-04 08:00:00,11,23,36,70
2024-03-04 08:10:00,7,24,35,66
2024-03-04 08:20:00,10,28,39,77
2024-03-04 08:30:00,12,25,44,81
2024-03-04 08:40:00,17,24,38,79
2024-03-04 08:50:00,17,28,47,92
2024-03-04 09:00:00,8,23,62,93
2024-03-04 09:10:00,12,24,46,82
2024-03-04 09:20:00,15,19,51,85
2024-03-04 09:30:00,13,19,57,89
2024-03-04 09:40:00,16,24,50,90
2024-03-04 09:50:00,11,23,53,87
2024-03-04 10:00:00,13,34,56,103
2024-03-04 10:10:00,11,22,42,75
2024-03-04 10:20:00,7,27,49,83
2024-03-04 10:30:00,15,27,53,95
2024-03-04 10:40:00,11,28,54,93
2024-03-04 10:50:00,16,29,46,91
2024-03-04 11:00:00,14,27,47,88
2024-03-04 11:10:00,10,21,47,78
2024-03-04 11:20:00,19,31,56,106
2024-03-04 11:30:00,15,33,51,99
2024-03-04 11:40:00,7,16,55,78
2024-03-04 11:50:00,17,17,44,78
2024-03-04 12:00:00,10,22,50,82
2024-03-04 12:10:00,14,27,48,89
2024-03-04 12:20:00,14,19,47,80
2024-03-04 12:30:00,14,27,55,96
2024-03-04 12:40:00,8,19,55,82
2024-03-04 12:50:00,8,25,46,79
2024-03-04 13:00:00,11,21,51,83
2024-03-04 13:10:00,6,23,48,77
2024-03-04 13:20:00,19,22,44,85
2024-03-04 13:30:00,7,15,55,77
2024-03-04 13:40:00,9,26,61,96
2024-03-04 13:50:00,9,26,43,78
2024-03-04 14:00:00,10,24,57,91
2024-03-04 14:10:00,11,19,58,88
2024-03-04 14:20:00,6,27,51,84
2024-03-04 14:30:00,10,25,59,94
2024-03-04 14:40:00,10,30,67,107
2024-03-04 14:50:00,17,23,48,88
2024-03-04 15:00:00,12,39,43,94
2024-03-04 15:10:00,10,27,59,96
2024-03-04 15:20:00,14,19,57,90
2024-03-04 15:30:00,19,26,59,104
2024-03-04 15:40:00,11,19,72,102
2024-03-04 15:50:00,24,28,67,119
2024-03-04 16:00:00,9,27,73,109
2024-03-04 16:10:00,8,23,66,97
2024-03-04 16:20:00,13,26,46,85
2024-03-04 16:30:00,11,27,58,96
2024-03-04 16:40:00,9,17,66,92
2024-03-04 16:50:00,16,24,76,116
2024-03-04 17:00:00,12,25,63,100
2024-03-04 17:10:00,5,27,58,90
2024-03-04 17:20:00,7,21,46,74
2024-03-04 17:30:00,12,21,53,86
2024-03-04 17:40:00,9,26,59,94
2024-03-04 17:50:00,5,21,61,87
2024-03-04 18:00:00,8,14,63,85
2024-03-04 18:10:00,7,25,50,82
2024-03-04 18:20:00,6,18,54,78
2024-03-04 18:30:00,8,23,42,73
2024-03-04 18:40:00,6,20,53,79
2024-03-04 18:50:00,10,21,42,73
2024-03-04 19:00:00,8,28,46,82
2024-03-04 19:10:00,6,19,37,62
2024-03-04 19:20:00,7,14,41,62
2024-03-04 19:30:00,2,13,27,42
2024-03-04 19:40:00,4,24,37,65
2024-03-04 19:50:00,3,14,37,54
2024-03-04 20:00:00,2,9,26,37
2024-03-04 20:10:00,3,9,29,41
2024-03-04 20:20:00,4,6,27,37
2024-03-04 20:30:00,6,9,16,31
2024-03-04 20:40:00,9,11,28,48
2024-03-04 20:50:00,3,8,33,44
2024-03-04 21:00:00,6,12,20,38
2024-03-04 21:10:00,3,10,19,32
2024-03-04 21:20:00,3,4,29,36
2024-03-04 21:30:00,4,8,16,28
2024-03-04 21:40:00,2,4,19,25
2024-03-04 21:50:00,2,6,14,22
2024-03-04 22:00:00,4,11,23,38
2024-03-04 22:10:00,1,9,20,30
2024-03-04 22:20:00,2,5,18,25
2024-03-04 22:30:00,1,4,11,16
2024-03-04 22:40:00,2,6,16,24
2024-03-04 22:50:00,2,4,6,12
2024-03-04 23:00:00,1,2,11,14
2024-03-04 23:10:00,3,4,9,16
2024-03-04 23:20:00,0,1,5,6
2024-03-04 23:30:00,1,1,4,6
2024-03-04 23:40:00,1,1,5,7
2024-03-04 23:50:00,1,1,6,8
2024-03-05 00:00:00,4,5,8,17
2024-03-05 00:10:00,1,1,6,8
2024-03-05 00:20:00,1,0,3,4
2024-03-05 00:30:00,0,0,5,5
2024-03-05 00:40:00,1,1,1,3
2024-03-05 00:50:00,0,0,2,2
2024-03-05 01:00:00,0,0,6,6
2024-03-05 01:10:00,1,1,6,8
2024-03-05 01:20:00,0,1,3,4
2024-03-05 01:30:00,0,0,5,5
2024-03-05 01:40:00,1,0,2,3
2024-03-05 01:50:00,1,0,3,4
2024-03-05 02:00:00,0,0,1,1
2024-03-05 02:10:00,0,0,4,4
2024-03-05 02:20:00,0,1,0,1
2024-03-05 02:30:00,0,0,0,0
2024-03-05 02:40:00,0,0,4,4
2024-03-05 02:50:00,0,0,2,2
2024-03-05 03:00:00,0,0,3,3
2024-03-05 03:10:00,0,0,0,0
2024-03-05 03:20:00,0,0,6,6
2024-03-05 03:30:00,0,1,2,3
2024-03-05 03:40:00,1,2,2,5
2024-03-05 03:50:00,0,0,2,2
2024-03-05 04:00:00,1,1,2,4
2024-03-05 04:10:00,1,0,1,2
2024-03-05 04:20:00,0,0,3,3
2024-03-05 04:30:00,0,1,6,7
2024-03-05 04:40:00,0,0,1,1
2024-03-05 04:50:00,0,0,2,2
2024-03-05 05:00:00,0,1,4,5
2024-03-05 05:10:00,2,5,5,12
2024-03-05 05:20:00,2,1,4,7
2024-03-05 05:30:00,2,6,8,16
2024-03-05 05:40:00,5,7,16,28
2024-03-05 05:50:00,4,6,15,25
2024-03-05 06:00:00,3,4,19,26
2024-03-05 06:10:00,1,6,19,26
2024-03-05 06:20:00,6,7,17,30
2024-03-05 06:30:00,7,11,22,40
2024-03-05 06:40:00,7,9,19,35
2024-03-05 06:50:00,4,7,29,40
2024-03-05 07:00:00,6,14,23,43
2024-03-05 07:10:00,10,15,32,57
2024-03-05 07:20:00,4,17,28,49
2024-03-05 07:30:00,13,23,46,82
2024-03-05 07:40:00,15,28,45,88
2024-03-05 07:50:00,17,23,43,83
2024-03-05 08:00:00,14,23,44,81
2024-03-05 08:10:00,10,24,49,83
2024-03-05 08:20:00,10,29,42,81
2024-03-05 08:30:00,22,23,42,87
2024-03-05 08:40:00,19,32,48,99
2024-03-05 08:50:00,17,23,43,83
2024-03-05 09:00:00,12,34,34,80
2024-03-05 09:10:00,13,18,47,78
2024-03-05 09:20:00,5,32,54,91
2024-03-05 09:30:00,15,24,34,73
2024-03-05 09:40:00,12,16,49,77
2024-03-05 09:50:00,7,18,53,78
2024-03-05 10:00:00,12,20,50,82
2024-03-05 10:10:00,11,29,52,92
2024-03-05 10:20:00,13,22,56,91
2024-03-05 10:30:00,6,25,43,74
2024-03-05 10:40:00,13,31,58,102
2024-03-05 10:50:00,14,21,50,85
2024-03-05 11:00:00,15,32,47,94
2024-03-05 11:10:00,12,19,55,86
2024-03-05 11:20:00,10,24,48,82
2024-03-05 11:30:00,16,25,56,97
2024-03-05 11:40:00,15,26,51,92
2024-03-05 11:50:00,10,20,44,74
2024-03-05 12:00:00,15,30,42,87
2024-03-05 12:10:00,5,15,50,70
2024-03-05 12:20:00,17,29,49,95
2024-03-05 12:30:00,5,17,52,74
2024-03-05 12:40:00,17,26,45,88
2024-03-05 12:50:00,15,25,47,87
2024-03-05 13:00:00,15,18,49,82
2024-03-05 13:10:00,13,17,50,80
2024-03-05 13:20:00,13,20,48,81
2024-03-05 13:30:00,17,24,58,99
2024-03-05 13:40:00,13,19,45,77
2024-03-05 13:50:00,14,20,52,86
2024-03-05 14:00:00,10,19,46,75
2024-03-05 14:10:00,11,17,60,88
2024-03-05 14:20:00,6,20,54,80
2024-03-05 14:30:00,11,21,46,78
2024-03-05 14:40:00,11,22,61,94
2024-03-05 14:50:00,10,38,55,103
2024-03-05 15:00:00,12,35,43,90
2024-03-05 15:10:00,10,29,41,80
2024-03-05 15:20:00,9,32,50,91
2024-03-05 15:30:00,14,29,59,102
