datetime,D21Z,D22Z,V23Z,V24Z,D51Z,D52Z,V53Z,V54Z,D81Z,D82Z,V83Z,V84Z,D111Z,D112Z,V113Z,V114Z,D211Z,D212Z,V213Z,V214Z,D811Z,D812Z,V813Z,V814Z,Total
2024-03-01 01:00:00,1,6,9,1,0,0,3,1,0,0,0,0,6,4,6,2,0,0,10,3,0,1,0,1,54
2024-03-01 01:10:00,4,6,7,8,0,0,3,3,0,3,0,4,3,3,4,3,0,0,5,4,0,2,0,2,64
2024-03-01 01:20:00,1,1,1,1,0,0,2,2,0,1,0,2,3,2,3,2,0,0,4,0,0,1,0,1,27
2024-03-01 01:30:00,3,3,4,3,0,0,1,2,0,2,0,1,1,1,1,1,0,0,1,0,0,0,0,0,24
2024-03-01 01:40:00,1,2,2,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,2,2,1,0,1,0,18
2024-03-01 01:50:00,3,2,2,5,0,0,1,1,0,0,0,1,0,2,0,2,0,0,0,2,0,0,0,0,21
2024-03-01 02:00:00,1,1,3,2,0,0,0,2,0,1,0,0,1,1,2,1,0,0,3,0,0,2,0,3,23
2024-03-01 02:10:00,1,1,1,2,0,0,1,1,0,0,0,0,2,3,2,0,0,0,2,0,1,0,1,0,18
2024-03-01 02:20:00,2,4,5,0,0,0,3,2,0,0,0,0,2,2,2,0,0,0,3,0,0,0,0,0,25
2024-03-01 02:30:00,1,2,1,1,0,0,1,1,0,0,0,0,2,1,2,1,0,0,3,0,0,0,0,0,16
2024-03-01 02:40:00,0,3,5,0,0,0,3,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,17
2024-03-01 02:50:00,2,3,2,2,0,0,1,0,0,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,18
2024-03-01 03:00:00,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,9
2024-03-01 03:10:00,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
2024-03-01 03:20:00,1,2,1,1,0,0,1,1,0,1,0,3,1,1,1,1,0,0,2,1,1,0,1,0,20
2024-03-01 03:30:00,0,2,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,1,2,0,1,0,2,16
2024-03-01 03:40:00,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,3,1,0,1,0,1,13
2024-03-01 03:50:00,0,3,8,0,0,0,7,0,0,3,0,2,2,1,1,1,0,0,4,0,0,2,0,2,36
2024-03-01 04:00:00,0,0,0,0,0,0,0,2,0,2,0,2,2,2,2,2,0,0,2,2,1,0,1,0,20
2024-03-01 04:10:00,3,3,3,3,0,0,2,5,0,1,0,1,3,0,2,0,0,0,3,1,0,1,0,1,32
2024-03-01 04:20:00,4,4,5,3,0,0,2,3,0,0,0,0,6,2,5,1,0,0,5,1,0,1,0,1,43
2024-03-01 04:30:00,3,3,5,3,0,0,4,2,0,1,0,1,5,6,5,5,0,0,9,7,1,2,1,2,65
2024-03-01 04:40:00,4,2,2,2,0,0,1,2,0,1,0,1,2,3,2,1,0,0,2,4,3,2,3,2,39
2024-03-01 04:50:00,3,7,8,0,0,0,4,1,0,2,0,2,2,5,2,5,0,0,5,9,0,4,0,3,62
2024-03-01 05:00:00,6,6,11,0,0,0,6,1,0,1,0,1,6,12,7,14,0,0,12,16,2,6,2,8,117
2024-03-01 05:10:00,5,10,18,3,0,0,9,3,0,1,0,2,9,10,9,11,0,0,10,13,4,4,3,5,129
2024-03-01 05:20:00,2,6,12,4,0,0,6,1,0,2,0,3,18,17,16,12,0,0,18,15,2,3,2,3,142
2024-03-01 05:30:00,4,7,15,8,0,0,6,4,0,5,0,9,21,27,23,24,0,0,26,27,6,12,7,12,243
2024-03-01 05:40:00,11,20,37,12,0,0,20,11,0,4,0,6,25,24,28,18,0,0,23,23,7,8,7,9,293
2024-03-01 05:50:00,8,20,25,12,0,0,16,11,1,6,2,11,31,29,21,31,0,0,33,44,7,10,6,14,338
2024-03-01 06:00:00,10,14,17,15,0,0,12,11,0,6,0,8,22,14,20,14,0,0,24,15,9,9,10,8,238
2024-03-01 06:10:00,17,26,31,26,0,0,20,14,1,13,1,14,27,25,26,18,0,0,26,21,5,15,5,17,348
2024-03-01 06:20:00,20,14,18,20,0,0,14,12,1,6,1,9,34,29,26,21,0,0,28,27,5,4,4,6,299
2024-03-01 06:30:00,20,30,26,21,0,0,20,20,2,7,3,7,34,34,24,22,0,0,26,27,5,8,4,9,349
2024-03-01 06:40:00,26,29,28,20,0,0,25,20,1,12,2,9,51,42,31,23,0,0,33,31,9,16,13,18,439
2024-03-01 06:50:00,23,34,49,31,0,0,36,20,0,15,0,9,40,36,31,24,0,0,36,23,12,13,12,12,456
2024-03-01 07:00:00,25,32,21,19,0,0,28,19,0,10,0,9,48,34,33,30,0,0,32,30,16,15,20,12,433
2024-03-01 07:10:00,34,53,27,12,0,0,40,25,2,18,2,8,66,38,31,22,0,0,45,38,20,25,11,20,537
2024-03-01 07:20:00,39,50,31,32,0,0,44,31,4,24,5,13,61,35,26,24,0,0,50,34,23,27,38,20,611
2024-03-01 07:30:00,35,58,32,22,0,0,42,22,1,20,2,10,78,49,44,36,0,0,66,53,16,36,11,21,654
2024-03-01 07:40:00,30,67,31,25,0,0,47,23,5,33,4,12,80,43,28,26,0,0,56,41,26,34,18,25,654
2024-03-01 07:50:00,40,51,37,27,0,0,36,29,3,28,2,13,87,57,44,35,0,0,69,36,18,24,8,18,662
2024-03-01 08:00:00,35,48,31,19,0,0,37,21,2,31,1,13,67,44,34,32,0,0,55,35,21,25,16,31,598
2024-03-01 08:10:00,29,57,20,20,0,0,43,20,3,24,2,12,72,37,49,26,0,0,61,29,22,26,16,17,585
2024-03-01 08:20:00,26,40,25,19,0,0,23,14,2,20,6,10,66,41,35,21,0,0,55,29,20,21,11,18,502
2024-03-01 08:30:00,25,52,39,14,0,0,30,17,0,16,0,8,65,51,36,27,0,0,54,35,11,26,9,17,532
2024-03-01 08:40:00,26,44,28,16,0,0,33,20,2,16,2,11,73,34,43,25,0,0,63,27,24,31,14,15,547
2024-03-01 08:50:00,24,40,25,12,0,0,29,13,1,19,2,13,62,32,31,22,0,0,46,31,29,31,17,19,498
2024-03-01 09:00:00,26,34,29,18,0,0,27,14,0,15,0,6,66,30,40,26,0,0,58,28,11,12,10,10,460
2024-03-01 09:10:00,29,35,22,22,0,0,25,23,1,11,0,6,50,36,28,28,0,0,40,33,18,15,15,12,449
2024-03-01 09:20:00,30,42,35,29,0,0,35,19,1,6,2,5,45,26,32,21,0,0,36,22,11,11,11,16,435
2024-03-01 09:30:00,23,38,27,18,0,0,23,14,0,12,3,9,35,19,34,17,0,0,39,21,16,12,10,12,382
2024-03-01 09:40:00,24,25,21,22,0,0,20,20,1,24,1,15,52,31,25,20,0,0,37,24,20,20,16,20,438
2024-03-01 09:50:00,32,43,26,26,0,0,24,22,4,14,3,9,37,28,26,21,0,0,31,27,14,18,41,23,469
2024-03-01 10:00:00,22,32,33,13,0,0,20,12,3,14,3,10,40,18,28,16,0,0,33,16,14,16,12,9,364
2024-03-01 10:10:00,39,35,34,30,0,0,24,25,0,12,0,6,49,34,30,23,0,0,41,26,19,16,10,13,466
2024-03-01 10:20:00,25,37,36,28,0,0,31,17,2,17,2,11,47,29,34,18,0,0,46,25,15,20,16,20,476
2024-03-01 10:30:00,26,44,37,14,0,0,30,12,1,17,4,9,42,26,27,18,0,0,41,26,9,21,9,45,458
2024-03-01 10:40:00,25,56,37,20,0,0,38,16,0,14,0,6,33,27,30,23,0,0,39,16,18,16,16,18,448
2024-03-01 10:50:00,37,44,34,22,0,0,26,24,0,11,1,9,45,25,27,21,0,0,36,24,13,18,13,12,442
2024-03-01 11:00:00,25,35,25,21,0,0,19,14,0,8,0,5,45,38,28,21,0,0,45,19,16,18,14,17,413
2024-03-01 11:10:00,34,38,38,25,0,0,32,19,1,17,0,8,44,26,32,22,0,0,39,19,6,10,6,14,430
2024-03-01 11:20:00,20,37,33,16,0,0,26,12,1,13,0,9,49,43,18,23,0,0,43,26,14,17,26,11,437
2024-03-01 11:30:00,47,60,25,27,0,0,36,30,1,19,0,12,35,22,17,16,0,0,29,22,16,17,16,15,462
2024-03-01 11:40:00,34,53,31,22,0,0,36,20,3,20,1,15,56,30,28,21,0,0,42,29,12,20,23,17,513
2024-03-01 11:50:00,36,44,17,21,0,0,31,17,1,13,2,13,46,43,23,17,0,0,41,26,12,17,12,21,453
2024-03-01 12:00:00,39,51,27,22,0,0,31,27,0,22,0,14,42,34,16,22,0,0,34,17,19,14,15,13,459
2024-03-01 12:10:00,43,69,42,25,0,0,47,33,4,19,4,15,63,28,36,19,0,0,50,30,12,22,10,16,587
2024-03-01 12:20:00,47,63,40,30,0,0,44,33,0,12,0,6,68,24,35,19,0,0,46,18,14,21,16,14,550
2024-03-01 12:30:00,47,63,25,25,0,0,36,30,1,14,3,9,52,34,26,14,0,0,47,29,8,25,9,13,510
2024-03-01 12:40:00,40,61,35,21,0,0,37,18,5,26,2,9,57,35,36,26,0,0,55,26,14,15,11,9,538
2024-03-01 12:50:00,47,57,27,24,0,0,38,26,0,13,1,6,53,28,32,21,0,0,47,25,12,21,9,18,505
2024-03-01 13:00:00,40,55,40,24,0,0,35,21,0,12,0,9,73,42,35,27,0,0,51,36,14,14,7,13,548
2024-03-01 13:10:00,46,60,27,29,0,0,39,32,4,24,2,16,49,23,29,13,0,0,37,19,16,12,11,13,501
2024-03-01 13:20:00,45,69,32,19,0,0,40,28,5,16,4,10,46,28,33,19,0,0,53,20,13,20,14,18,532
2024-03-01 13:30:00,62,63,32,39,0,0,35,38,5,27,2,18,68,37,30,20,0,0,51,27,15,19,12,21,621
2024-03-01 13:40:00,45,52,37,35,0,0,31,32,2,24,2,14,54,28,39,25,0,0,50,23,14,19,10,14,550
2024-03-01 13:50:00,30,65,46,22,0,0,38,24,0,9,0,8,63,29,34,24,0,0,55,24,10,22,8,14,525
2024-03-01 14:00:00,52,75,52,37,0,0,45,34,1,11,1,5,50,26,34,14,0,0,42,20,16,16,9,9,549
2024-03-01 14:10:00,59,84,57,39,0,0,53,40,0,10,0,8,54,51,44,29,0,0,47,19,9,17,7,10,637
2024-03-01 14:20:00,45,74,37,27,0,0,48,28,0,18,1,12,43,73,24,41,0,0,43,23,16,17,17,15,602
2024-03-01 14:30:00,53,79,27,19,0,0,48,32,6,39,7,17,57,35,26,23,0,0,51,23,16,28,13,15,614
2024-03-01 14:40:00,47,72,36,34,0,0,44,32,2,14,2,10,65,38,26,22,0,0,44,20,19,15,10,9,561
2024-03-01 14:50:00,51,101,45,33,0,0,52,43,0,12,0,11,59,40,33,29,0,0,54,33,24,24,15,17,676
2024-03-01 15:00:00,47,80,36,32,0,0,46,31,1,28,1,14,51,31,31,21,0,0,49,24,22,28,14,17,604
2024-03-01 15:10:00,38,63,40,27,0,0,50,27,3,41,4,13,67,41,43,22,0,0,50,24,16,12,12,11,604
2024-03-01 15:20:00,56,89,33,36,0,0,58,29,4,16,2,16,64,40,34,29,0,0,55,33,19,21,36,15,685
2024-03-01 15:30:00,57,83,43,32,0,0,49,33,5,19,6,13,30,73,23,38,0,0,43,29,18,22,13,11,640
2024-03-01 15:40:00,44,76,34,28,0,0,52,31,5,26,4,12,80,37,41,27,0,0,58,25,18,12,8,10,628
2024-03-01 15:50:00,45,69,37,26,0,0,39,26,4,17,2,9,55,27,33,15,0,0,54,26,12,22,7,13,538
2024-03-01 16:00:00,53,89,36,26,0,0,50,35,1,18,1,8,70,32,32,19,0,0,50,28,25,20,17,10,620
2024-03-01 16:10:00,48,73,38,30,0,0,38,33,3,25,2,12,57,42,38,25,0,0,51,22,12,22,8,16,595
2024-03-01 16:20:00,55,73,41,29,0,0,45,37,2,24,1,13,59,32,32,20,0,0,53,23,18,27,13,23,620
2024-03-01 16:30:00,47,73,34,29,0,0,44,31,5,20,3,12,58,33,37,18,0,0,49,30,21,20,15,13,592
2024-03-01 16:40:00,50,79,29,18,0,0,48,22,4,21,4,12,55,34,29,20,0,0,45,24,11,26,6,13,550
2024-03-01 16:50:00,49,77,32,26,0,0,49,31,3,20,4,7,69,36,31,19,0,0,57,34,22,24,22,11,623
2024-03-01 17:00:00,53,64,46,45,0,0,41,26,2,20,4,11,59,44,40,25,0,0,50,34,22,22,16,12,636
2024-03-01 17:10:00,42,72,28,36,0,0,41,25,2,18,0,8,68,39,41,25,0,0,56,28,14,28,12,13,596
2024-03-01 17:20:00,47,79,34,28,0,0,48,32,3,15,3,11,46,42,35,34,0,0,46,23,22,18,12,11,589
2024-03-01 17:30:00,52,80,30,28,0,0,46,28,6,22,6,5,68,29,36,20,0,0,58,28,17,31,15,14,619
2024-03-01 17:40:00,55,70,28,24,0,0,41,18,1,22,0,9,52,32,29,22,0,0,43,19,23,23,24,17,552
2024-03-01 17:50:00,53,86,41,24,0,0,50,38,2,18,4,11,54,40,31,24,0,0,49,23,20,26,17,14,625
2024-03-01 18:00:00,42,64,33,22,0,0,39,21,0,18,0,7,40,27,21,16,0,0,30,12,18,18,14,41,483
2024-03-01 18:10:00,37,58,34,24,0,0,45,22,0,23,1,12,53,42,25,37,0,0,42,23,12,18,10,72,590
2024-03-01 18:20:00,40,75,27,23,0,0,47,28,0,21,1,14,61,33,27,23,0,0,47,29,25,30,28,23,602
2024-03-01 18:30:00,43,72,39,39,0,0,48,32,3,26,4,24,46,41,23,22,0,0,39,22,24,23,29,23,622
2024-03-01 18:40:00,35,56,36,35,0,0,34,30,1,22,0,22,38,21,23,16,0,0,31,17,19,21,12,23,492
2024-03-01 18:50:00,41,66,59,40,0,0,36,28,2,18,2,11,54,31,33,21,0,0,42,25,15,19,11,25,579
2024-03-01 19:00:00,49,61,37,47,0,0,36,32,4,26,3,20,36,19,24,14,0,0,29,20,24,12,20,9,522
2024-03-01 19:10:00,44,54,60,44,0,0,28,29,0,13,4,15,35,34,24,25,0,0,32,22,8,21,11,19,522
2024-03-01 19:20:00,33,48,50,47,0,0,32,23,0,11,2,13,29,24,22,18,0,0,29,16,16,14,20,18,465
2024-03-01 19:30:00,42,48,57,57,0,0,31,32,0,10,0,6,35,16,28,14,0,0,37,16,10,15,12,50,516
2024-03-01 19:40:00,35,42,59,40,0,0,32,21,0,15,0,16,24,35,18,18,0,0,21,32,13,13,20,21,475
2024-03-01 19:50:00,26,34,48,31,0,0,21,17,2,13,2,14,22,32,19,21,0,0,25,19,11,13,11,23,404
2024-03-01 20:00:00,21,24,39,30,0,0,18,13,0,5,2,7,17,34,17,28,0,0,23,21,12,13,13,14,351
2024-03-01 20:10:00,30,29,39,32,0,0,21,24,0,8,1,11,18,37,18,23,0,0,26,20,7,9,5,13,371
2024-03-01 20:20:00,28,25,30,39,0,0,17,19,1,11,2,14,19,31,19,23,0,0,23,19,2,5,3,5,335
2024-03-01 20:30:00,25,31,41,34,0,0,15,24,1,19,0,19,18,29,16,21,0,0,22,16,7,6,4,7,355
2024-03-01 20:40:00,21,27,41,28,0,0,19,11,0,8,0,12,10,27,7,19,0,0,13,19,6,4,6,7,285
2024-03-01 20:50:00,16,23,30,26,0,0,21,12,0,1,0,0,10,24,6,18,0,0,14,17,4,5,5,7,239
2024-03-01 21:00:00,23,32,43,27,0,0,27,23,1,8,3,10,15,33,18,21,0,0,20,23,3,8,6,9,353
2024-03-01 21:10:00,19,14,23,26,0,0,11,13,1,5,3,6,14,29,14,20,0,0,17,18,8,7,7,6,261
2024-03-01 21:20:00,24,22,24,23,0,0,19,20,0,5,0,4,14,31,17,22,0,0,15,22,4,6,4,7,283
2024-03-01 21:30:00,16,23,34,22,0,0,15,12,0,6,0,5,12,21,11,20,0,0,19,16,9,10,11,10,272
2024-03-01 21:40:00,25,31,32,35,0,0,22,15,0,6,0,8,13,22,15,16,0,0,15,11,6,7,6,8,293
2024-03-01 21:50:00,21,20,24,33,0,0,11,21,0,9,0,6,12,20,10,18,0,0,18,16,7,3,8,2,259
2024-03-01 22:00:00,22,30,41,26,0,0,18,15,0,4,0,4,4,22,5,12,0,0,11,10,16,9,4,10,263
2024-03-01 22:10:00,20,29,34,26,0,0,19,21,1,7,0,12,8,20,7,13,0,0,18,24,5,17,6,20,307
2024-03-01 22:20:00,22,31,36,37,0,0,21,24,0,5,0,7,11,14,9,16,0,0,8,14,5,7,5,7,279
2024-03-01 22:30:00,22,27,38,26,0,0,22,19,0,9,0,9,6,16,5,12,0,0,16,11,4,4,4,6,256
2024-03-01 22:40:00,17,20,29,16,0,0,16,14,2,4,0,7,7,11,5,11,0,0,9,9,2,5,2,7,193
2024-03-01 22:50:00,12,13,20,17,0,0,7,10,0,8,0,10,11,24,15,14,0,0,14,14,3,4,4,5,205
2024-03-01 23:00:00,17,16,23,33,0,0,8,17,0,4,0,7,11,12,10,9,0,0,12,13,2,7,1,9,211
2024-03-01 23:10:00,13,13,16,11,0,0,8,8,1,3,0,6,11,19,10,11,0,0,17,8,6,3,5,7,176
2024-03-01 23:20:00,5,15,35,10,0,0,12,6,0,4,0,7,9,23,9,14,0,0,11,18,5,4,5,4,196
2024-03-01 23:30:00,7,10,18,4,0,0,7,6,0,1,0,0,3,8,4,6,0,0,7,8,5,4,4,4,106
2024-03-01 23:40:00,7,9,16,11,0,0,6,6,0,1,0,2,5,13,7,10,0,0,8,11,1,2,1,2,118
2024-03-01 23:50:00,8,8,24,11,0,0,5,6,0,5,0,8,4,9,4,6,0,0,5,9,2,2,2,2,120
2024-03-02 00:00:00,10,10,12,11,0,0,9,6,1,3,1,4,5,13,5,9,0,0,9,12,1,3,1,5,130
2024-03-02 00:10:00,10,12,12,10,0,0,10,10,0,2,0,3,2,9,3,8,0,0,9,9,3,2,3,2,119
2024-03-02 00:20:00,8,7,9,8,0,0,3,3,0,1,0,0,2,8,3,8,0,0,4,10,2,5,1,4,86
2024-03-02 00:30:00,13,6,7,16,0,0,3,12,0,2,0,4,4,6,6,4,0,0,5,7,4,2,3,3,107
2024-03-02 00:40:00,4,7,12,5,0,0,8,4,0,3,0,2,6,11,5,7,0,0,6,8,2,0,2,0,92
2024-03-02 00:50:00,9,6,9,10,0,0,4,6,0,0,0,0,5,9,6,5,0,0,9,4,5,3,5,4,99
2024-03-02 01:00:00,8,7,9,9,0,0,7,8,0,2,0,0,3,14,2,9,0,0,4,13,4,3,0,7,109
2024-03-02 01:10:00,3,5,8,6,0,0,6,4,0,4,0,6,0,2,0,2,0,0,0,1,0,0,0,0,47
2024-03-02 01:20:00,3,4,5,3,0,0,3,2,0,1,1,2,3,11,2,10,0,0,5,4,0,1,0,1,61
2024-03-02 01:30:00,3,4,5,2,0,0,3,1,1,1,2,2,3,4,3,2,0,0,4,0,1,0,1,0,42
2024-03-02 01:40:00,4,5,11,7,0,0,5,4,0,1,0,2,2,4,1,4,0,0,2,1,1,0,1,0,55
2024-03-02 01:50:00,7,3,4,9,0,0,2,7,0,2,0,3,1,5,0,7,0,0,1,3,1,1,1,1,58
2024-03-02 02:00:00,1,3,10,2,0,0,3,0,0,2,0,1,6,10,7,8,0,0,9,4,6,5,3,7,87
2024-03-02 02:10:00,8,3,5,8,0,0,2,6,1,2,3,2,1,7,1,7,0,0,5,8,1,2,1,3,76
2024-03-02 02:20:00,1,4,7,2,0,0,4,1,0,0,0,0,1,8,1,8,0,0,4,8,0,0,0,0,49
2024-03-02 02:30:00,5,4,5,6,0,0,2,1,0,1,0,1,3,3,2,2,0,0,2,1,0,0,0,0,38
2024-03-02 02:40:00,5,4,6,3,0,0,2,5,0,0,0,0,1,5,1,3,0,0,1,3,2,1,4,2,48
2024-03-02 02:50:00,1,1,2,2,0,0,0,2,0,0,0,0,2,7,2,5,0,0,3,7,0,0,0,0,34
2024-03-02 03:00:00,4,2,5,7,0,0,1,5,0,1,0,2,3,3,3,2,0,0,4,2,1,1,1,2,49
2024-03-02 03:10:00,5,5,8,7,0,0,3,4,0,0,0,0,0,6,0,6,0,0,2,2,1,0,1,0,50
2024-03-02 03:20:00,2,3,4,3,0,0,3,4,0,2,0,3,1,3,1,2,0,0,3,1,3,0,4,2,44
2024-03-02 03:30:00,3,3,4,3,0,0,2,6,0,3,0,3,0,4,0,3,0,0,1,3,1,0,1,0,40
2024-03-02 03:40:00,3,4,7,3,0,0,3,4,0,1,0,2,0,5,0,5,0,0,3,4,0,1,0,1,46
2024-03-02 03:50:00,0,5,5,0,0,0,4,0,0,0,0,0,0,7,0,8,0,0,2,8,0,0,0,0,39
2024-03-02 04:00:00,6,5,5,6,0,0,4,3,0,1,0,0,0,3,0,2,0,0,2,3,0,1,0,2,43
2024-03-02 04:10:00,0,2,4,0,0,0,3,0,0,1,0,1,1,5,1,4,0,0,3,4,1,0,1,0,31
2024-03-02 04:20:00,2,3,3,3,0,0,2,1,0,0,0,0,2,6,2,5,0,0,3,5,1,0,1,0,39
2024-03-02 04:30:00,2,4,6,5,0,0,3,0,1,2,0,3,2,6,1,4,0,0,6,6,0,2,0,2,55
2024-03-02 04:40:00,3,4,7,3,0,0,3,4,1,3,1,5,1,4,1,6,0,0,3,2,2,1,2,1,57
2024-03-02 04:50:00,0,3,6,0,0,0,2,1,0,1,0,1,3,9,5,8,0,0,8,9,3,2,6,2,69
2024-03-02 05:00:00,1,2,3,2,0,0,1,1,0,1,0,1,3,7,3,6,0,0,6,7,2,1,3,1,51
2024-03-02 05:10:00,5,3,4,5,0,0,2,5,0,0,0,0,3,13,3,10,0,0,7,12,3,3,3,5,86
2024-03-02 05:20:00,10,8,10,9,0,0,5,6,0,1,0,1,2,13,2,12,0,0,8,15,2,1,0,4,109
2024-03-02 05:30:00,2,3,5,3,0,0,3,2,0,3,0,6,6,14,6,11,0,0,14,9,3,4,3,5,102
2024-03-02 05:40:00,6,9,17,3,0,0,7,1,0,2,0,1,3,18,3,14,0,0,7,16,3,5,2,8,125
2024-03-02 05:50:00,6,8,13,4,0,0,7,5,0,4,0,7,3,16,3,12,0,0,7,13,2,3,1,4,118
2024-03-02 06:00:00,6,7,11,8,0,0,8,4,0,1,0,0,2,13,3,10,0,0,3,13,0,1,0,1,91
2024-03-02 06:10:00,4,10,16,3,0,0,8,3,0,2,1,3,5,9,4,5,0,0,8,8,3,3,6,4,105
2024-03-02 06:20:00,9,15,16,13,0,0,14,6,0,7,0,7,7,13,9,9,0,0,12,9,1,3,0,4,154
2024-03-02 06:30:00,9,13,14,11,0,0,12,9,0,0,0,0,3,13,5,11,0,0,6,10,0,5,1,5,127
2024-03-02 06:40:00,11,10,14,7,0,0,7,5,0,2,0,2,7,12,7,6,0,0,9,7,5,6,3,6,126
2024-03-02 06:50:00,8,9,17,8,0,0,6,7,0,4,0,5,9,18,8,11,0,0,10,12,6,3,5,5,151
2024-03-02 07:00:00,4,6,7,4,0,0,6,2,0,7,0,4,7,10,7,8,0,0,9,9,5,5,6,5,111
2024-03-02 07:10:00,5,10,12,6,0,0,7,3,0,2,1,2,2,17,2,15,0,0,6,10,4,5,3,6,118
2024-03-02 07:20:00,8,14,16,5,0,0,11,7,0,7,0,5,9,12,11,10,0,0,16,13,9,4,6,3,166
2024-03-02 07:30:00,10,12,15,12,0,0,13,9,1,6,1,6,5,14,5,12,0,0,9,9,4,7,4,6,160
2024-03-02 07:40:00,18,20,20,14,0,0,17,12,1,11,3,7,10,24,10,16,0,0,16,15,4,9,5,10,242
2024-03-02 07:50:00,9,9,8,6,0,0,12,7,1,12,0,10,10,21,10,15,0,0,19,14,8,12,8,8,199
2024-03-02 08:00:00,14,18,18,11,0,0,11,12,3,8,3,8,9,15,10,12,0,0,18,10,11,10,19,7,227
2024-03-02 08:10:00,14,17,16,12,0,0,12,9,1,11,0,7,13,21,12,12,0,0,14,14,8,6,9,9,217
2024-03-02 08:20:00,9,18,17,6,0,0,13,5,0,2,0,1,17,26,17,14,0,0,19,14,21,12,18,9,238
2024-03-02 08:30:00,12,17,19,12,0,0,12,8,2,7,2,6,22,28,19,18,0,0,28,19,6,14,7,16,274
2024-03-02 08:40:00,14,21,22,10,0,0,13,8,0,14,0,8,17,34,25,25,0,0,24,23,15,17,11,17,318
2024-03-02 08:50:00,64,35,26,21,0,0,22,20,0,9,0,11,19,27,13,21,0,0,22,14,11,9,12,9,365
2024-03-02 09:00:00,15,24,26,11,0,0,18,10,0,10,0,7,20,41,36,26,0,0,28,22,10,14,8,10,336
2024-03-02 09:10:00,23,30,24,21,0,0,23,16,1,13,1,9,24,38,22,27,0,0,28,23,12,15,11,16,377
2024-03-02 09:20:00,21,23,23,18,0,0,17,12,2,19,1,13,31,42,16,19,0,0,23,23,14,13,14,8,352
2024-03-02 09:30:00,19,32,32,15,0,0,19,20,2,17,1,7,32,47,21,27,0,0,41,24,22,25,19,18,440
2024-03-02 09:40:00,26,31,31,22,0,0,27,19,1,18,2,11,38,51,26,34,0,0,35,26,16,20,13,14,461
2024-03-02 09:50:00,29,28,23,23,0,0,18,28,1,17,2,11,33,39,20,21,0,0,37,24,17,27,16,20,434
2024-03-02 10:00:00,28,24,22,21,0,0,14,19,2,16,3,12,26,49,27,30,0,0,28,33,16,13,12,12,407
2024-03-02 10:10:00,28,35,30,25,0,0,20,19,0,19,0,15,37,48,29,33,0,0,35,27,17,13,17,12,459
2024-03-02 10:20:00,23,32,26,17,0,0,17,18,1,12,0,11,33,49,22,26,0,0,29,25,17,18,15,13,404
2024-03-02 10:30:00,28,36,39,27,0,0,21,23,2,15,3,12,35,48,37,24,0,0,37,25,17,18,13,16,476
2024-03-02 10:40:00,39,49,33,31,0,0,31,24,1,24,2,16,44,35,19,25,0,0,31,30,14,20,13,16,497
2024-03-02 10:50:00,26,38,38,20,0,0,26,12,3,24,2,16,31,48,25,28,0,0,35,25,12,15,10,13,447
2024-03-02 11:00:00,23,35,39,22,0,0,25,19,0,12,2,13,35,45,23,27,0,0,41,27,8,25,7,21,449
2024-03-02 11:10:00,45,46,35,27,0,0,27,23,0,13,1,8,38,36,19,24,0,0,39,31,14,31,13,25,495
2024-03-02 11:20:00,25,56,44,27,0,0,25,18,1,14,1,9,29,44,25,27,0,0,34,24,11,16,10,16,456
2024-03-02 11:30:00,31,43,41,21,0,0,24,23,0,11,0,15,38,36,24,20,0,0,36,22,18,16,13,12,444
2024-03-02 11:40:00,35,44,35,19,0,0,21,22,0,20,7,15,37,47,21,27,0,0,38,25,25,16,13,13,480
2024-03-02 11:50:00,35,38,24,21,0,0,27,27,0,24,3,15,33,32,20,24,0,0,35,22,21,18,16,16,451
2024-03-02 12:00:00,38,58,41,37,0,0,33,33,3,19,3,17,37,51,20,27,0,0,25,28,19,15,18,13,535
2024-03-02 12:10:00,35,39,38,26,0,0,24,24,1,16,3,7,47,42,32,30,0,0,40,30,22,21,15,10,502
2024-03-02 12:20:00,37,48,47,32,0,0,28,22,2,20,4,37,37,30,20,22,0,0,30,18,21,19,16,14,504
2024-03-02 12:30:00,45,69,51,34,0,0,49,26,4,22,1,15,28,61,22,35,0,0,44,31,17,23,13,14,604
2024-03-02 12:40:00,35,52,51,34,0,0,30,23,2,11,1,9,24,43,23,27,0,0,32,24,14,21,12,15,483
2024-03-02 12:50:00,33,47,45,33,0,0,35,26,2,17,3,11,48,52,31,23,0,0,47,32,18,20,16,20,559
2024-03-02 13:00:00,44,53,39,44,0,0,25,28,2,14,3,12,32,37,25,22,0,0,34,27,9,20,9,17,496
2024-03-02 13:10:00,42,49,43,34,0,0,27,23,1,16,0,10,34,34,38,23,0,0,33,29,16,14,13,13,492
2024-03-02 13:20:00,50,61,37,39,0,0,32,21,3,15,3,7,38,37,27,21,0,0,39,19,15,10,14,12,500
2024-03-02 13:30:00,42,49,38,31,0,0,29,27,0,16,0,36,27,31,21,21,0,0,27,22,17,22,10,15,481
